packets_observed,duration_observed,diaz_anonymity,danezis_metric_A,entropy_bits,max_entropy_bits,target_llr,detected_receiver,true_receiver,success
2500,4.4825427532196045,0.9186478207101888,-4.124782349025666,1.456022347194861,1.584962500721156,-1.042706133335571,c4,c4,False
5000,7.555100917816162,0.7794279491915972,-4.08976483496908,1.2353640714826761,1.584962500721156,-0.028180366780730992,c5,c4,False
7500,10.787325859069824,0.5906838541560477,-4.006123149353888,0.93621175861878,1.584962500721156,1.1146026610162778,c4,c4,True
10000,13.891469717025757,0.7359018674580841,-4.0106321086085055,1.1663768641317336,1.584962500721156,-1.0457251914971266,c4,c4,False
12500,17.05697011947632,0.6273550900055537,-3.962533729607492,0.9943342922953483,1.584962500721156,0.7549550505849538,c4,c4,True
15000,20.454986572265625,0.5200664672234113,-3.997930464769633,0.8242858484316351,1.584962500721156,-1.6938838934574107,c3,c4,False
17500,23.751178741455078,0.1558212244046922,-4.022683245384924,0.2469707974978934,1.584962500721156,-3.1032246093568574,c3,c4,False
20000,26.928052186965942,0.5042111834435905,-4.052467785363383,0.7991558182023267,1.584962500721156,-3.429595165129399,c3,c4,False
22500,30.2256019115448,0.7488599218742078,-4.021030167376113,1.1869148944635939,1.584962500721156,0.039950267905283,c4,c4,True
25000,33.46895885467529,0.6190182402160804,-4.011474390252516,0.9811206980048881,1.584962500721156,-0.32948746697456954,c4,c4,False
27500,36.94841766357422,0.6107449258131408,-4.005202777445748,0.9680078049195525,1.584962500721156,-2.090529671276272,c3,c4,False
30000,39.86440086364746,0.13667015377612837,-4.043144896375316,0.21661706870295738,1.584962500721156,-5.93507788163754,c3,c4,False
32500,42.46143913269043,0.6324602713492179,-4.04710942562704,1.0024258132844373,1.584962500721156,-3.365287044842944,c4,c4,False
35000,45.502686500549316,0.5255968354679773,-4.032354797963506,0.8330512747144513,1.584962500721156,-2.5325582742614188,c4,c4,False
37500,48.56993222236633,0.4589870127670596,-4.030732689765918,0.727477203553812,1.584962500721156,-3.014755708850089,c4,c4,False
40000,51.58547496795654,0.534416383465392,-4.026550529909686,0.847029927563664,1.584962500721156,-4.310237898296236,c4,c4,False
42500,54.44654607772827,0.40276692949497367,-4.01489587985528,0.6383704797801351,1.584962500721156,-2.1591239748095177,c4,c4,False
45000,57.916422843933105,0.1042970428257889,-3.9971742982214047,0.1653069018149839,1.584962500721156,0.27222093199679875,c4,c4,True
47500,61.39790725708008,0.23441750077131515,-3.9990183932821437,0.3715429482353072,1.584962500721156,-1.2568677750537063,c4,c4,False
50000,64.73734426498413,0.048438391742271186,-3.9951552489521287,0.07677303450674114,1.584962500721156,2.39160688461061,c4,c4,True
52500,68.61249113082886,0.22244464223242016,-3.9999138469622597,0.35256641642471953,1.584962500721156,-3.0922022392937834,c4,c4,False
55000,72.36223196983337,0.05538851246393471,-3.9934878140471373,0.08778871522606288,1.584962500721156,-1.1843897214016579,c4,c4,False
57500,76.39616298675537,0.0607165967535654,-3.9918480661968054,0.09623352902580905,1.584962500721156,-2.7241930586096714,c4,c4,False
60000,80.09821128845215,0.03033143477176333,-3.98445504953002,0.04807418670631464,1.584962500721156,-1.3415839802351002,c4,c4,False
62500,83.32031226158142,0.03695919358794221,-3.9834110171126516,0.0585789358937822,1.584962500721156,-2.5020468320753935,c4,c4,False
65000,86.93180394172668,0.09449824891722224,-3.9802936081669142,0.14977618091761083,1.584962500721156,-4.83836126906499,c4,c4,False
67500,90.14130449295044,0.1013201164809801,-3.9841131190186263,0.16058858519105304,1.584962500721156,-6.293183447965021,c4,c4,False
70000,93.58463478088379,0.21211780372667682,-3.9851552035219218,0.33619876464211307,1.584962500721156,-6.670587062845243,c4,c4,False
72500,96.87481713294983,0.010273511878666888,-3.990818875158634,0.016283131078400372,1.584962500721156,-2.086615201476434,c4,c4,False
75000,100.40707063674927,0.018595353123018587,-3.9836376583980724,0.0294729373876525,1.584962500721156,-3.0194155365206825,c4,c4,False
77500,103.61644864082336,0.0038745207537896724,-3.980008998951289,0.006140970103022498,1.584962500721156,-0.6997184963229302,c4,c4,False
80000,107.03468918800354,0.008596385119361057,-3.9822376648863433,0.013624948055944634,1.584962500721156,-4.478707015588043,c4,c4,False
82500,110.35485458374023,0.010394209473966375,-3.9806229433430627,0.016474432240877277,1.584962500721156,-3.6258197769902836,c4,c4,False
85000,114.21898794174194,0.016337834823107286,-3.9761135922562296,0.02589485553760131,1.584962500721156,-4.412714019264968,c4,c4,False
87500,117.35587859153748,0.25772973991653914,-3.98324900834063,0.408491973088331,1.584962500721156,-9.854389291974258,c4,c4,False
90000,120.56419086456299,0.011236613149920777,-3.9759280631615974,0.01780961047773466,1.584962500721156,-1.310715858164258,c4,c4,False
92500,124.12214946746826,0.5635477333500659,-3.9784871612009725,0.8932020247262598,1.584962500721156,-9.13615684673914,c4,c4,False
