timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760411.7741935,CREATED,51f11525-eb8e-4112-9817-36f6a49ecee8,e4626319-fc9f-4593-a0c6-b0fecd16f7fc,c5,c4,26,?,?,surb={'id': 'ba10d3f8-13fe-42ac-bcf1-5e59be6d9d48', 'route': ['p1', 'e12', 'i9', 'x1', 'p2', 'c5']}
1769760411.8649602,RECEIVED,7aa3e381-3dd8-4603-93af-eee67b0b5549,6bd4566b-721d-4a09-835b-d8b25b4560b3,c1,c5,26,p2,?,surb={'id': 'c36f8c7b-080e-4e64-97bc-6b38d5163b5d', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769760412.1333554,RECEIVED,80215c0e-611d-4631-be00-916a4359a854,d6db3039-e183-4bcd-a158-5f750ef2254e,c1,c5,27,p2,?,surb={'id': '801380ac-89b5-4dd7-8503-8a072556a700', 'route': ['p2', 'e9', 'i6', 'x3', 'p1', 'c1']}
1769760412.161614,RECEIVED,7228e64c-0173-4046-83e4-7e18e4e585b8,211d4479-93b8-458e-b0bb-a5bead652913,c1,c5,26,p2,?,surb={'id': 'c82b62f7-2606-42c1-b5fa-9fbfb8ae8eda', 'route': ['p2', 'e5', 'i4', 'x1', 'p1', 'c1']}
1769760412.1939085,SENT,f58d9ec0-df30-4628-83b9-6d790aab239a,65d9a03b-1629-40c9-9c87-c6fa3411cdac,c5,c4,3400,?,p2,
1769760412.1940637,CREATED,a5081029-09a6-4aea-bf44-75519ae823b1,341113ca-bdba-4702-969d-ecb0d6afcf61,c5,c4,27,?,?,surb={'id': '9ba3a360-df36-430d-988e-5987f24b2c56', 'route': ['p1', 'e12', 'i11', 'x1', 'p2', 'c5']}
1769760412.391198,RECEIVED,0a6e0425-594d-44c7-bdf0-1c4509db7252,7d019e20-6cf2-4096-9e5c-d6182e27d95c,c1,c5,27,p2,?,surb={'id': '8433e74b-beb9-4491-b61e-c80e0cbb99f4', 'route': ['p2', 'e11', 'i10', 'x9', 'p1', 'c1']}
1769760412.78602,SENT,135797a7-92c0-4aaa-ba18-febbde65eaa6,98575f34-0cdf-4dc1-8cf4-075ab2d123e3,c5,c4,3389,?,p2,
1769760412.7861383,CREATED,32c610f7-bc03-4193-8047-b9569394eb54,e1a913d0-e361-4d52-b3a7-14c32174ed7a,c5,c4,27,?,?,surb={'id': '900e8ca7-0a46-40e6-9036-d7160ddfa007', 'route': ['p1', 'e11', 'i1', 'x6', 'p2', 'c5']}
1769760412.8903491,RECEIVED,37f2968d-e7f4-4001-91e2-f308d041306b,58c37ae9-3d15-4bb8-8616-0a54215c8e80,c1,c5,27,p2,?,surb={'id': 'a5b1aaf3-b6ab-4c0e-bc3f-ba87dcac92c8', 'route': ['p2', 'e2', 'i4', 'x4', 'p1', 'c1']}
1769760413.0822148,SENT,561c4e9a-32d6-4c97-ab5d-cc19325bf0b7,ceab04c3-ddaa-4182-b187-7a36f62147c5,c5,c4,3396,?,p2,
1769760413.0823178,CREATED,faccd94e-f720-4cc5-a5a3-185b6a96c616,45a4c4b7-0698-48b4-80e0-1123a8ea3d37,c5,c4,27,?,?,surb={'id': '2a5cb711-987e-4095-847e-0139e3c7fff6', 'route': ['p1', 'e9', 'i7', 'x5', 'p2', 'c5']}
1769760413.1505141,RECEIVED,3e095185-4d98-4d65-83e8-8cb693bc12ed,71e7d9fa-9525-4721-adab-244ac76f9d1f,c1,c5,27,p2,?,surb={'id': 'dd04aea3-a307-4d22-b6f9-93687d292beb', 'route': ['p2', 'e1', 'i7', 'x1', 'p1', 'c1']}
1769760413.6151578,RECEIVED,f2163868-e9ab-4518-b1c8-f59bfb0e66ea,8ecb40a2-4035-45bb-a84a-db947c6e82df,c1,c5,27,p2,?,surb={'id': 'cad9813a-f094-4f7b-878d-99e28aab375e', 'route': ['p2', 'e2', 'i8', 'x9', 'p1', 'c1']}
1769760413.6615562,RECEIVED,b7dff276-1ef7-4390-8668-3e5152f67c24,7de070dd-ab0a-4f1d-a11e-c967ce8d8b9d,c1,c5,27,p2,?,surb={'id': '6d8832b0-14f8-49b1-a132-dbdc793a5b09', 'route': ['p2', 'e5', 'i5', 'x1', 'p1', 'c1']}
1769760413.7592585,SENT,b8c7efd6-71e0-4e1c-8e71-3a9160c1025c,7891cf58-040b-47db-a081-1a03bb890e69,c5,c4,3376,?,p2,
1769760413.7593513,CREATED,3ca91efc-e027-4b27-9edb-335f6ac226be,24ccfe90-882a-4997-8d33-b3d202a29007,c5,c4,27,?,?,surb={'id': 'f100218c-cd99-46f9-9dde-cc96b774fca9', 'route': ['p1', 'e3', 'i2', 'x2', 'p2', 'c5']}
1769760413.9032657,SENT,2e2ddb6e-da20-4ee2-9d84-fc745bcf2e1d,2a88cb18-9fa3-4559-a5a0-4d8e4dee42e8,c5,c4,3368,?,p2,
1769760413.9034023,CREATED,68d18937-0207-43b0-9082-7f9fbe7a6b70,2cacb631-9b78-4a92-99d4-a742ba707a4f,c5,c4,27,?,?,surb={'id': 'c8c2cce3-6af6-4059-bab9-e64a7f4b8085', 'route': ['p1', 'e5', 'i10', 'x12', 'p2', 'c5']}
1769760413.9792914,RECEIVED,12da053f-810b-4806-83be-366ba8b585a8,bd04f295-9e16-4760-a92b-bcee3bfff9c9,c1,c5,27,p2,?,surb={'id': 'fb08e79f-5988-4c40-a977-43dba6ac1af1', 'route': ['p2', 'e2', 'i5', 'x7', 'p1', 'c1']}
1769760414.0741634,RECEIVED,b565660b-6ba0-4066-8a94-e2a7f8ce8b2c,206b2a5f-6701-4868-93d3-8bd99b66ba9d,c1,c5,27,p2,?,surb={'id': '2eab3e3a-9b33-48cb-89ef-293d842cf9e7', 'route': ['p2', 'e3', 'i5', 'x6', 'p1', 'c1']}
1769760414.3389606,SENT,8362c1da-4d22-4023-8343-1984e9be35a1,a90bc3ad-bf42-407f-9ddc-4b77e324249c,c5,c4,3392,?,p2,
1769760414.339124,CREATED,aa95c60d-8e59-4c2a-99ed-f063e213c92c,f9496e7a-0989-4a56-8d16-be2136739cc5,c5,c4,27,?,?,surb={'id': '746d018d-f6b3-40e2-ad21-8c91579c5a7f', 'route': ['p1', 'e11', 'i6', 'x12', 'p2', 'c5']}
1769760414.3759215,RECEIVED,48cf6947-c4ba-48c9-8d38-ab926bc62506,17c19b18-4fa8-4128-bba5-04d7171c55ab,c1,c5,27,p2,?,surb={'id': '30f6c100-12f5-40eb-a2a2-4ad053248d49', 'route': ['p2', 'e4', 'i11', 'x5', 'p1', 'c1']}
1769760414.4291396,SENT,32b101f6-3fcc-4c1f-b615-6c95cb17b424,891662b5-d2df-45d9-a4f7-e9b289d85fea,c5,c4,3387,?,p2,
1769760414.429211,CREATED,7cc2b586-b938-48bc-a1a0-463ce2e67aeb,776b94a6-0a1f-4e21-ab8a-202090b81ee4,c5,c4,27,?,?,surb={'id': '6d6fae22-b3a3-4828-bd3a-9b44e8e5105c', 'route': ['p1', 'e10', 'i3', 'x12', 'p2', 'c5']}
1769760414.4352036,SENT,f986e88f-c61d-419f-bd1e-5c530ca3cfb6,f8d793fb-9ea0-4a92-b62d-29ba01f21c64,c5,c4,3376,?,p2,
1769760414.435275,CREATED,f6ad133c-6b18-48ed-b196-ee27f7d0d35b,4b8f4cd4-a25a-4360-9eb0-0d3c83e128cf,c5,c4,27,?,?,surb={'id': '79a5e506-91f5-423a-8b64-8fca0597ae97', 'route': ['p1', 'e5', 'i10', 'x1', 'p2', 'c5']}
1769760414.6462996,SENT,3a1dad43-8bb2-4092-bcb9-eeca9695152e,46e82a5a-4288-4ccb-b8a5-ae39322162cd,c5,c4,3372,?,p2,
1769760414.6464293,CREATED,5e961553-6f6d-4e59-bd9c-cd5c018da722,c9035dc8-59f0-4012-bc4d-7e2688ed8a0f,c5,c4,26,?,?,surb={'id': 'b1018011-d814-44c2-b0e2-819980666f38', 'route': ['p1', 'e3', 'i11', 'x6', 'p2', 'c5']}
1769760415.1904192,SENT,c17c5e2a-2383-40e2-b5f8-95456dc5353e,f8d58ec9-d6d8-417b-946e-4317aebd3326,c5,c4,3384,?,p2,
1769760415.1905127,CREATED,2adf4613-7df7-4c3e-9959-05dd69cff57e,779b3c9f-28ca-4564-b8c0-e0e1f7f4002c,c5,c4,26,?,?,surb={'id': '690d5f59-a905-422c-b671-234eab67cf6a', 'route': ['p1', 'e2', 'i12', 'x2', 'p2', 'c5']}
1769760415.3303475,SENT,b6047ffc-6f20-4dd3-8b25-7725c827dd81,32983dec-4eb2-4590-8d61-c612d8b6b760,c5,c4,3376,?,p2,
1769760415.3304288,CREATED,61912f0c-81d3-4f8b-82c1-f61d11ea9d4b,5f939825-2333-491c-9105-f43cdb8985ea,c5,c4,26,?,?,surb={'id': 'ede8749e-ec5a-4e90-8b99-f0c2167dfa71', 'route': ['p1', 'e12', 'i9', 'x5', 'p2', 'c5']}
1769760415.365516,SENT,9b92a6a4-302d-4842-b16c-4992bf1397d2,2833d9c3-cb42-4127-99b7-9fa0cce95efe,c5,c4,3400,?,p2,
1769760415.3655992,CREATED,cbe267d7-d763-49d3-837d-4230bc464302,6799b8e6-601c-4eb2-89aa-b76299c8384a,c5,c4,27,?,?,surb={'id': '3f90ea16-ddbc-40c4-88c1-b1a05d377e71', 'route': ['p1', 'e11', 'i7', 'x10', 'p2', 'c5']}
1769760415.459466,SENT,9910c031-51a1-4fd6-8f27-479ed1bed377,c6812906-c686-4b91-9b0a-db5b4aad909d,c5,c4,3405,?,p2,
1769760415.4595463,CREATED,1149fbac-ea87-48ab-8dda-6f0980b9d901,1fb4dcaf-5289-4751-b84a-3f51762a73c2,c5,c4,26,?,?,surb={'id': '8286ec93-e480-4ca9-9295-97a30bc967db', 'route': ['p1', 'e10', 'i2', 'x10', 'p2', 'c5']}
1769760415.489295,SENT,665add25-f33f-4cb5-9cf1-6b55f01a3b4a,4c784ffc-bee7-40da-beef-a9e92bdd9bef,c5,c4,3361,?,p2,
1769760415.4893773,CREATED,01c76121-5788-4528-9db1-09c4fb2c841b,9ef172b5-c564-4626-814a-e27b515db7d9,c5,c4,26,?,?,surb={'id': '755d3642-f8d4-487d-86d5-bc848d46355f', 'route': ['p1', 'e12', 'i10', 'x10', 'p2', 'c5']}
1769760415.785482,SENT,9062e18b-4ea6-4c8a-80a3-e69703edb036,f1cdabb2-b535-4b09-bb59-97d2d7ddfcee,c5,c4,3384,?,p2,
1769760415.7856157,CREATED,60c12f85-da5d-4046-9e5d-993de6e2d28f,94dcd53e-2925-412b-a51c-aac09803e641,c5,c4,27,?,?,surb={'id': '4e8adc00-d87d-4ca2-8885-296ed06c1188', 'route': ['p1', 'e5', 'i8', 'x7', 'p2', 'c5']}
1769760415.967351,SENT,8b137c76-ad5e-4edc-94b2-8ad85e3e5a05,eb2cb0c5-751d-494e-9f44-68acdf0c9ff5,c5,c4,3360,?,p2,
1769760415.9674425,CREATED,55a9215a-6576-4715-b4a4-08eb7407c4ff,87f70707-a9b0-4803-8e40-eefcafdcf903,c5,c4,27,?,?,surb={'id': 'ab89dac7-639d-4b12-a9b1-e2564c7a8176', 'route': ['p1', 'e10', 'i3', 'x4', 'p2', 'c5']}
1769760416.0013812,SENT,1aa42fe5-d65f-4399-8bd9-5c920af4022d,308af1bf-9f0e-4567-adbb-f2598c4003f8,c5,c4,3372,?,p2,
1769760416.0014818,CREATED,44f6466c-2115-4db4-af96-497a281cdcf9,fe7506a1-80d3-4b08-99ee-052efe948eb7,c5,c4,26,?,?,surb={'id': '419f8e7e-1609-4f1a-ac9e-ea469fd3d849', 'route': ['p1', 'e9', 'i3', 'x1', 'p2', 'c5']}
1769760416.2879455,SENT,7db7091d-a4ac-4877-8db9-92a028f29f22,0a10e732-a2df-47f7-9791-9450e11ca37b,c5,c4,3360,?,p2,
1769760416.2881494,CREATED,46c6ea6e-1404-4533-a2fa-87a100d115c1,d202abd5-22aa-423a-b074-e7477776c236,c5,c4,26,?,?,surb={'id': '87090993-5893-43a7-b2a0-517f7685eb27', 'route': ['p1', 'e5', 'i12', 'x9', 'p2', 'c5']}
1769760416.6246305,SENT,edaa2f39-2e23-4ff7-b3ac-f3ab09363567,62e0c271-33c5-4484-b0f4-38980fb37937,c5,c4,3406,?,p2,
1769760416.6247642,CREATED,a86cb5ed-5f87-4bc1-99fd-b55ba9d2bd6c,83765d2d-b00a-4bd5-bfb4-81ac4ae6605b,c5,c4,27,?,?,surb={'id': 'fcbf2037-99dc-4821-be63-fbf4f712352f', 'route': ['p1', 'e4', 'i12', 'x7', 'p2', 'c5']}
1769760416.7082028,RECEIVED,a2d24f55-c1ac-47f4-8325-64987bccf032,82ada2de-60cc-4b28-8b5f-3f83ce4e5b12,c1,c5,26,p2,?,surb={'id': '59e479ce-1dbc-43ad-8845-54dcb436b249', 'route': ['p2', 'e3', 'i8', 'x5', 'p1', 'c1']}
1769760416.7772257,SENT,7d16f358-3637-43c9-9c55-ed9f16b76908,365048c9-29fb-4242-8478-dfb81dee631c,c5,c4,3391,?,p2,
1769760416.7773635,CREATED,9fc857ea-3d57-4da7-88d6-a84da277b080,99a60645-9770-43b6-a071-046494b1ec8d,c5,c4,27,?,?,surb={'id': '9918fc89-41c4-4ec6-b2ea-b0630756c751', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769760416.8754125,SENT,bf2b9a39-2244-4749-ad71-307b097a2af6,8080679a-ad4a-4643-9e33-01f879402f3a,c5,c4,3393,?,p2,
1769760416.8754847,CREATED,23c7661c-fcf0-49fc-bf3c-58a7caf0dbfb,219210f5-4721-43ba-9bbf-f450bb801f43,c5,c4,27,?,?,surb={'id': '104576ae-ea33-4951-9530-3b40a0a59b81', 'route': ['p1', 'e12', 'i9', 'x9', 'p2', 'c5']}
1769760416.8933284,SENT,b49cbac2-e6cd-4356-8e25-84b7e704c43a,45853e7b-e287-4f88-8a4b-db6996f6bf7a,c5,c4,3359,?,p2,
1769760416.8934004,CREATED,6a96f8fc-7e8f-4a6d-9212-123870571362,21ae9a1a-0e25-489b-884e-84108d5765f4,c5,c4,26,?,?,surb={'id': 'a1f23063-72b6-4bb5-8572-1de1929d9091', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c5']}
1769760417.0063086,RECEIVED,e9544d0b-caaf-4e6a-92ca-cd7fa9dc3278,121ef9d2-37f7-4fce-8e49-433dc56325d7,c1,c5,27,p2,?,surb={'id': 'ddc089ce-c307-44ae-8dcf-a8f761e6045d', 'route': ['p2', 'e11', 'i2', 'x4', 'p1', 'c1']}
1769760417.076452,RECEIVED,b2ce5ab0-c920-4c6f-ad6d-5cbcb8d470a0,bb38f039-aec3-4085-b0d3-6e08e27eac14,c1,c5,26,p2,?,surb={'id': '709edd72-7b11-4ecc-b52d-274dac07d07c', 'route': ['p2', 'e7', 'i10', 'x9', 'p1', 'c1']}
1769760417.333472,RECEIVED,150e4afb-8c7a-4ee7-8b82-6f8613fed644,d1290e16-5edb-4585-beca-24278d64a57f,c1,c5,27,p2,?,surb={'id': 'e8e6fea4-38ea-4395-95ff-93ad1a4af7bc', 'route': ['p2', 'e7', 'i2', 'x5', 'p1', 'c1']}
1769760417.4037356,SENT,75e564fd-0464-4e65-b7b6-5efed6946eef,647fc5ed-5bde-4bcd-a028-d76319db940f,c5,c4,3380,?,p2,
1769760417.4038663,CREATED,7805140f-24c7-4af3-9c90-ee23e48d6522,6927cb54-5850-414d-9962-49a80e065bb9,c5,c4,27,?,?,surb={'id': '5d3fea17-0849-4584-8d5e-37f23a9bd1fc', 'route': ['p1', 'e1', 'i4', 'x1', 'p2', 'c5']}
1769760417.4256973,SENT,7b152b5e-3b0d-4358-bc6d-fd0072b2e4e5,1bb94722-2223-4ead-bb85-44e62cbf4bad,c5,c4,3396,?,p2,
1769760417.4257672,CREATED,244083a8-dca5-4be2-8c06-6dec32b6392e,c3cdb3aa-1c15-4a72-9990-37d7a3998736,c5,c4,27,?,?,surb={'id': '1c734826-9620-4fa6-8049-898e618b0cd7', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c5']}
1769760417.4613879,SENT,21577806-77f0-4f8c-b3c2-a4f8ad3e4a15,5c5ac710-8294-46e5-8cf6-cfe66d4194d8,c5,c4,3395,?,p2,
1769760417.4614472,CREATED,9c3c2a8f-f95f-49a7-9ff7-6b331fad198f,f4bc893b-f529-42b6-bae3-7c2e769dea0a,c5,c4,27,?,?,surb={'id': 'ab602f12-0b45-43a0-b2e5-3cfdb527c9be', 'route': ['p1', 'e9', 'i12', 'x7', 'p2', 'c5']}
1769760417.7169385,SENT,8122e044-1b67-47fd-928b-fa024a1ea393,70afa4f6-58e2-4e17-bc79-d7838a222338,c5,c4,3400,?,p2,
1769760417.7169929,CREATED,f4775f22-7d8c-43e4-9484-45654fc3283e,bd94e997-fb88-4824-b0ba-4be1dfa0fce6,c5,c4,27,?,?,surb={'id': '2ed89a29-b1df-4740-b3cf-90697f6347b1', 'route': ['p1', 'e10', 'i4', 'x7', 'p2', 'c5']}
1769760417.7942824,RECEIVED,19c92a80-1df9-44f7-bd07-845abd95e5bc,eb6a6a01-3334-493b-976b-f10a815fdfea,c1,c5,26,p2,?,surb={'id': 'c20c9227-f3d9-46bb-82cd-03485e7165d8', 'route': ['p2', 'e4', 'i7', 'x4', 'p1', 'c1']}
1769760417.7991662,RECEIVED,98bed8b7-c3ca-4034-994b-6b51d28d0e52,f5a54499-5292-4c15-9558-8cb649694947,c1,c5,27,p2,?,surb={'id': '83801e0e-f83a-4fe1-a17f-031a99634261', 'route': ['p2', 'e10', 'i1', 'x8', 'p1', 'c1']}
1769760418.2071843,RECEIVED,5cdacba6-6f0c-4505-a077-657edf65a0ad,44d8e240-a035-4778-a94a-4396228c74d7,c1,c5,27,p2,?,surb={'id': '04481f53-7bce-49ff-99ce-0bb02c61a1e5', 'route': ['p2', 'e7', 'i1', 'x2', 'p1', 'c1']}
1769760418.2604973,RECEIVED,9240f5b8-c723-44ce-b0c4-aa972eb9bfd7,1e8f2302-43d5-4466-ab98-0112de6e139a,c1,c5,27,p2,?,surb={'id': 'c1003685-f90e-43b4-8113-8e692f0d97f1', 'route': ['p2', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769760418.2842255,SENT,60277ed0-7c6e-420a-9968-057db0db4371,be2e1128-bf11-4db1-b6e0-02f88c5c80e4,c5,c4,3383,?,p2,
1769760418.2843366,CREATED,5c56e0b9-2f96-46a0-a685-837bc84fd823,54a0a953-38c6-4c7d-b6a8-743e65a63223,c5,c4,27,?,?,surb={'id': 'adac0c41-b4c8-4d95-bd15-985cea72f4d0', 'route': ['p1', 'e10', 'i3', 'x8', 'p2', 'c5']}
1769760418.5724688,SENT,2f300303-4956-46ab-b24e-1435cfbeab6c,02c292cd-db88-48e5-9060-30e6893dbc02,c5,c4,3375,?,p2,
1769760418.5726035,CREATED,dd5d8edd-6505-41e5-b74d-2951b4438c70,4cfebc38-2efd-431e-a781-ee7d2f94e12b,c5,c4,27,?,?,surb={'id': 'f89c140f-7631-4d34-bc51-812e1906ee21', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c5']}
1769760418.6060762,SENT,def951ac-bf68-4563-8a81-17b10ede424f,7fc56676-9482-467c-8817-24b3cdb6743a,c5,c4,3391,?,p2,
1769760418.6062148,CREATED,cbbc8b28-6bdb-47e3-9ea6-219b64ff0623,68fd4d66-df88-4970-9038-accbec498459,c5,c4,27,?,?,surb={'id': '493b88ec-7a52-467a-a460-0cef53936a3d', 'route': ['p1', 'e12', 'i12', 'x7', 'p2', 'c5']}
1769760418.6241467,RECEIVED,0ba1fc96-5457-4002-9625-02032a7ce67b,2e60c00c-6ab7-4879-9bda-526a17d461dc,c1,c5,27,p2,?,surb={'id': '880c0097-fdb2-445e-b148-5feb98762c2e', 'route': ['p2', 'e9', 'i7', 'x5', 'p1', 'c1']}
1769760418.6968145,RECEIVED,0e1a35de-fa69-47aa-86d9-db40415adc3c,952e00f3-6629-4060-830a-59f637e63239,c1,c5,26,p2,?,surb={'id': 'f016e3f6-f389-4126-b50e-c1ce1259a7a8', 'route': ['p2', 'e5', 'i6', 'x6', 'p1', 'c1']}
1769760419.1632738,SENT,42534efd-c548-4fc7-8b9f-83176ec4228c,9799b21f-bfea-4748-b5c1-3d6744b71dcb,c5,c4,3392,?,p2,
1769760419.1633656,CREATED,83252ab3-f90d-4622-9bbb-1e7a53de9e1f,110fd814-9b2a-4fb4-a727-cb890720d6c9,c5,c4,27,?,?,surb={'id': '1acfd00e-371c-48ff-b40b-adb713299e53', 'route': ['p1', 'e11', 'i10', 'x9', 'p2', 'c5']}
1769760419.18728,SENT,581e35bf-f187-4cdf-8d9f-2f56b4d7a7bf,940ce93e-1fe4-4a87-9f72-d3e5de5c9780,c5,c4,3383,?,p2,
1769760419.1874137,CREATED,0822a297-f67f-4a3e-bb4d-968f6ba8636a,c8c845cb-e96c-4c33-ad07-48c693582d47,c5,c4,26,?,?,surb={'id': 'b0881a18-e3f4-4bc1-a863-7182fa023404', 'route': ['p1', 'e1', 'i7', 'x4', 'p2', 'c5']}
1769760419.2009416,SENT,2dfbba9c-0452-4166-8e3a-fc8ab078962d,5fdecbd8-3132-422d-a571-c588ea48364c,c5,c4,3397,?,p2,
1769760419.201054,CREATED,5bc117ea-f65e-4237-8f61-f9a8023ad6a0,cb747019-3c72-495a-9e9f-1b1e700071ba,c5,c4,27,?,?,surb={'id': 'd4e60e8c-2e28-42e5-9038-1dc4d19ede68', 'route': ['p1', 'e7', 'i5', 'x11', 'p2', 'c5']}
1769760419.5075061,RECEIVED,df232d35-617a-4193-aba2-231ed0a236c9,4d600450-a041-44b8-b5f8-e6c99bdc0152,c1,c5,27,p2,?,surb={'id': '9753ebee-8fbc-4ab0-804c-d3251831030a', 'route': ['p2', 'e9', 'i8', 'x3', 'p1', 'c1']}
1769760419.5143824,RECEIVED,57a06208-9a47-418c-bc0b-c654c786ec4d,2cfa7a97-63e1-4f05-a87a-f6636f17091e,c1,c5,27,p2,?,surb={'id': 'f9aa7990-ebe8-4e75-80ad-32d950d21541', 'route': ['p2', 'e6', 'i8', 'x1', 'p1', 'c1']}
1769760419.8419623,SENT,cb86bd5a-1f72-4fab-9976-ff657160c079,7ac0a3a2-3c13-45af-85c6-697fa3c5db9a,c5,c4,3360,?,p2,
1769760419.8420923,CREATED,4898edf6-c397-48cb-8bad-00b1626dac65,84b7bb9c-7b0f-4520-af53-c787d67a2312,c5,c4,27,?,?,surb={'id': '455bddc3-0079-4328-ba5c-ee8a94fc239e', 'route': ['p1', 'e6', 'i9', 'x9', 'p2', 'c5']}
1769760419.8580992,RECEIVED,d5e1f25c-a7e6-4a0c-a526-127b196a771c,255e17f3-42e5-4485-9b9f-cbe40599b804,c1,c5,27,p2,?,surb={'id': 'e4da5457-5587-46ae-af23-b8e59f1849eb', 'route': ['p2', 'e6', 'i3', 'x7', 'p1', 'c1']}
1769760419.8786614,RECEIVED,c2569de2-b917-4bfb-b718-be369291ed4e,29ab5a47-e697-4dd7-9495-e6434a86e940,c1,c5,27,p2,?,surb={'id': 'dbe7f662-f739-4178-83f7-1b6b8d8e54d8', 'route': ['p2', 'e10', 'i2', 'x9', 'p1', 'c1']}
1769760420.1361506,SENT,bac95f5d-802f-4530-a726-6ccf40a8b7ec,430d87c4-1f50-4502-9d44-aaf28dc65476,c5,c4,3379,?,p2,
1769760420.1362386,CREATED,439bdbf1-e1cb-400b-b726-ecee9f6b3e11,baa5ea74-d873-4b1c-8ce0-6a4943fec1c5,c5,c4,27,?,?,surb={'id': '3570013a-2e45-44c8-8acd-f3c46675f7ae', 'route': ['p1', 'e3', 'i8', 'x2', 'p2', 'c5']}
1769760420.3858056,SENT,275029e3-6fab-49e3-b854-679d8d9b2634,6d9e2921-1ced-408d-a08f-1057d278ed60,c5,c4,3388,?,p2,
1769760420.385891,CREATED,3e5032c5-d531-49bc-8b3b-579b89befe67,e4516449-1576-43a7-8d4f-4f498dfe4179,c5,c4,25,?,?,surb={'id': '0856d12c-c3d0-4c3c-adf8-6ea223ec10c8', 'route': ['p1', 'e7', 'i6', 'x5', 'p2', 'c5']}
1769760420.8040788,SENT,a89b1cdb-59ea-45ce-bcff-4820949c6606,67fde85c-614f-4582-a073-dc356966ff3c,c5,c4,3399,?,p2,
1769760420.8042176,CREATED,56b5228b-56b7-4be5-9b5d-0c87817e0044,6e234f99-2d4a-4103-8721-c6266426390a,c5,c4,27,?,?,surb={'id': 'f89793ce-6cae-415d-9b3b-e292636b4132', 'route': ['p1', 'e2', 'i11', 'x10', 'p2', 'c5']}
1769760421.336215,RECEIVED,fe0f7e67-47e2-4b2c-92de-0db6377d1fe3,0b314f38-2ef6-4c5d-99ac-d655cda99243,c1,c5,27,p2,?,surb={'id': '7f06b873-ccc9-499c-9f91-4b831120a8aa', 'route': ['p2', 'e4', 'i2', 'x10', 'p1', 'c1']}
1769760421.9116979,SENT,b102c760-6903-47e9-9ad0-f1590468619d,cd55397e-e9f5-428f-a11f-5216200d267f,c5,c4,3368,?,p2,
1769760421.9118302,CREATED,4be113d1-3716-40b5-96b7-f532617cbbda,7bc1f021-92c9-4d01-8715-5fa10f20966b,c5,c4,27,?,?,surb={'id': '4683df72-e002-49f8-969d-7ff2b628acdb', 'route': ['p1', 'e2', 'i8', 'x12', 'p2', 'c5']}
1769760422.2222788,SENT,0989c062-a8ac-4904-98ac-39599dc5dd13,92ae32da-66e7-47b8-bc92-6d88d0087a1a,c5,c4,3375,?,p2,
1769760422.2224123,CREATED,55804b2e-7595-4233-a768-db861381761f,25f868ce-cf29-4e92-b493-8c693e95e92c,c5,c4,27,?,?,surb={'id': 'f5f5a383-0d0d-40ae-915a-a8f6e9dc0999', 'route': ['p1', 'e10', 'i1', 'x4', 'p2', 'c5']}
1769760422.2576246,SENT,5144305e-ea04-404e-8a50-ae21f3695cc6,8c90d2b9-65d9-4909-b57b-0e6f8a9e3dee,c5,c4,3359,?,p2,
1769760422.2577603,CREATED,292d6183-8990-4fd7-ab0a-197001b76648,7f30e426-df64-4f3d-bf9e-f05d5a963bf6,c5,c4,27,?,?,surb={'id': '9a79b94e-085f-4546-a505-c57671cb4a12', 'route': ['p1', 'e7', 'i6', 'x2', 'p2', 'c5']}
1769760422.3363853,RECEIVED,7b4db4c4-d1e1-4aea-a9a9-20b585872970,20cc6b8d-968d-48e8-a59f-bcd16c13951a,c1,c5,27,p2,?,surb={'id': '2dfcb7cc-f61b-4a8e-b2dd-fdcae5d1b136', 'route': ['p2', 'e8', 'i8', 'x6', 'p1', 'c1']}
1769760422.3377357,SENT,cfb57152-be8f-4909-a81d-74275a2bba64,30f5315e-8472-4d1f-be0e-fb9110defb7d,c5,c4,3375,?,p2,
1769760422.3378599,CREATED,b17a5101-239f-423b-b567-0b5d38742102,e34a3ffd-e1ec-4475-a060-08f6b5787011,c5,c4,27,?,?,surb={'id': '8b175fa0-6c56-467b-9d1e-8dd6664d5bd2', 'route': ['p1', 'e6', 'i9', 'x4', 'p2', 'c5']}
1769760422.3752053,SENT,415f07c4-9b00-40d1-bbef-ee27c725e8c5,2d040936-879b-4866-8b1a-619c0c9f5dc2,c5,c4,3375,?,p2,
1769760422.37543,CREATED,b877943a-fced-4c32-a4dc-2a2bb30ab8ac,1aa98efd-2b81-4d8d-9146-fbe7402779b2,c5,c4,27,?,?,surb={'id': '41c7a518-e9ae-43be-bb53-7d980c093e65', 'route': ['p1', 'e4', 'i6', 'x3', 'p2', 'c5']}
