timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760477.5553536,RECEIVED,5ae3918f-4149-4593-868c-694620b64360,ea97a2ba-6cab-49b0-b445-01afc67b415c,c1,c5,27,p2,?,surb={'id': '528a8fc0-8c42-4795-9228-64ad2e8670f3', 'route': ['p2', 'e10', 'i4', 'x1', 'p1', 'c1']}
1769760477.5691009,RECEIVED,8ecc2151-9064-4d87-9177-70ac81816150,db13c5d5-81f6-4efd-a8f4-473eba00a9e5,c1,c5,26,p2,?,surb={'id': 'f30b92c1-8766-4fa0-84df-521a53062cbe', 'route': ['p2', 'e7', 'i3', 'x7', 'p1', 'c1']}
1769760477.6921928,SENT,787503b0-3638-4dae-86ec-d5bdda7e3bf2,9672eb23-1a15-46b1-bfca-3c2941695b3d,c5,c4,3392,?,p2,
1769760477.6922557,CREATED,bb6076ba-598e-4d25-b261-f816599dabf3,c65e7edc-3d6e-453e-b420-8b6d8d0d1f18,c5,c4,27,?,?,surb={'id': 'bb1207f2-2d59-4916-9a47-5a26e0c302cf', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c5']}
1769760477.754832,SENT,f11e1cfe-6901-481d-9c08-1145eda8c7dd,2c13a622-bddc-4907-94e1-b87545dd1a4f,c5,c4,3396,?,p2,
1769760477.754894,CREATED,3cd4c83e-23b7-4973-9a3e-1ae056476b60,bb3e84e2-ddbb-4180-a6ff-0770497f524f,c5,c4,27,?,?,surb={'id': 'acfaafdd-1cab-4b33-93c5-fc9220eeaf4f', 'route': ['p1', 'e11', 'i11', 'x1', 'p2', 'c5']}
1769760477.7829926,SENT,f468ba15-4655-468c-b6e0-3e2cf3223207,adc52453-f7a4-4ff4-95e0-280ee07557f3,c5,c4,3393,?,p2,
1769760477.7830648,CREATED,13bffa2a-100a-45ea-b1ed-4923a879d240,e90aaa94-c90b-4172-92a6-32bd96b4fa2e,c5,c4,27,?,?,surb={'id': 'c99dd592-7483-4feb-ae38-67b9f90f8d98', 'route': ['p1', 'e11', 'i6', 'x5', 'p2', 'c5']}
1769760478.0811787,SENT,95215361-0b53-4e21-a542-a4943ba594b8,3748c3d8-0542-4da9-9598-fd0ccb1c7054,c5,c4,3388,?,p2,
1769760478.081269,CREATED,bcf3a22e-0e9f-4f85-aa52-b052cb506ab6,5e5fb900-3b24-44ef-a5f3-13c32e662d91,c5,c4,27,?,?,surb={'id': 'f1927adc-f178-417b-9756-107649c0501d', 'route': ['p1', 'e4', 'i12', 'x5', 'p2', 'c5']}
1769760478.199963,SENT,c60feaa4-06e1-4e6d-9a23-643445af44bc,d61a83e3-45fd-4490-9798-1b210d63c027,c5,c4,3396,?,p2,
1769760478.2000246,CREATED,4cc806b0-ea92-4596-a9ff-f1f261e3a384,65b4d80c-de63-4aa2-b2cf-909c151a1289,c5,c4,26,?,?,surb={'id': '6b274abe-a709-410c-93f6-72b4371cfdf9', 'route': ['p1', 'e6', 'i3', 'x11', 'p2', 'c5']}
1769760478.2196941,RECEIVED,dd694f6e-06b1-479d-887c-63e4d14b89c8,9d10520a-cb92-4cfa-bd1b-04190e0586db,c1,c5,27,p2,?,surb={'id': '0ba6225e-3769-4c87-a684-94ac540e6e8d', 'route': ['p2', 'e1', 'i1', 'x2', 'p1', 'c1']}
1769760478.3453975,SENT,09e91225-b39e-47b8-b7af-0b56b1ad64dc,dd2ea394-5a21-40c3-83c5-6410061d4f85,c5,c4,3388,?,p2,
1769760478.3455424,CREATED,e220f6f5-1d9e-4252-9edc-c41b0bddd124,fc9a4d48-5855-42df-a0d4-d9b0b7b697fd,c5,c4,27,?,?,surb={'id': '64631b63-91fc-43de-b0ee-cfbdde7048d5', 'route': ['p1', 'e4', 'i10', 'x10', 'p2', 'c5']}
1769760478.4467216,RECEIVED,c3cbe183-67b7-47a0-800c-826b81d02f75,d175d22a-da0c-4715-96aa-a05538cb2501,c1,c5,27,p2,?,surb={'id': '160f64d2-82a0-428c-b9db-b9cba43ef2aa', 'route': ['p2', 'e2', 'i3', 'x11', 'p1', 'c1']}
1769760478.600011,SENT,cecb2311-4d9a-4d74-8920-1f8c26596926,569496c9-8c0b-4a49-90cd-b77431995564,c5,c4,3387,?,p2,
1769760478.6000743,CREATED,c05424a4-58ce-4c27-88c8-9d6d2479fe38,51cbda2d-267d-455c-9ee0-7f60cb2b71af,c5,c4,26,?,?,surb={'id': '1b46fd55-ad7f-4f48-a2df-57c7434f113a', 'route': ['p1', 'e2', 'i12', 'x12', 'p2', 'c5']}
1769760478.7092535,SENT,f09c3607-4464-4b74-a6ff-347e9c3e8419,90f247d7-32a0-40b5-bfda-8c88525b5b4c,c5,c4,3384,?,p2,
1769760478.709304,CREATED,1b6767c0-3934-4cb9-9380-1dd92ca7fe6a,1ee02e7f-592c-4023-ae2a-8a6d7d100e2b,c5,c4,27,?,?,surb={'id': '1af5b5db-20e7-4e39-b456-9d1ecc96f11c', 'route': ['p1', 'e6', 'i3', 'x4', 'p2', 'c5']}
1769760478.7509804,RECEIVED,c0218e2e-3eef-4064-982b-74963f089630,b60b83a3-e4e5-407f-8d0f-6b1a5c066877,c1,c5,27,p2,?,surb={'id': '42295b37-6861-42d3-868a-697b92dd020f', 'route': ['p2', 'e9', 'i3', 'x10', 'p1', 'c1']}
1769760478.9734068,RECEIVED,d5b5a5a9-3d1b-46ea-924b-e731a737812a,10435594-7eda-4fe9-b74b-fa65ce2f9326,c1,c5,26,p2,?,surb={'id': 'abcb50ca-9725-4410-8f11-d93d55c93b58', 'route': ['p2', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769760479.0811515,RECEIVED,8d21b435-a791-47e4-9bb2-14da1b84acfe,50e2153a-e3df-4e02-83a9-b7e5c54bb365,c1,c5,27,p2,?,surb={'id': '316c024a-5062-4305-a56c-90de2dfdd058', 'route': ['p2', 'e8', 'i4', 'x5', 'p1', 'c1']}
1769760479.7965567,RECEIVED,cb1238cc-f4e9-401a-bed0-b43eb967c6e3,0496cd80-0799-48d2-bbd1-a3979850a3e0,c1,c5,27,p2,?,surb={'id': '436b8954-8917-41c9-85c8-316e34681e6c', 'route': ['p2', 'e10', 'i9', 'x2', 'p1', 'c1']}
1769760479.8099902,RECEIVED,00234bc7-5288-4136-89f6-914223e62c2e,12e380a2-4b66-4ff5-aca5-06ea262d9f29,c1,c5,27,p2,?,surb={'id': '3e35efc3-a139-44ef-a050-30a31560dc7a', 'route': ['p2', 'e10', 'i10', 'x12', 'p1', 'c1']}
1769760480.0291545,SENT,71585c91-c880-42d4-8a18-51d8541722da,86b38c27-e777-4e3d-ad15-4719a2445d0f,c5,c4,3400,?,p2,
1769760480.0292642,CREATED,5351d3e6-bf30-4e7b-8ffe-708be4870b6f,54bc57cb-cf9e-4cf6-aa51-f9c6999751fc,c5,c4,27,?,?,surb={'id': '68bb0bde-180b-4b27-b927-80294a6080d4', 'route': ['p1', 'e6', 'i4', 'x6', 'p2', 'c5']}
1769760480.205843,RECEIVED,5b054162-b6a8-42e0-920f-a45d20528a4c,bbbcf08a-8315-4d22-8df8-192b8d04791c,c1,c5,26,p2,?,surb={'id': '5785d15c-2644-43db-bca2-154073465769', 'route': ['p2', 'e4', 'i3', 'x2', 'p1', 'c1']}
1769760480.5548384,RECEIVED,4ea182a9-667f-44e8-affa-439995766d6a,68601678-fddd-4374-914e-d2de927797cb,c1,c5,26,p2,?,surb={'id': '99b2950d-357a-4a85-bcbf-bb193f9e6470', 'route': ['p2', 'e10', 'i1', 'x4', 'p1', 'c1']}
1769760480.6050332,SENT,0cda5bbc-2d33-4352-89f3-3ee0f39d7b4c,1c01b99c-4cee-4b5d-9178-f79792bed9fd,c5,c4,3408,?,p2,
1769760480.6057782,CREATED,7fb21cae-5dcb-45ff-a7be-4fb550ae98a4,59a95892-ea04-49b0-be21-efab0532a71f,c5,c4,27,?,?,surb={'id': '37cf0835-bea2-4f4c-84c4-64ee59f2f1a3', 'route': ['p1', 'e4', 'i6', 'x12', 'p2', 'c5']}
1769760480.6704512,SENT,5b4a69fd-556f-4c53-b947-a8471a8e59dc,a59d7bcc-8d4b-478b-acbf-cf2d5e9ce4a9,c5,c4,3378,?,p2,
1769760480.6705527,CREATED,e07220d7-5d20-49c9-b8f6-a1a627e5b7a2,689f1d6f-5f44-4394-a08e-23a6809a7ee6,c5,c4,27,?,?,surb={'id': '5ddbf38e-84a6-4ecc-80bf-d93211c8a80b', 'route': ['p1', 'e1', 'i10', 'x1', 'p2', 'c5']}
1769760480.7635224,RECEIVED,245c6900-e896-40cd-8f2b-8aaff75e96cd,f1f049f3-2ff7-48b3-90f2-b06fdb0ffaaf,c1,c5,27,p2,?,surb={'id': 'fcb24698-25d1-4c17-a14b-c8aa7d70742c', 'route': ['p2', 'e4', 'i11', 'x10', 'p1', 'c1']}
1769760480.9290187,SENT,5e00aa94-08e0-4005-8425-07a622c3dd87,1baad648-821e-45b8-8e95-2ba335fe60b5,c5,c4,3392,?,p2,
1769760480.9292314,CREATED,f268b098-5741-45e3-be91-1277c908299c,83a5cdaa-25ea-42ab-99a2-92b12ec45311,c5,c4,27,?,?,surb={'id': 'a67bffc7-8853-4fce-bd71-59a54008e6ac', 'route': ['p1', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769760480.9412463,SENT,f5cafb62-4e2a-462d-9271-15931a71d844,5f7ab26a-c22c-4f64-b82e-dee047b31028,c5,c4,3360,?,p2,
1769760480.941349,CREATED,8d51c2c6-3c9f-4f52-abd6-16ab36ab87d9,c88f3f26-30ec-4a7c-9952-ed2143987014,c5,c4,26,?,?,surb={'id': '90a8190d-13da-4cef-a210-a218d911d522', 'route': ['p1', 'e3', 'i10', 'x6', 'p2', 'c5']}
1769760481.5510945,RECEIVED,da44e199-1c2a-4239-996f-088c600032ae,84bc0bb9-ffad-493c-a8f3-3b4e815034af,c1,c5,27,p2,?,surb={'id': 'ded41b39-fa33-42d3-8e69-b43efa6864a2', 'route': ['p2', 'e5', 'i2', 'x1', 'p1', 'c1']}
1769760482.1065238,RECEIVED,ed3250fc-c087-4c8f-aea3-bb841ca35570,1a878ade-3a7c-4d16-b8ef-d9f507f230ab,c1,c5,27,p2,?,surb={'id': 'd4745623-7c91-4820-9e80-ebc5d43f3813', 'route': ['p2', 'e12', 'i4', 'x5', 'p1', 'c1']}
1769760482.2581842,SENT,14dbf851-b373-4bed-9810-2d80cd909d8a,886a3eaf-1180-4727-9f04-ed9d0197f52f,c5,c4,3387,?,p2,
1769760482.2582824,CREATED,daff6e3f-a584-4496-ba4f-96d9aec7ad6e,f74acdff-4c8c-43cb-8e32-c43878d08f79,c5,c4,27,?,?,surb={'id': '9238ab4d-a7cc-4e70-8ae0-778b58d53b67', 'route': ['p1', 'e12', 'i4', 'x7', 'p2', 'c5']}
1769760482.3022413,RECEIVED,83c3faf5-339a-48c8-a939-e32d4814ccd4,d7d6eefc-5c83-4346-a2d0-ae122b650089,c1,c5,27,p2,?,surb={'id': 'fd2715c4-4a5d-4422-af42-fb147d403104', 'route': ['p2', 'e8', 'i3', 'x4', 'p1', 'c1']}
1769760482.7145693,RECEIVED,cb77eda2-cece-4ab8-bbc2-08d6bd608d75,13bdd05e-9149-4263-9bdd-549d8262d6c9,c1,c5,27,p2,?,surb={'id': '42e3139c-b859-455d-9058-d518f5007bed', 'route': ['p2', 'e6', 'i5', 'x12', 'p1', 'c1']}
1769760482.7157226,SENT,8dac0edb-c692-4c64-8870-74183eb2c441,7e9e8b07-9262-4baa-9307-4a6857d36c33,c5,c4,3383,?,p2,
1769760482.7158587,CREATED,2a06e82e-74d8-4942-a945-3a009076f120,83e49612-cca8-4489-9999-99f5ce90a793,c5,c4,27,?,?,surb={'id': '41632c0c-3c94-4073-9f45-4cbf7827697d', 'route': ['p1', 'e12', 'i5', 'x9', 'p2', 'c5']}
1769760482.7329924,SENT,a79b714f-4534-4e35-9b8a-8ba6325aa7af,89d28908-aa05-4e6d-846d-6a026bbb11c8,c5,c4,3401,?,p2,
1769760482.7332692,CREATED,e2143c8f-6a62-4180-8a43-f1546ef1c5e5,c0b9c18f-2c8b-48b8-b58f-fc9b4d96004b,c5,c4,27,?,?,surb={'id': 'a216669a-0caf-4bbb-9a57-ee12b78c9ce3', 'route': ['p1', 'e5', 'i7', 'x11', 'p2', 'c5']}
1769760482.7643938,RECEIVED,86226a67-0883-4ebe-84f9-fd23ccbbcd11,87fefa98-c29a-42e9-888b-3fbd03a985b8,c1,c5,27,p2,?,surb={'id': 'f8a81701-effd-47c7-a271-7fa87c8ed9ae', 'route': ['p2', 'e1', 'i1', 'x11', 'p1', 'c1']}
1769760483.0599704,RECEIVED,824e5a34-cc41-4964-ad32-0f8b6c1f444d,8ed94d29-f657-469b-b683-80c8e4bfbd98,c1,c5,27,p2,?,surb={'id': 'c36192e4-922d-4b4f-a07c-cf58fc567115', 'route': ['p2', 'e3', 'i7', 'x9', 'p1', 'c1']}
1769760483.2059278,RECEIVED,e1e1ea27-a1ff-4b7c-a80c-4e89e0e70366,dec7c48d-f777-4a54-b020-337315ff75fa,c1,c5,27,p2,?,surb={'id': 'a2aafc66-2ddb-4557-b7b5-b9783027eadc', 'route': ['p2', 'e4', 'i12', 'x3', 'p1', 'c1']}
1769760483.3569477,SENT,6ff27dc6-91da-4c69-a68c-aacf9a89f6bb,048f4b12-6d32-4b92-85d9-ccc8d9b49f78,c5,c4,3400,?,p2,
1769760483.357078,CREATED,fd707341-96a6-4c73-a970-935b6339c5d1,76cc8012-5373-4937-b977-3fe0be86521f,c5,c4,27,?,?,surb={'id': '529c7ad1-86c6-44c1-a3bb-850bab3e0d34', 'route': ['p1', 'e11', 'i8', 'x3', 'p2', 'c5']}
1769760483.4959128,RECEIVED,f5e00e93-b09f-4220-8269-9dafd299656b,05a7aed8-5ae4-4573-ae6a-a625632c1811,c1,c5,26,p2,?,surb={'id': 'ec74ed89-3fd3-4803-9732-7039cd07dac9', 'route': ['p2', 'e1', 'i12', 'x9', 'p1', 'c1']}
1769760483.5056372,RECEIVED,2ec1f557-a5fa-4aea-9118-4d5a89477707,74493d55-7825-4a16-99d8-884fdf3f70e8,c1,c5,27,p2,?,surb={'id': '13c38604-246d-414a-ac97-861883c1aa4c', 'route': ['p2', 'e5', 'i5', 'x7', 'p1', 'c1']}
1769760483.7200255,RECEIVED,6eb4d990-83dd-475e-bab2-4aeba1263197,7bc141c4-4491-495b-8a1b-c2be2684779c,c1,c5,27,p2,?,surb={'id': '1fb4cf6c-28c9-4698-aad0-827ff957a551', 'route': ['p2', 'e10', 'i11', 'x1', 'p1', 'c1']}
1769760483.8988469,SENT,730b3dde-1cfd-4b68-968a-2bbc674fa571,0e168e69-6e00-4301-83e7-49ac21cbda24,c5,c4,3379,?,p2,
1769760483.898953,CREATED,bf37b8fd-58f7-4b68-92b5-4150a8a43b9c,b41804fb-6fb3-42c1-97de-eaaf9d7602b2,c5,c4,27,?,?,surb={'id': 'a051ff9c-cf39-4001-8dbb-e799d3fdad3f', 'route': ['p1', 'e9', 'i4', 'x3', 'p2', 'c5']}
1769760483.9651031,SENT,42583fc5-f9af-4528-ad25-b5d37888de8e,3c112b7c-77e5-4634-8301-41ac535a3cc3,c5,c4,3384,?,p2,
1769760483.9652157,CREATED,e636a612-1e8b-4916-9dfc-4cf39db78386,aba4df60-d86b-424e-aacf-eada662900d2,c5,c4,27,?,?,surb={'id': '42c79247-5801-49d9-9115-3b35b801d975', 'route': ['p1', 'e7', 'i1', 'x6', 'p2', 'c5']}
1769760483.9766438,RECEIVED,01476e8b-0e07-4727-88b6-ee49707a62d8,47a70360-78e8-4987-ae9e-8a72798d5533,c1,c5,27,p2,?,surb={'id': '27f27a3f-ed54-4aed-8a97-91e023494e73', 'route': ['p2', 'e12', 'i6', 'x6', 'p1', 'c1']}
1769760484.1559668,SENT,bd22e5c6-7059-460a-8663-a74d7edc65c3,5cc9ebe0-a3ca-419d-8f3c-5f4ef0fbf635,c5,c4,3363,?,p2,
1769760484.1560884,CREATED,7288cdde-24cd-4535-8324-0f5f5e39a1d9,50893c94-1a18-483c-8785-2664f03a9d1a,c5,c4,27,?,?,surb={'id': '1d79403d-c8e4-481a-ba6f-21d6ff9cc173', 'route': ['p1', 'e2', 'i8', 'x9', 'p2', 'c5']}
1769760484.1935666,SENT,d6fe0f99-48fb-4a09-9413-c30cd13004b4,029d21de-8b1a-45fe-9824-a88cc54701f4,c5,c4,3393,?,p2,
1769760484.1936657,CREATED,702df32f-6e1f-4e9c-8365-99ab775f01bd,eac0c30d-d8df-4818-9b15-6c3314ca967a,c5,c4,26,?,?,surb={'id': '32c06561-0980-4cf1-81a9-3c962e23f439', 'route': ['p1', 'e6', 'i10', 'x10', 'p2', 'c5']}
1769760484.289119,SENT,949a40e4-fc7a-4d70-a04f-f2e3b25e8717,61291c37-8af8-4010-bd20-e536de91d159,c5,c4,3368,?,p2,
1769760484.2892225,CREATED,479541c3-f3a8-4245-b956-b30a0279ff88,9424e794-2a00-4669-af9e-ae34a7c72489,c5,c4,27,?,?,surb={'id': '2100f6af-5439-4c58-a34c-5fe7000c1bba', 'route': ['p1', 'e5', 'i8', 'x2', 'p2', 'c5']}
1769760484.6025383,SENT,5c6e584a-13fb-406b-9042-ed10365481dd,0f734c75-a83c-420e-ae9d-89c3ca3b000c,c5,c4,3379,?,p2,
1769760484.6026137,CREATED,3267ba8f-61c1-4293-885f-04c668bf6fcf,9fe838d0-8531-4b0c-bde9-7949571a9de6,c5,c4,27,?,?,surb={'id': 'd8582cb2-bfa5-4bbd-9a3e-065a0e3c4d3b', 'route': ['p1', 'e9', 'i3', 'x10', 'p2', 'c5']}
1769760484.7978435,SENT,c2d2240e-27dd-4be8-a03a-99f7ff8f703f,49b52907-325c-4c39-a7b4-74cf7384791e,c5,c4,3391,?,p2,
1769760484.7979984,CREATED,f9cbee41-c8c3-48f0-92cc-85e56ac4cdf4,9754a61e-7513-4e8b-bf29-8052c1f74546,c5,c4,27,?,?,surb={'id': '9e971242-5264-44e7-b5d1-4f50f99f6d24', 'route': ['p1', 'e4', 'i10', 'x3', 'p2', 'c5']}
1769760485.2494547,SENT,96c03a13-4668-486d-a60f-74b1662578df,0cd84a58-d3d3-4c8d-89ed-7a89c9a3700b,c5,c4,3396,?,p2,
1769760485.2495537,CREATED,6fade471-55e9-49de-8477-38e339c811ec,6b3604e4-1b60-4615-b0d8-610318c3dc9c,c5,c4,27,?,?,surb={'id': 'b42706ca-b707-4fe1-8cd7-f9085c5e06e4', 'route': ['p1', 'e12', 'i5', 'x12', 'p2', 'c5']}
1769760485.2797742,SENT,407b9880-309e-4fa0-b4fa-5a227df740db,65fbfbde-f628-4ec4-b96e-79e4b09e79c2,c5,c4,3391,?,p2,
1769760485.2798743,CREATED,86d458c5-3f01-4ed6-ae6a-015f0d23b9ff,83a6ab33-8e93-419c-91dd-33619663ff58,c5,c4,27,?,?,surb={'id': '84620889-dc59-4672-b4ae-399e8ca394d5', 'route': ['p1', 'e2', 'i3', 'x5', 'p2', 'c5']}
1769760485.4773524,SENT,350a2a57-9230-488f-9a76-7f9c60298d7b,dcf27f57-312e-4546-abc1-e0dd76ebdc0e,c5,c4,3399,?,p2,
1769760485.477455,CREATED,c1901b86-47e9-4173-a966-7400b0d3ed50,396cfa9e-6c5d-482d-b3c4-67c3eb84a697,c5,c4,27,?,?,surb={'id': 'fd06486b-5f0c-4b0a-89a8-eaebebbb2375', 'route': ['p1', 'e7', 'i7', 'x2', 'p2', 'c5']}
1769760485.5107846,SENT,be722241-56d0-4c0e-83b6-e2468dfa70d4,39d9ffa5-9656-4177-9502-d663965f9d0b,c5,c4,3359,?,p2,
1769760485.5108848,CREATED,42106c8a-a70c-4a84-9293-1c1cb546628d,89d72a92-61f4-4028-a865-104661ca0db0,c5,c4,26,?,?,surb={'id': '927dccc6-900c-40e8-af56-4ebb6ba78de8', 'route': ['p1', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769760485.7107587,SENT,c3afb7dc-5a37-4ae3-875b-79bf6ba8fa21,0115bf66-484f-4f8e-add2-72b9dd98b3fa,c5,c4,3385,?,p2,
1769760485.71086,CREATED,0adc0532-1713-4083-9b56-ee2fe728b50b,2900385f-9cbc-41d5-99d0-2fe930cdaecc,c5,c4,27,?,?,surb={'id': 'f33ca3e1-a2c2-478f-a315-74a030497ddb', 'route': ['p1', 'e3', 'i11', 'x9', 'p2', 'c5']}
1769760485.7579355,RECEIVED,8edd6b36-2269-402d-9c5a-9e6b68702723,01e546b8-efef-44fa-94c1-ceaf65062ae9,c1,c5,27,p2,?,surb={'id': 'a5c93cb3-14e6-4baa-8e4d-e4e3ffb32aa7', 'route': ['p2', 'e11', 'i11', 'x9', 'p1', 'c1']}
1769760485.8692725,RECEIVED,a5bc73dc-7d9b-41e1-b45b-995a46e0cc98,ac1a040b-188d-4ffe-9277-1475b9a1bb68,c1,c5,27,p2,?,surb={'id': '032a066f-3d1e-4a23-a70d-9cf395385735', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c1']}
1769760486.0708206,SENT,2be419d9-9385-4d50-b10e-cfee40ed6f77,2d8cc6e0-546f-45f4-a6a4-9df1c23ecad3,c5,c4,3361,?,p2,
1769760486.0709238,CREATED,a16b3a25-7935-4fb7-816b-13cf3ea3fee2,0fdeef75-e62c-4d99-a4ca-1113079c676b,c5,c4,26,?,?,surb={'id': '0fdaefaa-af6a-4dfb-88b6-4ac5b56a53f3', 'route': ['p1', 'e6', 'i6', 'x10', 'p2', 'c5']}
1769760486.0795724,SENT,b9b0f323-c588-4160-b0e2-2487a6da396a,00a3b54b-d407-4dcf-9093-7b78dd848ebd,c5,c4,3383,?,p2,
1769760486.079672,CREATED,56d06b50-4407-48f8-9f39-c6b7b552f47d,507dd856-5853-4334-9e54-d0d9b191d0d0,c5,c4,27,?,?,surb={'id': '2839e6b9-d87e-4ddd-a20e-cc29c16b7d8b', 'route': ['p1', 'e5', 'i3', 'x10', 'p2', 'c5']}
1769760486.1494138,SENT,71f14072-6b5a-427b-805b-13a1f1b36da4,251b72c9-3da6-4eee-8d35-7e1a929df7f2,c5,c4,3363,?,p2,
1769760486.1495082,CREATED,1c6fe05c-ddb7-4635-bf5b-98921589dcac,6e34b3da-5bae-4543-a48e-166a78c0ae4c,c5,c4,27,?,?,surb={'id': '1b837aad-9f20-47c9-a2ab-41a7890cd213', 'route': ['p1', 'e6', 'i7', 'x10', 'p2', 'c5']}
1769760486.2496903,RECEIVED,fa22475a-2d2f-4c52-b72f-3f74ad386557,ba924fc2-c332-4f57-a795-89347ffe85dc,c1,c5,27,p2,?,surb={'id': '32de64b7-4f93-4d16-960c-58159b8b34e0', 'route': ['p2', 'e4', 'i12', 'x3', 'p1', 'c1']}
1769760486.8091042,RECEIVED,cda171b0-7763-4609-babb-3d9428ec9c45,f8c96365-fd16-4615-8441-0ad278edfb05,c1,c5,27,p2,?,surb={'id': '9e068bbc-b75e-4538-9851-5664988256f6', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c1']}
1769760486.9334536,SENT,160e1a02-8007-4926-9d6c-63f0faed576e,1074fe45-72d3-4e32-905e-41107575c940,c5,c4,3368,?,p2,
1769760486.933586,CREATED,78413224-87a7-4e1c-98c8-1f669a8cda52,13f34b42-6e0c-4d15-ad7c-979ca9333790,c5,c4,27,?,?,surb={'id': 'a4603f43-ab8e-46d0-9650-bc2a77b27d34', 'route': ['p1', 'e5', 'i5', 'x2', 'p2', 'c5']}
1769760487.22312,SENT,c1d751c1-d9da-4a01-9626-529cbe18e547,1d5d12cf-02aa-4020-8754-61f6e4fa5144,c5,c4,3390,?,p2,
1769760487.2232523,CREATED,b5aa7c1c-647f-4157-b2cf-311a37ded47f,04b967c4-21b8-4954-af03-4a526e466eb9,c5,c4,26,?,?,surb={'id': '37d56a8f-3e43-4e83-9340-57819d35810c', 'route': ['p1', 'e7', 'i10', 'x3', 'p2', 'c5']}
1769760487.768447,RECEIVED,6438b69a-f7cc-4899-b569-ab4e9e68a291,a41fbc3b-61d0-4207-a916-6ca6470a17f7,c1,c5,27,p2,?,surb={'id': '6ef5f8ff-474d-42b0-9e3d-2a28641669b8', 'route': ['p2', 'e4', 'i5', 'x3', 'p1', 'c1']}
1769760488.2915397,SENT,19a3a729-edea-4f98-baf5-d72a652dbe9a,7d79b5b8-02ca-44c6-b610-7f33af0d85e1,c5,c4,3389,?,p2,
1769760488.2924998,CREATED,67e6477d-a1de-4e15-9ecb-86de5e17aeeb,71550a26-9806-4e2e-9d88-b3a6e2e333bd,c5,c4,27,?,?,surb={'id': '04641312-a666-4602-b17c-346dc725a9d1', 'route': ['p1', 'e9', 'i2', 'x12', 'p2', 'c5']}
1769760488.5975707,SENT,214736f3-9066-46c5-a5d9-bb9ade3cf5fc,c6bed269-1d2b-443d-99b0-bc4636920df0,c5,c4,3399,?,p2,
1769760488.5976624,CREATED,d24579d1-4346-46d4-9747-850bf8247997,4bd473fd-c1e2-4cca-9528-ffd2cc5e3fb9,c5,c4,27,?,?,surb={'id': '4bebd30c-b235-4329-ad95-cfd8e2eabf31', 'route': ['p1', 'e12', 'i9', 'x11', 'p2', 'c5']}
1769760488.6113358,RECEIVED,b0965431-9da5-4261-8507-da7c61a7c6da,15a65950-44fd-4056-b37c-c3e2b4fc934c,c1,c5,26,p2,?,surb={'id': '7f56fbe3-7774-446f-8cb2-6f1dc4ed382a', 'route': ['p2', 'e10', 'i10', 'x9', 'p1', 'c1']}
1769760488.6833115,RECEIVED,ecdd8cde-c819-4fdc-b275-0f232acbacf0,05820852-40bc-4907-8e2d-5c2070429c5e,c1,c5,27,p2,?,surb={'id': 'c4db120a-2a02-452f-9fcd-93cd6c9aa3b9', 'route': ['p2', 'e3', 'i5', 'x8', 'p1', 'c1']}
1769760488.9036717,SENT,d09344c9-c5c0-43af-b291-f43e1ad5756e,1215aa72-5252-4314-a726-7368a2dd09c6,c5,c4,3391,?,p2,
1769760488.9037652,CREATED,9efc27d4-ea87-4efe-8636-ebe13d62055a,c7d8cf6a-d07d-48ec-bcb9-46dda72c1f20,c5,c4,27,?,?,surb={'id': 'fa530c6d-2863-447c-9fd5-39cf4af6c899', 'route': ['p1', 'e1', 'i7', 'x4', 'p2', 'c5']}
1769760488.904411,RECEIVED,61b5eeac-50ad-41d6-970d-f13389ad3368,fd18662c-c57f-4980-9fcb-2271c716357f,c1,c5,25,p2,?,surb={'id': '73cbae6c-1743-4ecb-9838-cc7092f19d4e', 'route': ['p2', 'e2', 'i6', 'x1', 'p1', 'c1']}
1769760489.0600715,SENT,88daa1c1-195d-415a-ab33-20faff0ba99f,b156bf37-5f7d-4596-ae24-7c1563e8bfeb,c5,c4,3363,?,p2,
1769760489.0601668,CREATED,5a14c470-165e-4741-b9f0-60ff5d9a2c74,7366e902-de57-48ab-83fe-ac3c8c43cb7f,c5,c4,27,?,?,surb={'id': 'd66c2c91-a3d9-4fde-99c4-1a14f7083175', 'route': ['p1', 'e7', 'i4', 'x1', 'p2', 'c5']}
1769760489.702822,SENT,e85fb09d-61fd-4933-baa6-3201eff58804,b8aca311-f246-48e6-adf5-41b57c521292,c5,c4,3395,?,p2,
1769760489.702956,CREATED,e79e6478-238f-4cfd-8e55-b3cdd553301b,34b6d531-2b34-44bb-9fd6-4082357536f2,c5,c4,27,?,?,surb={'id': 'f510f2b6-a776-4618-be77-7eaa54a5ebb3', 'route': ['p1', 'e5', 'i12', 'x8', 'p2', 'c5']}
