timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760253.6458883,SENT,3c54627c-c57f-4b4d-a84d-5e6ef5e88b5b,c4cb2d1e-dd4d-4830-8580-4feecbbfdc2b,c3,c1,3388,?,p3,
1769760253.6460335,CREATED,1d42aa48-2be2-4dbb-a694-d41be7ad6755,9c5de8ab-1672-4668-be98-bfc9ec1c257f,c3,c1,27,?,?,surb={'id': '2cefa61c-1327-46de-8484-b2371f7a0a4d', 'route': ['p1', 'e11', 'i10', 'x3', 'p3', 'c3']}
1769760387.636653,RECEIVED,f5dd4ca6-ea14-42a0-90d3-9d8ce687235c,2da1c1ac-5083-49b6-9bb0-d56818d050a6,c2,c3,27,p3,?,surb={'id': 'ca30fa54-f078-471c-9eed-fd7e257afef6', 'route': ['p3', 'e1', 'i3', 'x5', 'p2', 'c2']}
1769760387.7085116,RECEIVED,8b595501-3d61-4260-9cba-8cacfdeef484,1416b838-1079-4162-b752-81f02c95bd99,c2,c3,26,p3,?,surb={'id': '6df33717-995c-4edd-b5c6-912d96d61d42', 'route': ['p3', 'e2', 'i11', 'x2', 'p2', 'c2']}
1769760388.5405836,RECEIVED,dc70c516-8fa4-406b-b8d8-e4468ebbd5fa,63343eb5-da79-4091-8380-157ba4a61b09,c2,c3,27,p3,?,surb={'id': 'dccb4998-8bd3-4558-ac20-74ed8ada11e1', 'route': ['p3', 'e7', 'i2', 'x5', 'p2', 'c2']}
1769760388.5953135,RECEIVED,47404f84-79cd-48f3-b971-6d45d250e9c6,ac78fb56-9b7d-46dc-9d79-4b7bf11f8fa0,c2,c3,27,p3,?,surb={'id': '6acba418-9fff-4173-9b48-c98c80304293', 'route': ['p3', 'e10', 'i12', 'x9', 'p2', 'c2']}
1769760388.6392198,RECEIVED,cf30b8f7-3816-4a53-a3fe-54d40e2d53db,fc17c7c5-ded5-43ca-a1f5-c2de5f460b8b,c2,c3,27,p3,?,surb={'id': '3dfcc03e-f4cc-4783-93d9-0ec87c7ed6ec', 'route': ['p3', 'e4', 'i12', 'x8', 'p2', 'c2']}
1769760388.8268452,SENT,669e206d-e5ed-4291-b01e-cc1cc2514082,a3b90ee5-a356-4a96-a446-481de42aed74,c3,c1,3384,?,p3,
1769760388.8269851,CREATED,17183c42-5d99-421c-b008-fa6228adffe7,c87a5864-7c24-4ee5-b654-4e498dd06668,c3,c1,27,?,?,surb={'id': '69bf4b5f-83b6-4637-9e26-cbc2b7dbd218', 'route': ['p1', 'e8', 'i4', 'x2', 'p3', 'c3']}
1769760388.892632,SENT,7cf20f69-c26d-4f00-82df-966e5451f731,4083aff9-6c47-4d20-83e8-3ef05ab6f0fa,c3,c1,3360,?,p3,
1769760388.8927636,CREATED,6488f8d3-9625-486c-bee1-a8b303734b0e,90842b8c-9096-4e18-8af2-a6828223bcac,c3,c1,27,?,?,surb={'id': 'e11c3ad0-42a6-4e9f-bb87-371a3cd939df', 'route': ['p1', 'e9', 'i11', 'x7', 'p3', 'c3']}
1769760390.1184807,RECEIVED,55e000e2-453e-4b87-9349-043a9c481f91,2006e164-4778-46b1-bdcc-ea5eb377ee77,c2,c3,27,p3,?,surb={'id': 'd8ac9510-ffb3-43ec-b2bc-f48ffe160dcf', 'route': ['p3', 'e11', 'i3', 'x10', 'p2', 'c2']}
1769760390.4038498,RECEIVED,a6fb2fd3-2a1a-4a62-98ec-181b113ca63a,1776a349-24ae-4d00-8896-d43507f02454,c2,c3,26,p3,?,surb={'id': '228903d3-c4a3-429c-92fb-a8b773ac9b86', 'route': ['p3', 'e3', 'i12', 'x5', 'p2', 'c2']}
1769760390.8161294,SENT,04909da5-6e46-4f92-8f97-b94293fd20c8,372799e7-5071-4710-a823-0cbfcf2a7ea4,c3,c1,3384,?,p3,
1769760390.816224,CREATED,61510fc5-09e1-47e5-a53d-6275224bbebb,0824c880-43b1-46e9-a751-f78e80ecf8d5,c3,c1,27,?,?,surb={'id': 'e9401bd8-e09b-4eb4-a1cf-092e5908a55a', 'route': ['p1', 'e2', 'i7', 'x9', 'p3', 'c3']}
1769760390.9640238,RECEIVED,9cc3ba94-ba5d-4ad6-8fa8-337abad86d53,42cb99a9-be90-460e-8b78-daa091f61bbc,c2,c3,27,p3,?,surb={'id': 'bc613a11-8af4-4e41-bda0-0c28cf2d9a65', 'route': ['p3', 'e8', 'i2', 'x1', 'p2', 'c2']}
1769760391.088777,RECEIVED,511d9e7b-4473-495e-adc7-7266b7a6e3f5,bcc9f7d5-35ae-4975-af8f-895b290f66d0,c2,c3,27,p3,?,surb={'id': '497a181c-38da-44cb-95f4-9ca39f796937', 'route': ['p3', 'e9', 'i7', 'x8', 'p2', 'c2']}
1769760391.187686,RECEIVED,1ae140aa-dd94-4bbb-94cf-185a523e36ca,d39c24e9-e69c-4331-9570-300dbdb87b4d,c2,c3,26,p3,?,surb={'id': '49021cc3-5248-45f8-8769-35fa0459b3fd', 'route': ['p3', 'e3', 'i7', 'x11', 'p2', 'c2']}
1769760391.194874,SENT,f39c61e2-ab54-4105-9b74-1e634ab90a1a,1fd5a795-640a-44e4-89ba-fc779e2070c3,c3,c1,3366,?,p3,
1769760391.1949747,CREATED,1bb18c35-399b-4462-b051-10a1c8c19129,61142d9f-14e4-4275-933f-6fffec64bd7f,c3,c1,27,?,?,surb={'id': 'f6e57d02-0c34-4f65-bdb5-fb28b0d213af', 'route': ['p1', 'e2', 'i8', 'x1', 'p3', 'c3']}
1769760391.3531387,RECEIVED,d482dd52-6d87-46ce-bace-44a8351668b2,d7902ea7-fba0-46c5-9204-c1a493ffcaa8,c2,c3,27,p3,?,surb={'id': 'f8f73e91-3cf9-4551-b719-31c581d0c82a', 'route': ['p3', 'e6', 'i7', 'x1', 'p2', 'c2']}
1769760391.4633515,SENT,90e582c7-7fb0-4f56-adf8-b2f167583a08,0c369b1d-c3b7-446d-bab5-01f692e57ffb,c3,c1,3376,?,p3,
1769760391.4634457,CREATED,e3ab3b47-222e-4b8d-b6e4-3b08054be8ee,78a1f696-9254-4c38-aaf3-b6c5bfcf6095,c3,c1,27,?,?,surb={'id': '18ce5e9c-cba4-4db7-b2d9-22e1ab6aacac', 'route': ['p1', 'e7', 'i2', 'x4', 'p3', 'c3']}
1769760391.5836446,SENT,217079b9-39fa-4b5e-b0c6-a19952481a79,162254dd-81f1-4222-812d-725a0210b6e2,c3,c1,3379,?,p3,
1769760391.5837307,CREATED,8bc70b7f-acd9-47e9-8b77-07b5d8a1c674,ee7f55a6-3f7a-4d17-abc2-ec56b00eb472,c3,c1,27,?,?,surb={'id': 'dc2f19d7-1867-4d36-a79b-3b1cbd0b4523', 'route': ['p1', 'e7', 'i10', 'x3', 'p3', 'c3']}
1769760391.7364118,RECEIVED,82abed60-3d95-41a3-99a8-c0b978f8fd42,20cfd322-bc33-4f1f-bf35-e157f7eb1795,c2,c3,27,p3,?,surb={'id': 'f4e067d6-f8c7-4628-848e-7b7c2bf8ee9d', 'route': ['p3', 'e4', 'i10', 'x9', 'p2', 'c2']}
1769760391.9375834,RECEIVED,1f864454-74d1-42f8-9c75-379fa424bf10,5472c938-2298-4b71-a1ff-f5ac494da72e,c2,c3,27,p3,?,surb={'id': '7de733f3-03b4-4ebd-bee6-3252cb64940d', 'route': ['p3', 'e7', 'i12', 'x7', 'p2', 'c2']}
1769760392.0697613,RECEIVED,e174becc-502a-41dd-997d-ed9fb69cdfe6,805d434f-8ac1-4162-a237-e5791e1ee2ad,c2,c3,27,p3,?,surb={'id': '74be93b9-f8ff-40ef-a4b7-0bf0b8b04d3a', 'route': ['p3', 'e11', 'i4', 'x8', 'p2', 'c2']}
1769760392.2023175,RECEIVED,00350381-4232-4633-8187-0808bdda5db0,404d066b-1d74-4275-ad8f-f3812928a34f,c2,c3,26,p3,?,surb={'id': '553b11ea-593d-4fb9-82f9-57b0c8bdeeb0', 'route': ['p3', 'e2', 'i9', 'x4', 'p2', 'c2']}
1769760392.3209395,SENT,408d0c1d-e4cc-426d-bd27-1a07d1caa9ac,e8fcbe2d-6bba-47e1-9638-cda5dcd02064,c3,c1,3400,?,p3,
1769760392.3210204,CREATED,b0a9154f-c4d3-4754-bf9a-110336e72617,316d49bb-c246-4449-b94d-589139140bc5,c3,c1,27,?,?,surb={'id': '672969ee-8dbf-4a45-85e9-5518f1a706cc', 'route': ['p1', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769760392.953968,SENT,b5e0c825-6450-44a5-9200-acba1efa08af,97145c87-2328-4b5a-806e-76a339287928,c3,c1,3398,?,p3,
1769760392.9541264,CREATED,954d907c-2aee-45ee-8042-23bff3e62ba8,931a4e08-cf97-47e0-900b-bb5da5a1f352,c3,c1,27,?,?,surb={'id': 'fd0bf61c-fc34-4aca-a30c-53232ad8a417', 'route': ['p1', 'e10', 'i11', 'x2', 'p3', 'c3']}
1769760393.3135586,SENT,de856ffc-67f3-496c-9c7b-0b087fcae3e8,39a03a16-097e-440b-995b-d979579ed334,c3,c1,3366,?,p3,
1769760393.3136911,CREATED,91dc4925-cee5-4841-bf52-8dc1806a8e3c,c667cec8-e458-4ba3-a47a-69bcb07831fd,c3,c1,27,?,?,surb={'id': '0589c7c6-f76a-4f1d-8f7c-b367baf870b5', 'route': ['p1', 'e5', 'i5', 'x1', 'p3', 'c3']}
1769760393.3183954,RECEIVED,feac5f6b-83ab-4b0a-80a0-fc3dbcb9cb70,02bbbb8c-62b7-4dd2-b3e9-a85bfc1f3361,c2,c3,26,p3,?,surb={'id': 'e6856383-2b14-41b5-b50f-b61e59486a83', 'route': ['p3', 'e10', 'i2', 'x9', 'p2', 'c2']}
1769760393.4371886,SENT,8c2e49d6-de84-4496-a3c8-4d276284621d,0f93ab23-21ce-47e3-bf16-9136c016cef6,c3,c1,3380,?,p3,
1769760393.4372613,CREATED,e18a89ef-bf20-4f3a-ac9b-e88983cadea3,af233045-708f-43b7-9c97-cbcc60855639,c3,c1,27,?,?,surb={'id': '768772fc-4503-4c7b-bfe1-6259d243a336', 'route': ['p1', 'e3', 'i8', 'x7', 'p3', 'c3']}
1769760393.5496235,RECEIVED,01b09a8a-1c67-4270-b513-cae2b017b8ae,75037fe8-8808-4e69-a4f0-16c550c8e657,c2,c3,26,p3,?,surb={'id': '8294ace1-6118-4873-941e-386593b7099d', 'route': ['p3', 'e8', 'i12', 'x3', 'p2', 'c2']}
1769760393.953186,SENT,4a0b6623-c16b-4322-be20-4a464bb010d6,e3770e7a-effc-4da9-b64c-5aabe639120e,c3,c1,3390,?,p3,
1769760393.9533193,CREATED,828bddab-8475-4a3c-9ec3-3637f93f1c02,70cac8c7-8e63-4ccf-92f8-c7b8e01aff46,c3,c1,27,?,?,surb={'id': '435efba1-7bc1-4524-ae39-1a86ae608c71', 'route': ['p1', 'e12', 'i9', 'x11', 'p3', 'c3']}
1769760393.9761205,RECEIVED,4c32d733-6fa6-4b38-89c7-b6da031cf24a,9386ef0d-2093-4677-8252-527d054573b0,c2,c3,27,p3,?,surb={'id': '41e16f34-bd2b-4d5c-bdcd-44c8674fa66f', 'route': ['p3', 'e1', 'i9', 'x11', 'p2', 'c2']}
1769760394.1354055,RECEIVED,941187bd-4897-46c1-b164-27cedf9bcf80,559dc83d-7c8e-4f85-8534-445711c6e8d6,c2,c3,27,p3,?,surb={'id': '59dd7c70-6e50-4d64-a57b-decd319ece7b', 'route': ['p3', 'e10', 'i10', 'x4', 'p2', 'c2']}
1769760394.2541494,SENT,ce58b9c3-5985-4927-98d2-7622d3147ccf,1ba33b03-96fa-4be1-a815-a86f99911efe,c3,c1,3359,?,p3,
1769760394.2542202,CREATED,a04c8fad-c2d0-4ea2-b273-60a1f680a142,ba96d3c0-e23a-494e-a483-4ceb32c808b2,c3,c1,27,?,?,surb={'id': 'a3f50dad-87a0-45d9-bcd4-43ad37de7478', 'route': ['p1', 'e9', 'i1', 'x5', 'p3', 'c3']}
1769760394.4504838,SENT,e230aa43-100b-4021-b2ff-8dd42e8f4509,3d8c869c-6567-466a-a114-80e6422e550f,c3,c1,3391,?,p3,
1769760394.450615,CREATED,339dd1cc-965b-4dee-9289-cc6a97dc0516,86418d26-54a7-4ea9-935b-9098fcdce80a,c3,c1,27,?,?,surb={'id': '55cb561e-8513-4082-bfe9-bcbe6d9a828f', 'route': ['p1', 'e11', 'i3', 'x11', 'p3', 'c3']}
1769760394.5038683,SENT,e764737a-d183-46c7-898d-c245984b0f0d,6db57bc0-4297-4e98-8ac3-5d2f60436cb4,c3,c1,3392,?,p3,
1769760394.5040038,CREATED,b410bc0d-fbbd-497c-b3da-508789277be3,6df9661a-a6e0-463b-bd19-032b5e848837,c3,c1,27,?,?,surb={'id': '0e4a4c8f-907e-4e06-871e-f02e3dbfc60c', 'route': ['p1', 'e3', 'i12', 'x1', 'p3', 'c3']}
1769760394.9262767,SENT,40201e41-4697-4d84-9422-80417a2f5a3b,2ba8523c-f38e-460b-a798-58936b35a357,c3,c1,3383,?,p3,
1769760394.926428,CREATED,b65958dc-431f-4ad5-b9d6-9860aef01a28,fc870970-9732-40ce-b6fd-75d135100f36,c3,c1,27,?,?,surb={'id': 'fcf2e90b-0d54-4b3d-8b3c-6d0ef972fb5e', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769760394.9459484,SENT,a803367a-4b81-458a-bc60-d4c0536ff745,573e0826-4359-4c7b-b351-2e736598c67a,c3,c1,3380,?,p3,
1769760394.9461339,CREATED,8e64602a-80ea-4e70-8e12-a1e5cdb4560b,bc0a0f13-b9f4-4ed1-b8cd-3a51c982e9cf,c3,c1,26,?,?,surb={'id': 'c0cc12ab-9f0f-4dec-ba7a-0a72817d7d81', 'route': ['p1', 'e9', 'i5', 'x6', 'p3', 'c3']}
1769760395.1769602,SENT,62a183d7-5a7c-4986-a998-7bcba4f2c5b7,250958ae-c7ed-4487-ae74-93e06534aea9,c3,c1,3372,?,p3,
1769760395.1771553,CREATED,90c6c004-8dc6-4e38-b95c-e9d60ecbb628,41f14140-668a-46db-9755-bb6b43454f53,c3,c1,25,?,?,surb={'id': '3cedeec0-a33e-4260-9abf-f56902c48d6f', 'route': ['p1', 'e6', 'i11', 'x10', 'p3', 'c3']}
1769760395.387446,SENT,90da024a-a3e1-4e26-abb2-838a9a9c2ec4,601558a3-4052-440f-8ced-e3405711c46b,c3,c1,3381,?,p3,
1769760395.3875613,CREATED,bda583e8-de95-4f54-ab0d-78d9f2115834,858bdd77-7faf-45be-9b4f-f47a1aadd7e1,c3,c1,27,?,?,surb={'id': 'dfe31ad5-7c09-4abb-afaa-14e50469ce12', 'route': ['p1', 'e1', 'i10', 'x1', 'p3', 'c3']}
1769760395.6954396,RECEIVED,6824cc69-643f-41fc-9488-a63a2b68adce,ad65c111-bdd8-4039-8a67-c5747ed0ccdd,c2,c3,26,p3,?,surb={'id': 'db05eeed-7162-4fc3-9029-b3ab61dd6ac9', 'route': ['p3', 'e7', 'i6', 'x10', 'p2', 'c2']}
1769760395.7029476,SENT,0e5872e2-e91f-48a6-a24e-a3de692db142,5c4485e7-e059-412c-af0c-ac3816be0da2,c3,c1,3383,?,p3,
1769760395.7030234,CREATED,54716c8a-2814-4955-aae5-fa1c85ccbd9a,18d0621d-6d90-4afa-82fb-1cf5270a98ac,c3,c1,27,?,?,surb={'id': '884b4e4d-d76b-4e8c-8811-7df28253d362', 'route': ['p1', 'e4', 'i9', 'x4', 'p3', 'c3']}
1769760396.0267763,SENT,12940cb4-0311-491a-ae79-88163ba9a6c8,95eb2414-2e5a-490c-8f72-ec31e060f502,c3,c1,3380,?,p3,
1769760396.028381,CREATED,71f16ee5-b400-41ad-871b-56257de95434,b79da07e-f338-4381-8700-4fd5e2f8750d,c3,c1,26,?,?,surb={'id': '505916fa-2615-4d47-861e-7ed9c0ba076c', 'route': ['p1', 'e6', 'i4', 'x8', 'p3', 'c3']}
1769760396.034381,RECEIVED,5d639a4b-8909-4b24-9368-446a519d514b,13e25f20-1858-43ee-bae2-a3565e7d403f,c2,c3,27,p3,?,surb={'id': '2fac8d90-7628-4484-a8e3-190331bc6556', 'route': ['p3', 'e7', 'i10', 'x1', 'p2', 'c2']}
1769760396.1732295,RECEIVED,624562c8-ee19-49bc-b0e4-6b35f6d7f4de,75b950cf-7fef-4c94-85cd-89b5a3952b79,c2,c3,27,p3,?,surb={'id': '99155241-3442-4099-9e2f-8f1b500caaa5', 'route': ['p3', 'e2', 'i11', 'x7', 'p2', 'c2']}
1769760396.39335,SENT,26e72665-3df1-47d1-b2cb-1bba9e26e826,5d9fbd11-15db-4cbf-9225-48ea7e607d66,c3,c1,3399,?,p3,
1769760396.393449,CREATED,5f923657-395b-44e6-9d61-5a1ef2266b0f,dfa60141-f68a-4dd7-a32b-33d84deb5248,c3,c1,27,?,?,surb={'id': '6cccbf63-5431-468a-b0fa-e055a9dad5bb', 'route': ['p1', 'e8', 'i2', 'x12', 'p3', 'c3']}
1769760396.4575956,SENT,9bcfdac8-5826-4559-ac21-57217a902036,642d390e-2244-46bc-bbf5-55255321d51e,c3,c1,3376,?,p3,
1769760396.4576967,CREATED,4c95f79c-497f-45d1-9dc0-ca206317701e,b4ee85a8-e560-4458-afa0-7116a166fc1d,c3,c1,27,?,?,surb={'id': '181c2a01-04bb-4d53-9b86-93263116871e', 'route': ['p1', 'e8', 'i1', 'x6', 'p3', 'c3']}
1769760396.9244802,RECEIVED,14fb13c3-2d59-4f63-9dff-5a7f8a2c873d,1a6debb6-0447-40ff-9505-1b474d89bc71,c2,c3,27,p3,?,surb={'id': '24d1f21b-ca3a-4978-a1c4-eeead393d916', 'route': ['p3', 'e12', 'i11', 'x12', 'p2', 'c2']}
1769760397.1256404,RECEIVED,213f2a4e-b040-45d2-ae54-6615f9a79cd8,a517504a-098c-4a7e-bd11-c3f40b299670,c2,c3,27,p3,?,surb={'id': 'cf156d30-e440-4117-b6b6-f6a9108aa655', 'route': ['p3', 'e4', 'i8', 'x4', 'p2', 'c2']}
1769760397.1593666,SENT,16205371-51c2-4385-beb7-eab8e3956fa6,c366be5a-765b-4aaa-b979-4156cc3841fc,c3,c1,3396,?,p3,
1769760397.159454,CREATED,9cf39635-95a7-456f-8574-a826e80af089,fa676221-420a-4821-9afb-5c7238883c71,c3,c1,26,?,?,surb={'id': 'cbc8a23e-fa62-41a7-b2c0-e8f3d3fa4e4b', 'route': ['p1', 'e1', 'i10', 'x11', 'p3', 'c3']}
1769760397.3052816,RECEIVED,372af18e-f18c-4f35-a8de-f97f46fd7ee1,8ed45ff5-d531-4e8a-962a-ba7342964d3a,c2,c3,27,p3,?,surb={'id': '2551b4af-ea05-40f5-8985-003917fb4d1d', 'route': ['p3', 'e7', 'i12', 'x10', 'p2', 'c2']}
1769760397.6330285,RECEIVED,58d3ae57-0676-4047-bcd6-f72d6d88d4d4,a905b7eb-86b3-4852-bf80-515aaf469c47,c2,c3,27,p3,?,surb={'id': 'eb64a13a-1f66-4953-98f6-f55d328f144f', 'route': ['p3', 'e10', 'i5', 'x11', 'p2', 'c2']}
1769760397.7028778,SENT,b40c7702-94d5-47e7-931c-1e6e37832973,6bfde9bb-1424-4c02-8abb-954992e58e4d,c3,c1,3375,?,p3,
1769760397.7030313,CREATED,1f0a95c1-64c4-426b-a34a-628f432fec31,a54d194a-3590-47c7-85d6-6788f9b6bf79,c3,c1,27,?,?,surb={'id': '37198c92-90cd-4aef-9c53-e1911327bbf8', 'route': ['p1', 'e7', 'i8', 'x5', 'p3', 'c3']}
1769760397.7986753,RECEIVED,fcf85c87-9dc3-44ea-90ca-e6a8121f7ec2,09c629b9-f814-4873-be65-f48fef9e228c,c2,c3,27,p3,?,surb={'id': '8b04d487-71bd-4bd8-8a53-c653790ef744', 'route': ['p3', 'e11', 'i9', 'x5', 'p2', 'c2']}
1769760397.8345861,RECEIVED,ac5094fa-923d-4752-8179-2b7c4fba92b8,c46a4c54-2faa-4e1e-a8c4-c8a4730c2815,c2,c3,27,p3,?,surb={'id': 'b73cce61-e104-41ad-ae7a-8044aaf110f9', 'route': ['p3', 'e9', 'i7', 'x4', 'p2', 'c2']}
1769760397.8785563,SENT,4134d383-79b2-4535-95bb-66366625ad1a,cfa4b6f5-cb1d-4b04-a245-005084b0b286,c3,c1,3364,?,p3,
1769760397.8786175,CREATED,3429e947-abc5-4253-8ccc-cbce3c9c51cc,4cd229f1-01f5-4627-9d1a-a5a264cbaa1a,c3,c1,26,?,?,surb={'id': 'fc63a865-2a69-4a2c-9540-bce3fdc97869', 'route': ['p1', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769760398.0451927,SENT,70df69bd-afc0-434b-8375-8cea7e41867d,7e95c72d-27b6-4397-8e47-1c5831f93a2d,c3,c1,3401,?,p3,
1769760398.0453432,CREATED,d9afaf8d-44d6-4ca5-b250-234887d0d286,97d6228e-5511-4e04-b2f2-361d1a92dbef,c3,c1,27,?,?,surb={'id': '91fe3a96-ec5e-4d3a-8e23-141493fbfbd2', 'route': ['p1', 'e12', 'i4', 'x3', 'p3', 'c3']}
1769760398.0874858,RECEIVED,fb5baf7d-95df-4af2-8a8c-ac176cb35063,e33f8360-de19-4529-94c2-ccb31664c6f3,c2,c3,27,p3,?,surb={'id': '5588c9ea-3265-409f-9fe4-29e318b1a76e', 'route': ['p3', 'e12', 'i11', 'x12', 'p2', 'c2']}
1769760398.1675909,SENT,92ff3338-d512-4a31-ba65-5de52cc31b17,1fe2ad8b-8494-4764-8064-c94c5ed45fe3,c3,c1,3388,?,p3,
1769760398.1677017,CREATED,2f0efccc-e74e-40c6-a36d-3d53e8f20ebd,7b93446c-b5cb-49dd-90ff-f8dab944057f,c3,c1,27,?,?,surb={'id': '037d58bf-5e1c-44c4-bdb7-6435596cb1de', 'route': ['p1', 'e2', 'i2', 'x10', 'p3', 'c3']}
1769760398.3649518,RECEIVED,044fd490-9da0-4be3-802f-1a99559d45fc,7ef72991-2e3f-4489-877b-2fad67dac344,c2,c3,26,p3,?,surb={'id': 'f8cb8eeb-14de-4817-8d15-5bbc4abf8a5c', 'route': ['p3', 'e10', 'i4', 'x2', 'p2', 'c2']}
1769760398.4999328,SENT,bb090db8-1287-4c9d-b9d4-d5b17eae1cfd,1243e1f6-cd57-43d0-9696-9647686f5684,c3,c1,3388,?,p3,
1769760398.5001063,CREATED,1264876f-5667-44cd-bff1-990b40702d7d,a67bd7c6-da2c-471d-8dcf-21debc54835b,c3,c1,27,?,?,surb={'id': '59e9220b-8328-4f5b-913f-1983d06fca57', 'route': ['p1', 'e6', 'i11', 'x9', 'p3', 'c3']}
1769760398.6632118,RECEIVED,c9e6042b-9260-479c-a616-323fa570b98f,7a09ada0-72f6-40ac-8966-6acad6a284e5,c2,c3,27,p3,?,surb={'id': '82a88f26-4dc6-4e8d-86fb-7ba33962f8a9', 'route': ['p3', 'e4', 'i7', 'x12', 'p2', 'c2']}
1769760398.8846955,SENT,33d69a4b-1faf-489e-9519-029359288f19,4e108709-80b4-484e-bc18-0a8b28852637,c3,c1,3391,?,p3,
1769760398.8848279,CREATED,02acabf4-e78c-4bc5-9b6f-bfbaeaf256e1,c17645c0-e70b-4cf1-966b-8971a8e52bac,c3,c1,27,?,?,surb={'id': 'a56f2127-1ceb-47d8-b613-99df750ac946', 'route': ['p1', 'e11', 'i5', 'x7', 'p3', 'c3']}
1769760399.15964,SENT,9175188e-6b20-4085-9f68-f2c810673ea4,11c69623-7f3d-4161-9a92-974a6799a180,c3,c1,3376,?,p3,
1769760399.159796,CREATED,b8e52b4f-3bff-461e-a73e-9c4fd4c27605,ff35c89b-8fab-4a54-8d16-0cb2c5854a0b,c3,c1,27,?,?,surb={'id': '9b761354-8fb4-461a-a8a5-7a6479e7244b', 'route': ['p1', 'e8', 'i12', 'x9', 'p3', 'c3']}
1769760399.3212078,SENT,9f09aed3-6f85-400e-90a8-d37ebb7f26a9,4c94750b-7b4a-4141-b242-19237cdd496b,c3,c1,3379,?,p3,
1769760399.3213618,CREATED,25fe81fd-a59f-41be-9d07-db24aa151890,d5652415-2da6-4e10-bd9e-14c5ec29ebc3,c3,c1,26,?,?,surb={'id': '0bf0e299-afeb-4216-be9f-fe487228b67f', 'route': ['p1', 'e12', 'i5', 'x5', 'p3', 'c3']}
1769760399.3646276,SENT,e13a7a04-6be3-4822-8d3f-0a90f5139a59,9b8be5c6-35bf-448a-bd0d-a1d0efc093c8,c3,c1,3383,?,p3,
1769760399.3647654,CREATED,40a295e6-269e-470d-8427-b7ab588389f0,d1798250-82a0-455f-8991-1af62caa7bcc,c3,c1,27,?,?,surb={'id': '7ea1e0b4-c4f5-4d8b-9898-a0a601124c11', 'route': ['p1', 'e11', 'i6', 'x6', 'p3', 'c3']}
1769760399.411872,SENT,3157f7de-014d-4616-80f6-5080d7b5041d,36beaa3b-9ca3-4151-bb9c-a9b781dee041,c3,c1,3372,?,p3,
1769760399.4120226,CREATED,f0f249d8-c346-4a08-991b-c81d99c69077,82e1111f-db96-4482-877f-ae92266b1368,c3,c1,26,?,?,surb={'id': '8cab4f40-f24a-4a46-b610-b1153d2285d4', 'route': ['p1', 'e2', 'i6', 'x4', 'p3', 'c3']}
1769760399.4344108,RECEIVED,f249a68a-56dc-44d8-8d87-101cd772ff4b,648d51dc-61ac-48e6-bb40-18bbe0ceaacb,c2,c3,27,p3,?,surb={'id': '9bd1ebb4-de5c-4a50-8347-dbbb7ea06b7b', 'route': ['p3', 'e10', 'i11', 'x6', 'p2', 'c2']}
1769760399.4944973,SENT,f816f2bb-02ed-4703-a1d1-1c22546923b2,92fea591-772f-47ee-822a-30ca8a3a7885,c3,c1,3391,?,p3,
1769760399.4946742,CREATED,cbafb956-d90f-46e7-b6c7-b7e69b39cb94,cd5b8932-242e-4599-a062-c2b8cf5986c5,c3,c1,27,?,?,surb={'id': '5f1ab2d2-0004-422f-a0d6-ea820724e915', 'route': ['p1', 'e5', 'i2', 'x6', 'p3', 'c3']}
1769760399.7163322,RECEIVED,9bcc9c80-d832-4ec1-90e5-2c023a54a4cf,37726633-1ca3-4bce-9c76-89f9ad08a435,c2,c3,27,p3,?,surb={'id': '0b0113f9-647c-44cb-b8f1-4d1df3ac470d', 'route': ['p3', 'e11', 'i3', 'x6', 'p2', 'c2']}
1769760400.4353366,RECEIVED,9be95626-cd07-4697-b5a3-39a91a25ce4b,6080070a-4ba8-449a-93b5-548e97109bd5,c2,c3,27,p3,?,surb={'id': '7b14fbd8-9c30-4692-85c6-59acf385d94e', 'route': ['p3', 'e11', 'i10', 'x8', 'p2', 'c2']}
1769760400.491984,RECEIVED,99054448-604a-4968-88e0-513635c16c66,e7af9064-5094-4b37-8575-7ad9b4fa315a,c2,c3,27,p3,?,surb={'id': 'b6082791-d0ac-4be3-a3a4-2c9e3ece1e6c', 'route': ['p3', 'e5', 'i7', 'x7', 'p2', 'c2']}
1769760400.5485644,RECEIVED,c0cf8a48-75ba-4db6-a072-2a511c0baee2,b0266b23-a77e-4917-91c3-b4812952f679,c2,c3,26,p3,?,surb={'id': 'd704d26e-2407-45f9-bc9f-b524041eb152', 'route': ['p3', 'e1', 'i7', 'x3', 'p2', 'c2']}
1769760400.9171228,RECEIVED,c45960e1-1303-4098-b6a5-44e5f7843fcc,403e8a72-bf7d-49e6-9600-5c1e32b82547,c2,c3,27,p3,?,surb={'id': '0d1aeb25-1782-428d-8b0b-24d31a190811', 'route': ['p3', 'e5', 'i9', 'x2', 'p2', 'c2']}
1769760401.060302,SENT,aaf4796f-3dd5-4707-bf63-6ce9c4ce385d,32892052-3d9f-4b2c-85f7-20f745e690e1,c3,c1,3396,?,p3,
