timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760618.103132,RECEIVED,67255119-987e-43b6-8c6f-9413036d5647,f541ad9e-81a5-43e8-9867-bc48d267f28b,c3,c1,27,p1,?,surb={'id': '39387e24-3b43-4e7f-b06a-43d5546ae90b', 'route': ['p1', 'e1', 'i1', 'x4', 'p3', 'c3']}
1769760618.1730971,RECEIVED,03032e33-9a11-4667-94d4-37fafa72c317,11afc79f-6b25-446c-9cca-bfeeecfa910f,c3,c1,27,p1,?,surb={'id': 'f170a17c-1d74-4863-9861-8d619e310160', 'route': ['p1', 'e7', 'i5', 'x3', 'p3', 'c3']}
1769760618.2217267,RECEIVED,815bbf17-9fb2-4dba-89ce-81403f7c8662,524fbd2f-3401-4786-a216-2757fe03f50a,c3,c1,27,p1,?,surb={'id': 'b5a14e45-dfb8-4b2f-8da2-559ea9e8e68a', 'route': ['p1', 'e11', 'i6', 'x7', 'p3', 'c3']}
1769760618.2960982,SENT,439a5ed5-f5dd-45ed-ba52-6417207e1744,6b9f02e6-1356-4635-bb18-ace5bf84a54c,c1,c5,3388,?,p1,
1769760618.2962086,CREATED,9ced5227-79c2-467f-a1cc-eca5ec07c411,b4ef2869-5649-4fbb-94f0-10b830888782,c1,c5,27,?,?,surb={'id': 'b07db88b-d742-4a02-8df6-69949b94a476', 'route': ['p2', 'e10', 'i12', 'x8', 'p1', 'c1']}
1769760618.3328784,RECEIVED,f75e7715-2477-4d41-acaa-51f72f172cdb,2ad3287f-3654-4268-95ca-97e097f1681d,c3,c1,27,p1,?,surb={'id': 'ef4ff50f-9c11-4f94-9c36-f853c2e6a4b3', 'route': ['p1', 'e9', 'i6', 'x9', 'p3', 'c3']}
1769760618.3909845,RECEIVED,0500a2bf-de25-4d4b-b149-65aa1daa3d9d,1ea43e7a-a216-4d5b-be74-fe71e5f71971,c3,c1,27,p1,?,surb={'id': '07ef46c4-4299-46db-8ad4-23e41056cc9e', 'route': ['p1', 'e5', 'i10', 'x2', 'p3', 'c3']}
1769760618.420473,SENT,a5067a03-2bf3-42e2-b865-bae9e7b80b82,a27382ab-7c0c-4213-9e95-ba4b02ceaff5,c1,c5,3399,?,p1,
1769760618.4205828,CREATED,f5812951-6c59-498a-b8e5-bc2b46c205eb,638fdb02-5ae2-474c-a3cd-f17403e29f86,c1,c5,27,?,?,surb={'id': '29ff9577-d72a-4142-8fce-ec4e86230094', 'route': ['p2', 'e11', 'i2', 'x8', 'p1', 'c1']}
1769760618.4354205,RECEIVED,755d7b17-b4a7-4342-9067-5491047e035b,208015d8-cf88-4d6d-92b7-72cc997e75b4,c4,c1,27,p1,?,surb={'id': '4a388083-3988-4875-97fb-a70b34f9812d', 'route': ['p1', 'e3', 'i7', 'x11', 'p1', 'c4']}
1769760618.5495534,RECEIVED,6f967dc3-27a6-4141-831e-1f0f56630aea,9e156c6d-81f8-4bb7-8916-5f01f84189e7,c4,c1,27,p1,?,surb={'id': '51ec28a1-42ac-4227-b17a-abf5da90bac8', 'route': ['p1', 'e3', 'i9', 'x10', 'p1', 'c4']}
1769760618.5848057,SENT,e411b91e-d4be-4383-bbb6-75422cb19dac,5757d19f-3272-42ce-a338-039ea6746ad0,c1,c5,3375,?,p1,
1769760618.584915,CREATED,89b5286d-d620-44a7-9425-e851fce6a4a4,d653183b-d054-4580-8480-b7c528322b1e,c1,c5,27,?,?,surb={'id': '48e66c69-fc33-4f7f-9d7d-aae4f5174e71', 'route': ['p2', 'e3', 'i9', 'x6', 'p1', 'c1']}
1769760618.6126158,RECEIVED,8ccfb519-a825-41da-b765-e81891dad671,503aea35-e3d2-4a02-8599-14032d376b64,c4,c1,26,p1,?,surb={'id': 'f3ac2dd4-4426-43fc-a388-f0662bb4dcc4', 'route': ['p1', 'e4', 'i12', 'x8', 'p1', 'c4']}
1769760618.693269,RECEIVED,38087217-3ddf-481c-a72d-97c066192a81,65df107c-5fb6-462a-82ad-f2a07785e4bd,c4,c1,27,p1,?,surb={'id': '4a4d3fa8-dd76-489c-856f-39fd87f452c0', 'route': ['p1', 'e8', 'i2', 'x6', 'p1', 'c4']}
1769760618.725557,SENT,f436e76c-b25b-42c7-976e-e4f3c265ae81,45029ca7-f513-4cbb-a531-e3ae7fed9c97,c1,c5,3367,?,p1,
1769760618.7256348,CREATED,e285a469-8584-4b26-8c76-7a6c1527b003,61177ced-3a17-466d-bba8-6dcebcf75790,c1,c5,27,?,?,surb={'id': '28007173-2bd1-4d47-bda6-04d7c1a16da6', 'route': ['p2', 'e10', 'i6', 'x8', 'p1', 'c1']}
1769760618.8471873,SENT,7d3f8035-e728-45df-a19e-81e1c2bc6d65,ab5f6617-fa7d-4065-b611-a9f15b515c36,c1,c5,3383,?,p1,
1769760618.8472679,CREATED,e785b59c-2bfb-4ddf-a467-3bd5796adf9f,7c11bf1f-2faf-4e91-bc10-897da04324eb,c1,c5,27,?,?,surb={'id': '6fa5f5fe-1529-4494-92dd-db942cc7c927', 'route': ['p2', 'e1', 'i7', 'x10', 'p1', 'c1']}
1769760618.9429834,RECEIVED,cd2589ef-9993-4231-8b85-cee4ec67e4ed,181007f2-4248-4140-b594-527464177dad,c4,c1,27,p1,?,surb={'id': '16b3ba64-77ca-457c-befc-f7dd87fc44dd', 'route': ['p1', 'e4', 'i8', 'x9', 'p1', 'c4']}
1769760618.9884782,RECEIVED,3e43cf0d-32c4-4ef2-a8bc-4abf7aa52f47,dd263bbf-a891-4318-9d59-fcfac89aaf59,c4,c1,26,p1,?,surb={'id': 'dbcc940b-2f7d-4725-9393-62d071b6f123', 'route': ['p1', 'e9', 'i11', 'x2', 'p1', 'c4']}
1769760619.0103161,RECEIVED,e6b59c6a-d477-43ff-8f8d-aafd0fb55ab5,3723c3fc-b478-4552-bdd5-a801b4416a81,c4,c1,27,p1,?,surb={'id': 'ca3c5759-f306-4180-8e91-da474ddecced', 'route': ['p1', 'e6', 'i10', 'x5', 'p1', 'c4']}
1769760619.091861,RECEIVED,5d9aab6d-11bd-4018-9935-8bec3767b334,8378e139-21fa-48b1-bc5c-c357f7990c6e,c3,c1,27,p1,?,surb={'id': 'd054168e-e7d8-4214-9923-0013d39a9b00', 'route': ['p1', 'e7', 'i2', 'x10', 'p3', 'c3']}
1769760619.1487808,SENT,0bad34cf-1b2d-4363-a995-398d04529f2d,031ced47-03c0-4bf7-a5e5-54b50048ec8e,c1,c5,3396,?,p1,
1769760619.1488633,CREATED,0bb513e9-987a-44b7-84bf-bc69214b598f,420d5e5c-a4e3-41ef-8164-67504dbfc509,c1,c5,27,?,?,surb={'id': '9250bb71-37bc-410e-af37-8a1d68800911', 'route': ['p2', 'e2', 'i10', 'x9', 'p1', 'c1']}
1769760619.3195055,RECEIVED,ff581621-1368-45db-a29b-4c086e30a8c5,fe4fb3e7-ef03-4227-8ce0-ca1984a0f8ec,c4,c1,26,p1,?,surb={'id': '14030724-5aa3-4f95-a370-a086d40b96c6', 'route': ['p1', 'e6', 'i10', 'x4', 'p1', 'c4']}
1769760619.3297994,RECEIVED,c3b297f1-e475-41a3-841a-a8081c444997,75d483e5-712f-4b67-8b11-4e21edbbbd43,c4,c1,27,p1,?,surb={'id': 'b488446c-9e30-481d-82e4-e746cc890461', 'route': ['p1', 'e5', 'i3', 'x3', 'p1', 'c4']}
1769760619.5250278,RECEIVED,2129d673-b63b-4e8e-8fa0-50d4783d255e,0ec0f67e-230b-405f-8765-7cd1d9b5b0b7,c3,c1,27,p1,?,surb={'id': 'd5781ba9-5557-4009-a470-e2fe9a45d574', 'route': ['p1', 'e8', 'i6', 'x10', 'p3', 'c3']}
1769760619.5757864,RECEIVED,1fda967c-706d-4099-939a-da7420a2cabb,0f80e6b3-ce0f-40f5-bfd0-438de9eb864e,c4,c1,27,p1,?,surb={'id': 'e24c8bf3-c020-4dfa-9811-6836efb28f17', 'route': ['p1', 'e9', 'i7', 'x2', 'p1', 'c4']}
1769760619.6468349,RECEIVED,ff7adaab-caf8-4f7b-ad87-afb7593f6b22,85c9379b-f448-4e5d-adf6-8180ce971c78,c3,c1,27,p1,?,surb={'id': '614143a1-28f6-49b3-be70-3b36a33c749e', 'route': ['p1', 'e11', 'i7', 'x5', 'p3', 'c3']}
1769760619.6505992,SENT,84410963-4faa-46f6-a793-80d7d3c1e434,fc5b8054-9942-4149-ab07-1dc93f3274d0,c1,c5,3361,?,p1,
1769760619.6507306,CREATED,a983ae2f-d4c2-46f0-9f40-1dcab2e0b0f8,c30dc7b7-ed60-493a-a1d7-4d4ce77a1b83,c1,c5,27,?,?,surb={'id': '26e07f4d-ea23-499f-aeb1-088326c60333', 'route': ['p2', 'e4', 'i3', 'x2', 'p1', 'c1']}
1769760619.955643,RECEIVED,99337fca-7049-4f19-b925-6f344558446d,dd78edc4-c395-459d-8028-6b10664534f4,c4,c1,27,p1,?,surb={'id': 'e1caac0c-0a6c-4c6c-8160-78a3cbb3af96', 'route': ['p1', 'e2', 'i5', 'x1', 'p1', 'c4']}
1769760620.1913886,SENT,dff7c133-70ee-49a4-8eac-7481e362836b,990fcdb6-309b-4b00-b149-5153cd847ea0,c1,c5,3392,?,p1,
1769760620.1914887,CREATED,d96b5e18-3162-4e19-83f1-74c1257249f3,620214f0-5ee2-4538-9e39-8a56092571bf,c1,c5,27,?,?,surb={'id': '28c488d9-d1ce-447f-bd93-6efb97419bb9', 'route': ['p2', 'e2', 'i9', 'x11', 'p1', 'c1']}
1769760620.2177331,SENT,7a66af1b-fbd3-41b4-a7d6-344ee95eceb3,991bca17-bd87-4264-b66d-0a82360caa38,c1,c5,3359,?,p1,
1769760620.2178545,CREATED,5611f516-d230-4a5a-a6ff-63f25e8c0b5f,ab77599b-017d-474a-9fb8-c604d2f80383,c1,c5,27,?,?,surb={'id': '5c59f695-6fc8-4da5-8763-c03194d88173', 'route': ['p2', 'e8', 'i3', 'x6', 'p1', 'c1']}
1769760620.4063568,SENT,6e89ecbb-6f6f-47d1-a363-8c6157c98b7a,eea91a49-49c0-4447-87e1-3b5c6aa3a956,c1,c5,3399,?,p1,
1769760620.4065058,CREATED,59ab2ceb-12db-469e-add4-609411801df7,8fde0b63-d41a-4194-bf59-487d17a260f3,c1,c5,27,?,?,surb={'id': '5c55d1fb-7666-4cb8-a635-f29f049debdb', 'route': ['p2', 'e9', 'i10', 'x7', 'p1', 'c1']}
1769760620.4257507,RECEIVED,1660a92f-97dd-46dd-a18b-e069033f23d0,6a40a8f0-30e3-442b-8fb8-73c3c241b045,c3,c1,27,p1,?,surb={'id': '02874d10-08a3-4cda-be5c-acd15580f3cc', 'route': ['p1', 'e7', 'i1', 'x12', 'p3', 'c3']}
1769760620.5591707,SENT,e4e3e3ce-41fe-4062-970b-193aa7cbb927,5b9c9a6f-0ae8-409c-922c-902fc015c21f,c1,c5,3392,?,p1,
1769760620.5593245,CREATED,e5d9b2d6-f87a-4969-9f37-a83ff31eef7c,69394e8d-4b19-4efb-bc48-c2fcdee99d37,c1,c5,27,?,?,surb={'id': '9392d675-7524-45cc-bfd1-89b182c232ac', 'route': ['p2', 'e11', 'i3', 'x8', 'p1', 'c1']}
1769760620.573874,SENT,b78bde57-8b2a-43f4-baf7-6ae8fcd342bc,24e06b2a-2003-4270-83b5-074ce854072e,c1,c5,3359,?,p1,
1769760620.5740242,CREATED,409fe2f7-0430-4f02-8b14-de0d1ae68c20,fb1abe89-4f8e-4129-ba9d-ca9c84445ab2,c1,c5,27,?,?,surb={'id': '8dbeb8dc-5a28-4cc1-b2c3-492d23c35f75', 'route': ['p2', 'e3', 'i12', 'x2', 'p1', 'c1']}
1769760620.5812607,RECEIVED,378ab3b8-1df9-4efb-bedf-855753a788e2,74b46fee-ad17-47e5-bec9-73de24b19425,c3,c1,27,p1,?,surb={'id': '2409105c-6b64-4b07-a0f7-6514ecc35029', 'route': ['p1', 'e2', 'i12', 'x11', 'p3', 'c3']}
1769760620.7885988,RECEIVED,e4f6af48-18c9-4bbb-b495-19d0c996ec0e,09dcd9be-1ee4-4c16-9e6b-34b2249e8eda,c4,c1,27,p1,?,surb={'id': 'ea06387d-b16b-4716-b600-1e7e0a88d357', 'route': ['p1', 'e2', 'i5', 'x12', 'p1', 'c4']}
1769760620.9640858,SENT,92de12e4-29b4-47b7-815b-d1a3f3a1cb93,f4daed54-836b-480d-ab8b-8c9292cf448a,c1,c5,3383,?,p1,
1769760620.9641566,CREATED,554ef37d-5fb9-490c-8adf-841fce7db01f,83f2f75c-6eb4-4862-b65d-f55d8bbbd5ee,c1,c5,27,?,?,surb={'id': '7a0c2eb5-34c8-4733-809f-616c9533868f', 'route': ['p2', 'e6', 'i11', 'x12', 'p1', 'c1']}
1769760621.1502829,RECEIVED,c6b40e25-fd04-493f-b38e-d758a2fdb83f,7d164e56-f302-4556-8117-b70b4e0de84f,c4,c1,27,p1,?,surb={'id': '0f43b527-20bd-4547-aab7-2a0ffaacfe1f', 'route': ['p1', 'e12', 'i5', 'x4', 'p1', 'c4']}
1769760621.2033231,RECEIVED,39a6e7a3-c94a-4f2d-bdc2-ba4678612759,55dc82e7-434d-40b1-8324-e15c3b08f646,c4,c1,27,p1,?,surb={'id': '11a23203-5644-44c3-9b5e-8487fdfbabd1', 'route': ['p1', 'e2', 'i11', 'x11', 'p1', 'c4']}
1769760621.2159643,RECEIVED,13f042aa-39e3-4d08-8ae2-b47925b14998,df96fa5e-0fd4-4226-bcb7-ddd89be8c9bd,c4,c1,26,p1,?,surb={'id': '5b78a85f-bf3f-44a3-ae2e-01f6730ce660', 'route': ['p1', 'e3', 'i3', 'x11', 'p1', 'c4']}
1769760621.2594576,RECEIVED,cecd6263-aead-471b-bec3-f6f1ade2f464,b6f5a23a-5dbf-41b6-b657-f6be177fd39b,c3,c1,27,p1,?,surb={'id': 'a1647fe0-d98a-43ca-a1df-c9b934737fd3', 'route': ['p1', 'e6', 'i12', 'x11', 'p3', 'c3']}
1769760621.3058388,RECEIVED,bd464dd6-ffb3-409a-a589-61c290db43a5,47937769-98cb-4963-8fcc-1c39cd5b6fe2,c4,c1,27,p1,?,surb={'id': '56aaacb5-338f-4c34-b60f-bbb7551a06eb', 'route': ['p1', 'e12', 'i11', 'x12', 'p1', 'c4']}
1769760621.4433115,RECEIVED,dbbd6516-be20-4979-bc57-1756a16aac33,e7b46b15-8254-4b4d-896f-a9862adee26b,c3,c1,26,p1,?,surb={'id': '87a9008e-088c-4bb9-832e-542a9bebec60', 'route': ['p1', 'e1', 'i6', 'x1', 'p3', 'c3']}
1769760621.5634434,RECEIVED,81d2b5e2-31cc-4c66-a0a0-f100bbec5fa1,401e65c5-af22-4b5d-99ec-2684c93b7288,c3,c1,27,p1,?,surb={'id': '17327a0d-773d-4cfd-b89d-fc00fccbfd8e', 'route': ['p1', 'e4', 'i6', 'x4', 'p3', 'c3']}
1769760621.5765402,SENT,954b134b-361f-4bf7-b496-efebc45465c3,ea60cf57-dfbf-4c65-8fb0-02a0ba59b7f6,c1,c5,3384,?,p1,
1769760621.5766404,CREATED,8e1d8842-bb28-4a81-b356-37caef514b52,95046569-80c4-44a6-a46c-57e84774fbca,c1,c5,27,?,?,surb={'id': '14ad1e7b-2407-4b37-9810-f249bf0c1b0d', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c1']}
1769760621.675589,SENT,b321f5e9-ff77-41fe-83be-2bb48e74af85,16f81236-34f3-4593-81e6-cce2e08aa727,c1,c5,3375,?,p1,
1769760621.6756897,CREATED,4a232163-403d-49dc-bffa-a5f8aa1f64d8,af412d2f-0c2c-41fe-a698-ea8a7ca1796d,c1,c5,26,?,?,surb={'id': '9470b407-3f19-4175-a56b-168d394c6fe5', 'route': ['p2', 'e10', 'i3', 'x5', 'p1', 'c1']}
1769760621.9314022,RECEIVED,b475a14c-a031-4704-8a53-78dd7a4bd8b7,a0df0479-b713-4f90-b0a7-57e9964683a9,c3,c1,27,p1,?,surb={'id': 'a3b2dd56-4647-4ed9-a222-100cc402672d', 'route': ['p1', 'e10', 'i1', 'x5', 'p3', 'c3']}
1769760621.9391422,SENT,58d4d220-5063-4091-bfff-f56174d957bc,2eba4569-1e1f-4e89-876e-d853a94d426d,c1,c5,3363,?,p1,
1769760621.9392774,CREATED,917275c0-1717-4e72-9a93-c035597a2626,df264a1a-afe1-4740-a5d0-3ed13e534296,c1,c5,27,?,?,surb={'id': 'd9fe00ec-3e70-46e1-810d-fd32eb792ce8', 'route': ['p2', 'e8', 'i4', 'x1', 'p1', 'c1']}
1769760622.0063553,SENT,7d31e86f-489e-4ba1-a73f-2717afb82c6a,4fa6bd46-3b26-4e46-9935-45375a626aaa,c1,c5,3400,?,p1,
1769760622.0064905,CREATED,8e4f0b9c-696d-4476-899e-da829cbf7c1d,ec131cd4-3571-4fc2-9276-ef0ef3412569,c1,c5,27,?,?,surb={'id': 'f1b36997-1c5d-4bbe-b495-04abfc87f034', 'route': ['p2', 'e7', 'i5', 'x11', 'p1', 'c1']}
1769760622.1412492,SENT,06d5510c-6368-48d0-be42-2b529f18f8bb,9e4c1190-2255-423b-a56d-3c08b9d7d176,c1,c5,3396,?,p1,
1769760622.141337,CREATED,99733359-f971-4858-ad93-86af01b78ff5,6a21ef61-bfda-4534-b96a-7d30cf167ff5,c1,c5,27,?,?,surb={'id': '02ccb570-6664-4e91-aae8-1c395a993b75', 'route': ['p2', 'e2', 'i7', 'x9', 'p1', 'c1']}
1769760622.3759828,RECEIVED,2517f1d7-c42c-4fbc-b16b-67eb4496314d,89e445d1-c229-474f-b9c1-a592751b1a56,c3,c1,27,p1,?,surb={'id': 'd3e31eea-406a-4c31-b90e-d9c8135c1bc1', 'route': ['p1', 'e10', 'i5', 'x1', 'p3', 'c3']}
1769760622.507964,RECEIVED,303fdd97-b551-43a7-993e-7e8eaf3fd00e,089908ea-c219-41c3-863f-3bd08640c5c3,c4,c1,27,p1,?,surb={'id': '215266e0-0dae-4505-a4f8-47a69dee93b7', 'route': ['p1', 'e10', 'i3', 'x12', 'p1', 'c4']}
1769760622.5293162,RECEIVED,76fb3584-5879-4543-8350-51162371515b,6f91748e-ba90-4e58-b89a-69112e1aab33,c3,c1,27,p1,?,surb={'id': 'f25f9442-abc8-47d1-97cc-2e5ad0da966e', 'route': ['p1', 'e1', 'i12', 'x4', 'p3', 'c3']}
1769760622.5736642,RECEIVED,e8e0b2de-6a9b-4fbc-87c6-c0b5092f39d8,9fd6b1bc-746a-45d3-a0c8-f23dfdf3ffc1,c3,c1,27,p1,?,surb={'id': '5056c8bf-91b0-4681-940e-99dd30cf9f57', 'route': ['p1', 'e5', 'i9', 'x1', 'p3', 'c3']}
1769760622.5857437,RECEIVED,1561333d-4fa6-4471-9f43-25dd4560d60d,2b79598b-dc37-4fc9-9619-6cfe2867f58b,c3,c1,26,p1,?,surb={'id': '70a0d8f6-acc5-4640-b1a8-66683272f7fc', 'route': ['p1', 'e7', 'i12', 'x9', 'p3', 'c3']}
1769760622.9745357,RECEIVED,e836c720-0963-4779-821c-2e248ca03284,b58ab4f3-b39d-4436-900c-320e205075f8,c3,c1,26,p1,?,surb={'id': 'b5f6d559-9219-4375-82c1-e15938c5a724', 'route': ['p1', 'e9', 'i10', 'x3', 'p3', 'c3']}
1769760623.012715,RECEIVED,9a3fd21e-6766-4406-9ce5-d4129e9ebd80,173a2b92-60ab-4d16-b664-e59cf8fdaeaf,c3,c1,26,p1,?,surb={'id': '3eea6fc0-3931-414c-9b3c-be703e399c4a', 'route': ['p1', 'e12', 'i2', 'x9', 'p3', 'c3']}
1769760623.098947,RECEIVED,faf0b116-e751-46ec-a139-59ec8d86d4ba,167aa3fb-0066-4cc9-9f40-11a62dc6db8a,c3,c1,27,p1,?,surb={'id': 'c04c2933-5ea7-4a7c-940b-14520391c38f', 'route': ['p1', 'e12', 'i8', 'x6', 'p3', 'c3']}
1769760623.1075242,SENT,ca9866b7-4e7a-4111-a84a-bc3525ad9c06,2cd08aa3-e608-4137-98ec-d94570b222f4,c1,c5,3376,?,p1,
1769760623.107601,CREATED,f2d03883-a89d-409e-a03f-db7789f0290d,228307b4-1797-4f60-848f-ee2a94a5a9e2,c1,c5,27,?,?,surb={'id': 'b65b1e48-fa3e-4202-9999-631d6060ac0a', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769760623.1651351,RECEIVED,63f47071-fb71-45e4-89ff-ddefb0a04c70,5b2cb633-a48e-4d26-ba59-22c381b1049f,c3,c1,27,p1,?,surb={'id': 'ea03ced1-7d09-4358-ac4d-8397b138e55d', 'route': ['p1', 'e8', 'i6', 'x8', 'p3', 'c3']}
1769760623.167589,RECEIVED,9701fb68-96ee-4090-8e1d-d5f714f871f4,db6674c6-96b1-48ef-a82f-8b999eca3290,c4,c1,27,p1,?,surb={'id': '26c867cb-f325-4986-b4e3-0d4c38b46cc5', 'route': ['p1', 'e6', 'i3', 'x5', 'p1', 'c4']}
1769760623.213134,SENT,cccc8618-7cc6-4fbc-b6b9-ecb9ac3d0e6d,cb655d04-5907-4d33-9e5e-4f702a778c99,c1,c5,3375,?,p1,
1769760623.213212,CREATED,337bf57e-f43f-424f-8612-c5b79563bf54,d3be4f8f-e97b-4677-90e4-b2e86141f44d,c1,c5,27,?,?,surb={'id': '77856b1c-c364-474a-8600-e3d4a664847b', 'route': ['p2', 'e2', 'i9', 'x1', 'p1', 'c1']}
1769760623.26635,RECEIVED,1927e3b1-940f-4dcd-ae5e-d841d506892b,ccf9b50c-14b6-4aec-8d44-e88ead71a4b9,c3,c1,27,p1,?,surb={'id': '9309efd7-ce08-47a3-9c14-ff9eb56972bf', 'route': ['p1', 'e1', 'i4', 'x5', 'p3', 'c3']}
1769760623.458369,RECEIVED,54f5518e-d2d6-4699-9197-daf07ef34c16,b62a628c-6e7f-446f-96b6-8685a5ef6633,c4,c1,27,p1,?,surb={'id': 'd44e70a6-a81b-4f19-82ab-af43965189fa', 'route': ['p1', 'e8', 'i8', 'x7', 'p1', 'c4']}
1769760623.5454137,RECEIVED,42889705-e2f3-492a-b27b-7a9970506f1d,01d2f454-6aa2-4633-98c1-7113a70063fc,c4,c1,27,p1,?,surb={'id': '86a35e64-f110-4e36-9424-dc93b4d2bf2b', 'route': ['p1', 'e8', 'i3', 'x7', 'p1', 'c4']}
1769760623.5726748,RECEIVED,5ecf6f41-2c84-4aa9-a605-fab6c0dbcae3,0e4b4c2c-745f-4039-a23e-d868fc2c04e9,c3,c1,27,p1,?,surb={'id': 'e61526d4-49e8-45a5-99bf-ab4f2b4d532b', 'route': ['p1', 'e10', 'i1', 'x4', 'p3', 'c3']}
1769760623.705205,SENT,5cd0d100-625f-4801-94a2-4de9efbaf431,eeb58594-ac85-4d90-b26b-e0124a17b947,c1,c5,3363,?,p1,
1769760623.705298,CREATED,230c15ce-ee97-4c63-9b03-61179fdc38d9,0b6980c0-b969-4f92-8474-b5a51535ac3e,c1,c5,27,?,?,surb={'id': '8db3800a-6935-44bc-a2e4-40472ad3544e', 'route': ['p2', 'e4', 'i10', 'x4', 'p1', 'c1']}
1769760623.7745085,SENT,4ac5c2ce-448a-4571-8b35-abde1563d491,af9ba557-a7fb-4362-98c1-2f5a75763a3b,c1,c5,3392,?,p1,
1769760623.7746525,CREATED,c289140f-6ccf-44ca-959c-e41d87c69c7d,394de612-e99c-487f-9b1f-9a897c373272,c1,c5,27,?,?,surb={'id': 'f224454a-a7b7-47b9-b68e-7a10ffa18149', 'route': ['p2', 'e12', 'i6', 'x9', 'p1', 'c1']}
1769760623.8689115,RECEIVED,61dbabe2-11be-421e-b981-5da23b536177,4f65d60c-69ce-4a4f-bcb6-1cb49a8d59e8,c3,c1,27,p1,?,surb={'id': 'e2717d56-06a2-427a-b84e-733a438ce286', 'route': ['p1', 'e5', 'i8', 'x9', 'p3', 'c3']}
1769760624.0693967,RECEIVED,3503dae4-9c0a-4427-842c-cced1e544d9c,a6c917b8-eac8-42a7-8c13-745d2096f8b4,c4,c1,26,p1,?,surb={'id': 'aced474a-0aec-443d-b2b7-0cdd0eb34ded', 'route': ['p1', 'e10', 'i1', 'x11', 'p1', 'c4']}
1769760624.0747209,RECEIVED,1e6fdf9a-7205-4ba1-b414-24f2fe5dd2bb,d646d17a-366d-4a57-9d86-d4e58c08d032,c3,c1,26,p1,?,surb={'id': '48252165-a6ba-444e-bf5c-2505f3f9816a', 'route': ['p1', 'e1', 'i10', 'x10', 'p3', 'c3']}
1769760624.090035,RECEIVED,bed6cf0d-890a-43ed-9a21-864ba6fb082c,9dc5fd61-48e9-46a8-8279-38a21f7fdc4c,c4,c1,27,p1,?,surb={'id': '71c43b90-1f94-4f83-84e9-315f3a587038', 'route': ['p1', 'e11', 'i7', 'x11', 'p1', 'c4']}
1769760624.145056,SENT,7f8c1963-01fc-4150-801b-29ed63988282,06811f66-2e6b-4808-af6c-eb95ba66f553,c1,c5,3383,?,p1,
1769760624.1451688,CREATED,0cacd841-f27f-41f5-b72c-5085cf8d39bc,f8901987-3f86-4496-a262-be8b42ef069e,c1,c5,27,?,?,surb={'id': '95eebbd1-b021-4296-b034-2c6185328749', 'route': ['p2', 'e9', 'i2', 'x6', 'p1', 'c1']}
1769760624.208684,RECEIVED,f2fe8387-6754-4544-82e1-8b65878980ee,58b5ba76-389c-4867-9cca-31653e345c15,c3,c1,27,p1,?,surb={'id': '2f84d6e4-1e65-4b48-94e8-165c9b02dec2', 'route': ['p1', 'e4', 'i5', 'x6', 'p3', 'c3']}
1769760624.5207648,RECEIVED,8d6ec947-b1de-4a47-a50a-b788d5868f35,2eb67175-f2e5-472e-bced-082f4c3a1528,c4,c1,25,p1,?,surb={'id': 'c787e0f9-d8d3-4d93-ab09-f81dab2c8604', 'route': ['p1', 'e7', 'i10', 'x2', 'p1', 'c4']}
1769760624.7841222,RECEIVED,c2f50848-e3a7-477c-9ab6-a1729b4dd8ad,13fab8a0-4b3a-4e10-a0af-fc1a84558934,c3,c1,27,p1,?,surb={'id': '46455603-ccab-4c96-b97a-d9b89f6ab63e', 'route': ['p1', 'e7', 'i10', 'x5', 'p3', 'c3']}
1769760624.9497373,RECEIVED,42238ef1-065f-464f-a42b-65cec55cb31b,866b14b4-c431-4983-ba73-f49e1bf9e1ff,c4,c1,27,p1,?,surb={'id': '28056dd5-a1b0-4555-9307-4beef3b2fd8b', 'route': ['p1', 'e5', 'i2', 'x5', 'p1', 'c4']}
1769760625.099673,RECEIVED,32672062-c5ec-4644-a979-121a6abbf85b,9579deb9-779d-46e0-8570-2d435f756018,c3,c1,27,p1,?,surb={'id': '81a2c5af-98e2-410c-8952-161ba606663a', 'route': ['p1', 'e6', 'i1', 'x9', 'p3', 'c3']}
1769760625.1962492,RECEIVED,f44aaeae-19f1-4b4d-b893-006f6fb2128c,65c54c12-b595-4544-9121-e18d83f97960,c3,c1,27,p1,?,surb={'id': '831861ee-ccd7-413c-aaed-232054083e90', 'route': ['p1', 'e8', 'i2', 'x6', 'p3', 'c3']}
1769760625.2937093,RECEIVED,215d0021-859d-45cd-a532-a503cb8b0bff,75ca420a-85d6-4778-9b66-617ee3ccdfea,c4,c1,27,p1,?,surb={'id': '85d00c3f-d935-498f-a77d-7566f7daa50d', 'route': ['p1', 'e10', 'i10', 'x10', 'p1', 'c4']}
1769760625.3297172,RECEIVED,29aa6778-9a47-4ef8-baf6-a102b753ba86,75b5360c-0544-4dab-b345-7558588eaae0,c3,c1,27,p1,?,surb={'id': '6b572fba-486e-4ec8-98e7-22420e5e0f88', 'route': ['p1', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769760625.3926625,SENT,0e529263-042c-4747-bbff-0844921faeb9,d5867ca7-b36c-44f2-8d5e-7e030695c707,c1,c5,3384,?,p1,
