timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760414.6379013,SENT,d1431850-04a7-41c4-976b-70fc1864ebb5,332d9467-c575-4485-a3ec-49fdbfdfe5bf,c1,c5,3379,?,p1,
1769760414.6380935,CREATED,98bed8b7-c3ca-4034-994b-6b51d28d0e52,f5a54499-5292-4c15-9558-8cb649694947,c1,c5,27,?,?,surb={'id': '83801e0e-f83a-4fe1-a17f-031a99634261', 'route': ['p2', 'e10', 'i1', 'x8', 'p1', 'c1']}
1769760414.8554718,SENT,5be07e77-b1c9-4618-b1cc-f2f8c42b6a92,79b45f93-4812-44d2-baa6-33f746dce7d9,c1,c5,3375,?,p1,
1769760414.8556032,CREATED,e9544d0b-caaf-4e6a-92ca-cd7fa9dc3278,121ef9d2-37f7-4fce-8e49-433dc56325d7,c1,c5,27,?,?,surb={'id': 'ddc089ce-c307-44ae-8dcf-a8f761e6045d', 'route': ['p2', 'e11', 'i2', 'x4', 'p1', 'c1']}
1769760415.0302548,SENT,4a8ade27-a971-4007-8a4b-54b5b697f03b,a6b39a33-1712-4c56-a304-9cb05d38c252,c1,c5,3380,?,p1,
1769760415.030388,CREATED,0e1a35de-fa69-47aa-86d9-db40415adc3c,952e00f3-6629-4060-830a-59f637e63239,c1,c5,26,?,?,surb={'id': 'f016e3f6-f389-4126-b50e-c1ce1259a7a8', 'route': ['p2', 'e5', 'i6', 'x6', 'p1', 'c1']}
1769760415.0657735,RECEIVED,5f7d4a4b-3c49-44a5-bd3b-347c0cadacc5,334282ba-586d-4407-8acf-c14fd049b22e,c3,c1,26,p1,?,surb={'id': '04f8cd36-4806-4d78-a021-21493d394f16', 'route': ['p1', 'e9', 'i7', 'x10', 'p3', 'c3']}
1769760415.2068963,RECEIVED,a74db9e9-0780-4692-9d3c-649dcc226d68,2e37baa5-d962-4bfc-9244-c5ba521149e4,c3,c1,27,p1,?,surb={'id': '27c5323f-4375-4ec5-8ecc-857f32236823', 'route': ['p1', 'e11', 'i12', 'x7', 'p3', 'c3']}
1769760415.3655891,SENT,082e9dfd-cc95-4948-bb77-bc95b64eece8,0c256bfc-fe97-4a47-9d03-5e7a62e06352,c1,c5,3367,?,p1,
1769760415.3656695,CREATED,5cdacba6-6f0c-4505-a077-657edf65a0ad,44d8e240-a035-4778-a94a-4396228c74d7,c1,c5,27,?,?,surb={'id': '04481f53-7bce-49ff-99ce-0bb02c61a1e5', 'route': ['p2', 'e7', 'i1', 'x2', 'p1', 'c1']}
1769760415.4782422,RECEIVED,149b2732-6823-492b-af76-97f7ab004a0a,a4c90c63-6763-4f77-a62e-8ffbb358befc,c4,c1,27,p1,?,surb={'id': '40c8f4ae-0420-4a24-97d6-2214475ecaa3', 'route': ['p1', 'e1', 'i9', 'x8', 'p1', 'c4']}
1769760415.479496,SENT,2913734a-62e4-4c0a-9c15-b35d35469528,1d3f8ee1-2c90-4cdd-9719-beacb85a5056,c1,c5,3380,?,p1,
1769760415.479571,CREATED,0ba1fc96-5457-4002-9625-02032a7ce67b,2e60c00c-6ab7-4879-9bda-526a17d461dc,c1,c5,27,?,?,surb={'id': '880c0097-fdb2-445e-b148-5feb98762c2e', 'route': ['p2', 'e9', 'i7', 'x5', 'p1', 'c1']}
1769760415.6235144,SENT,30eeba65-3640-47c3-a50c-4c179c29ae8f,8e47fc9a-d263-4fd4-aa32-be692bbbf870,c1,c5,3387,?,p1,
1769760415.6236506,CREATED,9240f5b8-c723-44ce-b0c4-aa972eb9bfd7,1e8f2302-43d5-4466-ab98-0112de6e139a,c1,c5,27,?,?,surb={'id': 'c1003685-f90e-43b4-8113-8e692f0d97f1', 'route': ['p2', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769760415.706367,SENT,4d5d4aeb-a765-483e-ac33-2525e3abc9a1,7820ae41-93d2-4f83-972b-29a5de62eb76,c1,c5,3379,?,p1,
1769760415.7065024,CREATED,19c92a80-1df9-44f7-bd07-845abd95e5bc,eb6a6a01-3334-493b-976b-f10a815fdfea,c1,c5,26,?,?,surb={'id': 'c20c9227-f3d9-46bb-82cd-03485e7165d8', 'route': ['p2', 'e4', 'i7', 'x4', 'p1', 'c1']}
1769760415.9258578,RECEIVED,075c08bd-cce8-4dca-9277-c9e9524aa587,13187871-9ee5-430a-9c2b-f90e9a9d7d3c,c3,c1,27,p1,?,surb={'id': 'd707b799-15e1-4001-8ac0-1f57729ce87b', 'route': ['p1', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769760416.1945078,SENT,8124b1ff-cd2f-4681-b1e4-ebb638ed6723,90a85fd4-24d4-41fe-bf41-0f34417813e0,c1,c5,3382,?,p1,
1769760416.1946206,CREATED,df232d35-617a-4193-aba2-231ed0a236c9,4d600450-a041-44b8-b5f8-e6c99bdc0152,c1,c5,27,?,?,surb={'id': '9753ebee-8fbc-4ab0-804c-d3251831030a', 'route': ['p2', 'e9', 'i8', 'x3', 'p1', 'c1']}
1769760416.3821716,SENT,46c3aaa5-0cab-4a8e-ba85-134979b11d90,4fee8139-a27e-4cd3-80ee-1f6612d96e54,c1,c5,3397,?,p1,
1769760416.3823082,CREATED,150e4afb-8c7a-4ee7-8b82-6f8613fed644,d1290e16-5edb-4585-beca-24278d64a57f,c1,c5,27,?,?,surb={'id': 'e8e6fea4-38ea-4395-95ff-93ad1a4af7bc', 'route': ['p2', 'e7', 'i2', 'x5', 'p1', 'c1']}
1769760416.4537215,RECEIVED,0a90324e-44e7-43f6-bcc8-ba2d9df6d321,1113565c-c618-4002-8180-3d5e873b655d,c4,c1,27,p1,?,surb={'id': '178eb111-bc8e-491c-bbb9-cf8a099d46b6', 'route': ['p1', 'e12', 'i4', 'x3', 'p1', 'c4']}
1769760416.6076467,RECEIVED,9da0b5ad-ef03-4357-a23d-202cd1603195,0503dad5-c989-448e-8cad-dd47c51074ba,c3,c1,27,p1,?,surb={'id': '3cca9834-f88c-432c-9e98-ea157a4f613c', 'route': ['p1', 'e9', 'i1', 'x6', 'p3', 'c3']}
1769760416.6786163,RECEIVED,b958bf6b-63c9-410a-8cb9-6915ae8be869,516c0b2a-03ae-4f85-8683-077c6ce6b41a,c4,c1,26,p1,?,surb={'id': '189a0d28-9321-4d18-a110-842df8b2d739', 'route': ['p1', 'e9', 'i4', 'x4', 'p1', 'c4']}
1769760416.7813373,RECEIVED,db66b55f-ed9c-4a16-af07-149f843ffb9d,1360f17c-0cfb-45e2-9923-cb328d80dd2b,c3,c1,27,p1,?,surb={'id': '659fc736-7aac-489d-ad81-5c93d0c26e7e', 'route': ['p1', 'e3', 'i9', 'x9', 'p3', 'c3']}
1769760416.7985165,RECEIVED,49cf06dc-a87b-4539-aa9f-d7df6636f16c,fd29ce14-d08b-45a2-9a34-1022a6dca3ec,c3,c1,26,p1,?,surb={'id': 'ccaecc76-3427-4935-899e-52363cf3350f', 'route': ['p1', 'e11', 'i4', 'x2', 'p3', 'c3']}
1769760416.8799498,SENT,9069bc43-6da6-4df1-9118-3ea5564cfe58,bd819021-5faa-4e14-a0ae-6840c898e64d,c1,c5,3380,?,p1,
1769760416.8800185,CREATED,57a06208-9a47-418c-bc0b-c654c786ec4d,2cfa7a97-63e1-4f05-a87a-f6636f17091e,c1,c5,27,?,?,surb={'id': 'f9aa7990-ebe8-4e75-80ad-32d950d21541', 'route': ['p2', 'e6', 'i8', 'x1', 'p1', 'c1']}
1769760416.9733229,SENT,4e5225f5-dc79-4725-a03c-1009c57af1b2,678eef9d-c28e-4bf7-ade4-95863eab09a7,c1,c5,3393,?,p1,
1769760416.9733949,CREATED,fe0f7e67-47e2-4b2c-92de-0db6377d1fe3,0b314f38-2ef6-4c5d-99ac-d655cda99243,c1,c5,27,?,?,surb={'id': '7f06b873-ccc9-499c-9f91-4b831120a8aa', 'route': ['p2', 'e4', 'i2', 'x10', 'p1', 'c1']}
1769760417.065678,RECEIVED,3f1e2885-1130-44ac-8f0b-a7b6ebd2a82f,a7e3abfc-483f-43ff-922b-f7667fc09af3,c3,c1,27,p1,?,surb={'id': 'f7e9aad3-a818-40a7-909c-214435560a80', 'route': ['p1', 'e5', 'i2', 'x3', 'p3', 'c3']}
1769760417.0780027,SENT,c0b228cd-8834-4af8-87e6-244bf113efea,208948fc-9b4a-4cf4-9b99-9a6b43535ba1,c1,c5,3397,?,p1,
1769760417.078093,CREATED,d5e1f25c-a7e6-4a0c-a526-127b196a771c,255e17f3-42e5-4485-9b9f-cbe40599b804,c1,c5,27,?,?,surb={'id': 'e4da5457-5587-46ae-af23-b8e59f1849eb', 'route': ['p2', 'e6', 'i3', 'x7', 'p1', 'c1']}
1769760417.1122875,RECEIVED,c1e3666c-9c06-497e-bf6f-59b7ab10d6bc,120c66cc-f8b9-4bb9-9cb1-ae432f0c1e51,c4,c1,27,p1,?,surb={'id': '627f13b5-5761-4afa-9a7c-1a00656485d9', 'route': ['p1', 'e11', 'i1', 'x11', 'p1', 'c4']}
1769760417.9689214,RECEIVED,7eb954c2-4701-46cd-a8b0-518130f20ef3,2218dbd1-4c69-4af6-9cdd-227b566d96e1,c3,c1,27,p1,?,surb={'id': '882596af-613c-45c8-8942-8f96e2c23f33', 'route': ['p1', 'e2', 'i12', 'x9', 'p3', 'c3']}
1769760418.4986498,SENT,2b5d1530-ed22-4411-9778-7b008229b79f,0fcf979d-4158-49b8-ba01-ad5715d5ec86,c1,c5,3367,?,p1,
1769760418.498774,CREATED,2e474710-a29c-46d8-ba9c-62a4cfa0d524,99b9c045-1ad2-4a40-8009-c59a760feb4d,c1,c5,27,?,?,surb={'id': 'e24ba365-4fa6-4a11-8031-cc43a3226858', 'route': ['p2', 'e8', 'i7', 'x2', 'p1', 'c1']}
1769760418.504087,RECEIVED,cbee29e6-e4a2-4216-b0b4-b76b38507058,369c4920-8b37-4b8c-bfac-0ef2102e298f,c3,c1,27,p1,?,surb={'id': '376a9513-98f2-4108-afdf-2120c60d7efb', 'route': ['p1', 'e2', 'i9', 'x5', 'p3', 'c3']}
1769760418.6988711,RECEIVED,7a2a544f-45af-47c0-9ecc-6b7c98142e1d,ca6f63ac-4a6a-4287-bfa1-3d161f6908db,c3,c1,27,p1,?,surb={'id': '63e570d0-9816-402a-aca0-0b6cfbc10c8c', 'route': ['p1', 'e2', 'i1', 'x11', 'p3', 'c3']}
1769760418.7216012,RECEIVED,6d9b6384-52ac-4912-aa26-fe812cdb7e77,b7060aff-cf2b-4884-8e04-e3872da63001,c4,c1,27,p1,?,surb={'id': '42b6a06c-5567-46e7-8fee-df95b6315161', 'route': ['p1', 'e1', 'i11', 'x7', 'p1', 'c4']}
1769760418.822217,RECEIVED,b48e9fcd-7c3c-422c-af3b-50026efd8067,b0e95551-1497-46d8-8f71-24d8992be506,c3,c1,27,p1,?,surb={'id': 'f4accfc1-4ecd-4f68-b0ee-97818011148f', 'route': ['p1', 'e8', 'i1', 'x9', 'p3', 'c3']}
1769760418.8548806,SENT,410e8b58-99ea-4fdd-b78c-c1b0d9a1fc8a,051728ee-e44a-4df1-92be-f601afc175fb,c1,c5,3376,?,p1,
1769760418.8549716,CREATED,c2569de2-b917-4bfb-b718-be369291ed4e,29ab5a47-e697-4dd7-9495-e6434a86e940,c1,c5,27,?,?,surb={'id': 'dbe7f662-f739-4178-83f7-1b6b8d8e54d8', 'route': ['p2', 'e10', 'i2', 'x9', 'p1', 'c1']}
1769760418.8829153,RECEIVED,ab7292ee-2920-4345-bde8-6b71ff4b1f40,b63b1845-2f0b-4980-a5df-f6095e1e938e,c4,c1,27,p1,?,surb={'id': '5f87c741-2809-4e0a-8037-29410cc3e00a', 'route': ['p1', 'e3', 'i2', 'x7', 'p1', 'c4']}
1769760418.9724727,RECEIVED,3f2efc24-6040-45bb-8901-2a4fa6014883,b2789c39-3d3e-4939-9f3c-498a5d36a206,c4,c1,26,p1,?,surb={'id': '4b334ae5-a545-4e73-963d-0eaf52cb6940', 'route': ['p1', 'e4', 'i3', 'x6', 'p1', 'c4']}
1769760418.9996479,SENT,15db6262-1425-4e0b-9150-54dd14536a39,7f9ff476-bf3c-44a3-bb6c-e51b2124644e,c1,c5,3366,?,p1,
1769760418.9997416,CREATED,7b4db4c4-d1e1-4aea-a9a9-20b585872970,20cc6b8d-968d-48e8-a59f-bcd16c13951a,c1,c5,27,?,?,surb={'id': '2dfcb7cc-f61b-4a8e-b2dd-fdcae5d1b136', 'route': ['p2', 'e8', 'i8', 'x6', 'p1', 'c1']}
1769760419.0356245,RECEIVED,9bf61300-f3c1-49a1-a8a0-3aa7ad366d1b,b6930b1f-36ae-46cd-a956-9900e37400e2,c3,c1,27,p1,?,surb={'id': '966fc4a3-474d-483f-9cb9-4ab92c549be5', 'route': ['p1', 'e5', 'i9', 'x9', 'p3', 'c3']}
1769760419.291729,RECEIVED,e40fe901-c796-4bce-9851-4be6fdf37e37,a9287788-6d38-4071-a7b3-d7c582c195d1,c3,c1,27,p1,?,surb={'id': '0a138d46-d33d-4411-88f7-8673205224c5', 'route': ['p1', 'e12', 'i3', 'x4', 'p3', 'c3']}
1769760419.397093,RECEIVED,ddfa637c-36e0-4e79-836a-047cf82b44c5,b85aef13-75fc-4d6f-b5b9-eaafa5531e77,c4,c1,27,p1,?,surb={'id': '0f222b2c-34a0-47de-9737-b7af3d606043', 'route': ['p1', 'e10', 'i9', 'x11', 'p1', 'c4']}
1769760419.4697185,RECEIVED,39e5ed70-5506-485d-83c4-e95813559bf6,e5e63eca-0825-4ee6-96c7-957676afca22,c3,c1,26,p1,?,surb={'id': 'b13a2d4b-a192-4388-96ce-51f68a0f672a', 'route': ['p1', 'e3', 'i5', 'x3', 'p3', 'c3']}
1769760419.5720918,RECEIVED,0873b795-109a-4460-90bd-98d8c173acfa,5245b9a4-ea5a-4b18-8ced-9d00ec2b86a0,c4,c1,27,p1,?,surb={'id': '6ca921d3-cf6c-4a7c-8dee-563e482bdf54', 'route': ['p1', 'e1', 'i2', 'x6', 'p1', 'c4']}
1769760419.715127,RECEIVED,09c9aaf2-5774-4091-babf-d4381a08bd6f,ff517ae5-528e-4072-af6a-94c374c165e5,c4,c1,27,p1,?,surb={'id': 'd422c858-b5f0-415c-a329-70aaad4a2583', 'route': ['p1', 'e5', 'i7', 'x12', 'p1', 'c4']}
1769760419.7464998,RECEIVED,c6318667-12f2-4b4c-9650-885fe9e93cae,f37bc84c-2bea-4823-93ed-9c869481c9bf,c3,c1,27,p1,?,surb={'id': 'e62d651f-eeb7-4e4f-abd0-4f24bd8edecb', 'route': ['p1', 'e5', 'i9', 'x8', 'p3', 'c3']}
1769760419.7708945,SENT,222aa054-ea87-4c38-b65f-87648b724b2c,5831f925-3c5a-4a93-b464-6439ebc67715,c1,c5,3387,?,p1,
1769760419.7710142,CREATED,32980188-4987-4091-ab58-47087e4a56d5,401a7246-c459-47fd-8831-d7efa3fd563d,c1,c5,27,?,?,surb={'id': 'ec445d9a-2728-4561-a5b7-6eee9268d4ac', 'route': ['p2', 'e8', 'i5', 'x8', 'p1', 'c1']}
1769760419.9716742,RECEIVED,f8c73987-ca71-4eca-9765-faeff43f0314,3b00ec26-afc8-4ef2-b932-096e66c9f1c4,c3,c1,27,p1,?,surb={'id': 'e9590bb5-011d-4d1d-a598-8a57c9e1ece0', 'route': ['p1', 'e8', 'i7', 'x4', 'p3', 'c3']}
1769760420.083644,RECEIVED,8b99d748-f6fa-44d2-8026-48742d46d479,d6a308b7-2d25-41ba-80b9-74b4975578bb,c3,c1,26,p1,?,surb={'id': '22ae26e5-99ca-4de1-90a7-89e05578c563', 'route': ['p1', 'e12', 'i5', 'x1', 'p3', 'c3']}
1769760420.1661139,RECEIVED,64cb941c-641c-425f-a2c9-a94c6e9b2515,e42e6055-c5b0-4734-ac6f-eda8abac1658,c4,c1,27,p1,?,surb={'id': '9826a733-45c4-4214-ba38-2f2b4bb0a881', 'route': ['p1', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769760420.1711977,RECEIVED,c98316cd-910f-45fe-8dcf-12a0afb5b58a,fa89a6cc-23eb-478f-bbeb-8be782bcee64,c4,c1,27,p1,?,surb={'id': '7dbfaf75-1389-48f0-89c6-bf618b90deae', 'route': ['p1', 'e5', 'i2', 'x3', 'p1', 'c4']}
1769760420.2122273,SENT,0383ee65-cc6b-4375-a897-7a055213502d,02532298-6a31-47f2-90d9-71180d1f0c29,c1,c5,3379,?,p1,
1769760420.2123137,CREATED,91f628ad-6b89-48d7-b034-0fd6058412e1,4c7577b9-e8b2-4ca1-867e-f57b20d5e8dd,c1,c5,27,?,?,surb={'id': 'f00ef5bd-97ed-40d5-918f-ac8c6d25d2a1', 'route': ['p2', 'e9', 'i1', 'x9', 'p1', 'c1']}
1769760420.2403145,RECEIVED,a8414ab7-d1ef-400d-b696-03995300ef34,871f0f67-de92-45ca-a380-90518166c8a5,c4,c1,27,p1,?,surb={'id': 'dd280707-234d-4b37-9214-027a40728f83', 'route': ['p1', 'e8', 'i8', 'x7', 'p1', 'c4']}
1769760420.3026907,RECEIVED,d91afbf1-fdac-407f-960e-2b1b8e9dfb56,874da2fa-9d2a-4a03-bc2a-56189d801b95,c4,c1,27,p1,?,surb={'id': '68908c16-ac68-4384-b732-0c7271daa787', 'route': ['p1', 'e8', 'i3', 'x2', 'p1', 'c4']}
1769760420.3273818,RECEIVED,261badb2-dd3d-4663-94a3-dbc17c1dc351,661c247a-5c7f-417e-a6a0-d5a112e3694d,c3,c1,25,p1,?,surb={'id': '1c183e30-a487-43f0-950f-39a8db509d57', 'route': ['p1', 'e11', 'i12', 'x8', 'p3', 'c3']}
1769760420.336067,RECEIVED,17d50f4d-9147-4771-a770-f2bcee5a6194,ef81eedf-3458-464d-96ca-7ba7b6f550ea,c4,c1,27,p1,?,surb={'id': 'c5a962f5-33ea-485c-8f2b-a89cc699d788', 'route': ['p1', 'e2', 'i11', 'x7', 'p1', 'c4']}
1769760420.7911794,RECEIVED,8056203a-ecc3-4c2c-91f2-a9f0a3672530,4fcbc564-bc56-46d9-8653-18f16b268a4b,c3,c1,27,p1,?,surb={'id': '00fcf50d-6696-4026-9901-e69ed800abca', 'route': ['p1', 'e9', 'i9', 'x12', 'p3', 'c3']}
1769760420.9085703,SENT,9e55fa67-428f-4035-bb7f-5ae69890675f,be09992e-f3d9-4092-a6b0-4047020e519f,c1,c5,3384,?,p1,
1769760420.908641,CREATED,84e37003-4ec2-467b-89f7-1536356e56fe,adf78c07-4dae-43b6-9561-cbebad798a10,c1,c5,27,?,?,surb={'id': '4b05edf4-c160-4489-8e23-3ccada7ec3d8', 'route': ['p2', 'e2', 'i5', 'x4', 'p1', 'c1']}
1769760421.0857272,RECEIVED,fd871475-71b4-41e5-ada9-16ada9236ac2,0cdf8fb5-cf8e-4e4e-b481-c09931f380cf,c3,c1,27,p1,?,surb={'id': '9cc94904-c513-48c5-ba1b-14cbb2cc7af9', 'route': ['p1', 'e7', 'i3', 'x1', 'p3', 'c3']}
1769760421.360208,RECEIVED,22597751-d7d3-4a30-9f53-83b420a9eace,1259ad93-22e5-462d-90be-bf3c225fe81a,c3,c1,27,p1,?,surb={'id': '28f36805-f188-4a17-a44f-3bd0b6cc862c', 'route': ['p1', 'e12', 'i5', 'x9', 'p3', 'c3']}
1769760421.4919913,SENT,27c9e969-a648-45e9-b553-66b6119ea41a,3cb0cc4b-2781-41cc-bd8f-68ab690d5a62,c1,c5,3396,?,p1,
1769760421.4920616,CREATED,684c508a-7278-40af-bdbd-8f133f56b366,5a29870d-a30f-4f71-ae48-9ffd4f71971c,c1,c5,27,?,?,surb={'id': '741d8b9a-aa4c-4b91-9cbc-0cb612abc00b', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c1']}
1769760421.5337484,RECEIVED,5c9a44e8-e124-4826-87c8-c5be7a022340,d690f1a6-65f4-44dd-a8fd-63135e60c6e7,c3,c1,26,p1,?,surb={'id': '597dc56f-872b-4ecd-85f7-1a322043a71d', 'route': ['p1', 'e5', 'i5', 'x9', 'p3', 'c3']}
1769760421.5459259,RECEIVED,0d8459de-d814-4664-ac73-03190be80907,6521eb34-0e6d-4638-9d84-2f03f067a99d,c3,c1,27,p1,?,surb={'id': '9890d742-a6a3-483a-90f1-a4078efc67bf', 'route': ['p1', 'e11', 'i9', 'x12', 'p3', 'c3']}
1769760421.7659192,SENT,98024705-bcc1-42fb-869e-98a5a6f8d056,5df1a82a-6e02-49d8-84df-c034d2f159b0,c1,c5,3360,?,p1,
1769760421.7661514,CREATED,b2545f8b-52fb-4c02-b1ee-fdb37d8bffd4,75e9647b-f277-457c-9652-ac72a41b83a9,c1,c5,25,?,?,surb={'id': 'c4649d9b-9e25-4301-83d7-216157088a4b', 'route': ['p2', 'e5', 'i7', 'x12', 'p1', 'c1']}
1769760422.3101747,RECEIVED,33309279-4370-4920-8e9d-6acc8c816649,45e52cad-8a18-40a2-b2e9-160239573c91,c3,c1,27,p1,?,surb={'id': '13e341b8-3b8c-48e8-8ffe-2d4c3f37ed34', 'route': ['p1', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769760422.3723702,RECEIVED,121f9d30-9f0b-4655-8f20-e8b23852b163,7dbe90fc-6d4d-4548-ba1b-358c424daac0,c4,c1,27,p1,?,surb={'id': 'b1219959-4c29-4c83-86a2-befdc9508dad', 'route': ['p1', 'e5', 'i6', 'x10', 'p1', 'c4']}
1769760422.6904614,RECEIVED,c529ccaa-665f-4b7c-aaf0-31bb5951c372,2dce0a89-51e7-4436-ac0c-876a7989c9d9,c4,c1,27,p1,?,surb={'id': '6cecb285-aa70-4d16-b5d0-df17249e2691', 'route': ['p1', 'e3', 'i6', 'x7', 'p1', 'c4']}
1769760422.9621496,RECEIVED,bd14fc9e-9c5b-4cd7-b22b-6f3258f478bf,bad3802d-d355-4cd8-86e6-05a6c81eea97,c4,c1,27,p1,?,surb={'id': '168c53ab-4b71-4f53-9464-88a972834278', 'route': ['p1', 'e1', 'i2', 'x5', 'p1', 'c4']}
1769760423.1005383,SENT,868ec81c-f17d-4351-8ff2-016aaf61f2b0,b237372c-c3da-41a7-9928-88d3d0a1cd7d,c1,c5,3379,?,p1,
1769760423.100618,CREATED,046c5095-f959-41d9-87c4-d206475e8c79,3df0cef7-9747-42c5-a4de-2ceb51542adf,c1,c5,26,?,?,surb={'id': '52d7a157-ccc5-4ace-9245-996bfee82ab0', 'route': ['p2', 'e8', 'i3', 'x7', 'p1', 'c1']}
1769760423.1695757,RECEIVED,795474c7-855f-409d-9fcc-6936fbb5e6ce,462a936f-f019-4652-a2f6-a4a30947fad7,c4,c1,27,p1,?,surb={'id': '58bc83d2-9057-4365-b823-57d085720553', 'route': ['p1', 'e12', 'i9', 'x10', 'p1', 'c4']}
1769760423.2973726,RECEIVED,70019a5e-cb3e-4ac7-99af-6db189719931,605d6937-b108-44c5-b305-2b1ad2784cc8,c3,c1,27,p1,?,surb={'id': 'a03f33f8-b691-46b5-af2d-4e08e94ab1b5', 'route': ['p1', 'e9', 'i11', 'x3', 'p3', 'c3']}
1769760423.3775437,RECEIVED,67a3e32f-3f8f-4dc0-b8fd-a6039ce98ea7,5c9f972c-e02f-4540-93d5-c6669a3b6472,c4,c1,27,p1,?,surb={'id': '40159232-8ace-44b4-8443-5f04ff460631', 'route': ['p1', 'e2', 'i11', 'x6', 'p1', 'c4']}
1769760423.3821595,RECEIVED,0928fa32-1cd4-4e97-855f-4059140f59f8,b5a671fb-6d7d-439a-9068-17fcca475668,c3,c1,27,p1,?,surb={'id': '57ceaf49-7067-4f99-9b93-35efdc294770', 'route': ['p1', 'e1', 'i5', 'x4', 'p3', 'c3']}
1769760423.588628,RECEIVED,e6f3b948-ce6a-49d7-ba03-88c4af554155,31f49de7-a73f-4685-b83f-09c29ac24f31,c3,c1,27,p1,?,surb={'id': '85cb98c8-5a19-4598-b565-f20fb2cbb1f2', 'route': ['p1', 'e8', 'i12', 'x11', 'p3', 'c3']}
1769760423.6169462,RECEIVED,3a9290ef-cb9e-4075-a990-c797d298624f,ae977783-db46-4a49-9629-c196519019f2,c3,c1,26,p1,?,surb={'id': '256f7005-0d92-425f-addf-2f45911aabd8', 'route': ['p1', 'e6', 'i7', 'x9', 'p3', 'c3']}
1769760423.887635,SENT,bc75857a-81d9-426b-9339-e85cf867edb6,bb78409b-f9c0-4849-b50a-d0e610b549a8,c1,c5,3389,?,p1,
1769760423.887727,CREATED,fc441aff-00ff-489b-94b3-fc61e24e30ce,6f43dbaa-80ba-4136-9a10-abf2ee74447c,c1,c5,27,?,?,surb={'id': '81f68e63-fd37-4ce3-a0fa-fe8fdbb4b55c', 'route': ['p2', 'e6', 'i9', 'x5', 'p1', 'c1']}
1769760423.905556,RECEIVED,ed8cc354-6999-4ffc-ad4f-d752a1faf0c9,443e6209-6042-4613-9337-75f54b286cb8,c4,c1,27,p1,?,surb={'id': 'dcb80f25-4d9a-4267-bd64-3b270c591f2b', 'route': ['p1', 'e9', 'i9', 'x10', 'p1', 'c4']}
1769760423.9945917,RECEIVED,e67c3bf4-cd38-4492-8712-419a36a25c78,ca58914f-21ab-444a-94cb-cd1bb0e47fef,c3,c1,27,p1,?,surb={'id': '5cff2521-e98b-45b9-8ab6-385e9223c173', 'route': ['p1', 'e6', 'i9', 'x11', 'p3', 'c3']}
1769760424.0668635,RECEIVED,f6889473-97a9-4d04-bb47-5eb0bb1487bd,2e96579a-1cca-4edc-9168-161bc38b5ca0,c4,c1,26,p1,?,surb={'id': '074a6adf-a9ee-41da-af6b-61653d036202', 'route': ['p1', 'e10', 'i6', 'x5', 'p1', 'c4']}
1769760424.0708659,RECEIVED,b1e14804-a2f5-427c-81af-6a4a5ccdd283,1315e103-40de-4882-8e06-6ffb55950b6e,c4,c1,27,p1,?,surb={'id': '96179866-0adf-4fbd-87d7-37da52c84759', 'route': ['p1', 'e9', 'i2', 'x5', 'p1', 'c4']}
1769760424.3320804,SENT,eab35203-ddd2-420e-83c0-139c48038972,674ed316-3f56-445e-b32e-bb90fec0b3ed,c1,c5,3375,?,p1,
1769760424.332233,CREATED,1eda7deb-4c72-4364-bf04-7d827fa72ba5,fe6fed9c-baaf-4059-8350-37d36bed0fe9,c1,c5,27,?,?,surb={'id': '4f55c9c3-6b45-451e-b043-0242315ccc95', 'route': ['p2', 'e12', 'i9', 'x1', 'p1', 'c1']}
1769760424.3676455,RECEIVED,3e733773-6618-4e25-95b6-bbc239463ab6,4aa5ae34-c4d1-481a-b3c5-1c88339af5c6,c4,c1,27,p1,?,surb={'id': '3b462c3f-3fe8-4b35-aa2a-bb58272038ad', 'route': ['p1', 'e5', 'i9', 'x5', 'p1', 'c4']}
1769760424.6621704,SENT,209a757a-a7d8-4da5-86bc-be25c0b247ef,323307ea-86cf-42ac-99ff-9daf590861d4,c1,c5,3363,?,p1,
1769760424.6622725,CREATED,ee2087e8-e2b9-4470-886a-e415a44c2b1a,858bd93b-df57-449b-be3b-5e2da7bbeeca,c1,c5,27,?,?,surb={'id': 'b47e1ea5-a367-42c3-97fe-1c5400ab3b54', 'route': ['p2', 'e1', 'i11', 'x6', 'p1', 'c1']}
1769760424.7082462,RECEIVED,ac4ac5ee-ba36-424c-bd36-cadd42fe1fe9,ff6d2f00-8554-4a70-bdf6-01ca11553b25,c3,c1,27,p1,?,surb={'id': '05aa683d-a875-4497-946f-2a4a072ee5c5', 'route': ['p1', 'e10', 'i6', 'x1', 'p3', 'c3']}
1769760424.725726,RECEIVED,8026765f-c7fd-4d6d-9380-2c49526dc425,08f61c37-47dc-4714-bad4-6deae7de853a,c4,c1,26,p1,?,surb={'id': '79a7818b-8385-4cbb-8ca3-3ea67e145c47', 'route': ['p1', 'e6', 'i1', 'x3', 'p1', 'c4']}
