timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769737431.8438218,SENT,f1c92f93-acb2-44f2-a7de-b4f8a77be508,42cd73aa-0c93-41cd-86c3-f83b4fc00456,c4,c1,3385,?,p1,
1769737431.8439672,CREATED,2c432aee-8178-4745-b921-52ac7e0db047,7febf27d-6d10-491b-886e-7e683ae43cca,c4,c1,26,?,?,surb={'id': 'f890fcc1-221b-4273-ba5c-32b676a3de31', 'route': ['p1', 'e9', 'i5', 'x3', 'p1', 'c4']}
1769737436.2508457,RECEIVED,75232621-dc85-460f-aee6-13f16c2e9899,9a00ac31-6d52-4997-b0aa-993c5fb4f220,c3,c4,26,p1,?,surb={'id': 'b51e3db0-1e9d-498e-94ff-d877acc3ef1e', 'route': ['p1', 'e4', 'i2', 'x9', 'p3', 'c3']}
1769737436.837421,SENT,43635445-f503-4adb-abf7-e157701a6a9f,d3b02209-9b57-4ddd-b3a3-d677f31ec869,c4,c1,3359,?,p1,
1769737436.8375854,CREATED,a52054e7-e781-45e2-9b10-d5345947f21c,24c73235-d759-4373-8fbe-726a1e54b497,c4,c1,27,?,?,surb={'id': 'bc253ffc-02ed-4787-9e74-7def6bda7f11', 'route': ['p1', 'e3', 'i9', 'x5', 'p1', 'c4']}
1769737436.878415,SENT,7b0fc83f-abfe-487c-a73c-951319b9bd18,9c24d73f-ce47-4c8a-bb43-76accdeebb65,c4,c1,3404,?,p1,
1769737436.878546,CREATED,4a970079-36d1-4a1d-b11c-d2ca309eba0b,a6029a1a-031e-4d0c-80ac-3bea51b1092c,c4,c1,27,?,?,surb={'id': '203c3810-7b67-4b7f-a6e1-1e6287915fad', 'route': ['p1', 'e1', 'i4', 'x12', 'p1', 'c4']}
1769737436.8890092,RECEIVED,570e19de-48ee-431c-8371-3c75d9e7a733,a2f0a3cc-c83b-43b5-b903-f53294bd2020,c2,c4,26,p1,?,surb={'id': '0f692f93-e612-48fa-b95d-4cbce31c77e0', 'route': ['p1', 'e3', 'i2', 'x1', 'p2', 'c2']}
1769737436.9148636,RECEIVED,d67184a2-18fe-4d94-a6ec-ea5605e099da,0cb88721-85e2-4f5c-bd8d-bdf9bb3b2408,c2,c4,26,p1,?,surb={'id': 'c6238d2a-9644-45ce-a10a-d2d96edd1681', 'route': ['p1', 'e5', 'i4', 'x6', 'p2', 'c2']}
1769737437.0861695,RECEIVED,d083267b-9d52-4abc-8689-6ed3075b81b6,df31d397-3e3a-44f6-8c05-47faf43fb237,c3,c4,27,p1,?,surb={'id': '32ce7bb8-f0a2-43d5-9240-9fd8de5a1b8b', 'route': ['p1', 'e12', 'i7', 'x9', 'p3', 'c3']}
1769737437.4119313,RECEIVED,8d3d9fbf-e12d-4652-b67e-2a429f3e6bf2,d1f0bb55-b791-4ec7-a2dc-4adaa2d7ee34,c3,c4,27,p1,?,surb={'id': '33d71ad5-b485-4dc1-8c01-72efc1ac50ed', 'route': ['p1', 'e8', 'i4', 'x6', 'p3', 'c3']}
1769737437.5086546,SENT,30d56366-55b9-43fd-8825-cd28227d8eb5,a0a2f094-cfa1-458e-bf7c-a27170746f05,c4,c1,3387,?,p1,
1769737437.5087855,CREATED,fee23732-2994-4145-9a57-1c4ed782c069,21bbcd1b-15f0-41f3-be89-c9814420a275,c4,c1,27,?,?,surb={'id': '050f9c7e-7a1f-4f3a-a573-2bdb16d134ae', 'route': ['p1', 'e4', 'i5', 'x4', 'p1', 'c4']}
1769737437.5967388,SENT,63f0790f-8f1e-4c1c-9564-f174ad0e8ea5,a1232ef8-4a3e-4f63-9754-3b4bc71ee1a0,c4,c1,3399,?,p1,
1769737437.5968738,CREATED,d8d69790-2aef-4b54-ae82-e7be87a446fc,4a399a8e-6633-4527-ab4b-16d89ae6dd40,c4,c1,27,?,?,surb={'id': 'eeb2dd9b-880c-46e1-922e-11cbd716f282', 'route': ['p1', 'e11', 'i12', 'x1', 'p1', 'c4']}
1769737437.643011,RECEIVED,dfa45918-4fdd-4ec1-963b-ebe12491b309,28bd0059-815e-4392-9100-de80c5444925,c2,c4,26,p1,?,surb={'id': 'febb8881-dd3b-4a89-9750-cb089ee4e74a', 'route': ['p1', 'e8', 'i2', 'x3', 'p2', 'c2']}
1769737437.7442818,SENT,5c9ab943-e212-4a4b-a3e0-2084cc09d497,26b04c8a-8b83-415e-b5a7-9d84701cefe8,c4,c1,3356,?,p1,
1769737437.7444127,CREATED,e060b417-c956-4225-ab57-11100e8d92e0,68fe22a5-7695-4f0b-a703-85f7a59f1f84,c4,c1,27,?,?,surb={'id': '5fa6cf51-5948-4347-b14a-5527b80ca726', 'route': ['p1', 'e5', 'i9', 'x2', 'p1', 'c4']}
1769737437.817599,RECEIVED,5a70a0bf-35c1-42d2-b9a4-26cbb27cdf6d,52910bcb-237e-4c60-910f-07edf657d6ea,c3,c4,27,p1,?,surb={'id': '23ea1fa3-b43a-4867-b9bf-a97dda1456b8', 'route': ['p1', 'e11', 'i12', 'x11', 'p3', 'c3']}
1769737437.8233125,SENT,f82a5deb-a9ed-4924-9e55-bc027e7f1285,66e9b305-530a-4a5c-b5b6-27bff71a14ce,c4,c1,3399,?,p1,
1769737437.8234465,CREATED,c361ccc0-46eb-4d74-8c1c-168dda0b361b,d5cc2f00-7b53-4ad4-866e-f5a2c43eff95,c4,c1,26,?,?,surb={'id': 'ef86c435-813f-4728-9016-60609cae35f4', 'route': ['p1', 'e8', 'i10', 'x9', 'p1', 'c4']}
1769737437.8449714,SENT,538e7a5b-62ee-4ff4-b332-3b922610d72e,803510ab-5f00-49df-9902-b0e796f44d22,c4,DROP,2030,?,p1,
1769737437.8451216,CREATED,3fd84318-c53b-45bc-8899-f6717956af5f,b7e812be-386c-4c2b-971f-67e714b512ba,c4,DROP,27,?,?,
1769737438.0055463,RECEIVED,66e2db97-5e91-4b75-aa70-de8d7ec93488,470b6b83-5404-4f8e-b41d-5e269b585887,c2,c4,26,p1,?,surb={'id': '122f48fd-01a3-4ab5-ab59-912945537089', 'route': ['p1', 'e7', 'i5', 'x7', 'p2', 'c2']}
1769737438.007626,SENT,401bdf29-1851-42a5-8969-bcecc7d7f6de,3ecaad35-8cef-4e94-a9c2-1d7b66a32adc,c4,c1,3396,?,p1,
1769737438.007751,CREATED,c19a4fd5-8866-41fe-84f4-80fe5f55a3ed,f153cb2e-053f-42cf-af3c-54eeb2705849,c4,c1,27,?,?,surb={'id': 'cf8526d2-214b-4473-8e1a-f361b9e66375', 'route': ['p1', 'e8', 'i4', 'x8', 'p1', 'c4']}
1769737438.02781,RECEIVED,402cf4f7-6c69-45ae-9aed-d20a2afc89e4,a6ddd3b7-df0f-4b42-9d76-c4a3808b43f3,c3,c4,27,p1,?,surb={'id': '4cff72d9-505c-49a7-9b47-68bbfb26d33d', 'route': ['p1', 'e5', 'i8', 'x9', 'p3', 'c3']}
1769737438.0431416,RECEIVED,2d3a2b4a-6696-4673-8e41-ace6039e35c1,af2a6d8b-7003-41b7-91b3-2ca32e444baa,c3,c4,27,p1,?,surb={'id': '8d8cba15-4575-4ec8-97f0-bcc7cb9ec4e0', 'route': ['p1', 'e2', 'i3', 'x5', 'p3', 'c3']}
1769737438.0473564,RECEIVED,533fd21a-0e01-422c-8f8e-cc3fe11b6873,613abc8a-8ba0-4f24-b49e-22ec1781193b,c2,c4,27,p1,?,surb={'id': 'ac5a6c86-1bfe-499b-8aef-302703121d09', 'route': ['p1', 'e2', 'i9', 'x4', 'p2', 'c2']}
1769737438.0531886,SENT,93de9b88-be1e-42f0-a5cb-719abe774c85,b5a32e9e-e5e7-4a04-82ce-12075659983c,c4,DROP,2035,?,p1,
1769737438.0533066,CREATED,f048d4a4-bc33-4f41-910b-0f8804dc658b,5c851dcf-1e3e-403d-9b3d-9d6a2104dba7,c4,DROP,27,?,?,
1769737438.07177,RECEIVED,a3f95e3c-5334-4a9a-8d5b-d5bb8b0db1cb,0a47fdb0-4e4b-484b-aa74-defc36b3aed2,c2,c4,26,p1,?,surb={'id': '5b33545b-2a1f-48e1-94b9-02f5ac34ae78', 'route': ['p1', 'e1', 'i6', 'x1', 'p2', 'c2']}
1769737438.1047335,SENT,a87893bd-6f41-4ffc-964e-1e2f8e958d45,f8b38352-5906-4e90-804d-34b9095d65b4,c4,DROP,2020,?,p1,
1769737438.1048405,CREATED,fbab039b-aebf-4648-a106-b43e551cbb93,cb063ad9-8cd7-4b91-be8c-1f431a5f6868,c4,DROP,27,?,?,
1769737438.149784,SENT,e16d72b2-8f9f-4e41-b296-198068e01e4f,2a2e9e86-4c92-44e7-a3db-f97324ffeb1a,c4,c1,3384,?,p1,
1769737438.149917,CREATED,367f040d-81e1-400b-aa73-74365011b5be,9bb78c48-a5cd-4139-90b6-88c53df9707d,c4,c1,27,?,?,surb={'id': '7f7bee0c-d6f7-4a88-8611-48bf505275f7', 'route': ['p1', 'e5', 'i7', 'x6', 'p1', 'c4']}
1769737438.1720936,SENT,fd726571-c589-4b4a-80e6-faf28bd6d3d6,45fd6736-0dd3-4e25-88ec-7870c591370f,c4,DROP,2019,?,p1,
1769737438.1722124,CREATED,537aad84-ca39-4643-b3f3-0c0233406dfc,ce6f43d0-4927-49b9-8874-6bcfedbfa620,c4,DROP,27,?,?,
1769737439.0065064,SENT,809c49ff-edea-4ac2-834c-8862a8fb6f37,65439175-c83c-4166-9689-a51127870c79,c4,c1,3403,?,p1,
1769737439.0066524,CREATED,066a440e-95a8-4dfd-aa69-09901b922db8,fb0d197a-bae1-4958-9e19-5da85ab4465b,c4,c1,27,?,?,surb={'id': '96b33b77-d755-4d16-a958-d208c2a5a120', 'route': ['p1', 'e10', 'i7', 'x9', 'p1', 'c4']}
1769737439.2076912,RECEIVED,793b01da-1750-4b56-b8af-860d5e01809d,a4770b22-a12d-4939-90fe-8b2fe40e9511,c3,c4,27,p1,?,surb={'id': '0481568c-3917-46b8-9c84-870fac33977a', 'route': ['p1', 'e1', 'i9', 'x1', 'p3', 'c3']}
1769737439.4086027,RECEIVED,200cd550-413c-4600-8c25-996c183fe294,959cfc19-bf32-4587-aafe-c5418f593cd6,c2,c4,26,p1,?,surb={'id': '7f9215ea-7033-4248-8adf-34ad78c54e52', 'route': ['p1', 'e9', 'i1', 'x9', 'p2', 'c2']}
1769737439.474632,RECEIVED,deb02c8d-7afe-4e5e-a994-b796ed33ff98,2c90a388-026a-4b7c-94ee-bb1f77b80c1a,c3,c4,27,p1,?,surb={'id': '79b341f4-58d9-4f2d-b1d9-48671b4a3d9e', 'route': ['p1', 'e9', 'i10', 'x12', 'p3', 'c3']}
1769737439.7990801,SENT,90c5c3d7-3b6e-4373-b91b-1b203661b87e,93fafc5f-bc1e-4670-90d7-4455f4a5d1a0,c4,c1,3364,?,p1,
1769737439.7992163,CREATED,b41cc14f-dbd0-484b-b57d-05fce9d6348d,33c536d9-3d52-47d0-aa0c-60538c3b7a2e,c4,c1,26,?,?,surb={'id': '972d16ad-4b47-41e9-adcc-c30666696c04', 'route': ['p1', 'e8', 'i4', 'x9', 'p1', 'c4']}
1769737439.8384883,SENT,b6fcbaaa-86dd-447a-b86f-677b0ceb3732,44497d8e-92f8-41aa-91c4-8cadb01b459a,c4,c1,3396,?,p1,
1769737439.8386352,CREATED,1061d631-bd26-4ba7-836e-90d031700c63,1ec0c106-b20e-44c9-b103-2f75e52c3536,c4,c1,27,?,?,surb={'id': '50f7ffc8-b493-493b-9bfd-46e1dc78f909', 'route': ['p1', 'e11', 'i3', 'x8', 'p1', 'c4']}
1769737440.2085087,SENT,a4c6acec-0052-495e-a130-1b834a3d364b,8471d157-38a2-413b-87ee-c417306cc2db,c4,c1,3376,?,p1,
1769737440.2086437,CREATED,89e54835-fb1d-4f6f-9b29-36c09651a208,1a1cee81-306d-4b9c-98bc-bce5f3e11551,c4,c1,27,?,?,surb={'id': 'fdfadcdc-c431-4980-9679-4805f14bd3b4', 'route': ['p1', 'e2', 'i12', 'x5', 'p1', 'c4']}
1769737440.2843218,RECEIVED,f191da4f-0dbb-4e93-9261-3a13d508a57f,5a191813-b823-4aae-84f3-6accfcbe2058,c3,c4,27,p1,?,surb={'id': '41b5978f-444f-4464-8afd-dde26d0495d7', 'route': ['p1', 'e11', 'i11', 'x7', 'p3', 'c3']}
1769737440.297879,RECEIVED,89214126-8aa2-4588-9891-cda95e30ca01,b38a952f-517f-43b9-8b10-141892332d50,c3,c4,27,p1,?,surb={'id': '3a0628af-b93a-45ac-be17-e72f765ec1d8', 'route': ['p1', 'e8', 'i8', 'x8', 'p3', 'c3']}
1769737440.3211339,RECEIVED,577507af-b2c4-46fd-91a0-274ddcd62cfc,3de77437-440d-4a00-b1b1-3b416c61b143,c2,c4,27,p1,?,surb={'id': '0703d304-053a-429c-95df-4de31e170f4b', 'route': ['p1', 'e5', 'i5', 'x9', 'p2', 'c2']}
1769737440.4965987,SENT,e17d85e2-457a-4773-9abe-6cdcae9b0267,dbf0cedd-3e8a-46e9-acc0-8a10b87ff9c5,c4,c1,3380,?,p1,
1769737440.496744,CREATED,5e62cf4c-9c01-46d2-b432-3b5ee25840ab,e56c97a3-6091-4f56-b43e-a75e98f1596b,c4,c1,26,?,?,surb={'id': 'c6e1a45a-87ff-4d32-b363-58d55d2a773b', 'route': ['p1', 'e8', 'i10', 'x3', 'p1', 'c4']}
1769737440.6042562,SENT,1ce88b03-ca8c-4455-8a86-d00b7aa7dd48,dff8bc5c-b26f-4803-a6d8-4f75a4bc33c0,c4,c1,3396,?,p1,
1769737440.604402,CREATED,2adcfc00-0cd5-4d8c-8da1-476d9dfaed1d,79d30a57-df2b-47ab-ab20-83c4c28786ca,c4,c1,27,?,?,surb={'id': '44cb1021-a9eb-456f-9c32-b3a0c220660b', 'route': ['p1', 'e10', 'i11', 'x2', 'p1', 'c4']}
1769737440.722917,RECEIVED,893a5415-a6db-4eba-bf6e-6f0afcb58fa0,1ddb5164-5936-4edf-a3f8-efa02b5d9ad3,c2,c4,27,p1,?,surb={'id': '79e7a7f2-0669-4a83-a9a8-f87fa2f1eabb', 'route': ['p1', 'e12', 'i12', 'x4', 'p2', 'c2']}
1769737440.9440315,SENT,3385993d-277c-4599-974b-e155a8503e79,2dfff15b-d6b2-4f4b-8c8d-b6be06e4abbe,c4,DROP,2037,?,p1,
1769737440.9441876,CREATED,9c62eee4-3af9-4660-9209-fb21c0818112,37e9e1b5-c084-45f2-b039-bb2bb5de0af1,c4,DROP,27,?,?,
1769737441.0086253,RECEIVED,9ec46130-7f35-43bc-8315-8276d71a707b,2e79fe9b-76df-4dc1-b76d-3cf90910c05d,c3,c4,27,p1,?,surb={'id': '735ea8b4-48eb-4df0-aaab-05c9932bb44d', 'route': ['p1', 'e6', 'i5', 'x5', 'p3', 'c3']}
1769737441.061613,RECEIVED,abaff2bf-d613-443a-b456-49830a1a382b,c89847ca-a32e-48c4-83fc-542c44cd3e8e,c3,c4,27,p1,?,surb={'id': 'c1e84144-8449-4b57-b90a-83ed63333137', 'route': ['p1', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769737441.4608428,SENT,1b1c869a-ec10-4bfd-b493-4ab8a62bab5a,36c3c79d-edc4-4db0-b188-e34a4627ab53,c4,DROP,2036,?,p1,
1769737441.4609573,CREATED,1617e751-e43c-4914-b840-aa320c8b38a2,9992bb85-29c1-41b8-978c-768180b1b1a9,c4,DROP,27,?,?,
1769737441.544502,RECEIVED,57f28fad-09ad-47fd-b0b5-ffb66bd4d97b,7546938c-dfd7-4939-a286-c6ec35e2528b,c3,c4,27,p1,?,surb={'id': '61369e62-99c3-4156-811a-1dd0a8fbcdd2', 'route': ['p1', 'e12', 'i5', 'x6', 'p3', 'c3']}
1769737441.6228566,RECEIVED,4c4b0303-dc01-41bc-b503-1725f801b8f7,dea93996-edbd-4ed8-9e57-3e81d559fb51,c3,c4,27,p1,?,surb={'id': 'b09218c2-56a6-425c-9c77-13724f48afae', 'route': ['p1', 'e2', 'i2', 'x3', 'p3', 'c3']}
1769737441.7001727,RECEIVED,12e74af0-e63a-4e83-93e0-6e1ad0fc3a66,ded5df3f-18ab-4b05-84c1-b497eebebc67,c2,c4,27,p1,?,surb={'id': 'e51cfbeb-1eb9-4487-85f3-0fac8ba81ef0', 'route': ['p1', 'e12', 'i8', 'x8', 'p2', 'c2']}
1769737441.7794678,RECEIVED,dbc5144a-ea4d-42ac-a052-0878c2458f80,7b87bfb0-08b6-4e75-9f82-b3bc900fea3b,c2,c4,27,p1,?,surb={'id': '9cdca39d-c0a4-4f85-89b7-4c198ae96066', 'route': ['p1', 'e10', 'i2', 'x5', 'p2', 'c2']}
1769737441.8768523,SENT,c40a1c9a-270e-485d-a27c-9173e74932e3,d5b678f8-4897-47ad-8fbe-84ef374f5c76,c4,c1,3383,?,p1,
1769737441.8769982,CREATED,3f02473d-16a4-46bb-9526-9e3d30787cdd,ca4f8515-cb21-4481-a922-bd5c441c8105,c4,c1,27,?,?,surb={'id': '8b1595c3-a911-4454-8703-b809f8d06cd5', 'route': ['p1', 'e10', 'i6', 'x12', 'p1', 'c4']}
1769737441.9157488,RECEIVED,4c0d6a72-d2a8-4afe-85cb-fc9ea0c572f7,ecd89eca-1c53-45f9-aa02-9df15f8836f4,c3,c4,27,p1,?,surb={'id': '46a40e66-c863-4843-80a7-76a38274f311', 'route': ['p1', 'e9', 'i5', 'x6', 'p3', 'c3']}
1769737441.9566686,SENT,254b3b58-c4bb-47cb-8474-6c95fba2e00a,a557e1c2-c5eb-4ec4-ab94-d998b5782aa5,c4,DROP,2039,?,p1,
1769737441.9567983,CREATED,4cb6cd88-e2ba-486a-974d-e71df7507cf7,0a26c395-5b0b-47f9-934d-0966acc212e5,c4,DROP,27,?,?,
1769737442.2848063,RECEIVED,bfa87963-66ce-45e2-90c6-452ecc4f7385,ba7dcb58-d106-4268-9059-ba39a310e531,c2,c4,27,p1,?,surb={'id': '9304276a-0040-4f0c-8b51-bb3fd55a4660', 'route': ['p1', 'e5', 'i11', 'x11', 'p2', 'c2']}
1769737442.313101,SENT,b1d09406-c061-4f83-a3af-3f8b88a411ae,03844185-352a-42bf-b854-6059475e0ee7,c4,c1,3389,?,p1,
1769737442.3132522,CREATED,dcaeda65-6794-4712-8c65-0f1849628233,3e278bbc-2ad2-45ba-a6ad-b19767957a72,c4,c1,27,?,?,surb={'id': '9ddd5ca8-e7c6-415f-91fa-f81e38e6061e', 'route': ['p1', 'e9', 'i8', 'x5', 'p1', 'c4']}
1769737442.3325064,RECEIVED,713a6145-5750-4624-9aa8-0cc82de80f8e,857e1a5e-ed4c-4226-8266-aaa781e07d03,c2,c4,27,p1,?,surb={'id': 'fe11c9ff-7d70-4b9d-ae87-8dadcf7dfb7b', 'route': ['p1', 'e2', 'i6', 'x5', 'p2', 'c2']}
1769737442.6975057,RECEIVED,9d08c8db-b306-4501-8b30-1ef4c3aba38e,6e27a113-0411-4ef7-808f-c88744d412bd,c2,c4,26,p1,?,surb={'id': 'df0621b5-ee60-43d8-83b5-c72c96aeebb3', 'route': ['p1', 'e8', 'i6', 'x7', 'p2', 'c2']}
1769737443.1432314,RECEIVED,cf1cbe91-8558-4d56-9996-f5a539483f4d,28f87110-29f2-40a2-9814-fe7c414b5ea6,c2,c4,27,p1,?,surb={'id': '18d3d6a2-a248-4ee2-b815-b2541345c5ac', 'route': ['p1', 'e2', 'i10', 'x10', 'p2', 'c2']}
1769737443.4484591,SENT,13bc3f84-bfb2-4dc4-a8ae-5462ca2a5b59,ddd6ab54-a44b-4056-b2af-89912e0090f0,c4,c1,3383,?,p1,
