timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769737431.8438218,SENT,f1c92f93-acb2-44f2-a7de-b4f8a77be508,42cd73aa-0c93-41cd-86c3-f83b4fc00456,c4,c1,3385,?,p1,
1769737431.8439672,CREATED,2c432aee-8178-4745-b921-52ac7e0db047,7febf27d-6d10-491b-886e-7e683ae43cca,c4,c1,26,?,?,surb={'id': 'f890fcc1-221b-4273-ba5c-32b676a3de31', 'route': ['p1', 'e9', 'i5', 'x3', 'p1', 'c4']}
1769737575.4725602,RECEIVED,8b78a37a-2580-4e21-8360-8bb30108d72d,a4906558-9d33-41a4-af15-3ce74a981ace,c2,c4,27,p1,?,surb={'id': '4f1f8f76-465e-4816-8021-16dc6ab27e23', 'route': ['p1', 'e7', 'i5', 'x6', 'p2', 'c2']}
1769737575.4855874,SENT,7ddfa7b1-d3b1-4da6-bd7d-fee75ff84365,397cc1d9-16bc-4992-b50a-2c65a5e5412c,c4,c1,3371,?,p1,
1769737575.4857,CREATED,a569fd3f-b6e7-4246-befa-ac86850659cf,8139f8b7-a81a-4a68-8a06-8453481a6331,c4,c1,27,?,?,surb={'id': 'a2c05abd-c7d3-4603-9640-ec37ed46e848', 'route': ['p1', 'e11', 'i8', 'x9', 'p1', 'c4']}
1769737576.164441,RECEIVED,ad1f147c-0ade-4b9f-9913-3949971f5d90,719ff737-3946-483c-b869-0b90770a9709,c3,c4,27,p1,?,surb={'id': 'ae70a8e8-254f-43a1-8ff2-0868cadc57a6', 'route': ['p1', 'e5', 'i10', 'x9', 'p3', 'c3']}
1769737576.2716491,SENT,8d6be421-8d59-40ec-a6b2-75784a2cae37,2c8e7489-d228-4e4f-bf50-0166bc33d7d6,c4,c1,3377,?,p1,
1769737576.2717466,CREATED,c493b030-8ae5-470b-9e4f-68e01aec9165,b42de461-e4ec-4539-89be-424304b7baf4,c4,c1,26,?,?,surb={'id': '34319faa-8e96-4a67-9b6b-bea57c163958', 'route': ['p1', 'e7', 'i9', 'x10', 'p1', 'c4']}
1769737576.304789,RECEIVED,507efb01-49ba-44a9-9c79-e9ed06a71321,ef43520b-3387-44c2-8200-9bc98fd0bbc1,c3,c4,27,p1,?,surb={'id': '346e5f03-ecbd-4087-b409-8d0606ec4f29', 'route': ['p1', 'e1', 'i4', 'x10', 'p3', 'c3']}
1769737576.3364584,RECEIVED,54789b0b-43e8-4794-9060-81aebfb5805c,6cba2046-c56d-44d9-b7b8-8d0dcb38208d,c3,c4,27,p1,?,surb={'id': 'e22e223f-e6af-4695-a6f7-2a73b78a687f', 'route': ['p1', 'e7', 'i2', 'x7', 'p3', 'c3']}
1769737576.6237605,SENT,7b1e078f-391c-41a0-b176-90cecab941a1,0cbf5edb-5728-4af7-b7b2-6c2a2b90d8ff,c4,c1,3396,?,p1,
1769737576.6238658,CREATED,3517a35c-e294-489b-8ac9-ceeec3c8490e,f88b15b3-b536-4083-94bd-0497289f93f8,c4,c1,27,?,?,surb={'id': '489fde42-8783-4222-b5f8-49ab8de97948', 'route': ['p1', 'e10', 'i5', 'x9', 'p1', 'c4']}
1769737576.6788592,RECEIVED,3772d9dd-a001-422c-a08c-65e1840f7fbd,da293993-7a72-4c9d-ae6c-2acd4453a345,c3,c4,27,p1,?,surb={'id': '6cddfe16-b633-48b9-9309-45ce77f45bae', 'route': ['p1', 'e11', 'i4', 'x1', 'p3', 'c3']}
1769737576.7396734,SENT,d715f2ba-ae2a-440f-962d-1585f81673aa,1d3e0b6d-f6bb-4e68-802f-bc648271995a,c4,c1,3377,?,p1,
1769737576.7397783,CREATED,5ba3e3f1-7455-46f3-a44f-57e3aead5eea,e3d3df64-c72f-4686-b480-765ce7ade55b,c4,c1,26,?,?,surb={'id': '4c7a7172-4947-4b49-9b55-7b7c646502cd', 'route': ['p1', 'e1', 'i2', 'x3', 'p1', 'c4']}
1769737576.7899966,RECEIVED,bb95055c-e2dc-46f5-8496-40b70977d562,9edfd042-49e7-4b5f-82c0-8675f90311f4,c3,c4,27,p1,?,surb={'id': '175c1787-11f7-4bc3-851b-2b1e664ccced', 'route': ['p1', 'e3', 'i7', 'x7', 'p3', 'c3']}
1769737576.8770785,RECEIVED,357cacd3-3ad0-407c-bbf0-40c279f6f009,368f96d9-10ec-485c-a45f-3c3355be06b9,c3,c4,27,p1,?,surb={'id': 'ced83709-6804-4e48-8ef8-5e3356407c31', 'route': ['p1', 'e11', 'i8', 'x8', 'p3', 'c3']}
1769737576.9513032,RECEIVED,8f83b3b0-ebf8-4dd6-a855-83560bff87da,d3c26be0-ffc4-47b6-b842-0507b1f7f330,c3,c4,27,p1,?,surb={'id': '8c856ef6-d9a2-4436-8035-616239fa2a50', 'route': ['p1', 'e12', 'i3', 'x11', 'p3', 'c3']}
1769737577.0221353,RECEIVED,12b2930d-4bc6-4db9-8ec3-1e26968bc515,14edcd44-3ea0-4703-bf78-f6ab3b2d3fd2,c3,c4,27,p1,?,surb={'id': 'bff476c1-10b4-4d71-af38-31b85760244a', 'route': ['p1', 'e11', 'i8', 'x12', 'p3', 'c3']}
1769737577.2379851,SENT,86982a29-ff3f-4382-b977-ea2f5f91ad92,be9e13ab-810f-437e-8c6a-67f8dfdfb8b0,c4,c1,3401,?,p1,
1769737577.2380688,CREATED,23afa4e4-f6f8-4ed6-ab15-3a12fa9a7cba,a223e774-2c4e-4e53-99c6-ff98e5bbd282,c4,c1,27,?,?,surb={'id': 'e4320e1f-7dae-447a-8737-a9ba7c51ee65', 'route': ['p1', 'e12', 'i1', 'x5', 'p1', 'c4']}
1769737577.3072722,RECEIVED,0e54b107-6be7-4e43-a44c-3f7b9f0e6019,7e5d1183-148a-4a29-a4f0-731bd3d3a415,c3,c4,27,p1,?,surb={'id': '59a43295-d799-4687-be3d-a1527787fe2b', 'route': ['p1', 'e6', 'i5', 'x9', 'p3', 'c3']}
1769737577.381133,RECEIVED,7574799d-d810-4c15-a937-678c1fdd9d7a,90525466-8878-4bd4-8960-b4c2dfbf7dcc,c2,c4,27,p1,?,surb={'id': 'bbee159d-409e-4696-b10e-f4a1fe915285', 'route': ['p1', 'e9', 'i5', 'x7', 'p2', 'c2']}
1769737577.3875842,RECEIVED,340cbd38-0e70-4a0a-b391-d70296bf0b52,32c01896-dd05-4eea-87d3-1c3141756b45,c3,c4,27,p1,?,surb={'id': '423f3adb-0c1b-4358-86a7-7a13f701f588', 'route': ['p1', 'e2', 'i4', 'x1', 'p3', 'c3']}
1769737577.525715,RECEIVED,9ebdc728-ad03-4ebf-996e-60070c0f9e33,6a1633f2-cb76-44bb-93fd-0f6cc2d9d3ee,c2,c4,27,p1,?,surb={'id': '24e72884-f489-442a-be70-041ecf4e50b7', 'route': ['p1', 'e11', 'i2', 'x8', 'p2', 'c2']}
1769737577.6108897,RECEIVED,fac6cf4c-1568-41d5-a6b6-40cc5a259f5f,76746e2e-2e00-4ee0-b43a-8cbbf82b2367,c2,c4,27,p1,?,surb={'id': '097ac45a-fd7a-4a54-815b-b87811a47837', 'route': ['p1', 'e3', 'i2', 'x9', 'p2', 'c2']}
1769737577.627525,RECEIVED,584da167-3cc7-46f6-ba89-8f40c5e74b8c,0fd802f2-ed18-4277-9a2d-bdc279fbf420,c2,c4,27,p1,?,surb={'id': '08a3ab78-8106-4395-b95a-ccdf1e12243c', 'route': ['p1', 'e1', 'i2', 'x7', 'p2', 'c2']}
1769737577.6993713,SENT,9cd9ec44-27b6-42b7-a3a7-c473163b4a66,fb76e858-4168-497a-a2fa-464c9394b8c9,c4,c1,3376,?,p1,
1769737577.6995006,CREATED,09821cf3-f907-4f15-a17f-67bc910a3431,a2491415-cca9-4574-8b22-565509f95096,c4,c1,27,?,?,surb={'id': '091e1f60-43ae-4761-85c5-a1782e8423b9', 'route': ['p1', 'e5', 'i5', 'x9', 'p1', 'c4']}
1769737577.7884257,RECEIVED,033a6efb-9ebe-4e4e-ad78-a2b5b31c0289,90e53c4b-6618-4a0a-b8c9-b0e187f73bad,c2,c4,27,p1,?,surb={'id': '26218563-3147-4d61-940e-820c035157a1', 'route': ['p1', 'e6', 'i4', 'x6', 'p2', 'c2']}
1769737577.8889847,RECEIVED,956d5775-d8f1-4006-9608-95ebe0bc461c,b2365790-873a-49b3-a979-65778b9bea07,c3,c4,27,p1,?,surb={'id': '2de82323-2338-48a7-988f-d535c5ece3ae', 'route': ['p1', 'e4', 'i8', 'x9', 'p3', 'c3']}
1769737577.926717,RECEIVED,113c33b9-53f0-482e-be1e-35e0837abfb9,089df954-ddcd-4769-b128-94aaa16297ec,c3,c4,27,p1,?,surb={'id': '64bf9a77-d7ef-41d3-a4fb-1e2079d512de', 'route': ['p1', 'e5', 'i2', 'x7', 'p3', 'c3']}
1769737577.936974,RECEIVED,1b891f1a-72f5-45a3-9dcb-5557e7d4be3e,054fe56e-6a62-4b1c-89ea-0192f0295bac,c3,c4,27,p1,?,surb={'id': 'fc521ff5-5645-4725-9e9a-979f6de705ae', 'route': ['p1', 'e1', 'i1', 'x9', 'p3', 'c3']}
1769737578.0790741,RECEIVED,a82f3df9-bdd5-47c0-b2b0-b6e210ee7dd1,9fae9284-89c0-4942-85fb-be2b70428e95,c2,c4,27,p1,?,surb={'id': 'cb27ed8c-a94b-4203-8fb0-9b64c5bb904d', 'route': ['p1', 'e6', 'i9', 'x11', 'p2', 'c2']}
1769737578.106682,SENT,c9ea06f6-cf2d-489e-92f8-aa743b30c43a,e0810a57-efcb-4dfd-b2ec-9d68568d4a56,c4,c1,3375,?,p1,
1769737578.1067598,CREATED,0f8c6d8c-3633-42f9-a6a6-0dda11994519,6247b4ec-28dc-4079-9a96-d13615f19182,c4,c1,27,?,?,surb={'id': '6348bf11-811a-4415-bfaa-a89be5e61fdc', 'route': ['p1', 'e8', 'i3', 'x10', 'p1', 'c4']}
1769737578.1428533,RECEIVED,487820e6-bef3-461b-8af7-f00799ee8f48,db26e941-f73c-4df3-be47-28115ef8dd11,c2,c4,27,p1,?,surb={'id': 'd3faa62f-b436-48e0-990f-7c1f726b7634', 'route': ['p1', 'e8', 'i10', 'x4', 'p2', 'c2']}
1769737578.1453373,SENT,ec3d8b43-77da-4ec7-b4c7-8cc05d71f33b,63d67fa9-3853-4246-bea0-850bbfb21e69,c4,c1,3380,?,p1,
1769737578.1454117,CREATED,adee6aa2-b3b0-41be-a4c9-202601cd6711,37047911-c74f-42ad-8c36-265d4460be02,c4,c1,27,?,?,surb={'id': 'a4bdc20d-1544-4ed4-b7f6-c2944f73d520', 'route': ['p1', 'e7', 'i1', 'x12', 'p1', 'c4']}
1769737578.1754518,SENT,a5ae5f75-8795-4276-961a-41472eca9723,67f0d439-ff7b-4f2f-bc69-ada023f9bef8,c4,c1,3396,?,p1,
1769737578.175529,CREATED,98bff438-c266-49af-a4e8-863303bc0704,76bc7854-c2e9-472e-8a1d-a4487a519088,c4,c1,27,?,?,surb={'id': 'cb0d0978-22e7-4c75-99c7-5cc3f558ac2a', 'route': ['p1', 'e11', 'i12', 'x6', 'p1', 'c4']}
1769737578.2659338,RECEIVED,1fd9beb1-2adc-46ff-a2d1-bf0eef045daa,bb158516-1ef6-4717-aa16-98f1e1e5ed9e,c2,c4,27,p1,?,surb={'id': 'a6e8de2c-fb69-4d50-bfd4-2ff0c728708c', 'route': ['p1', 'e2', 'i4', 'x4', 'p2', 'c2']}
1769737578.437955,SENT,ada7687f-125c-4c90-8bad-c2d081c724f8,d753f980-abcd-40b9-bdd1-3d42cc3f1981,c4,c1,3384,?,p1,
1769737578.4380333,CREATED,cbe9d7a5-4160-4b62-985e-bc84e7d95876,22af71a1-b102-475c-bfcb-7710d6b674d6,c4,c1,27,?,?,surb={'id': '433bfb62-bcda-4879-bb62-2f5671084641', 'route': ['p1', 'e6', 'i1', 'x6', 'p1', 'c4']}
1769737578.5208445,RECEIVED,8f9d91de-3e72-4c68-8735-0b8568f9dd57,23255ff3-7cc4-4919-9b4f-5dd2230aff27,c3,c4,27,p1,?,surb={'id': '2b049c1a-3c94-4818-936c-67f952afc888', 'route': ['p1', 'e1', 'i6', 'x3', 'p3', 'c3']}
1769737578.5541158,RECEIVED,c1e68418-bfef-4939-b91f-7d4ae71bae5f,a4b6ca58-9136-4ed9-890c-29f2f1dc5dbc,c2,c4,27,p1,?,surb={'id': '703a8e70-3c94-4217-8801-da6dede1e2bf', 'route': ['p1', 'e2', 'i6', 'x2', 'p2', 'c2']}
1769737578.5951276,RECEIVED,d27efe8a-2921-48f6-933f-f5f28e5fa9d8,8928acee-bb34-49b2-831c-c1e5829ecacb,c2,c4,27,p1,?,surb={'id': 'cc982696-bc7f-4318-9db9-3604eb282b47', 'route': ['p1', 'e1', 'i9', 'x1', 'p2', 'c2']}
1769737578.6753216,SENT,5c150155-9618-4a87-a90c-4e66f6f03224,25d4c9e9-261b-4077-a79c-1e4c3c8d0d01,c4,c1,3363,?,p1,
1769737578.675481,CREATED,4cb2d720-d54c-473e-9300-52b759ac21c8,e88ddb04-13a3-47d6-9207-010ac4f6f864,c4,c1,27,?,?,surb={'id': '2fd884a6-0b7b-4b06-9204-e61bf5700a76', 'route': ['p1', 'e9', 'i9', 'x2', 'p1', 'c4']}
1769737578.723018,SENT,73d3ef3b-d645-453c-9dec-aa689eb9ff5e,ccbb7fa3-1e74-4059-b71b-259c973eab3e,c4,c1,3374,?,p1,
1769737578.7234929,CREATED,c1a97e23-9800-4e37-a3c6-36e2b167d35c,73e39d81-41fc-4a95-852e-b04cc4668a31,c4,c1,27,?,?,surb={'id': 'dc0e7813-48e6-4fb2-b849-3f2a3c1af935', 'route': ['p1', 'e7', 'i9', 'x9', 'p1', 'c4']}
1769737578.8581612,RECEIVED,1105b5e8-0951-48d6-93bd-30060ee348f5,472cd7bc-dab3-4d21-9112-32dfb73f934f,c3,c4,27,p1,?,surb={'id': '3e28c94d-1ce8-402b-9af6-0db6ae222dc4', 'route': ['p1', 'e10', 'i8', 'x10', 'p3', 'c3']}
1769737579.0260289,RECEIVED,e3c3a355-4b8e-43df-8415-9a2d69c1b53b,aaa93b8e-a860-4bae-89b8-fa9211ca3e61,c3,c4,27,p1,?,surb={'id': 'de376c2b-9672-49d6-81e0-9a9ede45bfbf', 'route': ['p1', 'e9', 'i2', 'x7', 'p3', 'c3']}
1769737579.1065273,RECEIVED,d2c6964b-1e30-4fe2-add5-b675730a93c4,f0a8de57-cc22-45b8-9802-96d8048b45bc,c2,c4,27,p1,?,surb={'id': 'b8f890f8-c4ad-400e-9edb-4aa7f6cbc62f', 'route': ['p1', 'e3', 'i7', 'x1', 'p2', 'c2']}
1769737579.2500226,RECEIVED,1b4bb17d-778d-409d-b9d9-3dcb63986588,99d36c3f-8e91-4db2-8e10-20baa4ba4613,c2,c4,26,p1,?,surb={'id': '80bab8e4-3a38-4df3-9791-47ee2ab5ef0a', 'route': ['p1', 'e10', 'i7', 'x10', 'p2', 'c2']}
1769737579.359679,RECEIVED,9c574ab4-18bf-4e7e-bbf2-5010d3ed4d75,b7d0d3f9-2a58-4d98-9a00-6c1f21c0b4fc,c3,c4,27,p1,?,surb={'id': '10e35578-bd1a-43da-a56e-ea2528676cca', 'route': ['p1', 'e7', 'i8', 'x5', 'p3', 'c3']}
1769737579.4585788,RECEIVED,b46e5e65-66b4-443f-aa10-bda3f08950b3,e5464654-18b3-4c7a-be89-aa4be4e17bcc,c3,c4,27,p1,?,surb={'id': 'e9541e08-68e5-4658-be33-e984ba43b775', 'route': ['p1', 'e7', 'i8', 'x12', 'p3', 'c3']}
1769737579.6406512,SENT,4c7c6099-09d9-4d8b-8222-09701eae0180,33e4ac82-0c28-47d6-a7d3-8124a483eb36,c4,c1,3391,?,p1,
1769737579.6407995,CREATED,93513733-8812-438e-87a3-dbc818e42392,b37d3121-1a40-4b98-8684-6742745cf1d2,c4,c1,27,?,?,surb={'id': '5b4dd22d-96dd-4d95-865f-dde98c9290b3', 'route': ['p1', 'e4', 'i12', 'x10', 'p1', 'c4']}
1769737579.7186904,RECEIVED,a87d05fe-f49f-4742-a98c-beb897825f39,f5a8d379-7b67-4db9-9250-5e3a27a8a173,c3,c4,27,p1,?,surb={'id': '15f99ee5-17a4-4c14-880e-bc5d328de8f5', 'route': ['p1', 'e3', 'i8', 'x1', 'p3', 'c3']}
1769737579.7945144,RECEIVED,7a2cabd6-fa40-4f67-a0de-f83e58d11325,1feeb949-52bb-4500-a2c7-f6c200ce8b14,c3,c4,27,p1,?,surb={'id': 'fcaf5e32-a81d-492a-ad54-4c1c4bcccb16', 'route': ['p1', 'e5', 'i7', 'x11', 'p3', 'c3']}
1769737580.036838,SENT,6afb13e0-d2fa-423b-b6f4-3e7a02524e24,772a3ef1-ce77-4de7-a1e8-119ad6155d59,c4,c1,3381,?,p1,
1769737580.0369906,CREATED,ff7c813f-2d3b-4431-ac30-5774cfc759c0,0093bb15-d565-474b-8499-6bff180cd37f,c4,c1,27,?,?,surb={'id': 'fe7a6637-4582-4035-9985-1ad95e51e1b7', 'route': ['p1', 'e6', 'i7', 'x8', 'p1', 'c4']}
1769737580.2259853,SENT,7a4c2d4d-7714-4bbd-bac2-1ef9a328f708,55ad29e3-ebdb-44d7-be30-c50184185b76,c4,c1,3359,?,p1,
1769737580.2266638,CREATED,969f36df-c3f0-42c6-9a2c-d69442c154e6,1261f423-84a8-4d2c-88e3-4a2995d53a29,c4,c1,27,?,?,surb={'id': 'ea19b8e7-e88e-41be-88a4-ccea6d90d87a', 'route': ['p1', 'e4', 'i8', 'x10', 'p1', 'c4']}
1769737580.5027885,RECEIVED,02420ea1-d0ea-4fed-91f7-f91d3cf54cdc,b7b56a56-d00e-459e-b4f8-cb7b227fd079,c3,c4,27,p1,?,surb={'id': 'dc3b083b-d42d-49ba-9229-5538099d45f3', 'route': ['p1', 'e11', 'i3', 'x12', 'p3', 'c3']}
1769737580.5466385,RECEIVED,0b2c9b48-1389-4dc4-bcf2-a7cb23d4c7dc,d29475c7-83de-4f9b-9465-215cda1aa3c2,c2,c4,27,p1,?,surb={'id': '7937cbd5-a6d7-461b-b956-31a10cdabc8b', 'route': ['p1', 'e10', 'i8', 'x1', 'p2', 'c2']}
1769737580.578018,RECEIVED,aca4849f-b37e-44aa-9ea4-fe4f0f219569,d96a1e35-db29-476f-b844-d34a7ad2d80a,c3,c4,27,p1,?,surb={'id': '660aeb62-c3de-4727-8f8d-ac4174ca49dc', 'route': ['p1', 'e10', 'i2', 'x11', 'p3', 'c3']}
1769737580.702637,RECEIVED,0467fb8e-e19f-4a9b-a658-4e30d9176d11,69ba56b4-259b-4e2e-ac2c-b3fbb2eab919,c3,c4,27,p1,?,surb={'id': '0c1a83b4-f825-47b3-af86-84551481b18a', 'route': ['p1', 'e4', 'i8', 'x9', 'p3', 'c3']}
1769737580.7446063,RECEIVED,7ba1a9df-b9f3-48e0-ae50-bd063913d5fc,e690196a-63c1-46d1-8fa0-e5a605861ea7,c2,c4,26,p1,?,surb={'id': '72cec306-3bfa-4b03-8936-d0fd5585556f', 'route': ['p1', 'e2', 'i12', 'x9', 'p2', 'c2']}
1769737580.931722,RECEIVED,2869447d-93bb-4857-bc6d-50fa545c83e2,2ae77b27-db6d-41db-930d-6aa940fe4235,c3,c4,27,p1,?,surb={'id': 'a3586821-2cc7-4d2f-a5a3-ca560861b632', 'route': ['p1', 'e12', 'i6', 'x8', 'p3', 'c3']}
1769737580.9540062,RECEIVED,5a026bf9-437a-4799-a922-2155e4b3b0f5,da2d85c7-3520-4184-87eb-289f547ccded,c3,c4,27,p1,?,surb={'id': '7982e5da-f9db-4d92-ae66-58d3ea427c72', 'route': ['p1', 'e4', 'i12', 'x5', 'p3', 'c3']}
1769737580.9990244,RECEIVED,8ac6d4d1-e280-4ed4-9686-b8d8fb5cec80,6482fd7d-4bc0-4de5-b04b-0de383bcd3d3,c3,c4,27,p1,?,surb={'id': '86f2da21-df2c-4300-ad68-4b31a5d481af', 'route': ['p1', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769737581.1205769,RECEIVED,33a5c947-76bf-4a4b-8072-be4b8c5f84f3,a1454f36-81b3-4237-9051-767f3428b1eb,c2,c4,26,p1,?,surb={'id': 'f14f7e48-6b36-4a6f-a371-9059f4118735', 'route': ['p1', 'e7', 'i12', 'x10', 'p2', 'c2']}
1769737581.43946,RECEIVED,e85d389c-a839-4865-bf9c-b99eed42f37a,72d356c9-ba2f-40c8-9d79-12744729d5aa,c2,c4,26,p1,?,surb={'id': 'bc11fb55-aeb8-4cdd-bdb8-80fe45c09a26', 'route': ['p1', 'e4', 'i1', 'x3', 'p2', 'c2']}
1769737581.520139,SENT,09a21d6c-12dc-4310-bacd-1d0c19b03b96,ea46bafb-6174-4e15-9b90-b9ae254b4fe2,c4,c1,3388,?,p1,
1769737581.5202887,CREATED,400f4651-0ae8-4edf-98bf-d4bd418efd70,4a98c598-8dc9-4104-b31a-10eb005d2dd3,c4,c1,26,?,?,surb={'id': '76948de2-ea48-423d-96fd-f848fa3eb51f', 'route': ['p1', 'e11', 'i9', 'x12', 'p1', 'c4']}
1769737581.531917,SENT,1bbe5195-e04f-47d5-9a0d-eee62d8637cc,eb513457-0937-41fc-803e-77189eb6ef23,c4,c1,3363,?,p1,
1769737581.5326548,CREATED,63a67a69-f9e3-46ef-9728-718862138667,4da73fe2-3a67-4228-8d9c-ac5e52f448d8,c4,c1,27,?,?,surb={'id': 'c1c76421-8a84-4197-beb9-325c7e4ef71f', 'route': ['p1', 'e6', 'i5', 'x9', 'p1', 'c4']}
1769737581.5358872,RECEIVED,ba411200-3d1e-4cdb-9d3f-61e387199026,8e682d40-93e6-4691-a26f-3804b04c5486,c2,c4,27,p1,?,surb={'id': '2a0b7bbe-3a2e-45d0-ab01-254dd3df07b8', 'route': ['p1', 'e12', 'i9', 'x2', 'p2', 'c2']}
1769737581.6491513,RECEIVED,0ec9c0e4-e93e-4b21-b96b-8c70287d5b1b,dfce5370-182d-464b-bebe-e54f88b8f166,c3,c4,27,p1,?,surb={'id': 'ee42c4c5-0a82-404d-ba27-aca94848f341', 'route': ['p1', 'e4', 'i6', 'x11', 'p3', 'c3']}
1769737581.735452,SENT,b16e5759-de15-4321-b1dc-f83a7dc18834,65cf739a-0e69-4882-993d-d2312db0f8e1,c4,c1,3376,?,p1,
1769737581.7356122,CREATED,9331329b-5549-4536-a710-d9b9de075e6e,240291fa-6408-4070-b129-34303402518c,c4,c1,27,?,?,surb={'id': 'f15fc6f5-e79d-4086-ac7f-2d0e5e548bc5', 'route': ['p1', 'e11', 'i9', 'x4', 'p1', 'c4']}
1769737581.7847443,SENT,07aca89e-567f-40e9-92dc-218d9a7b22a1,6fabf21b-08ce-4c97-b779-703be06ce135,c4,c1,3380,?,p1,
1769737581.7848918,CREATED,82c98184-b5bf-4202-822b-8ecc157ef2c7,6b9f2ba8-ef33-43ef-a1f8-cb92a137d4f5,c4,c1,27,?,?,surb={'id': '7aa57644-139a-4bfc-9f6a-bf15ba16be39', 'route': ['p1', 'e9', 'i9', 'x6', 'p1', 'c4']}
1769737581.803386,RECEIVED,598396a0-6e28-4a42-bd03-50fd59597648,2a72d565-f7e4-4b33-bdce-a4722923f40a,c2,c4,27,p1,?,surb={'id': '8944a4b0-71f8-4ef4-a572-2a84a3ad442e', 'route': ['p1', 'e5', 'i12', 'x5', 'p2', 'c2']}
1769737582.0358253,RECEIVED,6f81a58b-a460-493a-82ae-c19b8d96ce29,11259d92-45cd-402b-b670-2ec59d268a66,c3,c4,27,p1,?,surb={'id': '32c7dcdf-01cf-4bc6-987d-037cfa826b7f', 'route': ['p1', 'e6', 'i8', 'x7', 'p3', 'c3']}
1769737582.079744,RECEIVED,f1289490-594e-4276-a54f-114e575a56ed,03e4354a-040d-47aa-813a-f292c496e058,c2,c4,27,p1,?,surb={'id': '41d9efb1-9cf1-41b6-b149-347e0933cd66', 'route': ['p1', 'e7', 'i11', 'x5', 'p2', 'c2']}
1769737582.0935457,RECEIVED,6c229946-dfea-4524-903a-30a040718d7f,8a6a89a4-566b-4f59-a2ab-5081d3e5580f,c2,c4,27,p1,?,surb={'id': '88176c44-936a-4321-8da5-9740fda18582', 'route': ['p1', 'e5', 'i12', 'x7', 'p2', 'c2']}
1769737582.2314312,RECEIVED,ee343723-1d29-46c7-827e-b8e21b3ac66a,8fc1b91e-3a09-4722-b561-74ebe210d1b4,c3,c4,27,p1,?,surb={'id': '0545b302-6771-4771-92d8-eecf4852a13c', 'route': ['p1', 'e1', 'i8', 'x6', 'p3', 'c3']}
1769737582.2925653,RECEIVED,d1b43b58-f294-41d9-8077-381af1dc99eb,a412285b-21c5-4cca-9855-dadf9d1d21c7,c3,c4,27,p1,?,surb={'id': '1f89a72f-c84b-47c0-b97b-87e26fd4697c', 'route': ['p1', 'e11', 'i2', 'x2', 'p3', 'c3']}
1769737582.5636141,RECEIVED,5fcf0b00-0c7d-48ea-ab9e-434e2f31218a,6326d77b-b2cd-427e-8c51-91aca29a7842,c2,c4,27,p1,?,surb={'id': '8c78fb49-796b-4f45-9cc2-2bb2dd86f01e', 'route': ['p1', 'e3', 'i12', 'x9', 'p2', 'c2']}
1769737582.5780325,RECEIVED,0ea22767-9acb-472d-a570-c06f66c80b2d,76b9b610-ebe6-4fec-9fbb-e023bd8de7b3,c3,c4,27,p1,?,surb={'id': '5f544fd4-eb71-4106-b60b-6fd1ed8f3106', 'route': ['p1', 'e8', 'i8', 'x5', 'p3', 'c3']}
1769737582.622752,SENT,07c9bd7d-89a7-4f13-a0a5-116ff21e63d5,aa62ceab-e06a-47f8-849c-8c13b2a36307,c4,c1,3380,?,p1,
1769737582.6228995,CREATED,0a8bb831-a212-474a-93a9-c04becf396b7,b8c3fff5-d6ca-41ae-a679-76dfe2f0cab6,c4,c1,27,?,?,surb={'id': '80c14e18-fa6e-4c87-a6ab-06cffcab0110', 'route': ['p1', 'e7', 'i4', 'x9', 'p1', 'c4']}
1769737583.099017,RECEIVED,01c04e65-7543-4048-b57e-92398ff059aa,1fb4524e-11b2-41d3-bb73-309903d6938d,c3,c4,25,p1,?,surb={'id': '07fb11fd-b8fe-44ec-9035-dbab161d2c6a', 'route': ['p1', 'e4', 'i9', 'x10', 'p3', 'c3']}
1769737583.2378402,RECEIVED,3135954a-2575-4b89-8e26-37686dfc0d81,9f14ed29-dccb-49e6-9877-376942bf8c91,c2,c4,26,p1,?,surb={'id': 'd2d39e96-1b9e-4d70-b161-64f0748bf850', 'route': ['p1', 'e2', 'i7', 'x11', 'p2', 'c2']}
1769737583.4919326,SENT,7b52a26f-a77f-473b-9350-608c531bc058,12293cb4-45eb-49cb-bcdf-d65216fecba0,c4,c1,3367,?,p1,
1769737583.492029,CREATED,86d87b5b-4234-4da0-a3f5-e06c8a5356f4,c4914bbd-2f10-4a10-8e45-e79cc3df8399,c4,c1,26,?,?,surb={'id': '8adc7b09-0921-45d7-9ec5-f08c7c6ad8d7', 'route': ['p1', 'e10', 'i5', 'x3', 'p1', 'c4']}
1769737583.5015218,SENT,2a6a7e1c-d856-4a68-8f3f-23323a9fc8a9,9ac6c192-024d-4891-a7fb-9560f155201e,c4,c1,3383,?,p1,
1769737583.5016217,CREATED,815fcd04-796a-4ead-a000-26f2419687d3,7bb179fa-4be2-4ae2-8edb-0d503ed71c55,c4,c1,27,?,?,surb={'id': '65e80508-ed43-4829-8fc1-bd9e80b247fc', 'route': ['p1', 'e6', 'i5', 'x1', 'p1', 'c4']}
1769737583.7180023,SENT,75cf4db3-4fbe-4248-a8ed-9ed4564351ad,aa4d6f30-897e-4ddc-ba96-6f181504f481,c4,c1,3380,?,p1,
