timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769737505.4871671,RECEIVED,16b86d7a-7f0f-476b-aff5-f3c8dd56404c,9d2c982b-6585-447c-9a24-d7b483191c7b,c4,c1,27,p1,?,surb={'id': 'dc1f58f7-a026-4e36-9239-c87f9d4d5857', 'route': ['p1', 'e4', 'i11', 'x1', 'p1', 'c4']}
1769737505.7598722,RECEIVED,1b900dd1-f612-4c15-8891-088faa62807d,52c4ea1b-4ec9-4b92-9573-99d883704e2d,c5,c1,26,p1,?,surb={'id': '388f6ad3-bc80-43dc-9f28-e9e06cb5276e', 'route': ['p1', 'e10', 'i12', 'x3', 'p2', 'c5']}
1769737505.928928,RECEIVED,74cf7aa6-b465-4d76-b3a6-6de1fbf61133,c94b2eaa-6eee-4788-91e9-812ff3b7ea0e,c5,c1,26,p1,?,surb={'id': 'be61b804-dab5-4a00-ab37-f77498d50b95', 'route': ['p1', 'e7', 'i2', 'x9', 'p2', 'c5']}
1769737506.051788,SENT,b0a05bef-39bf-44e0-90c1-9adadbfc19cf,a7ac9251-b91a-4b90-ae80-9939f8180a43,c1,c2,3361,?,p1,
1769737506.0519204,CREATED,9445e27f-0f0d-4c4d-bb20-e5db42038d6e,f20455f1-f163-4f55-b721-22b9914d915d,c1,c2,26,?,?,surb={'id': '0e817f42-0442-4a13-a279-7b92ac3b02fa', 'route': ['p2', 'e5', 'i9', 'x3', 'p1', 'c1']}
1769737506.1796992,RECEIVED,74413225-2fa7-48df-b751-7970e424a237,85f91532-fd5c-464c-b9b6-47d89ce0391d,c5,c1,27,p1,?,surb={'id': '6651d5bc-90b4-40b9-a3f8-77ad652f9c1d', 'route': ['p1', 'e2', 'i12', 'x12', 'p2', 'c5']}
1769737506.199399,RECEIVED,64df3463-974d-48d6-8490-2f3aed692042,dcfc69b0-e262-4ec6-90ae-88ad04b3b512,c5,c1,26,p1,?,surb={'id': '7eac1fe5-5c55-4d4b-9e05-9b39a48fbe4d', 'route': ['p1', 'e4', 'i2', 'x6', 'p2', 'c5']}
1769737506.4682806,SENT,c4bdde1f-3133-47fa-b0e8-7ff9b6e7ee37,637586af-e0ba-460e-a4ef-cd67b4f66c7a,c1,c2,3359,?,p1,
1769737506.4683805,CREATED,6a90f294-648c-48f4-b28b-2c45cea56600,eff637a4-492b-4929-8bb0-2c46d4672afe,c1,c2,26,?,?,surb={'id': 'e7af6bb2-f1ba-4c26-a4aa-83a10f5e6497', 'route': ['p2', 'e9', 'i5', 'x12', 'p1', 'c1']}
1769737506.6304743,SENT,c9526878-79e8-4118-8662-66a41bbd8fe3,3855797e-c13d-446e-bb3e-dda5c14830e8,c1,c2,3383,?,p1,
1769737506.6311207,CREATED,59b7f28c-d920-4541-809e-5095e3fc6002,cf2aff1b-4be2-4619-bedf-492e1a762952,c1,c2,27,?,?,surb={'id': 'ac9efaa7-6b54-49c5-b225-57245b216b10', 'route': ['p2', 'e5', 'i3', 'x6', 'p1', 'c1']}
1769737506.6695213,RECEIVED,1f800371-28c3-49c6-97df-8f9e8f73d1ac,4f2dd2d9-ad1a-4c73-b8fe-a2a8a772b931,c4,c1,27,p1,?,surb={'id': 'cb2be665-68c6-499c-b6ee-c442a73099f6', 'route': ['p1', 'e6', 'i5', 'x3', 'p1', 'c4']}
1769737506.9865735,RECEIVED,30af3af5-31e8-4024-af61-a113828a2147,e0ef18b2-aea2-43e6-9000-e8cd115ce922,c4,c1,26,p1,?,surb={'id': 'b48a4dbc-102d-4388-9699-19baf794d6ae', 'route': ['p1', 'e8', 'i7', 'x3', 'p1', 'c4']}
1769737507.2434518,RECEIVED,3bf91ac1-a388-45c8-aed8-735d11e5701c,222adefa-c184-42e2-916f-6a9f26ddc45e,c4,c1,26,p1,?,surb={'id': 'becb4070-3fef-48c9-8a01-7d828ca2f906', 'route': ['p1', 'e3', 'i9', 'x9', 'p1', 'c4']}
1769737507.3088624,RECEIVED,5231f492-9982-4799-a2ec-b441b778992d,c2528170-c8b1-4e4c-a7a3-37627e094d77,c5,c1,27,p1,?,surb={'id': 'cdce8772-8dc5-4592-a8e6-5c68ad932255', 'route': ['p1', 'e4', 'i4', 'x5', 'p2', 'c5']}
1769737507.4154181,RECEIVED,e9198e1b-6cb8-4c10-b953-62d69aa05515,451a3e87-f70c-485b-bd70-5b3e5f620549,c4,c1,27,p1,?,surb={'id': '8051b415-a2de-41a7-b563-cef16cab7f9f', 'route': ['p1', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769737507.426615,SENT,b69c71d7-b05b-425d-9b2c-4744a4dc6e92,a5a9b9c7-01db-4d6a-a0ad-b1f748a834b0,c1,c2,3364,?,p1,
1769737507.4267652,CREATED,81bdd4d2-96a4-4b5d-9fa9-7cc7f7b4af6b,627ecf8e-44e1-4e1a-ba2f-380fa270a3b0,c1,c2,27,?,?,surb={'id': 'ef761ca6-9b47-4094-88d7-2bd6a222c172', 'route': ['p2', 'e5', 'i1', 'x6', 'p1', 'c1']}
1769737507.830887,SENT,33b6ee2b-a87b-4d82-bbc6-0a6ff0304465,e5d9921d-c27c-4e9d-aabe-6bf3e818177f,c1,c2,3371,?,p1,
1769737507.8310683,CREATED,b6904fc5-da3d-4eef-87e6-da4a2d74cb9a,ad60e4b2-4297-4c26-ad65-a872f727500b,c1,c2,25,?,?,surb={'id': '85799e39-eb72-4f8b-bbd5-4d6a58eb61d5', 'route': ['p2', 'e9', 'i6', 'x8', 'p1', 'c1']}
1769737507.9170306,SENT,ff375178-a9d2-42f6-a65b-1862a52bda51,88683aa1-8086-4eb7-b2ae-b0ba41a0c8f3,c1,c2,3371,?,p1,
1769737507.9172044,CREATED,194c3e4f-6228-49fc-b083-7ff7f2d02a9e,80dfc487-cfe5-4da7-abcf-9bbd649186ba,c1,c2,27,?,?,surb={'id': '837ecafe-93f8-4c75-9410-8d278973bbd5', 'route': ['p2', 'e6', 'i3', 'x7', 'p1', 'c1']}
1769737508.0789738,SENT,cfb3c435-9222-451e-a0d2-92924dac09ac,1a3735d6-b5d8-466c-aff8-d16eceed707c,c1,c2,3384,?,p1,
1769737508.07906,CREATED,6a36a802-bd54-4c84-8f6e-2139a6f657db,cde333c4-c381-44fe-8ffa-f059dc0421bf,c1,c2,27,?,?,surb={'id': 'a76b4a96-9a68-4ccb-8f01-5aaa2d9cbf14', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769737508.0868764,SENT,8077305f-9ee5-47f4-b7b2-5a0c6b2bdb31,2e58ad0a-89e2-4bee-adc0-0cebca4af48a,c1,c2,3359,?,p1,
1769737508.0869546,CREATED,32beb32c-953a-4e25-9aa9-23a9b0a8224a,b8f40be0-e3b7-4b89-9a1b-62804852b269,c1,c2,27,?,?,surb={'id': 'a98349fa-2af0-4dec-96d6-532c506a5b25', 'route': ['p2', 'e5', 'i12', 'x11', 'p1', 'c1']}
1769737508.1747875,SENT,3eb0597c-fc46-4729-9875-c3029f592487,a5b33c0e-5935-4c39-a1a2-220babf7c11d,c1,c2,3360,?,p1,
1769737508.1748636,CREATED,43851863-e5d1-4956-80f7-d6c900248262,7345f5cd-7a5e-40f8-9eb2-5c9ca059b5cf,c1,c2,26,?,?,surb={'id': 'c92c1932-ba28-4222-a8b8-c956f512a7bc', 'route': ['p2', 'e10', 'i6', 'x6', 'p1', 'c1']}
1769737508.3246539,SENT,5852e9ec-7852-44e9-ba16-a18fb6f76d95,691c97cd-7253-41b5-9bb1-2cefe5fd6fbd,c1,c2,3380,?,p1,
1769737508.324744,CREATED,35827f22-94c2-443a-a175-e568b9f2ee70,9cf74d86-81d5-4233-aa19-5c59889ac182,c1,c2,27,?,?,surb={'id': '5517a355-5d49-4ff0-a6e6-f845571a1b4c', 'route': ['p2', 'e12', 'i8', 'x7', 'p1', 'c1']}
1769737508.3906283,RECEIVED,65acde5c-8ed2-4bf5-8741-248b75c94422,63218b65-d3be-47dc-acb1-b53f409571e4,c5,c1,27,p1,?,surb={'id': '49d8b886-9841-44e6-8ca3-d76bac74e119', 'route': ['p1', 'e6', 'i7', 'x5', 'p2', 'c5']}
1769737508.6826806,RECEIVED,643b3a3f-c1a3-442b-888b-d6908e7a3976,f177209b-fd97-473f-ab83-de663426d2b8,c4,c1,25,p1,?,surb={'id': '02831e32-08cb-473e-b5c0-19d28858be83', 'route': ['p1', 'e5', 'i12', 'x7', 'p1', 'c4']}
1769737509.0076537,SENT,69f223a4-96f9-4467-97bc-fe0e9171dc7c,6b8bc6e3-7cf1-4f38-a7f0-e4a84209ea72,c1,c2,3415,?,p1,
1769737509.0077562,CREATED,6f5570a9-285c-4048-a352-5892cc19cb88,7ed30c4d-e531-4ed9-a98e-4f7235f56725,c1,c2,27,?,?,surb={'id': '39a9913d-6e7c-4f75-9d49-4661150d22c3', 'route': ['p2', 'e1', 'i9', 'x10', 'p1', 'c1']}
1769737509.181761,SENT,040a3d82-a7b9-4d1d-9185-198399f9aeaf,78a82ad4-fdbb-4dc4-8ab6-581070bd96fd,c1,c2,3388,?,p1,
1769737509.181908,CREATED,70c2bfd1-a107-454c-b392-52833c1cef23,04c26b86-41c0-41db-9793-ba0e4796bf92,c1,c2,27,?,?,surb={'id': '6ad3a69a-3105-4d0c-b24e-14237702b465', 'route': ['p2', 'e3', 'i9', 'x3', 'p1', 'c1']}
1769737509.3541756,RECEIVED,3e51e43f-ef1c-4a2d-9ca9-3a1c583951fd,ac512bf3-8ba5-487b-beba-d7f935261313,c5,c1,26,p1,?,surb={'id': 'c6df6476-88f8-4efe-9289-c87d7db438ae', 'route': ['p1', 'e2', 'i5', 'x4', 'p2', 'c5']}
1769737509.7204099,RECEIVED,7505c0d3-f9b8-4417-9e4a-b88a77684e55,b060a03f-0863-41e1-9d14-108284abaecb,c5,c1,26,p1,?,surb={'id': 'd51a8d7f-9d7e-4a98-be3b-67b30edbfe9e', 'route': ['p1', 'e4', 'i11', 'x12', 'p2', 'c5']}
1769737509.8051133,RECEIVED,fb4a3398-a525-44c1-8f90-3b93c41960fa,1344235b-efe4-4628-8b24-f3cffdfc18bc,c4,c1,26,p1,?,surb={'id': '4ff02de4-3faf-49a8-ae23-14ffdfe44147', 'route': ['p1', 'e3', 'i9', 'x6', 'p1', 'c4']}
1769737509.8111124,SENT,d7076345-2d58-403e-a149-b312316839cb,e1661c34-cd32-4695-a585-925146de4be7,c1,c2,3384,?,p1,
1769737509.8111894,CREATED,2dad9429-a86a-44ad-a695-9d3d52d910a3,5112578d-89c1-4023-87f4-47bf04f74400,c1,c2,26,?,?,surb={'id': 'f55d117b-b0de-45c8-afee-0270aed50d50', 'route': ['p2', 'e11', 'i4', 'x3', 'p1', 'c1']}
1769737509.968642,SENT,358d7328-e130-4624-82f9-cb8884cbd7bd,af85e3c4-dd75-4126-9520-c7371c6a8c15,c1,c2,3383,?,p1,
1769737509.9687884,CREATED,95746ff9-a70e-4e05-8262-f4cfec0eec5c,e5871ecd-ae59-4849-8220-9cc45b47a80d,c1,c2,27,?,?,surb={'id': '4c9d664b-416f-4b10-a517-3533dc55940c', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c1']}
1769737510.1150987,RECEIVED,287600ee-c347-42ed-ad81-e39242aba078,59d0eb50-43f9-437f-bfea-3bf9305251fe,c5,c1,27,p1,?,surb={'id': '432e9e1c-5ff2-43f2-9955-2e020160e6c1', 'route': ['p1', 'e9', 'i10', 'x2', 'p2', 'c5']}
1769737510.1397662,RECEIVED,a732796b-c888-48ee-8575-42fd6fa86b57,0f0f0baf-d11a-4be0-a7be-eb9db6d5f3a4,c5,c1,27,p1,?,surb={'id': '12d494cd-f0af-4de4-ab6c-31927cc81b36', 'route': ['p1', 'e5', 'i1', 'x4', 'p2', 'c5']}
1769737510.1571515,RECEIVED,bb7ba334-6968-4512-be29-109a2b7ec931,18b8f279-05b3-4b71-91ff-7bc2e0078b7d,c5,c1,27,p1,?,surb={'id': '9b6aa345-66d9-4b81-9e65-577eb5e4dec5', 'route': ['p1', 'e6', 'i7', 'x10', 'p2', 'c5']}
1769737510.1635063,RECEIVED,443882a9-c980-4fdd-8119-123354b265e0,b636b228-5d12-488d-969d-bbf0498c4a80,c5,c1,27,p1,?,surb={'id': '4b533cdf-7c36-4465-b45d-f371cae8e4f5', 'route': ['p1', 'e12', 'i7', 'x12', 'p2', 'c5']}
1769737510.3054755,RECEIVED,b934e7f3-8696-43d8-a2b5-13752ff19f4a,9e79c279-687b-4a07-89f2-f1d2d8508886,c4,c1,27,p1,?,surb={'id': 'ff8efc19-800d-4522-8c08-93a0ba1def22', 'route': ['p1', 'e3', 'i11', 'x2', 'p1', 'c4']}
1769737510.3124723,RECEIVED,5ecdef0b-cab6-42ee-a6e9-87c2a508114e,8a6f00eb-b0dd-44e4-b046-b7e5a59788bf,c5,c1,25,p1,?,surb={'id': 'e98793ab-3c50-4909-9500-3851f527557c', 'route': ['p1', 'e11', 'i4', 'x7', 'p2', 'c5']}
1769737510.5107908,RECEIVED,e7dea6c5-cf45-4f12-bd64-77650c73bf08,0cdfc7cd-20d1-42eb-b7cd-b48bc380ca7c,c5,c1,27,p1,?,surb={'id': '88664d0c-f04b-45d9-96c3-212b9a5f533e', 'route': ['p1', 'e1', 'i9', 'x8', 'p2', 'c5']}
1769737510.668067,SENT,5ecfc06a-7aaa-4f52-832b-d1f689211dba,a12c3160-4532-46d0-a11c-bebce7f675d4,c1,c2,3375,?,p1,
1769737510.6681564,CREATED,cd9b0e67-fdee-49f7-b856-88306cb6cdcd,198e5f1b-09f0-487d-bd09-5361228d4d76,c1,c2,26,?,?,surb={'id': 'e89738d9-b097-48a3-83ca-abadab7401db', 'route': ['p2', 'e5', 'i12', 'x8', 'p1', 'c1']}
1769737510.8542874,RECEIVED,10eeeb67-4239-4a63-b9c7-4425f3599790,6fcc8563-3a80-4842-86da-82282b81b79b,c4,c1,27,p1,?,surb={'id': '95379db8-238d-46e6-a56b-e55c037ea7b8', 'route': ['p1', 'e10', 'i8', 'x12', 'p1', 'c4']}
1769737510.890292,SENT,840c1db5-d6a3-486c-835a-7f05f473418a,35f72062-8a67-4135-931c-3be20db76fdc,c1,c2,3377,?,p1,
1769737510.8903778,CREATED,2849dca5-b090-4d4d-8926-49d54e8437ca,7b8b8a55-8f97-49f1-b2a8-ce4aac1cb3f9,c1,c2,27,?,?,surb={'id': '39c56490-99fd-4a3e-b5b6-6624f671eee0', 'route': ['p2', 'e5', 'i1', 'x4', 'p1', 'c1']}
1769737511.029766,SENT,6b3b7469-105f-41c2-88af-18db6db9c6e8,bcf8f12c-f179-40c4-b37f-5db3f283c0da,c1,c2,3363,?,p1,
1769737511.029911,CREATED,df660470-3931-426c-8116-3fd170b00aa9,6906d64b-a163-4c0c-ae51-320c9b06aeb9,c1,c2,27,?,?,surb={'id': 'ea5a99a6-ba3b-4bcd-a8f0-b3500989a64c', 'route': ['p2', 'e1', 'i9', 'x7', 'p1', 'c1']}
1769737511.291726,RECEIVED,bf4bb657-43f8-42dd-97f1-fdcf60daa4e9,5e6432ef-052b-4a05-883f-b1dc31036678,c4,c1,27,p1,?,surb={'id': '1a5e2822-9781-41f4-b984-c549d8098e5b', 'route': ['p1', 'e11', 'i12', 'x3', 'p1', 'c4']}
1769737511.3326812,RECEIVED,43025dad-10b3-4ce6-b090-997970dfdb96,08e62798-1ebf-4a9a-9c54-f375f3bf7ed7,c5,c1,27,p1,?,surb={'id': '2d2865a2-9d50-4ea1-9393-0e46eb85834e', 'route': ['p1', 'e8', 'i7', 'x10', 'p2', 'c5']}
1769737511.7675247,RECEIVED,79c7ae35-9ebf-4b82-a7dd-b2de1898446c,eb246fd6-18b4-483d-8437-7f9eeefeac32,c4,c1,26,p1,?,surb={'id': '17ad09fe-7c65-4b44-b8e2-9dfcf85533f5', 'route': ['p1', 'e12', 'i2', 'x8', 'p1', 'c4']}
1769737511.8994958,SENT,961e3e77-e495-4434-924c-51e4b82623ff,96860dfe-0337-4793-b0ab-cb9d4a14495c,c1,c2,3393,?,p1,
1769737511.8996472,CREATED,61a657a5-3446-497f-9b78-ed16f7eca84e,c9fec58a-a985-42a1-93cb-178462d0a587,c1,c2,26,?,?,surb={'id': '6708b43d-e407-4058-af20-ebdd08ffcbe0', 'route': ['p2', 'e10', 'i11', 'x11', 'p1', 'c1']}
1769737511.9416583,SENT,a84145a9-cdb2-4610-8fb2-1b4d9952bed1,53136996-17ec-4276-a66b-84dc85b32654,c1,c2,3360,?,p1,
1769737511.941808,CREATED,9cc85ac5-3d77-4d9a-90c2-e57be8d87875,b827cbc6-3cc8-4c4a-87a4-d3e77d4a3c86,c1,c2,27,?,?,surb={'id': '81cadc23-6111-4063-81c8-91546a860a2a', 'route': ['p2', 'e11', 'i6', 'x2', 'p1', 'c1']}
1769737512.0611892,RECEIVED,7ba3b629-5a69-4d2f-b1f4-47b936c1395f,84a87970-42c1-4136-b348-7c95f0fac9a8,c5,c1,26,p1,?,surb={'id': '70519a7f-9f47-4f44-9491-0b9f81bcdc2e', 'route': ['p1', 'e11', 'i3', 'x1', 'p2', 'c5']}
1769737512.0839853,SENT,f9291ffa-05dc-419a-a0cc-8c8d99bd36c1,b92c4b73-5257-4279-b922-9596b7727f59,c1,c2,3383,?,p1,
1769737512.0841727,CREATED,f8e48b2d-5f67-40dd-a197-a593dfea8f33,2e75e7c8-6ab8-4f56-8e16-6ee43d416fc5,c1,c2,27,?,?,surb={'id': 'eef53800-381c-43bb-aad9-ba6f71cad863', 'route': ['p2', 'e5', 'i8', 'x2', 'p1', 'c1']}
1769737512.1279733,RECEIVED,095249f9-3924-48be-a781-743a354135df,f586bbf4-9dca-4e10-987c-83e5debbadef,c4,c1,27,p1,?,surb={'id': '9dbd7e89-a15c-4714-99e8-ee9a92b10589', 'route': ['p1', 'e11', 'i5', 'x3', 'p1', 'c4']}
1769737512.1571,SENT,fa0c6bf0-b4e7-4845-8820-b869bce01501,c5ebaab7-361f-4f42-ad88-a9626007bea8,c1,c2,3356,?,p1,
1769737512.157162,CREATED,9c7d0b4f-e263-4045-97e6-d2468545b76e,4e02cc33-1a16-49c2-b2b5-ce8ed2e3436b,c1,c2,25,?,?,surb={'id': 'b6c19415-db62-4269-9d60-20b3007f3292', 'route': ['p2', 'e8', 'i5', 'x4', 'p1', 'c1']}
1769737512.4772568,SENT,edf8dc91-1b2b-4264-bed9-7dc98874af05,dd281c96-44c0-4003-910f-f454c0b3a05c,c1,c2,3367,?,p1,
1769737512.4774072,CREATED,6d35d0f6-6453-4014-a9e1-841b2cb947bf,ccf1db17-fd60-43eb-a424-8da25e679367,c1,c2,27,?,?,surb={'id': '9bde642c-8967-4dd8-928a-89da715d286f', 'route': ['p2', 'e7', 'i4', 'x7', 'p1', 'c1']}
1769737512.4821723,RECEIVED,420dfdcc-8b3c-4321-a8f1-4bb11660def3,c8a5c3b8-33b7-4a8c-a495-26324f19eba8,c4,c1,26,p1,?,surb={'id': 'ad096a96-4d94-4389-a85e-011544334c97', 'route': ['p1', 'e8', 'i12', 'x3', 'p1', 'c4']}
1769737512.5020971,RECEIVED,ceabdd01-3cd3-46f3-8474-d0241ba1fc11,615d4ee1-22df-4492-8674-f1fa3a17fa80,c5,c1,26,p1,?,surb={'id': '0c21c4d8-f3ec-48f6-8438-26b5e76dcdac', 'route': ['p1', 'e10', 'i2', 'x11', 'p2', 'c5']}
1769737512.5192914,RECEIVED,247b3511-f4bb-4211-8fa4-c66f7bee01e0,add0b54a-696a-4796-864a-b50f75cfad59,c4,c1,27,p1,?,surb={'id': '2b6b7326-09cb-42b9-be00-c43234efc1c4', 'route': ['p1', 'e9', 'i3', 'x11', 'p1', 'c4']}
1769737512.5324314,SENT,8d80c032-146b-43e0-8214-c62120c44c2e,ec59974b-18da-4034-b99e-ccbffdeb6f09,c1,c2,3370,?,p1,
1769737512.5325782,CREATED,e311bc5c-e775-42e8-9175-2b81ad30e8df,6479307e-fad9-444e-bfde-d5e0dc21aea1,c1,c2,27,?,?,surb={'id': '2790feac-f17e-4907-a88d-adba701a7537', 'route': ['p2', 'e8', 'i9', 'x11', 'p1', 'c1']}
1769737512.6589813,RECEIVED,5dec8aa5-fc67-47d2-a572-014041761d7f,b1d11107-847e-4fdc-b021-2fa890c6d16a,c4,c1,26,p1,?,surb={'id': '1e5d9eb0-3adf-4272-8e77-c4c59070a5dd', 'route': ['p1', 'e2', 'i9', 'x1', 'p1', 'c4']}
1769737512.6676795,RECEIVED,20e946b1-9902-4d30-9370-2a4c4ec1b7bf,28e55f65-bef8-4975-87aa-cb4a11f1d6a6,c5,c1,27,p1,?,surb={'id': 'accd7ae5-a124-488e-a4d5-d818318c8b08', 'route': ['p1', 'e12', 'i7', 'x3', 'p2', 'c5']}
1769737512.7616253,RECEIVED,27ec531a-8b98-4808-b3dd-cd0d1b46ab51,2dde11ac-483e-499b-8422-3310206be73e,c5,c1,27,p1,?,surb={'id': '63e89786-7e79-4ef9-8a5a-51c80edcc72d', 'route': ['p1', 'e11', 'i5', 'x10', 'p2', 'c5']}
1769737512.8991132,RECEIVED,c6f4fccf-2e54-4f53-a233-4c397995ba57,c87f5cf6-788b-4462-822c-1a623cb779cb,c5,c1,27,p1,?,surb={'id': '3ed5b2a2-d85e-4331-a61d-5df1c00799ff', 'route': ['p1', 'e7', 'i11', 'x4', 'p2', 'c5']}
1769737512.908355,RECEIVED,45f7615b-f0c1-4538-a3b8-84b5b223ad5a,8bd2d115-c843-4ca3-870c-d59056651b1c,c5,c1,27,p1,?,surb={'id': '49ca343c-9dac-4d74-bf60-5e8943c8fecb', 'route': ['p1', 'e4', 'i5', 'x3', 'p2', 'c5']}
1769737513.2055566,RECEIVED,beb7f852-ec58-4989-8f44-bd0ba89c7a4c,6b534adf-987a-4387-984b-85da1bdbc504,c4,c1,27,p1,?,surb={'id': '42ecdc6b-91df-4d07-a72e-f2a597c1089b', 'route': ['p1', 'e10', 'i9', 'x2', 'p1', 'c4']}
1769737513.223948,RECEIVED,38ab2236-a569-497d-8f3b-a806174bdb19,44902962-8b93-48cf-929c-c819ba4165f8,c4,c1,27,p1,?,surb={'id': '5cc0afe4-f504-4d83-be94-dc621b4d59ea', 'route': ['p1', 'e2', 'i2', 'x5', 'p1', 'c4']}
1769737513.2278204,SENT,202c18c5-9df5-4d42-b140-24b673c594f3,4d41b746-c640-44a8-80f0-b92f22ac62e3,c1,c2,3359,?,p1,
1769737513.2279897,CREATED,c3af0b7b-378c-4639-a59f-753e03682009,209c2137-1144-4301-bb07-a920c1653575,c1,c2,27,?,?,surb={'id': 'ab24ee9d-848d-4ddb-8310-3002768f5374', 'route': ['p2', 'e4', 'i8', 'x1', 'p1', 'c1']}
1769737513.3073838,RECEIVED,def039ca-6395-4924-ba8f-14f7345298f9,22748c48-90a5-4f4c-b2f0-feb76c302dce,c4,c1,26,p1,?,surb={'id': '62cb7548-edf5-454a-bd32-19137c669a37', 'route': ['p1', 'e11', 'i1', 'x1', 'p1', 'c4']}
1769737513.320748,SENT,23b22532-7062-401f-b2bd-0aade0a418ff,fc02b8dd-a630-414b-9d3e-7461c1c412b6,c1,c2,3371,?,p1,
1769737513.3209126,CREATED,73855824-10b1-4f72-a786-69d1d3b8d817,d86f6b37-8caf-4aa2-bf6f-d992f52e1c7b,c1,c2,27,?,?,surb={'id': '8b50f9f0-0106-4950-b5bb-04605562bcae', 'route': ['p2', 'e9', 'i4', 'x12', 'p1', 'c1']}
1769737513.3803039,RECEIVED,93833731-6c44-47f4-905e-783a656f6001,201869b4-8c7f-4645-af19-9dd615552496,c5,c1,27,p1,?,surb={'id': 'a243453c-f716-496c-9e34-3db35fab87e8', 'route': ['p1', 'e1', 'i2', 'x6', 'p2', 'c5']}
1769737513.6287644,SENT,2e1c5c92-71fb-423a-b7f3-30d637244581,ce15b43d-193d-47aa-8781-a48595ad266f,c1,c2,3392,?,p1,
1769737513.6289153,CREATED,f4ee2c51-d0b7-442a-9f6e-d0327dfa7129,415de803-c20d-407f-8dab-6b6d288456f3,c1,c2,27,?,?,surb={'id': '57170ac5-cd73-423f-874a-60bb76fed5c7', 'route': ['p2', 'e7', 'i3', 'x12', 'p1', 'c1']}
1769737513.7508078,RECEIVED,06c3e3b4-b6ec-4e04-be4e-2417f692001e,ed8d81b9-6e5d-4fed-8575-f383b6e98c60,c4,c1,27,p1,?,surb={'id': '97ce632f-749b-4865-84de-d6f2796a369b', 'route': ['p1', 'e5', 'i10', 'x7', 'p1', 'c4']}
1769737513.7819438,RECEIVED,a5aed2ff-2580-49f4-b543-9ab0731fa364,d8e45435-3c98-459c-9c51-a70c31abbd01,c5,c1,27,p1,?,surb={'id': '3cb75e28-174f-43ab-b9f2-180d7571076d', 'route': ['p1', 'e7', 'i6', 'x2', 'p2', 'c5']}
1769737513.819399,RECEIVED,f4485fd5-0b4e-4414-a115-48ae5ccf5cae,20f07f48-aa1d-4e2c-bde5-5f10afcf83ca,c4,c1,27,p1,?,surb={'id': 'da76e065-2810-4852-85cf-6ea408dad322', 'route': ['p1', 'e7', 'i8', 'x4', 'p1', 'c4']}
1769737513.901948,RECEIVED,b03f45f2-418b-40db-8431-1d4161a3c678,2beafa40-66de-4a0d-8592-72fac1c64a09,c5,c1,26,p1,?,surb={'id': 'dbafcd78-a13b-43a0-a283-5a161ca170d6', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c5']}
1769737513.934444,RECEIVED,03db4826-1781-4859-8a3d-9434df3aa58f,25a10669-fa91-4f76-a053-29a640927349,c4,c1,27,p1,?,surb={'id': 'd873162c-39a6-4a94-b821-9406a473bf88', 'route': ['p1', 'e1', 'i11', 'x12', 'p1', 'c4']}
1769737514.430554,SENT,a72ca586-2c77-4b0f-b957-e5d03928810c,afa2f3fa-c6df-47ab-9b46-59e08a3feebb,c1,c2,3372,?,p1,
1769737514.4307015,CREATED,a7175b05-74b4-4a14-a659-ec17e9564b41,da08fea6-c868-4eab-947d-6cf96a2194e4,c1,c2,27,?,?,surb={'id': '12acffca-690e-4dfc-a41c-8e631ec4fcfd', 'route': ['p2', 'e1', 'i4', 'x6', 'p1', 'c1']}
1769737514.4483178,SENT,5bc388cd-fc2e-484d-97d2-d552770de20c,62fbb0f3-0996-4416-a453-508d4f9aa853,c1,c2,3396,?,p1,
1769737514.448421,CREATED,6289c991-c75a-4c19-a840-966b338b67be,bc102ae4-786f-4170-996e-6d959b2c3947,c1,c2,27,?,?,surb={'id': 'c9a16f3f-9691-4c15-ba37-2fdf9ef75a2a', 'route': ['p2', 'e7', 'i1', 'x5', 'p1', 'c1']}
1769737514.6890273,RECEIVED,83e64ad2-2bb4-4e21-b0eb-6c50b8d3f82f,96f6b392-f095-49c2-96dc-2dc575427c61,c5,c1,27,p1,?,surb={'id': '300405b9-1070-413f-bb6c-957e3a509e59', 'route': ['p1', 'e10', 'i10', 'x5', 'p2', 'c5']}
1769737515.0166235,RECEIVED,3a709622-9a66-48b5-ae33-0486b437ae87,6aa8afbf-a1de-4ad9-9342-c43e86e32e2a,c5,c1,27,p1,?,surb={'id': '4d80bee5-d67a-49c8-848a-8793528c7186', 'route': ['p1', 'e12', 'i4', 'x12', 'p2', 'c5']}
1769737515.0848424,SENT,66ff4aaa-2349-49e7-b0ad-fa3e5b62c7ad,6dd8bb6c-ba9c-4bec-a89b-0804cdad30b6,c1,c2,3404,?,p1,
1769737515.0849876,CREATED,c449136d-40c4-41ee-b7b7-ae40eb83e462,7bce58b7-aab4-4f60-83de-2e8cf31f741b,c1,c2,27,?,?,surb={'id': '0d7ca13c-d91a-49ca-8102-72aba3fbdafc', 'route': ['p2', 'e3', 'i9', 'x11', 'p1', 'c1']}
