timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769751741.3637736,SENT,be143a16-90ff-4595-a12f-fda84e703e3a,19a6c50e-2e44-4c18-a501-1c2d3cc6d9fa,c4,c5,3396,?,p1,
1769751741.3638754,CREATED,71c16242-d7b8-46e4-8e54-73434178d2d9,62735d97-674c-4379-ab0f-885a5201ce9a,c4,c5,26,?,?,surb={'id': '8df51bea-026c-4c46-b833-20c6dff3498a', 'route': ['p2', 'e3', 'i10', 'x10', 'p1', 'c4']}
1769751741.6145618,RECEIVED,7f42dc3b-bbbd-4df3-98f5-ada80fe9ff6a,f1313d9e-e6e1-4639-8794-9e1e9a609b68,c1,c4,26,p1,?,surb={'id': '396ae63e-cc51-4bc2-b062-fbe061e1d4b8', 'route': ['p1', 'e3', 'i6', 'x10', 'p1', 'c1']}
1769751741.8397315,RECEIVED,a1b49680-ed40-4f71-b171-c4467d06a6b5,9c31f02a-167e-472f-b94e-2da639de463c,c1,c4,27,p1,?,surb={'id': '75d3bddf-184a-4416-8468-6d861241505f', 'route': ['p1', 'e8', 'i6', 'x1', 'p1', 'c1']}
1769751741.9661002,RECEIVED,358202fe-a935-4e46-91be-32415d0f1648,d5bc0323-35ae-44d8-a2bc-615050a9f20a,c1,c4,27,p1,?,surb={'id': 'd8807e6e-96c4-4c25-95a4-1f4cd5190716', 'route': ['p1', 'e3', 'i3', 'x12', 'p1', 'c1']}
1769751741.999492,RECEIVED,99898817-8b49-41ad-b37a-5431f09307c5,f793f193-9a1a-419a-9cc5-c0c24673e7b3,c2,c4,27,p1,?,surb={'id': '87de415f-a550-42f2-8e64-e1014443f245', 'route': ['p1', 'e12', 'i9', 'x8', 'p2', 'c2']}
1769751742.040283,RECEIVED,85e522ee-0472-4cf4-9668-b78178ad63bc,396f73bc-c415-4565-b3af-0f9aab4201ae,c2,c4,27,p1,?,surb={'id': '9f3a2fad-557c-4c5f-b4f3-eff7ce87a67f', 'route': ['p1', 'e2', 'i1', 'x9', 'p2', 'c2']}
1769751742.1016586,SENT,20476b86-3ffe-41d8-80bc-4143cf903a0f,6318f1d7-308e-4f63-bac7-a754b6cdd0c1,c4,c5,3384,?,p1,
1769751742.1017523,CREATED,4ddfe9a0-df78-49d9-bc3c-51392d174f0b,62735d97-674c-4379-ab0f-885a5201ce9a,c4,c5,26,?,?,surb={'id': '8df51bea-026c-4c46-b833-20c6dff3498a', 'route': ['p2', 'e3', 'i10', 'x10', 'p1', 'c4']}
1769751742.204471,SENT,6de008f2-61e7-4611-8926-201541ceda68,6e9e6e62-05ca-42e1-ae10-760239149a22,c4,c5,3371,?,p1,
1769751742.2045667,CREATED,f362cfd2-4127-4e43-8c6c-ca24c05a4c57,4a087500-1325-40db-973e-dc8ec3dcf430,c4,c5,27,?,?,surb={'id': 'adc8ff66-d5d7-4bc1-ab22-ac9a117f2461', 'route': ['p2', 'e7', 'i4', 'x11', 'p1', 'c4']}
1769751742.2296717,RECEIVED,6067724d-da0e-486b-b739-a47a5b3e556a,5c7e68ba-4ca6-466c-8e67-8a73c4c1ceeb,c1,c4,27,p1,?,surb={'id': '873768ad-3f8e-4c36-8fe8-1805f4a5cc06', 'route': ['p1', 'e7', 'i5', 'x11', 'p1', 'c1']}
1769751742.3976035,RECEIVED,848419ce-103d-4d33-966d-2a8cb0bca241,5c7e68ba-4ca6-466c-8e67-8a73c4c1ceeb,c1,c4,27,p1,?,surb={'id': '873768ad-3f8e-4c36-8fe8-1805f4a5cc06', 'route': ['p1', 'e7', 'i5', 'x11', 'p1', 'c1']}
1769751742.7676017,RECEIVED,7448d99c-ecd7-4174-931a-f855a04e509a,5a37a26b-a418-43de-9401-689ac05a2cfc,c1,c4,26,p1,?,surb={'id': '60f4f84c-4d13-4094-b0cb-02102e28545b', 'route': ['p1', 'e11', 'i2', 'x12', 'p1', 'c1']}
1769751742.7762864,RECEIVED,de308da1-88e0-4a9b-b06f-d3d4fc987efe,9ab6b16d-21aa-4c4c-b0a9-359bb812c9eb,c1,c4,27,p1,?,surb={'id': '34f8000c-3da1-46b4-a22c-d9f0c72ffc3b', 'route': ['p1', 'e2', 'i8', 'x12', 'p1', 'c1']}
1769751742.8056722,RECEIVED,52dc8086-0e21-45f8-9011-71c98fefc9ab,676e45f0-df01-4bc5-9967-b05d9e26611a,c2,c4,25,p1,?,surb={'id': 'a1fe449e-2540-4742-b145-ff75a7e8fde5', 'route': ['p1', 'e2', 'i4', 'x4', 'p2', 'c2']}
1769751742.8244052,RECEIVED,5cb88434-e53a-4bc8-bd5e-f0122d0bb159,d5bc0323-35ae-44d8-a2bc-615050a9f20a,c1,c4,27,p1,?,surb={'id': 'd8807e6e-96c4-4c25-95a4-1f4cd5190716', 'route': ['p1', 'e3', 'i3', 'x12', 'p1', 'c1']}
1769751742.8423803,RECEIVED,16bc5387-2eca-49a2-84eb-19e62d57dab3,6f9b160d-3df4-4c61-9a50-0c85567b361f,c1,c4,26,p1,?,surb={'id': '2064accc-5b16-4709-9a64-6ec0df1c44a4', 'route': ['p1', 'e8', 'i2', 'x4', 'p1', 'c1']}
1769751742.9466558,RECEIVED,2c5d3762-6975-4fcb-9a29-e18bf8dd3247,e7e9bd71-05af-4df1-9cbd-9cc7d2d2af8e,c5,c4,27,p1,?,surb={'id': '7fac705a-9f7c-41b3-8de3-a1e6f0ab5dbf', 'route': ['p1', 'e5', 'i6', 'x6', 'p2', 'c5']}
1769751743.0105815,SENT,4ee66e1a-afe6-430a-9998-530c5c7b012d,62384e97-4420-41c1-88e3-860eba6a1feb,c4,c5,3375,?,p1,
1769751743.0107331,CREATED,c596f32a-97e1-400a-acbe-7f0f4928121c,4a087500-1325-40db-973e-dc8ec3dcf430,c4,c5,27,?,?,surb={'id': 'adc8ff66-d5d7-4bc1-ab22-ac9a117f2461', 'route': ['p2', 'e7', 'i4', 'x11', 'p1', 'c4']}
1769751743.0437765,RECEIVED,dd7493c6-08a0-4cab-b4e4-e9979bf052af,0882bdca-d07d-4093-877f-c20eefbd1f1a,c1,c4,27,p1,?,surb={'id': 'e91d3f24-e4ab-479b-8bd1-7e3dcf2467fe', 'route': ['p1', 'e2', 'i8', 'x3', 'p1', 'c1']}
1769751743.2803018,RECEIVED,49052862-a877-485b-ad4e-ed084bb04247,993454f5-322b-40fd-82d8-e88c9c55419e,c1,c4,27,p1,?,surb={'id': '9c5e0add-5331-4fba-a952-6f98ff326499', 'route': ['p1', 'e1', 'i11', 'x3', 'p1', 'c1']}
1769751743.3260038,RECEIVED,0c6829c6-a882-431e-b0d5-3225c7af32e1,993454f5-322b-40fd-82d8-e88c9c55419e,c1,c4,27,p1,?,surb={'id': '9c5e0add-5331-4fba-a952-6f98ff326499', 'route': ['p1', 'e1', 'i11', 'x3', 'p1', 'c1']}
1769751743.3715703,RECEIVED,297178f0-cf28-4024-a363-48f38cb0a67d,9d91210b-9f46-4380-b56c-97690cd878d8,c2,c4,27,p1,?,surb={'id': '0d06bbab-db26-4c1b-846e-a950f56dba31', 'route': ['p1', 'e10', 'i12', 'x4', 'p2', 'c2']}
1769751743.4295232,SENT,e2561727-8eda-4d34-a674-e86247fbacb9,0e7a2f43-243e-46d9-9b8d-8053480bfdb1,c4,c5,3377,?,p1,
1769751743.4296734,CREATED,2b7d7185-6ee9-4319-ac1a-c729b8fcbe2a,16daa4a2-f9e2-4f46-b278-4a48e445a3f2,c4,c5,27,?,?,surb={'id': '15709dca-cb25-438c-950a-d68e088e7968', 'route': ['p2', 'e4', 'i1', 'x6', 'p1', 'c4']}
1769751743.8146672,RECEIVED,41e26dbb-8558-41bb-b21e-05e5bc3c4bfb,55e7ee43-00e5-4e19-811d-b3f57ddb04ba,c5,c4,26,p1,?,surb={'id': 'c8a47112-9251-4bed-be4e-62f7ba99f377', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c5']}
1769751743.8198512,RECEIVED,4280a250-02b1-4291-8afa-603ee1f286e5,1fd2b907-6b43-4329-a026-1c3f2691bca8,c1,c4,27,p1,?,surb={'id': '6ca28604-f81d-4035-952e-57e8b7fbe88c', 'route': ['p1', 'e7', 'i3', 'x3', 'p1', 'c1']}
1769751743.8434713,RECEIVED,21f17f64-87ca-438b-9659-f4be971c1a1e,c6fdc1cb-e24f-43c3-9db5-a90146942f8d,c1,c4,27,p1,?,surb={'id': '587e9868-e137-468c-b19b-f97772dd39ca', 'route': ['p1', 'e4', 'i9', 'x12', 'p1', 'c1']}
1769751743.9101129,RECEIVED,7c74bd8f-6b03-47ba-b701-b20188e16c43,f4c2ea92-6f70-4e7f-8816-64fb624522bc,c1,c4,27,p1,?,surb={'id': '852a0065-efc6-4ec4-ae6e-9ec2fcc2446e', 'route': ['p1', 'e1', 'i1', 'x3', 'p1', 'c1']}
1769751744.2548735,RECEIVED,68a7c15d-66be-40e5-b8b5-a099fefa0008,9d91210b-9f46-4380-b56c-97690cd878d8,c2,c4,27,p1,?,surb={'id': '0d06bbab-db26-4c1b-846e-a950f56dba31', 'route': ['p1', 'e10', 'i12', 'x4', 'p2', 'c2']}
1769751744.4561357,RECEIVED,d361f46d-c53e-41a2-be73-fd03389fac55,f1313d9e-e6e1-4639-8794-9e1e9a609b68,c1,c4,26,p1,?,surb={'id': '396ae63e-cc51-4bc2-b062-fbe061e1d4b8', 'route': ['p1', 'e3', 'i6', 'x10', 'p1', 'c1']}
1769751744.4910853,RECEIVED,5e52751d-c752-4ea9-a814-6fa5b5f7448c,27aab02e-698a-49dc-91f9-ada97310a87f,c2,c4,27,p1,?,surb={'id': '7d9b4c0e-bb46-4462-a122-4121fe380215', 'route': ['p1', 'e3', 'i7', 'x7', 'p2', 'c2']}
1769751744.6336508,SENT,5ad90bdc-ec0c-4ed9-b7a0-f532d2855687,85a15eb7-af71-48ab-ad25-c3b06fb81f6c,c4,c5,3360,?,p1,
1769751744.6337895,CREATED,ec2ab3a6-0440-4dc9-bfb0-c2f3d68a30ab,16daa4a2-f9e2-4f46-b278-4a48e445a3f2,c4,c5,27,?,?,surb={'id': '15709dca-cb25-438c-950a-d68e088e7968', 'route': ['p2', 'e4', 'i1', 'x6', 'p1', 'c4']}
1769751744.6716158,RECEIVED,61523284-cf9f-455e-a663-5d1d6b78f171,e7e9bd71-05af-4df1-9cbd-9cc7d2d2af8e,c5,c4,27,p1,?,surb={'id': '7fac705a-9f7c-41b3-8de3-a1e6f0ab5dbf', 'route': ['p1', 'e5', 'i6', 'x6', 'p2', 'c5']}
1769751744.8377306,RECEIVED,b6a31cde-3483-454a-ab60-c5e390115f99,27aab02e-698a-49dc-91f9-ada97310a87f,c2,c4,27,p1,?,surb={'id': '7d9b4c0e-bb46-4462-a122-4121fe380215', 'route': ['p1', 'e3', 'i7', 'x7', 'p2', 'c2']}
1769751744.9999082,RECEIVED,28a7e1fa-1cb1-4a76-abc5-39a300356b23,6f9b160d-3df4-4c61-9a50-0c85567b361f,c1,c4,26,p1,?,surb={'id': '2064accc-5b16-4709-9a64-6ec0df1c44a4', 'route': ['p1', 'e8', 'i2', 'x4', 'p1', 'c1']}
1769751745.0490167,RECEIVED,0a1905b2-150a-4abf-a9de-f686261ffb2b,55e7ee43-00e5-4e19-811d-b3f57ddb04ba,c5,c4,26,p1,?,surb={'id': 'c8a47112-9251-4bed-be4e-62f7ba99f377', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c5']}
1769751745.193487,SENT,c9d43047-376f-46da-80e1-9e73cf4e7e23,255b38fb-a0c9-4ba8-9147-94f5ad75f838,c4,c5,3383,?,p1,
1769751745.1936483,CREATED,0bba6748-a0f8-4ed6-8522-1d0b39742611,4a1b1832-032f-4532-90cb-bb71b50613eb,c4,c5,27,?,?,surb={'id': '5433e09f-511e-4d85-809a-958fe83ef7b5', 'route': ['p2', 'e2', 'i1', 'x5', 'p1', 'c4']}
1769751745.3384473,RECEIVED,5fb7380b-15b3-4c04-a777-4c05d15c8c78,1474357c-ce3c-4c83-b9af-051777d78ec7,c5,c4,27,p1,?,surb={'id': '5eb97959-2720-48f7-83da-a19786b7f87d', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c5']}
1769751745.5729353,SENT,801c1bbf-5826-4d02-a4cf-e3b6491ac143,e05219cf-c2a6-4bd6-b859-e48432cbd1c8,c4,c5,3360,?,p1,
1769751745.5739515,CREATED,81bda8c5-370e-4b0e-8f7e-a9d592425169,4a1b1832-032f-4532-90cb-bb71b50613eb,c4,c5,27,?,?,surb={'id': '5433e09f-511e-4d85-809a-958fe83ef7b5', 'route': ['p2', 'e2', 'i1', 'x5', 'p1', 'c4']}
1769751745.628094,RECEIVED,c1dd3515-ca9f-4767-8fbd-e6a6a66f5314,1474357c-ce3c-4c83-b9af-051777d78ec7,c5,c4,27,p1,?,surb={'id': '5eb97959-2720-48f7-83da-a19786b7f87d', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c5']}
1769751745.8694546,RECEIVED,c282e7c0-b7bc-4701-8725-1372b827d29f,57104c0c-c5dc-43af-b78d-80c5d9abe907,c5,c4,27,p1,?,surb={'id': '9bafb627-4fc1-4796-a481-def3150367c6', 'route': ['p1', 'e7', 'i5', 'x4', 'p2', 'c5']}
1769751745.937879,SENT,0c4fbef3-0ad5-4512-b65d-c3d45829486a,9e10eb76-0aed-4572-9a79-a770fa87580a,c4,c5,3389,?,p1,
1769751745.9379642,CREATED,5f6c8639-911b-403f-930b-26b992048328,832b5178-e879-4ccb-b6c7-a8ea0ddc6717,c4,c5,27,?,?,surb={'id': '3fb8c3a3-fef5-4824-86d6-99a2ecf75245', 'route': ['p2', 'e1', 'i6', 'x12', 'p1', 'c4']}
1769751746.0538287,RECEIVED,cb4d543a-cdc5-4cca-bbc0-aea222b3da18,8d5fa070-a931-433f-8c2b-b1e1a5986518,c1,c4,27,p1,?,surb={'id': 'fa3d1fd8-8558-4595-9155-646b472d81fb', 'route': ['p1', 'e3', 'i8', 'x12', 'p1', 'c1']}
1769751746.162894,SENT,0458f63f-bfb9-48e7-8062-872f4b28b516,f32b7f9d-e983-4985-b8ba-3714fd2c731a,c4,c5,3366,?,p1,
1769751746.163028,CREATED,e6cdad6e-1270-4287-8d2a-f90cb70cb508,832b5178-e879-4ccb-b6c7-a8ea0ddc6717,c4,c5,27,?,?,surb={'id': '3fb8c3a3-fef5-4824-86d6-99a2ecf75245', 'route': ['p2', 'e1', 'i6', 'x12', 'p1', 'c4']}
1769751746.1762278,RECEIVED,bc77ac41-908b-4705-8ac2-f63a568cf84c,5b399445-384d-417c-a5bd-05de0457c060,c2,c4,27,p1,?,surb={'id': 'aeafbabd-797b-44d3-b1e0-380fe008da9e', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769751746.2269268,RECEIVED,af3f3c6e-2240-4011-9898-d53e1d391703,4deb4f2c-b38f-4389-bc8d-8ab472dd1f38,c1,c4,27,p1,?,surb={'id': '6483377e-22fd-41c2-816d-312029624289', 'route': ['p1', 'e9', 'i8', 'x1', 'p1', 'c1']}
1769751746.266738,SENT,9d827990-1645-44a6-8936-60a60e2e7a1a,7100e6de-29e5-43c2-a2d0-45f78632a902,c4,c5,3397,?,p1,
1769751746.2668707,CREATED,c9d23b0a-3c6c-4534-a9f7-e252d80dd3c4,6f18bf19-34a1-45f2-815b-d427cd518034,c4,c5,27,?,?,surb={'id': '98150a90-e7d0-4600-a5a4-78344b0f7e06', 'route': ['p2', 'e2', 'i8', 'x7', 'p1', 'c4']}
1769751746.435215,RECEIVED,399a58ff-e50d-42b3-bed2-6452f8536c91,d6713697-87e8-4eca-98f5-b22f333091a0,c1,c4,27,p1,?,surb={'id': '77b7f5a8-03a0-4a43-8793-c81ac3497b77', 'route': ['p1', 'e1', 'i9', 'x7', 'p1', 'c1']}
1769751746.6723075,SENT,2df29112-8920-4b70-8f34-f9875219faeb,1a5c6ef3-f1b6-4d5a-8fd7-bc132feb5bd3,c4,c5,3389,?,p1,
1769751746.672444,CREATED,f9bd0a8e-f7a1-4315-b8aa-e67e6d7d5921,6f18bf19-34a1-45f2-815b-d427cd518034,c4,c5,27,?,?,surb={'id': '98150a90-e7d0-4600-a5a4-78344b0f7e06', 'route': ['p2', 'e2', 'i8', 'x7', 'p1', 'c4']}
1769751746.6841612,SENT,22a1a25f-5eb1-4673-86f8-51edfa8675c8,df84d12b-bac5-4a86-b5e8-c6b142dde040,c4,c5,3385,?,p1,
1769751746.6842966,CREATED,95558444-9c68-43c2-97c9-42e7fbab6eb1,1749dbcd-d74c-4653-8b7f-c654b0ce9372,c4,c5,27,?,?,surb={'id': 'b9b1d0b3-9c77-47a7-907d-4f15f6bf7587', 'route': ['p2', 'e1', 'i6', 'x6', 'p1', 'c4']}
1769751746.6899133,RECEIVED,0deec104-8327-44c0-ba97-9cddd076e7bd,92758c53-d674-454d-a94f-2deeaa91b0de,c2,c4,27,p1,?,surb={'id': '73278da8-f2bc-47d2-b72f-1b624675b660', 'route': ['p1', 'e11', 'i6', 'x11', 'p2', 'c2']}
1769751746.8764908,SENT,7d1b2366-85b3-4aa0-8ef4-3bc0c5ba0752,96a9405b-7b61-48e6-a635-67c7a436b221,c4,c5,3392,?,p1,
1769751746.8766358,CREATED,d298fa6f-f777-45de-a163-f8cae2266b9c,1749dbcd-d74c-4653-8b7f-c654b0ce9372,c4,c5,27,?,?,surb={'id': 'b9b1d0b3-9c77-47a7-907d-4f15f6bf7587', 'route': ['p2', 'e1', 'i6', 'x6', 'p1', 'c4']}
1769751746.915313,RECEIVED,aa69438e-b36e-498c-b784-ad1e9dc183ad,5b399445-384d-417c-a5bd-05de0457c060,c2,c4,27,p1,?,surb={'id': 'aeafbabd-797b-44d3-b1e0-380fe008da9e', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769751747.0341582,SENT,57334a12-aeac-4330-bd7a-1131c3999eb4,fd38f62e-be66-4198-9dec-610cadbc32c7,c4,c5,3372,?,p1,
1769751747.034316,CREATED,9b980092-1cec-46e2-9e25-920048ac980a,76d6b4db-7166-406c-bab4-ce51d2a1031c,c4,c5,27,?,?,surb={'id': '04de9d03-aa1d-4979-b63a-c9f9bd67ff4c', 'route': ['p2', 'e6', 'i5', 'x7', 'p1', 'c4']}
1769751747.1352463,RECEIVED,e1bde1f6-eda5-48a1-890b-508d89cab149,571b02c7-d30a-4dba-b4f3-5eb866d7f562,c5,c4,25,p1,?,surb={'id': '582262a0-75d5-40d8-b48d-5cdf9eb70fef', 'route': ['p1', 'e9', 'i6', 'x6', 'p2', 'c5']}
1769751747.2010646,RECEIVED,f12bf209-6759-41e0-8b5e-d46c6d5b3a95,7f442c64-2d8f-4a08-bc5a-4dcbf4cfcabb,c2,c4,27,p1,?,surb={'id': 'acf19486-ecaf-41bc-9334-55340a1ee5bb', 'route': ['p1', 'e1', 'i11', 'x2', 'p2', 'c2']}
1769751747.4658577,RECEIVED,40ad76db-b702-485b-9926-74cd336ee99a,377050ba-a674-4e8a-91b3-6481ac90c317,c2,c4,27,p1,?,surb={'id': '1918495b-0f89-4969-9a45-c8631e0ee70c', 'route': ['p1', 'e6', 'i12', 'x6', 'p2', 'c2']}
1769751747.577133,SENT,d543905c-a18a-4342-a39f-110a367f6c7d,e5de7521-c136-47df-a656-830417e233c2,c4,c5,3360,?,p1,
1769751747.5772843,CREATED,3621720d-317d-4cc1-8bc1-ba0dcc6f5a69,76d6b4db-7166-406c-bab4-ce51d2a1031c,c4,c5,27,?,?,surb={'id': '04de9d03-aa1d-4979-b63a-c9f9bd67ff4c', 'route': ['p2', 'e6', 'i5', 'x7', 'p1', 'c4']}
1769751747.5805442,RECEIVED,3e649786-a8a7-4e15-888e-62aed88f19ae,ea70590c-58c2-422d-bc07-7e99b492913b,c5,c4,27,p1,?,surb={'id': 'db042be3-5d32-41f4-a68f-a1ab5ec4172f', 'route': ['p1', 'e10', 'i5', 'x2', 'p2', 'c5']}
1769751747.6321218,RECEIVED,7fbade3b-06b1-4af7-a0bc-4cb254911718,377050ba-a674-4e8a-91b3-6481ac90c317,c2,c4,27,p1,?,surb={'id': '1918495b-0f89-4969-9a45-c8631e0ee70c', 'route': ['p1', 'e6', 'i12', 'x6', 'p2', 'c2']}
1769751747.7440655,SENT,ba0cdc10-b993-4039-9138-6f95bfb3fe01,c4a99cdb-5de9-41de-9d72-7449e77cb80c,c4,c5,3383,?,p1,
1769751747.7441888,CREATED,86f29a2d-4c27-4e16-a9c6-1990f4893f28,539830b5-38cd-4246-b7ff-d033b2797926,c4,c5,27,?,?,surb={'id': 'a77e85f6-11ad-4094-af24-a65eb7b5dba2', 'route': ['p2', 'e9', 'i5', 'x3', 'p1', 'c4']}
1769751747.854783,RECEIVED,79d7e478-c332-42e6-824a-d9350a243c9c,dccc2e91-15d7-4132-8214-fe1ff9dc51c7,c2,c4,27,p1,?,surb={'id': '783dd3f5-e7c7-4e5e-9565-a4614fb84d51', 'route': ['p1', 'e11', 'i1', 'x8', 'p2', 'c2']}
1769751747.8705878,RECEIVED,1c751434-a0d3-4b02-ac62-a1538f3e88c1,7f442c64-2d8f-4a08-bc5a-4dcbf4cfcabb,c2,c4,27,p1,?,surb={'id': 'acf19486-ecaf-41bc-9334-55340a1ee5bb', 'route': ['p1', 'e1', 'i11', 'x2', 'p2', 'c2']}
1769751747.914339,RECEIVED,50e61725-1268-40fe-b540-f5019666504f,0dfe5b8e-7625-4b53-853d-140bb79b323e,c1,c4,27,p1,?,surb={'id': 'e272cd9b-f18f-4959-a666-b968b4aec56e', 'route': ['p1', 'e5', 'i9', 'x8', 'p1', 'c1']}
1769751747.944922,RECEIVED,bb7b4cf4-de7b-4857-b8d6-9d28c05a9884,4deb4f2c-b38f-4389-bc8d-8ab472dd1f38,c1,c4,27,p1,?,surb={'id': '6483377e-22fd-41c2-816d-312029624289', 'route': ['p1', 'e9', 'i8', 'x1', 'p1', 'c1']}
1769751747.964518,SENT,21345576-4f64-47e3-ac45-0b6fc22f4309,f34d8763-0618-485e-84de-ed6794f404b3,c4,c5,3380,?,p1,
1769751747.9646525,CREATED,43c39fbc-413e-488c-b0c9-d4b9516da2ce,539830b5-38cd-4246-b7ff-d033b2797926,c4,c5,27,?,?,surb={'id': 'a77e85f6-11ad-4094-af24-a65eb7b5dba2', 'route': ['p2', 'e9', 'i5', 'x3', 'p1', 'c4']}
1769751748.1636338,SENT,4ac31fff-021e-4957-8635-5ea7ecb11952,097f8f00-cf31-4d00-aa12-f542dfbd97d7,c4,c5,3380,?,p1,
1769751748.163695,CREATED,c432aad7-fcb9-4fbd-b579-7f457cddacd2,a6223d0a-b73d-4a4f-b600-443d1a046edb,c4,c5,26,?,?,surb={'id': 'e329fa3c-2627-4088-be1c-a26f32b03931', 'route': ['p2', 'e2', 'i12', 'x7', 'p1', 'c4']}
1769751748.1949127,RECEIVED,46dde832-dcbf-442f-a0b2-3d7ceee28745,38a5eefd-9235-40ba-ad20-e1f29c8a8a36,c1,c4,26,p1,?,surb={'id': 'c048c4ab-0b52-4b0c-ba21-e33ad7256240', 'route': ['p1', 'e3', 'i5', 'x5', 'p1', 'c1']}
1769751748.2098866,RECEIVED,c42d91f9-222b-46f3-a7fa-181df81cb477,dce5d516-6b4c-47cd-9688-f9e66ab4f21c,c1,c4,27,p1,?,surb={'id': 'aef028fb-b1ae-498b-acdc-54c90320eb24', 'route': ['p1', 'e6', 'i4', 'x8', 'p1', 'c1']}
1769751748.2551033,SENT,bec52885-f744-4afa-9dd2-e92a9899d10e,c5b413f7-4182-40d6-a526-5683c1abcdb1,c4,c5,3364,?,p1,
1769751748.2551768,CREATED,fa49616a-4b51-4d1e-bda4-43b53942bde8,a6223d0a-b73d-4a4f-b600-443d1a046edb,c4,c5,26,?,?,surb={'id': 'e329fa3c-2627-4088-be1c-a26f32b03931', 'route': ['p2', 'e2', 'i12', 'x7', 'p1', 'c4']}
1769751748.2676718,RECEIVED,57d8a6ed-a1d4-451c-97b1-0f36bdedcb9c,39c627fe-9cdc-461a-a873-169c06986f16,c2,c4,27,p1,?,surb={'id': 'a3a7cb6e-51b4-42c1-ac31-0ec9232703fb', 'route': ['p1', 'e7', 'i6', 'x4', 'p2', 'c2']}
1769751748.4714513,RECEIVED,c0473192-2488-4c51-bbd8-b0fa11a91c29,571b02c7-d30a-4dba-b4f3-5eb866d7f562,c5,c4,25,p1,?,surb={'id': '582262a0-75d5-40d8-b48d-5cdf9eb70fef', 'route': ['p1', 'e9', 'i6', 'x6', 'p2', 'c5']}
1769751748.4901948,RECEIVED,d7c79e3d-ca1f-4003-b3dc-9e1b6ed6dfb5,647fd3ff-03d3-44a8-8958-ac9eefa53672,c2,c4,27,p1,?,surb={'id': '0cf9636d-ec1e-4710-9064-751c7793276f', 'route': ['p1', 'e3', 'i1', 'x1', 'p2', 'c2']}
1769751748.5072694,RECEIVED,23c34252-a6a7-49c0-b461-0d64963a0b6e,600bbe09-671c-4264-b8bb-aead6d82a118,c5,c4,27,p1,?,surb={'id': '5a3025d1-32bf-4f12-97ab-0e08dca21b78', 'route': ['p1', 'e9', 'i7', 'x10', 'p2', 'c5']}
1769751748.7149036,SENT,80f0953e-7ebe-42a7-ad06-f29c9feaf46d,10c42d64-e616-464d-93b7-330e3b82f96b,c4,c5,3395,?,p1,
1769751748.7150345,CREATED,032396a8-05f3-41ee-833e-3bde276a029a,c52289be-481c-4efc-9b6a-6cae77ae9102,c4,c5,27,?,?,surb={'id': '811206e4-4238-423b-8cab-f03c81e26b78', 'route': ['p2', 'e4', 'i5', 'x4', 'p1', 'c4']}
1769751748.732288,RECEIVED,34af4480-2343-4ee3-aeac-b0db8149e00a,dce5d516-6b4c-47cd-9688-f9e66ab4f21c,c1,c4,27,p1,?,surb={'id': 'aef028fb-b1ae-498b-acdc-54c90320eb24', 'route': ['p1', 'e6', 'i4', 'x8', 'p1', 'c1']}
1769751748.7973466,RECEIVED,2c6f373d-1f3b-4406-8a86-7d793d543e01,a7652ab5-7cb0-460c-8afc-8048cce8f4d5,c1,c4,27,p1,?,surb={'id': '326f2bf5-cab4-45a0-8113-9221b4dde113', 'route': ['p1', 'e7', 'i7', 'x7', 'p1', 'c1']}
1769751748.806669,RECEIVED,2b20ea9e-f288-4cbd-b9e5-493e2add0cc4,35790204-0693-47a1-9d31-399be93f8d28,c2,c4,27,p1,?,surb={'id': 'da459cd2-da0d-4c87-b763-ee6ca6aafa94', 'route': ['p1', 'e3', 'i5', 'x6', 'p2', 'c2']}
1769751748.8224936,RECEIVED,9586e115-88d9-4bb7-a8f5-50db64ed37bd,39c627fe-9cdc-461a-a873-169c06986f16,c2,c4,27,p1,?,surb={'id': 'a3a7cb6e-51b4-42c1-ac31-0ec9232703fb', 'route': ['p1', 'e7', 'i6', 'x4', 'p2', 'c2']}
1769751748.9112647,RECEIVED,3c52b07b-9090-4c12-b9b1-c5d0546a0119,35790204-0693-47a1-9d31-399be93f8d28,c2,c4,27,p1,?,surb={'id': 'da459cd2-da0d-4c87-b763-ee6ca6aafa94', 'route': ['p1', 'e3', 'i5', 'x6', 'p2', 'c2']}
1769751749.0346146,SENT,9486ff41-70df-474f-b56b-b027a9385fdc,1f856ed5-488d-4b22-818c-57e2acb944bb,c4,c5,3374,?,p1,
1769751749.034774,CREATED,4200bc3a-0799-4fea-9f28-54a4b26f2196,c52289be-481c-4efc-9b6a-6cae77ae9102,c4,c5,27,?,?,surb={'id': '811206e4-4238-423b-8cab-f03c81e26b78', 'route': ['p2', 'e4', 'i5', 'x4', 'p1', 'c4']}
1769751749.0836263,SENT,3bd4a7fd-1e6c-4446-a4c6-25ab014b6410,6707bfc9-1a9e-4122-9f15-f8267e62f9fb,c4,c5,3375,?,p1,
