timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769751909.1674435,SENT,71e28441-e04f-4781-96b8-8731301da9c6,3c1b01f3-2213-4f4b-9de1-4e2eef5f4590,c4,c5,3383,?,p1,
1769751909.1675806,CREATED,6f389a94-0df7-4685-9b0c-a3dd0f912540,3e9b00ba-9b11-49bf-b4d1-a058b88a6203,c4,c5,27,?,?,surb={'id': '5b9ced8e-47de-4be2-a248-eeec8dc723b1', 'route': ['p2', 'e3', 'i11', 'x2', 'p1', 'c4']}
1769751909.2616808,RECEIVED,721a105f-410a-4a47-8684-44406e296015,366b8245-18d3-4fe9-b8e9-3e7fe67d151a,c1,c4,26,p1,?,surb={'id': '19077344-bfd3-4b3f-857a-40cdad918bf2', 'route': ['p1', 'e8', 'i5', 'x7', 'p1', 'c1']}
1769751909.4355757,RECEIVED,ef010142-5684-408c-a404-bf52295f9ee2,713c59dc-310c-4e76-8d92-8e771edf8b04,c1,c4,27,p1,?,surb={'id': '348cc2b7-db94-4794-bf1b-a0fbe85e0db5', 'route': ['p1', 'e5', 'i8', 'x12', 'p1', 'c1']}
1769751909.6662793,SENT,5cce75c9-2fe7-4b79-91bd-610cfcebf0e8,fff6408e-282e-4677-aa57-a155b2ea7a35,c4,c5,3395,?,p1,
1769751909.66643,CREATED,0c1edafc-e7b6-42ca-acfe-24a76197294c,488a21c0-e7c1-482f-818d-53912a4f4f3c,c4,c5,27,?,?,surb={'id': '11b75197-da5f-4884-aa30-122138fd4bab', 'route': ['p2', 'e12', 'i6', 'x11', 'p1', 'c4']}
1769751909.680361,SENT,824514f9-d0a6-4435-91fa-338c57865a18,bd012887-7ef7-4b7b-a9bd-c37b1b43c47f,c4,c5,3387,?,p1,
1769751909.6804974,CREATED,54f3b94d-f2ac-4fa9-ae1a-665ad806a976,488a21c0-e7c1-482f-818d-53912a4f4f3c,c4,c5,27,?,?,surb={'id': '11b75197-da5f-4884-aa30-122138fd4bab', 'route': ['p2', 'e12', 'i6', 'x11', 'p1', 'c4']}
1769751909.6947105,RECEIVED,8704a6f9-1f1b-4a64-a197-cee0948d4c84,6bcc2fc1-253f-45b9-9ecc-6ca0498e0f24,c1,c4,26,p1,?,surb={'id': 'b16caab7-0789-44a6-8f08-b1b047181a8e', 'route': ['p1', 'e4', 'i4', 'x5', 'p1', 'c1']}
1769751909.7110987,SENT,f79fb104-bbf9-4031-93f2-2d8841986dc8,09c5af45-a058-40ae-99b2-87fd689d28be,c4,c5,3383,?,p1,
1769751909.7112334,CREATED,b8650803-3344-4cfb-86ff-7fc07fd71f3a,87ea3afb-ec10-4264-97c9-2835602dd948,c4,c5,27,?,?,surb={'id': 'eedcd9bf-ff2d-4700-8c0f-5988628f4c66', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c4']}
1769751909.7934945,RECEIVED,c9dafe06-432c-4355-9f87-e4f89d7d8475,692e4b4c-6e9b-45c8-99de-93d33bb44fa7,c2,c4,27,p1,?,surb={'id': '754b88a5-ff1a-4b1f-b1b9-b5932c2146f9', 'route': ['p1', 'e12', 'i11', 'x6', 'p2', 'c2']}
1769751909.8248255,RECEIVED,5b1f3107-755a-41db-8567-d2f6e4744c2c,e588ccd9-4004-414d-ba73-79040d1c8b20,c5,c4,27,p1,?,surb={'id': 'dfbc4449-98d9-420e-b0a9-e82f515389d6', 'route': ['p1', 'e7', 'i3', 'x11', 'p2', 'c5']}
1769751909.969739,RECEIVED,a0b35a0b-0017-41be-a082-752fbc2723f9,cfdbbc17-75b4-4186-80b6-caa1282b33d3,c2,c4,27,p1,?,surb={'id': '4340ad8a-e59f-47bf-98bd-44179e0ddfb6', 'route': ['p1', 'e7', 'i5', 'x3', 'p2', 'c2']}
1769751910.1776686,RECEIVED,577beb4c-cbac-4704-81f4-1f5d7ab9e6cb,f2fefac1-52b0-474b-866b-b51fda40a8ce,c5,c4,27,p1,?,surb={'id': 'e68f7e60-f59d-44e1-ac1d-06b827ca6791', 'route': ['p1', 'e5', 'i1', 'x3', 'p2', 'c5']}
1769751910.39982,RECEIVED,48ab0660-74a0-463d-9991-2b4180dd309e,29b4340e-fa4f-40ce-b05a-889723a0fb92,c5,c4,27,p1,?,surb={'id': 'a7dc3a76-f073-4c35-9113-fa7f9d32d044', 'route': ['p1', 'e5', 'i8', 'x6', 'p2', 'c5']}
1769751910.5144246,RECEIVED,f3757505-f081-44bc-a331-d543e314d27b,82bb2f16-f243-44bf-94a5-1b92fc04312d,c5,c4,25,p1,?,surb={'id': '16bb7802-5b86-46bb-acd7-97e2fee1fd00', 'route': ['p1', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769751910.6023927,RECEIVED,744ef3c2-e5ce-41cb-9fa5-8dd6b1c574e8,6579698a-0a3a-4e9d-a98b-2612f8b39538,c2,c4,26,p1,?,surb={'id': 'b65528d5-e590-4be4-95c7-7497acebe9f5', 'route': ['p1', 'e4', 'i9', 'x7', 'p2', 'c2']}
1769751910.6896093,SENT,4ae8697b-4354-44aa-8cc5-432ce8ff482b,896be605-b255-47b0-bce1-7750e76573e8,c4,c5,3393,?,p1,
1769751910.6896832,CREATED,7e06e357-65fb-4fdb-b31b-0c41c8978d49,87ea3afb-ec10-4264-97c9-2835602dd948,c4,c5,27,?,?,surb={'id': 'eedcd9bf-ff2d-4700-8c0f-5988628f4c66', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c4']}
1769751910.7747445,RECEIVED,4e012898-141a-4b3a-9338-7dc870ff3100,82bb2f16-f243-44bf-94a5-1b92fc04312d,c5,c4,25,p1,?,surb={'id': '16bb7802-5b86-46bb-acd7-97e2fee1fd00', 'route': ['p1', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769751910.79214,RECEIVED,1edb44e6-e366-4841-b1a2-aa76f086b9dc,c960330b-773c-4d0e-a758-b1361c0a248f,c2,c4,27,p1,?,surb={'id': '10cc01bd-f845-43e6-9765-44e9dc704031', 'route': ['p1', 'e7', 'i1', 'x7', 'p2', 'c2']}
1769751910.966078,SENT,166279dc-67ed-4618-9d0c-1ab5332fb877,a7c868c1-4dfa-4c0c-a706-d1ae0d77cb33,c4,c5,3377,?,p1,
1769751910.9661682,CREATED,9466d034-8b6f-47a7-b690-0e57171e6fae,15948ff6-aa54-47f8-bcdd-ff5be4cedb6f,c4,c5,27,?,?,surb={'id': '66aa53cd-ec73-46ba-b8c0-c2d8f372b22f', 'route': ['p2', 'e6', 'i3', 'x5', 'p1', 'c4']}
1769751910.982919,RECEIVED,b743a4b2-6a48-4d56-9809-8c1449b791cb,692e4b4c-6e9b-45c8-99de-93d33bb44fa7,c2,c4,27,p1,?,surb={'id': '754b88a5-ff1a-4b1f-b1b9-b5932c2146f9', 'route': ['p1', 'e12', 'i11', 'x6', 'p2', 'c2']}
1769751911.0270703,SENT,d1d6c625-3bf5-40e8-a56f-e02f5f314ba0,7d62c41f-af88-40a6-8b20-72eee4e376f4,c4,c5,3379,?,p1,
1769751911.0271602,CREATED,1eff2aec-a20f-4e10-8d19-bd6b3fde17ab,15948ff6-aa54-47f8-bcdd-ff5be4cedb6f,c4,c5,27,?,?,surb={'id': '66aa53cd-ec73-46ba-b8c0-c2d8f372b22f', 'route': ['p2', 'e6', 'i3', 'x5', 'p1', 'c4']}
1769751911.0899262,RECEIVED,151f4320-3c23-4aa3-bb73-5d5996cae2ea,bab13dce-fd1e-4ead-95d3-5cd2fc820cce,c1,c4,27,p1,?,surb={'id': '19dc62a5-44df-42e7-945c-234cd5bacebb', 'route': ['p1', 'e10', 'i6', 'x12', 'p1', 'c1']}
1769751911.1966562,RECEIVED,4b231bd9-c3b7-4797-9e7a-06ae8629bce9,ce494efe-f407-4dfb-848a-8acaa7cf790a,c2,c4,27,p1,?,surb={'id': 'f8c744ef-db52-4ae9-aea9-80875d387e9b', 'route': ['p1', 'e10', 'i5', 'x8', 'p2', 'c2']}
1769751911.3550792,SENT,490ae5fb-03d2-483b-a556-508b1d2a9178,8f3e18bc-63f0-40e6-b59c-811be440ec38,c4,c5,3371,?,p1,
1769751911.355314,CREATED,9c9a3175-e644-4616-8965-dbfcbc565afb,7fbcd781-46e6-4772-942a-efba33732a12,c4,c5,26,?,?,surb={'id': '34ac8d1d-1ca7-4b6b-a20f-0b5871e61656', 'route': ['p2', 'e8', 'i10', 'x7', 'p1', 'c4']}
1769751911.405869,RECEIVED,27c9e1d3-fec5-448a-ab9b-57a01032b0c3,6579698a-0a3a-4e9d-a98b-2612f8b39538,c2,c4,26,p1,?,surb={'id': 'b65528d5-e590-4be4-95c7-7497acebe9f5', 'route': ['p1', 'e4', 'i9', 'x7', 'p2', 'c2']}
1769751911.47622,RECEIVED,4da7cae4-9f2a-4ef4-a0a9-3cf1366c1264,152a5731-1a83-48ad-a99a-186804f02521,c2,c4,27,p1,?,surb={'id': 'c078f4b8-c8de-4630-ab45-990b81fc438a', 'route': ['p1', 'e8', 'i8', 'x6', 'p2', 'c2']}
1769751911.515652,RECEIVED,33e0bbd1-e4fe-4d24-955a-959ef18a0317,bab13dce-fd1e-4ead-95d3-5cd2fc820cce,c1,c4,27,p1,?,surb={'id': '19dc62a5-44df-42e7-945c-234cd5bacebb', 'route': ['p1', 'e10', 'i6', 'x12', 'p1', 'c1']}
1769751911.5477765,RECEIVED,f410506a-e030-4600-936a-f48c65312e83,0274a654-0616-4503-9b4d-2902e53fa834,c2,c4,27,p1,?,surb={'id': '7e3dcbb5-b352-4afb-8b7d-d2ab232920d0', 'route': ['p1', 'e11', 'i1', 'x5', 'p2', 'c2']}
1769751911.5804777,SENT,a939537a-7e93-4dde-88d9-337498a6e9e4,c696a630-418d-475b-abdd-e8a4bceb167d,c4,c5,3380,?,p1,
1769751911.5811753,CREATED,b450e49a-3009-415d-8631-105bf19bf67b,7fbcd781-46e6-4772-942a-efba33732a12,c4,c5,26,?,?,surb={'id': '34ac8d1d-1ca7-4b6b-a20f-0b5871e61656', 'route': ['p2', 'e8', 'i10', 'x7', 'p1', 'c4']}
1769751911.64498,SENT,e17ab3de-c416-447d-bc5b-d79797e67b65,94a40906-26aa-41f7-a25d-75caff5a8318,c4,c5,3385,?,p1,
1769751911.6451216,CREATED,2171b425-53da-44d2-a6d2-ba653b05f627,b0c58965-7516-413f-a90d-7ad148f52b2f,c4,c5,27,?,?,surb={'id': '1282112c-2976-405b-9ebf-6ba3a0829665', 'route': ['p2', 'e2', 'i4', 'x2', 'p1', 'c4']}
1769751911.6529677,RECEIVED,8050a515-d40d-46a9-96e4-ebed0569e76e,7d62f4a2-ef91-498b-a751-c08190d8f74a,c1,c4,27,p1,?,surb={'id': 'e26e10e2-f47a-49d6-958a-2ebad7b4f5f5', 'route': ['p1', 'e12', 'i9', 'x6', 'p1', 'c1']}
1769751911.660806,RECEIVED,757c7938-9095-4788-9331-a3c59999f06b,3f33d901-68b0-492b-8c80-1b4f0fdebf74,c5,c4,27,p1,?,surb={'id': '8b3ec071-5940-44cc-879e-c9139bf72f4f', 'route': ['p1', 'e1', 'i8', 'x9', 'p2', 'c5']}
1769751911.701129,SENT,5f38d633-e415-478c-a7fa-3fa879daabfc,100bdaec-6f91-4c47-8b1f-fea53390ed53,c4,c5,3359,?,p1,
1769751911.701225,CREATED,df9b3a61-0106-4293-b124-e4f0296550ab,b0c58965-7516-413f-a90d-7ad148f52b2f,c4,c5,27,?,?,surb={'id': '1282112c-2976-405b-9ebf-6ba3a0829665', 'route': ['p2', 'e2', 'i4', 'x2', 'p1', 'c4']}
1769751911.8693168,RECEIVED,2654cdcc-3f24-4edd-b1f8-1ff80ae54ebc,eeef43f5-ae8a-44a7-91f0-ff9ff491a5b5,c5,c4,27,p1,?,surb={'id': 'd9e7f1c6-7e56-4a77-93b5-d58ff57203b3', 'route': ['p1', 'e9', 'i9', 'x8', 'p2', 'c5']}
1769751911.8934915,SENT,915130e7-387f-4328-b47f-f6c313894fb7,83e52657-749f-48eb-9f1e-fce6a369f4e0,c4,c5,3371,?,p1,
1769751911.8935962,CREATED,f9ff0e32-3ea3-474e-89f4-edc2e2f96991,e225c02f-edd2-4ac6-b269-dba97fbb1c14,c4,c5,27,?,?,surb={'id': 'e8ae8d18-a4c9-46d5-b0f5-947bf8d3e156', 'route': ['p2', 'e9', 'i4', 'x5', 'p1', 'c4']}
1769751911.9904892,RECEIVED,9f14cf19-c027-471a-b7a1-9765e73d3b8a,a2f62ba9-4780-47cb-879b-b020abe9b3a5,c1,c4,27,p1,?,surb={'id': '3d434ecf-06a4-473a-903b-8c3b1112e016', 'route': ['p1', 'e9', 'i12', 'x9', 'p1', 'c1']}
1769751912.0037742,RECEIVED,20fd34c0-1106-44e4-a378-edca4ea75f86,29b4340e-fa4f-40ce-b05a-889723a0fb92,c5,c4,27,p1,?,surb={'id': 'a7dc3a76-f073-4c35-9113-fa7f9d32d044', 'route': ['p1', 'e5', 'i8', 'x6', 'p2', 'c5']}
1769751912.0186713,RECEIVED,a60dee8f-f6d2-4b4c-b850-86142003e8f7,152a5731-1a83-48ad-a99a-186804f02521,c2,c4,27,p1,?,surb={'id': 'c078f4b8-c8de-4630-ab45-990b81fc438a', 'route': ['p1', 'e8', 'i8', 'x6', 'p2', 'c2']}
1769751912.0923269,RECEIVED,963051ed-91d2-44dd-bca3-847ccae72495,0d905c6b-3092-4e93-9ada-628ed0fae4dc,c1,c4,26,p1,?,surb={'id': 'b9a5d932-2b62-4506-bf12-e9f3588f9e67', 'route': ['p1', 'e7', 'i6', 'x9', 'p1', 'c1']}
1769751912.1354532,SENT,bfd721d9-4f79-4358-b092-3b78558806ed,03a2f716-7ab2-46f4-b137-ce304856d65d,c4,c5,3367,?,p1,
1769751912.1355448,CREATED,685c9f3a-cee0-4728-8dec-9a2832db5337,e225c02f-edd2-4ac6-b269-dba97fbb1c14,c4,c5,27,?,?,surb={'id': 'e8ae8d18-a4c9-46d5-b0f5-947bf8d3e156', 'route': ['p2', 'e9', 'i4', 'x5', 'p1', 'c4']}
1769751912.1626446,RECEIVED,c36c1f63-7f08-4beb-84e2-5a94e397494b,fb8b5512-ffdb-49a2-9d37-c6aedb1b4f44,c5,c4,27,p1,?,surb={'id': '12270f33-ba39-4f9c-af92-c853eb3595d1', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c5']}
1769751912.2165031,RECEIVED,8e108844-c96f-4090-8f7e-3b00419655e4,a2f62ba9-4780-47cb-879b-b020abe9b3a5,c1,c4,27,p1,?,surb={'id': '3d434ecf-06a4-473a-903b-8c3b1112e016', 'route': ['p1', 'e9', 'i12', 'x9', 'p1', 'c1']}
1769751912.304564,RECEIVED,1d0b838f-bcff-4ef3-8ab7-4a1e06884f6e,ce494efe-f407-4dfb-848a-8acaa7cf790a,c2,c4,27,p1,?,surb={'id': 'f8c744ef-db52-4ae9-aea9-80875d387e9b', 'route': ['p1', 'e10', 'i5', 'x8', 'p2', 'c2']}
1769751912.3411512,RECEIVED,4f481d51-207d-4e55-8193-e615ef649e11,c787cde5-12b7-4206-b939-d61a1201c5b1,c2,c4,27,p1,?,surb={'id': '259df8d0-9b92-4497-b9da-9636f94eb456', 'route': ['p1', 'e5', 'i1', 'x12', 'p2', 'c2']}
1769751912.3608177,RECEIVED,e5027966-05dd-45a0-9dd7-5aac35603599,0274a654-0616-4503-9b4d-2902e53fa834,c2,c4,27,p1,?,surb={'id': '7e3dcbb5-b352-4afb-8b7d-d2ab232920d0', 'route': ['p1', 'e11', 'i1', 'x5', 'p2', 'c2']}
1769751912.6475825,RECEIVED,e46fe902-a9b7-4099-9c04-d088c31801c3,eeef43f5-ae8a-44a7-91f0-ff9ff491a5b5,c5,c4,27,p1,?,surb={'id': 'd9e7f1c6-7e56-4a77-93b5-d58ff57203b3', 'route': ['p1', 'e9', 'i9', 'x8', 'p2', 'c5']}
1769751912.6983721,RECEIVED,b3bf3b17-36dc-4fbb-b448-9009d8beac65,c960330b-773c-4d0e-a758-b1361c0a248f,c2,c4,27,p1,?,surb={'id': '10cc01bd-f845-43e6-9765-44e9dc704031', 'route': ['p1', 'e7', 'i1', 'x7', 'p2', 'c2']}
1769751912.7883592,RECEIVED,fd8ca357-5b7c-43ac-8ac9-4fd93c6372a9,0d905c6b-3092-4e93-9ada-628ed0fae4dc,c1,c4,26,p1,?,surb={'id': 'b9a5d932-2b62-4506-bf12-e9f3588f9e67', 'route': ['p1', 'e7', 'i6', 'x9', 'p1', 'c1']}
1769751912.9575963,RECEIVED,af0907b1-3be5-4d4c-a50f-734a77f7b016,366b8245-18d3-4fe9-b8e9-3e7fe67d151a,c1,c4,26,p1,?,surb={'id': '19077344-bfd3-4b3f-857a-40cdad918bf2', 'route': ['p1', 'e8', 'i5', 'x7', 'p1', 'c1']}
1769751913.0961761,RECEIVED,98d3b32c-bc27-4f04-bfea-5623992e0055,7d62f4a2-ef91-498b-a751-c08190d8f74a,c1,c4,27,p1,?,surb={'id': 'e26e10e2-f47a-49d6-958a-2ebad7b4f5f5', 'route': ['p1', 'e12', 'i9', 'x6', 'p1', 'c1']}
1769751913.112272,RECEIVED,ea208bec-12d2-4d89-935d-26eabd143e8c,aaa46586-d638-42f9-92f6-0009e7e37208,c2,c4,26,p1,?,surb={'id': '59520978-e79c-4550-83d8-7b72f7d272f2', 'route': ['p1', 'e5', 'i12', 'x7', 'p2', 'c2']}
1769751913.16186,RECEIVED,fb81b258-af49-4a1c-a087-ce3e5d42d9f6,c787cde5-12b7-4206-b939-d61a1201c5b1,c2,c4,27,p1,?,surb={'id': '259df8d0-9b92-4497-b9da-9636f94eb456', 'route': ['p1', 'e5', 'i1', 'x12', 'p2', 'c2']}
1769751913.1757953,RECEIVED,ddbb5e2a-63fc-4034-8ef8-6125093911a0,36960252-156d-4ca0-b856-56b53ccb69aa,c2,c4,27,p1,?,surb={'id': '963b891b-3d69-41b7-a37c-f2a72754fc76', 'route': ['p1', 'e12', 'i7', 'x1', 'p2', 'c2']}
1769751913.2426057,RECEIVED,2654fba6-8d89-44cd-98d1-c355dba5b59c,c259430e-8760-4b5e-9f39-4d858463c111,c1,c4,26,p1,?,surb={'id': '515fb8d5-56c6-4604-b0c8-e459a15933e0', 'route': ['p1', 'e5', 'i11', 'x1', 'p1', 'c1']}
1769751913.3635635,RECEIVED,78b15ef4-08b8-4456-89f0-324f0e877d89,fb8b5512-ffdb-49a2-9d37-c6aedb1b4f44,c5,c4,27,p1,?,surb={'id': '12270f33-ba39-4f9c-af92-c853eb3595d1', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c5']}
1769751913.3955362,RECEIVED,c8cb479c-4579-49ab-a7aa-7ec810bedc99,1abd2c44-6289-477c-aaf1-7076b7308e73,c1,c4,27,p1,?,surb={'id': '362a1ad8-2229-4c64-8029-bc78422e36ce', 'route': ['p1', 'e10', 'i9', 'x3', 'p1', 'c1']}
1769751913.4438152,SENT,04066168-1578-4a48-a6b5-f2bd03e7d24b,9ef8103d-082c-41d2-b2ef-60d46d526334,c4,c5,3364,?,p1,
1769751913.4439523,CREATED,e4ea1bfa-ef8d-4ac7-bd67-1dac4c101e64,8bd7e884-82cd-477e-ad58-74f2ef0b528e,c4,c5,27,?,?,surb={'id': 'ccf0752a-d0ae-4e90-883d-82e53a812eb1', 'route': ['p2', 'e8', 'i9', 'x7', 'p1', 'c4']}
1769751913.5229638,SENT,c061806c-081b-4678-b147-62d4a92652ea,1f46f097-54f8-41e9-9bbc-4552e672317c,c4,c5,3372,?,p1,
1769751913.523138,CREATED,07fa4788-71a2-4cc5-a6b4-44fcb2dc2d95,8bd7e884-82cd-477e-ad58-74f2ef0b528e,c4,c5,27,?,?,surb={'id': 'ccf0752a-d0ae-4e90-883d-82e53a812eb1', 'route': ['p2', 'e8', 'i9', 'x7', 'p1', 'c4']}
1769751913.704547,SENT,ea1048ab-64dc-44e6-aef0-abe37e8d51df,dc0b8bdd-e7d9-4aa3-9703-a1da333e3941,c4,c5,3383,?,p1,
1769751913.7046843,CREATED,bcc1bd5d-eed2-4fb2-9728-3c058a581860,ff63a0b4-ac6e-42ec-a95d-16e7fad9d860,c4,c5,27,?,?,surb={'id': '1f8563cf-fc26-4fad-9151-30bc0278cf70', 'route': ['p2', 'e5', 'i6', 'x6', 'p1', 'c4']}
1769751913.8376734,RECEIVED,2ad13f7c-c600-452b-8e12-1c57762bc40c,2bf1c8d6-df32-4211-890b-975a8fd6700b,c2,c4,27,p1,?,surb={'id': '0a11fad9-cc91-4dd3-8cae-9ecc9827aa96', 'route': ['p1', 'e7', 'i9', 'x7', 'p2', 'c2']}
1769751914.030391,RECEIVED,5396f2ef-5ea8-4d90-a561-a31fef76dde4,1abd2c44-6289-477c-aaf1-7076b7308e73,c1,c4,27,p1,?,surb={'id': '362a1ad8-2229-4c64-8029-bc78422e36ce', 'route': ['p1', 'e10', 'i9', 'x3', 'p1', 'c1']}
1769751914.112442,RECEIVED,c9d06d76-df38-4293-8454-58999f456533,aba59979-1bf5-4ebf-92b9-33d3c3bc045f,c5,c4,26,p1,?,surb={'id': '39a5a7f6-b308-4b55-883c-c65b4c365c90', 'route': ['p1', 'e8', 'i3', 'x9', 'p2', 'c5']}
1769751914.3079078,RECEIVED,1231c7c6-58ce-41d5-8c3c-466b84d3dde7,c259430e-8760-4b5e-9f39-4d858463c111,c1,c4,26,p1,?,surb={'id': '515fb8d5-56c6-4604-b0c8-e459a15933e0', 'route': ['p1', 'e5', 'i11', 'x1', 'p1', 'c1']}
1769751914.384092,RECEIVED,f4299457-4ca1-473a-8866-b6da7a80cffe,36960252-156d-4ca0-b856-56b53ccb69aa,c2,c4,27,p1,?,surb={'id': '963b891b-3d69-41b7-a37c-f2a72754fc76', 'route': ['p1', 'e12', 'i7', 'x1', 'p2', 'c2']}
1769751914.4041564,RECEIVED,e13bc1aa-6f6e-46b9-b765-36bce3cebbbf,aaa46586-d638-42f9-92f6-0009e7e37208,c2,c4,26,p1,?,surb={'id': '59520978-e79c-4550-83d8-7b72f7d272f2', 'route': ['p1', 'e5', 'i12', 'x7', 'p2', 'c2']}
1769751914.4959638,SENT,17785b70-f4bc-4791-a13b-aa7f120f590d,ed09bc21-7739-4e22-9065-d7f18fbd42b3,c4,c5,3378,?,p1,
1769751914.4960237,CREATED,7efb7e55-e74f-437f-9005-8a9666bd4763,ff63a0b4-ac6e-42ec-a95d-16e7fad9d860,c4,c5,27,?,?,surb={'id': '1f8563cf-fc26-4fad-9151-30bc0278cf70', 'route': ['p2', 'e5', 'i6', 'x6', 'p1', 'c4']}
1769751914.5792685,SENT,9202ce63-8983-4515-8fe1-21c2d50e6b36,18f2762b-90d3-49a0-a0c9-9db7f681bac7,c4,c5,3379,?,p1,
1769751914.5793731,CREATED,c88bfb7b-dfb1-484d-8b66-b01d9b08cff5,bb738089-f8de-47e3-9afd-92f09649b452,c4,c5,27,?,?,surb={'id': '2ba15fac-62a0-4d4f-9a69-84b9aeab2a95', 'route': ['p2', 'e8', 'i6', 'x9', 'p1', 'c4']}
1769751914.8614852,RECEIVED,d7fee83e-506a-415d-ad63-7039d55ef110,cfc8fb90-162f-4e2f-9b1f-7312f0f8013a,c1,c4,27,p1,?,surb={'id': '7919e652-639c-49d9-9645-1a8d0fd0ef94', 'route': ['p1', 'e12', 'i12', 'x8', 'p1', 'c1']}
1769751915.1375644,RECEIVED,6f6fed98-d7db-429c-8cff-3d1ca1e579ed,73c5e431-24bb-4a8f-b66f-74af89dbae5c,c5,c4,27,p1,?,surb={'id': '25c3f58d-6e23-4b0d-ab73-f088d1f700d1', 'route': ['p1', 'e11', 'i1', 'x3', 'p2', 'c5']}
1769751915.2684865,RECEIVED,10e13440-c58e-4109-adbb-94cf3cbba67b,07082772-b4f7-4485-adb3-963cabfc08c3,c2,c4,27,p1,?,surb={'id': '10919060-295c-4088-ae82-fde6d0ef8ff0', 'route': ['p1', 'e9', 'i3', 'x3', 'p2', 'c2']}
1769751915.4044106,RECEIVED,44abb5a5-cbc4-431c-97d3-08867eaafce8,96ac59a2-6c22-4222-b2db-f389b0a1ff3d,c1,c4,27,p1,?,surb={'id': '379d1cc0-920c-4493-ba15-ce23faf4e577', 'route': ['p1', 'e5', 'i3', 'x6', 'p1', 'c1']}
1769751915.4140904,RECEIVED,b3fcfcc0-186f-416f-b30f-9f5bdc814cae,614b1eab-ed46-43b7-9ab6-df9026f36aa7,c1,c4,26,p1,?,surb={'id': 'fca69d12-f9e7-425b-9718-b41b0b8b42d4', 'route': ['p1', 'e3', 'i9', 'x2', 'p1', 'c1']}
1769751915.4166114,RECEIVED,ee2fdcd1-6f78-4f79-9509-25836faa6b38,37bbfc4a-4999-4b09-94cc-8e7d2bc5bd43,c5,c4,26,p1,?,surb={'id': '731565d9-fec4-4a61-90e3-68b22b2b5e15', 'route': ['p1', 'e7', 'i11', 'x3', 'p2', 'c5']}
1769751915.5573006,RECEIVED,89918adb-255c-49e3-92d5-2d57fe9865f0,cc4cd649-9a1d-4c9b-9842-14dbbf4152fb,c1,c4,26,p1,?,surb={'id': 'd6d54687-c190-497f-82fa-d619fcbfe62e', 'route': ['p1', 'e9', 'i5', 'x10', 'p1', 'c1']}
1769751915.6083415,SENT,b3c7af21-443d-446b-90b5-909297ec50a8,bf70e0d6-1a74-4e04-a185-aea0ddd7cd10,c4,c5,3380,?,p1,
1769751915.6084151,CREATED,c293b4d3-3147-4152-950c-579d27aad3e9,bb738089-f8de-47e3-9afd-92f09649b452,c4,c5,27,?,?,surb={'id': '2ba15fac-62a0-4d4f-9a69-84b9aeab2a95', 'route': ['p2', 'e8', 'i6', 'x9', 'p1', 'c4']}
1769751915.721652,SENT,56e44343-6f81-42c8-8227-d6dc6fa9d8eb,0848aa49-72cb-466e-aae9-66e8a9572a2b,c4,c5,3376,?,p1,
1769751915.7217257,CREATED,1d1dcd20-f617-4c29-94a1-a1628f308965,3ea1826b-d18c-4ab8-95af-807689a3ed90,c4,c5,26,?,?,surb={'id': '0fdde842-1bce-4888-b2a7-9b468313b7b2', 'route': ['p2', 'e4', 'i7', 'x4', 'p1', 'c4']}
1769751915.7545104,RECEIVED,86eb4656-0ec1-48c4-94e4-34c32ad01793,cfc8fb90-162f-4e2f-9b1f-7312f0f8013a,c1,c4,27,p1,?,surb={'id': '7919e652-639c-49d9-9645-1a8d0fd0ef94', 'route': ['p1', 'e12', 'i12', 'x8', 'p1', 'c1']}
1769751915.8327813,RECEIVED,d3d9ffaa-d010-4490-827e-9825b1fb7189,2bf1c8d6-df32-4211-890b-975a8fd6700b,c2,c4,27,p1,?,surb={'id': '0a11fad9-cc91-4dd3-8cae-9ecc9827aa96', 'route': ['p1', 'e7', 'i9', 'x7', 'p2', 'c2']}
1769751915.9396737,SENT,a6e53219-3239-4838-881e-1df9adbab2a7,4bf6feb4-f96f-4b1c-ae40-59d641a54204,c4,c5,3393,?,p1,
1769751915.9397447,CREATED,f7dbcc84-374d-461e-8a43-1af83d10b9de,3ea1826b-d18c-4ab8-95af-807689a3ed90,c4,c5,26,?,?,surb={'id': '0fdde842-1bce-4888-b2a7-9b468313b7b2', 'route': ['p2', 'e4', 'i7', 'x4', 'p1', 'c4']}
1769751916.0328093,RECEIVED,50207d89-bbf5-4197-abea-9fae60be2b31,cc4cd649-9a1d-4c9b-9842-14dbbf4152fb,c1,c4,26,p1,?,surb={'id': 'd6d54687-c190-497f-82fa-d619fcbfe62e', 'route': ['p1', 'e9', 'i5', 'x10', 'p1', 'c1']}
1769751916.0888784,RECEIVED,b5a6a7fa-0ce6-4072-a65a-e7d83893bfc6,614b1eab-ed46-43b7-9ab6-df9026f36aa7,c1,c4,26,p1,?,surb={'id': 'fca69d12-f9e7-425b-9718-b41b0b8b42d4', 'route': ['p1', 'e3', 'i9', 'x2', 'p1', 'c1']}
