timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769751617.6639464,SENT,7c5c0b98-822b-4a60-8308-7b3828e8b99d,1268f6fc-1049-492f-ad95-3bdb47e3e73d,c5,DROP,2029,?,p2,
1769751617.6641018,CREATED,fcf8bbde-6a9a-40df-90e0-c80929fcf1b7,06857a1d-fdbb-410b-a363-a24e1e560e7c,c5,DROP,27,?,?,
1769751617.993946,SENT,496d84f3-14ef-402b-95be-558c96da4f69,930a95c3-5a5c-490c-aed9-27d36963683b,c5,c4,3388,?,p2,
1769751617.9941049,CREATED,ec5f190c-3d7c-48e4-ab79-384364fbcbd1,29e0afc3-a571-4cce-a5c3-bd4b82cb3b47,c5,c4,27,?,?,surb={'id': '8d232a61-d169-41d4-81eb-c3057fa05010', 'route': ['p1', 'e9', 'i10', 'x1', 'p2', 'c5']}
1769751619.3953986,CREATED,9e9a8ac1-7cd2-4842-90c1-21f79f6fac94,a314fba3-e652-4aff-b8f5-897aa15e66a9,c5,c4,27,?,?,surb={'id': 'a4b418cf-3971-43ab-8af7-fa1039c21f19', 'route': ['p1', 'e2', 'i1', 'x7', 'p2', 'c5']}
1769751619.6061497,SENT,740ec198-618a-4e1d-9894-c06d77b23978,f320b519-5d73-4d1e-9937-393cc550bef3,c5,c4,3372,?,p2,
1769751619.6063235,CREATED,158c0684-c069-4865-8f48-2969e3549a38,0be56749-5001-429b-a59f-4091a4e7f56f,c5,c4,27,?,?,surb={'id': '7a0c9c64-ec9a-448d-9866-9c3b4aa477a5', 'route': ['p1', 'e5', 'i11', 'x7', 'p2', 'c5']}
1769751620.22148,SENT,a620e39e-8816-4cea-977e-d1e4fec145e6,e4a86f6d-3427-4a3f-a92a-108bd47b1ad4,c5,c4,3375,?,p2,
1769751620.2216294,CREATED,1f9bdfe8-b989-4173-a1fd-5fc88c735d37,0be56749-5001-429b-a59f-4091a4e7f56f,c5,c4,27,?,?,surb={'id': '7a0c9c64-ec9a-448d-9866-9c3b4aa477a5', 'route': ['p1', 'e5', 'i11', 'x7', 'p2', 'c5']}
1769751620.4248118,SENT,da1bfd29-45a3-47c9-9278-c63b3ec7b159,80ee837c-cdef-4b2a-9fe6-2d1df8ea741a,c5,c4,3372,?,p2,
1769751620.4252996,CREATED,9f236cdc-d32a-4de8-995c-e32ba005b409,a2ad2a3a-4844-4341-8251-264c0b350881,c5,c4,26,?,?,surb={'id': '88945c3e-b451-4cf8-ae7c-feb3ef6a2311', 'route': ['p1', 'e1', 'i11', 'x2', 'p2', 'c5']}
1769751620.4470608,SENT,0ec85436-223c-4d2f-8571-0fc2222f73bd,6bdc4150-0feb-4074-b213-e47de71c5257,c5,c4,3392,?,p2,
1769751620.4471977,CREATED,d583c3da-ef13-4546-ae46-0c46de22802d,a2ad2a3a-4844-4341-8251-264c0b350881,c5,c4,26,?,?,surb={'id': '88945c3e-b451-4cf8-ae7c-feb3ef6a2311', 'route': ['p1', 'e1', 'i11', 'x2', 'p2', 'c5']}
1769751620.4977353,RECEIVED,f5ca888b-0f25-4102-8274-96b0f501a895,ee707671-3aac-4029-a1bb-08ac851edae7,c4,c5,27,p2,?,surb={'id': 'fc7e27c7-464a-4299-915b-fbc81ee67a85', 'route': ['p2', 'e12', 'i1', 'x8', 'p1', 'c4']}
1769751620.6589918,SENT,d35206c1-f386-47db-82d5-58ff806b2175,54f9c25c-168f-4d7a-b5c4-0398cdb06b41,c5,c4,3380,?,p2,
1769751620.6591804,CREATED,1efc38a0-da53-4dd4-b766-27e25939e4c3,94c4d44c-e10e-4c34-b41e-a50c4cb71d73,c5,c4,27,?,?,surb={'id': '1cf599b3-7dee-4e08-901c-8112441e7390', 'route': ['p1', 'e7', 'i12', 'x4', 'p2', 'c5']}
1769751620.665547,RECEIVED,6c8effe7-83b8-479f-9e40-6c067a3fec68,f34582ed-8544-4574-ab86-7848ff6b1239,c4,c5,27,p2,?,surb={'id': '69ba706f-f8c9-4f76-bb0c-d7c88aad98f8', 'route': ['p2', 'e11', 'i4', 'x10', 'p1', 'c4']}
1769751620.6860826,SENT,29ca1ccc-56bb-4221-a8bd-ad6fe2cdaf80,490db4b7-b5b8-4259-9f7f-1d8fee18d71c,c5,c4,3374,?,p2,
1769751620.6862197,CREATED,0db087dc-a530-4b29-834b-3bd2451b5009,94c4d44c-e10e-4c34-b41e-a50c4cb71d73,c5,c4,27,?,?,surb={'id': '1cf599b3-7dee-4e08-901c-8112441e7390', 'route': ['p1', 'e7', 'i12', 'x4', 'p2', 'c5']}
1769751620.701306,SENT,8ead5bfc-7c14-495f-80d1-ba9c54b5cf3e,910ac90d-a65a-44e3-91e8-decf9e230cfd,c5,c4,3379,?,p2,
1769751620.7014368,CREATED,0aa24601-f003-41e8-b08b-dcd43844f7a7,16715e96-79db-4519-aa77-2d01fe04f2fb,c5,c4,27,?,?,surb={'id': '9abc64ae-9ae2-4789-bd4d-9fae22cb4ad9', 'route': ['p1', 'e9', 'i3', 'x4', 'p2', 'c5']}
1769751620.874604,RECEIVED,68e11925-0214-4b9d-b61a-b150b85bacb9,2ec7d004-5b1e-4539-ab2c-e23073097483,c4,c5,25,p2,?,surb={'id': '39c762f0-c357-4cf6-b4d6-1a35246ab961', 'route': ['p2', 'e4', 'i1', 'x7', 'p1', 'c4']}
1769751620.987229,RECEIVED,d08a7106-d1cb-4ecb-adc5-e9349958d976,1db55124-c23f-4ef6-a8ae-e3db2bb74ccc,c4,c5,25,p2,?,surb={'id': '39f47b0d-1122-4015-b197-2cca2ab81c22', 'route': ['p2', 'e4', 'i4', 'x11', 'p1', 'c4']}
1769751621.002978,SENT,0e864a69-371d-45c0-8319-b80f2e499aa4,caaa3c92-56c9-4a52-9c5e-3c6fd406f7c3,c5,c4,3367,?,p2,
1769751621.0031369,CREATED,14fedbe9-1ed1-442d-a2c4-8917bc36c76a,16715e96-79db-4519-aa77-2d01fe04f2fb,c5,c4,27,?,?,surb={'id': '9abc64ae-9ae2-4789-bd4d-9fae22cb4ad9', 'route': ['p1', 'e9', 'i3', 'x4', 'p2', 'c5']}
1769751621.450962,RECEIVED,582a377a-9d8c-483c-8592-6ffe373bf858,ee707671-3aac-4029-a1bb-08ac851edae7,c4,c5,27,p2,?,surb={'id': 'fc7e27c7-464a-4299-915b-fbc81ee67a85', 'route': ['p2', 'e12', 'i1', 'x8', 'p1', 'c4']}
1769751621.7112658,RECEIVED,86fe6f00-eca4-44ac-b5e5-2ebc4d3f564f,20ff271e-4c7a-495f-965a-aaa75f9b2987,c4,c5,26,p2,?,surb={'id': '2c1226b2-5fd6-49d5-933d-adfa925a3364', 'route': ['p2', 'e5', 'i3', 'x9', 'p1', 'c4']}
1769751621.7292905,RECEIVED,f9e16b89-59b4-442a-a46e-6a26deaa7267,f34582ed-8544-4574-ab86-7848ff6b1239,c4,c5,27,p2,?,surb={'id': '69ba706f-f8c9-4f76-bb0c-d7c88aad98f8', 'route': ['p2', 'e11', 'i4', 'x10', 'p1', 'c4']}
1769751621.774013,SENT,3d7b1614-7f72-40f8-84ae-04d04b2d139c,6eb27009-035b-4f1c-a06a-9b9c9a9acf65,c5,c4,3377,?,p2,
1769751621.7741914,CREATED,e4488e34-0a24-410b-94e1-9561cf172d3f,a1402bc2-e573-48bb-8fa9-aee8e2b80d85,c5,c4,27,?,?,surb={'id': '4acc18bd-c0b4-488c-8eae-702b0a4f2644', 'route': ['p1', 'e4', 'i4', 'x10', 'p2', 'c5']}
1769751621.9587693,SENT,240d04e1-2f40-46c6-98d5-ac3385405ae0,fe6760a3-a45f-4729-b4cf-602321d3b987,c5,c4,3379,?,p2,
1769751621.9589038,CREATED,adf995a8-07ca-4409-a97d-2af88a2da891,a1402bc2-e573-48bb-8fa9-aee8e2b80d85,c5,c4,27,?,?,surb={'id': '4acc18bd-c0b4-488c-8eae-702b0a4f2644', 'route': ['p1', 'e4', 'i4', 'x10', 'p2', 'c5']}
1769751622.050642,RECEIVED,c754901b-af34-4376-8df1-7821c1f79e9e,f4ba9901-df45-47dc-bf4e-5b2f3168e14e,c4,c5,26,p2,?,surb={'id': 'f9db4f8b-41f8-4d18-a677-88e5acade41c', 'route': ['p2', 'e6', 'i2', 'x8', 'p1', 'c4']}
1769751622.0694602,RECEIVED,f2be039d-518c-456f-9aa5-7a32352931c2,646def67-b296-4fed-bee6-fc8e43545843,c4,c5,27,p2,?,surb={'id': 'bc25ca8d-ca53-4a88-b510-0d137d4d9b47', 'route': ['p2', 'e4', 'i4', 'x12', 'p1', 'c4']}
1769751622.399456,SENT,d995debb-c0b2-474b-aecb-d79a86932ee9,cf9cb09a-5995-4dc8-a7d7-1c0bc199c909,c5,c4,3383,?,p2,
1769751622.399591,CREATED,843c90f2-f348-4959-8d71-3c0a2d5d0b6e,88173625-1083-49f9-874b-37a884102f66,c5,c4,27,?,?,surb={'id': '0d416b94-b25a-449c-905e-d6b0a4591d6c', 'route': ['p1', 'e9', 'i5', 'x2', 'p2', 'c5']}
1769751622.4692898,SENT,c903abb1-7302-459d-af5b-f7ac4da3a8ef,c9266f8a-eef6-4efb-af32-ece093b78f9c,c5,c4,3376,?,p2,
1769751622.4694543,CREATED,92a13785-6538-4c3b-bfa0-113436a0efb1,88173625-1083-49f9-874b-37a884102f66,c5,c4,27,?,?,surb={'id': '0d416b94-b25a-449c-905e-d6b0a4591d6c', 'route': ['p1', 'e9', 'i5', 'x2', 'p2', 'c5']}
1769751622.6656516,RECEIVED,97810510-f505-4878-9d58-58e7e7ce6af0,12021637-e00c-4200-bef7-46cb6f2a3754,c4,c5,27,p2,?,surb={'id': '5697ff49-346c-42c8-8af7-3769736c2741', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769751622.753361,RECEIVED,1db57dac-7cff-41bf-9176-5eb29bf1fa74,537435a3-a30e-44a3-8799-acab8083f8da,c4,c5,27,p2,?,surb={'id': '4ee89aa2-98ff-4d78-aacb-a0465953442c', 'route': ['p2', 'e4', 'i1', 'x5', 'p1', 'c4']}
1769751622.8116462,SENT,bb99b032-e797-4517-9c07-e385793466d0,2c3710ce-85ae-42da-a21b-a7e113828fe4,c5,c4,3370,?,p2,
1769751622.8117788,CREATED,25517bb9-943a-49d9-80af-31ba57e3b300,3a857b85-7f48-401d-8a3a-6fb4ea10584f,c5,c4,25,?,?,surb={'id': '878021c0-dd62-4345-8188-282014f5500b', 'route': ['p1', 'e2', 'i12', 'x4', 'p2', 'c5']}
1769751622.9985843,SENT,313fa388-7c38-48b8-ab5c-b557cf68eba1,4a33ec39-36dc-434a-a06f-5a8674637c87,c5,c4,3375,?,p2,
1769751622.998718,CREATED,dbcff1f5-1e91-4d3a-ad21-c9ae29e67647,3a857b85-7f48-401d-8a3a-6fb4ea10584f,c5,c4,25,?,?,surb={'id': '878021c0-dd62-4345-8188-282014f5500b', 'route': ['p1', 'e2', 'i12', 'x4', 'p2', 'c5']}
1769751623.0076046,RECEIVED,ad49c13e-ba81-490f-8528-be6134165e89,c0d8adf2-a84a-45c8-a950-f470277b6a7b,c4,c5,26,p2,?,surb={'id': '8c2621c1-87f4-4c22-935b-acc09ddd5d40', 'route': ['p2', 'e11', 'i4', 'x5', 'p1', 'c4']}
1769751623.2351673,RECEIVED,e1d9d481-1515-4ea8-a353-1cf74d6d4990,1db55124-c23f-4ef6-a8ae-e3db2bb74ccc,c4,c5,25,p2,?,surb={'id': '39f47b0d-1122-4015-b197-2cca2ab81c22', 'route': ['p2', 'e4', 'i4', 'x11', 'p1', 'c4']}
1769751623.3748074,RECEIVED,a1286701-e25f-4972-887a-09763d7c72b5,20ff271e-4c7a-495f-965a-aaa75f9b2987,c4,c5,26,p2,?,surb={'id': '2c1226b2-5fd6-49d5-933d-adfa925a3364', 'route': ['p2', 'e5', 'i3', 'x9', 'p1', 'c4']}
1769751623.4061878,RECEIVED,d3fa321e-fa37-46f3-b624-5ebbbb9472b2,1a73d2d8-083c-4306-b7e0-2ec0c01f4d7b,c4,c5,27,p2,?,surb={'id': 'bfd1d035-c56d-4185-8a9a-f1cd4d7bb058', 'route': ['p2', 'e8', 'i12', 'x10', 'p1', 'c4']}
1769751623.49438,RECEIVED,599498b1-e9a8-4a6b-a030-195ed679e8ea,537435a3-a30e-44a3-8799-acab8083f8da,c4,c5,27,p2,?,surb={'id': '4ee89aa2-98ff-4d78-aacb-a0465953442c', 'route': ['p2', 'e4', 'i1', 'x5', 'p1', 'c4']}
1769751623.5178328,RECEIVED,8897aaa5-fb60-4f60-9c8e-3e6b3dfdfdf1,646def67-b296-4fed-bee6-fc8e43545843,c4,c5,27,p2,?,surb={'id': 'bc25ca8d-ca53-4a88-b510-0d137d4d9b47', 'route': ['p2', 'e4', 'i4', 'x12', 'p1', 'c4']}
1769751624.2699528,SENT,449913f5-f5e0-48b7-8884-6f61b689dd93,e54bce8a-a2a6-438b-abe4-4b6f4b9c396a,c5,c4,3391,?,p2,
1769751624.2704487,CREATED,b9108ed1-743d-40b0-adbc-13825c8238ec,7deec51d-1969-479d-a7f3-1b14edbbea7b,c5,c4,26,?,?,surb={'id': '70398c2f-921c-4d0c-af29-f8f55cabc8fc', 'route': ['p1', 'e11', 'i12', 'x11', 'p2', 'c5']}
1769751624.6137226,SENT,2198849b-b0c8-428c-ae5d-4c2b07ceccfe,d86327e6-092c-40a7-bd0c-f08687028b50,c5,c4,3391,?,p2,
1769751624.6138775,CREATED,7ba6ae77-c801-4621-8ab5-ccce851b0906,7deec51d-1969-479d-a7f3-1b14edbbea7b,c5,c4,26,?,?,surb={'id': '70398c2f-921c-4d0c-af29-f8f55cabc8fc', 'route': ['p1', 'e11', 'i12', 'x11', 'p2', 'c5']}
1769751624.7186909,RECEIVED,ba7f76e8-eeec-4fe5-8137-fbf1ab636e20,1a73d2d8-083c-4306-b7e0-2ec0c01f4d7b,c4,c5,27,p2,?,surb={'id': 'bfd1d035-c56d-4185-8a9a-f1cd4d7bb058', 'route': ['p2', 'e8', 'i12', 'x10', 'p1', 'c4']}
1769751624.8365664,SENT,477e2bd2-a94e-4ccb-85b3-7c838a6e318c,3f7c40bb-5a1e-45d6-9b02-6affdf0c1c80,c5,c4,3392,?,p2,
1769751624.8367016,CREATED,27c25f10-4b0b-4b38-82a9-ac21d0fe9db7,a246d38a-8606-4f79-8107-92445d3bccfe,c5,c4,27,?,?,surb={'id': '41967f02-2e1a-45ff-839d-c15874fe95be', 'route': ['p1', 'e10', 'i11', 'x6', 'p2', 'c5']}
1769751624.8597772,SENT,b601da94-2706-4b0e-8739-4c38e9feaa84,0465a512-1d95-4b3e-9130-ad54fb62c96b,c5,c4,3362,?,p2,
1769751624.8599076,CREATED,0f258e8a-f054-4e90-82a1-11705ecb4c0a,a246d38a-8606-4f79-8107-92445d3bccfe,c5,c4,27,?,?,surb={'id': '41967f02-2e1a-45ff-839d-c15874fe95be', 'route': ['p1', 'e10', 'i11', 'x6', 'p2', 'c5']}
1769751625.0090287,SENT,a58f4a16-f066-4882-8263-25785066516b,0b365a9b-3e6c-4511-9291-e7afcde915e4,c5,c4,3360,?,p2,
1769751625.0092008,CREATED,5c0bb9e3-1112-4821-8c57-1e87f9b801e7,06fd39cc-2a57-43c0-ad1f-a7c36e7fedb5,c5,c4,27,?,?,surb={'id': 'fbc2ff44-f538-4fba-b4b7-e9377eef97a2', 'route': ['p1', 'e8', 'i12', 'x3', 'p2', 'c5']}
1769751625.0482326,RECEIVED,f2c35489-23ba-4db5-9199-f4b614c9f8c5,12021637-e00c-4200-bef7-46cb6f2a3754,c4,c5,27,p2,?,surb={'id': '5697ff49-346c-42c8-8af7-3769736c2741', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769751625.057461,RECEIVED,c58d28c4-5de5-4b91-979c-6bce22d982fe,c0d8adf2-a84a-45c8-a950-f470277b6a7b,c4,c5,26,p2,?,surb={'id': '8c2621c1-87f4-4c22-935b-acc09ddd5d40', 'route': ['p2', 'e11', 'i4', 'x5', 'p1', 'c4']}
1769751625.1727474,RECEIVED,fa3c2cb3-84f2-47e6-9dd8-a37d31693dda,083112f3-325e-4d64-9c94-834f38dae096,c4,c5,27,p2,?,surb={'id': '69d2d0e6-00ef-4026-8b3b-3fcf54dde04f', 'route': ['p2', 'e11', 'i5', 'x4', 'p1', 'c4']}
1769751625.1926875,SENT,8dd9461e-6440-4376-b1d7-f8b2ff82fe91,ca9ef436-9aa9-4aab-9927-04d23f744c30,c5,c4,3387,?,p2,
1769751625.1928225,CREATED,913bc00c-90c3-4b34-ab13-ace55a3f2f6f,06fd39cc-2a57-43c0-ad1f-a7c36e7fedb5,c5,c4,27,?,?,surb={'id': 'fbc2ff44-f538-4fba-b4b7-e9377eef97a2', 'route': ['p1', 'e8', 'i12', 'x3', 'p2', 'c5']}
1769751625.3957195,RECEIVED,fce29357-f878-4b1f-a47f-ca6f17a94b20,083112f3-325e-4d64-9c94-834f38dae096,c4,c5,27,p2,?,surb={'id': '69d2d0e6-00ef-4026-8b3b-3fcf54dde04f', 'route': ['p2', 'e11', 'i5', 'x4', 'p1', 'c4']}
1769751625.4077885,RECEIVED,6bcfc1d6-5da3-450c-88a8-baa7a00e2425,fc1abae5-d9f8-4b35-b4c7-25f1b7424204,c4,c5,27,p2,?,surb={'id': '401181a4-b0c6-4d97-86b9-ec0c4205e419', 'route': ['p2', 'e10', 'i4', 'x10', 'p1', 'c4']}
1769751625.6559644,SENT,cfadcea1-51df-4cde-aa61-92e22425f562,4d774f5d-0405-485e-af0c-9e0ac9348c9c,c5,c4,3399,?,p2,
1769751625.6561387,CREATED,c5520db0-4253-4666-bc59-02eed453be2a,14dfd21d-5e71-4649-9b7b-36fc90c8f1fd,c5,c4,27,?,?,surb={'id': '574de719-aa31-4d56-8455-f7c6e2169e7b', 'route': ['p1', 'e8', 'i10', 'x4', 'p2', 'c5']}
1769751625.7296314,SENT,968473fb-7933-4231-93a0-caa3d3dcabca,3c694568-5070-40b6-9bf4-8a4ffdc58ccd,c5,c4,3375,?,p2,
1769751625.7297647,CREATED,316cbb5f-e4c5-4d4d-b08a-c616b2bed7b0,14dfd21d-5e71-4649-9b7b-36fc90c8f1fd,c5,c4,27,?,?,surb={'id': '574de719-aa31-4d56-8455-f7c6e2169e7b', 'route': ['p1', 'e8', 'i10', 'x4', 'p2', 'c5']}
1769751626.3553698,RECEIVED,ef18b2bf-b7c7-4c1a-8544-fa7a24c948f6,fc1abae5-d9f8-4b35-b4c7-25f1b7424204,c4,c5,27,p2,?,surb={'id': '401181a4-b0c6-4d97-86b9-ec0c4205e419', 'route': ['p2', 'e10', 'i4', 'x10', 'p1', 'c4']}
1769751626.9622772,SENT,ba390334-6fa9-4f4d-9d86-e771e2a9866a,3488cf9d-b7c6-41ec-96c7-eadd598eebeb,c5,c4,3358,?,p2,
1769751626.9624155,CREATED,63d90bf6-d81f-4299-be00-a915903cab5f,beb17fe9-6218-45d9-94c5-1d737111102b,c5,c4,27,?,?,surb={'id': 'd3e45353-e029-4abb-8fd5-ae16fea2fa3f', 'route': ['p1', 'e8', 'i4', 'x5', 'p2', 'c5']}
1769751626.9664257,RECEIVED,5bfd8647-7b14-42a9-b2a7-d796c3961605,f4ba9901-df45-47dc-bf4e-5b2f3168e14e,c4,c5,26,p2,?,surb={'id': 'f9db4f8b-41f8-4d18-a677-88e5acade41c', 'route': ['p2', 'e6', 'i2', 'x8', 'p1', 'c4']}
1769751627.068859,SENT,94987ea9-27ef-43f1-ae75-67e6d3262241,e6c4c4a7-ec7e-48b3-bbcb-5013670ba2f1,c5,c4,3372,?,p2,
1769751627.0689943,CREATED,253a49db-2d94-422a-a663-e515fffeec53,beb17fe9-6218-45d9-94c5-1d737111102b,c5,c4,27,?,?,surb={'id': 'd3e45353-e029-4abb-8fd5-ae16fea2fa3f', 'route': ['p1', 'e8', 'i4', 'x5', 'p2', 'c5']}
1769751627.1168666,RECEIVED,e2bcbabc-2054-4f1a-9213-2f966dff91cd,0c888eaa-00f5-4bb0-af88-99d67b1359ea,c4,c5,27,p2,?,surb={'id': 'e3eb7f1b-1bcf-4e35-97df-8e285810e59f', 'route': ['p2', 'e7', 'i10', 'x5', 'p1', 'c4']}
1769751627.1883125,SENT,6367a3ae-56d4-4c77-9c8f-37e68ff78b30,c9b8a60c-1231-47e4-9aae-203d95e5709d,c5,c4,3391,?,p2,
1769751627.188473,CREATED,9b1f2b37-a314-4343-81cc-2437479f782d,270b3348-13f8-468f-a189-94de8ece05a5,c5,c4,27,?,?,surb={'id': 'f3c9e648-6555-4da9-8a20-f18967bb8593', 'route': ['p1', 'e7', 'i12', 'x3', 'p2', 'c5']}
1769751627.5177817,SENT,b333c05c-a5d7-4d3f-8eb9-f42dd2b4a119,0b0f89eb-eb7f-4f33-846a-c6b579970ba5,c5,c4,3392,?,p2,
1769751627.5179408,CREATED,dc764e7f-3c61-4b64-a12c-0b9eb485b45a,270b3348-13f8-468f-a189-94de8ece05a5,c5,c4,27,?,?,surb={'id': 'f3c9e648-6555-4da9-8a20-f18967bb8593', 'route': ['p1', 'e7', 'i12', 'x3', 'p2', 'c5']}
1769751627.7652571,SENT,0dae5b1b-90bf-48fd-b1b1-508f1c6d8369,de85b56b-91a0-4744-83f5-82652551d7c4,c5,c4,3360,?,p2,
1769751627.7654085,CREATED,ce2d5c1a-1717-4cfc-bf30-56b32b50cb76,086999d1-e7cb-4bf7-8c74-542359543b27,c5,c4,25,?,?,surb={'id': 'a96f4694-1f6b-4677-adc4-8800eb16d3af', 'route': ['p1', 'e5', 'i9', 'x10', 'p2', 'c5']}
1769751627.7914348,SENT,883801a4-f774-4f8e-b43e-bf6cbee03873,66e3a4c4-5264-42a7-8917-8e840321d75f,c5,c4,3382,?,p2,
1769751627.7916927,CREATED,bcb03f9e-64ab-4a39-8406-e6d4658e850b,086999d1-e7cb-4bf7-8c74-542359543b27,c5,c4,25,?,?,surb={'id': 'a96f4694-1f6b-4677-adc4-8800eb16d3af', 'route': ['p1', 'e5', 'i9', 'x10', 'p2', 'c5']}
1769751627.9443371,SENT,8bb87f58-8c8b-48c0-8571-c46834480af5,42429a48-9742-47b5-addc-1d96ef9b7c2a,c5,c4,3391,?,p2,
1769751627.944487,CREATED,23153899-ca55-403c-b3eb-9119fe106b00,9dc132ab-3fe3-4b74-af2b-2bb29b0b3909,c5,c4,27,?,?,surb={'id': '0f46f0fd-f0c1-498e-b987-8c137b96734a', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c5']}
1769751628.0514998,SENT,77f7c8e6-f8da-488f-bf5a-0749b1a6fe92,c1037128-b0f0-4750-b6ce-1dcb4cda9514,c5,c4,3399,?,p2,
1769751628.0516357,CREATED,8cf4bb1d-1e76-478d-8d97-8063904dc41a,9dc132ab-3fe3-4b74-af2b-2bb29b0b3909,c5,c4,27,?,?,surb={'id': '0f46f0fd-f0c1-498e-b987-8c137b96734a', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c5']}
1769751628.5723188,SENT,59ed2cbb-2467-4e83-a6c5-ecf85c9c3013,72df3f68-0396-443a-bfc1-cdd5eb222d2f,c5,c4,3366,?,p2,
1769751628.5724514,CREATED,d2dcaf30-300d-417a-95a6-dcf41b6383d1,81fa61c8-0edc-4de6-aac0-797a6f685e56,c5,c4,26,?,?,surb={'id': '651d8bca-e3e3-42f0-90d3-73f172dd2594', 'route': ['p1', 'e11', 'i2', 'x2', 'p2', 'c5']}
1769751628.972127,SENT,03fc2dec-3efa-43c4-8e44-3efd154f121b,67b14ebd-78d8-48af-9558-59896b1a20f9,c5,c4,3389,?,p2,
1769751628.9722576,CREATED,00f09950-c2fb-45fb-8d83-7768f9b391bf,81fa61c8-0edc-4de6-aac0-797a6f685e56,c5,c4,26,?,?,surb={'id': '651d8bca-e3e3-42f0-90d3-73f172dd2594', 'route': ['p1', 'e11', 'i2', 'x2', 'p2', 'c5']}
1769751628.984277,RECEIVED,6b1dc995-2dbe-44f5-88ef-bab80c9fccdd,2aa3e1d6-7d2a-4a0d-bedf-e88b42673c41,c4,c5,27,p2,?,surb={'id': 'b0a4b4b6-7e9d-49d8-88d3-be5dde8d210c', 'route': ['p2', 'e3', 'i12', 'x3', 'p1', 'c4']}
1769751629.0365386,RECEIVED,3a934796-5b82-497c-b678-9fdfaf9054c1,421cfe3e-64fe-42b6-b335-4c81ef21597c,c4,c5,27,p2,?,surb={'id': 'ba92e5f4-d7ae-4134-9d29-e6ffbcf7efe4', 'route': ['p2', 'e1', 'i10', 'x4', 'p1', 'c4']}
