packets_observed,duration_observed,diaz_anonymity,danezis_metric_A,entropy_bits,max_entropy_bits,target_llr,detected_receiver,true_receiver,success
2500,4.732568979263306,0.5733389628517219,-3.6940270624043094,1.3312518457389948,2.321928094887362,-0.29987094079961385,c5,c1,False
5000,7.403278589248657,0.30760457485125464,-3.6230498585918007,0.7142357044630107,2.321928094887362,-0.8908031274964205,c5,c1,False
7500,9.920098066329956,0.46188588473615283,-3.5882391156197073,1.072465812400779,2.321928094887362,-1.658370400533265,c5,c1,False
10000,12.196601390838623,0.4605818681424879,-3.5227231824375793,1.0694379796357492,2.321928094887362,-1.9998053169254035,c5,c1,False
12500,14.468770503997803,0.49633032770420055,-3.5320141186683336,1.1524433322410346,2.321928094887362,-5.600334033746918,c5,c1,False
15000,17.2623188495636,0.44157031346315007,-3.5720089744622565,1.0252945166983074,2.321928094887362,-5.917073022857352,c5,c1,False
17500,20.08415961265564,0.6601590638864756,-3.5607502056203337,1.5328418775325487,2.321928094887362,-4.032016525858438,c5,c1,False
20000,22.646841049194336,0.5361351077655938,-3.5837621004804676,1.244867169376396,2.321928094887362,-6.33296208844348,c5,c1,False
22500,25.054502487182617,0.668429167783908,-3.5219496364226184,1.5520444641196345,2.321928094887362,-1.7087326362782278,c1,c1,False
25000,27.77163028717041,0.4612168858687459,-3.5224237686861595,1.070912445135099,2.321928094887362,-7.061355543197237,c2,c1,False
27500,30.517422676086426,0.5233405275316041,-3.5218734969183103,1.2151590740688045,2.321928094887362,-6.874870240682014,c2,c1,False
30000,32.963624000549316,0.5228355643931297,-3.5010474381489933,1.2139865859706984,2.321928094887362,-4.270739963099913,c1,c1,False
32500,35.66661357879639,0.5064248190023918,-3.4895701513398802,1.1758820151899008,2.321928094887362,-7.160101149739262,c2,c1,False
35000,38.477065324783325,0.5720439982684448,-3.481164131542412,1.3282450310911995,2.321928094887362,-6.978306665973491,c2,c1,False
37500,41.39202046394348,0.45656208539873794,-3.5152365052022696,1.0601043331476927,2.321928094887362,-12.341699228845869,c2,c1,False
40000,44.04641652107239,0.40736526374007026,-3.5246742794128636,0.9458728507592692,2.321928094887362,-8.283940882787078,c2,c1,False
42500,46.53669190406799,0.4054622292190694,-3.5296599081837434,0.9414541414394167,2.321928094887362,-6.962907160826603,c2,c1,False
45000,49.07819581031799,0.43107227710833135,-3.5068425863227524,1.0009188311449049,2.321928094887362,-4.541846387337159,c2,c1,False
47500,51.59406757354736,0.37743552200651853,-3.508642258064105,0.8763781425554127,2.321928094887362,-6.827347592751266,c2,c1,False
50000,54.263484954833984,0.1970075637137839,-3.519378578784272,0.4574373970923469,2.321928094887362,-9.918281202153139,c2,c1,False
