timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769503099.8860898,SENT,5a0cba61-4160-43ab-941c-738d0031b6c8,c8a35f1b-faca-4969-9ad4-72bfa0a89e43,c3,DROP,2032,?,p3,
1769503099.886238,CREATED,8c80e282-a439-48fe-b17c-f045d8aea2ab,5073c097-c51b-4645-a9df-8bb71d94f015,c3,DROP,27,?,?,
1769503099.9403002,SENT,b2872fc1-796c-40b0-8e56-3dc1fe6ccb2c,b6014927-3a6e-48a6-a424-2de40edee0f8,c3,DROP,2032,?,p3,
1769503099.9404197,CREATED,344a46e5-0f69-41b5-b346-1bdba67d2c4c,cd4851aa-ddfb-41a1-b733-5a1091145c0d,c3,DROP,27,?,?,
1769503100.088396,SENT,9e4cd220-e09b-4be2-85c6-aa5dca1f83a2,cd591bcf-1e62-42b7-802f-b821fa93d6b2,c3,DROP,2017,?,p3,
1769503100.0885298,CREATED,0707db6d-4933-412d-b829-05b96573165b,6efeeb5c-c592-467b-8da7-ea22ef24fffe,c3,DROP,27,?,?,
1769503100.442379,SENT,89ebf9d1-0907-4824-a298-1c4668e8d8d2,49cdc80f-509c-4505-aa7e-2b36338eadc2,c3,c2,3405,?,p3,
1769503100.442533,CREATED,228f33bb-3cdd-4470-b00a-6858a2603f6c,acce48bf-45bf-476b-a869-860667651442,c3,c2,27,?,?,surb={'id': '286dd4fb-dc76-4024-b21f-cc26a407facf', 'route': ['p2', 'e4', 'i11', 'x10', 'p3', 'c3']}
1769503103.0293808,RECEIVED,445a3483-443f-4d99-ac10-2478b5fd5565,7cf0d552-1abe-4d87-9899-4b05bd16a618,c1,c3,27,p3,?,surb={'id': 'be9934c2-16a4-41a5-a1fb-478f740bb9b3', 'route': ['p3', 'e5', 'i1', 'x6', 'p1', 'c1']}
1769503103.5740798,SENT,168df998-5154-4993-8e6e-d45616c7579f,8d285736-35e8-42ce-ad9d-178aa94b6c95,c3,c2,3378,?,p3,
1769503103.574236,CREATED,866a9a7a-7796-442f-b808-3066f7571f67,ad334672-c7c8-439e-b3aa-84314afb57f9,c3,c2,27,?,?,surb={'id': 'f7bb1d25-88ca-4492-805c-4df1570eb360', 'route': ['p2', 'e7', 'i3', 'x3', 'p3', 'c3']}
1769503103.6276786,RECEIVED,4a087d54-c9ad-4ad2-819e-ef7a74af523f,f80e1a4f-0f59-4c37-9eb2-c5adc8e4b951,c4,c3,27,p3,?,surb={'id': '20672e4c-fe7f-4293-a0f9-a9f1bcfdd344', 'route': ['p3', 'e8', 'i5', 'x9', 'p1', 'c4']}
1769503103.9352372,RECEIVED,8cdc857c-9c2f-4ad0-890f-7999d9deab8f,5b970515-a21e-4fe0-93cf-2a1d1e3a30d9,c4,c3,27,p3,?,surb={'id': '4ad4c55b-cb0b-4954-9334-3a2352ea1c93', 'route': ['p3', 'e9', 'i7', 'x8', 'p1', 'c4']}
1769503103.9515905,RECEIVED,c5e7d85f-bb8f-44bc-981f-a480ff935833,f855d50d-f69d-4e7c-93e1-bd0c99d59e74,c4,c3,27,p3,?,surb={'id': 'e4271b06-eaaa-44c2-9042-704aa8bab293', 'route': ['p3', 'e2', 'i2', 'x10', 'p1', 'c4']}
1769503103.9669194,RECEIVED,0cea8bb9-ade7-4247-9a42-bfcae1a2f351,faf183df-332f-4096-9b47-193b185a9415,c2,c3,27,p3,?,surb={'id': '23fd9692-efb5-4b5f-a70b-1f25dc0754c6', 'route': ['p3', 'e1', 'i11', 'x8', 'p2', 'c2']}
1769503103.9810987,RECEIVED,df5a2a3a-c1f8-43a6-9775-ad960ee29e57,76f6df4b-7969-4850-a0d1-c3041a026845,c2,c3,27,p3,?,surb={'id': '40a52667-10e1-4bd4-8923-32989f4e4354', 'route': ['p3', 'e9', 'i12', 'x2', 'p2', 'c2']}
1769503104.241104,SENT,e9beb336-7f5c-46fd-ab51-92250746b1b6,19258e33-a0b4-44d1-9630-55ab2c248759,c3,DROP,2020,?,p3,
1769503104.2412443,CREATED,838cae8b-d63e-4578-a263-728dee16a83d,b3f6d970-73f8-4e8a-a519-dcad4c2f075d,c3,DROP,27,?,?,
1769503104.2469604,RECEIVED,0fe43c2d-8e8d-41ae-888e-fae143ad7b6d,760cd1d2-9dee-4656-9c87-8cdc78d8393c,c1,c3,26,p3,?,surb={'id': '1ad258fb-9aff-4100-be70-5b6b56c71f5b', 'route': ['p3', 'e8', 'i10', 'x10', 'p1', 'c1']}
1769503104.2829363,SENT,ed663a44-26ac-410d-8c97-a2915403937f,70f47d47-a652-4505-9086-544337f0b32f,c3,DROP,2017,?,p3,
1769503104.2830918,CREATED,021a9bcf-cde1-4eb5-bf16-05abddd37aa1,3e729a6b-dea3-46fa-9f1d-9716103504aa,c3,DROP,27,?,?,
1769503104.2917104,RECEIVED,f7a2b37e-53c0-445a-97e1-9f783db32c96,510ad348-78d8-4577-bb9f-d130bdd768e8,c2,c3,27,p3,?,surb={'id': 'f2eb6ae2-7f43-4e6b-8b4b-8b6f708e86c1', 'route': ['p3', 'e3', 'i2', 'x11', 'p2', 'c2']}
1769503104.2981892,RECEIVED,a861d11d-77fc-414f-a342-515357ca8723,6263f136-d6f6-49e8-a13b-e67c99dde161,c2,c3,27,p3,?,surb={'id': 'bcdfbe86-e3ed-4e54-987b-0f75e6c383ca', 'route': ['p3', 'e11', 'i9', 'x8', 'p2', 'c2']}
1769503104.316645,RECEIVED,136d82d3-203b-4359-9311-3eadc5034a53,0a696c91-3575-452a-b379-3a39aba74c52,c1,c3,27,p3,?,surb={'id': '7d9c0aae-f1e5-4380-9179-1a85a9aa47b2', 'route': ['p3', 'e8', 'i5', 'x1', 'p1', 'c1']}
1769503104.603757,SENT,535f6415-298b-400b-8b24-02028e702e83,9f8b03e3-664f-48f9-8282-568ce5ef27a2,c3,c2,3401,?,p3,
1769503104.6039019,CREATED,e35e2e92-538c-4704-86bc-ce9f2c7b8692,f6ee1f9b-a5c5-422d-8e00-7945a7d2e035,c3,c2,26,?,?,surb={'id': 'e02b7dd8-5563-4e09-9437-ffffea85af40', 'route': ['p2', 'e2', 'i11', 'x10', 'p3', 'c3']}
1769503104.7906396,RECEIVED,d3ad0aff-aab1-467c-a725-960263b75455,04b06a66-20d3-4d0f-89ca-09fac4b772d8,c2,c3,27,p3,?,surb={'id': '7a58cdcd-9357-4eed-92bb-21306dbd5938', 'route': ['p3', 'e8', 'i1', 'x10', 'p2', 'c2']}
1769503104.9122455,RECEIVED,ad5f2577-a228-4f52-b4e2-60af162a965e,69e798b1-6d33-4fc7-a02c-a3a7eb26679e,c4,c3,27,p3,?,surb={'id': 'fd151fab-33f2-48d2-8bcb-97155931a715', 'route': ['p3', 'e4', 'i8', 'x1', 'p1', 'c4']}
1769503104.925097,RECEIVED,01f57546-ab8e-4be0-b7dc-ba43aa587955,876cc195-7e51-436e-8d25-52f35ce8e062,c2,c3,27,p3,?,surb={'id': '8251878c-3b8b-4cb8-82c4-a482ca7bf15c', 'route': ['p3', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769503105.0802655,RECEIVED,33de5276-28e8-4255-a1f5-319bcd1db180,e7bff3b0-05db-47f9-88f3-f0619230a291,c4,c3,27,p3,?,surb={'id': 'f40b3ddf-ac45-4c2d-a7fe-df33acea482a', 'route': ['p3', 'e9', 'i8', 'x5', 'p1', 'c4']}
1769503105.1930351,SENT,e12c2883-baa6-4e3c-a73c-c7705035c6fa,34791e60-7491-414d-a5bb-7dca0477da29,c3,c2,3376,?,p3,
1769503105.1932113,CREATED,242bca54-3c2e-4058-918f-3279f0cdf2ac,7828849a-b0af-4303-ac65-e3ba3afc7eca,c3,c2,27,?,?,surb={'id': 'ac5c21cf-41b6-48c4-9876-efe66303cde9', 'route': ['p2', 'e3', 'i11', 'x9', 'p3', 'c3']}
1769503105.4005697,RECEIVED,a632109a-579e-4913-b3a6-ffda97e4aae5,ba99f313-53c5-4295-b971-808115e692ae,c1,c3,26,p3,?,surb={'id': '1aee26ee-fef8-4116-92e9-18b0e2decaaf', 'route': ['p3', 'e1', 'i9', 'x5', 'p1', 'c1']}
1769503105.4457653,RECEIVED,862cc5ee-eb7a-4057-b511-3acc11f2e375,e90ea373-975d-4158-aba7-2cc2aa05b639,c2,c3,27,p3,?,surb={'id': 'a75c4bba-0bea-4260-9434-4645fc43bb2e', 'route': ['p3', 'e2', 'i9', 'x7', 'p2', 'c2']}
1769503105.4701784,SENT,c368b51a-ffb4-478f-bc3f-ca2ff5d275dd,00c4aa90-9e49-4649-9d3c-3aa993779d12,c3,c2,3387,?,p3,
1769503105.4703238,CREATED,5d715d55-424d-4e44-a130-504ff8ac985e,5a10fe86-d075-4054-b9c6-2ec800dcfbb4,c3,c2,26,?,?,surb={'id': '3b30cdf3-d90e-4324-8220-d9a8c68e1e1b', 'route': ['p2', 'e4', 'i6', 'x5', 'p3', 'c3']}
1769503105.5490267,RECEIVED,7ffaa16d-0c37-4be5-9ff9-e81cb192812b,d3b111b8-bf00-482c-a738-d1e3c3ec4d12,c4,c3,27,p3,?,surb={'id': '69e0c838-2701-4526-83a6-2039538dd5cf', 'route': ['p3', 'e5', 'i8', 'x3', 'p1', 'c4']}
1769503105.5542457,RECEIVED,c8a34696-eee4-4c27-b9fe-3d9bb2afb3ac,c0db9fee-df77-4264-9750-85de9eccc5fb,c4,c3,26,p3,?,surb={'id': 'ec8f7ec5-3d20-4ff4-bd89-aedc191c8c82', 'route': ['p3', 'e3', 'i12', 'x8', 'p1', 'c4']}
1769503105.662988,RECEIVED,2d3e1b92-881a-4ee0-888f-fcab2c1fcea6,f3e9ea7a-41ee-4c25-8c78-bd6c742f203c,c4,c3,27,p3,?,surb={'id': '6a7db181-284e-4f5c-9f38-a6fb461129b6', 'route': ['p3', 'e6', 'i2', 'x1', 'p1', 'c4']}
1769503105.7043977,RECEIVED,5e31b6fc-ddf5-4f9b-82c0-38a34de22634,34d2d5b9-fccb-4084-b124-a69d0e0eff23,c2,c3,27,p3,?,surb={'id': '3fee3d18-880d-4eb0-8df0-f9f6fa7711fa', 'route': ['p3', 'e11', 'i11', 'x11', 'p2', 'c2']}
1769503105.7222216,RECEIVED,005d2c05-8675-4f5d-9dc6-dab6d4a571dd,30d20d5b-ac27-4abb-ab0f-3e39ad555a68,c1,c3,27,p3,?,surb={'id': 'f3a5209c-42b4-46dd-8820-951763bd56d8', 'route': ['p3', 'e9', 'i5', 'x2', 'p1', 'c1']}
1769503105.877613,RECEIVED,82024050-8215-4542-b342-37725034c6b4,08ddbd3c-5cc6-49ee-9bca-cf6a59fd6625,c1,c3,27,p3,?,surb={'id': '5867ea1d-637e-4698-9fd1-8141ca885643', 'route': ['p3', 'e7', 'i6', 'x12', 'p1', 'c1']}
1769503105.885248,SENT,574f7723-44cd-4aa2-a070-25858f316674,3f0f63c7-d83c-4892-8ea3-c398bbf98ca1,c3,DROP,2032,?,p3,
1769503105.8853784,CREATED,19211819-13ad-43e8-8a1a-f1251381fb66,e9783303-1715-4dc6-b4bf-1655b913e4c0,c3,DROP,27,?,?,
1769503105.9285057,RECEIVED,da4f31d8-cedd-4d04-be48-afa226663a15,0758c54a-7193-4cc6-b882-b375cc60840f,c1,c3,26,p3,?,surb={'id': 'f1cb3727-9d0d-4058-878a-3ee6f14d84ad', 'route': ['p3', 'e11', 'i11', 'x5', 'p1', 'c1']}
1769503106.0004454,SENT,837f0ee2-c048-4cbc-82cf-64eccef62254,bcb0db74-f9c6-4c9a-8d47-9f168c8df253,c3,DROP,2019,?,p3,
1769503106.0005822,CREATED,a2366dfe-6b95-45e8-87f3-d8cbf9d751cc,99ccd461-8225-499f-8d82-debeeef1683b,c3,DROP,27,?,?,
1769503106.0851774,RECEIVED,f7e7f4e1-e738-481c-83d9-9242188f3581,d8773a2a-c5ea-494d-806b-9fad8eaadbc9,c2,c3,26,p3,?,surb={'id': '815a126c-4711-4db7-970c-36fa7363434a', 'route': ['p3', 'e1', 'i8', 'x11', 'p2', 'c2']}
1769503106.375586,SENT,aabccd3b-a695-4891-8a12-92c595685377,1eb64b01-b803-43e7-98e2-4d19166260a5,c3,c2,3373,?,p3,
1769503106.3757386,CREATED,b0e58c3a-889d-4f89-8465-e722ddb0953e,4734d019-b0dc-4a3a-8aa1-5abbef7d26b3,c3,c2,27,?,?,surb={'id': 'bbd206a2-313c-4613-807e-13be77329022', 'route': ['p2', 'e9', 'i4', 'x5', 'p3', 'c3']}
1769503106.4224966,SENT,5bc1bbf5-a81b-450e-b14c-b617971ef68d,e9fb5c70-6f50-447e-9f12-3d0a00fcc5d3,c3,DROP,2020,?,p3,
1769503106.4226615,CREATED,c6aa5760-4368-4e46-8f51-bfbe07623fa1,ad047327-9c8e-4cba-87ce-08ca1cef11f3,c3,DROP,26,?,?,
1769503106.488863,RECEIVED,f87a5373-c339-4716-8a82-8b992abe3745,f9462747-5d0f-401a-92b9-c842573f5cb3,c4,c3,27,p3,?,surb={'id': '332305e2-2b5f-4900-a6f7-3ae6968dba50', 'route': ['p3', 'e1', 'i9', 'x12', 'p1', 'c4']}
1769503106.532254,RECEIVED,f760022f-9aa9-4db8-af6e-568de67b7229,9b9dcf0f-e326-424c-8539-adfb9e511c02,c4,c3,27,p3,?,surb={'id': 'ef779aac-70fc-4da9-b3ba-f6b95235455b', 'route': ['p3', 'e6', 'i1', 'x5', 'p1', 'c4']}
1769503106.5538788,RECEIVED,ccb0b6dd-541c-4885-a1b2-d56d0fbdf2cb,1874b597-8e02-4998-80e3-fdaf99756105,c2,c3,27,p3,?,surb={'id': '0e5e34ac-bc1f-4201-9b4a-b79504a1b2ee', 'route': ['p3', 'e2', 'i4', 'x10', 'p2', 'c2']}
1769503106.8492396,RECEIVED,f8444acb-10c8-464b-94c1-ef7453660adc,71c05a7c-232c-40b1-a87a-0ea90e0d6408,c1,c3,27,p3,?,surb={'id': '8d09d0dc-528e-4652-940c-97abf83bd98e', 'route': ['p3', 'e4', 'i2', 'x6', 'p1', 'c1']}
1769503106.9505327,SENT,29ed7bb4-13f6-4944-bfdc-3204573bb16a,7a3c9e9d-e509-44d9-92b3-0e7999f904da,c3,c2,3377,?,p3,
1769503106.950682,CREATED,845cc93c-f20d-43b1-bf9a-33d437340b35,f074a5cb-d20b-4898-a615-fb4231b940a5,c3,c2,26,?,?,surb={'id': 'd2919e90-333e-41ca-88d9-569a6940b8f6', 'route': ['p2', 'e5', 'i11', 'x1', 'p3', 'c3']}
1769503106.9614022,RECEIVED,abfc53f5-01bc-4e20-ae78-a1e68e7725b0,1b267ff2-f11f-497d-a439-78fcc7481def,c4,c3,27,p3,?,surb={'id': '44796650-4a17-4bdc-8dd3-0901c1cbade9', 'route': ['p3', 'e7', 'i8', 'x1', 'p1', 'c4']}
1769503107.0484304,RECEIVED,005420ca-1ce1-496c-a2c3-f6d414a09315,ada4b047-d507-44bd-a43f-3b307f63552d,c4,c3,27,p3,?,surb={'id': '95e7bb04-b43e-40e0-a907-583f48cf76bb', 'route': ['p3', 'e8', 'i3', 'x10', 'p1', 'c4']}
1769503107.0543625,RECEIVED,3ed64dfb-7a16-48c9-9b6c-6af729b450a7,30cc8903-3436-4001-8d7b-561954e6fdcd,c2,c3,27,p3,?,surb={'id': '97196ab7-0f9f-46ec-ab02-b72ec8fc006d', 'route': ['p3', 'e9', 'i11', 'x8', 'p2', 'c2']}
1769503107.157419,RECEIVED,4e582488-3451-400c-8dc2-8da034a8b8c4,0ec62c85-a4cb-450c-a4e7-f38acaf00981,c4,c3,27,p3,?,surb={'id': 'a8b74ea1-d84e-4a98-b609-042fdd5b978a', 'route': ['p3', 'e12', 'i6', 'x11', 'p1', 'c4']}
1769503107.1685352,RECEIVED,561642cf-ba0f-4caa-a03e-1b6ab7077299,9726707c-a8aa-4a0d-abc2-d1e4892d8afa,c4,c3,27,p3,?,surb={'id': '428a41da-0f3e-4a41-b6b2-87f68a2f5880', 'route': ['p3', 'e4', 'i1', 'x3', 'p1', 'c4']}
1769503107.2842119,RECEIVED,a58b3079-ca66-4ee6-8732-b79503abd0b9,e06a1ec0-7dff-4c37-b0bb-a62a5fd16b96,c1,c3,27,p3,?,surb={'id': '77f8d4b1-504d-400f-ac2d-7dadbc8c75c6', 'route': ['p3', 'e9', 'i3', 'x1', 'p1', 'c1']}
1769503107.6975,RECEIVED,72fa2d91-214d-4846-977b-525ce9c0dd43,fe829366-d4ca-475c-8b08-a9c6f1107e10,c2,c3,25,p3,?,surb={'id': '1efeea2a-e963-490d-bc44-6c458f1e8326', 'route': ['p3', 'e5', 'i1', 'x2', 'p2', 'c2']}
1769503107.7047474,RECEIVED,917bb4f8-2e95-492c-824c-365f9fc5cc36,92951730-ff7a-4b3b-a2b1-751913b0f497,c1,c3,27,p3,?,surb={'id': 'f6709b0c-b7ac-42b5-93a9-6442d1f2d5e7', 'route': ['p3', 'e7', 'i7', 'x5', 'p1', 'c1']}
1769503107.7729416,RECEIVED,aa8f697d-5f28-45bd-879f-da223a1ab65b,7b0d9d45-36c8-4f09-bda1-41d4ce87f7b1,c2,c3,27,p3,?,surb={'id': 'd62e54b9-1800-45ac-9ece-7428e6672a10', 'route': ['p3', 'e6', 'i2', 'x3', 'p2', 'c2']}
1769503107.862723,RECEIVED,3e3852c5-2dd2-4e2f-a881-5756ae3c01e9,a5ec0d99-1882-4fc6-8273-9a8507db7cd8,c2,c3,27,p3,?,surb={'id': '9d9cf67c-67aa-43e9-94e2-9c67481fcbc9', 'route': ['p3', 'e4', 'i4', 'x8', 'p2', 'c2']}
1769503107.8897557,RECEIVED,f7c7d1c4-5905-4374-9f93-08a703ba3b8e,0f2457cc-2501-4280-af96-b3e5ba75d1c5,c2,c3,27,p3,?,surb={'id': '8014531d-5336-4c14-91c9-912002d1c886', 'route': ['p3', 'e7', 'i12', 'x7', 'p2', 'c2']}
1769503108.0117853,RECEIVED,1b32a181-6a78-4cdb-b4b5-c91a97efd423,d3d586f9-ffc3-4c74-8597-ecc248d393b7,c2,c3,27,p3,?,surb={'id': 'b6579b79-93e6-4c12-a6cb-d266cf4f53bb', 'route': ['p3', 'e10', 'i7', 'x11', 'p2', 'c2']}
1769503108.1343453,SENT,cd91c0e3-88c9-408c-8659-79ea57e7adf0,86e70441-e7b2-4796-83bc-c72fdaa17640,c3,c2,3372,?,p3,
1769503108.1345742,CREATED,c2e4a4eb-017d-4832-87c9-1e6329760da3,d13b2a9b-2603-4c9a-b541-182f34d2334f,c3,c2,27,?,?,surb={'id': '18b9aa2c-6271-47d7-9882-e1a692866f11', 'route': ['p2', 'e8', 'i5', 'x5', 'p3', 'c3']}
1769503108.2215855,RECEIVED,a27f81fc-5522-45ee-b6bd-595b55782cfd,d2dd6d67-4b81-4bb8-ad0a-5f8af7dbaeb2,c1,c3,27,p3,?,surb={'id': '1ba0f475-a247-40e4-af3d-f8a201ebe4ff', 'route': ['p3', 'e7', 'i1', 'x1', 'p1', 'c1']}
1769503108.248701,RECEIVED,5a54e0c5-1242-4c24-bbac-6b27b1dcd36b,b161d12d-f56f-4d36-bc5e-9d438e0e9047,c4,c3,27,p3,?,surb={'id': '192e9f40-7cf5-462a-9c24-3de060a84e0c', 'route': ['p3', 'e2', 'i4', 'x7', 'p1', 'c4']}
1769503108.2724342,SENT,c80a2097-8ea6-43b2-8bd3-7711927f0ed0,1543825e-09c6-4ac1-8765-989614f46b79,c3,c2,3388,?,p3,
1769503108.2725809,CREATED,86b20eb7-34b7-4d0f-8af4-4d9a6c2dff3b,5a6c8256-fcec-4ee9-a5b1-53554b28af35,c3,c2,27,?,?,surb={'id': 'e770b168-adb2-4bb5-9b4c-ca426b6ab978', 'route': ['p2', 'e8', 'i4', 'x2', 'p3', 'c3']}
1769503108.4581804,SENT,572f589a-b115-4de6-aa80-a562447d3d0b,087ea98f-0c50-4bba-9e20-9d40ef555310,c3,c2,3384,?,p3,
1769503108.45833,CREATED,4adc8be2-446c-4607-bd36-61eb46c72eb4,a5c98585-1e16-4a67-8295-6c4f5809b0aa,c3,c2,27,?,?,surb={'id': 'fc75bf7b-76b9-47bc-94c1-7dd4583d58a2', 'route': ['p2', 'e2', 'i1', 'x5', 'p3', 'c3']}
1769503108.485017,RECEIVED,9cd90273-00c5-44a4-9ad2-f0a087671dc5,90ff2d5c-53e9-486c-8c4e-33d1aedf3ed3,c2,c3,26,p3,?,surb={'id': '7e36160a-6a11-471d-bb82-f2c4fdf54790', 'route': ['p3', 'e5', 'i2', 'x10', 'p2', 'c2']}
1769503108.532724,RECEIVED,d5566e99-bf53-489d-bfe2-48ad6b889d8b,d2ececaa-af92-45e8-8f26-1462525de6e2,c4,c3,27,p3,?,surb={'id': 'd0e50373-b782-45a1-a318-8d4d9cfd29de', 'route': ['p3', 'e9', 'i4', 'x4', 'p1', 'c4']}
1769503108.549028,RECEIVED,8dc66e66-a493-4fb5-896f-91a4d5a16218,681d7f70-a3f6-4c74-b3e5-9e3ad3b86c3e,c1,c3,27,p3,?,surb={'id': 'c269a367-e1c1-4356-ab25-c8747c189da6', 'route': ['p3', 'e3', 'i11', 'x12', 'p1', 'c1']}
1769503108.708751,RECEIVED,155476b7-020d-4809-8ef3-4fba964912cb,e86262d1-9f81-4913-82ca-987d99cb98f3,c1,c3,27,p3,?,surb={'id': '0841348e-931a-4ab6-bd40-e10d32646a32', 'route': ['p3', 'e5', 'i3', 'x1', 'p1', 'c1']}
1769503108.8133912,RECEIVED,bf2d2fec-eb00-4d72-a6e3-8dc0a194e5aa,0e861510-d84f-4dd5-92dc-f59e1759dc25,c2,c3,27,p3,?,surb={'id': '94ccae8f-a86a-4ed8-9ef1-2c838c37c41e', 'route': ['p3', 'e3', 'i5', 'x7', 'p2', 'c2']}
