timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769746066.4313035,SENT,14386cc4-f4d1-4316-be26-6c7379992e71,26f07ca5-d4f2-47cd-95f7-750c11952b76,c2,DROP,2032,?,p2,
1769746066.4314291,CREATED,39c31717-654b-4d13-bccd-bb3726be3203,955e43e8-2cd6-4bc9-bf79-deffc32aa63f,c2,DROP,26,?,?,
1769746066.827753,SENT,ba9f32b4-75da-4fd6-917c-69f9fce9c3c2,c9f974e9-c0da-40ae-a685-157271b61201,c2,DROP,2020,?,p2,
1769746066.827888,CREATED,b06a394c-b793-43e8-bddf-18a37cd5b8da,359b936b-2549-4aec-badb-9db2cf2bca14,c2,DROP,27,?,?,
1769746067.2774963,SENT,ba3b19ad-3fc5-4fad-b150-4c5f0910c2cb,22093e56-32d6-44d8-901a-e626bc30f1b7,c2,c3,3378,?,p2,
1769746067.2776334,CREATED,676397ec-f006-4861-871e-764e97279479,96f7ea59-dd78-4e7a-b127-197f64abde74,c2,c3,26,?,?,surb={'id': 'ba6da172-5822-415f-80f9-91ff5088e884', 'route': ['p3', 'e4', 'i11', 'x2', 'p2', 'c2']}
1769746071.6431441,RECEIVED,40f975d6-f90c-49a7-a5d5-48e5216d54dc,20475935-e10f-4e39-bc07-e8be015d70eb,c3,c2,27,p2,?,surb={'id': '2fc71d3e-8d61-4c50-ace3-46fd491be5ee', 'route': ['p2', 'e9', 'i8', 'x6', 'p3', 'c3']}
1769746071.7517414,RECEIVED,ae8885eb-b098-46fb-a178-11a12189d5d9,2c46bc8f-6f12-47cd-b726-2398e6c13b93,c3,c2,27,p2,?,surb={'id': '3e6b65d2-e19e-4606-a5c4-b7e578ff7baf', 'route': ['p2', 'e7', 'i5', 'x3', 'p3', 'c3']}
1769746071.841477,SENT,f486e0fe-2d26-4fa3-af9c-b0902d367271,be2feb93-7a50-4a16-9f47-bf7ef999081a,c2,c3,3399,?,p2,
1769746071.8416092,CREATED,1f244db9-cef2-4b2b-b883-d45e0b74cec8,5da08634-19fa-4887-8b64-b266625827f0,c2,c3,27,?,?,surb={'id': 'c7f78f9f-a7a5-4738-a333-9283a917d297', 'route': ['p3', 'e5', 'i8', 'x7', 'p2', 'c2']}
1769746072.0685918,RECEIVED,11a1c330-94a8-4487-8a98-ced28a431655,330044c3-da21-4f78-8c29-1bc540a1bf6a,c3,c2,27,p2,?,surb={'id': 'ec502bb3-292d-43f4-9dda-4bf00bca3334', 'route': ['p2', 'e7', 'i3', 'x10', 'p3', 'c3']}
1769746072.124727,SENT,29f7d28d-348a-415c-b41f-15dac8dea7a0,ed6591d7-af61-43b4-82d7-9c6440507ae0,c2,c3,3388,?,p2,
1769746072.1248727,CREATED,7c904ecd-a50b-48da-a774-8d2c68906986,7ae6bb50-0899-499f-87c0-de411c2a3313,c2,c3,27,?,?,surb={'id': '283cf77f-abe1-4915-abdb-3f4326bb5076', 'route': ['p3', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769746072.2278347,SENT,b412950d-3f4e-430c-a8b2-12476ddd41de,512c9f90-9b6f-4a6c-831c-e1d2cd8d5411,c2,c3,3383,?,p2,
1769746072.22797,CREATED,af304427-3ab3-493b-b2a2-241f01c35b56,1ba88228-3b72-442e-b0a4-b746c2918c31,c2,c3,27,?,?,surb={'id': 'aeac958a-09e2-42e4-a2f1-b70156b36aa0', 'route': ['p3', 'e3', 'i4', 'x2', 'p2', 'c2']}
1769746072.3246047,SENT,cb15c60b-340a-42b8-92ac-d8633e4d0c9d,b5a08b6c-e248-400e-93d4-8047a69d2dac,c2,c3,3392,?,p2,
1769746072.324739,CREATED,a24150de-512b-4a34-9143-157d5a9b0176,e17488b9-4602-4183-9a2a-c481a41758cd,c2,c3,27,?,?,surb={'id': '5cafa40a-0170-4ee0-a4e5-2108bb0aff42', 'route': ['p3', 'e12', 'i8', 'x6', 'p2', 'c2']}
1769746072.3617716,SENT,95fb6419-cc16-41dc-ae73-3666de8a50da,c7a8360d-95b4-4839-9c17-32dd41887ff9,c2,c3,3407,?,p2,
1769746072.361903,CREATED,f3424ebf-02df-45b2-bddd-e66ff9de4821,39e1df78-45af-4953-a52f-c3d1e0d883f5,c2,c3,27,?,?,surb={'id': 'f1bf6fa6-3c07-48b1-8387-dbcf90762919', 'route': ['p3', 'e12', 'i10', 'x3', 'p2', 'c2']}
1769746072.6981132,RECEIVED,5d4b349e-8db5-4280-8402-16c6e85df8f3,ed7cbda5-b0d9-4a0c-b461-bbba5771548e,c3,c2,27,p2,?,surb={'id': '79071953-cfb1-4a10-a6c7-1403e911a062', 'route': ['p2', 'e8', 'i9', 'x2', 'p3', 'c3']}
1769746072.8397565,RECEIVED,6e237857-cfff-4a5f-af09-77f434cbf2d8,cdb23bb7-cc35-47b2-86c3-edc76a304faf,c3,c2,26,p2,?,surb={'id': '2c84c4f2-14ac-4727-86fe-460384f52065', 'route': ['p2', 'e7', 'i2', 'x8', 'p3', 'c3']}
1769746072.9042914,SENT,782424b8-e043-4b64-a6a9-1f4f97845f61,19f1cfba-87b5-46ca-aee8-e1977a0d0036,c2,c3,3377,?,p2,
1769746072.9044237,CREATED,c91bcf3b-054c-4a71-b56b-71da8ba90f6e,9710400f-74f2-45ea-ab80-1ddbfa63a6b1,c2,c3,27,?,?,surb={'id': '9762cd8e-4d09-42e5-b10e-dd5c10af96e5', 'route': ['p3', 'e4', 'i9', 'x2', 'p2', 'c2']}
1769746073.275031,RECEIVED,3f41a139-8d18-4cdf-8240-65ebc3f9efe1,5fe31dd8-3ff6-42fe-bec5-541f7ed22896,c3,c2,27,p2,?,surb={'id': '6f385b60-eeb6-4747-b191-3b714d65c58d', 'route': ['p2', 'e5', 'i1', 'x10', 'p3', 'c3']}
1769746073.2776845,SENT,64ce6606-8411-4f86-8850-0f8802298dce,b8d74bfc-557a-41ad-b412-2abd69d37cbd,c2,DROP,2018,?,p2,
1769746073.2778125,CREATED,5c60336c-200e-422c-9fff-7c993cbba95a,ee282e5f-7366-4592-9a1b-19a6389e7d77,c2,DROP,27,?,?,
1769746073.4975297,RECEIVED,be1780e9-9a18-4deb-b7b4-3521883fa98f,66ffdbf2-f8f6-44fe-be3e-64744e5723af,c3,c2,27,p2,?,surb={'id': '6ec4adaf-e8b8-466c-803b-e65653c2b155', 'route': ['p2', 'e10', 'i2', 'x3', 'p3', 'c3']}
1769746073.5111263,RECEIVED,5a6efe5d-0811-482d-a796-659edf0e7668,1d8b53df-cb7a-4b71-9736-c855a38d86cc,c3,c2,26,p2,?,surb={'id': 'b65dda91-0d28-4b26-ac8b-cc7d6b60a0b8', 'route': ['p2', 'e10', 'i4', 'x4', 'p3', 'c3']}
1769746073.5596323,RECEIVED,c06f1471-948d-487c-9bf4-ffd8ef917a20,51331ff3-862a-467a-86df-0dff7e122774,c3,c2,27,p2,?,surb={'id': '4bf63a66-a099-4c26-9011-48544b624ae3', 'route': ['p2', 'e1', 'i4', 'x2', 'p3', 'c3']}
1769746073.745064,SENT,9ec908c2-01dd-438c-86cb-47bfe71e9ae7,aa6a9de4-c91a-4c21-b485-0ee7fcded9d5,c2,c3,3401,?,p2,
1769746073.7453036,CREATED,5616e3b4-87cf-4675-ab81-66c065d82aaf,2765da98-29ba-4336-9b72-d9cb5a8e5cb7,c2,c3,27,?,?,surb={'id': 'b2a9cf17-d416-4ee3-9eb0-da64a3c79147', 'route': ['p3', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769746073.8897626,SENT,9eb43225-3f85-4966-831c-2bbe2dc3b05e,8458bdbf-1809-4c93-a044-c508fd0aae08,c2,c3,3360,?,p2,
1769746073.8898947,CREATED,bfaa1811-1082-4d10-9ac9-8b5ccf29eeaa,6d7960f8-e4ff-49c7-8034-5d3a92ae4c67,c2,c3,25,?,?,surb={'id': '7becdfa9-6865-4e98-8b60-210d257fa4d9', 'route': ['p3', 'e9', 'i1', 'x1', 'p2', 'c2']}
1769746074.0215752,SENT,c0fb400b-f1c9-4188-adee-cf2208e88614,74ff8c39-fe95-478e-9694-5ce1cc3c681c,c2,c3,3401,?,p2,
1769746074.0217252,CREATED,9782faa1-cf20-4620-b33f-5c1710b4b4c3,fa76320d-ca94-403c-b191-dc4a70877a74,c2,c3,27,?,?,surb={'id': '128b4a66-e416-4855-a061-faa8b3e2ec22', 'route': ['p3', 'e3', 'i12', 'x10', 'p2', 'c2']}
1769746074.2967384,SENT,f13f00e2-19bd-477f-8bd0-e7b208896e97,5a379308-596e-4649-88ba-f0c98f6ebe41,c2,c3,3379,?,p2,
1769746074.2968884,CREATED,2efded90-c4b0-4883-9b61-f5b558b0cbd9,e2736c81-7e46-424f-ac8a-0374a665aea4,c2,c3,26,?,?,surb={'id': 'b59e648c-4bbd-4f4b-8d07-95ed471956bf', 'route': ['p3', 'e7', 'i2', 'x3', 'p2', 'c2']}
1769746074.5654323,SENT,e241e468-9086-4dec-871a-30a16d596714,996d0566-a515-40bc-9e7e-7b7ca5e229c2,c2,c3,3392,?,p2,
1769746074.5655885,CREATED,3716291a-a47b-4f65-a411-4cc128fea625,adac6af5-8923-4b95-9b54-335801e0159c,c2,c3,27,?,?,surb={'id': '946f0aa8-e5ac-48b9-b11b-c94f6f7860d5', 'route': ['p3', 'e9', 'i12', 'x3', 'p2', 'c2']}
1769746074.6924589,SENT,49465d0d-beeb-467e-a853-205b2cffee08,7b5f4ca1-1a33-48d3-af66-64d0386d7a5f,c2,c3,3360,?,p2,
1769746074.692592,CREATED,076d9850-0d81-4055-be26-2bba314049aa,024ec56d-3192-47cb-8d20-e738c7986534,c2,c3,27,?,?,surb={'id': 'fa5debf7-583f-4562-8a2d-55bd5d173910', 'route': ['p3', 'e11', 'i2', 'x2', 'p2', 'c2']}
1769746074.8093948,RECEIVED,54b360a2-5e7b-4a01-b711-78fa690e98d2,478e6264-3ac1-461f-93a0-cb890d1eb8fe,c3,c2,27,p2,?,surb={'id': 'a33e949c-56ca-4f89-95e7-420488860936', 'route': ['p2', 'e4', 'i1', 'x2', 'p3', 'c3']}
1769746075.0622983,SENT,c025776c-a2a0-473b-9ec4-1d590d091f57,66290e83-90d0-40fb-8f54-d9531788f6c4,c2,c3,3404,?,p2,
1769746075.0624464,CREATED,9d332d2d-e9f8-49b1-852d-fccd365c50d4,bb0c6737-464f-4112-a2a9-c1541207c819,c2,c3,27,?,?,surb={'id': '3e168bbc-8755-42c5-a8e9-310527fce87f', 'route': ['p3', 'e4', 'i10', 'x3', 'p2', 'c2']}
1769746075.2304924,RECEIVED,62ea224b-a4b8-4618-84a4-7ac3ffcc7dd2,efbb1019-ab19-4da8-9b07-b06820e9ce45,c3,c2,26,p2,?,surb={'id': '8082ab5a-0bb8-4507-b2d0-d0ed1c20e207', 'route': ['p2', 'e6', 'i10', 'x10', 'p3', 'c3']}
1769746075.468368,RECEIVED,b77493c7-7254-46d6-9e94-453525ada352,0a065b39-2e29-47ca-b090-d7aaaf095971,c3,c2,27,p2,?,surb={'id': 'c402c1e6-14f7-4fa3-bec2-7b77f0e11438', 'route': ['p2', 'e7', 'i8', 'x1', 'p3', 'c3']}
1769746075.6606276,SENT,9dfc5a37-c5be-42f3-97cf-cfd0cec312f0,35f651f8-da24-4aad-9822-4d43e8cf5a29,c2,c3,3362,?,p2,
1769746075.6607635,CREATED,61fc9c0d-79c7-454a-a800-39f9b247560d,3ba7486d-9167-489f-a5ec-3a030cf55dd5,c2,c3,27,?,?,surb={'id': 'be398224-764c-46d7-a111-1e790ba0fcf1', 'route': ['p3', 'e3', 'i12', 'x2', 'p2', 'c2']}
1769746075.7019765,SENT,3155b0a0-4f3d-4a69-ad25-b42a18ac086c,b51667a2-6ca5-4dcc-bb9e-76738b20958d,c2,c3,3363,?,p2,
1769746075.7022278,CREATED,09cd81a2-2531-4768-ab3b-ffe4712cb3eb,0e12ded2-5eb0-4cba-a42b-864df7b2a367,c2,c3,27,?,?,surb={'id': '266215c1-ca49-458c-9b65-13a4ca59241e', 'route': ['p3', 'e8', 'i6', 'x4', 'p2', 'c2']}
1769746076.517428,SENT,180ca191-4bef-4efb-acf5-88809f7afd36,a96902d7-bab0-410c-9867-22518d420be2,c2,c3,3379,?,p2,
1769746076.517579,CREATED,8123bb3f-a2ab-47f3-914f-488d40b8316d,d16e9020-d61e-4ff4-8f4d-02f9b8e6bd14,c2,c3,26,?,?,surb={'id': '2c4be963-64fc-41d6-9160-53a873339ddf', 'route': ['p3', 'e4', 'i7', 'x12', 'p2', 'c2']}
1769746076.8028028,SENT,b7dc02fe-e3eb-47c9-b690-ddce94fdf5b4,07a66a9b-1c2a-45e1-ab04-3d92fa45c6dc,c2,c3,3372,?,p2,
1769746076.8029342,CREATED,30d99c47-2725-4e11-92ae-5abd2d8af76a,71b21601-c5d9-4712-ac3b-a2ebb5abf691,c2,c3,27,?,?,surb={'id': '6e50e712-f77d-4322-bee9-ca10b2cdca55', 'route': ['p3', 'e1', 'i4', 'x8', 'p2', 'c2']}
1769746076.885475,RECEIVED,51c2c8db-79a2-446d-9033-2f5f568b0a70,dc23b445-5c66-4f8b-88a9-28334bbd5425,c3,c2,26,p2,?,surb={'id': '4595a2c2-1982-4f5e-b045-1e6c1adc15ba', 'route': ['p2', 'e12', 'i4', 'x10', 'p3', 'c3']}
1769746077.1475294,RECEIVED,b18eeec2-3daf-40bd-b55a-eff67f88ac69,cf58146f-eec0-4bc0-8de4-bdb5e6eff2b7,c3,c2,27,p2,?,surb={'id': '6cf861b7-c61c-4649-b16d-2bdb5fbbe810', 'route': ['p2', 'e6', 'i10', 'x5', 'p3', 'c3']}
1769746077.180695,SENT,5f0dde35-7854-4da0-a5b5-fbe0bc239d12,dab4bfff-60ca-4afd-a75a-9c499a89ceda,c2,c3,3360,?,p2,
1769746077.181103,CREATED,af4fc6f5-943e-4134-b35a-4d92cf70ff41,83309c05-3fec-4842-9a87-7ebfd340ab80,c2,c3,26,?,?,surb={'id': 'cb3f1083-5bdf-4a53-bf48-d582689c866e', 'route': ['p3', 'e11', 'i3', 'x6', 'p2', 'c2']}
1769746077.2946799,SENT,57feb42d-0a98-4623-a144-0d6360db570e,6644d026-447b-41b9-85db-164854727b50,c2,DROP,2016,?,p2,
1769746077.294801,CREATED,8cdf58f9-daed-4891-9ef8-aa0b101f8820,b1e92d50-357a-4c4e-8934-00a0d7928775,c2,DROP,26,?,?,
1769746077.4073727,RECEIVED,904554b0-a0e9-4e83-a5ab-0001df458b8f,845d28d4-0f18-477f-a624-a38859489495,c3,c2,27,p2,?,surb={'id': '6a40ec46-6bad-4775-966a-04a12e54f40e', 'route': ['p2', 'e1', 'i7', 'x2', 'p3', 'c3']}
1769746077.5596378,SENT,5c55e8f9-9cbc-4ed3-8f10-7fd008a13b6c,e0df3e2e-6920-47fd-80b0-d6aef32fadc9,c2,c3,3392,?,p2,
1769746077.5597813,CREATED,5277a404-bc70-4e6d-ae03-e92f137568a6,ecf2e239-7d1f-44fd-949f-b7eadfcdaf53,c2,c3,27,?,?,surb={'id': 'a25e5afb-d84c-4ccb-9652-2d164bd8fe3c', 'route': ['p3', 'e10', 'i7', 'x10', 'p2', 'c2']}
1769746077.5725722,RECEIVED,d15c930b-d91a-4425-a073-9b038f9a793e,8613f85a-ba68-4fa6-9857-94faa48f8aeb,c3,c2,27,p2,?,surb={'id': '5d28fa2d-7cb9-4914-a82d-3f929e98d2e4', 'route': ['p2', 'e3', 'i9', 'x6', 'p3', 'c3']}
1769746078.1753073,SENT,9a830015-cf9a-4dc7-bd45-68bf5fd7a73e,9a8e4fac-c18e-4b6e-91ee-d3ab585ba2fe,c2,c3,3380,?,p2,
1769746078.1754608,CREATED,a9d4d788-2db4-48f8-9f5d-8c69939edd8d,6366d1cd-0e10-4a41-a0dc-0b4008fa554e,c2,c3,26,?,?,surb={'id': '72c5ff9e-ac03-460b-bf5d-4da35d29da49', 'route': ['p3', 'e11', 'i6', 'x4', 'p2', 'c2']}
1769746078.2074883,RECEIVED,88ff12d8-beb1-41b4-9c5d-080bc0f08772,c2c975ec-b15e-467d-b274-c084eb71fd6d,c3,c2,27,p2,?,surb={'id': '0bedbddf-e801-4a44-9663-46cc0984bc5d', 'route': ['p2', 'e7', 'i3', 'x3', 'p3', 'c3']}
1769746078.279851,SENT,6c8c9bf1-d8f5-46ac-a630-6874dc45d2f9,6b859fde-b623-41c5-b60c-7d34f5f0f427,c2,c3,3395,?,p2,
1769746078.2800155,CREATED,39fe42c7-3af5-4e77-a25f-7b51edbb43ab,4d400f81-f6e4-489d-82a7-dfb90bf1acd5,c2,c3,27,?,?,surb={'id': '49a2206b-7fa8-45eb-9748-46fbefc3f7ce', 'route': ['p3', 'e2', 'i11', 'x11', 'p2', 'c2']}
1769746078.411411,RECEIVED,5f4640d1-2d20-4dbc-b1a8-a7cfcef86196,b9e442c1-de7d-4dd5-be6c-d865307c4486,c3,c2,26,p2,?,surb={'id': 'c2568a16-c915-489b-b152-11d4b4fcdf38', 'route': ['p2', 'e10', 'i10', 'x1', 'p3', 'c3']}
1769746078.48577,SENT,43f9e84b-48a5-48b8-b81c-90f92f67c2ce,4c0893b5-480a-4a5a-9422-6bf04052625e,c2,c3,3381,?,p2,
1769746078.4859014,CREATED,3475d038-61a1-406a-9086-94ddc1623d60,3441932e-dc47-4407-8531-6e396592f04e,c2,c3,27,?,?,surb={'id': '43c0f19c-9311-45a3-86bd-141f9e15576e', 'route': ['p3', 'e8', 'i7', 'x8', 'p2', 'c2']}
1769746078.512381,SENT,34f57774-b34b-4c90-8684-9ffd34220e3a,010115be-540d-4363-9473-831653edfb62,c2,c3,3375,?,p2,
1769746078.512508,CREATED,f7c01e88-679d-4efe-970f-c42ce86dac95,34984fe1-c467-46d2-8a27-3b37eb025ae4,c2,c3,27,?,?,surb={'id': '1fc7af90-ac90-434d-b6cd-bd1de08825be', 'route': ['p3', 'e3', 'i12', 'x5', 'p2', 'c2']}
1769746078.6328988,RECEIVED,984af093-ef78-4025-ab48-5a0ee6b5e380,e86be15b-427b-44ed-ae88-315c3b96228b,c3,c2,25,p2,?,surb={'id': '7f811e00-5be5-4ee6-84d2-55e64dcd202d', 'route': ['p2', 'e12', 'i1', 'x12', 'p3', 'c3']}
1769746078.664703,SENT,b9179cb2-c80b-4574-bcde-864c2ed45a48,08bfb73d-f262-4dcc-9017-f45a09bd5b17,c2,c3,3391,?,p2,
1769746078.664848,CREATED,55bac5ab-f687-4982-8d6d-e138b0033cb5,7b7ff314-7b33-4a71-8357-764552909cf6,c2,c3,27,?,?,surb={'id': 'dfaf7aab-de0e-42ff-b5fd-bdee2d6fa1d8', 'route': ['p3', 'e5', 'i1', 'x11', 'p2', 'c2']}
1769746078.6934402,SENT,ae60b92e-5ea9-46f4-9752-6bae8b188ec6,5b4410fb-eb15-4fdb-8190-34b5d7816b19,c2,DROP,2043,?,p2,
1769746078.6935685,CREATED,c6a2420d-e8eb-475e-b203-d901663d37e2,9a1e6962-1b1a-4f5d-b7bb-7e2f0633957b,c2,DROP,27,?,?,
1769746079.2529078,SENT,25734344-6a65-4367-b01f-4d9d69753b34,66fb4ec8-ae92-4f8c-9997-cd246829c297,c2,c3,3391,?,p2,
