timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769746066.3851843,SENT,49a5826a-764e-4a73-9b69-91f0776792fc,831f6b2a-73de-484d-b8b6-fee766e7a9cb,c4,DROP,2014,?,p1,
1769746066.3853073,CREATED,a3a1fcd6-8939-42ef-8cbf-92cfd871a653,525338eb-1bcc-481b-934f-5133ab82c6d2,c4,DROP,27,?,?,
1769746066.6913614,SENT,2c22deb0-7ab6-4321-856e-b2436132d26f,36e0494b-bf34-4692-8090-d4222b3e9c19,c4,c1,3401,?,p1,
1769746066.691519,CREATED,9ce53564-89d0-4ac0-8ab5-6e72a9aa422c,b7b2ee4f-d40a-4a4b-a0a2-14d3d2705cff,c4,c1,27,?,?,surb={'id': '36f99573-031b-405d-baa1-3c699d0195e1', 'route': ['p1', 'e6', 'i1', 'x1', 'p1', 'c4']}
1769746222.5623617,CREATED,a6966138-0324-4761-89c1-ec4931190e5b,0e742a55-7176-4c3c-a4e9-733fc42a7868,c4,c1,26,?,?,surb={'id': '911feda4-95bf-428e-ae59-348fc11eca1b', 'route': ['p1', 'e11', 'i1', 'x12', 'p1', 'c4']}
1769746222.5922494,SENT,4ed8df52-d7ce-4ce0-9b63-2b6b8709391a,6910730a-17a9-437f-b988-1f95b5d38be2,c4,c1,3358,?,p1,
1769746222.592325,CREATED,15a51c83-0316-4f1a-837a-cc4d8f2f9cfc,9996ee1d-039d-4809-8f61-d03708b8c031,c4,c1,27,?,?,surb={'id': 'a3885cc0-7b76-435d-b1b8-ebb8754382f3', 'route': ['p1', 'e2', 'i8', 'x9', 'p1', 'c4']}
1769746222.605883,SENT,880007ab-c334-4a49-a715-5b891286bf05,2cffedb5-e1e5-49a5-b473-5e57f4a1385f,c4,c1,3371,?,p1,
1769746222.6059554,CREATED,fb37a9ac-0ab6-4b88-b534-ac3a8471e32c,4efae15b-9051-4bd0-a121-be1797988611,c4,c1,26,?,?,surb={'id': '8cb4be4f-1349-4156-af20-dde69bb5a5fa', 'route': ['p1', 'e1', 'i2', 'x11', 'p1', 'c4']}
1769746222.6178703,SENT,137b0442-fd1a-4815-b063-1b9c163d3a0d,0c8052d4-5189-4f8c-882f-21f1b118c765,c4,c1,3397,?,p1,
1769746222.6179419,CREATED,bc00923b-0643-4b95-897c-49676c9ebea6,b4848004-c149-4aa6-9deb-f19f221cc3f5,c4,c1,27,?,?,surb={'id': '3491583e-a4e6-41be-9ec9-19abebbf4edb', 'route': ['p1', 'e7', 'i4', 'x8', 'p1', 'c4']}
1769746222.644106,SENT,1678cf07-2abb-468d-9458-da156740ec06,c9bcd07b-42bb-4e62-9e34-d493ca9343ab,c4,c1,3380,?,p1,
1769746222.6441777,CREATED,d825ae09-2885-4694-8435-a81b3cb921a6,6824ee12-4867-43e2-a62c-9c1e684350af,c4,c1,26,?,?,surb={'id': '7ce775d3-a387-4071-9b62-dc5c3b05a4fa', 'route': ['p1', 'e1', 'i8', 'x4', 'p1', 'c4']}
1769746222.7078264,SENT,0269ff82-e27f-4bc4-a8f5-0a7942029e08,dcfada12-86bf-4af2-8e8f-6b2aaf0d62d8,c4,c1,3379,?,p1,
1769746222.7079117,CREATED,5757cb81-7608-4c92-9702-8fd5e9f2764e,15f55b42-1d51-45aa-9a70-63643f96ca96,c4,c1,25,?,?,surb={'id': '667fb00a-24eb-4caf-a1a2-3e4193fb349e', 'route': ['p1', 'e12', 'i2', 'x1', 'p1', 'c4']}
1769746222.7408311,RECEIVED,9de29d98-a266-45b1-ba85-3f18c6d6d906,22f7b293-c7c8-415e-8431-09840ee673a5,c1,c4,27,p1,?,surb={'id': '542d2b2a-4cb5-4678-94bd-50b181232909', 'route': ['p1', 'e1', 'i4', 'x11', 'p1', 'c1']}
1769746222.7738674,SENT,c17647f9-6199-4eea-95a7-fc0b98fac073,5386f6b3-2448-4dbb-9b49-517e077b95d3,c4,c1,3351,?,p1,
1769746222.7739527,CREATED,536da5f9-f334-4342-85a7-b78dda8244e2,499d3ad3-e7e5-4840-9416-d9884e5a2b49,c4,c1,26,?,?,surb={'id': 'f83467ae-66f2-4d2a-a157-1685406c588a', 'route': ['p1', 'e1', 'i2', 'x1', 'p1', 'c4']}
1769746222.866192,SENT,c65740fc-90a9-4da8-b0f1-586ca076a69c,5d7b8d89-42a5-4d8e-b9d0-64b0d90208a1,c4,c1,3392,?,p1,
1769746222.8662775,CREATED,4c529e96-0053-430a-ae52-f121c3cbf429,15366edd-83cf-49bd-8f50-0db30c2415af,c4,c1,27,?,?,surb={'id': '2929db9d-971a-4bab-a8ae-2106c2959128', 'route': ['p1', 'e9', 'i11', 'x5', 'p1', 'c4']}
1769746223.3575106,SENT,c7d8fa5b-2b3d-4e57-a674-e9e1f4d54c6e,567fb0ca-20e2-469f-b26a-5c4c11f9dd5a,c4,c1,3391,?,p1,
1769746223.3575966,CREATED,9689953f-98dd-407f-9831-68019b85242a,b5ed7386-1631-4ed7-8f61-71f826ed7ca5,c4,c1,27,?,?,surb={'id': '3284285f-3fb0-4b49-a6fc-5530c63b9018', 'route': ['p1', 'e6', 'i3', 'x1', 'p1', 'c4']}
1769746223.3833468,SENT,bc208993-74d7-4e60-8412-e033134048e6,b169bba5-f307-412c-abd4-b3704d5ec89b,c4,DROP,2019,?,p1,
1769746223.3834248,CREATED,7a66bd6b-97fe-4e11-89b6-50c048cbfc72,b8f9a5b3-64a2-4139-8959-081d4d5d7d8e,c4,DROP,26,?,?,
1769746223.554691,RECEIVED,28d37069-1fda-41fb-9fe0-492233e3e92e,359d8a83-74ba-4216-8dc4-e59a945dc7d3,c1,c4,26,p1,?,surb={'id': 'c52b3dbe-1f49-4a87-8aa1-b7f3ab67f2e7', 'route': ['p1', 'e6', 'i6', 'x6', 'p1', 'c1']}
1769746223.6788964,SENT,5ebbb85c-e444-4db1-aee5-8b768452359c,c69d8954-cd0c-4f1c-83d5-076e193ea608,c4,c1,3400,?,p1,
1769746223.6790211,CREATED,8ff6f6d8-30c2-4845-a3ce-ed377c9e8ab2,d9189f1c-7f66-4e4d-b5bf-70b9879665a2,c4,c1,27,?,?,surb={'id': 'c03a7853-ae92-4932-b98d-3d172ecf0e93', 'route': ['p1', 'e6', 'i12', 'x6', 'p1', 'c4']}
1769746223.8015356,SENT,9e42453d-85ab-42d8-b3c0-454b2e1dd4d7,f2c1f039-3a47-4ff4-b7ea-50b647d39d55,c4,DROP,2032,?,p1,
1769746223.8016546,CREATED,5820e48f-a85c-4f63-9654-e333f528c42b,31585f5e-0358-43aa-a571-10d533ebf231,c4,DROP,27,?,?,
1769746223.8566227,SENT,d7e2ea15-23dc-437b-837e-c588adb6d274,f27a8083-6504-40a2-a0e1-0396dc9a67b0,c4,DROP,2027,?,p1,
1769746223.8567371,CREATED,ce7595a1-15e4-48da-ad9a-5ee60f8c1041,0f6ca86d-85d2-492a-ad08-586075664684,c4,DROP,27,?,?,
1769746223.904632,SENT,713b4023-7257-4fd6-b469-9a56ddb24ee9,685b3e7e-af72-407a-b711-6e0153ea6bf3,c4,DROP,2021,?,p1,
1769746223.9046826,CREATED,30a5720a-5ad6-474b-8406-747893d62a38,983978e0-2b21-4349-b058-40b152802cc6,c4,DROP,27,?,?,
1769746224.0011868,SENT,3bd2e181-737c-45db-80a2-8f8da53bbb41,a54eb398-165e-47b2-a431-436f434dc585,c4,c1,3376,?,p1,
1769746224.001245,CREATED,5ad8a7e7-0a56-40e2-a76e-9fb6b8187151,093b9751-50b2-4686-8f86-1487fe6a2608,c4,c1,27,?,?,surb={'id': '268fc5c0-6772-4ca6-b2c8-cc72ed3cea34', 'route': ['p1', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769746224.0281687,SENT,938a7737-3d40-480a-935a-5c61ba5f1dcc,c2bbda0d-2751-45c7-b4e7-16301cb9cdf4,c4,DROP,2040,?,p1,
1769746224.0282202,CREATED,1267ee6d-4331-4bcd-b59f-e47832af0061,399813a3-79e2-486b-b30f-1122a7178c68,c4,DROP,27,?,?,
1769746224.3657863,RECEIVED,b35625d8-1be0-41a7-8357-4be3c301fc26,9c1c5519-149b-48de-b5e0-df0745957c2b,c1,c4,27,p1,?,surb={'id': 'ccefc511-f68b-4f68-817f-c2ad940ec210', 'route': ['p1', 'e5', 'i11', 'x4', 'p1', 'c1']}
1769746224.445966,SENT,f169b80c-f0ba-4bae-a708-a8f69ce1749e,887763e5-9047-48df-aaed-9fde1c31f0bb,c4,c1,3354,?,p1,
1769746224.4464295,CREATED,e67139ed-21af-4f78-b398-3a2955d27eb8,1c16f8dc-67a4-43bc-b9e9-11828d23ba2b,c4,c1,27,?,?,surb={'id': '055a3d07-3500-4601-82f9-c47539004569', 'route': ['p1', 'e4', 'i2', 'x8', 'p1', 'c4']}
1769746224.654582,SENT,16c0e0d2-2ac4-490f-a9ad-29352bbf6e78,0c493106-2d71-487b-8be9-af48a97b4d85,c4,c1,3374,?,p1,
1769746224.6546662,CREATED,2c7d998d-a60a-4236-b172-76a9602fddb4,d8669fe3-e9d0-4acc-8d6c-5722cd3d3bb9,c4,c1,27,?,?,surb={'id': '8fa2636d-e8bf-43b0-830f-3d29525a2531', 'route': ['p1', 'e9', 'i8', 'x4', 'p1', 'c4']}
1769746224.761257,SENT,00292d8f-25b1-4bd8-bf6c-52f6276eae77,37e842a9-7b64-44f8-a2b1-cfd941fc3be4,c4,DROP,2036,?,p1,
1769746224.7613733,CREATED,8cc338a0-aff7-481d-8eb4-525b19b0d687,06b7df19-bc75-4213-b100-37320e91e28e,c4,DROP,27,?,?,
1769746224.86869,RECEIVED,bab91cf2-179c-4307-ac8f-838bbce4b8de,d57cb1aa-eccc-4b31-967d-c49358ee07f8,c1,c4,27,p1,?,surb={'id': '7a141b63-8ec3-40d6-8507-32375236a6a0', 'route': ['p1', 'e2', 'i12', 'x5', 'p1', 'c1']}
1769746224.8993983,SENT,f1d7d78d-a0d3-4aea-a3a6-1130e67273ea,9abdde57-5ec8-4741-b4ac-af9c099f71d3,c4,DROP,2040,?,p1,
1769746224.8995123,CREATED,287bc9a4-3a2d-44e4-ada5-a6d05569b90c,5a22f7d2-6c3b-43b1-97b1-b1b8f54fc8dd,c4,DROP,27,?,?,
1769746224.9908516,RECEIVED,eb0ea85e-5cd4-4614-9ecf-37dc07b3f974,dea2e967-89f3-4005-9b3a-5d165e86ad93,c1,c4,27,p1,?,surb={'id': '83dad9bd-67e0-4c73-976e-76f39990245b', 'route': ['p1', 'e8', 'i3', 'x6', 'p1', 'c1']}
1769746225.787077,SENT,8899008a-e2fa-4d2d-8c41-0a40c96f3a7d,3628ca51-031d-44aa-b335-dcfed795ef2b,c4,c1,3391,?,p1,
1769746225.7871716,CREATED,8c82097f-8c77-4c52-94c8-ac4aa1f288e6,fc516bc8-626b-45b4-91f0-01bbfcdb7ea7,c4,c1,27,?,?,surb={'id': 'c7911f26-a26e-4adb-82d9-6bcfc5a4828a', 'route': ['p1', 'e10', 'i12', 'x2', 'p1', 'c4']}
1769746225.9851644,SENT,151ec379-4d40-45a7-8d40-62cd26eaa4a2,c581f1f7-08fe-4c0f-b794-f46e66bab6b6,c4,c1,3391,?,p1,
1769746225.9852583,CREATED,067b528a-f3f6-4052-aa7f-5727af8e0fc1,f4785b3d-1d0b-4fd6-881b-961b2e14d378,c4,c1,27,?,?,surb={'id': '7c360144-6ec4-49d5-b940-c2f4934c1db2', 'route': ['p1', 'e2', 'i8', 'x1', 'p1', 'c4']}
1769746226.1310334,SENT,321baa2e-2427-4cce-8c52-2e874b3d18fd,755a1ffe-1c16-4d03-a1c5-53bf7b977310,c4,c1,3371,?,p1,
1769746226.1311455,CREATED,f9a6bbc4-1784-426b-828c-98f4f35d554e,269677ea-584b-40f4-a482-e6a27a6d09e2,c4,c1,27,?,?,surb={'id': 'b7d1fd9e-3cb6-4fbb-b62c-72e759a832d4', 'route': ['p1', 'e1', 'i6', 'x1', 'p1', 'c4']}
1769746226.2171013,RECEIVED,1c8ad357-9766-4ec6-8e52-6db0fbb2397c,86aa7c2c-1d5a-4d80-acdc-f380c7ec0302,c1,c4,27,p1,?,surb={'id': '0989a548-5d6e-42b6-b122-5c2717a9dade', 'route': ['p1', 'e4', 'i11', 'x10', 'p1', 'c1']}
1769746226.5097046,RECEIVED,f36531d3-910f-4cf3-9ed9-3bb8324fcc4d,42efb8fa-7d05-4933-a411-8b6dc1eae876,c1,c4,27,p1,?,surb={'id': 'f813c231-549f-4429-b2c2-da4e40634bc6', 'route': ['p1', 'e2', 'i8', 'x5', 'p1', 'c1']}
1769746226.72285,SENT,21398c20-9d41-4c1e-ae02-6590cf912500,68c3165c-05a4-4d95-92ff-1095d80782fc,c4,c1,3392,?,p1,
1769746226.7229974,CREATED,447bebee-c10d-4144-b72b-dd8ff68309aa,192b0029-782a-436d-9d32-d54f6cb7d5a2,c4,c1,27,?,?,surb={'id': 'e089619b-0851-4e09-9773-42153cc6023d', 'route': ['p1', 'e12', 'i1', 'x10', 'p1', 'c4']}
1769746227.510061,RECEIVED,a680f9f9-ceb0-4f95-9835-77bea201687a,832f01c3-2c5b-4b75-a660-90e0de6b6a8b,c1,c4,27,p1,?,surb={'id': 'b0f4a964-c8e5-4b7a-be0f-172b0571ee86', 'route': ['p1', 'e8', 'i3', 'x7', 'p1', 'c1']}
1769746227.631028,SENT,a21b70e2-4cb2-42fd-a572-4a95c5cd0b5e,a19ca62f-af47-47f0-88c2-9827b4f7c9fc,c4,DROP,2019,?,p1,
1769746227.6311905,CREATED,a27f99e1-c267-447b-bb96-53174710ac51,cf1ee966-33ed-488f-a94c-7f5537dd0544,c4,DROP,27,?,?,
1769746227.7872748,RECEIVED,8f77c5f6-aa65-42c5-b302-05b6ac8cbdd0,e270e24c-9cca-4c94-91f6-b4146ab557e5,c1,c4,26,p1,?,surb={'id': '04e5e22c-8675-4127-acdf-eaa66c1a38cc', 'route': ['p1', 'e3', 'i10', 'x1', 'p1', 'c1']}
1769746227.8345695,SENT,eb21553d-36b6-4bb4-8908-cb7faaff57b0,62d8c91f-e14a-4181-8fbb-93def72aee14,c4,c1,3396,?,p1,
1769746227.834716,CREATED,010b625b-521f-40ab-8bc2-ee77eb1072e8,3d981bda-f681-4323-894a-8d2182a7aa4b,c4,c1,27,?,?,surb={'id': '2a84af14-5e1b-4ad9-8cdf-79c044731c9c', 'route': ['p1', 'e7', 'i10', 'x5', 'p1', 'c4']}
1769746228.290786,RECEIVED,95a70a4b-8576-4e2c-8716-ea972b48b26d,0348c9ac-671e-4b62-b2cf-248b364f874d,c1,c4,27,p1,?,surb={'id': 'e8315ca2-0051-49f2-b531-054d3fec4182', 'route': ['p1', 'e10', 'i9', 'x4', 'p1', 'c1']}
1769746228.4033003,RECEIVED,f910f1bc-b4dd-4ea2-907d-c4d1e49033b2,3fc67743-e019-4478-badc-1684d7168cdd,c1,c4,27,p1,?,surb={'id': '51537b8c-e9d4-4561-b8a2-d2f1aecc7c5c', 'route': ['p1', 'e7', 'i4', 'x2', 'p1', 'c1']}
1769746228.5818217,SENT,4eed5dbf-a5c7-40b2-9f8b-43b748a54651,bba74bb0-74c4-4b4b-b137-d2b13102e9c6,c4,c1,3362,?,p1,
1769746228.5820782,CREATED,ea2cba53-dc16-4162-9f62-776680a1d08e,212dbb1a-62de-4d5e-b29c-4003d560c593,c4,c1,27,?,?,surb={'id': '4ae19e08-26d4-4f58-bd6b-3ccf385c5c8c', 'route': ['p1', 'e1', 'i10', 'x3', 'p1', 'c4']}
1769746228.741355,RECEIVED,e30a5f46-61b0-4504-a96f-a849603b9334,911bbc0c-aa51-4042-a502-ed0667d962da,c1,c4,27,p1,?,surb={'id': 'a51c996d-032a-4962-9f08-989e8f6a7b06', 'route': ['p1', 'e1', 'i1', 'x2', 'p1', 'c1']}
1769746229.5912395,SENT,e15487b1-bf68-422b-836b-315b06f49a11,41a2cc40-eeaf-45c5-b054-3930038b8519,c4,c1,3380,?,p1,
1769746229.591392,CREATED,4c408408-b898-44cc-85dd-6cf5ea5289fc,7722b61c-c14c-4989-aa34-29b69b04b6d9,c4,c1,27,?,?,surb={'id': '5aa95d71-fa21-435d-9561-0a207426569d', 'route': ['p1', 'e7', 'i8', 'x3', 'p1', 'c4']}
1769746230.4319003,SENT,4365d6d1-74ce-4c92-a469-a41f1050b4bf,f4b1446a-678a-4cbe-8d9d-44d0b15b6345,c4,c1,3359,?,p1,
1769746230.4319794,CREATED,76cdf1ab-8586-4f8c-93a9-de02023bb9c0,34948321-7c35-4d2e-b043-a619d265bb64,c4,c1,27,?,?,surb={'id': '9dae80a0-1519-4bf8-9901-4edd9d97eb60', 'route': ['p1', 'e12', 'i6', 'x9', 'p1', 'c4']}
1769746230.465373,RECEIVED,4b70ec57-3d8c-49a0-a06f-7440e0578ee2,ca3a53be-e3b0-4b94-a5a6-5c3aba558559,c1,c4,26,p1,?,surb={'id': 'fddb0880-3c8e-46f5-b12c-51ac3bd68468', 'route': ['p1', 'e3', 'i4', 'x5', 'p1', 'c1']}
1769746230.696553,SENT,6cdb71b5-cc07-480a-85bd-9875f0d08d75,915de069-c8dd-4c9e-b0ab-7b4488112125,c4,c1,3393,?,p1,
1769746230.696706,CREATED,401d7a9c-3680-450c-9132-797321adc901,cd143cac-18b0-479d-92ae-60aa013ef507,c4,c1,27,?,?,surb={'id': 'd0cc6c02-cd6b-404e-8f65-daf1fdcdc5ad', 'route': ['p1', 'e12', 'i8', 'x1', 'p1', 'c4']}
1769746230.8800075,RECEIVED,d017a0b1-9c4d-497c-93ee-90e65033dfe9,29fdd6b8-6092-4c79-b572-f72cd15bcfa4,c1,c4,27,p1,?,surb={'id': 'f19e214a-07c3-4e0a-903f-e00f492da3fc', 'route': ['p1', 'e8', 'i8', 'x4', 'p1', 'c1']}
1769746231.4150598,SENT,1568371c-be3b-45fc-b2fd-f00dcbe8a2c1,0028af5c-60be-4238-af5b-0f4ca39d65b7,c4,c1,3376,?,p1,
1769746231.415123,CREATED,49fef5ab-6304-427b-a7f6-3db30d7b7986,07ce398f-9780-4743-be94-dddb05b4b5c5,c4,c1,27,?,?,surb={'id': '33a506a8-e24f-4046-ac44-a835f98796cd', 'route': ['p1', 'e3', 'i7', 'x5', 'p1', 'c4']}
1769746231.525022,SENT,33fdb99a-9846-46c1-af25-ea56b2d31ccb,62e0e1cd-bcbe-4b1d-81c8-951e8fb15723,c4,c1,3392,?,p1,
1769746231.5251977,CREATED,211cafca-ff99-4921-9697-4f6f7eff5419,60ac3a1e-4c65-44c4-9c86-2f053c890540,c4,c1,27,?,?,surb={'id': '161d8559-31b5-4e91-adda-325654dcc52e', 'route': ['p1', 'e7', 'i11', 'x8', 'p1', 'c4']}
1769746231.539888,RECEIVED,c4ced1f7-a518-459a-8046-6ced6525d948,deb426f4-ac9d-415f-beda-c40ea4b399e5,c1,c4,27,p1,?,surb={'id': 'c7955566-3885-45bc-8ad8-e6891d82ee0f', 'route': ['p1', 'e9', 'i2', 'x1', 'p1', 'c1']}
1769746231.5913787,SENT,94caaf8c-f7bb-4baa-9f94-86bf9a0b325c,208c34ef-13e4-437b-937b-b60bd17a1094,c4,c1,3391,?,p1,
1769746231.5915122,CREATED,6793f608-9798-495d-8911-b3f2f5e74fcc,ee38f088-9ed4-487a-816b-fc30bb537a92,c4,c1,27,?,?,surb={'id': '0dd93e34-9ceb-4c4e-8b7b-0287b25200d6', 'route': ['p1', 'e11', 'i11', 'x6', 'p1', 'c4']}
1769746231.7190144,RECEIVED,8b3d8105-c07f-444e-b195-fd2f67a6b1b4,15021aa5-1223-40e8-8116-7886e4e400ee,c1,c4,27,p1,?,surb={'id': 'a1274aea-e74b-4448-93cf-ebe586626cd0', 'route': ['p1', 'e9', 'i1', 'x4', 'p1', 'c1']}
1769746231.816885,RECEIVED,208ad46f-aea5-4f0e-b7d8-eae6256a9f48,b5f8f55d-7978-4ffd-9f51-d25d3f92236b,c1,c4,27,p1,?,surb={'id': '9b94f182-3924-4568-93de-fa691ade0268', 'route': ['p1', 'e3', 'i7', 'x12', 'p1', 'c1']}
1769746232.050028,SENT,c38359e1-c525-4061-a5e8-bd51778d5b7d,1e9612a6-dfc2-489f-bb5f-84d97be499e9,c4,c1,3372,?,p1,
1769746232.050375,CREATED,c5ff58db-00f9-4826-9f27-f7eae5417596,32a0ef0c-2fb3-40c9-bdfb-95e5537ba480,c4,c1,26,?,?,surb={'id': '2e466bfb-7f49-417e-bd5f-966a5df95baa', 'route': ['p1', 'e8', 'i11', 'x10', 'p1', 'c4']}
1769746232.1902,RECEIVED,ecad5ae7-d4f5-4482-9f0a-a1d52b9d81ee,48450f14-a9b3-4ab9-9c92-993404c44729,c1,c4,27,p1,?,surb={'id': 'db683c11-480d-4d19-9404-7b4999b815e7', 'route': ['p1', 'e6', 'i8', 'x9', 'p1', 'c1']}
1769746232.2686517,RECEIVED,3324e251-690b-4244-82df-f54b691115a1,cfa15f8e-ce87-4e73-83ac-5ad288fb194d,c1,c4,27,p1,?,surb={'id': 'f30264bd-9a73-47d3-a0ed-1a2a80de7590', 'route': ['p1', 'e7', 'i11', 'x5', 'p1', 'c1']}
1769746232.3738196,SENT,981cbd0a-c4d3-497e-9485-48a1320482b0,cd2d1e2e-9c9f-4c54-9987-95669de22889,c4,c1,3376,?,p1,
1769746232.3739138,CREATED,55f80fc3-4cdb-435c-aba8-f7a47828679c,c9c2790a-d345-4653-a3df-8e265fcf743c,c4,c1,26,?,?,surb={'id': '2985a859-e89a-451b-8de0-72ce5e513282', 'route': ['p1', 'e6', 'i7', 'x5', 'p1', 'c4']}
1769746232.507302,RECEIVED,4c60d29c-841c-4644-bca4-bac7695a118c,1f8ac8dc-717c-4137-8eda-670c8fc97e3a,c1,c4,27,p1,?,surb={'id': '3e227622-95c6-446d-a082-7ab27e9cf95b', 'route': ['p1', 'e1', 'i9', 'x8', 'p1', 'c1']}
1769746232.7452662,SENT,4d2a61d4-2f0a-43a8-aec4-108ac024f9d1,df2b8459-2826-43a1-97b0-74b1d00a10fd,c4,c1,3364,?,p1,
1769746232.7454169,CREATED,b161859c-54dd-4641-9b70-c3eda91a09f3,834ea2f1-74bf-4c24-a576-4671e20526c8,c4,c1,27,?,?,surb={'id': '52019242-e15c-4501-87a2-16705523e022', 'route': ['p1', 'e7', 'i7', 'x8', 'p1', 'c4']}
1769746232.7628233,SENT,df819bff-d093-472f-9314-2434b9e36cbe,d67f8a4d-7180-4558-98bc-690b20793e56,c4,c1,3376,?,p1,
1769746232.7629716,CREATED,a58b5f10-acb7-4b34-832f-ba2e7ffc0abe,5d85f3f9-f5f2-4d04-8a17-4b7c667b52b8,c4,c1,27,?,?,surb={'id': '9c1cec83-5850-49f0-8536-80688e4eb15b', 'route': ['p1', 'e11', 'i3', 'x5', 'p1', 'c4']}
1769746232.7906344,RECEIVED,ed0a42a4-b149-42b1-9ddc-68a79babf781,cbb29204-7b80-466f-bcbc-f23bdd7f30eb,c1,c4,26,p1,?,surb={'id': '54d250ec-93a1-45c0-b794-c2d735c613a1', 'route': ['p1', 'e4', 'i11', 'x4', 'p1', 'c1']}
1769746233.1320136,SENT,6647ccab-fe7d-4578-a7f4-2e83b91a4353,df2f9feb-0ef3-4edd-9e31-09819be26175,c4,c1,3395,?,p1,
1769746233.1322594,CREATED,17918972-292b-466f-b68a-fd7f7067f206,d38f38bc-d4a7-44ca-bf65-7471c2a57642,c4,c1,27,?,?,surb={'id': 'b890b180-70c2-4c64-b4e6-6f72c6e87884', 'route': ['p1', 'e4', 'i12', 'x6', 'p1', 'c4']}
1769746233.2585754,RECEIVED,e7dc5dca-7233-4ba0-9345-8d1fca411336,08868dc6-5270-4248-92a8-c403558c13c1,c1,c4,27,p1,?,surb={'id': 'a7e05ca8-8898-48a1-be37-623a68d05ce5', 'route': ['p1', 'e3', 'i10', 'x9', 'p1', 'c1']}
1769746233.7779803,RECEIVED,6dd843fc-f1f5-4868-bd50-91a8eebb48c3,5dc38649-a91b-42f3-a3b8-2ccdb879d0a2,c1,c4,26,p1,?,surb={'id': '319c0e6e-4daf-47c0-b541-0a6a41156b9d', 'route': ['p1', 'e3', 'i1', 'x3', 'p1', 'c1']}
1769746233.8083093,RECEIVED,556c76bd-4a4e-4b04-add7-6a705e71ea98,1e453af5-493c-4606-ab9e-6990bb72407b,c1,c4,26,p1,?,surb={'id': '61d18a2d-cb10-41ef-b4c1-2aee72e91a0f', 'route': ['p1', 'e11', 'i4', 'x2', 'p1', 'c1']}
1769746233.8651226,RECEIVED,c1429c20-8ddc-4187-887d-1e6e45ea5339,b58216c9-e88e-4141-b8bf-e5f7ba27b0b6,c1,c4,27,p1,?,surb={'id': '19b429ca-ebb8-49d8-adce-02b13650b8f6', 'route': ['p1', 'e9', 'i6', 'x1', 'p1', 'c1']}
1769746233.9178576,RECEIVED,975afdfc-6eb7-41b9-af5a-f0e33d85b3dd,2e0a61d7-c88a-41c1-83d2-92cdea956246,c1,c4,27,p1,?,surb={'id': 'ab1b36ac-d507-44fe-8265-0020f77f767a', 'route': ['p1', 'e9', 'i11', 'x7', 'p1', 'c1']}
1769746234.1394708,RECEIVED,9b442237-5d48-43b5-97cc-d3d5e8be6f4a,0d261b83-b797-4731-9d1a-1906a74026c2,c1,c4,26,p1,?,surb={'id': '761210f3-5cef-495e-a2e6-ebbd3ebf427e', 'route': ['p1', 'e5', 'i3', 'x5', 'p1', 'c1']}
1769746234.2225318,RECEIVED,ad0ae0dd-df4d-4d25-b160-57878f47544d,e687665f-7664-4606-ba05-1ff493dd3016,c1,c4,27,p1,?,surb={'id': 'd7f83fad-a241-4e04-a9f4-7c24adf7fd7a', 'route': ['p1', 'e3', 'i6', 'x4', 'p1', 'c1']}
1769746234.3603673,RECEIVED,87f03ea6-9150-4aed-9e1d-3a5392a1b89c,bf5d73dd-dc14-4ad4-afe9-bf06687bc469,c1,c4,27,p1,?,surb={'id': 'e28772fc-3785-45ad-8b1d-0c846e496850', 'route': ['p1', 'e3', 'i12', 'x9', 'p1', 'c1']}
1769746234.3883243,SENT,21baaa0b-e87a-4006-b219-f4ddb6b82844,c62413a7-ae64-4b15-a024-7f755c1beb56,c4,c1,3393,?,p1,
1769746234.3884234,CREATED,edded0f4-3011-4023-b201-9e4a794fce02,02519945-84f3-4c6d-aabd-44481eead310,c4,c1,27,?,?,surb={'id': '59824c13-da19-4527-b699-0cf2f7990043', 'route': ['p1', 'e7', 'i10', 'x10', 'p1', 'c4']}
1769746234.4389985,SENT,8ff69ccd-93af-4299-a467-4fc3a0aacc46,e5498af4-f0ad-408a-8e43-94eaa6bbfe8d,c4,c1,3372,?,p1,
1769746234.4391203,CREATED,bac3083d-8542-4184-9749-ce25b9779319,1b242893-8173-429e-ab8d-c40adaad179c,c4,c1,26,?,?,surb={'id': '8b943159-67fe-4ce2-878d-56ae54f1e941', 'route': ['p1', 'e4', 'i6', 'x10', 'p1', 'c4']}
1769746234.4433038,SENT,a553b747-0f4a-4a70-9327-e05e2ef219a7,40926fcb-48a9-42ce-810d-38f9a439f345,c4,c1,3380,?,p1,
1769746234.4434042,CREATED,3230a233-f2ab-4b77-907e-a79fd3834914,7a068e73-e4c1-40ce-85b8-667a2a4481ef,c4,c1,26,?,?,surb={'id': 'b871a20c-1d1e-415f-9e69-f535978055d5', 'route': ['p1', 'e3', 'i2', 'x11', 'p1', 'c4']}
1769746234.4873211,RECEIVED,b092ad1a-332b-471a-bbaa-499c73a8565c,6799997c-540f-4d0d-81d6-51f782241b3a,c1,c4,26,p1,?,surb={'id': '299412af-4811-4796-9880-23a7457a1e16', 'route': ['p1', 'e4', 'i7', 'x3', 'p1', 'c1']}
