timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769746066.252765,SENT,c3677ace-ead5-484d-9618-8cc5f51ca6c4,cb0d58c3-32e7-482a-95dc-36b783def45e,c1,DROP,2040,?,p1,
1769746066.252889,CREATED,379b0394-0978-4f5c-8f69-03d49f5367e7,1ada8e85-a8eb-4809-b5e8-118abd0fb83e,c1,DROP,27,?,?,
1769746066.3835566,SENT,efb7404e-7abe-44e8-b150-b0aaa42839e9,633071ca-0a4f-4de1-ad77-f7dbb249bcb2,c1,DROP,2027,?,p1,
1769746066.3836772,CREATED,5d10fc37-d22f-491b-8624-cedb9c207e10,f2021fea-70aa-486c-9d48-11cf16fd8bf4,c1,DROP,27,?,?,
1769746066.7250216,SENT,84671597-a30c-45d7-84c3-6a8550455648,6df6f4e1-ec04-4a31-8fb5-addcc512219c,c1,c4,3395,?,p1,
1769746066.7252076,CREATED,326eea34-f419-4ffd-985a-b36046b570f6,b0c03aa4-ee5b-4d0c-b74b-69aef49d2576,c1,c4,26,?,?,surb={'id': '395f4150-1799-4980-9e9e-51f21770e0c3', 'route': ['p1', 'e1', 'i11', 'x7', 'p1', 'c1']}
1769746067.9617295,RECEIVED,f9167749-a7b8-4bbf-9ee8-e0fe06892708,5359eff2-98d0-40b4-9601-d9ec9a252bc3,c5,c1,27,p1,?,surb={'id': '7ecfc152-a21f-4796-b0df-d72778da980d', 'route': ['p1', 'e8', 'i9', 'x10', 'p2', 'c5']}
1769746067.9936697,SENT,d75bd1ef-e85f-4b79-88b8-ec68d0d129b9,33538869-6d03-4b77-862a-ca8099125082,c1,c4,3389,?,p1,
1769746067.9938135,CREATED,119db3d9-2842-47c1-9695-795c4dce49e4,a839d50d-5830-4e35-8281-413007a08034,c1,c4,27,?,?,surb={'id': '010777d9-da41-42d8-bb13-b47439846da0', 'route': ['p1', 'e1', 'i10', 'x6', 'p1', 'c1']}
1769746068.244602,SENT,7bc38429-0721-4ca7-917f-e8567c338ae6,f1d28129-4858-45a4-b082-3dc6ec86d824,c1,c4,3400,?,p1,
1769746068.2447724,CREATED,98c1cc34-f33e-4350-b570-8303f587b8e9,34e1aa8b-ec24-48bd-b873-efa345c7ee1b,c1,c4,27,?,?,surb={'id': '30ada9c9-fd2d-475b-804f-ab9f5e0a69c4', 'route': ['p1', 'e12', 'i9', 'x1', 'p1', 'c1']}
1769746068.651399,RECEIVED,769233f5-ae9c-4c0d-80cf-4bbf1793c757,8aa02737-9620-4b37-addd-069fed9b9cd3,c4,c1,27,p1,?,surb={'id': 'd328a0c0-a692-4d62-8a0f-5083aa4e33c1', 'route': ['p1', 'e4', 'i2', 'x3', 'p1', 'c4']}
1769746068.78486,SENT,2859fc71-e83a-4607-85eb-0caa769b4614,1ae38775-4b49-48c4-9b9e-cba54f466574,c1,c4,3376,?,p1,
1769746068.7849913,CREATED,fd9cb68b-c28d-41be-8042-4173154788ee,b21e4059-d82e-430c-8bec-d642a1b4955c,c1,c4,27,?,?,surb={'id': 'a0d0ba3d-04f3-46b6-97ba-3067a58b4325', 'route': ['p1', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769746068.8483593,RECEIVED,3202b159-7068-410d-8032-c0a0037f1a0e,c4387c02-d39f-4920-a616-f99b501d0c2c,c5,c1,27,p1,?,surb={'id': 'ad0ff010-5cad-4759-88a9-1ddb5077e3df', 'route': ['p1', 'e7', 'i7', 'x4', 'p2', 'c5']}
1769746069.0174842,RECEIVED,9ce53564-89d0-4ac0-8ab5-6e72a9aa422c,b7b2ee4f-d40a-4a4b-a0a2-14d3d2705cff,c4,c1,27,p1,?,surb={'id': '36f99573-031b-405d-baa1-3c699d0195e1', 'route': ['p1', 'e6', 'i1', 'x1', 'p1', 'c4']}
1769746069.2219236,SENT,46d5dfcb-fade-4907-891e-1060bf3582ee,347a44a5-5f26-483a-b2cb-4ba85c83a938,c1,c4,3380,?,p1,
1769746069.222178,CREATED,3e45888e-dbe7-4134-bcaf-a41153572f08,a7ab59dc-53e1-4776-9a29-150b51113424,c1,c4,27,?,?,surb={'id': '967fba0e-97bf-49ec-b254-fad64be7944f', 'route': ['p1', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769746069.572199,SENT,142bf0b8-b0a3-46d7-beb8-b8624bcb244e,a069bcbb-b161-403e-a5f6-99872937ea5c,c1,c4,3380,?,p1,
1769746069.572334,CREATED,da56ec11-2ec3-409b-9218-0e2c7fdbc9f7,c49b3742-1d4e-4a6c-ac04-ba67f73764f4,c1,c4,27,?,?,surb={'id': '15d991f8-41c4-4b5d-b54d-5c3470d4efa1', 'route': ['p1', 'e11', 'i8', 'x6', 'p1', 'c1']}
1769746069.9362662,SENT,846e3009-5de9-47ec-b88e-3efd78dceb6c,c573d2d3-80ef-45c8-884b-7321591ab856,c1,c4,3355,?,p1,
1769746069.936398,CREATED,6355756b-17b5-4195-9046-58175baa3706,492ae6d2-d8eb-48e1-a5a5-8ea1dfdf93f3,c1,c4,26,?,?,surb={'id': '48c88bd7-5777-4a6a-bd27-ced1502ce1b5', 'route': ['p1', 'e2', 'i3', 'x9', 'p1', 'c1']}
1769746069.955201,RECEIVED,c8f01b81-bdfa-4ed0-b4bd-c2161971970d,2e95b600-a243-44f1-b75e-70b2ea46eea6,c5,c1,26,p1,?,surb={'id': '8aad73fe-091a-46e3-a7cb-e5a12c9d1450', 'route': ['p1', 'e9', 'i9', 'x7', 'p2', 'c5']}
1769746070.0645285,SENT,ab59591b-0f7b-4d13-be2f-0310bed2cf92,81122206-2506-4e84-9fca-0c8bb25760ff,c1,c4,3399,?,p1,
1769746070.0646799,CREATED,bddb9cda-ce0c-42c4-9e9c-7ed1b6d2bad1,b750365d-0437-4304-be03-3042146680a9,c1,c4,27,?,?,surb={'id': '71758c00-598a-4b12-8cd3-bd4f081b827e', 'route': ['p1', 'e5', 'i12', 'x12', 'p1', 'c1']}
1769746070.3411944,SENT,cbb11359-d2c5-4563-96ab-afb4273394db,7e976d61-0abe-40e8-9bd4-9cef354da522,c1,c4,3360,?,p1,
1769746070.341344,CREATED,0c3cfd78-f9d4-4230-a4a2-04bdfbf5afde,eb4ef5b1-12a1-4387-8d8c-2c415fe3cd7c,c1,c4,27,?,?,surb={'id': '42700e26-bfe6-43df-83b1-a683a1a75ad1', 'route': ['p1', 'e4', 'i1', 'x2', 'p1', 'c1']}
1769746070.5025537,SENT,22319419-111d-424b-a295-00bec695da52,f69c5b13-5b8e-4712-b886-f6197c7732d1,c1,c4,3367,?,p1,
1769746070.5027049,CREATED,dfc73f88-913d-4408-b19c-0ace20a14aad,6b307b15-2ab6-4cbf-b5aa-cd0dac63b352,c1,c4,27,?,?,surb={'id': '0e5a0199-ca32-4061-86cc-9ea933c461d0', 'route': ['p1', 'e1', 'i3', 'x5', 'p1', 'c1']}
1769746070.5285597,SENT,2f66cea3-fedb-4db0-8b10-d673cb2d3bd1,d2c29b13-d3b5-498e-bc33-4cdbc810c4e9,c1,c4,3380,?,p1,
1769746070.52869,CREATED,96d3fb83-7b14-4b46-b509-bccab917ffd2,ee125113-82c7-40a2-a6d8-de482c08cb5a,c1,c4,26,?,?,surb={'id': '457d019a-d7b4-4c02-ab41-c1f6f4163575', 'route': ['p1', 'e3', 'i1', 'x3', 'p1', 'c1']}
1769746070.6773155,SENT,9ca4549d-b964-4c35-a283-e241d52d2ed6,2af13838-da11-46dd-9b92-56db91518726,c1,c4,3392,?,p1,
1769746070.6776435,CREATED,ce1d6ad1-034c-4994-81b2-405b390945d6,000e04bf-1039-4dde-9f91-04f1e13ec631,c1,c4,27,?,?,surb={'id': 'df9c9239-c025-47f8-8fc4-ed28cd17b591', 'route': ['p1', 'e5', 'i7', 'x2', 'p1', 'c1']}
1769746070.708328,RECEIVED,7da0e05a-ac54-42f7-9acc-7683382277d3,03b56323-d19b-4951-937b-091a73a18253,c4,c1,27,p1,?,surb={'id': '71e2789e-51f1-466f-8551-094181909457', 'route': ['p1', 'e2', 'i5', 'x4', 'p1', 'c4']}
1769746070.882785,RECEIVED,99aa1528-2dfe-4ee2-bede-a4dfb5ad9402,c79c8d2a-e6e1-41de-bda5-db1895334876,c5,c1,27,p1,?,surb={'id': 'e99b5ef7-e4f8-42b8-a586-d2657b6b9376', 'route': ['p1', 'e8', 'i2', 'x7', 'p2', 'c5']}
1769746070.9006472,RECEIVED,30b4b4fc-1891-45fd-9602-f92f6a896814,f52103ef-73dd-4c7b-8b7f-0d3bc58d2bae,c4,c1,26,p1,?,surb={'id': '133c3417-3c79-4708-bbe4-d1b8d9888de0', 'route': ['p1', 'e10', 'i5', 'x7', 'p1', 'c4']}
1769746070.95758,RECEIVED,006e6605-b827-4c31-ae61-e119631bbde0,4f016900-8e07-4228-962c-3149058aaf86,c5,c1,27,p1,?,surb={'id': '5eaafeb0-f0da-455b-8a8f-1639cde30540', 'route': ['p1', 'e6', 'i11', 'x5', 'p2', 'c5']}
1769746071.1365824,RECEIVED,686c5a6d-563c-4481-b73f-fe891f211640,b4e2cfb1-82bc-4644-97fc-20cb0ca50176,c4,c1,27,p1,?,surb={'id': 'b4381339-ecc5-45ff-81b6-fb24e5148435', 'route': ['p1', 'e5', 'i11', 'x3', 'p1', 'c4']}
1769746071.1837716,SENT,ce848592-463c-40f3-ae78-323f1e5fa1ab,5dca062e-577e-4d81-a2f3-e71eed933cd4,c1,c4,3383,?,p1,
1769746071.1838999,CREATED,8625c4f1-e7dc-4540-baea-62b9ecd91b8e,90d22dca-3721-45c1-8c58-a612e99fec22,c1,c4,26,?,?,surb={'id': 'a061edbd-13b3-40ad-a43d-a4c4d354525e', 'route': ['p1', 'e6', 'i9', 'x6', 'p1', 'c1']}
1769746071.1949148,RECEIVED,caf27416-502e-4a2d-b5b8-a4803132fcaf,9b74d771-9923-411e-9a27-6c88a72f9673,c5,c1,26,p1,?,surb={'id': 'a7a357e2-b769-4777-81f0-6b4da294cf07', 'route': ['p1', 'e2', 'i3', 'x11', 'p2', 'c5']}
1769746071.200681,RECEIVED,23432ab1-33d8-41a5-a8df-707cef77054a,a0df25cb-a240-4297-9627-ab38c9d1d872,c5,c1,27,p1,?,surb={'id': 'b6c4f292-6bf6-43ad-84a1-41951b44064e', 'route': ['p1', 'e5', 'i5', 'x9', 'p2', 'c5']}
1769746071.2402353,RECEIVED,daf48ea6-a05e-494c-b251-d59f31d2e50e,889bca8d-d4b8-44d7-b3b2-b893e9f57c29,c4,c1,27,p1,?,surb={'id': '3ccbf4c2-fd51-4350-a365-e2926245afb8', 'route': ['p1', 'e8', 'i5', 'x7', 'p1', 'c4']}
1769746071.3715098,RECEIVED,e44e3efe-8fe2-4431-b1f5-e5308f379bc9,ce8af47c-2014-40b7-aec2-3e4b2708c7b0,c4,c1,26,p1,?,surb={'id': 'e26bf33f-c1de-42dd-94f8-ce98845fe4b3', 'route': ['p1', 'e6', 'i10', 'x3', 'p1', 'c4']}
1769746071.816213,RECEIVED,a0ab6bdb-5bdb-4052-bd6b-285ac522afc0,345d66fb-dc04-4f3a-99a1-818b90ae22f1,c4,c1,27,p1,?,surb={'id': '71ef5829-e369-4453-b612-8cf3d195f7f1', 'route': ['p1', 'e6', 'i7', 'x9', 'p1', 'c4']}
1769746072.2787085,SENT,c34578a8-e463-4248-b1ef-05f257e9db46,2213bc03-f8fe-4c4b-b1aa-ba0bf7d59c8b,c1,c4,3381,?,p1,
1769746072.2788377,CREATED,d9da8492-e0f7-4edc-9b1d-e13c1d0c513e,80402b05-f946-445e-a6b5-ec7d99e18e84,c1,c4,25,?,?,surb={'id': 'eed57242-4d49-4df6-834e-f4d546decc6d', 'route': ['p1', 'e8', 'i5', 'x4', 'p1', 'c1']}
1769746072.3722064,RECEIVED,da5a68ee-983f-4233-b07c-313b68782888,0f561604-5d48-4981-920a-a9efa091f49c,c4,c1,27,p1,?,surb={'id': '348a0885-2c30-436e-a61d-2c443c2f8f76', 'route': ['p1', 'e9', 'i2', 'x2', 'p1', 'c4']}
1769746072.683121,RECEIVED,c0b50ef8-36a5-4d3f-adba-cb4fc0e4d766,16692657-fd97-4a80-b379-afdffc34ae5b,c5,c1,27,p1,?,surb={'id': 'f8feb08c-a3f6-459e-9e0c-05be9d05896f', 'route': ['p1', 'e1', 'i2', 'x7', 'p2', 'c5']}
1769746072.698378,RECEIVED,4d017783-58d4-4122-b03b-becf9e0f4d14,8fb32bab-0941-4922-a517-7e84f8710c6b,c4,c1,27,p1,?,surb={'id': '87fd50e7-b7fb-4255-8bdb-ebe4f23d60e1', 'route': ['p1', 'e11', 'i9', 'x2', 'p1', 'c4']}
1769746072.7336998,RECEIVED,42332998-46bd-4948-b184-10d74973ccb1,fc552196-fa1c-49b9-8ca4-38dc5b230a1b,c5,c1,26,p1,?,surb={'id': '0d2d0853-b580-44a2-9b92-a10c5a2b9111', 'route': ['p1', 'e4', 'i5', 'x8', 'p2', 'c5']}
1769746072.7479672,RECEIVED,114d0b8d-0b0f-4146-a6dd-1867c0025cd3,0fa24a3d-d689-400a-b4db-31954e863eda,c5,c1,26,p1,?,surb={'id': 'f91b6667-c8c1-458d-9408-256f78870e51', 'route': ['p1', 'e8', 'i2', 'x11', 'p2', 'c5']}
1769746072.8364878,RECEIVED,ec6b3c31-be1d-4123-9112-1f325fed190c,2e439c57-a5a0-45cd-be8a-dfff3fea317b,c5,c1,27,p1,?,surb={'id': 'bfd6abad-f06d-42d9-8cff-61e4c44e6d52', 'route': ['p1', 'e3', 'i2', 'x6', 'p2', 'c5']}
1769746072.8899944,RECEIVED,3ae6c38e-f7a4-43d4-917d-5caf9a570c34,c087e55d-be31-4757-a1a8-1f0a04eb6006,c5,c1,27,p1,?,surb={'id': '88fb671c-598e-4ba0-b348-a87cda3b91e8', 'route': ['p1', 'e10', 'i11', 'x11', 'p2', 'c5']}
1769746073.0117362,SENT,befdf72d-6b04-43a9-b1ef-a4a09feeae15,8831cc50-6b9f-4e24-bef7-80e891cbc39f,c1,c4,3372,?,p1,
1769746073.0118659,CREATED,bf75bdb0-c496-40be-b68a-0d3a707c51a7,26d1c3a9-1b49-4a43-82dd-7c660823c027,c1,c4,27,?,?,surb={'id': 'e240e0ff-abd4-463e-aaff-c63fceee38a2', 'route': ['p1', 'e9', 'i6', 'x5', 'p1', 'c1']}
1769746073.0446746,RECEIVED,78a84c25-e738-48c6-9161-e9546d9f063a,c838d9ad-3a7b-435b-8ca2-831e57fd22fc,c5,c1,27,p1,?,surb={'id': '7eee91a8-5e8b-44c3-8202-b5c18d9ef34a', 'route': ['p1', 'e2', 'i10', 'x9', 'p2', 'c5']}
1769746073.0981593,SENT,621562ab-956f-44a0-9df1-ecba8033bd44,04e979cc-e29b-4d7e-9206-3cf702c4c215,c1,c4,3376,?,p1,
1769746073.0983849,CREATED,adb92745-dcb3-4f11-9464-8369e34671b0,a8994718-7a4e-468c-b564-db95396b2ee4,c1,c4,27,?,?,surb={'id': '66e82611-9ff2-4af7-bf31-12432c862f16', 'route': ['p1', 'e7', 'i10', 'x1', 'p1', 'c1']}
1769746073.2909384,RECEIVED,1227ec3b-b000-4390-b441-79d87e90a5cd,99612106-4869-47b8-9e58-73aa59d823db,c4,c1,26,p1,?,surb={'id': '55616036-7f70-4413-8481-e7a57eb37fec', 'route': ['p1', 'e12', 'i5', 'x9', 'p1', 'c4']}
1769746073.4307199,SENT,829ac3bf-7392-4a01-8bbb-d7d97dc4d389,fd4ca98e-106c-47db-81a9-b5b8e9a42bdc,c1,c4,3400,?,p1,
1769746073.4308665,CREATED,05ab6645-93db-4596-8346-ce8f05362b53,a41dcfe0-3e42-4ae0-95bd-37a2fdd2f42a,c1,c4,27,?,?,surb={'id': '6a63bf78-c460-445a-b785-45e0b5785639', 'route': ['p1', 'e12', 'i6', 'x10', 'p1', 'c1']}
1769746073.4594774,RECEIVED,6a0dd607-7ba1-477a-ab67-de27f9662f48,c4a15d0a-d4d9-4141-ac7f-dcac7257b579,c5,c1,27,p1,?,surb={'id': 'ce7a089a-fc54-4efe-a4bf-457da0d5746c', 'route': ['p1', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769746073.5477667,SENT,33a330b1-7df4-45ce-87ae-1e6e63318d5b,e1d7c811-0d49-473c-9a97-e2416c17b134,c1,c4,3384,?,p1,
1769746073.5479126,CREATED,4167ef73-8562-4716-9cdf-7f1d021289fa,e72d0bcf-7363-476a-85ea-08888029a284,c1,c4,27,?,?,surb={'id': '0dc665a7-586b-4499-bc71-9d5c35e9ff2f', 'route': ['p1', 'e2', 'i11', 'x4', 'p1', 'c1']}
1769746073.808823,SENT,184135a5-6c9b-412f-a9f2-92a4cd284cc0,f50e1127-d1d7-47dc-bb5e-ee0b651776b0,c1,c4,3383,?,p1,
1769746073.8089669,CREATED,eed031f3-fe7f-414b-b160-bf3b1c57e688,b9f627ec-b7ed-4a3d-aa5b-cf37ed9484a1,c1,c4,27,?,?,surb={'id': 'c8863ac4-41ca-4422-9aad-bc62352f99c4', 'route': ['p1', 'e4', 'i4', 'x4', 'p1', 'c1']}
1769746073.9322016,RECEIVED,b1f44d7a-34ed-46ce-b4f8-a7d42d8401bd,522abc2b-3889-45a0-a28d-1bf1f9c7bc46,c4,c1,27,p1,?,surb={'id': '8d03466f-b3a3-4d32-a059-589a97f60d2e', 'route': ['p1', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769746073.9342935,SENT,3aac7d35-6043-452a-b4e8-e9023b7b7c4e,94481feb-36bb-4316-96b5-a038c010b88e,c1,c4,3375,?,p1,
1769746073.9344187,CREATED,50e847d4-89ed-427f-9e05-097998fa9d5e,fc57c04c-fdcd-4248-814e-96331c397a44,c1,c4,26,?,?,surb={'id': 'cfe8e6f6-c852-4a98-83e1-9016fb3227be', 'route': ['p1', 'e11', 'i8', 'x3', 'p1', 'c1']}
1769746073.9841068,RECEIVED,f947036d-2677-4baf-9f18-bd5d3d487bad,3e9a0e99-5173-413f-be38-bd73c09c737f,c4,c1,27,p1,?,surb={'id': '4caa791b-ba95-4205-bd01-507b26dd80e4', 'route': ['p1', 'e5', 'i2', 'x11', 'p1', 'c4']}
1769746074.048739,RECEIVED,407576bf-be18-499a-98d0-f445cc22f75f,0616d84e-fa66-48aa-b5b6-638483363d5c,c5,c1,27,p1,?,surb={'id': '89a2bf18-857f-42c5-b36f-70e5e5976704', 'route': ['p1', 'e4', 'i11', 'x11', 'p2', 'c5']}
1769746074.1156151,SENT,c4ff769f-9b79-4326-aef4-7857b643cc35,a2b00c79-9b74-40de-a783-0add25d19bbd,c1,c4,3376,?,p1,
1769746074.1157658,CREATED,6b7ef93c-e89a-4739-af76-60329cfe9626,09fd7fce-60b9-4bc6-82a4-bb8ef4342092,c1,c4,27,?,?,surb={'id': '80097358-d6d4-4c8a-8eae-4470857db8e5', 'route': ['p1', 'e3', 'i10', 'x4', 'p1', 'c1']}
1769746074.1646066,SENT,d5b2870c-62ab-4259-9078-4cb23356a817,403d340b-400c-4cc0-8d15-b5a7ba12bb3e,c1,c4,3371,?,p1,
1769746074.164737,CREATED,49bc6e59-51df-4a17-b852-72c2fd569d51,46fd085c-dea0-47c3-9ebf-73a6dbe6e477,c1,c4,27,?,?,surb={'id': '5b341c98-465d-47ad-9bc3-ae8ae4d1d340', 'route': ['p1', 'e5', 'i8', 'x7', 'p1', 'c1']}
1769746074.2592957,SENT,63aae07b-c942-4048-8c5c-15a6f3cd7442,8a66e674-c605-4657-af74-f5426d0bdde8,c1,DROP,2015,?,p1,
1769746074.2594242,CREATED,6b439a41-ede0-428a-b2f1-516ff6270551,2fd696ef-8c91-43bc-8298-fdaed7e248b6,c1,DROP,27,?,?,
1769746074.2962172,RECEIVED,5ff8caa2-5986-4547-8367-1d5c223969e4,e82dcffa-9f85-4c77-b081-7d4c0b43e34e,c4,c1,26,p1,?,surb={'id': 'c3bc7e9d-82e7-4fc5-8f61-5cdc14261ddb', 'route': ['p1', 'e4', 'i9', 'x11', 'p1', 'c4']}
1769746074.5452979,RECEIVED,d4c8a17c-1320-4bd5-9dd9-8360179818a5,7fcf8116-6c11-42d7-a99b-177293815d2f,c5,c1,27,p1,?,surb={'id': '07f15504-c988-47de-94df-48c98c37de26', 'route': ['p1', 'e5', 'i11', 'x6', 'p2', 'c5']}
1769746074.5935056,RECEIVED,298a66f9-0e9a-40ae-bdb8-ccb79532c38f,488fb17a-c7b0-4c89-8035-7d715ca61fa9,c5,c1,27,p1,?,surb={'id': '9f36cf61-eb23-40ee-a20c-f724de15a939', 'route': ['p1', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769746074.8402216,RECEIVED,66374483-4d84-4ac6-a824-a0f0c13a85e8,33f00967-de7a-4a3e-908b-7e277a94f0b1,c4,c1,26,p1,?,surb={'id': '31b9b00b-ff67-4abd-88d3-9f2d09f42e75', 'route': ['p1', 'e4', 'i2', 'x3', 'p1', 'c4']}
1769746074.8966973,RECEIVED,ce9e606a-c0b5-4bf0-a628-d4145303cd92,d1bc64b6-9322-4b66-9de6-858d544e376b,c5,c1,27,p1,?,surb={'id': 'db197147-10f3-49b4-9d01-ddc29e4344af', 'route': ['p1', 'e3', 'i11', 'x9', 'p2', 'c5']}
1769746075.2865078,SENT,c639f382-fa20-4580-831f-e74a11332f57,e2458e94-837f-42df-a6fd-81f8a1b81cc4,c1,c4,3367,?,p1,
1769746075.2873309,CREATED,0b453c2c-e519-4b39-b21d-a42906041632,e0898c7c-044e-44fc-8fff-a651a05049a5,c1,c4,27,?,?,surb={'id': 'b5f2474f-27ac-4528-b77e-26c1b39bfa61', 'route': ['p1', 'e6', 'i1', 'x7', 'p1', 'c1']}
1769746075.3268898,SENT,3be48383-0075-4c37-a1c4-b797cb83db87,60758b1b-d153-48ed-aaee-5083fdd70a29,c1,c4,3405,?,p1,
1769746075.3270197,CREATED,012713c2-15d1-4e18-b8cb-54272dbc3b12,b9ffd9b3-ac0c-4f07-98f8-ab705fe53431,c1,c4,27,?,?,surb={'id': '3ec28e8d-294b-4d37-b9e0-f619dae03495', 'route': ['p1', 'e10', 'i3', 'x12', 'p1', 'c1']}
1769746075.4279268,RECEIVED,fece189d-c6e5-4413-bf49-9a1c67163ccb,9bb53fb6-3a43-4e63-a457-0cd9f4e9ccae,c4,c1,27,p1,?,surb={'id': '91d361ac-5d48-493e-ace1-0b097f00c239', 'route': ['p1', 'e9', 'i2', 'x2', 'p1', 'c4']}
1769746075.7090306,SENT,925cf2f8-6496-495e-a141-4821e8fc9c81,766c3045-8db2-4b67-8c67-e9fd4908e4d7,c1,DROP,2024,?,p1,
1769746075.7091794,CREATED,d5be639b-5a59-4939-a55c-59232f6ccb44,55e84002-ef55-49dd-9ae2-e5eb8a887f33,c1,DROP,27,?,?,
1769746075.9624033,RECEIVED,37ef05bf-5391-4014-97dc-005b7b6d5f66,1fac7ae7-e74b-4319-93b7-c8c4891c970c,c4,c1,27,p1,?,surb={'id': '48444738-9e05-45f8-8e0e-e021af4a2fb2', 'route': ['p1', 'e7', 'i7', 'x11', 'p1', 'c4']}
1769746076.3771615,RECEIVED,3c260012-708a-4f9e-976b-cf2ce2d556f0,714f1a97-1ebf-40eb-836c-8d4c8d638b42,c5,c1,27,p1,?,surb={'id': '60b2cbfd-a78b-44b5-81c3-7eb28bebdc6d', 'route': ['p1', 'e12', 'i4', 'x1', 'p2', 'c5']}
1769746076.38418,RECEIVED,48490d37-128d-4099-9f48-21f7150d1276,f50cf253-589f-408f-b373-c2fec4c99b13,c5,c1,27,p1,?,surb={'id': '84be884c-113f-409c-88a1-7b37b0d0ee81', 'route': ['p1', 'e6', 'i11', 'x12', 'p2', 'c5']}
1769746076.8557801,SENT,897a22ad-7a87-4bab-a00a-901d8234daa5,766f1ad2-18cd-43cc-9537-2980f033158f,c1,c4,3363,?,p1,
1769746076.8559067,CREATED,404716e8-a0f3-4f57-9d09-68a16d9b27d4,97d0880f-197a-4026-a1ef-e35c031f366b,c1,c4,27,?,?,surb={'id': '12e4d60b-465b-41ec-9985-c1d2d8b153a1', 'route': ['p1', 'e3', 'i3', 'x4', 'p1', 'c1']}
1769746076.9798744,SENT,dc832e8a-416a-401c-a851-909fae15e724,3061f1cb-3bb7-43f8-92d3-33807737bf65,c1,c4,3359,?,p1,
