timestamp,event_type,packet_id,src,dst,size,flags
1767379571.825791,SENT,f24ace58-dd4c-45be-9a27-bbc31f765ee3,?,?,2488,
1767379571.8260038,CREATED,3950edce-5a74-4e9b-8aa5-ffc8395a2d76,?,?,29,
1767379572.2288976,SENT,c530b3fb-aef7-4f79-83e0-6e844329b3df,?,?,2483,
1767379572.2291794,CREATED,f9d4a69b-89ad-478c-8851-012f1e2d65ff,?,?,29,
1767379572.4201047,SENT,c17f006d-dc13-461a-bcc2-18fa78340588,?,?,2488,
1767379572.4202907,CREATED,c0bd4dc8-7821-492c-b493-aac0d6a13a14,?,?,29,
1767379572.548545,RECEIVED,ab265100-8743-4d09-8b4f-1c58af6fde2d,?,?,29,
1767379572.8263173,SENT,e11f6bd4-d82c-4800-aa4b-e0d617674295,?,?,2496,
1767379572.8265247,CREATED,74456050-fb1e-4187-840d-f9022601fb5c,?,?,29,
1767379573.020294,SENT,74ed8458-965d-4223-9cda-3f65f5f6511b,?,?,2479,
1767379573.0204532,CREATED,04b0c036-697e-4ed2-986b-675aaff42613,?,?,29,
1767379573.4203627,SENT,38adc05a-a829-4bf1-9d95-e69e3e96056f,?,?,2481,
1767379573.420536,CREATED,9411d8e2-5fa6-4d69-b115-5fa88526fb20,?,?,30,
1767379573.6227317,SENT,ea4c4818-f0d9-4c88-bcf5-b81c9b6ed880,?,?,2480,
1767379573.6229324,CREATED,d40c59c0-aab3-42c8-9f4c-8f71a6fe167b,?,?,30,
1767379573.8233001,SENT,d961493c-d5cf-4218-8bd8-88dfad5c4ca2,?,?,2483,
1767379573.823515,CREATED,af918778-94d0-4f37-910f-79b41055095b,?,?,30,
1767379573.9562075,SENT,15b2f598-c0a8-4cf6-b05b-5d2855120dd7,?,?,1764,
1767379573.9564066,CREATED,565870c6-7536-4c8e-a56d-44511fc4918b,?,?,27,
1767379574.02508,SENT,1e2ddec1-a9ed-4e9e-bcb5-8f523014f68f,?,?,2484,
1767379574.0252798,CREATED,906d3212-6579-4423-b7da-5b851e6aaf33,?,?,30,
1767379574.225884,SENT,f99b856b-5b88-4b33-832f-25f8739da8f7,?,?,2483,
1767379574.2261293,CREATED,caa2ebe1-4d69-4791-8b44-8662a0aaa6fe,?,?,30,
1767379574.4282,SENT,69e452e8-7ad7-425b-a503-c50b8da0693c,?,?,1768,
1767379574.428396,CREATED,066774b0-eb08-461d-bf3a-8bcab7b1b968,?,?,27,
1767379574.4373555,RECEIVED,c9f8f3e7-f117-4609-8045-9568479f0014,?,?,29,
1767379574.545597,RECEIVED,ed093628-66cf-4358-84d9-9cfd23a4c1b6,?,?,29,
1767379574.619005,SENT,03a8175a-179d-4f64-a89d-edb968f3520e,?,?,2488,
1767379574.6195729,CREATED,eb1cbb60-4235-4b39-9cd1-fe7963c7766e,?,?,30,
1767379575.0264707,SENT,37fb918d-a234-43f3-90c9-ba298755774f,?,?,2491,
1767379575.0266523,CREATED,1a024986-e6b9-4fb8-b4d2-714c02422dab,?,?,30,
1767379575.223666,RECEIVED,010aa1c7-82dc-4e3d-8653-649540e07250,?,?,29,
1767379575.2759619,SENT,263bf2de-bd08-4f05-bc29-12543f62028c,?,?,1775,
1767379575.276189,CREATED,ce973666-a3a6-4266-aa3b-33dea46e3c58,?,?,27,
1767379575.4264302,SENT,767e8350-d0d1-462e-a7d1-3ebec5fb015b,?,?,2488,
1767379575.4266279,CREATED,a6660c31-eaa3-4113-afa0-bc34c77eec98,?,?,30,
1767379575.6244097,SENT,62b4dac7-3616-4726-a304-47c67f805c1e,?,?,2480,
1767379575.624587,CREATED,b58c073a-db4f-4e56-89cf-5e79c0d25553,?,?,30,
1767379575.8252597,SENT,89e675c7-9e8c-4d28-8489-f774b839ed3c,?,?,2479,
1767379575.8254688,CREATED,f25b971a-2308-44cd-9267-06b482f868d0,?,?,30,
1767379575.9156935,RECEIVED,843c89a8-b95f-450c-b998-d68ecaf9733d,?,?,30,
1767379576.0216856,SENT,b834c650-06ad-46fa-a2f1-2a1dd430ea66,?,?,2488,
1767379576.0218844,CREATED,a1b8faf1-e3d0-4909-ad40-34a584dfe695,?,?,30,
1767379576.6022236,RECEIVED,e6dcb31a-8df1-457b-94f8-fff72d1cf0c1,?,?,29,
1767379577.2695236,RECEIVED,c76cf0c8-f146-4d46-81d3-76afd92a52b0,?,?,30,
1767379578.0208468,SENT,9132dd24-3302-4b94-afe4-bb85df989b08,?,?,2485,
1767379578.021076,CREATED,529d8698-6730-49da-809c-fd8af310c657,?,?,30,
1767379578.1775405,SENT,3cfe928b-3363-4da6-9679-2135cb68f33f,?,?,1759,
1767379578.1777573,CREATED,d1f31f5e-5da8-49ff-be1d-60350790ca25,?,?,27,
1767379578.1953108,RECEIVED,7a87a0b6-36fc-4fbb-9baa-46df4d64b3c6,?,?,30,
1767379578.224767,SENT,7e69c7ee-273c-4502-b36b-91acc78e482a,?,?,2464,
1767379578.2249613,CREATED,d73850b2-e7ee-4204-9138-2eda137552bf,?,?,30,
1767379578.427129,SENT,f406d46c-a575-4dcd-bcff-9996d8962616,?,?,2474,
1767379578.4280305,CREATED,08ec3474-9fe8-44a6-a84f-aced319e5aae,?,?,30,
1767379578.4632986,RECEIVED,55c83937-1d59-441c-b600-e7a796731400,?,?,30,
1767379578.6212385,SENT,310993dc-b8c8-4f38-a62e-56b58356b3e8,?,?,2479,
1767379578.6214368,CREATED,e5758ac7-ca02-46c1-b720-732442a7f36d,?,?,30,
1767379579.0248013,SENT,a2282fb2-a614-4b65-8f51-8a4372b16f0a,?,?,2488,
1767379579.0250027,CREATED,f5243989-f37e-402d-848b-88303bf94ad9,?,?,30,
1767379579.1167822,RECEIVED,9bf5b2bd-230c-4e63-ac88-ab08d34797a5,?,?,30,
1767379579.2311516,SENT,735fecd8-9ccd-44f3-bc4d-fdf2e5fd8ff0,?,?,2479,
1767379579.231345,CREATED,13675095-5bc4-4434-ade4-a90730a60023,?,?,30,
1767379579.4293132,SENT,4e204956-5ded-4e24-87c8-9323d5779d36,?,?,2479,
1767379579.4294915,CREATED,b2d1e1b4-a339-4b4f-9b22-af0c680cf473,?,?,30,
1767379579.5600736,SENT,f2792848-d019-455d-a5a8-c9e86f8557d5,?,?,1764,
1767379579.560259,CREATED,8f747674-733f-4891-92c8-4e6d586c85bd,?,?,27,
1767379579.6265392,SENT,0958b4d9-5305-498f-bb95-1cc2be11a789,?,?,2483,
1767379579.6267238,CREATED,3cec5ac0-7a22-4521-95de-d8ed1d6396de,?,?,30,
1767379579.7738025,RECEIVED,1edf26bd-a1af-4aab-9c26-71cc0db7df53,?,?,30,
1767379579.823392,SENT,95cfca98-a48b-442d-a2d5-f9e8059a2f29,?,?,2483,
