timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769473783.9021115,CREATED,8f95e006-e0ef-466f-ba71-306ef06d3b32,c51b4496-0981-4614-a27b-be5a1dc077e3,c4,c1,27,?,?,surb={'id': '73228427-70c0-47f9-9327-46e84c171159', 'route': ['p1', 'e2', 'i12', 'x7', 'p1', 'c4']}
1769473783.9445035,SENT,66b3f207-ba24-4056-bbc5-0e404426295f,67bc2fbe-9c48-457d-899c-f5d772af8173,c4,c1,3359,?,p1,
1769473783.9446032,CREATED,9b909393-1b9c-4aaf-a6cc-13f4622dbabe,08142012-3508-40d0-9237-e0aa5d80dfbf,c4,c1,26,?,?,surb={'id': '952b23c5-dccf-468b-aed2-a888ff2e48db', 'route': ['p1', 'e12', 'i1', 'x3', 'p1', 'c4']}
1769473784.103573,SENT,8ec5ab2e-4f7d-447f-9c9b-87bea968b2bf,709e338b-a752-4af1-a469-3eec8b400623,c4,c1,3371,?,p1,
1769473784.1037076,CREATED,be1b44a9-f8f4-43b7-8d8b-acfc5756cf4b,2b07fb06-de73-4e7d-9270-c54f430ddd26,c4,c1,26,?,?,surb={'id': 'f490da33-6520-4574-b192-ff8338bced66', 'route': ['p1', 'e4', 'i4', 'x7', 'p1', 'c4']}
1769473784.1041255,RECEIVED,11318e39-9ba8-4934-aa2e-2bfe18215808,29510544-e3c7-4aad-abcf-516b1e40c34d,c5,c4,27,p1,?,surb={'id': '850462ec-1029-4a55-bf4d-d8c3dafc0f68', 'route': ['p1', 'e8', 'i5', 'x4', 'p2', 'c5']}
1769473784.1325476,RECEIVED,06ee82ea-0ce6-49f0-ac20-4ce746fc9c45,34fd4c52-946d-453d-8f10-46e769a897bb,c5,c4,27,p1,?,surb={'id': 'a42566b5-faa5-4413-b174-4f9f43104abb', 'route': ['p1', 'e3', 'i12', 'x1', 'p2', 'c5']}
1769473784.2238224,RECEIVED,e3873ce0-6b66-420b-8bb5-8e2399ceeb74,af61302b-af6d-47d1-bba9-1b90137e6fea,c5,c4,27,p1,?,surb={'id': 'cd282bb2-fcce-45be-ba2a-f66e29b301c0', 'route': ['p1', 'e2', 'i8', 'x3', 'p2', 'c5']}
1769473784.3992832,RECEIVED,f7ae880b-3669-4f2a-97d6-a861ca63e288,33288738-4335-4da5-9f8d-05fc4a67b0b3,c3,c4,26,p1,?,surb={'id': '20095309-9939-4d83-83df-0f3ffc27fe4c', 'route': ['p1', 'e4', 'i7', 'x6', 'p3', 'c3']}
1769473784.5627413,SENT,6a38aa11-c945-4778-a4eb-a21f30d44fc8,5a749a50-07f5-4884-ab6b-2e522062db86,c4,c1,3401,?,p1,
1769473784.5629034,CREATED,bf2640e9-ca40-4b51-ab96-ce9fe5e99952,c75efe29-85f0-4e70-9253-2625752392ed,c4,c1,27,?,?,surb={'id': '7bdd3a29-fff8-47a0-97ac-529e51f793ee', 'route': ['p1', 'e9', 'i2', 'x2', 'p1', 'c4']}
1769473784.5779574,RECEIVED,937cd047-62bb-484e-af5c-2524baf78e94,f191ca91-01db-4e12-819f-8424c96fab45,c5,c4,26,p1,?,surb={'id': 'e84650ec-d4e1-438b-b288-98f719d47e0c', 'route': ['p1', 'e11', 'i10', 'x6', 'p2', 'c5']}
1769473784.6071162,RECEIVED,51b0840b-3348-45c2-b6a3-5e57daea1ab3,812596d3-6f8d-496f-9694-5f5e04c7d49a,c5,c4,27,p1,?,surb={'id': 'c1da9463-fe21-4c7d-a6c3-a900eae5a0b1', 'route': ['p1', 'e10', 'i10', 'x9', 'p2', 'c5']}
1769473784.6113465,SENT,47b683d2-2759-4377-ac06-2d010f7288aa,597b3212-a7c6-4dfd-895a-464c5befceca,c4,c1,3395,?,p1,
1769473784.6114223,CREATED,a02f5a0b-0b19-4aee-846b-917170e58869,4c236cd6-aee1-4349-9715-5b7ddf66d03a,c4,c1,27,?,?,surb={'id': '906b1e42-4173-4a11-ad4d-0b4c0ba94e9b', 'route': ['p1', 'e8', 'i8', 'x11', 'p1', 'c4']}
1769473784.955087,RECEIVED,96498f1f-d559-4c18-852a-59f020291919,6d2a32f7-83d0-4f46-8300-3e92cfa8ada2,c5,c4,27,p1,?,surb={'id': '4639b4b0-884c-4d09-a25d-bc70f1b72209', 'route': ['p1', 'e10', 'i7', 'x9', 'p2', 'c5']}
1769473785.231857,RECEIVED,b9f51398-24d6-4b56-bab2-6138fe2db717,5243512d-a59c-40bf-b1fd-85957272a940,c3,c4,27,p1,?,surb={'id': 'fd2eaca7-5fae-463f-8bd3-90cd5f5c83bd', 'route': ['p1', 'e7', 'i11', 'x9', 'p3', 'c3']}
1769473785.6473835,SENT,0fedaa3c-0ff8-4de4-a3a6-014747eedc4d,760a518b-6a95-47c1-a59a-ba1aa5d2ad7f,c4,c1,3390,?,p1,
1769473785.6475499,CREATED,bd4b4680-a768-4e84-b35d-d9b21f751bae,9bb92691-6f89-4a29-aad7-b97f60769b3a,c4,c1,27,?,?,surb={'id': 'ff297041-5892-4a48-af28-e47f7b161ee9', 'route': ['p1', 'e6', 'i12', 'x12', 'p1', 'c4']}
1769473785.691002,RECEIVED,fb34a8c4-aa24-42e0-b41e-8f129e6c973a,25d4ebbe-3fb3-450c-9a4e-5504662369fb,c3,c4,27,p1,?,surb={'id': '91acc69d-d4a2-4d5a-a270-2cea234a4c4b', 'route': ['p1', 'e6', 'i3', 'x5', 'p3', 'c3']}
1769473785.7030232,SENT,30f62801-feff-4cda-9715-5cb600970234,4eda0dc4-1441-496f-9e70-8aeea282cc15,c4,c1,3383,?,p1,
1769473785.7033055,CREATED,af449914-1336-488c-846a-5a2749b02894,b708d2f8-ba62-49eb-81eb-5f7ffee2fd8f,c4,c1,27,?,?,surb={'id': 'ed2ab53c-c3b8-4871-830f-27d2de9c47a6', 'route': ['p1', 'e12', 'i11', 'x7', 'p1', 'c4']}
1769473785.772322,RECEIVED,a7cdf5b0-a8e0-4fa2-a322-94242028967e,6c537c4e-3e77-40f4-bc42-38338c7ef38f,c3,c4,27,p1,?,surb={'id': '7d19aca2-8274-48af-89de-70200afa44d6', 'route': ['p1', 'e1', 'i11', 'x8', 'p3', 'c3']}
1769473785.8214502,SENT,6061fc94-dce2-4211-8246-ff8304adfb52,d412528b-b797-4d0d-8e5b-d2d7e116b1d7,c4,c1,3405,?,p1,
1769473785.821604,CREATED,a2c8968e-4413-42b8-8bf7-3727774d8f67,a0bbbf5b-5228-4e68-9c66-db13fb169013,c4,c1,27,?,?,surb={'id': '0ac5ff32-438b-4d44-be74-569cec28d8b8', 'route': ['p1', 'e12', 'i3', 'x11', 'p1', 'c4']}
1769473786.000804,RECEIVED,01d423ac-c4a7-4b95-824b-4ff443c174bc,d95a2f2e-7210-402d-aa8f-1c5d492e8280,c3,c4,26,p1,?,surb={'id': '999527ef-2788-48d7-acab-b9a10dcb1f33', 'route': ['p1', 'e8', 'i11', 'x5', 'p3', 'c3']}
1769473786.343831,RECEIVED,cbf35a0e-55ea-47ee-b8a1-a306f8527c0f,3738b1f5-6811-4442-9295-521c05ec7da8,c3,c4,27,p1,?,surb={'id': '8b0c02fc-aff0-4b92-975f-bd462364c7b2', 'route': ['p1', 'e12', 'i2', 'x9', 'p3', 'c3']}
1769473786.344696,SENT,e2e7a87a-2a61-4c0b-957d-89206ca718a5,41e788cf-6464-4740-983b-c9a684868bd1,c4,c1,3381,?,p1,
1769473786.3448482,CREATED,0644a599-862a-42dc-9ec1-f922ce741819,987ec1e9-3fd8-4be5-bbf8-fea6e361b010,c4,c1,27,?,?,surb={'id': 'a0f5d0e7-c732-4b2c-8c54-1122c0049999', 'route': ['p1', 'e10', 'i7', 'x3', 'p1', 'c4']}
1769473786.4922614,RECEIVED,f9764793-2f38-4b9e-b297-1c7249929695,75b68bde-4cb8-4b62-9a9a-2bc54feb420b,c5,c4,27,p1,?,surb={'id': '733f4da7-4706-4dc3-9aa1-ed129f986ba4', 'route': ['p1', 'e10', 'i1', 'x2', 'p2', 'c5']}
1769473786.5162246,RECEIVED,0a8ba213-2abd-4f7a-862e-79d02499abd7,1f98d80a-4b9c-4572-8147-a56a95a1ce06,c3,c4,27,p1,?,surb={'id': '65639918-3cf2-4b28-abdf-d22a5354d415', 'route': ['p1', 'e4', 'i4', 'x5', 'p3', 'c3']}
1769473786.5456514,RECEIVED,112e8a98-33da-466c-a350-dab0d6845cd2,357c7762-48f1-4f81-a446-0a490b881858,c5,c4,26,p1,?,surb={'id': '87453f73-2526-4a62-8927-a538fa9771d5', 'route': ['p1', 'e5', 'i6', 'x4', 'p2', 'c5']}
1769473786.6274726,RECEIVED,f2f4ddb3-d84f-43eb-880c-9b12b0d5e828,bd289699-068b-4a4e-9a70-630e441eac72,c3,c4,26,p1,?,surb={'id': 'cddb0a6d-acfd-47c4-90bf-cb3e320e8157', 'route': ['p1', 'e8', 'i6', 'x5', 'p3', 'c3']}
1769473787.1110163,RECEIVED,57c09df6-e0d5-4859-9d33-31ad3459c984,5f2b1955-5430-4b9a-a400-5acb5f60be76,c5,c4,26,p1,?,surb={'id': '3db3fa42-80c8-4ce3-9b31-44f06d97c405', 'route': ['p1', 'e1', 'i5', 'x7', 'p2', 'c5']}
1769473787.1253262,SENT,3d39ff6f-ee0c-4bba-ab5d-f1b3670095da,02e2d4bb-d5d6-4d3b-b7cc-ce10c15e6875,c4,c1,3383,?,p1,
1769473787.1254444,CREATED,49fec9da-3a6a-43b9-8fe1-9c2c3294c198,5547047c-9fb7-454f-993e-b10a314e68ec,c4,c1,27,?,?,surb={'id': 'eab279cc-69b3-44e4-85e8-8c7404855d6a', 'route': ['p1', 'e12', 'i11', 'x3', 'p1', 'c4']}
1769473787.236849,SENT,55dc80ac-e567-4223-a701-55d8b8458465,c8973eda-e9b2-4435-b822-d55fe7d29466,c4,c1,3363,?,p1,
1769473787.2369568,CREATED,080a4b86-b9d7-4872-b5a8-db656128c9bb,b758d99c-c966-4b8d-82f7-d2a4a196278b,c4,c1,26,?,?,surb={'id': '8624677c-3e9d-46ab-9134-cb2ed7db04ff', 'route': ['p1', 'e5', 'i9', 'x6', 'p1', 'c4']}
1769473787.3993497,RECEIVED,2ffb0f84-31e7-4341-bf05-da4a7966e92c,734022bd-a43c-469b-abc6-30bbdc8d6804,c3,c4,27,p1,?,surb={'id': 'a92dc6a8-7310-41cc-a14d-c18ad159be4e', 'route': ['p1', 'e3', 'i5', 'x5', 'p3', 'c3']}
1769473787.8854108,RECEIVED,99fbba0b-aed3-44f4-ae90-a42c35d12db4,788873b7-41d7-4eac-bae4-b52ad7cc4b65,c3,c4,24,p1,?,surb={'id': 'a049715c-899b-4eaa-84c8-2b6118660bb7', 'route': ['p1', 'e5', 'i3', 'x9', 'p3', 'c3']}
1769473787.9465775,SENT,10f697c8-a613-47d6-88b9-fa0b9864f8ca,48ba0b67-c7cd-4791-bf04-88ff06e8cd0b,c4,c1,3384,?,p1,
1769473787.9466536,CREATED,7593ca76-ee98-4394-af02-6a19ff3dde00,7c529fe9-beaf-40cb-b20b-46c6524768d2,c4,c1,27,?,?,surb={'id': '05d126cc-bdd7-4440-80a1-4a2bf459b215', 'route': ['p1', 'e2', 'i6', 'x10', 'p1', 'c4']}
1769473788.1338055,RECEIVED,5e96790c-6832-4a15-8061-654d836258e4,4ae19981-07a5-406f-b749-4c774de1b500,c3,c4,26,p1,?,surb={'id': 'dfeb19f9-4f15-4869-acd7-45f92021327b', 'route': ['p1', 'e11', 'i3', 'x2', 'p3', 'c3']}
1769473788.2653227,SENT,94154c0d-d47b-4f47-b59d-5233d2f6f0d8,26b93ebc-b92d-4155-813a-0b7f6fba5d11,c4,c1,3400,?,p1,
1769473788.2654839,CREATED,78f0ad84-8238-425c-9075-7021a55b3cd3,1ef6941e-fd92-403a-98c5-9ee83df78b0d,c4,c1,27,?,?,surb={'id': '666b9c16-1f50-420d-b5bc-55f1d41be4b4', 'route': ['p1', 'e5', 'i11', 'x10', 'p1', 'c4']}
1769473788.577182,RECEIVED,ea9a5ff7-7209-4bed-b31c-aacf08bd52ae,196df49b-a1cf-4bdd-bd03-00746d9c408b,c5,c4,27,p1,?,surb={'id': 'adaa9a4c-4858-4d8b-a72b-b0f61ba1c541', 'route': ['p1', 'e10', 'i5', 'x5', 'p2', 'c5']}
1769473788.6494212,SENT,22d199b3-dcae-4774-9656-5a374a0aff81,f67c534f-fb9b-439c-a521-60ff74fea11b,c4,c1,3380,?,p1,
1769473788.6495762,CREATED,26eb68ed-e6cf-4215-9441-83283429c7b9,897ea4e0-2f82-415e-a189-330785039f57,c4,c1,27,?,?,surb={'id': '7262afdb-c0ad-4885-8deb-6b1b07fe8f70', 'route': ['p1', 'e9', 'i3', 'x1', 'p1', 'c4']}
1769473788.6731408,SENT,8cc461da-834a-4a15-af32-3184b3e3b5fc,f1d3a42d-88ec-41d0-a6df-eced88c70527,c4,c1,3388,?,p1,
1769473788.6732953,CREATED,a4fd2ffa-c713-46f7-b235-549b9382ca7b,ce8e025e-cf8c-4dfa-a4d2-70e0ca236aaa,c4,c1,27,?,?,surb={'id': '9a96bb7b-127c-4f0b-a43a-5986a10a8519', 'route': ['p1', 'e1', 'i5', 'x11', 'p1', 'c4']}
1769473788.7021577,SENT,3f2c1b5e-e904-4377-bca8-c43cd0f25aec,38fedfa5-6025-4738-8e47-9a9625d522c0,c4,c1,3388,?,p1,
1769473788.7023058,CREATED,5bcedc51-9803-47e7-bfe3-804847faecf1,0f8bf2ac-1837-4499-9fb9-24890dd6d5bf,c4,c1,27,?,?,surb={'id': '28694aca-90f8-4c0b-be98-03a6ea67601b', 'route': ['p1', 'e8', 'i2', 'x11', 'p1', 'c4']}
1769473788.8949862,RECEIVED,70f213d6-9e21-41a2-9f65-311c98ac80f2,00efb792-ffdf-4a84-8292-568032ebcaea,c3,c4,27,p1,?,surb={'id': 'f5476acc-ddc4-46ec-bbad-766aeb013631', 'route': ['p1', 'e9', 'i6', 'x4', 'p3', 'c3']}
1769473788.9002361,SENT,f198024b-fb0c-4971-aefd-4ea0dd737047,2421df61-e47e-47e2-959f-2b2783f6f437,c4,c1,3398,?,p1,
1769473788.9003549,CREATED,64184615-8f3c-41a6-9416-ad038b7b8e67,e6e88ca7-d80d-4039-bad0-7a0946222cbf,c4,c1,26,?,?,surb={'id': '5fcf1ab2-3b35-4ba1-b42f-64543d33cf6f', 'route': ['p1', 'e12', 'i11', 'x9', 'p1', 'c4']}
1769473788.9389968,RECEIVED,85258ad1-b0f4-4f8a-a444-6a268e20ff39,e64c756b-c7b3-4f0a-83ce-1fd89335a963,c3,c4,27,p1,?,surb={'id': '886f2d97-6539-40eb-b9b1-2c228e88b33e', 'route': ['p1', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769473789.2362463,RECEIVED,f2669269-c81a-4dbe-a18f-13965da0290e,f5f120c9-64fc-447d-a8fd-4eece79b88f8,c5,c4,27,p1,?,surb={'id': '45d0310e-ec57-474e-a5ca-4fba558e1ccf', 'route': ['p1', 'e8', 'i7', 'x6', 'p2', 'c5']}
1769473789.433606,SENT,3e8adb6b-cde2-4747-b486-8a95a86e2416,ab2d8ba7-27b4-430d-9d10-4216d83f88a4,c4,c1,3383,?,p1,
1769473789.4337735,CREATED,732b6bad-e053-4827-b36e-9dc0b67d5bf0,c1c2444a-9e75-4c9f-9097-fee6735208bc,c4,c1,26,?,?,surb={'id': 'b75e1a26-75bc-4359-b5dd-d861228d90c1', 'route': ['p1', 'e12', 'i3', 'x5', 'p1', 'c4']}
1769473789.458232,RECEIVED,8aa31862-06e5-41c7-a900-7d29db65cc51,76f1548d-f2d7-4b95-8140-41fb1003e747,c5,c4,26,p1,?,surb={'id': '1baf2580-9d12-4f8b-8c69-53b3ec2bc688', 'route': ['p1', 'e11', 'i9', 'x9', 'p2', 'c5']}
1769473789.4881647,SENT,7eb3fbb4-89d9-492a-8753-e769328c1b73,b2da27b4-c281-42d6-a39e-e922ac3fd19b,c4,c1,3374,?,p1,
1769473789.488314,CREATED,8637e52e-a860-4d86-a162-a83c994377b0,8cae87c4-972f-4852-9064-6128a0f2fb20,c4,c1,27,?,?,surb={'id': '5d2f8fc0-f0c0-497f-9384-27aada11bdf4', 'route': ['p1', 'e11', 'i3', 'x9', 'p1', 'c4']}
1769473789.7633915,SENT,45311ed8-ef4c-4173-a399-f51cf6296a99,9c572572-a4d6-422a-b528-074cbcadb6dc,c4,c1,3377,?,p1,
1769473789.7635658,CREATED,50ecef07-8712-49dd-a85b-646a91534db8,6bc3f554-2443-4ace-a4d5-91eca9e70aa2,c4,c1,27,?,?,surb={'id': '24898ee6-0a75-4efb-8cab-67ef55f24db3', 'route': ['p1', 'e5', 'i1', 'x4', 'p1', 'c4']}
1769473789.8263276,RECEIVED,55d15c3b-6a17-43b6-992e-dd13fcd71ce2,ddb71bf9-9c93-4ba4-a375-b580e033bab9,c5,c4,27,p1,?,surb={'id': '749e7c31-61c1-4d9a-8202-8766d5b4bdea', 'route': ['p1', 'e3', 'i9', 'x4', 'p2', 'c5']}
1769473789.8434007,RECEIVED,0fcdc7f4-e0ed-4cec-b520-bed8414f83d9,3a723231-c4d6-42f5-a1c1-79e6878d804c,c3,c4,27,p1,?,surb={'id': '7ca6dbcf-494c-419e-a33a-ab526d84f0bd', 'route': ['p1', 'e6', 'i1', 'x5', 'p3', 'c3']}
1769473789.853512,RECEIVED,9247b115-a1d0-4020-800d-818a6367c4b2,1ec39f56-3d7d-4e86-ab3c-a2c35d16ba85,c5,c4,27,p1,?,surb={'id': '5d4f9881-6967-44e8-a646-3d90b6b349e8', 'route': ['p1', 'e7', 'i7', 'x1', 'p2', 'c5']}
1769473789.8869734,SENT,5aa61346-500b-400a-92d0-68ec72fe43c8,9db6d65a-8136-40dd-adbc-f0e7252500e8,c4,c1,3351,?,p1,
1769473789.8871508,CREATED,3cedaed3-dbb6-429d-b84d-6c6ff24a5552,8a9746b5-68bc-4115-8891-263dfe71bdf4,c4,c1,26,?,?,surb={'id': '8e4f1cbf-3197-4f97-b45a-9824340f2da7', 'route': ['p1', 'e6', 'i2', 'x9', 'p1', 'c4']}
1769473789.8996089,RECEIVED,8ece1642-6a29-42a9-b9cc-5bd0f911755d,13751d85-86df-479b-920a-2a70dc03282e,c5,c4,27,p1,?,surb={'id': 'f0073922-ce0b-4689-841e-a1c36b55df0e', 'route': ['p1', 'e4', 'i9', 'x5', 'p2', 'c5']}
1769473789.9832034,SENT,2e502388-eafa-415c-bf01-b294978846db,3af52885-a59e-4b2d-8e8c-8dd5af8447dc,c4,c1,3379,?,p1,
1769473789.9833493,CREATED,e80b8466-cbcb-42c2-a47c-88111d6ba921,b553ea22-c073-4720-ada6-7f5110c32d8f,c4,c1,27,?,?,surb={'id': 'b890ac4b-dd3d-45a7-bee0-6107a8f4ec08', 'route': ['p1', 'e4', 'i6', 'x7', 'p1', 'c4']}
1769473790.1368146,RECEIVED,39dfd60b-32f7-416f-8a5d-d18fadd1f497,fb226711-a5dc-430a-ad13-29c3f72a2348,c5,c4,27,p1,?,surb={'id': 'f3955425-e1eb-4bf8-a9e1-7d9e6349ae2c', 'route': ['p1', 'e9', 'i10', 'x4', 'p2', 'c5']}
1769473790.210694,SENT,9bef85cf-d2c4-4317-84b0-efbbe3a24a79,e0ca578a-007d-4486-a468-fb0543a24da9,c4,c1,3395,?,p1,
1769473790.2108414,CREATED,86682354-6a47-4abb-b65e-c5288deb5a29,a316d3a2-c1ba-48d6-aea3-87d79e1bbabd,c4,c1,26,?,?,surb={'id': 'c728c4a0-4640-44f5-8e2e-7519335727ec', 'route': ['p1', 'e11', 'i1', 'x1', 'p1', 'c4']}
1769473790.361082,RECEIVED,0019bf17-f152-436c-be51-3db0a46cef57,69a33916-5adc-4c51-9fce-4f726ddcb484,c5,c4,27,p1,?,surb={'id': '9f5081d8-610c-4035-ba20-03044dd74b17', 'route': ['p1', 'e11', 'i9', 'x3', 'p2', 'c5']}
1769473790.3991752,RECEIVED,436b776a-a117-482c-a328-086bacb4e102,561a68a6-43d1-4e16-89a3-a36fb63dfb87,c5,c4,27,p1,?,surb={'id': 'f630ec25-0034-484b-864a-785a5284e798', 'route': ['p1', 'e8', 'i11', 'x9', 'p2', 'c5']}
1769473790.4118125,RECEIVED,9f538e69-a56b-4ce0-a6b4-99c0f5f532cb,15bc7a84-8ebb-4268-b507-1664127c19e2,c5,c4,27,p1,?,surb={'id': 'fc8b0c00-7a06-4997-8c3b-89c7937d3240', 'route': ['p1', 'e12', 'i10', 'x8', 'p2', 'c5']}
1769473790.697471,SENT,46787dd0-4efe-4bb8-b5dd-80d3b0c084fa,04a40019-9e41-46fb-a648-582df8277601,c4,c1,3376,?,p1,
1769473790.6976159,CREATED,d81c7c47-c895-40d1-a9b0-2716fa4514f9,790d3507-3502-4bc1-9c1e-a4c922f6e0bb,c4,c1,27,?,?,surb={'id': '7e4d06e4-1c61-4173-8a02-81bef7a67919', 'route': ['p1', 'e2', 'i12', 'x2', 'p1', 'c4']}
1769473790.81322,RECEIVED,18e03a17-b4cd-4c9d-8742-0a14daf12712,c508d427-9dac-4dea-9e21-5db13728606b,c3,c4,27,p1,?,surb={'id': '64cb4bb6-e78b-4277-8571-66dc27cd621c', 'route': ['p1', 'e12', 'i11', 'x1', 'p3', 'c3']}
1769473790.8682544,SENT,d8ab82f5-d137-4f3f-a647-e5309ac86a8e,ee456d53-ca3d-47db-bc31-e05d36a425bd,c4,c1,3376,?,p1,
1769473790.8684063,CREATED,a83fe9aa-20e9-4b30-b8c9-652af7d3ed79,066ca75b-09e9-405f-af31-690ae8b23649,c4,c1,27,?,?,surb={'id': 'bfa41841-6144-4e97-b886-6a75c5d34480', 'route': ['p1', 'e1', 'i6', 'x7', 'p1', 'c4']}
1769473791.1171682,SENT,e7a681ce-5496-4136-a3e4-3dc4e6b88f16,65fe328d-774b-4cca-abcb-d29004dd5b4c,c4,c1,3383,?,p1,
1769473791.1173134,CREATED,4728c3bf-abeb-4c65-a3de-7f9691d80f90,0f755fd9-b4cf-4493-b65c-0521023fb1c8,c4,c1,27,?,?,surb={'id': '75dda36e-f7c3-4e33-aa36-7b732bba05b4', 'route': ['p1', 'e3', 'i11', 'x8', 'p1', 'c4']}
1769473791.1279833,SENT,72aa7efd-00e3-4b7c-9d5c-6b85fced247e,cf4efaa6-9e37-463c-977a-b92513f7178a,c4,c1,3388,?,p1,
1769473791.1281939,CREATED,15160717-c2e1-43f9-8b36-a0256fbd80d3,dd7a904f-a5b9-4ac8-9fd0-aa1a0691e26e,c4,c1,27,?,?,surb={'id': '77530228-a0ae-4509-88e4-58fede4c6122', 'route': ['p1', 'e8', 'i2', 'x10', 'p1', 'c4']}
1769473791.1581159,RECEIVED,3ba96324-2e87-4b09-8d7e-0ba1552f5fa8,238be89e-42be-44e8-b8ec-8dd907c08815,c3,c4,27,p1,?,surb={'id': 'cd936240-fdbd-4873-8962-9fd1170cdf8b', 'route': ['p1', 'e7', 'i9', 'x4', 'p3', 'c3']}
1769473791.332032,RECEIVED,88ed394d-c67e-4413-a2db-3658ac95e3f8,8d66395e-2072-40a7-9acf-167e1a055bd8,c3,c4,27,p1,?,surb={'id': '96eea5b3-9784-44f3-9a44-4724c3821e52', 'route': ['p1', 'e7', 'i9', 'x11', 'p3', 'c3']}
1769473791.5198777,RECEIVED,31fff1a8-3a34-4daf-ae06-f589c77de2c0,8f31cfa7-408b-47f6-82f5-4ffd00d180d8,c5,c4,27,p1,?,surb={'id': '2511ca48-0d89-4a25-b5d3-bde8b054d35a', 'route': ['p1', 'e11', 'i4', 'x11', 'p2', 'c5']}
1769473791.5301309,SENT,51946a3d-cab6-409b-851e-d86fcee14a62,076afbc8-bc4f-4c83-b0b9-35e2451eab16,c4,c1,3383,?,p1,
1769473791.5302825,CREATED,f38c6d49-d0d9-47bc-ba37-b723c4ccc55d,7786211e-c0ee-4d7b-9cf4-d508f822cfca,c4,c1,27,?,?,surb={'id': '17c31f89-6be5-4259-aa52-13249ead42c6', 'route': ['p1', 'e12', 'i11', 'x4', 'p1', 'c4']}
1769473791.7942078,RECEIVED,2965cbbc-8a06-4958-b182-bad0b2641f3a,218b8ad0-c625-42f9-b676-ce5f7c436381,c5,c4,27,p1,?,surb={'id': '4ef3dfd9-a02a-40e5-a666-d75b62922003', 'route': ['p1', 'e8', 'i2', 'x7', 'p2', 'c5']}
1769473791.8694332,RECEIVED,e1cc9d58-6c95-40fe-b13e-64c8154605f1,d4bb47be-d936-4f59-81cd-347f23271c9c,c5,c4,27,p1,?,surb={'id': 'b817ea98-da7d-4327-98fa-41ea1a8a1b33', 'route': ['p1', 'e7', 'i1', 'x10', 'p2', 'c5']}
1769473792.00815,RECEIVED,4046a5b2-805a-418d-aa6c-c6dbe0c28aac,20a81f2f-5da7-46e3-9e2a-69e66493bff6,c5,c4,27,p1,?,surb={'id': '99227e1e-6701-4262-8382-7ceb40ea779d', 'route': ['p1', 'e5', 'i2', 'x6', 'p2', 'c5']}
1769473792.1610389,RECEIVED,fd77cc06-3d7a-4a94-93e7-ebf9208d4943,7fb5af06-7f4f-49dd-ad1f-50d5376cfe00,c5,c4,26,p1,?,surb={'id': '077f31e0-e87d-4563-893e-2c5961df3dc8', 'route': ['p1', 'e7', 'i12', 'x12', 'p2', 'c5']}
1769473792.212177,RECEIVED,1af4558a-d17b-4a57-981c-33c406f904f1,47df37da-b561-4ceb-b106-72810843d92b,c5,c4,27,p1,?,surb={'id': 'eb141d63-262c-4efb-9c98-e3517f1c3889', 'route': ['p1', 'e5', 'i1', 'x9', 'p2', 'c5']}
1769473792.3004665,RECEIVED,e66b4a4b-0386-4fd0-b42f-52580656b508,68d74782-746a-4592-bc60-b55c8d41ba00,c5,c4,26,p1,?,surb={'id': 'd155b054-10a3-4824-ac90-6ce984645c6a', 'route': ['p1', 'e12', 'i12', 'x12', 'p2', 'c5']}
1769473792.8289232,SENT,ad6e6874-b28b-4ef1-b27e-e11b7c5c2447,b9fa810b-ce19-48cd-838a-b156d1c3e4ff,c4,c1,3381,?,p1,
1769473792.8290863,CREATED,d66015ce-addd-44d7-af6d-0c59ce0c7db2,7ebfa72b-290d-4305-97ec-6615638720c1,c4,c1,27,?,?,surb={'id': 'b46b12a8-425f-434c-9dac-ccf5d77fd3de', 'route': ['p1', 'e5', 'i10', 'x9', 'p1', 'c4']}
1769473793.0599394,RECEIVED,325360a4-1540-4893-80ce-cd3968b9919f,7b20cf77-80ab-4c65-bbc2-800f7a5a9ca0,c3,c4,26,p1,?,surb={'id': '3d5849c5-7ceb-44ba-8d43-aa52786b8e14', 'route': ['p1', 'e9', 'i12', 'x4', 'p3', 'c3']}
1769473793.0660322,RECEIVED,c8c95d1f-9dc3-4f4a-a52f-3aaf90680eb1,0e462000-64c8-4d01-a6c9-eb1eb5f7f6d3,c5,c4,27,p1,?,surb={'id': 'a43d9a18-0f21-4af9-abbe-3f0f5ed0110b', 'route': ['p1', 'e8', 'i8', 'x6', 'p2', 'c5']}
1769473793.1580741,RECEIVED,c5d260c5-c69b-4c15-902d-69b8deb1c047,0d5c2d6d-4cf7-4d01-9317-90652363496a,c5,c4,27,p1,?,surb={'id': '0b34e91f-664a-4961-9ac0-d234742f6143', 'route': ['p1', 'e5', 'i12', 'x1', 'p2', 'c5']}
1769473793.592492,SENT,c777dd1e-e7e6-4d14-a1f4-f90f85d923b0,181b9e27-09f2-49a8-aeaa-c39e2589d275,c4,c1,3372,?,p1,
1769473793.592643,CREATED,047fe8bc-c721-4ef9-86c1-5ff0d13ba023,6aeffb31-5389-42f4-84cb-0b8e22c0c42b,c4,c1,27,?,?,surb={'id': '70d1e2b3-6ca2-4d8b-9f6a-4f9a6bf6bb94', 'route': ['p1', 'e9', 'i6', 'x8', 'p1', 'c4']}
