timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769473546.7786167,RECEIVED,3757fdd6-9fec-44eb-bdc9-1641a0d83229,6d813267-68f9-4745-a863-dd99caa27228,c5,c4,27,p1,?,surb={'id': '98d3c3c2-71dd-47c7-823e-4be1d229295b', 'route': ['p1', 'e6', 'i11', 'x3', 'p2', 'c5']}
1769473546.8019943,SENT,3760c353-95da-4810-b452-8a6243e3553b,8407ed57-4cdc-4308-9ebe-6ab2ac19781e,c4,c1,3377,?,p1,
1769473546.80212,CREATED,4647ffe1-92ae-45a3-a856-40a122b0d9d8,7ff194c1-68be-475c-a949-38076960742e,c4,c1,27,?,?,surb={'id': '7c16d3a7-1229-4de7-a9ef-dc281725229c', 'route': ['p1', 'e9', 'i8', 'x3', 'p1', 'c4']}
1769473546.936471,SENT,4cb39c2b-8ee9-41a1-a2bb-a6e5fbcaa8ae,fe26e467-d58f-4b8d-9bcb-a5e89b4f60cd,c4,c1,3409,?,p1,
1769473546.936571,CREATED,200bec53-37c1-46e6-9a8b-374128c16daf,d97f552d-d096-43b0-9091-af3a16632e0e,c4,c1,27,?,?,surb={'id': 'f40e08ab-069f-4977-a660-bd883eed399d', 'route': ['p1', 'e11', 'i12', 'x7', 'p1', 'c4']}
1769473546.9464881,SENT,4b5039e0-1603-40cb-bab5-1545bbc0cc31,4e2088a6-81a0-49a2-b32c-4aa2e4697f2a,c4,c1,3383,?,p1,
1769473546.9465904,CREATED,ceea7ac8-f5cc-425f-899a-6c35b57250c7,d2586a6b-2032-4a7c-a490-cea195d2628d,c4,c1,27,?,?,surb={'id': '72ec95c8-b81b-4396-87e1-1287f3584531', 'route': ['p1', 'e7', 'i4', 'x9', 'p1', 'c4']}
1769473547.0861356,SENT,0e917d49-80ef-4493-9103-f485929bab49,5afcaa48-4db4-477f-9cf3-1d44d7507a0f,c4,c1,3359,?,p1,
1769473547.0862846,CREATED,6f76de88-08ef-40df-b17f-6df23f954f87,86602ab1-580e-4fd9-8da3-107dd6be3f82,c4,c1,27,?,?,surb={'id': 'd25e3f54-542d-4582-960b-8e1f74e2c157', 'route': ['p1', 'e10', 'i6', 'x8', 'p1', 'c4']}
1769473547.1159534,SENT,a3489ac9-992c-4fab-b8f2-b7d1c250d8d5,c0df8746-0fe6-499b-a6be-c1c4fc3c1f32,c4,c1,3376,?,p1,
1769473547.1161623,CREATED,555c8ec5-b6d4-4c4b-a7f9-131bad6e146c,a94e2474-b878-4e82-93b4-f00f3fd9487f,c4,c1,27,?,?,surb={'id': 'f8d93bff-772a-4352-a625-8ae680d65b3d', 'route': ['p1', 'e11', 'i1', 'x8', 'p1', 'c4']}
1769473547.2047658,RECEIVED,f6797315-ea1d-41ca-8cb9-dde0282d9559,dbc0df2c-d6bc-4d15-a54f-92e51ecd0231,c3,c4,27,p1,?,surb={'id': '0455aaad-9e61-40de-a26c-9815cfb9bc3e', 'route': ['p1', 'e4', 'i3', 'x3', 'p3', 'c3']}
1769473547.4078937,RECEIVED,5d574d3e-05e2-4db4-be61-863198c54328,6861bc5a-1395-4671-85c4-3f5cc3c2dfec,c3,c4,27,p1,?,surb={'id': '42e1b9f0-277e-47c9-9e6d-f7609249f15b', 'route': ['p1', 'e8', 'i8', 'x3', 'p3', 'c3']}
1769473547.4705896,RECEIVED,5ba8d119-f0a4-44ae-8a02-0a2f581167af,23032c0a-cb32-4f4b-aa03-d33aae001e31,c3,c4,27,p1,?,surb={'id': 'cc9353e0-211e-461c-bd24-5df1debce067', 'route': ['p1', 'e5', 'i11', 'x8', 'p3', 'c3']}
1769473547.4819405,RECEIVED,16436d57-fc9a-46f5-8f0b-8b9ec74c82ff,36daf155-cd50-4d9e-89e3-3ae96b95c781,c5,c4,27,p1,?,surb={'id': '41dd98a8-c782-4c14-9740-f09ed02375db', 'route': ['p1', 'e3', 'i10', 'x4', 'p2', 'c5']}
1769473547.4854538,SENT,fc1b9652-2083-4192-80c1-d9cd2904b579,a92100cd-57d8-47cc-8b2f-ec336c829a62,c4,c1,3383,?,p1,
1769473547.4855995,CREATED,c0210429-18a9-4869-a0ef-12bc69f2ef31,87622e75-d1e4-4035-8224-43a1d6a7b364,c4,c1,27,?,?,surb={'id': 'cf5f69c6-6cec-4200-8cad-7dd3d64237b6', 'route': ['p1', 'e10', 'i4', 'x9', 'p1', 'c4']}
1769473547.6148198,SENT,37f4efb1-8be9-4314-af22-fab812120225,8df3bf4a-465a-43a9-b83d-eaefb109f9f3,c4,c1,3385,?,p1,
1769473547.6149678,CREATED,7da789f3-0c07-41a3-98d5-3da6b90a7731,a02288be-0dd4-48e9-9f6a-a25293d6b9c8,c4,c1,27,?,?,surb={'id': '68404068-c47d-41f5-a3ea-15f72601caf3', 'route': ['p1', 'e2', 'i1', 'x4', 'p1', 'c4']}
1769473547.7249541,RECEIVED,47f88f57-6435-460d-9ae4-9d8aa41b8cd0,f199f81a-088e-4dc9-9fbf-7b099f170f86,c3,c4,26,p1,?,surb={'id': '3c1fe1df-c3f6-45d9-a57b-1e2892389f83', 'route': ['p1', 'e12', 'i10', 'x5', 'p3', 'c3']}
1769473547.770654,RECEIVED,1af5b09a-17f1-4265-9e7c-6e0782589ca9,3759c40a-240c-4524-bffe-34353bc3bee3,c3,c4,27,p1,?,surb={'id': '73069e85-7475-4488-a030-79b6de74c5da', 'route': ['p1', 'e3', 'i3', 'x3', 'p3', 'c3']}
1769473548.1354177,SENT,b3869802-75b3-4976-8d3d-fd2f8c9a7999,361d468a-e8b2-4acd-9b0d-0b71c9750384,c4,c1,3406,?,p1,
1769473548.1355693,CREATED,b1b71f65-dff9-4e68-934f-69e4b0997f7f,d1ae5865-17c9-4855-bc93-556f99db7c6a,c4,c1,27,?,?,surb={'id': 'de547245-4ff5-49ee-91d7-29934665bbbf', 'route': ['p1', 'e11', 'i9', 'x2', 'p1', 'c4']}
1769473548.2032704,RECEIVED,0d059e9d-673f-4a60-86c9-9f03306cbcd0,15d345cb-863d-4904-9183-cf6107a3914f,c5,c4,27,p1,?,surb={'id': '6d543c55-bcda-43b9-bc55-6a567415c0ac', 'route': ['p1', 'e11', 'i4', 'x8', 'p2', 'c5']}
1769473548.2223206,SENT,969be7c7-0520-4541-ba2c-9ba178d522cf,5b3bef6e-170c-49db-8d5d-d1f683ae1f72,c4,c1,3384,?,p1,
1769473548.2224622,CREATED,f65f67db-a4ac-4c70-af54-bf4d546b4dce,b2bb70c1-7d7b-42f5-8a0b-d24b27437caa,c4,c1,26,?,?,surb={'id': '63641e1b-ba0f-4a63-bd8d-9195d832f4ca', 'route': ['p1', 'e2', 'i8', 'x11', 'p1', 'c4']}
1769473548.234613,RECEIVED,817bd624-00ab-462a-b6d7-f075ab1ffa6e,43b915a2-64d6-4bf6-90ba-df9932e98f08,c3,c4,27,p1,?,surb={'id': '50035f56-374a-4b9e-b204-007f846dfba4', 'route': ['p1', 'e10', 'i11', 'x2', 'p3', 'c3']}
1769473548.6298554,RECEIVED,55a101eb-0a94-4ae8-8a22-af643138fc3b,06c48a3e-6409-477e-a2d2-e33cb7848b27,c5,c4,27,p1,?,surb={'id': '08f0baf8-7548-46dd-b9d8-ce2978b4ba18', 'route': ['p1', 'e3', 'i7', 'x10', 'p2', 'c5']}
1769473548.775924,SENT,63c37e43-2945-4576-b943-281d840791af,84b21f99-e440-4a7d-af93-d0c8c9e99b5e,c4,c1,3377,?,p1,
1769473548.7761242,CREATED,cbc9a365-e91e-4755-a754-5b0d7763ffe5,50216493-0a2b-48d8-b800-9e38b214a4cd,c4,c1,26,?,?,surb={'id': '40e7b2d4-f111-4211-9bd6-5aed564ad4e7', 'route': ['p1', 'e10', 'i11', 'x2', 'p1', 'c4']}
1769473548.798924,SENT,580953c3-debc-4607-afcf-3ff7aeb0f8b9,c42f7938-c938-4ea5-80f0-3edfffeca938,c4,c1,3376,?,p1,
1769473548.7990868,CREATED,c8be840e-2371-4935-b9ae-9465992ec261,3b673b14-48c6-4315-b9a3-fd63d5495ae8,c4,c1,26,?,?,surb={'id': 'b1ccf94c-2b94-4cd3-9edf-999c1c3f7a5b', 'route': ['p1', 'e5', 'i12', 'x2', 'p1', 'c4']}
1769473549.3370245,SENT,8cdabbb4-8cef-4c78-a2dd-d6a1162876c1,5b8b6bd1-8a60-43df-83d9-7ede6cda324f,c4,c1,3372,?,p1,
1769473549.337207,CREATED,a2ba0edc-53de-4bad-bf7b-f14314a9c1fa,e21368d9-29df-4aa0-8073-7caa2ca7e3f3,c4,c1,26,?,?,surb={'id': '68db7a93-2408-4110-8173-df2f86f25191', 'route': ['p1', 'e1', 'i4', 'x6', 'p1', 'c4']}
1769473549.6008568,RECEIVED,0584bdcf-da47-46d6-83c5-6b542f28a387,46fe0069-5986-498e-98f1-edef04c12420,c3,c4,27,p1,?,surb={'id': '9d99613a-8809-4d33-9301-826e126414a4', 'route': ['p1', 'e9', 'i4', 'x10', 'p3', 'c3']}
1769473549.7522237,RECEIVED,505d7f14-4bf8-4c1e-a4cb-049a64cf0ec0,5e9cdec5-c9c2-4a96-ae58-29da69c544f3,c5,c4,27,p1,?,surb={'id': '9fb3d9d6-bc40-4a1b-9730-81aa545e4a09', 'route': ['p1', 'e4', 'i4', 'x6', 'p2', 'c5']}
1769473549.7743297,SENT,103fb9aa-cc8e-4f44-b0ed-19795dbe41a1,a140c46a-c67e-483b-8872-a7d3510d2b6f,c4,c1,3392,?,p1,
1769473549.774479,CREATED,c09b9308-17a3-42d7-9c72-a6db361a9b02,0f35e50f-4bcd-48f8-b927-09c4295a1491,c4,c1,26,?,?,surb={'id': 'ffcb0722-500e-4cf9-a86c-42c7f9191f6a', 'route': ['p1', 'e12', 'i12', 'x1', 'p1', 'c4']}
1769473550.189712,SENT,7f80ea1f-2fba-489a-a795-2a7f2fbb5a07,bc6be76a-66cf-4a6a-b38b-e34ddc32a75b,c4,c1,3359,?,p1,
1769473550.1898644,CREATED,8249c4dd-2c98-4ba2-a156-42ca1d55acd9,334dc1ba-6883-49e5-8fa1-5e53d6b0c083,c4,c1,27,?,?,surb={'id': 'd5d8b204-19c5-4f59-bea3-3b65e3b8b56f', 'route': ['p1', 'e1', 'i2', 'x2', 'p1', 'c4']}
1769473550.2632937,RECEIVED,9de0817a-586a-4afd-ad96-b00eee3da5d3,0e24ec6d-1594-41f9-886e-88a7fa3f37d4,c5,c4,27,p1,?,surb={'id': 'f623b4e6-abd0-451c-afa5-59b818c12618', 'route': ['p1', 'e2', 'i5', 'x3', 'p2', 'c5']}
1769473550.6066577,SENT,04d6f796-ba2f-4f1f-bca7-4552a6295f85,29232765-6a3c-4f60-93ad-d16b802f80ef,c4,c1,3392,?,p1,
1769473550.6081269,CREATED,7e7cd62f-4b19-42fe-b355-23059c763513,dd5b10fd-463e-4a42-8e88-092c9fdd327e,c4,c1,27,?,?,surb={'id': '1b5ac117-6710-443d-afbf-68d5c536d098', 'route': ['p1', 'e10', 'i12', 'x4', 'p1', 'c4']}
1769473550.8959072,RECEIVED,7561b017-98f6-4c88-adc0-db117596be44,4631b76b-3d31-4134-bf64-f87eca388449,c5,c4,27,p1,?,surb={'id': '384f3403-62a6-4c9d-8380-220381215a69', 'route': ['p1', 'e5', 'i1', 'x1', 'p2', 'c5']}
1769473550.9671917,RECEIVED,962225cf-8837-4517-a74f-1d0f0aa7559a,0b6cfe47-14a0-4a8c-a34d-a8550c24905d,c5,c4,27,p1,?,surb={'id': '50815c9b-2726-4ec7-8a2e-6efe742b3f36', 'route': ['p1', 'e6', 'i9', 'x6', 'p2', 'c5']}
1769473550.9868207,SENT,53bc2a61-b1cd-456a-aedb-24b2dcededbc,16316057-7fff-4440-95aa-78d96fcee76d,c4,c1,3385,?,p1,
1769473550.9870987,CREATED,4d89d7de-912c-4186-8aea-a8474901d3c5,dccf98de-ba15-48e8-9573-da289206c706,c4,c1,27,?,?,surb={'id': '08ff6cda-7048-40d2-9f4a-29b197c77af8', 'route': ['p1', 'e2', 'i1', 'x8', 'p1', 'c4']}
1769473551.1871047,RECEIVED,ac8bc8b7-7f7c-41f5-aff3-aa543625dd39,38976854-aeb0-4e2f-9e92-b0ab062ee4c3,c3,c4,27,p1,?,surb={'id': '9ced3a0f-07a9-41ff-af3e-cf3560ae9232', 'route': ['p1', 'e8', 'i12', 'x1', 'p3', 'c3']}
1769473551.325563,SENT,1f4fd7c6-2d7e-4937-9734-e01db80bb138,21e5994d-24c4-4367-b56f-844b4a9e3499,c4,c1,3380,?,p1,
1769473551.3257098,CREATED,8da784ba-26a6-47db-8d06-6f1c9c883674,95f313f9-c8d4-4c5d-bf6f-ae9e3a0f4da8,c4,c1,27,?,?,surb={'id': '50fbcc64-0c96-474d-84fd-6b1066880ace', 'route': ['p1', 'e3', 'i3', 'x5', 'p1', 'c4']}
1769473551.4957962,RECEIVED,b4855ff4-669f-4f8e-9923-6fd12ad2607d,09342ff2-9c55-4f3d-ac88-c3c0d94164fe,c3,c4,27,p1,?,surb={'id': '0bd44465-a51d-4576-b3fd-89eb25896587', 'route': ['p1', 'e5', 'i5', 'x3', 'p3', 'c3']}
1769473551.559548,SENT,89da097d-9358-4b99-8979-c8554d9bf0a6,2aa3080a-3a85-4a5e-be94-0470d8be247d,c4,c1,3391,?,p1,
1769473551.5597012,CREATED,8732f25a-1d7a-44fb-a88d-d1d2e3e6401b,b67d4c02-6e2d-426b-82bb-feb8614f10d7,c4,c1,27,?,?,surb={'id': 'd263ecc0-a099-4207-ab36-41cfbf9c32e9', 'route': ['p1', 'e12', 'i9', 'x10', 'p1', 'c4']}
1769473551.7862186,RECEIVED,57d102f0-a033-4991-a8c9-743827f798a1,5ba21cd8-5eb4-4ea6-b3f5-c507debe5589,c5,c4,27,p1,?,surb={'id': '400d7773-1bfd-410b-95f2-13066f4993aa', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c5']}
1769473551.8381855,RECEIVED,65bd23e5-cab0-415f-97f7-4a149990bfe3,ebea45e6-19ec-4184-b4d5-bb9c103fd948,c3,c4,27,p1,?,surb={'id': '81316593-9ef4-413e-a041-2e4e867365b2', 'route': ['p1', 'e7', 'i11', 'x4', 'p3', 'c3']}
1769473551.852921,SENT,a35a609b-8a64-4e76-8a32-92b36ddf67c6,35cd8801-6c8f-4c39-96a4-c32f535667a4,c4,c1,3399,?,p1,
1769473551.8539217,CREATED,5402c621-98f4-4ac2-9cca-ad202fac8e4b,92b57604-a440-4107-abad-17293b91c907,c4,c1,27,?,?,surb={'id': 'b5c5f531-2b97-422e-b134-10c6cab45fc8', 'route': ['p1', 'e10', 'i9', 'x1', 'p1', 'c4']}
1769473551.9999316,SENT,7b746ca9-004b-4baf-92d7-fedc8fd0fc16,86b16c44-fa73-41ad-ab19-66685c7c5ed6,c4,c1,3401,?,p1,
1769473552.0000968,CREATED,a9f333ec-0d00-44a2-8ff2-421bcdf96e81,71741cf4-5152-4e97-8486-1aedab1f8149,c4,c1,27,?,?,surb={'id': '77d52b00-eca6-4063-9c3c-bd87c54dc431', 'route': ['p1', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769473552.0159268,SENT,a490d66d-17a5-4c09-b4e9-379ff4942d18,0379d16a-f37b-4c3d-9b97-0faee7e27fa4,c4,c1,3395,?,p1,
1769473552.016092,CREATED,409361a1-4290-408c-847a-733cdb78a32e,d5fd67e7-3fe0-4e6e-a64d-ab4de80a6ff0,c4,c1,27,?,?,surb={'id': '08b82386-904b-4737-b5ef-2ec7f5b22dca', 'route': ['p1', 'e10', 'i12', 'x12', 'p1', 'c4']}
1769473552.078212,SENT,5044d266-079d-4a0a-a9f6-91e38d6f0f0b,6c19669c-8b24-4301-ae97-2dd7d025d55c,c4,c1,3385,?,p1,
1769473552.0782874,CREATED,6cd3bf2e-744d-45ae-8880-15843595c684,f1b98fd3-afa5-48f6-9b95-195cce479b24,c4,c1,27,?,?,surb={'id': 'fcee5be3-348b-4582-92e8-c14229f95d27', 'route': ['p1', 'e5', 'i11', 'x12', 'p1', 'c4']}
1769473552.2933974,SENT,37f3cbef-4f02-4c01-b484-6ebadb40f140,426f8606-ba17-4b05-958e-305fda2435c2,c4,c1,3385,?,p1,
1769473552.2935486,CREATED,e232c496-de26-4680-917f-c296285b38b9,96022531-6da4-46db-993b-becc6556354b,c4,c1,27,?,?,surb={'id': '6ccbc9f9-d853-4165-8093-2a06b12f87fd', 'route': ['p1', 'e3', 'i8', 'x1', 'p1', 'c4']}
1769473552.3856323,SENT,9fcfdf5c-21b8-4b86-93e0-b58f7d3b914f,345164f3-721b-47ba-a66b-6bbe616db7e6,c4,c1,3400,?,p1,
1769473552.3858376,CREATED,1c48f56f-192a-47d8-a34e-e08f3938c422,ad24fd38-0d0c-4775-b55a-70aa697892e5,c4,c1,27,?,?,surb={'id': 'b5d7ba06-93c3-4f67-a4d7-14cec15c926f', 'route': ['p1', 'e10', 'i4', 'x9', 'p1', 'c4']}
1769473552.401504,RECEIVED,f0e8f802-f0c4-4761-bf87-5e10dff38dd3,28bb6a27-3ab9-466e-b524-9c68368b6f8e,c3,c4,27,p1,?,surb={'id': '4e68073d-4146-4c4d-9af5-065b7dfd7ea0', 'route': ['p1', 'e12', 'i1', 'x2', 'p3', 'c3']}
1769473552.8928099,SENT,aae9c2f0-4f05-4b2a-9729-1776f2167212,8b7292b5-2154-4d4d-bedf-a99200e82010,c4,c1,3391,?,p1,
1769473552.8929737,CREATED,b0ded850-f850-4314-b276-f50f4fb86783,47bf621b-f2cb-464a-8861-a189882ac226,c4,c1,27,?,?,surb={'id': 'b63a381c-968c-43d6-a0e2-bcdded898fd7', 'route': ['p1', 'e1', 'i12', 'x2', 'p1', 'c4']}
1769473552.9800413,RECEIVED,995faa3a-2ec2-463e-b1f1-22ed110914bf,15740646-aa92-452f-ba77-53b085ba580d,c5,c4,27,p1,?,surb={'id': 'e4a65b24-b7b8-4ff2-9854-753ba114beb1', 'route': ['p1', 'e6', 'i1', 'x9', 'p2', 'c5']}
1769473553.0838327,SENT,eab958c9-2885-4aad-9b9c-81608d62b049,9a0fbb88-2011-4788-9c9e-71549755724e,c4,c1,3406,?,p1,
1769473553.0839891,CREATED,875fa6a2-ffa6-4c71-8326-eee00277b8db,8588560d-5cb3-44ef-b19f-83c4ffb86162,c4,c1,27,?,?,surb={'id': '9af447bc-c258-43e0-8267-6b79b5f5d131', 'route': ['p1', 'e6', 'i7', 'x12', 'p1', 'c4']}
1769473553.209963,SENT,8010dccc-6426-4766-9aa4-9231def90c65,06fb3cfc-9be6-4349-974f-b74d35080fc0,c4,c1,3359,?,p1,
1769473553.210026,CREATED,5df99a65-2538-4a51-b6cf-f45c480e371c,ffc2e2b3-7cd8-4990-aa32-de3822369fb3,c4,c1,27,?,?,surb={'id': 'f4f889ae-c856-4b2f-bb72-3f66598d7acd', 'route': ['p1', 'e6', 'i7', 'x3', 'p1', 'c4']}
1769473553.2343168,RECEIVED,d8bb2db9-521a-44c6-97da-e862dd186535,c714a691-a6d4-4c0e-8140-abca5522d318,c5,c4,26,p1,?,surb={'id': 'cc5f5dcd-7521-4a22-96cc-edd6d4c137e4', 'route': ['p1', 'e9', 'i12', 'x10', 'p2', 'c5']}
1769473553.3058045,RECEIVED,f9bc111c-3f0d-4292-895b-f946786028ef,9d1b9252-7ffe-41e7-aefe-af77c5e08eaa,c3,c4,27,p1,?,surb={'id': '9e4f4d4e-94ce-4922-ad7c-77dc909480a2', 'route': ['p1', 'e11', 'i6', 'x1', 'p3', 'c3']}
1769473553.3312795,SENT,dccd203f-d1b9-4fe4-98e3-c8f159154d3b,bd974b56-1456-43c0-a2a2-24925f6d5f28,c4,c1,3359,?,p1,
1769473553.3314464,CREATED,18e6d10f-bbd9-4a49-9966-de056a8c5153,152808e4-e810-4280-8d39-77624443dbd1,c4,c1,26,?,?,surb={'id': '0afdb398-164b-4e92-a5e0-aecdb020abd9', 'route': ['p1', 'e3', 'i2', 'x4', 'p1', 'c4']}
1769473553.4454103,RECEIVED,b32dfe8d-67d4-47df-81b6-92b8e989d6f9,030ad5c0-d688-4cd6-84d3-cd0cc71835a3,c3,c4,27,p1,?,surb={'id': '46c5392b-8e72-4655-a8d4-a9275d7d2b5e', 'route': ['p1', 'e4', 'i4', 'x8', 'p3', 'c3']}
1769473553.452206,RECEIVED,e99fb5d0-ebe8-4694-b719-729761d57c61,57fd99c5-492b-4bf2-8180-cc7069fad2cf,c3,c4,27,p1,?,surb={'id': '76773763-99a3-4208-ac63-a24a35ecf8ff', 'route': ['p1', 'e11', 'i11', 'x7', 'p3', 'c3']}
1769473553.5647817,RECEIVED,026f59cd-16ab-4c5e-898b-cdd565d85d64,22d6e8ea-8eca-47d6-89d1-92bcedd93fbb,c3,c4,27,p1,?,surb={'id': 'd8408fbd-2657-4471-85a0-371733dedfd2', 'route': ['p1', 'e4', 'i1', 'x11', 'p3', 'c3']}
1769473553.620204,SENT,53ba6c6b-4e30-4e30-97be-aac0978d6d59,ccabb475-5fe6-4001-b6fb-b00d69630b01,c4,c1,3380,?,p1,
1769473553.6203535,CREATED,b8d35423-74d5-4dd8-8a22-80cf8cc5246b,ae66e5ed-f60a-4bfd-b584-30d8de0982e9,c4,c1,25,?,?,surb={'id': 'd76f3021-e9b5-4395-a5bf-568f1c1b0f6f', 'route': ['p1', 'e5', 'i11', 'x8', 'p1', 'c4']}
1769473554.0313277,RECEIVED,e410c532-f8bf-4f9b-8707-650ce0f7d6d1,9e15b942-6f53-4b79-bd1f-f521571cce55,c3,c4,27,p1,?,surb={'id': '733198c9-7d39-4d2b-9ce5-72509e2a9b24', 'route': ['p1', 'e12', 'i4', 'x4', 'p3', 'c3']}
1769473554.0423682,SENT,41e20f10-f8c4-4ff5-a16e-69b4fbf1bf35,45b6bf90-0cd1-4a32-b8bd-ca773a3dbd41,c4,c1,3377,?,p1,
1769473554.0425258,CREATED,95b6905f-5ea2-4f22-97bd-46658bd0d39c,620dddee-1efc-4f2a-9a40-922066568d40,c4,c1,26,?,?,surb={'id': '3d0c4a97-eafe-4c4a-b030-57274925e8a3', 'route': ['p1', 'e10', 'i4', 'x1', 'p1', 'c4']}
1769473554.3289127,RECEIVED,4134b761-73a6-42b3-9b0f-c09c15828d8a,97b242e7-531d-4b2d-a3f4-fa925a5e1fb9,c5,c4,27,p1,?,surb={'id': '184f6efd-d85f-424e-ad81-732df50d6fe4', 'route': ['p1', 'e1', 'i11', 'x10', 'p2', 'c5']}
1769473554.5543537,RECEIVED,a4efde09-2d1a-4efd-8386-7551e043a8f3,e608390a-64e2-49d1-9274-b60220da5abd,c3,c4,27,p1,?,surb={'id': '3ff7fb09-d6fd-4056-9c5e-2fcf36a91b56', 'route': ['p1', 'e10', 'i4', 'x7', 'p3', 'c3']}
1769473554.791774,RECEIVED,b0495490-b745-4ec5-b15b-b2c5f06a36bd,9081427b-dfd4-4679-a1c5-795ed0ef1108,c5,c4,27,p1,?,surb={'id': '2afe3b93-bbb8-4c8b-8a46-06387d3fc417', 'route': ['p1', 'e4', 'i9', 'x10', 'p2', 'c5']}
1769473554.8796027,SENT,2c65fa60-d43a-4275-a22c-1eb1c15773c4,31a553e5-c62f-4da5-b4c5-db4f51624bd6,c4,c1,3393,?,p1,
1769473554.8797216,CREATED,7da80b1f-d9bf-4094-9078-6855fe52c753,a7538673-2b1b-4a35-a974-c72346133d37,c4,c1,27,?,?,surb={'id': 'b8f87bd3-ad0b-43b7-92a1-b0cabe72c359', 'route': ['p1', 'e8', 'i6', 'x10', 'p1', 'c4']}
1769473554.944384,RECEIVED,2471a966-20ba-4791-9388-80748e2adbdf,77c8787a-7177-4f84-bec0-da53d37075c2,c3,c4,27,p1,?,surb={'id': '46538851-845b-4461-a943-2ae824b83ec3', 'route': ['p1', 'e4', 'i11', 'x10', 'p3', 'c3']}
1769473554.9588213,RECEIVED,7d695628-0946-408b-a95b-8fdc38734812,ab17d380-d54a-42e2-ac77-e36944ff7b60,c3,c4,27,p1,?,surb={'id': '5e244276-4d82-45ae-8487-e3f9a67c2fd2', 'route': ['p1', 'e10', 'i5', 'x9', 'p3', 'c3']}
1769473555.2738657,RECEIVED,c3353748-2ca2-4af7-a6cc-c683b8207cc7,147726a9-eef0-4974-970f-f01c15886a4c,c3,c4,27,p1,?,surb={'id': 'a47cf3b0-d7c0-49a1-b2c5-17a93fb04a69', 'route': ['p1', 'e3', 'i11', 'x10', 'p3', 'c3']}
1769473555.6863751,RECEIVED,ea3029e8-ca78-4d9c-bec1-2b81366e5ab1,82e6cd45-2786-428c-b02d-91a462dae454,c5,c4,27,p1,?,surb={'id': 'a38e9f70-a71f-4ec7-b6f5-e5bc76eaddc5', 'route': ['p1', 'e4', 'i1', 'x11', 'p2', 'c5']}
1769473555.7660763,RECEIVED,974b7842-e003-4162-93a1-5ba719f6f853,66dc3566-6d92-47c3-93d7-852d0bad179b,c3,c4,27,p1,?,surb={'id': '59189b6e-727d-469b-83e8-fcc8568bcd52', 'route': ['p1', 'e3', 'i12', 'x6', 'p3', 'c3']}
1769473555.9379084,SENT,b89d44ad-1333-4a02-9a23-ed3ece71a666,0ece10ff-3b0a-40a3-a9e7-cc7743ff3430,c4,c1,3385,?,p1,
1769473555.9380865,CREATED,c81d9b4d-bfc7-4837-b3d4-b1b7a2c9c9fa,2035e749-7a72-4af7-b624-797426878640,c4,c1,27,?,?,surb={'id': '344bfebd-c2fd-4cbf-bbe1-a414820e86c5', 'route': ['p1', 'e3', 'i1', 'x2', 'p1', 'c4']}
1769473556.2241218,SENT,ba09a2cc-4311-48d7-9de2-cc29de732c6a,2a182a77-ad9c-4f60-85da-7540b2d287c0,c4,c1,3383,?,p1,
1769473556.2242217,CREATED,5a97184c-7e2e-4671-84b1-289de5c93285,dde4891d-8758-497e-921e-ce2b06e667b5,c4,c1,27,?,?,surb={'id': '4473f948-ee78-4571-b35e-1b90812efcf4', 'route': ['p1', 'e8', 'i5', 'x5', 'p1', 'c4']}
1769473556.2294118,RECEIVED,d5ab2fb8-3bbc-4d07-98a0-1d90bff64811,38c4f701-d897-4b1c-9b31-b322ced50c15,c3,c4,27,p1,?,surb={'id': '1446c841-3ce0-4ed5-9d61-cd50ac405119', 'route': ['p1', 'e6', 'i8', 'x6', 'p3', 'c3']}
1769473556.2417738,RECEIVED,e1d4c645-e924-487c-b54d-2b8b5c80335c,dabe253b-1843-4c64-bcd2-c12f685c5337,c3,c4,26,p1,?,surb={'id': '6a4f4b03-fde0-4ae7-b18f-93a64f787ddd', 'route': ['p1', 'e10', 'i5', 'x9', 'p3', 'c3']}
1769473556.37299,RECEIVED,8b0b412b-3c7d-445c-aa8c-5d5b4a11d9b2,5feb51b2-3143-4e05-a193-66de192dd47a,c5,c4,27,p1,?,surb={'id': '1828c94e-2eba-4e12-b45e-ada181802bd9', 'route': ['p1', 'e12', 'i1', 'x12', 'p2', 'c5']}
1769473556.5218558,RECEIVED,453bc22c-3d4d-46e0-b2c2-1172a96a3dce,c54d81cb-c4b1-4fbf-8a1c-2c80d2ae0ece,c5,c4,27,p1,?,surb={'id': '9cd9955c-c805-4364-b8a5-cbe4b5ed1d47', 'route': ['p1', 'e2', 'i10', 'x3', 'p2', 'c5']}
1769473556.5260813,RECEIVED,0f115305-5637-4b40-8a4c-1572f08327cf,35bbc26d-c458-4c6e-9ca7-c3c5309f8c83,c5,c4,27,p1,?,surb={'id': 'b5713648-f7f2-4fcc-8483-3716b09fb7f0', 'route': ['p1', 'e10', 'i4', 'x11', 'p2', 'c5']}
