timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443305.4698138,CREATED,f5ef9038-1a73-49ec-b3db-47fec8730df1,5628e103-eee6-428d-90e0-24318b77c95c,c5,c4,26,?,?,surb={'id': '19face8b-e687-48b9-bbf8-dabf18017d9e', 'route': ['p1', 'e3', 'i1', 'x9', 'p2', 'c5']}
1769443305.4868925,RECEIVED,3db7d939-a847-48b3-b3b5-9f8365fb69df,bfc5fcf4-dce1-417f-9794-470a4f4ab978,c1,c5,27,p2,?,surb={'id': '0c44e3cb-a066-439b-a342-f5b068a43b84', 'route': ['p2', 'e8', 'i4', 'x10', 'p1', 'c1']}
1769443305.5758636,SENT,b5b7d846-f9ca-4f40-b85e-78ffc9f254eb,afb7c220-b54e-4a4b-a8ad-aa731818c141,c5,c4,3367,?,p2,
1769443305.5760078,CREATED,6e70f77e-47d9-41f9-90cf-480c8666bc7a,64bdebbd-e429-42c2-844c-2f21709857f4,c5,c4,27,?,?,surb={'id': 'e76cd2ed-b0eb-42eb-9a4c-ee0758af373f', 'route': ['p1', 'e5', 'i3', 'x9', 'p2', 'c5']}
1769443305.751253,SENT,9f9ef28a-57d2-42e3-9532-4f2cb8335dde,1b6304df-89e9-4401-98fd-61b2bb7d447f,c5,c4,3375,?,p2,
1769443305.7514238,CREATED,8d90a688-92ab-4928-a8ec-9fbdaaff6dc1,bc223a86-91f0-4dcc-921a-2600633990fd,c5,c4,27,?,?,surb={'id': '9bf94daa-b288-428c-b91c-f16d82773e53', 'route': ['p1', 'e10', 'i5', 'x2', 'p2', 'c5']}
1769443305.8093696,RECEIVED,6b8299f4-abec-433f-b66a-24105bfd9b77,a8c27734-4b70-4805-8153-95d8b457a571,c1,c5,27,p2,?,surb={'id': 'fcecfdf6-0088-43ce-be9e-e5125a2be0a6', 'route': ['p2', 'e4', 'i1', 'x9', 'p1', 'c1']}
1769443305.8381033,RECEIVED,4b537b5d-14fd-41d7-9c2d-c791ff05ecb0,513b3d81-d84e-4442-95ec-40b95ad52e40,c2,c5,26,p2,?,surb={'id': '1c5831da-e030-4683-92f7-3a1a7f884495', 'route': ['p2', 'e2', 'i1', 'x12', 'p2', 'c2']}
1769443305.8728998,RECEIVED,b1e73b32-6189-411d-84af-bccfebe362bd,b2b543dc-384d-4f53-ba63-16682e7faeee,c1,c5,27,p2,?,surb={'id': '3e1070d4-eda0-4bc2-8864-1b410e66c201', 'route': ['p2', 'e11', 'i9', 'x5', 'p1', 'c1']}
1769443305.9129915,SENT,bd33a941-ca5c-4a52-a2df-6ef74d3547fe,6a1ea559-4d29-4865-b9a5-52e2079deab4,c5,c4,3367,?,p2,
1769443305.9131656,CREATED,996f9875-8eba-41f8-bb66-e145f8adcd5e,e584de7c-b05a-4627-9e64-8c44a5ed14cc,c5,c4,27,?,?,surb={'id': '9b1d50af-018d-4796-86ce-62a8a9859b04', 'route': ['p1', 'e4', 'i2', 'x3', 'p2', 'c5']}
1769443305.9337125,RECEIVED,99d798be-c21b-4f04-a09c-822aba9fe911,444e7e5f-4ac1-429a-82f3-9715e792f0f0,c2,c5,24,p2,?,surb={'id': 'b9a14f7f-1f6e-4a55-b40e-ae85a814d58d', 'route': ['p2', 'e1', 'i3', 'x9', 'p2', 'c2']}
1769443305.939361,RECEIVED,948abb8f-6f3b-44da-9db7-fc9f4c18fc84,f6d89fe7-1107-42f4-8c25-3bbafe945297,c1,c5,27,p2,?,surb={'id': '1eaf6efb-26a2-40d1-960a-f0aadb8b1952', 'route': ['p2', 'e4', 'i4', 'x10', 'p1', 'c1']}
1769443305.9646935,RECEIVED,7b40c107-cebb-43a6-97bf-5b3f877be75e,82a97777-62c7-4303-803b-7f5ee9f6f587,c2,c5,27,p2,?,surb={'id': '524f5814-77bd-487d-ad8b-792a71cd4944', 'route': ['p2', 'e3', 'i3', 'x6', 'p2', 'c2']}
1769443305.9823053,RECEIVED,2e16bc71-494a-4778-be92-384ca2544009,ed2b5d1b-4e8a-4b98-9e8d-34e5d74bb2f6,c2,c5,27,p2,?,surb={'id': '91c14f0c-3b0d-456a-a986-3041e52d779a', 'route': ['p2', 'e6', 'i2', 'x6', 'p2', 'c2']}
1769443306.061217,RECEIVED,dadcc45c-55c9-4982-bad5-9d8532676999,05c557f6-d986-4c5d-a99a-37bd7f3be4d5,c4,c5,27,p2,?,surb={'id': '27d6a239-5450-49c3-99e9-ef1195c0f278', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769443306.0697334,RECEIVED,246891cc-d0e4-4f24-b46f-90871878f9a4,4e1b0784-d025-4a03-9442-855a40e8f712,c1,c5,27,p2,?,surb={'id': 'a045e89a-0b6e-4abc-afb8-a134f21d3b6e', 'route': ['p2', 'e3', 'i2', 'x2', 'p1', 'c1']}
1769443306.0746632,SENT,82576ced-fc5d-4552-98a5-3a7a67f16a4a,17d73e8a-d532-4272-8a90-852be41f2a7d,c5,c4,3383,?,p2,
1769443306.0748124,CREATED,ad5b954c-bf5d-48e4-87b1-6e6bbb5d1d02,27feccab-763b-439b-b47e-52b1645cd835,c5,c4,26,?,?,surb={'id': '271b43fe-3f09-4019-8cc5-e4e3cf71f45e', 'route': ['p1', 'e6', 'i5', 'x7', 'p2', 'c5']}
1769443306.1324158,SENT,b578fde0-48d6-4f52-a5b3-d717e21f8117,b9ccceff-cb19-47c0-924f-cb227faf12cc,c5,c4,3381,?,p2,
1769443306.132566,CREATED,2ae4c57a-3b44-4604-a658-b4551416b1f3,38dc6ec0-b13d-444e-b8f1-898260e6b809,c5,c4,26,?,?,surb={'id': '42ec41fb-ef3f-4028-8ddb-d3c76377352d', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c5']}
1769443306.2598066,SENT,9719dad4-011c-4948-b239-f722383aa481,6639e606-6cef-4711-8c13-1a82afb980a7,c5,c4,3375,?,p2,
1769443306.2599554,CREATED,0b6b1d93-553a-4c00-a5d4-26a6a55f5bf1,ff69fa05-d6a0-43ca-bad4-eb2d5dab6cee,c5,c4,26,?,?,surb={'id': '9900dd03-bb55-43c4-9f3e-bd996cdab662', 'route': ['p1', 'e1', 'i8', 'x2', 'p2', 'c5']}
1769443306.3186326,RECEIVED,be19bea2-014d-419e-bd82-616e821db7cb,185a55ea-442c-46d1-885b-fedf14858842,c4,c5,27,p2,?,surb={'id': '427d198a-3d39-494e-86da-a8da4016b03e', 'route': ['p2', 'e6', 'i9', 'x8', 'p1', 'c4']}
1769443306.324558,SENT,aa40da81-ccc3-472e-8cf8-ff53ac546837,f5595d33-b237-447f-975e-39fcc5646bb0,c5,c4,3392,?,p2,
1769443306.3247006,CREATED,9767b408-879b-4ae6-a6bc-a069ebefab42,b6af20e7-fe14-4c52-a9ec-15c82d748abe,c5,c4,27,?,?,surb={'id': '867635b2-162b-4b61-91f8-fafcbb4f9565', 'route': ['p1', 'e10', 'i2', 'x10', 'p2', 'c5']}
1769443306.342547,SENT,dbd52c15-cb5e-4e4d-af28-731e2243475c,77a5e188-9601-44f6-bac7-aa207a0b98b5,c5,c4,3372,?,p2,
1769443306.342693,CREATED,09e0d4f4-29f9-40dc-816b-7cfd42767793,6e55048e-93b3-44fe-8422-42a85e390f60,c5,c4,27,?,?,surb={'id': 'f41b169c-568e-4dfe-9d41-a4302490b498', 'route': ['p1', 'e11', 'i7', 'x1', 'p2', 'c5']}
1769443306.4326684,SENT,8d2e10f0-e75b-47aa-b3af-8fc1a5184055,a2324c9c-6598-460a-9fe2-8b85428e1a92,c5,c4,3375,?,p2,
1769443306.4328358,CREATED,4110953b-b078-4e05-bc5e-544ace938935,1d3c1489-7c0e-42d5-87f1-2523435146e5,c5,c4,27,?,?,surb={'id': 'ba8b1575-aa3f-4034-9a84-3cb03f4d7da2', 'route': ['p1', 'e5', 'i6', 'x3', 'p2', 'c5']}
1769443306.5023713,RECEIVED,37c01882-1f93-4ead-abeb-ca763fd41276,6d2bfb5c-076b-48ab-9501-751b602e2edd,c2,c5,27,p2,?,surb={'id': '9ab13ba3-f459-4dde-9022-76f9db51ff22', 'route': ['p2', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769443306.5219493,SENT,e80350b6-43ce-4e96-937f-78b96257c2f5,0305c441-0483-4be4-a79f-388b990cb22b,c5,c4,3355,?,p2,
1769443306.5221336,CREATED,8c71bf30-cbe6-4e33-9d5f-f47c15ee15ad,002e50c9-e4de-4ee7-8560-6d086c7b0e0f,c5,c4,24,?,?,surb={'id': '9355e7b8-2264-4d56-8475-828964146a67', 'route': ['p1', 'e2', 'i3', 'x6', 'p2', 'c5']}
1769443306.5373847,SENT,a648f0d9-6f45-4190-82ce-f8f2dabf1ae8,c7519588-a5c9-48ae-8ea4-e43e0a03ac99,c5,c4,3389,?,p2,
1769443306.5375402,CREATED,71d70559-a02a-427e-9be1-78a06ed0fb73,2997c2c4-1d2a-4aab-bcfb-cb4ea2b31966,c5,c4,27,?,?,surb={'id': '726a46a4-cd5f-4420-933f-1d4e978ee0a4', 'route': ['p1', 'e9', 'i4', 'x10', 'p2', 'c5']}
1769443306.5613606,RECEIVED,be783a26-3d07-4c18-8fcf-7856def8b2c6,44724f16-8385-4a7a-a8cf-350e048aa977,c2,c5,27,p2,?,surb={'id': '33d33fb0-5986-4fd0-a937-092f6e89e644', 'route': ['p2', 'e9', 'i12', 'x4', 'p2', 'c2']}
1769443306.580556,SENT,92034d58-2f10-4770-837b-a9d6e97d43d0,8e5b07eb-aead-4b77-9be3-9199f918cdf0,c5,c4,3399,?,p2,
1769443306.5807047,CREATED,b0e9a5d6-c428-450f-aa89-4fc7aaf8696b,9c20beef-2af3-48ee-8f3e-e7be60b0491f,c5,c4,27,?,?,surb={'id': 'e488214e-a295-4499-9b7b-8b445f085fdf', 'route': ['p1', 'e9', 'i9', 'x11', 'p2', 'c5']}
1769443306.710482,RECEIVED,d832214f-25bb-4cde-bcc0-dbe3fd39aa97,7ea376e9-9ca9-4477-9c05-3d0a28fdb9f8,c2,c5,27,p2,?,surb={'id': '7b6e8645-9ff1-4cf8-aa54-c048a00bd411', 'route': ['p2', 'e5', 'i12', 'x12', 'p2', 'c2']}
1769443306.7833352,RECEIVED,5cfc09a0-6f1b-4311-ad1a-5c60004ac54d,e36bf59b-5524-47bc-b313-ecb6ec3dd813,c4,c5,27,p2,?,surb={'id': 'bcf7880d-3904-4277-8fca-4c4a49fa8266', 'route': ['p2', 'e8', 'i8', 'x11', 'p1', 'c4']}
1769443306.9327037,RECEIVED,7c3c98ce-5f69-4017-abde-7053dd2f9c6d,c963b2b4-8b68-4a77-8b14-83a93ed84703,c1,c5,26,p2,?,surb={'id': 'c03c1b9f-e8f1-49c7-a5a6-518bbcd77bf2', 'route': ['p2', 'e6', 'i2', 'x9', 'p1', 'c1']}
1769443307.0301056,SENT,cc8fd966-b97e-4942-aeb3-568036ebf6b8,8bca1318-e517-4ce9-9b20-9aafe64aac7d,c5,c4,3396,?,p2,
1769443307.0304604,CREATED,4a8cafe8-6cfa-4a0d-abe1-5689f3947777,e64ac1a4-0384-4b8f-b087-550c6cc4641e,c5,c4,27,?,?,surb={'id': '0bc3ed72-3732-4a3b-93ca-6924aa3b9795', 'route': ['p1', 'e9', 'i2', 'x5', 'p2', 'c5']}
1769443307.2025812,RECEIVED,0ef5fa35-d975-49eb-ab31-0c12080620af,118b1e09-05db-433d-aa5f-f4bfea84f3ef,c1,c5,27,p2,?,surb={'id': '4394c62a-aea3-4092-ae00-f6dbef129684', 'route': ['p2', 'e3', 'i6', 'x1', 'p1', 'c1']}
1769443307.2240672,RECEIVED,19146f63-c1e2-4469-90ec-517fe8aec1a9,9b9ccf90-47b4-4dea-95de-13c2c3a97f8b,c1,c5,27,p2,?,surb={'id': 'bbb05312-6b3b-4df9-ae43-deca41bc639a', 'route': ['p2', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769443307.235275,RECEIVED,82f7c401-070a-484c-b2ae-fd2c5fbe5b13,0b21bb43-738a-414e-a8b7-603558fa57da,c1,c5,27,p2,?,surb={'id': '5d29cb12-524b-40f3-adfe-67393117886f', 'route': ['p2', 'e4', 'i11', 'x8', 'p1', 'c1']}
1769443307.2634728,RECEIVED,b1072480-87d5-4288-88f0-58475aac642b,edb7c207-dd91-4863-8bbd-72339cece893,c2,c5,27,p2,?,surb={'id': '44ab9779-e2f9-45c7-8cf6-5bcaa19434ce', 'route': ['p2', 'e4', 'i7', 'x1', 'p2', 'c2']}
1769443307.4832122,RECEIVED,2b388e37-dc7a-4371-b1b7-4e258ce41787,6f1c8ef4-ac51-43aa-87f2-df268b5d3a58,c4,c5,26,p2,?,surb={'id': '36a79b85-08de-4e23-9f42-601ef4d35ec8', 'route': ['p2', 'e11', 'i1', 'x6', 'p1', 'c4']}
1769443307.5689726,RECEIVED,4467e003-82f5-431d-be86-0bd468800970,63a839a2-5c07-4eff-927e-46ffb4865046,c1,c5,27,p2,?,surb={'id': '05cb373c-e6df-4088-9692-2422d3f65e0d', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c1']}
1769443307.6262517,RECEIVED,6ccb6f44-9956-4f6a-b04b-f7d849c9b871,c04e5472-bb7e-4ec1-ab09-34c421d9392e,c1,c5,27,p2,?,surb={'id': '52cd7853-66aa-441b-b081-f747777440ea', 'route': ['p2', 'e9', 'i3', 'x9', 'p1', 'c1']}
1769443307.6461527,RECEIVED,ac04e5de-05a5-4483-8682-3a023c82c25f,b9bb8c9c-f53f-4ce3-a620-d6eb86985917,c4,c5,27,p2,?,surb={'id': '61b597f4-2a3f-4196-b979-638df743bb09', 'route': ['p2', 'e8', 'i8', 'x4', 'p1', 'c4']}
1769443307.7516332,RECEIVED,a816ad91-8262-4530-b99d-7d1e5f713b92,2f4480ed-1ccd-424a-92ae-db5ce82d02d2,c1,c5,27,p2,?,surb={'id': 'bab5ae57-5a01-493f-ae0b-5af9da7d107c', 'route': ['p2', 'e3', 'i12', 'x11', 'p1', 'c1']}
1769443307.802035,RECEIVED,4bd10006-0ad9-40d1-8c75-ef7723ca701a,53466aad-b65a-4c49-817f-63da8234649f,c2,c5,26,p2,?,surb={'id': '28bb791e-92e8-4354-aaa2-a83d1dbae6b9', 'route': ['p2', 'e3', 'i6', 'x4', 'p2', 'c2']}
1769443307.8979552,RECEIVED,090dfdb8-bea5-499d-bed2-d9abd5fc1acd,88cd7ded-5a01-484a-8df9-023dbdff6e67,c4,c5,27,p2,?,surb={'id': 'f47eb17d-5f6c-4a47-a455-d6d9822c169d', 'route': ['p2', 'e12', 'i10', 'x2', 'p1', 'c4']}
1769443307.9845052,RECEIVED,9434e2d8-0a3b-416f-847b-bdb41b4db6aa,3044fed3-a51e-408e-b3c8-a01f0764729d,c4,c5,27,p2,?,surb={'id': '3d470f14-b518-43c6-96e8-08790637b5a4', 'route': ['p2', 'e1', 'i8', 'x10', 'p1', 'c4']}
1769443308.2203152,RECEIVED,b3a7f9e7-855b-42da-88ea-1337914e090a,cb1d5c04-b361-4c3f-81ba-9a04f3034e8e,c2,c5,26,p2,?,surb={'id': '15102b7e-41d4-4e15-b1e6-b46c9e57343f', 'route': ['p2', 'e4', 'i6', 'x1', 'p2', 'c2']}
1769443308.2844129,RECEIVED,f9fd598c-315d-48fa-87bb-def352fddce9,0bd06c80-e86f-4420-aab2-f97724af7784,c4,c5,27,p2,?,surb={'id': '4d5be3a6-c483-45ab-ad95-593875073fb2', 'route': ['p2', 'e5', 'i5', 'x7', 'p1', 'c4']}
1769443308.3874497,RECEIVED,c6abebf5-8bd8-40d5-b301-104d156c0744,ba5b6c3f-3dfc-4dcb-b2b7-2a18196fbc23,c2,c5,27,p2,?,surb={'id': 'cb5f2ace-8308-442d-b915-ecd97ae78a6c', 'route': ['p2', 'e5', 'i6', 'x6', 'p2', 'c2']}
1769443308.406594,RECEIVED,23bd0b1f-290f-447f-be07-b69f92f80e9a,6f51dd5e-c5b9-4f2e-8398-bd4620269a9c,c4,c5,27,p2,?,surb={'id': '93fe0b93-9d59-4cc6-bbb7-4474ac89835b', 'route': ['p2', 'e2', 'i3', 'x9', 'p1', 'c4']}
1769443308.465182,RECEIVED,7fe20f80-063a-41c4-87d9-67fb5a3287ef,26fad7a8-f59b-4a44-8ca7-e5a53807346a,c4,c5,27,p2,?,surb={'id': 'bd7415b5-76e2-4d40-b230-dace098c10f4', 'route': ['p2', 'e9', 'i8', 'x7', 'p1', 'c4']}
1769443308.5117698,RECEIVED,4c1e72a3-fafb-4e6d-abde-db66a63bd241,0a2ff10e-06b6-409f-90f5-3c5481df037a,c1,c5,27,p2,?,surb={'id': '37873232-7689-4693-9055-5857075852c3', 'route': ['p2', 'e2', 'i4', 'x12', 'p1', 'c1']}
1769443308.6696343,RECEIVED,db64afbc-1719-4bdc-9464-aeb377b9e49f,6c25895b-1dcb-42fd-912b-98b880853ab5,c1,c5,24,p2,?,surb={'id': '87361809-7c6f-404c-a601-644112080ae1', 'route': ['p2', 'e5', 'i9', 'x8', 'p1', 'c1']}
1769443308.676382,SENT,ebd8ca38-9038-435d-b80d-d7c101321e22,b4968542-849c-48d5-9c4c-ebd473fc3e7f,c5,c4,3392,?,p2,
1769443308.6765287,CREATED,d55c138a-936c-46b2-ad4d-80d049437330,0b5e3767-9419-4f4b-9d2d-88c703869fc1,c5,c4,26,?,?,surb={'id': 'a17980a3-e135-4284-8634-1a59efea1d7c', 'route': ['p1', 'e11', 'i6', 'x12', 'p2', 'c5']}
1769443308.8577354,SENT,ccd1111c-afd9-40db-86e5-247168cffba9,9eb32595-3d3d-4367-b22b-d06399d3dd50,c5,c4,3383,?,p2,
1769443308.8578863,CREATED,4f19add4-b3cc-4594-adf6-8da3e2100c4d,6fb11a3f-a6df-4bec-80aa-f479093323dd,c5,c4,27,?,?,surb={'id': 'f0a004bc-b049-4816-bd0a-a314a9d60987', 'route': ['p1', 'e11', 'i10', 'x7', 'p2', 'c5']}
1769443308.9921007,SENT,c410235a-354f-4905-ba65-d4868bd1a379,5f3073a6-ba64-425c-8d54-9522a340cfa9,c5,c4,3379,?,p2,
1769443308.9922678,CREATED,75fa171c-3870-4955-8435-25860e16212e,db20f7fb-af6f-40bd-9a86-a288ed9deb96,c5,c4,27,?,?,surb={'id': '2cd611ff-86be-4434-b6a9-1912786fb2ea', 'route': ['p1', 'e4', 'i1', 'x9', 'p2', 'c5']}
1769443309.005701,RECEIVED,d5e313c2-0478-4095-b92f-c7dc5e85b8f6,ac5af15e-6630-4207-ba02-fe781e44d110,c1,c5,26,p2,?,surb={'id': '4d4542ef-a9b1-4bbd-908d-1c9b1bfb59f5', 'route': ['p2', 'e8', 'i1', 'x10', 'p1', 'c1']}
1769443309.0815933,RECEIVED,6990addf-f533-4fb7-b56f-0bc56f074819,0610412e-63a0-4934-ad8c-6559ac56cc32,c2,c5,27,p2,?,surb={'id': '27efc2cc-61eb-4e24-8050-77433521fab7', 'route': ['p2', 'e7', 'i8', 'x7', 'p2', 'c2']}
1769443309.1501813,RECEIVED,a0da4d3d-fcff-4f56-8894-beba132ffdd2,5cc1083e-d95e-4969-8fe5-e8a63496b2cd,c1,c5,27,p2,?,surb={'id': '8c901202-0900-4ea9-847f-dc92fc384a64', 'route': ['p2', 'e6', 'i12', 'x5', 'p1', 'c1']}
1769443309.2962582,RECEIVED,8632cb7e-dad2-405e-9414-9cb3954679b6,bf8f2900-8bf3-496d-9fda-28ef575928f7,c1,c5,27,p2,?,surb={'id': 'dc617fd4-7563-4fc1-9d10-128cea638bf1', 'route': ['p2', 'e7', 'i9', 'x10', 'p1', 'c1']}
1769443309.3046443,RECEIVED,49f81701-aa30-4b9e-9a7b-a0d69e90be06,972a947b-863d-45ce-a47e-dc0fbb5eb945,c2,c5,27,p2,?,surb={'id': 'ac64f430-3d86-4ec6-82d2-9d21847f188c', 'route': ['p2', 'e11', 'i2', 'x8', 'p2', 'c2']}
1769443309.3162832,SENT,96a5b7bf-6acc-41a0-82bb-0d1aa3c14026,db19de0e-f8fd-441d-91af-26a3bb87bf9a,c5,c4,3396,?,p2,
1769443309.3163874,CREATED,59a19e68-c0f9-4d3f-8281-07b05ff01283,2c893cbb-f2ad-4492-8db7-837a7b1a8fbe,c5,c4,27,?,?,surb={'id': '519fffe6-af48-425b-acc4-cdfbd2df6edb', 'route': ['p1', 'e11', 'i12', 'x12', 'p2', 'c5']}
1769443309.482886,RECEIVED,7bf80f0c-b220-4a59-98c5-430c0d10a36e,e942f823-532e-43cf-9f61-99f2f6e13f0b,c4,c5,27,p2,?,surb={'id': 'febf9970-66ae-407b-aea2-d2005a592ed9', 'route': ['p2', 'e6', 'i9', 'x2', 'p1', 'c4']}
1769443309.6233869,RECEIVED,80a7a61b-b71a-4b5b-ba85-b4d41d767c92,d0a45f2a-8223-4560-a6f2-d8b563a7ec74,c1,c5,27,p2,?,surb={'id': 'c9eb50b9-e87a-463f-bb67-f38098c17f66', 'route': ['p2', 'e1', 'i1', 'x5', 'p1', 'c1']}
1769443309.7324743,RECEIVED,f0d2ac0a-3802-46b2-af5b-f53ddb0860c0,fd9e79e0-19e6-4a75-aa91-b48dbec31afb,c2,c5,27,p2,?,surb={'id': 'fce5b5a0-fa78-4fb0-97c1-abb51d67ccdb', 'route': ['p2', 'e3', 'i11', 'x6', 'p2', 'c2']}
1769443309.7536259,SENT,c087b20c-cc4c-4baf-9d2f-2e8e87ee6306,848d03cc-4857-45e3-af05-b0baa7968581,c5,c4,3379,?,p2,
1769443309.7537873,CREATED,e9825669-206b-4165-a23e-394738415f7d,b3c5f1c8-99a6-44bb-b2bf-1ae3f50ae9b6,c5,c4,27,?,?,surb={'id': '787ca0c6-7ad4-46fe-a7a1-fdef4ff534cd', 'route': ['p1', 'e1', 'i1', 'x6', 'p2', 'c5']}
1769443309.7786908,RECEIVED,7e0b98e4-b84e-448e-b6d1-4fb0aca542b0,44ebafc8-7e48-4512-940a-7f06d6eab0c8,c2,c5,27,p2,?,surb={'id': '61813ca5-ca84-4fa9-9937-3d030ad1a6b1', 'route': ['p2', 'e10', 'i4', 'x7', 'p2', 'c2']}
1769443309.8977516,SENT,fa95f772-c35c-435d-997e-febc4823973c,5701b378-8d1d-4795-9285-55789c0ca455,c5,c4,3388,?,p2,
1769443309.8978996,CREATED,8dd4abd8-ac8d-4e13-a18d-acbb8ae4ecbd,adeb892a-d023-4fb6-a2a7-9656b3b44926,c5,c4,27,?,?,surb={'id': '3cfdd355-2340-4745-b546-091963f99ef2', 'route': ['p1', 'e6', 'i4', 'x4', 'p2', 'c5']}
1769443310.0179508,SENT,6f71a665-02b1-4bab-8f74-7ebb7e28f37d,75b657df-b948-40d7-b9dc-200480783f7d,c5,c4,3380,?,p2,
1769443310.0185392,CREATED,24cfa6f7-c2e1-4b0b-b4e0-7f6c84dd8ea6,794b0b63-c9e4-4f51-9879-0345896373e6,c5,c4,27,?,?,surb={'id': 'bc5d1f46-4e40-403c-b98d-3fbe7b0a767e', 'route': ['p1', 'e5', 'i6', 'x9', 'p2', 'c5']}
1769443310.1245844,RECEIVED,dcea7edc-3943-4326-b7a6-4c39cf6c6419,72a4f773-bddd-48a1-bef5-cac7cd6313b8,c2,c5,27,p2,?,surb={'id': 'fdc56f5e-96c5-48e2-94d9-c751342dff6d', 'route': ['p2', 'e7', 'i12', 'x5', 'p2', 'c2']}
1769443310.1280317,SENT,748b17f6-b98b-4a9f-9aaf-b7ffefc00038,3514d90b-f09a-45f7-bcdb-050b2b0af998,c5,c4,3412,?,p2,
1769443310.1281939,CREATED,d6d774d0-fd80-4529-8cc6-262abe9d9d24,81b403bc-226d-4be7-ae05-008e31283315,c5,c4,27,?,?,surb={'id': '40b13331-d0bd-4083-8509-415c1fcbab5e', 'route': ['p1', 'e6', 'i3', 'x8', 'p2', 'c5']}
1769443310.154223,SENT,a739889f-19aa-427f-b030-0f3079b202b0,a59b2798-48aa-4a9c-8aa3-ee0725aefad5,c5,c4,3364,?,p2,
1769443310.1543713,CREATED,f3b94f07-50ae-458c-8828-d1668d31b159,31f3d5b8-c677-48df-89fb-8cf5788093eb,c5,c4,25,?,?,surb={'id': 'e14c74ee-022f-4a70-8915-d8dcbfd97d99', 'route': ['p1', 'e11', 'i5', 'x7', 'p2', 'c5']}
1769443310.2767093,RECEIVED,0590d01e-df99-410d-aa77-36056f83b81e,988a9b8f-e011-4443-aa3a-a9c8dc06fe09,c4,c5,26,p2,?,surb={'id': '0a75e0c3-ae98-46fc-8ce6-7ae2157e1655', 'route': ['p2', 'e11', 'i2', 'x5', 'p1', 'c4']}
1769443310.4451044,SENT,8b14f59e-6882-49ec-85a5-5eea224f386f,1f379797-5300-485a-b984-99cfe02b8ab0,c5,c4,3395,?,p2,
1769443310.4451811,CREATED,76b681ef-c0b6-40a9-b519-d66d850a4e19,b228293a-d243-41af-9c76-df6468ddd895,c5,c4,27,?,?,surb={'id': '189dec3a-1e0b-42e9-abd0-38ebe6f3c68d', 'route': ['p1', 'e3', 'i1', 'x9', 'p2', 'c5']}
1769443310.5004623,RECEIVED,a815d7d6-c9a3-41d3-878c-5402c877f75a,557a432e-e0bf-4667-a39c-973c6981c522,c1,c5,27,p2,?,surb={'id': 'bb6b4115-368f-4d43-a3ef-2467d7d90725', 'route': ['p2', 'e12', 'i8', 'x9', 'p1', 'c1']}
1769443310.5341756,SENT,62a4e394-c5c2-4c26-8b9b-a25ac70baacb,5578a29d-d993-4b5f-b7db-5ce9e8886fa9,c5,c4,3359,?,p2,
1769443310.534299,CREATED,572c4590-6c69-4710-8719-e362703966e9,c975c22b-221e-4ee2-942a-6b2cdff3d6d0,c5,c4,27,?,?,surb={'id': 'ebb3d0bc-cbb6-479d-82cb-d7102a23d944', 'route': ['p1', 'e3', 'i5', 'x2', 'p2', 'c5']}
1769443310.882169,RECEIVED,242809bc-50ad-4690-9a27-a3ae2bee02de,3d3ce617-813d-45dd-a25d-a91ff03fb0bd,c2,c5,27,p2,?,surb={'id': '5252ce4b-0d63-4ef1-8815-1c8471cf26d6', 'route': ['p2', 'e3', 'i8', 'x12', 'p2', 'c2']}
1769443310.8977365,SENT,c96901e3-e451-404e-83ef-46ce290f32f8,a6bc3808-4769-46fd-8ece-20266e18dcd2,c5,c4,3384,?,p2,
1769443310.8978806,CREATED,46da153b-5969-4d94-af03-6d93614efb56,f59ac76e-3284-4044-ba94-50ecbf8a6412,c5,c4,26,?,?,surb={'id': '2bd99412-8762-4b1e-9c0f-84a9239651ae', 'route': ['p1', 'e9', 'i8', 'x4', 'p2', 'c5']}
1769443310.988774,RECEIVED,afeceaa5-50e6-4756-92a5-49a2e48cb37f,a52364e2-0119-4a00-8070-23087a6cf778,c1,c5,27,p2,?,surb={'id': '5d58e12c-9e4a-4725-867a-becbd4040fd2', 'route': ['p2', 'e1', 'i1', 'x10', 'p1', 'c1']}
1769443311.2349167,SENT,a56f612b-f04a-40cc-b0fc-7480fe93abc5,e78ee129-4eab-4cca-99d8-fbf59d45d9a7,c5,c4,3393,?,p2,
1769443311.2350047,CREATED,15b9c853-893b-43a6-ae08-3540719bc576,59b22cda-9b69-4ad5-9122-bee673b0444f,c5,c4,27,?,?,surb={'id': '9bf2f15c-4177-45ff-a151-37067f7efdce', 'route': ['p1', 'e5', 'i11', 'x7', 'p2', 'c5']}
1769443311.2955368,RECEIVED,4cd902d2-3621-4961-871d-5acc2192f3b7,0052f7c9-54fd-489f-b554-1555ca1358a7,c2,c5,27,p2,?,surb={'id': 'cac75a71-6488-4da9-81fa-f92f0f139be2', 'route': ['p2', 'e12', 'i11', 'x5', 'p2', 'c2']}
