timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443669.050942,RECEIVED,293463a3-163f-4edd-8c9a-401004345b21,3a437f6e-e48a-4fd9-aaad-0781e2e1a9bd,c2,c5,27,p2,?,surb={'id': '3b8b9b53-c1e4-4573-b14f-948af51a34a9', 'route': ['p2', 'e8', 'i12', 'x11', 'p2', 'c2']}
1769443669.1126258,RECEIVED,a5c223ce-e903-4fbb-b7b0-8a0193b5dd4b,15561e6e-1b40-4b57-86ab-78552bcb0712,c4,c5,26,p2,?,surb={'id': '9bf8a754-17c2-44aa-a648-0dc686781b71', 'route': ['p2', 'e1', 'i10', 'x4', 'p1', 'c4']}
1769443669.1621702,RECEIVED,02fe4220-737b-455d-8cac-7080691c02cf,35a09c84-c8bc-42fc-92fd-ff9c38b679bf,c2,c5,26,p2,?,surb={'id': '8af6c027-4a7d-4e52-9fae-b82a214dbe76', 'route': ['p2', 'e7', 'i10', 'x4', 'p2', 'c2']}
1769443669.1901488,RECEIVED,b86b1955-1560-453d-8c0e-5a0d92a8f07a,7af05f3e-85fc-4038-abdf-2074693497cd,c4,c5,27,p2,?,surb={'id': '2142481e-234e-4d96-858b-a0d6f94ed5e8', 'route': ['p2', 'e11', 'i4', 'x10', 'p1', 'c4']}
1769443669.3952043,RECEIVED,c3a62e40-bd1d-4ede-bb90-a2ee176fa350,3c582ea8-00e8-4480-8397-4dcdc2c27415,c2,c5,27,p2,?,surb={'id': '932ab235-3ee6-4698-92d6-656eec3729ad', 'route': ['p2', 'e12', 'i7', 'x9', 'p2', 'c2']}
1769443669.4107995,RECEIVED,ec172dc9-b895-4c21-89e1-62b8326c31aa,033d3b0c-8b4f-4b89-bf34-e196f032debe,c4,c5,27,p2,?,surb={'id': 'b653dd7b-06e0-4a35-957d-7b6a7fb1b706', 'route': ['p2', 'e4', 'i12', 'x12', 'p1', 'c4']}
1769443669.533213,RECEIVED,efc078d4-2ce8-4909-9fe2-383ee4d591db,62c4e812-b8cd-4f09-8a53-9af0d60df9c8,c1,c5,26,p2,?,surb={'id': '86f41344-85e2-4a81-b23d-0549612c4eb0', 'route': ['p2', 'e3', 'i9', 'x12', 'p1', 'c1']}
1769443669.5361364,RECEIVED,0715f20d-ffb6-4617-b5df-bc648046d7ec,c6f22adb-fbf6-4605-ac3b-7761d5388c9d,c4,c5,27,p2,?,surb={'id': 'c9d8f753-4b31-40ce-ae00-6478fccc2be4', 'route': ['p2', 'e6', 'i7', 'x4', 'p1', 'c4']}
1769443669.6398935,RECEIVED,6e94132b-06f9-4f43-a336-ca3c66e7cad8,2d8b00ae-c489-4f2a-9051-a976f491465f,c2,c5,27,p2,?,surb={'id': '00e3f5fd-2723-4ab1-a95d-babbd43a9639', 'route': ['p2', 'e7', 'i3', 'x7', 'p2', 'c2']}
1769443669.6933553,RECEIVED,00fc94c9-20f9-4401-8e1c-50f19591c68b,0ac3600d-09b8-418d-8110-963d5e5e54da,c4,c5,27,p2,?,surb={'id': 'd3e0f781-1c2c-48e1-9ff0-2dcd05432ca4', 'route': ['p2', 'e12', 'i8', 'x11', 'p1', 'c4']}
1769443669.8088202,RECEIVED,59e847f6-ee4e-4675-8fa2-ce24e3c967af,ee81fcb9-3ea2-49e5-b443-d8cedcf9e6d9,c1,c5,27,p2,?,surb={'id': '70b6400b-85de-4ced-960e-7c9face10f8a', 'route': ['p2', 'e5', 'i9', 'x4', 'p1', 'c1']}
1769443669.8478515,RECEIVED,30f41d09-8f07-4310-a949-7b1fe7a0cd3f,fc91ee0e-299e-4421-b211-e46b3e813d32,c4,c5,27,p2,?,surb={'id': '1449be57-e434-47aa-87f9-2052665feee5', 'route': ['p2', 'e3', 'i2', 'x5', 'p1', 'c4']}
1769443669.8842807,RECEIVED,aa375320-3374-4ffb-b7b9-90b9ee63dfba,47a69b0b-5e91-46c3-8525-2f25315bd216,c2,c5,27,p2,?,surb={'id': '6b44e978-89c2-43df-a4b1-1e5710562214', 'route': ['p2', 'e12', 'i4', 'x3', 'p2', 'c2']}
1769443669.90565,RECEIVED,ebc94678-63ca-479a-b758-6140c3364781,f77a8bd9-ed0f-4eb1-a45d-3b4b4fe72f89,c1,c5,26,p2,?,surb={'id': 'd474aadb-759a-4ab0-8517-50a3f88c9fa4', 'route': ['p2', 'e3', 'i2', 'x4', 'p1', 'c1']}
1769443669.9710145,SENT,31cb1262-1037-4e3e-9276-4dee5b8eca11,da16f88e-365e-42ea-a4ed-6ae97ee5de6c,c5,c4,3400,?,p2,
1769443669.971158,CREATED,f33c7cf0-112e-42d2-acc8-d44278c25ca7,d2f640ea-89ae-4359-9640-ca50f5e2d2e6,c5,c4,27,?,?,surb={'id': '09561b0e-b734-47f5-9a85-f489e7592dba', 'route': ['p1', 'e10', 'i11', 'x4', 'p2', 'c5']}
1769443670.0127196,RECEIVED,29742e71-3371-4d4c-99a5-628586bb1d71,3279295f-33f2-4598-a053-bb8719cade9f,c1,c5,27,p2,?,surb={'id': '933a3606-7616-45de-a757-0d7c8a1e7f4b', 'route': ['p2', 'e10', 'i5', 'x10', 'p1', 'c1']}
1769443670.0791297,SENT,88e86bf5-bb8b-4a7f-b097-f600b315185d,481aabdf-fffd-445f-b403-f14bf88898d4,c5,c4,3388,?,p2,
1769443670.079333,CREATED,8c948d20-5296-4848-97e5-239c79f489f1,0d22c761-25fb-4dea-830b-509de982611d,c5,c4,27,?,?,surb={'id': '34ba70a8-ac0c-44dd-82f1-6d8a033cc893', 'route': ['p1', 'e7', 'i7', 'x1', 'p2', 'c5']}
1769443670.1167676,RECEIVED,ae35c89e-1f04-4159-b333-6eeea752115e,3f43156e-86b3-4bcd-b453-115ead85b788,c4,c5,27,p2,?,surb={'id': '68ef0382-74f3-4c65-bc5e-5ccc930f37a8', 'route': ['p2', 'e8', 'i8', 'x5', 'p1', 'c4']}
1769443670.1254513,RECEIVED,7c48ae84-4b00-4b1e-9ae7-7731ff9f9093,21cf0057-a36b-4ba6-9b57-4dda3496441e,c4,c5,27,p2,?,surb={'id': 'd2a38a03-2865-47e8-9f6f-f399f98c2f22', 'route': ['p2', 'e4', 'i2', 'x11', 'p1', 'c4']}
1769443670.1939604,RECEIVED,e8a07163-a1a2-42b6-8203-c7fd4fbe46f5,b05de09c-97e0-4743-9f37-7bb76fd31d5a,c2,c5,26,p2,?,surb={'id': 'e1a49568-a949-41ba-92cf-7c0715bd248c', 'route': ['p2', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769443670.4573514,SENT,7f56c466-8ebc-4b6b-9e8c-2305a71df714,3bcb126d-9249-47fe-86b8-ffd5ed37cd7f,c5,c4,3383,?,p2,
1769443670.4575005,CREATED,4f0527e9-c8ba-4621-ad56-542ce3a8e8de,c2e3262e-ba3b-4fa3-95a1-68f2d9d4b25f,c5,c4,27,?,?,surb={'id': 'a88d1f70-1c41-414f-ba58-40e83dbdd279', 'route': ['p1', 'e7', 'i12', 'x8', 'p2', 'c5']}
1769443670.467339,RECEIVED,9d2564a6-72e8-4b48-a32e-611a41934db4,bca48de9-0594-4baf-9715-f31260f5ff31,c1,c5,27,p2,?,surb={'id': '6eb7d849-aecf-4896-9bf5-a0615ec24e2a', 'route': ['p2', 'e12', 'i5', 'x1', 'p1', 'c1']}
1769443670.4845264,RECEIVED,fd85e22e-649c-42d6-9739-9842513e6181,1bd4a0bb-5f2a-49bc-aaf9-b23ce7da496a,c1,c5,27,p2,?,surb={'id': '029b08e7-df43-473c-82f5-b6d3458b93b7', 'route': ['p2', 'e9', 'i1', 'x8', 'p1', 'c1']}
1769443670.5059094,RECEIVED,17bb8963-f550-4d74-9514-c7f9ca4e1764,ffa8db60-9a30-4ff3-bf1a-d8fa5a98c776,c2,c5,27,p2,?,surb={'id': '87f44f5d-11d8-4278-9042-d10f33c91a87', 'route': ['p2', 'e1', 'i2', 'x9', 'p2', 'c2']}
1769443670.5169823,SENT,96042fc3-2385-45fc-86e8-f4c2aa3e5c8b,439459b3-7b71-41e9-ad74-82cd86728413,c5,c4,3375,?,p2,
1769443670.5170448,CREATED,49c1cd31-97db-4c60-8f3b-9bc064d196ee,fc444cd5-816a-47e3-addf-b10f01f832af,c5,c4,27,?,?,surb={'id': '68467ec5-c89f-4360-b421-546536146ee1', 'route': ['p1', 'e7', 'i2', 'x2', 'p2', 'c5']}
1769443670.71362,RECEIVED,21849dd0-c22f-4cbc-bb27-735e750691ac,5966dc2c-919b-4744-a9b8-1c5831c8da9b,c4,c5,27,p2,?,surb={'id': '3e4c99f5-dfdf-439c-b018-0b99d165bca7', 'route': ['p2', 'e2', 'i5', 'x12', 'p1', 'c4']}
1769443670.8796704,RECEIVED,806b79c2-544f-4ddf-bdb4-905861bfabe3,a12ef92e-fb33-487a-a6f6-24546033cbed,c2,c5,27,p2,?,surb={'id': '4f93b115-7c39-419c-aa0c-35d20af1836f', 'route': ['p2', 'e6', 'i6', 'x4', 'p2', 'c2']}
1769443671.0604048,RECEIVED,02328b29-2b5b-4be2-b272-e7d16f476ca4,c5c70e0a-be7a-4609-8bae-fdc0a31a9ed5,c1,c5,27,p2,?,surb={'id': '6c9a898c-5a4c-44cb-aa15-31dd0cec7642', 'route': ['p2', 'e6', 'i5', 'x12', 'p1', 'c1']}
1769443671.145939,SENT,4c6bc37a-07c5-4f3f-b9ea-ddda83b92bc5,b510afd4-00e6-4fa7-9076-c1e933f0e87d,c5,c4,3360,?,p2,
1769443671.146001,CREATED,70939b13-3a13-4e22-ac57-67e144270e49,49d5bc30-f348-499d-af1a-00ece43aa665,c5,c4,26,?,?,surb={'id': '0ef308b4-df6b-4acf-a9da-b47fdecedc2c', 'route': ['p1', 'e11', 'i9', 'x3', 'p2', 'c5']}
1769443671.2324708,RECEIVED,c6f0cb9d-be24-4867-9d4d-0386b1b10aaf,8ac88922-7af5-43da-92e4-726e8486e6b0,c1,c5,27,p2,?,surb={'id': 'f762c38a-8f6a-4d75-a968-3b4ea2cce0aa', 'route': ['p2', 'e2', 'i2', 'x10', 'p1', 'c1']}
1769443671.2414856,RECEIVED,4241aabb-7a7b-493b-b703-e1892a7ef7d2,17aa3233-269d-4037-a3b4-e191a0977764,c4,c5,27,p2,?,surb={'id': '3e74049c-d025-4670-9e29-519a4e7ee582', 'route': ['p2', 'e1', 'i5', 'x6', 'p1', 'c4']}
1769443671.6523387,RECEIVED,a87a8b35-6a93-4d0a-b345-5a1f3a9e1f81,c424256c-5265-4b58-afbb-d64739365014,c1,c5,27,p2,?,surb={'id': '7221e225-4537-4d71-8f8e-91a446358d5a', 'route': ['p2', 'e7', 'i1', 'x12', 'p1', 'c1']}
1769443671.8068216,RECEIVED,cc1314fa-47a6-41ea-8c31-570ebff4e996,1a2a930b-93ff-403a-a7df-2918d4a60d4b,c4,c5,27,p2,?,surb={'id': 'd2536b86-9d4c-4406-a9aa-8240c107267e', 'route': ['p2', 'e4', 'i11', 'x4', 'p1', 'c4']}
1769443671.8366,RECEIVED,eac45315-8ff2-4964-8479-31d8fbda10c0,58d8c6e6-4a63-4ac7-9c73-6916e2a7f9bd,c2,c5,27,p2,?,surb={'id': '4fdeea64-c7f6-44c3-9896-462aeb8e6342', 'route': ['p2', 'e4', 'i6', 'x6', 'p2', 'c2']}
1769443671.843133,RECEIVED,bff3f028-288d-42b0-926a-3088fa5eb7a6,1a2db7d7-d57e-45b6-b381-8bf884e9c608,c1,c5,27,p2,?,surb={'id': '4cdf9079-b9ea-4baf-a401-02f53acd9ef7', 'route': ['p2', 'e12', 'i2', 'x11', 'p1', 'c1']}
1769443671.895074,SENT,225a03a3-14c2-49a1-b582-9bb61547840f,1e1d6f42-714a-493f-bb5d-18da145da0f6,c5,c4,3379,?,p2,
1769443671.895186,CREATED,6dda65bd-f846-4e13-8f7b-5423aad2e3d0,b797fb5f-ab73-41d2-9701-bfe707927808,c5,c4,27,?,?,surb={'id': '2f21da89-1ad7-44cd-9a8e-fa51cc9372b8', 'route': ['p1', 'e3', 'i12', 'x8', 'p2', 'c5']}
1769443671.9573011,RECEIVED,f1f9d556-b5ad-4733-91ef-9ef2a3f9fc87,33da6150-48fd-4a2f-b2fd-e0f1d9374154,c1,c5,27,p2,?,surb={'id': '894643fd-4f86-4546-b845-3d86ee149f21', 'route': ['p2', 'e1', 'i5', 'x4', 'p1', 'c1']}
1769443671.997968,RECEIVED,36926506-0319-4500-8500-f523448b0491,2fd90eda-7ca4-4e28-a435-c5dc4a85052e,c4,c5,27,p2,?,surb={'id': '1260794e-a110-4b02-a8bb-dba76539bd56', 'route': ['p2', 'e12', 'i7', 'x2', 'p1', 'c4']}
1769443672.022433,SENT,944e8912-3056-444b-9c1a-a7e64b01485a,26c5ac7f-bad3-4d0b-9b8b-ef306b97beee,c5,c4,3400,?,p2,
1769443672.0225437,CREATED,6ca8016d-e6dd-4cb1-a93d-bca5be8ce8f2,53be8f14-076b-44d8-b527-a5c99bdb69a9,c5,c4,27,?,?,surb={'id': 'beace8c9-28bb-46cf-8919-3a25ed90670b', 'route': ['p1', 'e1', 'i11', 'x3', 'p2', 'c5']}
1769443672.0647566,RECEIVED,7539c952-77f3-4abe-82a1-f60f0b8adf89,81bce92e-4632-489a-9748-88aff48e120b,c1,c5,26,p2,?,surb={'id': 'c117fb6a-5d2a-4460-bfca-016b05ffc0b6', 'route': ['p2', 'e11', 'i6', 'x3', 'p1', 'c1']}
1769443672.1105802,RECEIVED,ca5ae1f1-1f70-46d5-a67a-234d11d5803b,4e72eab9-8225-48ee-9e4f-b5ffc71cc05b,c4,c5,27,p2,?,surb={'id': '9a93d0d3-c954-4b58-82d2-e792c0026aab', 'route': ['p2', 'e10', 'i6', 'x11', 'p1', 'c4']}
1769443672.1705847,RECEIVED,d2bc4161-35c2-4dc2-b062-a1488c926b73,6971562e-2511-4533-97ee-7b4a0f7100aa,c4,c5,27,p2,?,surb={'id': 'b65fba58-5d08-4e85-8239-010692463426', 'route': ['p2', 'e4', 'i6', 'x9', 'p1', 'c4']}
1769443672.3997438,SENT,fe927656-2b62-4e7d-8cf5-49af90052c52,8bc89c88-3671-4f03-a179-7fae3a745c89,c5,c4,3383,?,p2,
1769443672.399904,CREATED,0c40e3bb-bdb8-48fb-b302-d72480cc9567,079a9f0f-f8b9-4666-91ad-a2abcd13efbf,c5,c4,27,?,?,surb={'id': 'f1f67e72-e515-4c93-82dd-faf2cc4f6e61', 'route': ['p1', 'e10', 'i6', 'x8', 'p2', 'c5']}
1769443672.4442544,RECEIVED,35c79cc5-7278-4eb2-bc99-f481e03fb748,ea468a5e-9afe-4a4d-91d2-afe35493d55f,c4,c5,27,p2,?,surb={'id': '7898a8b1-bad9-4dd3-aea8-8b4d490bd916', 'route': ['p2', 'e9', 'i9', 'x9', 'p1', 'c4']}
1769443672.639108,RECEIVED,ef93cf68-444b-44d6-b42e-dd660551b4da,9353b393-bb98-436a-9819-66fe184c5db3,c4,c5,26,p2,?,surb={'id': 'fa644379-9bf1-47df-a1f9-dda7a769cbc2', 'route': ['p2', 'e7', 'i12', 'x7', 'p1', 'c4']}
1769443672.698698,RECEIVED,43e01b26-c829-49dd-ac29-a7d5fe56d021,a2634146-13f2-48cb-a078-db55ed37e8d0,c4,c5,27,p2,?,surb={'id': 'ee72d33c-21ef-4693-b582-10667d72785f', 'route': ['p2', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769443672.725389,SENT,ddb8eb57-efbe-4b1a-8f69-d95467dab548,1f7a8b2d-9662-456f-b710-31f54bc79b10,c5,c4,3392,?,p2,
1769443672.7258723,CREATED,351ca79b-7c95-4af0-880f-a67d29e434e9,0758510b-1aea-43ab-97d1-702f9fcb728a,c5,c4,25,?,?,surb={'id': 'f4afbe1a-20e9-4497-a510-d040494f958b', 'route': ['p1', 'e11', 'i11', 'x10', 'p2', 'c5']}
1769443673.1246283,RECEIVED,e0273eb8-13aa-4b24-9783-14312d90a472,9d33d9dc-9b18-4f40-b9f4-8e7e6d987318,c4,c5,27,p2,?,surb={'id': '6819f62f-93b6-413e-9c3b-f8827fc32ab9', 'route': ['p2', 'e12', 'i6', 'x6', 'p1', 'c4']}
1769443673.152946,RECEIVED,11f5f218-df0c-44b7-9ea9-93afd1a5fdc2,fb0e488a-75e2-4c57-9997-9b41a6310e35,c4,c5,27,p2,?,surb={'id': 'fcf6e527-9144-4300-baf7-a42a4e5ba9a2', 'route': ['p2', 'e6', 'i12', 'x11', 'p1', 'c4']}
1769443673.1650844,RECEIVED,a541a201-da42-46fb-9115-fb17cafed6d6,265cfb2d-5cd8-4dc3-98ac-752450abca36,c2,c5,27,p2,?,surb={'id': '7632e5b9-503a-4407-bd16-a9288504fcb4', 'route': ['p2', 'e3', 'i8', 'x7', 'p2', 'c2']}
1769443673.38641,RECEIVED,a1d70fb1-b892-4c00-a91b-9c2c56c01789,36468bba-d66f-4de8-b6bc-8bea05a9e4d9,c4,c5,27,p2,?,surb={'id': '9bc884c9-6aa0-4e01-b719-467575e3522d', 'route': ['p2', 'e7', 'i1', 'x11', 'p1', 'c4']}
1769443673.6769264,SENT,b7242234-a8f4-4ad0-9c9b-ebb670690fd8,a266fda2-2aee-4bbf-930a-ea09fca58580,c5,c4,3376,?,p2,
1769443673.6771033,CREATED,3491636c-393e-45ea-a3c5-c589e1887e44,d173163c-c4e0-4e72-936a-7e38892eeff0,c5,c4,26,?,?,surb={'id': '6c21bda1-532f-4808-a7b7-bc2424b38692', 'route': ['p1', 'e7', 'i8', 'x5', 'p2', 'c5']}
1769443673.775901,SENT,38c3d296-09be-41c1-a675-c49d1d0b1b40,961def9f-e64e-4d66-8691-9d5c56fa9c4c,c5,c4,3378,?,p2,
1769443673.7759826,CREATED,295806b6-8a99-4baa-9448-12997f1e7ff2,a79461f0-8918-4b14-b87e-4891b95b5d29,c5,c4,27,?,?,surb={'id': '3f2d1162-b4b9-49b6-a7c3-12c7d069b7f5', 'route': ['p1', 'e11', 'i7', 'x5', 'p2', 'c5']}
1769443673.9127474,SENT,869efb9d-3fbf-462f-b609-b5502278a362,9e9beccd-4110-48e4-8bd5-79de0a9052b7,c5,c4,3391,?,p2,
1769443673.9128435,CREATED,8b4dc322-fecb-4a6e-98d2-a36df4719b19,d173b5f5-4db9-4126-b993-428b4b358719,c5,c4,26,?,?,surb={'id': 'cf8e7478-c4ca-4a35-ac02-fc0096da6886', 'route': ['p1', 'e3', 'i9', 'x11', 'p2', 'c5']}
1769443673.9530375,RECEIVED,471bec92-20e8-4303-8f3a-9805265d435b,7a2f5867-3d83-4709-8394-fc577599da95,c1,c5,26,p2,?,surb={'id': '4849126b-3ce7-4954-82ec-b4b35523fcec', 'route': ['p2', 'e10', 'i3', 'x11', 'p1', 'c1']}
1769443673.9965866,SENT,a87684f9-e19b-489f-aebb-680b6209d5f3,7bf6b081-c69b-42ea-88d3-43e9154257f4,c5,c4,3360,?,p2,
1769443673.9967053,CREATED,c428f9bb-f64e-4636-a4fe-5e62027d1655,050b6710-cb82-4351-9be8-fc71c1054629,c5,c4,27,?,?,surb={'id': '4bfeba08-c649-458d-9b76-282b82eb6bbd', 'route': ['p1', 'e8', 'i8', 'x3', 'p2', 'c5']}
1769443674.1008034,SENT,b8f5d270-a669-4035-9db8-34e0920a5b12,a7879ad2-b121-4b3f-bd23-e557cc6784dc,c5,c4,3359,?,p2,
1769443674.100926,CREATED,e0ebf15b-6b3d-4d80-8047-cc33ef1bb432,78a17ffd-674c-437f-a393-e8c3f7b0a13c,c5,c4,27,?,?,surb={'id': 'dc375192-1c3e-458e-b075-ef04a158e05f', 'route': ['p1', 'e8', 'i12', 'x2', 'p2', 'c5']}
1769443674.1998003,RECEIVED,63b5d3ef-56b3-4324-8c05-25e583e7e233,a9853840-3287-42e1-868f-c0a4b2bfcdf4,c1,c5,27,p2,?,surb={'id': '38703869-8808-445a-a815-fb20f18d9c49', 'route': ['p2', 'e8', 'i10', 'x1', 'p1', 'c1']}
1769443674.2273464,SENT,8af181bf-1d45-4c2e-a09a-f351c1538916,0320eb4a-4db1-4803-a89b-e99d35f79a19,c5,c4,3355,?,p2,
1769443674.227469,CREATED,4a1f7b5d-f923-49f9-a3be-e9a6a533591f,cec972ea-9d4b-4056-ab44-b797e540709b,c5,c4,25,?,?,surb={'id': 'cfa46c8b-d670-4851-9b47-7de63081700c', 'route': ['p1', 'e1', 'i7', 'x8', 'p2', 'c5']}
1769443674.2784405,SENT,207b7c62-32c2-40b0-9cf3-db8be4d4d9d2,f3f0048e-a5d4-4d31-81b9-dbc31cf2eb3c,c5,c4,3359,?,p2,
1769443674.27856,CREATED,708ca792-1f6f-4011-b92b-2b76603498a0,b80e4db9-c928-4baf-b70f-c5a72a286abd,c5,c4,27,?,?,surb={'id': '62ef625d-fb35-428d-b8b7-6575a4654c0e', 'route': ['p1', 'e9', 'i4', 'x12', 'p2', 'c5']}
1769443674.4627688,RECEIVED,30b805bf-e304-463b-a0a0-3d920ee79374,fc8e039c-d058-4404-b27b-fcd9a7a29fc2,c1,c5,27,p2,?,surb={'id': 'dbf2fc09-a4ba-4afc-93f0-2554e42c4125', 'route': ['p2', 'e8', 'i7', 'x10', 'p1', 'c1']}
1769443674.4944859,RECEIVED,eecd88c1-397a-4576-8217-bb086c72ed82,51a33572-f836-422e-89ee-ff5d70e82d44,c2,c5,27,p2,?,surb={'id': '8c297f43-52a6-430a-97de-e707c5195486', 'route': ['p2', 'e11', 'i2', 'x8', 'p2', 'c2']}
1769443674.5634236,RECEIVED,ee4e856c-8f7d-4bef-ba8a-a847fde0062c,0a42e9eb-3ed9-4b5c-9eee-31a5ed630375,c4,c5,27,p2,?,surb={'id': 'f521b446-f3e8-4038-b4d9-82ed43d8399a', 'route': ['p2', 'e9', 'i7', 'x11', 'p1', 'c4']}
1769443674.664455,SENT,07395842-914d-41d7-9d76-0316dc6837c8,8626b2b2-de76-4e9b-ab40-8ea817a26866,c5,c4,3374,?,p2,
1769443674.664593,CREATED,b67bc17e-e3be-4b19-a18e-2ef4d3ab7a06,376d36c4-1bd0-4453-80a6-bbc06eb3cdd6,c5,c4,26,?,?,surb={'id': 'dc19fed2-f0e1-4c50-853d-55d0e92425b6', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769443674.6802554,RECEIVED,cae4f360-3c6c-46a6-af2c-0e17534ea31b,f1b8c543-324e-40d8-ba49-879e2f8d1b45,c4,c5,27,p2,?,surb={'id': 'febebcae-c9a4-4c15-ac6d-0613e4d3e10d', 'route': ['p2', 'e6', 'i10', 'x4', 'p1', 'c4']}
1769443674.807029,SENT,f2362fae-374f-4abd-896b-cfd75199c8ef,0c73ff14-95f6-4871-a7d5-f62457c23ebf,c5,c4,3371,?,p2,
1769443674.8071952,CREATED,c2d2e712-95f3-45ae-bbb7-546b9ce86ed0,f000a31f-3704-410d-abc9-c2ad6b4dfae1,c5,c4,27,?,?,surb={'id': '51f5847e-f8d0-45a2-bb24-ec126ed9cc82', 'route': ['p1', 'e12', 'i3', 'x7', 'p2', 'c5']}
1769443674.8689299,SENT,369e38c6-562b-4fa6-b490-16d3cb8b6fd2,66e4eff2-e7dd-4d7a-b2cd-e08af0b2b745,c5,c4,3382,?,p2,
1769443674.8690996,CREATED,f172667b-3060-4bd0-996e-5dae85b7441e,080a6dd2-54e3-46c1-9944-d6f0517ea622,c5,c4,27,?,?,surb={'id': '544277ad-b2f2-420f-8ab7-e186068c2a54', 'route': ['p1', 'e2', 'i2', 'x2', 'p2', 'c5']}
1769443675.0131843,RECEIVED,66ae5a21-9068-45a9-a01e-b0969a8fbfb4,c0488620-44b1-41fe-8211-c379df717f6e,c1,c5,27,p2,?,surb={'id': '305cc08e-361d-4354-aaff-44fe55110f00', 'route': ['p2', 'e5', 'i11', 'x2', 'p1', 'c1']}
1769443675.1294985,SENT,2ee0e2fe-08cf-4ea9-a961-004f2e7d9b5c,2ab5e2dd-03b5-423e-ae19-e068aceedf36,c5,c4,3382,?,p2,
1769443675.1296477,CREATED,9f073f08-dabf-4233-be7c-04cf74709ed9,27bd0dfb-0211-4fd0-81b8-654811ced68d,c5,c4,27,?,?,surb={'id': '61017108-8b89-449c-9604-a145ca882eee', 'route': ['p1', 'e9', 'i3', 'x11', 'p2', 'c5']}
1769443675.1499348,RECEIVED,a71c1bf0-587e-4bc0-89d1-3cd57e8ef294,d13ad586-d0f2-47c6-b891-d3d2e42f7abc,c1,c5,27,p2,?,surb={'id': '7a7dd784-9a7a-4135-b8a9-8cc7c28b1654', 'route': ['p2', 'e6', 'i6', 'x9', 'p1', 'c1']}
1769443675.26843,SENT,d4eabf87-790b-42ef-8ac2-f311e4738779,650a77bf-d7e8-48b0-8e98-be0864677402,c5,c4,3359,?,p2,
1769443675.2685997,CREATED,1fa2ee1b-0285-43cb-9f2a-6994f8910a6c,1ea27f2a-6c83-47b3-a3b0-755af3281b2f,c5,c4,26,?,?,surb={'id': '388a1780-2139-4335-aab0-a10e9252bf99', 'route': ['p1', 'e5', 'i5', 'x3', 'p2', 'c5']}
1769443675.280959,SENT,a0e09e27-401c-4dc5-bb66-9ff29822035a,45b627ac-e8f6-4f46-a060-2d9016e453b2,c5,c4,3383,?,p2,
1769443675.2811487,CREATED,709055e0-0b3f-4573-a9b8-da39c20868e5,0d77f411-ec5f-4727-bb66-14a44dd61d48,c5,c4,27,?,?,surb={'id': '2b96976c-6cf7-4e26-b852-a4d34d8f8d07', 'route': ['p1', 'e5', 'i1', 'x4', 'p2', 'c5']}
1769443675.281536,RECEIVED,953821d3-7e16-4708-8265-1f2db12786dd,b97553c7-4742-4ffe-8c05-dfc03abf47bd,c2,c5,26,p2,?,surb={'id': 'c0c9dc9e-9cbb-4004-9250-8178552ccba1', 'route': ['p2', 'e10', 'i10', 'x2', 'p2', 'c2']}
1769443675.4028509,RECEIVED,2e7ef2e4-7cde-4041-b591-18bea470b959,8f5c1e21-f035-4b04-8809-13ff8c7dad9a,c4,c5,27,p2,?,surb={'id': 'b4f991d6-8fd9-412d-a797-821208ca75f4', 'route': ['p2', 'e1', 'i12', 'x5', 'p1', 'c4']}
1769443675.6675103,RECEIVED,af531440-1c59-4588-9bad-603fdbe65c2f,e0143767-3835-4306-bf16-79292ae94128,c2,c5,27,p2,?,surb={'id': 'ce1b0562-8ef9-427a-b4a2-626b49d8f46d', 'route': ['p2', 'e2', 'i10', 'x12', 'p2', 'c2']}
1769443675.752229,RECEIVED,c4780b32-dc8b-44f7-a304-69bf6e0c5a52,96e59699-040b-4be1-ba4c-0b1f17efceb4,c1,c5,27,p2,?,surb={'id': 'b7d742bf-d2dc-4920-b913-093cc52ef219', 'route': ['p2', 'e1', 'i8', 'x2', 'p1', 'c1']}
1769443675.7815127,RECEIVED,95cab532-1917-4001-981f-d0fd01178cf7,7bea2a0e-fb7e-4227-8ef6-c128093dbc17,c4,c5,27,p2,?,surb={'id': 'c1b8e24f-e1ad-4c47-9a6e-613743a213a6', 'route': ['p2', 'e4', 'i10', 'x2', 'p1', 'c4']}
1769443675.8055007,SENT,8daeb2d0-1cd6-4572-a6b4-d2e4d71630d1,3b6882d1-df49-422d-9d0e-297e18f39d2f,c5,c4,3361,?,p2,
1769443675.8056743,CREATED,8e9d18a3-fd4e-4b85-bcc6-44664fb6915c,b533c3c7-aeba-4abb-8a6c-95571035b741,c5,c4,26,?,?,surb={'id': '0fc1334b-8599-4829-90dc-12b7e9ec1fc8', 'route': ['p1', 'e6', 'i3', 'x8', 'p2', 'c5']}
1769443675.8901415,RECEIVED,26a9b9f7-ef63-4812-afd2-56b34ec7f571,2db72ed1-ed14-40ab-afcd-13c9ef67cde3,c1,c5,27,p2,?,surb={'id': '6d171727-262f-40c4-8131-5946963fe38f', 'route': ['p2', 'e7', 'i2', 'x11', 'p1', 'c1']}
