timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443276.7505467,RECEIVED,e996e283-cbde-46da-8101-70a3b21ba103,66b41838-8db2-4e30-bde3-7fa6aac7fdb4,c3,c2,27,p2,?,surb={'id': '2d8a9444-087a-4be3-9436-2f184a28eef2', 'route': ['p2', 'e10', 'i3', 'x8', 'p3', 'c3']}
1769443276.857195,SENT,52322384-cd6a-48d2-a9c4-1a29aab6859b,820554b1-4ba7-40ab-9a56-af534e405378,c2,c5,3392,?,p2,
1769443276.8573472,CREATED,13cd868b-d22f-4396-b6fc-786002aafcb3,8237254e-08e9-4394-ba1d-9dda0d309128,c2,c5,27,?,?,surb={'id': '743f3676-37bd-43db-9c2c-43dc36a3bbd8', 'route': ['p2', 'e5', 'i5', 'x6', 'p2', 'c2']}
1769443277.1564732,SENT,487cbd2c-efe6-450f-921c-8797b60b060f,b3ec3988-5150-4779-93af-faaadbe0874e,c2,c5,3356,?,p2,
1769443277.156576,CREATED,5f4cf92d-b2bd-49e4-afe2-e782a9aa76f1,93a57e1f-8d98-4eca-890e-5a5c878a7288,c2,c5,27,?,?,surb={'id': '3bdda067-955f-41c4-9ef9-9afda536e231', 'route': ['p2', 'e8', 'i11', 'x5', 'p2', 'c2']}
1769443277.2779799,SENT,13cc1cb8-a397-403d-88cd-5f04e5bb6648,3a21c03b-68a9-4312-b32c-eb4cc0ecc8a5,c2,c5,3367,?,p2,
1769443277.2781398,CREATED,0d9abce2-36b7-4c4d-a256-5727bcb6d5c1,b8535dc9-d8aa-458b-b332-6afaf8c9f414,c2,c5,26,?,?,surb={'id': '34db3be6-bb57-46e7-b9ca-13528c2e3410', 'route': ['p2', 'e9', 'i8', 'x8', 'p2', 'c2']}
1769443277.4388506,RECEIVED,2552120a-8f49-4f2e-965c-b1cd741ce61f,e6d415cd-3cd7-48d3-9073-7fee3d967c00,c3,c2,27,p2,?,surb={'id': '0f9d77bd-c0a8-4c5a-9239-770f2b317f41', 'route': ['p2', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769443277.4666963,SENT,f417ad89-5db7-4cad-9ee9-68a41dca4d12,94f062de-052b-4e2a-9218-28935c821489,c2,c5,3371,?,p2,
1769443277.4668267,CREATED,28eb6698-5005-4b02-9a58-aca81f36eb08,db5fc6c7-e307-4d9c-9974-05812e8633b1,c2,c5,27,?,?,surb={'id': '7dbcb27c-8118-49e3-aba6-75aa693dbef3', 'route': ['p2', 'e3', 'i2', 'x4', 'p2', 'c2']}
1769443277.5115845,SENT,644be563-cc9c-4071-87bd-b6c0045c8043,9e9d4cee-c7f6-4284-b026-018f8139cfeb,c2,c5,3377,?,p2,
1769443277.5117204,CREATED,67af629d-76e6-44ad-8df1-ec792af913ac,c046dda3-3466-4c25-8837-69882f830223,c2,c5,27,?,?,surb={'id': '90f9aef6-33b9-4f9c-b7b1-63841d05a452', 'route': ['p2', 'e9', 'i6', 'x11', 'p2', 'c2']}
1769443277.6539028,RECEIVED,9b49ed58-79d2-40e6-998e-4da4a1d63436,655dabfa-e52b-4170-8ffd-a379740c6d01,c3,c2,27,p2,?,surb={'id': '88e57d39-37be-4f6d-b23d-e9de2c344b97', 'route': ['p2', 'e4', 'i12', 'x6', 'p3', 'c3']}
1769443277.6622808,RECEIVED,9ddbe60b-7cf1-4114-b9df-92f838bcad1e,a2c6083d-d200-4a56-af0f-24a62357d46b,c3,c2,27,p2,?,surb={'id': '0a3ea471-72cd-4044-9e7e-24bb784f27ad', 'route': ['p2', 'e4', 'i2', 'x11', 'p3', 'c3']}
1769443278.070088,SENT,c7ad3ad2-ffe6-47f5-b23b-a09e8d36370b,5ddfe0c4-6260-4124-8984-858e494617f7,c2,c5,3383,?,p2,
1769443278.0702434,CREATED,325efc4d-8917-4a8d-b0da-e825f6dd0432,87c74260-1c7b-42e5-a7d4-28bfedc4f496,c2,c5,27,?,?,surb={'id': '62807687-61ab-42dc-bb17-7d3cd8d52bb3', 'route': ['p2', 'e12', 'i8', 'x8', 'p2', 'c2']}
1769443278.8578448,RECEIVED,e0b7e09d-6c3e-433e-a9e4-c57fbbe7764c,79ca39a6-faf8-4c5c-95ef-a6e2c491c290,c3,c2,27,p2,?,surb={'id': '98b9039b-7ffa-44d7-bc4c-536f1cb7a8e7', 'route': ['p2', 'e3', 'i11', 'x10', 'p3', 'c3']}
1769443278.8886983,SENT,446d99c5-b03d-410a-b3ed-8ac64e479e77,2d9f2220-0511-47e2-a5c7-51ae741bb7a9,c2,c5,3376,?,p2,
1769443278.8888466,CREATED,af7a6faa-fa05-4ee3-a2ff-1e8d7fc0a8e4,a053d79b-29a2-42a9-afec-18f16a025860,c2,c5,27,?,?,surb={'id': '93a578ed-fdfd-413e-bb1d-a5160bda7dce', 'route': ['p2', 'e3', 'i1', 'x9', 'p2', 'c2']}
1769443279.485178,RECEIVED,1f96a684-004e-47ab-afa9-9b5f4144af9a,25824afe-0a4e-4f1a-bf69-b549102038b6,c3,c2,27,p2,?,surb={'id': 'd0fb8def-f2f8-4594-a5e6-6f1315dcf19a', 'route': ['p2', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769443279.7826736,RECEIVED,aa7db6b8-0f28-4552-8320-6810ef7a46cd,91042698-828e-4482-a533-b087c27ad424,c3,c2,26,p2,?,surb={'id': '3bf501f9-01eb-4fe2-8568-dee2c94f5118', 'route': ['p2', 'e8', 'i9', 'x5', 'p3', 'c3']}
1769443279.8026474,RECEIVED,9f69a5f3-4807-450e-8755-e459f94ce9d3,0f836913-f04f-42e3-a757-b61bb075cb20,c3,c2,27,p2,?,surb={'id': '89fb85e2-181f-4232-b5b8-870ca6af4ead', 'route': ['p2', 'e10', 'i3', 'x8', 'p3', 'c3']}
1769443279.989543,SENT,3278d026-4072-4dca-8c86-1bcb12c01001,f85cb055-eb8e-4570-bb87-e5d979062979,c2,c5,3382,?,p2,
1769443279.9896894,CREATED,cd98c85f-3c70-401e-a95c-3a1b609df5d7,e7b4bafe-ad18-4fb7-a1d0-3c826517c602,c2,c5,26,?,?,surb={'id': '548f7aef-189b-423f-8f93-c0e6177358dc', 'route': ['p2', 'e6', 'i9', 'x4', 'p2', 'c2']}
1769443280.4205976,SENT,fecca599-3f18-48d9-a54f-c80f97b27954,0d636eac-5fd7-40a4-bc1e-e55b1bbf0ab1,c2,c5,3380,?,p2,
1769443280.420788,CREATED,6d1c0169-b999-47f6-89fe-a0fa8562ba71,052ea1c2-c1c1-409f-82f5-5c256d5ae04b,c2,c5,27,?,?,surb={'id': '2f2b980d-6af9-475a-b5fc-ca5760e6f2c1', 'route': ['p2', 'e3', 'i12', 'x9', 'p2', 'c2']}
1769443280.5356243,SENT,181b5ff7-23d1-45be-8bfb-ceb3e144e7e6,df3047d2-56ec-415e-906b-4786e825cc9c,c2,c5,3362,?,p2,
1769443280.535772,CREATED,cfb8a145-f34e-4ac5-b2a7-84d7ab901864,8d68218b-362d-4e06-96fb-e0a0134c4042,c2,c5,27,?,?,surb={'id': 'c090b3e6-0a96-48fa-b5fa-bc8088388593', 'route': ['p2', 'e2', 'i12', 'x4', 'p2', 'c2']}
1769443280.6236045,RECEIVED,1b07654f-68ea-4947-916e-4edd8a82c17b,1d6044e2-d31f-4e70-b371-bcfca8da566b,c3,c2,27,p2,?,surb={'id': '1cb661d8-c00f-4c96-acb2-44da971ba0cf', 'route': ['p2', 'e8', 'i5', 'x7', 'p3', 'c3']}
1769443280.7322254,RECEIVED,3ce36388-2b32-44f0-9569-5419e199dac6,8d51cbb4-2b3f-43b7-a996-57b44647df9e,c3,c2,27,p2,?,surb={'id': 'd6c2b09c-c768-45fb-bb52-cf26f55c0fa8', 'route': ['p2', 'e2', 'i11', 'x9', 'p3', 'c3']}
1769443280.7403023,RECEIVED,21c47839-9109-4e86-80ed-7a6370529aca,856722c4-8437-4b63-9765-7481fdf614d1,c3,c2,27,p2,?,surb={'id': '4d48a762-8190-42fd-9684-5a99f5b567a5', 'route': ['p2', 'e3', 'i2', 'x5', 'p3', 'c3']}
1769443280.8093235,SENT,01d90a23-c633-4de0-9c85-425d9bbd146e,0a7778ca-f7b9-449a-bc23-485843560a7f,c2,c5,3384,?,p2,
1769443280.8094704,CREATED,2e89c063-e707-448f-a474-b82ba24612e9,444cb349-45f7-4d1a-82c7-bf11ffc274b6,c2,c5,26,?,?,surb={'id': 'f419d130-9652-4172-9333-e4fc9a1cc19b', 'route': ['p2', 'e12', 'i4', 'x2', 'p2', 'c2']}
1769443280.8861194,RECEIVED,c8011aa5-a630-41fe-a825-e45462da151d,f14623b8-d8ad-45f1-a753-1eb49680af03,c3,c2,27,p2,?,surb={'id': 'c3324cf2-e4eb-4765-8f40-fb5d5beb5e1a', 'route': ['p2', 'e1', 'i5', 'x3', 'p3', 'c3']}
1769443280.9716713,RECEIVED,6f5be711-dbbc-4bad-94fc-caf63dba862a,19605c4f-f2a4-45d9-9992-771305f644bc,c3,c2,27,p2,?,surb={'id': 'eebd54ab-86c5-4a50-894b-9608b77c1c26', 'route': ['p2', 'e1', 'i1', 'x11', 'p3', 'c3']}
1769443281.0143712,RECEIVED,3b253f6d-71ed-4bcc-9b41-41ca164cda8e,4e82ff7c-5ca3-4c0a-85dc-c741bbcceb1a,c3,c2,27,p2,?,surb={'id': '73947369-b359-4608-9a8a-dc1ebd762ab1', 'route': ['p2', 'e6', 'i8', 'x1', 'p3', 'c3']}
1769443281.5326781,SENT,34df59e5-ea8e-44c8-91ad-9b60a78056f5,5eed6928-579c-4a59-a3f4-3e78502f3056,c2,c5,3371,?,p2,
1769443281.532839,CREATED,8f6598a9-29d7-4964-9b2c-b7fbe575b25f,6a46d143-b273-4e7d-b321-f3effa4f24d4,c2,c5,27,?,?,surb={'id': 'd03bf7dc-4948-436b-bdb9-3026f4d3d74a', 'route': ['p2', 'e5', 'i1', 'x4', 'p2', 'c2']}
1769443281.727368,RECEIVED,f04a75b4-28e7-49a9-9178-fa017fb2612d,307545e0-1916-44ae-bfb0-4f6fe8554b27,c3,c2,27,p2,?,surb={'id': '61700b3d-e54d-40f7-8b66-8f5d7656c080', 'route': ['p2', 'e10', 'i7', 'x9', 'p3', 'c3']}
1769443281.7784643,RECEIVED,b99abdcd-4c5c-4869-a2bf-1980ad8ebe4e,0bf51bf2-113b-45ac-bc36-43611edc0666,c3,c2,27,p2,?,surb={'id': 'f62e4354-b7eb-413b-80c8-a3a30b419bfe', 'route': ['p2', 'e4', 'i9', 'x11', 'p3', 'c3']}
1769443282.0379345,RECEIVED,8827c675-b1dd-4c38-881a-7333cc4e4d92,a7957040-252c-45b3-80b6-32b673f0973a,c3,c2,26,p2,?,surb={'id': '2bc4a9bc-5138-4877-916a-e420139d3817', 'route': ['p2', 'e12', 'i6', 'x6', 'p3', 'c3']}
1769443282.046041,SENT,72e14803-5a3e-4d2a-8bb7-c0e49ddcd581,60077f7d-b49c-4bcc-9be8-97827ecc9ed4,c2,c5,3383,?,p2,
1769443282.0472348,CREATED,833d5b42-d5ff-49b0-bdc5-0ddb98c16665,f0d096e0-ddf7-4ee1-9cd5-a6997767f9e3,c2,c5,27,?,?,surb={'id': '51335df2-39fd-45d6-8e4d-39ebcc84fc28', 'route': ['p2', 'e4', 'i10', 'x8', 'p2', 'c2']}
1769443282.5149906,SENT,023cbe40-46a2-4b89-b0c6-52b0fd5d8df6,dbb97baa-ded0-41d7-b008-b9ae2a47d1cf,c2,c5,3379,?,p2,
1769443282.5151663,CREATED,3ad20850-85f8-4196-b924-0c037da29f73,8ef89183-ffda-42d4-b714-c12ce54e9e58,c2,c5,26,?,?,surb={'id': '50019dc6-adc9-4b06-9450-c839c32a4725', 'route': ['p2', 'e7', 'i4', 'x2', 'p2', 'c2']}
1769443282.6017878,SENT,93f3c85e-4762-4bea-aaf6-d38676f1c7ea,39d5ece5-ed60-4747-aa03-a7ff4fb0d521,c2,c5,3391,?,p2,
1769443282.6019385,CREATED,b71ee757-5285-42e4-9be1-76a723e4ec8e,29681fee-0242-4a60-ae80-28cbf856ed86,c2,c5,26,?,?,surb={'id': 'c8ca93e2-8661-4cb6-a4c9-c036315738d1', 'route': ['p2', 'e4', 'i6', 'x5', 'p2', 'c2']}
1769443282.7240043,RECEIVED,b358c1ab-dfed-4115-b161-0f123a130c6a,21c589c1-d661-4472-bff2-387043c7bed9,c3,c2,26,p2,?,surb={'id': '96b29fdf-55b0-49de-a14f-d30e9f7aaa21', 'route': ['p2', 'e7', 'i7', 'x7', 'p3', 'c3']}
1769443282.8077416,SENT,18140c1b-2532-46a1-9dbc-19f4a0f0b3a1,e182f63a-fee2-4fff-a5a7-e1f675f385a2,c2,c5,3388,?,p2,
1769443282.807838,CREATED,2a52069e-da86-45ad-b802-cd418192c248,c609dc94-7cc0-4e13-9ded-7fb908c749f1,c2,c5,27,?,?,surb={'id': '7ecdb773-2f4a-466e-b0e1-a1d59e6faad0', 'route': ['p2', 'e5', 'i2', 'x5', 'p2', 'c2']}
1769443283.0030305,RECEIVED,4f5d5fb8-2cc8-4828-8582-97025346a435,99b510c0-a536-4e03-89ac-07bb0202b725,c3,c2,27,p2,?,surb={'id': 'f1891d44-c171-4b91-a5d9-b70117362e9d', 'route': ['p2', 'e10', 'i1', 'x3', 'p3', 'c3']}
1769443283.0788512,RECEIVED,a986a74a-5c25-4245-b385-798dbbf0260b,5375ff90-87f5-4b65-b86c-424d153ef3a1,c3,c2,27,p2,?,surb={'id': '34bd6c6b-adcc-4071-b2c5-bc4a20c92570', 'route': ['p2', 'e11', 'i1', 'x11', 'p3', 'c3']}
1769443283.22958,SENT,58376da6-f7bf-457b-bc6f-da029e2988b8,eb399bcf-027e-4725-a7c9-5e5bd4b758d7,c2,c5,3380,?,p2,
1769443283.2297266,CREATED,09a915a0-3c7e-4dd7-9235-f597ed1299be,e00ee3ab-540f-4ad5-a15f-151047a8cdda,c2,c5,27,?,?,surb={'id': '4f607128-ab24-4776-97d8-6b563268b6f0', 'route': ['p2', 'e3', 'i5', 'x5', 'p2', 'c2']}
1769443283.250599,SENT,e9e6dfad-7e68-4bd3-a847-ac0def6f5c99,2b0bad3f-04de-4e84-9761-60b3aac4ad3f,c2,c5,3383,?,p2,
1769443283.2508867,CREATED,cdfd927b-ebe7-4e36-9be4-d74584cbeab2,ea48ab21-fe0e-4aeb-94ef-b384338ff642,c2,c5,26,?,?,surb={'id': '6c1dd225-c019-4b05-b7ea-06c25e51c595', 'route': ['p2', 'e3', 'i3', 'x12', 'p2', 'c2']}
1769443283.6388729,RECEIVED,c8c0d9cc-78f2-4d1c-b20d-a96670ea5381,ee0998e7-cbc0-4fe9-ba98-17c5e1152c96,c3,c2,27,p2,?,surb={'id': '331ae478-683c-443e-8de5-7ecadbda0be3', 'route': ['p2', 'e1', 'i4', 'x8', 'p3', 'c3']}
1769443283.6486375,RECEIVED,55a6bbaa-fc50-4755-a134-063cfe07c2f5,76e65254-9ce8-496c-94c9-d8234e5fc8f9,c3,c2,27,p2,?,surb={'id': '5aa3e18e-4bc2-4e4a-8171-7abea7f6ec87', 'route': ['p2', 'e10', 'i3', 'x1', 'p3', 'c3']}
1769443283.6843657,RECEIVED,ae77b932-5d0b-4ca7-8358-d3bdf010c6d8,6ed52ef7-1c3e-40a9-ace0-0776db01aed4,c3,c2,27,p2,?,surb={'id': 'd7aaa94c-e4af-43d7-9669-8d439ec2f38c', 'route': ['p2', 'e3', 'i7', 'x9', 'p3', 'c3']}
1769443283.9591932,RECEIVED,585bee85-57a8-4046-8d84-a2313414aa4d,24816b48-efec-4d40-81a3-38d11dd04b75,c3,c2,27,p2,?,surb={'id': '3a5892df-6cab-469a-9b1c-aa03a22e25b1', 'route': ['p2', 'e4', 'i9', 'x6', 'p3', 'c3']}
1769443284.4254024,SENT,dffedd43-3ffb-4fdf-b224-8c13cc3b6c6e,09abe756-3cc2-4c56-ad14-fa5393b3195c,c2,c5,3372,?,p2,
1769443284.4255056,CREATED,f576d043-af02-4a4e-b45f-ddcf7fa98802,9677346d-2d83-4af3-bb21-a7fcdf323ff3,c2,c5,26,?,?,surb={'id': 'e79a6db4-6d82-441a-b7fd-1e833da144e6', 'route': ['p2', 'e12', 'i5', 'x12', 'p2', 'c2']}
1769443284.575761,SENT,2b1e31af-0fa1-4886-bc70-4111e51a36bc,27285bc6-277e-44f3-9521-80f619703f3a,c2,c5,3383,?,p2,
1769443284.5758917,CREATED,de0b5b6f-a8eb-4ff6-a585-b45fd623c4e8,ff9b1c2d-b3b9-4fd8-a102-15acf10189d5,c2,c5,27,?,?,surb={'id': '6b956b6e-e74b-4bc0-ac53-40210fceca54', 'route': ['p2', 'e7', 'i9', 'x1', 'p2', 'c2']}
1769443284.645681,RECEIVED,bc5b3c8d-f2b7-476c-96b6-efbd0a0b2cfb,37fa793e-d40d-44f9-a684-3608ce8a9ba2,c3,c2,27,p2,?,surb={'id': 'a45d82f6-d577-4e07-883f-4866c93e7f97', 'route': ['p2', 'e11', 'i1', 'x5', 'p3', 'c3']}
1769443284.6693447,RECEIVED,f462948a-d2d0-40c1-8e40-dd23778b4804,5dd10306-905c-4ce2-8e44-e429cf1befa4,c3,c2,26,p2,?,surb={'id': 'baaef97d-e700-4dcd-9fdb-e47a3ab18897', 'route': ['p2', 'e6', 'i7', 'x5', 'p3', 'c3']}
1769443285.0759628,SENT,7b6b53ea-75ac-4aec-8dee-a1c5fba4100a,782c3b69-a8d2-486c-97eb-fd62b4653c58,c2,c5,3391,?,p2,
1769443285.0761423,CREATED,c5fa18f3-a79d-41b8-857c-c5432e1f9122,5465267a-a69d-4e31-aa12-4cbece0d9149,c2,c5,27,?,?,surb={'id': '53f647f3-0741-4f21-8cea-930a3cfbc5b4', 'route': ['p2', 'e4', 'i2', 'x12', 'p2', 'c2']}
1769443285.4904406,SENT,b9af7a09-933a-4922-b492-03f07d3c5834,58d7be02-b798-49ee-bde4-bced793d06a9,c2,c5,3367,?,p2,
1769443285.490539,CREATED,4554ac7d-f453-4dc0-9dc5-4bd05c09ad68,464d6055-7a24-4246-a2a5-b1d74bb966e2,c2,c5,27,?,?,surb={'id': '4f5f74aa-40c3-47ec-9a34-484a7fc82f4b', 'route': ['p2', 'e5', 'i2', 'x2', 'p2', 'c2']}
1769443285.4919367,RECEIVED,662b4470-d217-41b0-8bf4-45f9c4709ebc,23ebe8d1-8490-465e-9ff2-4b9cd3bf7aec,c3,c2,26,p2,?,surb={'id': 'b12dbeff-f916-4590-b0ff-d5cd71c54d91', 'route': ['p2', 'e10', 'i6', 'x3', 'p3', 'c3']}
1769443285.5515897,SENT,d7931f0b-ccbd-41f2-8cd7-6e5d648f2597,2b92a58c-1a00-411d-ae28-4727738dd35a,c2,c5,3380,?,p2,
1769443285.5516882,CREATED,7a184c9d-4d09-4188-a5b1-c72c5bca6831,7ce118ec-7e34-4921-8bb6-7443dc574bc1,c2,c5,27,?,?,surb={'id': 'e0b425dc-f601-4c4a-b068-005799cec21d', 'route': ['p2', 'e9', 'i3', 'x5', 'p2', 'c2']}
1769443285.759149,RECEIVED,19c0c36f-5ca0-4a63-8ace-a6f96a2aff72,45555ca0-bec1-4c34-9f07-f84d2194950c,c3,c2,26,p2,?,surb={'id': 'b7f00c7b-3b28-443e-bbf4-5db1c6c4d5e6', 'route': ['p2', 'e8', 'i7', 'x11', 'p3', 'c3']}
1769443286.5423183,RECEIVED,ef7e2aeb-603c-482e-aec4-67dfb8a7a63d,d3be39c3-b809-4014-b782-7cbb148c14da,c3,c2,27,p2,?,surb={'id': '3171459f-210b-4a6c-8b43-5bf3c31e7469', 'route': ['p2', 'e11', 'i11', 'x12', 'p3', 'c3']}
1769443286.5498376,RECEIVED,e96be10e-baf8-47b8-9f98-9048e11ba355,e9fa4a93-9d30-44eb-a8d6-bc408e6809b1,c3,c2,27,p2,?,surb={'id': '88532d90-2568-4bd6-a9b8-5cd86b2407e3', 'route': ['p2', 'e6', 'i9', 'x3', 'p3', 'c3']}
1769443286.5700097,RECEIVED,b25d7b61-2961-42da-8d2b-3194bd735f38,69756b50-4857-490f-bca5-2d54b2364b2b,c3,c2,27,p2,?,surb={'id': 'b4c7a830-ebbd-4103-988c-5d2e413f3d38', 'route': ['p2', 'e5', 'i6', 'x8', 'p3', 'c3']}
1769443286.6372178,RECEIVED,ef5ef1ae-94a1-40b8-9010-53e448b3c209,6b63643f-cd55-4f91-9c84-f2421c881514,c3,c2,27,p2,?,surb={'id': '0768314d-fd8f-430c-b3aa-b170692b0293', 'route': ['p2', 'e10', 'i12', 'x4', 'p3', 'c3']}
1769443286.7677639,RECEIVED,d83749e0-eea4-4aa7-a1fe-95ebe726c4be,ade670de-959c-4fa8-9e32-53a7c2c8deb7,c3,c2,27,p2,?,surb={'id': 'ed4e3f08-8e91-4389-a4f9-d3a58a9d194d', 'route': ['p2', 'e3', 'i4', 'x12', 'p3', 'c3']}
1769443286.8107166,SENT,3aa3b9f5-c405-473a-989a-6a47ad54e218,6fb77024-33b5-4b70-ac21-3344343de47b,c2,c5,3392,?,p2,
1769443286.8108552,CREATED,47e80fe3-ec65-4301-8bde-671f66bc5faa,5d40cac1-7eca-4770-84e0-6003d0a6bcdb,c2,c5,27,?,?,surb={'id': 'c0694caa-00d4-487e-81bd-e8df5988324a', 'route': ['p2', 'e9', 'i4', 'x12', 'p2', 'c2']}
1769443286.9845273,RECEIVED,c55ab0c5-c204-4091-be7a-627c086950f7,e9553ffe-98fc-4e46-b7cd-3af2f27fee5a,c3,c2,26,p2,?,surb={'id': '6017542e-c99e-403e-9cd5-522ccad2e67a', 'route': ['p2', 'e5', 'i1', 'x2', 'p3', 'c3']}
1769443286.9907775,RECEIVED,017b4c43-1d15-4955-b2cd-82d5be2d03d4,35f80dd6-99d3-4ad0-910d-e78b53d1b382,c3,c2,27,p2,?,surb={'id': '5c01726a-4fc7-4007-b561-5c5ec331e3eb', 'route': ['p2', 'e3', 'i4', 'x5', 'p3', 'c3']}
1769443287.0667977,RECEIVED,619bcb09-f961-435a-ac01-671b632d1339,380093e0-4844-4d91-828b-65f574580f41,c3,c2,27,p2,?,surb={'id': '5b445c7c-8f2c-44af-961b-63894a249710', 'route': ['p2', 'e8', 'i11', 'x2', 'p3', 'c3']}
1769443287.415687,SENT,a6051ce4-1ccd-4917-9c6a-a4255b4ff162,8850661c-aa38-44e9-a807-2e86a4aef970,c2,c5,3399,?,p2,
1769443287.4158366,CREATED,88faf1b9-4d59-47f6-b1ee-164dcc53d379,0e5619d7-bf4f-424d-9684-30712d2057e6,c2,c5,27,?,?,surb={'id': 'ff478c99-ab64-4cc9-a31c-6954ffc018e9', 'route': ['p2', 'e9', 'i12', 'x8', 'p2', 'c2']}
1769443287.525256,RECEIVED,5f674883-3a38-447d-86bf-2ccc7ee5024d,c9522fec-6b91-4fdd-a168-044b09163405,c3,c2,27,p2,?,surb={'id': 'c77c189a-3e08-4df2-9f05-dc8534cb2664', 'route': ['p2', 'e1', 'i2', 'x7', 'p3', 'c3']}
1769443287.6878378,SENT,d83dddc0-e690-45ef-a872-c8d3d4b32636,88ab31c5-84b3-42c4-be46-b1b3e6ac99da,c2,c5,3400,?,p2,
1769443287.687987,CREATED,98af46f1-bd24-40e5-9d65-d31fa7724d8e,c7f46b62-7fe4-412f-a2ce-a69723356a11,c2,c5,26,?,?,surb={'id': '0aa8c5ba-1599-4056-9375-45c1565e389b', 'route': ['p2', 'e7', 'i6', 'x10', 'p2', 'c2']}
1769443287.8565328,SENT,57d79b6a-d18e-4ac6-a642-61de7aebecf3,6da29e61-ca7e-432e-b449-ab2fe6725560,c2,c5,3388,?,p2,
1769443287.8566825,CREATED,ad1f6429-5ebe-49ba-b52e-2ae57a5a9526,3e5823f1-2c35-409e-a2f8-aa11c18259f0,c2,c5,27,?,?,surb={'id': 'cba779e7-0600-4fec-95cc-cfc1233fcf25', 'route': ['p2', 'e11', 'i2', 'x10', 'p2', 'c2']}
1769443287.9382565,SENT,3b48a156-621b-44dd-921a-04a05ccb61b1,658aff92-96e3-4249-b6c3-9b902267a661,c2,c5,3383,?,p2,
1769443287.9384294,CREATED,8e5cd7ee-9cee-4fbb-93cd-ad534881ffab,ac5bbafc-3585-4499-8d9f-60be6c3b8c1b,c2,c5,27,?,?,surb={'id': '0e2cb761-03da-49e4-a3b7-eeac069c29bc', 'route': ['p2', 'e8', 'i2', 'x9', 'p2', 'c2']}
1769443288.0281658,SENT,8c6f886f-0138-4118-bffd-4cab6b6d3a2f,f67ea277-e31e-417a-9935-9f10863b34b7,c2,c5,3359,?,p2,
1769443288.0283139,CREATED,aff30c52-f071-4e36-a3e5-d5245f4eb0fd,40f9e1cf-8971-436b-b1f8-31c81fc8457e,c2,c5,27,?,?,surb={'id': 'c8bd9490-952b-49aa-b012-4015061920af', 'route': ['p2', 'e4', 'i9', 'x8', 'p2', 'c2']}
1769443288.211623,RECEIVED,017c3644-5300-4c48-8ece-ee97d4793355,cbcb6c4d-6f15-4bb8-8780-84ec3f472ed4,c3,c2,27,p2,?,surb={'id': '100fe027-4079-4047-80aa-3d82a1da91ff', 'route': ['p2', 'e3', 'i5', 'x12', 'p3', 'c3']}
1769443288.5455117,SENT,c83f28a3-74ee-4756-b5c8-2eefab8e72b3,9dea4f00-774c-4ff3-984c-aa89c1651bf7,c2,c5,3388,?,p2,
1769443288.5456617,CREATED,8235360b-70b6-441a-942a-62a4c77215fd,b7a5c314-2c03-47d9-8adf-881da021ba56,c2,c5,27,?,?,surb={'id': '164b3353-ea44-4bbe-baf6-90f7e41186a0', 'route': ['p2', 'e4', 'i8', 'x12', 'p2', 'c2']}
1769443288.6281748,SENT,624ac06f-3328-4718-9f7c-bd4c0b676d4f,a528a277-3f87-402f-95bc-39d0958ab5ac,c2,c5,3363,?,p2,
1769443288.6283371,CREATED,ec6c2013-886f-4316-80ba-b1e73fdd4439,e5c2c2ed-59cf-494f-bcca-a25cdce295d8,c2,c5,26,?,?,surb={'id': 'c4c4d5d9-8c48-4676-b9f6-6290fdcb4e3e', 'route': ['p2', 'e10', 'i4', 'x2', 'p2', 'c2']}
1769443288.7762191,RECEIVED,02afbc81-6054-4a9d-b1f6-11b4d648d099,066673a8-18cf-423f-aeca-b2f7143302b5,c3,c2,24,p2,?,surb={'id': '62e35caa-eef9-4210-9402-b08de8ddbf66', 'route': ['p2', 'e12', 'i9', 'x6', 'p3', 'c3']}
1769443288.8688972,RECEIVED,25714b09-9ed8-4306-98d9-4a4ff7e268c0,464fa5e1-263f-4d5c-9fbd-983346dcb976,c3,c2,27,p2,?,surb={'id': 'b24f3594-f83e-4e09-a4b0-6752be750ab2', 'route': ['p2', 'e3', 'i7', 'x9', 'p3', 'c3']}
1769443289.001917,SENT,bac1d1f1-a20e-4b9b-8f79-ebc58d4db3b5,0508061c-98ee-4188-80c0-c6dcecaff68d,c2,c5,3355,?,p2,
1769443289.0020728,CREATED,93154d32-9f9b-423f-b3f8-8e96beffeb0f,f0f1d664-2cd0-44fe-b390-084c32671ee5,c2,c5,27,?,?,surb={'id': 'af426e1e-ea71-446a-b626-a4312eb6ce4e', 'route': ['p2', 'e3', 'i7', 'x7', 'p2', 'c2']}
1769443289.1382,SENT,cdd92e08-c0f1-4edc-9993-28b3cce593d3,4f5c9d2f-f58a-47bf-8abc-0931a1d9411f,c2,c5,3417,?,p2,
1769443289.1382997,CREATED,f35c0328-226c-46a3-b51f-3688c18d7ab1,08fb63d6-6ac5-49c3-a0c1-2694fe604483,c2,c5,27,?,?,surb={'id': '95d3cccf-43a6-4793-b681-612a3219fc8a', 'route': ['p2', 'e12', 'i10', 'x6', 'p2', 'c2']}
