timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769393877.7595842,SENT,4f0df7b0-97ee-402e-9ee2-d2b58ca05867,1c695243-423b-45fe-a44c-32fccfd8915d,c5,c2,3359,?,p2,
1769393877.7596817,CREATED,76590e9c-79f5-4755-bc3e-98651fc79e63,987d1577-bbc8-4127-a392-d479a8209335,c5,c2,27,?,?,surb={'id': '8960e026-2ca2-4044-92a3-4da944241df8', 'route': ['p2', 'e9', 'i7', 'x6', 'p2', 'c5']}
1769393877.776345,SENT,2c9149cc-9981-432b-9977-d04a515fc720,2e18c971-af5c-4258-954a-8605958d3c9c,c5,c2,3367,?,p2,
1769393877.7764263,CREATED,376d8eb0-5146-41bf-9f86-f0fa8c59f02c,987d1577-bbc8-4127-a392-d479a8209335,c5,c2,27,?,?,surb={'id': '8960e026-2ca2-4044-92a3-4da944241df8', 'route': ['p2', 'e9', 'i7', 'x6', 'p2', 'c5']}
1769393877.912736,RECEIVED,48c813bb-f607-483d-b54c-d682774a8999,c2c40d4f-5e79-4f4f-bb57-8c8052a35df2,c2,c5,27,p2,?,surb={'id': '7a27aead-305b-4dbf-ae5f-958bae1fda12', 'route': ['p2', 'e1', 'i2', 'x12', 'p2', 'c2']}
1769393878.4992862,RECEIVED,7b37800c-5454-4bb9-908b-ccd0330a2f7c,6a8f1fd0-e70e-4e6b-8798-7def97a9b553,c2,c5,27,p2,?,surb={'id': '03c4c96c-3c23-4026-84fc-935d63b05db9', 'route': ['p2', 'e4', 'i11', 'x2', 'p2', 'c2']}
1769393878.64573,RECEIVED,4bcb2a07-0a78-4052-a0c7-0343b3cdd4f8,f6b610f7-1bb5-4812-bcc4-b2cfc37e266e,c2,c5,27,p2,?,surb={'id': 'f98f14d4-3b35-4ea9-b08a-8fc95f56e5da', 'route': ['p2', 'e4', 'i9', 'x3', 'p2', 'c2']}
1769393878.9929605,RECEIVED,3b5fe588-3c5a-49a9-8dd5-a07f39dc5139,e7af60c0-f0d3-4e3d-855f-16a7b6e0345f,c2,c5,27,p2,?,surb={'id': 'c7425a15-54ef-48ec-b5e8-b329f122f73b', 'route': ['p2', 'e5', 'i8', 'x10', 'p2', 'c2']}
1769393879.2045283,SENT,754b5120-1f5f-4670-b860-581a84ca3da5,6c77a61d-ad10-4718-a24d-c8bd1edde248,c5,c2,3395,?,p2,
1769393879.2045805,CREATED,0973a300-efa8-438b-a285-156c449d9127,829aa341-0ad0-4e3a-89fe-7e22eb78d7fb,c5,c2,27,?,?,surb={'id': '76df9078-d375-4826-97d6-ff1f041eb9e5', 'route': ['p2', 'e6', 'i8', 'x12', 'p2', 'c5']}
1769393879.2248511,RECEIVED,58ecb184-60c7-4662-ab32-4f7b76bfe900,f6b610f7-1bb5-4812-bcc4-b2cfc37e266e,c2,c5,27,p2,?,surb={'id': 'f98f14d4-3b35-4ea9-b08a-8fc95f56e5da', 'route': ['p2', 'e4', 'i9', 'x3', 'p2', 'c2']}
1769393879.2540016,RECEIVED,d5871149-b2e0-47ff-a7b7-dcd2fefdf12d,1124611e-cb74-4beb-86e6-139af27fda67,c2,c5,26,p2,?,surb={'id': 'f4e200f0-19e4-43fb-bb5f-fb33658b6115', 'route': ['p2', 'e10', 'i6', 'x11', 'p2', 'c2']}
1769393879.2641022,RECEIVED,c5d92d8e-3a57-4a0e-9a4e-e2673a3f59f7,c955718f-00cc-4af2-bc50-3370c39df29e,c2,c5,27,p2,?,surb={'id': '56da11ea-67ec-437e-a6c9-010f3daf8bda', 'route': ['p2', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769393879.357356,SENT,efdd9ac3-1e2e-4978-86a6-e0eaaa095a14,2d1260e6-1e10-4fcc-8395-2f0a9503db22,c5,c2,3359,?,p2,
1769393879.3575056,CREATED,2283f80e-682b-475e-a972-51558897130b,829aa341-0ad0-4e3a-89fe-7e22eb78d7fb,c5,c2,27,?,?,surb={'id': '76df9078-d375-4826-97d6-ff1f041eb9e5', 'route': ['p2', 'e6', 'i8', 'x12', 'p2', 'c5']}
1769393879.619327,SENT,4c9e60df-da81-4394-b384-34961a823e03,88830072-a9a9-4096-b602-3e8c5d29baae,c5,c2,3358,?,p2,
1769393879.6194746,CREATED,b7cbc1ce-9a83-4220-88a9-3b022a5538db,f1645543-d0b2-4bd0-9084-dae47221e7d1,c5,c2,26,?,?,surb={'id': '36122d19-9a07-46e9-98f7-ad86660fc951', 'route': ['p2', 'e5', 'i2', 'x9', 'p2', 'c5']}
1769393880.2772365,RECEIVED,ceb71c2c-8f1b-4fe7-bcec-2a8c3968709e,c2c40d4f-5e79-4f4f-bb57-8c8052a35df2,c2,c5,27,p2,?,surb={'id': '7a27aead-305b-4dbf-ae5f-958bae1fda12', 'route': ['p2', 'e1', 'i2', 'x12', 'p2', 'c2']}
1769393880.4640718,SENT,616fde67-db85-4c0e-bd5a-77309bd5d058,0d9b93a5-e164-4678-86d5-795a2664ca66,c5,c2,3377,?,p2,
1769393880.4642224,CREATED,04d7e350-92b1-4d5e-a524-664987046370,f1645543-d0b2-4bd0-9084-dae47221e7d1,c5,c2,26,?,?,surb={'id': '36122d19-9a07-46e9-98f7-ad86660fc951', 'route': ['p2', 'e5', 'i2', 'x9', 'p2', 'c5']}
1769393880.501463,RECEIVED,7c9f68f3-b560-4bb6-85e9-b45d11e42232,eeb63338-3630-48f0-a6ed-82ff0dc63ac6,c2,c5,27,p2,?,surb={'id': '66feee00-0123-4562-a214-04c541d6e437', 'route': ['p2', 'e11', 'i10', 'x5', 'p2', 'c2']}
1769393880.6228583,SENT,9be5b61d-b1b1-4308-b79e-4a1475129afb,0c5b08e7-8d6d-463d-b85b-3cc833e5d292,c5,c2,3380,?,p2,
1769393880.6230042,CREATED,56ea2a5b-3e35-4d17-84fd-918026eb0db5,a3dd784f-4d3f-4b78-85fc-7bd45ae6de8a,c5,c2,27,?,?,surb={'id': 'ec2637b1-4a5d-4cc9-9bad-eb4ebdda2647', 'route': ['p2', 'e2', 'i12', 'x7', 'p2', 'c5']}
1769393880.8901615,RECEIVED,9b886338-3551-4481-81eb-e1969af9ca1e,7dbca15e-63a0-44a5-ad4b-2122832730fd,c2,c5,24,p2,?,surb={'id': '19ce656d-53bd-4d51-87cb-c30ad1f9130f', 'route': ['p2', 'e10', 'i9', 'x8', 'p2', 'c2']}
1769393881.058344,SENT,0a089b44-3031-4924-8968-022898c887d0,08dda938-63e5-4316-9ea2-94e2c024e2f7,c5,c2,3401,?,p2,
1769393881.0584767,CREATED,02cf08ad-4f4c-40ea-a54b-5e08f604f25f,a3dd784f-4d3f-4b78-85fc-7bd45ae6de8a,c5,c2,27,?,?,surb={'id': 'ec2637b1-4a5d-4cc9-9bad-eb4ebdda2647', 'route': ['p2', 'e2', 'i12', 'x7', 'p2', 'c5']}
1769393881.132841,SENT,8358365e-ae95-4afc-bc73-039f4c9e80c9,68511e94-10eb-44eb-ae05-582df6276a7f,c5,c2,3385,?,p2,
1769393881.1329713,CREATED,2f9a5c66-8ba0-49ec-b58b-f13d6ff59f27,816ed32f-fb8f-41de-a4c6-87a00d1686f3,c5,c2,27,?,?,surb={'id': 'c2ffbc46-2d31-44c0-846f-0716e6c7a38d', 'route': ['p2', 'e4', 'i3', 'x4', 'p2', 'c5']}
1769393882.0982928,SENT,b76a8300-6aa3-4437-8c54-0e7fb6dd9ab9,99ba479e-7c33-4dc8-82ea-d965b72afa46,c5,c2,3383,?,p2,
1769393882.098424,CREATED,ee5c3da3-185d-424a-aa04-ffb3f00de151,816ed32f-fb8f-41de-a4c6-87a00d1686f3,c5,c2,27,?,?,surb={'id': 'c2ffbc46-2d31-44c0-846f-0716e6c7a38d', 'route': ['p2', 'e4', 'i3', 'x4', 'p2', 'c5']}
1769393882.1615396,RECEIVED,a6046042-e94f-42e6-82c9-5f102117f4c3,eeb63338-3630-48f0-a6ed-82ff0dc63ac6,c2,c5,27,p2,?,surb={'id': '66feee00-0123-4562-a214-04c541d6e437', 'route': ['p2', 'e11', 'i10', 'x5', 'p2', 'c2']}
1769393882.198009,SENT,29a52df3-0605-4bf2-b00f-5a4f09821623,5029dfa1-1986-4896-ace6-abd77c14b0b8,c5,c2,3363,?,p2,
1769393882.198184,CREATED,5bbcaa48-6054-47f6-9d8b-6447c09b99ca,da016747-adbb-482c-84ef-c459aa82f5c8,c5,c2,27,?,?,surb={'id': '3041de8d-f03e-4ef9-8d49-2ec3f1d0b4b9', 'route': ['p2', 'e1', 'i5', 'x7', 'p2', 'c5']}
1769393882.3234289,SENT,c034f424-d095-452e-ad7a-911f2bb69246,54e0412a-2ad8-4ae1-878b-389b91b90ab7,c5,c2,3385,?,p2,
1769393882.3235605,CREATED,51d1d10e-ece3-4d89-9ac8-580c5e846643,da016747-adbb-482c-84ef-c459aa82f5c8,c5,c2,27,?,?,surb={'id': '3041de8d-f03e-4ef9-8d49-2ec3f1d0b4b9', 'route': ['p2', 'e1', 'i5', 'x7', 'p2', 'c5']}
1769393882.7230966,SENT,db98ed3a-6f38-47ec-ae35-2877fedc1f85,e6e07591-b664-4c5b-9c90-017583da234e,c5,c2,3380,?,p2,
1769393882.723233,CREATED,85f2f13b-29e2-475d-816d-208c3b022c95,2546e8ed-a74d-451f-93df-1dd1744b45be,c5,c2,27,?,?,surb={'id': 'b04f1fe7-ae4a-4cf2-bb3f-93c02d3930ae', 'route': ['p2', 'e5', 'i8', 'x1', 'p2', 'c5']}
1769393882.8306801,RECEIVED,6ed10cbc-5d5f-4e62-9b05-4385d8526202,def46e89-c018-49b1-840d-18461b1872f4,c2,c5,27,p2,?,surb={'id': '9cdb8881-72ad-4167-84d6-016a3541ac10', 'route': ['p2', 'e11', 'i12', 'x5', 'p2', 'c2']}
1769393882.8550198,SENT,e8250fb1-06e1-403d-8fed-a17129d8d728,22561c3b-2e24-470c-9c30-0aefd84e08ba,c5,c2,3381,?,p2,
1769393882.855173,CREATED,7d96a2c0-6278-4c0d-903f-0238ebf6a111,2546e8ed-a74d-451f-93df-1dd1744b45be,c5,c2,27,?,?,surb={'id': 'b04f1fe7-ae4a-4cf2-bb3f-93c02d3930ae', 'route': ['p2', 'e5', 'i8', 'x1', 'p2', 'c5']}
1769393882.9169054,SENT,d179984c-85ba-4e25-962c-a30de7ec3b78,57c640e5-4657-4d07-a14f-451e56f45f45,c5,c2,3385,?,p2,
1769393882.9170377,CREATED,36187dfc-c6e8-47df-a887-e5e291a7f79f,a8858d37-ca5e-4bdb-9525-a66c1444ea0b,c5,c2,26,?,?,surb={'id': '1968290d-16df-49e8-8979-2e7c98916129', 'route': ['p2', 'e1', 'i6', 'x12', 'p2', 'c5']}
1769393883.5484412,RECEIVED,14253e19-a91c-4b70-93b6-f7d05b5a1c45,def46e89-c018-49b1-840d-18461b1872f4,c2,c5,27,p2,?,surb={'id': '9cdb8881-72ad-4167-84d6-016a3541ac10', 'route': ['p2', 'e11', 'i12', 'x5', 'p2', 'c2']}
1769393883.560717,RECEIVED,958cca57-d0d4-4197-98f9-0e08211a75d8,53701245-d528-4301-b9c6-82c089240504,c2,c5,27,p2,?,surb={'id': 'adc701d4-c4a5-4171-a58e-c33c8846b05a', 'route': ['p2', 'e12', 'i10', 'x7', 'p2', 'c2']}
1769393883.798721,SENT,18ff4179-31a4-4304-9dba-178d34f94284,ed6a1c50-2b5f-4997-a772-360d8fad33eb,c5,c2,3376,?,p2,
1769393883.7988613,CREATED,b4033cc3-baed-45e0-92fd-f3471aa1059c,a8858d37-ca5e-4bdb-9525-a66c1444ea0b,c5,c2,26,?,?,surb={'id': '1968290d-16df-49e8-8979-2e7c98916129', 'route': ['p2', 'e1', 'i6', 'x12', 'p2', 'c5']}
1769393884.1061642,SENT,1d979049-21c4-4957-8461-9d8c943d4a1b,53ce8450-7874-4147-8b94-a25c098de801,c5,c2,3372,?,p2,
1769393884.106312,CREATED,370a390b-ec66-4674-94a3-62c3b8e2ae14,c02b80f9-7958-449e-80df-0de13a450c4d,c5,c2,27,?,?,surb={'id': '2d33cec2-0560-4f9b-8bed-f50ec188d7c4', 'route': ['p2', 'e11', 'i3', 'x9', 'p2', 'c5']}
1769393884.260503,SENT,e6019ffb-21e0-446c-ba2b-37af0274c38c,bb912780-766d-43b9-94fa-4c5b65d03dd4,c5,c2,3396,?,p2,
1769393884.2606492,CREATED,0d6187bd-8b1b-43b8-ad08-acca250840b5,c02b80f9-7958-449e-80df-0de13a450c4d,c5,c2,27,?,?,surb={'id': '2d33cec2-0560-4f9b-8bed-f50ec188d7c4', 'route': ['p2', 'e11', 'i3', 'x9', 'p2', 'c5']}
1769393885.036984,SENT,bdecfbce-591e-4353-9719-61eb4a41395d,c18eed1d-4816-4ed6-8d96-fb74f3f23d6f,c5,c2,3384,?,p2,
1769393885.0372984,CREATED,ff7b27b2-bb9f-46fa-b8ea-9dd433ea319a,116bc8c6-77c1-4635-8f86-51609697c088,c5,c2,26,?,?,surb={'id': 'e8bbbd96-820e-495a-98a5-b67345706fb7', 'route': ['p2', 'e1', 'i10', 'x5', 'p2', 'c5']}
1769393885.0696216,SENT,f24f0be8-d179-4eec-b3e6-7a2521dd6577,0fdd6a6c-a9db-4069-abbc-fab16e1a08af,c5,c2,3393,?,p2,
1769393885.0697913,CREATED,17d0ec0d-a515-4558-a4aa-7abc2e56067f,116bc8c6-77c1-4635-8f86-51609697c088,c5,c2,26,?,?,surb={'id': 'e8bbbd96-820e-495a-98a5-b67345706fb7', 'route': ['p2', 'e1', 'i10', 'x5', 'p2', 'c5']}
1769393885.2875037,SENT,6ea03b34-b8e3-4e64-bc14-a8859b06753a,ff64636e-c7b4-4040-8ea7-a285efb0c1d4,c5,c2,3378,?,p2,
1769393885.2876487,CREATED,f3f9875a-7b35-42cb-8fb4-c71a4acf4e9c,65b07957-ea3c-40fd-b10c-cf0061782e06,c5,c2,27,?,?,surb={'id': '8b115f29-a6d1-4282-a0fd-93d87111bc32', 'route': ['p2', 'e1', 'i1', 'x3', 'p2', 'c5']}
1769393885.7762878,SENT,c1cf95d0-59e4-43bf-8d9a-5516483332c0,b63dbde7-4947-44bb-bc41-59884550627d,c5,c2,3371,?,p2,
1769393885.776445,CREATED,1802a9ae-bdd8-4fe6-adf4-397acba671fa,65b07957-ea3c-40fd-b10c-cf0061782e06,c5,c2,27,?,?,surb={'id': '8b115f29-a6d1-4282-a0fd-93d87111bc32', 'route': ['p2', 'e1', 'i1', 'x3', 'p2', 'c5']}
1769393885.846471,SENT,17a38805-c230-49d2-bb92-73e818992137,43aa08e0-c9df-434d-b554-17d63e981fee,c5,c2,3395,?,p2,
1769393885.8466341,CREATED,fb51ab26-4f63-410c-b631-29d9b9558f03,58a8a19c-320f-4cd0-85f0-b6d7fd4bc3aa,c5,c2,27,?,?,surb={'id': '32b6b6bb-eb15-4cde-ad93-973ad4d9a48e', 'route': ['p2', 'e10', 'i10', 'x1', 'p2', 'c5']}
1769393885.9297817,SENT,7c39c1d2-abe7-4928-a5b8-83f160f2731b,ef595fac-7007-49c0-b45c-aa3b97194b46,c5,c2,3391,?,p2,
1769393885.9299326,CREATED,bb572342-736b-4582-bad9-c0681e643985,58a8a19c-320f-4cd0-85f0-b6d7fd4bc3aa,c5,c2,27,?,?,surb={'id': '32b6b6bb-eb15-4cde-ad93-973ad4d9a48e', 'route': ['p2', 'e10', 'i10', 'x1', 'p2', 'c5']}
1769393886.0243917,RECEIVED,d645a555-10e0-4955-88a7-cba80ac9f2b4,85f21c81-780f-4bb1-aa06-60424a5e571f,c2,c5,27,p2,?,surb={'id': '1cb8632a-306a-42b4-85c0-33d978407d1f', 'route': ['p2', 'e10', 'i11', 'x6', 'p2', 'c2']}
1769393886.1581967,RECEIVED,2bb4fd2a-0335-4127-a241-fe0bcaef95c9,85f21c81-780f-4bb1-aa06-60424a5e571f,c2,c5,27,p2,?,surb={'id': '1cb8632a-306a-42b4-85c0-33d978407d1f', 'route': ['p2', 'e10', 'i11', 'x6', 'p2', 'c2']}
1769393886.449504,SENT,d07f92ad-30ed-429d-b435-f8dd8ecb4215,98d4e799-bf4c-40e3-b3b7-3698bb9ef104,c5,c2,3380,?,p2,
1769393886.4496038,CREATED,6b9d2788-f0f9-417e-84da-629985603223,181414a0-9b3f-412a-b43f-ff06d87c243e,c5,c2,27,?,?,surb={'id': 'd75ac3c7-5d53-45ae-bbc6-bfa858948709', 'route': ['p2', 'e12', 'i12', 'x10', 'p2', 'c5']}
1769393886.5708582,SENT,2fa2b412-f6fc-416e-bf89-ac881b7cb24e,a15510a4-722e-403a-9a6b-64f8db6dc1da,c5,c2,3399,?,p2,
1769393886.5709577,CREATED,b4174307-9cfe-4d87-a9ad-b142cac5d9cd,181414a0-9b3f-412a-b43f-ff06d87c243e,c5,c2,27,?,?,surb={'id': 'd75ac3c7-5d53-45ae-bbc6-bfa858948709', 'route': ['p2', 'e12', 'i12', 'x10', 'p2', 'c5']}
1769393886.858877,SENT,69c66cbc-c693-4942-8cd3-91fb762188da,618b044f-7374-4042-8f6d-3b679eaf2a91,c5,c2,3380,?,p2,
1769393886.859034,CREATED,36879737-f9b3-47d8-b3b0-bf08625b5408,0659f2d7-77b2-4d02-aae9-0edab07b3e8d,c5,c2,27,?,?,surb={'id': '2da3b023-5fbe-4594-9c67-8b338fea92a3', 'route': ['p2', 'e8', 'i3', 'x3', 'p2', 'c5']}
1769393887.0152202,SENT,ef71880f-fcab-4d3c-b99f-659054358471,a954e26f-991b-48a1-9e53-b34f4649e76c,c5,c2,3391,?,p2,
1769393887.0153801,CREATED,1c11daea-0c64-4b04-b6ee-ef00aa0d1026,0659f2d7-77b2-4d02-aae9-0edab07b3e8d,c5,c2,27,?,?,surb={'id': '2da3b023-5fbe-4594-9c67-8b338fea92a3', 'route': ['p2', 'e8', 'i3', 'x3', 'p2', 'c5']}
1769393887.0831194,SENT,79f18ffd-363c-4da4-9024-073449411b69,5d53e48f-cad9-4356-b3d7-fe2f441af0fd,c5,c2,3363,?,p2,
1769393887.0832653,CREATED,ca9243ad-4d02-44a9-9ce2-6ec2330292be,d5d4c424-4feb-436f-8eb6-1f284d3fbc83,c5,c2,27,?,?,surb={'id': '633ec62f-b17e-4517-a360-8458f9d633a3', 'route': ['p2', 'e6', 'i3', 'x8', 'p2', 'c5']}
1769393887.2957509,SENT,ad61d749-901a-492c-b1d1-8960d84697f1,90d8c0fe-116a-481b-8baf-d058f832bf19,c5,c2,3389,?,p2,
1769393887.2959151,CREATED,c383dc4e-c795-44fc-88ee-163ac817903e,d5d4c424-4feb-436f-8eb6-1f284d3fbc83,c5,c2,27,?,?,surb={'id': '633ec62f-b17e-4517-a360-8458f9d633a3', 'route': ['p2', 'e6', 'i3', 'x8', 'p2', 'c5']}
1769393887.478487,RECEIVED,b11df345-ffd1-4885-8b76-81787b063584,0cf8bf50-d3fd-4a97-8cd1-85df51f0866b,c2,c5,26,p2,?,surb={'id': '182f43db-786a-48f2-ac17-2d907f34bfb4', 'route': ['p2', 'e12', 'i7', 'x3', 'p2', 'c2']}
1769393887.4877388,SENT,0277d35b-5419-478a-83c2-b37067cc025c,835da22e-aec6-491e-b293-9827eefe1f86,c5,c2,3371,?,p2,
1769393887.4878848,CREATED,dc1768b7-422c-47ce-8a11-344a6c468a2f,624ad380-2696-4f09-bb5a-1c117977095d,c5,c2,27,?,?,surb={'id': 'aa0d0aa5-d9e7-49b0-958e-9d2428b8bf40', 'route': ['p2', 'e4', 'i6', 'x6', 'p2', 'c5']}
1769393887.5822833,RECEIVED,4aef59d2-29e3-40e5-8151-3bfad98a5618,53701245-d528-4301-b9c6-82c089240504,c2,c5,27,p2,?,surb={'id': 'adc701d4-c4a5-4171-a58e-c33c8846b05a', 'route': ['p2', 'e12', 'i10', 'x7', 'p2', 'c2']}
1769393887.5864275,SENT,4b9d6705-c7ac-4d57-a7c6-23e5bb2669c5,51f2b3f5-b1e8-49c0-8014-0cafb8a4aec2,c5,c2,3376,?,p2,
1769393887.5865927,CREATED,2a909104-e6a6-41de-a676-d1cce0ace98f,624ad380-2696-4f09-bb5a-1c117977095d,c5,c2,27,?,?,surb={'id': 'aa0d0aa5-d9e7-49b0-958e-9d2428b8bf40', 'route': ['p2', 'e4', 'i6', 'x6', 'p2', 'c5']}
1769393887.7183366,SENT,40ac63da-baa0-456f-ba02-4c21221438f6,e1f4af31-b279-45fd-94a8-de2338a42130,c5,c2,3395,?,p2,
1769393887.7184951,CREATED,0b16d0e7-8df4-45f9-9b61-c14066fe1d76,88f0a38d-c2ac-4b05-b0dd-3ceb14e7edaa,c5,c2,26,?,?,surb={'id': '5453c25b-24db-4996-bfb2-6d462c167b7b', 'route': ['p2', 'e10', 'i11', 'x1', 'p2', 'c5']}
1769393887.8568275,SENT,4887af92-9f67-4faf-aadf-dc2f17c10216,b31bd926-dd93-4664-9f0f-3fc03d6f985a,c5,c2,3395,?,p2,
1769393887.8569753,CREATED,da561fae-1fae-4e88-a06d-233696bf645d,88f0a38d-c2ac-4b05-b0dd-3ceb14e7edaa,c5,c2,26,?,?,surb={'id': '5453c25b-24db-4996-bfb2-6d462c167b7b', 'route': ['p2', 'e10', 'i11', 'x1', 'p2', 'c5']}
1769393888.2452962,RECEIVED,d27d6561-d9bf-42b4-b68d-a28a7ae4096f,3ed2788b-b6ea-4010-9683-b81fcf54df73,c2,c5,26,p2,?,surb={'id': '338df788-af2f-432c-b476-3ebc9ae7d4f1', 'route': ['p2', 'e6', 'i12', 'x1', 'p2', 'c2']}
1769393888.853888,RECEIVED,4a4cd73d-faf4-4bdd-be0d-3738727ef9eb,3ed2788b-b6ea-4010-9683-b81fcf54df73,c2,c5,26,p2,?,surb={'id': '338df788-af2f-432c-b476-3ebc9ae7d4f1', 'route': ['p2', 'e6', 'i12', 'x1', 'p2', 'c2']}
1769393889.0887885,SENT,0a7af6df-22f3-433d-9975-2a052dd49a90,129d251e-c24f-4317-a980-8fb3bbf986a7,c5,c2,3388,?,p2,
1769393889.0888648,CREATED,5680e791-02cf-4376-a44c-da08640bfbc4,7677e5ac-f788-4c33-a6c2-63c39d80c939,c5,c2,27,?,?,surb={'id': '75253ca7-8195-4050-84f3-1d120b8471b7', 'route': ['p2', 'e8', 'i10', 'x3', 'p2', 'c5']}
1769393889.41045,SENT,18e3439a-6f8b-45f6-9330-1b9cc030ed78,2adc21d3-ba6f-4a1c-8b66-728623184615,c5,c2,3363,?,p2,
1769393889.410598,CREATED,4cc54d1f-a92d-4fc9-ab69-bfb445b15cb2,7677e5ac-f788-4c33-a6c2-63c39d80c939,c5,c2,27,?,?,surb={'id': '75253ca7-8195-4050-84f3-1d120b8471b7', 'route': ['p2', 'e8', 'i10', 'x3', 'p2', 'c5']}
1769393889.6934292,SENT,98f893e4-27b0-4813-8a78-7c09edbc044a,26cbd59c-83e0-4f33-9d03-85507e86ffe0,c5,c2,3388,?,p2,
1769393889.6935656,CREATED,364cc215-411b-48ff-8573-9abd316931d4,d73f318b-4dbb-41de-ba87-cb59281337a5,c5,c2,27,?,?,surb={'id': 'd4562cca-1471-4783-bed2-8ceda36ddd83', 'route': ['p2', 'e5', 'i12', 'x8', 'p2', 'c5']}
1769393889.996823,RECEIVED,841dafd0-2d3a-426b-8e04-fddcd40aed2d,0cf8bf50-d3fd-4a97-8cd1-85df51f0866b,c2,c5,26,p2,?,surb={'id': '182f43db-786a-48f2-ac17-2d907f34bfb4', 'route': ['p2', 'e12', 'i7', 'x3', 'p2', 'c2']}
1769393891.6572065,SENT,5d78fdce-0942-47ee-8f97-fc52caf29776,52852a3b-2678-432f-912a-1ba0d71e1a38,c5,c2,3396,?,p2,
1769393891.657322,CREATED,510ae7cd-c68c-4efa-9392-099c15836244,d73f318b-4dbb-41de-ba87-cb59281337a5,c5,c2,27,?,?,surb={'id': 'd4562cca-1471-4783-bed2-8ceda36ddd83', 'route': ['p2', 'e5', 'i12', 'x8', 'p2', 'c5']}
1769393891.825348,RECEIVED,de301cdd-4099-4fc0-983e-31a469d83398,cc3983b0-db6f-42e2-a535-a3e4cc190a57,c2,c5,27,p2,?,surb={'id': 'd83d630e-97d9-4931-aa97-46cc74c13181', 'route': ['p2', 'e4', 'i6', 'x8', 'p2', 'c2']}
1769393891.8802314,SENT,1b1ce0a9-5cc3-48a7-a809-9358bc35d4b5,df4c1266-b163-4b26-a949-b590385ca7fb,c5,c2,3403,?,p2,
1769393891.8803601,CREATED,94ee5f63-77cb-4ff1-b567-dda047ae173c,fe82b241-1cdc-4a2e-8507-6c2a16a2792e,c5,c2,27,?,?,surb={'id': '03fcf730-98f3-4f04-b6ab-00baab1ab256', 'route': ['p2', 'e12', 'i10', 'x12', 'p2', 'c5']}
1769393892.0770006,SENT,891fff85-ce03-4c40-9171-e41b175ab513,79994f6f-0bdd-44d5-9c6f-7aae7f4b50e0,c5,c2,3385,?,p2,
1769393892.077165,CREATED,2b013026-bd99-4ede-9a51-006b6fe30558,fe82b241-1cdc-4a2e-8507-6c2a16a2792e,c5,c2,27,?,?,surb={'id': '03fcf730-98f3-4f04-b6ab-00baab1ab256', 'route': ['p2', 'e12', 'i10', 'x12', 'p2', 'c5']}
1769393892.276813,SENT,22574163-6942-4745-a1c6-1d02f8b847e0,3eed3204-dcc5-4059-9614-c262d3fa9214,c5,c2,3379,?,p2,
1769393892.2769668,CREATED,50613c7b-7543-4534-a690-033e5a6d281a,2a93fa03-0d59-4945-a338-8203d6513464,c5,c2,26,?,?,surb={'id': '24db01ea-5fb3-4e08-ab27-3ac8481416f4', 'route': ['p2', 'e11', 'i5', 'x7', 'p2', 'c5']}
1769393892.4482772,RECEIVED,363f89cb-f588-4e4e-9dbe-1b2b1735b2a0,eb20775a-3615-44cb-b003-6332abec681a,c2,c5,27,p2,?,surb={'id': '7fa39358-4871-4ce0-b918-452881a0c60f', 'route': ['p2', 'e4', 'i5', 'x6', 'p2', 'c2']}
1769393892.8087695,RECEIVED,d795aaf8-c669-4d65-acdb-0de2b517ca37,0387d57a-26fa-4fc2-99b0-b0a5f2dee7df,c2,c5,27,p2,?,surb={'id': '30499364-5958-4c77-9674-e46229e8acec', 'route': ['p2', 'e9', 'i6', 'x9', 'p2', 'c2']}
1769393893.0487826,SENT,0aebbb52-d91b-4daf-9aa6-87df3a5176b2,ac882820-88c3-4d60-aa90-9024a8edd1f5,c5,c2,3383,?,p2,
1769393893.0489287,CREATED,15c83208-a69a-4d82-a9c3-00d2748d8cb4,2a93fa03-0d59-4945-a338-8203d6513464,c5,c2,26,?,?,surb={'id': '24db01ea-5fb3-4e08-ab27-3ac8481416f4', 'route': ['p2', 'e11', 'i5', 'x7', 'p2', 'c5']}
1769393893.1378806,RECEIVED,faf836b2-7203-4580-9a7a-6241165b40df,0387d57a-26fa-4fc2-99b0-b0a5f2dee7df,c2,c5,27,p2,?,surb={'id': '30499364-5958-4c77-9674-e46229e8acec', 'route': ['p2', 'e9', 'i6', 'x9', 'p2', 'c2']}
1769393893.3226275,RECEIVED,b5984e49-9f35-44f0-998c-8b7629f10a72,7aad4a5b-c8e4-44fc-a01e-a49102ebaff2,c2,c5,27,p2,?,surb={'id': '83553d50-d61b-4d32-9b8f-cb386ef5675a', 'route': ['p2', 'e4', 'i1', 'x6', 'p2', 'c2']}
1769393893.3449178,SENT,91d68bda-ced3-4286-8509-dfaebd81a47a,60915ee0-5ab8-428d-b952-88ec66d88616,c5,c2,3384,?,p2,
1769393893.3450942,CREATED,235f6c0d-9d9e-483d-ae9e-cfa67a04da65,5c42f2b5-1c83-4dce-9a12-707bbed366d4,c5,c2,27,?,?,surb={'id': '61d13bee-eda1-4212-8e2a-392c5033d4b2', 'route': ['p2', 'e4', 'i2', 'x11', 'p2', 'c5']}
