timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394305.6516933,SENT,fce5c0c0-da2e-40da-9633-a0c1357ba459,93ce7a29-5fca-452a-9004-080a189c17c8,c5,c2,3381,?,p2,
1769394305.6517732,CREATED,1f9f5545-1e95-4755-ba07-e9ddea66cd94,b695c7ec-bdc7-4814-b0f7-4e392fdf05ad,c5,c2,27,?,?,surb={'id': 'b6cf0fdd-252d-40a7-9cc8-d32edcf28e4c', 'route': ['p2', 'e1', 'i1', 'x3', 'p2', 'c5']}
1769394305.903267,SENT,9e392463-0af6-43ba-b37d-13f801b75e82,89a7c316-ef33-45af-9b58-02688b96abc1,c5,c2,3359,?,p2,
1769394305.9034185,CREATED,cbcdb4c3-d538-4b2e-a6c1-3d36fe866fc6,7dd48132-34b8-4229-a7c9-54cbdc3ae505,c5,c2,26,?,?,surb={'id': '929195aa-356f-43f7-9136-b0809954af6a', 'route': ['p2', 'e10', 'i8', 'x3', 'p2', 'c5']}
1769394306.3074098,SENT,798257fd-b15f-4dd1-9c5e-8b3f35780214,d8e1c11f-b307-4376-ab78-994145aba329,c5,c2,3377,?,p2,
1769394306.3075118,CREATED,d3ca0762-266d-4d92-83fd-b95692694b6b,7dd48132-34b8-4229-a7c9-54cbdc3ae505,c5,c2,26,?,?,surb={'id': '929195aa-356f-43f7-9136-b0809954af6a', 'route': ['p2', 'e10', 'i8', 'x3', 'p2', 'c5']}
1769394306.5616794,SENT,7ab5f517-ec1e-406a-9c03-9a6dc2f8e0e3,9754b60a-28c9-4bdd-a047-371dcec45937,c5,c2,3359,?,p2,
1769394306.5618317,CREATED,c9387566-f62a-44c9-8e5f-b3bc3c0f4f2d,9c56e9d6-b9df-4617-9bea-4b764cae4c5b,c5,c2,27,?,?,surb={'id': '8ed9ca62-9bff-4a39-b6ba-d5225ef9bd69', 'route': ['p2', 'e7', 'i5', 'x1', 'p2', 'c5']}
1769394306.6911619,RECEIVED,ffc172bc-317c-46e8-a56f-bbf473ddf848,b6962f30-282c-4837-af30-b3b50da93438,c2,c5,27,p2,?,surb={'id': '9195a5a5-b479-4b31-b0a6-dd8cf4fbd959', 'route': ['p2', 'e12', 'i4', 'x3', 'p2', 'c2']}
1769394307.0278833,SENT,3085561e-3835-4658-bf4c-a30b3794bcb3,f38ee7f4-c487-4b18-8bb6-a78d724cb1ad,c5,c2,3384,?,p2,
1769394307.0280313,CREATED,7d009779-73b3-4ffd-bc94-9fe230bcdaef,9c56e9d6-b9df-4617-9bea-4b764cae4c5b,c5,c2,27,?,?,surb={'id': '8ed9ca62-9bff-4a39-b6ba-d5225ef9bd69', 'route': ['p2', 'e7', 'i5', 'x1', 'p2', 'c5']}
1769394307.5359967,RECEIVED,3dc0629d-dda4-48e0-b366-b1bf5ff05312,fa520aec-fdfe-45ca-8e5e-1deb42e664b4,c2,c5,27,p2,?,surb={'id': 'a737c11a-cf8c-4073-865c-37fa5ad096e8', 'route': ['p2', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769394307.7036176,RECEIVED,51cb7b76-debf-4c1c-870e-dd63e3169e4d,9f929e68-d827-492a-86bc-186a78006ad8,c2,c5,26,p2,?,surb={'id': 'b20e8248-42b5-4d4c-85bb-7fc6685b8dd5', 'route': ['p2', 'e9', 'i3', 'x6', 'p2', 'c2']}
1769394307.8087244,RECEIVED,a1bf82d1-93be-49eb-9445-a5be6dfcdae1,ea451607-27b4-4eb5-bc95-850c83b6e8ae,c2,c5,27,p2,?,surb={'id': '6d7f760d-aa64-4089-9a18-9a1ebed7ed98', 'route': ['p2', 'e3', 'i12', 'x8', 'p2', 'c2']}
1769394308.0586786,SENT,f1d463ef-3802-415e-bd20-48f1237ecb82,4445dd38-df2e-46ac-8f55-5c7d7d12098c,c5,c2,3393,?,p2,
1769394308.058834,CREATED,ed6b7a8f-3950-40d8-a6ef-b0edcee420bf,2e6b6136-e585-4d4d-9194-de9aa8103d26,c5,c2,27,?,?,surb={'id': '58f456c2-9cbf-4596-877c-bc56257a09c7', 'route': ['p2', 'e10', 'i10', 'x12', 'p2', 'c5']}
1769394308.155694,SENT,851f352c-424a-4734-ad7a-a384759b6757,9f3379ce-0d09-4218-bed0-7aa3c3aa26fa,c5,c2,3405,?,p2,
1769394308.156663,CREATED,de98ff38-083c-42d7-ba46-d631e6f5e85d,2e6b6136-e585-4d4d-9194-de9aa8103d26,c5,c2,27,?,?,surb={'id': '58f456c2-9cbf-4596-877c-bc56257a09c7', 'route': ['p2', 'e10', 'i10', 'x12', 'p2', 'c5']}
1769394308.3731441,SENT,47c316c8-2e5a-4694-8668-d60228a863e5,bebaecad-24b7-439f-99a1-f158f1e62312,c5,c2,3379,?,p2,
1769394308.3732917,CREATED,3b9b34a4-87b6-4c87-80ce-15bde78631eb,9bf8cdbc-0916-4e1d-a553-bdf69582b8f7,c5,c2,27,?,?,surb={'id': 'db3c2168-e68e-42da-b9b3-bd54afd8c246', 'route': ['p2', 'e10', 'i11', 'x3', 'p2', 'c5']}
1769394308.5815957,SENT,4f94003d-a162-498d-831a-93011cbe4eec,532a7900-e614-41f2-b09a-6d8e186b23e1,c5,c2,3392,?,p2,
1769394308.5842426,CREATED,cc7749f8-74cc-4477-8bad-31c931aad2aa,9bf8cdbc-0916-4e1d-a553-bdf69582b8f7,c5,c2,27,?,?,surb={'id': 'db3c2168-e68e-42da-b9b3-bd54afd8c246', 'route': ['p2', 'e10', 'i11', 'x3', 'p2', 'c5']}
1769394309.187196,RECEIVED,d53aa430-3a55-41b6-83e0-f7670dbb0edc,86689b0d-e59d-42ae-b71e-f54e6dcba2ab,c2,c5,27,p2,?,surb={'id': '67be2352-b713-448b-bb90-804525e0829e', 'route': ['p2', 'e2', 'i2', 'x12', 'p2', 'c2']}
1769394309.3663678,SENT,b3e9c1fc-1252-4c55-871b-664edf39d9a4,0a9c835c-d623-42c2-bcb3-a09eb576acc8,c5,c2,3384,?,p2,
1769394309.3664217,CREATED,e9d3fd2e-3f23-450f-b494-7efa374a1470,c48c41d5-c19e-430c-ba2d-163ee8684344,c5,c2,26,?,?,surb={'id': '40a06801-2b45-49ce-ba2a-8791b6d72222', 'route': ['p2', 'e6', 'i4', 'x12', 'p2', 'c5']}
1769394309.6044788,SENT,c8ca54f6-5bcb-400c-a3c4-1dc7795a6817,d2c78a00-4ca4-4149-bbc8-1eb9e1be18f9,c5,c2,3391,?,p2,
1769394309.604576,CREATED,8eadcf0b-180d-4818-a4bf-5a81232d3881,c48c41d5-c19e-430c-ba2d-163ee8684344,c5,c2,26,?,?,surb={'id': '40a06801-2b45-49ce-ba2a-8791b6d72222', 'route': ['p2', 'e6', 'i4', 'x12', 'p2', 'c5']}
1769394309.6964245,RECEIVED,170cb1fd-b942-4f04-8aed-9480d2cc8c9a,da4d7bab-0347-4320-8e14-f1311d580a73,c2,c5,27,p2,?,surb={'id': 'e8662ac6-901c-4254-88b1-1384d3c387bb', 'route': ['p2', 'e5', 'i8', 'x11', 'p2', 'c2']}
1769394309.7215433,RECEIVED,520e0ce4-63fd-4922-9a76-bb70861a18a7,fa520aec-fdfe-45ca-8e5e-1deb42e664b4,c2,c5,27,p2,?,surb={'id': 'a737c11a-cf8c-4073-865c-37fa5ad096e8', 'route': ['p2', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769394310.4654708,SENT,8a95bbc0-0ba7-4b5a-a830-00dd6705309c,fd71dbe9-60e8-4697-b818-54a6dc31cdcb,c5,c2,3384,?,p2,
1769394310.4656239,CREATED,bfe99576-6ca6-426d-907f-94ec8703db42,599a9078-fe69-4e80-95b2-b53c01eea470,c5,c2,27,?,?,surb={'id': '8ca0df74-6d0b-4901-8703-4629348d39ae', 'route': ['p2', 'e4', 'i2', 'x7', 'p2', 'c5']}
1769394310.56848,SENT,4eaa4a7b-3764-4e55-b394-dd6b6ece6532,48320807-9e3d-40fc-89be-8e14609509d2,c5,c2,3383,?,p2,
1769394310.568581,CREATED,00e3876f-1256-47b9-90e6-0d4e43f45e6f,599a9078-fe69-4e80-95b2-b53c01eea470,c5,c2,27,?,?,surb={'id': '8ca0df74-6d0b-4901-8703-4629348d39ae', 'route': ['p2', 'e4', 'i2', 'x7', 'p2', 'c5']}
1769394310.5857248,RECEIVED,b4bbe907-60b4-4be8-8201-fe22dfdc41e0,25d675f5-c9b5-4791-805d-d9485260546b,c2,c5,27,p2,?,surb={'id': '7855103b-afb5-4e5a-83be-fdad1961dc9b', 'route': ['p2', 'e11', 'i7', 'x3', 'p2', 'c2']}
1769394310.6859188,RECEIVED,0b9e5372-36af-4afc-a2d6-b2e460a9b604,9f929e68-d827-492a-86bc-186a78006ad8,c2,c5,26,p2,?,surb={'id': 'b20e8248-42b5-4d4c-85bb-7fc6685b8dd5', 'route': ['p2', 'e9', 'i3', 'x6', 'p2', 'c2']}
1769394310.9528253,RECEIVED,6d2c3a79-1234-4e31-8e64-51d0ae0539d8,040d1949-0a4e-4771-866e-b1a0dde70b02,c2,c5,27,p2,?,surb={'id': 'a6876c7f-0646-4bae-b18c-8a2a89bd960f', 'route': ['p2', 'e8', 'i10', 'x3', 'p2', 'c2']}
1769394311.0408423,RECEIVED,0081bfb7-6f0a-42d1-ac5b-bfe3d4c81be6,25d675f5-c9b5-4791-805d-d9485260546b,c2,c5,27,p2,?,surb={'id': '7855103b-afb5-4e5a-83be-fdad1961dc9b', 'route': ['p2', 'e11', 'i7', 'x3', 'p2', 'c2']}
1769394311.2153308,RECEIVED,9d214554-9c2b-4a67-b080-2caa9401bdd7,86689b0d-e59d-42ae-b71e-f54e6dcba2ab,c2,c5,27,p2,?,surb={'id': '67be2352-b713-448b-bb90-804525e0829e', 'route': ['p2', 'e2', 'i2', 'x12', 'p2', 'c2']}
1769394311.2495604,RECEIVED,d8ca5cb7-d4bb-40a7-990a-a1623a99b930,ff7ea672-1577-489b-9522-a2eac97da58e,c2,c5,27,p2,?,surb={'id': 'df7bc120-08a9-454c-8d8f-875982f154d4', 'route': ['p2', 'e2', 'i10', 'x5', 'p2', 'c2']}
1769394311.4015768,RECEIVED,8bd33820-c490-4fe7-8bf5-f54ffd4f91e0,6976d0f7-549d-4f2d-a541-83531a0359df,c2,c5,27,p2,?,surb={'id': '96e9bb7e-9b37-4bf4-86a1-a918b8bdcb0a', 'route': ['p2', 'e7', 'i9', 'x3', 'p2', 'c2']}
1769394311.5305812,SENT,45ef84ad-0ce1-44fd-9c19-e3bdcdbe113e,f85aeab7-b396-4fbb-bd2e-4ed1e2d739c5,c5,c2,3381,?,p2,
1769394311.5307298,CREATED,9f773e2e-8b31-4669-b143-c77c6a9b3f9e,009acc73-6daa-4ed4-9b34-d520d0c32b31,c5,c2,27,?,?,surb={'id': '265a1600-72f5-4724-b054-53b14c986fe7', 'route': ['p2', 'e10', 'i8', 'x6', 'p2', 'c5']}
1769394311.9239519,RECEIVED,fc15806c-88f7-44f1-9b15-64119a5a2e21,040d1949-0a4e-4771-866e-b1a0dde70b02,c2,c5,27,p2,?,surb={'id': 'a6876c7f-0646-4bae-b18c-8a2a89bd960f', 'route': ['p2', 'e8', 'i10', 'x3', 'p2', 'c2']}
1769394311.9685295,RECEIVED,99767e52-c23b-4f54-8f82-d32ee5d43ba1,2f82e21e-d4ea-46f6-89be-2f298c6addfa,c2,c5,27,p2,?,surb={'id': '32b45dcc-d2da-47fb-bfde-4afc250323b0', 'route': ['p2', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769394312.450127,SENT,bcc90c65-8483-413f-b78f-882124da7896,1b54beeb-c83f-4c45-807b-0af9ef843f79,c5,c2,3364,?,p2,
1769394312.4502764,CREATED,23a71cdb-3b08-4334-90a1-b9f988dadfd6,009acc73-6daa-4ed4-9b34-d520d0c32b31,c5,c2,27,?,?,surb={'id': '265a1600-72f5-4724-b054-53b14c986fe7', 'route': ['p2', 'e10', 'i8', 'x6', 'p2', 'c5']}
1769394312.5628278,SENT,62f260bb-3960-43d0-bee8-90612264fafb,52710bbd-be89-40be-8467-fb06f878dd3f,c5,c2,3376,?,p2,
1769394312.562976,CREATED,d52f468a-ea9d-47fb-a0f4-3e819eeef241,65f75893-86b5-4af1-a892-007f82221c4f,c5,c2,27,?,?,surb={'id': '8e6013a3-5b23-4473-8465-b1f7dba7acc9', 'route': ['p2', 'e9', 'i5', 'x4', 'p2', 'c5']}
1769394312.675493,SENT,b7ffb83f-eb25-4e7e-bfdf-894be9e4e5f4,c6b63f60-537b-46b5-abc5-67fce8964ddc,c5,c2,3378,?,p2,
1769394312.6756403,CREATED,b3e5b150-7bf8-4472-9b3d-b4000dc6eafd,65f75893-86b5-4af1-a892-007f82221c4f,c5,c2,27,?,?,surb={'id': '8e6013a3-5b23-4473-8465-b1f7dba7acc9', 'route': ['p2', 'e9', 'i5', 'x4', 'p2', 'c5']}
1769394313.0206478,RECEIVED,543ab10d-322d-47e8-a321-7790ecf86aaa,feaf74fe-d30c-4c0d-9552-f91209402189,c2,c5,27,p2,?,surb={'id': 'dc6ad6a1-6929-497b-aaaf-d471a99c1d47', 'route': ['p2', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769394313.040202,SENT,bb3f4757-440a-480f-8b12-9868967126cc,34a2cd51-2133-46be-a9c1-fdaa755a9c62,c5,c2,3380,?,p2,
1769394313.0403504,CREATED,98f61472-12b0-4509-af30-8db9af5064b6,f2afc2e5-bbe2-4dd5-b6fa-0fa2a739dc7e,c5,c2,27,?,?,surb={'id': 'e5aaa43c-0faa-46c3-9347-eb49c75eb87a', 'route': ['p2', 'e4', 'i8', 'x12', 'p2', 'c5']}
1769394313.4272718,RECEIVED,4e63bcd8-c55e-44fc-a51b-5b40bfe3afe7,6976d0f7-549d-4f2d-a541-83531a0359df,c2,c5,27,p2,?,surb={'id': '96e9bb7e-9b37-4bf4-86a1-a918b8bdcb0a', 'route': ['p2', 'e7', 'i9', 'x3', 'p2', 'c2']}
1769394313.619491,SENT,01ebd97f-22f2-4c46-a0d3-966a3411c144,d73bb5eb-158b-4c0e-afad-a45bba89638f,c5,c2,3393,?,p2,
1769394313.6196527,CREATED,f48f45d6-a0d8-4a31-a309-8d88ed444360,f2afc2e5-bbe2-4dd5-b6fa-0fa2a739dc7e,c5,c2,27,?,?,surb={'id': 'e5aaa43c-0faa-46c3-9347-eb49c75eb87a', 'route': ['p2', 'e4', 'i8', 'x12', 'p2', 'c5']}
1769394313.7378588,SENT,fde92e1f-00b5-4e70-901a-848505143c8b,4a227dba-e12b-4f4f-b481-5da379237819,c5,c2,3387,?,p2,
1769394313.7380068,CREATED,98ae2e29-833a-462b-ac4d-d9008fba14f6,1421d61a-1642-4d84-aec5-6c4a5e2117ac,c5,c2,27,?,?,surb={'id': '9227be67-a021-48ff-bcdc-ad581132b0fe', 'route': ['p2', 'e10', 'i2', 'x11', 'p2', 'c5']}
1769394313.9197931,SENT,2786d1b8-f82e-4d2b-95cf-b67fd7cd7263,01b0b121-9f74-4145-a6a6-4637d3a813bb,c5,c2,3399,?,p2,
1769394313.9199445,CREATED,7107ba1f-c086-4a78-b90a-efbe2d0bc6b9,1421d61a-1642-4d84-aec5-6c4a5e2117ac,c5,c2,27,?,?,surb={'id': '9227be67-a021-48ff-bcdc-ad581132b0fe', 'route': ['p2', 'e10', 'i2', 'x11', 'p2', 'c5']}
1769394314.2889817,SENT,3f80979e-5a08-48f3-a436-dcf16d2ed061,3be902cb-4aaf-4a60-80f7-7ba49c4827b1,c5,c2,3391,?,p2,
1769394314.289821,CREATED,6987b8c1-07f7-4969-bea5-a83b59769b1d,5eed661f-5270-4315-aa3a-c90798ffb243,c5,c2,27,?,?,surb={'id': '1c2527f6-a82c-4551-b27b-a24a23ae340d', 'route': ['p2', 'e6', 'i10', 'x12', 'p2', 'c5']}
1769394314.5423393,SENT,9d68ea18-cace-41ca-9ebf-97da026fbe08,c4b4d251-89f2-4d84-a190-b7a3e57cbe4c,c5,c2,3387,?,p2,
1769394314.542488,CREATED,b6e953a9-7043-433a-af52-cf35d9d642b5,5eed661f-5270-4315-aa3a-c90798ffb243,c5,c2,27,?,?,surb={'id': '1c2527f6-a82c-4551-b27b-a24a23ae340d', 'route': ['p2', 'e6', 'i10', 'x12', 'p2', 'c5']}
1769394314.888525,SENT,c58a7e2e-e50d-4550-9bef-6b6477adb105,06442158-06ec-4a54-9782-747f82ed0eea,c5,c2,3371,?,p2,
1769394314.8886752,CREATED,bab46268-e697-44d9-acac-21e6520551ee,b98dc70f-a3a7-45ec-92f5-051f885f9cfb,c5,c2,27,?,?,surb={'id': '541672ad-2aa6-4b08-b152-6351ce9e1399', 'route': ['p2', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769394315.1195633,RECEIVED,d89196aa-6a0d-417c-a5d7-8a12258a74a3,2f82e21e-d4ea-46f6-89be-2f298c6addfa,c2,c5,27,p2,?,surb={'id': '32b45dcc-d2da-47fb-bfde-4afc250323b0', 'route': ['p2', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769394315.1346657,RECEIVED,be453cd6-8a75-4615-a475-85d2dce6b347,feaf74fe-d30c-4c0d-9552-f91209402189,c2,c5,27,p2,?,surb={'id': 'dc6ad6a1-6929-497b-aaaf-d471a99c1d47', 'route': ['p2', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769394315.1939394,RECEIVED,3f44af67-70b6-41b0-a38f-88ba357df75f,fc78f84d-655f-4a29-9390-c230381d060e,c2,c5,27,p2,?,surb={'id': '013ba57f-6709-48e1-a5e3-773a293c8d7a', 'route': ['p2', 'e10', 'i5', 'x8', 'p2', 'c2']}
1769394315.2564292,SENT,22e58010-06ca-4f72-9e02-9e9a4ca1dd90,76b812e8-c3f8-49ed-b196-4d0e9fff4ab6,c5,c2,3399,?,p2,
1769394315.2565308,CREATED,6b5e5813-7d0f-423d-b65d-501f39863fa2,b98dc70f-a3a7-45ec-92f5-051f885f9cfb,c5,c2,27,?,?,surb={'id': '541672ad-2aa6-4b08-b152-6351ce9e1399', 'route': ['p2', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769394315.575801,RECEIVED,0c1f88e2-0bbd-4256-a4c4-c984789823c6,fc78f84d-655f-4a29-9390-c230381d060e,c2,c5,27,p2,?,surb={'id': '013ba57f-6709-48e1-a5e3-773a293c8d7a', 'route': ['p2', 'e10', 'i5', 'x8', 'p2', 'c2']}
1769394315.7588449,SENT,59aaa3ed-9556-44c0-b548-2f4bf3e9a2f9,55846cc9-c846-4cc8-a2a8-d8217ef85931,c5,c2,3388,?,p2,
1769394315.7589474,CREATED,85ea31df-7d23-4a11-8522-14a0e20a6de1,dc91aab7-b900-4f51-8ad6-f05ae6c68cba,c5,c2,27,?,?,surb={'id': 'efbec6e4-0519-400c-ab16-e74cbef7ef97', 'route': ['p2', 'e7', 'i6', 'x9', 'p2', 'c5']}
1769394315.82373,SENT,d8ed3a0e-b41b-4639-97ec-1da0a4fa35af,291c9db8-501a-4756-a783-d37cee28869c,c5,c2,3359,?,p2,
1769394315.8238459,CREATED,c873faab-de48-46f8-9ab9-c5d1c07cf09a,dc91aab7-b900-4f51-8ad6-f05ae6c68cba,c5,c2,27,?,?,surb={'id': 'efbec6e4-0519-400c-ab16-e74cbef7ef97', 'route': ['p2', 'e7', 'i6', 'x9', 'p2', 'c5']}
1769394316.3693025,SENT,ef729c29-ec6e-44ea-b792-4c447d0a01ff,1ef5cb31-35dc-41e0-833f-d19460b91b40,c5,c2,3359,?,p2,
1769394316.3694544,CREATED,a4881fd5-edcb-4d73-8239-d75c1804a3a7,6a9b76bf-c33d-4c02-bf3f-c998b89aebcb,c5,c2,27,?,?,surb={'id': 'f51f4f52-124e-4e6a-a7e9-d3e8179a3cb9', 'route': ['p2', 'e10', 'i3', 'x10', 'p2', 'c5']}
1769394316.3950202,SENT,f470f10d-c84d-414a-9fb5-e9a148ee2f39,2da6fc42-f58b-476b-ba70-39cb2aaa2065,c5,c2,3387,?,p2,
1769394316.395347,CREATED,b767a49c-5667-4e26-8bc4-9469ea745993,6a9b76bf-c33d-4c02-bf3f-c998b89aebcb,c5,c2,27,?,?,surb={'id': 'f51f4f52-124e-4e6a-a7e9-d3e8179a3cb9', 'route': ['p2', 'e10', 'i3', 'x10', 'p2', 'c5']}
1769394316.57525,SENT,10570eea-7545-4d0e-95ea-c265ee145e6c,39b4a58a-9364-4ed9-aa27-c63e3b7f3dab,c5,c2,3396,?,p2,
1769394316.5753515,CREATED,43ded24a-2004-48cb-b84c-ad8a8273884d,957fd75b-1098-445c-89f9-06d6bf7b775b,c5,c2,27,?,?,surb={'id': '78ceb39d-396f-4922-b7df-80f7cc4a9b5b', 'route': ['p2', 'e10', 'i7', 'x6', 'p2', 'c5']}
1769394316.638263,SENT,afaa9926-af02-43f6-98ea-44d562ca7d4c,5dc11584-ff14-4966-a5f2-2f8cd6808ec6,c5,c2,3384,?,p2,
1769394316.6383631,CREATED,dfca3142-87a8-4f0f-97f7-7937925492b9,957fd75b-1098-445c-89f9-06d6bf7b775b,c5,c2,27,?,?,surb={'id': '78ceb39d-396f-4922-b7df-80f7cc4a9b5b', 'route': ['p2', 'e10', 'i7', 'x6', 'p2', 'c5']}
1769394316.6665227,SENT,aeb1e0e4-2a3f-4331-af81-5650a9a222c1,7a8d8ba7-d98c-4580-b204-87d077c36d45,c5,c2,3383,?,p2,
1769394316.6666317,CREATED,28fbc785-f6a6-4ca9-af11-712d8ecaa5fb,3d633fca-7e5c-4b03-915d-5f4a586356e6,c5,c2,26,?,?,surb={'id': '11a5b400-4ee1-4716-9c86-0de67b80d136', 'route': ['p2', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769394316.8185306,RECEIVED,cb649e31-7472-4e74-b6ee-cf0980b3447a,46c3b6dd-5f1a-4419-98d5-db8efbb613a9,c2,c5,27,p2,?,surb={'id': 'ff2e35e1-45da-41ce-ad49-881c7688ffcb', 'route': ['p2', 'e4', 'i12', 'x3', 'p2', 'c2']}
1769394316.840998,RECEIVED,363773b8-2e54-42c6-8133-a494600bf01d,eefe6e36-a90a-4879-a93f-9226a44f3959,c2,c5,27,p2,?,surb={'id': 'dfac3ad3-ef46-4059-858d-67df6bbb6ee4', 'route': ['p2', 'e4', 'i3', 'x2', 'p2', 'c2']}
1769394317.0663028,RECEIVED,7eff2cd0-609e-4ef4-9e0c-b7b73d6f0b90,ff7ea672-1577-489b-9522-a2eac97da58e,c2,c5,27,p2,?,surb={'id': 'df7bc120-08a9-454c-8d8f-875982f154d4', 'route': ['p2', 'e2', 'i10', 'x5', 'p2', 'c2']}
1769394317.1344743,SENT,d9a32359-3203-4a05-887c-c73ae7318b7f,c3c21966-af80-414a-89f7-4eedc0341ce8,c5,c2,3383,?,p2,
1769394317.1346195,CREATED,2d79f0d1-82aa-4f06-bc11-cc5f028f7732,3d633fca-7e5c-4b03-915d-5f4a586356e6,c5,c2,26,?,?,surb={'id': '11a5b400-4ee1-4716-9c86-0de67b80d136', 'route': ['p2', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769394317.2298746,RECEIVED,08d5e26d-0fca-414a-bbfd-7ac2127996db,15266c30-23ba-4755-a11b-c1a1a727d12b,c2,c5,27,p2,?,surb={'id': 'aaa60c5a-e8a6-49d8-a89c-1c364a48c142', 'route': ['p2', 'e1', 'i2', 'x6', 'p2', 'c2']}
1769394317.347912,RECEIVED,2accf4f5-e61e-44ee-a841-9fa7fb1c8b66,15266c30-23ba-4755-a11b-c1a1a727d12b,c2,c5,27,p2,?,surb={'id': 'aaa60c5a-e8a6-49d8-a89c-1c364a48c142', 'route': ['p2', 'e1', 'i2', 'x6', 'p2', 'c2']}
1769394317.624279,RECEIVED,d7f4ad82-4fc0-4862-8019-cb7664b61888,fdcf837a-ecc5-4396-9c22-5ec0aec1b177,c2,c5,26,p2,?,surb={'id': 'ebc693d0-a146-4b65-bf08-41cd8ba88f78', 'route': ['p2', 'e1', 'i6', 'x11', 'p2', 'c2']}
1769394318.2138011,SENT,c64c4eb7-560c-460e-936b-7b8c82753e8c,73c1f1b8-d16d-4a15-94be-4eb45c833605,c5,c2,3392,?,p2,
1769394318.2139661,CREATED,7823e5ff-ffbc-4c89-8141-65e20dc04192,38eacff1-f253-4a3f-86a9-5dffcd8c238b,c5,c2,27,?,?,surb={'id': '9c74bed1-907f-4efb-a6cc-7da838ce54f9', 'route': ['p2', 'e3', 'i11', 'x7', 'p2', 'c5']}
1769394318.3050876,SENT,ce18ca60-7689-4456-a50d-7d9fd54596dd,f8a741c5-0b76-40c6-b438-717eea9362cb,c5,c2,3391,?,p2,
1769394318.3052351,CREATED,09d507e0-c2e7-4dd1-acef-ddd00fb11ee9,38eacff1-f253-4a3f-86a9-5dffcd8c238b,c5,c2,27,?,?,surb={'id': '9c74bed1-907f-4efb-a6cc-7da838ce54f9', 'route': ['p2', 'e3', 'i11', 'x7', 'p2', 'c5']}
1769394318.577953,SENT,3d574774-0b36-41e7-9fff-a707dd7885e5,9b3488dc-87fb-438c-9131-6f87157b8f54,c5,c2,3384,?,p2,
1769394318.5780847,CREATED,5d159796-7bf7-43d4-9209-3b703af985c4,89853898-769c-449c-885f-bf41d8890f22,c5,c2,27,?,?,surb={'id': '89f34cfe-7816-4ad0-9926-157fccb791f2', 'route': ['p2', 'e7', 'i12', 'x5', 'p2', 'c5']}
1769394318.6471848,RECEIVED,2e865aae-2be1-4c00-bf7f-c1ca7bf1a401,fdcf837a-ecc5-4396-9c22-5ec0aec1b177,c2,c5,26,p2,?,surb={'id': 'ebc693d0-a146-4b65-bf08-41cd8ba88f78', 'route': ['p2', 'e1', 'i6', 'x11', 'p2', 'c2']}
1769394318.7735045,RECEIVED,0a11617e-2a69-4dee-91b5-9e3b1e75e838,09935cc9-bc28-471e-930e-5290fe52e6e0,c2,c5,26,p2,?,surb={'id': '2a76bf7e-f130-41ea-b173-7640c828a94e', 'route': ['p2', 'e7', 'i12', 'x11', 'p2', 'c2']}
1769394318.845223,SENT,2a7abce5-dc6e-4fc0-b24c-b5256ccd2d78,ffa20c8a-2231-4f92-b82b-5141e23da19a,c5,c2,3363,?,p2,
1769394318.8453252,CREATED,fe46200c-da89-4265-b0b9-be9120a336bb,89853898-769c-449c-885f-bf41d8890f22,c5,c2,27,?,?,surb={'id': '89f34cfe-7816-4ad0-9926-157fccb791f2', 'route': ['p2', 'e7', 'i12', 'x5', 'p2', 'c5']}
1769394318.8616102,RECEIVED,37012d59-9160-4860-b337-f49facc5abe5,62b5aa3c-f9c6-488e-ae4a-b2e763cb6148,c2,c5,27,p2,?,surb={'id': '633a02c9-e4e0-42ea-8339-f10f3f2e728a', 'route': ['p2', 'e12', 'i6', 'x3', 'p2', 'c2']}
1769394319.1775358,SENT,70943681-9872-4866-95d6-385acdd006b7,9841bc0b-d1fd-4169-8166-c1010d5f51d7,c5,c2,3393,?,p2,
1769394319.177635,CREATED,85509dad-21bb-4e57-a0a2-9c11d5ba1fa9,5f300479-895e-43ec-b0a8-168c1a0c970b,c5,c2,27,?,?,surb={'id': 'd0f23313-e0dd-4dbe-ae78-823e7bcd0f25', 'route': ['p2', 'e12', 'i8', 'x3', 'p2', 'c5']}
1769394319.515167,RECEIVED,816a7771-3e3a-433f-9e95-268ee59e9901,09935cc9-bc28-471e-930e-5290fe52e6e0,c2,c5,26,p2,?,surb={'id': '2a76bf7e-f130-41ea-b173-7640c828a94e', 'route': ['p2', 'e7', 'i12', 'x11', 'p2', 'c2']}
1769394319.592196,RECEIVED,56b00de1-ea0b-48b9-b91f-3ffc9e6f590d,62b5aa3c-f9c6-488e-ae4a-b2e763cb6148,c2,c5,27,p2,?,surb={'id': '633a02c9-e4e0-42ea-8339-f10f3f2e728a', 'route': ['p2', 'e12', 'i6', 'x3', 'p2', 'c2']}
