timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769393904.006673,SENT,18f103ae-52d9-45ad-9e92-1b1801931e90,887abba6-5b0c-4e53-8745-78e3ff1b260c,c3,c1,3377,?,p3,
1769393904.0068173,CREATED,8f5f1aee-be00-48a2-b905-e6953602966c,18542506-9aa5-464e-a03c-957753d4f58e,c3,c1,25,?,?,surb={'id': '052cf33c-42d4-4d26-9cb0-051d50fbbee3', 'route': ['p1', 'e7', 'i12', 'x5', 'p3', 'c3']}
1769393904.0388918,RECEIVED,af5db9cb-5c1a-43ee-82cf-eecf95311510,9e86e0c5-1930-4fa0-b969-b8c50ab1772e,c1,c3,27,p3,?,surb={'id': '92d6dc14-3939-48e0-b311-9af1f64b4da9', 'route': ['p3', 'e4', 'i1', 'x8', 'p1', 'c1']}
1769393904.1012132,RECEIVED,7b0321c9-dce2-4f6d-8246-1c4cc56c2f91,f54a2c86-e85a-4f7c-b20b-def1e137b7a9,c1,c3,27,p3,?,surb={'id': '7adee15b-8904-459f-881a-9315d994cf6a', 'route': ['p3', 'e3', 'i8', 'x7', 'p1', 'c1']}
1769393904.3306324,SENT,29012fb7-98a7-4f53-9f52-8543301f6adf,2b4c8662-fc42-4942-b023-328dc4b3411d,c3,c1,3384,?,p3,
1769393904.330726,CREATED,76585c7c-70a2-4f59-9d9a-c3ee94178dbb,67f97f82-4e7f-44e3-b953-814ccd0e5721,c3,c1,26,?,?,surb={'id': '0dab222e-6e53-404d-96e6-ea0e33425104', 'route': ['p1', 'e8', 'i5', 'x9', 'p3', 'c3']}
1769393904.376702,RECEIVED,6f5d5a62-4839-465a-84a4-ff3d000bd16f,d67f20e9-8d7c-48ac-8cde-6595be17457c,c1,c3,27,p3,?,surb={'id': 'eaf0c59f-d767-4101-be48-fe42f9b9415e', 'route': ['p3', 'e5', 'i7', 'x2', 'p1', 'c1']}
1769393904.4972534,RECEIVED,7cb8f684-a87d-46a5-aa30-c74696742ef9,f54a2c86-e85a-4f7c-b20b-def1e137b7a9,c1,c3,27,p3,?,surb={'id': '7adee15b-8904-459f-881a-9315d994cf6a', 'route': ['p3', 'e3', 'i8', 'x7', 'p1', 'c1']}
1769393904.5416844,RECEIVED,1646ddbf-839e-48ec-a5db-514e5663b0aa,9e86e0c5-1930-4fa0-b969-b8c50ab1772e,c1,c3,27,p3,?,surb={'id': '92d6dc14-3939-48e0-b311-9af1f64b4da9', 'route': ['p3', 'e4', 'i1', 'x8', 'p1', 'c1']}
1769393904.6286805,SENT,3578228c-ee44-49fc-9966-16333fb4349f,c1eb06e1-f373-4399-bc11-dc1526ab346d,c3,c1,3384,?,p3,
1769393904.6288474,CREATED,c3ba6afd-1c50-4422-b17d-19e61c074cd5,67f97f82-4e7f-44e3-b953-814ccd0e5721,c3,c1,26,?,?,surb={'id': '0dab222e-6e53-404d-96e6-ea0e33425104', 'route': ['p1', 'e8', 'i5', 'x9', 'p3', 'c3']}
1769393904.6453557,SENT,8e22e3d1-ece9-467c-b8ff-9bf705fa57fb,a334854d-d797-4d2d-a013-637096856de6,c3,c1,3363,?,p3,
1769393904.6455197,CREATED,5671f5dd-138f-4694-bbfd-748ae683ce2d,ae6bffbd-4637-4551-9533-58884c8ef6ab,c3,c1,27,?,?,surb={'id': 'db372469-04d1-41d3-a748-15e10705230c', 'route': ['p1', 'e3', 'i7', 'x3', 'p3', 'c3']}
1769393904.654572,SENT,f71cc05c-3974-4a4f-984e-3781b9a08e02,43292130-49b3-4323-8b01-add58bdb453a,c3,c1,3397,?,p3,
1769393904.6547132,CREATED,feeead67-42a2-4159-b7c3-60b4bc314bfc,ae6bffbd-4637-4551-9533-58884c8ef6ab,c3,c1,27,?,?,surb={'id': 'db372469-04d1-41d3-a748-15e10705230c', 'route': ['p1', 'e3', 'i7', 'x3', 'p3', 'c3']}
1769393904.699987,RECEIVED,1de6403c-9370-4320-9b3a-cc4f04843f44,ba035b30-23f7-4e04-b883-b09311eb713f,c1,c3,27,p3,?,surb={'id': '8775b63e-4d56-4297-96b3-5feb2742f583', 'route': ['p3', 'e2', 'i11', 'x9', 'p1', 'c1']}
1769393904.8367596,SENT,b42f1832-6068-450c-a949-bdb40d65e189,ce583387-57d5-42ec-8bab-66c169f0f275,c3,c1,3379,?,p3,
1769393904.836827,CREATED,fad349a4-75ba-46c5-8090-30436b54af76,33b533ee-3a4f-45df-90ca-c2c5f89cf427,c3,c1,27,?,?,surb={'id': 'd75ec4ee-d249-4ada-bad7-cbfa95e431bd', 'route': ['p1', 'e8', 'i2', 'x1', 'p3', 'c3']}
1769393904.9231966,SENT,74590fd9-20a3-423a-bf86-31a9d351042c,6be16d6f-eb2d-43d7-af1e-78bb1394b422,c3,c1,3368,?,p3,
1769393904.923295,CREATED,6d5da66c-1001-4b9a-b07c-dbe39d7e7d1e,33b533ee-3a4f-45df-90ca-c2c5f89cf427,c3,c1,27,?,?,surb={'id': 'd75ec4ee-d249-4ada-bad7-cbfa95e431bd', 'route': ['p1', 'e8', 'i2', 'x1', 'p3', 'c3']}
1769393905.2162628,SENT,2110fc55-dfe7-4793-a21e-f438a2bd2dde,4d4059ff-6d6f-452e-9ea3-0265fd6ee0ea,c3,c1,3360,?,p3,
1769393905.216389,CREATED,081a5a77-e540-4045-a477-36fa81829631,94ff5193-f5cc-4520-934a-abe6588f0459,c3,c1,26,?,?,surb={'id': '6e7ce62b-a8bf-42c0-ab83-7ee77b65e5ee', 'route': ['p1', 'e7', 'i8', 'x7', 'p3', 'c3']}
1769393905.5204713,SENT,3b9e48cf-9b58-4769-bf36-3ffa1d57ecdc,c05f8b1b-a222-4fa6-a280-f79e774e57e9,c3,c1,3379,?,p3,
1769393905.520528,CREATED,545898da-4365-4cf9-b3a9-0cb5de1c6253,94ff5193-f5cc-4520-934a-abe6588f0459,c3,c1,26,?,?,surb={'id': '6e7ce62b-a8bf-42c0-ab83-7ee77b65e5ee', 'route': ['p1', 'e7', 'i8', 'x7', 'p3', 'c3']}
1769393905.9551134,SENT,0262242c-3b33-47b3-92a9-49a5e3039c3e,8b232478-1b94-467d-9522-219574089fa5,c3,c1,3352,?,p3,
1769393905.9552782,CREATED,dad516f5-bb54-4be8-8e0b-a58c6b1f0b31,e7b89b31-d86f-49d2-9292-74015c986a23,c3,c1,25,?,?,surb={'id': 'eea85115-f7ee-41ec-907e-b234d4135c50', 'route': ['p1', 'e3', 'i2', 'x9', 'p3', 'c3']}
1769393906.0459578,RECEIVED,d9ace5c2-f2f8-4fee-b0b3-cad35dc14374,7f5d9000-1bff-4412-8014-6dd04bc8cd18,c1,c3,27,p3,?,surb={'id': '78d5bcb0-e0f7-4174-8b1f-31a381018e99', 'route': ['p3', 'e11', 'i5', 'x12', 'p1', 'c1']}
1769393906.5450814,RECEIVED,c41c9546-ac11-4175-aa63-17ba8c64dfe2,ba035b30-23f7-4e04-b883-b09311eb713f,c1,c3,27,p3,?,surb={'id': '8775b63e-4d56-4297-96b3-5feb2742f583', 'route': ['p3', 'e2', 'i11', 'x9', 'p1', 'c1']}
1769393906.685045,RECEIVED,5fe739a6-51e3-4383-be0a-64e6a1780936,8abef79a-05e8-456f-b61f-1533ce9c565a,c1,c3,27,p3,?,surb={'id': '43dde58f-7474-46ea-806e-ed99740a75e4', 'route': ['p3', 'e7', 'i9', 'x5', 'p1', 'c1']}
1769393906.9030306,SENT,d19a81d5-efdb-4d58-9bf1-02b9ff6f8202,43b0470a-d72d-4ecd-98ab-b1216de7a717,c3,c1,3376,?,p3,
1769393906.9039693,CREATED,51ccfecf-4bc2-41af-bd8a-0a34825a2458,e7b89b31-d86f-49d2-9292-74015c986a23,c3,c1,25,?,?,surb={'id': 'eea85115-f7ee-41ec-907e-b234d4135c50', 'route': ['p1', 'e3', 'i2', 'x9', 'p3', 'c3']}
1769393907.162691,RECEIVED,922578dc-bfa2-4c47-847f-07556ebfac9c,8abef79a-05e8-456f-b61f-1533ce9c565a,c1,c3,27,p3,?,surb={'id': '43dde58f-7474-46ea-806e-ed99740a75e4', 'route': ['p3', 'e7', 'i9', 'x5', 'p1', 'c1']}
1769393907.6913753,RECEIVED,074a504d-c8e1-4b4c-ab06-d7f249ade67c,7f5d9000-1bff-4412-8014-6dd04bc8cd18,c1,c3,27,p3,?,surb={'id': '78d5bcb0-e0f7-4174-8b1f-31a381018e99', 'route': ['p3', 'e11', 'i5', 'x12', 'p1', 'c1']}
1769393907.7263317,SENT,c01f4fed-e1f1-405c-99f6-c9a1b0148fb3,9ad186c6-e72a-49e2-b1cb-d9bc5519e9e5,c3,c1,3355,?,p3,
1769393907.7264788,CREATED,6c3ac4db-436a-43bc-ac1c-43ed623e3d92,b1c00f32-fab6-4f18-bbd1-c5230da2889d,c3,c1,26,?,?,surb={'id': 'f21c3f72-e09d-4051-85ff-8e4603322b16', 'route': ['p1', 'e2', 'i8', 'x1', 'p3', 'c3']}
1769393907.8252,SENT,42c1cac6-6bb9-49a6-a6ad-a7d368e2628b,22fc1b69-c4b6-4a9b-b804-2c73ea0ec84b,c3,c1,3364,?,p3,
1769393907.8253496,CREATED,2fa371c1-9f4a-4710-a9fc-38433210884c,b1c00f32-fab6-4f18-bbd1-c5230da2889d,c3,c1,26,?,?,surb={'id': 'f21c3f72-e09d-4051-85ff-8e4603322b16', 'route': ['p1', 'e2', 'i8', 'x1', 'p3', 'c3']}
1769393908.0069172,SENT,5f0daa4a-4911-46c5-bee7-ffcb9ee393b3,cd3168f9-8fa6-4818-a0c7-727f8d4b9f3d,c3,c1,3375,?,p3,
1769393908.0071266,CREATED,37d1b6f9-cb60-49d8-a6d2-929f59e9bfa1,775b0e64-75c1-469a-a891-0f1a0acac794,c3,c1,27,?,?,surb={'id': 'a5230022-b79b-40d7-aed4-f13b41fb3519', 'route': ['p1', 'e9', 'i2', 'x5', 'p3', 'c3']}
1769393908.1666489,RECEIVED,4b1eafc5-1dcb-4660-9ec9-a3f61ea6ca11,5d4f753a-9df2-4571-8367-7ac5bb57cc9f,c1,c3,26,p3,?,surb={'id': '440eabb9-f1b8-47d1-b7b0-1261ea8cd646', 'route': ['p3', 'e8', 'i11', 'x8', 'p1', 'c1']}
1769393908.6768038,RECEIVED,6efd5b83-194d-4ff6-af20-63bf1650d10d,8b68ef63-74af-4322-ac9a-9ea8f0c5dd64,c1,c3,27,p3,?,surb={'id': '132c19af-955b-481f-8df4-8c9713429bd9', 'route': ['p3', 'e10', 'i8', 'x8', 'p1', 'c1']}
1769393908.6869862,SENT,bce6211a-8f12-4ebc-bffa-6fb231d83f66,0070063f-cb8d-4bc5-8b41-4af2bdacbac8,c3,c1,3376,?,p3,
1769393908.687155,CREATED,34a8306c-abb9-4656-b259-8e188a612d92,775b0e64-75c1-469a-a891-0f1a0acac794,c3,c1,27,?,?,surb={'id': 'a5230022-b79b-40d7-aed4-f13b41fb3519', 'route': ['p1', 'e9', 'i2', 'x5', 'p3', 'c3']}
1769393908.754733,SENT,0197c580-6a76-42cd-a7da-ccbf22603515,6eb74e1f-a10d-4ccb-8656-809747136c67,c3,c1,3384,?,p3,
1769393908.7548068,CREATED,3cb22537-f078-4649-b563-8d561da0c140,69b2e4a2-dacc-451f-afc3-fe2337bfc659,c3,c1,26,?,?,surb={'id': 'c27e3671-3109-458c-8f50-c801694cdb91', 'route': ['p1', 'e11', 'i2', 'x4', 'p3', 'c3']}
1769393908.8295841,RECEIVED,d6461c00-7233-465c-97ec-1eba27389a2d,38a70665-6682-4a6b-a664-3313a6a1f524,c1,c3,27,p3,?,surb={'id': 'c8ff9318-ca72-48e1-8c81-db4359b2ed21', 'route': ['p3', 'e4', 'i10', 'x8', 'p1', 'c1']}
1769393908.8616707,SENT,54ed73aa-472e-485d-bc83-c911f00bb7a7,c9e2d97b-93e0-4ed3-8014-79fdd12c6774,c3,c1,3400,?,p3,
1769393908.8617456,CREATED,e4ad7376-8118-453f-811c-d69bb8569dfb,69b2e4a2-dacc-451f-afc3-fe2337bfc659,c3,c1,26,?,?,surb={'id': 'c27e3671-3109-458c-8f50-c801694cdb91', 'route': ['p1', 'e11', 'i2', 'x4', 'p3', 'c3']}
1769393909.0680304,RECEIVED,773d99db-3358-48c1-b5cb-d6d625a5f37c,8b3675a2-e668-490b-afd7-69253207585b,c1,c3,26,p3,?,surb={'id': 'f588a525-f869-4b8b-a821-92a9ec97ea71', 'route': ['p3', 'e4', 'i11', 'x3', 'p1', 'c1']}
1769393909.1049793,RECEIVED,4f62683c-3d82-442a-9f6e-66057d7830ce,5d4f753a-9df2-4571-8367-7ac5bb57cc9f,c1,c3,26,p3,?,surb={'id': '440eabb9-f1b8-47d1-b7b0-1261ea8cd646', 'route': ['p3', 'e8', 'i11', 'x8', 'p1', 'c1']}
1769393909.5533779,RECEIVED,4db7cac3-9221-4c11-9f65-aab7409b9e85,d0b128e8-f635-4c1b-9f12-f91cc06b12b1,c1,c3,27,p3,?,surb={'id': 'b30ac573-cdd3-4cd5-8922-8db68c38ea22', 'route': ['p3', 'e3', 'i11', 'x4', 'p1', 'c1']}
1769393909.6774178,RECEIVED,759ee24f-240e-4676-bb14-18ca20712152,ff699a32-2c99-4568-b23e-0bfb6d8e4e04,c1,c3,27,p3,?,surb={'id': '31d28886-491e-4a26-913b-ba87bb17226c', 'route': ['p3', 'e7', 'i6', 'x6', 'p1', 'c1']}
1769393909.6846583,SENT,7d77bc55-67a3-4178-b611-a3367042aa42,f81c831c-1a90-49fa-a1d1-124b93741769,c3,c1,3383,?,p3,
1769393909.6848085,CREATED,a4a98d42-9f98-4753-8583-27c4ef22a903,669a69ad-de06-416c-8773-6a95cadfbb2f,c3,c1,26,?,?,surb={'id': '440551e4-c01a-49e0-ad23-4d244a991b37', 'route': ['p1', 'e4', 'i5', 'x4', 'p3', 'c3']}
1769393909.7700167,RECEIVED,ec8739fc-6578-4c73-bcee-f2e6cc3afd91,26313e1b-fc81-46e9-a6ae-b8e24f41198a,c1,c3,27,p3,?,surb={'id': 'd6f624a7-0d91-4d5c-9f17-c57f7221f295', 'route': ['p3', 'e8', 'i3', 'x12', 'p1', 'c1']}
1769393909.8967202,SENT,5db668eb-5e97-4b8e-aa7a-830bcaa55ac9,744ee3cc-aaf0-4c76-b76e-2c897d0e2efb,c3,c1,3379,?,p3,
1769393909.8968709,CREATED,162da06a-1ab7-4189-bda3-b19cc49592c2,669a69ad-de06-416c-8773-6a95cadfbb2f,c3,c1,26,?,?,surb={'id': '440551e4-c01a-49e0-ad23-4d244a991b37', 'route': ['p1', 'e4', 'i5', 'x4', 'p3', 'c3']}
1769393910.3484356,RECEIVED,d07f5fb4-774f-4b15-aa55-36a14ce7c997,8b3675a2-e668-490b-afd7-69253207585b,c1,c3,26,p3,?,surb={'id': 'f588a525-f869-4b8b-a821-92a9ec97ea71', 'route': ['p3', 'e4', 'i11', 'x3', 'p1', 'c1']}
1769393910.3815804,RECEIVED,859cff6f-3ea0-4a54-b108-1a6ef8f7dd09,8b68ef63-74af-4322-ac9a-9ea8f0c5dd64,c1,c3,27,p3,?,surb={'id': '132c19af-955b-481f-8df4-8c9713429bd9', 'route': ['p3', 'e10', 'i8', 'x8', 'p1', 'c1']}
1769393910.6353014,RECEIVED,342d84ce-5703-4b47-91da-bda9cffc59b8,d0b128e8-f635-4c1b-9f12-f91cc06b12b1,c1,c3,27,p3,?,surb={'id': 'b30ac573-cdd3-4cd5-8922-8db68c38ea22', 'route': ['p3', 'e3', 'i11', 'x4', 'p1', 'c1']}
1769393910.6841683,SENT,17565a66-858e-4444-81f6-4ed2204c9e25,1f801052-8afb-4193-bff7-5db581f8f037,c3,c1,3400,?,p3,
1769393910.6843357,CREATED,55687928-e73f-450c-9cc8-9f8b59910a07,f60e6b6e-7ca9-4a71-ad9a-aa19bda5835f,c3,c1,27,?,?,surb={'id': 'cd470932-f2d2-418c-8fbf-a869f28a4fbe', 'route': ['p1', 'e8', 'i8', 'x12', 'p3', 'c3']}
1769393910.8852262,SENT,7b88fe48-1d59-4736-8227-a39769aa1a98,32a3507e-0a9a-40ef-b93d-f37cf42ac8c3,c3,c1,3389,?,p3,
1769393910.885331,CREATED,3e63c307-ba6d-47ea-afb4-1af0ccc97b5c,f60e6b6e-7ca9-4a71-ad9a-aa19bda5835f,c3,c1,27,?,?,surb={'id': 'cd470932-f2d2-418c-8fbf-a869f28a4fbe', 'route': ['p1', 'e8', 'i8', 'x12', 'p3', 'c3']}
1769393911.2026455,RECEIVED,9597e367-f8e1-4a17-89db-e84cb32f813c,26313e1b-fc81-46e9-a6ae-b8e24f41198a,c1,c3,27,p3,?,surb={'id': 'd6f624a7-0d91-4d5c-9f17-c57f7221f295', 'route': ['p3', 'e8', 'i3', 'x12', 'p1', 'c1']}
1769393911.3114002,RECEIVED,253bdb48-eb6f-4c34-bc32-fbf155c4c3a0,594a76d3-3d70-4fb2-874b-53712f6db323,c1,c3,27,p3,?,surb={'id': 'bc223aad-7963-4d9e-bce9-8c8f4727bcd4', 'route': ['p3', 'e5', 'i12', 'x5', 'p1', 'c1']}
1769393911.3627725,RECEIVED,b5de63c9-56fd-490e-8ee7-8a6a2df7c228,38a70665-6682-4a6b-a664-3313a6a1f524,c1,c3,27,p3,?,surb={'id': 'c8ff9318-ca72-48e1-8c81-db4359b2ed21', 'route': ['p3', 'e4', 'i10', 'x8', 'p1', 'c1']}
1769393912.5595047,RECEIVED,a7500a13-311f-455f-b525-c688479fb304,223403a4-5891-45a3-b693-e5c4a911c3c8,c1,c3,27,p3,?,surb={'id': '5064a504-3ebc-4e66-aa56-1086b99997fd', 'route': ['p3', 'e5', 'i12', 'x10', 'p1', 'c1']}
1769393912.7350209,SENT,89a1d6ae-dff6-43dc-92f8-5d7a4106258f,968e04e7-4ad1-4db4-bd1e-5700a37f058e,c3,c1,3400,?,p3,
1769393912.7352,CREATED,0a93cfe9-05f2-4e0c-ad9c-6339cc190e2e,1d8fb817-094b-494f-aa2a-0a6ca102fca4,c3,c1,27,?,?,surb={'id': 'c782db76-de74-4730-a21a-7839c9fc3ff8', 'route': ['p1', 'e11', 'i1', 'x3', 'p3', 'c3']}
1769393912.8693404,SENT,e0bcb3d3-db1d-4416-8d1e-604ba710d97d,0051566d-2884-4452-a962-ae37a35f1ea4,c3,c1,3400,?,p3,
1769393912.8695147,CREATED,c2a25684-7f19-453f-9079-785999bcbca3,1d8fb817-094b-494f-aa2a-0a6ca102fca4,c3,c1,27,?,?,surb={'id': 'c782db76-de74-4730-a21a-7839c9fc3ff8', 'route': ['p1', 'e11', 'i1', 'x3', 'p3', 'c3']}
1769393913.1050131,RECEIVED,e86eb640-964f-4a5c-8a80-89fbf2b660d5,e30b2a84-fe66-47e6-9da4-8a6651bd992c,c1,c3,27,p3,?,surb={'id': 'c5385dda-9cdc-46a7-99e3-e986f50d7267', 'route': ['p3', 'e2', 'i11', 'x6', 'p1', 'c1']}
1769393913.208283,RECEIVED,9bbca125-2e50-4161-845d-5f45a8a41bab,86b22a15-d37d-451f-8a6d-1109eae41c7d,c1,c3,27,p3,?,surb={'id': '16112bea-0c8d-422a-9fea-d3af243d838c', 'route': ['p3', 'e2', 'i12', 'x9', 'p1', 'c1']}
1769393913.4981234,RECEIVED,18951bd5-90e8-4714-9358-603f5a57a408,223403a4-5891-45a3-b693-e5c4a911c3c8,c1,c3,27,p3,?,surb={'id': '5064a504-3ebc-4e66-aa56-1086b99997fd', 'route': ['p3', 'e5', 'i12', 'x10', 'p1', 'c1']}
1769393914.2169688,RECEIVED,e02504ec-1b0a-481f-9fdf-4f3c0b374c85,86b22a15-d37d-451f-8a6d-1109eae41c7d,c1,c3,27,p3,?,surb={'id': '16112bea-0c8d-422a-9fea-d3af243d838c', 'route': ['p3', 'e2', 'i12', 'x9', 'p1', 'c1']}
1769393914.2420962,SENT,abb800d7-47bf-4eb7-9f14-75852d65f999,492e72ec-038b-48be-8082-825b9f670241,c3,c1,3380,?,p3,
1769393914.2422886,CREATED,9ebaf113-5ca1-4d8a-9d51-72cc85f33958,b40a70eb-f2b0-467b-9ebb-fa2448513705,c3,c1,26,?,?,surb={'id': '97953286-7527-4816-a0d0-0a528fde2272', 'route': ['p1', 'e2', 'i8', 'x10', 'p3', 'c3']}
1769393914.3651168,RECEIVED,3a4292f3-bd9e-4a10-a453-38a11cf55af2,ff699a32-2c99-4568-b23e-0bfb6d8e4e04,c1,c3,27,p3,?,surb={'id': '31d28886-491e-4a26-913b-ba87bb17226c', 'route': ['p3', 'e7', 'i6', 'x6', 'p1', 'c1']}
1769393914.4219558,SENT,3ecee651-419f-4529-b919-674fa27e0928,aee15ec2-d1dd-4462-9a3a-e64e9bf91138,c3,c1,3387,?,p3,
1769393914.4220777,CREATED,21a73c08-6a82-4c31-9689-906bde98b46d,b40a70eb-f2b0-467b-9ebb-fa2448513705,c3,c1,26,?,?,surb={'id': '97953286-7527-4816-a0d0-0a528fde2272', 'route': ['p1', 'e2', 'i8', 'x10', 'p3', 'c3']}
1769393914.4497426,SENT,3231e834-ef53-4120-907a-2b31ef5017c5,988f54bf-b458-444a-9ffd-8956a5d87a6c,c3,c1,3395,?,p3,
1769393914.4498389,CREATED,2381dddb-a8e5-475f-8a6d-cb5fe1db2775,3bacac1a-f418-4aa0-9bd0-9c4680e135cc,c3,c1,27,?,?,surb={'id': '6f64654b-9b4e-4e32-8464-1263f0e95926', 'route': ['p1', 'e12', 'i12', 'x8', 'p3', 'c3']}
1769393914.4750361,SENT,ab5228bc-caa9-4cbc-ba54-dfcddb94cee0,5fc1071f-3427-49f8-9c29-d3bb3a7b8391,c3,c1,3387,?,p3,
1769393914.4751642,CREATED,0b51ad0b-875e-4b52-9a91-c25cb5ab74d6,3bacac1a-f418-4aa0-9bd0-9c4680e135cc,c3,c1,27,?,?,surb={'id': '6f64654b-9b4e-4e32-8464-1263f0e95926', 'route': ['p1', 'e12', 'i12', 'x8', 'p3', 'c3']}
1769393914.688576,SENT,e04c9c45-bbe4-4d41-81e1-9dc98e7b1e2b,3a7d4cb0-0e8c-41c8-a919-947493e6b3e4,c3,c1,3377,?,p3,
1769393914.688723,CREATED,654d6dab-f385-4150-8cec-13bbaa0903d5,e6d3653e-53c7-43fa-b534-36e240f1aa65,c3,c1,27,?,?,surb={'id': '76594f16-57fd-478e-875b-a2dcdcbaa211', 'route': ['p1', 'e5', 'i12', 'x2', 'p3', 'c3']}
1769393914.7533052,SENT,e1237d86-5de7-4d66-94af-7efacbe51254,dfa30a89-9825-473a-8236-31b150d12ec3,c3,c1,3363,?,p3,
1769393914.7534451,CREATED,3d7de9fa-7f43-4b6a-ad41-369e4eaad57e,e6d3653e-53c7-43fa-b534-36e240f1aa65,c3,c1,27,?,?,surb={'id': '76594f16-57fd-478e-875b-a2dcdcbaa211', 'route': ['p1', 'e5', 'i12', 'x2', 'p3', 'c3']}
1769393914.8628244,RECEIVED,4f4bba9e-21b4-4f04-ba98-af417a7d218f,271bf687-03df-4b9b-af57-0e52437382f0,c1,c3,27,p3,?,surb={'id': '625cd688-29d2-454e-a27c-762ee7857050', 'route': ['p3', 'e1', 'i6', 'x6', 'p1', 'c1']}
1769393914.9625213,SENT,96f65cf9-d6a7-4ec7-84ad-be533330a1f1,52c6ba02-4e46-4dc2-8615-bfd842e1143e,c3,c1,3399,?,p3,
1769393914.9626696,CREATED,ca776b9a-fe7b-42db-bb8b-4c7e85bfe844,db5e00ec-733d-4b0f-8bc0-6550fd48f16b,c3,c1,27,?,?,surb={'id': '407486c7-b73f-4143-a052-9ed7001ec667', 'route': ['p1', 'e7', 'i11', 'x4', 'p3', 'c3']}
1769393914.9709806,SENT,75ac0c73-5925-4042-a03d-7d4df030176b,dd88a0ce-2d75-421c-af77-43aad185385a,c3,c1,3404,?,p3,
1769393914.9711623,CREATED,ed6f1bfc-8e37-4df8-a689-ed8b66a334ae,db5e00ec-733d-4b0f-8bc0-6550fd48f16b,c3,c1,27,?,?,surb={'id': '407486c7-b73f-4143-a052-9ed7001ec667', 'route': ['p1', 'e7', 'i11', 'x4', 'p3', 'c3']}
1769393915.0064142,RECEIVED,50d542c6-b10e-4165-8d70-7b893cf4cf73,9adebeb6-9001-4aa2-8c8e-38eaf9177605,c1,c3,27,p3,?,surb={'id': '85671d61-0e98-44ef-a343-6a3b194f3dfc', 'route': ['p3', 'e1', 'i10', 'x5', 'p1', 'c1']}
1769393915.3061268,RECEIVED,1c91cdea-582a-42d1-adba-572b31180841,e30b2a84-fe66-47e6-9da4-8a6651bd992c,c1,c3,27,p3,?,surb={'id': 'c5385dda-9cdc-46a7-99e3-e986f50d7267', 'route': ['p3', 'e2', 'i11', 'x6', 'p1', 'c1']}
1769393915.4845312,SENT,f57397eb-a327-4a06-a513-33553981ed36,af4f3f9c-a6e7-4761-acc8-f26f5be55510,c3,c1,3398,?,p3,
1769393915.484679,CREATED,d05e7991-bd38-4994-8103-bbd92cd790c8,576e533e-9946-4a9b-89cf-4d95ce25d7d3,c3,c1,26,?,?,surb={'id': 'fff91779-bd6b-4f6e-9268-d41815293ab6', 'route': ['p1', 'e10', 'i1', 'x12', 'p3', 'c3']}
1769393915.5803673,SENT,cdffa4b7-42e8-4e2c-87bb-8d1b788abda6,6da89297-3a49-4762-9a40-f2d7174211ea,c3,c1,3376,?,p3,
1769393915.580514,CREATED,ffd6dd4d-76d8-482c-ad43-766d9fff19d4,576e533e-9946-4a9b-89cf-4d95ce25d7d3,c3,c1,26,?,?,surb={'id': 'fff91779-bd6b-4f6e-9268-d41815293ab6', 'route': ['p1', 'e10', 'i1', 'x12', 'p3', 'c3']}
1769393915.8824978,SENT,c342e309-14b9-4f62-9a59-7dc6a41280ca,96f1140a-3f95-4f7c-b26a-7f064e0d1429,c3,c1,3392,?,p3,
1769393915.8827374,CREATED,a9a9c3b2-5a7d-4d68-8a57-93e0833fb9f7,e71fef61-7851-436a-8c17-3fb8849f79ea,c3,c1,27,?,?,surb={'id': '843fefc7-08c8-4499-a43d-d230644a27f3', 'route': ['p1', 'e7', 'i4', 'x6', 'p3', 'c3']}
1769393916.0180802,SENT,2661ad55-149c-44c9-9760-798d32d145e1,439698fb-a1dd-4b63-9646-065a1fd87295,c3,c1,3376,?,p3,
1769393916.0182495,CREATED,2f630923-7cb7-4057-9e3b-bd0007204f1e,e71fef61-7851-436a-8c17-3fb8849f79ea,c3,c1,27,?,?,surb={'id': '843fefc7-08c8-4499-a43d-d230644a27f3', 'route': ['p1', 'e7', 'i4', 'x6', 'p3', 'c3']}
1769393916.553345,SENT,789a2c99-2ba8-47b3-bf70-d0fd7584d66b,4e810496-9fa1-4128-bad4-e6eec90b5492,c3,c1,3366,?,p3,
1769393916.5534694,CREATED,c5f3c44b-9c80-4203-ae08-190177fa8eca,4ddaead4-6351-4541-a498-774ae19236b2,c3,c1,26,?,?,surb={'id': '8e27428c-6af9-4d76-92eb-fee890988c05', 'route': ['p1', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769393916.716725,SENT,10089e8c-8b17-4490-ab0c-ecdeb5e4f1cd,44ddc1af-2dd0-4ecb-b748-2ad45705f280,c3,c1,3372,?,p3,
1769393916.7168322,CREATED,5dfe7a04-9f95-4ad8-9240-adec729e8eba,4ddaead4-6351-4541-a498-774ae19236b2,c3,c1,26,?,?,surb={'id': '8e27428c-6af9-4d76-92eb-fee890988c05', 'route': ['p1', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769393916.903361,RECEIVED,7af76211-c62d-40a6-a32b-4425533ccf82,13c9a5c6-1083-4d60-a792-a1ad1e7fdcc7,c1,c3,26,p3,?,surb={'id': 'a9168c5e-aafd-4f8c-b545-cf2514486287', 'route': ['p3', 'e3', 'i3', 'x3', 'p1', 'c1']}
