timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394349.987665,CREATED,0f8554c8-d138-4afb-92c1-bcc0fcc8f02c,499cdd83-2ed6-497e-a9d1-77506ed88ada,c3,c1,26,?,?,surb={'id': '6a065ebe-65f0-4800-babb-122729408827', 'route': ['p1', 'e12', 'i3', 'x2', 'p3', 'c3']}
1769394350.9073992,SENT,59f3737a-d2ca-4eda-a912-4b530941ef99,ea5632d0-7acb-4243-81db-64a24ce29d44,c3,c1,3372,?,p3,
1769394350.9075475,CREATED,a5295177-f22e-46ca-827e-565b34604e45,499cdd83-2ed6-497e-a9d1-77506ed88ada,c3,c1,26,?,?,surb={'id': '6a065ebe-65f0-4800-babb-122729408827', 'route': ['p1', 'e12', 'i3', 'x2', 'p3', 'c3']}
1769394350.9845243,SENT,0e375220-7af7-4b20-91ae-c9152ee58d13,3a398900-5faf-45a6-b17c-bb5104e2389f,c3,c1,3400,?,p3,
1769394350.984669,CREATED,07a75fdf-f9e8-435f-bbbe-9858a05e7171,fd6c34a8-ca71-42aa-8b79-8b650c0ceb8e,c3,c1,27,?,?,surb={'id': '786bc34e-2147-4ee6-a67f-0f4d1d9c2009', 'route': ['p1', 'e7', 'i10', 'x3', 'p3', 'c3']}
1769394350.9957223,SENT,70c045b8-a0e8-48f4-8be5-5f8202392c86,192eaacb-7a5a-487b-a04f-614de2158ba7,c3,c1,3390,?,p3,
1769394350.9959557,CREATED,22001c9e-abd0-4ed9-bac9-9ee4805aaf73,fd6c34a8-ca71-42aa-8b79-8b650c0ceb8e,c3,c1,27,?,?,surb={'id': '786bc34e-2147-4ee6-a67f-0f4d1d9c2009', 'route': ['p1', 'e7', 'i10', 'x3', 'p3', 'c3']}
1769394351.4351346,RECEIVED,763ec50c-9538-4975-9e23-5aefa11b7a7f,9e2f4ea7-2d31-42e3-a796-fb786090096a,c1,c3,27,p3,?,surb={'id': 'ea2b22f1-08b5-46cb-9ca1-da326e037727', 'route': ['p3', 'e10', 'i10', 'x12', 'p1', 'c1']}
1769394351.9866152,SENT,4c2e0bed-a2a4-4fe0-a312-6867f72fe931,edecfe1a-9132-4a4b-af59-bab01ed1ecaf,c3,c1,3376,?,p3,
1769394351.9867635,CREATED,9466251e-6968-4610-aa85-a2e6c472dbd7,ba8a4072-ab8a-415b-b77c-305ddacf761e,c3,c1,27,?,?,surb={'id': 'aad94d40-4668-4719-8cf8-152c18ac2427', 'route': ['p1', 'e8', 'i5', 'x6', 'p3', 'c3']}
1769394352.0136075,SENT,931c543d-b741-41ca-b87f-19dc4e1e7922,af7cb496-2a8f-4fd0-8313-e2140cfdf5d0,c3,c1,3359,?,p3,
1769394352.0143461,CREATED,1b5a2f52-f4cf-4888-bcc6-67cc37e0e3cb,ba8a4072-ab8a-415b-b77c-305ddacf761e,c3,c1,27,?,?,surb={'id': 'aad94d40-4668-4719-8cf8-152c18ac2427', 'route': ['p1', 'e8', 'i5', 'x6', 'p3', 'c3']}
1769394352.0353627,SENT,8fabdc9b-8b07-4a4c-be6f-cd2e0a417bba,aef39d8a-3924-4f72-9889-84792bc36a14,c3,c1,3384,?,p3,
1769394352.0355117,CREATED,c63444e0-61b7-46d8-aec2-f2130e175324,0d0c49ab-d13f-474f-b239-e1dfabef68e7,c3,c1,26,?,?,surb={'id': 'd28cc641-a2a8-4fb5-9e00-d94018ee070a', 'route': ['p1', 'e6', 'i9', 'x9', 'p3', 'c3']}
1769394352.1160176,SENT,c9efaeaf-0531-499a-8f49-fe5b6e65dc61,c86e7b26-ad35-45bd-8b58-6524f569ac08,c3,c1,3359,?,p3,
1769394352.1161942,CREATED,14ebdf4d-e7e0-45a2-81f5-49a841777999,0d0c49ab-d13f-474f-b239-e1dfabef68e7,c3,c1,26,?,?,surb={'id': 'd28cc641-a2a8-4fb5-9e00-d94018ee070a', 'route': ['p1', 'e6', 'i9', 'x9', 'p3', 'c3']}
1769394352.1491818,SENT,9f9bcb2a-2a70-4dac-b51c-e7d687e473b6,4a14e92b-e52b-4205-8814-700098d19b93,c3,c1,3360,?,p3,
1769394352.1493306,CREATED,537485b5-60d6-4ca8-862f-06feca5ed8e7,f0803009-384f-40ea-ab49-8efacc334c96,c3,c1,26,?,?,surb={'id': 'badd8ece-d099-4ab3-be61-027dcf614f78', 'route': ['p1', 'e7', 'i6', 'x6', 'p3', 'c3']}
1769394352.234454,RECEIVED,d38b042d-3eeb-472b-a339-e83b0bbe32ea,00071997-b3bd-4b75-b665-6bfc66fc4112,c1,c3,27,p3,?,surb={'id': 'b3d5a00c-aa4e-4c81-b471-3263bfb60db6', 'route': ['p3', 'e6', 'i4', 'x2', 'p1', 'c1']}
1769394352.2508118,RECEIVED,4476df9b-13b6-46b1-8e18-a3c352a31b8e,0c40f02a-3736-4450-8551-3ab4c53021f5,c1,c3,27,p3,?,surb={'id': 'f170cd3f-9323-4cdc-80af-1f64c69bd525', 'route': ['p3', 'e6', 'i6', 'x9', 'p1', 'c1']}
1769394353.0427973,RECEIVED,62557f9d-9296-4fff-a678-e68688db93fb,0c40f02a-3736-4450-8551-3ab4c53021f5,c1,c3,27,p3,?,surb={'id': 'f170cd3f-9323-4cdc-80af-1f64c69bd525', 'route': ['p3', 'e6', 'i6', 'x9', 'p1', 'c1']}
1769394353.6978586,SENT,dad54466-6c2a-47f4-bcb5-c1faec8273e8,bc481bd7-c062-42be-abc2-fc1ae9ad0bab,c3,c1,3371,?,p3,
1769394353.6980095,CREATED,298df426-71cc-4ac1-bdd1-c3a052361d28,f0803009-384f-40ea-ab49-8efacc334c96,c3,c1,26,?,?,surb={'id': 'badd8ece-d099-4ab3-be61-027dcf614f78', 'route': ['p1', 'e7', 'i6', 'x6', 'p3', 'c3']}
1769394353.734374,SENT,f690c784-fbba-424f-8fa3-f8b4d40e2ec3,06b23ffb-65f7-4f51-b18d-ecd25e127283,c3,c1,3384,?,p3,
1769394353.734528,CREATED,b6c5ff9b-d488-46b5-b7a5-772fd6c720b8,d0bfba4f-705b-424a-9bf9-01c61b257a78,c3,c1,27,?,?,surb={'id': '9a85f4aa-34b2-40d6-9218-bf4cebb4ef50', 'route': ['p1', 'e1', 'i1', 'x5', 'p3', 'c3']}
1769394353.9178572,RECEIVED,3d37a260-21d5-4586-9a1a-2478814be995,bf8722dd-03f4-41ac-8f9e-59a1f4f9f9ef,c1,c3,27,p3,?,surb={'id': '58009896-6877-427f-b920-1830c41402e8', 'route': ['p3', 'e5', 'i6', 'x5', 'p1', 'c1']}
1769394354.3571453,SENT,29799c01-0e3c-4b80-b6ba-3be99dc7b7e2,fa9b787c-9d80-48da-846d-02d835015574,c3,c1,3372,?,p3,
1769394354.3572314,CREATED,1d7671df-e82e-4c74-99db-4237275cec80,d0bfba4f-705b-424a-9bf9-01c61b257a78,c3,c1,27,?,?,surb={'id': '9a85f4aa-34b2-40d6-9218-bf4cebb4ef50', 'route': ['p1', 'e1', 'i1', 'x5', 'p3', 'c3']}
1769394354.3814793,SENT,8e645f37-942b-4d9b-a9fd-5f3f7a7cd1ab,619d7162-0f02-43d5-a449-b3239ef0669a,c3,c1,3379,?,p3,
1769394354.381566,CREATED,9f7af12c-aae9-4984-a7de-873d7ddf4096,0fc39ad4-3cdf-4985-86bc-e9c0932286b5,c3,c1,27,?,?,surb={'id': 'aacdc029-9437-4926-95bc-96bebf818f8e', 'route': ['p1', 'e6', 'i9', 'x8', 'p3', 'c3']}
1769394354.5926418,RECEIVED,f7d150c1-d810-426a-80c0-25cfb7cd56ca,e76c3b4c-20dd-49e9-83c2-19b5a0393574,c1,c3,27,p3,?,surb={'id': 'daee8590-c16f-4638-b6f6-e70b97630f33', 'route': ['p3', 'e8', 'i12', 'x1', 'p1', 'c1']}
1769394354.5958068,SENT,d2976fc6-82bf-48fa-a14a-05db6b55ee65,40258745-ffe6-4d95-b00c-2860989bf509,c3,c1,3384,?,p3,
1769394354.5959466,CREATED,d9217474-4056-466d-9df3-c62d3245cb89,0fc39ad4-3cdf-4985-86bc-e9c0932286b5,c3,c1,27,?,?,surb={'id': 'aacdc029-9437-4926-95bc-96bebf818f8e', 'route': ['p1', 'e6', 'i9', 'x8', 'p3', 'c3']}
1769394354.681956,RECEIVED,12ec3f1b-a541-4cda-8be9-ec497a9d49c3,203f0d60-1dc4-4e03-b886-f0e3aff53d1b,c1,c3,27,p3,?,surb={'id': '9ee129a0-b41c-4975-a3e6-f5096ec4869e', 'route': ['p3', 'e9', 'i10', 'x7', 'p1', 'c1']}
1769394354.781624,SENT,35cbaa94-9e15-42ce-852a-865ef8f19d3c,c9b9ef8a-acf0-40d5-84c0-14675737d458,c3,c1,3404,?,p3,
1769394354.7817729,CREATED,901928cb-0dec-4df8-803a-8bc6a9dded07,779169e2-5ac4-43cc-94b9-d5f444ef1242,c3,c1,27,?,?,surb={'id': '918777c0-1357-4fcf-aa05-05689723734e', 'route': ['p1', 'e2', 'i12', 'x2', 'p3', 'c3']}
1769394354.935117,RECEIVED,f0e4f770-31b6-49ac-bb1b-334ef9eb2686,e76c3b4c-20dd-49e9-83c2-19b5a0393574,c1,c3,27,p3,?,surb={'id': 'daee8590-c16f-4638-b6f6-e70b97630f33', 'route': ['p3', 'e8', 'i12', 'x1', 'p1', 'c1']}
1769394355.0706787,SENT,f37c41fe-6f00-43d3-a8ba-5f16e358a306,5ee31784-c675-4c1f-89f0-bbbd74cd1849,c3,c1,3376,?,p3,
1769394355.070753,CREATED,4fe00c5f-9e9c-4872-bcbf-0ed7a7d38c43,779169e2-5ac4-43cc-94b9-d5f444ef1242,c3,c1,27,?,?,surb={'id': '918777c0-1357-4fcf-aa05-05689723734e', 'route': ['p1', 'e2', 'i12', 'x2', 'p3', 'c3']}
1769394355.239941,SENT,63ebb992-3f3b-4012-a501-78267a65d11a,ca2997f1-212e-4e29-b28d-937cf6a4fa5f,c3,c1,3375,?,p3,
1769394355.2401116,CREATED,674822ba-3081-4f3a-9b36-329b55ea0650,f4a13bd2-6e38-4de1-a554-995a40ff9eff,c3,c1,27,?,?,surb={'id': 'e8d48d9c-1d53-4da6-9326-821cd707120d', 'route': ['p1', 'e2', 'i4', 'x3', 'p3', 'c3']}
1769394355.3162346,SENT,8339404a-cff3-482d-bdd8-22f80f101c0f,38720987-8b3b-4922-b87b-a86888356b4a,c3,c1,3364,?,p3,
1769394355.3163826,CREATED,770c2bc8-12fa-48b4-89e4-4e6f6e3ff7e1,f4a13bd2-6e38-4de1-a554-995a40ff9eff,c3,c1,27,?,?,surb={'id': 'e8d48d9c-1d53-4da6-9326-821cd707120d', 'route': ['p1', 'e2', 'i4', 'x3', 'p3', 'c3']}
1769394355.9329908,SENT,198d9ad1-de2b-4bcc-ab0f-a2960a3ae7dc,c97634ae-112b-4f9c-a4f0-567b7c08cb6c,c3,c1,3356,?,p3,
1769394355.9333975,CREATED,eedc5374-0eb9-44b2-937f-f2859b77df2d,ff486545-ce70-4c2e-95e5-9847dcf930bd,c3,c1,26,?,?,surb={'id': '6c625c25-b769-4bdf-a901-96a974ef3973', 'route': ['p1', 'e9', 'i4', 'x4', 'p3', 'c3']}
1769394356.0526297,SENT,df4ba6dc-792c-42c4-a69b-2533298a01ba,2105324b-67cc-4a35-a21b-9e51e1e1e6c8,c3,c1,3376,?,p3,
1769394356.0527234,CREATED,5ff5129b-ae78-49f6-9e85-c0f9f2e9c5e4,ff486545-ce70-4c2e-95e5-9847dcf930bd,c3,c1,26,?,?,surb={'id': '6c625c25-b769-4bdf-a901-96a974ef3973', 'route': ['p1', 'e9', 'i4', 'x4', 'p3', 'c3']}
1769394356.1605077,SENT,eaafedcc-5311-4422-a496-edc6ef277137,5f9a93ca-6fd4-4e46-bc50-56be80c240b7,c3,c1,3371,?,p3,
1769394356.1606195,CREATED,f5a77306-a29a-4575-a9fd-f0879c429d33,d8f969e6-dd9f-41e5-99f1-5020155e01bb,c3,c1,26,?,?,surb={'id': '31e1248a-b627-489b-998a-7d013986431c', 'route': ['p1', 'e12', 'i6', 'x4', 'p3', 'c3']}
1769394356.1976163,RECEIVED,3ae492a9-9254-4a01-8df1-6f4ec60563cf,49829c80-9853-44d2-b3e0-f8736e96b467,c1,c3,27,p3,?,surb={'id': 'f4550ab4-03be-464b-ae13-79c28465739d', 'route': ['p3', 'e6', 'i3', 'x12', 'p1', 'c1']}
1769394356.2516391,RECEIVED,015e9d68-49f9-4983-9b47-b7552787298f,00071997-b3bd-4b75-b665-6bfc66fc4112,c1,c3,27,p3,?,surb={'id': 'b3d5a00c-aa4e-4c81-b471-3263bfb60db6', 'route': ['p3', 'e6', 'i4', 'x2', 'p1', 'c1']}
1769394356.2785203,SENT,1fbccf4b-9017-489d-8eb7-11975b1572f5,3feb067e-d62f-42a9-b705-ab81dcb4852a,c3,c1,3393,?,p3,
1769394356.2786338,CREATED,ff02f53e-df75-4d35-b2dd-fa086bcefeb1,d8f969e6-dd9f-41e5-99f1-5020155e01bb,c3,c1,26,?,?,surb={'id': '31e1248a-b627-489b-998a-7d013986431c', 'route': ['p1', 'e12', 'i6', 'x4', 'p3', 'c3']}
1769394356.2961395,SENT,907bb5c6-de11-4e42-a5b4-9a134ddd7a93,484aab0b-ebb6-44eb-9e94-03ba7822d061,c3,c1,3368,?,p3,
1769394356.296241,CREATED,c4bd7e68-aa26-4411-8191-89c5753fddf5,fe0dbf66-852f-466f-9f14-a1b6cef1ba19,c3,c1,27,?,?,surb={'id': 'c7268165-02df-45c6-baa1-6fbc7b31a5f7', 'route': ['p1', 'e6', 'i2', 'x4', 'p3', 'c3']}
1769394356.3000245,SENT,9f704a47-2f6c-4177-a36d-4a15034797ae,6b8e07dc-d636-431b-a23f-12fe4a64d204,c3,c1,3372,?,p3,
1769394356.3001618,CREATED,d6936abc-3540-48ca-8eab-51448ea7c3e1,fe0dbf66-852f-466f-9f14-a1b6cef1ba19,c3,c1,27,?,?,surb={'id': 'c7268165-02df-45c6-baa1-6fbc7b31a5f7', 'route': ['p1', 'e6', 'i2', 'x4', 'p3', 'c3']}
1769394356.4100933,SENT,6d61eca0-9441-432b-895a-817e01a0fb27,7a2d77ca-4c48-4d87-b14d-8001fe4629a5,c3,c1,3389,?,p3,
1769394356.410202,CREATED,03065415-f930-40b1-97cf-e9501852964d,42930b61-9f81-4d12-b69e-633762d06a61,c3,c1,27,?,?,surb={'id': '7f217635-a1d0-4343-b3ca-92e2277f15b5', 'route': ['p1', 'e12', 'i9', 'x3', 'p3', 'c3']}
1769394356.598594,SENT,22018668-cf69-4087-9646-222982aeef27,9025bdfb-8f15-4532-98b5-b2304b417a20,c3,c1,3387,?,p3,
1769394356.5986972,CREATED,da281b54-e95a-4ea8-8695-59901c0ec5c0,42930b61-9f81-4d12-b69e-633762d06a61,c3,c1,27,?,?,surb={'id': '7f217635-a1d0-4343-b3ca-92e2277f15b5', 'route': ['p1', 'e12', 'i9', 'x3', 'p3', 'c3']}
1769394357.1415248,RECEIVED,50798017-b406-4823-8a18-7fbaa9679f80,49829c80-9853-44d2-b3e0-f8736e96b467,c1,c3,27,p3,?,surb={'id': 'f4550ab4-03be-464b-ae13-79c28465739d', 'route': ['p3', 'e6', 'i3', 'x12', 'p1', 'c1']}
1769394357.1905804,RECEIVED,8ae32737-5057-437e-924c-d50faa205e69,6111dc10-6700-4f11-9a57-a6e9a8d37ba9,c1,c3,27,p3,?,surb={'id': '9f9db14b-7c49-4158-b529-4a26070a3631', 'route': ['p3', 'e7', 'i3', 'x2', 'p1', 'c1']}
1769394357.523259,SENT,0a1b0f86-8fdd-4e31-8084-0189534e02ab,9d3fa0a3-7197-4b33-9467-9eda9be88985,c3,c1,3392,?,p3,
1769394357.5234158,CREATED,ca4dc69e-d235-49cf-9793-07f091579439,41f0a2d6-77d8-4420-b558-470157198652,c3,c1,27,?,?,surb={'id': 'c7aed997-d8fe-4c7c-a878-28d9149c286d', 'route': ['p1', 'e12', 'i12', 'x9', 'p3', 'c3']}
1769394357.609192,RECEIVED,c179fca7-d7ea-4a94-bc1f-931f67eb8a2b,917e8c3c-9e9b-4dae-9d0e-cf511fcea32e,c1,c3,27,p3,?,surb={'id': '37fc6c63-9536-40be-9bd4-875be7b9051b', 'route': ['p3', 'e1', 'i5', 'x11', 'p1', 'c1']}
1769394357.7621682,RECEIVED,6a5bf4e0-3593-4604-a7dc-b03d4f1a1819,3f3b2556-5efe-409d-92c5-d6b34114f8c9,c1,c3,27,p3,?,surb={'id': '27d72c37-d783-45d3-a370-cb3b3e81b10e', 'route': ['p3', 'e10', 'i5', 'x5', 'p1', 'c1']}
1769394357.9620364,RECEIVED,bf595ded-76c8-4cf0-8ce1-b262b8fc9490,61a16926-d64a-4823-b4f0-c6a661b7ee73,c1,c3,27,p3,?,surb={'id': 'c870bf45-d73f-41ad-8cbd-974c8f9e3787', 'route': ['p3', 'e12', 'i11', 'x7', 'p1', 'c1']}
1769394358.2220664,RECEIVED,88c90263-ff98-4b6b-86bf-7f6afdf8cba7,61a16926-d64a-4823-b4f0-c6a661b7ee73,c1,c3,27,p3,?,surb={'id': 'c870bf45-d73f-41ad-8cbd-974c8f9e3787', 'route': ['p3', 'e12', 'i11', 'x7', 'p1', 'c1']}
1769394358.3773801,SENT,54f52f9c-19e1-4254-b819-250a58506bf6,ec6be0c5-0706-4791-9556-43e6647f75ac,c3,c1,3391,?,p3,
1769394358.3774712,CREATED,83b5357d-a9a0-4c60-b3fa-37559899144a,41f0a2d6-77d8-4420-b558-470157198652,c3,c1,27,?,?,surb={'id': 'c7aed997-d8fe-4c7c-a878-28d9149c286d', 'route': ['p1', 'e12', 'i12', 'x9', 'p3', 'c3']}
1769394358.730753,SENT,44a07481-379e-41d3-97cc-efe0c47961ff,2fa7492a-1cd6-4603-b0c3-5ae30e73e275,c3,c1,3383,?,p3,
1769394358.730839,CREATED,744ac07b-387e-4eea-a7a2-b7c6312b7e17,7124eac1-8b67-45ab-939b-70a4695f482c,c3,c1,27,?,?,surb={'id': '47f1546f-8eff-499f-adfb-c285c28b1f7d', 'route': ['p1', 'e9', 'i8', 'x1', 'p3', 'c3']}
1769394358.9362798,RECEIVED,ad5ef70e-0f8c-4841-9131-bd06c6117c98,27a2f813-3e7a-494f-87e7-5d7713f8942e,c1,c3,27,p3,?,surb={'id': 'c94b9e75-6e1a-4bdf-ae32-8457a180b724', 'route': ['p3', 'e10', 'i9', 'x5', 'p1', 'c1']}
1769394359.079861,SENT,f2d3d823-8122-4fd8-8887-3e94c1619b69,770f5500-17f5-4bdf-a592-275d190bb43c,c3,c1,3381,?,p3,
1769394359.0800085,CREATED,a098e0f4-5ced-40be-a3ee-bd88feb43746,7124eac1-8b67-45ab-939b-70a4695f482c,c3,c1,27,?,?,surb={'id': '47f1546f-8eff-499f-adfb-c285c28b1f7d', 'route': ['p1', 'e9', 'i8', 'x1', 'p3', 'c3']}
1769394359.1100357,SENT,af1bfaad-487d-41e4-b778-09969954895b,459fe83c-2f69-4ffa-adbe-1d0426d65b96,c3,c1,3361,?,p3,
1769394359.1103354,CREATED,63582c23-e2cd-4789-9446-75cc3a496b76,1ee1c7c5-78c4-4f50-8254-2f507a218161,c3,c1,26,?,?,surb={'id': 'f905b9e3-2937-4de8-8c13-d23f7863b650', 'route': ['p1', 'e1', 'i5', 'x8', 'p3', 'c3']}
1769394359.2719033,RECEIVED,92325412-9651-4ce1-b9ec-ee70b113fc00,cddd746d-a454-4bbe-9264-6ca697e1a0d3,c1,c3,27,p3,?,surb={'id': '8a68af08-a644-44e6-a61e-7ea5de051fd3', 'route': ['p3', 'e12', 'i3', 'x11', 'p1', 'c1']}
1769394359.3289933,SENT,edda6d7a-d6d1-463a-a3b4-2e32253efdba,2e4ca5b6-4762-466e-baea-26d1b7da972a,c3,c1,3383,?,p3,
1769394359.3291879,CREATED,f2797f15-65ee-47a8-bdbd-27794c53680c,1ee1c7c5-78c4-4f50-8254-2f507a218161,c3,c1,26,?,?,surb={'id': 'f905b9e3-2937-4de8-8c13-d23f7863b650', 'route': ['p1', 'e1', 'i5', 'x8', 'p3', 'c3']}
1769394359.864553,SENT,8a051197-e151-4f9d-81ea-3f71a8f9c9e5,87fdf6f0-6343-4e2e-a423-4edf99a9350d,c3,c1,3378,?,p3,
1769394359.8647017,CREATED,5b1c40e5-b62c-4fca-9bfe-f9ed7eddc678,f7ca993f-e372-4bfa-aca6-01e2163cd8a4,c3,c1,27,?,?,surb={'id': 'd627d0ba-b925-4fce-a2ca-cb996c602542', 'route': ['p1', 'e2', 'i4', 'x7', 'p3', 'c3']}
1769394359.894855,RECEIVED,dc106fe1-0c03-4ae5-9cea-ee17dea18a4f,203f0d60-1dc4-4e03-b886-f0e3aff53d1b,c1,c3,27,p3,?,surb={'id': '9ee129a0-b41c-4975-a3e6-f5096ec4869e', 'route': ['p3', 'e9', 'i10', 'x7', 'p1', 'c1']}
1769394360.0147145,RECEIVED,9920c678-01f4-461a-bbee-6387026a9284,cddd746d-a454-4bbe-9264-6ca697e1a0d3,c1,c3,27,p3,?,surb={'id': '8a68af08-a644-44e6-a61e-7ea5de051fd3', 'route': ['p3', 'e12', 'i3', 'x11', 'p1', 'c1']}
1769394360.1412745,RECEIVED,9dfc3193-99c5-412e-91d7-c60409b7b238,464389f7-9a1c-4c80-84d8-a5293a59ce05,c1,c3,27,p3,?,surb={'id': 'e635945a-5029-4ee5-8a47-5d14c3dc3c61', 'route': ['p3', 'e4', 'i2', 'x3', 'p1', 'c1']}
1769394360.6379147,RECEIVED,7ee4ad41-aca4-4075-8488-d854c8a0b6b2,d71de922-548f-47cb-8655-cf7b2087f1a3,c1,c3,27,p3,?,surb={'id': '8620d03f-6957-4bc1-ab35-27b6d150b817', 'route': ['p3', 'e4', 'i12', 'x12', 'p1', 'c1']}
1769394360.6637933,SENT,f7868e55-3664-4df0-9221-ba517a39e798,c1fa99aa-784d-43ed-9a21-26f1daba7501,c3,c1,3383,?,p3,
1769394360.6639504,CREATED,427ab960-672d-415f-bd0b-8ba8fc504e70,f7ca993f-e372-4bfa-aca6-01e2163cd8a4,c3,c1,27,?,?,surb={'id': 'd627d0ba-b925-4fce-a2ca-cb996c602542', 'route': ['p1', 'e2', 'i4', 'x7', 'p3', 'c3']}
1769394360.9152403,SENT,92f282ab-7d0a-418c-88e8-4c77f8c3d076,1e724168-6033-4eca-8a47-af29fea2187b,c3,c1,3380,?,p3,
1769394360.9153743,CREATED,2efc3bc1-4c75-47c8-9bbd-86c5c13fb0b1,e97492a2-e18b-46fb-a657-0b3dec6060e1,c3,c1,27,?,?,surb={'id': '99fe7d19-5644-4e88-a114-e5c83e01f70d', 'route': ['p1', 'e5', 'i4', 'x2', 'p3', 'c3']}
1769394361.053314,RECEIVED,c34bfd78-b6ac-4618-890f-6e87c26c7b35,bd70d32e-f5f9-47aa-993f-c475fa45dc28,c1,c3,26,p3,?,surb={'id': '1be14a40-28d2-4a4d-8609-0a3769f6d861', 'route': ['p3', 'e6', 'i9', 'x4', 'p1', 'c1']}
1769394361.307702,RECEIVED,86a29fc5-23f6-410a-8f2c-450e1142425b,27a2f813-3e7a-494f-87e7-5d7713f8942e,c1,c3,27,p3,?,surb={'id': 'c94b9e75-6e1a-4bdf-ae32-8457a180b724', 'route': ['p3', 'e10', 'i9', 'x5', 'p1', 'c1']}
1769394361.3456585,SENT,21b4b3a4-b341-4437-8e06-50dff014ebf7,bddc48cb-9151-409b-a07f-e9d8ba2554e0,c3,c1,3376,?,p3,
1769394361.3458054,CREATED,0522da48-7162-405d-b505-72c91492cfbb,e97492a2-e18b-46fb-a657-0b3dec6060e1,c3,c1,27,?,?,surb={'id': '99fe7d19-5644-4e88-a114-e5c83e01f70d', 'route': ['p1', 'e5', 'i4', 'x2', 'p3', 'c3']}
1769394361.428731,RECEIVED,a4343237-c0c3-4ade-a679-3af42a41fc5a,3f3b2556-5efe-409d-92c5-d6b34114f8c9,c1,c3,27,p3,?,surb={'id': '27d72c37-d783-45d3-a370-cb3b3e81b10e', 'route': ['p3', 'e10', 'i5', 'x5', 'p1', 'c1']}
1769394362.2256377,RECEIVED,e30f1f43-c493-414a-ae71-9d2d0bf6cf4d,bd70d32e-f5f9-47aa-993f-c475fa45dc28,c1,c3,26,p3,?,surb={'id': '1be14a40-28d2-4a4d-8609-0a3769f6d861', 'route': ['p3', 'e6', 'i9', 'x4', 'p1', 'c1']}
1769394362.298743,SENT,8957c448-4e72-49a9-848b-fda016806e8e,865cb807-c70b-4987-a720-234f96701bd4,c3,c1,3388,?,p3,
1769394362.2988229,CREATED,9f5385f7-6faa-40cc-b9ac-7ff4090e55da,b6c0f61b-f1ee-494c-a629-31796402434c,c3,c1,27,?,?,surb={'id': '6094d7ed-a597-4775-a0ed-693355fa154a', 'route': ['p1', 'e3', 'i6', 'x5', 'p3', 'c3']}
1769394363.7562451,SENT,e25d599c-9d9d-412a-9120-82be8af638e8,0b503551-f428-4d28-a899-e4047622941e,c3,c1,3387,?,p3,
1769394363.7564685,CREATED,3f1c58bc-5035-4293-9487-2af06c340103,b6c0f61b-f1ee-494c-a629-31796402434c,c3,c1,27,?,?,surb={'id': '6094d7ed-a597-4775-a0ed-693355fa154a', 'route': ['p1', 'e3', 'i6', 'x5', 'p3', 'c3']}
1769394364.0077553,RECEIVED,05e41325-8f90-4519-8d8f-0b62a6745f54,9074a951-f1de-45e4-ac41-2f0f0db0a387,c1,c3,27,p3,?,surb={'id': '4fa1fd5f-4ea5-4b33-aa98-f2c8f1dde12e', 'route': ['p3', 'e3', 'i2', 'x11', 'p1', 'c1']}
1769394364.0567513,SENT,5ab0db7c-c258-4578-9805-7ca2500ed740,952ee237-494c-4f31-8ffc-a9f9f6bebae2,c3,c1,3400,?,p3,
1769394364.0569172,CREATED,b65a8331-2a79-463d-9717-192d7904ed97,abea32f9-254f-44c3-97f4-f4ddd555da63,c3,c1,27,?,?,surb={'id': '3c578b81-381d-4843-80e8-70a1cce0bcff', 'route': ['p1', 'e9', 'i1', 'x11', 'p3', 'c3']}
1769394364.152265,RECEIVED,0a5adaf6-f247-47e6-a129-8e094fb5b303,fcf2dd81-7dbe-4cfc-a333-cfe49832de33,c1,c3,27,p3,?,surb={'id': 'c5bf4e36-7693-4f27-87fe-361f9b16c41d', 'route': ['p3', 'e11', 'i8', 'x6', 'p1', 'c1']}
1769394364.293718,RECEIVED,33e64c1b-bdf7-4d03-baca-f0f52fe7fca8,e21a4c94-38a3-4d8b-88b3-804e7b38967c,c1,c3,27,p3,?,surb={'id': '177ea6ea-1bbd-4e04-8178-d4d1fa5525c3', 'route': ['p3', 'e9', 'i12', 'x10', 'p1', 'c1']}
1769394365.0134137,SENT,7e917c53-3124-4533-97db-0afde0243853,16caf44e-27dc-4836-8d19-e57960fdde1c,c3,c1,3376,?,p3,
1769394365.0135577,CREATED,d9bbc044-1ecf-4e30-8a3b-fa3bee7fadf0,abea32f9-254f-44c3-97f4-f4ddd555da63,c3,c1,27,?,?,surb={'id': '3c578b81-381d-4843-80e8-70a1cce0bcff', 'route': ['p1', 'e9', 'i1', 'x11', 'p3', 'c3']}
1769394365.0861642,SENT,1b9ab723-2966-410a-b01f-21a3ebff7623,276fa1f2-7c64-41f8-9fe6-a17af1e084ad,c3,c1,3358,?,p3,
1769394365.0867858,CREATED,b30ba3e9-f296-4461-8bd1-83b02d4141c0,cd53efaf-c90e-4f4e-8fa4-7a6c1b246210,c3,c1,27,?,?,surb={'id': '6ded8770-f4fb-4fda-b334-fb069c224c6f', 'route': ['p1', 'e9', 'i6', 'x9', 'p3', 'c3']}
