timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769393875.6432574,CREATED,9b886338-3551-4481-81eb-e1969af9ca1e,7dbca15e-63a0-44a5-ad4b-2122832730fd,c2,c5,24,?,?,surb={'id': '19ce656d-53bd-4d51-87cb-c30ad1f9130f', 'route': ['p2', 'e10', 'i9', 'x8', 'p2', 'c2']}
1769393875.690517,RECEIVED,7f14de2e-0c8b-495d-bda7-fe230d4a9efb,4096826e-6c12-46a0-be83-2291a29d0e4d,c4,c2,26,p2,?,surb={'id': 'c3eb76c1-db3c-48fb-8ef7-27158c0e4176', 'route': ['p2', 'e5', 'i11', 'x12', 'p1', 'c4']}
1769393875.9184382,SENT,902540b2-0067-4640-9476-1bc2f62088e4,31ba481c-990a-4e7f-96b0-da3a7f093704,c2,c5,3380,?,p2,
1769393875.9184985,CREATED,ceb71c2c-8f1b-4fe7-bcec-2a8c3968709e,c2c40d4f-5e79-4f4f-bb57-8c8052a35df2,c2,c5,27,?,?,surb={'id': '7a27aead-305b-4dbf-ae5f-958bae1fda12', 'route': ['p2', 'e1', 'i2', 'x12', 'p2', 'c2']}
1769393876.016958,SENT,a5ea91a7-a2f6-4142-855d-8baee825b990,c3cf012d-af2f-4fbc-93d0-7306b96c2ae6,c2,c5,3389,?,p2,
1769393876.0170176,CREATED,48c813bb-f607-483d-b54c-d682774a8999,c2c40d4f-5e79-4f4f-bb57-8c8052a35df2,c2,c5,27,?,?,surb={'id': '7a27aead-305b-4dbf-ae5f-958bae1fda12', 'route': ['p2', 'e1', 'i2', 'x12', 'p2', 'c2']}
1769393876.0786781,SENT,218d683c-3657-42e4-b234-65141df51a09,0d8f96c2-b686-46ba-9024-c0fa4bd0dbc5,c2,c5,3379,?,p2,
1769393876.0787382,CREATED,58ecb184-60c7-4662-ab32-4f7b76bfe900,f6b610f7-1bb5-4812-bcc4-b2cfc37e266e,c2,c5,27,?,?,surb={'id': 'f98f14d4-3b35-4ea9-b08a-8fc95f56e5da', 'route': ['p2', 'e4', 'i9', 'x3', 'p2', 'c2']}
1769393876.1822178,RECEIVED,f5a21e6f-3aed-4542-8b02-ab3df3b9cece,51cd4d91-279f-4369-9d6d-2f7c6c115eba,c4,c2,27,p2,?,surb={'id': '436aca18-7086-42a8-aa0a-42e28389ff6e', 'route': ['p2', 'e5', 'i2', 'x2', 'p1', 'c4']}
1769393876.3990614,RECEIVED,fff876af-7346-403e-93d0-7482b48f9391,144e53c7-2008-4a81-a9f5-3c05f9297419,c4,c2,27,p2,?,surb={'id': 'a4840437-6c49-4c2a-abef-b40be6542b58', 'route': ['p2', 'e12', 'i12', 'x3', 'p1', 'c4']}
1769393876.7007008,RECEIVED,c29906b8-9983-44ef-a6ee-f3546fbd4500,8bb06e45-4771-4ed2-80ce-daa7c332d9a6,c5,c2,27,p2,?,surb={'id': '41427716-9152-4c96-9d69-f35fdc3c0875', 'route': ['p2', 'e12', 'i12', 'x1', 'p2', 'c5']}
1769393876.70113,SENT,83388db0-c456-4215-9ec4-6659f7021102,2e253a04-d80e-46d0-9387-bb8a4c9cab03,c2,c5,3377,?,p2,
1769393876.7013988,CREATED,4bcb2a07-0a78-4052-a0c7-0343b3cdd4f8,f6b610f7-1bb5-4812-bcc4-b2cfc37e266e,c2,c5,27,?,?,surb={'id': 'f98f14d4-3b35-4ea9-b08a-8fc95f56e5da', 'route': ['p2', 'e4', 'i9', 'x3', 'p2', 'c2']}
1769393876.729282,RECEIVED,dc6d8aec-10a3-491a-8148-ac3a00b45fc9,05bbdd1c-e750-48a9-8b56-3b5e5b95e8eb,c4,c2,27,p2,?,surb={'id': 'acb57685-de88-403c-9b02-b556aa8ae101', 'route': ['p2', 'e2', 'i10', 'x3', 'p1', 'c4']}
1769393876.7784612,SENT,bb4d1793-0fc4-4f74-ac38-6ef5285f3095,cc02f339-84ad-4083-94a3-5e3d08b65ccf,c2,c5,3388,?,p2,
1769393876.7786078,CREATED,ff83d738-9a66-4e06-ada1-58981e384384,fe1368f4-da92-43c0-ab1a-cf2b86e50e1e,c2,c5,26,?,?,surb={'id': 'ee21923f-1187-4991-895f-b8a997b30637', 'route': ['p2', 'e4', 'i5', 'x3', 'p2', 'c2']}
1769393876.7832487,RECEIVED,95defb5c-cd3d-4fe8-ab25-4fb391548a98,0988baf6-133c-425b-8fb2-1028d6bbf97c,c4,c2,27,p2,?,surb={'id': '870210e6-893b-47ac-83ee-49246db530f9', 'route': ['p2', 'e4', 'i1', 'x1', 'p1', 'c4']}
1769393876.9779913,SENT,1d9b33c7-47ff-464a-bdc7-ed7edc5a1a59,e5742512-15fa-4605-a86a-3ce5a914cb14,c2,c5,3388,?,p2,
1769393876.9787798,CREATED,37f89bf1-0c3a-41c1-a07f-800f8a38c328,fe1368f4-da92-43c0-ab1a-cf2b86e50e1e,c2,c5,26,?,?,surb={'id': 'ee21923f-1187-4991-895f-b8a997b30637', 'route': ['p2', 'e4', 'i5', 'x3', 'p2', 'c2']}
1769393877.1187267,RECEIVED,f92b5507-ac2f-4da1-a2ef-8f3559ed4cba,23cd4fb8-47ef-44e4-9fbf-9b7c53ac03bc,c5,c2,27,p2,?,surb={'id': '9f75900d-71ee-4f54-91bf-f851629a124c', 'route': ['p2', 'e1', 'i6', 'x7', 'p2', 'c5']}
1769393877.1838417,RECEIVED,2840d6b4-dc7b-4c93-a743-2da6652ffe7f,09513c33-15ef-4752-ae55-1a575aec223d,c5,c2,27,p2,?,surb={'id': 'bd0ac58a-8cd9-42b0-b8d1-8172d131ec2a', 'route': ['p2', 'e7', 'i5', 'x11', 'p2', 'c5']}
1769393877.210657,SENT,d951c1d2-533e-445e-a8c6-3202e1faf955,5d92daac-5654-4298-b940-9d11663c7c24,c2,c5,3381,?,p2,
1769393877.2107112,CREATED,21be51a6-9ec6-4e94-a61c-114fc8f1c4d3,1124611e-cb74-4beb-86e6-139af27fda67,c2,c5,26,?,?,surb={'id': 'f4e200f0-19e4-43fb-bb5f-fb33658b6115', 'route': ['p2', 'e10', 'i6', 'x11', 'p2', 'c2']}
1769393877.2181468,RECEIVED,c7cd7173-1479-4590-84a7-a8e2de75b74e,91473ec0-54c1-4ff7-8c21-2bf360b45aa9,c4,c2,27,p2,?,surb={'id': '5438f04c-5794-422e-9cbd-50531144ebbc', 'route': ['p2', 'e11', 'i7', 'x2', 'p1', 'c4']}
1769393877.257629,RECEIVED,0ef7331d-c180-4441-b049-a51a537211b5,23cd4fb8-47ef-44e4-9fbf-9b7c53ac03bc,c5,c2,27,p2,?,surb={'id': '9f75900d-71ee-4f54-91bf-f851629a124c', 'route': ['p2', 'e1', 'i6', 'x7', 'p2', 'c5']}
1769393877.3398585,SENT,7d868864-0882-4619-8dcb-6ff71aeccf1f,5290a2b5-9f78-4bba-a1a4-ff93994531c0,c2,c5,3393,?,p2,
1769393877.3399508,CREATED,d5871149-b2e0-47ff-a7b7-dcd2fefdf12d,1124611e-cb74-4beb-86e6-139af27fda67,c2,c5,26,?,?,surb={'id': 'f4e200f0-19e4-43fb-bb5f-fb33658b6115', 'route': ['p2', 'e10', 'i6', 'x11', 'p2', 'c2']}
1769393877.3781717,RECEIVED,2f821ab4-7334-4062-b8de-7874d026fc6a,e0e444be-a23d-4fe8-aa21-69fb9d8423d1,c5,c2,27,p2,?,surb={'id': '8c8978da-66c3-416a-8c5e-75a1d7ff022b', 'route': ['p2', 'e8', 'i11', 'x12', 'p2', 'c5']}
1769393877.470594,SENT,d4b399b3-5381-4ba3-ae1b-455281cbc1d7,e05e8d2a-3752-42b5-aea1-55ba1c6a39d5,c2,c5,3392,?,p2,
1769393877.470695,CREATED,66e3fb49-0dd0-49db-98f5-8910c9649680,c955718f-00cc-4af2-bc50-3370c39df29e,c2,c5,27,?,?,surb={'id': '56da11ea-67ec-437e-a6c9-010f3daf8bda', 'route': ['p2', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769393877.5614755,SENT,3a64cf75-d6ec-42c6-8c3a-b24ee5d2badd,9e9c9000-6598-4319-b789-be7b72c4fc11,c2,c5,3383,?,p2,
1769393877.5615761,CREATED,c5d92d8e-3a57-4a0e-9a4e-e2673a3f59f7,c955718f-00cc-4af2-bc50-3370c39df29e,c2,c5,27,?,?,surb={'id': '56da11ea-67ec-437e-a6c9-010f3daf8bda', 'route': ['p2', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769393877.6782167,RECEIVED,70d7df18-9534-4bb5-b731-dca6a7b31c87,839db09a-a5b1-4dcd-b06a-19baa1ea1aa6,c5,c2,26,p2,?,surb={'id': 'f6e68c2c-930a-453a-ab9d-181b4516d8eb', 'route': ['p2', 'e3', 'i10', 'x9', 'p2', 'c5']}
1769393877.6871603,RECEIVED,ddd142db-40e5-4d47-8478-bed09fca3cfb,8bb06e45-4771-4ed2-80ce-daa7c332d9a6,c5,c2,27,p2,?,surb={'id': '41427716-9152-4c96-9d69-f35fdc3c0875', 'route': ['p2', 'e12', 'i12', 'x1', 'p2', 'c5']}
1769393877.729397,SENT,8ca3a151-6d0e-4a45-aa62-07fc235a9542,ff14be7f-92d4-4f41-9e10-4d07fbf21eb3,c2,c5,3390,?,p2,
1769393877.7295103,CREATED,f26394e0-0b66-41eb-9227-45dd90aa87c5,0fa0df59-63b8-4cad-a439-8cd98629aa3c,c2,c5,27,?,?,surb={'id': '8e526a8f-2ff6-4263-9327-b935c786a523', 'route': ['p2', 'e6', 'i11', 'x10', 'p2', 'c2']}
1769393877.7882233,RECEIVED,24b0e16f-93b6-4291-879c-5eabd157c033,49f8b529-dab4-4344-951a-6fa3cd816d2d,c4,c2,25,p2,?,surb={'id': 'a13cabc4-29c4-4b7c-8ebf-9a6067527374', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c4']}
1769393877.9655619,RECEIVED,2448a93e-25be-4ac9-b3c6-478177b3ea8e,8ba7ddbf-b6ed-4b14-9565-725da5975f02,c5,c2,27,p2,?,surb={'id': '5a6ed213-5b9c-4daf-994c-1e38bc7c908b', 'route': ['p2', 'e2', 'i9', 'x4', 'p2', 'c5']}
1769393877.9855654,RECEIVED,e9f42fa0-197c-4a65-9e74-aa207941d89b,fc0e7e29-e017-4d4b-b967-4dc643c981a0,c4,c2,26,p2,?,surb={'id': '9431d075-c23f-4382-8ac7-f387288211a1', 'route': ['p2', 'e10', 'i7', 'x11', 'p1', 'c4']}
1769393878.000433,RECEIVED,f7ae0ce8-85ee-4d61-90a2-b1130bd5dd52,4096826e-6c12-46a0-be83-2291a29d0e4d,c4,c2,26,p2,?,surb={'id': 'c3eb76c1-db3c-48fb-8ef7-27158c0e4176', 'route': ['p2', 'e5', 'i11', 'x12', 'p1', 'c4']}
1769393878.0363917,RECEIVED,d19ac05e-38c7-4573-9c65-a5053af319e1,49f8b529-dab4-4344-951a-6fa3cd816d2d,c4,c2,25,p2,?,surb={'id': 'a13cabc4-29c4-4b7c-8ebf-9a6067527374', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c4']}
1769393878.351033,SENT,8464f9f1-747c-445f-8d9c-01dd06f7c221,d05338b1-b818-4b32-b786-38254c7b3ad0,c2,c5,3399,?,p2,
1769393878.351123,CREATED,c01aff9d-6ad2-4cef-b60c-41e2be354bdd,0fa0df59-63b8-4cad-a439-8cd98629aa3c,c2,c5,27,?,?,surb={'id': '8e526a8f-2ff6-4263-9327-b935c786a523', 'route': ['p2', 'e6', 'i11', 'x10', 'p2', 'c2']}
1769393878.3711534,RECEIVED,d452d5ef-d783-424a-8a9d-f08312734e89,495b8378-9b88-46b3-8ccc-bf26e82c55ec,c5,c2,27,p2,?,surb={'id': 'cbd5e405-b31f-46a3-ad5c-9d8cd05f0942', 'route': ['p2', 'e2', 'i10', 'x8', 'p2', 'c5']}
1769393878.5381827,RECEIVED,449a279d-6444-4941-9c36-ea7f9d840bab,4de842a2-ef09-4807-8bb1-369d72d5a43e,c5,c2,27,p2,?,surb={'id': '2c92decf-1d66-4066-810d-4687842636b9', 'route': ['p2', 'e9', 'i2', 'x2', 'p2', 'c5']}
1769393878.719219,RECEIVED,119f7585-1454-4cdd-b3f6-f1a906161bb4,5aa00133-5bcf-4a58-96c1-d7d6719f8c17,c5,c2,27,p2,?,surb={'id': '3325cc5d-b7fa-40d7-bfc8-ee68bdc650b3', 'route': ['p2', 'e8', 'i2', 'x9', 'p2', 'c5']}
1769393878.9448783,RECEIVED,bb54a01b-4576-4505-bb4e-673711bb1d73,495b8378-9b88-46b3-8ccc-bf26e82c55ec,c5,c2,27,p2,?,surb={'id': 'cbd5e405-b31f-46a3-ad5c-9d8cd05f0942', 'route': ['p2', 'e2', 'i10', 'x8', 'p2', 'c5']}
1769393878.9749122,RECEIVED,f2ac8a83-3418-492c-b392-ccc126c598a1,8ba7ddbf-b6ed-4b14-9565-725da5975f02,c5,c2,27,p2,?,surb={'id': '5a6ed213-5b9c-4daf-994c-1e38bc7c908b', 'route': ['p2', 'e2', 'i9', 'x4', 'p2', 'c5']}
1769393879.0465765,RECEIVED,19930161-250a-4f4c-90f3-8f8952cb50fc,0988baf6-133c-425b-8fb2-1028d6bbf97c,c4,c2,27,p2,?,surb={'id': '870210e6-893b-47ac-83ee-49246db530f9', 'route': ['p2', 'e4', 'i1', 'x1', 'p1', 'c4']}
1769393879.1474502,SENT,1babfd9b-5617-49d0-abdc-0be59215ffcf,02a1f1ca-1886-499f-b9fb-6cd3a37d8932,c2,c5,3406,?,p2,
1769393879.147926,CREATED,7c9f68f3-b560-4bb6-85e9-b45d11e42232,eeb63338-3630-48f0-a6ed-82ff0dc63ac6,c2,c5,27,?,?,surb={'id': '66feee00-0123-4562-a214-04c541d6e437', 'route': ['p2', 'e11', 'i10', 'x5', 'p2', 'c2']}
1769393879.4972122,RECEIVED,8a5b19e5-7d5e-4cea-be76-314cccd03e43,09513c33-15ef-4752-ae55-1a575aec223d,c5,c2,27,p2,?,surb={'id': 'bd0ac58a-8cd9-42b0-b8d1-8172d131ec2a', 'route': ['p2', 'e7', 'i5', 'x11', 'p2', 'c5']}
1769393879.7034504,RECEIVED,bd50a0d4-1f5a-4740-b357-69766385f7c1,4de842a2-ef09-4807-8bb1-369d72d5a43e,c5,c2,27,p2,?,surb={'id': '2c92decf-1d66-4066-810d-4687842636b9', 'route': ['p2', 'e9', 'i2', 'x2', 'p2', 'c5']}
1769393879.838441,RECEIVED,376d8eb0-5146-41bf-9f86-f0fa8c59f02c,987d1577-bbc8-4127-a392-d479a8209335,c5,c2,27,p2,?,surb={'id': '8960e026-2ca2-4044-92a3-4da944241df8', 'route': ['p2', 'e9', 'i7', 'x6', 'p2', 'c5']}
1769393880.3974304,RECEIVED,3c6567a1-1b42-4e68-8bad-08250be3007e,144e53c7-2008-4a81-a9f5-3c05f9297419,c4,c2,27,p2,?,surb={'id': 'a4840437-6c49-4c2a-abef-b40be6542b58', 'route': ['p2', 'e12', 'i12', 'x3', 'p1', 'c4']}
1769393880.5770895,RECEIVED,ed51c217-d25a-4c56-8750-9eea64f0f078,e504ed62-1c00-4676-bd64-21bde04235a2,c4,c2,26,p2,?,surb={'id': '467cabc7-aa12-41c0-9e1c-d070867dc08b', 'route': ['p2', 'e6', 'i2', 'x7', 'p1', 'c4']}
1769393880.5784678,SENT,a91d58e3-3f7a-477b-b892-06c0ecc23782,fe9f8698-7664-4492-9697-9c6b4e92d714,c2,c5,3400,?,p2,
1769393880.5786204,CREATED,a6046042-e94f-42e6-82c9-5f102117f4c3,eeb63338-3630-48f0-a6ed-82ff0dc63ac6,c2,c5,27,?,?,surb={'id': '66feee00-0123-4562-a214-04c541d6e437', 'route': ['p2', 'e11', 'i10', 'x5', 'p2', 'c2']}
1769393880.671307,SENT,7ddf0a89-ce4d-43dd-bbb4-fa4a5451edcc,be0abd4d-6a33-43fa-901d-16b6716155ef,c2,c5,3399,?,p2,
1769393880.6716743,CREATED,99297128-397b-47ce-a25a-baad53b4e93c,7bf998ad-f155-4205-bc90-5cb725d0f22b,c2,c5,27,?,?,surb={'id': 'f57e4905-23b5-4f31-b280-1e3fe85ebc26', 'route': ['p2', 'e7', 'i12', 'x2', 'p2', 'c2']}
1769393880.8195186,RECEIVED,4ce9b193-cf57-4f06-8b58-55d338e3ab19,4c804be6-4c67-4ff4-8bfa-621d2f2065b3,c4,c2,27,p2,?,surb={'id': '8549ca4b-93a9-4639-a3d1-f1ce9eaad45f', 'route': ['p2', 'e5', 'i10', 'x10', 'p1', 'c4']}
1769393880.8383553,SENT,1b43b2ee-a04b-40fe-964b-612a94c303e6,5babb161-8ad3-47f0-8d23-1dd1f9e0d732,c2,c5,3358,?,p2,
1769393880.8384304,CREATED,be404a97-2e50-43c6-80de-01a62df451ab,7bf998ad-f155-4205-bc90-5cb725d0f22b,c2,c5,27,?,?,surb={'id': 'f57e4905-23b5-4f31-b280-1e3fe85ebc26', 'route': ['p2', 'e7', 'i12', 'x2', 'p2', 'c2']}
1769393880.8689349,RECEIVED,35208249-f59f-4099-8af7-f2984d61a8c7,a29915fd-31fc-4503-bb57-fbccb2bb0e80,c4,c2,27,p2,?,surb={'id': 'f5178b5d-17bb-4919-be5d-83ca04355c21', 'route': ['p2', 'e10', 'i1', 'x11', 'p1', 'c4']}
1769393880.9402437,SENT,37de9c0c-7049-4da4-a0d3-888ddfb513fa,5846e701-ecd9-4fe4-9fca-6eaf73aa76eb,c2,c5,3394,?,p2,
1769393880.9403284,CREATED,14253e19-a91c-4b70-93b6-f7d05b5a1c45,def46e89-c018-49b1-840d-18461b1872f4,c2,c5,27,?,?,surb={'id': '9cdb8881-72ad-4167-84d6-016a3541ac10', 'route': ['p2', 'e11', 'i12', 'x5', 'p2', 'c2']}
1769393880.9931831,RECEIVED,4e01128e-3b65-4472-9bee-a227030b7e1f,ef7dd0e2-ec8d-4e89-9fd7-2e78a87f2bdd,c4,c2,26,p2,?,surb={'id': '440d2f02-6c31-409c-b4ec-81af3a2c404a', 'route': ['p2', 'e11', 'i2', 'x2', 'p1', 'c4']}
1769393881.208917,RECEIVED,1ffea7cb-fd28-47df-81ab-e3c913a85ce1,ef7dd0e2-ec8d-4e89-9fd7-2e78a87f2bdd,c4,c2,26,p2,?,surb={'id': '440d2f02-6c31-409c-b4ec-81af3a2c404a', 'route': ['p2', 'e11', 'i2', 'x2', 'p1', 'c4']}
1769393881.2711744,RECEIVED,2869eada-619d-4727-89c8-1c8cc58549bc,5aa00133-5bcf-4a58-96c1-d7d6719f8c17,c5,c2,27,p2,?,surb={'id': '3325cc5d-b7fa-40d7-bfc8-ee68bdc650b3', 'route': ['p2', 'e8', 'i2', 'x9', 'p2', 'c5']}
1769393881.2820354,SENT,13fe30e2-6a2c-49db-b43f-a1e7feb3b23b,e3120373-a46b-4961-b1b4-17332024eaad,c2,c5,3388,?,p2,
1769393881.2822025,CREATED,6ed10cbc-5d5f-4e62-9b05-4385d8526202,def46e89-c018-49b1-840d-18461b1872f4,c2,c5,27,?,?,surb={'id': '9cdb8881-72ad-4167-84d6-016a3541ac10', 'route': ['p2', 'e11', 'i12', 'x5', 'p2', 'c2']}
1769393881.393398,RECEIVED,7078e4bf-206c-4748-a25f-5bfe15efccbc,fc0e7e29-e017-4d4b-b967-4dc643c981a0,c4,c2,26,p2,?,surb={'id': '9431d075-c23f-4382-8ac7-f387288211a1', 'route': ['p2', 'e10', 'i7', 'x11', 'p1', 'c4']}
1769393881.574409,RECEIVED,2283f80e-682b-475e-a972-51558897130b,829aa341-0ad0-4e3a-89fe-7e22eb78d7fb,c5,c2,27,p2,?,surb={'id': '76df9078-d375-4826-97d6-ff1f041eb9e5', 'route': ['p2', 'e6', 'i8', 'x12', 'p2', 'c5']}
1769393881.6027575,RECEIVED,41a3478e-c988-43c3-84fc-ff7c87127c45,a29915fd-31fc-4503-bb57-fbccb2bb0e80,c4,c2,27,p2,?,surb={'id': 'f5178b5d-17bb-4919-be5d-83ca04355c21', 'route': ['p2', 'e10', 'i1', 'x11', 'p1', 'c4']}
1769393881.6899226,RECEIVED,04d7e350-92b1-4d5e-a524-664987046370,f1645543-d0b2-4bd0-9084-dae47221e7d1,c5,c2,26,p2,?,surb={'id': '36122d19-9a07-46e9-98f7-ad86660fc951', 'route': ['p2', 'e5', 'i2', 'x9', 'p2', 'c5']}
1769393881.7777352,RECEIVED,eff5af74-cb2e-4f9e-a1e6-5b7367bda3f5,2fe9aab9-e105-46d9-b5ed-b692fc1da779,c4,c2,27,p2,?,surb={'id': 'cfc72eb4-f099-4a88-80fb-69bd4fb7bca1', 'route': ['p2', 'e9', 'i9', 'x3', 'p1', 'c4']}
1769393881.9153593,SENT,bc8197af-2026-41ba-a5f3-b9fb187f3f5e,7a529a05-1658-4f03-8d90-f3d4bae0abeb,c2,c5,3392,?,p2,
1769393881.9170887,CREATED,e4d8c7df-2215-4b46-a6ea-eb4fc4b9e69a,13b48c00-b7ff-4d28-b480-d4728395da1d,c2,c5,27,?,?,surb={'id': '7e6431b0-4d66-4d76-bf0b-c6e87a38d2fb', 'route': ['p2', 'e9', 'i8', 'x9', 'p2', 'c2']}
1769393881.9599419,SENT,363253f1-14bb-42a9-9937-d90fc75c4891,e8ac8757-bc84-4937-84c0-a9362a23d061,c2,c5,3384,?,p2,
1769393881.9600947,CREATED,d18a6bc6-46c2-4ed1-a61c-e0717542fae3,13b48c00-b7ff-4d28-b480-d4728395da1d,c2,c5,27,?,?,surb={'id': '7e6431b0-4d66-4d76-bf0b-c6e87a38d2fb', 'route': ['p2', 'e9', 'i8', 'x9', 'p2', 'c2']}
1769393881.9986665,RECEIVED,56ea2a5b-3e35-4d17-84fd-918026eb0db5,a3dd784f-4d3f-4b78-85fc-7bd45ae6de8a,c5,c2,27,p2,?,surb={'id': 'ec2637b1-4a5d-4cc9-9bad-eb4ebdda2647', 'route': ['p2', 'e2', 'i12', 'x7', 'p2', 'c5']}
1769393882.024812,RECEIVED,64eaac90-1b1f-4c91-93bc-84d8423449e1,553c68e3-5d3a-4ff8-9ef7-ba835e42f2e9,c4,c2,27,p2,?,surb={'id': '97b1a998-3f1c-4355-9c01-195350d048e3', 'route': ['p2', 'e3', 'i9', 'x7', 'p1', 'c4']}
1769393882.0559874,RECEIVED,16544ddb-c1d2-47c4-92c3-4cada376a7a4,4c804be6-4c67-4ff4-8bfa-621d2f2065b3,c4,c2,27,p2,?,surb={'id': '8549ca4b-93a9-4639-a3d1-f1ce9eaad45f', 'route': ['p2', 'e5', 'i10', 'x10', 'p1', 'c4']}
1769393882.167327,SENT,97109ab9-e95a-4a8f-8dee-6256697f8400,0e3f8f2c-3b9d-4cd0-a135-f80c54ce01e5,c2,c5,3388,?,p2,
1769393882.1674576,CREATED,4aef59d2-29e3-40e5-8151-3bfad98a5618,53701245-d528-4301-b9c6-82c089240504,c2,c5,27,?,?,surb={'id': 'adc701d4-c4a5-4171-a58e-c33c8846b05a', 'route': ['p2', 'e12', 'i10', 'x7', 'p2', 'c2']}
1769393882.2055144,SENT,24c65f86-3846-4f9d-ae98-b6e4c9a7a493,a6adb598-43f9-4f53-834d-b66fe927714b,c2,c5,3387,?,p2,
1769393882.2056441,CREATED,958cca57-d0d4-4197-98f9-0e08211a75d8,53701245-d528-4301-b9c6-82c089240504,c2,c5,27,?,?,surb={'id': 'adc701d4-c4a5-4171-a58e-c33c8846b05a', 'route': ['p2', 'e12', 'i10', 'x7', 'p2', 'c2']}
1769393882.3945565,RECEIVED,1ae84e7d-bce8-4f48-ad79-958d59e4b156,2fe9aab9-e105-46d9-b5ed-b692fc1da779,c4,c2,27,p2,?,surb={'id': 'cfc72eb4-f099-4a88-80fb-69bd4fb7bca1', 'route': ['p2', 'e9', 'i9', 'x3', 'p1', 'c4']}
1769393882.477084,RECEIVED,95920673-8957-48c0-a3d7-a2972c6ca9db,d25ff04e-2d72-4745-92cb-7103eefdfa39,c4,c2,27,p2,?,surb={'id': '6fe5cffe-228e-4769-9a9b-5774f546f44f', 'route': ['p2', 'e12', 'i11', 'x12', 'p1', 'c4']}
1769393882.7342024,SENT,ca733f96-04c7-4b7d-88f2-ff76177c2c6a,204dbfa2-2106-41a5-bd5c-be86209dde1a,c2,c5,3388,?,p2,
1769393882.734394,CREATED,d645a555-10e0-4955-88a7-cba80ac9f2b4,85f21c81-780f-4bb1-aa06-60424a5e571f,c2,c5,27,?,?,surb={'id': '1cb8632a-306a-42b4-85c0-33d978407d1f', 'route': ['p2', 'e10', 'i11', 'x6', 'p2', 'c2']}
1769393882.9016619,RECEIVED,0973a300-efa8-438b-a285-156c449d9127,829aa341-0ad0-4e3a-89fe-7e22eb78d7fb,c5,c2,27,p2,?,surb={'id': '76df9078-d375-4826-97d6-ff1f041eb9e5', 'route': ['p2', 'e6', 'i8', 'x12', 'p2', 'c5']}
1769393882.912963,RECEIVED,2f9a5c66-8ba0-49ec-b58b-f13d6ff59f27,816ed32f-fb8f-41de-a4c6-87a00d1686f3,c5,c2,27,p2,?,surb={'id': 'c2ffbc46-2d31-44c0-846f-0716e6c7a38d', 'route': ['p2', 'e4', 'i3', 'x4', 'p2', 'c5']}
1769393882.9585726,RECEIVED,5979a605-8953-4614-b584-85c0ec6f4271,553c68e3-5d3a-4ff8-9ef7-ba835e42f2e9,c4,c2,27,p2,?,surb={'id': '97b1a998-3f1c-4355-9c01-195350d048e3', 'route': ['p2', 'e3', 'i9', 'x7', 'p1', 'c4']}
1769393883.1579223,RECEIVED,5cd39fc5-79d0-46a2-a6fd-3a9a6f2814a1,2c5badd7-6924-4af7-bb35-6ad5c3135782,c4,c2,26,p2,?,surb={'id': '5f860fdd-55cc-423e-b2f1-66582650bb75', 'route': ['p2', 'e1', 'i3', 'x2', 'p1', 'c4']}
1769393883.3209577,RECEIVED,df5e691b-6d8d-4050-8d89-78e843cc2cfa,d25ff04e-2d72-4745-92cb-7103eefdfa39,c4,c2,27,p2,?,surb={'id': '6fe5cffe-228e-4769-9a9b-5774f546f44f', 'route': ['p2', 'e12', 'i11', 'x12', 'p1', 'c4']}
1769393883.367851,RECEIVED,51d1d10e-ece3-4d89-9ac8-580c5e846643,da016747-adbb-482c-84ef-c459aa82f5c8,c5,c2,27,p2,?,surb={'id': '3041de8d-f03e-4ef9-8d49-2ec3f1d0b4b9', 'route': ['p2', 'e1', 'i5', 'x7', 'p2', 'c5']}
1769393883.4251938,SENT,55a29691-6c7b-43a0-8860-649fadb9744d,5d80709e-83d8-41e5-9fd1-3947da5698d9,c2,c5,3387,?,p2,
1769393883.4253361,CREATED,2bb4fd2a-0335-4127-a241-fe0bcaef95c9,85f21c81-780f-4bb1-aa06-60424a5e571f,c2,c5,27,?,?,surb={'id': '1cb8632a-306a-42b4-85c0-33d978407d1f', 'route': ['p2', 'e10', 'i11', 'x6', 'p2', 'c2']}
1769393883.5391653,SENT,3074990a-7c09-4c07-8d8b-c43eb9cde25c,0f1a407a-3fe6-46cc-82ff-64efc619b346,c2,c5,3400,?,p2,
1769393883.5393188,CREATED,348b54ff-2c45-4fe0-a8a5-474cde2021ae,a62111dd-9e12-4745-b600-91fa122001b8,c2,c5,26,?,?,surb={'id': '7b7592a6-70a5-4ac1-a88e-c8c4add5081b', 'route': ['p2', 'e7', 'i10', 'x10', 'p2', 'c2']}
1769393883.6166816,RECEIVED,828a6c4a-3064-465a-a12e-cd9bac6eae83,2c5badd7-6924-4af7-bb35-6ad5c3135782,c4,c2,26,p2,?,surb={'id': '5f860fdd-55cc-423e-b2f1-66582650bb75', 'route': ['p2', 'e1', 'i3', 'x2', 'p1', 'c4']}
