timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769480891.5530965,SENT,766edbda-ebe9-4469-a258-733f347a1333,fac1ab66-1bb0-44b3-bdff-bb092f86a7d7,c3,DROP,2015,?,p3,
1769480891.5532393,CREATED,e60a0c3e-6578-42b7-8838-63332b3c73d8,3cfe71a5-67f5-445b-94b6-6055366c3897,c3,DROP,27,?,?,
1769480892.223469,SENT,0cb4bf37-ef58-443e-a446-9c579ccaa3e7,58ecda16-c33a-4d6e-908a-e0db07a10a43,c3,c2,3395,?,p3,
1769480892.2236214,CREATED,6edf91b3-7552-4aba-aea3-ce4d0956803d,5ad70ec9-d3ad-4562-a1f4-79ab27642b4e,c3,c2,27,?,?,surb={'id': '190bc3da-4253-4777-8634-10a001358446', 'route': ['p2', 'e3', 'i11', 'x2', 'p3', 'c3']}
1769481017.2608852,SENT,63dd7445-b632-4876-8a98-f5ee03c4b017,1f8fddee-e9c7-4429-9b58-127e8d85d2b7,c3,c2,3387,?,p3,
1769481017.2609894,CREATED,72e2f132-5bfa-489e-8b82-862d74925023,6cbceeb3-9de7-4eb3-8abd-0bab0fbf16e8,c3,c2,27,?,?,surb={'id': 'da9a342a-e3dd-4bf0-a4ec-f9f346294b90', 'route': ['p2', 'e12', 'i11', 'x3', 'p3', 'c3']}
1769481017.4932895,SENT,8b0d83e1-8238-4573-94a5-c5aeb2a2a772,1a95213c-5cca-45ed-980f-5d20e7ace7a6,c3,c2,3379,?,p3,
1769481017.4934351,CREATED,935aeb07-3c9f-4b40-9f26-a19e82ec5b52,f515b7a7-9649-48f0-8142-8ad83d1e11cc,c3,c2,26,?,?,surb={'id': '8d6923cb-0fee-46a4-b8a7-c3ad7e1fc1a2', 'route': ['p2', 'e12', 'i3', 'x8', 'p3', 'c3']}
1769481017.561781,SENT,276b5119-e1bf-45a1-81ad-abebdf25dbb5,35aa6728-2c3b-4b26-950e-604476dc55e5,c3,c2,3380,?,p3,
1769481017.5619574,CREATED,73645775-c851-44d3-87e8-c7114cae6581,b96f76d0-6787-4b81-b448-cd0a76855575,c3,c2,27,?,?,surb={'id': 'b4fa7546-fa13-4991-bbbf-d30248880208', 'route': ['p2', 'e11', 'i9', 'x2', 'p3', 'c3']}
1769481017.6844857,RECEIVED,138bbbca-1c81-44f6-a702-e80f93cd7579,ce067282-927b-44e4-8cf9-c8645f5757cf,c2,c3,26,p3,?,surb={'id': '9f3affd8-be4c-409b-a34d-36f38a04dbb1', 'route': ['p3', 'e1', 'i4', 'x7', 'p2', 'c2']}
1769481017.720633,RECEIVED,3c0c988e-b992-44f3-a44d-a7bfeb1757c4,bcc8d0d6-abd6-4ca8-9541-16a26d00dfce,c2,c3,26,p3,?,surb={'id': '7a6339b2-8ba1-436b-b337-c1a2ec57652a', 'route': ['p3', 'e1', 'i1', 'x10', 'p2', 'c2']}
1769481017.7411113,RECEIVED,ed0a859b-c103-4512-bc11-f1715ee08834,922eab4a-cb1b-4b7a-9ccb-3708ebe0e34a,c2,c3,27,p3,?,surb={'id': '95b49f67-2e68-4ff9-b65c-ac6839989aed', 'route': ['p3', 'e6', 'i9', 'x4', 'p2', 'c2']}
1769481017.7933853,SENT,6029560b-d8a9-46c4-b65b-75473a52e894,02ce7d60-ab00-4f23-808b-2d12f3ab967c,c3,c2,3400,?,p3,
1769481017.7954204,CREATED,06575337-06e1-473a-b9e8-64e5ecdc98f9,4fb01a9d-e3cb-4206-ac79-633372b9266b,c3,c2,27,?,?,surb={'id': '42eddd0a-93dc-47f6-8fc9-c0456be857ec', 'route': ['p2', 'e11', 'i1', 'x10', 'p3', 'c3']}
1769481018.157646,RECEIVED,e7f4584d-5ebf-422b-baeb-d7bc40ae8b29,db5d2808-d12d-46dc-938f-431fa9b58c47,c2,c3,26,p3,?,surb={'id': 'f3758790-7f50-4972-84a6-d6ec00cdc9ac', 'route': ['p3', 'e8', 'i9', 'x9', 'p2', 'c2']}
1769481018.2008264,SENT,b8ce2e0b-806a-4b33-a2ee-365798080ae7,6c1bb340-b233-4566-b63f-69cdd986da0e,c3,c2,3362,?,p3,
1769481018.2009742,CREATED,52deeaa4-ea00-446e-ae29-3c1a9381cf22,bd9a3d74-691f-4d5d-92f2-7d6fd9973dda,c3,c2,27,?,?,surb={'id': 'fac854d6-8e79-49c1-9763-87f035c2ecf5', 'route': ['p2', 'e11', 'i1', 'x8', 'p3', 'c3']}
1769481018.7185977,SENT,c05ff7bf-7f48-45dd-a45b-7b882ddd36d9,5baf5133-0c00-478a-8f90-3330d40a6d50,c3,c2,3359,?,p3,
1769481018.7187655,CREATED,1d913c04-046a-48be-9274-05f25097846b,fcfefdbc-f838-41da-a38e-f946d92d8403,c3,c2,27,?,?,surb={'id': '4423d5c5-0e05-496d-9bb4-6cb12cb5acf5', 'route': ['p2', 'e11', 'i4', 'x4', 'p3', 'c3']}
1769481018.7374809,RECEIVED,23dc459c-8481-487b-aa27-ef630695157d,d88e060e-7681-4c8c-8386-2253591ca30b,c2,c3,27,p3,?,surb={'id': '516725ba-d0f5-48b2-840e-e2153ea5cd8b', 'route': ['p3', 'e7', 'i4', 'x9', 'p2', 'c2']}
1769481019.202651,SENT,e37370a4-4b36-410b-851b-39629772e1b8,8212ab84-c7a5-422d-82e5-741e68a53e7f,c3,c2,3391,?,p3,
1769481019.202801,CREATED,b718f8e1-2cec-4914-a965-f64e78b04bef,78e71a20-0745-4406-9ba4-c8c2e61f14b1,c3,c2,27,?,?,surb={'id': '8acd7e8a-1d50-4528-926b-968a6a500d69', 'route': ['p2', 'e12', 'i5', 'x2', 'p3', 'c3']}
1769481019.8814905,SENT,215e2bf5-a0d5-4d3b-908e-50bbdfea564d,82745dcf-8f43-42d9-99d2-72fd5c469908,c3,c2,3401,?,p3,
1769481019.88165,CREATED,873908e6-2fb3-4fe3-8cfb-04851a830f5e,91a4e5c5-1bbf-4128-bcc8-316de2399322,c3,c2,26,?,?,surb={'id': 'c4dfe38f-d233-45c6-a88b-6eed386ab600', 'route': ['p2', 'e11', 'i3', 'x8', 'p3', 'c3']}
1769481019.939181,SENT,9a1d0362-da78-4f22-bcc3-a806c496fd7a,02a21dbe-ae2a-4f24-b4da-fd61a1dcabd3,c3,c2,3378,?,p3,
1769481019.939332,CREATED,955a834c-5535-4706-ab6d-80ca84e31e3f,5d7b5d5f-fd20-4f54-844e-e8155c220b11,c3,c2,26,?,?,surb={'id': 'f64b84fc-21a6-43d7-b7a8-f4aa4a3dbabf', 'route': ['p2', 'e8', 'i11', 'x4', 'p3', 'c3']}
1769481020.177533,SENT,e4fdb1c1-f927-4cdc-a2ee-e60d89a08743,8538db4e-7b74-4213-b529-ccc7da509b76,c3,c2,3387,?,p3,
1769481020.1776617,CREATED,812cf492-3ff1-4efc-8824-591db734c027,0a4a1926-4fbc-4201-8d5d-ee0dd07ccfdf,c3,c2,27,?,?,surb={'id': 'e782093e-e6c4-4458-90e0-b284722ae339', 'route': ['p2', 'e3', 'i8', 'x8', 'p3', 'c3']}
1769481020.2106564,RECEIVED,7d961c52-8a42-41cf-b29e-e1e9dd918c6c,9d3389f5-bbab-416b-a56f-18433be652b4,c2,c3,27,p3,?,surb={'id': 'e9a2ab31-04ee-4cf4-b362-6a7f7cef7a00', 'route': ['p3', 'e7', 'i3', 'x10', 'p2', 'c2']}
1769481020.641678,SENT,a2b28978-b290-4e5f-b0b0-bcc5ad9d05dd,97f3b679-0c6d-44e3-aeb2-11ac194878a9,c3,c2,3383,?,p3,
1769481020.641814,CREATED,6469d968-f216-4a09-a4a2-d1ff680dae43,2987d8af-bc87-4fb9-a4e5-870b69d7d50c,c3,c2,27,?,?,surb={'id': '421a351b-9d05-461e-95b1-ae303568ab3f', 'route': ['p2', 'e7', 'i8', 'x6', 'p3', 'c3']}
1769481020.6729112,SENT,34c7b152-6b46-4a5d-aade-327e9ce881c8,695712a5-8c2c-4bbf-af66-f0f0ee6708a0,c3,c2,3364,?,p3,
1769481020.6730435,CREATED,47d4ed57-d4ce-4d06-9860-b5ae770b570c,dd7d1e72-ba6e-4ee2-8ba5-e92bfd8af566,c3,c2,27,?,?,surb={'id': 'eba20537-008d-4329-b08d-078a6c8b2098', 'route': ['p2', 'e8', 'i1', 'x2', 'p3', 'c3']}
1769481020.7391803,SENT,e68656cf-ae77-4af0-a0a5-1bc7edd6b18c,96fe2417-d572-4c47-89f8-ada67e332805,c3,c2,3364,?,p3,
1769481020.739326,CREATED,01859e0e-b70a-4343-b575-68fe4cfeb85d,6ef0ff74-cf1c-460a-8d33-7a3b7bcec50c,c3,c2,27,?,?,surb={'id': 'edae836d-8ebe-466f-9d01-827e379c57c4', 'route': ['p2', 'e8', 'i3', 'x1', 'p3', 'c3']}
1769481020.769322,SENT,13c8a910-eaf3-4928-bd8f-e60c6a7204d3,09c71899-1d27-492e-a286-7bec6410dd06,c3,c2,3387,?,p3,
1769481020.7694786,CREATED,8c79a317-47aa-4664-8d93-748cbdf2afc5,aaa0df8b-c4da-4de8-b706-e013ebfb7aec,c3,c2,26,?,?,surb={'id': '959220a3-7e7a-4fbf-bf90-8ce60cb4031e', 'route': ['p2', 'e11', 'i4', 'x7', 'p3', 'c3']}
1769481020.953987,SENT,47408c40-2809-4889-81ee-f2124a921644,893e26a7-e22c-4aeb-8858-6f0bf2077e8c,c3,c2,3401,?,p3,
1769481020.954142,CREATED,db50147d-236a-4d64-a59f-893133e04f90,20f881a9-0ca6-43d1-a1a8-10dce2b7bcc2,c3,c2,27,?,?,surb={'id': 'c96c9979-df78-48c4-97c3-0fdcb2d00f11', 'route': ['p2', 'e4', 'i10', 'x4', 'p3', 'c3']}
1769481021.2071128,RECEIVED,81429bcf-2c87-4929-887f-9a7a45cd7a13,384a8df6-dc14-4453-b689-2078c48704b4,c2,c3,26,p3,?,surb={'id': '22eaaec5-cbb8-4f02-b4b3-b6d55efee086', 'route': ['p3', 'e7', 'i11', 'x5', 'p2', 'c2']}
1769481021.2558162,RECEIVED,5026d1ba-3bf2-4e4c-b964-a980e1cad310,58617a11-fc80-42a7-9a62-05a0675fc647,c2,c3,27,p3,?,surb={'id': '0245d2d3-dd95-4ad3-a6a4-b0916f09a13c', 'route': ['p3', 'e9', 'i8', 'x5', 'p2', 'c2']}
1769481021.4948912,SENT,667f1df7-3bbf-499e-b72e-34b3921e098e,28b09dcd-a257-4bb7-bd29-a41b5b32bf67,c3,c2,3379,?,p3,
1769481021.4950364,CREATED,720bd572-80c2-4c23-be7d-337c45b5cc3c,c41ccdaa-28f3-4c11-91c8-1767293993ee,c3,c2,27,?,?,surb={'id': 'c65cd8b0-6045-44cf-96c6-a15b8ebef4b4', 'route': ['p2', 'e3', 'i2', 'x3', 'p3', 'c3']}
1769481021.7405477,SENT,c531f15e-2dcf-43ac-b30a-062a7e846ad1,6b7097a2-b3b0-4243-a8e1-7c300f54f246,c3,c2,3400,?,p3,
1769481021.740696,CREATED,6a21c103-7342-4226-a001-acb709678d55,9fcb5820-20b1-4fbb-aab2-529969658c9e,c3,c2,27,?,?,surb={'id': 'a28e956d-2402-497b-b954-373a7dc28110', 'route': ['p2', 'e2', 'i12', 'x2', 'p3', 'c3']}
1769481021.9932578,SENT,e72ae666-520b-4e7a-9eb2-4fcaaa47fde6,ade82c4c-debe-42b3-82be-4d07232731e5,c3,c2,3383,?,p3,
1769481021.993405,CREATED,25953f07-1f45-459b-a269-7e6a079277cd,a8567069-55b0-437c-a8ed-ede782200204,c3,c2,26,?,?,surb={'id': 'ddc5046e-1258-44b1-8fcb-7713f15a451f', 'route': ['p2', 'e9', 'i1', 'x5', 'p3', 'c3']}
1769481022.6139853,RECEIVED,0cbdc0c8-6370-423f-9650-cedf6666366b,7a8c926f-f353-46ac-a200-0ae7d2a2750b,c2,c3,27,p3,?,surb={'id': '529426bd-ad2f-4b93-88a6-57dec08632cf', 'route': ['p3', 'e5', 'i7', 'x8', 'p2', 'c2']}
1769481022.92636,SENT,3de373f7-d8c0-47e0-989a-b5f5b7b6522f,31251676-00f7-4a86-a83f-6c0b1f6f4bff,c3,c2,3376,?,p3,
1769481022.9264708,CREATED,7f02dd00-66a3-4f29-b5da-4bc1c2d3b20f,ec69fc83-2fb5-4299-aeb8-368f9f067624,c3,c2,27,?,?,surb={'id': 'a1a2d9cf-6057-46ec-8822-0a8d3645147d', 'route': ['p2', 'e1', 'i4', 'x5', 'p3', 'c3']}
1769481023.0243218,RECEIVED,cd397202-377e-4595-a512-0845680765c5,1e65ff5b-bd39-4256-bcc6-03c6fcd4eecd,c2,c3,27,p3,?,surb={'id': '2ff84e5e-62d7-43b4-aa57-6bfcf7fe4c2f', 'route': ['p3', 'e3', 'i7', 'x6', 'p2', 'c2']}
1769481023.1093063,SENT,49dd0d6b-02ca-49b7-bad6-dfdda73df127,ad3ba2f8-a34c-48bc-9e31-5bd7ce06beae,c3,c2,3389,?,p3,
1769481023.109402,CREATED,ace89735-c228-4ef8-b595-b6a088d72f77,b4d40d03-2286-4857-926a-e0cecf2df0ff,c3,c2,26,?,?,surb={'id': '23faf9a4-8663-4ae2-a3a1-c68ab25dfad6', 'route': ['p2', 'e10', 'i5', 'x11', 'p3', 'c3']}
1769481023.1192656,RECEIVED,b8cca8cf-3c26-4b6c-a9f7-509bcef32d67,b18f29be-aa0d-46aa-a5af-0163b67586d9,c2,c3,26,p3,?,surb={'id': 'b15899d0-f76a-4a5c-a01e-8f01d258bdbd', 'route': ['p3', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769481023.3784397,RECEIVED,9fb0d1ed-c033-4542-92de-c2bd9bce2b2b,0226ce86-03c1-4760-accf-6f3b85f08ee8,c2,c3,27,p3,?,surb={'id': '57a5ffaf-43f6-487e-bda5-7ae69002a550', 'route': ['p3', 'e6', 'i10', 'x4', 'p2', 'c2']}
1769481023.7752154,RECEIVED,4f2580d2-7d46-448b-b56c-d1c1fd3776bf,ead3648c-06af-4881-9232-fe31ca91c142,c2,c3,27,p3,?,surb={'id': '55b834b6-d895-4145-9aac-f14831b314a4', 'route': ['p3', 'e5', 'i8', 'x11', 'p2', 'c2']}
1769481023.9197168,SENT,f6edcd81-aa60-4f77-9f89-ef409b568445,635169c7-29c5-4751-b99c-53666f2d9b0c,c3,c2,3400,?,p3,
1769481023.920106,CREATED,648a33b4-d46c-4d0f-8b72-ac6b9be7b562,21a9d481-a75a-484d-ba74-7ce835467ee2,c3,c2,27,?,?,surb={'id': '9a67c733-0c12-4c86-851f-caf044276e64', 'route': ['p2', 'e12', 'i10', 'x8', 'p3', 'c3']}
1769481024.148869,RECEIVED,22a011da-28d0-412d-b0a0-0ab0f936b115,e68bbc3b-f088-4995-9b38-5f99d28131ad,c2,c3,27,p3,?,surb={'id': '7d539e56-620f-42e5-9566-9a753d6cc5d7', 'route': ['p3', 'e10', 'i1', 'x2', 'p2', 'c2']}
1769481024.2619715,SENT,3d7efb2e-5176-4b9d-bff7-64b5300aa039,ed3dbdcd-0df6-4ca7-9da4-1412e5533feb,c3,c2,3378,?,p3,
1769481024.262151,CREATED,ebcfac51-eb4a-4770-8138-af3fe085350c,583f7a8a-c092-4e12-8d88-d8aacebf476e,c3,c2,26,?,?,surb={'id': '8f72452e-a0ff-4237-85b9-c5ffe160c404', 'route': ['p2', 'e5', 'i11', 'x8', 'p3', 'c3']}
1769481024.368183,RECEIVED,b1ffe84c-9e76-4630-884a-67c5fa758c65,7b6f99bc-8951-4df7-8aec-bfdcea652f1e,c2,c3,27,p3,?,surb={'id': 'c22b4014-d52a-48b6-8b8d-adc3d7a31c3d', 'route': ['p3', 'e9', 'i7', 'x2', 'p2', 'c2']}
1769481024.4767466,SENT,3541e06a-074a-4913-bf22-597c7b775b64,17e6bdc3-2945-45f5-999c-97bc009c49c2,c3,c2,3372,?,p3,
1769481024.4769206,CREATED,a14524ae-0882-4c50-aa05-b208a7dd0e6c,7d2a3432-f811-4092-9315-3a386cd2eb07,c3,c2,27,?,?,surb={'id': '64be4c96-0cdc-4ed6-a750-369ee5de8954', 'route': ['p2', 'e4', 'i2', 'x4', 'p3', 'c3']}
1769481024.7379076,RECEIVED,d5c2f0c0-6584-4499-b5bc-b2f1cb86ced8,a69ca8fe-580b-4149-a412-17bd8f77ad7c,c2,c3,27,p3,?,surb={'id': 'ca70a590-7e80-4ad9-93ad-b9ef125aad90', 'route': ['p3', 'e4', 'i5', 'x5', 'p2', 'c2']}
1769481024.757277,SENT,ab35ad1e-706e-4edd-90dc-c2eeb52e83b9,eccd9ac3-0983-45de-9ac1-39109abf1dfb,c3,c2,3375,?,p3,
1769481024.7573762,CREATED,ced04d82-53f0-4cf4-9a76-1fd473146dda,6a965160-03a0-4271-b96f-4d6445f1e618,c3,c2,27,?,?,surb={'id': 'eba11204-301d-4ff2-98ed-140c57e83692', 'route': ['p2', 'e2', 'i6', 'x5', 'p3', 'c3']}
1769481024.832491,SENT,8bc1ad4c-5aab-4e85-9d04-25a039708ce4,5187964f-4384-4672-b484-b57abf8c4f6f,c3,c2,3381,?,p3,
1769481024.8325918,CREATED,6b9dd6ac-4f48-45c4-b126-703db77f655b,604a335c-fb16-411a-b000-42f591e323b8,c3,c2,26,?,?,surb={'id': 'a9652c8d-31e3-46aa-b579-0bfb4a755786', 'route': ['p2', 'e7', 'i1', 'x2', 'p3', 'c3']}
1769481025.3461397,RECEIVED,7701f6ec-bf85-4b92-955a-179176e95580,3e6159b9-c2e7-4c30-99fa-864316bab2b7,c2,c3,26,p3,?,surb={'id': '292e6779-c543-43d3-9449-fbc456470e4f', 'route': ['p3', 'e2', 'i7', 'x11', 'p2', 'c2']}
1769481025.4721332,SENT,df1175d7-932d-4515-a1d0-9aa123c62f3b,82ebdaec-a669-4517-b10b-858d5f1449e8,c3,c2,3359,?,p3,
1769481025.4722643,CREATED,28486e9b-4344-4766-bcc3-a706ce71aa5b,da8ca784-f8ca-403f-b9d5-28148b43966e,c3,c2,27,?,?,surb={'id': '4da702a4-473e-4668-8a0d-29d5fc039ddf', 'route': ['p2', 'e10', 'i2', 'x9', 'p3', 'c3']}
1769481025.5878987,RECEIVED,8455afbd-698e-4805-9dce-94df2941a8c2,712bfa3d-242b-4592-b58e-d34d6fb9b297,c2,c3,27,p3,?,surb={'id': '7813ba42-12a4-4e6a-ad1a-80e94683d91f', 'route': ['p3', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769481026.0248158,SENT,3fa99993-8ce9-4403-876e-3fafe04c1d04,d800b803-4019-4aa6-b60d-623862736d2c,c3,c2,3372,?,p3,
1769481026.0249689,CREATED,cace37e5-801b-40a1-8da7-0ff663029d46,9db3a0c6-482c-4293-95db-b94c4c10c417,c3,c2,27,?,?,surb={'id': '0874ee00-a679-4b57-8da2-7faa18f56488', 'route': ['p2', 'e8', 'i5', 'x4', 'p3', 'c3']}
1769481026.0325508,SENT,473ded09-6c2d-4606-a4ed-aa3e0c4332fd,d5eacf3b-a25f-47a9-b7cd-8ef109c719ec,c3,c2,3380,?,p3,
1769481026.0327063,CREATED,0e7be327-9e56-41b4-8d3d-4a18cc7048ba,28d182be-f246-4549-8b08-30dbd2136c93,c3,c2,26,?,?,surb={'id': 'd68e3029-9d68-4aa6-aeda-5e357a7d717d', 'route': ['p2', 'e5', 'i2', 'x12', 'p3', 'c3']}
1769481026.0615494,SENT,d8b779c6-f8e7-46aa-bcfa-42a6befaaee0,5b18c807-0f27-4ca6-b6f4-4538ff3dde13,c3,c2,3387,?,p3,
1769481026.0617666,CREATED,7a6c2269-9d73-49a3-9168-ead669723911,5b5e1726-2f3f-4bb4-bd4a-5c4aa5eb3f19,c3,c2,26,?,?,surb={'id': 'c596235a-c7a2-46e1-bb59-66a8e4b60501', 'route': ['p2', 'e9', 'i3', 'x10', 'p3', 'c3']}
1769481026.090974,SENT,acb143ee-4d30-49da-9933-754eb4379795,d287c7f6-01db-4003-b38d-f30424eb30ab,c3,c2,3359,?,p3,
1769481026.0911849,CREATED,7b79c1db-d1e3-49b9-8142-cfaa4025de41,cd1d7cb9-42e1-444f-b01c-0d08cea61387,c3,c2,26,?,?,surb={'id': '85b18bfc-1aeb-4967-82b1-2d671694a075', 'route': ['p2', 'e4', 'i9', 'x5', 'p3', 'c3']}
1769481026.1395946,RECEIVED,f5ad522c-52cb-40ac-be1e-860aa44567a4,44413ba3-02e5-4450-8778-389e0aa8de84,c2,c3,27,p3,?,surb={'id': 'e18e0538-96c0-4f2f-85e2-42f8c1181949', 'route': ['p3', 'e5', 'i3', 'x10', 'p2', 'c2']}
1769481027.0436635,RECEIVED,b09b5c18-c035-477e-a456-6451575e1267,208572c3-7d53-423d-8038-bd6a33b4d505,c2,c3,27,p3,?,surb={'id': '99f83529-35a6-4814-a892-7d3a1f5fb213', 'route': ['p3', 'e9', 'i6', 'x5', 'p2', 'c2']}
1769481027.0569139,SENT,41364507-4fcc-4262-9ffa-b6fce6e6391d,b4133663-4f3d-4caf-bd49-0c7b3be9ed1d,c3,c2,3360,?,p3,
1769481027.05703,CREATED,bf138376-baea-4d2c-952f-41acfae02001,59bdd14d-f27a-4ce2-81aa-d9aa60bc1538,c3,c2,27,?,?,surb={'id': '2173efa8-6e2a-496f-8334-05574b025bda', 'route': ['p2', 'e3', 'i1', 'x3', 'p3', 'c3']}
1769481027.1089497,RECEIVED,35eb42e1-c92c-4678-a2b8-9f8f38fa5aa3,117de04e-4be7-40c1-ae84-96fad3e3db47,c2,c3,27,p3,?,surb={'id': '19a2778e-a2df-47c9-a761-f0291e72f3a1', 'route': ['p3', 'e12', 'i10', 'x1', 'p2', 'c2']}
1769481027.2914333,RECEIVED,3bc09e30-60f5-497c-8a41-44692245c103,c6e12851-5825-409d-ace0-de140673b869,c2,c3,27,p3,?,surb={'id': '7cac9671-bb71-487e-a2c8-4f824484da4d', 'route': ['p3', 'e1', 'i7', 'x2', 'p2', 'c2']}
1769481027.3608806,SENT,64d0a703-f375-4599-98f1-8745407563b6,6ade36ff-4bc8-4ead-9da3-8542b3004cc1,c3,c2,3379,?,p3,
1769481027.361035,CREATED,cc7e606d-6e1f-424a-8954-2384c1788db8,7bc63846-810d-4939-ace8-3bb9fa2b04a5,c3,c2,27,?,?,surb={'id': '76b63ace-7d8f-4c5d-9841-bedeeb36770f', 'route': ['p2', 'e2', 'i10', 'x6', 'p3', 'c3']}
1769481027.4237792,RECEIVED,48b8bf78-462b-4364-ba2f-bc906a1eb8a0,2b26c755-fb33-45c6-a816-aa7b63294f9e,c2,c3,26,p3,?,surb={'id': 'c70924d4-abcf-4a2f-9104-e02341b81f33', 'route': ['p3', 'e4', 'i1', 'x8', 'p2', 'c2']}
1769481027.6555424,SENT,ca85bbf4-20c3-4df0-a77c-123208a3ea09,291b67a5-0088-4c97-8367-d00585e3bd78,c3,c2,3384,?,p3,
1769481027.655694,CREATED,3248bef0-e58c-40e7-9f55-a92f6e412df3,9d9da3f3-824e-4cc3-a4e7-88c2eb1f7984,c3,c2,27,?,?,surb={'id': '696f727f-2129-4acc-b9af-06fbbf217fd3', 'route': ['p2', 'e7', 'i5', 'x4', 'p3', 'c3']}
1769481027.724818,RECEIVED,bc4b14ce-bde6-4c29-b86b-935536de2c56,d4e109e2-bf27-4af7-8b3d-43170e52f8c8,c2,c3,27,p3,?,surb={'id': '3b6269f7-39a2-4a8c-ac66-97042d568a12', 'route': ['p3', 'e6', 'i3', 'x1', 'p2', 'c2']}
1769481027.7392125,RECEIVED,e51ceee3-48b3-4065-8cdf-73013c91684b,2dc7f53c-adaa-4f18-9f2a-27e573d07b4c,c2,c3,26,p3,?,surb={'id': 'c05f3c39-1162-4a09-970a-3bd2e0c1d2e5', 'route': ['p3', 'e3', 'i1', 'x8', 'p2', 'c2']}
1769481027.764902,SENT,44c951a9-2ddf-47f5-9678-27aed3510891,d1ceb2d1-288f-4fe9-ae03-3df4ea806f01,c3,c2,3387,?,p3,
1769481027.7650836,CREATED,6dd71a74-f425-40af-8bf2-506fa27474e8,47e2daa3-bd60-4a1c-b053-e0ffce8c8e71,c3,c2,27,?,?,surb={'id': 'deb54c9c-bb5a-47b6-ad2a-29a597b87629', 'route': ['p2', 'e2', 'i11', 'x11', 'p3', 'c3']}
1769481027.8434377,SENT,d62329af-d960-4201-9b75-27e4e3569914,e45b5015-34fa-4077-8158-f5fa4b97563b,c3,c2,3379,?,p3,
1769481027.8435507,CREATED,26fb7520-a5cd-409a-ac3b-16bd6b7c09a3,9f6ddf4c-f856-4e51-b32c-bedb9aaa628f,c3,c2,26,?,?,surb={'id': 'f874c21e-0e14-4843-9695-937417e7f0f7', 'route': ['p2', 'e9', 'i3', 'x12', 'p3', 'c3']}
1769481028.0828516,SENT,a2079fb9-d50a-4a60-aefb-5facb9e94750,8dcdae12-8745-4b0e-8cf7-027a8627834c,c3,c2,3379,?,p3,
1769481028.0830388,CREATED,db9f6418-3f68-400a-9d31-5cf4a0588741,03828ab7-62e0-4430-8fb4-bd2732e24135,c3,c2,27,?,?,surb={'id': '2018fe78-c5a0-4d85-95f6-9b4bbe37d19e', 'route': ['p2', 'e1', 'i10', 'x6', 'p3', 'c3']}
1769481028.1326492,RECEIVED,a0855a78-98bd-480e-bd43-18627c85860a,f4ac9806-519f-48cf-becf-21f35a886d5b,c2,c3,26,p3,?,surb={'id': '9556e800-8b58-45d8-9b12-b18f144335ae', 'route': ['p3', 'e10', 'i9', 'x7', 'p2', 'c2']}
1769481028.3462627,SENT,a0710f6a-38ae-4e13-83d7-cecc279b378a,7417058a-9800-4500-b9fc-ab21ea73f0bd,c3,c2,3360,?,p3,
1769481028.346412,CREATED,1df6b493-c0ee-4c76-81be-bb53ddabe0e9,ef8f5a64-8947-4d4a-a2e4-2a03b6e3326b,c3,c2,27,?,?,surb={'id': 'bfefa2bd-7aed-465a-a579-9d74002e3368', 'route': ['p2', 'e8', 'i12', 'x4', 'p3', 'c3']}
1769481028.4132216,SENT,8efe6114-4a75-4a1d-9a57-2f17cf26bd0a,5366ca1b-3bc1-4619-9cdc-163bf3a61f3b,c3,c2,3359,?,p3,
1769481028.4133725,CREATED,ddd5e1d7-cb75-447c-9004-73dbac1db56b,b3fe01cd-2484-4df7-98d9-7627cbd6d4dc,c3,c2,27,?,?,surb={'id': '253e538a-9b85-49e3-9206-c68ca1dcfe11', 'route': ['p2', 'e11', 'i5', 'x2', 'p3', 'c3']}
1769481028.9992263,RECEIVED,0e245b34-b6b0-48f5-9cc6-76b361eb0e64,0e1017df-3967-44a1-adad-d4e0bd767ada,c2,c3,27,p3,?,surb={'id': '82d06c71-c1f3-4398-a703-1d3b83386aa1', 'route': ['p3', 'e2', 'i7', 'x3', 'p2', 'c2']}
1769481029.1646435,SENT,c6e58a0b-2a68-46be-8b79-0935413cdd57,aad71ade-c62e-4a0a-848b-0e1b3f6a6653,c3,c2,3384,?,p3,
1769481029.164774,CREATED,02e7117d-134b-4822-b4ed-e8ea4c3c8c1a,775dba5c-5f9a-4af1-aa7b-de68964c4645,c3,c2,27,?,?,surb={'id': 'c970759d-fa1a-4dcc-a83d-a3960a7b3f29', 'route': ['p2', 'e12', 'i3', 'x1', 'p3', 'c3']}
1769481029.2100801,RECEIVED,0ae04da0-b63c-48c0-9101-6125f46c5de2,2250c2b3-e7c0-4fac-99a4-4c1f82b5b90b,c2,c3,27,p3,?,surb={'id': '96bd6b1f-eff8-4cbf-8267-6ead0f9ffdeb', 'route': ['p3', 'e4', 'i1', 'x3', 'p2', 'c2']}
1769481029.2839687,SENT,809f9b17-7cea-4c75-bee0-6a03183d35cd,76d36c29-ce22-434c-a66c-aa958dd984da,c3,c2,3372,?,p3,
