timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769480891.5685754,SENT,50d5f8ca-974e-4635-a4e6-9e52bb15e617,8d78edb5-807d-4615-acf1-342a609ea237,c4,DROP,2015,?,p1,
1769480891.5687177,CREATED,dc8060d1-76eb-4308-909c-01c93c8d0d89,4ac6bab8-025d-4193-80eb-87b67ca22fde,c4,DROP,27,?,?,
1769480891.5768142,SENT,786adac4-b065-4031-922c-ade6f3cec1d4,8c64d122-b46a-4cd1-b6d7-8d89b2634db4,c4,DROP,2032,?,p1,
1769480891.57695,CREATED,1b8597dd-ed23-4f86-89a3-3351fffbe59c,ee6bfa18-ea72-4262-89dd-ece2d8607b1d,c4,DROP,26,?,?,
1769480891.8164136,SENT,f5498b27-0ce4-4872-baaf-0957c77d59bb,a947be47-304a-4779-b0eb-bf6b301a6bfc,c4,DROP,2015,?,p1,
1769480891.8165486,CREATED,8afa2daf-b279-4231-9306-aa4372de2842,b2162efc-216e-457b-a32c-822a7caa73b5,c4,DROP,27,?,?,
1769480892.1180115,SENT,9c2b13f1-9b2e-4f44-8b7c-3e7b5c1010f4,1106e5c6-9c37-4531-a141-eacb8d2d390a,c4,c5,3385,?,p1,
1769480892.1181931,CREATED,3a2e009c-6110-462b-8c05-05827294c686,4606fc37-37e8-4bf1-9831-bf0811544a12,c4,c5,27,?,?,surb={'id': 'e8332b37-6c22-4011-a47e-caeef9174e0e', 'route': ['p2', 'e1', 'i4', 'x12', 'p1', 'c4']}
1769480892.170691,SENT,8e71d3bb-61c3-4b75-aced-c979bf36b986,4d2385ce-e822-4115-b1cb-9e983ef4bba0,c4,DROP,1995,?,p1,
1769480892.1708229,CREATED,eae36e22-66ec-43a4-b10a-cc1199e6b981,3a42c510-4d08-46a9-b6f8-92e930763442,c4,DROP,27,?,?,
1769480892.672915,SENT,ca28dc13-ecef-4dc6-b756-f4e4aee439eb,88913e99-fe7c-4b0d-b1dd-3e83f43529c2,c4,c5,3401,?,p1,
1769480892.6730905,CREATED,94ef7c2a-e097-4165-a0c2-91453a27547d,18589099-3685-4873-b1f6-0bedb3fa6c87,c4,c5,27,?,?,surb={'id': 'bd4a7c91-2b32-45e6-a7aa-a2c01215fc17', 'route': ['p2', 'e7', 'i10', 'x5', 'p1', 'c4']}
1769480892.6821558,SENT,e4c253a7-0305-4001-86bc-0576193e95fa,aba04e13-4036-48f3-bf37-3a50536efd72,c4,c5,3380,?,p1,
1769480892.6823208,CREATED,27d33936-959f-412b-8e25-02441f78574b,b41e8c76-f4f8-4c72-a84c-e717c27e5393,c4,c5,27,?,?,surb={'id': 'e65b89d3-2b25-4e42-8cd3-dfd152814fe8', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769480893.1495266,SENT,714cac80-57e5-455e-9353-8041842cf379,105dc1c8-8438-4a52-b435-f4d3bb758bd1,c4,c5,3399,?,p1,
1769480893.149674,CREATED,53326afd-363c-4ea9-bcca-7384870dcccd,4872cba6-f250-440c-89b9-46827c4faccd,c4,c5,27,?,?,surb={'id': '36094f71-d3c8-4655-96c5-d1fcae0496d0', 'route': ['p2', 'e11', 'i3', 'x1', 'p1', 'c4']}
1769480893.3845086,SENT,b30f6979-c7d3-40e6-b011-32178cec2011,26641cec-f4be-4daf-bf66-69388a48a694,c4,c5,3391,?,p1,
1769480893.3846548,CREATED,80dbdf49-a30a-432b-81d9-ba952c28c700,97a652b2-f14c-465a-aeab-f80ad591c8ab,c4,c5,27,?,?,surb={'id': '4d091653-bda4-47e3-b997-4d62a91184b8', 'route': ['p2', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769480893.8772795,SENT,9a1b4d4a-514a-4716-ae9b-58e550b927de,b26a3723-b9ae-4bb4-bbbd-eae38ca7985f,c4,c5,3383,?,p1,
1769480893.8774285,CREATED,a0a82e7e-e4a3-417c-8432-a9faf12a52d4,5e0a83a0-ac00-44ff-8109-2c3544ba60dc,c4,c5,27,?,?,surb={'id': '2558a1d8-a2a7-48c8-9e78-3a299d0dd792', 'route': ['p2', 'e5', 'i9', 'x5', 'p1', 'c4']}
1769480893.9275234,SENT,dbcaa224-ac8d-4634-92df-99aeb632c9b8,f8c934e2-1a7c-4ad3-9886-54b4879c6d85,c4,c5,3379,?,p1,
1769480893.9276712,CREATED,44aaeb1a-7a71-4c41-9a40-87dc4fdcd6d3,44200546-2161-4a3c-a4dd-4e74b41061c5,c4,c5,27,?,?,surb={'id': '6696d940-d51c-4754-9b4d-675862e8abc1', 'route': ['p2', 'e2', 'i6', 'x7', 'p1', 'c4']}
1769480894.6474233,RECEIVED,e7caf61d-74c2-457e-af9f-d483722a6954,ee527485-2df1-4862-b830-a698d3e0899b,c1,c4,27,p1,?,surb={'id': 'b494b6fe-7fcb-43cd-9802-17f7b709ff1b', 'route': ['p1', 'e9', 'i11', 'x9', 'p1', 'c1']}
1769480894.9494736,SENT,da41b475-9c82-461d-b39d-d434394eee32,f5a531c0-4a77-4073-8c10-55b7b0d806ca,c4,c5,3379,?,p1,
1769480894.949617,CREATED,2e669685-f81a-4c68-a46f-51b7263b4b9d,60863d91-966c-4444-9354-3b0173cd0778,c4,c5,27,?,?,surb={'id': '8ae0dc56-75e9-41e0-a86e-addb5f73bb5d', 'route': ['p2', 'e12', 'i1', 'x3', 'p1', 'c4']}
1769480894.9604573,SENT,f0aa2eeb-2504-4e6b-bdbf-3731cee97457,7a757c5c-9b91-4aed-bb92-9252865aee2f,c4,c5,3380,?,p1,
1769480894.9606032,CREATED,2b6140ef-8547-44b8-a9e2-6980b73e30d3,0f6bf9d6-fb40-4b07-a751-007e9d9ed409,c4,c5,26,?,?,surb={'id': '8f097fce-ad60-4b32-b68a-dbd0ac087c31', 'route': ['p2', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769480895.2116776,SENT,ea927a54-bbb7-4cb6-afd0-cc3fa62aaf2a,32d34054-e9b4-44e0-9d33-b1470c2756ab,c4,c5,3378,?,p1,
1769480895.2118099,CREATED,330e946b-7ee7-4799-ae77-ce012e8c1aaa,7418abc4-6a1e-498e-80c6-fa95833da831,c4,c5,27,?,?,surb={'id': '6fc7bcdf-be97-4896-b97f-3e89dd4f0b17', 'route': ['p2', 'e5', 'i6', 'x7', 'p1', 'c4']}
1769480895.4456623,RECEIVED,bf3cb003-0f30-45a1-8b48-749925b7f53b,889c23af-462c-4aa4-a8ce-a724116d8cce,c1,c4,27,p1,?,surb={'id': '192d4dfb-c62e-4bc7-b27b-41f679c5be30', 'route': ['p1', 'e2', 'i4', 'x11', 'p1', 'c1']}
1769480895.5350296,SENT,8c79dbf9-468a-4ca9-9333-e049edc2d0cf,c80b119e-2368-4fb9-ad4f-a7e985036e8c,c4,c5,3367,?,p1,
1769480895.535335,CREATED,a7c5ab5e-c799-49e9-9de1-c4412552c8d7,706b2dad-7216-467c-a981-fe186b3afa30,c4,c5,27,?,?,surb={'id': '48ecb36e-28f7-4bfe-aa6a-d21230720971', 'route': ['p2', 'e2', 'i6', 'x3', 'p1', 'c4']}
