timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769740515.4551983,SENT,da6827a1-2b64-42d1-9df1-41a3c0c18330,30bb1357-69f8-4ac2-8263-a35d629e815d,c1,c2,3380,?,p1,
1769740515.4553595,CREATED,9829e62f-9381-4fa8-a1b4-b5080cced6e7,cbad2d07-4135-4a62-ad4b-7596cdf5092a,c1,c2,27,?,?,surb={'id': '029ff29e-11bf-4280-bd89-b5cf1e008db1', 'route': ['p2', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769740520.7833178,SENT,b0f754bb-bd1f-4e21-962c-32d529235195,190de9cb-c241-46d0-88d1-ba80fbf2eca5,c1,c2,3359,?,p1,
1769740520.7834513,CREATED,b6efb27f-105c-4cac-a205-8e8db1497fac,daa77403-95ad-4516-a678-f3599f3e9c7e,c1,c2,27,?,?,surb={'id': 'd521b4d9-41e1-44b5-a589-ea9b0c31bd11', 'route': ['p2', 'e1', 'i5', 'x5', 'p1', 'c1']}
1769740520.7901018,RECEIVED,5a77fb91-826b-4896-8f8f-e77d0b6ff451,d7c23586-ce24-449f-878a-11b699c448b8,c2,c1,27,p1,?,surb={'id': 'd80bf8cb-34f7-4c1c-b72b-affa719b4b8e', 'route': ['p1', 'e5', 'i2', 'x2', 'p2', 'c2']}
1769740521.2448025,RECEIVED,ec389d3f-6f67-401f-a3a1-001cd285785e,65a48d14-7d99-4f3c-88f5-2acf59de0568,c2,c1,27,p1,?,surb={'id': '3550b728-ca1f-421b-8ff8-05fd5204b1e6', 'route': ['p1', 'e7', 'i12', 'x3', 'p2', 'c2']}
1769740521.2834098,SENT,503d62ce-b274-4ead-bfff-d31a8679f478,7561e3d2-d3c0-4e24-8f15-31665e57d19f,c1,c2,3359,?,p1,
1769740521.2835467,CREATED,1c7cac5d-7a29-433c-a957-2e583a367737,daa77403-95ad-4516-a678-f3599f3e9c7e,c1,c2,27,?,?,surb={'id': 'd521b4d9-41e1-44b5-a589-ea9b0c31bd11', 'route': ['p2', 'e1', 'i5', 'x5', 'p1', 'c1']}
1769740521.2959244,SENT,ad7bf6e7-246b-4bac-98f2-150f8425421f,f15566d0-9f38-4f13-ae9b-14326ce6ded6,c1,c2,3379,?,p1,
1769740521.296089,CREATED,2ca54062-2bb5-4e9c-a944-979d82c423b7,5ed8c83a-f5c9-47c7-a391-477723e71bb7,c1,c2,27,?,?,surb={'id': '95a0753c-2415-4734-8f1a-380bc030d660', 'route': ['p2', 'e1', 'i10', 'x7', 'p1', 'c1']}
1769740521.332704,RECEIVED,b84706f0-abae-4c0e-b0d6-ddfbbaf2943a,b3ef9ca5-ad34-4f9e-a518-6b1b392f6137,c2,c1,27,p1,?,surb={'id': 'a75ae0e8-067b-4c60-a24a-38b84e216ca0', 'route': ['p1', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769740521.3529162,SENT,1b9e58d4-e0cb-4277-9282-8e00124f4ac5,07c9140a-aa93-4b48-897c-387a5fe280db,c1,c2,3371,?,p1,
1769740521.3530912,CREATED,7ee9c621-ac26-4ad0-a551-73aa6144232f,5ed8c83a-f5c9-47c7-a391-477723e71bb7,c1,c2,27,?,?,surb={'id': '95a0753c-2415-4734-8f1a-380bc030d660', 'route': ['p2', 'e1', 'i10', 'x7', 'p1', 'c1']}
1769740521.5403574,RECEIVED,74003d7a-547f-4932-93b7-9a355bcaef1c,06202255-7ff7-4348-a483-85279ee8eec7,c2,c1,26,p1,?,surb={'id': '7fd55184-339d-4dcc-be47-eb3c880983cb', 'route': ['p1', 'e8', 'i5', 'x3', 'p2', 'c2']}
1769740521.5942729,RECEIVED,437cb8cf-824f-4808-a2fa-41d4ad9af27b,57aa0af1-9093-4240-ab41-1119f1a42de8,c2,c1,27,p1,?,surb={'id': '13ea7faf-0979-409b-b28a-dc5e6de831c5', 'route': ['p1', 'e6', 'i3', 'x7', 'p2', 'c2']}
1769740521.6651034,RECEIVED,9d63cc31-9b25-4e7e-95db-361eac91904c,a5a5b21b-a3cb-454d-9b56-69cc0f1105d6,c2,c1,26,p1,?,surb={'id': 'fe735231-1dc9-41d5-9043-bf0d5b996d67', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769740521.8789473,RECEIVED,90edd07e-6dd7-4de8-a8ba-98a00155f18d,71623f6a-2dd7-4b66-ae9c-133e325bf387,c2,c1,27,p1,?,surb={'id': 'c9b3c799-03a7-468d-bde1-fd062c1e5852', 'route': ['p1', 'e11', 'i6', 'x11', 'p2', 'c2']}
1769740522.0323033,RECEIVED,332a15bb-7805-4681-9511-27e1cacf63cf,91f39353-c2b3-406f-9571-a91dfd16cfac,c2,c1,27,p1,?,surb={'id': '8bced395-c4c4-4650-af91-60c458b9f57e', 'route': ['p1', 'e1', 'i12', 'x5', 'p2', 'c2']}
1769740522.0813386,SENT,0ade5504-6772-432f-a9c4-24f4cb1d45c3,47d178cb-b0a4-4c88-8053-3fab8d7ae7e2,c1,c2,3367,?,p1,
1769740522.0814834,CREATED,0d34c169-32b4-4666-a917-9bfdd9fc8ac0,c23cffb0-7cba-4015-a9ff-c0cd79be869c,c1,c2,27,?,?,surb={'id': '475e854c-bb85-4d76-ac8a-562660fafa13', 'route': ['p2', 'e3', 'i9', 'x8', 'p1', 'c1']}
1769740522.3657823,SENT,a0b9675f-fe3f-4e42-8fc2-6830f7658828,474fff8b-8f06-4cd1-a26b-0d7c8aec6ccf,c1,c2,3393,?,p1,
1769740522.3666263,CREATED,6dab9368-e41c-4430-9e10-1e9c73646d6b,c23cffb0-7cba-4015-a9ff-c0cd79be869c,c1,c2,27,?,?,surb={'id': '475e854c-bb85-4d76-ac8a-562660fafa13', 'route': ['p2', 'e3', 'i9', 'x8', 'p1', 'c1']}
1769740522.457147,RECEIVED,3e022891-199e-40ca-be5e-e4334b499a0b,31d5c2ad-7000-4cfc-9640-54004a4650f0,c2,c1,27,p1,?,surb={'id': '616a72cc-129c-403d-8d6a-63a84ce8e2e6', 'route': ['p1', 'e6', 'i11', 'x9', 'p2', 'c2']}
1769740522.8607526,SENT,6615c4cb-1e7b-454a-8315-7b7ee0763e0a,96ef6107-3eca-48b1-88d6-bdb995a912b3,c1,c2,3388,?,p1,
1769740522.8608844,CREATED,a64dbbd9-a8e3-417b-8ee6-db881a0f7372,493771ee-534d-49f4-80da-86db6a76ea09,c1,c2,27,?,?,surb={'id': '92e757da-a473-4c78-b91f-0b0ff6e0fa8a', 'route': ['p2', 'e1', 'i3', 'x11', 'p1', 'c1']}
1769740522.9358468,RECEIVED,b10785f3-0cb4-420d-833f-4c8512d32cd2,65a48d14-7d99-4f3c-88f5-2acf59de0568,c2,c1,27,p1,?,surb={'id': '3550b728-ca1f-421b-8ff8-05fd5204b1e6', 'route': ['p1', 'e7', 'i12', 'x3', 'p2', 'c2']}
1769740522.9644434,SENT,413c3cfe-c40a-4103-9139-81ed9f4b2631,4dfe7969-e837-4cfe-89ce-d13f366389b6,c1,c2,3376,?,p1,
1769740522.9645884,CREATED,07b64234-a273-4502-95a3-5445e82cb13f,493771ee-534d-49f4-80da-86db6a76ea09,c1,c2,27,?,?,surb={'id': '92e757da-a473-4c78-b91f-0b0ff6e0fa8a', 'route': ['p2', 'e1', 'i3', 'x11', 'p1', 'c1']}
1769740522.9757397,SENT,20fe7607-73ee-4c0d-abf3-25f83322f8ab,e67f9018-7f7a-473f-80fc-8222cb0a5b50,c1,c2,3396,?,p1,
1769740522.9760315,CREATED,5615aa2a-2d7c-4b79-ae98-49126724e4a5,d22712ec-ad7c-478e-bb53-d25e247f5d97,c1,c2,27,?,?,surb={'id': '0b75cb24-1d15-4066-9453-bf14ef48797b', 'route': ['p2', 'e3', 'i6', 'x10', 'p1', 'c1']}
1769740523.0060296,SENT,9cd03b47-ecde-41ac-9d57-1782d549d986,8540d9b3-2be8-4510-9f56-376710002c1c,c1,c2,3388,?,p1,
1769740523.0062172,CREATED,69a94ddf-4ced-4de5-8326-7f1ff2373beb,d22712ec-ad7c-478e-bb53-d25e247f5d97,c1,c2,27,?,?,surb={'id': '0b75cb24-1d15-4066-9453-bf14ef48797b', 'route': ['p2', 'e3', 'i6', 'x10', 'p1', 'c1']}
1769740523.0415988,RECEIVED,49385a67-606b-47f9-aaff-922e98244e72,a5a5b21b-a3cb-454d-9b56-69cc0f1105d6,c2,c1,26,p1,?,surb={'id': 'fe735231-1dc9-41d5-9043-bf0d5b996d67', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769740523.5872533,RECEIVED,7d8bf035-f9c1-4c98-b7cd-827e6646fbcb,ae162e37-bdcf-485c-865a-ddadb4c2448a,c2,c1,27,p1,?,surb={'id': 'bf26fb80-2447-451c-9f01-34dec271741b', 'route': ['p1', 'e2', 'i7', 'x2', 'p2', 'c2']}
1769740523.5947685,RECEIVED,b8468554-4a3d-47f0-b7f4-92e2670811f7,57aa0af1-9093-4240-ab41-1119f1a42de8,c2,c1,27,p1,?,surb={'id': '13ea7faf-0979-409b-b28a-dc5e6de831c5', 'route': ['p1', 'e6', 'i3', 'x7', 'p2', 'c2']}
1769740523.6074872,RECEIVED,b704e28c-8f29-4584-b0c9-e20e2b30821d,31d5c2ad-7000-4cfc-9640-54004a4650f0,c2,c1,27,p1,?,surb={'id': '616a72cc-129c-403d-8d6a-63a84ce8e2e6', 'route': ['p1', 'e6', 'i11', 'x9', 'p2', 'c2']}
1769740523.8447433,SENT,c6dba6e4-e603-4d78-a5c4-e77b96d9bf4c,dd9b8c46-f7a6-4550-b648-cf23b0d8ef3b,c1,c2,3400,?,p1,
1769740523.8448977,CREATED,54d0646f-267b-4c4c-b496-b525e46e65d1,9c26fc60-43b9-41e8-8f0c-a88ca2cf3da9,c1,c2,26,?,?,surb={'id': '2189b428-dfc8-46bf-b7ac-a59394a90d39', 'route': ['p2', 'e5', 'i12', 'x6', 'p1', 'c1']}
1769740524.0709856,SENT,f56dd3f0-7f43-491c-bb77-4548e67bbc5b,067473ff-7b77-497c-a5ee-22d0528ebe91,c1,c2,3395,?,p1,
1769740524.0711565,CREATED,b40278fb-7200-441e-8d8c-8f1ee78a82a6,9c26fc60-43b9-41e8-8f0c-a88ca2cf3da9,c1,c2,26,?,?,surb={'id': '2189b428-dfc8-46bf-b7ac-a59394a90d39', 'route': ['p2', 'e5', 'i12', 'x6', 'p1', 'c1']}
1769740524.540541,RECEIVED,13a7b33e-c72e-4008-8466-a7efa5ec09f0,91f39353-c2b3-406f-9571-a91dfd16cfac,c2,c1,27,p1,?,surb={'id': '8bced395-c4c4-4650-af91-60c458b9f57e', 'route': ['p1', 'e1', 'i12', 'x5', 'p2', 'c2']}
1769740524.8682148,RECEIVED,6a1afba3-be35-4c6b-ac55-050ecb314aae,b71c84ff-bf61-4b39-8449-cbf79b21495a,c2,c1,27,p1,?,surb={'id': 'd4dc1acc-4e92-4c4a-b9c9-9459de0692c9', 'route': ['p1', 'e7', 'i6', 'x6', 'p2', 'c2']}
1769740524.9726994,RECEIVED,70a10868-8937-49bd-a8f1-58428b3028d0,b71c84ff-bf61-4b39-8449-cbf79b21495a,c2,c1,27,p1,?,surb={'id': 'd4dc1acc-4e92-4c4a-b9c9-9459de0692c9', 'route': ['p1', 'e7', 'i6', 'x6', 'p2', 'c2']}
1769740525.1597776,SENT,87f323b0-b1ee-4547-a801-8a407f3bb9e9,44576322-76ab-4a80-a651-c5b6d22a807b,c1,c2,3364,?,p1,
1769740525.159911,CREATED,e544aedb-6914-4568-925a-335554fc5008,72e018fa-3ce3-416e-baeb-ca92dee0bac7,c1,c2,26,?,?,surb={'id': '17378642-0479-4240-aa87-c501bc00dab3', 'route': ['p2', 'e11', 'i3', 'x7', 'p1', 'c1']}
1769740525.1656728,SENT,f1e7e34e-3372-4b91-a792-ea229e661f02,00718b8f-afce-45d8-bf41-66b9bd9e6573,c1,c2,3375,?,p1,
1769740525.1658065,CREATED,b375d7c8-840c-438d-839f-4c79efc06aca,72e018fa-3ce3-416e-baeb-ca92dee0bac7,c1,c2,26,?,?,surb={'id': '17378642-0479-4240-aa87-c501bc00dab3', 'route': ['p2', 'e11', 'i3', 'x7', 'p1', 'c1']}
1769740525.1998205,SENT,d8dee28d-9129-446e-bcfb-e42515527a9f,b039fe3c-34d9-4356-85be-fc96c4fa89f2,c1,c2,3361,?,p1,
1769740525.199952,CREATED,ead18823-c53c-4c65-8bc4-dbce1a4a241f,fdcf20f1-ca6f-47ff-a012-dc2f79b2905e,c1,c2,27,?,?,surb={'id': '42d3a359-ed33-4e70-8f04-f057d6f278af', 'route': ['p2', 'e9', 'i6', 'x4', 'p1', 'c1']}
1769740525.9971917,RECEIVED,cbeaa894-1b7e-4db6-8f8f-9eedaaabfe10,c0041b30-a468-4258-8fa4-ba1160e8b4bc,c2,c1,27,p1,?,surb={'id': 'd19847f1-d00f-49d4-9419-e95a32d0c4a3', 'route': ['p1', 'e2', 'i3', 'x2', 'p2', 'c2']}
1769740526.0020096,SENT,a6bad610-59c5-4e1e-aebc-5a61c88e127c,1f8ccdf0-c7f3-4cc2-8faa-c28b0a7dec67,c1,c2,3390,?,p1,
1769740526.0021765,CREATED,85115a9a-189d-44b5-84c3-639d32ff0793,fdcf20f1-ca6f-47ff-a012-dc2f79b2905e,c1,c2,27,?,?,surb={'id': '42d3a359-ed33-4e70-8f04-f057d6f278af', 'route': ['p2', 'e9', 'i6', 'x4', 'p1', 'c1']}
1769740526.0846117,SENT,ba8c7c5c-f6bf-48b9-a0ec-dcf9905575fb,632d4a5b-b495-402e-bc99-ebcb03e2c245,c1,c2,3399,?,p1,
1769740526.0847816,CREATED,60b116c6-9b43-4914-917f-e2092434c251,dc590608-f263-4aaf-a7c2-e500de45b53e,c1,c2,27,?,?,surb={'id': 'c5194368-7ee5-46dc-b255-7d0466bce0c3', 'route': ['p2', 'e11', 'i9', 'x12', 'p1', 'c1']}
1769740526.1118925,RECEIVED,349b79c5-7cb4-46a6-8b63-bcdd5c75ca33,bc4e82bc-0161-4425-a80b-2d2bbe7a329a,c2,c1,27,p1,?,surb={'id': '859254af-1dde-4bbc-89cd-cc9d34210ed2', 'route': ['p1', 'e2', 'i11', 'x9', 'p2', 'c2']}
1769740526.1506712,SENT,6f90809c-3d06-4146-84f3-fd4251a74fa7,d91c7f6c-4954-4bd3-83bc-26e3c33590a1,c1,c2,3401,?,p1,
1769740526.1508036,CREATED,0635f185-d4d2-4703-a3cd-41bca543f9a4,dc590608-f263-4aaf-a7c2-e500de45b53e,c1,c2,27,?,?,surb={'id': 'c5194368-7ee5-46dc-b255-7d0466bce0c3', 'route': ['p2', 'e11', 'i9', 'x12', 'p1', 'c1']}
1769740526.1682854,RECEIVED,9456167c-3fad-41c8-a96b-411ebd4974e3,c0041b30-a468-4258-8fa4-ba1160e8b4bc,c2,c1,27,p1,?,surb={'id': 'd19847f1-d00f-49d4-9419-e95a32d0c4a3', 'route': ['p1', 'e2', 'i3', 'x2', 'p2', 'c2']}
1769740526.3350074,SENT,91247927-e9c1-4698-a935-752cd25f1bfb,d80e87e6-29c4-458d-b260-5b7dd7bf52b8,c1,c2,3383,?,p1,
1769740526.3351696,CREATED,06e491b6-2cfb-46b3-a4cc-63e226d13b78,c6770e8d-c89f-4bc2-9053-65baee9b2273,c1,c2,27,?,?,surb={'id': '13ebf564-feec-4def-b53c-be8f5cc4d17b', 'route': ['p2', 'e5', 'i7', 'x3', 'p1', 'c1']}
1769740526.441555,RECEIVED,23e4fce6-7132-4b61-88aa-2aecd981be61,bc4e82bc-0161-4425-a80b-2d2bbe7a329a,c2,c1,27,p1,?,surb={'id': '859254af-1dde-4bbc-89cd-cc9d34210ed2', 'route': ['p1', 'e2', 'i11', 'x9', 'p2', 'c2']}
1769740526.7274706,RECEIVED,be5ec54f-95bc-4157-a565-6e289b9d3ffc,ae162e37-bdcf-485c-865a-ddadb4c2448a,c2,c1,27,p1,?,surb={'id': 'bf26fb80-2447-451c-9f01-34dec271741b', 'route': ['p1', 'e2', 'i7', 'x2', 'p2', 'c2']}
1769740526.8709104,RECEIVED,f081623a-2004-4ff0-a442-6ef9233a7ffb,2da59960-e566-466d-b1f6-e6b33cff3998,c2,c1,27,p1,?,surb={'id': 'a959633c-0f50-4a2b-8f8d-f0925bd47fff', 'route': ['p1', 'e6', 'i10', 'x9', 'p2', 'c2']}
1769740527.175571,SENT,533536d3-f9c7-4263-9dfc-e2b5a8c2bd38,b7338f27-9564-4924-a7fa-ba413f3a65d5,c1,c2,3360,?,p1,
1769740527.1757042,CREATED,725e859f-e87a-45ca-841d-d7d7e4a63699,c6770e8d-c89f-4bc2-9053-65baee9b2273,c1,c2,27,?,?,surb={'id': '13ebf564-feec-4def-b53c-be8f5cc4d17b', 'route': ['p2', 'e5', 'i7', 'x3', 'p1', 'c1']}
1769740527.2585967,SENT,f48ad1bc-1666-4005-b291-b9a756e49322,7441e353-d0c1-4132-8e6c-99362ae745ea,c1,c2,3383,?,p1,
1769740527.2587636,CREATED,f192d11d-4c08-456b-80f5-36affdf4e230,c8e70c39-cc98-49df-81c7-97b1bb88e6a8,c1,c2,27,?,?,surb={'id': '942b1b4d-8984-4ff9-9709-0184244f43ae', 'route': ['p2', 'e6', 'i11', 'x6', 'p1', 'c1']}
1769740527.4725692,SENT,bf6be45d-1c3e-4ff4-9132-30fbc2844e29,5a28b3b0-82f5-473e-9b42-be105a5c9a46,c1,c2,3363,?,p1,
