timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769740515.4551983,SENT,da6827a1-2b64-42d1-9df1-41a3c0c18330,30bb1357-69f8-4ac2-8263-a35d629e815d,c1,c2,3380,?,p1,
1769740515.4553595,CREATED,9829e62f-9381-4fa8-a1b4-b5080cced6e7,cbad2d07-4135-4a62-ad4b-7596cdf5092a,c1,c2,27,?,?,surb={'id': '029ff29e-11bf-4280-bd89-b5cf1e008db1', 'route': ['p2', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769740515.709077,SENT,9aa7bd97-4597-4aa0-afde-98d02e959741,18f8f353-0f86-46eb-8684-5fe5d66ac4d4,c1,c2,3380,?,p1,
1769740515.7092378,CREATED,6d8ce56e-0032-41bc-9e6c-62c3ed99d7d1,cbad2d07-4135-4a62-ad4b-7596cdf5092a,c1,c2,27,?,?,surb={'id': '029ff29e-11bf-4280-bd89-b5cf1e008db1', 'route': ['p2', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769740515.9489708,SENT,09ebb6fc-3046-4799-8574-7f468b73ec43,df3a5d71-24f6-4db0-a6d5-e5a79b33924e,c1,c2,3382,?,p1,
1769740515.949158,CREATED,6cb2e7d8-2072-4569-a691-b63b098a5bc9,eb8fce07-f18b-4573-bac7-3cbf3ac3ff73,c1,c2,27,?,?,surb={'id': '8dc5604a-d919-4659-8f0d-8e91cb41de60', 'route': ['p2', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769740515.9765399,SENT,76be123b-5ee1-4eb1-919c-03883045a888,75266a4e-d65a-4e88-823b-d8a43bfa02c5,c1,c2,3402,?,p1,
1769740515.9766748,CREATED,321a3212-e319-4897-a21b-25cfef577ea5,eb8fce07-f18b-4573-bac7-3cbf3ac3ff73,c1,c2,27,?,?,surb={'id': '8dc5604a-d919-4659-8f0d-8e91cb41de60', 'route': ['p2', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769740517.0426557,RECEIVED,ec36e544-dc80-4bee-93ac-bb631d4d5a7d,d7c23586-ce24-449f-878a-11b699c448b8,c2,c1,27,p1,?,surb={'id': 'd80bf8cb-34f7-4c1c-b72b-affa719b4b8e', 'route': ['p1', 'e5', 'i2', 'x2', 'p2', 'c2']}
1769740517.2512944,SENT,c4a0da08-8c3b-4a86-98ab-c3c48d9330ef,4d87816c-7a7f-4780-91c1-04112ee146b1,c1,c2,3384,?,p1,
1769740517.2514403,CREATED,77d4a712-2643-4e7d-a538-20f11c9c6ab1,ca332869-4979-4c27-88ad-bff9c9c4cb65,c1,c2,27,?,?,surb={'id': 'bdf6ae86-2879-4af7-af6b-f3e2addeeb85', 'route': ['p2', 'e1', 'i6', 'x10', 'p1', 'c1']}
1769740517.2701573,SENT,845bf121-cabc-42e5-b791-cb00a2816fc5,69264086-836a-457c-b41f-5fe87ae43070,c1,c2,3374,?,p1,
1769740517.2702916,CREATED,4100679d-4d7c-4e5c-a2b2-8a3b84b7296d,ca332869-4979-4c27-88ad-bff9c9c4cb65,c1,c2,27,?,?,surb={'id': 'bdf6ae86-2879-4af7-af6b-f3e2addeeb85', 'route': ['p2', 'e1', 'i6', 'x10', 'p1', 'c1']}
1769740517.403635,SENT,e239a2b9-a249-4b02-97e6-801af5a2a1c6,93fb4bb7-94a2-4d74-aaa7-e939fcaa4f0d,c1,c2,3392,?,p1,
1769740517.4037688,CREATED,9fcf91ed-50e2-4c8e-b77d-25cfb884daf2,a6639bbb-4c81-425a-b23c-b8f697e59deb,c1,c2,27,?,?,surb={'id': 'fee372f9-9ec2-4b74-89f2-63ea4a355578', 'route': ['p2', 'e6', 'i11', 'x6', 'p1', 'c1']}
1769740517.5444257,RECEIVED,c42854fc-2355-4a00-92bb-37a3a69dc4e9,3ad3c327-7cd3-4e31-b8f2-b233d7efd706,c2,c1,26,p1,?,surb={'id': '3c9ffd41-453a-4c41-a6e1-2aa03d56f5c5', 'route': ['p1', 'e4', 'i5', 'x1', 'p2', 'c2']}
1769740517.5892234,SENT,cdb9288e-e8dd-4a99-9272-13b22bcc3fe2,2fde221c-515d-412d-b3db-7bc396f0d1ee,c1,c2,3392,?,p1,
1769740517.5893638,CREATED,1da116e9-5d57-4954-9a8c-12b1f3079c38,a6639bbb-4c81-425a-b23c-b8f697e59deb,c1,c2,27,?,?,surb={'id': 'fee372f9-9ec2-4b74-89f2-63ea4a355578', 'route': ['p2', 'e6', 'i11', 'x6', 'p1', 'c1']}
1769740518.2042227,SENT,bfff9987-0d29-480d-8162-388721764885,6f8f1043-94fe-4d7c-8252-03bc13ca3934,c1,c2,3401,?,p1,
1769740518.204363,CREATED,6bb716cd-6406-48ca-bf9a-ea30c92367e6,08e3b1c4-8951-4f14-81c0-32d8564dd6d6,c1,c2,27,?,?,surb={'id': '5722be93-65d2-4b9e-be13-8859be0319fc', 'route': ['p2', 'e11', 'i4', 'x12', 'p1', 'c1']}
1769740518.3975103,SENT,2702fc04-9a11-4dec-9065-3ca275f94d41,086801c8-72e1-4ed3-b515-3deb7cd1e587,c1,c2,3401,?,p1,
1769740518.397643,CREATED,29c1e8d2-f443-4346-8f89-8ca24e5493e5,08e3b1c4-8951-4f14-81c0-32d8564dd6d6,c1,c2,27,?,?,surb={'id': '5722be93-65d2-4b9e-be13-8859be0319fc', 'route': ['p2', 'e11', 'i4', 'x12', 'p1', 'c1']}
1769740518.6460862,RECEIVED,6d9e95f4-e8e4-4806-a51a-98b1bc6f8475,3ad3c327-7cd3-4e31-b8f2-b233d7efd706,c2,c1,26,p1,?,surb={'id': '3c9ffd41-453a-4c41-a6e1-2aa03d56f5c5', 'route': ['p1', 'e4', 'i5', 'x1', 'p2', 'c2']}
1769740518.7319527,SENT,b613e025-ddd0-4dbe-a2a0-6337c25b3eb1,4f938aa4-d4d7-45b4-8083-1a811d881ed7,c1,DROP,2040,?,p1,
1769740518.7321196,CREATED,cb312c80-1191-494b-ba0e-000304e70d1b,c9338738-5a72-47d3-a4aa-828b249fa5d8,c1,DROP,27,?,?,
1769740518.948604,SENT,0af35e33-b293-4972-94df-cf91f522b968,7c6d5cb1-1752-4278-97c4-6c5c00c17665,c1,DROP,2025,?,p1,
1769740518.948731,CREATED,0580f47a-eca1-47fa-b14a-34c2a6c2a97f,86a5a1b1-a288-4bc5-8423-5ea4dc8649e2,c1,DROP,27,?,?,
1769740519.006009,SENT,257a3cf7-2ef5-40ea-982b-6b86619875e3,7fc0edbc-a236-49df-a0a4-7391c897bb77,c1,DROP,2023,?,p1,
1769740519.0061927,CREATED,e3a75745-51e8-4939-bf5c-f62dd59394fa,8e45cc40-c674-479c-bd89-2622d7bdcf63,c1,DROP,27,?,?,
1769740519.2889264,SENT,712986b8-719c-48c9-b716-ecc3cf45bdbe,3bb5fbd3-39bf-48e1-b5ca-a2c215d9caa1,c1,c2,3383,?,p1,
1769740519.2891135,CREATED,8e7fadda-c016-4e1e-ac2a-bb50c6a79e19,3d6b9e4a-6127-4644-9829-9fc78d4f46ba,c1,c2,27,?,?,surb={'id': 'b506dfce-3495-4a15-9df7-10c7e349fcd8', 'route': ['p2', 'e6', 'i6', 'x12', 'p1', 'c1']}
1769740519.3155267,SENT,2ba1d5af-4031-4ce7-87ea-0bd4ec7c7509,f4173624-e060-42b3-9dff-084a1801c17e,c1,c2,3396,?,p1,
1769740519.31565,CREATED,4b0b46dd-fd0f-4cb7-8655-9e8062385601,3d6b9e4a-6127-4644-9829-9fc78d4f46ba,c1,c2,27,?,?,surb={'id': 'b506dfce-3495-4a15-9df7-10c7e349fcd8', 'route': ['p2', 'e6', 'i6', 'x12', 'p1', 'c1']}
1769740519.5354412,SENT,b65c506e-d2ee-4946-bb73-ade1bc101663,67300fac-039c-4a36-a284-d4d2ccfc5872,c1,DROP,2039,?,p1,
1769740519.535772,CREATED,929a14eb-126b-4e31-ba26-b25f979bb13b,f17c87e4-6e4c-40ec-bce4-a497373e3aa8,c1,DROP,27,?,?,
1769740519.5646122,SENT,39b1f2a6-5f36-43cb-809f-5643b254b965,48c399e7-98c2-4e65-8eb3-f0c8c2dae5f5,c1,DROP,2016,?,p1,
1769740519.56473,CREATED,32873449-815f-4935-b3d0-3589a5dda3b3,e53a6deb-f9d4-4ea7-9b09-f48101c514dd,c1,DROP,27,?,?,
1769740519.595391,RECEIVED,ab81f9ca-7345-42eb-82cd-26231021dfec,b3ef9ca5-ad34-4f9e-a518-6b1b392f6137,c2,c1,27,p1,?,surb={'id': 'a75ae0e8-067b-4c60-a24a-38b84e216ca0', 'route': ['p1', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769740520.0220056,SENT,10b0a675-69a3-4c90-952a-5e640c0c6752,9e552cf9-c028-43a1-9374-2b8c46fcc579,c1,DROP,2017,?,p1,
1769740520.0221696,CREATED,360f5234-585d-432e-a2bd-2227c6029af3,01a6924a-fa78-4e78-9cd0-ffb03680c294,c1,DROP,26,?,?,
1769740520.145423,SENT,bcf24c4a-d4aa-421e-a611-6aa9034184a8,0d0d5d8d-989c-438a-9878-0d4fd8a2f213,c1,DROP,2023,?,p1,
1769740520.145534,CREATED,ea386556-be3a-4421-9c95-98e252ef0326,e0f4b628-e487-4bda-8d73-118f1b016d99,c1,DROP,27,?,?,
1769740520.3802404,RECEIVED,c9548ed1-2046-4ef0-a0a9-ceb5267e26b2,06202255-7ff7-4348-a483-85279ee8eec7,c2,c1,26,p1,?,surb={'id': '7fd55184-339d-4dcc-be47-eb3c880983cb', 'route': ['p1', 'e8', 'i5', 'x3', 'p2', 'c2']}
1769740520.4802737,RECEIVED,35b81b43-0cd8-4244-b414-9b4a1654f3eb,71623f6a-2dd7-4b66-ae9c-133e325bf387,c2,c1,27,p1,?,surb={'id': 'c9b3c799-03a7-468d-bde1-fd062c1e5852', 'route': ['p1', 'e11', 'i6', 'x11', 'p2', 'c2']}
1769740520.5908551,SENT,0b33a8d6-4205-44fd-8619-33494935c05c,ffc806f2-f72c-439a-a2c6-1fc0e1049150,c1,DROP,2011,?,p1,
1769740520.5909824,CREATED,04bcab50-c44a-4edb-9151-2a449048332a,be0d7bfb-b9f7-4dd5-9191-a726acf9d2ca,c1,DROP,25,?,?,
