timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769740600.6327856,SENT,bbc7e4fa-f5d0-4cc1-9323-f8986d41ae92,a9381ca1-b17f-4ddb-8a3b-46e0f1dd139f,c2,c1,3375,?,p2,
1769740600.6328678,CREATED,d58cdf72-c420-4b23-8968-b97043444c19,53f0644b-8a67-4f82-884f-fad0bc996d35,c2,c1,25,?,?,surb={'id': '5bc19170-6bf7-4154-a309-af7cadca7949', 'route': ['p1', 'e1', 'i11', 'x12', 'p2', 'c2']}
1769740600.6866708,RECEIVED,72fc75ad-9fa5-4173-afd3-a04f5cdbdb44,cbfaa7a2-57eb-454f-9584-be7d6ffec984,c4,c2,27,p2,?,surb={'id': 'fdaca18a-1ea3-406b-b256-fa6ba7d1b82e', 'route': ['p2', 'e9', 'i10', 'x12', 'p1', 'c4']}
1769740600.7444131,RECEIVED,60e8b452-730a-45c8-9663-5dbf01e32451,d5256629-3134-4a26-a42f-0634dcec11cf,c3,c2,27,p2,?,surb={'id': '36581e3d-4412-4ece-b8de-90706348c4b9', 'route': ['p2', 'e2', 'i7', 'x11', 'p3', 'c3']}
1769740600.8093998,RECEIVED,f7cefc1c-108a-429b-9e48-325f972504ba,831ca5df-606c-45df-8385-e027eb2245ca,c1,c2,27,p2,?,surb={'id': '05f651f4-25b8-4421-b0b4-8108cbce176b', 'route': ['p2', 'e1', 'i4', 'x2', 'p1', 'c1']}
1769740600.9805968,RECEIVED,2b7141b6-5d5f-4637-a1ee-33f82f7e151e,d5256629-3134-4a26-a42f-0634dcec11cf,c3,c2,27,p2,?,surb={'id': '36581e3d-4412-4ece-b8de-90706348c4b9', 'route': ['p2', 'e2', 'i7', 'x11', 'p3', 'c3']}
1769740601.0821059,RECEIVED,3409296c-43bc-47ab-9c36-3bbb6e64ccb1,34cac9ad-00b3-435d-af2d-2023d2d25bd1,c3,c2,27,p2,?,surb={'id': '15ca21d7-0025-4ffc-8c5e-5761d4723e52', 'route': ['p2', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769740601.1064022,RECEIVED,e5361c7e-773c-4b0a-b36b-5f35b9c799ee,2c268368-fb91-4f1e-bb9f-31863521c00a,c3,c2,26,p2,?,surb={'id': '8cfbf5b0-9fdf-4601-b9c4-df486d91d522', 'route': ['p2', 'e1', 'i5', 'x11', 'p3', 'c3']}
1769740601.1235595,RECEIVED,b88670bb-7d5e-4b1b-826f-6bfa1a7d1c96,dd99ec12-1212-4b74-9f8b-ae8a4f9a4767,c5,c2,27,p2,?,surb={'id': 'b624d855-db10-418f-a7be-3180bb832757', 'route': ['p2', 'e9', 'i2', 'x2', 'p2', 'c5']}
1769740601.2288861,RECEIVED,1b89852d-1640-40f8-8ede-546e188f558c,665da14f-5f57-4f29-a800-3c1627cec9de,c4,c2,27,p2,?,surb={'id': '16c2cc93-52e7-4507-b18f-fa6c09130a27', 'route': ['p2', 'e1', 'i7', 'x9', 'p1', 'c4']}
1769740601.3333395,RECEIVED,33def25a-bef1-4920-be3b-eb5e61d9822e,3bfd8e5d-1c1d-45da-a692-8de6419cf4a1,c5,c2,27,p2,?,surb={'id': 'c0e51c97-8779-4be2-8bcd-ae5da6e286bd', 'route': ['p2', 'e11', 'i10', 'x6', 'p2', 'c5']}
1769740601.4820898,SENT,b8de08a1-5baa-4806-a707-4b7c9e92203e,0ecf4331-eeaa-4651-8ba8-3de13a2740ec,c2,c1,3360,?,p2,
1769740601.482246,CREATED,e1624747-3fd8-4bfe-8c78-d0220b166cc4,53f0644b-8a67-4f82-884f-fad0bc996d35,c2,c1,25,?,?,surb={'id': '5bc19170-6bf7-4154-a309-af7cadca7949', 'route': ['p1', 'e1', 'i11', 'x12', 'p2', 'c2']}
1769740601.5575645,RECEIVED,ad3f3b16-04b2-4e79-8ae1-b62a50909622,1922a9ee-e24d-44f0-8d56-1f6b6f23aa11,c4,c2,27,p2,?,surb={'id': 'b469a014-3e50-4c54-9d5f-7a7d779b517a', 'route': ['p2', 'e11', 'i5', 'x7', 'p1', 'c4']}
1769740601.5703938,RECEIVED,f64dbacb-f071-4aba-9c27-f7ecb5788d97,5b4868b5-1e4f-4da7-b746-4ac7d4f30608,c5,c2,27,p2,?,surb={'id': '30c8f5cf-ebfc-4ced-bb4d-f7abe0b7544a', 'route': ['p2', 'e9', 'i10', 'x5', 'p2', 'c5']}
1769740601.6963935,RECEIVED,11fc68d3-45d0-4456-a757-4a359104479c,2a714f7a-c466-4ba0-b6cf-1c06ba1454fb,c1,c2,27,p2,?,surb={'id': '0cac409a-5d4b-4cb0-ad1b-7280a6fc403e', 'route': ['p2', 'e2', 'i2', 'x11', 'p1', 'c1']}
1769740601.6988804,RECEIVED,5c5ac03c-8214-4704-89ac-faefc5efd9c6,ee5d1bed-e05e-4ead-af33-a783e870d43a,c3,c2,27,p2,?,surb={'id': 'e5720ee9-5df2-4ebd-8757-ad4cff56d24d', 'route': ['p2', 'e9', 'i7', 'x12', 'p3', 'c3']}
1769740601.8079875,RECEIVED,6f48257a-fd1b-4686-8919-e20205af2bc6,1e64a018-b18c-4119-b381-d73415b0bbc3,c1,c2,27,p2,?,surb={'id': '6cf421c8-bfd6-414f-8365-2af9743c5f62', 'route': ['p2', 'e4', 'i6', 'x5', 'p1', 'c1']}
1769740601.8730307,RECEIVED,54487cae-c351-4f7a-b868-18b0b9824f6f,dd99ec12-1212-4b74-9f8b-ae8a4f9a4767,c5,c2,27,p2,?,surb={'id': 'b624d855-db10-418f-a7be-3180bb832757', 'route': ['p2', 'e9', 'i2', 'x2', 'p2', 'c5']}
1769740601.897245,RECEIVED,63472560-df46-4104-b27d-f597345abc1a,2c268368-fb91-4f1e-bb9f-31863521c00a,c3,c2,26,p2,?,surb={'id': '8cfbf5b0-9fdf-4601-b9c4-df486d91d522', 'route': ['p2', 'e1', 'i5', 'x11', 'p3', 'c3']}
1769740601.9126878,SENT,8e981c47-4ee8-406b-8f5f-01cf27cfefab,0b3f6cad-ab8b-4796-8035-eb9377151b67,c2,c1,3396,?,p2,
1769740601.9127884,CREATED,e97dd205-5253-4e67-ad65-3707608f4cd0,5f81b9ed-773b-457b-a1f1-d2131a055aef,c2,c1,27,?,?,surb={'id': '1ab42791-8468-454f-9bbd-549e89ee1811', 'route': ['p1', 'e4', 'i11', 'x11', 'p2', 'c2']}
1769740601.9454823,RECEIVED,39b7150b-4853-420c-9bfc-5de471b02201,62135da6-a5a7-4bd7-b265-030e7d3d87fa,c3,c2,26,p2,?,surb={'id': 'fa2ba48c-527f-4482-a97a-73aa6c8a5e77', 'route': ['p2', 'e2', 'i11', 'x9', 'p3', 'c3']}
1769740601.9535434,RECEIVED,02cc7c0a-b359-483e-9c37-27dab57faca8,29ea579d-824b-4966-9b92-e44e44dfbd6e,c4,c2,27,p2,?,surb={'id': 'f17a8bcf-cf2a-44e5-ae8e-da7edacfaeef', 'route': ['p2', 'e7', 'i7', 'x11', 'p1', 'c4']}
1769740602.194722,RECEIVED,fa7b6a92-06e5-4e8f-9c93-4f2a0c0ea330,29ea579d-824b-4966-9b92-e44e44dfbd6e,c4,c2,27,p2,?,surb={'id': 'f17a8bcf-cf2a-44e5-ae8e-da7edacfaeef', 'route': ['p2', 'e7', 'i7', 'x11', 'p1', 'c4']}
1769740602.222321,RECEIVED,47e1a3e5-bb07-4aa6-ba4e-5322ef0f4ed4,cbfaa7a2-57eb-454f-9584-be7d6ffec984,c4,c2,27,p2,?,surb={'id': 'fdaca18a-1ea3-406b-b256-fa6ba7d1b82e', 'route': ['p2', 'e9', 'i10', 'x12', 'p1', 'c4']}
1769740602.5174792,RECEIVED,92abb6b4-8c9f-4d2a-9504-a043db0b088f,3bfd8e5d-1c1d-45da-a692-8de6419cf4a1,c5,c2,27,p2,?,surb={'id': 'c0e51c97-8779-4be2-8bcd-ae5da6e286bd', 'route': ['p2', 'e11', 'i10', 'x6', 'p2', 'c5']}
1769740602.5493965,RECEIVED,a837d0f6-1b9c-415a-aa59-3850dd74355f,ba82a8d0-c8b1-4a00-975d-dfde1ffc8812,c3,c2,27,p2,?,surb={'id': '2d01b8b7-a4eb-4082-b726-33086ea0dd75', 'route': ['p2', 'e6', 'i9', 'x7', 'p3', 'c3']}
1769740602.6348567,RECEIVED,3f4a5dc3-cfa6-475b-8608-f1a6310ff35a,0d282ad7-d47d-404f-a6b4-d42df8d5b820,c3,c2,27,p2,?,surb={'id': '58bf2d84-8101-4419-851e-2035f76b364c', 'route': ['p2', 'e11', 'i9', 'x4', 'p3', 'c3']}
1769740602.6798303,RECEIVED,6efeac05-2879-447a-a958-7bb23c843d9e,588883d7-67ec-457d-b1cf-2939a5dd2e81,c5,c2,26,p2,?,surb={'id': '3ab6515e-5553-498c-b250-97debcc716a0', 'route': ['p2', 'e9', 'i7', 'x7', 'p2', 'c5']}
1769740602.696854,RECEIVED,55300b27-2550-4294-a7c2-0d457a3ded4e,1fde321f-b520-43a3-ab10-a427c7185660,c1,c2,27,p2,?,surb={'id': '73c692be-8798-4f5a-9f85-19d4be0ae3ce', 'route': ['p2', 'e2', 'i11', 'x2', 'p1', 'c1']}
1769740602.6988022,SENT,daafa678-7a3b-4c51-9358-2952c156379d,ea803877-08ce-4602-8ae1-4aee098d324d,c2,c1,3387,?,p2,
1769740602.6989439,CREATED,b2636da5-3b30-4b4a-814b-852e42b5c15e,5f81b9ed-773b-457b-a1f1-d2131a055aef,c2,c1,27,?,?,surb={'id': '1ab42791-8468-454f-9bbd-549e89ee1811', 'route': ['p1', 'e4', 'i11', 'x11', 'p2', 'c2']}
1769740602.825943,RECEIVED,87edd2b2-8455-4a65-a115-c6bbd8c5801a,1e64a018-b18c-4119-b381-d73415b0bbc3,c1,c2,27,p2,?,surb={'id': '6cf421c8-bfd6-414f-8365-2af9743c5f62', 'route': ['p2', 'e4', 'i6', 'x5', 'p1', 'c1']}
1769740602.9117599,RECEIVED,ecab41b7-87cc-44b1-b4a7-6ce5ce185eb2,588883d7-67ec-457d-b1cf-2939a5dd2e81,c5,c2,26,p2,?,surb={'id': '3ab6515e-5553-498c-b250-97debcc716a0', 'route': ['p2', 'e9', 'i7', 'x7', 'p2', 'c5']}
1769740602.9285538,RECEIVED,ad50b4bb-b437-4568-828c-165aa967a6eb,34cac9ad-00b3-435d-af2d-2023d2d25bd1,c3,c2,27,p2,?,surb={'id': '15ca21d7-0025-4ffc-8c5e-5761d4723e52', 'route': ['p2', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769740602.9668703,RECEIVED,d844e807-9b4c-42ed-8976-cb8859e9e770,1922a9ee-e24d-44f0-8d56-1f6b6f23aa11,c4,c2,27,p2,?,surb={'id': 'b469a014-3e50-4c54-9d5f-7a7d779b517a', 'route': ['p2', 'e11', 'i5', 'x7', 'p1', 'c4']}
1769740603.0501823,RECEIVED,c80b4b36-713e-428a-b4d3-ed241e596f47,74c8e152-8a62-4030-8201-4e04c371c809,c4,c2,26,p2,?,surb={'id': '8c7b9bc2-3246-4eac-ac84-daa5eef5e3a5', 'route': ['p2', 'e3', 'i12', 'x6', 'p1', 'c4']}
1769740603.0949864,RECEIVED,fbd1b473-530e-4fec-8422-01470dceffc0,2a714f7a-c466-4ba0-b6cf-1c06ba1454fb,c1,c2,27,p2,?,surb={'id': '0cac409a-5d4b-4cb0-ad1b-7280a6fc403e', 'route': ['p2', 'e2', 'i2', 'x11', 'p1', 'c1']}
1769740603.1127648,RECEIVED,7a94dcc6-fe01-4df2-b2f3-0338972b5d44,57782383-12e2-47e2-a78a-9a76d30d540d,c3,c2,25,p2,?,surb={'id': '596abefb-7834-44b2-9f2d-3ba78880e939', 'route': ['p2', 'e11', 'i4', 'x9', 'p3', 'c3']}
1769740603.1811922,RECEIVED,702490c3-4839-4da1-813f-13a850ae7c7f,d8fa22b6-fb24-4b47-8904-0d44543d1231,c3,c2,26,p2,?,surb={'id': '29f67265-6f8e-499b-b00f-ffdebc122cf8', 'route': ['p2', 'e2', 'i12', 'x8', 'p3', 'c3']}
1769740603.2063143,RECEIVED,e8108439-74d7-4cc5-ba0a-ca469e6f4f46,b0286caa-9b96-41ea-90e2-4a26ec555f83,c3,c2,27,p2,?,surb={'id': '70e9a23a-edd2-454c-bc36-91e545598eed', 'route': ['p2', 'e11', 'i8', 'x9', 'p3', 'c3']}
1769740603.3130076,RECEIVED,88ec3a1b-0785-4ea0-90a2-ac2262a5ef1b,ecc29b07-8b5f-4ee8-92ac-2a524a27254a,c1,c2,27,p2,?,surb={'id': 'ca72c495-aeb0-426b-9340-e9c1c81864a7', 'route': ['p2', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769740603.348607,SENT,3036a933-7b03-458a-8da1-8bb0503d8313,b8225956-b5b5-40bf-913f-65b7f2d9530a,c2,c1,3359,?,p2,
1769740603.3487585,CREATED,c581a18b-32ae-4419-93e9-0f412ffe65de,25ff4c92-20b2-4a28-8423-db2953d2f50e,c2,c1,26,?,?,surb={'id': '9bd0d2fd-c4d3-407d-9b69-8511b53d64e6', 'route': ['p1', 'e1', 'i8', 'x8', 'p2', 'c2']}
1769740603.373229,RECEIVED,91f238b6-7ec6-49d5-8403-9ecc50f13b20,1fde321f-b520-43a3-ab10-a427c7185660,c1,c2,27,p2,?,surb={'id': '73c692be-8798-4f5a-9f85-19d4be0ae3ce', 'route': ['p2', 'e2', 'i11', 'x2', 'p1', 'c1']}
1769740603.5174665,RECEIVED,716af7ae-ae72-4d0c-84cb-f7d5212e4234,74c8e152-8a62-4030-8201-4e04c371c809,c4,c2,26,p2,?,surb={'id': '8c7b9bc2-3246-4eac-ac84-daa5eef5e3a5', 'route': ['p2', 'e3', 'i12', 'x6', 'p1', 'c4']}
1769740603.635443,RECEIVED,a2fc9bb6-dec8-4df4-ab5f-139191d63503,26eb12db-eef3-4721-aeed-3b797975b0be,c5,c2,27,p2,?,surb={'id': '1e81ad43-9b86-49a0-b6be-73ed1a66a847', 'route': ['p2', 'e3', 'i9', 'x7', 'p2', 'c5']}
1769740603.6794007,RECEIVED,10a51c2e-f4b9-4955-adf5-904e00a0f29a,831ca5df-606c-45df-8385-e027eb2245ca,c1,c2,27,p2,?,surb={'id': '05f651f4-25b8-4421-b0b4-8108cbce176b', 'route': ['p2', 'e1', 'i4', 'x2', 'p1', 'c1']}
1769740603.7667518,RECEIVED,c10fc3ef-62e0-40d3-a0d7-c48435e9c613,ecc29b07-8b5f-4ee8-92ac-2a524a27254a,c1,c2,27,p2,?,surb={'id': 'ca72c495-aeb0-426b-9340-e9c1c81864a7', 'route': ['p2', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769740603.7784965,RECEIVED,bed48541-5c34-4744-bee9-8e81b8dfbbbd,05821a87-dfc4-4a05-8949-492cdd85e6f8,c1,c2,26,p2,?,surb={'id': 'a291b0f0-a37e-4cef-a2a7-f0f9887192f0', 'route': ['p2', 'e6', 'i10', 'x8', 'p1', 'c1']}
1769740603.9014616,SENT,1822b075-d5af-4d54-8bbf-3c84c17209e8,08005252-f370-4feb-8b90-14245440200e,c2,c1,3383,?,p2,
1769740603.9016268,CREATED,e84abc0b-04d4-485e-9b75-2cc54b7f547a,25ff4c92-20b2-4a28-8423-db2953d2f50e,c2,c1,26,?,?,surb={'id': '9bd0d2fd-c4d3-407d-9b69-8511b53d64e6', 'route': ['p1', 'e1', 'i8', 'x8', 'p2', 'c2']}
1769740604.034113,RECEIVED,68f200f4-a545-44ee-aa69-992a5dbb4c57,4fa6be4f-185e-4fa4-83c9-a549149db8bf,c4,c2,27,p2,?,surb={'id': 'f2c58ba8-c634-4696-8f05-ac319a5f9007', 'route': ['p2', 'e3', 'i3', 'x12', 'p1', 'c4']}
1769740604.0522566,SENT,099cb93b-1e30-4280-906d-8ba2bc984243,f8accbae-333b-4d35-a01b-ab391f1006d0,c2,c1,3379,?,p2,
1769740604.0524135,CREATED,88eff105-57c3-47eb-9290-55557071fed7,dc138e37-4f15-434c-b19c-4c148fb31dc4,c2,c1,25,?,?,surb={'id': '5dfbdc71-174e-4505-9e76-7efae6bc60cb', 'route': ['p1', 'e2', 'i8', 'x6', 'p2', 'c2']}
1769740604.0594182,RECEIVED,49f5c56e-626d-489c-854c-37e9710ffa45,801e0d86-1c09-4a11-8ae4-a685db58e175,c5,c2,26,p2,?,surb={'id': 'd077b495-46f9-4aaf-9810-a016b4200635', 'route': ['p2', 'e8', 'i5', 'x6', 'p2', 'c5']}
1769740604.071412,RECEIVED,3bb53e46-0b55-4c85-9dec-9df262269592,26eb12db-eef3-4721-aeed-3b797975b0be,c5,c2,27,p2,?,surb={'id': '1e81ad43-9b86-49a0-b6be-73ed1a66a847', 'route': ['p2', 'e3', 'i9', 'x7', 'p2', 'c5']}
1769740604.0887911,RECEIVED,bf29b94b-4f01-43b0-96b5-cd72c98b46ef,5076378a-9059-4731-8a40-44db32fb292f,c3,c2,27,p2,?,surb={'id': '8b54f4cf-51b1-486a-8597-209a4ee3d47f', 'route': ['p2', 'e10', 'i4', 'x12', 'p3', 'c3']}
1769740604.1904533,RECEIVED,94605799-34d5-41ce-b9f9-9019f803026f,e3052487-941d-4655-897f-c7752cfaf476,c3,c2,26,p2,?,surb={'id': 'c8bcd813-efdb-4c09-929d-bdf426939e31', 'route': ['p2', 'e2', 'i4', 'x11', 'p3', 'c3']}
1769740604.2228394,RECEIVED,6559a463-7ff0-4091-9679-eae2206576a4,801e0d86-1c09-4a11-8ae4-a685db58e175,c5,c2,26,p2,?,surb={'id': 'd077b495-46f9-4aaf-9810-a016b4200635', 'route': ['p2', 'e8', 'i5', 'x6', 'p2', 'c5']}
1769740604.2446578,SENT,4c33bb6b-214e-45a3-9ec0-929edd29d47d,9e0a8b24-82c8-489b-9bb3-c616fe9fdcc4,c2,c1,3364,?,p2,
1769740604.2447708,CREATED,65e3f26a-78e6-4275-8856-9dd348dcfb66,dc138e37-4f15-434c-b19c-4c148fb31dc4,c2,c1,25,?,?,surb={'id': '5dfbdc71-174e-4505-9e76-7efae6bc60cb', 'route': ['p1', 'e2', 'i8', 'x6', 'p2', 'c2']}
1769740604.273816,SENT,54be340a-0832-4162-8c1d-05e58dcd1cf2,e09fd654-62be-46fe-81e7-4607999817a1,c2,c1,3377,?,p2,
1769740604.2739167,CREATED,77d0c57d-153f-4954-adc6-b33701e6e750,d2d17670-77a5-4ad9-9133-27fcc43c8806,c2,c1,27,?,?,surb={'id': '364395b4-d087-484a-b29c-7a4cb2890868', 'route': ['p1', 'e2', 'i6', 'x12', 'p2', 'c2']}
1769740604.317025,SENT,a2d40fcc-da56-4bca-82a1-7b9e5d2b6a83,fe58073e-c2ea-49a3-93d7-7f96e068d41e,c2,c1,3381,?,p2,
1769740604.3171613,CREATED,17715fe2-bf84-4c12-856d-d45d451732e0,d2d17670-77a5-4ad9-9133-27fcc43c8806,c2,c1,27,?,?,surb={'id': '364395b4-d087-484a-b29c-7a4cb2890868', 'route': ['p1', 'e2', 'i6', 'x12', 'p2', 'c2']}
1769740604.3203435,RECEIVED,88770ed0-e76d-4e4e-846b-a37d4ceaa6ca,d8fa22b6-fb24-4b47-8904-0d44543d1231,c3,c2,26,p2,?,surb={'id': '29f67265-6f8e-499b-b00f-ffdebc122cf8', 'route': ['p2', 'e2', 'i12', 'x8', 'p3', 'c3']}
1769740604.422406,RECEIVED,463af451-8b2e-496e-9f38-3b4313632309,e3052487-941d-4655-897f-c7752cfaf476,c3,c2,26,p2,?,surb={'id': 'c8bcd813-efdb-4c09-929d-bdf426939e31', 'route': ['p2', 'e2', 'i4', 'x11', 'p3', 'c3']}
1769740604.4979553,RECEIVED,8d343115-665e-4228-9e95-488d40b94c5d,62135da6-a5a7-4bd7-b265-030e7d3d87fa,c3,c2,26,p2,?,surb={'id': 'fa2ba48c-527f-4482-a97a-73aa6c8a5e77', 'route': ['p2', 'e2', 'i11', 'x9', 'p3', 'c3']}
1769740604.537362,RECEIVED,4b162d8e-4ef6-4a11-b3bb-dc3883972cd0,1f35822c-3fab-411a-98d8-6b787a2b5096,c4,c2,27,p2,?,surb={'id': '318cd9fa-2954-4a93-bfe8-d653037f3b42', 'route': ['p2', 'e5', 'i7', 'x12', 'p1', 'c4']}
1769740604.6603532,SENT,786510a5-23b9-4e2c-a184-46593700cd66,f17fa6f0-05ef-4c90-aadc-50acdc227dfb,c2,c1,3380,?,p2,
1769740604.6604524,CREATED,f760605f-352f-4c6a-9112-d408fccd3ea9,815610f5-786b-4f24-a399-6d37d05948a2,c2,c1,27,?,?,surb={'id': 'da3faff8-5862-43b4-af98-38a743cad1b1', 'route': ['p1', 'e2', 'i9', 'x4', 'p2', 'c2']}
1769740604.8332076,RECEIVED,0c492159-e01d-44cb-a4df-58ce04cc7c5a,94f997a6-c1c1-48eb-a8af-a7d0355c16d1,c5,c2,26,p2,?,surb={'id': 'b2f9d2ba-5870-4a9d-bf78-21ff140014f1', 'route': ['p2', 'e6', 'i1', 'x8', 'p2', 'c5']}
1769740604.9884353,RECEIVED,46739d91-bb06-489e-afdc-2f45114d8d15,94f997a6-c1c1-48eb-a8af-a7d0355c16d1,c5,c2,26,p2,?,surb={'id': 'b2f9d2ba-5870-4a9d-bf78-21ff140014f1', 'route': ['p2', 'e6', 'i1', 'x8', 'p2', 'c5']}
1769740605.0064304,SENT,058c3166-6684-4b53-a2e1-6a9244cf1faf,a0d52bdc-0104-4d5d-9d36-820a5daa9820,c2,c1,3363,?,p2,
1769740605.0065773,CREATED,1fd9b767-75e1-4562-b3de-1ade2703b8db,815610f5-786b-4f24-a399-6d37d05948a2,c2,c1,27,?,?,surb={'id': 'da3faff8-5862-43b4-af98-38a743cad1b1', 'route': ['p1', 'e2', 'i9', 'x4', 'p2', 'c2']}
1769740605.0203838,SENT,29d0645e-b628-4b4a-aa25-a0fdc8f206f0,2cbbe625-cfa9-47c6-bbad-7bf8b7baf15f,c2,c1,3366,?,p2,
1769740605.020532,CREATED,c168540e-f1ea-406d-93ff-bda5c6bb473e,39539c3e-f61b-48e1-89bd-f4aebbf8548d,c2,c1,27,?,?,surb={'id': '7294df96-d337-4aec-80cd-ee0cf2a8f088', 'route': ['p1', 'e7', 'i4', 'x7', 'p2', 'c2']}
1769740605.0979187,RECEIVED,cdd123e0-b1bd-4846-a410-a3f1c0bdb0ff,b0286caa-9b96-41ea-90e2-4a26ec555f83,c3,c2,27,p2,?,surb={'id': '70e9a23a-edd2-454c-bc36-91e545598eed', 'route': ['p2', 'e11', 'i8', 'x9', 'p3', 'c3']}
1769740605.1248353,SENT,a548d747-098f-4e01-b5b9-1b71965e5e46,70734f27-f5ec-4491-bbbd-1511c268836e,c2,c1,3384,?,p2,
1769740605.1249857,CREATED,00a96f48-715f-427e-9faf-c026b8177669,39539c3e-f61b-48e1-89bd-f4aebbf8548d,c2,c1,27,?,?,surb={'id': '7294df96-d337-4aec-80cd-ee0cf2a8f088', 'route': ['p1', 'e7', 'i4', 'x7', 'p2', 'c2']}
1769740605.143319,RECEIVED,4cf14382-d9ec-4871-8dd6-d753e0538471,cd260870-aded-4c12-a8e6-e714bc175b23,c1,c2,27,p2,?,surb={'id': 'd7e8aa7c-47bd-42ff-98f4-67585c01ac71', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c1']}
1769740605.2031667,RECEIVED,52700453-4e22-470d-b0fb-9a532f05a1a3,cd260870-aded-4c12-a8e6-e714bc175b23,c1,c2,27,p2,?,surb={'id': 'd7e8aa7c-47bd-42ff-98f4-67585c01ac71', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c1']}
1769740605.2965517,RECEIVED,a93f5797-85e5-4679-9d7e-bb1ca09d23bd,b2be96dd-9169-4769-8927-9dc24bf1a03c,c3,c2,27,p2,?,surb={'id': 'e6e151ab-0bc8-4166-a856-7ed4b2ab4838', 'route': ['p2', 'e4', 'i5', 'x4', 'p3', 'c3']}
1769740605.483155,RECEIVED,bb9bf200-9abf-4b8b-8a8c-6772be1ce5fc,240014b9-f7a6-4162-8220-57652877f5c2,c4,c2,27,p2,?,surb={'id': '9b786bf3-e779-4b16-bf5c-e7e1d49010b3', 'route': ['p2', 'e12', 'i10', 'x9', 'p1', 'c4']}
1769740605.5490277,SENT,6b557995-644e-4e2a-b84b-71e1151d50d2,ec39ca1f-d0b7-4501-a8d5-4812c781e6ec,c2,c1,3392,?,p2,
1769740605.5492134,CREATED,a974338c-a0b1-4e3f-8bf9-d0545ba6a2e4,207aa644-6248-4b82-a1e3-49e367bdb1f5,c2,c1,27,?,?,surb={'id': '28a05093-70eb-4c16-864f-4f9413c710cd', 'route': ['p1', 'e5', 'i1', 'x3', 'p2', 'c2']}
1769740605.655791,RECEIVED,e0bd5ccd-9088-423f-b8c9-f430db898f9c,ba82a8d0-c8b1-4a00-975d-dfde1ffc8812,c3,c2,27,p2,?,surb={'id': '2d01b8b7-a4eb-4082-b726-33086ea0dd75', 'route': ['p2', 'e6', 'i9', 'x7', 'p3', 'c3']}
1769740605.8012545,SENT,df727bab-528b-4907-ad2b-ecef58566446,6309607a-a853-4918-8c0d-40221cb84d26,c2,c1,3383,?,p2,
1769740605.8013504,CREATED,f51b1fbb-5161-48ec-ad94-03d5177bf8c5,207aa644-6248-4b82-a1e3-49e367bdb1f5,c2,c1,27,?,?,surb={'id': '28a05093-70eb-4c16-864f-4f9413c710cd', 'route': ['p1', 'e5', 'i1', 'x3', 'p2', 'c2']}
1769740605.8130875,SENT,23e67f18-d492-4098-a2d3-d495bb2adb3f,2029a737-a703-427b-ae44-91a339c2d2db,c2,c1,3364,?,p2,
1769740605.8131673,CREATED,cae6b47f-9cf0-4e97-90cb-b3d5da531368,3964f849-ac00-46f7-b88e-6770d0bf7c54,c2,c1,27,?,?,surb={'id': '5d938ec3-38a3-4cbf-8dec-3afc9d8d0b25', 'route': ['p1', 'e1', 'i8', 'x10', 'p2', 'c2']}
1769740605.8417888,RECEIVED,6ced871e-6328-40d3-9f44-f04abe625403,f8aeb7fa-f6a3-45fd-830a-e91d262f163f,c3,c2,26,p2,?,surb={'id': '96bab5c9-3687-4b2e-b2d7-95422cb0014c', 'route': ['p2', 'e4', 'i6', 'x2', 'p3', 'c3']}
1769740605.8763974,RECEIVED,56e9c36a-c82c-43df-b77d-76025710ddc9,e861d5d1-af41-40ce-820b-3cf53f5af2dd,c1,c2,27,p2,?,surb={'id': '5af7c809-4b6f-4171-9101-96681eb9603c', 'route': ['p2', 'e1', 'i1', 'x5', 'p1', 'c1']}
1769740605.9804795,SENT,e3faab64-9e94-4343-bf2a-469a149f00e1,4d5a01b9-6c3a-4cfc-bf01-c623e62321be,c2,c1,3400,?,p2,
1769740605.9805546,CREATED,8e3e0639-5182-450e-b383-09f428eb16ba,3964f849-ac00-46f7-b88e-6770d0bf7c54,c2,c1,27,?,?,surb={'id': '5d938ec3-38a3-4cbf-8dec-3afc9d8d0b25', 'route': ['p1', 'e1', 'i8', 'x10', 'p2', 'c2']}
1769740606.065024,RECEIVED,5694a033-1c31-4118-b5a6-2ceab150f9e5,c4a60ae5-6945-42a2-a2cf-0fd4975f523e,c5,c2,27,p2,?,surb={'id': '00104684-09ed-445a-b598-60edf9c24494', 'route': ['p2', 'e4', 'i9', 'x5', 'p2', 'c5']}
1769740606.0851567,RECEIVED,fb5f2cbd-c758-42ac-a6ef-e398e69dec9d,5076378a-9059-4731-8a40-44db32fb292f,c3,c2,27,p2,?,surb={'id': '8b54f4cf-51b1-486a-8597-209a4ee3d47f', 'route': ['p2', 'e10', 'i4', 'x12', 'p3', 'c3']}
