timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769740798.835817,RECEIVED,fb94d8d5-5212-4fb5-ac3e-169104513656,446434e5-9d40-46d1-90c8-5ab7131c67e4,c4,c2,27,p2,?,surb={'id': '7566e222-e828-4896-9602-95c757bc6b11', 'route': ['p2', 'e8', 'i6', 'x1', 'p1', 'c4']}
1769740798.8820906,RECEIVED,f85c31b3-0727-4d19-812f-ff4ddacb19bc,1665ee42-d479-49fb-b7f6-d842256e01ee,c5,c2,27,p2,?,surb={'id': '97292353-d250-4856-b64d-4ad329ac73e2', 'route': ['p2', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769740798.9207134,RECEIVED,05f3c4be-b939-4361-a71b-9936c342f1f1,6a786ac8-eddb-4032-bfc1-95f68cbecee3,c1,c2,27,p2,?,surb={'id': 'ad57afed-6810-438e-86d8-9459f6bb0390', 'route': ['p2', 'e4', 'i2', 'x4', 'p1', 'c1']}
1769740798.986979,RECEIVED,b5a8533c-9679-48ab-8aba-7df2b8eadd37,40275d43-b3a0-4709-bdd1-268cd6ba5d1e,c1,c2,27,p2,?,surb={'id': 'c08eac77-d73b-4a27-b5b4-60abd09bebc7', 'route': ['p2', 'e1', 'i4', 'x9', 'p1', 'c1']}
1769740799.0361896,RECEIVED,f36ea434-d3b2-45f7-848b-3276621ef8ce,3d1494b0-9a8c-4cf7-ae3a-fb35e4781008,c4,c2,27,p2,?,surb={'id': '51fc63aa-ca5a-419c-bc44-340de2e868ed', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769740799.0755346,SENT,317070f8-3dd6-43d0-aa37-cb470c279d6b,ddfee747-3fda-4362-be6d-74e7ba8271e3,c2,c1,3381,?,p2,
1769740799.0756693,CREATED,88cec820-547e-4816-b81e-64991c7bef2b,399361f0-e517-4fb0-9fe7-c6b2ef6c8e8d,c2,c1,26,?,?,surb={'id': 'f989ade2-6522-4093-a808-420e935cda92', 'route': ['p1', 'e4', 'i7', 'x9', 'p2', 'c2']}
1769740799.1683524,RECEIVED,734f7b0f-21f6-4449-9196-66aae8c744c5,d1687b44-c934-4863-a762-9cef39d708e5,c5,c2,27,p2,?,surb={'id': '3662c9a6-1954-446d-9d84-5c2987babedf', 'route': ['p2', 'e8', 'i1', 'x4', 'p2', 'c5']}
1769740799.2656157,RECEIVED,093e48d5-2083-4aa9-bf1e-dfd6052cf43f,6a786ac8-eddb-4032-bfc1-95f68cbecee3,c1,c2,27,p2,?,surb={'id': 'ad57afed-6810-438e-86d8-9459f6bb0390', 'route': ['p2', 'e4', 'i2', 'x4', 'p1', 'c1']}
1769740799.267093,RECEIVED,30f4ee99-81c0-4363-8be4-ac0c2fa1a288,133aac1f-444b-4c30-8220-a97542afdfd3,c1,c2,27,p2,?,surb={'id': '2a9c8ff3-01fc-464e-8f3b-4aa46ea03a4f', 'route': ['p2', 'e3', 'i5', 'x1', 'p1', 'c1']}
1769740799.2729692,RECEIVED,6d442dcd-7da2-46bf-9f79-267f5aad2041,72955fbb-7377-470a-bca5-a1a4c0eed91e,c3,c2,26,p2,?,surb={'id': '35db1be2-9668-4151-8f5d-6c628c1fb5da', 'route': ['p2', 'e3', 'i1', 'x11', 'p3', 'c3']}
1769740799.354421,RECEIVED,6ce2145c-aceb-4c8b-a05e-49df8a2ab757,9c6adb41-45da-4aa4-9a11-73a45d26cccb,c1,c2,27,p2,?,surb={'id': '23ff5dae-2a46-40cd-bf04-3d3c2ed0d028', 'route': ['p2', 'e4', 'i3', 'x7', 'p1', 'c1']}
1769740799.3653982,RECEIVED,abcb70f3-662d-4e6c-9783-d0a397521604,e92ca98a-7672-44d5-a614-9d1d21ed1be5,c5,c2,26,p2,?,surb={'id': 'c4860279-e168-4bf9-b3a8-304f87e0182a', 'route': ['p2', 'e2', 'i4', 'x12', 'p2', 'c5']}
1769740799.570267,RECEIVED,cf430ee6-bfd0-4961-93a7-b7d0908705f0,89fa4536-ef0f-4454-94f1-d8c9214341c0,c1,c2,26,p2,?,surb={'id': 'e3b9ba2b-0909-4b9e-8fa7-dec630689cac', 'route': ['p2', 'e11', 'i11', 'x5', 'p1', 'c1']}
1769740799.6293766,RECEIVED,329c1c99-23d1-4e9d-8b8b-962282a9d76a,8928234f-7a76-4a74-8e0c-91cb1fa34495,c1,c2,27,p2,?,surb={'id': 'dc5ad9b2-e70e-4d90-9510-f84276781349', 'route': ['p2', 'e6', 'i11', 'x8', 'p1', 'c1']}
1769740799.7349079,RECEIVED,eed6f06d-03c3-4cc3-8019-e76a53eb6d0d,bd059156-d002-45b3-bff6-862978b9762c,c4,c2,27,p2,?,surb={'id': 'cb80eb08-5806-4a2e-933b-fcbb3cd3cc07', 'route': ['p2', 'e10', 'i8', 'x9', 'p1', 'c4']}
1769740799.7388382,RECEIVED,7e7009bf-f47e-4b56-a66d-d43919063b0f,3df29a44-78d1-48db-bc3c-39e4533a3ae8,c4,c2,27,p2,?,surb={'id': 'bcecd955-839e-4d78-aae9-c18251d1e5b7', 'route': ['p2', 'e8', 'i3', 'x7', 'p1', 'c4']}
1769740799.7715611,SENT,367ceefa-8868-4e76-91d3-ef37ed000456,ccaf0e41-05c5-4190-a7b6-5a15d6c682fa,c2,c1,3394,?,p2,
1769740799.7716935,CREATED,7d66a428-e9d8-48c6-a182-7a14e78760f7,4a7862b8-8fab-40f8-bc31-2cbcb0b306ba,c2,c1,27,?,?,surb={'id': '070acf52-af1e-4dfe-86d6-76a6979894e7', 'route': ['p1', 'e10', 'i9', 'x10', 'p2', 'c2']}
1769740799.80534,RECEIVED,3bfca0d0-3a30-4458-9bbd-665229b8a110,7b2a110b-d599-47fa-b2a8-5ea854d6ba4a,c3,c2,27,p2,?,surb={'id': '0934455d-e2bc-4f2d-bb6b-bc3f54cc763f', 'route': ['p2', 'e3', 'i5', 'x8', 'p3', 'c3']}
1769740799.9926808,RECEIVED,3662ba5c-a817-44bd-a80b-89e67a439514,89fa4536-ef0f-4454-94f1-d8c9214341c0,c1,c2,26,p2,?,surb={'id': 'e3b9ba2b-0909-4b9e-8fa7-dec630689cac', 'route': ['p2', 'e11', 'i11', 'x5', 'p1', 'c1']}
1769740800.0305219,SENT,f756a024-d055-40f4-9ae8-f883bd111e46,42e35cf4-319f-4f3b-aa5d-b5e09c350297,c2,c1,3389,?,p2,
1769740800.0306544,CREATED,261b0764-0bdc-4956-9876-d001596cfcce,4a7862b8-8fab-40f8-bc31-2cbcb0b306ba,c2,c1,27,?,?,surb={'id': '070acf52-af1e-4dfe-86d6-76a6979894e7', 'route': ['p1', 'e10', 'i9', 'x10', 'p2', 'c2']}
1769740800.171462,SENT,0977536e-c1d3-4383-a488-811c0cdd2198,0f5c877a-0cef-4480-adb5-9111beabb7ce,c2,c1,3395,?,p2,
1769740800.171599,CREATED,aa25fdec-d562-45e8-8fc9-df442b5123a3,4d797587-68de-4929-83d5-c7b05cbc6a40,c2,c1,27,?,?,surb={'id': '051f2562-8a56-4a7b-9656-f99d25b7079d', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c2']}
1769740800.179167,RECEIVED,c132d461-ef92-4f79-9926-aad8a6c66e80,c3275903-7008-4490-aa0e-c8a8acd7efb2,c1,c2,27,p2,?,surb={'id': '3959cf01-d03b-4080-9e2b-fdaacb9ae18d', 'route': ['p2', 'e8', 'i5', 'x4', 'p1', 'c1']}
1769740800.3608904,SENT,80d895c0-2a33-4cc3-9561-8f913c9d2640,0f9537cf-e6a2-4dfc-81f1-9a8d14004dbd,c2,c1,3376,?,p2,
1769740800.3611357,CREATED,06f14530-9650-4e02-a0dc-b0047465855a,4d797587-68de-4929-83d5-c7b05cbc6a40,c2,c1,27,?,?,surb={'id': '051f2562-8a56-4a7b-9656-f99d25b7079d', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c2']}
1769740800.4002373,RECEIVED,adff105a-57a1-4ffa-b39d-8bbd5104393c,416fbbc8-424d-40fa-9e04-f7aa31a0f9b8,c5,c2,27,p2,?,surb={'id': 'e34e5059-a052-4be7-875c-6174645399af', 'route': ['p2', 'e2', 'i3', 'x9', 'p2', 'c5']}
1769740800.5636694,RECEIVED,9aacf6de-4ab0-4051-9b46-6e8162422ba8,9c6adb41-45da-4aa4-9a11-73a45d26cccb,c1,c2,27,p2,?,surb={'id': '23ff5dae-2a46-40cd-bf04-3d3c2ed0d028', 'route': ['p2', 'e4', 'i3', 'x7', 'p1', 'c1']}
1769740800.6698008,RECEIVED,b3cfe3a3-920c-456a-b663-cda72b60a52d,8cfcee18-193d-47de-9a4d-9609bec906fe,c1,c2,27,p2,?,surb={'id': '300f973a-0bfc-42dd-abdd-f342114f51a8', 'route': ['p2', 'e9', 'i7', 'x7', 'p1', 'c1']}
1769740800.705851,RECEIVED,00429dcc-41d0-4c07-a873-54077223f5a2,8cfcee18-193d-47de-9a4d-9609bec906fe,c1,c2,27,p2,?,surb={'id': '300f973a-0bfc-42dd-abdd-f342114f51a8', 'route': ['p2', 'e9', 'i7', 'x7', 'p1', 'c1']}
1769740800.728338,SENT,29385a60-9ab4-417f-b532-622ec4f22977,00c6481b-e79a-48a7-9c4c-e626148ea8c4,c2,c1,3385,?,p2,
1769740800.728431,CREATED,9a926b79-c25a-4ba0-8a54-0b366bce643c,8b8c56ec-301c-4a70-af74-233fa5788bc1,c2,c1,27,?,?,surb={'id': '00876643-790a-4ea8-b026-e56de8eb0e77', 'route': ['p1', 'e12', 'i8', 'x11', 'p2', 'c2']}
1769740800.8101203,RECEIVED,70e2ce1d-acd2-44db-aec4-8e121af9f62e,f0b8036c-0750-4b2e-9c40-386216cb37fb,c4,c2,26,p2,?,surb={'id': '0333275d-492b-4a7a-b55e-efed6f578fbf', 'route': ['p2', 'e2', 'i9', 'x12', 'p1', 'c4']}
1769740801.004283,RECEIVED,a387a0be-0e5b-442a-803e-27c91439338e,bd059156-d002-45b3-bff6-862978b9762c,c4,c2,27,p2,?,surb={'id': 'cb80eb08-5806-4a2e-933b-fcbb3cd3cc07', 'route': ['p2', 'e10', 'i8', 'x9', 'p1', 'c4']}
1769740801.095431,RECEIVED,189ff24c-e318-44b7-ad5d-b8aed9c3d5c6,5110fa74-76cf-4782-a992-2fd0880a7c75,c3,c2,27,p2,?,surb={'id': '496b3530-da9b-4b9b-835f-5c4549f5c3ca', 'route': ['p2', 'e5', 'i11', 'x1', 'p3', 'c3']}
1769740801.108815,RECEIVED,47ec69c6-e914-43e1-adcc-f5b0ec45f23c,f0b8036c-0750-4b2e-9c40-386216cb37fb,c4,c2,26,p2,?,surb={'id': '0333275d-492b-4a7a-b55e-efed6f578fbf', 'route': ['p2', 'e2', 'i9', 'x12', 'p1', 'c4']}
1769740801.2127404,RECEIVED,3b1bbd48-7558-4a87-b198-d1d8733004ca,7da54fb7-905c-4986-9895-1ff839dc116f,c5,c2,27,p2,?,surb={'id': '6729f8c4-6984-4df8-9abb-d03388d60522', 'route': ['p2', 'e4', 'i4', 'x5', 'p2', 'c5']}
1769740801.2325025,RECEIVED,446f947d-dca4-447d-b646-0df5a3cc6c72,d1506204-272f-4199-a598-c4913ca211be,c3,c2,27,p2,?,surb={'id': '0e9fe2b6-5616-4886-85b2-3986ded47105', 'route': ['p2', 'e2', 'i10', 'x12', 'p3', 'c3']}
1769740801.2641,RECEIVED,c0ad2093-af29-44cb-a35c-413acd169787,6d41d3dc-3d05-4aff-8ea7-24d1cc342099,c3,c2,27,p2,?,surb={'id': '26a1d2fe-5b04-4c08-86e5-4fd5935cf212', 'route': ['p2', 'e1', 'i7', 'x11', 'p3', 'c3']}
1769740801.2816482,SENT,4e1854ad-5adb-4afe-8822-c9acef035a7b,d615f0c2-6fe6-4e82-8858-8185e822a9e1,c2,c1,3396,?,p2,
1769740801.2817826,CREATED,5efdce45-f434-4d49-8762-9ef9282a405d,8b8c56ec-301c-4a70-af74-233fa5788bc1,c2,c1,27,?,?,surb={'id': '00876643-790a-4ea8-b026-e56de8eb0e77', 'route': ['p1', 'e12', 'i8', 'x11', 'p2', 'c2']}
1769740801.444475,RECEIVED,8065d27a-deb9-48a4-9ff1-bc7cc8755ec7,7b2a110b-d599-47fa-b2a8-5ea854d6ba4a,c3,c2,27,p2,?,surb={'id': '0934455d-e2bc-4f2d-bb6b-bc3f54cc763f', 'route': ['p2', 'e3', 'i5', 'x8', 'p3', 'c3']}
1769740801.5416658,RECEIVED,f7d3da11-b4da-4e65-85dd-4e64a8c4b35c,6d41d3dc-3d05-4aff-8ea7-24d1cc342099,c3,c2,27,p2,?,surb={'id': '26a1d2fe-5b04-4c08-86e5-4fd5935cf212', 'route': ['p2', 'e1', 'i7', 'x11', 'p3', 'c3']}
1769740801.593949,RECEIVED,52cd221b-07a4-43e9-aed3-e144ca675393,3df29a44-78d1-48db-bc3c-39e4533a3ae8,c4,c2,27,p2,?,surb={'id': 'bcecd955-839e-4d78-aae9-c18251d1e5b7', 'route': ['p2', 'e8', 'i3', 'x7', 'p1', 'c4']}
1769740801.6361258,RECEIVED,9b688161-4991-4355-a986-27b376550ab1,d1506204-272f-4199-a598-c4913ca211be,c3,c2,27,p2,?,surb={'id': '0e9fe2b6-5616-4886-85b2-3986ded47105', 'route': ['p2', 'e2', 'i10', 'x12', 'p3', 'c3']}
1769740801.8682914,RECEIVED,7c2b204e-50c2-499a-bae8-3b2edcccb137,de5ab81b-c73a-4883-90ba-245179280ea1,c5,c2,25,p2,?,surb={'id': '85c6bcd6-d411-4d69-8695-cc682f9e6861', 'route': ['p2', 'e2', 'i11', 'x12', 'p2', 'c5']}
1769740802.1479583,RECEIVED,eb8d3f3d-bcb1-43fa-84a0-6c36fba11b37,ab8fc82d-346b-44c5-8e07-54d65dc1d2f0,c4,c2,27,p2,?,surb={'id': '6c33c2a1-99cd-46b6-a037-1620773e3dd1', 'route': ['p2', 'e1', 'i4', 'x5', 'p1', 'c4']}
1769740802.171757,RECEIVED,998abf38-e8ba-4b7b-88ed-9aeaa21df09a,c3275903-7008-4490-aa0e-c8a8acd7efb2,c1,c2,27,p2,?,surb={'id': '3959cf01-d03b-4080-9e2b-fdaacb9ae18d', 'route': ['p2', 'e8', 'i5', 'x4', 'p1', 'c1']}
1769740802.1968756,RECEIVED,3d41bec4-d573-4efd-9e1d-53658e782c7a,ab8fc82d-346b-44c5-8e07-54d65dc1d2f0,c4,c2,27,p2,?,surb={'id': '6c33c2a1-99cd-46b6-a037-1620773e3dd1', 'route': ['p2', 'e1', 'i4', 'x5', 'p1', 'c4']}
1769740802.347828,RECEIVED,209b48e0-b129-46de-b1c7-f29502f0e781,7905e424-fe0e-43e8-b902-2451d500ad87,c1,c2,27,p2,?,surb={'id': '3d73cf1e-d078-4d80-847a-6855c7d54069', 'route': ['p2', 'e10', 'i4', 'x9', 'p1', 'c1']}
1769740802.364589,SENT,6a392668-b56b-43ad-bb6e-ff54b0d4c296,06dc7ae4-7def-4b1a-9333-01013446a483,c2,c1,3383,?,p2,
1769740802.364683,CREATED,ad07ff41-8875-483e-9290-2349f0ab2144,66e9652d-5593-4438-b305-be33c5a42b76,c2,c1,27,?,?,surb={'id': '6d72747d-52b0-4885-b794-a64ef6ffcfb3', 'route': ['p1', 'e12', 'i9', 'x9', 'p2', 'c2']}
1769740802.36751,RECEIVED,1e202ad3-ef2d-4c08-81db-96ee6dfa9f90,6f460ecb-d797-434e-ac7a-8b6c3167acd9,c3,c2,27,p2,?,surb={'id': 'f37369b3-54ee-4a5a-86cf-b17aa320481f', 'route': ['p2', 'e12', 'i3', 'x6', 'p3', 'c3']}
1769740802.3763483,RECEIVED,c27bd9dc-3dee-497a-b9a3-b359cc3524b1,4250037e-210c-4c80-a9ad-65966be2b8dd,c5,c2,26,p2,?,surb={'id': '1c4099d0-904d-4ee6-8106-4e67a093bccd', 'route': ['p2', 'e5', 'i10', 'x9', 'p2', 'c5']}
1769740802.3777432,SENT,61c2de7a-b2a6-48ef-9580-559f185adee7,f06c5098-6ee4-4acc-be9c-b655355b9534,c2,c1,3399,?,p2,
1769740802.3778427,CREATED,425d82cf-f6cb-485a-80ba-a10b1f41ca54,66e9652d-5593-4438-b305-be33c5a42b76,c2,c1,27,?,?,surb={'id': '6d72747d-52b0-4885-b794-a64ef6ffcfb3', 'route': ['p1', 'e12', 'i9', 'x9', 'p2', 'c2']}
1769740802.3887467,RECEIVED,7fc5666b-c267-49b7-a345-44f92116b277,c5ed9a72-b588-45eb-b9cf-f23f2f040d18,c5,c2,27,p2,?,surb={'id': '7045c4bd-7331-4ddc-ad28-bb71d59c2dc7', 'route': ['p2', 'e7', 'i12', 'x3', 'p2', 'c5']}
1769740802.5206494,SENT,83789a13-4eb3-42a2-a4c4-49a5487759fa,34046c5f-410b-4bb9-9371-74bd61a62f6f,c2,c1,3384,?,p2,
1769740802.5207703,CREATED,e8a137f8-b6aa-4585-812d-1ee18572fdbf,7bcd8242-a2ba-42c9-a3b2-54a4f12c4318,c2,c1,27,?,?,surb={'id': '8185fe49-cb99-4efa-a8a1-84f07a22bcb5', 'route': ['p1', 'e2', 'i6', 'x6', 'p2', 'c2']}
1769740802.6824741,RECEIVED,6241d93c-8656-4591-b732-4f06e3928b8d,315a7295-2fee-431a-bc9f-9617a1dc2742,c1,c2,27,p2,?,surb={'id': '7758b0fa-ddd3-41c5-87ba-c192ec2e69a9', 'route': ['p2', 'e3', 'i8', 'x3', 'p1', 'c1']}
1769740802.72202,SENT,e412d90d-e6a1-493a-a867-ace541d79f68,4d9c406e-36fd-4000-b51b-5d0079429885,c2,c1,3377,?,p2,
1769740802.724209,CREATED,0d331d3b-ee0d-46ef-9cc3-609fb839e2a6,7bcd8242-a2ba-42c9-a3b2-54a4f12c4318,c2,c1,27,?,?,surb={'id': '8185fe49-cb99-4efa-a8a1-84f07a22bcb5', 'route': ['p1', 'e2', 'i6', 'x6', 'p2', 'c2']}
1769740802.9191563,RECEIVED,af91d28b-9603-44e8-9cdd-285ddfd349d8,eaa8028f-3c2f-4ee9-a89d-858f0b407e8f,c3,c2,27,p2,?,surb={'id': 'cb4e2afc-e07d-4041-b0b0-0aee718bb3a2', 'route': ['p2', 'e10', 'i4', 'x1', 'p3', 'c3']}
1769740802.9301147,RECEIVED,606e6be0-746d-409c-90e8-773aa27fc68d,7ec56478-177b-4b2a-8020-d810960e4b8e,c3,c2,27,p2,?,surb={'id': 'fb3413c9-b7ee-4173-b7d8-220595651813', 'route': ['p2', 'e8', 'i11', 'x7', 'p3', 'c3']}
1769740802.9818916,RECEIVED,72285b54-9c02-4af6-8e8b-4f0aa6294e25,a15862a4-2aa8-40e2-becb-5718efd294d3,c4,c2,27,p2,?,surb={'id': '48fb0f7b-c494-48fd-b1fe-2255b312a1db', 'route': ['p2', 'e1', 'i4', 'x7', 'p1', 'c4']}
1769740803.0019422,RECEIVED,42d642fe-28e3-408c-950d-efadf7a93d6c,75adf195-f4ac-42e3-af38-c84b509cda5f,c1,c2,26,p2,?,surb={'id': 'f2548b58-75ce-463c-a426-9fb85a268f8d', 'route': ['p2', 'e9', 'i8', 'x5', 'p1', 'c1']}
1769740803.024088,RECEIVED,4feb30e4-10ba-43d8-907a-4525881bb25a,1665ee42-d479-49fb-b7f6-d842256e01ee,c5,c2,27,p2,?,surb={'id': '97292353-d250-4856-b64d-4ad329ac73e2', 'route': ['p2', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769740803.0387926,RECEIVED,badd0797-fd84-4626-aae9-754f243224e4,fdb1c07c-4e3e-4a03-a7fc-a29b7be81b50,c4,c2,27,p2,?,surb={'id': '9b54263b-49cd-494f-aa51-c23783288205', 'route': ['p2', 'e1', 'i3', 'x5', 'p1', 'c4']}
1769740803.1263075,RECEIVED,e92bdfd8-3115-4bba-8e60-6a6b3e2014a3,315a7295-2fee-431a-bc9f-9617a1dc2742,c1,c2,27,p2,?,surb={'id': '7758b0fa-ddd3-41c5-87ba-c192ec2e69a9', 'route': ['p2', 'e3', 'i8', 'x3', 'p1', 'c1']}
1769740803.1890814,SENT,887d3ea9-85e5-4ee2-ba27-b4711d0bdb95,9826bad9-a542-4407-963f-27dbd44101cc,c2,c1,3359,?,p2,
1769740803.1891868,CREATED,c7478a7f-ffa0-494f-98a3-9fa0a5000249,cfec25a2-f956-4ea4-a98b-3aec9967fe1d,c2,c1,27,?,?,surb={'id': '597c19d4-8a67-4f68-80da-c3e51bdf2b91', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769740803.2103214,SENT,a1e3a988-d47c-498f-8499-621be206c034,4b0aa6f3-5607-4a01-8bb3-17877f3cc4ad,c2,c1,3384,?,p2,
1769740803.2104185,CREATED,bbed30d3-4b3f-4a3d-a7c9-24e38486d5e6,cfec25a2-f956-4ea4-a98b-3aec9967fe1d,c2,c1,27,?,?,surb={'id': '597c19d4-8a67-4f68-80da-c3e51bdf2b91', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769740803.2152033,RECEIVED,95a32997-b7c4-413f-b57e-80de8c9da916,4250037e-210c-4c80-a9ad-65966be2b8dd,c5,c2,26,p2,?,surb={'id': '1c4099d0-904d-4ee6-8106-4e67a093bccd', 'route': ['p2', 'e5', 'i10', 'x9', 'p2', 'c5']}
1769740803.2287128,RECEIVED,de6211e8-fdaf-44e4-a7a1-78073d2d7d90,a15862a4-2aa8-40e2-becb-5718efd294d3,c4,c2,27,p2,?,surb={'id': '48fb0f7b-c494-48fd-b1fe-2255b312a1db', 'route': ['p2', 'e1', 'i4', 'x7', 'p1', 'c4']}
1769740803.3038585,RECEIVED,b8c64fb8-8f70-4cb7-ba64-05d44c99ec7a,a6332b24-c4d3-4b9d-a698-56a2021186de,c4,c2,27,p2,?,surb={'id': 'ac039594-0595-47e5-8f3a-b35fc4f741cc', 'route': ['p2', 'e10', 'i1', 'x10', 'p1', 'c4']}
1769740803.3153734,RECEIVED,6259c1e9-8d72-41fd-b95b-178bcc4858ea,a6332b24-c4d3-4b9d-a698-56a2021186de,c4,c2,27,p2,?,surb={'id': 'ac039594-0595-47e5-8f3a-b35fc4f741cc', 'route': ['p2', 'e10', 'i1', 'x10', 'p1', 'c4']}
1769740803.3811986,RECEIVED,9a32771d-6235-424c-949a-806c8801fd98,88748f7e-d697-4497-bae7-e76459de4385,c5,c2,26,p2,?,surb={'id': 'ae55e885-9811-44ee-8293-a7e73f2dc2ea', 'route': ['p2', 'e2', 'i9', 'x8', 'p2', 'c5']}
1769740803.398214,RECEIVED,cdbc98d2-0505-4ab8-b0b5-eaaad747cdc9,75adf195-f4ac-42e3-af38-c84b509cda5f,c1,c2,26,p2,?,surb={'id': 'f2548b58-75ce-463c-a426-9fb85a268f8d', 'route': ['p2', 'e9', 'i8', 'x5', 'p1', 'c1']}
1769740803.4878104,RECEIVED,814e6ff4-7b7c-42e9-a317-620e08c9e7a3,7905e424-fe0e-43e8-b902-2451d500ad87,c1,c2,27,p2,?,surb={'id': '3d73cf1e-d078-4d80-847a-6855c7d54069', 'route': ['p2', 'e10', 'i4', 'x9', 'p1', 'c1']}
1769740803.5606902,SENT,b4d0a923-7bb7-4797-993f-500ad74b811b,8c9be618-91a2-4428-90cb-58bdf87379e5,c2,c1,3376,?,p2,
1769740803.560822,CREATED,9f094604-bdd4-47c6-9a9f-c32dec7fc76b,15ece8e3-5fa8-47b4-96ef-8e006cc22bb8,c2,c1,27,?,?,surb={'id': '831ef09f-b21d-4bb2-bd4b-f1603abe3fee', 'route': ['p1', 'e8', 'i6', 'x1', 'p2', 'c2']}
1769740803.6043746,RECEIVED,3703e732-62af-4ed3-b03d-d8a5c6dd545d,eaa8028f-3c2f-4ee9-a89d-858f0b407e8f,c3,c2,27,p2,?,surb={'id': 'cb4e2afc-e07d-4041-b0b0-0aee718bb3a2', 'route': ['p2', 'e10', 'i4', 'x1', 'p3', 'c3']}
1769740803.6092713,RECEIVED,3bc5b23c-7f6d-4d0e-906c-04d0884a1361,f8d849b3-7c5d-4365-a967-e03d6dc63207,c4,c2,26,p2,?,surb={'id': '2f99b790-1c1e-4e7d-9d50-ada1a647df9e', 'route': ['p2', 'e12', 'i12', 'x1', 'p1', 'c4']}
1769740803.6549249,RECEIVED,e7f1f633-548c-4cce-bb86-3d8f464901e6,ef174806-ddd1-41f3-8243-58800b1947be,c5,c2,27,p2,?,surb={'id': 'e06668bf-6ab1-4710-8164-2af39c1646d3', 'route': ['p2', 'e6', 'i11', 'x11', 'p2', 'c5']}
1769740803.8753111,RECEIVED,be884d37-d35c-491e-9a06-5c9a7eacbfa2,88748f7e-d697-4497-bae7-e76459de4385,c5,c2,26,p2,?,surb={'id': 'ae55e885-9811-44ee-8293-a7e73f2dc2ea', 'route': ['p2', 'e2', 'i9', 'x8', 'p2', 'c5']}
1769740803.951319,RECEIVED,dd19f64f-cd35-433b-969f-6ae34e07d03d,fd568560-ce92-4eef-ab22-17408c58aa3d,c1,c2,27,p2,?,surb={'id': '0bbc3264-5b37-492b-9b45-5d9302681dde', 'route': ['p2', 'e4', 'i12', 'x3', 'p1', 'c1']}
1769740804.041367,RECEIVED,0e45dea1-a894-4eca-be69-c7da9bf96c9e,5110fa74-76cf-4782-a992-2fd0880a7c75,c3,c2,27,p2,?,surb={'id': '496b3530-da9b-4b9b-835f-5c4549f5c3ca', 'route': ['p2', 'e5', 'i11', 'x1', 'p3', 'c3']}
1769740804.1071723,RECEIVED,fa5efe82-51a2-4db4-a8a8-9266b57b9d6a,25cf2815-497e-4e6f-9c57-f6bc116029a3,c5,c2,27,p2,?,surb={'id': 'e9d0fd67-d6d3-41b1-a63e-e9bfe8b72c79', 'route': ['p2', 'e2', 'i8', 'x9', 'p2', 'c5']}
1769740804.25225,RECEIVED,46a2704c-8d60-48a8-a7dc-769dd5e934f4,7ec56478-177b-4b2a-8020-d810960e4b8e,c3,c2,27,p2,?,surb={'id': 'fb3413c9-b7ee-4173-b7d8-220595651813', 'route': ['p2', 'e8', 'i11', 'x7', 'p3', 'c3']}
1769740804.3325174,RECEIVED,cbc63b1d-0df1-431e-832c-25fca83df088,c5ed9a72-b588-45eb-b9cf-f23f2f040d18,c5,c2,27,p2,?,surb={'id': '7045c4bd-7331-4ddc-ad28-bb71d59c2dc7', 'route': ['p2', 'e7', 'i12', 'x3', 'p2', 'c5']}
1769740804.4311938,RECEIVED,36965f7b-ad0f-494e-b1f2-a2d9243d9fbe,1ab9ca85-80e3-40b9-b88f-bcc20ab2c64b,c4,c2,27,p2,?,surb={'id': '3d322948-000a-41c7-835f-b798b327fc0e', 'route': ['p2', 'e1', 'i12', 'x10', 'p1', 'c4']}
1769740804.4506574,RECEIVED,b12c746e-6fb2-432c-b555-891a27ee24ca,83d313c4-ab29-4c3d-adaf-f94c100eb3cb,c3,c2,27,p2,?,surb={'id': '18b91216-26e2-44e9-a2f8-a4b6d98e81cd', 'route': ['p2', 'e12', 'i6', 'x12', 'p3', 'c3']}
1769740804.4667144,RECEIVED,842909dc-8ae8-4fcc-ab3c-ee1eeb1cb0f7,6f460ecb-d797-434e-ac7a-8b6c3167acd9,c3,c2,27,p2,?,surb={'id': 'f37369b3-54ee-4a5a-86cf-b17aa320481f', 'route': ['p2', 'e12', 'i3', 'x6', 'p3', 'c3']}
1769740804.5105596,RECEIVED,ebbe3062-cc32-4a22-9700-202e431b5796,de5ab81b-c73a-4883-90ba-245179280ea1,c5,c2,25,p2,?,surb={'id': '85c6bcd6-d411-4d69-8695-cc682f9e6861', 'route': ['p2', 'e2', 'i11', 'x12', 'p2', 'c5']}
