timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769459302.358373,RECEIVED,49f895f0-cb1b-40f6-a383-c04c72c41e4d,a8eb9232-13aa-453c-942a-56b4d2a97860,c1,c5,1785,e5,?,
1769459302.6134696,SENT,49f895f0-cb1b-40f6-a383-c04c72c41e4d,a8eb9232-13aa-453c-942a-56b4d2a97860,c1,c5,1265,?,x12,
1769459302.6136148,FORWARDED,49f895f0-cb1b-40f6-a383-c04c72c41e4d,a8eb9232-13aa-453c-942a-56b4d2a97860,c1,c5,1265,?,x12,
1769459303.307083,RECEIVED,320618e1-64c0-4916-b795-74f2b816a810,3fb86fea-626a-43a5-bcb1-9c2596163c8a,c4,DROP,1020,e12,?,
1769459303.4236915,SENT,320618e1-64c0-4916-b795-74f2b816a810,3fb86fea-626a-43a5-bcb1-9c2596163c8a,c4,DROP,692,?,x2,
1769459303.423838,FORWARDED,320618e1-64c0-4916-b795-74f2b816a810,3fb86fea-626a-43a5-bcb1-9c2596163c8a,c4,DROP,692,?,x2,
1769459304.1742249,RECEIVED,4bc70abe-8e84-4b1f-944a-cf02b36097ee,6d49105f-5937-41e2-a08e-92cfc2f97e15,c1,c5,1784,e4,?,
1769459304.3212101,RECEIVED,3fa61551-1bf7-4746-899c-422f50b2d581,deeaebbb-5d79-41bc-895a-000afa88c69e,c4,c5,1771,e5,?,
1769459304.3622444,SENT,4bc70abe-8e84-4b1f-944a-cf02b36097ee,6d49105f-5937-41e2-a08e-92cfc2f97e15,c1,c5,1264,?,x11,
1769459304.36251,FORWARDED,4bc70abe-8e84-4b1f-944a-cf02b36097ee,6d49105f-5937-41e2-a08e-92cfc2f97e15,c1,c5,1264,?,x11,
1769459304.5110393,SENT,3fa61551-1bf7-4746-899c-422f50b2d581,deeaebbb-5d79-41bc-895a-000afa88c69e,c4,c5,1255,?,x7,
1769459304.5112212,FORWARDED,3fa61551-1bf7-4746-899c-422f50b2d581,deeaebbb-5d79-41bc-895a-000afa88c69e,c4,c5,1255,?,x7,
1769459304.5578547,RECEIVED,6ca86ddf-092c-4fca-a30a-ce85a851f301,bbdefdb0-59c9-41a7-b190-2451366fd8ec,c1,None,1595,e1,?,
1769459304.7612169,RECEIVED,4eb6eb05-c7f0-4720-ab4a-a6fd0d3674a1,8a99a5dc-cc8e-450b-8822-73c5f70eacdd,c3,c2,1775,e12,?,
1769459304.9044025,RECEIVED,454439bb-47e4-48b2-a3fe-d7c76c18b922,c8cb9eeb-42e1-4d00-a6cb-2a7076dff22e,c2,c4,1793,e12,?,
1769459305.2771716,RECEIVED,5c98a226-28e9-431b-adb0-3f565bdc476a,370cdded-56fc-404f-b642-3afd55aca87c,c2,c4,1783,e1,?,
1769459305.329482,SENT,454439bb-47e4-48b2-a3fe-d7c76c18b922,c8cb9eeb-42e1-4d00-a6cb-2a7076dff22e,c2,c4,1272,?,x10,
1769459305.3309076,FORWARDED,454439bb-47e4-48b2-a3fe-d7c76c18b922,c8cb9eeb-42e1-4d00-a6cb-2a7076dff22e,c2,c4,1272,?,x10,
1769459305.3776388,RECEIVED,11e4039f-0fae-4ea4-ab14-ec9bc5410ae3,f0653a12-e067-40a4-8575-f070ac2c0669,c4,DROP,445,x10,?,
1769459305.4117932,RECEIVED,b7d23da8-cfd0-4ced-8f4f-dc89226a2601,f6572480-bf12-439e-a585-5b689b71e8a0,c4,c5,1767,e5,?,
1769459305.5418534,SENT,4eb6eb05-c7f0-4720-ab4a-a6fd0d3674a1,8a99a5dc-cc8e-450b-8822-73c5f70eacdd,c3,c2,1260,?,x5,
1769459305.541979,FORWARDED,4eb6eb05-c7f0-4720-ab4a-a6fd0d3674a1,8a99a5dc-cc8e-450b-8822-73c5f70eacdd,c3,c2,1260,?,x5,
1769459305.6039531,SENT,6ca86ddf-092c-4fca-a30a-ce85a851f301,bbdefdb0-59c9-41a7-b190-2451366fd8ec,c1,None,1123,?,x6,
1769459305.6045265,FORWARDED,6ca86ddf-092c-4fca-a30a-ce85a851f301,bbdefdb0-59c9-41a7-b190-2451366fd8ec,c1,None,1123,?,x6,
1769459306.3453217,RECEIVED,cbe78851-4dc1-4fb4-a3b5-c8d4a05263cd,35d9a784-6cfe-4432-8560-936f165ac2df,c2,None,1616,e12,?,
1769459306.3723161,SENT,5c98a226-28e9-431b-adb0-3f565bdc476a,370cdded-56fc-404f-b642-3afd55aca87c,c2,c4,1264,?,x8,
1769459306.3726351,FORWARDED,5c98a226-28e9-431b-adb0-3f565bdc476a,370cdded-56fc-404f-b642-3afd55aca87c,c2,c4,1264,?,x8,
1769459306.5525026,RECEIVED,814489fd-1d05-4ae5-aab9-7ddad0e1c11c,d06f94f4-51a8-439f-a4a9-944cbeb225de,c2,None,1596,e8,?,
1769459306.60022,RECEIVED,f87888e3-a5ea-48d5-8eae-71d6f151cdff,ae6c9b82-d0a5-497c-8b72-a4d1fc8a6977,c1,None,1596,e8,?,
1769459306.6413417,SENT,b7d23da8-cfd0-4ced-8f4f-dc89226a2601,f6572480-bf12-439e-a585-5b689b71e8a0,c4,c5,1252,?,x6,
1769459306.6414323,FORWARDED,b7d23da8-cfd0-4ced-8f4f-dc89226a2601,f6572480-bf12-439e-a585-5b689b71e8a0,c4,c5,1252,?,x6,
1769459306.8897417,SENT,f87888e3-a5ea-48d5-8eae-71d6f151cdff,ae6c9b82-d0a5-497c-8b72-a4d1fc8a6977,c1,None,1124,?,x4,
1769459306.8898602,FORWARDED,f87888e3-a5ea-48d5-8eae-71d6f151cdff,ae6c9b82-d0a5-497c-8b72-a4d1fc8a6977,c1,None,1124,?,x4,
1769459306.9928105,SENT,814489fd-1d05-4ae5-aab9-7ddad0e1c11c,d06f94f4-51a8-439f-a4a9-944cbeb225de,c2,None,1123,?,x9,
1769459306.9929662,FORWARDED,814489fd-1d05-4ae5-aab9-7ddad0e1c11c,d06f94f4-51a8-439f-a4a9-944cbeb225de,c2,None,1123,?,x9,
1769459307.275232,RECEIVED,8dc63654-ebff-4e4f-9959-23e3fa0bb213,0500892f-fe76-43c0-a176-ad503a972aa8,c3,c2,1776,e10,?,
1769459307.3018878,SENT,cbe78851-4dc1-4fb4-a3b5-c8d4a05263cd,35d9a784-6cfe-4432-8560-936f165ac2df,c2,None,1138,?,x12,
