timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453428.6655774,SENT,d84662af-d6f3-4a51-8699-9a7fd135136c,30fe605a-f0a6-461b-a9a6-10bccf09c45d,c4,c2,3363,?,p1,
1769453428.6657248,CREATED,bae26f82-1c73-49cd-80e1-9bd08288c910,8524ffc9-c954-4e63-ae10-711ebb32a09f,c4,c2,26,?,?,surb={'id': '4f4ba502-2ef9-46de-99fb-a7a06364a420', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c4']}
1769453429.2635412,RECEIVED,bf46bce2-4dd7-4f49-b126-093979dd88dc,1689f61e-8547-49e3-af78-eaef780b9f61,c5,c4,27,p1,?,surb={'id': 'f525579e-bf66-4b04-b8ed-4b9d4d96df34', 'route': ['p1', 'e10', 'i5', 'x7', 'p2', 'c5']}
1769453429.28379,SENT,89e2067e-e17d-45d6-8e87-97733193a92d,3eb97836-0a78-4715-9f08-75f670400879,c4,c2,3393,?,p1,
1769453429.28389,CREATED,e7636134-2cf0-462e-906e-2b31c21647ee,8524ffc9-c954-4e63-ae10-711ebb32a09f,c4,c2,26,?,?,surb={'id': '4f4ba502-2ef9-46de-99fb-a7a06364a420', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c4']}
1769453429.3059604,RECEIVED,10e891f3-8261-4acd-b7d8-f2a14fa0646a,ac5088bd-7fbb-4e10-8818-242c89b3e639,c5,c4,26,p1,?,surb={'id': 'aefac633-9a21-4f04-b5ef-5f723f07a4d4', 'route': ['p1', 'e3', 'i9', 'x4', 'p2', 'c5']}
1769453429.5216727,RECEIVED,75090383-5a6c-4025-b4f6-807b49993090,880d1720-bbcb-4236-a0b6-2c9953646ce6,c5,c4,27,p1,?,surb={'id': 'cc2715e7-a993-4322-81d4-2325bd82a599', 'route': ['p1', 'e11', 'i8', 'x4', 'p2', 'c5']}
1769453429.5783293,SENT,5c5a9e3c-ed53-4e70-be17-bd3df57e9fd1,9d6841e5-3bd9-4120-8730-cfab7a51af37,c4,c2,3389,?,p1,
1769453429.578495,CREATED,2d6bf34c-0a02-43eb-8314-b15925e86f38,ab28f4eb-a3b3-4ca2-911c-56e249e8371a,c4,c2,27,?,?,surb={'id': '2a684519-4dbd-4ff5-820f-d7467cdb13a0', 'route': ['p2', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769453429.6843648,SENT,779393da-4f53-42fc-bc24-14edfbb521e4,0bdbf32d-2ce4-436d-b2a3-c5d1579a8f05,c4,c2,3375,?,p1,
1769453429.684509,CREATED,06d0252d-00a7-43d9-9273-3f3bd8ab2d5b,ab28f4eb-a3b3-4ca2-911c-56e249e8371a,c4,c2,27,?,?,surb={'id': '2a684519-4dbd-4ff5-820f-d7467cdb13a0', 'route': ['p2', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769453429.8555334,RECEIVED,f86778f3-6c50-414b-8720-6b824696bbe6,f5b99096-73ab-4224-80a6-5fe3de323d57,c5,c4,26,p1,?,surb={'id': 'dcbf1323-047d-4fc5-9183-a78925186222', 'route': ['p1', 'e1', 'i10', 'x3', 'p2', 'c5']}
1769453429.9221165,SENT,07c80c3d-140b-4783-b509-2a0d838c6538,47e3acd7-1a42-432a-a259-e18e03a4732e,c4,c2,3399,?,p1,
1769453429.9222085,CREATED,679f5122-01c8-4972-bfd4-b4d6b8832889,05f67179-1660-4fa0-8898-21407226e140,c4,c2,27,?,?,surb={'id': '16bcf16b-50bb-4797-8f7a-34f8b4550b0a', 'route': ['p2', 'e11', 'i7', 'x12', 'p1', 'c4']}
1769453429.9753783,RECEIVED,151e5bd3-84a2-47eb-85cc-542f50bedaef,db57c5b2-1236-4038-902c-ec339d75b88a,c5,c4,25,p1,?,surb={'id': 'dab49000-b40d-4a26-8d1f-39cf09e39c43', 'route': ['p1', 'e6', 'i1', 'x2', 'p2', 'c5']}
1769453430.1511118,SENT,15e6006b-7aa7-40a9-bcf6-438d5dd93e7a,3657b507-7a75-41ff-a050-b27bc7bb9a7c,c4,c2,3395,?,p1,
1769453430.1512365,CREATED,781152a4-f609-4a5b-907e-bc8d870b4aca,05f67179-1660-4fa0-8898-21407226e140,c4,c2,27,?,?,surb={'id': '16bcf16b-50bb-4797-8f7a-34f8b4550b0a', 'route': ['p2', 'e11', 'i7', 'x12', 'p1', 'c4']}
1769453430.3121626,RECEIVED,2392bef4-fd2e-4409-af8d-8e7624ebcc36,6446f21c-96a3-4c9f-9cf8-34cfacb83a41,c5,c4,27,p1,?,surb={'id': 'b901aa53-40c2-46cd-8607-ec78ce990685', 'route': ['p1', 'e7', 'i1', 'x4', 'p2', 'c5']}
1769453430.365341,SENT,9329a6e5-cbaa-4549-9775-3f25d84efa3d,434965cd-d5bf-4ef3-918a-8c8c0ae5bbe3,c4,c2,3392,?,p1,
1769453430.3654282,CREATED,3684b561-fb37-48a8-9898-977bcf2389d1,6bf07254-8c5a-4e5e-8855-f4cf0cd61266,c4,c2,27,?,?,surb={'id': '2db39cf9-0ce0-48fc-aa51-819063679e47', 'route': ['p2', 'e6', 'i12', 'x5', 'p1', 'c4']}
1769453430.7233112,SENT,b8aa02fb-78da-4bee-85d9-f831ca5a4bda,0539764a-3e77-4465-9181-330212099525,c4,c2,3385,?,p1,
1769453430.723429,CREATED,f78ffa50-a650-4bd4-9f30-0efe4432163c,6bf07254-8c5a-4e5e-8855-f4cf0cd61266,c4,c2,27,?,?,surb={'id': '2db39cf9-0ce0-48fc-aa51-819063679e47', 'route': ['p2', 'e6', 'i12', 'x5', 'p1', 'c4']}
1769453430.820941,RECEIVED,11d7b3ce-c6ad-463c-9e6e-079bf17eceae,e08aae06-98bb-487f-b050-5f850cc850aa,c5,c4,27,p1,?,surb={'id': '4e77828a-4f46-4d61-8eaa-0e6fb5315fde', 'route': ['p1', 'e11', 'i9', 'x8', 'p2', 'c5']}
1769453430.9732955,RECEIVED,1257c51c-ee30-44aa-aee5-182d8179f0fc,6446f21c-96a3-4c9f-9cf8-34cfacb83a41,c5,c4,27,p1,?,surb={'id': 'b901aa53-40c2-46cd-8607-ec78ce990685', 'route': ['p1', 'e7', 'i1', 'x4', 'p2', 'c5']}
1769453431.1465127,SENT,07bc1636-2f70-472d-8acc-59ee5d68d00f,7c99e3f5-4c94-4646-8214-6ecf8596827a,c4,c2,3404,?,p1,
1769453431.146663,CREATED,c15df0db-ab50-475e-9c89-8307f24a3feb,3fa250c7-0d3f-4a18-993e-20b2af53e0e0,c4,c2,27,?,?,surb={'id': '3b84e690-dc5d-4524-8c72-34cf30ee2441', 'route': ['p2', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769453431.2453635,SENT,ecfbc922-c7d6-4d6c-910b-166f2de47295,dec5de6d-a5d0-4621-9e7f-91cca59e8a09,c4,c2,3397,?,p1,
1769453431.245496,CREATED,bc0a6301-8110-4605-a7dc-4688e4766cac,3fa250c7-0d3f-4a18-993e-20b2af53e0e0,c4,c2,27,?,?,surb={'id': '3b84e690-dc5d-4524-8c72-34cf30ee2441', 'route': ['p2', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769453431.4611206,SENT,19ea9439-9127-4a7e-b53f-9e443b237053,fcd9b526-b3aa-4340-9dff-e9f08860318b,c4,c2,3359,?,p1,
1769453431.4611936,CREATED,ed29ebf0-d144-41b0-9ceb-f4ea539ca1c7,87a3aa63-28b0-4f29-855b-1fb3ddb08f40,c4,c2,26,?,?,surb={'id': '9cbfa344-68e8-4ce7-a055-3867673ac1aa', 'route': ['p2', 'e5', 'i12', 'x2', 'p1', 'c4']}
1769453431.473298,SENT,f5df9b48-6b11-49a3-b915-3323011d123e,6e805bcb-a293-4d13-8b20-1b7893d1b7f3,c4,c2,3376,?,p1,
1769453431.4733698,CREATED,cd0975a5-908f-4df4-b9da-68c8cc5a5659,87a3aa63-28b0-4f29-855b-1fb3ddb08f40,c4,c2,26,?,?,surb={'id': '9cbfa344-68e8-4ce7-a055-3867673ac1aa', 'route': ['p2', 'e5', 'i12', 'x2', 'p1', 'c4']}
1769453431.8084145,SENT,fc25b0fd-e4de-46a2-a296-fac6c7d81857,bb1ea007-1a30-4625-ab5d-ae2467f6b877,c4,c2,3355,?,p1,
1769453431.8085039,CREATED,309ea46b-b7f7-46d1-865b-57cdb7d18f6a,b3c3392f-1b74-4bdd-b198-1f778fc912fb,c4,c2,25,?,?,surb={'id': 'fd391bb3-0ba4-43a8-b560-f9a1106aa8cb', 'route': ['p2', 'e1', 'i8', 'x7', 'p1', 'c4']}
1769453432.1180315,SENT,16041cf2-6ace-4a90-aae4-96463221d71f,03fce33d-48e9-4b26-97f5-6a00136571b0,c4,c2,3355,?,p1,
1769453432.1182334,CREATED,7202ff46-2378-41be-908f-5f072f26e3cd,b3c3392f-1b74-4bdd-b198-1f778fc912fb,c4,c2,25,?,?,surb={'id': 'fd391bb3-0ba4-43a8-b560-f9a1106aa8cb', 'route': ['p2', 'e1', 'i8', 'x7', 'p1', 'c4']}
1769453432.1337645,SENT,41048bdc-e516-4060-ac0c-8adf7d4bb41a,b33287f2-a2e1-408a-8853-2e8baa33e1e5,c4,c2,3395,?,p1,
1769453432.1344266,CREATED,de9a310a-5bd6-4147-9873-51488535377d,ce5afa5f-770a-4328-9d33-5d180ededfce,c4,c2,27,?,?,surb={'id': 'e2c05148-e48f-4912-8f10-a403c430b9f5', 'route': ['p2', 'e7', 'i11', 'x7', 'p1', 'c4']}
1769453432.1955373,RECEIVED,c2b34e5f-a002-466e-816b-6393b3562eb0,4ef7ed7a-e125-43c7-836c-fb06a64ca51e,c5,c4,27,p1,?,surb={'id': 'f1218a58-caca-44ea-b646-b8ce36d5e8e1', 'route': ['p1', 'e10', 'i5', 'x8', 'p2', 'c5']}
1769453432.2038977,RECEIVED,76d4901d-23e3-4579-aff2-0756fb772eeb,5b1ec2fd-5a05-4382-b27f-61fa1ec0d930,c5,c4,27,p1,?,surb={'id': '8c523256-df44-40d6-85de-338c31054c4b', 'route': ['p1', 'e6', 'i12', 'x4', 'p2', 'c5']}
1769453432.25892,SENT,a84cdad0-8cf2-40a4-b6a0-6056f7f0a576,724b13a5-5bed-47e7-b609-41e8425934a9,c4,c2,3360,?,p1,
1769453432.2590945,CREATED,dd1838eb-4e6a-410f-aca9-fe7b14a63710,ce5afa5f-770a-4328-9d33-5d180ededfce,c4,c2,27,?,?,surb={'id': 'e2c05148-e48f-4912-8f10-a403c430b9f5', 'route': ['p2', 'e7', 'i11', 'x7', 'p1', 'c4']}
1769453432.3220859,SENT,2fb06235-b78d-46e0-a035-b8cda8440739,3bac68de-783c-4ecf-9262-34694d06e70e,c4,c2,3399,?,p1,
1769453432.32225,CREATED,66036870-979f-441f-b9ea-d218a5b0e7ae,ea57636c-891d-4c44-8574-a1d3e6784644,c4,c2,27,?,?,surb={'id': 'f2aa4ce6-22fd-4382-aa61-d606291919e5', 'route': ['p2', 'e10', 'i10', 'x2', 'p1', 'c4']}
1769453433.1282687,SENT,e579b357-1d5b-42d5-8356-cb72fd087d8e,c1374dce-e9a6-44dd-9620-36edd391cac3,c4,c2,3387,?,p1,
1769453433.1284406,CREATED,a0cef035-ed2f-432a-be1a-10b4fda21f37,ea57636c-891d-4c44-8574-a1d3e6784644,c4,c2,27,?,?,surb={'id': 'f2aa4ce6-22fd-4382-aa61-d606291919e5', 'route': ['p2', 'e10', 'i10', 'x2', 'p1', 'c4']}
1769453433.7334578,SENT,f9723adc-9d36-4618-b31f-3914c077079e,30eed52c-add7-438f-9eae-facbc3294fc8,c4,c2,3383,?,p1,
1769453433.7336109,CREATED,557fd4fe-969b-4e28-b3fb-9b731d1cab55,8816bf67-178c-457e-9bbd-140efb16269b,c4,c2,27,?,?,surb={'id': 'd4dac1b3-4f76-4300-8239-4b79fd9aa1dd', 'route': ['p2', 'e3', 'i4', 'x3', 'p1', 'c4']}
1769453433.7927988,RECEIVED,ca6b55ee-b8f8-434b-abf8-b3b582edf280,7312d870-5722-4c18-82bf-a3d287778780,c5,c4,27,p1,?,surb={'id': '4ae4c169-9e31-492a-8a86-b601992492c1', 'route': ['p1', 'e9', 'i9', 'x11', 'p2', 'c5']}
1769453433.846864,SENT,c0496e01-401e-466a-8684-9880d15eeada,9448f01a-a3ac-4677-8372-ff605125229b,c4,c2,3400,?,p1,
1769453433.8470142,CREATED,05ac1107-b883-422c-a2a0-f875dffbceed,8816bf67-178c-457e-9bbd-140efb16269b,c4,c2,27,?,?,surb={'id': 'd4dac1b3-4f76-4300-8239-4b79fd9aa1dd', 'route': ['p2', 'e3', 'i4', 'x3', 'p1', 'c4']}
1769453433.9070194,RECEIVED,a76b17bf-5c22-42fa-a2bd-695734a5ff1e,8017df42-8f41-4782-971f-c69dcdea851f,c5,c4,27,p1,?,surb={'id': '5261bdb4-5ae8-49da-953c-5375349e941a', 'route': ['p1', 'e2', 'i12', 'x11', 'p2', 'c5']}
1769453434.5685563,RECEIVED,434fa9d4-7c1c-4c21-b13c-fb0989f09801,26c95e60-391a-4248-89ab-e0b6d65185d7,c5,c4,26,p1,?,surb={'id': '6755de76-8390-4196-bf06-62ed745bfe1f', 'route': ['p1', 'e7', 'i8', 'x7', 'p2', 'c5']}
1769453434.7193096,RECEIVED,64208872-f093-4059-a40c-46d00eb3d8cd,692de79e-065a-4af8-af6d-3cfea85a01e0,c5,c4,27,p1,?,surb={'id': '73a8285a-223f-423b-8963-986119ca74f7', 'route': ['p1', 'e3', 'i6', 'x2', 'p2', 'c5']}
1769453435.170707,RECEIVED,e3873ac7-1769-48c2-b8ec-51d11c988dc3,4ef7ed7a-e125-43c7-836c-fb06a64ca51e,c5,c4,27,p1,?,surb={'id': 'f1218a58-caca-44ea-b646-b8ce36d5e8e1', 'route': ['p1', 'e10', 'i5', 'x8', 'p2', 'c5']}
1769453435.7008047,SENT,b5e4b796-9bc0-4e37-b062-4b7f2cc51e51,24c0a33c-b8ca-4b42-9280-32dbd6ff7c5c,c4,c2,3392,?,p1,
1769453435.7009525,CREATED,883d9039-0d76-4359-9c31-1e4e694b1ab2,cc39c038-f7a1-415d-ae75-8cddeb2047da,c4,c2,27,?,?,surb={'id': '8f248d46-fb4b-41be-bf25-22290d9e14fe', 'route': ['p2', 'e3', 'i11', 'x11', 'p1', 'c4']}
1769453435.7084389,RECEIVED,3e876601-a576-405b-9d3e-5e598d584f3a,e061c47e-4d48-47c6-be9d-41bc8c325179,c5,c4,27,p1,?,surb={'id': '88677243-6bf1-453e-bbc7-e9641596b8e1', 'route': ['p1', 'e9', 'i8', 'x7', 'p2', 'c5']}
1769453435.7377563,SENT,dd6f3dd1-ee7d-4bd3-97cd-70f89eb50e16,135e7fc9-e95d-4c7c-acbc-5d66d8324b31,c4,c2,3388,?,p1,
1769453435.737896,CREATED,a702ef44-af49-4109-a4f2-306d539161b3,cc39c038-f7a1-415d-ae75-8cddeb2047da,c4,c2,27,?,?,surb={'id': '8f248d46-fb4b-41be-bf25-22290d9e14fe', 'route': ['p2', 'e3', 'i11', 'x11', 'p1', 'c4']}
1769453436.2307076,RECEIVED,1422d8e3-9f93-4bd7-9d6c-2dcb5b38ccfb,0eefaa22-5838-4e81-a401-381dfb91caf4,c5,c4,26,p1,?,surb={'id': 'd9b24042-a954-4b64-92c1-a5544f9c9f49', 'route': ['p1', 'e10', 'i5', 'x9', 'p2', 'c5']}
1769453436.2623394,SENT,75a6c8bd-8585-4554-b0a1-4e69975faf20,5acb8fa8-1401-4fdc-b40e-eaaa0e6e9155,c4,c2,3380,?,p1,
1769453436.262492,CREATED,dfbafb0b-efb0-4a9c-b015-eb752689225f,2d54c31e-de6e-4ea5-bcc9-3431ff945a89,c4,c2,27,?,?,surb={'id': '0f2a650e-7f6f-4fab-90c2-c64e4aca5ed4', 'route': ['p2', 'e4', 'i3', 'x6', 'p1', 'c4']}
1769453436.325748,RECEIVED,dda032c6-9afc-4b37-962a-f58c61432a66,8017df42-8f41-4782-971f-c69dcdea851f,c5,c4,27,p1,?,surb={'id': '5261bdb4-5ae8-49da-953c-5375349e941a', 'route': ['p1', 'e2', 'i12', 'x11', 'p2', 'c5']}
1769453436.5073404,SENT,9166386f-c55c-43b2-95ef-635606baf8bb,dc35c673-492a-4d47-beac-6d4f9ea9fd9c,c4,c2,3371,?,p1,
1769453436.5074828,CREATED,5266646f-138e-45e8-b439-6da8f7a50698,2d54c31e-de6e-4ea5-bcc9-3431ff945a89,c4,c2,27,?,?,surb={'id': '0f2a650e-7f6f-4fab-90c2-c64e4aca5ed4', 'route': ['p2', 'e4', 'i3', 'x6', 'p1', 'c4']}
1769453436.7522583,SENT,f6707ea1-c914-4802-9af9-62dedfd94b86,ccbdab2e-1f3c-44c9-8a70-62fab667160d,c4,c2,3364,?,p1,
1769453436.7524135,CREATED,849d6d60-dffb-4d4a-b01f-6e4008bc1553,ce7f0b0b-b31e-45eb-b924-170932f5b21f,c4,c2,27,?,?,surb={'id': '0478871d-83d8-45d4-8ea4-666849402729', 'route': ['p2', 'e4', 'i4', 'x10', 'p1', 'c4']}
1769453436.8822534,RECEIVED,739f8bc0-739e-434f-8039-6827dd1b97ea,e061c47e-4d48-47c6-be9d-41bc8c325179,c5,c4,27,p1,?,surb={'id': '88677243-6bf1-453e-bbc7-e9641596b8e1', 'route': ['p1', 'e9', 'i8', 'x7', 'p2', 'c5']}
1769453437.0354767,RECEIVED,310817ff-96af-4930-a5a0-8649c81dc86f,717a316f-9d2a-47d5-9bc7-1df4830e2507,c5,c4,27,p1,?,surb={'id': '9d2f6881-2eab-4ad4-b415-4ae8d89d2698', 'route': ['p1', 'e5', 'i7', 'x11', 'p2', 'c5']}
1769453437.085181,SENT,eb01d91a-fd52-4639-96d9-c42b8685d43f,3bcb01e9-c468-4001-a112-a9020eb7bd33,c4,c2,3389,?,p1,
1769453437.0853486,CREATED,0bb56f71-1548-4f8d-87e5-ee3060683b44,ce7f0b0b-b31e-45eb-b924-170932f5b21f,c4,c2,27,?,?,surb={'id': '0478871d-83d8-45d4-8ea4-666849402729', 'route': ['p2', 'e4', 'i4', 'x10', 'p1', 'c4']}
1769453437.3643763,SENT,f4914b8d-0823-4178-936c-8623fe8f16dd,ad38b510-53a4-4269-a0dc-be9d6309c08b,c4,c2,3389,?,p1,
1769453437.3645287,CREATED,3b74695b-d1f3-468b-af16-64a5dcc23b22,bc584aef-d441-4c8a-8e4c-f1ffc1661711,c4,c2,27,?,?,surb={'id': 'cb68955e-de33-4931-b510-3964051ce6ca', 'route': ['p2', 'e5', 'i12', 'x4', 'p1', 'c4']}
1769453437.505158,SENT,c09fbd42-09c2-462d-b123-6b1d5047b4de,ee4e846b-2b52-4804-b1aa-aaa4e3a1f320,c4,c2,3379,?,p1,
1769453437.505311,CREATED,fd4b4885-89cd-4199-8b2f-22362ea44010,bc584aef-d441-4c8a-8e4c-f1ffc1661711,c4,c2,27,?,?,surb={'id': 'cb68955e-de33-4931-b510-3964051ce6ca', 'route': ['p2', 'e5', 'i12', 'x4', 'p1', 'c4']}
1769453437.5642178,RECEIVED,4106650e-9ac8-4749-8f64-32cfd7dfe2c6,a57e3046-1cae-4fad-9e7f-290494c999c4,c5,c4,27,p1,?,surb={'id': '98440c4e-d4c1-4ae8-9d2f-d06307b71be9', 'route': ['p1', 'e3', 'i5', 'x5', 'p2', 'c5']}
1769453437.7425,SENT,2fdddac8-b2fd-4510-8985-c832d7d7d964,0a81ecd0-2b90-4027-8e95-4cf756d678d3,c4,c2,3395,?,p1,
1769453437.742621,CREATED,7eda4d73-d2aa-4d7c-8364-89bc3203eaa4,206c8296-e747-401a-919d-cb1c4198118d,c4,c2,27,?,?,surb={'id': '626a8b8d-f60a-48cc-bfbf-3dff10186087', 'route': ['p2', 'e9', 'i10', 'x7', 'p1', 'c4']}
1769453437.937498,SENT,9eac2a54-dc58-48e5-8f96-e16a41663825,3a8ee414-d343-4654-aef3-80be1de82c3c,c4,c2,3375,?,p1,
1769453437.9376316,CREATED,6850cbe6-f27c-4e8c-9607-cbf8f1585d4d,206c8296-e747-401a-919d-cb1c4198118d,c4,c2,27,?,?,surb={'id': '626a8b8d-f60a-48cc-bfbf-3dff10186087', 'route': ['p2', 'e9', 'i10', 'x7', 'p1', 'c4']}
1769453438.235809,RECEIVED,335c22fa-58e7-4127-8226-610215a1ad5f,28cbaf66-3afd-478d-86d0-3ffee40d1843,c5,c4,27,p1,?,surb={'id': '4dcca70f-f15d-4076-bdf8-4a7d42a805cd', 'route': ['p1', 'e8', 'i11', 'x5', 'p2', 'c5']}
1769453438.3004382,SENT,84520a43-b76a-4758-a7e0-355999bc95c6,e4c349f0-5822-49cd-9ceb-638e131f9db8,c4,c2,3376,?,p1,
1769453438.3005896,CREATED,def67fb6-c734-498d-b227-721f81e17ae6,12cf3044-8fc0-4e00-a0a0-864b9eff1d58,c4,c2,26,?,?,surb={'id': 'eacd92fe-2eec-4791-a299-99a24e476162', 'route': ['p2', 'e1', 'i8', 'x11', 'p1', 'c4']}
1769453438.4168837,SENT,4d54bde6-3593-47de-9c00-3239ad91f538,427b186c-16eb-4d07-a5a8-f4c05ffbcdac,c4,c2,3372,?,p1,
1769453438.4170117,CREATED,fc85f22c-d25d-457c-b05d-fe4336e5cadf,12cf3044-8fc0-4e00-a0a0-864b9eff1d58,c4,c2,26,?,?,surb={'id': 'eacd92fe-2eec-4791-a299-99a24e476162', 'route': ['p2', 'e1', 'i8', 'x11', 'p1', 'c4']}
1769453438.5275087,RECEIVED,ed2e42b2-5305-4ce7-a4b5-a1b8dd1d382b,a57e3046-1cae-4fad-9e7f-290494c999c4,c5,c4,27,p1,?,surb={'id': '98440c4e-d4c1-4ae8-9d2f-d06307b71be9', 'route': ['p1', 'e3', 'i5', 'x5', 'p2', 'c5']}
1769453438.8159575,RECEIVED,36d1f7f3-4bdf-4fdf-a649-50bbaae4328b,692de79e-065a-4af8-af6d-3cfea85a01e0,c5,c4,27,p1,?,surb={'id': '73a8285a-223f-423b-8963-986119ca74f7', 'route': ['p1', 'e3', 'i6', 'x2', 'p2', 'c5']}
1769453438.8301017,RECEIVED,b5049ddc-2407-459e-b45e-ea64260546e2,28cbaf66-3afd-478d-86d0-3ffee40d1843,c5,c4,27,p1,?,surb={'id': '4dcca70f-f15d-4076-bdf8-4a7d42a805cd', 'route': ['p1', 'e8', 'i11', 'x5', 'p2', 'c5']}
1769453438.8591423,SENT,27827122-88fe-4153-a8ca-b2aaaca0e527,f056e9d3-771a-4e26-8a06-b27d0849072a,c4,c2,3397,?,p1,
1769453438.8592675,CREATED,6e453310-f260-40a5-86ee-88d482d9823c,e64a8332-3c02-4fb3-a331-794dcfff6b75,c4,c2,27,?,?,surb={'id': '99760cc1-dad9-497f-ab18-cbf1cd17c38a', 'route': ['p2', 'e10', 'i1', 'x3', 'p1', 'c4']}
1769453438.869508,SENT,2dd65401-e42b-47c9-8358-257b8f98600d,a27615ca-d0fc-4f2c-88aa-eb4329892daf,c4,c2,3383,?,p1,
1769453438.8696277,CREATED,45bb0a45-b7be-4388-b4c1-70d0513f5456,e64a8332-3c02-4fb3-a331-794dcfff6b75,c4,c2,27,?,?,surb={'id': '99760cc1-dad9-497f-ab18-cbf1cd17c38a', 'route': ['p2', 'e10', 'i1', 'x3', 'p1', 'c4']}
1769453439.075499,SENT,6ce40f61-ae48-4559-a903-1dd7282ac474,4d98ae84-76d0-44cb-b94d-1be7a3519209,c4,c2,3361,?,p1,
1769453439.075632,CREATED,82e53f02-51fd-491a-92ec-d03c032e95d5,d6ade7f1-b8dc-49b8-85d2-2c33402e25e5,c4,c2,25,?,?,surb={'id': '60c0c2b1-5f4a-4eb4-870c-d303f12dfa7c', 'route': ['p2', 'e5', 'i9', 'x1', 'p1', 'c4']}
1769453439.3433232,SENT,b741dd26-7b8b-43e0-acae-c177d3358ebb,09580f38-fb1e-42ca-b04f-9055de834dae,c4,c2,3372,?,p1,
1769453439.343481,CREATED,da709920-09d3-44e6-83cd-f949c3e12586,d6ade7f1-b8dc-49b8-85d2-2c33402e25e5,c4,c2,25,?,?,surb={'id': '60c0c2b1-5f4a-4eb4-870c-d303f12dfa7c', 'route': ['p2', 'e5', 'i9', 'x1', 'p1', 'c4']}
1769453439.505331,RECEIVED,fb9f4f11-82db-46ed-a527-098e20de9428,1fef85ef-fb55-4b57-8bf2-ec141691b04b,c5,c4,27,p1,?,surb={'id': '8064dcb8-0526-4f31-8af8-182136d6f5c5', 'route': ['p1', 'e9', 'i2', 'x5', 'p2', 'c5']}
1769453439.6486018,RECEIVED,c56d5e9c-9840-4877-a18b-bba8823e876f,4f7a797b-1d73-4384-a95a-7c32783fc43f,c5,c4,27,p1,?,surb={'id': '315da538-e963-4d8f-a666-556a1cb84052', 'route': ['p1', 'e5', 'i3', 'x9', 'p2', 'c5']}
1769453439.7338643,SENT,7c2438e3-0f4b-41d5-b338-55026343fe84,cf8ea4a0-13bb-4db9-a3b7-40c8e402e64e,c4,c2,3375,?,p1,
1769453439.733942,CREATED,2f462e50-dfee-49a8-a7ed-17986d32859a,2d34e9bb-0eab-436c-98a5-7df2bd5f3de9,c4,c2,27,?,?,surb={'id': '0ceca1ae-0d7d-42ce-acb3-d4c024293e46', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c4']}
1769453439.969889,SENT,12f1f797-2db0-41eb-9fd5-93cf7deaf9f4,55cfa2fe-2a7d-4111-8c14-b95d50eb54f0,c4,c2,3395,?,p1,
1769453439.9699845,CREATED,df2f4fe0-8eb8-44a1-a578-41ce7ce928fe,2d34e9bb-0eab-436c-98a5-7df2bd5f3de9,c4,c2,27,?,?,surb={'id': '0ceca1ae-0d7d-42ce-acb3-d4c024293e46', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c4']}
1769453440.1779616,SENT,23625709-5dca-486e-abc2-f1d3b7beae0d,6041d8d0-673b-448f-b670-71848b8c75e0,c4,c2,3400,?,p1,
1769453440.1785457,CREATED,5022fd69-5932-4e44-82f8-9a38857e351e,1e362947-7f8e-4931-8d22-43244722505c,c4,c2,26,?,?,surb={'id': '2fd96b3b-b0c0-4657-a3cd-982aeed3c84e', 'route': ['p2', 'e5', 'i7', 'x5', 'p1', 'c4']}
1769453441.3687508,RECEIVED,79612cbc-021f-4a17-8048-9b91cde5f1a6,a716ddb7-ac2d-401e-b08a-44c358b91f4a,c5,c4,27,p1,?,surb={'id': '67e9215c-a0e1-4775-839c-2a7fc4688428', 'route': ['p1', 'e12', 'i3', 'x4', 'p2', 'c5']}
1769453441.5500114,SENT,c65c8c5a-217e-4b55-b580-32d647fe2512,e5093086-d42a-4cdf-8002-c5020ea641c8,c4,c2,3383,?,p1,
1769453441.5502017,CREATED,7873b927-d118-44fd-896a-6cbbb8f6ef75,1e362947-7f8e-4931-8d22-43244722505c,c4,c2,26,?,?,surb={'id': '2fd96b3b-b0c0-4657-a3cd-982aeed3c84e', 'route': ['p2', 'e5', 'i7', 'x5', 'p1', 'c4']}
1769453442.0131705,SENT,4c21611b-c8a5-4378-86d0-886f5793c4aa,b51cb453-783f-49fb-b6e1-0e0a75279949,c4,c2,3392,?,p1,
1769453442.0132394,CREATED,5ce9356d-7d7c-487a-9d35-ad1b991ebc81,70edc595-bd43-496e-898f-a1c18dcffd54,c4,c2,27,?,?,surb={'id': '56c32925-7294-4fa3-9beb-9f42e73c0d8e', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c4']}
1769453442.0588963,SENT,6a19c7ad-31f1-4b4e-8db8-cbf52b4bd929,e6da254e-d3c8-4a8e-9578-ae71f866778f,c4,c2,3392,?,p1,
