timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453262.9010787,RECEIVED,82d8d992-534c-47d0-8069-5849393f6578,385e2472-d844-4872-bd4f-05b6953e8fc3,c5,c4,27,p1,?,surb={'id': '232bdd1c-ba75-4f3c-907b-de2bcf94eb8e', 'route': ['p1', 'e11', 'i3', 'x1', 'p2', 'c5']}
1769453262.9863596,SENT,8e696bcb-ae44-4319-bd93-53a76a110206,c70126ea-99b8-4a08-a028-fbbf85961b1e,c4,c2,3399,?,p1,
1769453262.9864368,CREATED,3956292f-ca1c-4bb6-b2d8-023d81bbacf7,7a2b3140-7a82-42bd-8b99-b27d48547cc0,c4,c2,27,?,?,surb={'id': '3356ce78-5cca-4711-8ce4-4c3954885129', 'route': ['p2', 'e7', 'i2', 'x10', 'p1', 'c4']}
1769453263.0533967,RECEIVED,1854956e-52f9-4985-b441-adace12d4f46,85b90b57-08c8-4c59-b1c8-6cb566d4b326,c5,c4,26,p1,?,surb={'id': 'abe58c8a-e5dc-4f8b-b31a-142a2d9c2881', 'route': ['p1', 'e3', 'i1', 'x5', 'p2', 'c5']}
1769453263.3512287,SENT,0239ba55-1854-4073-82f8-aa776b8b52fb,7da0e79b-c51b-4ebf-aac7-27ebed0e603f,c4,c2,3375,?,p1,
1769453263.3513625,CREATED,9f7e9d63-30d8-4af1-a6ea-38ba1021027e,e671f567-7850-4741-8a24-d9a934591861,c4,c2,27,?,?,surb={'id': 'e5ec1db0-163e-4eb2-8a4b-542844c8a0b7', 'route': ['p2', 'e2', 'i5', 'x9', 'p1', 'c4']}
1769453263.6731696,SENT,c2e2cb9f-3068-4b11-8e62-40a2e4a614d5,071334e1-1cc8-4e39-af2b-dfb42ddff5f0,c4,c2,3372,?,p1,
1769453263.673308,CREATED,435aaabe-800c-4146-975d-6f6127caa4bd,e671f567-7850-4741-8a24-d9a934591861,c4,c2,27,?,?,surb={'id': 'e5ec1db0-163e-4eb2-8a4b-542844c8a0b7', 'route': ['p2', 'e2', 'i5', 'x9', 'p1', 'c4']}
1769453263.6914053,SENT,5b1fff59-72b0-431d-b3c1-d7267dc2ee26,c742b698-d1e8-495f-a544-8789897a20e9,c4,c2,3379,?,p1,
1769453263.6915386,CREATED,ca11538f-3f55-4c2c-8831-2bcfea30873c,5248a271-50a3-41ef-99bf-dbfcd80178bb,c4,c2,25,?,?,surb={'id': '8fcd56d5-5d8a-404c-8d07-c9f4eae2adac', 'route': ['p2', 'e4', 'i5', 'x7', 'p1', 'c4']}
1769453263.7574139,SENT,ff0a9c1e-75c4-4733-88ec-75f79e74bc96,5e311168-5faf-4425-9571-60e168f0eaef,c4,c2,3357,?,p1,
1769453263.757506,CREATED,6f23e191-bc12-4364-82b2-1f578d944db8,5248a271-50a3-41ef-99bf-dbfcd80178bb,c4,c2,25,?,?,surb={'id': '8fcd56d5-5d8a-404c-8d07-c9f4eae2adac', 'route': ['p2', 'e4', 'i5', 'x7', 'p1', 'c4']}
1769453263.9343672,SENT,6cbb32d8-baae-452e-8423-35238179ea05,00221ad8-758a-4ecf-9f76-018c956fc2f2,c4,c2,3379,?,p1,
1769453263.9345,CREATED,de09a743-cd4f-4d6a-98c4-c43abcd606e6,720c8893-de69-4539-ad98-d9f12606391a,c4,c2,27,?,?,surb={'id': 'e5cd2006-256c-4b2f-8809-6a738ec04629', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769453264.041572,SENT,48c2220c-0b9b-4f68-87d6-42246b681a8a,0740d606-b9fd-4f80-8e96-9879d62cb841,c4,c2,3360,?,p1,
1769453264.0416458,CREATED,4436ffdd-9461-4b06-914b-1f27fa97b0a8,720c8893-de69-4539-ad98-d9f12606391a,c4,c2,27,?,?,surb={'id': 'e5cd2006-256c-4b2f-8809-6a738ec04629', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769453264.1675131,RECEIVED,f0e286fd-1b7e-4803-9f29-cd9ac50f7614,262b49ef-ad33-4392-96af-674937e98db7,c5,c4,27,p1,?,surb={'id': 'd8278c2a-914e-4a72-9e82-67ed3393cad8', 'route': ['p1', 'e7', 'i8', 'x1', 'p2', 'c5']}
1769453264.1801567,RECEIVED,306cdde9-e613-4a79-9f78-3433e43d4f28,7fdf9cfa-8987-4d07-a27e-1d9adc588847,c5,c4,27,p1,?,surb={'id': '8c348160-3385-4b57-80d7-20705dca3cce', 'route': ['p1', 'e11', 'i9', 'x4', 'p2', 'c5']}
1769453264.6236093,RECEIVED,2fd7d449-204e-44a3-a396-7648a73a8a2e,cbcec22d-9809-4fea-ae06-eddaad1bd5cb,c5,c4,27,p1,?,surb={'id': 'adec9333-3a3b-4a76-887a-6aa1982ca337', 'route': ['p1', 'e5', 'i3', 'x12', 'p2', 'c5']}
1769453264.6272285,SENT,d095ce1a-8a87-4ee2-8b07-618d666d2540,d3295afb-aa74-4037-8594-040f722c3358,c4,c2,3380,?,p1,
1769453264.6273003,CREATED,c40125bb-e4b7-4ab9-8af0-d8b3b1efcc77,1da97738-b1fe-4c71-b080-8616019df3d7,c4,c2,27,?,?,surb={'id': 'bfaadcef-1fea-4f84-9914-842687655534', 'route': ['p2', 'e2', 'i2', 'x7', 'p1', 'c4']}
1769453264.6530123,SENT,6a6876c4-ef46-4131-bf6f-dd0b44e469b4,ad35632b-52ab-433e-a4ac-4dd17e84d1e5,c4,c2,3388,?,p1,
1769453264.6533458,CREATED,d4fa2395-1242-4de2-af87-50d6d2268692,1da97738-b1fe-4c71-b080-8616019df3d7,c4,c2,27,?,?,surb={'id': 'bfaadcef-1fea-4f84-9914-842687655534', 'route': ['p2', 'e2', 'i2', 'x7', 'p1', 'c4']}
1769453264.7264137,RECEIVED,295b8a24-1950-499b-b36b-ad98bcad3516,4df6b4ee-0ae6-48c9-a705-b26a935e16ca,c5,c4,27,p1,?,surb={'id': 'cbb61bf1-4435-4516-842d-8f7ad2c849cf', 'route': ['p1', 'e5', 'i5', 'x3', 'p2', 'c5']}
1769453264.7887442,SENT,98d8bed8-98ae-47fe-97c6-2757497ddbc3,d7830f0f-a472-47b4-829f-06f49b2db2bd,c4,c2,3405,?,p1,
1769453264.7888267,CREATED,1c9fff4b-68e5-471d-8186-a69aa10bdad6,38093e66-46eb-4279-91b9-db7db6a50217,c4,c2,27,?,?,surb={'id': '3e8cd010-e491-4c08-8a10-c6a7c77bf7a0', 'route': ['p2', 'e6', 'i11', 'x5', 'p1', 'c4']}
1769453264.8365338,SENT,81cbea14-384c-4d54-bea9-ea3335784bed,af75a48d-f574-468a-bc00-c558fb63ea2d,c4,c2,3365,?,p1,
1769453264.836604,CREATED,a47eb304-4a41-4c83-ab1a-0de2f2d9e176,38093e66-46eb-4279-91b9-db7db6a50217,c4,c2,27,?,?,surb={'id': '3e8cd010-e491-4c08-8a10-c6a7c77bf7a0', 'route': ['p2', 'e6', 'i11', 'x5', 'p1', 'c4']}
1769453265.2576091,RECEIVED,f0719295-8220-4242-bc39-a16a4698e0e2,262b49ef-ad33-4392-96af-674937e98db7,c5,c4,27,p1,?,surb={'id': 'd8278c2a-914e-4a72-9e82-67ed3393cad8', 'route': ['p1', 'e7', 'i8', 'x1', 'p2', 'c5']}
1769453265.3677957,RECEIVED,9637e77d-620d-4e51-9958-8a4b01488e72,85190af6-e066-44c1-a6cf-11609d077cb8,c5,c4,27,p1,?,surb={'id': '0edb3721-6ce0-4085-adf4-9d3d3ab522a6', 'route': ['p1', 'e6', 'i4', 'x1', 'p2', 'c5']}
1769453265.56212,RECEIVED,0e4fd61d-902d-49a0-999f-d5459646760a,7fdf9cfa-8987-4d07-a27e-1d9adc588847,c5,c4,27,p1,?,surb={'id': '8c348160-3385-4b57-80d7-20705dca3cce', 'route': ['p1', 'e11', 'i9', 'x4', 'p2', 'c5']}
1769453265.676387,SENT,b31c186e-6643-4e13-8e95-072fe695eabf,04e52414-3e5e-458a-8d1c-10fb352fca99,c4,c2,3372,?,p1,
1769453265.6765213,CREATED,20497aca-c946-4117-be9d-adcd207b4103,d5315fa7-24f9-4f95-998d-60b39ebcb375,c4,c2,27,?,?,surb={'id': '02e99118-eacd-4afa-8493-f4fbb991da32', 'route': ['p2', 'e6', 'i2', 'x9', 'p1', 'c4']}
1769453265.7992275,SENT,af726397-2aef-4dde-bda0-c8063fe6a22c,435f41c5-2e22-4eae-8036-1c79e75de801,c4,c2,3375,?,p1,
1769453265.7993817,CREATED,c590c407-36e7-471b-8c97-600539266510,d5315fa7-24f9-4f95-998d-60b39ebcb375,c4,c2,27,?,?,surb={'id': '02e99118-eacd-4afa-8493-f4fbb991da32', 'route': ['p2', 'e6', 'i2', 'x9', 'p1', 'c4']}
1769453266.8134189,RECEIVED,0d528c71-dfe4-44ee-8b93-8f2a3d6bf2d5,63d896a5-eaa8-44be-ba14-b58bac365570,c5,c4,27,p1,?,surb={'id': '3adf69a1-4fc8-4323-8e5b-afdb0cbb0535', 'route': ['p1', 'e2', 'i7', 'x10', 'p2', 'c5']}
1769453266.9109464,SENT,80336e12-867f-4bd5-8e01-c6b01410bbcc,d4ec7ac3-28c8-40e7-8eed-07d2cc2bc65a,c4,c2,3403,?,p1,
1769453266.9111247,CREATED,f42fd2e8-3902-410f-9ab2-c283d65f67f1,10bd4965-f2a3-4b57-ab2b-b6ccb9dbb19f,c4,c2,27,?,?,surb={'id': '012b9f90-bb45-40d8-a2d5-8bd8e54e79a9', 'route': ['p2', 'e11', 'i10', 'x10', 'p1', 'c4']}
1769453266.9384763,SENT,cbff6ccd-7d1f-4492-98a8-e176981f494d,5782af0c-2625-423f-9ef0-c3ebc2bd61dd,c4,c2,3400,?,p1,
1769453266.9386263,CREATED,6cd7224b-d528-46f1-b0d5-cb1d9298af41,10bd4965-f2a3-4b57-ab2b-b6ccb9dbb19f,c4,c2,27,?,?,surb={'id': '012b9f90-bb45-40d8-a2d5-8bd8e54e79a9', 'route': ['p2', 'e11', 'i10', 'x10', 'p1', 'c4']}
1769453267.2776048,RECEIVED,e2386a38-5afe-44c7-a1a6-4e4c37184cee,4df6b4ee-0ae6-48c9-a705-b26a935e16ca,c5,c4,27,p1,?,surb={'id': 'cbb61bf1-4435-4516-842d-8f7ad2c849cf', 'route': ['p1', 'e5', 'i5', 'x3', 'p2', 'c5']}
1769453267.298793,SENT,4b83761c-fa4c-4e3c-a437-e19865c14479,f8af9975-31f3-424d-98c6-56256e62ee1c,c4,c2,3360,?,p1,
1769453267.2989397,CREATED,2332a49c-140e-46b9-bd80-b9dcf06e8e55,5adc4fd0-6b7a-4ca3-9772-c67657d87dec,c4,c2,27,?,?,surb={'id': '0c791556-e1e2-4702-90b6-3bebd2395f65', 'route': ['p2', 'e9', 'i10', 'x1', 'p1', 'c4']}
1769453267.3787036,RECEIVED,a729bf3e-13e5-4fcd-85ee-468dded0c703,ffd4600b-1bad-4959-b2cf-886b38520e8c,c5,c4,27,p1,?,surb={'id': '4d818022-0967-4892-9a6f-4cbc5a88f50d', 'route': ['p1', 'e2', 'i7', 'x1', 'p2', 'c5']}
1769453267.3974497,RECEIVED,bd2c58c0-7b38-4fb0-8ea6-b9fc5e4f3093,375532fd-2217-4279-bf12-8855ceca4a73,c5,c4,27,p1,?,surb={'id': 'fb9054a4-f594-4fc2-893d-7e3c35320caa', 'route': ['p1', 'e11', 'i4', 'x7', 'p2', 'c5']}
1769453267.584725,SENT,258508ab-30e0-4622-86cc-f6dde6953973,ae023f81-5bdc-4be8-9b63-b1847d6fb176,c4,c2,3384,?,p1,
1769453267.5848248,CREATED,b2fa2665-8be4-456f-a8eb-eb1005fb9446,5adc4fd0-6b7a-4ca3-9772-c67657d87dec,c4,c2,27,?,?,surb={'id': '0c791556-e1e2-4702-90b6-3bebd2395f65', 'route': ['p2', 'e9', 'i10', 'x1', 'p1', 'c4']}
1769453267.6923814,RECEIVED,f379a862-fd4d-4a41-88ce-54eb815dc296,ffd4600b-1bad-4959-b2cf-886b38520e8c,c5,c4,27,p1,?,surb={'id': '4d818022-0967-4892-9a6f-4cbc5a88f50d', 'route': ['p1', 'e2', 'i7', 'x1', 'p2', 'c5']}
1769453267.7029445,RECEIVED,63e165e2-baed-4ab6-b5ba-0a7dba4fa9bd,76d04f62-0f69-405e-8f3a-9fca1f7cb620,c5,c4,27,p1,?,surb={'id': '65b659d8-d8a4-4ca2-babd-d8a09165ef12', 'route': ['p1', 'e6', 'i5', 'x6', 'p2', 'c5']}
1769453267.851529,SENT,cd9f09f4-241e-4ed3-9be8-a54c5e21e410,d0bb4032-dc2d-4a40-9e7c-c5024a90448f,c4,c2,3360,?,p1,
1769453267.8516116,CREATED,d06c5f3a-5c0f-4486-99e3-9da0fedfb26f,f69303e7-53b0-4600-86b8-bced0dfafef3,c4,c2,27,?,?,surb={'id': 'c5bbe461-0aa5-49f3-8888-3a35613a08f2', 'route': ['p2', 'e2', 'i7', 'x7', 'p1', 'c4']}
1769453267.9281483,RECEIVED,276d5906-89a4-4bb0-838a-b3f63b4c614f,9c54a814-4071-42a9-88e3-b5182f4bdf4e,c5,c4,27,p1,?,surb={'id': '8ae0fe19-72e4-4aeb-bebe-5d2ee90fe9f4', 'route': ['p1', 'e1', 'i1', 'x10', 'p2', 'c5']}
1769453267.9953578,SENT,e8df8118-8336-4f3d-9dea-01c37a684d16,5f2271fe-2c87-4fc8-a0fc-f2b584e16646,c4,c2,3375,?,p1,
1769453267.9955082,CREATED,eaf631e4-d566-4373-9c7b-00b6aa325240,f69303e7-53b0-4600-86b8-bced0dfafef3,c4,c2,27,?,?,surb={'id': 'c5bbe461-0aa5-49f3-8888-3a35613a08f2', 'route': ['p2', 'e2', 'i7', 'x7', 'p1', 'c4']}
1769453268.0546913,RECEIVED,f2c02efe-789d-445c-8327-a04f979940d5,c9bd674b-920d-4888-a728-2db90ce53a09,c5,c4,27,p1,?,surb={'id': '1208e906-3c39-4e6d-b1ec-906fba7090e2', 'route': ['p1', 'e6', 'i1', 'x3', 'p2', 'c5']}
1769453268.1758568,SENT,c38e77e1-52f6-4cef-8a6d-27e6938047fa,9efa8ce6-9d45-45e6-a1df-04bb1285df69,c4,c2,3359,?,p1,
1769453268.1762226,CREATED,015b5e0f-cbbb-4c57-ba06-cea6d9557f57,33979922-4cfe-4f11-a579-e5b658b5ee4d,c4,c2,27,?,?,surb={'id': '7601f066-08a4-4e5c-b03f-5694064e3557', 'route': ['p2', 'e9', 'i5', 'x1', 'p1', 'c4']}
1769453268.2502723,RECEIVED,76aaca5f-61ab-42a7-a6aa-c920c9f684dc,63d896a5-eaa8-44be-ba14-b58bac365570,c5,c4,27,p1,?,surb={'id': '3adf69a1-4fc8-4323-8e5b-afdb0cbb0535', 'route': ['p1', 'e2', 'i7', 'x10', 'p2', 'c5']}
1769453268.9320018,SENT,3825f9e0-e685-4c50-8b55-23b475572876,50c422cd-02ce-4754-a71e-3baf760c21fe,c4,c2,3390,?,p1,
1769453268.9321816,CREATED,e889e4ae-16ee-4780-8389-55210ef6be85,33979922-4cfe-4f11-a579-e5b658b5ee4d,c4,c2,27,?,?,surb={'id': '7601f066-08a4-4e5c-b03f-5694064e3557', 'route': ['p2', 'e9', 'i5', 'x1', 'p1', 'c4']}
1769453268.984422,RECEIVED,bb859305-3dbd-439c-b9d7-199fd0f002a6,76d04f62-0f69-405e-8f3a-9fca1f7cb620,c5,c4,27,p1,?,surb={'id': '65b659d8-d8a4-4ca2-babd-d8a09165ef12', 'route': ['p1', 'e6', 'i5', 'x6', 'p2', 'c5']}
1769453269.114316,SENT,adc59c67-fe0b-40d7-b11a-715ea44aaa34,5bae20d0-9fad-4709-877e-c88ec3716006,c4,c2,3379,?,p1,
1769453269.1144626,CREATED,6861ad46-9f11-4abd-ab65-ca705eecb666,933fd0bc-834a-4ebe-b1c0-e94484337591,c4,c2,27,?,?,surb={'id': '2b7c7ed5-5578-4fcc-bdfa-e46e30cf166a', 'route': ['p2', 'e1', 'i1', 'x6', 'p1', 'c4']}
1769453269.5646758,RECEIVED,ac71b82c-66ab-4865-864e-38df204bdcce,9c54a814-4071-42a9-88e3-b5182f4bdf4e,c5,c4,27,p1,?,surb={'id': '8ae0fe19-72e4-4aeb-bebe-5d2ee90fe9f4', 'route': ['p1', 'e1', 'i1', 'x10', 'p2', 'c5']}
1769453269.7986226,SENT,ba0f82ed-95d5-48c1-adda-1846710a3c53,56da8f65-ce43-4345-9ad8-004c139716a6,c4,c2,3381,?,p1,
1769453269.7987258,CREATED,d40b90ea-b8cd-49a5-b8ed-f1f82b61ae72,933fd0bc-834a-4ebe-b1c0-e94484337591,c4,c2,27,?,?,surb={'id': '2b7c7ed5-5578-4fcc-bdfa-e46e30cf166a', 'route': ['p2', 'e1', 'i1', 'x6', 'p1', 'c4']}
1769453270.1214502,SENT,8c795718-0919-4b97-ac10-5a19a12e9e79,6e9fdbf9-eb1f-4405-8761-b1dc517997d3,c4,c2,3380,?,p1,
1769453270.12155,CREATED,2e82193d-5180-4e7e-9c6c-f24995cd41ad,6164a11b-9f5b-4212-acc2-593b7ccfd464,c4,c2,27,?,?,surb={'id': 'a7cbc827-d6cf-4d62-9b72-e168b2c7dfea', 'route': ['p2', 'e5', 'i4', 'x11', 'p1', 'c4']}
1769453270.4239693,SENT,33e117bd-4645-4756-b2d6-80217bcd5b86,535dc636-a7c9-43c7-855e-5aeec4e59dae,c4,c2,3360,?,p1,
1769453270.4241118,CREATED,05107a75-4c6e-408b-80c1-d228c1fd5238,6164a11b-9f5b-4212-acc2-593b7ccfd464,c4,c2,27,?,?,surb={'id': 'a7cbc827-d6cf-4d62-9b72-e168b2c7dfea', 'route': ['p2', 'e5', 'i4', 'x11', 'p1', 'c4']}
1769453270.632865,RECEIVED,13367054-9492-42a8-8494-7ddfeab28f24,4df75126-295e-46ec-83ff-3548b3efd00a,c5,c4,27,p1,?,surb={'id': 'a780d284-72ab-46f8-9dba-20c598bd53da', 'route': ['p1', 'e5', 'i7', 'x7', 'p2', 'c5']}
1769453271.0055375,SENT,89cf5a64-344f-4b89-8a20-709cea0a6498,a1b0829b-5873-4c68-8d22-d461906f7b61,c4,c2,3396,?,p1,
1769453271.0056748,CREATED,8670e725-fd58-4fca-97c7-1d34df7339a3,b29efeec-01ac-4016-9895-602adf93f9a9,c4,c2,27,?,?,surb={'id': '63fbe085-3acb-43da-9309-e2045601baf2', 'route': ['p2', 'e4', 'i9', 'x5', 'p1', 'c4']}
1769453271.1384034,RECEIVED,ad04393b-916f-4598-b64f-138ce280431f,900fc6e9-739a-45d8-a376-71a82df896ba,c5,c4,26,p1,?,surb={'id': 'a6e75b20-e89e-4ebf-8f26-cc387fa52230', 'route': ['p1', 'e2', 'i2', 'x12', 'p2', 'c5']}
1769453271.2249367,SENT,fefc75e0-18d8-4624-9858-5521ce7ee707,4023bde4-8445-4753-bee8-60daa07d7f0c,c4,c2,3376,?,p1,
1769453271.2250905,CREATED,2984e74f-6d3d-4125-bf78-cc92227e60db,b29efeec-01ac-4016-9895-602adf93f9a9,c4,c2,27,?,?,surb={'id': '63fbe085-3acb-43da-9309-e2045601baf2', 'route': ['p2', 'e4', 'i9', 'x5', 'p1', 'c4']}
1769453271.749233,SENT,9b89fc96-fa8e-4aca-8b36-99433daa5293,281e55a1-c684-49a0-b032-21ef885ccefa,c4,c2,3395,?,p1,
1769453271.7493649,CREATED,b62175e1-f8e3-4570-8a5b-e834f5f81e10,ab8d6077-6a34-43a6-89c8-93e33ad1141d,c4,c2,26,?,?,surb={'id': '1201901e-9a7f-42a8-9acb-463ddb3e5f17', 'route': ['p2', 'e4', 'i1', 'x12', 'p1', 'c4']}
1769453271.8698149,SENT,892c83a5-494d-4eca-aa0e-0ade762ec0ec,08d799f7-cc3a-4dff-964b-953d5e784301,c4,c2,3360,?,p1,
1769453271.8699534,CREATED,2758edbe-c8ab-4b7c-b9b6-a4c445fef95e,ab8d6077-6a34-43a6-89c8-93e33ad1141d,c4,c2,26,?,?,surb={'id': '1201901e-9a7f-42a8-9acb-463ddb3e5f17', 'route': ['p2', 'e4', 'i1', 'x12', 'p1', 'c4']}
1769453272.1419814,RECEIVED,f2fef0ca-45ed-482c-b502-1e8bdafd56e7,feb41194-743b-40ac-a49a-54317b038b82,c5,c4,27,p1,?,surb={'id': '540e5159-f194-4c5e-9f83-6a8ff98c94fa', 'route': ['p1', 'e9', 'i10', 'x8', 'p2', 'c5']}
1769453272.4076033,SENT,0225682f-db77-4cf2-9252-8c8915f69e92,81074b43-0deb-422a-8370-11cd58ec44f3,c4,c2,3380,?,p1,
1769453272.4077454,CREATED,310651c6-140d-473b-b386-677659d244d4,c743f12e-2242-4ac0-a7e6-bdac10037417,c4,c2,27,?,?,surb={'id': '43f2f840-f4eb-4323-9a06-5bb7091e8c7a', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c4']}
1769453272.7176085,SENT,f038df2b-cd52-4ec7-bd14-88a705e082f2,a145e81b-e59b-4b15-868f-64a7d44ad956,c4,c2,3359,?,p1,
1769453272.71776,CREATED,d717fe2c-ddb4-4c96-a104-b18e594093de,c743f12e-2242-4ac0-a7e6-bdac10037417,c4,c2,27,?,?,surb={'id': '43f2f840-f4eb-4323-9a06-5bb7091e8c7a', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c4']}
1769453272.7488103,RECEIVED,e5ac66b2-523a-4c55-8e20-ba972ccfa25d,feb41194-743b-40ac-a49a-54317b038b82,c5,c4,27,p1,?,surb={'id': '540e5159-f194-4c5e-9f83-6a8ff98c94fa', 'route': ['p1', 'e9', 'i10', 'x8', 'p2', 'c5']}
1769453272.902783,SENT,031ce08b-8dfe-430c-9d39-81b31ba72c2d,a1a8670a-2008-4298-ac3a-90ad95aad9a3,c4,c2,3387,?,p1,
1769453272.9028666,CREATED,30b3bfb5-96cf-404d-bd26-5d117e435f68,8f6af2c8-38c4-4ab0-a0a2-4d06866a8e98,c4,c2,27,?,?,surb={'id': '17def77d-058b-4b7d-bf68-6a0e5625b40b', 'route': ['p2', 'e1', 'i3', 'x10', 'p1', 'c4']}
1769453273.096271,SENT,7b57b030-e24d-49f5-90a5-f3fa2536c697,67b5ff28-f0db-4231-b965-4443326984d9,c4,c2,3372,?,p1,
1769453273.0964024,CREATED,2c8d3138-77f1-4c80-960d-c127c4f07f7f,8f6af2c8-38c4-4ab0-a0a2-4d06866a8e98,c4,c2,27,?,?,surb={'id': '17def77d-058b-4b7d-bf68-6a0e5625b40b', 'route': ['p2', 'e1', 'i3', 'x10', 'p1', 'c4']}
1769453273.2046487,RECEIVED,0627d95d-7516-4f77-898a-8b6dedbcfb85,900fc6e9-739a-45d8-a376-71a82df896ba,c5,c4,26,p1,?,surb={'id': 'a6e75b20-e89e-4ebf-8f26-cc387fa52230', 'route': ['p1', 'e2', 'i2', 'x12', 'p2', 'c5']}
1769453273.2433348,SENT,6bf16509-b46f-4d2e-90d3-1b70722e575c,66163e93-974b-47f2-a09f-9d4a57209555,c4,c2,3375,?,p1,
1769453273.243428,CREATED,75789148-40ba-442e-b90b-edafd9657664,45e0abac-7524-407b-be09-cd40794cebe7,c4,c2,27,?,?,surb={'id': '7091185c-c718-45b0-b520-460b1159caf3', 'route': ['p2', 'e1', 'i9', 'x7', 'p1', 'c4']}
1769453273.3483958,SENT,13fb8abd-2531-4c3b-b2a7-7a70fdbed13e,de5a27f3-60d7-40a8-9578-9d88cd5e8856,c4,c2,3375,?,p1,
1769453273.3486483,CREATED,619a3cb0-db71-4c30-a216-303edc66fb84,45e0abac-7524-407b-be09-cd40794cebe7,c4,c2,27,?,?,surb={'id': '7091185c-c718-45b0-b520-460b1159caf3', 'route': ['p2', 'e1', 'i9', 'x7', 'p1', 'c4']}
1769453273.3574858,SENT,2cdacfb5-cf8a-4f9e-b553-0943e07cfded,768bef95-bfd7-4f6c-b78a-a4b3eb4bce02,c4,c2,3391,?,p1,
1769453273.3576114,CREATED,fe9158ab-5033-4885-91db-592200a07b3e,e88564b1-bfa5-483c-b71d-108a58720454,c4,c2,27,?,?,surb={'id': 'a4e434ab-a4d5-4c35-9e55-9ac8417bb65e', 'route': ['p2', 'e9', 'i2', 'x10', 'p1', 'c4']}
1769453273.378467,RECEIVED,9f2ce1fb-9588-406c-ac8c-c623c80221f1,7bc6ccef-26cb-438c-ad05-aa9f23a852c2,c5,c4,27,p1,?,surb={'id': '7cce25eb-b8ca-44ba-bfd2-691bfa5ee5af', 'route': ['p1', 'e9', 'i3', 'x3', 'p2', 'c5']}
1769453273.4172242,SENT,f3a0bd2e-42d0-489c-a527-2ab64f82b081,4c0253bd-e124-4934-a451-a9d1b33dff3a,c4,c2,3359,?,p1,
1769453273.417314,CREATED,f23d7e0e-7423-45ef-bd87-98dd8ca8107a,e88564b1-bfa5-483c-b71d-108a58720454,c4,c2,27,?,?,surb={'id': 'a4e434ab-a4d5-4c35-9e55-9ac8417bb65e', 'route': ['p2', 'e9', 'i2', 'x10', 'p1', 'c4']}
1769453273.594394,SENT,2a300313-a79d-4e3e-a68e-30edf718c53d,2ca84038-c8f5-410d-a4fa-db662c740578,c4,c2,3376,?,p1,
1769453273.5944762,CREATED,51eee387-da82-463f-b556-8d07226efa8d,ce25152c-7f97-4474-84e1-af4bd859aebe,c4,c2,26,?,?,surb={'id': 'cb39cccc-f369-4a8f-ae3c-ce73dad3c7cd', 'route': ['p2', 'e1', 'i10', 'x6', 'p1', 'c4']}
1769453273.6842027,SENT,20b45185-427b-4cf8-b07f-07f69125843c,2643aa7a-a2a5-4131-b963-5d8d7ed07e09,c4,c2,3397,?,p1,
1769453273.6843536,CREATED,eab36df0-f79d-43e7-ba06-270521332504,ce25152c-7f97-4474-84e1-af4bd859aebe,c4,c2,26,?,?,surb={'id': 'cb39cccc-f369-4a8f-ae3c-ce73dad3c7cd', 'route': ['p2', 'e1', 'i10', 'x6', 'p1', 'c4']}
1769453273.7187757,SENT,84c46cc3-f93f-44e9-9d09-714d09754d11,688b62df-a156-4041-ac52-c73e263bc493,c4,c2,3376,?,p1,
1769453273.7189217,CREATED,6e1880e0-b236-4078-b89a-67af25aa766e,0a2d6776-f387-4888-95cf-e4346157fea6,c4,c2,27,?,?,surb={'id': 'f4ee8872-2549-4e37-855e-0ec870eda8c2', 'route': ['p2', 'e8', 'i4', 'x6', 'p1', 'c4']}
1769453274.0614605,SENT,9927bcd0-4541-4d0a-ad2e-2c9c3a1ab0ed,1145407f-79e4-4ef1-9914-ae095be7d998,c4,c2,3360,?,p1,
1769453274.06156,CREATED,0b8cd6ef-55a1-441f-bc5a-0b19f779696a,0a2d6776-f387-4888-95cf-e4346157fea6,c4,c2,27,?,?,surb={'id': 'f4ee8872-2549-4e37-855e-0ec870eda8c2', 'route': ['p2', 'e8', 'i4', 'x6', 'p1', 'c4']}
1769453274.519451,SENT,1a5fe24e-1cc5-4f22-be53-078becd08bf0,8688711a-b604-4374-babd-31a994cce017,c4,c2,3383,?,p1,
1769453274.5195339,CREATED,1d11d8ac-5bb8-4661-b5d9-49fae6dc5588,91298f64-134e-4233-b45a-222361114e38,c4,c2,26,?,?,surb={'id': '68925211-b68f-48d7-9526-7b7cad364692', 'route': ['p2', 'e7', 'i5', 'x4', 'p1', 'c4']}
1769453274.704015,SENT,586b590d-e216-4f59-a5cc-bb160cfa46f8,04186085-537d-4e5b-a410-55555661c568,c4,c2,3385,?,p1,
1769453274.7041993,CREATED,b3efb057-4471-4823-a6a6-41f31e1271d5,91298f64-134e-4233-b45a-222361114e38,c4,c2,26,?,?,surb={'id': '68925211-b68f-48d7-9526-7b7cad364692', 'route': ['p2', 'e7', 'i5', 'x4', 'p1', 'c4']}
