timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453131.9586544,SENT,bbfc8c03-bc83-4e88-b0ab-1837619c029e,6e32d0fd-19c1-4dab-bc48-127af70bd725,c2,DROP,2027,?,p2,
1769453131.9587817,CREATED,92fa1fd9-3287-4cb8-ad30-15440e3cf37f,fee4490b-a509-48db-9afc-068148c30299,c2,DROP,26,?,?,
1769453132.2628706,SENT,39baa510-c4c6-41a4-a3e5-44c876fb1647,0c9a8e78-9f85-4a1e-8cdb-5a283852eb21,c2,c3,3365,?,p2,
1769453132.2630243,CREATED,cc5cdd68-48e0-4ce4-9044-cd025776a804,fb3d6c42-1aad-466e-874e-85e648c49bf8,c2,c3,26,?,?,surb={'id': 'b144f7b6-4d8b-452c-a4ef-9d39ec9aece5', 'route': ['p3', 'e11', 'i7', 'x3', 'p2', 'c2']}
1769453366.4213722,RECEIVED,3411b43a-c48b-4468-96a2-b4888c587356,a02b12d9-aa14-43e0-869b-e77e4b167d4f,c4,c2,27,p2,?,surb={'id': '7436e643-3e3a-418c-99a2-aa95d60682ae', 'route': ['p2', 'e6', 'i11', 'x2', 'p1', 'c4']}
1769453366.4943333,SENT,46064758-9d5d-41c6-9de1-6df69d06e4d8,faefd263-2b94-4732-b984-f56124ee1878,c2,c3,3359,?,p2,
1769453366.4944844,CREATED,c60770fa-e227-4f7e-b86c-353c77e2847a,9f8d1767-0713-48c4-987f-42f95ccf302f,c2,c3,27,?,?,surb={'id': '46bc27b3-279d-4680-bfff-2edf41228a9f', 'route': ['p3', 'e6', 'i4', 'x6', 'p2', 'c2']}
1769453366.5315254,SENT,627bb26a-2f58-4bfa-94d0-55cb9f5f30ae,9c57e2ce-0e95-42d3-96ea-052b8803be27,c2,c3,3380,?,p2,
1769453366.5316756,CREATED,57939e61-f4f3-43f6-ab01-a664e90e3974,05b8ec88-d03c-470e-abc4-7b32edcd824c,c2,c3,27,?,?,surb={'id': 'dfc7ef8c-2743-45b0-9a03-c864c7a2e60c', 'route': ['p3', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769453366.7446268,SENT,6e0cb3e9-2f46-4d6d-a28a-80cc0510156d,af5ce715-32b0-4e4b-9730-4fa9d6f43a38,c2,c3,3372,?,p2,
1769453366.7448642,CREATED,d45b3b9a-1013-4862-9bb1-5d7d641bfc24,05b8ec88-d03c-470e-abc4-7b32edcd824c,c2,c3,27,?,?,surb={'id': 'dfc7ef8c-2743-45b0-9a03-c864c7a2e60c', 'route': ['p3', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769453367.4021802,SENT,132053f7-841a-4734-ba31-c488f8ef9ed6,74c2982b-fc97-44d9-ba7d-3d410d2d3a22,c2,c3,3387,?,p2,
1769453367.4023275,CREATED,2709b2f6-e82c-455a-a7a6-b488186383a7,0f6ffd2f-596d-4669-a70b-a81a171e7a8b,c2,c3,26,?,?,surb={'id': '8f9f6fc2-bf98-460a-b0db-70ce30a14011', 'route': ['p3', 'e7', 'i8', 'x7', 'p2', 'c2']}
1769453367.4400296,RECEIVED,90e17498-4346-4cd8-8ffd-87ac17ebe20c,a2a5ba7a-6599-4647-9767-fb73473ee050,c4,c2,26,p2,?,surb={'id': 'ce1b7e29-8242-43ab-a19b-bf76a64b3933', 'route': ['p2', 'e11', 'i12', 'x10', 'p1', 'c4']}
1769453367.7457287,RECEIVED,758efffe-51bb-44b3-9d42-e8f9aa238008,a02b12d9-aa14-43e0-869b-e77e4b167d4f,c4,c2,27,p2,?,surb={'id': '7436e643-3e3a-418c-99a2-aa95d60682ae', 'route': ['p2', 'e6', 'i11', 'x2', 'p1', 'c4']}
1769453367.9999058,RECEIVED,2ed5894a-9cc9-4e9d-a8d6-21394ae21472,5a1143f2-ee49-49fd-9d75-00e9c09362b1,c4,c2,27,p2,?,surb={'id': '66320aff-c9c7-48dc-81f6-078a834f8bf4', 'route': ['p2', 'e7', 'i2', 'x11', 'p1', 'c4']}
1769453368.1402736,SENT,054ded4a-a6fa-49a8-af2c-f6da85fa32b7,8071ac83-58cc-42c2-a4db-217abbdea233,c2,c3,3363,?,p2,
1769453368.1403635,CREATED,30b8200d-587e-48db-b8c6-0be1f0425fd1,0f6ffd2f-596d-4669-a70b-a81a171e7a8b,c2,c3,26,?,?,surb={'id': '8f9f6fc2-bf98-460a-b0db-70ce30a14011', 'route': ['p3', 'e7', 'i8', 'x7', 'p2', 'c2']}
1769453368.1744397,SENT,0066b9dd-326e-4905-ab77-8ae850f77381,648f7fed-f756-45a3-a0e3-e16c035452de,c2,c3,3400,?,p2,
1769453368.1745427,CREATED,6566404e-b2d9-4643-af6c-8027d616e6fc,54cde4c5-5ea2-451f-9995-864fa1bbe936,c2,c3,27,?,?,surb={'id': '0880a7b6-e328-4a4e-ace8-b74ba3153ec7', 'route': ['p3', 'e4', 'i12', 'x10', 'p2', 'c2']}
1769453368.366627,RECEIVED,5e59b22f-a261-40f8-b192-f2ec7331ef7b,63f606ba-2282-428c-8ab3-024e8237ef7a,c4,c2,27,p2,?,surb={'id': 'fed1d638-dcf9-4441-aec8-117e63fa30fa', 'route': ['p2', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769453368.6072989,SENT,90c44184-08f4-4e32-8db9-2fa5b52316e5,ed3031ef-b64d-445f-af00-734f569614f1,c2,c3,3384,?,p2,
1769453368.6074367,CREATED,febcf135-eef6-4edb-8176-d3c6081cd758,54cde4c5-5ea2-451f-9995-864fa1bbe936,c2,c3,27,?,?,surb={'id': '0880a7b6-e328-4a4e-ace8-b74ba3153ec7', 'route': ['p3', 'e4', 'i12', 'x10', 'p2', 'c2']}
1769453368.8805304,RECEIVED,1130ec00-7629-487e-ae83-284fd6295c0d,91a742fb-b1f0-4be0-8264-c28054fea32e,c4,c2,27,p2,?,surb={'id': 'f578e09b-b0ce-48b3-af4b-18bad6ac36d5', 'route': ['p2', 'e9', 'i6', 'x5', 'p1', 'c4']}
1769453369.443116,RECEIVED,d068260f-cc0b-4774-b925-e034f1fcc517,2659e7d9-c8f2-4ebd-853d-a91c9b4dbf10,c4,c2,27,p2,?,surb={'id': '8b751811-7177-49d6-a4ee-9c5ed482a62c', 'route': ['p2', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769453369.4552085,RECEIVED,e4bbe8b1-e5f7-4a3b-8a06-712bd59e1ce7,2659e7d9-c8f2-4ebd-853d-a91c9b4dbf10,c4,c2,27,p2,?,surb={'id': '8b751811-7177-49d6-a4ee-9c5ed482a62c', 'route': ['p2', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769453369.4651787,SENT,7be24016-3a6c-4b7a-a280-ce8ca5128a9a,d0eed5b4-f9b1-497b-8fdb-eb3b94c42f50,c2,c3,3392,?,p2,
1769453369.4653332,CREATED,466bb944-fce2-4685-bc06-836471819c6e,36750555-7923-4a5a-9caf-064616e2b0be,c2,c3,27,?,?,surb={'id': '5c37d5fa-e001-432a-bb96-5c418fc333c2', 'route': ['p3', 'e5', 'i4', 'x6', 'p2', 'c2']}
1769453370.1518757,RECEIVED,15bbb1ad-8796-4632-935f-83c1776af89e,63f606ba-2282-428c-8ab3-024e8237ef7a,c4,c2,27,p2,?,surb={'id': 'fed1d638-dcf9-4441-aec8-117e63fa30fa', 'route': ['p2', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769453370.283988,SENT,92716d5e-d6e1-47fb-9ac1-c4ad017a3ed6,0f750eb3-9544-47b5-895f-5d1b2fbda16e,c2,c3,3376,?,p2,
1769453370.2840981,CREATED,2c08b1d9-c593-4fdf-a47b-8e16e8e3cac1,36750555-7923-4a5a-9caf-064616e2b0be,c2,c3,27,?,?,surb={'id': '5c37d5fa-e001-432a-bb96-5c418fc333c2', 'route': ['p3', 'e5', 'i4', 'x6', 'p2', 'c2']}
1769453370.3019748,SENT,cd003a8d-4b1a-4a75-8c5c-bde2c024bc8d,5e35942a-b48f-47a9-9296-efd2698f5c44,c2,c3,3383,?,p2,
1769453370.3020678,CREATED,939dacdf-2eda-402c-9f99-f6a3c66cfee4,939cd721-dba8-4151-8c15-3ccec818af9e,c2,c3,27,?,?,surb={'id': 'a3dad4e1-f02d-4b7c-9f0c-7a06d683af6a', 'route': ['p3', 'e4', 'i11', 'x4', 'p2', 'c2']}
1769453370.350606,SENT,aba54596-0a51-4afe-a162-01e8eacbf984,48de6df8-499a-46c0-8e51-7e13bb5f5bef,c2,c3,3375,?,p2,
1769453370.350691,CREATED,ce347c8e-52b2-4e40-9677-3519f499813e,939cd721-dba8-4151-8c15-3ccec818af9e,c2,c3,27,?,?,surb={'id': 'a3dad4e1-f02d-4b7c-9f0c-7a06d683af6a', 'route': ['p3', 'e4', 'i11', 'x4', 'p2', 'c2']}
1769453370.578767,SENT,773ed0ad-44d1-4137-b6e3-95b63baecc56,b4a4f204-4aa4-48cf-a592-40dd9b0e51d8,c2,c3,3377,?,p2,
1769453370.5788522,CREATED,58170091-0170-4610-81b1-a6cab6440bed,5cb799eb-7d66-4aa3-a4ba-16e4eee8bea4,c2,c3,26,?,?,surb={'id': 'ff33b071-66ee-4eb8-810f-23b547671e10', 'route': ['p3', 'e12', 'i10', 'x7', 'p2', 'c2']}
1769453370.608144,SENT,b4a6eeb6-6af0-47ef-8b63-a9ffba743d67,8be8eb03-8941-462a-9368-72fc24ed5dc0,c2,c3,3391,?,p2,
1769453370.6082323,CREATED,5c997825-71ee-4522-99c4-4da58be8d025,5cb799eb-7d66-4aa3-a4ba-16e4eee8bea4,c2,c3,26,?,?,surb={'id': 'ff33b071-66ee-4eb8-810f-23b547671e10', 'route': ['p3', 'e12', 'i10', 'x7', 'p2', 'c2']}
1769453370.7190025,RECEIVED,67ec83eb-0f63-4ebf-a612-9c1294010af7,664ed9bb-cc13-4545-ac79-2995c4900999,c4,c2,26,p2,?,surb={'id': '9af69b61-7c98-4a6e-85d0-39e3cf876cde', 'route': ['p2', 'e11', 'i11', 'x11', 'p1', 'c4']}
1769453370.9471476,RECEIVED,f1c85d87-1067-4a67-baf5-ab8097df6102,91a742fb-b1f0-4be0-8264-c28054fea32e,c4,c2,27,p2,?,surb={'id': 'f578e09b-b0ce-48b3-af4b-18bad6ac36d5', 'route': ['p2', 'e9', 'i6', 'x5', 'p1', 'c4']}
1769453371.0230744,RECEIVED,2c09c043-464a-458b-b1f5-12c02bf09527,68adb06b-21ab-4034-8342-afd06d30fe80,c4,c2,27,p2,?,surb={'id': 'a96c3954-107b-4375-b8b3-8c6d54dccc7d', 'route': ['p2', 'e8', 'i5', 'x5', 'p1', 'c4']}
1769453371.030667,RECEIVED,c1dbaadb-3965-4611-9777-69e3a6a47877,853db19f-76c8-48ec-b625-da67a45b5804,c4,c2,26,p2,?,surb={'id': '23c33555-fe43-4f74-9519-7ad83b9c1fe8', 'route': ['p2', 'e6', 'i5', 'x8', 'p1', 'c4']}
1769453371.666292,RECEIVED,7f51e94d-0494-407a-b061-7ee1a0c9e379,c68ae7da-4319-4631-af9c-ed1bbe2087a5,c4,c2,27,p2,?,surb={'id': 'eb360e3a-93d6-4487-9bee-bd59d9050bb6', 'route': ['p2', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769453371.7654653,SENT,d1281908-b51a-49c2-a034-2dd464747b95,3f9bd68d-9bae-40c7-9dbe-2a3d74a87bba,c2,c3,3387,?,p2,
1769453371.7656138,CREATED,6b4326d9-50ec-4bb4-a702-32e9f3dee12f,593779f4-5428-4a07-96f8-ea8110e95f2c,c2,c3,26,?,?,surb={'id': '0f4795c7-7d78-421e-8956-a5f85efd0953', 'route': ['p3', 'e6', 'i9', 'x12', 'p2', 'c2']}
1769453371.831646,SENT,a9182f57-49c4-4601-aaba-3b72a3f61b54,3b1d3cda-8c7a-4f67-ae76-82822e63b70d,c2,c3,3391,?,p2,
1769453371.8317966,CREATED,1b0c4b9d-631a-42a7-83fe-d0172e03e8b5,593779f4-5428-4a07-96f8-ea8110e95f2c,c2,c3,26,?,?,surb={'id': '0f4795c7-7d78-421e-8956-a5f85efd0953', 'route': ['p3', 'e6', 'i9', 'x12', 'p2', 'c2']}
1769453371.8858402,RECEIVED,e6381ccc-0f54-4b23-92ee-a1beb8d3b39c,664ed9bb-cc13-4545-ac79-2995c4900999,c4,c2,26,p2,?,surb={'id': '9af69b61-7c98-4a6e-85d0-39e3cf876cde', 'route': ['p2', 'e11', 'i11', 'x11', 'p1', 'c4']}
1769453372.051841,RECEIVED,c33d36cf-ebc9-4b86-9e66-bdd9799147a0,853db19f-76c8-48ec-b625-da67a45b5804,c4,c2,26,p2,?,surb={'id': '23c33555-fe43-4f74-9519-7ad83b9c1fe8', 'route': ['p2', 'e6', 'i5', 'x8', 'p1', 'c4']}
1769453372.2061355,RECEIVED,a0d5ae79-d256-4036-a91c-e80014128500,fef42671-1c94-4c8a-9a35-40c8bc2cbcc0,c4,c2,26,p2,?,surb={'id': '40c66b80-a607-42b0-8ade-dd4eefa62bc9', 'route': ['p2', 'e9', 'i2', 'x6', 'p1', 'c4']}
1769453372.2715194,SENT,5bd9866d-60fd-4607-9e59-90e9040acca3,f3c48c54-9627-40b4-b9ce-128aac743594,c2,c3,3356,?,p2,
1769453372.271624,CREATED,e5e9adce-ae96-496f-b22e-16b6b5613638,9b41e91a-7465-4757-83be-363b4a23e227,c2,c3,27,?,?,surb={'id': '9dd1d11a-9d1f-4d5e-973a-343514af5658', 'route': ['p3', 'e7', 'i4', 'x3', 'p2', 'c2']}
1769453372.5068798,SENT,cb7525c8-b758-4c48-96ad-dcb157d119f4,fa3c6c29-dda8-497a-a581-dca6bb2c06c6,c2,c3,3384,?,p2,
1769453372.5070302,CREATED,e217d526-583c-4253-82fd-8278ee3d6cb2,9b41e91a-7465-4757-83be-363b4a23e227,c2,c3,27,?,?,surb={'id': '9dd1d11a-9d1f-4d5e-973a-343514af5658', 'route': ['p3', 'e7', 'i4', 'x3', 'p2', 'c2']}
1769453372.6892939,SENT,93748034-c788-4a94-aa11-5d894b218b7a,3861cbfe-9c6e-48be-8bbb-47736f0edb2d,c2,c3,3398,?,p2,
1769453372.6894372,CREATED,42095092-0a60-4370-82b6-1f1afe905d80,57b7d1fd-be99-4816-b2ca-97c26dce8197,c2,c3,27,?,?,surb={'id': '82c2c1ca-3538-449a-a278-cab66cd1ca31', 'route': ['p3', 'e10', 'i7', 'x12', 'p2', 'c2']}
1769453372.7479682,SENT,085754aa-0ced-4ae3-9e04-ab28f4f68d8f,c1f76150-b7fc-4eff-8ed0-cf7206b38cd8,c2,c3,3387,?,p2,
1769453372.7480893,CREATED,0988d72b-b2fe-487f-a9d5-75e183eae704,57b7d1fd-be99-4816-b2ca-97c26dce8197,c2,c3,27,?,?,surb={'id': '82c2c1ca-3538-449a-a278-cab66cd1ca31', 'route': ['p3', 'e10', 'i7', 'x12', 'p2', 'c2']}
1769453372.8191106,RECEIVED,a1a871b4-433b-4ae4-9ff4-91b9118186de,82c8288f-1d69-4ece-bd65-3d30b187b028,c4,c2,27,p2,?,surb={'id': '8c801bde-b1d4-437e-8961-198ec55c9c4e', 'route': ['p2', 'e7', 'i7', 'x12', 'p1', 'c4']}
1769453372.859172,SENT,618ad5bc-a920-4fe0-9972-dda021afb52f,e34a3b82-d4bc-4c34-b586-5ec930d0951a,c2,c3,3376,?,p2,
1769453372.8592665,CREATED,e5157b5a-e62d-47d5-930a-69feb2442a4c,4f6568fd-a0b5-425d-980e-56ab0bf54710,c2,c3,27,?,?,surb={'id': '03ca4b2a-1237-41e2-b496-8a73099b59db', 'route': ['p3', 'e1', 'i2', 'x2', 'p2', 'c2']}
1769453373.1362824,SENT,25715b82-711a-48ba-8cf5-38b39440ddd6,70d45dc8-0947-4f9f-9da7-aba95798fdd2,c2,c3,3371,?,p2,
1769453373.1363845,CREATED,1bcef917-4cb7-468a-bbc6-9c52f32c585e,4f6568fd-a0b5-425d-980e-56ab0bf54710,c2,c3,27,?,?,surb={'id': '03ca4b2a-1237-41e2-b496-8a73099b59db', 'route': ['p3', 'e1', 'i2', 'x2', 'p2', 'c2']}
1769453373.844647,RECEIVED,943437c1-624b-49a3-8645-969ff303be83,82c8288f-1d69-4ece-bd65-3d30b187b028,c4,c2,27,p2,?,surb={'id': '8c801bde-b1d4-437e-8961-198ec55c9c4e', 'route': ['p2', 'e7', 'i7', 'x12', 'p1', 'c4']}
1769453373.8848467,SENT,f05055ad-6829-4369-a846-ca88bb4c3992,eb2e3677-02cd-4e77-86c6-f1331865b77a,c2,c3,3367,?,p2,
1769453373.884985,CREATED,acbc6ff4-e2b5-43b0-b8b9-15243bbd7cec,eb1be0ed-ff73-49f8-8009-9d2728760b51,c2,c3,26,?,?,surb={'id': '62b4270d-4a78-42fe-9e3b-60ad2143688d', 'route': ['p3', 'e1', 'i6', 'x10', 'p2', 'c2']}
1769453374.294156,RECEIVED,053600ee-d36b-4e93-b1cc-53b604fe30da,fef42671-1c94-4c8a-9a35-40c8bc2cbcc0,c4,c2,26,p2,?,surb={'id': '40c66b80-a607-42b0-8ade-dd4eefa62bc9', 'route': ['p2', 'e9', 'i2', 'x6', 'p1', 'c4']}
1769453374.3343177,SENT,24f3ccf0-3f62-4475-92c1-370c70a52aaa,953fa70a-94bb-4baa-af02-68452b6aba67,c2,c3,3361,?,p2,
1769453374.3344166,CREATED,68f36ce3-3bb7-410a-b63d-ec0a74862618,eb1be0ed-ff73-49f8-8009-9d2728760b51,c2,c3,26,?,?,surb={'id': '62b4270d-4a78-42fe-9e3b-60ad2143688d', 'route': ['p3', 'e1', 'i6', 'x10', 'p2', 'c2']}
1769453374.534666,SENT,d99b98cb-dcae-4620-9071-1a6ffe12fd35,9d28b8b9-8996-4d8e-a74f-b2a7c7a9eb90,c2,c3,3358,?,p2,
1769453374.5347686,CREATED,81dae472-7272-4a55-8591-90641283ad25,78e931ec-b358-473c-b79d-fb515a084d0e,c2,c3,27,?,?,surb={'id': '30ad43d6-bffb-41cc-8ff7-1aa8375fa5b1', 'route': ['p3', 'e9', 'i3', 'x4', 'p2', 'c2']}
1769453374.599031,SENT,7af03a91-fe05-441d-9381-f106a85505d1,2a5df66a-d95c-4275-9c07-bb23ada210fc,c2,c3,3371,?,p2,
1769453374.5991566,CREATED,7594aefe-83ec-4b7f-8a68-c8946f617e3a,78e931ec-b358-473c-b79d-fb515a084d0e,c2,c3,27,?,?,surb={'id': '30ad43d6-bffb-41cc-8ff7-1aa8375fa5b1', 'route': ['p3', 'e9', 'i3', 'x4', 'p2', 'c2']}
1769453375.0165088,RECEIVED,8eb8e96e-c663-4a89-9d7b-220fa8c564da,c68ae7da-4319-4631-af9c-ed1bbe2087a5,c4,c2,27,p2,?,surb={'id': 'eb360e3a-93d6-4487-9bee-bd59d9050bb6', 'route': ['p2', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769453375.0962722,RECEIVED,4c8572d4-e372-4bef-99db-5a2204e41837,60650ee3-62fa-438b-9e1f-213f3b415305,c4,c2,27,p2,?,surb={'id': '77608394-015f-41a1-9f20-87538b478ec3', 'route': ['p2', 'e3', 'i11', 'x6', 'p1', 'c4']}
1769453375.482745,RECEIVED,9bee5c52-cd78-4a9f-855b-5aa39aa505e7,1cfd0bae-2386-4ded-ac07-eb09256b07ea,c4,c2,27,p2,?,surb={'id': '39375e85-e2bb-417e-b3d8-ab6eab9f6b3a', 'route': ['p2', 'e5', 'i1', 'x3', 'p1', 'c4']}
1769453376.026129,SENT,91fe0156-f93f-4142-a93a-ede4515d0d8f,69e8795a-298e-4a14-9137-6b6a242cb2de,c2,c3,3392,?,p2,
1769453376.0262291,CREATED,404f23fc-e50b-42a9-b87c-56c1be78718e,def3c11a-1791-4ba5-bf1a-73f62fd5fb8c,c2,c3,27,?,?,surb={'id': 'fbd83b41-7835-44b4-a341-d695270b88f2', 'route': ['p3', 'e2', 'i11', 'x2', 'p2', 'c2']}
1769453376.0509083,RECEIVED,0d48b2eb-050e-472e-a273-2e30439a9ed3,03f6ddd9-a2c2-4dd3-91e4-914b93ac974a,c4,c2,26,p2,?,surb={'id': '22b9cd5a-0321-469e-b287-27b02669ba4f', 'route': ['p2', 'e3', 'i1', 'x4', 'p1', 'c4']}
1769453376.258312,RECEIVED,e99eaca4-91f8-4f95-b48a-3c4760707449,60650ee3-62fa-438b-9e1f-213f3b415305,c4,c2,27,p2,?,surb={'id': '77608394-015f-41a1-9f20-87538b478ec3', 'route': ['p2', 'e3', 'i11', 'x6', 'p1', 'c4']}
1769453376.3669927,SENT,f0e2d0b1-00be-48b0-8362-378c2854a628,cc9c7ba5-40da-4e63-bd08-33379b4cf5c0,c2,c3,3392,?,p2,
1769453376.3679366,CREATED,ebd5052b-cd3f-439d-86f1-7e611bdf5dcd,def3c11a-1791-4ba5-bf1a-73f62fd5fb8c,c2,c3,27,?,?,surb={'id': 'fbd83b41-7835-44b4-a341-d695270b88f2', 'route': ['p3', 'e2', 'i11', 'x2', 'p2', 'c2']}
1769453376.617332,RECEIVED,ee9c0e3e-5c4b-4662-bfca-23547ca2554b,3341fa78-2eeb-4ecc-82d9-afd47398c817,c4,c2,27,p2,?,surb={'id': 'a457a2e1-d6c2-4c57-a34c-5b70eb67e2fb', 'route': ['p2', 'e6', 'i7', 'x4', 'p1', 'c4']}
1769453376.783987,SENT,0a044d3f-aa52-461d-b789-1171cdc9014b,8ec292af-9eaa-4add-9876-0cff5fd84d0a,c2,c3,3387,?,p2,
1769453376.7840884,CREATED,4cdfc4e6-7da0-49b7-a564-1d308d5a4266,2e1a1775-efed-4663-bd96-e4dbc7e6a6b7,c2,c3,27,?,?,surb={'id': '48b95931-f91d-44fb-b9e2-6b48ea492b0f', 'route': ['p3', 'e2', 'i9', 'x4', 'p2', 'c2']}
1769453377.1741734,RECEIVED,582af359-628d-4711-b3bd-6b0039ed3172,1cfd0bae-2386-4ded-ac07-eb09256b07ea,c4,c2,27,p2,?,surb={'id': '39375e85-e2bb-417e-b3d8-ab6eab9f6b3a', 'route': ['p2', 'e5', 'i1', 'x3', 'p1', 'c4']}
1769453377.3304992,SENT,dd59237e-2c52-4870-b891-7faf4471dbca,21f3ec7a-8397-427e-a9d1-3afde4541779,c2,c3,3388,?,p2,
1769453377.3305957,CREATED,34f45775-6480-4cec-85ea-cd735ffd9dfe,2e1a1775-efed-4663-bd96-e4dbc7e6a6b7,c2,c3,27,?,?,surb={'id': '48b95931-f91d-44fb-b9e2-6b48ea492b0f', 'route': ['p3', 'e2', 'i9', 'x4', 'p2', 'c2']}
1769453377.5015574,SENT,75029525-59d4-4e71-82f4-cb8cfeddf256,1a17d0a9-b8e4-4bd0-af70-6bf5ee1333e4,c2,c3,3387,?,p2,
1769453377.5016363,CREATED,8ca3a452-5d9d-43b2-88b8-da6dc5ab3caa,85e4979e-27db-4cc6-a915-81b3b8dcbafa,c2,c3,27,?,?,surb={'id': '8b351d4f-1479-420a-9b6f-931533bf68ac', 'route': ['p3', 'e5', 'i5', 'x9', 'p2', 'c2']}
1769453377.5775626,SENT,5c7cfde7-bc63-449d-b172-30244e0eefb3,1b3af08d-8fa1-485d-aad1-ba203b62950a,c2,c3,3400,?,p2,
1769453377.5776725,CREATED,35c307b7-5367-4fb0-be1e-0c7ecb6da077,85e4979e-27db-4cc6-a915-81b3b8dcbafa,c2,c3,27,?,?,surb={'id': '8b351d4f-1479-420a-9b6f-931533bf68ac', 'route': ['p3', 'e5', 'i5', 'x9', 'p2', 'c2']}
1769453377.8411076,SENT,ab52e4b0-9344-487c-8724-fe51314334eb,32e8be7c-06ed-4c45-8830-e7e1cdc5ea92,c2,c3,3396,?,p2,
1769453377.841263,CREATED,fdfa9253-df14-49de-8014-59136a92ba6e,548cc23b-8eeb-46e4-baa2-faa326a3488c,c2,c3,25,?,?,surb={'id': '3a0dd9e7-c6a4-47f4-b294-9b8e11b2eded', 'route': ['p3', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769453377.934496,SENT,e2fa85ed-fe94-4c2f-a33a-ba18552313db,842830db-421a-4b44-8d82-905e403a6107,c2,c3,3388,?,p2,
1769453377.9346485,CREATED,7f3dd8b6-5694-4e42-ae46-21322345bd1f,548cc23b-8eeb-46e4-baa2-faa326a3488c,c2,c3,25,?,?,surb={'id': '3a0dd9e7-c6a4-47f4-b294-9b8e11b2eded', 'route': ['p3', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769453378.394598,RECEIVED,912e1f47-9bec-4c13-810f-ec07a48d0f8d,3341fa78-2eeb-4ecc-82d9-afd47398c817,c4,c2,27,p2,?,surb={'id': 'a457a2e1-d6c2-4c57-a34c-5b70eb67e2fb', 'route': ['p2', 'e6', 'i7', 'x4', 'p1', 'c4']}
1769453378.493085,RECEIVED,3a6fa0f2-dd8f-4fae-b26f-9056148549da,0baad81d-9ead-41c4-8e41-09d623548512,c4,c2,26,p2,?,surb={'id': 'd74b4169-efa1-4265-a91e-e9e3ff2178bb', 'route': ['p2', 'e7', 'i11', 'x3', 'p1', 'c4']}
1769453378.585423,SENT,f999d190-ff6b-4248-b553-5578fb2c6881,83095c40-32d0-4762-9cda-b095c9ebd174,c2,c3,3394,?,p2,
1769453378.5855253,CREATED,08b1d8be-ed78-4195-9efb-696e87edf395,b230ee05-959f-4459-b3c2-ad5824929843,c2,c3,27,?,?,surb={'id': 'dd81629c-b4f9-4180-9cbb-d502e682b12c', 'route': ['p3', 'e5', 'i10', 'x7', 'p2', 'c2']}
1769453378.599489,SENT,5d081039-db94-44dc-9729-263d3c61a42f,44fc9b7b-a555-4a05-b46d-548bd16338b4,c2,c3,3371,?,p2,
1769453378.5995927,CREATED,33e00d38-725d-4f35-977e-673fa1523674,b230ee05-959f-4459-b3c2-ad5824929843,c2,c3,27,?,?,surb={'id': 'dd81629c-b4f9-4180-9cbb-d502e682b12c', 'route': ['p3', 'e5', 'i10', 'x7', 'p2', 'c2']}
1769453378.695266,RECEIVED,f6e8066c-ea7e-4342-9a18-94fee2b4def4,515fc04f-9c0f-46bb-a67e-8dbbdf284889,c4,c2,27,p2,?,surb={'id': '83204352-b485-453b-951e-a4a754b8179d', 'route': ['p2', 'e9', 'i7', 'x8', 'p1', 'c4']}
1769453378.8818777,RECEIVED,775f8387-e234-4407-bd75-66207ed6dd6b,20b7480d-5659-46fb-b28b-07dcb8985278,c4,c2,27,p2,?,surb={'id': 'ead49047-be1f-433e-801b-db7ac152c7c8', 'route': ['p2', 'e2', 'i12', 'x3', 'p1', 'c4']}
1769453379.170977,RECEIVED,71947b4c-bbd7-4756-b8f9-6a3cf7411218,20b7480d-5659-46fb-b28b-07dcb8985278,c4,c2,27,p2,?,surb={'id': 'ead49047-be1f-433e-801b-db7ac152c7c8', 'route': ['p2', 'e2', 'i12', 'x3', 'p1', 'c4']}
1769453379.4528155,RECEIVED,59db12d8-300c-4bfe-b011-a3fa7012ad3b,515fc04f-9c0f-46bb-a67e-8dbbdf284889,c4,c2,27,p2,?,surb={'id': '83204352-b485-453b-951e-a4a754b8179d', 'route': ['p2', 'e9', 'i7', 'x8', 'p1', 'c4']}
1769453379.543986,SENT,746b6927-f342-44bb-beb1-77054e54c608,58e7e992-add5-447a-8b10-7ee8c2b56730,c2,c3,3399,?,p2,
1769453379.5442183,CREATED,ef4e8452-38cc-4935-bb82-3ac315a747d7,a31fb116-b888-4c16-b8ef-d0a1748c09b6,c2,c3,27,?,?,surb={'id': 'd0c86311-a256-4d26-9dc6-326611946afa', 'route': ['p3', 'e10', 'i12', 'x7', 'p2', 'c2']}
1769453379.664483,SENT,3b7c46ab-ded9-494b-8406-1e9f9f874759,846d41ed-9a0f-4972-ae0f-71a36ace2e35,c2,c3,3404,?,p2,
