timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453684.1832776,RECEIVED,8550f7cf-684d-40a1-a81a-f5e2b46aedee,e05e891e-1143-46aa-931d-e37f64d96b14,c3,c1,26,p1,?,surb={'id': '50998971-028d-4619-8e0e-2d3185bfef59', 'route': ['p1', 'e9', 'i9', 'x7', 'p3', 'c3']}
1769453684.2651517,SENT,30696762-426b-4228-bc35-14249ebeb145,a8c8c802-11f3-4ca4-89d6-53b0e4a40e08,c1,c3,3383,?,p1,
1769453684.265222,CREATED,ab13b966-fc3b-427e-a9f7-fa3b1cbc4088,9b16fd03-8b51-434f-84f2-6a5b417d31ac,c1,c3,27,?,?,surb={'id': '20339668-568a-4c6d-96ad-d7801265443c', 'route': ['p3', 'e1', 'i8', 'x10', 'p1', 'c1']}
1769453684.4681036,RECEIVED,9d343e81-c009-404e-9971-195cca902693,5c361de8-d573-4cad-be4e-011c38a94760,c3,c1,27,p1,?,surb={'id': '71cea2d8-1bb4-456a-8c06-acff47402152', 'route': ['p1', 'e6', 'i3', 'x1', 'p3', 'c3']}
1769453684.47033,RECEIVED,03aaf198-7c1b-4f2b-a066-9d6fbd54442d,5c361de8-d573-4cad-be4e-011c38a94760,c3,c1,27,p1,?,surb={'id': '71cea2d8-1bb4-456a-8c06-acff47402152', 'route': ['p1', 'e6', 'i3', 'x1', 'p3', 'c3']}
1769453684.5075173,SENT,1e5aafcd-1250-4e7d-bbfb-90e03828fe62,cba30b3d-4b2e-46bf-9977-564ee3d9d9a5,c1,c3,3384,?,p1,
1769453684.507596,CREATED,569a4b7a-8349-45de-b7ba-19fd94f2461c,9b16fd03-8b51-434f-84f2-6a5b417d31ac,c1,c3,27,?,?,surb={'id': '20339668-568a-4c6d-96ad-d7801265443c', 'route': ['p3', 'e1', 'i8', 'x10', 'p1', 'c1']}
1769453684.595014,SENT,095a5c3e-6d51-4b12-b19a-1b05c82cd594,52192e30-fc32-499b-83f2-744e728c5c5f,c1,c3,3375,?,p1,
1769453684.5951068,CREATED,94da2a7f-d7e1-4074-ac4b-0435dab58f80,f348e1c2-8213-4763-b66a-470e750dc103,c1,c3,27,?,?,surb={'id': '3c3e5a39-68f0-45b2-b70c-9d3b15e7c32c', 'route': ['p3', 'e12', 'i2', 'x5', 'p1', 'c1']}
1769453684.6336057,RECEIVED,ac53bbea-d2fe-4b37-93ca-1fb1de44ec15,57e29d53-b4b9-439e-9ce5-b1dfb80a2331,c3,c1,27,p1,?,surb={'id': '418f3ad8-a268-4143-8315-e0cb0cb84d43', 'route': ['p1', 'e9', 'i7', 'x10', 'p3', 'c3']}
1769453684.9496548,SENT,d7ff3b2b-f3a9-47a8-a501-0fc9e5cf5712,d773b4de-7911-41df-bbfe-ab11ca4b00df,c1,c3,3384,?,p1,
1769453684.9497223,CREATED,87f71441-294c-4fa5-8012-8b2d5d9ba1d9,f348e1c2-8213-4763-b66a-470e750dc103,c1,c3,27,?,?,surb={'id': '3c3e5a39-68f0-45b2-b70c-9d3b15e7c32c', 'route': ['p3', 'e12', 'i2', 'x5', 'p1', 'c1']}
1769453685.0380247,SENT,b319e43b-83a6-44ab-8428-c6886271c4e0,798e93df-afed-4f64-8678-abc4d5e32400,c1,c3,3380,?,p1,
1769453685.038113,CREATED,f994f164-c889-4020-8f80-9e5c4432fc69,22c4a98d-4a46-4c06-8870-a7d49be2a11d,c1,c3,27,?,?,surb={'id': '5dd9ccf5-caf2-48b0-8afc-67c5fcf89056', 'route': ['p3', 'e7', 'i4', 'x6', 'p1', 'c1']}
1769453685.1153147,SENT,5b58564e-e0d6-4f03-b0b7-528624f59bea,597d42c0-65e0-4bd3-a68f-9d9d0badafc7,c1,c3,3372,?,p1,
1769453685.115398,CREATED,92c6994c-3c5f-425f-a25d-56bbdce8c4fa,22c4a98d-4a46-4c06-8870-a7d49be2a11d,c1,c3,27,?,?,surb={'id': '5dd9ccf5-caf2-48b0-8afc-67c5fcf89056', 'route': ['p3', 'e7', 'i4', 'x6', 'p1', 'c1']}
1769453685.2763097,SENT,5fbe115b-89a6-49c3-b3f6-8f34e63cb1ae,139d8528-446b-4b58-9637-4d16bce7b47f,c1,c3,3372,?,p1,
1769453685.2764633,CREATED,a4043a1f-0d1d-4773-81bd-24e8e6537451,5bba97aa-c262-4454-a81d-22f1288727c3,c1,c3,27,?,?,surb={'id': 'adf99782-5e8a-4656-bd6c-c734e4010596', 'route': ['p3', 'e1', 'i11', 'x6', 'p1', 'c1']}
1769453685.502933,SENT,9adf970d-e018-47ba-ae5e-85ecdca7faf8,a88a921c-eff4-471f-8a0f-debd9b9d6151,c1,c3,3381,?,p1,
1769453685.5030105,CREATED,764c5833-b07a-4448-a64d-f60da933ad85,5bba97aa-c262-4454-a81d-22f1288727c3,c1,c3,27,?,?,surb={'id': 'adf99782-5e8a-4656-bd6c-c734e4010596', 'route': ['p3', 'e1', 'i11', 'x6', 'p1', 'c1']}
1769453685.635481,RECEIVED,8e9d8420-83d9-4294-839e-d9f46d930b6d,fc0be47c-1d14-4669-8128-0259d3dd76a1,c3,c1,27,p1,?,surb={'id': 'a538c479-6a61-4b77-9f78-aa70b81e37cf', 'route': ['p1', 'e4', 'i6', 'x5', 'p3', 'c3']}
1769453685.6724732,RECEIVED,c8185c95-a48d-4e11-8b2d-d7fb4ec50d52,e2a66386-013b-4d81-8244-4ff6590e5751,c3,c1,27,p1,?,surb={'id': '92c01444-bf89-408c-8d41-dbe1343ba973', 'route': ['p1', 'e4', 'i12', 'x3', 'p3', 'c3']}
1769453685.695395,SENT,0b7475a3-91b5-4239-8e97-65c92c31a94f,63b95fa3-3c6d-44e7-8bee-4881107035ed,c1,c3,3355,?,p1,
1769453685.6954749,CREATED,b4aaee6e-00ce-43da-a2d8-11316adb266a,d3e29b5a-8e22-45c3-8acf-b6d4bded294f,c1,c3,26,?,?,surb={'id': 'ea00e8b5-3af4-4e26-b814-1c5fc3de0965', 'route': ['p3', 'e1', 'i2', 'x10', 'p1', 'c1']}
1769453685.7494528,RECEIVED,a798c990-240f-46c2-abfb-eb04e0519615,00a41096-4ba5-48b8-a91a-e9a8e70637eb,c3,c1,27,p1,?,surb={'id': '5a727025-3653-4698-9bfe-3983b2502c65', 'route': ['p1', 'e7', 'i12', 'x2', 'p3', 'c3']}
1769453685.7702987,RECEIVED,227d89a7-5161-4c65-b8d0-1c827b8499ca,00a41096-4ba5-48b8-a91a-e9a8e70637eb,c3,c1,27,p1,?,surb={'id': '5a727025-3653-4698-9bfe-3983b2502c65', 'route': ['p1', 'e7', 'i12', 'x2', 'p3', 'c3']}
1769453685.9091845,SENT,4dadabe7-2ef7-4009-9181-75983035e342,8342776c-736e-47c3-80c7-a7e9580d4f8a,c1,c3,3380,?,p1,
1769453685.90934,CREATED,47941d7b-1014-4490-9992-191347762ba9,d3e29b5a-8e22-45c3-8acf-b6d4bded294f,c1,c3,26,?,?,surb={'id': 'ea00e8b5-3af4-4e26-b814-1c5fc3de0965', 'route': ['p3', 'e1', 'i2', 'x10', 'p1', 'c1']}
1769453685.98959,SENT,0c3ff3ff-14ff-4ebe-bf29-9861aceffe3e,1f58ef0b-490c-465b-a2b6-10583e933b24,c1,c3,3384,?,p1,
1769453685.9897447,CREATED,2df5188d-370d-4adf-a922-a06e3cbbc212,55ceb5ed-0a06-4716-b5ab-26b3faf72464,c1,c3,27,?,?,surb={'id': 'dd1addec-9d97-4a2e-894d-bc113735ec8c', 'route': ['p3', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769453686.0231793,RECEIVED,cbdf757e-a107-4f3a-b025-f9be8d8c5129,dd0c4c92-464c-4951-ae4f-61137dbb2980,c3,c1,26,p1,?,surb={'id': 'e7bfa1c4-7c9b-4b60-a208-a5b2f4800059', 'route': ['p1', 'e6', 'i12', 'x6', 'p3', 'c3']}
1769453686.4264486,SENT,925888ce-28e4-4401-9a91-161c8e1b4906,163e2995-fc48-4e91-8082-421945a806ea,c1,c3,3378,?,p1,
1769453686.426596,CREATED,37106826-409f-4472-94d3-dc509dc15de2,55ceb5ed-0a06-4716-b5ab-26b3faf72464,c1,c3,27,?,?,surb={'id': 'dd1addec-9d97-4a2e-894d-bc113735ec8c', 'route': ['p3', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769453686.588424,SENT,1716de1e-49c7-46bf-9ecf-82de34be123a,834f9979-7894-443b-adaf-6cba19943a50,c1,c3,3392,?,p1,
1769453686.5885813,CREATED,2963ede3-d329-4ec3-a615-09e6af3ed637,0eb1eaff-f818-4ab5-babf-d2d607b73351,c1,c3,27,?,?,surb={'id': 'f822e4b6-9aed-4c40-86e1-5083f52b7c5c', 'route': ['p3', 'e12', 'i5', 'x2', 'p1', 'c1']}
1769453686.7104373,SENT,789ae0db-78c7-4c6f-bfc8-5676f9fc4a47,64f56e12-0316-4427-9f31-92e2df45aea6,c1,c3,3391,?,p1,
1769453686.7105875,CREATED,bc3a70f4-f59e-47f4-928a-913fb5b1589d,0eb1eaff-f818-4ab5-babf-d2d607b73351,c1,c3,27,?,?,surb={'id': 'f822e4b6-9aed-4c40-86e1-5083f52b7c5c', 'route': ['p3', 'e12', 'i5', 'x2', 'p1', 'c1']}
1769453686.854982,SENT,32c4b676-0e6c-4e9e-920e-419899adacd1,0f8d2541-cb17-4a1d-b33d-3bb0a6c5f551,c1,c3,3399,?,p1,
1769453686.855491,CREATED,b165fff2-a859-424e-a30f-c0be8b8d8e27,5ddcb0ef-30ba-4aac-b2d5-3e2adf9e88d4,c1,c3,27,?,?,surb={'id': 'fb7eda7b-6930-4f45-9bbd-80387af4a14c', 'route': ['p3', 'e10', 'i2', 'x11', 'p1', 'c1']}
1769453687.5772152,SENT,f6537b3a-6c03-4974-90b6-75ea5ca09be1,a7ab01ae-7bf6-4b71-ae51-19b876145a9f,c1,c3,3398,?,p1,
1769453687.5773087,CREATED,d2b576b2-7a1f-4734-8b14-459be55643b3,5ddcb0ef-30ba-4aac-b2d5-3e2adf9e88d4,c1,c3,27,?,?,surb={'id': 'fb7eda7b-6930-4f45-9bbd-80387af4a14c', 'route': ['p3', 'e10', 'i2', 'x11', 'p1', 'c1']}
1769453688.2366936,RECEIVED,a9e747ec-b32f-4592-91d4-3668b5562592,9796d3c2-93b7-439e-b193-686225fc31f7,c3,c1,26,p1,?,surb={'id': '2f625326-8b5f-4115-8851-ce400e44c9da', 'route': ['p1', 'e9', 'i4', 'x10', 'p3', 'c3']}
1769453688.4653842,RECEIVED,c240a22c-0bb1-4768-9cc8-53ad2aa89522,7f119c8f-6c8b-4fc5-bec2-ff25feecefbf,c3,c1,27,p1,?,surb={'id': '38eae833-55df-4232-8972-85e292deca3a', 'route': ['p1', 'e11', 'i6', 'x10', 'p3', 'c3']}
1769453688.4850924,SENT,a484094a-6f1b-41ba-85ca-1dbb9d1f7c66,b2e89aea-40c1-4748-a036-27e34a13245f,c1,c3,3396,?,p1,
1769453688.48525,CREATED,47c2df4a-aeb8-4a7c-b682-278c0fe5d13f,b4056e67-9914-4a29-b315-adf412e3b7c4,c1,c3,27,?,?,surb={'id': 'a6e0d72a-f3dd-4986-a595-e26cf79e01cd', 'route': ['p3', 'e4', 'i5', 'x7', 'p1', 'c1']}
1769453688.5847168,SENT,97fb12b7-ec12-41e7-b630-1a43b6ddbb95,1280fe26-7f89-4d0c-9f8a-2eb125b354bf,c1,c3,3383,?,p1,
1769453688.5848696,CREATED,38672948-70d3-486f-8739-0f934317775a,b4056e67-9914-4a29-b315-adf412e3b7c4,c1,c3,27,?,?,surb={'id': 'a6e0d72a-f3dd-4986-a595-e26cf79e01cd', 'route': ['p3', 'e4', 'i5', 'x7', 'p1', 'c1']}
1769453688.627541,RECEIVED,9706a4e9-1ab3-4201-b656-133ec6f8eecc,ccbc4c73-ed9f-48a9-929c-f82d3d19d815,c3,c1,27,p1,?,surb={'id': '2c55326f-de1e-409c-b487-96e53ff356fc', 'route': ['p1', 'e5', 'i2', 'x9', 'p3', 'c3']}
1769453688.729609,RECEIVED,6533b46e-efdb-4144-a71d-f14399947c3f,f7cf8238-043d-439d-895e-a46ff222ea9e,c3,c1,26,p1,?,surb={'id': '04117529-7249-41b0-9c53-b917933cce0b', 'route': ['p1', 'e9', 'i7', 'x6', 'p3', 'c3']}
1769453688.8155353,RECEIVED,7331e57f-7ebd-489a-8140-183b915587ec,ccbc4c73-ed9f-48a9-929c-f82d3d19d815,c3,c1,27,p1,?,surb={'id': '2c55326f-de1e-409c-b487-96e53ff356fc', 'route': ['p1', 'e5', 'i2', 'x9', 'p3', 'c3']}
1769453688.9815648,RECEIVED,4e6eecf3-6abf-4da9-b3ff-a2abff7ecbf1,0b0b1fd7-3c02-4f84-9ed4-2ac178ceac5f,c3,c1,27,p1,?,surb={'id': 'e227027a-dace-4163-8e00-4eed296ababf', 'route': ['p1', 'e5', 'i12', 'x2', 'p3', 'c3']}
1769453689.1914773,RECEIVED,1b87fe29-87a8-41c2-93ee-30d6325f40dd,7f119c8f-6c8b-4fc5-bec2-ff25feecefbf,c3,c1,27,p1,?,surb={'id': '38eae833-55df-4232-8972-85e292deca3a', 'route': ['p1', 'e11', 'i6', 'x10', 'p3', 'c3']}
1769453689.4518065,RECEIVED,0bf87a69-cd3a-4544-a929-0e7097cac495,ccd229f9-0edd-45ea-8d5d-e8293b7b6871,c3,c1,26,p1,?,surb={'id': 'c47cfdbc-7d16-453b-9240-13181da875ed', 'route': ['p1', 'e12', 'i11', 'x3', 'p3', 'c3']}
1769453689.4965355,SENT,fbaeaa47-0922-44a5-b611-0764618c3518,118dc3ea-8c49-4f77-9282-96549914dadf,c1,c3,3375,?,p1,
1769453689.4966855,CREATED,6cba3e94-2d08-4309-93ed-2a03c9b49c01,af463223-2542-4345-9880-4e9351350b81,c1,c3,27,?,?,surb={'id': '1f9be510-c4ee-458a-ae70-a808def1b98f', 'route': ['p3', 'e6', 'i11', 'x1', 'p1', 'c1']}
1769453689.626767,SENT,b31b9090-5e44-4f0f-a6b8-fa9d42649282,216612c2-473d-4c55-ad51-8f9c2be38903,c1,c3,3391,?,p1,
1769453689.626921,CREATED,9418fb7f-6016-4fac-a0fc-f143806c1962,af463223-2542-4345-9880-4e9351350b81,c1,c3,27,?,?,surb={'id': '1f9be510-c4ee-458a-ae70-a808def1b98f', 'route': ['p3', 'e6', 'i11', 'x1', 'p1', 'c1']}
1769453689.8154614,SENT,c6281ef1-4d72-45f9-9a40-9da934e0951b,b03ecf54-fc3e-4f99-8906-8067cee9eed9,c1,c3,3387,?,p1,
1769453689.8155391,CREATED,eee08a86-3244-4646-9e25-53ed3f10e312,9ab3108b-0e40-449d-9046-a76c5ebcd4a8,c1,c3,27,?,?,surb={'id': '0d4c213f-b6f5-4a0b-a96f-6bbc85a98ba4', 'route': ['p3', 'e5', 'i1', 'x10', 'p1', 'c1']}
1769453690.0874724,SENT,255ff42d-670e-461e-afd9-fb4e3a3f4b32,73fccf92-c758-4c0f-8417-4f83bd6be2c0,c1,c3,3370,?,p1,
1769453690.0876272,CREATED,25b54d2a-3558-4b37-8dd4-c39c4909fb67,9ab3108b-0e40-449d-9046-a76c5ebcd4a8,c1,c3,27,?,?,surb={'id': '0d4c213f-b6f5-4a0b-a96f-6bbc85a98ba4', 'route': ['p3', 'e5', 'i1', 'x10', 'p1', 'c1']}
1769453690.1186037,SENT,c54ec44e-3175-4421-b63d-44e8acdcf801,630dc42c-9a62-4c00-9359-64e02e2e11ec,c1,c3,3379,?,p1,
1769453690.119015,CREATED,40dc0193-3fff-42fb-b6ff-b17369518325,8bad2984-8fab-4ea7-a8e7-7ba1fdcafd81,c1,c3,27,?,?,surb={'id': '4d9ca50b-dad9-4902-bc9a-fdb01d9a69f0', 'route': ['p3', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769453690.239324,RECEIVED,c1259629-3d28-4ca4-96d0-78cf96a31941,246f8745-bcec-4245-abb0-beaa0d6f004c,c3,c1,27,p1,?,surb={'id': '6b2e29b9-d720-4592-9d99-a6f9f6c726a2', 'route': ['p1', 'e4', 'i1', 'x7', 'p3', 'c3']}
1769453690.8254368,SENT,b0d89480-d17c-444f-9059-3963aeab7d35,6165215f-b182-4eb1-8c8f-f99e02a21455,c1,c3,3385,?,p1,
1769453690.825589,CREATED,2ab1319a-576d-4717-b17c-73fc8f501283,8bad2984-8fab-4ea7-a8e7-7ba1fdcafd81,c1,c3,27,?,?,surb={'id': '4d9ca50b-dad9-4902-bc9a-fdb01d9a69f0', 'route': ['p3', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769453691.0385666,RECEIVED,6118c47b-d59c-49ff-975c-a595a82b8ad8,33dba6e5-fc1d-4cb8-b6df-73677d923087,c3,c1,27,p1,?,surb={'id': 'aa7e7925-88b0-4761-8034-7dd7c219b603', 'route': ['p1', 'e3', 'i4', 'x12', 'p3', 'c3']}
1769453691.266416,SENT,9d24e30f-b05b-4959-932a-8e05009e09d0,68b9be14-0599-4fc0-8165-1ef57efbe7be,c1,c3,3359,?,p1,
1769453691.2665274,CREATED,808d0199-9f71-423e-af10-5129cc9c8967,02402625-c4eb-409c-9cc8-39a18ba83955,c1,c3,26,?,?,surb={'id': '02ac1855-b578-48a6-9400-4da1d3d70fc4', 'route': ['p3', 'e5', 'i8', 'x12', 'p1', 'c1']}
1769453691.2874784,RECEIVED,a792ad1d-0b62-444a-8188-f193b5633038,33dba6e5-fc1d-4cb8-b6df-73677d923087,c3,c1,27,p1,?,surb={'id': 'aa7e7925-88b0-4761-8034-7dd7c219b603', 'route': ['p1', 'e3', 'i4', 'x12', 'p3', 'c3']}
1769453691.3586426,SENT,28facb94-8f83-4f83-b47e-679618393b04,c778e58d-42c3-422e-9694-fc3cb47baa03,c1,c3,3380,?,p1,
1769453691.3587513,CREATED,f17e8bfe-419a-4579-b298-63403d1e5486,02402625-c4eb-409c-9cc8-39a18ba83955,c1,c3,26,?,?,surb={'id': '02ac1855-b578-48a6-9400-4da1d3d70fc4', 'route': ['p3', 'e5', 'i8', 'x12', 'p1', 'c1']}
1769453691.9709115,SENT,865e86a8-e094-421a-b988-234728619bd2,def5fc09-c211-475a-b968-20f838417651,c1,c3,3376,?,p1,
1769453691.9711027,CREATED,ece535d7-a359-4db0-b02f-6d999f38d831,b5567e69-c0c6-4698-abfd-6db63ebe07aa,c1,c3,27,?,?,surb={'id': '7ff85fbc-00e7-4725-b341-3f39e9543d35', 'route': ['p3', 'e5', 'i9', 'x3', 'p1', 'c1']}
1769453692.004896,SENT,4b2c39a8-e94e-4b03-9ae1-669e477d974c,4c41a0eb-1b38-4ff0-ae2f-96bf7ef3be9d,c1,c3,3384,?,p1,
1769453692.0050452,CREATED,89a7b755-1124-41db-9aa6-808686c0a6f3,b5567e69-c0c6-4698-abfd-6db63ebe07aa,c1,c3,27,?,?,surb={'id': '7ff85fbc-00e7-4725-b341-3f39e9543d35', 'route': ['p3', 'e5', 'i9', 'x3', 'p1', 'c1']}
1769453692.285197,RECEIVED,06ab8018-2efe-42f6-820b-3d3cddfc4ea9,ec711dba-74ad-44dd-a4e8-bf425266083a,c3,c1,27,p1,?,surb={'id': '55f849c5-32ad-44e3-8437-b515cb1cedb1', 'route': ['p1', 'e2', 'i8', 'x5', 'p3', 'c3']}
1769453692.3825216,RECEIVED,023f6069-dd7e-4279-8e5d-96a267899386,b1923683-088d-43bf-a5b2-ac5a9fd24676,c3,c1,27,p1,?,surb={'id': 'db1e0860-eff0-4c4d-a3eb-07200b7b9d55', 'route': ['p1', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769453692.5318468,SENT,c197e889-1e14-4c56-b377-79310fb42625,3df33c07-e0e6-4744-8c38-145987668433,c1,c3,3364,?,p1,
1769453692.531948,CREATED,7857aebc-7faf-4bf0-aa77-13c5a9943e76,cc84890c-6be0-49a7-91ce-b4dff205a8c6,c1,c3,27,?,?,surb={'id': '790c41ca-0436-431f-89e0-ce0005c13bdf', 'route': ['p3', 'e4', 'i4', 'x1', 'p1', 'c1']}
1769453692.7673938,RECEIVED,7a45f9c4-9a02-45cb-9e21-12811fb35889,24256192-b515-4443-b14c-643f8e2804b9,c3,c1,27,p1,?,surb={'id': 'b5f40393-0239-4060-ac96-6b0720a6d017', 'route': ['p1', 'e2', 'i2', 'x7', 'p3', 'c3']}
1769453692.7825239,RECEIVED,da62c410-b4c3-4882-8745-2b3fe69cf681,698b33fd-b3d1-4f98-8de1-2c04038f1347,c3,c1,27,p1,?,surb={'id': '31b47f70-32a4-45c7-8093-3d0d7d6bdf91', 'route': ['p1', 'e9', 'i11', 'x9', 'p3', 'c3']}
1769453692.8580296,RECEIVED,65bb98a9-f015-4f28-9249-d96c5a827323,304e34c5-9a11-47ac-adfd-0cbb031cc191,c3,c1,26,p1,?,surb={'id': 'd179f671-c3f7-4681-9670-78971e5c68c2', 'route': ['p1', 'e10', 'i11', 'x11', 'p3', 'c3']}
1769453692.86468,RECEIVED,1a3bb823-f49f-4ea6-8d7c-fccb8abd8c4e,4b1caa7a-b575-44b8-ae74-966f495b48c0,c3,c1,27,p1,?,surb={'id': '05f76161-893b-49a1-b13b-bb9ea69af06a', 'route': ['p1', 'e2', 'i7', 'x7', 'p3', 'c3']}
1769453692.9320338,SENT,370dfd0b-4533-4b73-b3ae-0a19f83e255d,dd544c2c-ea79-4d22-989a-5ac1a599316e,c1,c3,3376,?,p1,
1769453692.9321814,CREATED,9f4db508-68e9-4891-9a14-02849b264869,cc84890c-6be0-49a7-91ce-b4dff205a8c6,c1,c3,27,?,?,surb={'id': '790c41ca-0436-431f-89e0-ce0005c13bdf', 'route': ['p3', 'e4', 'i4', 'x1', 'p1', 'c1']}
1769453692.938615,RECEIVED,6c5111b9-568b-450e-bb34-b4bf3fd96f8f,11966ab8-c875-4439-8a0d-96f50593d02b,c3,c1,27,p1,?,surb={'id': '4654a1b7-70e3-4bb8-976f-8bd5f0515495', 'route': ['p1', 'e9', 'i8', 'x6', 'p3', 'c3']}
1769453693.4136739,RECEIVED,1fd3cd46-a7ff-4f5a-9786-51f896ba7608,ce905962-9378-4bbc-8723-d62ce96512e4,c3,c1,27,p1,?,surb={'id': '6fe6a674-cb3c-4dd2-a8e3-2843c75f2e70', 'route': ['p1', 'e11', 'i11', 'x10', 'p3', 'c3']}
1769453693.4998,RECEIVED,f08569fd-66d3-49f3-802d-1ba2159602ae,ec711dba-74ad-44dd-a4e8-bf425266083a,c3,c1,27,p1,?,surb={'id': '55f849c5-32ad-44e3-8437-b515cb1cedb1', 'route': ['p1', 'e2', 'i8', 'x5', 'p3', 'c3']}
1769453693.797795,RECEIVED,2295afde-8e28-4ea4-b4f1-980b01a58f59,ce905962-9378-4bbc-8723-d62ce96512e4,c3,c1,27,p1,?,surb={'id': '6fe6a674-cb3c-4dd2-a8e3-2843c75f2e70', 'route': ['p1', 'e11', 'i11', 'x10', 'p3', 'c3']}
1769453693.8577316,SENT,1861fa43-13bb-4376-a44e-9235ecf689f7,6fe7e072-7ffe-4624-8ff3-d555fb7835b6,c1,c3,3403,?,p1,
1769453693.8578866,CREATED,b0f77e2c-f590-4c7e-a68d-2e9118a0eaa5,d771bbb2-7696-4372-9424-9490c6e9a153,c1,c3,27,?,?,surb={'id': 'ffaf222b-cf70-464b-aa02-7637a3eb34da', 'route': ['p3', 'e5', 'i1', 'x9', 'p1', 'c1']}
1769453693.9700403,RECEIVED,352a4177-fea3-4091-b734-e768e9edd5fb,aeedeec7-5f42-465b-ab2f-beedbaea064d,c3,c1,27,p1,?,surb={'id': 'beb11540-1576-4338-a025-09875a46a237', 'route': ['p1', 'e11', 'i12', 'x2', 'p3', 'c3']}
1769453693.9791505,RECEIVED,70e1e657-162f-4165-9dec-78ce3f0a204f,aeedeec7-5f42-465b-ab2f-beedbaea064d,c3,c1,27,p1,?,surb={'id': 'beb11540-1576-4338-a025-09875a46a237', 'route': ['p1', 'e11', 'i12', 'x2', 'p3', 'c3']}
1769453694.1269403,SENT,d95efff5-37f7-4c29-bef1-3ab3b6bc3f62,386cb04c-f7c5-4cd5-a343-6871537c0f1d,c1,c3,3387,?,p1,
1769453694.1271222,CREATED,5978a236-12e4-4e22-bc98-1a9efe3989db,d771bbb2-7696-4372-9424-9490c6e9a153,c1,c3,27,?,?,surb={'id': 'ffaf222b-cf70-464b-aa02-7637a3eb34da', 'route': ['p3', 'e5', 'i1', 'x9', 'p1', 'c1']}
1769453694.331945,SENT,62f0e52d-2763-474b-84ce-7a8bbba213fd,04fcc2dc-1b9f-489c-9b14-e18eccc22843,c1,c3,3371,?,p1,
1769453694.3328855,CREATED,cca2b2d7-935a-4bb4-98be-0cee3677b0f0,239366c8-dc6a-40b9-adba-3fc95ba7a953,c1,c3,27,?,?,surb={'id': '6a7b35a6-e77a-4843-bead-1635fe0a7ec2', 'route': ['p3', 'e5', 'i3', 'x10', 'p1', 'c1']}
1769453694.4076657,SENT,507042da-0f82-4d13-b67d-845ffe38ee2d,c47864dc-10a6-4880-82e5-66e62087c282,c1,c3,3389,?,p1,
1769453694.407815,CREATED,54ebd155-a451-4619-bb0a-2f4cc49f1715,239366c8-dc6a-40b9-adba-3fc95ba7a953,c1,c3,27,?,?,surb={'id': '6a7b35a6-e77a-4843-bead-1635fe0a7ec2', 'route': ['p3', 'e5', 'i3', 'x10', 'p1', 'c1']}
1769453694.4572248,RECEIVED,0dad48a7-e8a2-45a2-a99c-9da0b4017299,4b1caa7a-b575-44b8-ae74-966f495b48c0,c3,c1,27,p1,?,surb={'id': '05f76161-893b-49a1-b13b-bb9ea69af06a', 'route': ['p1', 'e2', 'i7', 'x7', 'p3', 'c3']}
1769453694.6916947,SENT,e0d94feb-cecc-4a08-a374-b429bd1b0e78,f2cdd6e1-e09c-4177-bf18-53d130223436,c1,c3,3387,?,p1,
1769453694.691847,CREATED,2daf3606-7cac-4758-809b-0efbcf8e0435,3371da6a-6a61-4d54-b0c3-faffb12bfc33,c1,c3,27,?,?,surb={'id': 'f54867b2-7744-4eb7-adb2-7a6ff51beb26', 'route': ['p3', 'e11', 'i9', 'x11', 'p1', 'c1']}
1769453694.9378366,SENT,1a66583a-07a5-4749-bf51-430281eac5ca,0fa69180-6407-4d0e-a01e-abd91af6465d,c1,c3,3378,?,p1,
1769453694.9379978,CREATED,47cb42dc-57be-4bf4-b406-1bcd43c7115b,3371da6a-6a61-4d54-b0c3-faffb12bfc33,c1,c3,27,?,?,surb={'id': 'f54867b2-7744-4eb7-adb2-7a6ff51beb26', 'route': ['p3', 'e11', 'i9', 'x11', 'p1', 'c1']}
1769453695.3489618,SENT,a1ed1f0b-cef6-4808-b250-c8c60c6f504b,ed0b5a4c-96c1-4125-8b56-eab7f712b03a,c1,c3,3370,?,p1,
1769453695.3491254,CREATED,1032acd6-a9a1-4882-b00c-21a0fdd95127,3fffe9e0-dd8c-4e9d-b58e-78b12f0cda02,c1,c3,27,?,?,surb={'id': 'b327239c-2740-4190-b574-4cea603af135', 'route': ['p3', 'e9', 'i7', 'x5', 'p1', 'c1']}
1769453695.5704894,SENT,3263881a-3316-41af-8cfe-039281b083bd,9172be97-b374-422a-b155-20f4f8ce9e4e,c1,c3,3377,?,p1,
1769453695.5705872,CREATED,f5e100b1-9f30-46db-be5d-224061cac25a,3fffe9e0-dd8c-4e9d-b58e-78b12f0cda02,c1,c3,27,?,?,surb={'id': 'b327239c-2740-4190-b574-4cea603af135', 'route': ['p3', 'e9', 'i7', 'x5', 'p1', 'c1']}
