timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453252.3272994,CREATED,5d369e03-797a-49cf-84e1-7ff846719303,61762a86-7722-4926-9c65-dcae5aa9004b,c1,c3,27,?,?,surb={'id': 'eb2a2a33-d4c1-48b9-a95b-fb2e90b577eb', 'route': ['p3', 'e5', 'i4', 'x6', 'p1', 'c1']}
1769453252.613886,SENT,ad1ff3b3-d4a9-453a-9238-5737a69ca9cb,680b279e-7b5c-48bc-aec2-dbd7d767d6f4,c1,c3,3375,?,p1,
1769453252.6141427,CREATED,bf757c3b-c9e4-438a-bc97-e8ec703901a4,60d65a0c-8708-41d3-9270-171c0dec4a6f,c1,c3,27,?,?,surb={'id': 'c5877132-a3b9-4557-9e03-003703c2b89d', 'route': ['p3', 'e2', 'i3', 'x3', 'p1', 'c1']}
1769453252.62204,RECEIVED,e741de6b-d137-4770-8383-c7cb4c174e5a,0b2ecebe-9f02-4943-85d9-7bc943c9b5f2,c3,c1,27,p1,?,surb={'id': 'cc706863-97c7-4735-9559-03f48e1bfdce', 'route': ['p1', 'e2', 'i10', 'x1', 'p3', 'c3']}
1769453252.7768302,SENT,a24f1a1d-1ba1-480a-b94e-fd60480c6a70,a58e4bf7-cadc-437c-b4ee-ddeb458190fa,c1,c3,3375,?,p1,
1769453252.77698,CREATED,4df849a1-d53d-4c8d-8bd8-4d79ee290976,60d65a0c-8708-41d3-9270-171c0dec4a6f,c1,c3,27,?,?,surb={'id': 'c5877132-a3b9-4557-9e03-003703c2b89d', 'route': ['p3', 'e2', 'i3', 'x3', 'p1', 'c1']}
1769453252.7843308,RECEIVED,ca656cb5-541e-454a-8cbb-6ecafe540729,cb624e15-eabe-4491-93ff-a7d08e794418,c3,c1,27,p1,?,surb={'id': '4badd593-0d23-4a57-a31c-4f4bbed136a5', 'route': ['p1', 'e8', 'i6', 'x1', 'p3', 'c3']}
1769453253.4280717,SENT,780d1f6f-5d85-4112-bde2-dfa122be0f48,4b62ade3-2d32-4d5a-b863-72105bd9d0d1,c1,c3,3359,?,p1,
1769453253.4281502,CREATED,6ef84f00-2e01-459f-b4d5-62880799d543,c9886f43-9122-40df-9872-e45dc25f4de5,c1,c3,26,?,?,surb={'id': 'f7a3203d-f699-41a1-95bb-5469d50ef106', 'route': ['p3', 'e10', 'i2', 'x10', 'p1', 'c1']}
1769453253.5905836,SENT,3bfef5df-875e-41b7-babf-cc7d361d13ce,cc55b6ea-e1a2-4cfb-89fb-c45ab75fb1db,c1,c3,3379,?,p1,
1769453253.5907326,CREATED,b86a3214-5e77-44b0-a8ad-f1fc60f1a70e,c9886f43-9122-40df-9872-e45dc25f4de5,c1,c3,26,?,?,surb={'id': 'f7a3203d-f699-41a1-95bb-5469d50ef106', 'route': ['p3', 'e10', 'i2', 'x10', 'p1', 'c1']}
1769453253.6484804,SENT,ffa2ce4b-b8fb-4a38-9987-dd829a017523,299c3a8c-52e7-4c7b-824d-4eea1b0dd541,c1,c3,3369,?,p1,
1769453253.6486328,CREATED,2fcd2fcd-07de-4842-8d52-a50cbc2ed6e5,bb6f47b7-db67-41f7-a67d-88d9f1ee0df5,c1,c3,27,?,?,surb={'id': '287c478e-9691-4c75-ae80-ac2158065fda', 'route': ['p3', 'e6', 'i5', 'x2', 'p1', 'c1']}
1769453253.69138,RECEIVED,65d901d9-067d-4819-b9c9-3bf96ff0b64c,20c0a702-ec48-42e1-845a-14227057ff2e,c3,c1,27,p1,?,surb={'id': 'ced30210-f7e3-4e9f-a4b4-9e4a4e6df4da', 'route': ['p1', 'e7', 'i6', 'x4', 'p3', 'c3']}
1769453254.1174605,SENT,248176f4-15c0-4fe6-9a84-431fa1c27720,487cd6e7-71e9-40d4-a639-9ff428a1fd55,c1,c3,3359,?,p1,
1769453254.1176143,CREATED,eac79405-d9c5-4c46-b1ec-b137cb5f9aec,bb6f47b7-db67-41f7-a67d-88d9f1ee0df5,c1,c3,27,?,?,surb={'id': '287c478e-9691-4c75-ae80-ac2158065fda', 'route': ['p3', 'e6', 'i5', 'x2', 'p1', 'c1']}
1769453254.1262977,RECEIVED,3f55595a-4334-4da8-92ea-8562e36b18e0,0f8fcd2e-1621-4da0-a0c7-3b484a72d7ae,c3,c1,27,p1,?,surb={'id': '59c95eb1-44bb-481d-9fcd-4ea3f39c841f', 'route': ['p1', 'e8', 'i5', 'x9', 'p3', 'c3']}
1769453254.203624,SENT,0ab6f363-003c-4d16-ad11-25a173187623,5891c65a-f76c-48df-a54e-e8f07f5fc604,c1,c3,3375,?,p1,
1769453254.2037952,CREATED,bb81bde3-1ade-47d6-bb53-fca19bff8486,2be47213-b1a7-4402-8396-114261056e35,c1,c3,26,?,?,surb={'id': '0160b996-91bc-4ba3-be82-573939a19959', 'route': ['p3', 'e3', 'i12', 'x11', 'p1', 'c1']}
1769453254.707316,RECEIVED,d072d28f-fc54-4a27-9c8f-06fa8f9ddc96,162cab8f-0a70-4a24-bc7b-286ce6ceebce,c3,c1,27,p1,?,surb={'id': 'c16aa8d3-2ed3-46da-8f21-e24724c8a6da', 'route': ['p1', 'e3', 'i7', 'x4', 'p3', 'c3']}
1769453254.9650223,RECEIVED,7a288a6f-9e22-498a-895c-b23d439ca3c0,7979a9fa-0585-45be-8dfe-b55c5b7a2ab1,c3,c1,27,p1,?,surb={'id': 'bf1f8f17-b94c-4e0e-9fe1-1989087a3888', 'route': ['p1', 'e6', 'i3', 'x11', 'p3', 'c3']}
1769453255.067218,SENT,c58c2c78-8afa-48c6-bfe9-d963a270f1bb,7d1575d3-7a52-44ec-9f4c-be188d096307,c1,c3,3388,?,p1,
1769453255.0673833,CREATED,d1961960-6991-4528-bf3e-d83e73077ac3,2be47213-b1a7-4402-8396-114261056e35,c1,c3,26,?,?,surb={'id': '0160b996-91bc-4ba3-be82-573939a19959', 'route': ['p3', 'e3', 'i12', 'x11', 'p1', 'c1']}
1769453255.0802207,RECEIVED,4741661d-8130-49eb-95f4-f9d2bd8a9129,162cab8f-0a70-4a24-bc7b-286ce6ceebce,c3,c1,27,p1,?,surb={'id': 'c16aa8d3-2ed3-46da-8f21-e24724c8a6da', 'route': ['p1', 'e3', 'i7', 'x4', 'p3', 'c3']}
1769453255.1426716,RECEIVED,54b284de-405c-40ab-a9bb-f2717505f744,0b2ecebe-9f02-4943-85d9-7bc943c9b5f2,c3,c1,27,p1,?,surb={'id': 'cc706863-97c7-4735-9559-03f48e1bfdce', 'route': ['p1', 'e2', 'i10', 'x1', 'p3', 'c3']}
1769453255.7990177,SENT,e8b1a643-c3bd-475f-bbf9-194d87298138,39f0d61e-470d-4625-9e20-c74b46dbb9bd,c1,c3,3375,?,p1,
1769453255.7991958,CREATED,e6a8521f-47a5-4f75-bc00-bc084b4156bf,caa9484a-adc4-4175-929f-a166dde83ffc,c1,c3,26,?,?,surb={'id': '71a2c742-5618-4616-b367-ddbba06d5860', 'route': ['p3', 'e3', 'i12', 'x7', 'p1', 'c1']}
1769453255.9597213,RECEIVED,8586598c-6f90-42cb-9cd3-7fde7a58b857,7979a9fa-0585-45be-8dfe-b55c5b7a2ab1,c3,c1,27,p1,?,surb={'id': 'bf1f8f17-b94c-4e0e-9fe1-1989087a3888', 'route': ['p1', 'e6', 'i3', 'x11', 'p3', 'c3']}
1769453256.2374942,RECEIVED,a41c2788-64c0-4948-a9b8-70a55da400ef,20c0a702-ec48-42e1-845a-14227057ff2e,c3,c1,27,p1,?,surb={'id': 'ced30210-f7e3-4e9f-a4b4-9e4a4e6df4da', 'route': ['p1', 'e7', 'i6', 'x4', 'p3', 'c3']}
1769453256.3807,SENT,d0dd24b4-e591-44e1-a1fc-fe553699277f,96470690-1134-4b6c-a760-32cd7be1a179,c1,c3,3391,?,p1,
1769453256.3807628,CREATED,42a56edc-39ba-450b-9f2f-90d31aef7077,caa9484a-adc4-4175-929f-a166dde83ffc,c1,c3,26,?,?,surb={'id': '71a2c742-5618-4616-b367-ddbba06d5860', 'route': ['p3', 'e3', 'i12', 'x7', 'p1', 'c1']}
1769453256.4659107,SENT,a9363349-3974-4ebf-8bd5-2a2bdf658b0b,d65b2293-6e35-4bd2-a5c6-f074306a933c,c1,c3,3386,?,p1,
1769453256.4661036,CREATED,7b3078e7-c06c-4a0b-b5a8-cf3182159620,42ef7cbc-5348-44a4-8ffb-4a3134b361b9,c1,c3,27,?,?,surb={'id': '9c43ef7b-63a8-43b6-a041-6971286f7e6e', 'route': ['p3', 'e11', 'i12', 'x7', 'p1', 'c1']}
1769453256.4974716,RECEIVED,76831ea7-db2e-461b-82d9-fe552836a41c,d4699cd6-eedc-4cc5-91f7-ca75e66d1607,c3,c1,27,p1,?,surb={'id': '32e1ca81-c458-4924-9ce8-d674ccdacf79', 'route': ['p1', 'e12', 'i6', 'x1', 'p3', 'c3']}
1769453256.7594943,SENT,3dc1f3b3-163d-4cc8-80ad-3119af6f010a,8069c471-dc46-4ad3-97c1-e420b13421d5,c1,c3,3396,?,p1,
1769453256.7595983,CREATED,9de54475-2252-4895-abba-d8a75671c9fd,42ef7cbc-5348-44a4-8ffb-4a3134b361b9,c1,c3,27,?,?,surb={'id': '9c43ef7b-63a8-43b6-a041-6971286f7e6e', 'route': ['p3', 'e11', 'i12', 'x7', 'p1', 'c1']}
1769453257.1447382,RECEIVED,b404a5d7-237f-4f4d-a869-87f4e0de4bd6,da6ec80a-8e33-42ed-854c-dc733b5c1b20,c3,c1,26,p1,?,surb={'id': '48168f29-77c3-4734-8bd3-53c3bd07dcc5', 'route': ['p1', 'e1', 'i10', 'x8', 'p3', 'c3']}
1769453257.1595402,RECEIVED,da07484e-3100-45c5-ae5f-e26d1f0a026a,fb2426ac-001a-40a4-a0a9-4d2e0359272d,c3,c1,27,p1,?,surb={'id': '290553c7-5183-4995-9750-354fd0b7e170', 'route': ['p1', 'e4', 'i1', 'x6', 'p3', 'c3']}
1769453257.2237232,RECEIVED,0a6b6a1b-b667-43df-8026-f3f2ef5d43ba,318ea2d8-e31e-46ed-bf16-23879818dd16,c3,c1,26,p1,?,surb={'id': '69aa4479-6fbd-4695-b78c-9bd39a04c8d6', 'route': ['p1', 'e3', 'i6', 'x10', 'p3', 'c3']}
1769453257.8092473,RECEIVED,5a75aa3d-3876-46f6-9c9e-2ff09ca31249,fb2426ac-001a-40a4-a0a9-4d2e0359272d,c3,c1,27,p1,?,surb={'id': '290553c7-5183-4995-9750-354fd0b7e170', 'route': ['p1', 'e4', 'i1', 'x6', 'p3', 'c3']}
1769453257.963984,RECEIVED,b1f161e9-7e05-4f20-af53-c6b97a7eb4e4,da6ec80a-8e33-42ed-854c-dc733b5c1b20,c3,c1,26,p1,?,surb={'id': '48168f29-77c3-4734-8bd3-53c3bd07dcc5', 'route': ['p1', 'e1', 'i10', 'x8', 'p3', 'c3']}
1769453258.381672,RECEIVED,025cba39-dd57-41da-bc61-b3fc40627245,46e35fb0-5204-4067-a419-61e58836810a,c3,c1,27,p1,?,surb={'id': 'adf13c4b-0da2-4cb9-9107-72aca6f8231d', 'route': ['p1', 'e11', 'i7', 'x4', 'p3', 'c3']}
1769453258.5612206,SENT,a9317157-4fe9-425c-8628-402d215fad6f,3ec007e9-0357-451e-aef1-1b14b3a9b434,c1,c3,3380,?,p1,
1769453258.5613225,CREATED,52024efc-f245-4867-b445-c62b188025bd,d5c9029d-0f48-4922-938d-2f6467d95ef2,c1,c3,26,?,?,surb={'id': 'f030ffb2-49f2-46ce-9269-456fef02d9db', 'route': ['p3', 'e2', 'i4', 'x1', 'p1', 'c1']}
1769453258.670372,RECEIVED,a0beffa2-7595-4eec-bf0f-49014428a0f7,6a26272a-4474-4bd2-a476-5e91ea8bb8eb,c3,c1,27,p1,?,surb={'id': '26ece230-3f51-4cbf-aeba-3bee8f4540cf', 'route': ['p1', 'e6', 'i11', 'x9', 'p3', 'c3']}
1769453258.9245899,RECEIVED,29551713-041b-4849-95e3-5d1f9108c3e6,6a26272a-4474-4bd2-a476-5e91ea8bb8eb,c3,c1,27,p1,?,surb={'id': '26ece230-3f51-4cbf-aeba-3bee8f4540cf', 'route': ['p1', 'e6', 'i11', 'x9', 'p3', 'c3']}
1769453258.9390302,SENT,9fb60936-5656-47c8-868b-d77de4504ab4,bdf74064-c967-4427-9027-5259ca0f3b90,c1,c3,3376,?,p1,
1769453258.9391575,CREATED,4430ce4e-0643-44f7-8b90-d85c7a174a04,d5c9029d-0f48-4922-938d-2f6467d95ef2,c1,c3,26,?,?,surb={'id': 'f030ffb2-49f2-46ce-9269-456fef02d9db', 'route': ['p3', 'e2', 'i4', 'x1', 'p1', 'c1']}
1769453258.9694438,SENT,f4d349ed-816b-4137-a236-f70e8b00dd35,41ba01d5-26b0-4392-90f8-86a4db79190e,c1,c3,3376,?,p1,
1769453258.9695466,CREATED,172bbd2b-9a53-487e-af89-582b2c65c19d,ceca526c-3141-44c3-a8c4-132a42e251c4,c1,c3,27,?,?,surb={'id': '26bb0d40-7160-4ff4-af83-0bb820f65536', 'route': ['p3', 'e5', 'i5', 'x12', 'p1', 'c1']}
1769453259.3874967,SENT,794044ca-3c54-4349-8e48-b55eb0fe5e48,0f06ddcd-6c21-4cee-9402-eaa73fa090cf,c1,c3,3383,?,p1,
1769453259.3876333,CREATED,a4b35079-46a2-4d0a-b4d2-90671e9d0991,ceca526c-3141-44c3-a8c4-132a42e251c4,c1,c3,27,?,?,surb={'id': '26bb0d40-7160-4ff4-af83-0bb820f65536', 'route': ['p3', 'e5', 'i5', 'x12', 'p1', 'c1']}
1769453259.7665844,RECEIVED,e0fa2b26-57d2-4ed6-bff2-57e766c10b38,46e35fb0-5204-4067-a419-61e58836810a,c3,c1,27,p1,?,surb={'id': 'adf13c4b-0da2-4cb9-9107-72aca6f8231d', 'route': ['p1', 'e11', 'i7', 'x4', 'p3', 'c3']}
1769453259.901931,SENT,7dd825a1-a95f-4110-97a6-907f6ae0d9a5,9f30e443-0ea1-46d6-b043-ecdd59ac6b0f,c1,c3,3391,?,p1,
1769453259.902017,CREATED,b7387550-dbc8-4682-9e21-1872855fcf94,07ebd424-125e-43ba-b7d4-cfe88e2ed4bf,c1,c3,27,?,?,surb={'id': 'c2ac8fea-382e-4674-bf71-d028506798d4', 'route': ['p3', 'e7', 'i10', 'x9', 'p1', 'c1']}
1769453260.3528721,SENT,9a343ad2-09d1-4af0-b7fb-53e086ca1393,f7d92fc1-1071-4774-a230-d5865a0cdc42,c1,c3,3400,?,p1,
1769453260.3533323,CREATED,93405aab-38f1-4c3f-978a-8a53190bfd4e,07ebd424-125e-43ba-b7d4-cfe88e2ed4bf,c1,c3,27,?,?,surb={'id': 'c2ac8fea-382e-4674-bf71-d028506798d4', 'route': ['p3', 'e7', 'i10', 'x9', 'p1', 'c1']}
1769453260.6669145,SENT,6753cf92-cfc0-480c-9ba8-9bde795a30fa,39cf8578-9447-4a0d-97cc-89693b6335ab,c1,c3,3363,?,p1,
1769453260.6670163,CREATED,261788c0-5bf3-429a-a6d2-05e3a0b29f2e,cd8eb469-23bd-4729-b282-e7449190e4eb,c1,c3,27,?,?,surb={'id': '3982f45a-0372-40a9-8a3c-61433a054fda', 'route': ['p3', 'e9', 'i11', 'x4', 'p1', 'c1']}
1769453260.730672,SENT,1407336f-0b06-4bd4-8981-563086b967a4,69bd351d-e7cf-4d74-9202-0075d905593f,c1,c3,3394,?,p1,
1769453260.7307734,CREATED,c24cda50-5a12-40df-9610-15a174a45688,cd8eb469-23bd-4729-b282-e7449190e4eb,c1,c3,27,?,?,surb={'id': '3982f45a-0372-40a9-8a3c-61433a054fda', 'route': ['p3', 'e9', 'i11', 'x4', 'p1', 'c1']}
1769453260.7707863,SENT,acc56f84-aec0-4fcf-a821-94b7b36a84e3,6ba26866-a53b-4849-8331-fc89dde39982,c1,c3,3368,?,p1,
1769453260.7708874,CREATED,515ebcf2-18d3-4d92-8cf0-a7640b51bd13,1026ef0e-9344-4ec1-8ec9-3fdc94431e1d,c1,c3,26,?,?,surb={'id': '8f09bb6e-094e-4695-94f1-f14ddde2ac4e', 'route': ['p3', 'e2', 'i10', 'x1', 'p1', 'c1']}
1769453260.8174474,SENT,73ab5001-f91b-4628-8ca1-fa90a588fa88,12225ab4-914e-49d4-bbe8-6e8c6990651e,c1,c3,3367,?,p1,
1769453260.8175488,CREATED,02d7b3cc-6b2c-40a5-8feb-8f00a637a983,1026ef0e-9344-4ec1-8ec9-3fdc94431e1d,c1,c3,26,?,?,surb={'id': '8f09bb6e-094e-4695-94f1-f14ddde2ac4e', 'route': ['p3', 'e2', 'i10', 'x1', 'p1', 'c1']}
1769453261.298563,RECEIVED,401b2b7a-ba04-4091-997b-265f9b88ec54,a5610bbc-0991-4895-af36-8e6fe82ede96,c3,c1,27,p1,?,surb={'id': 'b12636a8-e2aa-405f-9097-986a7ecdc782', 'route': ['p1', 'e5', 'i6', 'x3', 'p3', 'c3']}
1769453261.479756,RECEIVED,08cba2a2-e84e-4c2d-a453-8ccca09ef2c2,7822a1f7-dffb-43b5-8069-99f8059c4eef,c3,c1,27,p1,?,surb={'id': '10bd21b1-b1f2-4627-97b1-c3c2079ffa43', 'route': ['p1', 'e8', 'i4', 'x10', 'p3', 'c3']}
1769453261.50672,SENT,1586a4de-5ffc-4769-9c2d-018c3c90c050,6f7dc7bc-d169-43a8-9016-2a3044f5a868,c1,c3,3389,?,p1,
1769453261.5068147,CREATED,ca32bfc9-ae11-4e4c-be40-133c4bf29194,45aacea8-0669-43d0-9505-9cd0c1bb68df,c1,c3,26,?,?,surb={'id': '14bf862f-cad5-42e7-9f11-a3dc0a0ee06e', 'route': ['p3', 'e1', 'i10', 'x11', 'p1', 'c1']}
1769453261.8366249,SENT,a2815364-8604-457f-b15c-860daf4f5965,d0c76e9c-ef86-42bf-99eb-b39670cadc25,c1,c3,3379,?,p1,
1769453261.8367457,CREATED,8756fc69-2669-439c-b033-bbe285ce1ca5,45aacea8-0669-43d0-9505-9cd0c1bb68df,c1,c3,26,?,?,surb={'id': '14bf862f-cad5-42e7-9f11-a3dc0a0ee06e', 'route': ['p3', 'e1', 'i10', 'x11', 'p1', 'c1']}
1769453263.2669182,RECEIVED,91dccd7b-e5af-4332-8e46-e164c1216fe0,5ef2f916-befc-4c2f-9d78-205470cc3547,c3,c1,26,p1,?,surb={'id': 'b6f8e2bf-d587-415d-ba0e-cff197cc9185', 'route': ['p1', 'e6', 'i2', 'x8', 'p3', 'c3']}
1769453263.298922,RECEIVED,52de9e03-0875-430c-a85c-997bda977be3,7822a1f7-dffb-43b5-8069-99f8059c4eef,c3,c1,27,p1,?,surb={'id': '10bd21b1-b1f2-4627-97b1-c3c2079ffa43', 'route': ['p1', 'e8', 'i4', 'x10', 'p3', 'c3']}
1769453263.3017702,SENT,14f05502-f839-490a-9d29-7b18374bc888,220de401-38ab-4743-9922-bf4f43e4570f,c1,c3,3356,?,p1,
1769453263.3019037,CREATED,11318af2-ff9d-434d-bcbf-f76e19645308,334da4f3-e7b8-4463-af7b-fa75be5c036d,c1,c3,26,?,?,surb={'id': '9fd672fb-5640-4cd4-a05f-9fb0fc52e6e1', 'route': ['p3', 'e4', 'i2', 'x3', 'p1', 'c1']}
1769453263.5420415,SENT,a7507286-9f1d-4252-90d6-b9f4a079a847,f40ec45e-c485-4711-af5f-3873802b9a03,c1,c3,3380,?,p1,
1769453263.5428183,CREATED,961ff90b-edf3-4c45-a81a-99e1e97c8fff,334da4f3-e7b8-4463-af7b-fa75be5c036d,c1,c3,26,?,?,surb={'id': '9fd672fb-5640-4cd4-a05f-9fb0fc52e6e1', 'route': ['p3', 'e4', 'i2', 'x3', 'p1', 'c1']}
1769453263.6155875,SENT,26a85984-64cd-4cb7-bb1a-5f81cd773d4a,49c0da73-0988-4db0-bc73-802c11a4c344,c1,c3,3377,?,p1,
1769453263.6157167,CREATED,d0b94df2-c729-43e3-ab5f-f1a24c91b613,1fd47ba8-c166-4fee-914b-25b9884cdf4a,c1,c3,27,?,?,surb={'id': 'ce303da0-bbf7-4d5d-8b8a-138c4cc95cd7', 'route': ['p3', 'e4', 'i1', 'x8', 'p1', 'c1']}
1769453264.0098438,RECEIVED,f02c62a0-67f7-4eed-bc4c-ffab8eee4fe9,a5610bbc-0991-4895-af36-8e6fe82ede96,c3,c1,27,p1,?,surb={'id': 'b12636a8-e2aa-405f-9097-986a7ecdc782', 'route': ['p1', 'e5', 'i6', 'x3', 'p3', 'c3']}
1769453264.0231555,SENT,0fd5925b-278d-4968-ac4d-28de201d8a77,f3b81acd-f80f-4ef1-8673-878006fb2cd8,c1,c3,3383,?,p1,
1769453264.02325,CREATED,fa0cd7d6-b1c1-443f-9600-b48c0165cd6b,1fd47ba8-c166-4fee-914b-25b9884cdf4a,c1,c3,27,?,?,surb={'id': 'ce303da0-bbf7-4d5d-8b8a-138c4cc95cd7', 'route': ['p3', 'e4', 'i1', 'x8', 'p1', 'c1']}
1769453264.3959346,RECEIVED,e34721b1-534d-46cc-9da6-05f1175890d4,5ef2f916-befc-4c2f-9d78-205470cc3547,c3,c1,26,p1,?,surb={'id': 'b6f8e2bf-d587-415d-ba0e-cff197cc9185', 'route': ['p1', 'e6', 'i2', 'x8', 'p3', 'c3']}
1769453264.4130025,RECEIVED,86f3a0e9-2160-49ea-9fe5-95616fb0337d,ccffdaef-c014-4590-a72a-6c4af8108a4b,c3,c1,26,p1,?,surb={'id': 'b9c391e0-e50e-45ba-852a-4d44df6c42d0', 'route': ['p1', 'e7', 'i2', 'x9', 'p3', 'c3']}
1769453264.5047245,RECEIVED,7492b000-f966-4e31-aede-16f9368876c1,ccffdaef-c014-4590-a72a-6c4af8108a4b,c3,c1,26,p1,?,surb={'id': 'b9c391e0-e50e-45ba-852a-4d44df6c42d0', 'route': ['p1', 'e7', 'i2', 'x9', 'p3', 'c3']}
1769453264.7950666,SENT,c162b267-16ba-45f6-926c-bbc73a529680,c836899b-94a4-48ec-b959-1edc05138ab8,c1,c3,3387,?,p1,
1769453264.7951486,CREATED,e151bf84-0a57-4534-aed8-d7c180285038,ddf24249-ab0c-481b-9c1f-6cd8cfd61760,c1,c3,26,?,?,surb={'id': 'c2e6986b-5663-4fde-aa95-46eed234bb6b', 'route': ['p3', 'e2', 'i4', 'x8', 'p1', 'c1']}
1769453264.959387,RECEIVED,94a663e5-6cfd-4a6c-94f9-74fe57f2f38c,d104f29c-5b76-4e7b-8b5c-846ac2a50ca0,c3,c1,27,p1,?,surb={'id': 'e00c0739-bfa7-4079-a220-4c7dd8f34e86', 'route': ['p1', 'e5', 'i12', 'x1', 'p3', 'c3']}
1769453265.0463414,SENT,a3d13c1a-8552-489b-81f3-4976b68af663,542dcecd-c2a0-4863-b0bb-f1820da6fbb8,c1,c3,3384,?,p1,
1769453265.0464218,CREATED,4e56e7ff-8246-469a-97aa-9f3219c11ec1,ddf24249-ab0c-481b-9c1f-6cd8cfd61760,c1,c3,26,?,?,surb={'id': 'c2e6986b-5663-4fde-aa95-46eed234bb6b', 'route': ['p3', 'e2', 'i4', 'x8', 'p1', 'c1']}
1769453265.1104648,SENT,7e11f955-aacd-4d01-8a73-3c9c86575866,f17a741e-1320-4f6d-a617-b766663df494,c1,c3,3371,?,p1,
1769453265.110541,CREATED,c7129553-ee0e-45eb-9ae7-2719b68335aa,a10130fa-2392-4e5e-8b4b-9cd88ed81be2,c1,c3,27,?,?,surb={'id': '323a3ebd-d346-4e1e-b53c-f67c065d1191', 'route': ['p3', 'e1', 'i6', 'x3', 'p1', 'c1']}
1769453265.1952722,RECEIVED,845e006b-95de-4fb9-875a-5c7a39313782,d104f29c-5b76-4e7b-8b5c-846ac2a50ca0,c3,c1,27,p1,?,surb={'id': 'e00c0739-bfa7-4079-a220-4c7dd8f34e86', 'route': ['p1', 'e5', 'i12', 'x1', 'p3', 'c3']}
1769453265.227539,SENT,f1ce2526-c4c5-41db-9726-db178a5333c6,303bc842-02f9-4cba-a6f8-8dc96959b6ae,c1,c3,3375,?,p1,
1769453265.2276483,CREATED,5997ae2c-dc40-46b3-9847-6ceb894032ff,a10130fa-2392-4e5e-8b4b-9cd88ed81be2,c1,c3,27,?,?,surb={'id': '323a3ebd-d346-4e1e-b53c-f67c065d1191', 'route': ['p3', 'e1', 'i6', 'x3', 'p1', 'c1']}
1769453265.3630095,SENT,42d59db7-0416-4091-bcad-c38bc24f70f9,1ec791b7-a842-49af-8788-ebbdaef322ad,c1,c3,3367,?,p1,
1769453265.3632421,CREATED,1feeecdc-f1ff-4745-b502-415108ca10a4,bca66ccf-0476-4a89-8a28-e5fb1222a302,c1,c3,27,?,?,surb={'id': '83726f87-d883-4321-b8da-298e3def329c', 'route': ['p3', 'e9', 'i12', 'x9', 'p1', 'c1']}
1769453265.494002,SENT,6f52ef72-2fd9-4b74-9d9f-e6b67c002dde,0d244045-9ccb-4e27-bbf6-35757a596052,c1,c3,3376,?,p1,
1769453265.4942348,CREATED,5f47e328-41e2-4677-92c0-972415e80c60,bca66ccf-0476-4a89-8a28-e5fb1222a302,c1,c3,27,?,?,surb={'id': '83726f87-d883-4321-b8da-298e3def329c', 'route': ['p3', 'e9', 'i12', 'x9', 'p1', 'c1']}
1769453265.6021583,RECEIVED,8a12ed42-9446-4cf2-9669-9f7ac7788579,0ea44128-f9d8-4f4c-a9e6-a27ad0da2781,c3,c1,27,p1,?,surb={'id': 'c1b00c0f-c629-4661-bd0c-68316da048bf', 'route': ['p1', 'e6', 'i4', 'x1', 'p3', 'c3']}
1769453265.8090017,RECEIVED,4214e839-fc5c-4817-8fcf-8f5606791a35,5a33449c-4f6f-4b54-8b38-97276f83187d,c3,c1,27,p1,?,surb={'id': 'b103847b-2bb8-4e82-bb56-e2840997b920', 'route': ['p1', 'e8', 'i3', 'x7', 'p3', 'c3']}
1769453266.0584931,RECEIVED,c88cff2e-7bc9-4a0f-a6ca-7560a826b403,ce4f3914-17b6-474d-8164-f3bdab4d6cf7,c3,c1,27,p1,?,surb={'id': '941695b4-b77f-415f-9329-850a4c148229', 'route': ['p1', 'e5', 'i3', 'x1', 'p3', 'c3']}
1769453266.6604414,RECEIVED,b0c9f9d0-4c94-43da-ad09-82cea8421186,0ea44128-f9d8-4f4c-a9e6-a27ad0da2781,c3,c1,27,p1,?,surb={'id': 'c1b00c0f-c629-4661-bd0c-68316da048bf', 'route': ['p1', 'e6', 'i4', 'x1', 'p3', 'c3']}
1769453266.6812656,SENT,dfd3c44b-1846-4498-a6b9-b67d906f26a2,68ea9d98-4193-4b2e-a6f1-e043f39f0f0f,c1,c3,3380,?,p1,
1769453266.6814137,CREATED,09bcd8aa-2e31-44a9-9984-6d73ab1950a7,afb7f8e0-3cad-4fc5-afaf-aefb5f79d2ce,c1,c3,26,?,?,surb={'id': '0393d867-66c1-4889-a5d7-f559ac4483d4', 'route': ['p3', 'e9', 'i2', 'x12', 'p1', 'c1']}
1769453266.8404722,SENT,f53b7c48-bb14-4dc0-b294-299e3ce847d4,26221776-b3e6-4d08-b99f-b31a0650bcc2,c1,c3,3363,?,p1,
1769453266.8406193,CREATED,559f3329-2c16-4d37-8186-14a348224efe,afb7f8e0-3cad-4fc5-afaf-aefb5f79d2ce,c1,c3,26,?,?,surb={'id': '0393d867-66c1-4889-a5d7-f559ac4483d4', 'route': ['p3', 'e9', 'i2', 'x12', 'p1', 'c1']}
1769453266.8431711,RECEIVED,d0d24065-f6e7-4929-8d27-30d59d9f5462,3d627427-9682-491f-9c2f-eee20d5f0be0,c3,c1,26,p1,?,surb={'id': 'a47d0067-ec63-4c62-a6fd-f5307dce7481', 'route': ['p1', 'e11', 'i12', 'x12', 'p3', 'c3']}
