timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453708.385023,CREATED,34cf54b1-eff1-408f-acf6-2625b9f977e2,c9e42e08-ee11-4f68-a8e4-9a21d32e41df,c3,c1,26,?,?,surb={'id': 'f504ccb9-bc57-4d7e-bbb7-0d2d8a9be7d9', 'route': ['p1', 'e4', 'i3', 'x3', 'p3', 'c3']}
1769453708.532922,RECEIVED,acb31dfd-14c0-493a-86a8-c02b04ad4c6c,e77993d1-2ddb-4b32-ba7a-efbe73c8f772,c1,c3,26,p3,?,surb={'id': 'f71ece0a-b35d-4f55-a90f-09841847d12c', 'route': ['p3', 'e5', 'i9', 'x7', 'p1', 'c1']}
1769453708.5657978,RECEIVED,38bd406a-3176-48d9-ae5c-f0f604908998,b188f313-4f2a-4941-b317-dfe86dc775e3,c2,c3,26,p3,?,surb={'id': 'c8e3c32b-5939-40ff-b10b-2b24f35964f6', 'route': ['p3', 'e3', 'i5', 'x2', 'p2', 'c2']}
1769453708.8861027,SENT,4ddd8e5c-a019-4c6c-be65-e1cba16d3d40,4ff16aba-00df-48c4-92d6-deb5799d9158,c3,c1,3394,?,p3,
1769453708.8862634,CREATED,3f3c59b6-ac92-4ce1-a1c7-229926ac687f,c8ea0781-af6f-4acd-8455-ce48ebb62c82,c3,c1,27,?,?,surb={'id': '6d3541e6-f21a-4546-b261-94e3e00bf37e', 'route': ['p1', 'e7', 'i10', 'x5', 'p3', 'c3']}
1769453709.118599,SENT,44cc9dfd-62c5-4222-b2cc-42c3e2cbbf5c,1dd8d934-a334-4976-907b-d0429a416cd6,c3,c1,3383,?,p3,
1769453709.1187508,CREATED,9041ae0d-cbbe-41a5-8733-abb419916efb,c8ea0781-af6f-4acd-8455-ce48ebb62c82,c3,c1,27,?,?,surb={'id': '6d3541e6-f21a-4546-b261-94e3e00bf37e', 'route': ['p1', 'e7', 'i10', 'x5', 'p3', 'c3']}
1769453709.312234,RECEIVED,ba7db1dd-3f6c-473e-b0f2-029892ebc94b,fa707e4d-634c-402e-934b-21146c65cb74,c1,c3,26,p3,?,surb={'id': 'd18058ff-89de-44f0-8e9b-c83fb80aa512', 'route': ['p3', 'e8', 'i1', 'x10', 'p1', 'c1']}
1769453709.3668792,RECEIVED,39361ef9-eb84-465a-838d-3e98f309b144,fa707e4d-634c-402e-934b-21146c65cb74,c1,c3,26,p3,?,surb={'id': 'd18058ff-89de-44f0-8e9b-c83fb80aa512', 'route': ['p3', 'e8', 'i1', 'x10', 'p1', 'c1']}
1769453709.4728932,RECEIVED,616905ee-91f6-4c73-a163-7b8bac8b55d0,6fc9edf2-6b7d-4801-96f1-affcae2ee401,c1,c3,27,p3,?,surb={'id': '8564deae-d629-416c-a2aa-98407f86a06a', 'route': ['p3', 'e9', 'i12', 'x4', 'p1', 'c1']}
1769453709.5591507,SENT,b36fe0df-2fb4-4290-96d5-e31945fb15d2,21b87974-3c87-4527-bbbc-d99b51dc84a5,c3,c1,3379,?,p3,
1769453709.5593112,CREATED,a941903f-a836-4167-a9a9-3900c5445109,a72d8f1f-4010-4321-a625-1beba8739749,c3,c1,26,?,?,surb={'id': '2cf0fc6e-be79-4511-9375-a20c11d6fb92', 'route': ['p1', 'e9', 'i10', 'x3', 'p3', 'c3']}
1769453709.792396,SENT,21593de1-e4bd-493e-9796-0d20229254ba,390ba14e-7937-4207-a610-c050bfc2b43e,c3,c1,3384,?,p3,
1769453709.792544,CREATED,0ef559ba-c45b-4cc9-8f03-5267ee3da513,a72d8f1f-4010-4321-a625-1beba8739749,c3,c1,26,?,?,surb={'id': '2cf0fc6e-be79-4511-9375-a20c11d6fb92', 'route': ['p1', 'e9', 'i10', 'x3', 'p3', 'c3']}
1769453709.9179342,RECEIVED,49ea15cb-1207-4902-a8d1-422aaba028d4,9aac54b5-1dcb-4cdf-a223-57bb34c3ae1a,c1,c3,27,p3,?,surb={'id': '5d244b21-91a2-40ec-a43f-857d541c376c', 'route': ['p3', 'e1', 'i3', 'x1', 'p1', 'c1']}
1769453709.9191492,SENT,1f0b153b-c221-490b-8723-1501409d7a7e,3277c626-c00e-47e2-b7cf-9137a00a21f3,c3,c1,3393,?,p3,
1769453709.9192827,CREATED,0e6994d7-e921-433b-965c-66eee72f2464,d48a2211-ca51-4845-b3f9-3df9f8ac7b68,c3,c1,27,?,?,surb={'id': 'c14fec90-462e-428d-8127-70e04920d64e', 'route': ['p1', 'e11', 'i4', 'x10', 'p3', 'c3']}
1769453709.9247224,RECEIVED,1efa81af-06b2-492d-8eaf-d2548db525fa,127dd59b-4205-46b5-8c5b-a5d024c4c27c,c2,c3,26,p3,?,surb={'id': '085c7e3c-7b24-4668-a656-6ad08c4ecdfb', 'route': ['p3', 'e7', 'i6', 'x3', 'p2', 'c2']}
1769453710.0482292,RECEIVED,9fcb13ce-6d0a-411c-8a06-f8b7f627de86,6e49c21b-4994-4475-96fa-0694f1ccfa42,c2,c3,27,p3,?,surb={'id': 'b22f9c7f-b1a4-445b-90fb-f9ba95edfe22', 'route': ['p3', 'e10', 'i1', 'x9', 'p2', 'c2']}
1769453710.0679958,SENT,5c66fea8-8dc9-4c40-8a61-ef1d7e84fd26,01444964-9ef5-4d24-ab9d-3709c4c05b29,c3,c1,3388,?,p3,
1769453710.0683262,CREATED,abd852c6-b982-4d37-bdc4-4910cc4a027c,d48a2211-ca51-4845-b3f9-3df9f8ac7b68,c3,c1,27,?,?,surb={'id': 'c14fec90-462e-428d-8127-70e04920d64e', 'route': ['p1', 'e11', 'i4', 'x10', 'p3', 'c3']}
1769453710.324985,RECEIVED,7884de99-808e-4886-a937-8163a7ae5374,8a7b89eb-17b7-441e-ae25-150dcd8a6424,c2,c3,27,p3,?,surb={'id': '65cf070c-ffd9-4a51-a6b7-dd9980dd63bd', 'route': ['p3', 'e2', 'i11', 'x2', 'p2', 'c2']}
1769453710.3538976,RECEIVED,62364d2e-abb8-4707-8c61-a576332af1b5,a88664bf-8671-4652-8a2f-ffa536b000ea,c1,c3,27,p3,?,surb={'id': '43a3bd20-7f41-4bb7-b701-f4a802f55b71', 'route': ['p3', 'e5', 'i5', 'x3', 'p1', 'c1']}
1769453710.3876615,RECEIVED,eaaf6df4-b4a2-4b06-90a8-6f51df1833eb,6e49c21b-4994-4475-96fa-0694f1ccfa42,c2,c3,27,p3,?,surb={'id': 'b22f9c7f-b1a4-445b-90fb-f9ba95edfe22', 'route': ['p3', 'e10', 'i1', 'x9', 'p2', 'c2']}
1769453710.3936825,SENT,95c18473-25d6-4a1d-8e1d-d3e40ed6ef91,d468826f-2ece-4911-83ff-c49165a02988,c3,c1,3383,?,p3,
1769453710.3937826,CREATED,0dc10499-b245-4453-831a-8728024afc99,ccb0c420-31b5-4c03-84ee-7798c9bb173e,c3,c1,27,?,?,surb={'id': '599f7558-789d-4bf0-9c7b-c112d439e98b', 'route': ['p1', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769453710.405801,RECEIVED,aa77a359-8a78-4273-b2e9-b2a6e7339124,087eba2f-61cc-4ea3-87a0-b4469d08fa74,c1,c3,26,p3,?,surb={'id': '79bffec3-f230-450a-89ac-95943746bb1d', 'route': ['p3', 'e12', 'i9', 'x3', 'p1', 'c1']}
1769453710.458723,RECEIVED,6fac2720-b4f3-4407-a394-f77a37855bb7,98b81d16-8ca4-4b4e-825b-5e7316a8ea92,c2,c3,27,p3,?,surb={'id': 'a7733332-9cba-4960-bbe0-12bc2318ae0a', 'route': ['p3', 'e5', 'i5', 'x1', 'p2', 'c2']}
1769453710.6182494,RECEIVED,ad95fd59-0232-4f96-98a7-e5b6ce033fe0,98b81d16-8ca4-4b4e-825b-5e7316a8ea92,c2,c3,27,p3,?,surb={'id': 'a7733332-9cba-4960-bbe0-12bc2318ae0a', 'route': ['p3', 'e5', 'i5', 'x1', 'p2', 'c2']}
1769453710.6271632,RECEIVED,842dc221-d790-4f9a-996f-a51e55d85703,9b6ec6fd-a4c1-4478-bb15-15bec0bf85fb,c1,c3,27,p3,?,surb={'id': '5629eced-e978-4c89-905f-2f04c3bde25e', 'route': ['p3', 'e7', 'i7', 'x10', 'p1', 'c1']}
1769453710.9803276,RECEIVED,d6c6a95a-f3cf-4e06-8acb-5a8ab2fa416b,127dd59b-4205-46b5-8c5b-a5d024c4c27c,c2,c3,26,p3,?,surb={'id': '085c7e3c-7b24-4668-a656-6ad08c4ecdfb', 'route': ['p3', 'e7', 'i6', 'x3', 'p2', 'c2']}
1769453711.2427754,SENT,25d88265-e73d-4d4f-8e49-262bffa3c082,55f2476c-cf23-4200-9af9-38dc69b19210,c3,c1,3383,?,p3,
1769453711.242896,CREATED,dbd75e83-a6cc-4adb-9c87-ef7933164cba,ccb0c420-31b5-4c03-84ee-7798c9bb173e,c3,c1,27,?,?,surb={'id': '599f7558-789d-4bf0-9c7b-c112d439e98b', 'route': ['p1', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769453711.2759805,SENT,22640bb7-b9e6-4a4a-9fd6-1a3236c1ee0f,5b4621c8-edf8-4a3b-b1cc-46c0a664d6be,c3,c1,3407,?,p3,
1769453711.2761493,CREATED,aa311253-7196-4a7a-810b-357b1eb08a56,0ec9fdf8-7276-48b3-91dd-5ac25d1923f4,c3,c1,27,?,?,surb={'id': 'fb44fb8b-4422-4617-ab0b-df2a8c314f0f', 'route': ['p1', 'e12', 'i2', 'x12', 'p3', 'c3']}
1769453711.502612,RECEIVED,cb88427b-c317-4efc-af34-13f8986c49d7,a88664bf-8671-4652-8a2f-ffa536b000ea,c1,c3,27,p3,?,surb={'id': '43a3bd20-7f41-4bb7-b701-f4a802f55b71', 'route': ['p3', 'e5', 'i5', 'x3', 'p1', 'c1']}
1769453711.777162,SENT,cd687741-1812-4993-92e7-505428f055de,5053d6b4-c0d9-45c7-a446-3ff6aa479f0a,c3,c1,3384,?,p3,
1769453711.779287,CREATED,c3bcb6c1-5841-4576-a325-12796394ae50,0ec9fdf8-7276-48b3-91dd-5ac25d1923f4,c3,c1,27,?,?,surb={'id': 'fb44fb8b-4422-4617-ab0b-df2a8c314f0f', 'route': ['p1', 'e12', 'i2', 'x12', 'p3', 'c3']}
1769453711.9214134,RECEIVED,eef1fc53-8a1b-44e0-bbe8-cf659bd2d30b,9fc12ff0-ac36-4b5e-bd86-dfa05db4ae18,c1,c3,27,p3,?,surb={'id': 'd563ba96-6e4a-4e21-acbc-ecec7d91df98', 'route': ['p3', 'e7', 'i2', 'x3', 'p1', 'c1']}
1769453711.947158,SENT,d195b849-ff89-465a-831a-69f4772cdf9f,fc34976c-cff3-4468-a799-2e4c369dbc8b,c3,c1,3380,?,p3,
1769453711.9473093,CREATED,7b986d60-a8b4-420d-a837-7f89c6faf529,afbdc2d5-9ef5-4ae1-b6bd-8cab68e846eb,c3,c1,27,?,?,surb={'id': 'cd1db2d8-1c88-4021-b2cf-18779805649f', 'route': ['p1', 'e11', 'i1', 'x2', 'p3', 'c3']}
1769453712.0800128,RECEIVED,5d81125a-b60d-4db5-99a4-ebac40ed37f0,96b0b40c-536a-4aa3-be3e-cb76fc6cc086,c1,c3,27,p3,?,surb={'id': '990bb3a4-82d6-4621-9a27-52b502fcdc1c', 'route': ['p3', 'e5', 'i1', 'x9', 'p1', 'c1']}
1769453712.2338269,RECEIVED,3d8d023a-cf66-4ba5-af14-fc75657636ca,9aac54b5-1dcb-4cdf-a223-57bb34c3ae1a,c1,c3,27,p3,?,surb={'id': '5d244b21-91a2-40ec-a43f-857d541c376c', 'route': ['p3', 'e1', 'i3', 'x1', 'p1', 'c1']}
1769453712.423514,RECEIVED,34a5132d-bc20-42ab-83db-8410e9db516f,759d367d-17fa-4fb7-9456-a25f9483c3e0,c1,c3,27,p3,?,surb={'id': '713c5901-5333-4643-a403-4cc274fe1bea', 'route': ['p3', 'e2', 'i12', 'x7', 'p1', 'c1']}
1769453712.5966678,SENT,2ef99b3f-d0ff-42c4-af7a-2948d616199b,79ec1fc5-7127-4cfa-a7a4-d7f880887b27,c3,c1,3391,?,p3,
1769453712.5968275,CREATED,bdd0ae80-0c21-4a6a-94f9-eae2a2c21820,afbdc2d5-9ef5-4ae1-b6bd-8cab68e846eb,c3,c1,27,?,?,surb={'id': 'cd1db2d8-1c88-4021-b2cf-18779805649f', 'route': ['p1', 'e11', 'i1', 'x2', 'p3', 'c3']}
1769453712.8501263,RECEIVED,0d33192e-39d0-48b9-b1f3-af500feee4c8,d0f16801-7ac5-44f7-984e-872428b17afe,c2,c3,27,p3,?,surb={'id': '338e0d6b-dfb7-497b-aa45-0e7522fcbcb0', 'route': ['p3', 'e7', 'i12', 'x11', 'p2', 'c2']}
1769453712.8719149,RECEIVED,d6752ab2-4157-47b7-ab11-09db288a2482,9fc12ff0-ac36-4b5e-bd86-dfa05db4ae18,c1,c3,27,p3,?,surb={'id': 'd563ba96-6e4a-4e21-acbc-ecec7d91df98', 'route': ['p3', 'e7', 'i2', 'x3', 'p1', 'c1']}
1769453712.8767385,SENT,941898a6-a349-4527-8bcf-d5b9a9468143,f5074354-65b5-459c-acbb-5961e9fd76a4,c3,c1,3384,?,p3,
1769453712.8768208,CREATED,2a044e8b-9883-4f7c-b339-edc0bfba19f5,7970bfa8-7734-4905-8740-f36edb6b7330,c3,c1,27,?,?,surb={'id': 'ebc79d19-438c-4d1d-994b-d3be6c36a25d', 'route': ['p1', 'e8', 'i9', 'x3', 'p3', 'c3']}
1769453712.89619,RECEIVED,d02ece80-2ed9-44e8-b79e-93276e59159b,759d367d-17fa-4fb7-9456-a25f9483c3e0,c1,c3,27,p3,?,surb={'id': '713c5901-5333-4643-a403-4cc274fe1bea', 'route': ['p3', 'e2', 'i12', 'x7', 'p1', 'c1']}
1769453712.9925976,RECEIVED,7e9dda0b-e626-49fa-aef6-9643fe6f1ede,d0f16801-7ac5-44f7-984e-872428b17afe,c2,c3,27,p3,?,surb={'id': '338e0d6b-dfb7-497b-aa45-0e7522fcbcb0', 'route': ['p3', 'e7', 'i12', 'x11', 'p2', 'c2']}
1769453713.0431085,RECEIVED,1e5dc535-0a65-43e4-a8ca-77a8c2b020cf,c06dc42a-1508-4491-a869-5773e56fc671,c1,c3,27,p3,?,surb={'id': '60fa0081-c9c3-427a-86f5-84642facf87f', 'route': ['p3', 'e7', 'i6', 'x6', 'p1', 'c1']}
1769453713.122356,SENT,4ae48bb8-382f-4124-a5ac-ab1a37caa2cd,87b78c9a-17dd-4096-9c0b-905cb53008c9,c3,c1,3388,?,p3,
1769453713.1225057,CREATED,67da6dd6-b465-41e8-9999-63b28607a0c1,7970bfa8-7734-4905-8740-f36edb6b7330,c3,c1,27,?,?,surb={'id': 'ebc79d19-438c-4d1d-994b-d3be6c36a25d', 'route': ['p1', 'e8', 'i9', 'x3', 'p3', 'c3']}
1769453713.206418,SENT,4400d2ed-4bcd-4769-bb9d-2998b8db0d8e,2d7b467c-ff5c-4a49-a250-d0aba2cab955,c3,c1,3359,?,p3,
1769453713.2065697,CREATED,962b80dd-53b1-4181-89d8-42ab54ecf419,72795141-92cb-49bb-96e9-e313242925d7,c3,c1,26,?,?,surb={'id': '02fc5dde-d3c4-486e-baeb-6cb09ced6b0e', 'route': ['p1', 'e3', 'i10', 'x7', 'p3', 'c3']}
1769453713.2791839,SENT,5fe37d9b-75dc-4e08-836a-4d0169d0510b,f05d766c-2c60-434a-b82e-0552cee022c3,c3,c1,3388,?,p3,
1769453713.2793324,CREATED,fa2b966c-fa84-493f-b29a-3a78f8ec3d5d,72795141-92cb-49bb-96e9-e313242925d7,c3,c1,26,?,?,surb={'id': '02fc5dde-d3c4-486e-baeb-6cb09ced6b0e', 'route': ['p1', 'e3', 'i10', 'x7', 'p3', 'c3']}
1769453713.3054767,SENT,ab8110f4-cb4e-463e-aae9-68998b7d564d,1e67dee7-9755-4bcb-b797-af9d037e5933,c3,c1,3383,?,p3,
1769453713.3056269,CREATED,6617a4b7-1f14-46cd-bef1-09885f662b10,91188686-a519-49d1-93e6-3928204419c2,c3,c1,27,?,?,surb={'id': '0fefa25b-5926-4185-bcf7-a69f2105f1fb', 'route': ['p1', 'e3', 'i6', 'x4', 'p3', 'c3']}
1769453713.3345757,SENT,28d0e6e8-aa2d-478c-938f-54865f6ad780,c13d013d-8ada-41ec-bfb0-a2605f803ef3,c3,c1,3377,?,p3,
1769453713.3347251,CREATED,b74cbc25-d0aa-4848-b6b4-e9fbb06d34bb,91188686-a519-49d1-93e6-3928204419c2,c3,c1,27,?,?,surb={'id': '0fefa25b-5926-4185-bcf7-a69f2105f1fb', 'route': ['p1', 'e3', 'i6', 'x4', 'p3', 'c3']}
1769453713.3601341,RECEIVED,4cff8649-4c05-48ff-8054-2247ff8f0739,c06dc42a-1508-4491-a869-5773e56fc671,c1,c3,27,p3,?,surb={'id': '60fa0081-c9c3-427a-86f5-84642facf87f', 'route': ['p3', 'e7', 'i6', 'x6', 'p1', 'c1']}
1769453713.6110227,RECEIVED,2892acdb-66b1-4790-a2d9-a03e5433a044,529a7df0-2b3a-4f08-84b8-f383696fe301,c1,c3,26,p3,?,surb={'id': '2de31202-0e21-4c13-af29-8ef45c8d4276', 'route': ['p3', 'e7', 'i11', 'x3', 'p1', 'c1']}
1769453713.6233702,RECEIVED,9a1d2f50-6cf8-4848-8694-61b4fe9bad56,8a7b89eb-17b7-441e-ae25-150dcd8a6424,c2,c3,27,p3,?,surb={'id': '65cf070c-ffd9-4a51-a6b7-dd9980dd63bd', 'route': ['p3', 'e2', 'i11', 'x2', 'p2', 'c2']}
1769453714.3722978,RECEIVED,2e1c524d-67d8-46f2-b5fb-5d1065f978a1,0d8ea47d-2e3d-41d0-a868-b4e1b2714f31,c2,c3,27,p3,?,surb={'id': 'd96daa49-fa61-477a-82b4-2309d2cbcb82', 'route': ['p3', 'e9', 'i3', 'x7', 'p2', 'c2']}
1769453714.461658,SENT,31efcee3-05a2-4efd-96ac-ab3a23a37d2e,b4e24ac7-1723-488d-bbff-22bdcb92d6e9,c3,c1,3380,?,p3,
1769453714.4617355,CREATED,9b3b2106-9408-495e-ad3c-d5f82a5d44c2,4b3134b8-c81b-4c02-98f4-da3e21826906,c3,c1,27,?,?,surb={'id': 'a92c40d6-c4a5-4884-998b-5ffa0a496790', 'route': ['p1', 'e2', 'i1', 'x6', 'p3', 'c3']}
1769453714.6024156,RECEIVED,42b58527-9129-4875-be2c-49dd7494d3ee,ba153bd2-693e-4f8e-af8d-528c4a9c9131,c1,c3,27,p3,?,surb={'id': '8e97910d-4cb1-4f27-811e-a7c1f53ba96f', 'route': ['p3', 'e11', 'i12', 'x4', 'p1', 'c1']}
1769453715.1223981,SENT,7d3c2969-43d9-4995-9517-36d5b65fdb36,b4c3ae13-61b6-4fd5-8175-7d30e128971d,c3,c1,3362,?,p3,
1769453715.1225317,CREATED,7e5431fe-10dd-42f1-8f82-1fa14fdbcb50,4b3134b8-c81b-4c02-98f4-da3e21826906,c3,c1,27,?,?,surb={'id': 'a92c40d6-c4a5-4884-998b-5ffa0a496790', 'route': ['p1', 'e2', 'i1', 'x6', 'p3', 'c3']}
1769453715.178728,SENT,a8354d38-e56d-4593-a20d-6c52f9637a2a,2c415f49-cfb4-4c1b-8d34-7199dceaa4ed,c3,c1,3375,?,p3,
1769453715.1788604,CREATED,9aa6c349-4e9c-470c-8fb1-9ecee5235518,960eb55f-7cd8-422f-a65a-94b3165d8860,c3,c1,27,?,?,surb={'id': 'b13b33b5-6986-4dc8-889d-8ce31d098b12', 'route': ['p1', 'e5', 'i3', 'x9', 'p3', 'c3']}
1769453715.4072545,RECEIVED,7253c29a-4ec5-4670-ba43-c681f7630217,0d8ea47d-2e3d-41d0-a868-b4e1b2714f31,c2,c3,27,p3,?,surb={'id': 'd96daa49-fa61-477a-82b4-2309d2cbcb82', 'route': ['p3', 'e9', 'i3', 'x7', 'p2', 'c2']}
1769453715.4204738,SENT,e472c0d0-f143-497d-821c-afb1c8e0ac08,a97ee36a-8f79-495e-8d79-b0241ca49929,c3,c1,3375,?,p3,
1769453715.4206161,CREATED,f760ba93-1503-4bfd-88d6-5b2fb4930935,960eb55f-7cd8-422f-a65a-94b3165d8860,c3,c1,27,?,?,surb={'id': 'b13b33b5-6986-4dc8-889d-8ce31d098b12', 'route': ['p1', 'e5', 'i3', 'x9', 'p3', 'c3']}
1769453715.4342566,RECEIVED,0fce131d-fb80-4355-a434-3304879c3eba,8079ae07-16cd-4235-80dc-47de7a28f1f8,c1,c3,26,p3,?,surb={'id': '976d3633-2efa-4c05-98f2-d042a9b8da6f', 'route': ['p3', 'e3', 'i7', 'x5', 'p1', 'c1']}
1769453715.5283053,SENT,ac6aa118-d833-4a63-b90c-b43d018c4bdf,5e7323d9-fa70-48dc-bc14-4669d645f5f3,c3,c1,3396,?,p3,
1769453715.5284562,CREATED,f9ecdda5-115e-4c4d-9aaa-bcb5dd0a8f4e,7b2e54f6-e8a2-40c8-88b7-f26a7534a923,c3,c1,27,?,?,surb={'id': '942ba58d-93fd-4d9a-b081-04beb929aa7e', 'route': ['p1', 'e10', 'i10', 'x10', 'p3', 'c3']}
1769453715.7447364,SENT,4f2ae240-c5ea-4534-abc6-b164543a6a51,1fd6f413-6a3c-4937-a6ea-ae954eccac44,c3,c1,3391,?,p3,
1769453715.7448907,CREATED,4711e3f4-87f4-4803-8c79-bd3c665b6299,7b2e54f6-e8a2-40c8-88b7-f26a7534a923,c3,c1,27,?,?,surb={'id': '942ba58d-93fd-4d9a-b081-04beb929aa7e', 'route': ['p1', 'e10', 'i10', 'x10', 'p3', 'c3']}
1769453715.8083856,RECEIVED,84a1c693-55cd-4623-ba6e-baf83c4d6f5d,8079ae07-16cd-4235-80dc-47de7a28f1f8,c1,c3,26,p3,?,surb={'id': '976d3633-2efa-4c05-98f2-d042a9b8da6f', 'route': ['p3', 'e3', 'i7', 'x5', 'p1', 'c1']}
1769453715.8347087,SENT,cb6fcd3c-f2b8-4d19-9e0e-78bea51d411e,b2e6da4d-af85-4ec7-a9d1-b520d3efa33c,c3,c1,3376,?,p3,
1769453715.8348598,CREATED,27dfd407-c320-4de8-9bf2-dd912426701f,ad7aca73-d3e4-4b07-9c2a-a90d1ebb7c96,c3,c1,27,?,?,surb={'id': '0a4bf04d-aeb0-478b-8da2-30f82fd69f8a', 'route': ['p1', 'e9', 'i1', 'x12', 'p3', 'c3']}
1769453715.9799387,RECEIVED,f9ab58e6-de62-4cef-868a-9f2f88de0a52,61396da4-4920-49a2-a47d-0fed696d5983,c1,c3,27,p3,?,surb={'id': '5e8e3885-27c5-4eab-90f3-475f7402a4a5', 'route': ['p3', 'e5', 'i3', 'x6', 'p1', 'c1']}
1769453716.096256,RECEIVED,3d7a3a23-4ebc-4231-bbc2-75c306b898d0,360b3d79-fa35-4fa8-b3a9-620442759aa8,c2,c3,27,p3,?,surb={'id': '0539e7c5-b30a-4ab1-b02e-48cffc7c53f0', 'route': ['p3', 'e5', 'i12', 'x6', 'p2', 'c2']}
1769453716.454372,RECEIVED,587400a7-14f9-4169-a915-f04796764c45,360b3d79-fa35-4fa8-b3a9-620442759aa8,c2,c3,27,p3,?,surb={'id': '0539e7c5-b30a-4ab1-b02e-48cffc7c53f0', 'route': ['p3', 'e5', 'i12', 'x6', 'p2', 'c2']}
1769453716.5164485,RECEIVED,d05eea8c-aaeb-48a3-87c1-de372d96f796,529a7df0-2b3a-4f08-84b8-f383696fe301,c1,c3,26,p3,?,surb={'id': '2de31202-0e21-4c13-af29-8ef45c8d4276', 'route': ['p3', 'e7', 'i11', 'x3', 'p1', 'c1']}
1769453716.529562,RECEIVED,3ba9c9a6-dee1-4886-9de5-dd1be5f236a5,751b5185-f2c4-43d6-83d5-d48798d022b6,c2,c3,26,p3,?,surb={'id': 'eff0de2e-3d19-4033-b1cb-e07204c40720', 'route': ['p3', 'e7', 'i2', 'x7', 'p2', 'c2']}
1769453716.7139034,SENT,96f4ce9f-b466-438f-b2bc-d2189667b04d,f7262b27-ca10-4891-999d-b7070f1cd52c,c3,c1,3391,?,p3,
1769453716.7140055,CREATED,fb0ccf0a-26a5-4577-b039-ee3887031d69,ad7aca73-d3e4-4b07-9c2a-a90d1ebb7c96,c3,c1,27,?,?,surb={'id': '0a4bf04d-aeb0-478b-8da2-30f82fd69f8a', 'route': ['p1', 'e9', 'i1', 'x12', 'p3', 'c3']}
1769453716.9089987,RECEIVED,0e6c41eb-a9fc-44e5-95a5-4b01ebb6539b,78792b4d-17a3-4d80-9d74-0816f666824d,c1,c3,27,p3,?,surb={'id': '89a3e5ad-0d23-47dd-bb96-03ae58305091', 'route': ['p3', 'e5', 'i5', 'x3', 'p1', 'c1']}
1769453716.9228518,RECEIVED,d445d183-133f-42ef-8c7b-e3c12298dfd1,7cd04622-240e-4803-9f49-4be6b5be6ed1,c1,c3,27,p3,?,surb={'id': '1a01127b-9918-47b9-a0a7-653f22d44def', 'route': ['p3', 'e7', 'i8', 'x5', 'p1', 'c1']}
1769453717.0636225,RECEIVED,961a719a-d127-4a26-bb01-e7b465f8e984,284adf6c-1b61-49ea-9abb-a0666ba3ce08,c2,c3,27,p3,?,surb={'id': '591172ff-e2d3-43e4-ad62-1a98e532d910', 'route': ['p3', 'e2', 'i11', 'x7', 'p2', 'c2']}
1769453717.1398,SENT,caa3ac77-fb95-4d58-877f-7ae29e8e016a,6376b0ec-be95-4029-a60c-108634566233,c3,c1,3393,?,p3,
1769453717.1399226,CREATED,beb745d2-986a-4a55-a7bb-0e161d0dcdd3,e78a12fe-5d96-469d-883b-ee6930fa3f31,c3,c1,27,?,?,surb={'id': '9339f7b2-97d3-4e04-afeb-e6f7e5e63c65', 'route': ['p1', 'e9', 'i5', 'x12', 'p3', 'c3']}
1769453717.2171695,RECEIVED,c078e080-5920-4b1f-925c-1843c6764029,674a73b8-e1b6-41b2-a87d-4276f2eaf692,c1,c3,27,p3,?,surb={'id': '50b75545-f794-4a3b-9c18-48babb361ac7', 'route': ['p3', 'e12', 'i3', 'x1', 'p1', 'c1']}
1769453717.3138642,RECEIVED,190b8c6f-01a8-4766-9d4d-85a49948ffd9,284adf6c-1b61-49ea-9abb-a0666ba3ce08,c2,c3,27,p3,?,surb={'id': '591172ff-e2d3-43e4-ad62-1a98e532d910', 'route': ['p3', 'e2', 'i11', 'x7', 'p2', 'c2']}
1769453717.3681185,SENT,6481a5f3-9f83-4549-817c-1426fbddb7e4,f61cff9d-7324-4e69-99d6-9267e3e106e1,c3,c1,3370,?,p3,
1769453717.3682415,CREATED,03067b84-e947-4ffc-8236-44222d057e2a,e78a12fe-5d96-469d-883b-ee6930fa3f31,c3,c1,27,?,?,surb={'id': '9339f7b2-97d3-4e04-afeb-e6f7e5e63c65', 'route': ['p1', 'e9', 'i5', 'x12', 'p3', 'c3']}
1769453718.1320293,SENT,9aa156c7-1eed-4aff-9463-bdfa700d2dfc,2146c9cb-d18c-46ef-92d5-3296d94cbe3d,c3,c1,3396,?,p3,
1769453718.1322925,CREATED,1570edee-c394-45bd-a301-d442a8a25b73,fff5ccc5-acb7-4f3a-a3b9-80f731aae158,c3,c1,27,?,?,surb={'id': 'e472b228-dba5-4d24-9c11-1c264f63e58d', 'route': ['p1', 'e10', 'i9', 'x2', 'p3', 'c3']}
1769453718.1981032,SENT,93c036d2-b6d6-406f-a484-5a9e19ac9d8d,7371bfd2-1e96-4c91-aeeb-1ccc7d0b9f26,c3,c1,3364,?,p3,
1769453718.198207,CREATED,0f0616de-d292-4810-9115-c7c9d3fc7918,fff5ccc5-acb7-4f3a-a3b9-80f731aae158,c3,c1,27,?,?,surb={'id': 'e472b228-dba5-4d24-9c11-1c264f63e58d', 'route': ['p1', 'e10', 'i9', 'x2', 'p3', 'c3']}
