timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453318.5847452,RECEIVED,54f7a124-2cb4-4def-bc56-98f1fe4b2294,cf6fd23f-400f-4426-a409-b51b76cf7772,c2,c3,27,p3,?,surb={'id': '5710e162-716a-4ad9-afe7-4178f3dbf916', 'route': ['p3', 'e5', 'i11', 'x12', 'p2', 'c2']}
1769453318.6860783,RECEIVED,a1481e83-0e46-4614-bfb7-dedc0b1a47db,1758cd91-7435-4fb9-8046-bdce0a5d0476,c1,c3,26,p3,?,surb={'id': '7611dd18-e402-499a-8eea-d89081549ae6', 'route': ['p3', 'e10', 'i12', 'x2', 'p1', 'c1']}
1769453318.7847016,SENT,55da4aa0-e258-4084-bde0-1f0ce7789c9f,41d26e2b-6dce-434e-b2cd-36b462cb47c6,c3,c1,3381,?,p3,
1769453318.784874,CREATED,00a07e37-6859-4ce9-ab4a-20890a9e0b89,fc463835-8178-4d4b-b333-5f4c8ad41c5b,c3,c1,25,?,?,surb={'id': '53fa541a-951a-4336-b07a-04dbf25a11f4', 'route': ['p1', 'e6', 'i7', 'x7', 'p3', 'c3']}
1769453319.0112376,SENT,3a6b7c00-6250-4469-9816-ebd4a7adb198,ffefcdad-a9c6-454b-a46f-60138e494340,c3,c1,3383,?,p3,
1769453319.011382,CREATED,c9410544-6b46-4f36-b317-04b97a80a24e,fc463835-8178-4d4b-b333-5f4c8ad41c5b,c3,c1,25,?,?,surb={'id': '53fa541a-951a-4336-b07a-04dbf25a11f4', 'route': ['p1', 'e6', 'i7', 'x7', 'p3', 'c3']}
1769453319.2889946,SENT,c3ce4046-5e6f-4550-bd9b-82f65dc58c26,3002376b-9df0-402e-b373-1bda7e6c3ccc,c3,c1,3377,?,p3,
1769453319.28919,CREATED,01e4730c-3de2-45f8-acda-49ee17662bae,2bc7c192-2ec8-4438-bcba-ab4a00df7828,c3,c1,27,?,?,surb={'id': '239b66e3-455b-48a8-995f-f03c653b2a1d', 'route': ['p1', 'e11', 'i9', 'x11', 'p3', 'c3']}
1769453319.513469,RECEIVED,d0b53b65-ebd9-421a-95d0-9cdd913b4e93,224881b3-ebd9-47c3-9be4-2666bf7d83c4,c2,c3,27,p3,?,surb={'id': '6785742d-e14f-4aaa-9891-da4d3186a662', 'route': ['p3', 'e9', 'i4', 'x4', 'p2', 'c2']}
1769453320.131145,SENT,28efaa7f-79ac-4e7e-a84c-7dae0095a51e,479bb9fb-d651-498f-b058-5f5f3d77a6e0,c3,c1,3387,?,p3,
1769453320.1312797,CREATED,66583bdf-b7cf-45e7-aec8-15108ba25850,2bc7c192-2ec8-4438-bcba-ab4a00df7828,c3,c1,27,?,?,surb={'id': '239b66e3-455b-48a8-995f-f03c653b2a1d', 'route': ['p1', 'e11', 'i9', 'x11', 'p3', 'c3']}
1769453320.1416588,RECEIVED,f0886c73-a907-4ad9-bb3f-a56a9f67080f,d3e8e50e-187b-47c5-b964-a25e257c5d1b,c2,c3,27,p3,?,surb={'id': '1ea3c2f1-5e46-4b2f-9c81-4d4955025b92', 'route': ['p3', 'e5', 'i11', 'x2', 'p2', 'c2']}
1769453320.3583956,SENT,b373bda6-33a0-4f71-8d94-25dba34cdc7f,2061ea75-9297-4f3b-ad9d-9c87a139ac94,c3,c1,3399,?,p3,
1769453320.358531,CREATED,3d417910-8551-4505-a81c-2ea77eaae139,8ebd2af5-a70a-4946-8e67-e64e899d6275,c3,c1,27,?,?,surb={'id': 'bf5c0dbf-8d0c-4422-ae9c-f9a26367887a', 'route': ['p1', 'e10', 'i11', 'x10', 'p3', 'c3']}
1769453320.385641,RECEIVED,d22f60e1-06cd-422e-9bda-38e4e6ede442,80aa2497-5960-4c50-929d-0a7957cee347,c2,c3,27,p3,?,surb={'id': 'a8048a8a-92c7-44b7-a711-f78aa9463242', 'route': ['p3', 'e8', 'i9', 'x6', 'p2', 'c2']}
1769453320.4483821,RECEIVED,08468e94-980d-4b54-881c-2b48a576db69,e2aa2f12-d041-4519-89f6-9c5465903001,c1,c3,27,p3,?,surb={'id': '4991a897-a4e7-4d75-a733-98694d721b75', 'route': ['p3', 'e12', 'i2', 'x4', 'p1', 'c1']}
1769453320.5855455,RECEIVED,f736fd0d-bbc5-49a6-ad67-5347d1cf8b25,4877895a-4feb-474c-a898-27615cadfe83,c2,c3,27,p3,?,surb={'id': '823cb7ec-2b51-4dd3-a59e-a6e4be9bce10', 'route': ['p3', 'e6', 'i3', 'x8', 'p2', 'c2']}
1769453320.6581652,RECEIVED,a86a25f8-8b73-4b7e-824e-de9d59fca4c9,80aa2497-5960-4c50-929d-0a7957cee347,c2,c3,27,p3,?,surb={'id': 'a8048a8a-92c7-44b7-a711-f78aa9463242', 'route': ['p3', 'e8', 'i9', 'x6', 'p2', 'c2']}
1769453320.929035,SENT,2166427e-49c1-4b1b-9221-742ce3390117,3ade824d-5099-49fd-9348-543c26eb25c8,c3,c1,3396,?,p3,
1769453320.929231,CREATED,108b482f-963a-43a4-9bab-64e3e364f027,8ebd2af5-a70a-4946-8e67-e64e899d6275,c3,c1,27,?,?,surb={'id': 'bf5c0dbf-8d0c-4422-ae9c-f9a26367887a', 'route': ['p1', 'e10', 'i11', 'x10', 'p3', 'c3']}
1769453321.2137952,SENT,553f72fb-0b71-4fce-8f3b-bca432732afc,9546eed9-a4f9-4040-a049-a050a8406fc3,c3,c1,3379,?,p3,
1769453321.213945,CREATED,e03416be-f08b-4a56-93fd-828a14161815,58e90922-09aa-4c3a-851b-4727519dcc8a,c3,c1,27,?,?,surb={'id': 'f2adba2f-0481-40a0-8ee9-92e3810a647c', 'route': ['p1', 'e12', 'i11', 'x6', 'p3', 'c3']}
1769453321.2505498,RECEIVED,a60da0fe-884e-409e-ae5a-65038333b34b,1758cd91-7435-4fb9-8046-bdce0a5d0476,c1,c3,26,p3,?,surb={'id': '7611dd18-e402-499a-8eea-d89081549ae6', 'route': ['p3', 'e10', 'i12', 'x2', 'p1', 'c1']}
1769453321.6349988,RECEIVED,7680b5bb-97f9-43a1-a528-95da4f791c21,37fc53e7-3970-4378-9978-a14dfb59012a,c1,c3,27,p3,?,surb={'id': '2aeaac55-6258-4438-8bcd-6ffe3e81fc00', 'route': ['p3', 'e6', 'i4', 'x9', 'p1', 'c1']}
1769453321.6981494,RECEIVED,548d9dda-26d3-4619-b858-903852bbf86d,d3e8e50e-187b-47c5-b964-a25e257c5d1b,c2,c3,27,p3,?,surb={'id': '1ea3c2f1-5e46-4b2f-9c81-4d4955025b92', 'route': ['p3', 'e5', 'i11', 'x2', 'p2', 'c2']}
1769453321.8979177,RECEIVED,b0353447-6178-456b-b22b-d0911a7c95a1,e309d400-6855-4bdc-96fc-f943186e002e,c1,c3,26,p3,?,surb={'id': 'b8af1953-23b8-4280-a3e3-336e4a041a81', 'route': ['p3', 'e2', 'i11', 'x6', 'p1', 'c1']}
1769453321.90986,RECEIVED,fce199cb-cd69-4800-9079-3619ea627537,615c3029-4ed4-4ae4-8b89-ad70346f8a0f,c1,c3,27,p3,?,surb={'id': 'ac4396e8-d601-44ee-8f20-2b4f52d5c0fb', 'route': ['p3', 'e10', 'i5', 'x10', 'p1', 'c1']}
1769453321.9146662,SENT,11fef499-6a90-46ab-8008-b742b32fd10d,ef6cc941-0a48-4c98-a7eb-1d143e0dc40f,c3,c1,3380,?,p3,
1769453321.9148183,CREATED,b83dcaf6-ad7e-4ced-bca1-d41fdad3004b,58e90922-09aa-4c3a-851b-4727519dcc8a,c3,c1,27,?,?,surb={'id': 'f2adba2f-0481-40a0-8ee9-92e3810a647c', 'route': ['p1', 'e12', 'i11', 'x6', 'p3', 'c3']}
1769453322.1113088,RECEIVED,fcdab65e-dda7-4827-b090-0a8b0c67d44e,04ae3c0a-1a03-447c-a4ec-f62b568c115f,c1,c3,27,p3,?,surb={'id': '98a7ef59-6a13-4c1a-b8ca-79760037d597', 'route': ['p3', 'e1', 'i3', 'x9', 'p1', 'c1']}
1769453322.1936023,RECEIVED,00446bc5-4ae6-4ac7-a1f2-0ac9bd15d626,568d9b95-5fb0-44c6-9b4a-7d0a80849db9,c2,c3,26,p3,?,surb={'id': '3d2b19b2-39e9-40bd-8ea4-a48ff9ee6da0', 'route': ['p3', 'e5', 'i11', 'x9', 'p2', 'c2']}
1769453322.260537,SENT,fb0f54a3-e961-4161-a4b7-9f217768ea06,b80bd2e0-62df-426a-a776-a501129d6b0d,c3,c1,3395,?,p3,
1769453322.2606857,CREATED,7c3c3b0d-9dd7-4b25-84e4-7255b600f183,6977e020-755a-4524-b3a2-43b2cbae3eb8,c3,c1,27,?,?,surb={'id': '534649e9-e634-488e-8ba5-2fdb05a1a0b3', 'route': ['p1', 'e11', 'i7', 'x7', 'p3', 'c3']}
1769453322.2717547,SENT,5646fe6c-4c28-40bd-a370-d8aba1a4f881,5eb615d6-1ff9-4a6a-acf4-ba82a064b07c,c3,c1,3398,?,p3,
1769453322.2719042,CREATED,317b5e03-6f71-4dad-acf8-dfa1a0fd2461,6977e020-755a-4524-b3a2-43b2cbae3eb8,c3,c1,27,?,?,surb={'id': '534649e9-e634-488e-8ba5-2fdb05a1a0b3', 'route': ['p1', 'e11', 'i7', 'x7', 'p3', 'c3']}
1769453322.332977,SENT,5549c2fb-8567-4ceb-a8d9-9632ff4c93d5,8b5b61ba-fe6b-4350-9403-8e33dde49041,c3,c1,3388,?,p3,
1769453322.3331022,CREATED,0123c062-fce1-4b43-9854-96dd86181467,0ef21fe3-f057-4902-9b54-6fd2e7ab28ae,c3,c1,27,?,?,surb={'id': '4c590986-ea1c-4a29-b7f8-0f54b9d44bb9', 'route': ['p1', 'e6', 'i9', 'x9', 'p3', 'c3']}
1769453322.3821557,SENT,8b5d0563-7b80-4d8d-9fe6-de2125fb995a,723fe3c3-7531-4d24-89fc-df3c8b7ff118,c3,c1,3379,?,p3,
1769453322.3822684,CREATED,f88e4c91-ae46-415a-93ff-12510bcd720c,0ef21fe3-f057-4902-9b54-6fd2e7ab28ae,c3,c1,27,?,?,surb={'id': '4c590986-ea1c-4a29-b7f8-0f54b9d44bb9', 'route': ['p1', 'e6', 'i9', 'x9', 'p3', 'c3']}
1769453322.8942585,SENT,a06e6898-be18-459c-95bc-cf9b0958531a,2fff96d1-ebcd-4cea-a9b2-13dd82f84089,c3,c1,3368,?,p3,
1769453322.8944077,CREATED,2fffd237-8afa-4712-8796-e94a2c72cc46,e1bac47c-90d2-4add-9339-5a9f512ad4a5,c3,c1,27,?,?,surb={'id': '6b5c4bf0-cac3-4094-8afb-b6db20a20bfb', 'route': ['p1', 'e2', 'i11', 'x5', 'p3', 'c3']}
1769453322.9622877,RECEIVED,44fffb18-41b0-4f14-9b7b-d3167978bf97,b8f9f570-736b-4ac9-a3b3-920715f32630,c2,c3,27,p3,?,surb={'id': '4433cf9a-79ac-4aef-b6e2-00d45168cd3b', 'route': ['p3', 'e1', 'i12', 'x9', 'p2', 'c2']}
1769453323.0442436,RECEIVED,17cd4108-2896-4078-a11a-eeff94e3c853,660b5a3b-985f-4234-a684-b0ca6989b228,c1,c3,27,p3,?,surb={'id': '76f88652-7acf-4917-b634-ddcfd5310ec8', 'route': ['p3', 'e6', 'i10', 'x6', 'p1', 'c1']}
1769453323.2091653,SENT,571a4cbe-ad42-4545-90f0-aaffa33f7367,ead8f92f-9c29-4860-8670-653f7ea92aac,c3,c1,3384,?,p3,
1769453323.2092986,CREATED,53c62c68-bbac-44b2-bb6a-f70d3ecfd999,e1bac47c-90d2-4add-9339-5a9f512ad4a5,c3,c1,27,?,?,surb={'id': '6b5c4bf0-cac3-4094-8afb-b6db20a20bfb', 'route': ['p1', 'e2', 'i11', 'x5', 'p3', 'c3']}
1769453323.3347833,RECEIVED,c2c3cd6c-bd0b-4fcf-8400-5b73dc11e846,37fc53e7-3970-4378-9978-a14dfb59012a,c1,c3,27,p3,?,surb={'id': '2aeaac55-6258-4438-8bcd-6ffe3e81fc00', 'route': ['p3', 'e6', 'i4', 'x9', 'p1', 'c1']}
1769453323.6483579,RECEIVED,4141ae4a-c3fe-4b6f-ab1c-7349184e9a23,615c3029-4ed4-4ae4-8b89-ad70346f8a0f,c1,c3,27,p3,?,surb={'id': 'ac4396e8-d601-44ee-8f20-2b4f52d5c0fb', 'route': ['p3', 'e10', 'i5', 'x10', 'p1', 'c1']}
1769453323.726217,SENT,3fc6307a-5077-4dc5-8818-8ec5efe8907c,e93d7795-1aef-4fb3-ba6e-958de646cd76,c3,c1,3371,?,p3,
1769453323.726278,CREATED,df534d9a-8bb8-47a6-ba11-0544faa097db,2b60d21f-46b6-4d46-9886-3adf4a71ec17,c3,c1,27,?,?,surb={'id': '41458cc6-37e2-44a1-8963-8fbe3fe430dd', 'route': ['p1', 'e5', 'i1', 'x7', 'p3', 'c3']}
1769453323.9553072,RECEIVED,4ccc99cc-b730-4b9d-a06f-df2353bc6629,b8f9f570-736b-4ac9-a3b3-920715f32630,c2,c3,27,p3,?,surb={'id': '4433cf9a-79ac-4aef-b6e2-00d45168cd3b', 'route': ['p3', 'e1', 'i12', 'x9', 'p2', 'c2']}
1769453323.968811,RECEIVED,a779c0fc-e675-4be9-81c8-901b1871b0d2,08de941f-fb57-4f8d-829e-d7095b9036d9,c1,c3,27,p3,?,surb={'id': '828d7bd7-c905-467d-8c3d-1ef9043ba742', 'route': ['p3', 'e4', 'i12', 'x4', 'p1', 'c1']}
1769453323.9889307,RECEIVED,6c9ee1c0-3cb5-4d76-b175-fc69905d7ebf,d34f0c3e-4fe9-41d2-bde1-2565316df3a3,c1,c3,27,p3,?,surb={'id': 'f25c497d-272b-425f-8cba-d1d45873a9d1', 'route': ['p3', 'e6', 'i8', 'x8', 'p1', 'c1']}
1769453324.277994,RECEIVED,ebffe71c-7ddf-441e-a16a-c501ab201552,d34f0c3e-4fe9-41d2-bde1-2565316df3a3,c1,c3,27,p3,?,surb={'id': 'f25c497d-272b-425f-8cba-d1d45873a9d1', 'route': ['p3', 'e6', 'i8', 'x8', 'p1', 'c1']}
1769453324.2830768,RECEIVED,63576c24-169e-455e-859e-7423f9a5be88,08de941f-fb57-4f8d-829e-d7095b9036d9,c1,c3,27,p3,?,surb={'id': '828d7bd7-c905-467d-8c3d-1ef9043ba742', 'route': ['p3', 'e4', 'i12', 'x4', 'p1', 'c1']}
1769453324.6274252,RECEIVED,353ab4de-5363-4790-a849-dd72ab596bab,4988404f-7ace-458b-b8cc-2fb26cad1a29,c2,c3,27,p3,?,surb={'id': '76f0178d-cda4-4c75-b892-e7bb2b743b12', 'route': ['p3', 'e2', 'i12', 'x5', 'p2', 'c2']}
1769453324.9634995,SENT,d153d286-3cfc-4919-9a8b-06f5d753a732,c63e930c-563b-43eb-b3bd-c2ef7f43a974,c3,c1,3377,?,p3,
1769453324.9636483,CREATED,dd15f603-12d3-4c3a-b41e-b5ba9ce525f2,2b60d21f-46b6-4d46-9886-3adf4a71ec17,c3,c1,27,?,?,surb={'id': '41458cc6-37e2-44a1-8963-8fbe3fe430dd', 'route': ['p1', 'e5', 'i1', 'x7', 'p3', 'c3']}
1769453325.0827699,RECEIVED,852e0dca-9f62-4131-bd97-118a48c983c1,5fc09ac9-5348-45b4-9faf-c4e77bb9f0ce,c2,c3,27,p3,?,surb={'id': '6f47c3e4-a069-46a6-a54c-c2f0f0d5e31d', 'route': ['p3', 'e4', 'i2', 'x10', 'p2', 'c2']}
1769453325.1021159,RECEIVED,950506ce-5fc9-4fc7-a3dd-9d17d1b601fd,f28e1920-7847-49fd-9eb3-22259b47c7bd,c1,c3,27,p3,?,surb={'id': '544a071b-349a-4482-bd06-ab73a5973338', 'route': ['p3', 'e12', 'i5', 'x1', 'p1', 'c1']}
1769453325.2058547,SENT,f9f9d306-beb1-4ee6-9e7b-911a3877c39e,dbfd4e4d-a0f1-4eca-8b63-a919e5b3b113,c3,c1,3383,?,p3,
1769453325.2060308,CREATED,f07dda80-07da-4335-8ff0-3a8f98922c2a,a920411f-ee14-471e-b52c-60d2f9cff1f7,c3,c1,27,?,?,surb={'id': '6973bb1b-1a52-434e-bea9-5b43a45b2cc5', 'route': ['p1', 'e5', 'i1', 'x4', 'p3', 'c3']}
1769453325.2107444,RECEIVED,ff3012ed-9b7d-4b5d-bad5-ef254915ae48,e19b84c5-c146-494e-8cfc-9a5cfa8b82bf,c1,c3,27,p3,?,surb={'id': 'acb4304b-e9b1-4535-848b-7057466e73d3', 'route': ['p3', 'e3', 'i2', 'x8', 'p1', 'c1']}
1769453325.3012645,RECEIVED,3e5ced35-ffb0-4af3-9f1f-bcb66593dd52,ffa39a34-90f8-4522-b1cc-80f52af7633c,c2,c3,27,p3,?,surb={'id': 'cb46abc5-a818-418d-b3ef-af5d2784df91', 'route': ['p3', 'e9', 'i2', 'x2', 'p2', 'c2']}
1769453325.44031,RECEIVED,bf4fbf48-a565-4451-944f-e057c86fbaa4,93537c31-c416-406d-afd2-7fbab5132284,c1,c3,27,p3,?,surb={'id': '81dfb65e-21fd-4e92-8614-8990aafdafa8', 'route': ['p3', 'e8', 'i10', 'x2', 'p1', 'c1']}
1769453325.4568374,RECEIVED,0d8f5400-ea94-40cd-84f8-06dca18c6724,ffa39a34-90f8-4522-b1cc-80f52af7633c,c2,c3,27,p3,?,surb={'id': 'cb46abc5-a818-418d-b3ef-af5d2784df91', 'route': ['p3', 'e9', 'i2', 'x2', 'p2', 'c2']}
1769453325.4950418,SENT,12216284-c2ee-4ee3-8616-9b06772a0c69,0e2d0234-35fe-48a5-ba21-a1b8ee58e86e,c3,c1,3376,?,p3,
1769453325.4954715,CREATED,c7b49f4a-335c-423c-849d-61f733aac892,a920411f-ee14-471e-b52c-60d2f9cff1f7,c3,c1,27,?,?,surb={'id': '6973bb1b-1a52-434e-bea9-5b43a45b2cc5', 'route': ['p1', 'e5', 'i1', 'x4', 'p3', 'c3']}
1769453325.658278,RECEIVED,888658f5-66d3-480d-81a2-00864028448b,e19b84c5-c146-494e-8cfc-9a5cfa8b82bf,c1,c3,27,p3,?,surb={'id': 'acb4304b-e9b1-4535-848b-7057466e73d3', 'route': ['p3', 'e3', 'i2', 'x8', 'p1', 'c1']}
1769453325.7663896,RECEIVED,3ab59601-6886-4f73-9f2f-e80a716722bb,8161f418-1898-4528-b70e-6430a10c3f5d,c1,c3,26,p3,?,surb={'id': '4fa94ba3-937c-480f-bfda-8aa6dce7c1f7', 'route': ['p3', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769453325.7724316,SENT,31bb914d-38a3-429d-ae03-1a10bd182945,5d0d8bea-1d2a-4ab1-8b5b-8e3cfe91f3c4,c3,c1,3397,?,p3,
1769453325.7725613,CREATED,e3f57695-c843-47a3-8d0c-09fc027fde2b,c3212505-a5a6-4bac-9df6-17a855456d81,c3,c1,27,?,?,surb={'id': '471a0921-52ab-4252-a774-18d716db7d61', 'route': ['p1', 'e7', 'i3', 'x11', 'p3', 'c3']}
1769453326.0505557,RECEIVED,9b027c7e-88ac-4411-8152-907105fe8e5e,9aceb30a-85d6-4260-8f68-fae6e2aea163,c1,c3,27,p3,?,surb={'id': '15fd13fc-cff8-40f9-855f-28ca46c66314', 'route': ['p3', 'e12', 'i2', 'x10', 'p1', 'c1']}
1769453326.0759833,RECEIVED,116974bb-8bd9-4a7f-b6a6-376214de913a,93537c31-c416-406d-afd2-7fbab5132284,c1,c3,27,p3,?,surb={'id': '81dfb65e-21fd-4e92-8614-8990aafdafa8', 'route': ['p3', 'e8', 'i10', 'x2', 'p1', 'c1']}
1769453326.3306503,SENT,7d55bc75-bccd-4284-9330-a027523b0c70,0f138c33-bc27-4290-ae7e-348d09962a16,c3,c1,3382,?,p3,
1769453326.3308039,CREATED,42ae361b-08f0-4eed-930e-b61b92eee1f2,c3212505-a5a6-4bac-9df6-17a855456d81,c3,c1,27,?,?,surb={'id': '471a0921-52ab-4252-a774-18d716db7d61', 'route': ['p1', 'e7', 'i3', 'x11', 'p3', 'c3']}
1769453326.342032,RECEIVED,f92a09d4-7f51-4128-93f4-3b03e5b17c05,da5f9241-a390-4cf7-b55e-8dc0eff41deb,c1,c3,26,p3,?,surb={'id': 'd0c8f997-55ce-4030-8aea-06ec1ee844fb', 'route': ['p3', 'e7', 'i8', 'x4', 'p1', 'c1']}
1769453326.4296994,SENT,152c7927-1bec-4f1d-84dc-249e0386eedf,834ed3ce-8ba8-41a1-9978-e180b1031318,c3,c1,3395,?,p3,
1769453326.4298475,CREATED,2706c534-68e0-4aac-af19-a82fe648ec87,e60f06ab-0807-49d0-a4f3-145082749f17,c3,c1,27,?,?,surb={'id': 'e9c7451d-7472-4f0f-a0a3-ff516f6b152e', 'route': ['p1', 'e1', 'i12', 'x3', 'p3', 'c3']}
1769453326.6438284,RECEIVED,7d91d252-cc20-4bec-8bbc-f0100b7f52fe,da5f9241-a390-4cf7-b55e-8dc0eff41deb,c1,c3,26,p3,?,surb={'id': 'd0c8f997-55ce-4030-8aea-06ec1ee844fb', 'route': ['p3', 'e7', 'i8', 'x4', 'p1', 'c1']}
1769453326.9456906,RECEIVED,3722197b-0277-4882-93e2-f7b5ccdf1e8e,cd20edcd-6cae-43b6-8763-68ef857f7971,c1,c3,27,p3,?,surb={'id': '16b48e2b-2889-41d1-908c-ebef863da840', 'route': ['p3', 'e9', 'i2', 'x12', 'p1', 'c1']}
1769453326.973459,RECEIVED,60e21984-864d-45e9-bdef-d098fc100ceb,8161f418-1898-4528-b70e-6430a10c3f5d,c1,c3,26,p3,?,surb={'id': '4fa94ba3-937c-480f-bfda-8aa6dce7c1f7', 'route': ['p3', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769453327.3951771,SENT,1e52af1f-37bd-4e36-b908-fe2b29cada38,7d412727-7ace-4981-9716-dea1056a8cb4,c3,c1,3388,?,p3,
1769453327.395327,CREATED,ac3e6f3a-89b6-4909-a382-bf7e43eca25a,e60f06ab-0807-49d0-a4f3-145082749f17,c3,c1,27,?,?,surb={'id': 'e9c7451d-7472-4f0f-a0a3-ff516f6b152e', 'route': ['p1', 'e1', 'i12', 'x3', 'p3', 'c3']}
1769453327.5008423,RECEIVED,41c547f7-ad96-4829-b672-e8bae2077671,8340ef23-57e2-4a2f-8cfb-9f8398498f7e,c2,c3,26,p3,?,surb={'id': 'bc431982-bc83-4e60-96fb-95a9691d8f6d', 'route': ['p3', 'e8', 'i7', 'x8', 'p2', 'c2']}
1769453327.5454443,SENT,171d8882-6d75-4301-a124-1585c7dc4e3a,c5abb167-17bc-480f-ab1b-061311203bd4,c3,c1,3385,?,p3,
1769453327.5455444,CREATED,2d43c118-273d-414d-8948-94f3615851a7,ee9797d2-fb54-4577-8085-053df84c3705,c3,c1,27,?,?,surb={'id': '2b1cc6d5-2a86-4bf7-aac2-e62bf9c17ed0', 'route': ['p1', 'e7', 'i2', 'x10', 'p3', 'c3']}
1769453327.697152,RECEIVED,fcc85b3b-e5db-4b8e-a3f3-77d2bfd46956,cd20edcd-6cae-43b6-8763-68ef857f7971,c1,c3,27,p3,?,surb={'id': '16b48e2b-2889-41d1-908c-ebef863da840', 'route': ['p3', 'e9', 'i2', 'x12', 'p1', 'c1']}
1769453327.8354964,RECEIVED,8b2a881c-ed76-4e55-86d1-c755da178293,0048944d-61a2-4665-ba29-46eae038c362,c2,c3,27,p3,?,surb={'id': '20b0f5d9-a033-461c-a4cc-b7ef3f1e5d44', 'route': ['p3', 'e10', 'i11', 'x6', 'p2', 'c2']}
1769453327.9914303,SENT,499dc105-ff84-4fdf-a807-aa53361c759c,6d7df3e5-a08d-4c6f-a9ab-15901577d5e8,c3,c1,3375,?,p3,
1769453327.991566,CREATED,b0e5541e-40e1-4045-aab1-2c789ea38913,ee9797d2-fb54-4577-8085-053df84c3705,c3,c1,27,?,?,surb={'id': '2b1cc6d5-2a86-4bf7-aac2-e62bf9c17ed0', 'route': ['p1', 'e7', 'i2', 'x10', 'p3', 'c3']}
1769453328.475204,SENT,98f46f53-d409-4c59-808e-2e9aacf38b43,dff73256-f1d7-4598-bdcb-9aa1bb33384e,c3,c1,3383,?,p3,
1769453328.4753566,CREATED,8ea42a51-7915-4b49-940d-01dc0d551120,72f62ee6-7e21-4e3c-bb14-a3e6ab489474,c3,c1,27,?,?,surb={'id': '0fe3f37a-d9c4-4937-90d8-8b5e0597afcb', 'route': ['p1', 'e9', 'i3', 'x7', 'p3', 'c3']}
1769453328.7138195,SENT,6f500d7d-d7f8-4afa-b317-4ef5489b64bd,908c4646-6214-4f2a-b906-1acbf648bd97,c3,c1,3379,?,p3,
1769453328.7139738,CREATED,bdf14e20-8d04-479e-a70d-c5ba0751395b,72f62ee6-7e21-4e3c-bb14-a3e6ab489474,c3,c1,27,?,?,surb={'id': '0fe3f37a-d9c4-4937-90d8-8b5e0597afcb', 'route': ['p1', 'e9', 'i3', 'x7', 'p3', 'c3']}
1769453328.7238548,SENT,266831b8-d100-4cb1-938d-ca3a790f886c,47ea3f60-6c7f-460c-ae09-ae8245965525,c3,c1,3380,?,p3,
1769453328.7240047,CREATED,a6d3224d-9989-4b54-a12e-1842fc6c0fc2,c670163c-5f67-48e8-ba5b-5592e2ee0f91,c3,c1,25,?,?,surb={'id': '98617762-9f7a-4f2e-8211-5f34700530c1', 'route': ['p1', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769453328.9712927,SENT,2c13366a-d67c-4dab-b038-128a88836e48,26d88a27-43db-4672-bb33-bd80cb41574d,c3,c1,3359,?,p3,
1769453328.9714406,CREATED,abbb121a-a73c-4996-95e2-9aff1b945c0d,c670163c-5f67-48e8-ba5b-5592e2ee0f91,c3,c1,25,?,?,surb={'id': '98617762-9f7a-4f2e-8211-5f34700530c1', 'route': ['p1', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769453328.993666,RECEIVED,f0730858-2017-4992-9fe5-06f9cb229db6,523a9738-3b7a-4efe-986c-fb3ccd5b43ea,c2,c3,27,p3,?,surb={'id': '090832cd-20b8-465e-a3dc-6889ead1098d', 'route': ['p3', 'e3', 'i11', 'x11', 'p2', 'c2']}
1769453329.07743,RECEIVED,a3195535-797a-4ed8-9481-01fb947f08b5,a55e8c0f-c72a-48d0-9001-f94e85a6f9e7,c2,c3,26,p3,?,surb={'id': 'f5af6048-e696-48da-bda0-ed8f270194bd', 'route': ['p3', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769453329.1150339,SENT,86c8b296-533e-4e82-aae1-7a5b8055aadb,320bbdc6-131d-434b-8931-b9e37d3ff0a7,c3,c1,3359,?,p3,
1769453329.1152148,CREATED,7d102d52-8b2f-4fcc-bf2f-75d26619ac5a,e7348768-cbd5-491c-a797-723cead0767d,c3,c1,27,?,?,surb={'id': 'e45e09c6-3bc7-422c-87e6-0850f636f983', 'route': ['p1', 'e7', 'i7', 'x10', 'p3', 'c3']}
1769453329.217024,RECEIVED,f33c1902-c674-4582-85c4-6d8f55941632,8a7550c0-5d21-4362-8dd3-31bcf613d944,c2,c3,27,p3,?,surb={'id': 'b44b2cde-379a-41ad-a725-945eb7d95412', 'route': ['p3', 'e1', 'i2', 'x1', 'p2', 'c2']}
1769453329.2325182,RECEIVED,c0df92de-d989-4d8f-8138-e6ed773083d2,18f98fa0-42fe-4ad0-9900-53e7c44a25eb,c1,c3,26,p3,?,surb={'id': '28b43d1d-5e56-4617-af55-d77dbf5108ff', 'route': ['p3', 'e10', 'i3', 'x4', 'p1', 'c1']}
1769453329.240073,SENT,e7a25a3d-fa25-44d5-9283-9544f74dc814,ec01411c-6298-4c93-a708-6291344e15b1,c3,c1,3403,?,p3,
