scenario,metric,mean,median,std_dev,min,max,count
parallel_paths_high_noise,avg_latency,2.5345523009724813,2.5389456590472115,0.008086275927393255,2.5211073785562506,2.540186637471767,5
parallel_paths_high_noise,throughput,17038.0,17467.0,1009.5773868307471,15234.0,17570.0,5
parallel_paths_high_noise,diaz_anonymity,0.09903815805348823,0.03053549000400893,0.13942965339022978,5.75398341916301e-09,0.33034356150848454,5
parallel_paths_high_noise,shannon_entropy,0.9505117296593818,0.292393782954711,1.3383273502424315,5.523773931935477e-08,3.170654846448797,5
parallel_paths_high_noise,attacker_confidence,22.836254353641454,21.401226467822816,10.003243610580464,9.330620450124902,37.29740499863953,5
parallel_paths_no_noise,loss_rate,0.09395762306705908,0.07645505682470444,0.05294848040183454,0.07354107648725217,0.23507420414636915,9
parallel_paths_no_noise,message_loss_rate,0.019519414388422085,0.01354453627180896,0.021515378985646098,0.008382419574082478,0.07657453556864524,9
parallel_paths_no_noise,avg_latency,2.5469142054448906,2.544477809890595,0.01091929160725519,2.5333941923837138,2.5642431970031536,9
parallel_paths_no_noise,throughput,8018.222222222223,8161.0,482.2597271641542,6752.0,8363.0,9
parallel_paths_no_noise,diaz_anonymity,0.003015475186740687,1.0755078179578144e-07,0.008929923627762378,8.282240920953801e-22,0.026827269063965695,9
parallel_paths_no_noise,shannon_entropy,0.025597260851957192,9.171368187473452e-07,0.07579493832768278,7.094612328604217e-21,0.2277055683592707,9
parallel_paths_no_noise,attacker_confidence,32.33143902361063,28.001033060503683,18.30299195268854,14.49671851816277,71.5017485675645,9
path_reestablishment_high_noise,loss_rate,0.03676064674267358,0.03689567430025442,0.0016408852617044941,0.0342199856218548,0.03865702627246048,5
path_reestablishment_high_noise,message_loss_rate,0.00040066459190477575,0.00033791394458215773,9.774552282990638e-05,0.00033348154735435287,0.000555679039786594,5
path_reestablishment_high_noise,avg_latency,2.552015347597188,2.555422290969884,0.006130407052697388,2.5432140327096255,2.5576054637091703,5
path_reestablishment_high_noise,throughput,13425.6,13429.0,127.6099525899136,13285.0,13626.0,5
path_reestablishment_high_noise,diaz_anonymity,0.021018696489546112,6.392621645855097e-06,0.046990889602369704,2.482414138380985e-10,0.10507855504180141,5
path_reestablishment_high_noise,shannon_entropy,0.20231985266911207,6.153351470687273e-05,0.4523206215889961,2.3894995723962103e-09,1.011455576482304,5
path_reestablishment_high_noise,attacker_confidence,59.94105408970654,61.08243483989142,22.677958656421737,26.685228842533874,86.36479235308836,5
path_reestablishment_no_noise,loss_rate,0.07059665436586475,0.06706567188652945,0.013062494632089082,0.06299022565463974,0.10492565428239353,9
path_reestablishment_no_noise,message_loss_rate,0.0026410798359867396,0.0024295969077857693,0.0004618915649507508,0.002210433244915988,0.00335532938150096,9
path_reestablishment_no_noise,avg_latency,2.6707718089833583,2.6339608493096844,0.08079309746189582,2.603100273417575,2.8434831673030625,9
path_reestablishment_no_noise,throughput,22984.0,22758.0,644.7127267240813,22333.0,24134.0,9
path_reestablishment_no_noise,diaz_anonymity,0.01327567957359855,9.768909286428263e-13,0.03546514453124977,4.215258118315473e-45,0.10725475686504025,9
path_reestablishment_no_noise,shannon_entropy,0.11761623589034803,8.744428837750422e-12,0.3144839603301163,3.719277038948368e-44,0.9510578252821003,9
path_reestablishment_no_noise,attacker_confidence,348.3549341470842,298.32803786571736,173.3926370096958,149.62295817024534,657.7562095916863,9
retransmission_high_noise,loss_rate,0.20259766138295338,0.2759580389638193,0.14067348741133784,0.048965419501133756,0.31989875389408096,5
retransmission_high_noise,message_loss_rate,0.09113405070698619,0.12576448348715663,0.08271996383654384,0.0015473032714411472,0.1631688825403802,5
retransmission_high_noise,avg_latency,2.5433556488869256,2.539882743996604,0.006928799575298164,2.535949702831558,2.551900521820881,5
retransmission_high_noise,throughput,13605.8,13528.0,298.86485239987655,13256.0,13972.0,5
retransmission_high_noise,diaz_anonymity,0.011824511477548275,0.004683728370168147,0.016871013132759172,5.182078424467856e-10,0.04014048346607699,5
retransmission_high_noise,shannon_entropy,0.11381930469435371,0.04508420559123945,0.16239546030345672,4.988117811585382e-09,0.38638060666430024,5
retransmission_high_noise,attacker_confidence,39.22782815321084,28.171155615082647,21.026728850970443,19.612602622184145,70.96661317740289,5
retransmission_no_noise,loss_rate,0.14130176898956165,0.09017082049845981,0.08382091978704449,0.07788589814015534,0.27592446892210853,9
retransmission_no_noise,message_loss_rate,0.0939531374352434,0.04605190502484813,0.0795103697820498,0.030652173913043423,0.21745960502692996,9
retransmission_no_noise,avg_latency,2.614493870016369,2.6030170458450597,0.05962872294344811,2.5578882919935393,2.7254956371632026,9
retransmission_no_noise,throughput,21562.666666666668,22743.0,1939.4619099121282,18406.0,23518.0,9
retransmission_no_noise,diaz_anonymity,0.0013881885246452765,1.5137059103397688e-27,0.004164565291471979,2.429207204948348e-81,0.012493695968570534,9
retransmission_no_noise,shannon_entropy,0.012458179343825976,1.344107764629288e-26,0.03737453551391553,2.1835377604115832e-80,0.11212360738093388,9
retransmission_no_noise,attacker_confidence,393.6044172654043,429.5098009253029,137.33822003221056,123.49009308714841,513.7305854347771,9
