name,scenario,loss_rate,message_loss_rate,avg_latency,throughput,diaz_anonymity,shannon_entropy,attacker_confidence,attack_success,attack_success_top2,true_recipient_rank
Testrun_20260130_060924_02_baseline_errors_no_noise,baseline_errors_no_noise,0.07523939808481528,0.07523939808481528,2.5327424909588854,8112,1.6323355008388358e-14,1.469561455746033e-13,43.29620215987769,True,False,1.0
Testrun_20260130_061500_05_parallel_paths_high_noise,parallel_paths_high_noise,0.0316891705704051,0.004408685109666077,2.5328040790069353,17570,0.03053549000400893,0.292393782954711,21.401226467822816,False,False,
Testrun_20260130_061941_03_retransmission_no_noise,retransmission_no_noise,0.07788589814015534,0.030652173913043423,2.7254956371632026,23501,7.525003860524304e-10,6.706952666355635e-09,393.6664324901029,False,False,3.0
Testrun_20260130_062516_06_backup_mixes_high_noise,backup_mixes_high_noise,0.0009951348960637318,0.0009951348960637318,2.540403743943392,9035,0.5374183593677168,5.1730326541910285,7.901339629982276,False,False,
Testrun_20260130_062957_04_path_reestablishment_no_noise,path_reestablishment_no_noise,0.06551585708550778,0.0024128098267164333,2.6781720486697638,23278,2.161741339920561e-31,1.9473892560053587e-30,403.7353584442655,True,False,1.0
Testrun_20260130_064014_05_parallel_paths_no_noise,parallel_paths_no_noise,0.07774591971768863,0.01388888888888884,2.539649832951428,8363,0.026827269063965695,0.2277055683592707,14.49671851816277,True,False,1.0
Testrun_20260130_065031_06_backup_mixes_no_noise,backup_mixes_no_noise,0.03636977817813314,0.03636977817813314,2.5308880179138433,8558,9.955780993392542e-06,8.702813087758092e-05,20.43291979179679,True,False,1.0
Testrun_20260130_070048_01_baseline_no_errors_no_noise,baseline_no_errors_no_noise,0.0,0.0,2.5567984330476383,8651,2.119619200447248e-11,1.8681859841444449e-10,37.24506723097756,True,False,1.0
Testrun_20260130_071105_02_baseline_errors_no_noise,baseline_errors_no_noise,0.08072886633606269,0.08072886633606269,2.5288341293040637,7971,1.719886102291421e-12,1.5354761241329045e-11,41.321098157464306,True,False,1.0
Testrun_20260130_072121_03_retransmission_no_noise,retransmission_no_noise,0.09919757102580784,0.047958956056212365,2.561451459420115,20768,1.0772390991647697e-50,9.883588677120741e-50,437.8568802011944,False,False,4.0
Testrun_20260130_073138_04_path_reestablishment_no_noise,path_reestablishment_no_noise,0.06872037914691942,0.0022241992882562345,2.603100273417575,22401,6.695928306929419e-11,6.057889309942234e-10,206.58806164110675,True,True,1.0
Testrun_20260130_074155_05_parallel_paths_no_noise,parallel_paths_no_noise,0.07540088706925963,0.01023192360163716,2.562911179056907,8130,1.0755078179578144e-07,9.171368187473452e-07,28.001033060503683,True,False,1.0
Testrun_20260130_075212_06_backup_mixes_no_noise,backup_mixes_no_noise,0.001739937362254973,0.001739937362254973,2.549230391276096,8606,3.967094389744732e-07,3.506595575756977e-06,23.025843202017512,True,False,1.0
Testrun_20260130_080228_01_baseline_no_errors_no_noise,baseline_no_errors_no_noise,0.0,0.0,2.564654493282824,8743,2.1462318776181732e-20,1.9173771668438059e-19,55.55536977729378,True,False,1.0
Testrun_20260130_081245_02_baseline_errors_no_noise,baseline_errors_no_noise,0.07969856131536879,0.07969856131536879,2.5348459503786733,8060,4.30938616067116e-09,3.880871380049655e-08,31.6084203834828,True,False,1.0
Testrun_20260130_082302_03_retransmission_no_noise,retransmission_no_noise,0.27592446892210853,0.21745960502692996,2.6030170458450597,18406,0.012493695968570534,0.11212360738093388,207.82213831082146,False,False,4.0
Testrun_20260130_083319_04_path_reestablishment_no_noise,path_reestablishment_no_noise,0.06308474707869094,0.002210433244915988,2.8434831673030625,24134,0.0001937190791054901,0.0017073975757998542,149.62295817024534,True,False,1.0
Testrun_20260130_084336_05_parallel_paths_no_noise,parallel_paths_no_noise,0.07572156196943969,0.011317338162064261,2.5642431970031536,8166,4.765159760293097e-10,4.05220882152421e-09,30.718252469818534,True,False,1.0
Testrun_20260130_085353_06_backup_mixes_no_noise,backup_mixes_no_noise,0.13459090383057515,0.13459090383057515,2.5570995268830643,7478,1.5053955020375797e-10,1.3164433525037842e-09,34.31775336300286,True,False,1.0
Testrun_20260130_090410_01_baseline_no_errors_no_noise,baseline_no_errors_no_noise,0.0,0.0,2.515054113620622,8628,2.1173732183806952e-23,1.921900625337561e-22,68.1379882299494,True,False,1.0
Testrun_20260130_091427_02_baseline_errors_no_noise,baseline_errors_no_noise,0.07474375215939189,0.07474375215939189,2.538326408959812,8034,3.8290012425162953e-13,3.487655146249367e-12,37.83246126641839,True,False,1.0
Testrun_20260130_092444_03_retransmission_no_noise,retransmission_no_noise,0.22207776858527362,0.16804864566058597,2.5578882919935393,19746,7.347884621243059e-13,6.531345982075758e-12,123.49009308714841,True,False,1.0
Testrun_20260130_093500_04_path_reestablishment_no_noise,path_reestablishment_no_noise,0.06636191677175285,0.0033248365288706117,2.6309509483850406,23692,0.012032640150305049,0.10578089954069882,321.84923248292483,False,True,2.0
Testrun_20260130_094104_01_baseline_no_errors_high_noise,baseline_no_errors_high_noise,0.0,0.0,2.530864380051256,9104,0.6534891866628537,6.27343923527515,6.685823561264601,False,False,
Testrun_20260130_094517_05_parallel_paths_no_noise,parallel_paths_no_noise,0.07645505682470444,0.01354453627180896,2.544477809890595,8045,0.0002889181337401393,0.002472682940240534,17.687994959678147,True,False,1.0
Testrun_20260130_095120_02_baseline_errors_high_noise,baseline_errors_high_noise,0.03464902444494278,0.03464902444494278,2.5259918505506573,8609,0.07368487941923992,0.7091345471366967,16.242102432549167,False,False,9.0
Testrun_20260130_095534_06_backup_mixes_no_noise,backup_mixes_no_noise,0.001266843256938821,0.001266843256938821,2.5349789606304185,8672,4.258746230224414e-10,3.778974666328188e-09,38.76666355991987,True,False,1.0
Testrun_20260130_100137_03_retransmission_high_noise,retransmission_high_noise,0.05268082043900679,0.0017803493935685255,2.5357123778093316,13163,0.0010670203505002993,0.010270827223540476,63.605307746575114,False,False,4.0
Testrun_20260130_101154_04_path_reestablishment_high_noise,path_reestablishment_high_noise,0.09869285133529304,0.0005557408024897681,2.544891893785093,14411,3.412700544253526e-09,3.284966180755208e-08,70.06854625904222,False,True,2.0
Testrun_20260130_102212_05_parallel_paths_high_noise,parallel_paths_high_noise,0.03673740787942592,0.006316489361702149,2.546286830197706,17384,0.15197051857492055,1.4622682047575433,13.450097495604393,False,False,
Testrun_20260130_103228_06_backup_mixes_high_noise,backup_mixes_high_noise,0.0010030090270812808,0.0010030090270812808,2.5558956118100244,8964,0.4201362928710231,4.034052384038897,8.496820516300376,False,False,
Testrun_20260130_104245_01_baseline_no_errors_high_noise,baseline_no_errors_high_noise,0.0,0.0,2.537766034048706,9048,0.7374580081259565,7.095859168861034,5.427333994474067,False,False,
Testrun_20260130_105302_02_baseline_errors_high_noise,baseline_errors_high_noise,0.036916395222584164,0.036916395222584164,2.5463950844198098,8870,0.5932614296917935,5.694154348502765,7.44118948252424,False,False,
Testrun_20260130_110319_03_retransmission_high_noise,retransmission_high_noise,0.052646679099124905,0.0016642627316099112,2.5529779621610347,13208,0.00351785454488431,0.03386184360130742,53.52764583790206,True,True,1.0
Testrun_20260130_111336_04_path_reestablishment_high_noise,path_reestablishment_high_noise,0.03502936805604695,0.0003290195218249581,2.5542346775164595,13636,3.4275083152471665e-08,3.299219709975164e-07,31.91320441568126,True,False,1.0
Testrun_20260130_112353_05_parallel_paths_high_noise,parallel_paths_high_noise,0.036225452124708735,0.005103739043603728,2.5424164455322473,17373,0.2573416810358146,2.4766258407295236,11.263391392979907,False,False,8.0
Testrun_20260130_113410_06_backup_mixes_high_noise,backup_mixes_high_noise,0.0009927200529450397,0.0009927200529450397,2.537430471651099,9057,0.18605382324079603,1.7905599456333325,12.801409490517557,True,False,1.0
Testrun_20260130_114427_01_baseline_no_errors_high_noise,baseline_no_errors_high_noise,0.0,0.0,2.5152846032421747,9082,0.08249067015207295,0.7919032437535074,12.603598129646581,False,False,
Testrun_20260130_115444_02_baseline_errors_high_noise,baseline_errors_high_noise,0.03493546951490878,0.03493546951490878,2.5433122025455286,8674,0.2626293292735898,2.527033015579552,9.638990594756258,False,False,
Testrun_20260130_120501_03_retransmission_high_noise,retransmission_high_noise,0.05294074987308728,0.0012443438914027105,2.550160767391435,13059,0.03726892177924699,0.35873978994197564,87.62543962083616,True,False,1.0
Testrun_20260130_121518_04_path_reestablishment_high_noise,path_reestablishment_high_noise,0.03761330383270289,0.00044400044400039196,2.5429732152737414,13484,5.194152008475278e-19,4.999739492020154e-18,128.29052562529395,False,False,3.0
Testrun_20260130_122535_05_parallel_paths_high_noise,parallel_paths_high_noise,0.03528499418379216,0.00454192976625678,2.5420135535337423,17416,0.6815394062894516,6.557807484318636,6.637828979635609,False,False,
Testrun_20260130_123552_06_backup_mixes_high_noise,backup_mixes_high_noise,0.0008914642299977515,0.0008914642299977515,2.52148839878552,8966,0.08017337588915303,0.7695082708992811,11.246547920688226,False,False,
Testrun_20260130_124609_01_baseline_no_errors_high_noise,baseline_no_errors_high_noise,0.0,0.0,2.5345883908374667,9131,0.26816653230613097,2.574375337330416,10.162872084499767,False,False,
Testrun_20260130_125626_02_baseline_errors_high_noise,baseline_errors_high_noise,0.03433864226815764,0.03433864226815764,2.5240150343006653,8549,0.05780305787028851,0.5549043175666684,12.423216782230336,False,False,
Testrun_20260130_130643_03_retransmission_high_noise,retransmission_high_noise,0.04297663686184017,0.0014363053806208947,2.5580950537455087,13272,0.10474901983683056,1.008283566545715,46.134905740690655,False,True,2.0
Testrun_20260130_131659_04_path_reestablishment_high_noise,path_reestablishment_high_noise,0.038609478191450775,0.0003384476534296077,2.545461684287679,13247,0.018174285527675596,0.1749403809201255,79.15462185082639,False,True,2.0
Testrun_20260130_132716_05_parallel_paths_high_noise,parallel_paths_high_noise,0.03408456989847153,0.005020640410576815,2.5440944628945465,17315,4.115570209166294e-05,0.0003960775995684631,29.839375694330812,True,False,1.0
Testrun_20260130_133733_06_backup_mixes_high_noise,backup_mixes_high_noise,0.00111594688092842,0.00111594688092842,2.521986544671611,8951,0.672305384597926,6.471415885764113,6.4104052978427,False,False,
Testrun_20260130_134750_01_baseline_no_errors_high_noise,baseline_no_errors_high_noise,0.0,0.0,2.544653171528855,8942,0.6684797564800936,6.433369954837477,6.273266922908546,False,False,
Testrun_20260130_135807_02_baseline_errors_high_noise,baseline_errors_high_noise,0.03255761915417321,0.03255761915417321,2.545049714203913,8647,0.2970460305667832,2.851616003558772,10.06015196932617,True,False,1.0
Testrun_20260130_140824_03_retransmission_high_noise,retransmission_high_noise,0.04917562724014335,0.0012205947625388847,2.54668437954672,13264,5.35873775171819e-09,5.158164936437718e-08,73.45924447368432,True,False,1.0
Testrun_20260130_141841_04_path_reestablishment_high_noise,path_reestablishment_high_noise,0.03636886365269887,0.00011129660545350362,2.5691916958956926,13407,0.017987721232458155,0.17314456733385092,65.76937949720079,True,False,1.0
Testrun_20260130_142858_05_parallel_paths_high_noise,parallel_paths_high_noise,0.03404471544715448,0.00609687253020208,2.5321988427344277,17109,0.060822573353789225,0.5838914030339097,14.242417038089648,False,False,3.0
Testrun_20260130_143915_06_backup_mixes_high_noise,backup_mixes_high_noise,0.0013325930038867728,0.0013325930038867728,2.5511186465954045,8993,0.31866919746901023,3.059788591423271,9.605207291107869,False,False,5.0
