timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391348.6486707,RECEIVED,0a47b417-971a-4fad-a2b1-4de185ab4730,79e920c1-1005-433e-91e9-c828c2a67145,c5,c4,27,p1,?,surb={'id': '5edf17d6-e0a5-400f-913c-f8fba76308bf', 'route': ['p1', 'e9', 'i8', 'x10', 'p2', 'c5']}
1769391348.7146869,RECEIVED,541b0595-8abf-457a-b4a5-2ed289d9f075,22a198f4-9a08-40b9-ae46-7e75af7ec9c2,c5,c4,27,p1,?,surb={'id': 'c51699bc-aa96-4c50-9d4d-5fffb14ccefe', 'route': ['p1', 'e3', 'i3', 'x4', 'p2', 'c5']}
1769391348.7783084,RECEIVED,af9c2135-ae8c-4ec8-9ab0-a2625ebf8d24,93530925-1667-4417-99d1-6a0586aca9eb,c2,c4,27,p1,?,surb={'id': '3d5c61cd-19a2-4af9-9a9f-094cfb9b10db', 'route': ['p1', 'e4', 'i7', 'x3', 'p2', 'c2']}
1769391348.7945254,RECEIVED,76223053-14c2-4df2-acf7-273273574ed8,d37da99e-5062-4289-9e55-fe3d6b1999dd,c5,c4,27,p1,?,surb={'id': 'ca02b357-3c62-412d-812d-c7f7a615f4ef', 'route': ['p1', 'e12', 'i12', 'x1', 'p2', 'c5']}
1769391349.0995457,RECEIVED,12c32cea-03d3-4dbc-90da-5fb50ecb3136,6962207e-6144-4285-8c7c-506d14db11a1,c2,c4,27,p1,?,surb={'id': '2b27c782-5f98-47f6-992a-be01b106f679', 'route': ['p1', 'e11', 'i8', 'x4', 'p2', 'c2']}
1769391349.2887928,RECEIVED,f483336a-d468-4719-8316-15056071845f,cff71840-450d-4f73-b53a-593113f5529b,c2,c4,26,p1,?,surb={'id': '264dea28-5103-4fd2-8a78-13d6a2029077', 'route': ['p1', 'e10', 'i7', 'x5', 'p2', 'c2']}
1769391349.3669171,RECEIVED,f38b5ea5-b33f-479c-a703-337e742696cf,a63b8818-2ca6-415e-8c08-18c412f0bde0,c2,c4,27,p1,?,surb={'id': '984990dd-dff8-48d7-88d2-761cb8eeedd3', 'route': ['p1', 'e4', 'i11', 'x4', 'p2', 'c2']}
1769391349.4682722,SENT,e3bdca00-2441-4ce0-b93e-6a69216e7259,fefb8aa1-d296-454c-94dc-96340294ce4e,c4,c5,3398,?,p1,
1769391349.4684298,CREATED,669c5f51-6b93-4509-96c5-68c48c807dd2,6d74ea65-fee1-47c9-aea5-a302930e8916,c4,c5,27,?,?,surb={'id': 'd5b517c6-7e0f-40a0-8fe3-ac8eba432d7f', 'route': ['p2', 'e12', 'i8', 'x10', 'p1', 'c4']}
1769391349.4941375,SENT,d81d382e-1c72-4d96-8058-a6482eb0cac8,9bae4046-5b71-4ebf-8cf8-27aef2f8c807,c4,c5,3380,?,p1,
1769391349.4942884,CREATED,0a7c370e-8a3d-4523-bd2f-6e608d183b8e,09653116-7df3-421c-a7ff-b1f84b392fad,c4,c5,27,?,?,surb={'id': 'e3ad6ac6-ccf5-4488-891a-c5ff3918c31b', 'route': ['p2', 'e5', 'i11', 'x7', 'p1', 'c4']}
1769391349.5355778,SENT,24cba83c-a80b-4550-b40c-a832f0013429,3f0fb498-4319-4922-8deb-538d74d18aa6,c4,c5,3380,?,p1,
1769391349.5357141,CREATED,3de542e0-dcc6-4a89-86d9-5599b742c714,588d2548-f7c6-4336-ad79-0d2359d54b20,c4,c5,27,?,?,surb={'id': '1b318d9c-19f3-42a3-9972-5bdaa25bb384', 'route': ['p2', 'e9', 'i10', 'x6', 'p1', 'c4']}
1769391349.844975,RECEIVED,ef5e319c-41e2-4554-95a4-d780eba9bc0f,fa984636-a039-4bd6-bfa2-cd070633174c,c5,c4,27,p1,?,surb={'id': 'fdabbdbd-abf7-4efa-9aba-869aa5cb4bbd', 'route': ['p1', 'e7', 'i3', 'x1', 'p2', 'c5']}
1769391349.8933737,SENT,feb8abe8-134c-4f50-bf20-04099a702ad5,0d9034cb-249b-49ba-8a81-cd462df81ad5,c4,c5,3352,?,p1,
1769391349.8935335,CREATED,37d348d8-7feb-4ad2-9a19-5ebce4311627,d1d53e42-ecc4-4587-93b1-ebf7bef83bbb,c4,c5,26,?,?,surb={'id': '748c6401-0060-4cad-8b48-6681f099ac4f', 'route': ['p2', 'e9', 'i9', 'x6', 'p1', 'c4']}
1769391350.0147974,RECEIVED,7f5aa882-902e-454e-9710-eb3c322bced0,66fb3c3d-e394-4761-bba4-1de815f9f0f1,c5,c4,27,p1,?,surb={'id': '56137360-42fe-4be1-8a04-7fa07f2c2d24', 'route': ['p1', 'e4', 'i4', 'x2', 'p2', 'c5']}
1769391350.365597,SENT,2d37da0c-c4b0-4967-9536-82ec379e73dd,416752ca-03c8-48eb-aa0f-038e413546f5,c4,c5,3368,?,p1,
1769391350.365745,CREATED,c3607097-d8d5-403e-a5f2-06ac9a2e7cbb,be574b12-65b6-4a4d-8d14-59cb319247f4,c4,c5,27,?,?,surb={'id': '79b0ba10-6ed6-4884-a1f3-eecd6840c5ad', 'route': ['p2', 'e7', 'i2', 'x7', 'p1', 'c4']}
1769391350.5365312,SENT,6a727057-a5cb-46c7-9153-b4016b2c00df,b84d9c57-7f5c-4fdf-8329-7b59053ced1d,c4,c5,3375,?,p1,
1769391350.5366313,CREATED,ae8fc69d-12a0-4c44-91d2-20ea12a935e8,96a832a7-229a-492e-9c2d-b51a539fa1de,c4,c5,27,?,?,surb={'id': '5c5c4ba2-401d-48dd-98e4-bc83dc7c7d93', 'route': ['p2', 'e10', 'i11', 'x6', 'p1', 'c4']}
1769391350.5528917,RECEIVED,a6daad60-d4af-4fb5-a7b6-7ce8577bff8c,2d4c9cb1-b9fb-4286-8bf0-284e85b51fc5,c5,c4,26,p1,?,surb={'id': 'f7d0f6e0-739c-4bb3-9826-c1079d066917', 'route': ['p1', 'e4', 'i1', 'x10', 'p2', 'c5']}
1769391350.662585,SENT,768594af-0dd4-4fa2-a625-0ce62ad66e1c,9d4692c4-5c59-4e8c-b412-8904014e0c4e,c4,c5,3400,?,p1,
1769391350.6627,CREATED,351424f3-3bda-493f-b511-87cfcf6de6fd,74fc1b31-7351-4d09-828a-6f39e31b2127,c4,c5,27,?,?,surb={'id': 'bbe70928-183b-4893-a45d-0111f35fba97', 'route': ['p2', 'e12', 'i1', 'x5', 'p1', 'c4']}
1769391350.6715765,RECEIVED,be7c008c-9479-4b5c-873b-311c1925b685,14929d00-a055-44f5-8297-f63644de3390,c2,c4,27,p1,?,surb={'id': '47be8d63-9e61-4270-b436-d0483498117c', 'route': ['p1', 'e5', 'i3', 'x9', 'p2', 'c2']}
1769391350.7981987,RECEIVED,1a959203-610e-49e9-bf51-4f45055995e9,8ca6b52d-3aaf-496d-ac48-67ab4b005fc0,c2,c4,27,p1,?,surb={'id': '4bc282b1-ef83-4c92-9c1c-c123dbf6b86e', 'route': ['p1', 'e1', 'i2', 'x3', 'p2', 'c2']}
1769391350.819705,SENT,df264b76-8fae-49a2-8768-80d23410f9ae,23990c00-35e0-421a-9f4d-6603a41d1714,c4,c5,3377,?,p1,
1769391350.8198538,CREATED,2da1bb15-df72-40c5-a87b-3011de42e8b2,4bb0b13d-be85-4fa0-a817-a059c89deeb7,c4,c5,27,?,?,surb={'id': '2393ba70-d8fd-4d30-8aed-4f22343f775d', 'route': ['p2', 'e1', 'i3', 'x1', 'p1', 'c4']}
1769391351.008628,RECEIVED,ae86d612-681c-4f09-9744-cdfd44482e1b,220d92a0-cf58-4fd7-bf15-ed18c3f6c734,c5,c4,25,p1,?,surb={'id': '12efb13e-e87c-4b15-82aa-b4d002175f06', 'route': ['p1', 'e5', 'i11', 'x11', 'p2', 'c5']}
1769391351.0899403,RECEIVED,fbde6940-71c7-4cb3-b6d3-c75dad05cf28,01377f8d-d320-4480-a774-76f9dccf1d4a,c5,c4,27,p1,?,surb={'id': 'c28148c7-045b-4c8f-a862-50261056c21f', 'route': ['p1', 'e2', 'i2', 'x5', 'p2', 'c5']}
1769391351.1019044,SENT,1be8deff-c766-4ca2-b56a-65a189f0bfb9,996af36e-ddb0-4ca0-856a-c9382172b739,c4,c5,3392,?,p1,
1769391351.1020768,CREATED,6738aef1-bb9e-4a2a-9ace-3e2df3c9811b,fd6d2dab-2571-489b-8fdc-2fb2dee90bdd,c4,c5,27,?,?,surb={'id': '4730817f-91ab-4b09-970d-218a41ec07ec', 'route': ['p2', 'e8', 'i1', 'x1', 'p1', 'c4']}
1769391351.160335,SENT,82115aa2-6622-484e-abf6-353a81284981,4f9fae9c-e6fc-44a5-aadf-7f1100375e56,c4,c5,3404,?,p1,
1769391351.160495,CREATED,c068f9bc-61d9-462c-bdc7-7e9061b19ddd,7e16ae97-1aed-43b7-a36b-7feea80a0e4c,c4,c5,27,?,?,surb={'id': 'a1957a66-d4aa-4a8c-bdec-718096121db3', 'route': ['p2', 'e2', 'i12', 'x6', 'p1', 'c4']}
1769391351.2015154,RECEIVED,d9be3397-c8d9-4a12-a6a3-b4d6dafcc326,327ee708-755a-48f2-a743-80c173d41400,c2,c4,27,p1,?,surb={'id': '85a59df5-f8c3-4724-8b1d-30f0d8a2906a', 'route': ['p1', 'e4', 'i10', 'x5', 'p2', 'c2']}
1769391351.2921221,SENT,b2d59d7a-3a8c-431f-a2fe-eb3da042daa0,4a4ca5e6-3625-4d72-a521-68dabb0c9ee5,c4,c5,3379,?,p1,
1769391351.2922747,CREATED,49e0498c-3032-4df8-b998-1197c69c1ae5,6d4d02eb-d946-4ea9-9146-68e9d7f3222a,c4,c5,26,?,?,surb={'id': 'c5eeddfc-3b4c-434b-975e-b15c690bddbe', 'route': ['p2', 'e1', 'i4', 'x9', 'p1', 'c4']}
1769391351.525818,RECEIVED,28a9374f-223d-49b9-96e7-58d34202a9f7,67d42960-4eff-4ff4-93e2-3417e8039cbd,c2,c4,27,p1,?,surb={'id': 'f7f80489-0640-4815-992d-c69aecdc08ab', 'route': ['p1', 'e5', 'i6', 'x7', 'p2', 'c2']}
1769391351.5874286,SENT,3520f353-8c75-4868-b8f7-3f916cb9b207,be872946-cfa7-4f28-a991-6feea9956d74,c4,c5,3384,?,p1,
1769391351.5875716,CREATED,b6fe622e-8da5-4122-87f2-cf13f024416e,3afd4c10-d7e9-4f11-8b6c-4e56def2140d,c4,c5,27,?,?,surb={'id': 'c6f10fa2-9285-4bd0-9ac0-f9a3482651d7', 'route': ['p2', 'e2', 'i8', 'x7', 'p1', 'c4']}
1769391351.713523,RECEIVED,3a1c82c0-eb1f-4090-8f33-0785e654c155,a4e01519-aafc-4a99-8f5e-ed0731e06651,c5,c4,27,p1,?,surb={'id': '99e32896-58f1-4dc1-92ff-c864742bce83', 'route': ['p1', 'e3', 'i10', 'x3', 'p2', 'c5']}
1769391351.7743483,RECEIVED,764f1745-4a90-4183-93cd-b0a5d802360e,119131d9-345e-4469-8b54-65d11b6f7f00,c5,c4,26,p1,?,surb={'id': '98055545-4f5f-445f-b21f-57b968cdb442', 'route': ['p1', 'e1', 'i3', 'x7', 'p2', 'c5']}
1769391351.7758446,RECEIVED,e2bf44e3-c0b5-4d5c-bc5a-7179073307f2,cdf0ec26-2ebd-43c6-a735-e582d396b74a,c2,c4,26,p1,?,surb={'id': 'f1adb34e-1cb6-4b7d-8c4b-8611340420e7', 'route': ['p1', 'e7', 'i10', 'x12', 'p2', 'c2']}
1769391351.9835076,RECEIVED,af432af5-cff8-46af-b5f8-27a8aee99f3e,33cfbb2a-a4d0-4400-b4e2-8da9fc9e2e7f,c2,c4,27,p1,?,surb={'id': '05ee1c2b-13b9-431f-8397-b78b7c8aaf29', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c2']}
1769391352.0336087,SENT,605f0493-0488-446a-93ee-ff88b66a0e94,af2bbbbf-40bd-4d08-a5c0-cf3408061519,c4,c5,3391,?,p1,
1769391352.033756,CREATED,b4988d6e-db39-43ca-bee2-44d3e86bc316,1970dd67-4c44-4118-8e38-8f1e14919c3f,c4,c5,27,?,?,surb={'id': 'de3936b7-7639-4ccd-96e3-b4efd304491d', 'route': ['p2', 'e12', 'i12', 'x8', 'p1', 'c4']}
1769391352.2964005,RECEIVED,f45d360c-d858-4b3f-a6d7-2c19929b80e6,015ae916-1a4a-4b16-8734-002d59e7413a,c2,c4,27,p1,?,surb={'id': 'b0e20cba-fde0-4bd1-9820-5dfa221eb949', 'route': ['p1', 'e6', 'i2', 'x12', 'p2', 'c2']}
1769391352.3083415,RECEIVED,0b0de8ff-e4a8-4bf2-8813-570c597d4e52,ff4596f3-7c0e-42c1-9e1a-538ed041c833,c2,c4,27,p1,?,surb={'id': '4645387d-ca3a-474e-9ea2-ddd87d727cc6', 'route': ['p1', 'e2', 'i11', 'x5', 'p2', 'c2']}
1769391352.6491666,RECEIVED,24c9c814-743a-40df-9709-96f2f5c81fe8,c4211f6c-194b-40a0-9360-f3748ed97431,c2,c4,27,p1,?,surb={'id': '52a4d64c-60cf-4351-9627-65a089f08194', 'route': ['p1', 'e8', 'i9', 'x8', 'p2', 'c2']}
1769391352.6887681,RECEIVED,23595874-96dd-4e80-87c9-439d0a926a42,4c85def9-b4eb-41c4-bd3d-130b0cd037c7,c2,c4,27,p1,?,surb={'id': '3ec76a60-e5d1-43ad-b1aa-60b1f4092e3b', 'route': ['p1', 'e12', 'i9', 'x4', 'p2', 'c2']}
1769391352.6939173,RECEIVED,b7f5b38e-98b4-4ea5-abc3-797c6c112ce0,46692de4-7de4-43de-8f50-49290fa8fb89,c2,c4,27,p1,?,surb={'id': '60a88905-7c02-43f6-8fe8-6b1913f3cdb2', 'route': ['p1', 'e2', 'i11', 'x3', 'p2', 'c2']}
1769391352.7026973,RECEIVED,f3dd1e7d-f3bd-43a9-9ada-e7789633a665,55a82554-b95c-4fd8-9248-2b652bd463d9,c5,c4,27,p1,?,surb={'id': '9d91b758-dba6-44a3-967a-f2471c6fadd9', 'route': ['p1', 'e5', 'i12', 'x6', 'p2', 'c5']}
1769391352.7445204,SENT,bf98ed92-b081-479a-ba60-96e736f7e4db,52ffbb08-c60e-4f65-9b5b-0c325ef562a4,c4,c5,3395,?,p1,
1769391352.7446704,CREATED,a5851628-d914-4743-a3e6-3e70b7f5f5ca,ff701a6d-1ff2-4b74-b084-eba204410394,c4,c5,27,?,?,surb={'id': '4aaefe0a-417b-42c8-9715-e2bb84cc46db', 'route': ['p2', 'e1', 'i10', 'x1', 'p1', 'c4']}
1769391352.7487102,RECEIVED,f457b3e3-cad9-4b7b-893b-2fb6f96e13fc,c9647f47-62a3-4643-9bea-f9fbb63829f4,c5,c4,27,p1,?,surb={'id': 'e13a341d-1507-4208-821f-36a7f4eceff2', 'route': ['p1', 'e4', 'i3', 'x5', 'p2', 'c5']}
1769391352.9384272,SENT,42fe1fa4-4c89-419e-9bd5-80814aecef55,2324e409-c433-4e9e-8778-f42de351401f,c4,c5,3377,?,p1,
1769391352.938577,CREATED,b277d15c-96fe-41f8-849f-2eb234a1d6b5,b956af10-d0df-4602-8fb6-e88e29ac3e6e,c4,c5,26,?,?,surb={'id': '289e766d-b7f9-45b3-8bd5-1bbc8090ead1', 'route': ['p2', 'e7', 'i10', 'x12', 'p1', 'c4']}
1769391352.9553373,RECEIVED,e2e2c0d8-1861-4b0f-ba49-1bf42e82f5ea,876a5e71-339b-48c1-8007-3ff64ae137cb,c2,c4,27,p1,?,surb={'id': '0c4e236f-2f7c-4e41-9112-9d84a8475040', 'route': ['p1', 'e8', 'i5', 'x8', 'p2', 'c2']}
1769391352.9690812,SENT,29cdc0c1-df55-4d3f-93f3-16f0ed0c99f3,dab8a605-3ea0-455c-9a04-d8999f9b32cc,c4,c5,3370,?,p1,
1769391352.9692461,CREATED,b2a4bfc1-8722-4ef7-ab9d-f30229afd34b,9406c178-9580-45b8-8ee5-1b6189be4c6f,c4,c5,27,?,?,surb={'id': '5892f186-c01e-4dba-9f58-c20bab0dc59e', 'route': ['p2', 'e4', 'i10', 'x8', 'p1', 'c4']}
1769391353.0042183,RECEIVED,a6d9d54b-64e5-4671-966d-5dae491d1b39,1366aac8-0167-423d-bac7-3b2cf85c0f61,c2,c4,27,p1,?,surb={'id': '4e780c2c-1301-440d-bf01-ea304eb2b340', 'route': ['p1', 'e3', 'i3', 'x7', 'p2', 'c2']}
1769391353.3033445,RECEIVED,db7ee423-7ef7-4a06-b0f2-e3e20edd0bbe,01b7cc2e-57fd-4e8d-b767-6aa7033da82e,c2,c4,27,p1,?,surb={'id': '65ba95cf-3c22-42c0-8749-c88d67c518d2', 'route': ['p1', 'e6', 'i8', 'x11', 'p2', 'c2']}
1769391353.4458127,RECEIVED,d16d471e-6daf-4dfc-b7db-33a5e814ed60,2582cd8f-a83c-4130-8b64-8982aa6d22d9,c5,c4,27,p1,?,surb={'id': 'b64af878-9904-4a44-b6e0-1aa6e05047b4', 'route': ['p1', 'e12', 'i8', 'x2', 'p2', 'c5']}
1769391353.5449502,SENT,c955b20e-be16-4062-a435-58489e389b95,271aa736-5af0-4355-9d1e-cfc359e042e2,c4,c5,3368,?,p1,
1769391353.54516,CREATED,d43489cd-c620-4f6d-ba89-e918cd6e7403,dc5767f8-c375-4bf3-b26c-5c149c323c1d,c4,c5,27,?,?,surb={'id': '8fe745c7-117b-4fe0-8ee6-5f2a19d3c6a1', 'route': ['p2', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769391353.744039,RECEIVED,fa38115d-6f32-4315-ad55-355be90676dd,fbde8c54-87b0-456a-9751-c88a81f78d6e,c2,c4,27,p1,?,surb={'id': 'befdb8c4-822c-460f-88ed-1d469e147a68', 'route': ['p1', 'e3', 'i11', 'x8', 'p2', 'c2']}
1769391353.9993563,RECEIVED,0b4ee863-3198-4b0e-a512-b79fabd42039,a3b05770-72fd-4713-847c-7996fde6b646,c2,c4,27,p1,?,surb={'id': 'affe4a54-ee74-4c8c-81c8-a9c0452afce9', 'route': ['p1', 'e9', 'i6', 'x2', 'p2', 'c2']}
1769391354.0726674,SENT,75e90c2e-9d4c-4add-a925-4c2a433d626e,f62d1f33-a3a8-45ff-a949-59de11c615eb,c4,c5,3376,?,p1,
1769391354.0731564,CREATED,0da67bb9-5a99-471c-b903-92abfab55201,92252757-c389-4c0e-8ee3-e59ce05cd37c,c4,c5,27,?,?,surb={'id': 'f6125161-2327-495a-9c66-1120c315aa68', 'route': ['p2', 'e1', 'i6', 'x9', 'p1', 'c4']}
1769391354.1161857,RECEIVED,43de7848-3476-4c2e-87f6-b4f7c5874009,1e1e83e5-75e7-4b4d-9d77-1826cd573d0c,c2,c4,27,p1,?,surb={'id': '71a89c0d-b854-4c7e-9806-f6a50da4934a', 'route': ['p1', 'e5', 'i1', 'x10', 'p2', 'c2']}
1769391354.1669405,RECEIVED,424f34b7-b763-4e5e-b7ad-033868e6db19,1e6ecc82-5312-4d07-bd0b-6083f95245d9,c5,c4,26,p1,?,surb={'id': '817fb639-5c63-47d4-822c-23a88912b585', 'route': ['p1', 'e8', 'i2', 'x1', 'p2', 'c5']}
1769391354.3368318,RECEIVED,d8019654-599a-4b6e-ab4f-b99a211fc28e,e0c2b1a1-4f3b-4aa2-8bda-a23c9eaf735c,c5,c4,27,p1,?,surb={'id': 'dafc610e-bd2e-4533-890d-e457f5eb7546', 'route': ['p1', 'e6', 'i7', 'x9', 'p2', 'c5']}
1769391354.3634639,SENT,8f82413e-01ab-4ec2-a012-005d41a92755,76e16260-e501-490a-ae2e-357169e59f72,c4,c5,3366,?,p1,
1769391354.3636117,CREATED,5067fe6a-4233-4e86-aca1-173fdc782cd5,95c50300-af3d-415b-b8b9-768349c12f55,c4,c5,26,?,?,surb={'id': '5b0b1977-d976-43e5-a0db-8e75676af52b', 'route': ['p2', 'e11', 'i7', 'x1', 'p1', 'c4']}
1769391354.455658,RECEIVED,ab29d5bd-c43c-4603-9e6c-98dbcc780ddb,2b929a30-5605-4d5d-863b-345c0267cd64,c2,c4,27,p1,?,surb={'id': '6b39dec4-bd08-45f1-acb5-2679f2219bc6', 'route': ['p1', 'e7', 'i6', 'x6', 'p2', 'c2']}
1769391354.500665,SENT,40a00969-65c3-4fa8-9cbd-d68b2f1a6f30,cd70c07b-b65e-4433-8b90-3082941b68ce,c4,c5,3367,?,p1,
1769391354.5009675,CREATED,b8c4cbd0-38ad-4197-ab03-484c05ecafbb,13c070b6-6d1f-4731-bdc2-563fed90b941,c4,c5,27,?,?,surb={'id': '5f2accbe-75a0-4c1f-b429-16f99632842e', 'route': ['p2', 'e9', 'i6', 'x3', 'p1', 'c4']}
1769391354.5047889,RECEIVED,421837da-a1e1-4058-ae6c-1345f9ba79ae,4b199bbd-0f80-4640-b203-7e81dc17bdf3,c5,c4,27,p1,?,surb={'id': '1b9fc02c-97fb-4a5d-9f8a-cbb6abe1fe9d', 'route': ['p1', 'e9', 'i12', 'x4', 'p2', 'c5']}
1769391354.7098215,RECEIVED,456e6e67-0b10-426d-a826-538cc26fb9e5,6b5f13be-0e4d-42c2-bd2f-3ca19c74cba5,c5,c4,27,p1,?,surb={'id': '672def1e-223d-468e-9c4f-1090577d0ba7', 'route': ['p1', 'e6', 'i6', 'x1', 'p2', 'c5']}
1769391354.9480362,RECEIVED,f391ee03-4ab3-4d8f-972e-a08b9dd5e9c5,fcdeacdf-a2a1-48bc-998c-60096c218930,c2,c4,27,p1,?,surb={'id': 'f69f2ba3-69a1-4d7c-b60f-8c4eecd040fc', 'route': ['p1', 'e10', 'i4', 'x11', 'p2', 'c2']}
1769391355.2048166,RECEIVED,73369fd6-d497-4e65-b724-82ee57a2e19f,a3723133-8b5e-4a43-bf2f-01f336a901b6,c2,c4,27,p1,?,surb={'id': '9cad5bc7-3771-4d97-a4f4-08fa89bbcce3', 'route': ['p1', 'e9', 'i1', 'x8', 'p2', 'c2']}
1769391355.2078395,RECEIVED,f0da299b-b879-433c-83bd-c0e958607cbe,00919622-6994-4cd5-a889-ecc428699465,c5,c4,27,p1,?,surb={'id': '3d77859f-bf83-4cc4-b3c5-35a0430ccb47', 'route': ['p1', 'e8', 'i11', 'x10', 'p2', 'c5']}
1769391355.3440254,SENT,bb5be5ff-216e-4283-babf-e3eada05b526,bf2120fb-0c74-4a7f-a51b-1dcb1d2adf16,c4,c5,3392,?,p1,
1769391355.344344,CREATED,783d0517-7fb9-47cc-ace4-c8808e620f47,4b5af50a-8172-4758-80a9-73a6386c468c,c4,c5,27,?,?,surb={'id': '99b07061-3be3-4575-8f3b-7c5358fd059b', 'route': ['p2', 'e8', 'i6', 'x12', 'p1', 'c4']}
1769391355.4391656,RECEIVED,532c2992-9ed9-4adb-9c8d-c74ccdca6e63,19dfbf3d-be02-4fe3-83be-82bc3ab01c5d,c2,c4,27,p1,?,surb={'id': '67b56d03-e5d3-4e63-b587-874fdd353e4d', 'route': ['p1', 'e5', 'i11', 'x7', 'p2', 'c2']}
1769391355.4459543,RECEIVED,89044be7-dd8d-4cbc-ba69-654a7b615527,14041134-e019-4bab-9537-cb1a8b8fad46,c2,c4,26,p1,?,surb={'id': '7b620656-da0a-426d-b778-501699b3d135', 'route': ['p1', 'e5', 'i3', 'x10', 'p2', 'c2']}
1769391355.5090022,RECEIVED,1f0a2be2-f0de-40c4-aec1-494aa486b4a4,5ca02b46-70c3-47f8-b18e-5a82c39f7688,c2,c4,27,p1,?,surb={'id': '4b2b5bc5-fc7c-4411-9ada-3bc2e21efd46', 'route': ['p1', 'e5', 'i6', 'x8', 'p2', 'c2']}
1769391355.5468647,RECEIVED,c22d9a68-ceb1-405c-9976-b314dfbb4ecc,dd3c1084-7018-460a-9fec-9763ac6029af,c5,c4,27,p1,?,surb={'id': 'baa38b89-c5b4-4aa3-979e-3ec0de5d5c9c', 'route': ['p1', 'e4', 'i6', 'x12', 'p2', 'c5']}
1769391355.5773616,SENT,8f701311-5259-4b1b-921d-0951229061d7,e52be09b-7ea5-45f2-99a2-81d263e6102e,c4,c5,3375,?,p1,
1769391355.5774496,CREATED,da0acc18-9ce3-4af6-b48f-6116356884f2,cba8c2a4-4e96-4d69-b6cf-9bdd5cc62879,c4,c5,27,?,?,surb={'id': 'e62439a7-f896-4543-a668-f0a0cb6bc8bc', 'route': ['p2', 'e7', 'i1', 'x4', 'p1', 'c4']}
1769391355.8919857,SENT,7a5bd653-cf14-45ad-bafa-5f91e6f11fd4,56058e87-fd80-4034-9f90-2e474fa4320e,c4,c5,3375,?,p1,
1769391355.8921611,CREATED,11a2fa76-c7bd-4a43-b7ef-fc8ed4ce96bf,bc70002c-d12f-4f72-9f3c-88b99183342f,c4,c5,27,?,?,surb={'id': 'b3d6870a-aeaa-4c5b-ac93-ca0f20b822be', 'route': ['p2', 'e2', 'i12', 'x12', 'p1', 'c4']}
1769391355.8955798,RECEIVED,25c35fd5-d14a-4386-b23f-bca36cf87228,2c81b6dc-1200-4d7f-ba85-13c2d98cd3d3,c2,c4,27,p1,?,surb={'id': '3284be30-2191-4ce6-b44c-adfb44ae2dc6', 'route': ['p1', 'e2', 'i9', 'x12', 'p2', 'c2']}
1769391355.9168813,SENT,1a6cb74b-eb51-4f46-a822-6ad72c94e4a4,805c576f-ee88-4075-9142-afebfe4bf6db,c4,c5,3379,?,p1,
1769391355.9170156,CREATED,1ebff5f1-095c-4dc5-955e-65e3a7d9fae6,8e5e6462-e52f-4af3-9603-ad904a783a7c,c4,c5,26,?,?,surb={'id': 'bfcb77ee-3391-426c-b341-3e15247d5a3b', 'route': ['p2', 'e12', 'i5', 'x10', 'p1', 'c4']}
1769391356.008386,SENT,b09b9dae-e2c3-490d-b9ee-eafd585fa590,22896529-cefc-428b-be13-b42e1c08f615,c4,c5,3375,?,p1,
1769391356.0087538,CREATED,4eba7861-2329-4ba0-bd06-98a5d33e0771,0697b91c-2a69-4a56-9128-f51999beac9f,c4,c5,27,?,?,surb={'id': 'f8691e1e-91c3-4c93-bf25-fe686ea8d749', 'route': ['p2', 'e3', 'i9', 'x7', 'p1', 'c4']}
1769391356.0474055,SENT,0601faef-c3dd-465a-8340-72fe262e9991,1167c873-98cd-41a9-89b1-c66cefadcaaf,c4,c5,3383,?,p1,
1769391356.047554,CREATED,1ac82eee-fcbf-4964-912e-7b9f12f51caf,894ae8bb-d983-4f66-af20-0d012d3fa21d,c4,c5,27,?,?,surb={'id': 'e31a6209-1f1e-44c0-919d-88d3ee926955', 'route': ['p2', 'e10', 'i7', 'x9', 'p1', 'c4']}
1769391356.2874148,RECEIVED,c7ba0df5-7b76-45e1-bf67-778f3634c9a3,b5e20cc0-2577-4514-95c2-2670cec9fe1e,c2,c4,27,p1,?,surb={'id': 'e0692c09-d941-4e83-9410-ce76ff11ba15', 'route': ['p1', 'e6', 'i6', 'x11', 'p2', 'c2']}
1769391356.3245444,RECEIVED,97f7c2b8-89cc-4509-bd51-9d85715f9d5e,8cf72455-fae8-4423-a592-fe41bdfb2f4f,c2,c4,26,p1,?,surb={'id': '3f0dffdc-aa70-4489-91de-296b8644686a', 'route': ['p1', 'e12', 'i10', 'x12', 'p2', 'c2']}
1769391356.4516373,SENT,aa004092-079e-4ac7-9fe8-1ff58f20bbcf,c1be00ac-63e1-42d1-9641-4e33ae3df410,c4,c5,3366,?,p1,
1769391356.4517825,CREATED,51f7ab48-c3c3-43f8-bce5-a1a886f24a7e,d2f087fd-7f39-44ff-8a33-2b7a88d91801,c4,c5,26,?,?,surb={'id': 'e2f296ba-262a-49a3-9986-60250294045f', 'route': ['p2', 'e9', 'i8', 'x7', 'p1', 'c4']}
1769391356.6215925,SENT,337d9aa1-fc39-43e4-94d4-c95cedb0a002,5461aacc-8234-4c14-9696-f30121d56197,c4,c5,3389,?,p1,
