message_id,timestamp,src,dst
0c388f38-58c1-49cb-baaa-7c67d7227770,1769391336.2272162,c2,c4
00f18411-cbfc-428e-8cb4-b27ac1d53668,1769391336.5348446,c3,c5
ccddf25b-c695-4466-9345-ed7ccd22e53e,1769391336.6242385,c2,c4
fbf15a5d-246c-45e4-8078-851e0aaff8c6,1769391336.7144394,c1,DROP
023238b0-5bcc-41e4-9535-2b31a1f25cb0,1769391336.7228458,c1,DROP
1e509892-77b9-4198-8599-f71829a7e3e2,1769391336.7784066,c1,DROP
42f8f097-1c3d-494b-9d67-1601eec8f5fd,1769391336.7898202,c4,c5
fe2b489e-7bd9-4f58-ac0e-44aacbd086c0,1769391336.845993,c1,DROP
aaecebd8-ca3c-4711-b8de-cea6ebe4f168,1769391336.889545,c3,c5
7dcab88d-5a2b-4637-b0e4-386d6f00939f,1769391336.9514196,c1,c5
b49ecc81-917f-47f3-a7d5-be047509c30a,1769391336.955744,c5,DROP
b739070e-cb52-40f8-867b-72a7194d1030,1769391336.9965105,c2,c4
792da52e-74c0-4bcb-b62f-6441f562a41c,1769391337.0916681,c2,DROP
1e6430d4-061d-45bb-9770-9a5c9b24e1d4,1769391337.1700933,c1,DROP
06f97adb-98b7-4fee-b18d-e25bd27ff509,1769391337.2729425,c3,c5
7761fbac-6781-4d22-adf5-4fedd1d3cfd9,1769391337.297186,c2,c4
7fbb4c21-46ab-4492-8ca9-745ab66d6e2e,1769391337.301681,c5,DROP
9cb84a58-d399-4497-8424-86ee0ad40669,1769391337.3595266,c1,c5
42d59e90-23d4-4de4-bd27-820600e64c09,1769391337.4929807,c5,c4
6293a416-8982-4cbd-ad81-4fde36876617,1769391337.5755355,c2,DROP
719234da-3735-4d06-b3b1-a1df08ca42ae,1769391337.6943383,c5,c4
9f6c2d2c-efb4-4c7e-9bd6-3d5ad71c4e09,1769391337.7664173,c2,c4
07f9f55b-1f46-4895-883f-d2aeb96ea6cc,1769391338.0834553,c2,DROP
e4494094-9515-4d2a-8804-3106cf6072b3,1769391338.1839988,c3,c5
87cc1acc-ea66-456b-9e4c-d557f134d7c8,1769391338.2009923,c3,c5
8af70b8d-08fd-4d47-8542-ce419863a18e,1769391338.2336752,c3,c5
eca0364b-268c-4404-802f-07401a018272,1769391338.2493737,c1,c5
483b5bf9-a1c1-4e69-9be2-89f8be3fbe25,1769391338.283685,c4,c5
f254d7dd-09b7-4d35-8f6f-69db33b27e5b,1769391338.3713083,c4,c5
