timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741748.8216293,SENT,d3a8f162-6cde-42a6-b273-8c65b5cac35c,8418aabd-cf6b-4dd4-8a8a-52494bce095d,c1,DROP,2012,?,p1,
1769741748.8217554,CREATED,04da5b25-c5e4-4ce5-a90f-efb25218bf2b,7ea172be-46c4-4632-aa05-c7b1c13779b1,c1,DROP,27,?,?,
1769741749.8557415,SENT,19293c41-87ac-4903-bdd1-4f8da765ef8f,608df9c5-9f24-4067-884c-dfefeaa71418,c1,c2,3405,?,p1,
1769741749.8561485,CREATED,66a1df90-c847-45d4-a119-87f1a8e0861d,2c12d6ff-6074-456c-8fc7-3d80378f74b7,c1,c2,27,?,?,surb={'id': '5b3ff4ac-8319-40d7-91d2-a70061fa0e35', 'route': ['p2', 'e4', 'i7', 'x9', 'p1', 'c1']}
1769742198.655396,RECEIVED,2d58ac19-6625-4ef6-bd81-49cd4b97f7e9,6104ad9a-c5ff-452e-b6b3-2704c562bc30,c5,c1,27,p1,?,surb={'id': '67687510-9023-40a0-9e19-7ed9b6f97864', 'route': ['p1', 'e6', 'i7', 'x1', 'p2', 'c5']}
1769742198.660174,RECEIVED,a5a7813a-ec2a-444e-8485-c0ecd5398ae6,9fab54d8-e56c-4889-bb91-d940b5e4d843,c5,c1,27,p1,?,surb={'id': '96d93f19-d478-4abb-af26-de49aa38875f', 'route': ['p1', 'e2', 'i7', 'x3', 'p2', 'c5']}
1769742198.6888773,SENT,c13e4490-853f-4503-b42b-866e757fd316,b1fee2b9-4913-4859-a75f-2f8d747a665c,c1,c2,3393,?,p1,
1769742198.6889534,CREATED,bce42cf9-7a28-4232-9757-35dfdebc0216,118452f8-c873-4322-97e9-c5f61342eadf,c1,c2,27,?,?,surb={'id': '0cbc45f1-992f-4be3-b02e-56d30b7df03a', 'route': ['p2', 'e12', 'i3', 'x5', 'p1', 'c1']}
1769742198.6946106,RECEIVED,64ea7d17-bd7c-46ce-8ed3-fcad6c16c3bb,ce0a3888-be7d-4edb-bb25-7e53859d1891,c3,c1,27,p1,?,surb={'id': '76859f09-2d87-4111-ac1b-4078f0c404eb', 'route': ['p1', 'e2', 'i4', 'x10', 'p3', 'c3']}
1769742198.7838824,RECEIVED,e00ceeca-5548-4416-b127-333481e8c177,a84f3a0a-4865-4e74-ad2e-322ae6c601a5,c5,c1,26,p1,?,surb={'id': 'e9f65048-2a21-48ae-9d11-057c6f1fa0c4', 'route': ['p1', 'e7', 'i6', 'x7', 'p2', 'c5']}
1769742198.816113,RECEIVED,acf7a90e-8f26-44fe-868a-cd9c6287d0c8,ddc1ad43-ac7d-45dd-8239-1d32b6fe3fc5,c3,c1,27,p1,?,surb={'id': '5e0a5571-1b3c-4d77-971b-b8dbe4ffb1b5', 'route': ['p1', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769742198.953133,RECEIVED,7a0b7344-f285-4d12-a4df-38b2eb3b8643,f1db38bc-4fa2-415d-86af-30ede5d4ffd8,c3,c1,27,p1,?,surb={'id': 'f747c12b-56b9-4b94-803e-9641b5bb6723', 'route': ['p1', 'e8', 'i7', 'x8', 'p3', 'c3']}
1769742199.0592744,RECEIVED,1c560334-c2c2-453c-96c7-8a2ee7a5e506,343756c0-f4f1-4002-9a28-1d13dc2583cc,c5,c1,26,p1,?,surb={'id': '5e7ca07f-6d6b-46d3-a59b-ea81228d8854', 'route': ['p1', 'e10', 'i11', 'x5', 'p2', 'c5']}
1769742199.1517956,RECEIVED,73363709-b077-4d66-a1f1-ce9c9c332c61,7ab3dc7f-fcea-4a8a-aaba-592528a3bae3,c5,c1,26,p1,?,surb={'id': '99e8bb81-fe25-484d-ab96-9e352404bb74', 'route': ['p1', 'e6', 'i5', 'x7', 'p2', 'c5']}
1769742199.1679952,RECEIVED,086baee6-1238-450b-af6b-9530c5c49dbe,d454f273-82a8-4921-8507-b8776fb585bb,c3,c1,27,p1,?,surb={'id': '9022ad6d-240f-4687-ab76-61e3e97c2492', 'route': ['p1', 'e2', 'i11', 'x2', 'p3', 'c3']}
1769742199.176576,RECEIVED,91bed671-d285-4dbb-836e-ecf23fde9d1c,04ea2746-c22b-4e57-be86-105e06923f4d,c3,c1,27,p1,?,surb={'id': 'fd0e79da-c5d8-4dbd-acaa-ecc55909d3e7', 'route': ['p1', 'e1', 'i5', 'x3', 'p3', 'c3']}
1769742199.2517426,RECEIVED,78f331ce-48da-4099-ad65-b3c66dd30c9c,eff55459-8bb9-4142-8c11-bd65fc8571a3,c5,c1,26,p1,?,surb={'id': 'b33f4790-5654-4f50-b6cc-8f782a28cda7', 'route': ['p1', 'e4', 'i12', 'x1', 'p2', 'c5']}
1769742199.2778275,SENT,82d43479-d042-46dc-be43-0c66c1080563,2da01e73-48ec-40c1-842e-3cc15f242b2f,c1,c2,3383,?,p1,
1769742199.2779293,CREATED,832d3501-cb0a-464d-b280-89e4649de3f7,71f07002-5c8a-4e1f-af92-81cc34952b4d,c1,c2,27,?,?,surb={'id': '9c2695a3-28ee-4ef2-ac2e-05c05302b822', 'route': ['p2', 'e3', 'i5', 'x11', 'p1', 'c1']}
1769742199.300648,RECEIVED,32aee4a6-377e-484d-ac61-2b09c39c3e3d,f6a9141b-92ff-47e8-ae8a-1044a29d432a,c3,c1,27,p1,?,surb={'id': '03a732e2-8acb-4101-8248-7c0307de116f', 'route': ['p1', 'e4', 'i12', 'x1', 'p3', 'c3']}
1769742199.5832849,RECEIVED,0aecd440-e0c1-462f-9789-9d72ef0e5c60,f915bef3-4a50-497c-b2c7-b0c78c93efaf,c5,c1,27,p1,?,surb={'id': '82913199-e832-44be-809b-4fc43d02d524', 'route': ['p1', 'e3', 'i9', 'x11', 'p2', 'c5']}
1769742199.604264,RECEIVED,c8b58514-6820-42bf-af80-58838d0746e0,195fcf92-d8b7-4945-91da-acc54dab8b5f,c5,c1,27,p1,?,surb={'id': 'ca180369-b8f5-489e-bba4-8f7eb699fde9', 'route': ['p1', 'e11', 'i8', 'x7', 'p2', 'c5']}
1769742199.6347659,RECEIVED,67917906-7b5e-43d0-9cd6-71dbfbcc3e7e,823e9a54-1242-48b0-9dd5-46add7e4afb9,c3,c1,27,p1,?,surb={'id': '7b5e209a-50c7-42bc-b119-b3756c445dc5', 'route': ['p1', 'e2', 'i6', 'x1', 'p3', 'c3']}
1769742199.772298,RECEIVED,cfe640bf-2a86-44a2-8e2f-18478a55964f,a4d3c642-e264-40dc-a066-8a70892b2c0c,c5,c1,27,p1,?,surb={'id': '51a6cb41-5892-42af-830d-fcbc9cdc7abc', 'route': ['p1', 'e9', 'i11', 'x3', 'p2', 'c5']}
1769742199.8828614,SENT,76f0cb2b-cb39-4ea9-9b6d-83acc4e5ed87,fd8326c1-1445-435d-bbcc-e44510e3333c,c1,c2,3375,?,p1,
1769742199.8830118,CREATED,9f2c387b-240e-47b1-9b86-c3768485ba8c,ced01c2a-ed44-431d-a746-7dc891ac791d,c1,c2,27,?,?,surb={'id': 'ae6f662a-7ef2-4d90-a9a8-56be83fec464', 'route': ['p2', 'e5', 'i6', 'x7', 'p1', 'c1']}
1769742199.9024909,SENT,5bc4aaff-400b-4424-89a9-550119082e17,3108f088-ad38-4adc-97b7-1e5ff298032c,c1,c2,3387,?,p1,
1769742199.9026306,CREATED,aa416b1d-4a26-4fd0-ae84-831d5539c54e,3510ea9d-276d-4a1e-ba73-3416219ce578,c1,c2,27,?,?,surb={'id': '93e4deeb-ceec-4cf0-8cab-ced6ea6404da', 'route': ['p2', 'e10', 'i7', 'x2', 'p1', 'c1']}
1769742200.0842178,RECEIVED,8ccca46a-0b55-403f-8fa9-4aecbac68494,ed8d0bf7-27bc-4cc0-a63b-e8238631b704,c3,c1,27,p1,?,surb={'id': 'b36d54ce-c366-46a2-b7ac-a8029e47b70d', 'route': ['p1', 'e8', 'i3', 'x9', 'p3', 'c3']}
1769742200.2528439,RECEIVED,3bb6a78f-2c54-45a5-8ed4-ab083a8bc103,984409ea-6e1f-4c4b-a0dd-f04a1ce3a46e,c5,c1,27,p1,?,surb={'id': '71dc9bc9-06d6-493d-80fa-4d9bf69980cc', 'route': ['p1', 'e1', 'i9', 'x9', 'p2', 'c5']}
1769742200.4582229,RECEIVED,12e4e9a2-dc5f-4dce-8ea7-133012061219,506a4845-699d-4bcf-81b4-19066061bcf9,c5,c1,27,p1,?,surb={'id': 'c5efab38-b815-40d2-99f1-f61d622afeb2', 'route': ['p1', 'e8', 'i6', 'x8', 'p2', 'c5']}
1769742200.606494,RECEIVED,e9568035-4184-48ef-bd34-08d88149e537,ab60c46c-e44d-40d1-b0a8-b0b993063a95,c3,c1,27,p1,?,surb={'id': 'a77ffe38-c7c1-42d2-a4ed-fb01341182bb', 'route': ['p1', 'e1', 'i12', 'x1', 'p3', 'c3']}
1769742200.621026,RECEIVED,3cf6cf2d-453a-44ab-8857-0a11a7d5ecbb,67546bdd-a7a8-462f-b066-5403e9f0e90b,c5,c1,27,p1,?,surb={'id': '77a9b376-77d0-4cf6-91b5-f324ec277ef7', 'route': ['p1', 'e3', 'i11', 'x10', 'p2', 'c5']}
1769742200.6396706,SENT,6f8bd1fb-a085-427b-b8ae-e5a736bea61c,a8fd965a-87e4-4747-bdf4-c786af1c199e,c1,c2,3376,?,p1,
1769742200.6397524,CREATED,3177c18f-0371-41ab-9f87-27c22ccd4452,e9671c55-91f4-49d3-927d-b7d83bc01589,c1,c2,27,?,?,surb={'id': '05818aa2-da9d-492b-aae8-7e79714d74da', 'route': ['p2', 'e6', 'i2', 'x5', 'p1', 'c1']}
1769742200.8085523,SENT,e157d732-be00-41df-91d4-b52a57d41cdd,90c2e673-a8c5-47ca-a708-313a12514d46,c1,c2,3380,?,p1,
1769742200.8086517,CREATED,97369822-f85a-4c96-ad51-1e4d798a6058,b04866f3-fbe4-4a97-a60b-ce751e43f698,c1,c2,27,?,?,surb={'id': '84c73813-3bcb-4053-b8ff-9a4747a8a365', 'route': ['p2', 'e2', 'i9', 'x1', 'p1', 'c1']}
1769742201.0660014,RECEIVED,605a0eaf-a150-4cf3-8b16-f59594a780d6,d1399e5f-9f9b-4b2d-b007-9a06d71f9a14,c3,c1,27,p1,?,surb={'id': 'c2247854-eac7-4304-b383-013b7ece8982', 'route': ['p1', 'e5', 'i4', 'x9', 'p3', 'c3']}
1769742201.071237,RECEIVED,46c7329a-4734-4cc9-8691-7c7c3d4920bb,3ca4b8a8-9f78-4804-b234-7a3c3d578ace,c3,c1,27,p1,?,surb={'id': '9bc740de-f588-4c46-af42-83cf8e938de6', 'route': ['p1', 'e6', 'i4', 'x10', 'p3', 'c3']}
1769742201.2427847,SENT,e9f32117-668f-4617-b04e-c3e7009048d8,802040b0-e2a2-4934-82ec-2d4fb5ece848,c1,c2,3360,?,p1,
1769742201.2429376,CREATED,508f7a63-8aa7-4c76-9616-d7ed82b57bbc,6124ee61-becb-4634-9f36-d39bb4cd8564,c1,c2,27,?,?,surb={'id': 'bff266e2-72b5-4cd6-842f-5dd5af340111', 'route': ['p2', 'e9', 'i8', 'x3', 'p1', 'c1']}
1769742201.2720156,SENT,f052f4bb-d576-46a2-a195-d46f867b03e5,bda694c8-8e9c-4ed4-b266-6de587a40fdc,c1,c2,3392,?,p1,
1769742201.272215,CREATED,70ba5780-1b12-4a64-bb47-afb44aa8c697,1606bd81-1d6b-4b26-b71d-70e8e66cc2e8,c1,c2,27,?,?,surb={'id': '6e9b0bc4-059e-4e3d-b972-cd03e25e3bbf', 'route': ['p2', 'e11', 'i5', 'x9', 'p1', 'c1']}
1769742201.363123,SENT,6690eff4-ba9e-431b-93b3-72058c003c9b,5f1156d8-8aaa-4ca5-bcf9-938c2c4fa735,c1,c2,3387,?,p1,
1769742201.3631966,CREATED,de4eaf16-b287-4dce-923b-bc19364e8b81,d34bce13-4541-49ae-bfb1-280c4d750a80,c1,c2,27,?,?,surb={'id': 'd93429be-1ba0-4dca-b0fe-2338de9f4bdf', 'route': ['p2', 'e4', 'i3', 'x5', 'p1', 'c1']}
1769742201.5826616,RECEIVED,ee5ac694-c5f8-4927-a30f-cd1d4ec6f269,efb2dc24-aec5-4503-848d-0c8c23b0938b,c5,c1,27,p1,?,surb={'id': '860e0380-0b65-448c-9233-5c33f94ad74e', 'route': ['p1', 'e7', 'i7', 'x9', 'p2', 'c5']}
1769742201.5981429,RECEIVED,4005bbeb-8080-4e95-bb73-ba6e8dedfead,a42a3de1-589c-45b9-8351-0df2b87023ae,c3,c1,27,p1,?,surb={'id': 'e0800cc3-3f48-4c68-9371-6628804f891f', 'route': ['p1', 'e11', 'i12', 'x2', 'p3', 'c3']}
1769742201.7711437,SENT,5f60ecfe-0d88-49c4-b4c7-68aef71e64bc,a4a20408-7be9-4820-85e1-520f7a486da0,c1,c2,3392,?,p1,
1769742201.7714224,CREATED,0dc1ec50-2e99-4fe0-adee-5fd6ba07d876,5fd932b6-471f-4f33-af1c-4e5c0c8c2602,c1,c2,27,?,?,surb={'id': '43e3af18-6a3a-4e52-ac5c-094f37b7345b', 'route': ['p2', 'e9', 'i12', 'x4', 'p1', 'c1']}
1769742201.966755,RECEIVED,bca23687-1158-4367-a4ca-28e6905419b6,75eb6b61-96f0-4e9e-a52d-4d4cacd6b90f,c5,c1,26,p1,?,surb={'id': '4491a49c-608a-4132-b37c-b9701147b5b6', 'route': ['p1', 'e10', 'i1', 'x2', 'p2', 'c5']}
1769742202.0505638,RECEIVED,f2a88e8e-09f3-436d-91a0-7bd5b90a93c7,fa71f96d-0741-4bc7-bbd5-e4e40a3ec12e,c5,c1,27,p1,?,surb={'id': 'f9a81647-7001-4540-920d-8ef0136f172a', 'route': ['p1', 'e7', 'i11', 'x8', 'p2', 'c5']}
1769742202.1062543,RECEIVED,e9238b81-9b30-4967-a1cc-acddbb0cae71,8f57becb-0d94-4377-8fdf-2c97202dc64e,c3,c1,27,p1,?,surb={'id': '3c1bb069-466b-4070-a3c9-70f3a3c8b3cf', 'route': ['p1', 'e9', 'i5', 'x5', 'p3', 'c3']}
1769742202.1424665,RECEIVED,d1fffeb5-f159-4850-95cb-11589b96bf89,0d7bffbb-cf64-4310-86fd-f12063c762e6,c3,c1,26,p1,?,surb={'id': '5ba86340-aab7-48d0-bcfc-750af530dcc2', 'route': ['p1', 'e10', 'i9', 'x11', 'p3', 'c3']}
1769742202.241275,SENT,55bb3ac5-9d10-46c7-b9a2-ac949392fc56,fb8ea7dd-c0b9-4e7f-a418-90eb8576e805,c1,c2,3376,?,p1,
1769742202.2413776,CREATED,20b8237a-9ac4-42fe-9ced-fcc618aa8665,2f457d63-e8cf-42c5-ab5b-8322ff303709,c1,c2,27,?,?,surb={'id': '91afd93e-89a4-4cf3-86b1-faf22c0392be', 'route': ['p2', 'e7', 'i7', 'x11', 'p1', 'c1']}
1769742202.323359,SENT,290b814d-7756-48fe-a33f-fc489c80a002,62a0db77-176b-4676-adb3-9d7b5b3b4c7a,c1,c2,3395,?,p1,
1769742202.3234594,CREATED,47294f52-d63b-4a9b-adbf-8707b3d854f7,60d46893-a31e-4a7f-9636-d4059109686b,c1,c2,27,?,?,surb={'id': 'c91171af-715f-445e-9756-e8b5d5129b61', 'route': ['p2', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769742202.4474616,SENT,b8c1560c-382f-4361-b1e6-5c4aa9152ba6,e7f8333b-2cd2-43b7-bb28-77e80803da16,c1,c2,3359,?,p1,
1769742202.4475408,CREATED,402fcac4-94bf-4866-b21c-fa248f4af5fe,8eadcc32-b47c-4eec-8bc2-9898fa8d220e,c1,c2,27,?,?,surb={'id': 'b6815f7f-4ec0-405c-8a8e-114094cf171e', 'route': ['p2', 'e9', 'i9', 'x6', 'p1', 'c1']}
1769742202.4523294,RECEIVED,bc2f02b5-4bd1-4139-8534-ce6b19ae804e,a312589a-32aa-44e6-a2a1-8332b5ff49e5,c3,c1,26,p1,?,surb={'id': 'b800f93a-a43e-4ec3-9901-59ee89626bcd', 'route': ['p1', 'e8', 'i6', 'x2', 'p3', 'c3']}
1769742202.5320954,RECEIVED,bcc9799b-6199-44b8-a1a8-fab2eee14643,1530766a-f755-41ca-bee3-5e56ea6417d0,c5,c1,27,p1,?,surb={'id': '39098128-a9e4-4c46-9066-ee4b6d5bb755', 'route': ['p1', 'e2', 'i2', 'x3', 'p2', 'c5']}
1769742202.6751132,RECEIVED,8bd20b5d-3ae0-4884-bce1-725808403426,36053adf-1faf-40bd-8c8e-57eab9332a93,c5,c1,27,p1,?,surb={'id': 'b8759c78-a5bf-43c4-9938-d8b42c5a5772', 'route': ['p1', 'e2', 'i4', 'x1', 'p2', 'c5']}
1769742202.75846,RECEIVED,0b450b55-2bb1-4715-9cb9-e59d43636e31,8f06f77c-5307-4719-b3c7-26a0615fa484,c3,c1,27,p1,?,surb={'id': '8f7371f3-9805-4978-90fd-89b07c4271f2', 'route': ['p1', 'e1', 'i1', 'x3', 'p3', 'c3']}
1769742202.9087481,RECEIVED,6b2a2d59-1d8f-43df-ab57-91bc34f3ffe7,4782ba7a-2ba1-4e7a-99bc-efd3d31a6067,c3,c1,27,p1,?,surb={'id': 'a8a1f3f3-d7a0-47ff-8371-7355132d1a2a', 'route': ['p1', 'e12', 'i1', 'x11', 'p3', 'c3']}
1769742203.1165097,RECEIVED,63d170bb-6123-4242-863a-5b9e14456623,569be012-75a7-4b22-803b-222e81961d54,c3,c1,27,p1,?,surb={'id': 'ce3b835d-36d5-494d-96cc-e2e77c9ece7b', 'route': ['p1', 'e4', 'i5', 'x12', 'p3', 'c3']}
1769742203.2185452,RECEIVED,3426ac4f-8d18-4e87-8fb6-88e1fb0ba6c4,ffa3d30c-478d-4d0c-83b5-1fb249438429,c5,c1,27,p1,?,surb={'id': '03b9e782-8d33-4862-953b-0b2f4a38b8a3', 'route': ['p1', 'e1', 'i10', 'x5', 'p2', 'c5']}
1769742203.2262588,RECEIVED,9d0f8906-893e-465a-9b85-486442fcc9d5,60c2d8de-a4b7-4416-bb66-accb409bf9b4,c5,c1,26,p1,?,surb={'id': 'c0d7b233-aebe-4cd6-911c-d16c2d15e73a', 'route': ['p1', 'e11', 'i5', 'x3', 'p2', 'c5']}
1769742203.913525,RECEIVED,240ee886-acb9-4104-942a-b616769fb584,4dc5f02e-91d1-4d38-bb56-71f074a0f3d3,c5,c1,27,p1,?,surb={'id': '74d6c418-585a-4628-8e62-b9a02ee8a8c0', 'route': ['p1', 'e6', 'i8', 'x4', 'p2', 'c5']}
1769742204.1192553,RECEIVED,343e34bc-78b8-4d61-9b08-cb0184126757,ab7e2e99-7bfc-4ffb-999b-68fff6898dae,c3,c1,27,p1,?,surb={'id': '718dddb8-d1f4-4885-a6e1-ab98dbbcc049', 'route': ['p1', 'e7', 'i3', 'x12', 'p3', 'c3']}
1769742204.120031,SENT,d9309331-c834-4da9-bdf7-264dd61e66ec,693d7664-a24c-46bd-8e02-722b1af5cfe4,c1,c2,3360,?,p1,
1769742204.1201348,CREATED,b4e4265b-66d3-49b6-a94d-a95da9d4167d,b763475c-1b45-46b7-abac-595fc3dd0948,c1,c2,27,?,?,surb={'id': '2ced6612-b8e5-4b51-9abf-935b2208851c', 'route': ['p2', 'e7', 'i7', 'x1', 'p1', 'c1']}
1769742204.3061395,RECEIVED,74ad2a97-4d12-4db5-b2e9-e745b8179351,0fbf4ea6-97f8-479e-bc37-0a0acc1ab5fa,c5,c1,27,p1,?,surb={'id': '5afe5343-e653-465f-b28c-cf27d5545260', 'route': ['p1', 'e5', 'i5', 'x4', 'p2', 'c5']}
1769742204.3127806,SENT,a9b2e67e-e3fe-403b-8a0a-95eb5668773b,103fe630-19b1-466e-8fac-f1d280656ab2,c1,c2,3391,?,p1,
1769742204.3129294,CREATED,58d4f262-9702-4bf6-abb4-96b5ad107144,58b02aa4-5778-493c-ad4f-72ede3487c1f,c1,c2,27,?,?,surb={'id': '1975244f-aa84-4cc3-9f3c-9fd19d701698', 'route': ['p2', 'e7', 'i11', 'x7', 'p1', 'c1']}
1769742204.3853936,RECEIVED,0cfa7257-71ba-4cb1-9225-1b4594fa26bf,95509209-ea5a-41ca-b5b8-3d0da814e0c5,c5,c1,27,p1,?,surb={'id': 'f8068db5-d8b3-4567-9e7a-d601a07773ce', 'route': ['p1', 'e9', 'i5', 'x10', 'p2', 'c5']}
1769742204.4590182,SENT,6d95222b-ed0c-479d-be9f-17348ba18eff,ec5be6bf-7628-4151-b250-2b0dd1612cc7,c1,c2,3368,?,p1,
1769742204.4591384,CREATED,394c0896-b235-4bfb-87fc-6f2c77f26025,1897aff0-cc8d-44c4-8845-e3eed37ee726,c1,c2,26,?,?,surb={'id': '8bd87e0b-7c12-4ac5-b1a9-fd06e7855759', 'route': ['p2', 'e12', 'i12', 'x7', 'p1', 'c1']}
1769742204.5340652,RECEIVED,79704192-9d42-468f-b1c2-4a008177c559,26fe0827-bfad-49a9-bc62-074717242497,c3,c1,27,p1,?,surb={'id': '69ff98ab-a415-4ef0-b0d6-28b3268dd37d', 'route': ['p1', 'e9', 'i8', 'x5', 'p3', 'c3']}
1769742204.609522,SENT,262db7d8-f871-47ce-bdcc-40c9342b5342,4c9033ed-c951-4918-8900-6301113d4434,c1,c2,3360,?,p1,
1769742204.6095996,CREATED,9eb94e84-d572-4a3e-857a-82eee029fe90,a9c94752-93ef-479d-bc28-78ed720c5af3,c1,c2,26,?,?,surb={'id': '26e84685-e4e4-4451-858e-619d4a46fd56', 'route': ['p2', 'e4', 'i4', 'x6', 'p1', 'c1']}
1769742204.6467025,SENT,92f03a0e-7e3a-47f5-aa9d-a728a65ce972,9c7a98be-cce3-4cb7-ba2c-8763c81ec386,c1,c2,3384,?,p1,
1769742204.6467812,CREATED,8e6dd7cf-87b5-444f-874f-9d2292fb99d9,7ca07e28-ce95-46d1-9211-15f37ae31f8b,c1,c2,25,?,?,surb={'id': 'bebb6840-a682-47ce-82e7-f82c127eca57', 'route': ['p2', 'e3', 'i12', 'x7', 'p1', 'c1']}
1769742204.7264156,RECEIVED,5dbf0474-8135-4306-b472-173fafd09a8b,db7d4090-f095-4549-ba36-39c71969106e,c3,c1,27,p1,?,surb={'id': '4ffab6de-420f-41aa-827a-11146b18afbe', 'route': ['p1', 'e12', 'i12', 'x10', 'p3', 'c3']}
1769742204.8454027,RECEIVED,465666ff-2ab3-4dee-9d66-5317a46185df,fe36a83f-5ddb-4155-8d5d-cacef8dbfcee,c5,c1,26,p1,?,surb={'id': '72c8bb4d-f523-440b-8982-820598212104', 'route': ['p1', 'e5', 'i2', 'x1', 'p2', 'c5']}
1769742204.8956368,RECEIVED,762a1e99-dbc5-45cf-b874-f7b09765ac70,8cc2273d-8441-412b-b82d-58b157733cc7,c5,c1,27,p1,?,surb={'id': '86c5a05e-c668-4907-ae9d-7618c10564e5', 'route': ['p1', 'e8', 'i5', 'x2', 'p2', 'c5']}
1769742205.1113987,RECEIVED,84998fdf-5389-4289-a64a-1b050f7f9d43,7f781bda-d92b-4744-b6e3-a85f1f13a66f,c3,c1,27,p1,?,surb={'id': 'bdeca5b7-0e81-4d07-b39b-1dfe1d5e3672', 'route': ['p1', 'e12', 'i4', 'x4', 'p3', 'c3']}
1769742205.1731691,RECEIVED,8343bc35-d1c1-4f03-b3de-31552479c9f1,6659f2f6-c189-461a-992f-f5cf284ad286,c3,c1,27,p1,?,surb={'id': '5bc937f2-b6cb-40f7-a114-d054c9edc8d7', 'route': ['p1', 'e7', 'i4', 'x6', 'p3', 'c3']}
1769742205.1790895,RECEIVED,c5ca8e55-ecbc-40c7-b70b-38b0f6fe73a6,aae9f0f9-58b3-488e-9c8d-bd9be470f41f,c5,c1,27,p1,?,surb={'id': '5ae070d9-cc32-472f-88bb-1e5a1caacb5a', 'route': ['p1', 'e2', 'i10', 'x2', 'p2', 'c5']}
1769742205.2455225,SENT,c2eb6217-5140-4adb-a514-9c925fe76b7e,4f94dde5-668f-47a5-b490-e41966197a91,c1,c2,3375,?,p1,
1769742205.245627,CREATED,94c81d4f-fef1-484e-a258-d0964f243b8f,43d8e3f8-d97b-41e1-a710-6f61b81ee166,c1,c2,27,?,?,surb={'id': 'a8a20b15-c27d-4c42-a532-e62ed70d3264', 'route': ['p2', 'e1', 'i3', 'x12', 'p1', 'c1']}
1769742205.3321135,RECEIVED,ae4f6125-f8f2-4a5d-8dc5-95d8d10b3855,530b1284-18b6-41b2-90d6-de3e6eb8040a,c5,c1,27,p1,?,surb={'id': '64b56053-1795-4585-a627-e0f976933f16', 'route': ['p1', 'e9', 'i6', 'x10', 'p2', 'c5']}
1769742205.3939533,SENT,ab2eab50-8caa-4280-bb83-7df4b4c74540,5a751548-3d91-4e45-ac94-b336fd8f8b05,c1,c2,3372,?,p1,
1769742205.3940804,CREATED,86267406-a354-47bb-bc02-f1e1e09e44a2,f638801c-f47a-406f-82cc-086f712fa414,c1,c2,27,?,?,surb={'id': '3d6a96f9-119a-44ca-afb6-f6283fea3ced', 'route': ['p2', 'e9', 'i5', 'x2', 'p1', 'c1']}
1769742205.431465,SENT,a5aacab1-62ed-43d1-95c3-f070dad7e1e2,9d034043-9dd2-4f0f-be06-aa5cd45ee87a,c1,c2,3396,?,p1,
1769742205.4315705,CREATED,470a6e27-8cc5-4826-8072-c66ce75691a4,6ff87f46-f4a0-48a5-8591-312b8d04b50b,c1,c2,26,?,?,surb={'id': '2dae9bf0-c5de-4261-b505-b1688fa4907f', 'route': ['p2', 'e5', 'i9', 'x11', 'p1', 'c1']}
1769742205.4936337,RECEIVED,c3cbc552-8550-43ae-9c33-9ac45442c656,b938e8fa-6886-42aa-9415-f16a27cf322a,c5,c1,27,p1,?,surb={'id': '9113e2ca-f4d3-4e43-bd13-8cdb3ac941ac', 'route': ['p1', 'e1', 'i10', 'x4', 'p2', 'c5']}
1769742205.5171485,RECEIVED,14f19eea-60f6-48a4-acbe-926d4b5eee5b,20455be1-9b1b-42d4-bb90-cd66a9a1e054,c5,c1,27,p1,?,surb={'id': 'c113fe61-a491-4763-a33e-a8b70f8ed281', 'route': ['p1', 'e7', 'i10', 'x7', 'p2', 'c5']}
1769742205.6686583,RECEIVED,861ba4d5-55a2-4f78-9627-16d4db9bb599,05f66e50-5460-4974-ad87-166cb601db77,c3,c1,26,p1,?,surb={'id': 'b43f9faa-88f2-47e7-87a9-0de70aec861e', 'route': ['p1', 'e12', 'i11', 'x5', 'p3', 'c3']}
1769742205.9525652,RECEIVED,de6444e1-4be8-4ced-a93e-60e14bb3057e,4ed4194d-af62-4f96-b70a-4d6be8951d2b,c3,c1,26,p1,?,surb={'id': 'c869bc7f-4e18-4a8a-8436-c0e6a29adc2e', 'route': ['p1', 'e8', 'i6', 'x3', 'p3', 'c3']}
1769742206.060627,RECEIVED,40c65ec7-9455-4ecd-9ce0-0338aa973d1a,bf98e759-93c6-4b78-9810-a32d7249877b,c5,c1,27,p1,?,surb={'id': 'c8ce63ea-0ec4-481c-b0ab-da3bb1b754fe', 'route': ['p1', 'e4', 'i3', 'x5', 'p2', 'c5']}
1769742206.1105525,RECEIVED,8c2c085d-73ed-43ed-8383-3f5f246af503,943da240-03a7-4254-a4fe-e6843fc193e4,c5,c1,27,p1,?,surb={'id': '1ee0c412-6952-4a38-ba4a-1e0361758771', 'route': ['p1', 'e10', 'i3', 'x3', 'p2', 'c5']}
1769742206.257646,RECEIVED,d79a4992-7950-43a1-ac14-79ffd6e9827d,1d7bf889-32a2-4cf1-aa7e-68751783590b,c3,c1,27,p1,?,surb={'id': '116ed637-c48e-4d79-abbf-54e866fa9ca7', 'route': ['p1', 'e7', 'i1', 'x5', 'p3', 'c3']}
