timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741748.6634455,SENT,2121f219-761a-479d-9947-aacf76d0a135,cb1a3395-9f80-4239-9ee6-327685bf2900,c4,c5,3397,?,p1,
1769741748.6635988,CREATED,76a14c21-85df-4dc2-b2e6-ec8a0fa882a5,b24de779-f5c6-4664-904e-fa81fd8479f5,c4,c5,27,?,?,surb={'id': '6c69a9ee-f20a-4770-8b59-ee03ddacdac8', 'route': ['p2', 'e9', 'i12', 'x6', 'p1', 'c4']}
1769742071.5060785,SENT,e9817058-4596-41a0-a5bf-1f9e95b61563,f7822349-e23a-48b1-b5c1-d600279037ae,c4,c5,3357,?,p1,
1769742071.5061576,CREATED,e9655240-5ed9-4abf-8147-1a66032cee57,cf884546-b6e4-4f94-8f30-6d2565b9dc07,c4,c5,26,?,?,surb={'id': '80c746b1-907a-4d73-9dc1-99ecd4c20965', 'route': ['p2', 'e9', 'i7', 'x8', 'p1', 'c4']}
1769742071.6609335,RECEIVED,ebd82148-69b8-4761-9eb5-2608d8660c58,f49fe6fe-6055-48fe-846e-f5fc0c2130b1,c2,c4,27,p1,?,surb={'id': 'cd1f0e3b-6756-405c-a3e8-e66fe61b9fa3', 'route': ['p1', 'e7', 'i7', 'x2', 'p2', 'c2']}
1769742071.8702807,SENT,294519d6-bd17-4384-9258-be0b40702aac,80e6d456-32e0-48e5-ab1a-7ea7d9dd087b,c4,c5,3388,?,p1,
1769742071.870427,CREATED,6aa25259-76b7-4055-bd08-46507c0edb4e,51266e21-258b-4d1b-bf5e-1b176236076a,c4,c5,27,?,?,surb={'id': 'ac44c290-ef29-4f00-b9a7-da8790ed77a5', 'route': ['p2', 'e12', 'i12', 'x5', 'p1', 'c4']}
1769742071.910317,RECEIVED,5a5067f9-4b01-4449-bad0-d5cf2b384915,8a8fbbd6-c868-4dce-b9c4-eb392ef85a00,c2,c4,27,p1,?,surb={'id': '834d6ecf-47e2-4e7e-a84b-cc92f2ee8c3d', 'route': ['p1', 'e2', 'i11', 'x5', 'p2', 'c2']}
1769742071.9675214,RECEIVED,c8147470-1cdc-44a5-a6c0-bb7cec0dffa8,1b262231-270c-4d34-aa82-6318498b0b1b,c2,c4,26,p1,?,surb={'id': '1169dbb7-4796-4305-8cc7-8d043d48516e', 'route': ['p1', 'e9', 'i11', 'x2', 'p2', 'c2']}
1769742072.0647964,SENT,e28b299c-819a-4383-9aa9-d4fb5c04d171,1925123e-0c37-403a-b746-0d388e4dde3e,c4,c5,3377,?,p1,
1769742072.064914,CREATED,6cbd43dc-6893-4dc8-9ca4-6e20352005a6,53ccfd33-3c48-4523-9ee1-1150d798c081,c4,c5,26,?,?,surb={'id': '2959e63c-c359-4252-9d1c-95d7b9bee8fb', 'route': ['p2', 'e8', 'i10', 'x3', 'p1', 'c4']}
1769742072.079226,RECEIVED,834f7ff5-9cfe-492d-8406-f93756b083ba,4e0380c8-7f2f-4f2a-b9a9-7dd4f8516310,c2,c4,26,p1,?,surb={'id': 'f78c783a-e45d-416a-9407-bd39bb7417f1', 'route': ['p1', 'e7', 'i12', 'x7', 'p2', 'c2']}
1769742072.2511656,SENT,05b9b76d-8bcf-4fbe-8b1f-dc8324a32b92,8d3a81f3-3e1d-4c80-896f-0a6aa8a3a664,c4,c5,3359,?,p1,
1769742072.2513194,CREATED,feff6620-7dad-4abc-81f4-f2bf69a2916d,c636d91e-d6c3-4396-800d-9089bb6985b3,c4,c5,27,?,?,surb={'id': 'c061bc89-b1ca-4928-969e-a41059a8f1d6', 'route': ['p2', 'e5', 'i1', 'x6', 'p1', 'c4']}
1769742072.2536523,RECEIVED,ccce7993-ecf7-4219-bc2d-7bbe8e1089bb,6004f308-6d84-468f-a2b0-b771814e7ed5,c2,c4,27,p1,?,surb={'id': '2349085f-19c4-4d41-bf33-57345145a25f', 'route': ['p1', 'e1', 'i10', 'x10', 'p2', 'c2']}
1769742072.533088,RECEIVED,f2596a8a-15e7-4aa8-9858-c2fbcc978da6,955e9974-4847-42b3-a710-36cb236aa7ed,c2,c4,26,p1,?,surb={'id': '8e01f989-3480-4d07-9daa-23f114ed8362', 'route': ['p1', 'e10', 'i1', 'x2', 'p2', 'c2']}
1769742072.5731456,SENT,83c7f256-75df-4cd5-99c7-0b06e2e32ec3,6a4234c0-d0bc-41ca-a696-d387f293339c,c4,c5,3398,?,p1,
1769742072.5732977,CREATED,34466578-b401-495f-b759-4a8f5b0f3eff,7022a41d-1ab4-42f3-a93c-d9713e49114e,c4,c5,27,?,?,surb={'id': 'ed23cd39-d7a5-4ff2-bc8d-bb08fa76388d', 'route': ['p2', 'e8', 'i7', 'x2', 'p1', 'c4']}
1769742072.660248,SENT,d2e871b6-0d1f-41ba-9096-44a0656693a0,09043b71-243b-4891-99c4-88e2ff3547bc,c4,c5,3399,?,p1,
1769742072.6603105,CREATED,64bceb7c-e82c-4145-97fb-ece670a6c7e2,fb4c66aa-2ed6-40f8-a5c9-63ecc6c94f3b,c4,c5,27,?,?,surb={'id': '432f07be-f908-4dc7-86ff-0e305b234c2d', 'route': ['p2', 'e10', 'i11', 'x8', 'p1', 'c4']}
1769742072.6986082,RECEIVED,25133c19-273b-42cf-8631-c85e7df83ce6,31b9438e-9677-4ac7-aa7f-f9394f1031a8,c2,c4,26,p1,?,surb={'id': '0b677e01-ae5a-41d4-b22d-750b4c3aab80', 'route': ['p1', 'e8', 'i7', 'x3', 'p2', 'c2']}
1769742073.0897,RECEIVED,00e5d088-f88a-4737-b2fc-138dbbb8a49a,8be3de70-edb4-48bf-b70a-14867026f915,c2,c4,26,p1,?,surb={'id': '39b822c7-9d94-4f45-9195-ee34444f25b1', 'route': ['p1', 'e11', 'i11', 'x5', 'p2', 'c2']}
1769742073.1163392,RECEIVED,82f88217-c58e-437d-8edc-c44d3dbc3f26,e11b1f5f-a2b3-4ae5-bfc1-697f11a7117c,c2,c4,27,p1,?,surb={'id': '6b08004c-0b80-42b6-af35-4cbdc465ba11', 'route': ['p1', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769742074.6616678,RECEIVED,67ea89c9-907e-4fc3-b619-e67faa6a1586,050ecbe0-17c5-49dc-aa84-ff0983fba534,c2,c4,27,p1,?,surb={'id': '65b4ec75-4805-43ee-af1e-8b92ebe88614', 'route': ['p1', 'e4', 'i7', 'x4', 'p2', 'c2']}
1769742074.7160015,RECEIVED,0bdc8669-8c11-416a-8950-a3169a36f762,ca9cbb64-9ee9-4d0f-971b-84c0e2211721,c2,c4,26,p1,?,surb={'id': 'e288a3f3-ccf4-4817-a722-a86b0e019050', 'route': ['p1', 'e10', 'i2', 'x8', 'p2', 'c2']}
1769742074.7364583,RECEIVED,f29ef335-3c66-4e2a-9d1a-9a2de55b39a8,3d605d83-72dd-4ae6-afd7-daaea1aabdbc,c2,c4,26,p1,?,surb={'id': 'd206a238-3dd2-4d8c-8566-2b8e068a086a', 'route': ['p1', 'e4', 'i9', 'x1', 'p2', 'c2']}
1769742074.7787707,SENT,bb12d9bc-f32a-4292-857e-c4259b9c2adf,b0ef5aaf-1eb5-4dec-ac1c-229ef5e714e1,c4,c5,3389,?,p1,
1769742074.7788515,CREATED,9e400492-23e8-45e1-865c-a9d1568dbd9e,3af4aa9c-d19c-4c51-98e8-1469655b0536,c4,c5,27,?,?,surb={'id': '44bef519-7ed4-42b8-95fd-1b08d3448994', 'route': ['p2', 'e5', 'i10', 'x5', 'p1', 'c4']}
1769742074.8465016,RECEIVED,78eee223-a64d-4e4c-9d4b-d3a383288484,e33e25ea-c8e9-4f62-9b34-7f90b4d69b15,c2,c4,27,p1,?,surb={'id': '4f75bc30-fc40-4bfd-949c-ee0592223b03', 'route': ['p1', 'e5', 'i7', 'x4', 'p2', 'c2']}
1769742075.0898747,RECEIVED,ff165aeb-f91a-4a63-a745-41a560562a15,1ef8d60d-648f-468f-bbc1-a9cd8366fcc1,c2,c4,27,p1,?,surb={'id': '86af952c-7593-4280-8eb2-e8a6f5d791d1', 'route': ['p1', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769742075.165577,SENT,0da1fd79-ebd1-441d-80a9-58a00dec293d,f54fe9b0-fd75-4d76-b799-3b53b04a2cbd,c4,c5,3391,?,p1,
1769742075.16568,CREATED,981d13f6-f7b1-4364-9aee-84e13e3c8c56,62737684-16b9-4d55-9cb8-7ac23b1fbe69,c4,c5,27,?,?,surb={'id': '63d03c15-ab80-40fc-9f0d-821aa653762c', 'route': ['p2', 'e10', 'i7', 'x6', 'p1', 'c4']}
1769742075.7120771,RECEIVED,379fd416-08f4-453a-8b22-e521cd4a7047,3676285c-2e1d-4805-bd27-930985b350b1,c2,c4,27,p1,?,surb={'id': 'bcde63c4-427d-4312-b87d-8489fbde2786', 'route': ['p1', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769742075.8409753,RECEIVED,a654fa9c-4688-4d2f-89be-699aeb52e08e,9eaf9b26-5fcb-4d05-9d08-1b5c9d0dff87,c2,c4,26,p1,?,surb={'id': '49076947-1890-4bd7-9c4e-7396062ef902', 'route': ['p1', 'e7', 'i10', 'x2', 'p2', 'c2']}
1769742076.4361482,RECEIVED,14750b5d-4831-434f-b4f7-249e0b03960a,964de824-fe09-46aa-ad25-2545820c7a7d,c2,c4,27,p1,?,surb={'id': '52673162-085c-4129-8d7e-909a038e6b18', 'route': ['p1', 'e5', 'i1', 'x4', 'p2', 'c2']}
1769742076.5267928,RECEIVED,8b5f8b5b-9b7a-4797-9db8-be3c9c607d9e,bb140a8c-549d-48b8-b270-952d73e8adf3,c2,c4,27,p1,?,surb={'id': '4e79a38c-a179-4211-9be5-b995a42d59e2', 'route': ['p1', 'e5', 'i4', 'x8', 'p2', 'c2']}
1769742076.6674676,SENT,d2131766-933a-40ea-a54d-6ab084b63503,7e945536-65bd-4fb4-b6ab-8ebdd407c564,c4,c5,3376,?,p1,
1769742076.667602,CREATED,1b34db08-e5aa-42d6-bd74-f082dc0b304d,ac6cee2b-9f08-4408-9d07-238f729531a1,c4,c5,26,?,?,surb={'id': 'd96cbf0e-c05c-4bef-a6ce-5280459277b8', 'route': ['p2', 'e2', 'i10', 'x7', 'p1', 'c4']}
1769742076.7364743,SENT,a9920b24-3244-40f9-8ad1-6feb67efff91,0b20122a-f6fa-48d9-bc16-4a30dbe1771e,c4,c5,3385,?,p1,
1769742076.7365677,CREATED,6a77fd55-c3ec-4b1b-bde9-30764b985e39,54f179c7-5439-4f3b-a067-4780b5763db6,c4,c5,27,?,?,surb={'id': '6939b681-346f-403f-ae5c-b395d39eeb74', 'route': ['p2', 'e7', 'i5', 'x6', 'p1', 'c4']}
1769742077.107017,RECEIVED,3c346164-ec1d-4047-842b-f794e43037f2,580e40f0-c2af-4494-998c-c5ab4ccf0da2,c2,c4,27,p1,?,surb={'id': 'cac72353-58f5-493a-ae6b-81ef37f52d76', 'route': ['p1', 'e2', 'i9', 'x9', 'p2', 'c2']}
1769742077.5305653,SENT,15b00ba6-7c6f-4ba5-b02f-25338c6020d6,26d02529-0d32-43b8-aff6-1597d7e1d8a9,c4,c5,3378,?,p1,
1769742077.5306587,CREATED,95c9d1ac-c230-4231-9008-7297c859d8d2,02a46e31-8279-4950-8742-c015f8adb27b,c4,c5,27,?,?,surb={'id': 'deff68d1-9f94-427d-a65d-85deb27375aa', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c4']}
1769742077.5352733,RECEIVED,84490283-790c-4d6e-b280-50c5f22352ab,395fc67e-7e3f-48c4-ba75-adbfa1009a3f,c2,c4,27,p1,?,surb={'id': '86217871-b2ed-42b5-9ff8-0f72dba1f757', 'route': ['p1', 'e1', 'i2', 'x11', 'p2', 'c2']}
1769742077.8746696,RECEIVED,d907d666-03a3-49af-9a10-578d2902310f,9ffc9930-f60f-4234-bfcd-e537b0435ec8,c2,c4,27,p1,?,surb={'id': 'c5efdf98-8186-4a14-8cde-bf49ed5505be', 'route': ['p1', 'e12', 'i11', 'x2', 'p2', 'c2']}
1769742077.9645991,RECEIVED,8cba15b6-6686-458a-ae5e-62655f9e6495,87669b2c-2deb-4eb0-8ff7-ffddbbd336d1,c2,c4,27,p1,?,surb={'id': '13693d8b-f5df-44f9-a9c5-9b4a3001129e', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c2']}
1769742078.0782466,SENT,42febb2b-5801-4c72-afb3-99cae965a6b1,c85ad3a7-8a90-45eb-b0bb-3aa4d6766ace,c4,c5,3387,?,p1,
1769742078.078337,CREATED,5352ce23-c65b-4553-8089-b6f83aa14823,8041b5a3-d674-4cda-8362-11b1242f19e5,c4,c5,26,?,?,surb={'id': '2a7bb677-1ad9-4b75-aee4-db0c4cb89a59', 'route': ['p2', 'e1', 'i3', 'x2', 'p1', 'c4']}
1769742078.086748,RECEIVED,6c3bb35b-bf29-41bf-9337-68c18d68c238,c4c906f4-13a4-4938-9333-8e2c8ec73987,c2,c4,27,p1,?,surb={'id': '944779ee-5d78-42b1-8130-4a6678b8c27b', 'route': ['p1', 'e7', 'i4', 'x6', 'p2', 'c2']}
1769742078.1004398,SENT,b36e30bb-986e-4a1a-8818-fba6555c7c16,9552e5c9-fb54-4d71-b206-97ce4958dcaf,c4,c5,3359,?,p1,
1769742078.1005363,CREATED,360ff1a6-5372-4e02-85b2-955fcb22c0dc,e1382f1a-871c-469a-9e66-5543c3313568,c4,c5,26,?,?,surb={'id': '529f4d9b-3f95-4324-997a-7a8ff66b31a0', 'route': ['p2', 'e1', 'i6', 'x1', 'p1', 'c4']}
1769742078.1823623,SENT,d261338a-d051-428b-8d64-b4a20b7fc329,15a85423-94ef-421d-a876-3606b3e007cf,c4,c5,3379,?,p1,
1769742078.1824563,CREATED,9a772c44-901c-4d81-a91d-25c10f342c13,c22b973a-8dd1-48cd-a73c-dbef5b12aa20,c4,c5,27,?,?,surb={'id': '4b854ce8-806d-42ab-a290-e3863cfabc50', 'route': ['p2', 'e6', 'i8', 'x4', 'p1', 'c4']}
1769742078.2593193,SENT,e94884ec-5cb5-450f-adb5-39a50bb0cab9,fb1b22eb-7020-451a-8fed-458fc08a6968,c4,c5,3383,?,p1,
1769742078.259413,CREATED,ba923333-312b-4556-98f7-9f5296ed1929,a5373d40-3191-4bd5-a9b7-27c5ac52443d,c4,c5,27,?,?,surb={'id': '8113510e-683b-4916-b17a-33e6ac35a797', 'route': ['p2', 'e11', 'i4', 'x2', 'p1', 'c4']}
1769742078.3092742,RECEIVED,3267bac1-d88c-45cc-9c5e-d40f33db8da6,627d1a8a-8925-458c-85cf-640fb6966e6d,c2,c4,27,p1,?,surb={'id': '390d40eb-2277-415d-a218-11fd465c7983', 'route': ['p1', 'e9', 'i1', 'x12', 'p2', 'c2']}
1769742078.3273716,SENT,a416f149-192a-4f84-bfa4-65891e92b552,ba580082-2dea-4cf6-937d-805657b71e91,c4,c5,3362,?,p1,
1769742078.3274655,CREATED,8f7b4ba3-6cc9-4920-ab8a-cfb219f248c5,765be652-676f-4ae5-a57f-3ed128c7ccd0,c4,c5,27,?,?,surb={'id': '34e75a28-79e0-4b93-83dd-f29ac7ee61b5', 'route': ['p2', 'e4', 'i3', 'x7', 'p1', 'c4']}
1769742078.5306044,RECEIVED,4fae577f-b061-4e2e-aa14-c5eada68b2e5,4ac41302-b79b-4138-aa5b-45df74fad952,c2,c4,27,p1,?,surb={'id': '1d3b5e7a-0096-48a0-a5f7-c93b17580f8e', 'route': ['p1', 'e11', 'i11', 'x8', 'p2', 'c2']}
1769742078.589102,SENT,57dfb02b-9138-43d7-99f0-06c54134bd50,a0e306a9-8db1-4d60-8dae-014e1eaf2289,c4,c5,3384,?,p1,
1769742078.5892398,CREATED,2638e918-5f7f-4b7d-8c71-3809c15f9487,caa7da55-217f-46b0-8074-8aa77cdc04bd,c4,c5,26,?,?,surb={'id': 'f696c18c-ac60-4d92-89c3-6b3c83eb3c81', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c4']}
1769742078.7102923,RECEIVED,508e79a2-dcaf-44df-a8e5-c0cc781208f3,683a23d7-b407-43d4-ba84-001afde721c2,c2,c4,27,p1,?,surb={'id': 'a17ceaca-ecb4-4325-822f-c12d9ae22059', 'route': ['p1', 'e4', 'i2', 'x2', 'p2', 'c2']}
1769742078.867696,RECEIVED,05861b05-037b-4e41-9c0f-84650a160e88,9e62da07-fcc6-438d-ac3a-e4e49ba3c3f7,c2,c4,27,p1,?,surb={'id': 'ff64357b-340a-463c-80ff-9903640dde6e', 'route': ['p1', 'e4', 'i2', 'x4', 'p2', 'c2']}
1769742079.305844,SENT,28d731d3-958a-472c-b591-d06f41e5f455,5cf78b45-cec1-4a40-91a4-76213887bb23,c4,c5,3387,?,p1,
1769742079.305895,CREATED,c2e13878-a06a-4fda-b1c7-d9a9c5fc3bf6,610b6ed3-389b-4f63-9255-a1af72795253,c4,c5,26,?,?,surb={'id': '9b6c1146-7726-4c45-8c7c-830e55ef84d7', 'route': ['p2', 'e8', 'i9', 'x9', 'p1', 'c4']}
1769742079.3151636,RECEIVED,c7e7cf0c-5cff-4d06-95e3-89eeae561777,2ce37476-5e6d-4a7f-aeef-2556bc882c3a,c2,c4,27,p1,?,surb={'id': '91d6b28e-8f78-4742-aa37-f067b843b550', 'route': ['p1', 'e10', 'i6', 'x9', 'p2', 'c2']}
1769742079.5618055,RECEIVED,f272efde-c4b6-4580-a262-e4f756d8723e,98e99343-cbc2-4c75-adb0-91fd114b28f6,c2,c4,27,p1,?,surb={'id': '7baf4dda-eb12-4362-9be7-16670b5efe10', 'route': ['p1', 'e4', 'i2', 'x8', 'p2', 'c2']}
1769742080.342961,SENT,91756a84-7dcb-4b29-aa1a-35953a396b35,67e5ee2d-501b-4685-9e15-8c486a3bcf2d,c4,c5,3381,?,p1,
1769742080.3431897,CREATED,23772dd9-b52b-45c4-a884-4b4693515792,fc5398eb-ae2a-4438-a211-342c8c8a61df,c4,c5,27,?,?,surb={'id': '7fa6b595-8448-4e81-b719-f34e3eb5cd08', 'route': ['p2', 'e4', 'i6', 'x9', 'p1', 'c4']}
1769742080.3697152,RECEIVED,d0caa31b-a101-480f-8440-900ccfd19d76,457b2cdc-f98d-47fb-83e9-9f617470bb42,c2,c4,27,p1,?,surb={'id': '91af5ddd-d1d0-4a64-a424-6a87687f69c3', 'route': ['p1', 'e4', 'i5', 'x10', 'p2', 'c2']}
1769742080.416787,SENT,1ca02c89-1d86-41de-af66-14690692b18a,5c7f99c8-5406-4a1f-8ca8-f20b1cb38e1b,c4,c5,3372,?,p1,
1769742080.4169083,CREATED,eef89462-f981-4a7e-b954-b4999abc501a,55717877-eba6-44eb-b9c1-bf30979b87b4,c4,c5,27,?,?,surb={'id': '2a3aae40-f340-473d-a5a7-57088bcef10c', 'route': ['p2', 'e9', 'i6', 'x4', 'p1', 'c4']}
1769742080.6582992,SENT,d9180474-692f-4581-baaa-704ff63677ac,c03c2e87-ee18-4ad5-aabb-e1031134ac48,c4,c5,3356,?,p1,
1769742080.658449,CREATED,95d5e27a-e9c8-418d-a8ca-b6cc6dec7f7e,4e9833be-661b-48f8-bde3-f6cc0b5b71a9,c4,c5,25,?,?,surb={'id': '71dea327-8b11-4c1a-9e4d-7da1d2d00ac8', 'route': ['p2', 'e5', 'i5', 'x5', 'p1', 'c4']}
1769742080.8027017,SENT,6a9e4102-9471-4cef-8be6-22554fdd736b,0665a11e-e083-4deb-b923-99034f19f9a0,c4,c5,3380,?,p1,
1769742080.8028615,CREATED,2e605d21-7d32-40c8-8e6f-280f74e67422,d920c5e3-f664-484b-80c1-a558dda39132,c4,c5,26,?,?,surb={'id': 'ba64983e-bc6c-44f0-a16d-1d19fbcd7581', 'route': ['p2', 'e6', 'i11', 'x8', 'p1', 'c4']}
1769742080.8296494,SENT,e6cfa441-77b3-4e36-9f34-386000392328,a39f8e97-a37d-4947-a384-5e5bc555d875,c4,c5,3372,?,p1,
1769742080.8298016,CREATED,ea9d69c1-3f18-4aa8-bffa-a21a18284e9b,686a0f30-f50a-4063-8a78-ff6f6bc951a0,c4,c5,26,?,?,surb={'id': 'd724f061-c2fb-4f6c-88ab-c7c43b8f595d', 'route': ['p2', 'e7', 'i6', 'x9', 'p1', 'c4']}
1769742080.8342729,RECEIVED,f131d857-1bc6-4894-9e32-4627f1e8f623,ac37e619-34ef-4cc8-b8a8-5a57506e0b47,c2,c4,26,p1,?,surb={'id': 'cac3eef7-1a41-4b71-b19b-6d74795b5fb1', 'route': ['p1', 'e12', 'i2', 'x11', 'p2', 'c2']}
1769742081.0772395,RECEIVED,1e2dc876-5e48-42ae-bb15-1b4c1ef1cfc9,04972cdf-2a26-4b88-a922-10f17cf7ce5c,c2,c4,27,p1,?,surb={'id': 'd1c21ad2-09d7-4944-a7c7-3c13f22b35a0', 'route': ['p1', 'e4', 'i10', 'x10', 'p2', 'c2']}
1769742081.9073997,SENT,2e6653cb-e602-4f9a-b9e8-5a37188e8b05,eda0f0f5-938d-4ecb-87df-0d46dc6bf271,c4,c5,3352,?,p1,
1769742081.9074922,CREATED,c1eb5bc2-6515-4784-a91c-87511a1f2f66,ece5aa1f-ff38-4fef-ab08-3ef8e51f421a,c4,c5,25,?,?,surb={'id': 'd9a6e22e-76dc-4177-b07b-969e09c58ff4', 'route': ['p2', 'e7', 'i1', 'x5', 'p1', 'c4']}
1769742082.017287,RECEIVED,ad2d31fe-5131-40aa-94af-06a026ca37d6,425a79e8-10c6-4f17-8749-032b4d80e808,c2,c4,27,p1,?,surb={'id': '5018130c-46de-4b25-84a2-f20681891834', 'route': ['p1', 'e6', 'i7', 'x1', 'p2', 'c2']}
1769742082.2898862,RECEIVED,3d798b59-a143-4086-b6e5-d58babc38b92,388cf4ac-df61-42cb-8327-94a0345f8c71,c2,c4,27,p1,?,surb={'id': '1a84e4ad-d9fb-4672-b780-a0891c6a6cb6', 'route': ['p1', 'e4', 'i3', 'x12', 'p2', 'c2']}
1769742082.3886492,SENT,80e0fa51-e90a-4f27-a861-0cfa354f92e9,00870503-74b4-431e-80e5-f676b4af390e,c4,c5,3379,?,p1,
1769742082.3887694,CREATED,e2cd1e7e-d72d-4a04-93dd-c09fcbfd6fce,b9bfbbbc-ca97-4caa-81ce-0fb3e8aa1174,c4,c5,27,?,?,surb={'id': '4b9610b6-a92b-4656-a904-a83d05e4eead', 'route': ['p2', 'e5', 'i9', 'x6', 'p1', 'c4']}
1769742082.5244954,RECEIVED,a6e3e7fa-17d5-456d-b775-04b424cbc1c5,c928dd1e-33ab-40c5-9a19-d9812d755fda,c2,c4,27,p1,?,surb={'id': '43cb713f-f471-4629-a342-b59aa211d25e', 'route': ['p1', 'e5', 'i4', 'x11', 'p2', 'c2']}
1769742082.5407605,SENT,0b9bfe4c-bba8-42ba-b4f5-a700b0b5496b,f2dfe485-7483-4488-9457-b8550f1b0cdd,c4,c5,3375,?,p1,
1769742082.5408926,CREATED,c3329d28-d665-4bf2-bb4b-fbcafe225e39,60a76bb7-202d-4756-b89a-985e87fb837c,c4,c5,27,?,?,surb={'id': '7e3e2dd9-bee5-47b0-90d1-d8b27ec850fb', 'route': ['p2', 'e8', 'i4', 'x7', 'p1', 'c4']}
1769742082.5654862,SENT,5c168d73-5b59-4d41-80c1-610ebdaf2b7a,d9b55ee6-0847-494f-9dfd-4f98c2e29891,c4,c5,3392,?,p1,
1769742082.5656095,CREATED,2c77e0da-b9bb-44a4-add1-a8e71e585778,37cbd352-dcc3-440c-934c-ecc41a2dc695,c4,c5,27,?,?,surb={'id': '37877f8d-2b7f-4d20-bbfc-d2c0d10ba4f2', 'route': ['p2', 'e11', 'i12', 'x2', 'p1', 'c4']}
1769742083.0738025,RECEIVED,b9799d2f-3aa5-4d6d-ab7b-3c78532d9122,d9187b70-6c7b-4fd5-8729-c04632bf6ce0,c2,c4,26,p1,?,surb={'id': 'c074d26d-96a7-45c9-a31a-17fa76c0a745', 'route': ['p1', 'e5', 'i2', 'x9', 'p2', 'c2']}
1769742083.3981743,SENT,854bf1ea-7352-4350-9f06-64f93bf3b7f8,491dda00-56dc-4c22-a261-65e335bf6099,c4,c5,3380,?,p1,
1769742083.3982768,CREATED,55d37714-b9c1-465f-ac9f-07f719a6e8d5,f38e33a0-0204-4793-9c7b-9df19475f9d6,c4,c5,27,?,?,surb={'id': 'df110b5c-9c92-4307-99ad-da81e26cfced', 'route': ['p2', 'e1', 'i11', 'x7', 'p1', 'c4']}
1769742083.5797102,RECEIVED,f4ee3d3a-76f4-40d1-8eaf-a09a7b53f032,676ffc07-df6e-4e71-aea3-e8c3daeb2a27,c2,c4,27,p1,?,surb={'id': 'b65ae982-1b79-4064-afe6-c87dabdc6857', 'route': ['p1', 'e6', 'i1', 'x3', 'p2', 'c2']}
1769742083.633189,SENT,9dcd0227-d218-4049-b4d7-280fed4561a4,345fbb85-8c49-414f-9d11-fea034dd8c1a,c4,c5,3378,?,p1,
1769742083.6332924,CREATED,6532f36d-dd13-491d-adcc-bb4f49bfa5f4,b05bae22-acf3-43ba-babc-e5552e222e56,c4,c5,27,?,?,surb={'id': '3b1f349c-c981-43b2-acdf-f49ccfa5d32c', 'route': ['p2', 'e9', 'i1', 'x8', 'p1', 'c4']}
1769742083.8454444,SENT,808800cf-ba6a-4c8a-a1b5-928834ab9456,e248a0b5-ee5c-440f-be3b-2dd83164aeb2,c4,c5,3383,?,p1,
1769742083.8455975,CREATED,f07c0c37-645a-4308-9665-bca114d7ecfa,60684d7a-c506-480c-892e-22411d3960d2,c4,c5,27,?,?,surb={'id': '0046f68d-44df-4a10-972e-51d442cbd1d5', 'route': ['p2', 'e8', 'i4', 'x8', 'p1', 'c4']}
1769742084.2713895,SENT,634d5da5-81f9-4943-b09e-b7947cd251db,fca388d8-0246-46cd-8c1e-e2d5eae8d150,c4,c5,3363,?,p1,
1769742084.2715406,CREATED,1aa6b8fd-143f-4b09-b156-0cffc4d01e7a,d5315553-aa97-4186-a796-349ffccd9412,c4,c5,27,?,?,surb={'id': 'd778426a-1e92-4cd5-b400-ab8e56f85f07', 'route': ['p2', 'e1', 'i5', 'x12', 'p1', 'c4']}
1769742084.3254876,SENT,ddbcc75d-318a-41f0-a897-c79e324b32b9,b7b466d3-9ea2-44f5-9ea8-9c6a15de0652,c4,c5,3392,?,p1,
1769742084.3256311,CREATED,a8c78a4a-906e-4d8c-8177-53e0cea91259,9a60db66-535d-4da1-9358-ac8207719059,c4,c5,27,?,?,surb={'id': 'e7488195-cde1-497f-8a46-7120f5373a07', 'route': ['p2', 'e11', 'i3', 'x10', 'p1', 'c4']}
1769742084.353303,RECEIVED,00b1ea04-7816-4f97-b5ff-e8344752f633,26ad6f0b-7f31-4ff8-8491-270d08fd8d89,c2,c4,27,p1,?,surb={'id': '267a8cf5-3a92-4c21-8c27-b62fa65569ae', 'route': ['p1', 'e12', 'i2', 'x3', 'p2', 'c2']}
1769742084.7073557,RECEIVED,fccb4867-b6be-43b8-b777-5c8744744333,25ea1b11-84dd-4106-939b-ba9586c27800,c2,c4,27,p1,?,surb={'id': '449e0022-efd5-4351-89d9-d07aa6311701', 'route': ['p1', 'e12', 'i8', 'x5', 'p2', 'c2']}
1769742085.069516,SENT,4c29a528-271d-48fd-9fbb-5b5df9e7602a,aba148ff-4e96-4817-b55c-3a932bdf7611,c4,c5,3388,?,p1,
1769742085.0696511,CREATED,f4805f1c-3ea1-41bd-a7d2-8800dd832590,872835ac-7862-4df7-b212-818b80061d7b,c4,c5,27,?,?,surb={'id': '3e55ab95-cba5-41ac-a5bf-eddaccbe8390', 'route': ['p2', 'e10', 'i10', 'x5', 'p1', 'c4']}
