timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759814.262657,RECEIVED,a583ba43-a65c-4ddb-a395-1addeec8e03c,353ce305-4aad-4585-99c4-a61d57bc544e,c5,c1,27,p1,?,surb={'id': '00a42835-9229-4079-8b17-4904b2f78e51', 'route': ['p1', 'e4', 'i11', 'x9', 'p2', 'c5']}
1769759814.3201005,SENT,b0629f02-4ad0-455c-b889-d5a568c3966b,a41b3ced-38ba-45a7-a879-3dc6750ff7a5,c1,c5,3393,?,p1,
1769759814.3202114,CREATED,38a11bc6-8a86-4590-8dcc-0d505bc32d51,0be289ec-389c-4f51-b6c3-1f669c75c730,c1,c5,27,?,?,surb={'id': '75ff5811-8b5f-45c8-8f12-b98e60b453ac', 'route': ['p2', 'e9', 'i12', 'x10', 'p1', 'c1']}
1769759814.3431034,SENT,aac76d23-9b9f-4fc6-aac3-2ed0aa5419c9,6664966b-c605-4f59-9af5-0bcb159bb43b,c1,c5,3376,?,p1,
1769759814.343219,CREATED,a4613113-3af4-42ba-b03b-7ba54aae339a,2e0d34b2-d761-4e37-9abf-7c40ef5ad80e,c1,c5,26,?,?,surb={'id': 'b3727cfb-b217-462f-b6b8-b1fe4b52b6d7', 'route': ['p2', 'e7', 'i4', 'x10', 'p1', 'c1']}
1769759814.5020869,SENT,83b71415-7509-4dac-ac73-252179425ef7,767e47ed-3bff-41d9-9214-648cebf0e1ee,c1,c5,3400,?,p1,
1769759814.5021527,CREATED,40fcdd4c-a197-45c1-aa76-80b417fc8a56,9ad5fb06-fb04-4c92-a82a-96bbecc0a14f,c1,c5,27,?,?,surb={'id': '22819f17-3080-4df5-9a06-c7dc260ffc07', 'route': ['p2', 'e5', 'i12', 'x8', 'p1', 'c1']}
1769759814.5813642,RECEIVED,8614a52d-c0ab-45d4-94d9-1a9b9c826b50,4cc36cc6-57e0-4a1b-8dfe-369307a2c23b,c5,c1,27,p1,?,surb={'id': '8aae327c-fc94-4032-a276-a27708197e7e', 'route': ['p1', 'e6', 'i7', 'x2', 'p2', 'c5']}
1769759814.6827397,RECEIVED,de1464ae-5c2f-46b8-97f3-954d6a0959b4,16c48180-551f-4669-950a-b1da97d7ef93,c5,c1,27,p1,?,surb={'id': 'ff089317-59d5-4dbc-984f-ea9740a7e492', 'route': ['p1', 'e5', 'i10', 'x7', 'p2', 'c5']}
1769759814.6925101,SENT,a1aed916-d6bc-442a-bd3e-baf71d976267,c0c91720-4dee-44ad-8ca2-c848d70ebb83,c1,c5,3387,?,p1,
1769759814.6926305,CREATED,8d611a4b-1b10-41cc-a06a-b2d22a1b89b4,654b355e-2780-416f-9636-c772f5a7871d,c1,c5,27,?,?,surb={'id': '91e80cb5-2f68-46ff-9f2a-d8a13cb1b724', 'route': ['p2', 'e12', 'i2', 'x2', 'p1', 'c1']}
1769759814.866019,RECEIVED,538b465f-cf85-4f15-a21b-25cdefc9bcc7,a4fccb49-b728-4ecf-93c2-8ce9eedf09e2,c5,c1,27,p1,?,surb={'id': '03ec3090-5376-4c3e-8fd2-ccdf29600964', 'route': ['p1', 'e10', 'i11', 'x5', 'p2', 'c5']}
1769759814.8822875,RECEIVED,fb2f4546-8adb-4cde-b8c5-4732e86dbc3c,d6c01d52-e459-40a3-b9a6-fd5d55c02247,c5,c1,26,p1,?,surb={'id': 'a9d8b8e2-88fa-4eb6-8c11-aa30cc8d7236', 'route': ['p1', 'e6', 'i12', 'x8', 'p2', 'c5']}
1769759815.0076594,RECEIVED,e032ff8b-244a-4568-ac39-481f5c4917c2,39f7072e-d5bf-40e9-8e00-f97a15c80caf,c5,c1,27,p1,?,surb={'id': '922778e2-2f71-42c5-bb2c-d836ed706cd8', 'route': ['p1', 'e1', 'i11', 'x4', 'p2', 'c5']}
1769759815.1123824,RECEIVED,23678d13-ab91-4b5e-9c24-3212f198cc80,7e353d60-95c3-4db2-9678-e1e8a4c0b8df,c5,c1,27,p1,?,surb={'id': '96e70881-0b21-4c8e-aa3e-11c0d7744279', 'route': ['p1', 'e7', 'i9', 'x10', 'p2', 'c5']}
1769759815.1209471,RECEIVED,be8f941b-ac7c-4233-85b0-c621c01a6d05,54cf2453-5a37-4803-aaae-c1104040f980,c5,c1,27,p1,?,surb={'id': '63f4e663-ff2b-414d-ba03-84a74fb61955', 'route': ['p1', 'e1', 'i7', 'x5', 'p2', 'c5']}
1769759815.1459725,RECEIVED,bd3ecb3b-5c62-4a69-a717-3839978cf125,024d7246-c5a2-4362-8ba5-37b7ec6abb1b,c5,c1,27,p1,?,surb={'id': '5d3166a0-35a6-4d3e-89d7-adefcb548493', 'route': ['p1', 'e2', 'i7', 'x1', 'p2', 'c5']}
1769759815.5807807,SENT,1490ee21-d3a4-4b0c-8a61-d9a4513ac26d,50550ef0-b1f7-417f-8a20-e3712eab80bb,c1,c5,3375,?,p1,
1769759815.5809138,CREATED,1f3f6f8d-ec6c-4113-8876-72f9fa2f3b88,eeee1902-4246-4085-986c-c33b41fb9e61,c1,c5,27,?,?,surb={'id': 'af467c2d-0569-4dcf-b62c-1af1511c8cda', 'route': ['p2', 'e2', 'i3', 'x4', 'p1', 'c1']}
1769759815.8447316,RECEIVED,16a4deed-d7c1-4edb-ba59-ef63033d8b42,f1a54d21-bf74-401c-9c62-9b999ddbc388,c5,c1,27,p1,?,surb={'id': '058e353d-b26e-4c3f-9678-020f39af2b1b', 'route': ['p1', 'e2', 'i12', 'x10', 'p2', 'c5']}
1769759815.9551597,SENT,7e0d90e2-e75c-41f2-9593-068509160699,09e0f3a3-10fc-40c7-a4d6-6623834baef7,c1,c5,3367,?,p1,
1769759815.955233,CREATED,a9bb6209-ade6-4ce1-8ed1-0448065b8f68,53226469-7c6f-4b46-b6e2-a245c275cd8c,c1,c5,27,?,?,surb={'id': 'bb35763c-979e-4df5-856a-e05c01898f5b', 'route': ['p2', 'e8', 'i7', 'x4', 'p1', 'c1']}
1769759816.425598,SENT,f9dee440-ad2a-41ef-ab7c-8d20d5204d77,6426fb48-0888-4d7f-bdf3-9ff30f8b2183,c1,c5,3388,?,p1,
1769759816.4257038,CREATED,a106e38b-bb5a-4d4e-98ff-a806905bb26a,c5ae0b8c-5676-4098-afbe-04277471a131,c1,c5,27,?,?,surb={'id': '9e92ddd8-ff82-4508-8683-11d39fcb44a5', 'route': ['p2', 'e10', 'i4', 'x7', 'p1', 'c1']}
1769759816.442327,RECEIVED,47a24d68-5d8d-4451-8b17-fff9e6d07846,77b072be-8167-4419-9597-40423672b444,c5,c1,27,p1,?,surb={'id': 'a52c7117-1110-40f6-9303-5f7edf440e4f', 'route': ['p1', 'e3', 'i1', 'x7', 'p2', 'c5']}
1769759816.452242,RECEIVED,120647c7-a156-4ae2-9e6e-42f92b7ae356,f2ac7044-79b4-457d-9829-0deadc67fb7e,c5,c1,26,p1,?,surb={'id': '8b73788d-749f-497a-9311-22655739e994', 'route': ['p1', 'e6', 'i6', 'x7', 'p2', 'c5']}
1769759816.492802,SENT,da611287-3e2d-44a4-87a4-545d2d8ce522,b633fe00-0542-4cef-b2c4-7e9f553fe96c,c1,c5,3383,?,p1,
1769759816.4929123,CREATED,acdf1698-3d8d-4ea1-a01c-c6da2c9aafed,971c63c3-3c8c-49c0-ac0c-9dffe25c5a64,c1,c5,27,?,?,surb={'id': '8da55289-4a25-4b7a-9be1-22caddfec935', 'route': ['p2', 'e7', 'i5', 'x2', 'p1', 'c1']}
1769759816.529352,RECEIVED,e2975be5-cfcc-4e86-9137-72fde4fc0e35,9420bda2-d8e2-45b6-b5f0-0c52916fffe5,c5,c1,27,p1,?,surb={'id': 'dcb45e8c-8522-4eca-aa58-145702d7376c', 'route': ['p1', 'e10', 'i3', 'x5', 'p2', 'c5']}
1769759816.593902,SENT,5f781515-967f-4bb4-b0c5-67a292b33288,b69b4281-7489-479b-a8d6-925e0dc03c54,c1,c5,3375,?,p1,
1769759816.5940106,CREATED,255b2caa-5d90-428d-915f-9242b5223c61,7bdda62d-ab4f-465f-9ad4-8739d094bcdf,c1,c5,27,?,?,surb={'id': '943b0621-ef0e-4371-8b97-dfd779dbbe28', 'route': ['p2', 'e4', 'i9', 'x7', 'p1', 'c1']}
1769759816.9321473,RECEIVED,2462a09c-b975-4ce0-864a-540b31393431,2f70141f-30d6-4386-8ae6-30329a3d7327,c5,c1,27,p1,?,surb={'id': '033cd0a3-efbb-44d9-8b29-efaa1f118f15', 'route': ['p1', 'e3', 'i12', 'x10', 'p2', 'c5']}
1769759817.048809,SENT,083a3926-63b5-4eb5-abe5-e6fa3a67899f,7b15bce1-c94b-4548-a3f7-e156a3d91189,c1,c5,3376,?,p1,
1769759817.0489428,CREATED,c2e61282-1ffa-4293-8aa1-9811903acc75,ff8189a9-82fb-4ef8-abae-0eb441597750,c1,c5,27,?,?,surb={'id': '9a76562d-ecab-44bd-a0d9-6881fc907dca', 'route': ['p2', 'e3', 'i5', 'x12', 'p1', 'c1']}
1769759817.093669,RECEIVED,e4b31ba5-1eb9-40bd-8923-c2551b0e66c3,2e82f553-180e-4f1f-a6e3-e99175a5b00b,c5,c1,27,p1,?,surb={'id': '77c9c78b-3358-4f9f-b55c-25677e9ee0a5', 'route': ['p1', 'e4', 'i4', 'x3', 'p2', 'c5']}
1769759817.1978526,RECEIVED,122aca2b-c84e-4d27-889d-b1e17da16ab4,0896911c-e16f-40ac-abfb-9e5a18ee8a8b,c5,c1,27,p1,?,surb={'id': '645264dc-8643-4660-ad89-d0053dd7ee4b', 'route': ['p1', 'e3', 'i10', 'x7', 'p2', 'c5']}
1769759817.220734,SENT,60bd2aa7-f9c9-4817-8621-46503442065d,f54b4687-051d-4e0b-823f-d35e3d4ff31d,c1,c5,3384,?,p1,
1769759817.2208385,CREATED,139a37b6-2cbd-4ae0-a5fc-3e3af2349157,f62854ce-7934-4938-bd70-61a7304d41ee,c1,c5,26,?,?,surb={'id': '9f4f8e49-a080-4add-a713-9e0b9dffd68f', 'route': ['p2', 'e10', 'i12', 'x7', 'p1', 'c1']}
1769759817.2440987,SENT,10d47c40-5057-485e-a5bd-a49a3c479a7e,ca4dbcf9-4ce0-44b6-a2ab-b6c482399bf0,c1,c5,3405,?,p1,
1769759817.244195,CREATED,f5ce14a9-5796-43ec-a81f-2e93c1a2244e,dd1cf5fb-0dff-4765-8a38-8f7a0f36b1df,c1,c5,27,?,?,surb={'id': '0595f4d7-ebe1-4645-816f-cb8b4837768a', 'route': ['p2', 'e10', 'i7', 'x11', 'p1', 'c1']}
1769759817.5063586,SENT,7e8f82df-d818-4048-bca3-731a3cb2b32c,071d2bdf-2d89-4506-b26a-8a2ce0ef7453,c1,c5,3360,?,p1,
1769759817.5064397,CREATED,a4951811-50ef-47ec-8d79-b1ac36984528,10833706-36f1-4d31-afe3-10bb45de200c,c1,c5,27,?,?,surb={'id': '22400851-076f-4186-8434-b6c5eafa3518', 'route': ['p2', 'e3', 'i1', 'x9', 'p1', 'c1']}
1769759817.5212808,SENT,4164a25d-54af-4908-8fc9-b12a841cf055,eb478118-5978-43b3-84b7-a85465d22104,c1,c5,3396,?,p1,
1769759817.521363,CREATED,b1aba20a-e9fb-4b7f-b949-28a36b7a72a4,4e849df9-5e02-4ccd-a98a-341ebcd93087,c1,c5,27,?,?,surb={'id': 'f1d77b0c-82a2-4a3f-b4ea-020796e7b60c', 'route': ['p2', 'e8', 'i4', 'x11', 'p1', 'c1']}
1769759817.5298285,SENT,e62eb5b3-11b9-4d0c-aa28-fffa23e64d59,82de47d1-7be2-4770-b0bb-e702500fbf87,c1,c5,3385,?,p1,
1769759817.5299158,CREATED,31960106-229f-433a-aebb-aa508c1069de,5a7cf4c2-9a2d-4fca-bf8f-b94cef528965,c1,c5,26,?,?,surb={'id': 'cd631fba-fb13-4c37-bd13-b75e4baf8c9f', 'route': ['p2', 'e1', 'i3', 'x6', 'p1', 'c1']}
1769759817.9158494,SENT,2d6d8a0d-f02c-423e-b793-d0067d9f17f4,49d67dfb-1d27-494a-83db-be117a5e6ba0,c1,c5,3360,?,p1,
1769759817.915923,CREATED,4e2d05b0-ca17-4c31-956e-4e39e5f44fda,f8fc1460-b293-40bc-acca-7d2db1c4def8,c1,c5,27,?,?,surb={'id': '8dc41aa0-473d-4c98-8121-8e3127694db5', 'route': ['p2', 'e9', 'i10', 'x4', 'p1', 'c1']}
1769759818.3262444,RECEIVED,118bda7d-07eb-4606-a6dd-fcf825d2d54d,e4e75eb6-059a-4764-8b7d-dd054424cdaa,c5,c1,27,p1,?,surb={'id': '8ea337be-af0e-41cf-a26e-f909059ed9e9', 'route': ['p1', 'e12', 'i9', 'x8', 'p2', 'c5']}
1769759818.4730644,RECEIVED,7e9d73e2-fe1b-42e8-9767-a9e7b7d535bd,5c660285-e499-4070-93f9-b9843b6b9bd0,c5,c1,27,p1,?,surb={'id': 'b681f6ee-db95-42ff-9fa6-82f36f1d5e26', 'route': ['p1', 'e9', 'i10', 'x11', 'p2', 'c5']}
1769759818.8356915,SENT,3a230a43-323a-41f7-9c74-6d06187fdbf5,ab167573-1b1e-4d49-8b40-72a94bb92ee1,c1,c5,3359,?,p1,
1769759818.8358157,CREATED,f24effcb-2863-4175-a13d-22807b28e099,c7f453fc-8f9b-472c-a2e2-e3d8a3e9e432,c1,c5,27,?,?,surb={'id': '5d43f9de-c9ce-4bae-9ed9-30873a72a18e', 'route': ['p2', 'e7', 'i3', 'x3', 'p1', 'c1']}
1769759819.030086,SENT,1ca77b75-361a-42d7-8b42-1a934b9b2d96,8e410442-e46f-4160-b3a2-525a5a71dbc9,c1,c5,3364,?,p1,
1769759819.0301938,CREATED,cc7b00c9-8ddd-4223-976d-e900f0981f3c,005b6e7e-8474-43b5-910f-7abf3489d33b,c1,c5,27,?,?,surb={'id': '62137997-3a77-474f-b147-5cf68720ddf3', 'route': ['p2', 'e7', 'i5', 'x7', 'p1', 'c1']}
1769759819.1020696,RECEIVED,eb770e96-c60e-4b23-bc62-3e03acb64509,0ab485d3-9a5f-4a0a-9f4f-5e9d5ae568a4,c5,c1,27,p1,?,surb={'id': '26fb65a9-326d-4132-993e-702a00723485', 'route': ['p1', 'e6', 'i8', 'x8', 'p2', 'c5']}
1769759819.1333148,RECEIVED,55b34b7a-eb8b-45ae-9b47-4845d1f2c26d,f7e8f59b-468d-4b57-80ba-0d35de1d203b,c5,c1,26,p1,?,surb={'id': '7db51138-92ce-4166-8150-d9e831ace53b', 'route': ['p1', 'e11', 'i4', 'x3', 'p2', 'c5']}
1769759819.271719,RECEIVED,288d64a2-d1a2-4c6d-abf3-fca5d2c1fe5d,5b6de9c4-b176-42f6-ac6d-3aef490d2889,c5,c1,26,p1,?,surb={'id': '29cba289-1f19-4863-b7b0-b3a7864dc033', 'route': ['p1', 'e10', 'i1', 'x9', 'p2', 'c5']}
1769759819.329862,SENT,763b14d9-f23c-4aa8-bd12-b25f82addf1b,ca45e295-9987-4b4f-a9e6-232002f212e6,c1,c5,3388,?,p1,
1769759819.329965,CREATED,c3020cdc-823c-4297-a004-99c540776b23,3898a95e-e30e-4565-b448-edbf87077e2d,c1,c5,27,?,?,surb={'id': '060a1edd-533f-48bb-8ba3-b942e330d57b', 'route': ['p2', 'e5', 'i2', 'x10', 'p1', 'c1']}
1769759819.4243882,SENT,b63ceb50-22cd-48b7-92ff-d4a6d82b87a1,74b85f6c-079b-4cfd-aad7-5617632b0863,c1,c5,3395,?,p1,
1769759819.4244902,CREATED,832d2564-3ae0-4c59-aac5-d3587a8979d8,144c1258-09ce-402a-a817-c694723e58c5,c1,c5,27,?,?,surb={'id': 'b8316fcd-b0e4-45f7-a6c2-47ee3c85f026', 'route': ['p2', 'e5', 'i10', 'x10', 'p1', 'c1']}
1769759819.5355608,SENT,ab5ea383-2291-451f-a209-ae65bae3bf0a,8030f01d-27ad-4f11-ba0f-5986c19b42d7,c1,c5,3399,?,p1,
1769759819.5356627,CREATED,eaf734c5-05a4-4359-b328-b21291215759,500178a8-a2b3-4f28-82ec-ea4ffe064c6e,c1,c5,27,?,?,surb={'id': 'a43ed223-f8a2-47a3-884e-27ca567327a8', 'route': ['p2', 'e2', 'i7', 'x1', 'p1', 'c1']}
1769759819.713321,RECEIVED,cc966369-6691-4a19-9779-10d6a742df84,70b2a2f2-a25d-48c5-bf31-abcdd962bedc,c5,c1,27,p1,?,surb={'id': '145e65d4-01ec-4b93-a3bc-0482f35029ed', 'route': ['p1', 'e3', 'i5', 'x6', 'p2', 'c5']}
1769759819.8974333,SENT,1459282d-d4b0-4ebb-bdd0-7dfde2c9585f,e9938e01-88ca-44a6-bd85-25da15be692b,c1,c5,3400,?,p1,
1769759819.8975117,CREATED,998f5034-c29a-42b6-8028-7521b41c47cc,4c6e649e-eeb9-43b2-aff0-77ec0dab0994,c1,c5,27,?,?,surb={'id': '51ad2f5f-062d-4799-9f8f-fdee44deda08', 'route': ['p2', 'e6', 'i4', 'x11', 'p1', 'c1']}
1769759819.9276683,RECEIVED,8bc19c4b-7cad-4ffc-8d78-c003f38f2c46,e2dde71c-a3dc-48b1-8a1c-ee2359a61d95,c5,c1,26,p1,?,surb={'id': 'fa8758be-1c4a-4cf6-b28b-81a565efb5d3', 'route': ['p1', 'e4', 'i3', 'x12', 'p2', 'c5']}
1769759819.9799783,RECEIVED,91c7ac20-f0e1-40c5-816e-dc85f3592d92,6d94add1-a15f-41fb-87a6-e8c0cf57e6be,c5,c1,27,p1,?,surb={'id': 'd4a6f6f6-5eba-4871-96b4-a4e6a59ccb12', 'route': ['p1', 'e9', 'i4', 'x3', 'p2', 'c5']}
1769759820.1584492,RECEIVED,52e8ed00-efaa-498d-a6fe-44ff0ffed23d,07530656-1f30-4ca2-9dc1-701ae4995a2f,c5,c1,27,p1,?,surb={'id': '6d2d7f95-ab89-4e9a-8885-ab9b87683493', 'route': ['p1', 'e10', 'i2', 'x5', 'p2', 'c5']}
1769759820.2519953,RECEIVED,072a408d-8f5b-4bc5-807c-216ccb1ab74e,5985f376-7ec6-424e-b11b-2f4e741f3962,c5,c1,27,p1,?,surb={'id': '35e95733-9961-4f39-999b-12a00d34f58e', 'route': ['p1', 'e11', 'i12', 'x7', 'p2', 'c5']}
1769759820.2814522,SENT,7c4c870c-d209-40b3-9e87-150e437149a8,21a30a86-0059-4f76-89a3-929f94b76f71,c1,c5,3372,?,p1,
1769759820.2815301,CREATED,af8139ed-a811-44a5-8f95-2ac0498bad50,25c0ce14-b463-430c-92a8-bb4470d36134,c1,c5,27,?,?,surb={'id': '3134077c-5532-400a-bda6-040694b473f0', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c1']}
1769759820.505821,SENT,984be974-6bb7-4af9-91ef-5b50d43c9e71,c59cb83b-1be3-4220-a4c0-a153eebbaae1,c1,c5,3389,?,p1,
1769759820.5059712,CREATED,14ce77f9-e611-4719-9e0b-1dbc604c9b09,adb6c4fe-80a5-45cf-b03b-aacbf3357358,c1,c5,26,?,?,surb={'id': '766be1e1-62d9-4974-a6fc-f96d432bfd18', 'route': ['p2', 'e11', 'i4', 'x3', 'p1', 'c1']}
1769759820.650313,SENT,558b3313-2d65-4ba2-8204-12eadc588b26,1ff722a3-4ee8-4a57-be2f-d338e90112ff,c1,c5,3388,?,p1,
1769759820.6504593,CREATED,b5e6bbe1-2c2b-4239-bba8-fcba054039f1,577e563c-06af-4eef-87dc-d443ddadc3d8,c1,c5,27,?,?,surb={'id': 'fb2ea264-71f5-48a8-a61c-f7c85c86a313', 'route': ['p2', 'e12', 'i2', 'x6', 'p1', 'c1']}
1769759820.6831992,SENT,551aa04b-ec20-4436-8a62-7a9bbdeee277,b209de6a-bbca-4b3c-b007-d2b6b20680c8,c1,c5,3383,?,p1,
1769759820.6833518,CREATED,188a512f-6447-42ae-aebf-7c4ca8615411,0d1f6b26-37a2-4260-a732-9e11b691a54a,c1,c5,27,?,?,surb={'id': '99f1e007-1ca0-4bd5-bc1e-8da9830b6fce', 'route': ['p2', 'e9', 'i7', 'x9', 'p1', 'c1']}
1769759821.3495526,SENT,4a6053a7-fdce-4d4a-8a08-e9309fa33d34,345cb9d4-3156-4180-987a-8008f6f80701,c1,c5,3399,?,p1,
1769759821.3496952,CREATED,2df6f2e3-d186-478c-98ef-3b4acfae0be1,eec63bf4-2f2e-47e7-9237-d84ace4187b6,c1,c5,27,?,?,surb={'id': '7e30d2b8-d997-4f7e-98ef-263ce81986c5', 'route': ['p2', 'e6', 'i6', 'x1', 'p1', 'c1']}
1769759821.3646495,RECEIVED,c1c4ffa7-f471-4ad3-8759-7c364ca4d014,4924eb9f-17e3-476c-8d40-68737cf80f69,c5,c1,27,p1,?,surb={'id': '285a6c7b-534e-421a-ab7e-340d61322a7d', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c5']}
1769759821.5734546,RECEIVED,9fc12447-ed19-4997-b701-70381f0ef31e,1856dfdc-6905-4df4-862f-f5578ebd95d9,c5,c1,27,p1,?,surb={'id': 'b5b4c165-5580-4382-add5-39fe62cf79c7', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c5']}
1769759821.5894263,RECEIVED,30d09d48-c746-45a8-9bc0-8d9ca905f07d,9478d570-70a2-490e-bf76-f647f1e9519b,c5,c1,27,p1,?,surb={'id': '1d7993d6-f5d5-4df2-b0f3-b862b3cf03f9', 'route': ['p1', 'e4', 'i6', 'x10', 'p2', 'c5']}
1769759821.6273427,SENT,54eec1e7-6bb9-442b-b6d4-51b39951e5cb,fdbf6f55-2e7a-4a84-b9dc-d0297e8d0f03,c1,c5,3394,?,p1,
1769759821.6275108,CREATED,07a9db27-64f6-4d5c-9997-c5385080120a,d61a15e1-64cc-457b-80ff-c0bd28de9b3b,c1,c5,27,?,?,surb={'id': 'e4f355c6-4746-41b9-b5b4-f97eb75b6515', 'route': ['p2', 'e10', 'i7', 'x7', 'p1', 'c1']}
1769759821.652692,SENT,1e8c7853-b175-4273-8d7e-43b80777a49a,8f19539a-d404-430f-b33d-babb17f27fec,c1,c5,3372,?,p1,
1769759821.6528454,CREATED,255567af-e0d3-45ef-832c-2629b821f2ae,fb7b018b-cc2a-4daa-9e0c-78bd66fe7556,c1,c5,27,?,?,surb={'id': 'c2e359bc-756c-49df-b743-aaecb13015ff', 'route': ['p2', 'e9', 'i3', 'x10', 'p1', 'c1']}
1769759822.1601892,SENT,7784f3af-56b5-48c4-a6cc-34656f7b5319,f536da85-3ec3-4ed6-932d-4ab881668bd3,c1,c5,3376,?,p1,
1769759822.160251,CREATED,fee4b91e-9035-4d7f-8f69-83ae952897fd,80e540ab-115d-48e7-b799-984f1946758a,c1,c5,27,?,?,surb={'id': '35dbe63c-0aaa-4d6d-b967-9fa08ac4927d', 'route': ['p2', 'e4', 'i5', 'x3', 'p1', 'c1']}
1769759822.3842971,RECEIVED,7a20c670-e0e0-4dbc-860e-a82622cb8c25,24a5faf4-6a57-4bc2-8242-eed84f8c39bd,c5,c1,26,p1,?,surb={'id': 'b42008b0-dc35-4158-8f09-134d43b2f37f', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c5']}
1769759822.5972772,SENT,a38f2ea2-8136-44ff-8fb5-6f1b5cab16d5,821c6c12-4d65-44a9-aece-279742409dcf,c1,c5,3360,?,p1,
1769759822.5973601,CREATED,6c629d03-bf05-46ff-983d-87e64d29c201,f15fbb70-e93c-4b96-baed-79f606bcad7d,c1,c5,27,?,?,surb={'id': 'e9424e3c-1c89-48c5-97fe-77d7f687e699', 'route': ['p2', 'e6', 'i6', 'x6', 'p1', 'c1']}
1769759823.2248871,RECEIVED,03ca3068-222f-4db4-8fcc-b0b7b448243d,687b299a-ddff-4300-b55b-de004f3fbe17,c5,c1,27,p1,?,surb={'id': '45db0081-336c-406e-b95a-fa787311ee51', 'route': ['p1', 'e6', 'i11', 'x2', 'p2', 'c5']}
1769759823.2812207,SENT,8c13c81f-b893-4379-9dca-1aece378191a,518c1849-8d86-4302-8faa-4ca34f016a8f,c1,c5,3389,?,p1,
1769759823.281368,CREATED,522c0f48-035f-48be-b43f-7ad2b81fb343,32c6568c-82fd-40d7-81e7-ce01a2dfb067,c1,c5,27,?,?,surb={'id': '592258c1-ff24-45c4-90d2-96576d76877f', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769759823.6679237,SENT,2e2edaf1-5f81-4564-94ce-8947a8b42762,8d2aaf06-b22c-4543-a0b5-fd3c3f9ba1fd,c1,c5,3400,?,p1,
1769759823.6680005,CREATED,5ff8e810-5a73-4aea-b7a4-43d5a1404dad,fe3bdbac-63d1-4077-a730-6e1a1d16922d,c1,c5,27,?,?,surb={'id': '0c51ce9f-9a24-4097-b6ad-3757148222af', 'route': ['p2', 'e12', 'i8', 'x8', 'p1', 'c1']}
1769759823.686611,SENT,e539761b-008b-41f9-a2f6-b7913243f851,5f6e8bc4-d1d4-4ab7-b6fe-aaebd34f1728,c1,c5,3364,?,p1,
1769759823.6866875,CREATED,2fb15ddc-a1f1-48a1-a42f-6e78a3068bf3,549060e4-46d0-4099-a5fc-7e29c95bb214,c1,c5,26,?,?,surb={'id': 'c7bdd1a6-7c00-477b-98a1-4e13d1baa370', 'route': ['p2', 'e7', 'i1', 'x3', 'p1', 'c1']}
1769759823.7533717,RECEIVED,5d723658-d448-4914-9502-84750ff07776,c17bdb05-7893-4993-8d97-3d622f719725,c5,c1,27,p1,?,surb={'id': '3f453d09-6a80-4b1d-a1c0-8e95e2b86497', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c5']}
1769759823.9453387,SENT,47658184-131b-4492-9764-e97172dea071,17b62625-1926-437d-a4bf-2bb8e78916b0,c1,c5,3376,?,p1,
1769759823.9454901,CREATED,8fbaa8ac-79d6-42e6-ae27-146d33cec2cd,c06788ab-8f26-4c82-9756-32ee9619bb99,c1,c5,26,?,?,surb={'id': '85ab8b96-1acc-4dae-a2a6-b150596aaef3', 'route': ['p2', 'e2', 'i2', 'x12', 'p1', 'c1']}
1769759823.9757185,RECEIVED,920564bf-2a40-4b3c-9777-8dcbe64578ac,818d2733-1094-4d87-a024-3156e13599fb,c5,c1,26,p1,?,surb={'id': 'a6fa0937-22f9-4760-9aa1-3eb7f74ee13e', 'route': ['p1', 'e2', 'i7', 'x9', 'p2', 'c5']}
1769759824.029303,SENT,32094715-c29e-42cc-92b8-57a778706942,d9ce70a4-1b62-4774-b5ae-b9ecc73a76a3,c1,c5,3384,?,p1,
1769759824.029447,CREATED,ba5c8e5c-b4d0-4f0d-b924-86331adbad66,0b249f69-b24c-4038-92d5-4a52cdb5297c,c1,c5,27,?,?,surb={'id': 'e1118743-0998-4391-9700-9a661f894551', 'route': ['p2', 'e3', 'i6', 'x1', 'p1', 'c1']}
1769759824.2376544,SENT,6735e52a-32ef-46d4-864c-4d0c099ff7b8,a8cbbe7c-84df-4541-b292-6b248bd256ac,c1,c5,3386,?,p1,
1769759824.2378042,CREATED,3b0ae577-3482-4829-8cf4-e99a003a361e,7a7e72ed-dec1-4d9a-a8dd-b9828d06b7d2,c1,c5,27,?,?,surb={'id': '6adbcbe1-a652-4e70-8c00-08b3e475b580', 'route': ['p2', 'e11', 'i6', 'x9', 'p1', 'c1']}
1769759824.5174623,SENT,aa07ea7c-d9f9-4147-b739-62280b5fe31a,0c056ac0-6ba7-4d01-8ed6-32dfc55e631c,c1,c5,3392,?,p1,
1769759824.517625,CREATED,f36591c7-cbab-4f8e-9c5c-441e92274844,3e68c658-2dc0-44aa-8c9d-aafdd7245777,c1,c5,27,?,?,surb={'id': 'd426f032-8639-416c-ad9c-b2194f0d2c0f', 'route': ['p2', 'e4', 'i2', 'x12', 'p1', 'c1']}
