timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759991.399086,RECEIVED,f3080e66-afe3-4dfc-a12f-d0bf2c808fb9,9a4076b9-41e2-4bbd-a6c2-9b6c8109fea8,c5,c1,26,p1,?,surb={'id': '19d9a58d-00d9-4685-810e-7412d527179f', 'route': ['p1', 'e3', 'i2', 'x3', 'p2', 'c5']}
1769759991.4525518,RECEIVED,5301ddf9-358f-4c63-90d7-66e3848c7428,1d8fdc0a-d4a4-4495-bca3-85c682407d65,c5,c1,26,p1,?,surb={'id': 'efcae6c3-18c0-4f2f-98e1-f00387ac1e3e', 'route': ['p1', 'e8', 'i12', 'x1', 'p2', 'c5']}
1769759991.489265,RECEIVED,28bcedcc-c0d1-4bd5-9e64-aed3efcf4df7,d8151f0d-a958-4eb1-a8e0-793cac3542f5,c5,c1,27,p1,?,surb={'id': 'c882a672-34e6-4cd9-955e-d60e75eb1481', 'route': ['p1', 'e11', 'i6', 'x12', 'p2', 'c5']}
1769759991.5247414,RECEIVED,4300ab06-f32a-4282-84a2-d500b5c2c46c,67c18c63-d1fd-4112-a7d7-8043ee602fe0,c5,c1,27,p1,?,surb={'id': '2b486b07-36c1-4d2d-a5a9-226aebd216b9', 'route': ['p1', 'e12', 'i10', 'x7', 'p2', 'c5']}
1769759991.5342414,SENT,fa37a39e-82f9-4be8-8f23-d479deb12b3e,bf9c4f36-1e0f-4b32-b622-5dd823af1793,c1,c5,3396,?,p1,
1769759991.534377,CREATED,c509d6d2-9058-493e-9ef8-23d7d36a7632,e09739cd-f348-432e-a11f-7b3d33df6fce,c1,c5,27,?,?,surb={'id': '4c4aab05-1e1d-4d83-9b62-67b2f55c29ed', 'route': ['p2', 'e11', 'i8', 'x12', 'p1', 'c1']}
1769759991.81657,RECEIVED,3df08f23-01e9-4daf-bf37-4da3a6f9caaa,a4a73dfc-6d13-4bbd-9483-2d56f83ea315,c5,c1,27,p1,?,surb={'id': '45c9b7a1-fc70-4f29-bef7-93d37415e31b', 'route': ['p1', 'e4', 'i7', 'x4', 'p2', 'c5']}
1769759991.956133,SENT,fbb46868-9841-4758-8d80-9b77835ea061,b36f0b46-7706-4aac-8a23-11e032e324e1,c1,c5,3392,?,p1,
1769759991.9563031,CREATED,3164f92c-d593-4eff-97ac-e5f8c7f3ef1f,75fdffc1-06df-4c30-94ed-8684af8eb778,c1,c5,27,?,?,surb={'id': 'c25f68d2-248d-4846-bdb9-bac352aa4963', 'route': ['p2', 'e8', 'i7', 'x12', 'p1', 'c1']}
1769759992.1571627,RECEIVED,665d0d55-f70b-413e-99dd-ca2aa9a97268,0c30f155-cf61-4860-ba34-80b2b0a050ed,c5,c1,27,p1,?,surb={'id': '8dee84f2-e1f1-4b22-a56c-75731a7b8beb', 'route': ['p1', 'e10', 'i11', 'x3', 'p2', 'c5']}
1769759992.6535292,SENT,e6933939-002a-480d-b946-25226009fef4,c9e7c00d-f01d-4190-8b16-ac5141dee557,c1,c5,3375,?,p1,
1769759992.653625,CREATED,fc525833-429c-49af-bc30-1ea4c6c9a4b6,07783dd4-3037-4be3-9d92-77bcfbe1ba1f,c1,c5,27,?,?,surb={'id': '1ee2ec53-51b5-434f-bf5b-b694558afbf7', 'route': ['p2', 'e2', 'i8', 'x9', 'p1', 'c1']}
1769759992.70007,SENT,b75cdbff-bc5a-43a1-aaa2-0cf12e0386db,094c6069-0d87-46c4-af40-a48414f7b4e6,c1,c5,3387,?,p1,
1769759992.7001646,CREATED,6dd4dd3b-6638-4a9e-ad5e-70e159858409,cc4c98ae-8710-4ca6-af83-3fc76bb3471a,c1,c5,27,?,?,surb={'id': '26187c2a-2eab-4460-9cb8-560dc9da96a0', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c1']}
1769759992.7167723,RECEIVED,d514e251-d993-405d-b69d-62cf08f018fa,aba4be1e-1259-4168-9033-f6adf450ceec,c5,c1,26,p1,?,surb={'id': '687d6baa-7f7f-47cf-963f-add402eeb9bd', 'route': ['p1', 'e7', 'i6', 'x7', 'p2', 'c5']}
1769759993.042113,RECEIVED,838f0325-c524-4931-b475-3eb3d8fca925,8c5c8d7d-90f1-4f95-9c8b-711b281b8fe2,c5,c1,27,p1,?,surb={'id': '5aa3f249-b917-4000-8d76-c1864f87fd10', 'route': ['p1', 'e3', 'i6', 'x7', 'p2', 'c5']}
1769759993.1803045,SENT,b7f97abf-60fa-43fb-b8d5-951391ba4c5d,1dde4187-494c-47a3-bbbb-500a8c0c0092,c1,c5,3367,?,p1,
1769759993.1804547,CREATED,1b816e41-dac7-4993-b3b7-0f02a4790453,363b461d-cbd2-4537-b99e-4ad28b1a188b,c1,c5,27,?,?,surb={'id': 'a1222330-9c79-42d4-8a49-41a02e1411ee', 'route': ['p2', 'e12', 'i4', 'x5', 'p1', 'c1']}
1769759993.2657235,SENT,ea55b091-842d-44d9-8832-7fe032470ff3,652f5c19-c46c-4d7c-9ccf-cdefdd27225d,c1,c5,3364,?,p1,
1769759993.2658725,CREATED,738e3143-25a8-44db-b771-80961b126103,580059d2-2be8-46fb-bba6-cddc03fa6219,c1,c5,27,?,?,surb={'id': '78d346f6-60bb-4c8c-85ec-c31459c714d9', 'route': ['p2', 'e3', 'i2', 'x6', 'p1', 'c1']}
1769759993.2698207,RECEIVED,afb2ec8c-71db-46c9-882d-c3d8fe1c2834,bdf17297-b3a7-4b9a-8e6c-6d5216ccb17e,c5,c1,26,p1,?,surb={'id': '82024793-3fa2-49bf-ab2b-24eefcca0276', 'route': ['p1', 'e3', 'i10', 'x3', 'p2', 'c5']}
1769759993.279728,RECEIVED,29ca3324-05a6-45a8-b5ef-c821d975305c,8e7bffcd-fe1b-42e8-a744-dbd722af55a0,c5,c1,27,p1,?,surb={'id': '3085396d-08f6-46d6-985f-3043e0b07c00', 'route': ['p1', 'e5', 'i3', 'x9', 'p2', 'c5']}
1769759993.2808409,SENT,f5a51665-a9f4-434a-97e2-1e5043f21520,3329e3e9-1721-4907-8a92-3bad65666689,c1,c5,3398,?,p1,
1769759993.2809758,CREATED,03fa6544-72a8-4e0a-a0dc-824856b319ea,603afa52-403b-40e4-a31b-52e29637843f,c1,c5,27,?,?,surb={'id': '854011c6-5544-462d-9d0e-37340c543aef', 'route': ['p2', 'e5', 'i6', 'x2', 'p1', 'c1']}
1769759993.691754,SENT,14cab996-fe28-4511-917d-3e43eb5d6524,64f9edf4-e4b8-4b7e-b749-ed43d1eb5ed5,c1,c5,3383,?,p1,
1769759993.691888,CREATED,edddb7f6-768b-477d-aa17-1320186b1eb7,de983305-edea-4ebb-8ea4-04a717cd55e2,c1,c5,27,?,?,surb={'id': '02d7186c-8c47-4095-80fe-3424825bcf2f', 'route': ['p2', 'e6', 'i5', 'x3', 'p1', 'c1']}
1769759993.9007993,SENT,808f7388-b271-47b0-bd54-ac5b7074ca27,541bdde1-8336-4c0b-abb1-8f03c3963f18,c1,c5,3404,?,p1,
1769759993.9009354,CREATED,50547847-b947-48fb-a79d-5c0b78acf65d,2e281d9f-e008-4ff3-9b75-fb54fd161681,c1,c5,27,?,?,surb={'id': '2357e675-a4f3-424a-b892-fed755f552db', 'route': ['p2', 'e11', 'i3', 'x11', 'p1', 'c1']}
1769759993.9468281,RECEIVED,fec463ba-82c1-4780-add4-450a5c9f65d5,8c0ff86f-18d0-448f-97ec-13ae73d937bd,c5,c1,27,p1,?,surb={'id': 'e93b679e-e410-4f2f-adca-04c134af9d15', 'route': ['p1', 'e5', 'i11', 'x8', 'p2', 'c5']}
1769759994.117616,SENT,7427b0de-c192-42f1-a003-a242b9e66af3,a29a61a3-64c1-4037-bbce-08f6693973f4,c1,c5,3384,?,p1,
1769759994.1177497,CREATED,1a0c5405-2237-4d63-a570-8b0e1b22097c,5d2ad185-a031-490e-8a8b-cd907237a897,c1,c5,27,?,?,surb={'id': '4acbbd02-a9dc-4c24-9456-d7d1123e9dc7', 'route': ['p2', 'e8', 'i10', 'x7', 'p1', 'c1']}
1769759994.482336,SENT,7943bc4e-8b6e-4633-b44c-2434212cf7b3,f056f6bd-5bd8-4d4f-9996-ca0291be5e05,c1,c5,3376,?,p1,
1769759994.48243,CREATED,4d6654ca-2c51-4234-a8d6-5b16f5afa740,8cae28d1-257c-4375-9165-ba0c2b39adbd,c1,c5,27,?,?,surb={'id': 'f0014eb2-af2d-43f7-96a0-af3eaff71e35', 'route': ['p2', 'e9', 'i3', 'x3', 'p1', 'c1']}
1769759994.5324597,SENT,ac1596ad-98ee-4b4e-8f64-412915a1291b,24c2084b-c2e8-42ee-a44d-8b66f0ad895b,c1,c5,3384,?,p1,
1769759994.5325508,CREATED,b253e59d-df22-4d75-90e8-f5740c360632,d7db9a78-a4ee-4e78-a740-712a6cb813d5,c1,c5,26,?,?,surb={'id': '86569b43-a37b-492b-b73b-1fd12091c007', 'route': ['p2', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769759994.5488863,SENT,dda2866b-81e5-425b-ac1a-9cc14d9f3c20,4e33da8b-bdfc-4434-bcbd-d08092eaeb1a,c1,c5,3387,?,p1,
1769759994.5489755,CREATED,c389dc7c-8335-4bc6-9c1f-8b6c7b48b78e,cea1de39-26f0-43ea-b3ca-c30828c84ed9,c1,c5,27,?,?,surb={'id': '9d00c136-93eb-417e-8f0d-061f3e899247', 'route': ['p2', 'e2', 'i8', 'x3', 'p1', 'c1']}
1769759994.6080158,SENT,b4c536bb-9c0a-468b-85b0-10984c6bb8be,3378fb0d-9461-427a-a9f3-f45cbd4bd75b,c1,c5,3400,?,p1,
1769759994.6086948,CREATED,5eabdf0a-10af-468c-8a01-d4fdf9ecef30,82d9a8e7-b847-484a-b972-586bdc42d661,c1,c5,27,?,?,surb={'id': '49806e72-efbb-4737-988a-1b37158bb414', 'route': ['p2', 'e11', 'i12', 'x12', 'p1', 'c1']}
1769759995.4666948,SENT,f6ad6fd8-babd-456b-8c38-1a0cb2999eff,5a91a7d0-e0a2-4093-a737-eb604bb1c0d9,c1,c5,3383,?,p1,
1769759995.4668272,CREATED,3245fc94-f621-4891-976b-f6a1bf6facfa,7433c524-0459-4fbd-88ef-5bbb4d3d3cc0,c1,c5,27,?,?,surb={'id': 'c1d53441-d0d2-40c5-98bb-4387da015e27', 'route': ['p2', 'e3', 'i2', 'x5', 'p1', 'c1']}
1769759995.5454097,SENT,1c1519d9-8716-44ca-b3b6-1f91c286bfea,9ee59929-1c60-4ab7-835b-e7d88287b7d6,c1,c5,3377,?,p1,
1769759995.5455027,CREATED,4eec2018-0e57-4f52-910c-896e934da5cd,ff3a78e6-17fe-439c-ad26-d29bf008fc67,c1,c5,27,?,?,surb={'id': '320b1747-8484-4cb6-91d4-ed76ce6b7a8a', 'route': ['p2', 'e10', 'i1', 'x9', 'p1', 'c1']}
1769759996.134534,SENT,1b31f744-e663-46bd-bcee-9785532fb933,e6df9590-4883-4820-8239-5fa3906420f7,c1,c5,3387,?,p1,
1769759996.1346655,CREATED,925d3845-deba-4b16-85ac-277caf4e339f,fa088a61-fda8-493e-b9a9-14ea1cb562d6,c1,c5,27,?,?,surb={'id': '1210b6f2-5c9e-49e8-826c-c770d5d3ed45', 'route': ['p2', 'e3', 'i8', 'x8', 'p1', 'c1']}
1769759996.8961675,SENT,62753f9b-de35-45ac-8933-73e2c089ea12,ff50c78a-eeb1-4bc1-8f9a-2f391bfe3b48,c1,c5,3386,?,p1,
1769759996.8962412,CREATED,466538af-7817-4946-b7e8-5d6ef831d1b1,e3d4f58c-fc65-4eda-8737-b132db1074fb,c1,c5,27,?,?,surb={'id': '00896657-ae54-43fb-9220-3d9e6b61933c', 'route': ['p2', 'e1', 'i1', 'x3', 'p1', 'c1']}
1769759997.1014154,SENT,89c5eef5-4f48-4fd8-9dc2-8dad657476d3,6536a27c-12a6-4e04-86fc-dd751aef0147,c1,c5,3372,?,p1,
1769759997.1015646,CREATED,a222ec58-06a4-44cb-8757-c3c5adaffe5f,0b669375-7ca7-4502-96f5-a32fd85142bc,c1,c5,26,?,?,surb={'id': 'b4b792da-294e-44f9-9224-6979d7c04fd5', 'route': ['p2', 'e4', 'i2', 'x5', 'p1', 'c1']}
1769759997.4622774,RECEIVED,f2259b20-5f45-43eb-808c-f984e35b45e3,82555a55-5e8a-42e7-bb1a-9653296f9fbb,c5,c1,27,p1,?,surb={'id': '85d47c14-be8e-4527-97ba-7a1b52ddf1cc', 'route': ['p1', 'e7', 'i10', 'x4', 'p2', 'c5']}
1769759997.5056565,SENT,e8253da2-be2d-482e-a371-835c80af1dff,65888243-a3d4-4075-a8e5-49ca6bf9dee2,c1,c5,3348,?,p1,
1769759997.505808,CREATED,2eec590b-45f1-46b1-b8d0-0a8240bc30f5,2a27a091-b43b-4af3-9135-9ab684161155,c1,c5,25,?,?,surb={'id': 'b8c181a3-408a-4d13-b904-d66314b26e64', 'route': ['p2', 'e8', 'i2', 'x8', 'p1', 'c1']}
1769759997.5901701,SENT,6797ea16-7d90-4e52-b162-15bf18160878,5249a9da-2f2d-48c0-9a86-cfbaddc48d6b,c1,c5,3379,?,p1,
1769759997.5903196,CREATED,05a5a3ff-7934-49a3-975e-786e23956d20,0dae2a85-6db6-4211-8493-695e7d7293fc,c1,c5,27,?,?,surb={'id': '3f650836-6205-4895-92c9-d7a201fb40c6', 'route': ['p2', 'e11', 'i1', 'x6', 'p1', 'c1']}
1769759997.7631586,SENT,623f71c3-058d-4c09-9299-07d109bafa4b,0e963c69-6b29-474c-bb02-aff5790bd36f,c1,c5,3367,?,p1,
1769759997.7632587,CREATED,050d1d42-e53a-40b8-a06c-297ed21fbcf3,5f11afd0-a51f-4831-8547-c282bda882d7,c1,c5,27,?,?,surb={'id': 'df1bae3e-2dd9-4840-9044-d01f1b5d607e', 'route': ['p2', 'e6', 'i4', 'x5', 'p1', 'c1']}
1769759997.7707398,RECEIVED,3c86357b-4709-4fe4-8849-ac2c38ba9173,bae2e994-057f-4963-ab27-da129b3dd8f7,c5,c1,27,p1,?,surb={'id': 'a246fc3f-b5d7-40ac-96f2-70f3841a0872', 'route': ['p1', 'e10', 'i11', 'x5', 'p2', 'c5']}
1769759997.8311276,SENT,05fcd106-6c64-4f19-93f6-5872a9e85b7b,fc012bc4-88dd-44dd-b71d-2de75d946504,c1,c5,3391,?,p1,
1769759997.831205,CREATED,5bc06dc4-0350-4f1c-acd2-078973656bd0,d3cb3cbb-c68f-4f5a-8431-16a989799b74,c1,c5,27,?,?,surb={'id': '195683c5-89b4-4bc2-9cfd-09dd8c60437c', 'route': ['p2', 'e12', 'i10', 'x8', 'p1', 'c1']}
1769759997.8741632,RECEIVED,0d23f559-0e79-4488-88a6-3d0d21b078b7,3d9527e2-84f1-4ba7-9cbe-1b3bcd6864ef,c5,c1,27,p1,?,surb={'id': '8411fc8b-9b74-4cb2-95e9-9da997c403b0', 'route': ['p1', 'e3', 'i12', 'x3', 'p2', 'c5']}
1769759997.9234352,RECEIVED,49e2675d-dc2a-4493-a050-115669fea836,f98919ef-dbd4-4524-b12f-f680ffa95d16,c5,c1,26,p1,?,surb={'id': 'f99f7bee-f300-4e27-acc4-bdd966038f29', 'route': ['p1', 'e10', 'i2', 'x7', 'p2', 'c5']}
1769759998.083307,RECEIVED,91e5a670-f124-498c-a321-2e4ec1a6fad1,205b70ba-3be7-4c43-8b1a-e2e1c274e5eb,c5,c1,26,p1,?,surb={'id': '862321a8-7fce-4db5-a577-328155736058', 'route': ['p1', 'e3', 'i1', 'x10', 'p2', 'c5']}
1769759998.10651,RECEIVED,3dad01a5-645c-468f-a1c8-d40c318e5950,68fefea5-d18a-4dcf-80e0-1f3c57552485,c5,c1,27,p1,?,surb={'id': '6e1442bd-10ca-4630-be54-fa68a990eab7', 'route': ['p1', 'e12', 'i9', 'x2', 'p2', 'c5']}
1769759998.1362891,SENT,a84b130d-c5a5-41c0-80d9-f55b306ef3dd,59f09f3e-d75f-42ed-a7c8-ceb0e1dc98f6,c1,c5,3375,?,p1,
1769759998.1364095,CREATED,843b8dc4-5255-4e07-ba01-5896629a5fa8,51459fac-5ced-4419-bf45-f290a74c3dff,c1,c5,26,?,?,surb={'id': '37fd71dc-ec9f-4fc0-adaf-1a027c50b213', 'route': ['p2', 'e5', 'i2', 'x4', 'p1', 'c1']}
1769759998.384142,SENT,6a75a3b7-7fb1-495f-947e-1dddf4efa054,0bdb2d1b-151d-4cbd-90b7-4851429a196f,c1,c5,3392,?,p1,
1769759998.3842642,CREATED,5f50087f-8616-42df-8b28-7d44181363dd,779f73e4-2264-4506-aa61-81839bb2f263,c1,c5,27,?,?,surb={'id': '88800996-94aa-43c4-99cc-7e03854e6f01', 'route': ['p2', 'e3', 'i12', 'x3', 'p1', 'c1']}
1769759998.594877,SENT,af7e2fec-8902-4ac5-90be-f5b076625e04,b20b4d11-ced5-4dde-a426-a9966d543825,c1,c5,3384,?,p1,
1769759998.5950036,CREATED,4a85cf64-93a3-4aa8-8d25-774f553a28ec,ad9650fe-31bb-45ba-ac9d-1523db29a49d,c1,c5,27,?,?,surb={'id': 'a859c985-21ec-43d6-9587-19d0ff699699', 'route': ['p2', 'e7', 'i4', 'x7', 'p1', 'c1']}
1769759998.9504423,SENT,73d689c7-039c-4686-8b3b-705f6dd25fbd,a59b6da9-4f2a-43b7-b029-cdf2082fa790,c1,c5,3379,?,p1,
1769759998.950568,CREATED,8c2b3f5b-c0b8-4d35-a948-3ecfeb507f5a,0697f9af-0f12-4803-bc56-e73050bfc61c,c1,c5,27,?,?,surb={'id': '4121959f-05c6-4735-b70f-c5c5b6db007f', 'route': ['p2', 'e7', 'i7', 'x7', 'p1', 'c1']}
1769759999.0841715,SENT,67272c5f-ed76-449d-baec-96f1605d2a74,4d092c73-6f7a-4f0c-9a15-7983d320e1c4,c1,c5,3401,?,p1,
1769759999.0842812,CREATED,a0da2950-8780-4cc0-931d-1a9081d6700d,c57932b9-e8a9-465e-83d2-6d4e6d1a79cc,c1,c5,27,?,?,surb={'id': '0cd8a79c-0df6-4f9e-aee7-ef2440964e38', 'route': ['p2', 'e7', 'i5', 'x9', 'p1', 'c1']}
1769759999.21328,SENT,d61d13c3-8dbf-4c0f-b3cb-80be7eaaf015,3ab44638-a310-4d4f-ac22-9336ce3f841c,c1,c5,3385,?,p1,
1769759999.213409,CREATED,3a5a5b76-139d-482f-a135-e9d4a9926981,fd2561a7-11b3-4948-a781-4830db2a6930,c1,c5,27,?,?,surb={'id': '1aff9f9e-900d-4b65-a744-86df3973dfc0', 'route': ['p2', 'e11', 'i9', 'x12', 'p1', 'c1']}
1769759999.4365141,RECEIVED,132c2eca-44d6-4d14-ac0a-ec5c4eceb661,814a2ebc-d08e-4d48-8a41-7b51fcd25d5a,c5,c1,27,p1,?,surb={'id': '081a46f0-bb51-4843-9210-ba0d7407d1df', 'route': ['p1', 'e6', 'i2', 'x3', 'p2', 'c5']}
1769759999.4498498,RECEIVED,f2597566-7f65-4d4e-970a-e39e5c5b9c48,6c71fb8f-4e05-474e-aedd-1e135b5e8ce1,c5,c1,27,p1,?,surb={'id': '22307b75-b1a3-4ad3-8d46-ba6246affe68', 'route': ['p1', 'e7', 'i5', 'x9', 'p2', 'c5']}
1769759999.6570182,SENT,ad03f700-77e0-4dee-8c24-c4e7f654964e,c2b71ac7-be9a-45b7-96fb-6a457bc0ef22,c1,c5,3371,?,p1,
1769759999.6571693,CREATED,f2e6510d-bbad-4328-8fb1-3f357dfae2f7,c8b2f982-ea9a-4836-9a17-b1ae697b1479,c1,c5,27,?,?,surb={'id': '3608114f-164d-498f-b71b-0cf32b1e9037', 'route': ['p2', 'e3', 'i6', 'x12', 'p1', 'c1']}
1769759999.8392513,RECEIVED,c6e09df9-3a42-454a-b3d2-24d523a94364,a876cd6e-45af-4220-bfc6-1b7a15af530e,c5,c1,27,p1,?,surb={'id': 'c7b21348-e28a-4739-abe2-c38dca373882', 'route': ['p1', 'e3', 'i9', 'x10', 'p2', 'c5']}
1769759999.9597392,SENT,b3de3131-f7af-4d59-84d7-eec7c23ec7dc,dbedaa7b-92c5-4e5f-be4d-f629057474cc,c1,c5,3395,?,p1,
1769759999.9598265,CREATED,6db4e9f5-7482-4596-9f03-323291c36a81,eada6bba-b224-4420-a42a-c970e31d0905,c1,c5,27,?,?,surb={'id': 'be73b20a-0ac3-44ad-836a-b64430b2976a', 'route': ['p2', 'e12', 'i4', 'x2', 'p1', 'c1']}
1769760000.1197681,SENT,a2848c20-5284-42c5-935c-dd5e2cb34b90,5ff3bb45-6694-4aef-a09e-544ee8a6b298,c1,c5,3396,?,p1,
1769760000.1198554,CREATED,a2006c33-3843-40ae-b65d-0a364bf8e337,b6d00039-9d00-41e1-9271-0960511922fe,c1,c5,27,?,?,surb={'id': '071d3a75-59f1-4e62-ac87-7d9db6268122', 'route': ['p2', 'e4', 'i11', 'x9', 'p1', 'c1']}
1769760000.2814023,RECEIVED,c118bab3-487c-414f-984b-70c1598fd8b6,bf223f75-5093-4812-b9e1-f7ac945088a1,c5,c1,27,p1,?,surb={'id': 'fb73d8b7-52c2-4613-ac3d-d43d1f8e6488', 'route': ['p1', 'e7', 'i5', 'x9', 'p2', 'c5']}
1769760000.397204,RECEIVED,5d4874ba-4c8d-4b45-81b8-7dd85f33db3c,9d912b23-ac7e-4493-b283-59f301452202,c5,c1,26,p1,?,surb={'id': '5ef7b2a9-048e-4dae-a947-760b0b0375d7', 'route': ['p1', 'e7', 'i1', 'x9', 'p2', 'c5']}
1769760000.3999293,RECEIVED,337f5eda-11ba-42bc-b042-332db371ad75,d4d1b500-05bc-40ab-95ef-193d834da04a,c5,c1,27,p1,?,surb={'id': 'd991adce-f6ef-4a1d-a93a-6d0c0b85602a', 'route': ['p1', 'e1', 'i6', 'x2', 'p2', 'c5']}
1769760000.4358778,RECEIVED,bae01da2-951d-4f06-a0bb-2ad67084f01c,e7032db8-ecee-49c7-b8b3-2b88da334f1e,c5,c1,27,p1,?,surb={'id': 'a5629e3e-1107-4b2b-88d2-8b0fd3aa4588', 'route': ['p1', 'e8', 'i7', 'x10', 'p2', 'c5']}
1769760000.7601204,RECEIVED,ff14cbe0-3e91-4cb5-bba1-9ee65019c944,f6d066f4-b7b0-4816-b3bc-c81ff9e5f9e9,c5,c1,27,p1,?,surb={'id': 'daa891af-42d4-4d15-8ca0-41668e35a8d0', 'route': ['p1', 'e2', 'i8', 'x8', 'p2', 'c5']}
1769760001.231463,SENT,ce22e1bb-eaef-4448-b9c2-8032ce0b91e4,f2671450-7571-425d-a6c2-39e5934af88e,c1,c5,3367,?,p1,
1769760001.2315934,CREATED,1db93aeb-524e-457b-8f12-569708dab33a,9d0ac97b-f5cd-4388-bc3a-6c7c4de7e33b,c1,c5,27,?,?,surb={'id': '3979abce-a06c-4d59-86a5-16d25ae0e5c8', 'route': ['p2', 'e12', 'i4', 'x5', 'p1', 'c1']}
1769760001.5997148,RECEIVED,e3435cfa-591b-48f1-a72e-9a148c374b03,f594acc5-b8f7-4afd-aee9-78996e85d34a,c5,c1,26,p1,?,surb={'id': '8bb169c7-bae7-4d9d-b3c9-483dff21ac76', 'route': ['p1', 'e8', 'i5', 'x11', 'p2', 'c5']}
1769760001.6081886,RECEIVED,a37e64d0-608e-4793-a1eb-9b95aa684995,49dc29b0-1c62-473f-bd9d-fa030a7927fa,c5,c1,27,p1,?,surb={'id': '205e9d82-d7f2-47de-9c94-d33eb74d55c9', 'route': ['p1', 'e8', 'i11', 'x5', 'p2', 'c5']}
1769760001.6615114,SENT,337e46a1-a854-49c0-97f2-be3ad14b0f9a,de3b01b2-b678-4e3f-9bb2-6eaf47cf6f1d,c1,c5,3396,?,p1,
1769760001.6616879,CREATED,8460344d-0940-48b2-86ab-29e9b5df01af,8acbd44f-a59e-4202-89c3-c4321accb566,c1,c5,26,?,?,surb={'id': 'c3345f8b-f486-4522-96ce-019a736f0507', 'route': ['p2', 'e1', 'i10', 'x10', 'p1', 'c1']}
1769760001.6696546,RECEIVED,122d2ca0-1226-492e-82b5-f5f992f74770,a359ee82-03cf-4cf6-a48a-f7a2544c4604,c5,c1,27,p1,?,surb={'id': '9ed2ec27-ebea-4659-ac4f-4cba78e1c5cb', 'route': ['p1', 'e6', 'i1', 'x2', 'p2', 'c5']}
1769760001.87064,SENT,bbe1f026-d45b-4593-a59a-d8d9f46de6e3,9437752f-94f5-4d4e-ac11-03e6190dc2ba,c1,c5,3383,?,p1,
1769760001.8707926,CREATED,25dccb86-8794-45c7-a527-3a638c951170,7e4985de-abfe-48ac-93e7-622ad390f076,c1,c5,26,?,?,surb={'id': '1fab2edd-89c2-445a-ae80-d0881fac8b6d', 'route': ['p2', 'e11', 'i6', 'x9', 'p1', 'c1']}
1769760002.1374757,SENT,fedb7b1e-b101-4212-a464-4f56aa5faabb,5024934d-8daf-41f2-ae54-35a8f82e1d7d,c1,c5,3388,?,p1,
1769760002.1376271,CREATED,73af8622-2a3f-4676-a43a-76c3d6c57785,886289ad-6fc3-4b00-af18-63610ac7fb2f,c1,c5,27,?,?,surb={'id': '0d11e164-52af-47f5-858e-4d8979d86dd6', 'route': ['p2', 'e12', 'i10', 'x1', 'p1', 'c1']}
1769760002.369201,SENT,c106ca2d-52fe-4a31-ab9c-126eaec49936,01cbde4c-7d17-4cc0-b8b3-914ff1f31d10,c1,c5,3392,?,p1,
1769760002.3693016,CREATED,557adf0a-95d5-4716-9b99-aabdb98429de,8b35d256-6bde-4345-a40d-968e45c31044,c1,c5,27,?,?,surb={'id': '16ae332c-c0b1-47df-bf38-29d88f467964', 'route': ['p2', 'e12', 'i8', 'x4', 'p1', 'c1']}
1769760002.44816,RECEIVED,9b1e8b3c-b006-4e29-9873-aaba37021c98,392ba7ef-26cf-4801-acf8-9832d6a95e60,c5,c1,26,p1,?,surb={'id': '2b8058ff-d0ed-42d8-9230-b09aa82ad433', 'route': ['p1', 'e4', 'i6', 'x2', 'p2', 'c5']}
1769760002.70397,SENT,84eb2e06-de4a-4dd2-ac2a-a6bd8e273f99,a56b801a-c8f9-4495-ba82-04d925902bbc,c1,c5,3391,?,p1,
1769760002.7041588,CREATED,6d832b6a-2940-44e5-8762-9dcce1d4aecf,c548b25b-fff1-49f4-8913-6f12cf560f82,c1,c5,27,?,?,surb={'id': '45a673e9-f053-458e-afd1-bba840541404', 'route': ['p2', 'e8', 'i10', 'x10', 'p1', 'c1']}
1769760002.7805002,SENT,c4c8a380-f5bd-41cf-8544-6a144e75239a,ba7f8db8-c5a6-4e4c-a795-bd2df96b36b9,c1,c5,3386,?,p1,
1769760002.7806723,CREATED,53009757-6a16-4258-be5e-1eb60a24acc9,b9dca10f-1284-4005-9817-b262e70df44f,c1,c5,27,?,?,surb={'id': '038f7134-a5e3-4de0-a0d3-4825f1b30fe0', 'route': ['p2', 'e4', 'i3', 'x1', 'p1', 'c1']}
1769760002.9840345,SENT,49b7b35f-2ac1-4e2e-a580-8de52043502b,6575666c-be2f-43a0-a56d-10d5e5582f9a,c1,c5,3358,?,p1,
1769760002.984226,CREATED,ad6db99b-a9b9-4ca8-961d-4b40c3937910,86fbdcb7-cd32-4474-a6c1-923301ad9f7c,c1,c5,27,?,?,surb={'id': '5a15255d-c61b-4f70-83d8-904e53445d61', 'route': ['p2', 'e2', 'i9', 'x11', 'p1', 'c1']}
1769760003.416304,RECEIVED,a3277a54-305c-4d2c-8f2c-a86f48911882,553cf956-17fa-4c20-b5b2-de15b98d4ade,c5,c1,27,p1,?,surb={'id': '2997826e-8c70-405b-ad74-e9c246d0b9bd', 'route': ['p1', 'e6', 'i12', 'x12', 'p2', 'c5']}
1769760003.684737,SENT,f5506c5a-f7cd-43bb-ba4a-b8bb5eb44359,adaf70be-02f2-4f51-8584-2e91fccae99b,c1,c5,3387,?,p1,
