timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760205.0842564,SENT,893be52c-1c35-4d9a-bfaa-42faab28d027,d0bc94d0-fff5-40cf-8e66-57f2aa18a437,c5,c1,3363,?,p2,
1769760205.0843894,CREATED,3c4b5dcf-57b2-4a0f-b6de-b35fcfefa1c7,eee20c80-2bb9-47fc-8be9-6e22920c1f4e,c5,c1,26,?,?,surb={'id': '7d284ca8-627d-43fc-8349-80761e651781', 'route': ['p1', 'e8', 'i3', 'x3', 'p2', 'c5']}
1769760205.189156,RECEIVED,842423a5-09fa-4317-8a73-af944f77d70c,b0bb2cd6-b15b-48fa-b2fe-509e9d756ea4,c4,c5,27,p2,?,surb={'id': 'dfc5c46d-71f5-4e48-9597-9f064ae77102', 'route': ['p2', 'e8', 'i1', 'x4', 'p1', 'c4']}
1769760205.1908574,SENT,f5de54a8-5012-409f-8aa2-dbfdfd3e999b,ff493415-7bb1-4dac-a365-d22e549a1a5f,c5,c1,3386,?,p2,
1769760205.1909883,CREATED,226124e5-918c-471d-b5b5-b9439bd3abb9,335bbf06-1111-4423-9099-bba4130b677b,c5,c1,27,?,?,surb={'id': '0f40dbc3-0a11-489d-8f7e-38988f64291e', 'route': ['p1', 'e9', 'i2', 'x7', 'p2', 'c5']}
1769760205.250326,RECEIVED,8fb96b73-5a6e-4d0a-8d9f-5b1232f0b9d8,4d41145b-121d-417b-a3ee-2326354ff579,c2,c5,27,p2,?,surb={'id': 'd92db99b-7fd6-44cc-95bd-9eecb53a2bb2', 'route': ['p2', 'e7', 'i3', 'x1', 'p2', 'c2']}
1769760205.4061918,RECEIVED,d38e831a-8a57-4280-876a-167034df0532,93b3eb8c-e8f3-49c0-8108-f9df490a3839,c2,c5,27,p2,?,surb={'id': '3552706f-2ac7-491e-8eb0-d9fe05181131', 'route': ['p2', 'e9', 'i7', 'x1', 'p2', 'c2']}
1769760205.4124439,SENT,be878ede-66d9-4007-9533-edf680f2cf3d,61fe9ca3-6bc8-40e1-b007-5f29da2cc9b9,c5,c1,3383,?,p2,
1769760205.4125376,CREATED,9ca8c88b-ab7e-43b5-bfa3-f318cf652777,01edecb5-7c61-4b9f-afe7-23e2f49eef19,c5,c1,27,?,?,surb={'id': '5e9437a5-f911-4ddb-92bb-c52c1f7c53c6', 'route': ['p1', 'e10', 'i12', 'x8', 'p2', 'c5']}
1769760205.5820744,RECEIVED,60140649-d2d3-4213-8e1d-b99c542014d2,c4d827ce-10d3-435d-bc7e-000fe3ac2d53,c1,c5,27,p2,?,surb={'id': 'ba653987-f701-45f2-bf3d-3b91d66c83a3', 'route': ['p2', 'e7', 'i10', 'x3', 'p1', 'c1']}
1769760205.6102593,RECEIVED,295c8f3a-b73d-4841-8a48-c129fcd67aeb,e4760922-8e2f-4745-8d54-20ead63bac1c,c2,c5,27,p2,?,surb={'id': '1df407bd-da10-441b-aa7a-630c8e4818e6', 'route': ['p2', 'e4', 'i6', 'x4', 'p2', 'c2']}
1769760205.6548083,SENT,96af7344-54bb-4548-a340-198c896a02db,84977af9-49bd-4efe-aff3-85bc291dd82b,c5,c1,3363,?,p2,
1769760205.6549392,CREATED,d79916eb-9c3e-41cb-9c6a-83a70ee776b7,e4df5539-796f-4b0f-a218-f59c06989092,c5,c1,26,?,?,surb={'id': 'adf7f17c-5fa0-4fa6-be51-11e8a804f76f', 'route': ['p1', 'e2', 'i2', 'x8', 'p2', 'c5']}
1769760205.6738863,RECEIVED,e441b8d0-8670-4f39-9588-e2b408a1b77f,18eeeab7-53ff-43d8-9d95-fee52d75decf,c1,c5,27,p2,?,surb={'id': '752d1192-c4b9-43ab-af1f-0c69fc2a1d9e', 'route': ['p2', 'e5', 'i11', 'x6', 'p1', 'c1']}
1769760205.7099059,SENT,43267d18-b5e1-4de1-84ba-9cc1440fb16a,8f543d61-8bc9-47e6-a9c0-32a529bb1269,c5,c1,3369,?,p2,
1769760205.7100654,CREATED,48a09d9c-33ea-4911-be2f-356f46127dff,79641cbd-5a70-4974-a678-6fa0d5f4e33e,c5,c1,26,?,?,surb={'id': '8ffa49b7-e61e-4e5a-ac2f-f1fb6def5020', 'route': ['p1', 'e7', 'i11', 'x11', 'p2', 'c5']}
1769760205.8056583,SENT,ab2639a5-7fb7-45e5-9379-eb5609df5515,038785e6-8cd9-49aa-86cb-98899982a151,c5,DROP,2012,?,p2,
1769760205.8057773,CREATED,232cd34e-0649-4783-8ea6-a81075320a85,43d420c1-0394-470a-9594-8f55cf6b237e,c5,DROP,26,?,?,
1769760205.9993215,RECEIVED,c14c16d7-c8e1-4f26-be81-ee4fc04e7136,a38fb54e-afc3-4de9-b253-a9fea3886e7e,c1,c5,27,p2,?,surb={'id': 'ca37d2ce-ea12-45f1-8a3c-dc5a5416e6e1', 'route': ['p2', 'e10', 'i4', 'x8', 'p1', 'c1']}
1769760206.0037389,RECEIVED,3baf5aee-8f61-441b-9b27-e8d4ceb5b571,333e3a3d-fe2d-49cb-9d7e-3c0b12bf0a85,c4,c5,26,p2,?,surb={'id': '7e950f1d-fc55-4453-b601-f0986ffb5d1e', 'route': ['p2', 'e11', 'i5', 'x6', 'p1', 'c4']}
1769760206.1145015,RECEIVED,027cb2bf-6bd0-4253-a522-f0473606085f,bf9c2a43-16b7-45cc-adc8-897a9afcb1a6,c4,c5,26,p2,?,surb={'id': '9809f13f-d99e-4d04-bf76-2308b62d4b4c', 'route': ['p2', 'e1', 'i8', 'x12', 'p1', 'c4']}
1769760206.3012905,RECEIVED,ebe05ffc-96e3-4fd7-9e65-a2d26579e067,ddbdb325-8100-43b4-a03e-daa64746a5c7,c2,c5,27,p2,?,surb={'id': 'fe27a0f9-4677-4c67-82e5-ecb95a8ba0d7', 'route': ['p2', 'e2', 'i2', 'x5', 'p2', 'c2']}
1769760206.3060317,RECEIVED,f2673004-0aa9-4c27-853f-a810856e2841,8e778b43-0a16-43ae-bc31-0b7b2823bfd1,c1,c5,27,p2,?,surb={'id': '1e18ffb1-32b6-43c2-a796-cf637dc0c150', 'route': ['p2', 'e12', 'i11', 'x1', 'p1', 'c1']}
1769760206.323302,RECEIVED,130afbda-592a-4964-b0b3-eed96d681a6d,6841f061-5b06-4ee1-8f08-ea03e134f351,c1,c5,26,p2,?,surb={'id': '9c436070-0b6b-416f-96e1-5cfe8ee99949', 'route': ['p2', 'e8', 'i6', 'x4', 'p1', 'c1']}
1769760206.3485506,SENT,bdb2dfed-455f-4478-a2ce-10adf94e1c88,b579da19-1d0e-4395-ad8a-bff034ab8dda,c5,c1,3399,?,p2,
1769760206.3486836,CREATED,4b3a7947-bdc7-4b11-a2b4-cd313b557e07,4442528c-34d3-44a8-aca6-fa6d6f33d65e,c5,c1,27,?,?,surb={'id': 'a59d0e28-dd40-4b92-b8eb-e0d67d51d470', 'route': ['p1', 'e10', 'i7', 'x4', 'p2', 'c5']}
1769760206.5727818,RECEIVED,a0443506-dc19-4572-aa3e-4edd154535c3,4e32a221-a1e7-4d64-8971-f60e230d2beb,c1,c5,27,p2,?,surb={'id': '4401cd84-c5b9-447f-98aa-2edb7c214618', 'route': ['p2', 'e6', 'i5', 'x3', 'p1', 'c1']}
1769760206.5770996,RECEIVED,8c4a5b3e-b697-4833-ad7a-8ab95b210c8a,d31d990f-e29a-4a32-b55d-cb458484f2ac,c1,c5,27,p2,?,surb={'id': '169d8f7a-f074-4ed9-8223-382f3ae6790a', 'route': ['p2', 'e7', 'i11', 'x3', 'p1', 'c1']}
1769760206.7681837,RECEIVED,912be576-d70f-43ce-ba98-cca1d0b3424b,60b69594-aae4-4d19-b81b-137e1d71ea4c,c1,c5,27,p2,?,surb={'id': '02e22dc6-ec57-4a58-9b90-beca864b3f72', 'route': ['p2', 'e3', 'i3', 'x7', 'p1', 'c1']}
1769760206.845118,SENT,8ae3c50f-8872-40ab-bbe8-2a04a7d7fdb5,f9667b96-92c7-45f7-a1f8-aded11c83b89,c5,c1,3373,?,p2,
1769760206.8452566,CREATED,f2f98ba5-6c83-4856-b756-686d730db886,ce0d1b00-a1b6-4e75-b744-f8078defe448,c5,c1,27,?,?,surb={'id': '42b27def-4a13-4226-9921-c040f5d6d688', 'route': ['p1', 'e4', 'i7', 'x5', 'p2', 'c5']}
1769760207.0088873,RECEIVED,9508bfe8-5f0e-4b3a-9816-5fcd94f006dd,3da68408-f98d-4e57-834d-7508c9f3f5dd,c4,c5,26,p2,?,surb={'id': '6a1714df-0577-422b-aef8-51589d601203', 'route': ['p2', 'e10', 'i7', 'x8', 'p1', 'c4']}
1769760207.0825462,SENT,6770e216-c5ea-48ce-b3df-f84757079ad5,c9a470b7-5cdb-4314-b5b4-5cddbf730097,c5,c1,3377,?,p2,
1769760207.0826802,CREATED,143d59d3-c89c-4672-a833-be4f6743e68a,6788e473-4c34-40f2-942f-8308dff46096,c5,c1,27,?,?,surb={'id': 'ca82f7d9-3aa8-4123-b8b9-38e2cb3117a8', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c5']}
1769760207.3916059,SENT,cb0575b3-5925-471e-a2d4-ffeddd95a333,effe2b5b-f8b3-4b6d-a243-b18bae5fe145,c5,c1,3377,?,p2,
1769760207.391742,CREATED,32b0857f-9d50-4328-8d73-b5c856513301,c953d036-30e5-4a72-898e-b257612dd863,c5,c1,25,?,?,surb={'id': '2fd8b822-9c44-4c35-b775-af8b302b9ece', 'route': ['p1', 'e10', 'i5', 'x1', 'p2', 'c5']}
1769760207.5995479,RECEIVED,0faf5e88-f51b-4c95-9907-5981843b186f,4a43015c-7062-4c08-9820-3afe9b1739d3,c2,c5,27,p2,?,surb={'id': '16a0d591-898b-41a8-a5ff-5b27aa92c1c6', 'route': ['p2', 'e10', 'i4', 'x1', 'p2', 'c2']}
1769760207.7219968,RECEIVED,99fd9392-cd77-410a-b9c0-5a79dda83b29,8218f1b6-c9ca-445c-8c99-82781a6f324e,c4,c5,27,p2,?,surb={'id': '8d523940-e98d-4656-8aac-da11901d45ae', 'route': ['p2', 'e5', 'i3', 'x7', 'p1', 'c4']}
1769760207.7515416,SENT,424474a4-6f75-432b-99f2-6c68625c6026,16a9b702-2636-4367-a923-5d18d04b5e3a,c5,c1,3385,?,p2,
1769760207.7516356,CREATED,56d8c7a6-1ee8-41c0-90e4-b6fe47355105,a37e9547-b063-4152-9f3d-28ec93d09ead,c5,c1,27,?,?,surb={'id': '73622c3d-41be-422f-9cab-a5f04f0befd8', 'route': ['p1', 'e5', 'i7', 'x7', 'p2', 'c5']}
1769760207.77907,RECEIVED,6e5c630d-399d-41b0-9616-57ae74528dc0,04cfdc87-81d5-47f4-80b7-ff8c983f2300,c1,c5,27,p2,?,surb={'id': '1bb5cbbf-11c7-4aea-a219-1a7c8c55ad7d', 'route': ['p2', 'e4', 'i11', 'x10', 'p1', 'c1']}
1769760208.4261408,RECEIVED,422f6232-1f01-421b-8b44-10ae32860702,8f9f42dd-ea6b-4309-9d9e-8bffba7b1b0a,c1,c5,27,p2,?,surb={'id': '2cc75e89-7a1b-438f-9301-949994da48d8', 'route': ['p2', 'e7', 'i3', 'x3', 'p1', 'c1']}
1769760208.5422087,RECEIVED,7157192c-4969-4752-ba93-a39d0a1682cb,b8c7c179-a0bc-42ae-bbfb-291a8bcbc7c2,c1,c5,25,p2,?,surb={'id': '63b53235-bbe7-4fff-b172-4de414ca55d4', 'route': ['p2', 'e12', 'i12', 'x2', 'p1', 'c1']}
1769760208.7174299,RECEIVED,545d9868-e8cf-4c02-a94a-4e050246c4b3,ce160ffa-691b-46d4-b6b0-1f08dcb0a2ae,c1,c5,27,p2,?,surb={'id': 'afbdc451-0170-4947-afc7-1fcf0f7371ee', 'route': ['p2', 'e5', 'i3', 'x5', 'p1', 'c1']}
1769760208.8215604,SENT,1d6ce53f-381b-4351-8e44-14aeb2b0813a,0025508e-15f4-45f9-9918-64a466aa7fc5,c5,c1,3393,?,p2,
1769760208.8216813,CREATED,caae5376-a2fa-4d70-a07f-a461c8744b0c,38e535c1-d4c5-439e-aa90-6b051fa697ac,c5,c1,27,?,?,surb={'id': '3a6c1e14-841b-4f8f-b97a-91674878f161', 'route': ['p1', 'e7', 'i2', 'x10', 'p2', 'c5']}
1769760208.898272,RECEIVED,155c0513-4313-4305-96e8-1698da8c4668,cb2ac0b8-e935-4f27-8a29-7356f5e8cca1,c2,c5,27,p2,?,surb={'id': '7aed1d1e-7d8d-4999-8735-6e82c71e6f4b', 'route': ['p2', 'e12', 'i7', 'x4', 'p2', 'c2']}
1769760208.9246335,SENT,6c71fc9e-62f1-4aad-8b18-dea149754e6f,a8592f47-af8b-4775-a427-5863123f55e3,c5,c1,3375,?,p2,
1769760208.924734,CREATED,c3366976-9aac-4b18-97ed-6ae15dc8888f,8a176a67-c836-4b03-82a4-06815e2fdeb3,c5,c1,27,?,?,surb={'id': '982f0047-fb01-4b13-8d56-b9575ccfdeba', 'route': ['p1', 'e3', 'i2', 'x5', 'p2', 'c5']}
1769760209.0924807,RECEIVED,850eec1c-a8b5-4730-8e0b-c3f3cb79a76b,a9d5ec02-e7f8-4aa3-9671-52cb5a3c1af2,c1,c5,27,p2,?,surb={'id': 'e296d248-8daa-4c30-9b34-bd43bf81d224', 'route': ['p2', 'e3', 'i6', 'x4', 'p1', 'c1']}
1769760209.1213098,SENT,27452636-de51-4a71-af19-d66c97c4a1ae,f0edce83-b095-4740-bbd6-6bedd441ef4a,c5,c1,3380,?,p2,
1769760209.121481,CREATED,b1683165-39ad-4ae4-8d66-d0074b472c5c,464b35a6-b9d5-409a-a760-7cb6e7e89316,c5,c1,26,?,?,surb={'id': 'cd34739f-61c8-48fb-984e-21a8c54bb174', 'route': ['p1', 'e3', 'i4', 'x1', 'p2', 'c5']}
1769760209.262391,RECEIVED,97a96fed-f6e5-488c-9283-584d5053002f,86466ae6-8045-4ea2-b6ad-cfca77cf69e3,c4,c5,27,p2,?,surb={'id': '99a0edbe-8141-4ea8-b9eb-9fcdc79fd6ee', 'route': ['p2', 'e6', 'i7', 'x9', 'p1', 'c4']}
1769760209.3663783,RECEIVED,2f3672bc-954b-44d8-bc05-d957154d5f00,d51ea724-ba01-4f10-867a-9dd5e35d5c48,c4,c5,27,p2,?,surb={'id': '237e569a-75c8-4d54-90f4-77426959a957', 'route': ['p2', 'e6', 'i8', 'x11', 'p1', 'c4']}
1769760209.376177,RECEIVED,77e81b6d-e129-448b-b2ee-03e1c790efef,4012af59-0ecd-447e-8403-53f7604befd1,c4,c5,26,p2,?,surb={'id': '05959bc9-afa1-4993-afa0-f49ba40de274', 'route': ['p2', 'e10', 'i12', 'x4', 'p1', 'c4']}
1769760209.3923442,RECEIVED,1b2cf9f7-c0a1-44b7-b081-b344d82caf7a,0fe57541-0a6b-43ea-bb2b-eeb272993ea9,c2,c5,27,p2,?,surb={'id': '50dfc801-0499-4015-b218-9bd7e0a1a855', 'route': ['p2', 'e10', 'i3', 'x6', 'p2', 'c2']}
1769760209.680383,RECEIVED,43171eee-05b4-4ad6-8c36-0792a56c3a10,2bd859ff-a000-463f-b2d8-8ef845dc5106,c2,c5,27,p2,?,surb={'id': '76b3d70c-26cf-4465-a337-da57f4179fac', 'route': ['p2', 'e11', 'i8', 'x4', 'p2', 'c2']}
1769760209.68469,RECEIVED,039a38e5-6e8d-4e62-a64d-7167c79685d4,01fcaa98-2812-48a2-a79e-7a34398e46f4,c1,c5,27,p2,?,surb={'id': 'e0cfcddb-c049-4534-806d-e5acba02f6ed', 'route': ['p2', 'e6', 'i4', 'x7', 'p1', 'c1']}
1769760209.9343479,RECEIVED,f8046710-9cdd-4f8f-a77d-45dd7f160d8a,399f8caf-6564-4f30-bb02-3597c339f7b4,c1,c5,26,p2,?,surb={'id': '36aee59e-c617-4af2-b01c-ed0fac90b47b', 'route': ['p2', 'e7', 'i2', 'x12', 'p1', 'c1']}
1769760209.9562511,SENT,84a4da34-3125-4f64-8714-470033bac684,b216935d-be38-44d1-8009-81a30a807750,c5,c1,3357,?,p2,
1769760209.9564004,CREATED,7606eea8-b2f9-4901-b306-a69489426074,148f133a-8d81-4dfd-aec6-8d9eead20fcd,c5,c1,27,?,?,surb={'id': '2e27e225-71ca-4a1d-a2aa-da489a86890d', 'route': ['p1', 'e1', 'i3', 'x3', 'p2', 'c5']}
1769760210.0675395,SENT,d028ef22-a2b2-4bb0-a5ac-27c61d4f9f49,1256cb0f-41ac-43e4-a718-776588d26f3a,c5,c1,3367,?,p2,
1769760210.0676916,CREATED,ee53d792-ab29-4f62-a921-92f92b47cca9,8f7c79e0-6f60-4d0d-8e61-3597053ac04f,c5,c1,25,?,?,surb={'id': 'cdfd0fac-a07e-4788-a50e-59b211cdc424', 'route': ['p1', 'e8', 'i10', 'x4', 'p2', 'c5']}
1769760210.5432231,SENT,ff93bbee-545c-4c2b-937e-916f4b544e02,ab5b9e54-6f35-4459-9873-855ee6b5028c,c5,c1,3380,?,p2,
1769760210.5433729,CREATED,2ce858ee-a246-404c-9abb-dec03daeec8d,127202f8-06bb-4e46-9123-2b5d35e220bb,c5,c1,26,?,?,surb={'id': '4121421c-dfe1-46c4-a7cf-a343ae7d779d', 'route': ['p1', 'e2', 'i8', 'x6', 'p2', 'c5']}
1769760210.5545762,SENT,f4761bf5-d63e-4279-9d7f-8a3b8dd4c2cf,79d69589-1cbb-45b7-9e13-3671a5dfd894,c5,c1,3392,?,p2,
1769760210.5547237,CREATED,cb7428bd-9650-4dd0-bd79-64474a286dd4,63cb3879-f038-4456-b89c-614fa8c930b0,c5,c1,27,?,?,surb={'id': '7d7e1940-5266-4d75-b428-56ddbd412345', 'route': ['p1', 'e5', 'i11', 'x8', 'p2', 'c5']}
1769760210.621151,RECEIVED,e1a645f0-1787-48cf-9620-6f5c8447de82,2dfe989a-ed18-43b7-895a-0aa2d9f53640,c1,c5,27,p2,?,surb={'id': 'f530076b-c997-42d8-96f9-4a4c3cec8c7f', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c1']}
1769760210.7134778,RECEIVED,fba23330-1704-49ef-84d7-f7dc1f5f3ff9,5ee4b38c-e3c1-4aa5-a675-959294fa2b54,c4,c5,27,p2,?,surb={'id': '3b34ad93-b8b7-4d01-8fa9-7914ab3b74c5', 'route': ['p2', 'e1', 'i10', 'x3', 'p1', 'c4']}
1769760210.9375925,RECEIVED,337fa3be-1f41-48ef-ad27-b3fe20ec4bf2,87382f79-3891-4958-8949-eebae425f567,c4,c5,27,p2,?,surb={'id': 'c60a655e-01ef-461e-8b7c-b64285018424', 'route': ['p2', 'e12', 'i6', 'x2', 'p1', 'c4']}
1769760211.1434479,SENT,2bc6cec2-21c8-4559-88f5-83cde472a753,a7524b1b-36af-49bd-8d3e-5ca2d694b4ca,c5,c1,3392,?,p2,
1769760211.1444147,CREATED,d8f4d19f-efbc-4e0e-96ca-ce5274286980,01cb3695-8ea4-4316-b4f1-ac68a78681b4,c5,c1,27,?,?,surb={'id': '03fefab6-3f36-401f-b4e6-d1b299c5c308', 'route': ['p1', 'e6', 'i12', 'x7', 'p2', 'c5']}
1769760211.1594117,RECEIVED,0b4d9551-e053-43f9-b5f9-9715ceac392b,cb9b922c-c66b-4126-b289-7e00b9f6e192,c2,c5,26,p2,?,surb={'id': '92e90f2d-ca38-4926-b738-569d35dce317', 'route': ['p2', 'e2', 'i6', 'x8', 'p2', 'c2']}
1769760211.1772099,RECEIVED,965faea1-5144-4f49-bd89-c1a23781f5f2,a7d54f73-cac8-41be-9da8-fffdde542ed4,c2,c5,27,p2,?,surb={'id': '4af26291-5af0-49bc-9b82-b586d929a676', 'route': ['p2', 'e11', 'i8', 'x4', 'p2', 'c2']}
1769760211.4367735,RECEIVED,7b47d6f4-e49f-471e-ab34-33ecac2fe0e3,92a163eb-da96-4780-8a84-163de2917ba9,c4,c5,26,p2,?,surb={'id': '5b25a13c-dc83-4a69-9431-2c43d1dfa7aa', 'route': ['p2', 'e5', 'i2', 'x4', 'p1', 'c4']}
1769760211.540479,SENT,3a9e5fa1-7731-4983-99f2-0aa532b7764a,300f6f73-0c0b-43c5-9994-86f6043c9a40,c5,c1,3395,?,p2,
1769760211.5406299,CREATED,b94290fd-7afa-42d7-b6da-7bc44b76441c,11cacd5a-5117-4f00-a8a5-f26c2fddd055,c5,c1,27,?,?,surb={'id': '8a814e3e-65a2-43bd-971d-30e27103e92c', 'route': ['p1', 'e12', 'i10', 'x9', 'p2', 'c5']}
1769760211.5483475,SENT,e4459e74-68d6-466a-b2e6-eeee3834a464,32981c91-42c1-49dc-afd4-78791af8dabd,c5,c1,3391,?,p2,
1769760211.5485232,CREATED,c7de10da-2245-438b-a6fe-091c5b0faf57,f6d65266-4dc3-4e9b-893c-9e9862e856a0,c5,c1,27,?,?,surb={'id': '9014d17b-7991-4d0f-9d1f-cab8c65e4c6a', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c5']}
1769760211.7294078,RECEIVED,041ff111-74ff-4bbc-8c76-bcd783a250bc,4ee0079f-bc08-4d60-8468-57ad3845404a,c1,c5,27,p2,?,surb={'id': '3a39d61d-b62c-4f72-9b6e-1b05dbb9b97e', 'route': ['p2', 'e9', 'i7', 'x10', 'p1', 'c1']}
1769760211.7934885,SENT,31efec8b-6bea-400d-a9f5-dd8283a2c70b,5ea7e61d-af1b-4d5a-9624-5cdb26bd0980,c5,c1,3383,?,p2,
1769760211.793636,CREATED,77a9fd34-f7d8-45b5-8906-b275d2617e00,cf0d2441-d291-4d9c-bd46-34c661dd86a7,c5,c1,27,?,?,surb={'id': '11f2cb74-ede1-4ca7-be60-44bc0f51dad6', 'route': ['p1', 'e6', 'i6', 'x11', 'p2', 'c5']}
1769760211.8533046,RECEIVED,9d057750-6280-4cb1-8407-4c691ce1ef69,d7271e5d-acfa-48b9-9378-d8ad62bb9a57,c4,c5,27,p2,?,surb={'id': '0ac4ae51-fdda-4fc4-abaa-1d5c0486f4dd', 'route': ['p2', 'e12', 'i3', 'x2', 'p1', 'c4']}
1769760211.9354937,RECEIVED,d091370d-6b6d-4e8a-91b1-101066daa5f0,c0c8e2c2-b677-4263-91af-e0539805d55b,c4,c5,26,p2,?,surb={'id': '4125417f-41f1-4551-981c-424ceda1febb', 'route': ['p2', 'e2', 'i7', 'x3', 'p1', 'c4']}
1769760211.9870903,RECEIVED,7b1d0ca3-30c0-46a8-a479-acbc5133d8c5,b1f9fad2-e8a1-43a4-bf1a-bb0a6d368838,c4,c5,27,p2,?,surb={'id': '35d2abe9-f87c-4251-9bf9-53feefff9d47', 'route': ['p2', 'e6', 'i7', 'x3', 'p1', 'c4']}
1769760212.0960243,RECEIVED,2a58916a-ee7f-4349-bc06-e0cda0e63088,e498c60e-38ef-4a6c-b252-96f03e36950a,c4,c5,27,p2,?,surb={'id': '3ea1fd6a-c6d3-4710-a06a-c33e860c3116', 'route': ['p2', 'e6', 'i8', 'x12', 'p1', 'c4']}
1769760212.1631212,RECEIVED,c427ca2c-ee8f-40ed-ae4b-a7e4848187d0,85cbb30e-754b-4f88-a11b-562eb88b0492,c4,c5,27,p2,?,surb={'id': '4231e3b3-5195-4a41-a2da-c6cedc92cb44', 'route': ['p2', 'e8', 'i11', 'x11', 'p1', 'c4']}
1769760212.5522242,SENT,4aa2ff9f-5b8a-4684-a5bc-053e8e2bceb2,6a5c2936-1204-4b2c-9884-60f302dbe187,c5,c1,3396,?,p2,
1769760212.5523741,CREATED,db701b03-6f24-4ceb-a108-e38559d0af39,dc3f3eda-95e3-4195-ae68-090bff8a8dd3,c5,c1,27,?,?,surb={'id': 'f66e2511-c8a3-4f7b-b2d9-5a14bdd72a87', 'route': ['p1', 'e2', 'i11', 'x4', 'p2', 'c5']}
1769760212.5849285,RECEIVED,47a26701-2b9e-4fa9-a561-9ad203e86595,6356da08-308b-4792-b7ea-3f3d44e25dea,c4,c5,27,p2,?,surb={'id': '4af07474-882a-432c-b873-3d2c90aa8c1f', 'route': ['p2', 'e12', 'i2', 'x1', 'p1', 'c4']}
1769760212.642157,RECEIVED,eaad0354-a7d6-4244-9d43-86253509c22f,9e7dd6c8-4e2e-4ad8-a104-776ed6f4cf3d,c1,c5,27,p2,?,surb={'id': '48ec6341-5641-487d-a49b-42162fc68433', 'route': ['p2', 'e6', 'i5', 'x2', 'p1', 'c1']}
1769760212.6877313,RECEIVED,4267a30f-1add-49a9-9a58-24a55ebca112,9aa080ac-ccab-404e-b414-9d8928fece72,c4,c5,27,p2,?,surb={'id': '276d50ed-9d96-4565-8587-a10d6de0bd8a', 'route': ['p2', 'e9', 'i9', 'x8', 'p1', 'c4']}
1769760212.9326868,RECEIVED,f32255dc-8844-49b7-ab09-d0307d4c8eda,db8c96b9-fb4d-4b2f-8087-f3562bfc6f0a,c1,c5,26,p2,?,surb={'id': '1dce98d6-b98a-4265-98da-1d4d4263e57b', 'route': ['p2', 'e3', 'i2', 'x5', 'p1', 'c1']}
1769760213.0315762,RECEIVED,dd2abba4-f977-4227-98cc-09b496267ba3,43cff352-ae2a-4df5-a1b5-6d94921db6b4,c2,c5,25,p2,?,surb={'id': '0dcd967f-8615-478d-bcbf-7cce8a8faf1c', 'route': ['p2', 'e6', 'i9', 'x10', 'p2', 'c2']}
1769760213.2442932,RECEIVED,cc24b579-72f7-478f-ac7b-9d4d1ac8226b,fee6c2da-277a-4c14-b667-cf844f42f4cf,c4,c5,27,p2,?,surb={'id': '196d6525-ed66-40fd-8f79-28b8f506813a', 'route': ['p2', 'e8', 'i6', 'x12', 'p1', 'c4']}
1769760213.7253816,RECEIVED,52e4b12f-b079-47af-ac2e-4c533670cc8d,7114b502-072c-4c93-b6d3-7cf2b11e9722,c1,c5,27,p2,?,surb={'id': '95067f06-7b4c-406d-97b4-b48b8b45a5c5', 'route': ['p2', 'e2', 'i11', 'x10', 'p1', 'c1']}
1769760213.8630974,RECEIVED,b075fe47-e6bc-4558-9230-8f214aa272f1,07816d29-8e91-467f-88ff-bb6b6fe802e4,c1,c5,27,p2,?,surb={'id': 'dc9135f4-3738-45a0-99c8-21fac2490ef5', 'route': ['p2', 'e2', 'i7', 'x4', 'p1', 'c1']}
1769760214.073227,SENT,032ac647-5bf6-4dbf-a818-67964f58e905,0f68c677-f674-4b7d-bc60-fb3b88bad31a,c5,c1,3377,?,p2,
1769760214.073382,CREATED,3212d978-d170-44e0-8a90-1e8d07182a1f,443802a0-0f12-409c-936e-5a635adad2ae,c5,c1,27,?,?,surb={'id': 'e17bd6db-62e3-404a-9531-970e7bd8a31f', 'route': ['p1', 'e7', 'i1', 'x2', 'p2', 'c5']}
1769760214.4709766,SENT,d66a400c-559e-447d-82f5-84aa33bcc38c,c28bbae8-c2f0-4ca3-b7b0-506d44ecfb79,c5,c1,3374,?,p2,
1769760214.471163,CREATED,a419bae8-d8ef-4d58-b703-4e58c2792bff,43a8c32a-47eb-4f49-a88d-4ee5265db3d8,c5,c1,26,?,?,surb={'id': 'da6fe425-e5a0-4908-b6e5-98077783e672', 'route': ['p1', 'e6', 'i6', 'x1', 'p2', 'c5']}
1769760214.6115649,RECEIVED,d8fb3ac1-b281-4c95-acac-0fcd07bb7c22,0e52e452-f684-43b0-9dcb-e9400aee0f7d,c2,c5,25,p2,?,surb={'id': '07c4bb95-74bc-4e31-9de9-b4dc9b2a7050', 'route': ['p2', 'e9', 'i9', 'x6', 'p2', 'c2']}
1769760214.695588,SENT,71485aea-f884-4a9f-b71b-1ddf6577d1fe,66aa3a9d-f79a-4636-ab4d-5afdcb8ef20e,c5,c1,3378,?,p2,
