timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769753467.857671,SENT,ff0396c6-ddb7-48e1-aac4-1462efb128d2,1350f2dd-4b8c-4f33-86b7-2c1a70fba926,c1,c5,3375,?,p1,
1769753467.8578281,CREATED,84589e69-2703-4e37-b482-6f734b52564d,0ffe1b07-2d9d-4fbf-85f9-5ad085125078,c1,c5,27,?,?,surb={'id': '5e5b426e-5870-4a02-8fe9-6b8d3a897aec', 'route': ['p2', 'e4', 'i7', 'x2', 'p1', 'c1']}
1769753528.2724895,CREATED,f46d887b-7ae2-4aba-891f-6f7b6047eca3,24553dcd-0f56-4386-8489-1770236631a0,c1,c5,26,?,?,surb={'id': '37b663db-149d-4c45-9cc0-c3218b91bdb0', 'route': ['p2', 'e11', 'i9', 'x9', 'p1', 'c1']}
1769753528.2882526,SENT,381daad7-870f-48d9-b9fe-ef2fe292e5e7,c58f5a49-4ee4-43b6-9b46-37e33de7fd8e,c1,c5,3375,?,p1,
1769753528.288437,CREATED,3293509d-d433-4d4a-a835-079838700b6f,036b5211-645d-45fa-bed1-93d91db2dc3f,c1,c5,26,?,?,surb={'id': '1d315f3f-80d1-45e5-a52d-5392667d5c3a', 'route': ['p2', 'e5', 'i8', 'x10', 'p1', 'c1']}
1769753528.996136,SENT,84c9d6df-2acb-456f-b568-9af7d82b2a34,07e48d24-958f-46c8-b3eb-043976f1b537,c1,c5,3384,?,p1,
1769753528.9963014,CREATED,da8ef6d1-a0f1-4eea-83ac-32ee023300cd,34d8bbd2-cca8-441c-bac9-4d00b45ecf72,c1,c5,27,?,?,surb={'id': 'b59ab7a1-a437-4e55-becb-5fc0b6d3d14a', 'route': ['p2', 'e1', 'i4', 'x4', 'p1', 'c1']}
1769753529.1131845,RECEIVED,1e108af2-b30a-4692-9539-1a377acc9c83,85886701-a14a-4c36-8292-cfd584b2e818,c3,c1,27,p1,?,surb={'id': '9dd7568d-e2de-4eef-bd39-45a42e0f3b97', 'route': ['p1', 'e1', 'i2', 'x2', 'p3', 'c3']}
1769753529.657254,RECEIVED,0229ee67-488c-4c8d-9902-d361bf90ffd1,ebdd66ac-ed85-4c34-ad3a-bd7930fdf38c,c3,c1,27,p1,?,surb={'id': '421d809c-a291-46ce-a262-ff7869bafe66', 'route': ['p1', 'e7', 'i6', 'x5', 'p3', 'c3']}
1769753529.7146606,SENT,8ea5d823-5e3b-4f81-aee0-823dfd674a59,143f2dbb-9b61-4ffb-89e6-09f4a532911a,c1,c5,3359,?,p1,
1769753529.714807,CREATED,b3504b60-b9d8-4c40-937d-864a34795abb,fe1a0f7e-8c4c-41ec-a557-a08f4dfaa6a6,c1,c5,26,?,?,surb={'id': '84b30c9a-9e56-42a5-b51e-009c6cc8e8b6', 'route': ['p2', 'e11', 'i1', 'x9', 'p1', 'c1']}
1769753529.8212078,SENT,ea94410b-c6db-4a3c-8882-3e49fc6a89ce,0271d5b8-b08f-47c2-bd66-c93d1da14aa9,c1,c5,3398,?,p1,
1769753529.8213573,CREATED,08948452-2897-4f91-abc4-efaeb706cb82,5ccd7bea-6d5e-4220-a566-db26a2e18839,c1,c5,27,?,?,surb={'id': 'c36e4c63-183a-4b42-a69a-3679ce496e1d', 'route': ['p2', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769753529.857764,SENT,fbf66414-dcca-45c3-9992-c704bd388fcb,19425495-617e-4c8c-9260-89fb3a6147b9,c1,c5,3403,?,p1,
1769753529.8579197,CREATED,fad43c8e-0923-47d7-a949-7af5d2683b3a,4a155547-db05-4508-985c-67ce5353d274,c1,c5,27,?,?,surb={'id': '75a63604-dc31-4328-9558-847050f3094a', 'route': ['p2', 'e5', 'i2', 'x12', 'p1', 'c1']}
1769753530.1038585,SENT,0d6356f3-ebbf-43c5-b4c5-8f005a543375,cbbc1bc6-c1ea-4228-86f8-fffb546f942d,c1,c5,3375,?,p1,
1769753530.1039903,CREATED,b890b71f-a396-4bda-a1d9-d2d849d6052a,40fb2b60-1702-432b-893f-b807889d8537,c1,c5,27,?,?,surb={'id': '08fb7c3a-7a25-4170-9429-cd101f2d80fc', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769753530.2323754,RECEIVED,5039b348-dc21-4d8d-bbdf-a5d7d5d72e02,73d87284-0660-4bcf-9d0b-c5d2ec8b895f,c3,c1,27,p1,?,surb={'id': '9407bffa-98d2-4144-875d-fa5fbcc23ad1', 'route': ['p1', 'e9', 'i10', 'x4', 'p3', 'c3']}
1769753531.3622715,SENT,fdacf29f-6855-4242-8093-b0f3489377ea,c87525cd-3e68-4d3a-afe9-83dbcaad0111,c1,c5,3391,?,p1,
1769753531.362425,CREATED,da8257ee-89b5-4e89-a5ff-20ca4f9e0040,ae7561eb-61c7-4d95-ab63-4cc2cbae8d0d,c1,c5,27,?,?,surb={'id': '0a327adf-91f6-4df5-9cfc-906bfc00f32a', 'route': ['p2', 'e4', 'i11', 'x11', 'p1', 'c1']}
1769753531.4253194,SENT,4f159fec-5079-4bb6-9cba-fa684bec9402,06a05a31-b6f2-4893-b7a6-509cef723b27,c1,c5,3384,?,p1,
1769753531.42547,CREATED,894e7dc8-ad0f-4972-9584-c46177582653,31a12b8f-0277-4d7a-afac-0384a65e87b8,c1,c5,27,?,?,surb={'id': '3266b9c0-0c60-4458-adb3-c24edbf3cdf4', 'route': ['p2', 'e1', 'i8', 'x3', 'p1', 'c1']}
1769753531.7047257,RECEIVED,7823fb01-ec3e-4c83-ab10-64c03b8c6dbe,71001cc5-bf7f-42ed-b77c-0295bced4a62,c3,c1,27,p1,?,surb={'id': '0b6628f4-009b-484d-a7f9-232228527d8d', 'route': ['p1', 'e2', 'i5', 'x4', 'p3', 'c3']}
1769753532.3704987,RECEIVED,af6d1484-aa6a-4f40-b6d4-429aa5fc8461,11da3f21-72e7-4916-976f-6a982839f470,c3,c1,27,p1,?,surb={'id': '37c8a33f-97d7-41e0-9075-547d60f6f987', 'route': ['p1', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769753532.474155,RECEIVED,9d96580b-725a-4c39-bdd8-bb851725c60e,677f04bc-0f00-4cd4-9a04-476405c220b5,c3,c1,27,p1,?,surb={'id': '4d047240-bd29-4c2a-8183-accb0e484c7c', 'route': ['p1', 'e8', 'i9', 'x9', 'p3', 'c3']}
1769753532.862839,SENT,6015c43c-02a0-4178-9356-a9894138d458,0550a770-a870-47c8-9185-98e6e600d8b1,c1,c5,3381,?,p1,
1769753532.8629763,CREATED,2ebb9eb2-1111-4368-bc42-c1230a17ec11,65be333d-6a05-4654-bf21-5196a0f175ae,c1,c5,27,?,?,surb={'id': 'c83d8d64-e1f8-4d9b-be8f-b563d93f4d74', 'route': ['p2', 'e2', 'i10', 'x7', 'p1', 'c1']}
1769753532.8986838,RECEIVED,a6e9196d-8a74-4b10-949a-75e3e3ce3a44,760f7974-d739-4cd9-bf0c-6200e5aa62b8,c3,c1,27,p1,?,surb={'id': '6950ac8d-e1fe-47ff-ac65-dd1a6af6f1cc', 'route': ['p1', 'e2', 'i11', 'x4', 'p3', 'c3']}
1769753532.918306,RECEIVED,0e9c7dcc-0e5b-462e-a523-cac1652b73fe,8cba97ee-eff0-4b62-a7f5-02e604d3ae6d,c3,c1,27,p1,?,surb={'id': '0524a5e9-1964-4934-853e-7ee38f0e4f99', 'route': ['p1', 'e8', 'i3', 'x4', 'p3', 'c3']}
1769753532.9463165,SENT,b819df89-e6f4-4dec-b00c-37f1ef9676eb,5e0d154c-405b-4fdc-bdf6-183f1e8e2f29,c1,c5,3375,?,p1,
1769753532.9464505,CREATED,411261a6-36ff-43b8-a5eb-842465ff0eb9,90641cc0-16da-4454-8db5-0282f8b8c5fd,c1,c5,27,?,?,surb={'id': '1ee8fece-b43b-4b71-b6c2-9df04d2a1b90', 'route': ['p2', 'e4', 'i8', 'x2', 'p1', 'c1']}
1769753532.9692395,SENT,93e8e0d5-d5b0-4365-bef4-e1df4b72d339,3c401021-ca15-4876-bc48-bd4b60437136,c1,c5,3376,?,p1,
1769753532.969371,CREATED,696204b9-76ee-4ef9-aeb3-81b128f1bfc0,626b8c3e-33c3-4623-b3f3-33166528063f,c1,c5,27,?,?,surb={'id': '9a324757-aee2-41b9-9273-9f753a6c42b9', 'route': ['p2', 'e2', 'i11', 'x2', 'p1', 'c1']}
1769753533.155297,RECEIVED,c013d504-cd38-4632-9714-25bc3373db91,638f860f-4bdf-443f-8061-1152cf354075,c3,c1,26,p1,?,surb={'id': '7db8f0fe-dee1-462e-904d-7b6e07ce1f7d', 'route': ['p1', 'e6', 'i12', 'x12', 'p3', 'c3']}
1769753533.728741,RECEIVED,8d9b5884-b32e-4d0b-a6a4-3f29cae77a3f,505bf641-d792-4493-81ab-cf669e8aa186,c3,c1,27,p1,?,surb={'id': '46f5d530-af8e-4bdc-84c1-9f4549742f85', 'route': ['p1', 'e12', 'i6', 'x11', 'p3', 'c3']}
1769753533.7988713,SENT,ff656526-767e-4170-abec-fdc2d9fd510d,7cc1d06d-9ede-446e-a9cb-d8b5d4797177,c1,c5,3360,?,p1,
1769753533.799006,CREATED,6f791427-dd5e-4d34-bd22-85fa4a5d6fe7,700a8bec-9b5b-4897-a87c-974136b4603a,c1,c5,27,?,?,surb={'id': '28c64147-53e6-4cd2-a2da-6292aeda2116', 'route': ['p2', 'e4', 'i5', 'x8', 'p1', 'c1']}
1769753534.1977086,SENT,fc58255a-7076-4042-8e83-ae638fbb399d,2e15e936-a801-47fa-9f22-eb63ad3ffded,c1,c5,3396,?,p1,
1769753534.19784,CREATED,7ed68b91-4f3d-42b8-a91f-d2124db8fd3e,17aad028-9c7b-459c-ac09-e101f0b8876f,c1,c5,27,?,?,surb={'id': 'c55acee5-f010-4267-b16b-42422dcb1a36', 'route': ['p2', 'e1', 'i9', 'x1', 'p1', 'c1']}
1769753534.321337,SENT,74c26936-fc99-4cc3-9567-313edbdeb3b8,f46aafef-2e99-42f7-8303-9c47e95ea847,c1,c5,3398,?,p1,
1769753534.3214715,CREATED,8f461c5d-bc63-4633-a710-481087c42cd4,850e317f-2543-4373-8192-7e03dbd00e85,c1,c5,26,?,?,surb={'id': 'ffa7683b-49be-48d7-b1b5-f8292e0aec18', 'route': ['p2', 'e10', 'i8', 'x3', 'p1', 'c1']}
1769753534.4709113,RECEIVED,9028ae9c-fb93-4b1a-81be-2f0bffbfced4,1a9a9902-d6be-4e88-b158-d2e06af057ca,c3,c1,27,p1,?,surb={'id': '261dfede-8c1b-4d37-a079-e993cc13ea83', 'route': ['p1', 'e2', 'i1', 'x2', 'p3', 'c3']}
1769753534.5465267,SENT,267acea2-23e6-4414-a853-543fe93fe518,56f9bbfd-b33c-41fe-93b6-564fe48ea61b,c1,c5,3397,?,p1,
1769753534.5466585,CREATED,7ded6177-ee19-4c39-b2ba-8e29952c60c4,df3b65e4-5956-4e47-9531-a566947bb1cd,c1,c5,27,?,?,surb={'id': '21055103-0e8a-4890-8512-05a4e7278730', 'route': ['p2', 'e11', 'i5', 'x7', 'p1', 'c1']}
1769753534.943671,SENT,b2bb3a63-40e8-4579-ba98-f296e0dda08b,a3d52b83-8da7-4f5e-b0fa-4d2f372c5509,c1,c5,3379,?,p1,
1769753534.943764,CREATED,aff17ab3-22d9-4363-b993-de5866015cfd,5967bd46-36b4-4cfe-99e1-a0163b2b2f3c,c1,c5,27,?,?,surb={'id': '8b92b323-6344-4abe-8d09-b5a3e5f5503a', 'route': ['p2', 'e10', 'i1', 'x9', 'p1', 'c1']}
1769753535.1319187,SENT,c003f763-21bf-4996-bf31-b61684a68242,dec6b6a2-89ef-4ef1-b730-f9eb872b4860,c1,c5,3375,?,p1,
1769753535.1320102,CREATED,d514118c-dea8-4b0f-bc57-939c01ea5472,704c8d62-5d17-46c6-bff2-691cc39cfb06,c1,c5,27,?,?,surb={'id': '1cd5b137-51c1-43d3-95bc-40126c81d2b0', 'route': ['p2', 'e8', 'i12', 'x7', 'p1', 'c1']}
1769753535.231248,RECEIVED,14e109a9-e29c-47c1-8576-b0c0419b1415,35d77521-86a9-4bfa-9f23-fc93da70e243,c3,c1,27,p1,?,surb={'id': 'f4cc0de2-bb74-4f75-a250-9e9700b6ea85', 'route': ['p1', 'e1', 'i7', 'x3', 'p3', 'c3']}
1769753535.3087366,RECEIVED,56086e4e-7554-4aeb-8998-75384c6ac6a8,53b9ce63-df47-4a1f-beb4-47d118d2d3c5,c3,c1,27,p1,?,surb={'id': 'c2b84780-e615-43f0-838b-d73e2668b941', 'route': ['p1', 'e2', 'i7', 'x8', 'p3', 'c3']}
1769753535.406669,RECEIVED,2714cdb1-9bc6-4e1b-b144-d00dcf72d15c,bd1959f1-91a2-4264-8a96-41aeb417c445,c3,c1,27,p1,?,surb={'id': '48ee5baf-4f02-4690-b776-7d6b63b74b67', 'route': ['p1', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769753535.4849548,SENT,74b4dd9b-7800-47d8-8563-2a0cf10ba8bd,f714cc70-1682-459c-bcab-70b17a2278e0,c1,c5,3403,?,p1,
1769753535.4850695,CREATED,702fec5c-3975-43ce-813d-a7b7bb0f20b1,ef112ad1-da2e-435b-94ea-5aaa7c76aec4,c1,c5,27,?,?,surb={'id': 'd6f0bfa7-f8b9-4732-9ece-3e246cb5d8b3', 'route': ['p2', 'e10', 'i9', 'x8', 'p1', 'c1']}
1769753536.060205,SENT,eaef0dfa-e9d7-47dd-9567-57ca959738e6,05b5cba5-a5d9-4a59-b302-87741a4da4aa,c1,c5,3401,?,p1,
1769753536.0602927,CREATED,3e54c802-87cc-463b-9ea7-032192dc18b9,eac54391-79f2-40ed-9aca-8eaeb5c4fa88,c1,c5,27,?,?,surb={'id': 'abd89b54-5efc-461b-b25e-73a5f8734729', 'route': ['p2', 'e11', 'i6', 'x2', 'p1', 'c1']}
1769753536.5143714,RECEIVED,3fd2957c-c173-4afb-bdf7-3e95d7a202c9,f05ca397-b67a-4551-afa5-cd3e81ab1a7a,c3,c1,25,p1,?,surb={'id': '370234f5-ebb0-4f5a-8598-82bd7146f0a9', 'route': ['p1', 'e4', 'i4', 'x7', 'p3', 'c3']}
1769753536.671742,RECEIVED,eb2baf34-8fa5-4e58-b81b-dc9f0fbead00,1f68a0ec-68ad-4f90-831e-595d33527816,c3,c1,27,p1,?,surb={'id': 'a134cab2-6b36-4754-bdc4-9e085557e3a8', 'route': ['p1', 'e5', 'i7', 'x6', 'p3', 'c3']}
1769753536.690856,RECEIVED,ccac3760-6090-46ed-9724-dad582bf8903,e5c1f622-4670-4bb3-a326-83e2a6662089,c3,c1,27,p1,?,surb={'id': '43e5510b-d8e8-4414-baac-c4d150a944c1', 'route': ['p1', 'e5', 'i5', 'x3', 'p3', 'c3']}
1769753536.7817917,RECEIVED,31863475-4f09-44c3-95bf-cf811df15804,3eca429b-59d2-4ac2-891e-4d272dadf34d,c3,c1,26,p1,?,surb={'id': '1aa1fe99-b258-49f1-bfdd-01f3549e934f', 'route': ['p1', 'e11', 'i6', 'x9', 'p3', 'c3']}
1769753536.8917646,RECEIVED,eef3e811-485d-4daf-beaa-a0b6e6329cbd,c0a70823-8174-4460-9351-17b966994876,c3,c1,27,p1,?,surb={'id': 'b006ccef-35e9-4a4e-a2ae-70460bdd9354', 'route': ['p1', 'e11', 'i10', 'x11', 'p3', 'c3']}
1769753536.94497,RECEIVED,62b5be75-45a1-4254-961d-e82a32619dd7,08a08c97-6459-4ce9-8d00-a2996a4bcd9c,c3,c1,27,p1,?,surb={'id': '2b86ad13-11b4-46cb-bdb8-712a18ed88e8', 'route': ['p1', 'e10', 'i1', 'x3', 'p3', 'c3']}
1769753536.9917493,RECEIVED,ffd3c275-3678-452b-913a-b209d9f1d6fb,2d3dfddb-ca26-414d-9c9b-b3ca0d33483a,c3,c1,27,p1,?,surb={'id': 'c2c7915b-8d4b-448f-9b3f-994b5a895039', 'route': ['p1', 'e10', 'i12', 'x7', 'p3', 'c3']}
1769753537.1444519,RECEIVED,fa704ab9-d37b-4a84-ad13-772125f2cf7a,d7e9cbc0-6e52-41aa-94eb-4fc31fd945ae,c3,c1,27,p1,?,surb={'id': '752f4d02-2126-4ddb-b136-98f6b993dbea', 'route': ['p1', 'e10', 'i12', 'x6', 'p3', 'c3']}
1769753537.1495516,SENT,bcdebe52-fa35-43ad-bce7-d6a0a1275fb6,9307f6ce-13a5-4396-bd86-027a01617fed,c1,c5,3366,?,p1,
1769753537.1496987,CREATED,4be49ac1-7cf0-4c77-a9d0-422aeb0a41c7,55702779-1def-4d69-bca9-3ef2e29f0ac5,c1,c5,27,?,?,surb={'id': '3b91619c-8d2a-45b2-840e-adfefb197cf7', 'route': ['p2', 'e8', 'i12', 'x11', 'p1', 'c1']}
1769753537.1577,SENT,5d83508b-baf9-4998-b791-d370ae7645dc,ec138603-d283-4730-9f18-5e0903c7ba1a,c1,c5,3371,?,p1,
1769753537.1578429,CREATED,a91bbbf7-ef42-4a72-8c5b-7567dbd45537,831907c5-eccd-4c6b-85e8-c5a35c0cffd7,c1,c5,27,?,?,surb={'id': 'e3ffadf0-a509-4cdf-be3b-30dd1fbc4ad7', 'route': ['p2', 'e5', 'i9', 'x11', 'p1', 'c1']}
1769753537.3777137,SENT,d0c3e1e8-5cf9-4ec3-b967-c54f9ba97313,0c2b32c5-d33c-42e1-9747-0ce8faf20951,c1,c5,3391,?,p1,
1769753537.3778512,CREATED,dcdb0550-e596-41ab-acaf-10e9ce88cd76,4b0a2886-0113-48bf-bdde-f4978e0bd3d8,c1,c5,27,?,?,surb={'id': '6da407cf-5f07-4d19-9da2-b9e3d2c9d144', 'route': ['p2', 'e1', 'i7', 'x12', 'p1', 'c1']}
1769753537.4421852,RECEIVED,59713a2f-9b3d-4751-91b8-cdb47b59ea93,586b7bcc-d378-4702-8ada-0b299e61757c,c3,c1,27,p1,?,surb={'id': '58e2a0de-d6da-46f3-88d1-a9015c4227b3', 'route': ['p1', 'e1', 'i3', 'x12', 'p3', 'c3']}
1769753537.5972009,SENT,0f6bc3dd-e8d2-46ed-bbfd-625f68307a2f,06756f1e-6ee0-495a-925e-52a8ca67e7fe,c1,c5,3376,?,p1,
1769753537.5972729,CREATED,32d86044-6a47-4aae-9ada-bc02279b604a,83f4d284-b22f-4192-bc70-5ef63938d273,c1,c5,27,?,?,surb={'id': 'cf442ce2-f7a0-4873-b4b6-d72b1d6a3667', 'route': ['p2', 'e5', 'i6', 'x3', 'p1', 'c1']}
1769753537.9831793,SENT,aa67809b-20a7-4059-9ae6-5c34e3036cac,4d182a15-60cd-4bc4-969b-6046c9f17d55,c1,c5,3381,?,p1,
1769753537.9832923,CREATED,7d82ca7e-c2c5-42c0-8abe-0530a75622a3,8394083b-fa16-4426-8c23-86144c2c7eef,c1,c5,27,?,?,surb={'id': '6f58ce68-f1ed-40cd-8fb3-5bd370b9955c', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c1']}
1769753537.994273,RECEIVED,d1086fad-83fb-4507-ba02-da0b329a2d87,33c56d18-c36f-45ef-8285-2b4144f5b258,c3,c1,27,p1,?,surb={'id': '5aa6d4ea-5e5d-4aba-ba58-dc39b6eb7749', 'route': ['p1', 'e8', 'i9', 'x7', 'p3', 'c3']}
1769753538.0801933,RECEIVED,1c403983-a622-4a83-a2a9-ff6c1acdf0b3,e7ebbfc8-d1a2-489b-a278-d642205b7ae2,c3,c1,27,p1,?,surb={'id': 'cf7f3cac-37af-4355-9525-bb41f7d69771', 'route': ['p1', 'e7', 'i2', 'x10', 'p3', 'c3']}
1769753538.1640747,SENT,bba439b8-e92c-4c7a-8b84-b71c640931cc,6c9c5b88-9e74-4610-8acf-495e34430733,c1,c5,3384,?,p1,
1769753538.1641908,CREATED,fe2f1eac-de58-4467-8367-eb63e2f71c46,eaedd8ff-4174-43c1-84b7-9a80ae8db6d7,c1,c5,27,?,?,surb={'id': '222da84a-e63b-4a8b-bfaa-780517a06b81', 'route': ['p2', 'e9', 'i3', 'x1', 'p1', 'c1']}
1769753538.442932,RECEIVED,71adbbe3-5767-423d-ab0c-1ad9d3d54ce8,c7df94c5-4add-45d7-ab25-a5e38034ba62,c3,c1,27,p1,?,surb={'id': 'db1c4f6e-9b7f-4271-8cbb-da330947f34f', 'route': ['p1', 'e11', 'i6', 'x11', 'p3', 'c3']}
1769753538.96378,RECEIVED,48e724b6-17a1-4174-99d5-20ed9fdc156f,f72d9718-135d-4360-abf3-b05f5e7f1f7b,c3,c1,27,p1,?,surb={'id': 'aeb3d242-61d1-49e2-8ac5-dc37b42590ef', 'route': ['p1', 'e9', 'i2', 'x5', 'p3', 'c3']}
1769753539.0894914,SENT,9aff657d-ed85-40ee-9d2f-cc43d8f307b4,71cb6a4f-98f4-4fef-acf3-7f6b041c69a7,c1,c5,3384,?,p1,
1769753539.0896323,CREATED,aaa008eb-f313-4bfc-bcb7-639914cdaa74,cc7147c5-cc9c-42cf-837f-2aa53a5d9bd9,c1,c5,27,?,?,surb={'id': '851c47ea-2760-431c-8a43-088c3815c844', 'route': ['p2', 'e3', 'i11', 'x4', 'p1', 'c1']}
1769753539.5672061,SENT,e2b7dc3d-082c-425c-b641-d11393877b9f,17ccae71-f37a-4cb7-a9d3-6948d5889231,c1,c5,3375,?,p1,
1769753539.5673792,CREATED,00b62fc3-2c56-4607-af1a-776a33e576b7,0a88dbb9-16b7-49e5-a386-7530a6dd8ec1,c1,c5,26,?,?,surb={'id': 'a77987bf-5be0-45d2-991e-fa6dda175452', 'route': ['p2', 'e3', 'i5', 'x11', 'p1', 'c1']}
1769753539.8284185,SENT,5e209c5f-a704-4c4c-af4c-8cdc91c47bcb,b34765d8-b426-467c-8118-369b68a169dd,c1,c5,3371,?,p1,
1769753539.8285666,CREATED,3380f6ac-0e89-4955-ae35-13de91c92555,2e1f7924-39ac-4da6-8474-8382f33822e1,c1,c5,27,?,?,surb={'id': '6e3a9247-f958-431e-86b7-cd18c564a963', 'route': ['p2', 'e9', 'i10', 'x3', 'p1', 'c1']}
1769753539.91953,SENT,061d26a3-af03-4056-97b7-3f8a14591a72,9c469d0c-d840-4bd8-97b0-a45500061750,c1,c5,3380,?,p1,
1769753539.9196222,CREATED,bb7e3866-1446-40e4-8d81-1586252c8ff2,23529bec-996d-45d2-9124-2a8030518deb,c1,c5,27,?,?,surb={'id': '96cb5b71-4092-4c22-912c-479155a433a7', 'route': ['p2', 'e6', 'i8', 'x3', 'p1', 'c1']}
1769753540.0348902,RECEIVED,8eaecec3-54e4-41ed-af58-7a1913b0cd44,b7e284c2-0e49-4325-8bb5-2f68875f6aa8,c3,c1,27,p1,?,surb={'id': 'e477af6f-370d-444b-8923-acfc005439ee', 'route': ['p1', 'e3', 'i6', 'x4', 'p3', 'c3']}
1769753540.3527875,SENT,7fe19736-aba3-4d51-9bba-cbe26e747eba,52af8603-4878-4c8b-966d-671fae63f255,c1,c5,3396,?,p1,
1769753540.3528562,CREATED,46334e6b-b5ff-4794-9c31-3b13e52faaf1,9b28363e-1c47-49e8-b443-28eb214729e7,c1,c5,27,?,?,surb={'id': '4eccf5cd-70ab-4bef-a335-d0ad83da3bad', 'route': ['p2', 'e5', 'i1', 'x11', 'p1', 'c1']}
1769753540.4181578,SENT,31a5c128-478d-4315-a379-1163ec876ee8,a6233d2d-8d06-41c7-a9c4-143ee37ecb03,c1,c5,3383,?,p1,
1769753540.418268,CREATED,28c71357-ced9-4a0b-b038-844275267a85,ac9914a9-9418-4daa-b181-c9ea2810ecfb,c1,c5,27,?,?,surb={'id': 'ae4494b0-d5f7-4c45-8146-b4761f682516', 'route': ['p2', 'e11', 'i9', 'x6', 'p1', 'c1']}
1769753540.5419307,RECEIVED,b13e579e-acc0-4728-aeb1-01f2e8a8c819,20ce9085-8ea7-4f8b-b225-da29f8f0f70f,c3,c1,26,p1,?,surb={'id': '03140db1-2c10-421b-9833-a5b78dbcf1c2', 'route': ['p1', 'e7', 'i6', 'x11', 'p3', 'c3']}
1769753540.568138,SENT,bfbc69aa-53b6-48b8-b903-b5a1a6cb31ac,041ad9fd-93d8-4ad0-9ce1-af81113b4944,c1,c5,3388,?,p1,
1769753540.5682504,CREATED,69b998b8-2c04-43af-b589-ed32c4cd3539,423b9a9c-3006-48d9-8469-30940d08fc38,c1,c5,27,?,?,surb={'id': 'f30e3790-facd-427d-a115-f00301a238dc', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c1']}
1769753540.704163,SENT,b8c4b01a-f067-4324-89eb-4f45791e42bf,b76b8bc3-1b9a-48f8-a5ba-fc1b23903fef,c1,c5,3389,?,p1,
1769753540.7043536,CREATED,9daddc72-5f9a-472b-a310-3c210ed30663,008bf0a4-065d-411e-b2e4-9061a4e32734,c1,c5,27,?,?,surb={'id': 'bc24e2c4-7a86-486d-9288-1d336f99797b', 'route': ['p2', 'e2', 'i6', 'x10', 'p1', 'c1']}
1769753541.0534945,SENT,088cc998-c317-4adf-b819-bec35c27d4ac,feaa016a-76f4-425d-b073-8505f72dd4f9,c1,c5,3376,?,p1,
1769753541.053603,CREATED,f414a967-7007-4612-b81a-b43e27fc7dd7,9c12fa5c-03d3-4070-8aff-bb3f62e0c2c0,c1,c5,27,?,?,surb={'id': 'eeece16c-c349-4ed4-b453-194895ee9706', 'route': ['p2', 'e2', 'i7', 'x2', 'p1', 'c1']}
1769753541.3475418,RECEIVED,2d507470-b6f3-414d-bbc7-3fd187c8e97c,9e16e38b-4322-43bb-b9d5-72ffd3807f4c,c3,c1,26,p1,?,surb={'id': '6b5fbea1-db8b-408a-abec-61fffe0e1e1f', 'route': ['p1', 'e5', 'i12', 'x5', 'p3', 'c3']}
1769753541.534147,RECEIVED,4209f716-dcde-423e-981e-cca24a88d9a5,4df276f1-2be1-43d3-a45b-60299c4f7e45,c3,c1,27,p1,?,surb={'id': '2fe3851d-754a-46dd-87b6-e7cca5dc9c15', 'route': ['p1', 'e8', 'i8', 'x10', 'p3', 'c3']}
1769753541.6836343,RECEIVED,6d096f65-9eb4-43a4-acee-9fa77a7ccdfb,84e677c7-4a13-476f-bec1-4b5fbf011bda,c3,c1,27,p1,?,surb={'id': '278cce4e-7d13-49ab-866c-fe857083d343', 'route': ['p1', 'e2', 'i4', 'x12', 'p3', 'c3']}
1769753541.6881466,RECEIVED,178b4491-7129-4c94-ab68-08be2f25fd92,6eafc616-e457-4daf-8ec7-d68a22526d4c,c3,c1,27,p1,?,surb={'id': '6e80f141-529b-477f-85e1-88b180413789', 'route': ['p1', 'e9', 'i5', 'x1', 'p3', 'c3']}
1769753541.7460198,SENT,6a65f6c3-1db3-42fc-8caf-4377c23d9cab,01b98bf6-5b41-49a5-bd1a-24a5c86fd89f,c1,c5,3382,?,p1,
1769753541.7461228,CREATED,875fd1a7-3bf5-4fe6-84f5-ff40110f7cdb,cca58941-ed76-41bf-9678-692ca76beb75,c1,c5,27,?,?,surb={'id': '1fbf9a63-a222-4560-93c5-ef8b09c5ee34', 'route': ['p2', 'e12', 'i5', 'x11', 'p1', 'c1']}
1769753541.829523,RECEIVED,02c25e80-0e24-43bd-9dfc-4fef8d2324b0,456af6b1-d1fe-460a-a870-2b9d1459d8b1,c3,c1,27,p1,?,surb={'id': 'd07cdbd3-e4fb-42ba-84bd-b8fcd5768f22', 'route': ['p1', 'e4', 'i1', 'x10', 'p3', 'c3']}
1769753541.9221623,SENT,ad29ffa2-5b0b-4750-817f-341dc2fec5fd,88ffaacd-4aec-419e-8484-7e41046bf15d,c1,c5,3377,?,p1,
