timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769753763.1943474,SENT,c6da6d71-4d01-4baf-96ce-2ecc7fbb6727,1631ec74-7754-4860-892a-ebb1b937130d,c3,c1,3385,?,p3,
1769753763.1944299,CREATED,7ca2064b-bca2-43f9-9646-32bcfd3f708f,74a2ed11-edcd-4af0-a6b1-d3cdd8166e0d,c3,c1,27,?,?,surb={'id': '267bb075-1c41-4a37-9d40-28676f7e717e', 'route': ['p1', 'e5', 'i6', 'x7', 'p3', 'c3']}
1769753763.3232026,RECEIVED,5bc895b9-7f64-4511-882b-beb3d0c5f0ee,582788ed-d552-4ac3-82df-3365aaaa2ec8,c2,c3,26,p3,?,surb={'id': 'fdebf8c8-c7da-41bc-b8f5-1b614b8cb149', 'route': ['p3', 'e10', 'i6', 'x9', 'p2', 'c2']}
1769753763.4286737,RECEIVED,ee2695a6-3e21-4bcc-a003-cbceb6f0f37c,7f0f2f5e-9134-4552-b782-f77a2cee2258,c2,c3,27,p3,?,surb={'id': '3a6c1527-7b8b-4d50-944f-e6f4ff9b91a4', 'route': ['p3', 'e7', 'i6', 'x10', 'p2', 'c2']}
1769753763.4499469,SENT,2c969f4b-3708-4b86-9e40-f832dd7fd6bb,586a732c-60d9-4ea0-a927-c1bda2d63cf1,c3,c1,3360,?,p3,
1769753763.4501112,CREATED,4329446b-5891-42a8-a438-cdbea3d87677,5a6b8d03-e04b-4ec4-9c36-1a6e05885419,c3,c1,26,?,?,surb={'id': '2597b0bf-e76f-4df8-b12e-6e8ec2675c68', 'route': ['p1', 'e5', 'i2', 'x8', 'p3', 'c3']}
1769753763.6985776,RECEIVED,d931d05e-8c6f-48c0-960b-dacdf1d62c4f,ee14927d-38b6-4ae0-b20d-94b2adb6db4a,c2,c3,27,p3,?,surb={'id': '1d0ec53e-0ac0-41c8-a21c-3757fa400ad7', 'route': ['p3', 'e6', 'i7', 'x7', 'p2', 'c2']}
1769753763.714466,RECEIVED,2aa67492-a49f-4605-9610-be2d7cde6437,24d09074-0eee-48f2-ac4c-8205408c96ab,c2,c3,27,p3,?,surb={'id': '0ac7c2c7-c357-4295-b244-20f3adb410c3', 'route': ['p3', 'e9', 'i10', 'x8', 'p2', 'c2']}
1769753763.740407,RECEIVED,cfaf6ffe-9d48-4934-8853-e6025e783fc5,c3cf5175-1a32-4212-a4b5-023f71ee5785,c2,c3,26,p3,?,surb={'id': 'e118ec7e-a13b-4cac-a9fa-4a32009c26cc', 'route': ['p3', 'e5', 'i2', 'x1', 'p2', 'c2']}
1769753763.9807138,RECEIVED,f84bd0e7-536d-4bc8-b3a3-c8680136cdfd,b3351930-564f-4534-a203-bfcee7fbbfa5,c2,c3,26,p3,?,surb={'id': '319ad05a-05a9-439a-8322-3f7d906160a7', 'route': ['p3', 'e12', 'i11', 'x6', 'p2', 'c2']}
1769753764.2269108,RECEIVED,5fec0067-599c-4aa2-bbd7-95eac42aa9d7,7ccb1f34-3bf6-4ec1-89f3-204f6a4fd022,c2,c3,27,p3,?,surb={'id': '38432905-42da-4234-9aa2-9a32c9b19602', 'route': ['p3', 'e8', 'i5', 'x6', 'p2', 'c2']}
1769753764.3117597,RECEIVED,95826f41-3603-40d9-80fb-1e65429dafa4,d6bf8b25-c9e2-4c5c-b6ef-0123a37d84cf,c2,c3,27,p3,?,surb={'id': 'f653ce18-c98e-4ec5-ba85-68254c63311a', 'route': ['p3', 'e6', 'i2', 'x7', 'p2', 'c2']}
1769753764.4356263,RECEIVED,82a28a71-779e-4b1c-8636-5f59bac99c98,edcfefc2-b522-4478-a1be-c75facdaa0c9,c2,c3,26,p3,?,surb={'id': '59631e6e-d51b-46de-a2c7-d95db30baab6', 'route': ['p3', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769753764.802345,RECEIVED,1a3ca04b-bff1-4ba9-b152-b5fff078b0c4,11aaf42d-d726-4417-924c-7e5c52d86dae,c2,c3,26,p3,?,surb={'id': '4808b96a-6d7e-463e-a875-3a5f44a33195', 'route': ['p3', 'e4', 'i5', 'x9', 'p2', 'c2']}
1769753764.8356905,RECEIVED,c3972dff-2c13-42f0-a563-c984ca8e4f2a,be357e18-fac3-4753-99b8-885bc9833584,c2,c3,27,p3,?,surb={'id': 'efd3067c-be1d-48ae-9555-43dbd21a0aef', 'route': ['p3', 'e2', 'i6', 'x11', 'p2', 'c2']}
1769753765.0819423,RECEIVED,a799d978-a460-46ab-bfac-fc171ee06fd4,7d24d789-cb0c-41d4-a8b6-cbc07ccaa262,c2,c3,26,p3,?,surb={'id': '57bbfaaf-886f-4722-8440-ed8908d325ef', 'route': ['p3', 'e8', 'i8', 'x10', 'p2', 'c2']}
1769753765.1642506,SENT,3c1833fe-7a99-4876-9f15-c86ba8328758,d827a5ce-a8c7-4b1f-8590-6fca5331e0c3,c3,c1,3380,?,p3,
1769753765.1643105,CREATED,0fb11bcc-1f7e-4b44-b3ac-6b6f91fb492e,5ddb5802-b483-42a2-8433-69a88d150700,c3,c1,27,?,?,surb={'id': 'f960bdbe-f3a3-43e5-8c9f-2b4364d65e53', 'route': ['p1', 'e12', 'i4', 'x9', 'p3', 'c3']}
1769753765.173758,SENT,3095951c-feb3-4fd2-b7d4-7ea0aad26110,7296c9d9-3639-4473-b003-edbb7663582e,c3,c1,3376,?,p3,
1769753765.1759849,CREATED,08eb5a47-133d-4987-9ffb-1de7846b99e8,9638eb81-8742-49db-9c8e-733df0dbc71b,c3,c1,27,?,?,surb={'id': '726a71ae-8b39-4589-9981-2d907aba5832', 'route': ['p1', 'e7', 'i12', 'x9', 'p3', 'c3']}
1769753765.2591283,SENT,a8024569-08d5-460a-8511-e06b94881f38,8c157272-dcdd-4d10-8459-8bffa3b37df7,c3,c1,3376,?,p3,
1769753765.2591887,CREATED,d26ab031-1ace-4439-bc3c-0dda7d6bda81,6fc2b410-7e52-44e7-a37a-5e8f7334640b,c3,c1,27,?,?,surb={'id': 'ce1fbfca-3f64-4785-b185-0c925d11c4ac', 'route': ['p1', 'e12', 'i2', 'x4', 'p3', 'c3']}
1769753765.2844577,RECEIVED,0ccf5ebc-f7dd-40ed-ae1d-5b42ac85b196,8439e49c-de1d-4cc0-a2b6-b519844c7b2b,c2,c3,27,p3,?,surb={'id': '6c27980b-3ad1-468c-8760-01596453fa27', 'route': ['p3', 'e9', 'i6', 'x9', 'p2', 'c2']}
1769753765.5004802,RECEIVED,080c4133-02ed-4f61-b8a9-3ac575c6334f,13e9a925-2592-4f0c-8ce6-50b228950056,c2,c3,26,p3,?,surb={'id': '4d83644a-58a3-4079-be2c-78d261c022c1', 'route': ['p3', 'e6', 'i8', 'x5', 'p2', 'c2']}
1769753765.7492793,SENT,d9fcf1db-815c-4c3a-9cfb-8b85949d5d70,95c20807-6914-4f04-b0a8-c3bb475c60a1,c3,c1,3387,?,p3,
1769753765.7494104,CREATED,1d738b19-6ded-4d43-beda-66c770accc90,ee0ea65e-85a8-4df2-badf-3c9158110a37,c3,c1,27,?,?,surb={'id': 'f246bce0-c62d-4dcc-81c3-8d57316b5e9d', 'route': ['p1', 'e7', 'i11', 'x8', 'p3', 'c3']}
1769753765.798244,SENT,67eed7b1-ea59-4db7-9189-16df751032bb,9cb8bfd3-8ec7-468f-9add-e2ce41225b1e,c3,c1,3361,?,p3,
1769753765.798379,CREATED,4cf1a8c2-8275-400c-8a4b-b78b17920d27,7deeac98-0f64-4006-a193-097013dab59b,c3,c1,27,?,?,surb={'id': 'c2d808a2-fd07-42fe-bf0e-464880b61acf', 'route': ['p1', 'e1', 'i4', 'x5', 'p3', 'c3']}
1769753765.8948987,SENT,3b29aa64-9f22-41e2-8855-321b6688bf94,07d498bd-2b70-47e8-b948-39015543f7b4,c3,c1,3375,?,p3,
1769753765.895114,CREATED,eb1f2932-94db-44fc-a298-23323057ecb0,06d08db8-e9f9-49bc-89d0-03031ed59f94,c3,c1,26,?,?,surb={'id': 'ba9f451d-c418-4bc3-9140-e8d492e3f9ea', 'route': ['p1', 'e8', 'i9', 'x7', 'p3', 'c3']}
1769753765.9671547,RECEIVED,6d09da28-4291-4b48-9881-b0fcca25c6b6,b5e57e2e-db8d-40fc-88ee-63046808ab51,c2,c3,27,p3,?,surb={'id': '3790dbe5-0235-4eee-a091-5478c12d4c48', 'route': ['p3', 'e7', 'i12', 'x8', 'p2', 'c2']}
1769753766.1618872,RECEIVED,fdfc29a6-0ebe-47b8-983f-59422de6b7c0,36259b0c-34d4-402b-8f5d-99b2aae77101,c2,c3,27,p3,?,surb={'id': '8e9ba899-34a8-4046-a924-e36a71dfcc87', 'route': ['p3', 'e12', 'i7', 'x6', 'p2', 'c2']}
1769753766.377187,SENT,1d647059-aed3-4af2-967f-a1443c4d7727,05171f5d-138a-4503-a8cf-ee42b3538688,c3,c1,3363,?,p3,
1769753766.3772595,CREATED,0fb4cc78-5cce-4bf4-86d4-8484691e1296,255a5e90-1237-4362-82f1-04b47b6e800b,c3,c1,27,?,?,surb={'id': 'e7dd8bcb-7f28-470c-9025-26a0737f3a31', 'route': ['p1', 'e9', 'i2', 'x2', 'p3', 'c3']}
1769753766.4729767,RECEIVED,003ba738-b72a-430f-ac39-c589d4cc571b,434002bc-efc9-4a22-a6af-11bf5fdc289f,c2,c3,27,p3,?,surb={'id': '5596c186-bf71-4318-adf4-255df699130b', 'route': ['p3', 'e6', 'i5', 'x9', 'p2', 'c2']}
1769753766.526913,SENT,34c3aae3-9ed0-49a2-aaa4-5bca7534d67c,19724158-bad1-4d8d-82da-a2af130da6e8,c3,c1,3396,?,p3,
1769753766.5273888,CREATED,9cc06665-00fe-497f-85a7-7baf80c5fa3f,f7d9875f-f48d-4775-9720-694cc98912e9,c3,c1,26,?,?,surb={'id': 'da77af5e-126b-4578-8195-f28f45c8f395', 'route': ['p1', 'e11', 'i2', 'x9', 'p3', 'c3']}
1769753766.574792,RECEIVED,33826bbf-86f4-4a39-9e62-6b9561c909ca,f6c85e7c-6913-4ced-87cd-6824c9b7ea82,c2,c3,26,p3,?,surb={'id': 'bb5e1a46-bb4d-4a8e-96cf-43d987bd9f4b', 'route': ['p3', 'e4', 'i3', 'x7', 'p2', 'c2']}
1769753766.6552794,RECEIVED,0dee18e2-965a-4fb8-8683-ff488ea090f8,c8a24239-2789-446f-b09c-3eeb4a49e134,c2,c3,27,p3,?,surb={'id': '0ffaedea-c571-4eea-9d33-aa11f534204c', 'route': ['p3', 'e5', 'i1', 'x11', 'p2', 'c2']}
1769753766.7221677,SENT,ba8228b4-ab8c-4505-b5cb-d5403c75eea0,e6da524e-4c6f-475e-996a-445fbac571d5,c3,c1,3377,?,p3,
1769753766.722241,CREATED,893996dd-f1f3-4d3a-8b49-adff13c0de25,6b365843-870d-4031-a7f2-31818e633f98,c3,c1,27,?,?,surb={'id': '20c55351-4956-4f2e-964b-6f413dd28412', 'route': ['p1', 'e2', 'i6', 'x4', 'p3', 'c3']}
1769753766.751803,RECEIVED,288cf642-5a4e-4fcd-9c62-7d1548708f0e,e97e5cdf-5f6e-4918-9eeb-5993a6b26be7,c2,c3,26,p3,?,surb={'id': '5b31f2ab-8829-41d8-8e61-7799df15e4a4', 'route': ['p3', 'e9', 'i4', 'x9', 'p2', 'c2']}
1769753766.8013148,RECEIVED,14dfc237-42a1-4159-923b-bd7f1eea3c76,15fab3e2-fa07-4517-82a5-f7ffe7e9e465,c2,c3,27,p3,?,surb={'id': 'ab91aaa0-a868-4fd8-a2d8-3807458af2c1', 'route': ['p3', 'e6', 'i10', 'x3', 'p2', 'c2']}
1769753767.3358986,SENT,97f22672-6816-4d98-ab27-1ebab7767622,971cc61b-e01a-4848-81b2-1daf4fab545b,c3,c1,3380,?,p3,
1769753767.3359706,CREATED,561400b0-9753-415a-bfd2-0170dec4647d,2ad131f7-0c90-4e8a-8e2f-cc7fd4f3c055,c3,c1,26,?,?,surb={'id': '7e90a205-17e9-4f75-b884-6d8242bb84e1', 'route': ['p1', 'e8', 'i12', 'x10', 'p3', 'c3']}
1769753767.3742661,RECEIVED,867901ac-b996-4a31-a33c-22935acd6b58,622f0b84-95d2-48e8-82f8-71e20f25bd00,c2,c3,26,p3,?,surb={'id': '772f0148-18ee-489f-8023-d3fa8ae60744', 'route': ['p3', 'e4', 'i10', 'x1', 'p2', 'c2']}
1769753767.5745785,SENT,7ca88ae4-1a37-43d4-b281-242a2252e250,32cb7122-d75e-44bf-8776-a6692fb78f50,c3,c1,3397,?,p3,
1769753767.5746517,CREATED,e2fd1633-5f0a-4c38-8945-b46f0eb421da,933a4ef1-2a83-4b01-94d9-a4586d903084,c3,c1,27,?,?,surb={'id': 'cedef7a2-2caf-4550-9b88-89bd190fc209', 'route': ['p1', 'e4', 'i12', 'x11', 'p3', 'c3']}
1769753767.6193354,SENT,ab7bc22c-7344-4339-9ce5-adf0ebf5ba46,6570e33c-3bc7-4f74-b1f2-90112b8bd7a2,c3,c1,3371,?,p3,
1769753767.6194086,CREATED,bb1de402-d724-437f-9e39-2a516a16b6db,221ac1d1-6e1b-45c2-93df-82342b998d41,c3,c1,27,?,?,surb={'id': '6b5cb123-cbeb-45e1-9e52-5a8117e121e7', 'route': ['p1', 'e10', 'i4', 'x8', 'p3', 'c3']}
1769753767.7804356,RECEIVED,4fdfb96d-3643-4ab0-b106-0e7639808b43,4909adf6-736d-467f-9cc7-dd68dd91b54a,c2,c3,27,p3,?,surb={'id': 'add54eb0-753f-4ea1-988e-3d992f0ebd5e', 'route': ['p3', 'e10', 'i6', 'x1', 'p2', 'c2']}
1769753767.8121676,SENT,9f0d21a9-d9c3-48df-8409-a861dd11237d,5ca5000a-2ed5-476f-9578-373903f4ac4c,c3,c1,3393,?,p3,
1769753767.8122468,CREATED,8d8e9213-266b-43d9-91d1-862fae7a684b,02f356b6-212b-41a1-aa93-29b2336cedea,c3,c1,27,?,?,surb={'id': '355b4ec9-8919-47a0-99b0-e1343ac1ad79', 'route': ['p1', 'e9', 'i11', 'x1', 'p3', 'c3']}
1769753767.860779,RECEIVED,88f81b4c-8284-44af-9446-6afea1156927,b6f62551-0414-49e0-adc2-8f59cd864f1a,c2,c3,26,p3,?,surb={'id': '450f5956-2ef3-41e0-aaae-503e2d4774ac', 'route': ['p3', 'e9', 'i12', 'x10', 'p2', 'c2']}
1769753768.0077615,RECEIVED,dd88f5f8-219f-469d-a7f1-e1400fab4348,9333af98-6220-436d-8bd4-1aa6844405ff,c2,c3,27,p3,?,surb={'id': 'f5e98648-04c5-4a4e-8655-cc9f86e2e7c2', 'route': ['p3', 'e6', 'i4', 'x8', 'p2', 'c2']}
1769753768.2493176,RECEIVED,e4f18a94-e5ce-4c27-b2a8-a4035679bc26,9d7b3dd2-ddb4-425a-bb07-950003ee2f43,c2,c3,26,p3,?,surb={'id': '4480a935-5704-4c74-839d-522f0cca2bce', 'route': ['p3', 'e5', 'i10', 'x10', 'p2', 'c2']}
1769753768.2636757,RECEIVED,3439a75e-9dc2-4a08-92da-e50443763381,dce690de-fe3b-430e-9f93-0e24971a0694,c2,c3,27,p3,?,surb={'id': '03d05535-b061-4810-969b-4eb867d9fd37', 'route': ['p3', 'e9', 'i6', 'x12', 'p2', 'c2']}
1769753768.5450044,SENT,54857264-f30e-4047-98c1-8142f15b3fcc,1679e54a-7336-484f-a40b-8e5c12bb05f3,c3,c1,3401,?,p3,
1769753768.5450952,CREATED,127052b8-c75f-495e-9fde-fcbac7720e7e,73239a7a-ce50-4e70-a4f8-e32256fcd391,c3,c1,27,?,?,surb={'id': '9be7486e-9655-4057-8ca5-0c85853c68b5', 'route': ['p1', 'e9', 'i5', 'x6', 'p3', 'c3']}
1769753769.0714262,SENT,0060198a-986c-4d40-8735-938eeed9f8c1,cd165020-add0-4ed9-b18b-0f0ccc4ef09e,c3,c1,3412,?,p3,
1769753769.071513,CREATED,3312e370-e61e-4c17-8e1c-91b62b7a6c01,dffa1f71-4041-4131-a4ef-b51b3271ca03,c3,c1,27,?,?,surb={'id': 'b60520cd-41f3-4810-9bd8-8ce6bd82f92c', 'route': ['p1', 'e9', 'i4', 'x12', 'p3', 'c3']}
1769753769.137419,SENT,fb061f3d-e6bd-4b7f-ab42-3d94b69addc4,9db2b092-f1b0-471a-9a9f-8c7319144e7d,c3,c1,3384,?,p3,
1769753769.1375048,CREATED,7d9cf664-ade0-416c-8de8-0e03f2c5a0f8,043c499e-4ce6-474d-b578-1a8b144d1ae0,c3,c1,27,?,?,surb={'id': '6c4aefd0-437f-43ca-89de-e3ac536607b6', 'route': ['p1', 'e3', 'i2', 'x1', 'p3', 'c3']}
1769753769.474302,RECEIVED,70e73817-90f7-4182-beb2-8dd38204106a,6e0a3f46-10fc-40fd-932b-2c74e7487e5a,c2,c3,27,p3,?,surb={'id': 'f0fabb51-81a7-48a0-adca-a935edff0086', 'route': ['p3', 'e4', 'i9', 'x2', 'p2', 'c2']}
1769753769.61909,RECEIVED,a26856b3-19e5-4b86-9d68-f509069f4966,11284e9d-4aee-4021-8b10-66d405b6c284,c2,c3,26,p3,?,surb={'id': 'e8856ecb-4f90-4291-8cdd-0ef33d8c7cda', 'route': ['p3', 'e5', 'i12', 'x5', 'p2', 'c2']}
1769753769.8905537,RECEIVED,80fdf032-a89b-4d80-bda9-3f053c1915ac,4d329fa8-acb5-47aa-b047-c9f4b70b191a,c2,c3,27,p3,?,surb={'id': '76ea8e5b-6614-40e4-8d9d-2aa0ca89dcd7', 'route': ['p3', 'e1', 'i11', 'x12', 'p2', 'c2']}
1769753769.9038591,SENT,f758dcd8-1f22-4a87-921a-163692f67bc3,651832bc-8d81-469a-b52e-dbb1c67d9066,c3,c1,3375,?,p3,
1769753769.9039595,CREATED,bcb2845d-d6a0-4e48-89c8-96c49c138c6d,f48653b8-a32f-446e-bb56-6efa2410e492,c3,c1,27,?,?,surb={'id': '9e1a922d-2a79-4f69-ad16-b75d9e107890', 'route': ['p1', 'e6', 'i4', 'x5', 'p3', 'c3']}
1769753769.9309456,RECEIVED,a20be257-4360-4d44-a8cf-0d0c5bedbe8b,ab07dfd3-e935-4d72-8b5b-41d9db118844,c2,c3,27,p3,?,surb={'id': '70e0f2f8-1e98-4f08-aae5-f1a194d5419c', 'route': ['p3', 'e5', 'i8', 'x3', 'p2', 'c2']}
1769753769.9603271,RECEIVED,584d6235-d8a1-4634-ae74-85af11f4633e,dcfc151a-3b0b-4ecf-8715-30aee0f12e37,c2,c3,27,p3,?,surb={'id': '59b42edb-1c1a-498c-b933-6dfa5aec8e2d', 'route': ['p3', 'e7', 'i6', 'x7', 'p2', 'c2']}
1769753770.0929475,SENT,f0e072c6-f3c8-4329-95bc-b13e00632185,8ddc879a-91cd-4e18-91c5-029d18b1b2c8,c3,c1,3373,?,p3,
1769753770.093067,CREATED,cdd26e09-db90-4f1f-b4c3-6b259073aa5c,9f0d5ae9-4551-4217-be77-4309aa42251f,c3,c1,27,?,?,surb={'id': '163a5d2e-11c6-44fe-a471-697ca9f92d96', 'route': ['p1', 'e4', 'i12', 'x2', 'p3', 'c3']}
1769753770.6173115,SENT,14d06228-9973-45da-a740-80b70b79a4c0,168144d3-f104-4b8f-b0ec-0f72fa5fd57a,c3,c1,3379,?,p3,
1769753770.6174116,CREATED,1222c015-f441-470e-9fec-d07b45fec89b,c2e09192-a71f-4598-9116-a1866bdb84d5,c3,c1,26,?,?,surb={'id': 'e1c50f8f-4c4a-4c6c-9ddd-7a2063e7b877', 'route': ['p1', 'e11', 'i6', 'x9', 'p3', 'c3']}
1769753770.7803385,SENT,bc7e514a-7dd2-495a-bf0c-bfed2a7b6437,b5efe4ae-4f11-49c2-bc51-87b504cab646,c3,c1,3371,?,p3,
1769753770.7804468,CREATED,3e3abdc9-a67a-46bd-96bb-915c188abcac,1b6885e1-551f-4105-8984-70534ba51e79,c3,c1,27,?,?,surb={'id': '3360eec9-b7ec-4998-a240-9c8dd277069f', 'route': ['p1', 'e4', 'i4', 'x7', 'p3', 'c3']}
1769753771.2877893,SENT,1bf69ee8-eead-4036-98a0-27b1ffc5fee5,fa5d111d-4f53-4380-b787-efe075a24e6a,c3,c1,3372,?,p3,
1769753771.2878895,CREATED,eb23ab15-a924-4dcf-b50c-6f3c257298fb,0fb2fc83-9354-4c24-b32b-48b67c1b8c86,c3,c1,27,?,?,surb={'id': '59625e37-a8f4-4316-9c11-739779c3e0ac', 'route': ['p1', 'e1', 'i9', 'x10', 'p3', 'c3']}
1769753771.3795161,SENT,78338909-07c5-4cc4-ac0b-a6dd25e729f2,421b3bf0-1fe0-43da-baeb-7090c8200114,c3,c1,3388,?,p3,
1769753771.3796115,CREATED,1ed894e1-7a2e-4777-9813-0672bd5766b0,84177822-55bb-40cc-afab-4dcf61e0d006,c3,c1,27,?,?,surb={'id': 'baae5cce-3665-4fc0-9ceb-bd436d0c01a6', 'route': ['p1', 'e6', 'i4', 'x12', 'p3', 'c3']}
1769753771.5397627,RECEIVED,a15f6f47-a6d1-4eae-ad1a-33c617200b64,010d5ec6-15f6-4a6d-bc61-3a7f5325f8f8,c2,c3,27,p3,?,surb={'id': '87477ffd-b4cf-4cba-b0ad-628b801b12c4', 'route': ['p3', 'e5', 'i3', 'x4', 'p2', 'c2']}
1769753771.7336688,SENT,2ab082fc-de20-47a3-8fe7-6acdce8d6fd5,4cd327b6-7a07-4bf6-9515-af7de244f278,c3,c1,3385,?,p3,
1769753771.7337735,CREATED,31dc07e5-19c5-4185-a76e-0a062ac5308d,5fdf137c-efda-493c-b68c-8392fb10e6dc,c3,c1,26,?,?,surb={'id': '037865db-d87b-405a-832d-da0aa50039ea', 'route': ['p1', 'e6', 'i8', 'x8', 'p3', 'c3']}
1769753771.904368,SENT,7c21cc3f-9522-40c6-a1d2-3564a81ee229,5c998e89-0edd-4ed1-8ff5-01e9458dbe19,c3,c1,3376,?,p3,
1769753771.9044704,CREATED,4e67e34a-ad93-49a7-941c-af5d73cf0f33,41d0bb86-1b93-45cb-b8e7-e46231c3c87a,c3,c1,27,?,?,surb={'id': 'd923ec8a-71c6-4c79-b148-81660f036edb', 'route': ['p1', 'e10', 'i6', 'x6', 'p3', 'c3']}
1769753772.0897493,SENT,52d60853-70b0-4b06-b397-f65058526d42,495ebff4-b69c-4ce2-9667-859b0065b171,c3,c1,3365,?,p3,
1769753772.08985,CREATED,2f2b8fc2-067d-43e3-9eac-8ce3be7ebc9b,d64bace8-8584-4bab-9758-7276c8cb0159,c3,c1,27,?,?,surb={'id': '6849a898-f955-4aa8-87a6-c19e3db1c5e5', 'route': ['p1', 'e3', 'i9', 'x5', 'p3', 'c3']}
1769753772.1683536,SENT,257e1050-649a-4aac-beef-ac39a8bdead7,fb4ff350-5335-45c0-92e3-6b93399ce9ee,c3,c1,3380,?,p3,
1769753772.1684566,CREATED,3c3703df-d240-401d-a414-6e864243eaee,03c9c8aa-91d3-403a-ba3c-69747b794772,c3,c1,27,?,?,surb={'id': 'bf4b942c-6968-417d-a89c-79dbd949491b', 'route': ['p1', 'e3', 'i12', 'x8', 'p3', 'c3']}
1769753772.20251,RECEIVED,15def949-9542-4afe-9f4d-90e7de260bcb,b2d6bb09-de08-4f67-9653-7ceb2404023a,c2,c3,27,p3,?,surb={'id': '5d36a5a9-904e-499e-9625-0f1699aa8c63', 'route': ['p3', 'e9', 'i10', 'x10', 'p2', 'c2']}
1769753772.2079146,SENT,d0d26086-0c26-4169-861b-23dcc7a9531d,a797e071-99c2-4b23-ba0c-0a3f8c2e8bc1,c3,c1,3374,?,p3,
1769753772.2080178,CREATED,c13318ae-fab0-447a-b2a8-7fa37fe0b354,375cd217-9697-4b6c-a823-25b62e3f03c8,c3,c1,27,?,?,surb={'id': '55eb3db8-7910-4d4e-9272-b9275863823f', 'route': ['p1', 'e3', 'i1', 'x10', 'p3', 'c3']}
1769753772.3215027,RECEIVED,cb9742b0-ae7b-44b6-8083-4f95f5d8bfab,8e4aabd5-8d4d-40e3-a840-14cc03cceb03,c2,c3,27,p3,?,surb={'id': '7df281c6-7c3e-495b-aa35-71bb053af3b3', 'route': ['p3', 'e8', 'i5', 'x9', 'p2', 'c2']}
1769753772.508262,RECEIVED,f7bf4a53-0b95-4b92-a90f-c310c29fbdc5,8dac50ba-7f75-485a-b22e-dee949657a9d,c2,c3,27,p3,?,surb={'id': '053ee86e-1213-42ae-86a0-bdef22596c84', 'route': ['p3', 'e9', 'i11', 'x9', 'p2', 'c2']}
1769753772.5919545,RECEIVED,ca81c7f2-85e9-4bd6-96ab-1cabdefceeec,ed74f835-ff74-4a0e-9f2a-cdc448908491,c2,c3,27,p3,?,surb={'id': '103512da-72da-4017-b003-fcfc0aa2638a', 'route': ['p3', 'e4', 'i3', 'x6', 'p2', 'c2']}
1769753772.9690166,SENT,ff7ba678-fec3-4ee2-a9f0-c086b1740c77,f83512cc-4470-49f9-9e5b-122099750b32,c3,c1,3392,?,p3,
1769753772.969137,CREATED,ea8c350c-dad9-48d8-9ed8-d7e3dc27d812,cc75b106-26dc-4d04-8dd6-440586b4b1ac,c3,c1,27,?,?,surb={'id': '056821a1-7449-44af-a8cc-caf7a938e298', 'route': ['p1', 'e9', 'i2', 'x11', 'p3', 'c3']}
1769753772.983971,SENT,6c9f00be-fbab-4697-ae0b-16ea064665c0,08bdbb1b-98dc-45dc-a64d-c17f51da6c7d,c3,c1,3381,?,p3,
1769753772.9841874,CREATED,e67c2620-d8d0-413d-a128-d06bf9b8da33,e8374fa0-df16-4300-b007-eddcdf753cb4,c3,c1,27,?,?,surb={'id': '0fdfd456-f6b9-4c2d-8509-43ed9c9cd85e', 'route': ['p1', 'e6', 'i9', 'x7', 'p3', 'c3']}
1769753773.0050557,RECEIVED,fe2e6b26-b3f2-45d6-b321-06e63e68833c,4cd29a28-3dfa-48a5-a16a-b785b11395ac,c2,c3,26,p3,?,surb={'id': '958ae7c5-1640-438d-9e1b-dac705f495ec', 'route': ['p3', 'e4', 'i3', 'x6', 'p2', 'c2']}
1769753773.436571,RECEIVED,67b97be9-e91b-4ca9-bcc9-32eaca59a1d9,673fb34f-4bf2-446a-aa5a-16eb42a61275,c2,c3,27,p3,?,surb={'id': 'ab4ab2c0-b4d1-492b-8081-5a3e38a2fca1', 'route': ['p3', 'e6', 'i5', 'x5', 'p2', 'c2']}
1769753773.6113195,SENT,949383d0-0ad0-4ca2-9a21-6a7ce9ec8d3c,d7be7ba5-9111-4856-ba0d-bb0db20cccad,c3,c1,3375,?,p3,
1769753773.611411,CREATED,9b9ed1a4-c580-4a6d-811a-8fe4a1e902d5,21dc4e50-70fa-42b3-811b-faee68762456,c3,c1,27,?,?,surb={'id': '8f06b1a2-08a2-4b7d-93d4-6048283499f5', 'route': ['p1', 'e2', 'i12', 'x1', 'p3', 'c3']}
1769753774.2828188,SENT,bf43a98d-a2ba-408a-96e8-246033457b2d,4afa51ef-552d-49c6-8a6b-b85b39e28fc2,c3,c1,3375,?,p3,
1769753774.2829716,CREATED,8bc5c2cd-9ee1-47d1-9e2d-4b0d8e68c71c,17f60094-84bd-41c3-b0c9-6510b52a7ee8,c3,c1,27,?,?,surb={'id': 'bd755ef0-450f-4ded-a022-8c2e41ddf94b', 'route': ['p1', 'e7', 'i5', 'x10', 'p3', 'c3']}
1769753774.731311,SENT,1ef25dcd-038a-4168-99c0-c6b2afc102bb,34d2562a-b04e-4481-8231-50de75a693f7,c3,c1,3381,?,p3,
1769753774.731485,CREATED,54d59852-fa01-422b-9829-01df09ca0c5e,003c08b4-1a1e-4234-8a01-e8cf2825afbd,c3,c1,27,?,?,surb={'id': '41d97f9d-ba1c-4339-96ef-f2004a692541', 'route': ['p1', 'e3', 'i6', 'x9', 'p3', 'c3']}
