timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769753604.8153622,SENT,70eafc67-81bb-4d23-8509-c265eef40889,bb1c2b88-48a9-4f4f-8130-1679e6358c0f,c3,c1,3411,?,p3,
1769753604.8156397,CREATED,69b568e6-3bcd-4555-9baa-16b6254670c5,2b11c08f-8b4f-4f1d-984d-d7ebb21b1d61,c3,c1,27,?,?,surb={'id': 'f79df9dc-c80f-4b32-baae-1ce7dd7948de', 'route': ['p1', 'e9', 'i2', 'x12', 'p3', 'c3']}
1769753604.9793456,SENT,19fbb8f1-53e6-4ea4-82ab-1fe707c3fab6,00f9e077-39e2-48b8-b0ea-d5f087723695,c3,c1,3367,?,p3,
1769753604.9794576,CREATED,1ca556b6-3fe5-4e40-a7a0-c5f11ff26890,291e6e83-8c0d-452f-9436-ad9b3d26ac33,c3,c1,27,?,?,surb={'id': 'fa720f29-b65c-4fb9-af27-68cfbd2cc20d', 'route': ['p1', 'e2', 'i1', 'x3', 'p3', 'c3']}
1769753605.0364842,RECEIVED,8d998349-dfb2-4f75-9f0c-b6604b113b12,9827f256-ac51-4b1f-82f0-9162095e903e,c2,c3,27,p3,?,surb={'id': 'abaf8fc3-ec1a-4a39-95cd-a00bf678525b', 'route': ['p3', 'e11', 'i11', 'x11', 'p2', 'c2']}
1769753605.1277575,RECEIVED,3ce6d446-bb15-40cf-80c5-5f5225f315cd,85fbcc6e-560a-487a-9ae4-3a025cd5e7a6,c2,c3,27,p3,?,surb={'id': 'ad436949-4e36-43a8-9040-9bd77cf22ba6', 'route': ['p3', 'e8', 'i3', 'x5', 'p2', 'c2']}
1769753605.1300633,RECEIVED,58c2f8da-263e-4cf1-8707-dc2c9ac4c32e,d4c90099-2fe4-4963-9349-b738f3f57128,c2,c3,27,p3,?,surb={'id': '562e3cd1-be1b-418b-8e36-9017827f51a0', 'route': ['p3', 'e9', 'i12', 'x12', 'p2', 'c2']}
1769753605.133129,SENT,70b81628-350c-4e33-b312-6048ae51b8a5,0b330c43-05ea-48f6-be16-8e5f73b0a550,c3,c1,3364,?,p3,
1769753605.1331854,CREATED,e147869c-6c81-4b20-a625-908be612892a,f2dc330e-d9db-4cf6-9b2e-e16f734d5296,c3,c1,27,?,?,surb={'id': 'ff9e8215-b821-46d9-808a-e708d2cd61ee', 'route': ['p1', 'e9', 'i6', 'x4', 'p3', 'c3']}
1769753605.1725442,SENT,5919b1b2-6e2e-418c-9701-b6a3a42fd175,cc609016-3808-4b1a-baa2-235815d01752,c3,c1,3388,?,p3,
1769753605.1726081,CREATED,fea5dbeb-e027-43d7-b411-b960336555ae,75d84c6e-589e-443b-961a-5cbeedb1ce35,c3,c1,27,?,?,surb={'id': '072d5fe9-3a3a-40f0-80d2-c068ac2e7a0b', 'route': ['p1', 'e6', 'i4', 'x4', 'p3', 'c3']}
1769753605.2099216,SENT,79bfe410-f3d8-47fe-9ff4-21a61317ff32,648f7fb0-b533-41cd-9877-9c2cf762082a,c3,c1,3400,?,p3,
1769753605.2099967,CREATED,d336fe5a-e1d0-455c-9fa4-54fcf3d84523,e33ce4b8-b31c-4cfd-b3ec-a5984f0fc7cc,c3,c1,27,?,?,surb={'id': 'd3903c06-bff4-453d-aebb-f1ff5d137fbc', 'route': ['p1', 'e3', 'i5', 'x2', 'p3', 'c3']}
1769753605.3708272,SENT,8f7a25f2-5989-48ff-b165-4952d5145340,06da371c-f8dd-4ed6-8c04-5e11e63d4d81,c3,DROP,2044,?,p3,
1769753605.3709512,CREATED,8608e4fc-b37a-4ad2-b4ae-007d6b022844,a828b42b-878e-41dc-8aa5-2a1788742230,c3,DROP,27,?,?,
1769753605.548741,RECEIVED,25497fa6-046e-4324-addc-0828921fee34,e8d66ee6-c600-41fc-9cad-831c75d7bca6,c2,c3,27,p3,?,surb={'id': '8f7a5c65-cf04-4792-b79f-7e8a1d7340cd', 'route': ['p3', 'e7', 'i4', 'x3', 'p2', 'c2']}
1769753605.6384048,SENT,a6e23358-accf-47bf-9d88-4ce0bb5b8bbd,eb28c5dc-2b55-49f5-897c-1ce27df6fc82,c3,DROP,2028,?,p3,
1769753605.6385317,CREATED,ee60522f-2b90-4a17-b618-e43f427a277b,3f8543fa-d55d-4f72-a309-f2b52c3dddd4,c3,DROP,26,?,?,
1769753605.6397736,RECEIVED,af9f99f6-e928-4b52-81f4-faaf18726108,f149607c-0510-4a1c-9f9b-aab29c29e683,c2,c3,26,p3,?,surb={'id': '4ecb1f91-b3f0-4869-9c7f-e0a54dac96ca', 'route': ['p3', 'e11', 'i3', 'x3', 'p2', 'c2']}
1769753605.8596458,RECEIVED,3b050bca-202f-401b-b3b1-5bc39c434739,d01f3e59-4768-405e-b392-06ef58910d59,c2,c3,27,p3,?,surb={'id': 'd13dafd7-a168-4218-93bb-7468acdde9e5', 'route': ['p3', 'e11', 'i9', 'x9', 'p2', 'c2']}
1769753605.931125,RECEIVED,d28cf58b-af59-4259-bbe4-e82dcd6aec99,7cd49ce6-3441-4f2d-bbd5-8df164ab2f91,c2,c3,27,p3,?,surb={'id': '96260e1f-50c5-47cd-b934-53fb7b0cf600', 'route': ['p3', 'e2', 'i1', 'x8', 'p2', 'c2']}
1769753605.9717307,RECEIVED,a89df42f-5961-4cc7-85e8-56894bfd7b5f,7b867732-f05d-43f5-838f-626650b5e896,c2,c3,27,p3,?,surb={'id': '9022ccf7-dfdf-4d73-b3ae-422ead91dc3c', 'route': ['p3', 'e11', 'i12', 'x11', 'p2', 'c2']}
1769753606.2834508,SENT,b3ddc246-da11-4c9a-8b25-251e5a27292e,e6a242b5-420a-4e72-ba33-3116ad195343,c3,DROP,2041,?,p3,
1769753606.2835824,CREATED,7f5e418a-c6ec-4bcd-8924-f5ef408e9c48,8e89f926-1f40-4a0d-b88b-acad641154fb,c3,DROP,27,?,?,
1769753606.3449018,RECEIVED,9acb1ec5-df41-4d8a-9d92-6b0796b0d812,822b86c6-b4aa-4be5-8f6f-2017b9d09027,c2,c3,27,p3,?,surb={'id': 'c329f249-e6fc-44d3-89e4-984dfd00bafb', 'route': ['p3', 'e7', 'i2', 'x3', 'p2', 'c2']}
1769753606.5385962,RECEIVED,0bb5ebd0-da29-48ae-ac08-304fa4285bf2,39b3c3eb-d67c-4e3f-abf1-8882ed9306ed,c2,c3,27,p3,?,surb={'id': 'f8251f73-c43b-40f8-8d96-9f134d7bb9aa', 'route': ['p3', 'e7', 'i8', 'x8', 'p2', 'c2']}
1769753606.5992045,SENT,80afe938-0b52-46fc-a058-71f330f8ff8c,ff9f0631-d26d-4fcd-96fb-3575a0070879,c3,c1,3359,?,p3,
1769753606.5992877,CREATED,b1d76b75-8364-4b6a-9b9c-f33378d641e6,52be8ad7-ceaa-4b7d-b16a-24600fdc4bca,c3,c1,27,?,?,surb={'id': 'c9e20cac-aabf-46d8-bfb4-7f939777eba1', 'route': ['p1', 'e7', 'i8', 'x4', 'p3', 'c3']}
1769753606.7535326,RECEIVED,25f6f7f3-9331-4e7c-a710-678771354ccd,c9e6dda8-ce63-41dc-805d-f1e2d269d581,c2,c3,27,p3,?,surb={'id': '7c57104f-3c7f-46a2-8ff3-7a7e2e459472', 'route': ['p3', 'e3', 'i1', 'x11', 'p2', 'c2']}
1769753607.1962209,RECEIVED,02c378dc-44b4-4c83-ae96-cb7e19e7dcdb,fc7ed30a-c9f4-468e-9265-96bf86790035,c2,c3,26,p3,?,surb={'id': 'b3c3df5a-1d49-4550-a7ff-e883a69ed895', 'route': ['p3', 'e5', 'i10', 'x4', 'p2', 'c2']}
1769753607.3058362,SENT,a7bba734-26a8-4fdd-9ca1-9beb425ee0ca,bf5d9fd8-d320-4d10-ba82-f47700804ca8,c3,c1,3400,?,p3,
1769753607.306108,CREATED,0ebcd584-a630-4729-8440-216fe7ca30b7,8ca52b04-6572-4ddb-932a-c975b0a506cd,c3,c1,26,?,?,surb={'id': '1ace270e-0e56-47b5-a62b-b36802117d5b', 'route': ['p1', 'e10', 'i12', 'x10', 'p3', 'c3']}
1769753607.3943553,SENT,947d84a6-6a6e-4ba4-89a3-5d1c9f2b6ddd,d13edb3d-bbb6-4138-89a3-cbc91bc016cf,c3,DROP,2015,?,p3,
1769753607.3944085,CREATED,9bd54715-147d-4f6d-ae77-573927b3fe72,bec00dca-91a1-4f2e-8c1c-4e893b8a08be,c3,DROP,27,?,?,
1769753607.6904366,RECEIVED,018fc7f7-17aa-4c7d-b5e6-83e245a8c1be,769956b6-2c2a-4c5b-830c-8c3b479c06c5,c2,c3,27,p3,?,surb={'id': '99c0f5c3-910c-4840-b52b-a3d60cd85311', 'route': ['p3', 'e10', 'i4', 'x6', 'p2', 'c2']}
1769753608.065268,SENT,a6096d1a-cf84-4b0a-9428-7b0921ce4685,bb640897-0ba8-4e2d-8db2-6f0f13307e9c,c3,c1,3393,?,p3,
1769753608.0654206,CREATED,81505609-7856-4bf9-9d11-6c2110fcb5c5,0c637878-91d6-4f11-8fda-594cfaa0a3c9,c3,c1,27,?,?,surb={'id': '1f750ae5-b3c7-40d1-b620-354c129a8452', 'route': ['p1', 'e10', 'i5', 'x9', 'p3', 'c3']}
1769753608.5384395,SENT,464e4f82-9c02-4ce4-8eb5-18038b45e221,cc579856-56da-426d-8b44-9116cece0190,c3,c1,3396,?,p3,
1769753608.5385752,CREATED,50de4538-b863-4603-9665-51cbb0c390cf,b0006358-e795-491d-ae09-d514b0cc6fca,c3,c1,27,?,?,surb={'id': '44d611a9-b008-416f-8ea8-9aa88da19a40', 'route': ['p1', 'e10', 'i9', 'x1', 'p3', 'c3']}
1769753608.8287861,SENT,3d99e3e0-3a04-49b4-8bda-6a98182413d7,623c9fe0-e3fc-4fc9-96d0-80f28b73ed05,c3,c1,3376,?,p3,
1769753608.828943,CREATED,ff447e8a-f90e-4a3e-8c29-ae65a15adc73,84a00748-1010-4643-886e-076ead594c7a,c3,c1,27,?,?,surb={'id': '1d6f0fdd-7b83-4c2a-84b6-1edc1a825344', 'route': ['p1', 'e9', 'i2', 'x5', 'p3', 'c3']}
1769753609.0517561,SENT,72f5c25b-f0c8-43d3-a84f-14e0fe3809d0,8cbb21d3-bbdf-4106-8dcd-d9ef5942e6ea,c3,c1,3387,?,p3,
1769753609.051889,CREATED,98fb7eb3-3150-4096-acfd-cc59900ede69,d4afbfe7-82f7-40ea-90b8-39d0b102d5ef,c3,c1,27,?,?,surb={'id': '5f67711b-8d54-4715-a6e5-3a8fb753f123', 'route': ['p1', 'e1', 'i9', 'x10', 'p3', 'c3']}
1769753609.1718938,SENT,71147471-8568-4523-8dc1-828284fde53d,2d3847f9-471f-41d3-b493-89cea207fc56,c3,c1,3375,?,p3,
1769753609.1720295,CREATED,8439850f-2bdb-4bee-a7ea-f3e747a8c3ee,b3ce9600-8a8d-4d8d-b8f6-ab7e0e1cdbb7,c3,c1,25,?,?,surb={'id': '356c49cd-76bd-48f9-9155-2d59b0298a51', 'route': ['p1', 'e10', 'i7', 'x12', 'p3', 'c3']}
1769753609.5344937,SENT,83c4cd8e-a923-465a-b7e2-4b7620def9e9,6be48fd6-6a66-4563-b2ac-e34468f0cb9f,c3,c1,3388,?,p3,
1769753609.5346253,CREATED,1d7aa1b8-79f6-4244-8bfb-898df0612821,f24da16a-acd3-4faa-8f5f-68eda6ffea21,c3,c1,27,?,?,surb={'id': 'a69db13e-0bb6-4eae-b22d-d013e9655009', 'route': ['p1', 'e9', 'i5', 'x2', 'p3', 'c3']}
1769753609.9197862,RECEIVED,57c5ad92-2c4a-4268-a675-3a586ca5bb5c,50fb8254-0225-4083-a07b-14b54a64b69f,c2,c3,25,p3,?,surb={'id': '8a30de05-10d1-4a5b-a4f4-bca7b787e5ed', 'route': ['p3', 'e7', 'i5', 'x10', 'p2', 'c2']}
1769753610.1493237,SENT,08a3a483-596f-403c-8373-6c64a102ea72,3fdee065-8dfa-4cbf-b4e5-571e06456a33,c3,c1,3400,?,p3,
1769753610.149455,CREATED,b3096033-6121-4c31-9e0e-dfdb8135bd44,5dad8df6-c469-41fe-aff3-edac1498e47e,c3,c1,27,?,?,surb={'id': '64400022-5361-47ca-a9dc-c6cb5b1f54f7', 'route': ['p1', 'e4', 'i8', 'x4', 'p3', 'c3']}
1769753610.2043953,SENT,ededabdf-b80d-45b9-b25f-fd710ee56c08,a694c145-b155-4bb9-9d64-8aa206c82355,c3,c1,3378,?,p3,
1769753610.2045372,CREATED,4b071a7e-10c9-4528-998f-9507b329052a,4855d7ad-53ac-41bb-9278-8adf3ceb47d4,c3,c1,27,?,?,surb={'id': '99e73dc5-3729-4494-9023-cee5bf56ac4b', 'route': ['p1', 'e6', 'i5', 'x5', 'p3', 'c3']}
1769753610.2566578,RECEIVED,8f680b6c-15a6-4533-902a-986c7961db54,434b679b-975e-41de-87f3-f24d750d50c8,c2,c3,25,p3,?,surb={'id': 'f4a3c802-9e14-4971-85b9-4351299b89b4', 'route': ['p3', 'e11', 'i4', 'x6', 'p2', 'c2']}
1769753610.2736633,RECEIVED,f31b81b5-22a8-4871-acbf-b135b399a253,0d2d9c87-6c10-4095-bb0e-2a4620b8b3c8,c2,c3,27,p3,?,surb={'id': '818b6c2c-abc1-4a70-ae19-87346708c9b7', 'route': ['p3', 'e2', 'i3', 'x6', 'p2', 'c2']}
1769753610.3065805,RECEIVED,176de456-87cd-4526-903d-93be88708f5e,17153608-2723-46c0-9882-228482f82ae9,c2,c3,27,p3,?,surb={'id': '417870f0-50be-472f-9368-df21e3338fb8', 'route': ['p3', 'e1', 'i10', 'x1', 'p2', 'c2']}
1769753610.6618237,SENT,e3c61f81-6b2e-4113-aec0-edba000907cf,8285f56c-b1ec-4e1d-91d8-6f27bf5fc71a,c3,c1,3372,?,p3,
1769753610.6619592,CREATED,cd396611-b3f4-479a-b449-356896e9d351,945f3265-2dd9-4f31-a746-5517cd105a94,c3,c1,27,?,?,surb={'id': '81aec1d6-d1c8-4f61-96d6-d24d0f0ffac6', 'route': ['p1', 'e3', 'i4', 'x1', 'p3', 'c3']}
1769753610.7993329,SENT,13bfa452-a8f1-4ed5-bc35-eea9374b6a91,566c1d3d-02d5-427c-b406-0fb52b99e756,c3,c1,3375,?,p3,
1769753610.7994688,CREATED,cbb2ed7a-b54c-47f6-977f-5a4d2ef9c98a,c7e21884-b78e-4a3a-ac8c-9c7c501d1319,c3,c1,26,?,?,surb={'id': 'acaf43ac-c235-4a82-9e0a-851180efaa93', 'route': ['p1', 'e4', 'i12', 'x9', 'p3', 'c3']}
1769753611.0442655,SENT,f5ca508d-d3a2-458d-99e9-b033f0faf1aa,3fca6a43-5870-4b58-84b7-98b03a6b39f7,c3,c1,3372,?,p3,
1769753611.0444157,CREATED,957bc758-77bc-44cf-9f47-5d4d6c310e9f,88075aa3-4ee8-45c3-874c-b99831876c56,c3,c1,27,?,?,surb={'id': 'b8b8337c-fb42-40bb-b42e-dff76849a71b', 'route': ['p1', 'e3', 'i1', 'x8', 'p3', 'c3']}
1769753611.2843013,SENT,ddb1e454-63ad-44dd-bb95-8683a0a6a807,cf53aa80-353d-43e5-a733-a806a9d085e8,c3,c1,3396,?,p3,
1769753611.2844508,CREATED,eb055d05-8b87-440b-b811-ef9964216586,70aaf13e-f982-4e0e-ab17-429beb6c652d,c3,c1,27,?,?,surb={'id': '6118bfba-45c4-4ea7-acfc-f7694a62d852', 'route': ['p1', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769753611.3226984,RECEIVED,d07c3ea0-62ef-4fe7-a208-7f6139b03101,04ae606a-f1de-4fcd-a6cd-ffb7296f46dc,c2,c3,27,p3,?,surb={'id': '4677aac3-5a8a-42a1-b5ba-7eee1aa6e2c8', 'route': ['p3', 'e11', 'i8', 'x6', 'p2', 'c2']}
1769753611.5434442,SENT,8d2d3c85-6267-4ab0-b0cd-05b7e8755ebe,4fcefa37-78c1-4317-9fa7-cb32b22f1523,c3,c1,3382,?,p3,
1769753611.5435112,CREATED,0e1cef4c-6aa4-4098-91bd-9705f44bb4d3,7a45dd1c-1f88-46ac-afea-17c7ce385a28,c3,c1,27,?,?,surb={'id': '9528bc32-78ae-4790-8c92-de8776422116', 'route': ['p1', 'e1', 'i10', 'x2', 'p3', 'c3']}
1769753611.716798,RECEIVED,f9b411f0-bcd3-406e-adaf-6b15a628684c,3db83e9c-7c34-43c7-ad99-2b81bef4fe04,c2,c3,27,p3,?,surb={'id': 'd8a654f6-d610-4dbe-9f93-c34dd02df7b3', 'route': ['p3', 'e1', 'i1', 'x5', 'p2', 'c2']}
1769753612.1838505,SENT,ba8ffa22-bdbd-482f-b3b1-1249f2c6d6e7,63ea3d0f-41b6-40f2-bba0-172745e602c7,c3,c1,3388,?,p3,
1769753612.1839263,CREATED,609ee1b8-f3f7-4c0f-82ba-c3c6f8885228,fdade9df-0d0d-4e76-ae86-6a19baa7ba49,c3,c1,27,?,?,surb={'id': 'ea56957d-9011-4f83-b70a-68247b10c607', 'route': ['p1', 'e1', 'i7', 'x11', 'p3', 'c3']}
1769753612.2130165,RECEIVED,14415510-6fe4-4af7-97de-5d1516569b0e,390cf46d-b29d-406c-837c-55e042b8d01c,c2,c3,27,p3,?,surb={'id': 'b5ee5d67-a26d-4684-8c16-fcaf4fc4a47b', 'route': ['p3', 'e6', 'i11', 'x3', 'p2', 'c2']}
1769753612.3383539,RECEIVED,87b4f38c-5379-4953-a9b8-ed057b211a33,df1c0e86-f6ae-4b06-a1a8-3fa3237154f3,c2,c3,26,p3,?,surb={'id': '7b013ad3-dd15-452c-94ee-d5ed2639f99a', 'route': ['p3', 'e9', 'i11', 'x5', 'p2', 'c2']}
1769753612.4515502,SENT,0759a1b2-e9e1-4528-b609-965b55481e58,5368a8cf-1d69-4d99-adba-cf9cb9094c69,c3,c1,3399,?,p3,
1769753612.4516244,CREATED,76e384ed-bd31-486c-aa48-25d64c8e00da,ec025a2a-65fc-4d28-a7c5-d68cb8ae5300,c3,c1,27,?,?,surb={'id': 'd45542b5-f95b-4376-b4d7-f45c32ee78c0', 'route': ['p1', 'e12', 'i6', 'x5', 'p3', 'c3']}
1769753612.5138834,RECEIVED,8b4279a1-80c4-406a-b0a2-162140082774,11e9f513-29d1-4364-801d-d29c68fcc3c0,c2,c3,26,p3,?,surb={'id': '0082c32a-b020-4dfb-80dd-576083e8ebc9', 'route': ['p3', 'e9', 'i9', 'x2', 'p2', 'c2']}
1769753613.2146342,SENT,9d68079e-fd9d-45c9-b43d-b8cf24550acb,1012af85-d0df-401f-8d4b-fe6b6cbe68a2,c3,c1,3387,?,p3,
1769753613.214695,CREATED,3acc84f1-9d57-420d-9991-db4061120bef,700c7718-a625-4669-b71e-9af5ab049c96,c3,c1,27,?,?,surb={'id': 'c6b168c3-9255-4b57-b8f2-bc2c2d5ef089', 'route': ['p1', 'e10', 'i2', 'x1', 'p3', 'c3']}
1769753613.269225,SENT,163bdc81-e828-4e4b-8cae-3775073ac453,70e2dac4-b7fc-47fc-8f91-13b9a953d7f3,c3,c1,3375,?,p3,
1769753613.2692993,CREATED,92ab3c57-14c7-4acd-931e-9a909d3e6210,bbe90a9b-96b4-45e6-8d93-38bb86560cf4,c3,c1,27,?,?,surb={'id': '33663c99-f0aa-448f-a3b0-cb10498e33bf', 'route': ['p1', 'e1', 'i3', 'x3', 'p3', 'c3']}
1769753613.6431513,RECEIVED,01a043ce-002c-4415-9f22-35a6ec11113b,ed9d033f-bc2b-40e6-a91a-095bc97b37b1,c2,c3,26,p3,?,surb={'id': '0fc171b6-cc28-411d-96fc-91d93f0ef29f', 'route': ['p3', 'e3', 'i2', 'x12', 'p2', 'c2']}
1769753613.805226,RECEIVED,d6a3b8c3-56ab-4795-b7e1-925645cdb702,e842af8e-cd78-4a23-bc1d-c36b59c20ed9,c2,c3,27,p3,?,surb={'id': '38fbc219-fd80-489c-a017-6dd42bee7410', 'route': ['p3', 'e5', 'i3', 'x1', 'p2', 'c2']}
1769753614.1069167,RECEIVED,d9782a59-ef12-4c99-80a7-b98ff7237eb0,cbca6c9a-38bd-4fe9-8d4e-848583d08b10,c2,c3,27,p3,?,surb={'id': '3aaa3fd4-6330-4929-be80-97d218eeb323', 'route': ['p3', 'e2', 'i5', 'x11', 'p2', 'c2']}
1769753614.401095,SENT,b09e3460-b0b3-4aea-8c4b-8ab26682336f,e325bfd6-21a9-403d-97e9-272179b7bc1e,c3,c1,3355,?,p3,
1769753614.401234,CREATED,34d48351-5b31-4063-85b1-c137316ef99f,02e2d85e-3ed2-44d9-8cc8-db3b00a5d5fa,c3,c1,25,?,?,surb={'id': '73d9ef42-3188-42eb-88c3-54ef66e1f703', 'route': ['p1', 'e3', 'i3', 'x2', 'p3', 'c3']}
1769753614.5031307,SENT,cfc93cb1-4d99-4203-b6a5-13ce78ab5d72,b7e704d1-afa1-47de-9518-5a30064ba037,c3,c1,3380,?,p3,
1769753614.5032673,CREATED,0b1b99b5-4ebd-41e6-b43d-f801f9fa9b32,49b3df60-d7f3-4e53-aeab-2a8b24d43313,c3,c1,27,?,?,surb={'id': '8f8c3d60-afce-4eb9-a121-d389303ea3ac', 'route': ['p1', 'e12', 'i7', 'x7', 'p3', 'c3']}
1769753614.5573409,SENT,30d4a1db-55c7-42c4-9401-15629364e798,73b05f74-2786-493e-a301-e4ab1c7eeaf5,c3,c1,3360,?,p3,
1769753614.557476,CREATED,5b473d1c-070f-4258-b48d-1861fd08e405,15911622-1efd-496b-a7c2-f50736074893,c3,c1,26,?,?,surb={'id': '2bc9232f-79d8-4704-acc8-e0be8e39562d', 'route': ['p1', 'e6', 'i4', 'x9', 'p3', 'c3']}
1769753614.600806,RECEIVED,b5a81d47-4cea-4d61-8edb-92f413a9c279,62088079-aa35-4732-9b0e-e986f3613f87,c2,c3,27,p3,?,surb={'id': '1a5bad24-9c2f-4a85-bce6-62aa8d389d7a', 'route': ['p3', 'e7', 'i12', 'x5', 'p2', 'c2']}
1769753614.6402757,SENT,3a4b031c-b166-4faa-8b59-cc092ab2ffa8,ef7a72b9-a4b1-485d-809c-5eb41906e7a5,c3,c1,3368,?,p3,
1769753614.6404123,CREATED,b0df9611-d019-4c9a-adc5-a9e14d0425c5,b9065106-baac-4e3f-9286-00fd0070c39d,c3,c1,26,?,?,surb={'id': '72395f34-fcdc-4225-8105-1732a70ac86b', 'route': ['p1', 'e2', 'i12', 'x1', 'p3', 'c3']}
1769753614.7865894,SENT,a4194b85-8d89-4a15-9ab8-8d801c02d240,888de274-5edc-4deb-91cc-a1ff58d88afa,c3,DROP,2015,?,p3,
1769753614.7867117,CREATED,c6b62bb8-27f6-4018-9f9f-eff6a2b957a0,7e5c2a0d-819a-49a0-a96d-95c2228621af,c3,DROP,27,?,?,
1769753614.8868794,SENT,f2b490ec-cfc8-45e0-b6b0-1b1b2cd7de77,c17164a4-3e02-48a3-bccb-cc6ac1748575,c3,DROP,2017,?,p3,
1769753614.886996,CREATED,ccf3f64b-5097-4c44-b42b-39baa29c7cb5,4713d9e9-1951-4020-9aa5-4ebd1fc52041,c3,DROP,27,?,?,
1769753614.913715,SENT,0884ccc4-bb08-4da3-b3d0-dd79c42aa6d6,6356536f-d4e9-4035-8c94-3ee267567e21,c3,DROP,2030,?,p3,
1769753614.9138324,CREATED,8a5e43ea-fa9b-4ace-b615-ca0c738e58d8,fd83c120-7a59-42f4-a600-9f591686fea8,c3,DROP,27,?,?,
1769753614.973984,SENT,4e3c2af0-65f1-4368-9292-1eac6adce39f,6a346eba-ab0e-4a04-945e-7b7d7a1ec2c8,c3,DROP,2027,?,p3,
1769753614.9741502,CREATED,f886af1b-6633-4e56-bfc4-7c9cf67eb0d7,35a22934-afdc-4068-87b4-bb4aa1e80c0d,c3,DROP,27,?,?,
1769753615.1172667,RECEIVED,3e48b944-4467-4f6c-a232-174ee66036b4,6488277b-d7ff-430d-92ca-4055d33ccc49,c2,c3,27,p3,?,surb={'id': '8ba720df-411d-4413-8360-77c10264ccbc', 'route': ['p3', 'e12', 'i2', 'x11', 'p2', 'c2']}
1769753615.2446039,RECEIVED,79c9f322-45b1-4786-9f8e-2595a077b599,54ad3a38-9548-40e7-94d9-6b6799a07a39,c2,c3,27,p3,?,surb={'id': '92c7d1fc-c963-4863-890c-8ddbb3945c0d', 'route': ['p3', 'e5', 'i2', 'x12', 'p2', 'c2']}
1769753615.3248324,RECEIVED,de243293-ee85-4827-822c-d5479a2c177e,2f371120-fcb2-4fc4-9ee4-516fed3fe239,c2,c3,27,p3,?,surb={'id': '54b883e3-3fc5-44d8-8803-946a320e1afd', 'route': ['p3', 'e4', 'i12', 'x3', 'p2', 'c2']}
1769753615.5880127,RECEIVED,22d61c67-b284-4859-8efa-3bf09788739c,de03a1ae-9f9b-45fc-9461-07cc12a38726,c2,c3,27,p3,?,surb={'id': 'e0bf6632-5c11-4942-8abb-c598ed4fef28', 'route': ['p3', 'e2', 'i3', 'x2', 'p2', 'c2']}
1769753615.6218498,SENT,65a8ee47-46e9-42a3-b921-a9bcde4b2fbd,01c80ab7-2446-4c2b-91c0-bb3b73d3e380,c3,c1,3360,?,p3,
1769753615.62199,CREATED,58b2b780-27d4-4ae6-b04e-371b1faae199,964ed795-70c7-4a12-a219-ae2c1fae38a5,c3,c1,27,?,?,surb={'id': '57f12475-4122-406f-a2d0-00d84e2ffa62', 'route': ['p1', 'e12', 'i1', 'x9', 'p3', 'c3']}
1769753615.8990946,SENT,b63491e5-6cab-4457-a412-0e95bf43a7c5,388817e5-2b09-4d45-957d-dbc9bd74c926,c3,c1,3383,?,p3,
1769753615.8992312,CREATED,020da382-f6aa-485c-a01e-dddc4d0d7491,13a0ac6a-17c1-48e7-89c0-6a99314740d5,c3,c1,27,?,?,surb={'id': '5435e7a6-f7ad-45bf-af5e-2f127ffb03d6', 'route': ['p1', 'e3', 'i4', 'x1', 'p3', 'c3']}
1769753616.1506593,RECEIVED,f52b3096-dfc7-45cf-8a8f-21fa71a81177,728ac56b-32b7-4177-8109-1e33ab8ff588,c2,c3,27,p3,?,surb={'id': '283faaf6-292b-4d38-9f9a-761203ec30e4', 'route': ['p3', 'e8', 'i2', 'x8', 'p2', 'c2']}
1769753616.379134,RECEIVED,a4294890-d72e-4959-9808-f4b04ec1d145,53dc303f-7cce-4466-be2b-95665f7203bc,c2,c3,27,p3,?,surb={'id': '9b1f5feb-4c28-4173-87bf-afe8799068f3', 'route': ['p3', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769753616.4950044,SENT,efea59b9-eb45-4405-b4f5-738805ca5ba2,da672d82-83fe-45a9-9ad0-1255e9b027d4,c3,c1,3394,?,p3,
1769753616.4950786,CREATED,fe144358-55a0-46aa-8b78-98a6a6234af0,d92fc529-4c9c-4d10-8b3d-07dbb4bdacd5,c3,c1,27,?,?,surb={'id': '223ec363-dde2-40e5-9ce9-37173702e921', 'route': ['p1', 'e1', 'i10', 'x10', 'p3', 'c3']}
1769753617.1332648,SENT,9e54551c-e564-413b-8e6a-e6bd33ff1842,fbc36c81-bc39-465e-98bd-b6ad5d5eab07,c3,c1,3379,?,p3,
1769753617.1338027,CREATED,bf8ae414-a77a-4a7f-9119-b1e2f5ef0e66,495a9909-55e0-489a-9c31-4e6c79452e4f,c3,c1,27,?,?,surb={'id': 'bbdf7831-6a34-4575-8ab1-3768cb991c1f', 'route': ['p1', 'e4', 'i11', 'x3', 'p3', 'c3']}
1769753617.1819541,RECEIVED,0ecc0d96-9e55-479b-9b15-498ef8a4c238,8cdd6c88-9efc-42b1-a08f-41641827cdde,c2,c3,27,p3,?,surb={'id': '64ac0e75-9953-40a7-9b9d-b342a0e233e6', 'route': ['p3', 'e8', 'i5', 'x6', 'p2', 'c2']}
