timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769445730.1195006,SENT,63f5f896-e553-4965-9233-7ff8983d7ba8,139eaa89-14a5-416c-bf38-35dfec89dba9,c1,c3,3396,?,p1,
1769445730.1201022,CREATED,3c5290d9-9613-40d5-87a5-042be43a9b74,6c09ae5f-a499-450e-9d48-434370da7c36,c1,c3,27,?,?,surb={'id': 'c165db0f-618f-414f-8757-a77626cc23ae', 'route': ['p3', 'e4', 'i12', 'x10', 'p1', 'c1']}
1769445926.8927286,CREATED,d4a643e6-f202-431d-863c-92069fc3a256,a410c6f9-9946-4dec-b4d8-65997c0f9172,c1,c3,27,?,?,surb={'id': '61212f8d-49ef-4dcb-8a54-6c9f2fb09263', 'route': ['p3', 'e9', 'i7', 'x10', 'p1', 'c1']}
1769445927.0693362,SENT,5448c2bf-6821-4576-937d-84a2526d4383,83151d32-97ff-46bc-af55-6633d5a40529,c1,c3,3401,?,p1,
1769445927.069589,CREATED,4ebb1f28-9f3d-4762-bce9-abc21e95cf9d,32659174-44f0-49bf-ac9b-d0c0f5144af1,c1,c3,27,?,?,surb={'id': '0f384f4c-3734-4bc5-952e-fc82e76e0ef0', 'route': ['p3', 'e2', 'i1', 'x3', 'p1', 'c1']}
1769445927.1208901,RECEIVED,48f88bf5-7e83-482a-aadc-ce3da45106da,978f9601-bbf8-49d1-ad96-0593909e295f,c3,c1,27,p1,?,surb={'id': 'de612f55-d4a5-44d3-857d-82f864333f6b', 'route': ['p1', 'e11', 'i5', 'x11', 'p3', 'c3']}
1769445927.2152941,RECEIVED,d444bded-3249-4fb9-8583-b7a49a46d13d,065aea30-881c-4d6c-9e96-671a5cb36764,c3,c1,27,p1,?,surb={'id': '36fd5877-2c60-45d5-8d65-38223c6c172a', 'route': ['p1', 'e2', 'i10', 'x2', 'p3', 'c3']}
1769445927.3336282,RECEIVED,c68dc1df-a2ee-48fc-96f6-e211e62d7e3c,d7707b49-b3a3-45c5-954f-549836d35a4d,c4,c1,26,p1,?,surb={'id': '41bbcff7-9fb1-4ed9-9821-6ed891d91ac6', 'route': ['p1', 'e3', 'i11', 'x4', 'p1', 'c4']}
1769445927.4028685,RECEIVED,42f4e27c-5856-4132-8330-3d8c98a2657c,c211d7aa-56dd-4238-a789-50c20b16617e,c4,c1,26,p1,?,surb={'id': '5fa3cd2c-43c8-4189-b25f-e46654b1ece6', 'route': ['p1', 'e8', 'i1', 'x11', 'p1', 'c4']}
1769445927.405467,RECEIVED,3f159a9b-a772-4b5e-9484-c89b45166b06,9ba32465-04a9-4a2c-b102-02ff335e087f,c4,c1,27,p1,?,surb={'id': '5015583b-dfab-4ace-8438-0c56b5643d68', 'route': ['p1', 'e2', 'i12', 'x7', 'p1', 'c4']}
1769445927.5074227,RECEIVED,4af3044d-50ea-4e41-ab74-c6a90d9010c4,1311ad5f-9780-4021-8c5d-c4962b7f6169,c5,c1,27,p1,?,surb={'id': '0d158884-3126-4452-a9c7-995b11cab68b', 'route': ['p1', 'e12', 'i9', 'x11', 'p2', 'c5']}
1769445927.5134199,SENT,badd0048-3ae1-4ed5-b423-b8cc6620dea2,8b9ee485-0b20-4f3d-8381-4141255580ce,c1,c3,3389,?,p1,
1769445927.5135822,CREATED,b5b7c2c2-8af1-4e65-bcbc-27901554e234,32659174-44f0-49bf-ac9b-d0c0f5144af1,c1,c3,27,?,?,surb={'id': '0f384f4c-3734-4bc5-952e-fc82e76e0ef0', 'route': ['p3', 'e2', 'i1', 'x3', 'p1', 'c1']}
1769445927.6336696,SENT,11586480-120f-4386-a69b-0cb31c7cb311,e1054a17-6e6e-473b-84c8-71599852df71,c1,c3,3398,?,p1,
1769445927.6338265,CREATED,071418da-963e-4246-9e3e-c983f3cf29e1,4890bb64-17bd-484d-a855-7d7e158ec77b,c1,c3,27,?,?,surb={'id': 'e5f5a421-c2ef-4a4c-a9a9-3ab60278bf53', 'route': ['p3', 'e10', 'i4', 'x2', 'p1', 'c1']}
1769445927.7703907,RECEIVED,9c27bd9c-3afe-4a9e-b005-68da7265bf3e,8c612787-a867-47c5-a3fb-bf443690c805,c5,c1,27,p1,?,surb={'id': '54ad2aa1-00f9-47a5-a238-8a83c8680409', 'route': ['p1', 'e1', 'i8', 'x5', 'p2', 'c5']}
1769445927.9005349,RECEIVED,7b59f74d-7894-4375-89a9-0f7ddc044732,702f5989-9cca-46b7-aba9-f783279469c9,c5,c1,27,p1,?,surb={'id': '96887233-a28d-4de6-9864-e4eade83fddb', 'route': ['p1', 'e5', 'i3', 'x12', 'p2', 'c5']}
1769445927.96375,SENT,60288406-f7a1-417b-a01e-4f765f486d89,cc177f9d-b6b9-483e-a274-813fdd3607b8,c1,c3,3359,?,p1,
1769445927.9638932,CREATED,357e0414-3b4f-4f91-a44f-b317a2708f46,4890bb64-17bd-484d-a855-7d7e158ec77b,c1,c3,27,?,?,surb={'id': 'e5f5a421-c2ef-4a4c-a9a9-3ab60278bf53', 'route': ['p3', 'e10', 'i4', 'x2', 'p1', 'c1']}
1769445928.011006,RECEIVED,4923ae2c-1ce6-4534-8812-c77445a5627a,05e0608c-c474-4216-86c6-56d5dd745513,c3,c1,27,p1,?,surb={'id': '8d928313-0657-4a3b-baa8-ad6e2fedff82', 'route': ['p1', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769445928.0846517,RECEIVED,e94e9d80-830b-4dbc-8919-6b6d7db582e0,8a089627-2ed8-4a9c-a169-5db820199f39,c3,c1,26,p1,?,surb={'id': '5e884aeb-e3b8-4bb6-9108-d07ad549fe20', 'route': ['p1', 'e4', 'i12', 'x7', 'p3', 'c3']}
1769445928.2254522,RECEIVED,360962cd-add3-47a3-a246-96306b08036a,7e3a7247-00fb-439d-ba4f-e31114686cb8,c5,c1,27,p1,?,surb={'id': '63116598-498c-440d-a6ff-447f7b553af0', 'route': ['p1', 'e2', 'i8', 'x5', 'p2', 'c5']}
1769445928.2822452,SENT,85baf9ba-e943-48d7-96fe-1a1bb67a059c,d5151ca5-5328-498c-ad21-38e002ae91bd,c1,c3,3372,?,p1,
1769445928.2824097,CREATED,949a72f8-38da-44a3-beca-07d441c2cda4,fe549f33-79d4-4c2a-813a-91fc08382af6,c1,c3,27,?,?,surb={'id': '98e48273-d95f-4df2-916c-0e0f6f68cbd9', 'route': ['p3', 'e5', 'i1', 'x6', 'p1', 'c1']}
1769445928.3278449,RECEIVED,4e4b9399-dce5-4ae6-8d7d-9ccc59332830,c70653b4-6e63-47ca-94a8-fdccfff86b67,c3,c1,27,p1,?,surb={'id': '92f3cee2-7c63-4807-aa7b-cbe54133ebd0', 'route': ['p1', 'e3', 'i5', 'x4', 'p3', 'c3']}
1769445928.4094098,RECEIVED,42399709-43eb-4110-bd26-c3677e604ef9,05e0608c-c474-4216-86c6-56d5dd745513,c3,c1,27,p1,?,surb={'id': '8d928313-0657-4a3b-baa8-ad6e2fedff82', 'route': ['p1', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769445929.0731757,RECEIVED,bef4bf3d-d428-4f61-b4c6-cac74e21cb52,b14cdaf6-4463-4105-bf90-c66ae6f98736,c5,c1,27,p1,?,surb={'id': 'fb19cfac-ba66-4131-ab76-434e3493c6b1', 'route': ['p1', 'e7', 'i9', 'x12', 'p2', 'c5']}
1769445929.1242776,SENT,24bc9247-b855-4522-a342-2107442f1e33,bc313398-00e4-421b-bfc5-4c2d02da7b4f,c1,c3,3383,?,p1,
1769445929.1244366,CREATED,980214dc-c573-4ece-9f69-cf279c5fd8a3,fe549f33-79d4-4c2a-813a-91fc08382af6,c1,c3,27,?,?,surb={'id': '98e48273-d95f-4df2-916c-0e0f6f68cbd9', 'route': ['p3', 'e5', 'i1', 'x6', 'p1', 'c1']}
1769445929.1597698,RECEIVED,2cf27395-2840-4da8-a4fc-8d7e4fb087bb,62f2610b-13ac-46c8-ba6d-2aaffad3f4b7,c3,c1,27,p1,?,surb={'id': '16bf7689-ab47-4aae-96ea-84c3a8c14cee', 'route': ['p1', 'e1', 'i9', 'x8', 'p3', 'c3']}
1769445929.3640904,RECEIVED,71e29080-5046-41e5-a91d-eea12544cd8b,059e05de-0174-4468-a789-bc49d2efa657,c5,c1,27,p1,?,surb={'id': '0e22a6ba-2e97-49a4-b721-44139add42fb', 'route': ['p1', 'e6', 'i2', 'x7', 'p2', 'c5']}
1769445929.6335642,RECEIVED,d6ffcfea-f2eb-4ff4-84b2-df2f2184579b,702f5989-9cca-46b7-aba9-f783279469c9,c5,c1,27,p1,?,surb={'id': '96887233-a28d-4de6-9864-e4eade83fddb', 'route': ['p1', 'e5', 'i3', 'x12', 'p2', 'c5']}
1769445929.6521254,SENT,ac2aabfd-291d-44e4-b045-255d03c28f98,17d6537c-c5a5-4a6e-9249-e7e8b9e9bbee,c1,c3,3398,?,p1,
1769445929.652304,CREATED,481c27eb-d716-4f80-aca7-bb9cd76dbb2c,a3616814-2420-463e-8c4d-b2e2e5048719,c1,c3,27,?,?,surb={'id': '3bd99694-7f53-4c75-8e3a-bc44b899c4b9', 'route': ['p3', 'e2', 'i6', 'x3', 'p1', 'c1']}
1769445929.9093404,RECEIVED,ae40cc7b-de8c-4b25-a3d6-e483b38c01b5,5446344f-1e04-4491-a8bd-d74a57a04b2c,c5,c1,27,p1,?,surb={'id': '098061fa-972c-4fd9-a73e-56b00baeca4d', 'route': ['p1', 'e12', 'i3', 'x6', 'p2', 'c5']}
1769445930.1047173,SENT,ab382898-a2f9-4378-a35b-a6f1bc0c2885,3fda0f13-8ddd-427d-912e-39c16ea7b4ad,c1,c3,3371,?,p1,
1769445930.104853,CREATED,f7965527-2c44-4cff-ae27-06a60aa83e62,a3616814-2420-463e-8c4d-b2e2e5048719,c1,c3,27,?,?,surb={'id': '3bd99694-7f53-4c75-8e3a-bc44b899c4b9', 'route': ['p3', 'e2', 'i6', 'x3', 'p1', 'c1']}
1769445930.3258326,SENT,bcbea39e-3445-41cf-86b6-a2046e67a936,45b5c00d-4dd4-4244-aefd-e10c7f5a895b,c1,c3,3388,?,p1,
1769445930.3259757,CREATED,3ebec072-15f5-4787-8845-72a8eb04f7dc,b0828a72-67a9-4287-bd4a-30348403f561,c1,c3,27,?,?,surb={'id': 'f674e918-e1ab-4e2b-8acc-09200e024bbf', 'route': ['p3', 'e11', 'i4', 'x12', 'p1', 'c1']}
1769445930.5358407,RECEIVED,7bcd3203-57b8-4747-9786-f7907167b223,57e799d1-a37e-4fc2-9ce8-b8aeed7c584a,c4,c1,27,p1,?,surb={'id': '9fb7eebc-a036-45ac-bdbf-c8e806fc6b31', 'route': ['p1', 'e10', 'i8', 'x12', 'p1', 'c4']}
1769445930.610964,SENT,da2aca4a-42ca-4a3e-b2f3-d1bd072244c2,ae1ca479-e030-4d7c-980f-11ec2fb31c70,c1,c3,3400,?,p1,
1769445930.6110258,CREATED,af7df905-31c3-4c1d-b0b7-a6fce71d35c4,b0828a72-67a9-4287-bd4a-30348403f561,c1,c3,27,?,?,surb={'id': 'f674e918-e1ab-4e2b-8acc-09200e024bbf', 'route': ['p3', 'e11', 'i4', 'x12', 'p1', 'c1']}
1769445930.6470628,RECEIVED,6fcce0e2-76eb-45c9-9377-b55fe9607842,57e799d1-a37e-4fc2-9ce8-b8aeed7c584a,c4,c1,27,p1,?,surb={'id': '9fb7eebc-a036-45ac-bdbf-c8e806fc6b31', 'route': ['p1', 'e10', 'i8', 'x12', 'p1', 'c4']}
1769445930.68602,RECEIVED,cfeef41a-b09d-4f42-a91a-219760d8fee8,0f59608f-a209-4b52-a930-51ddcff4ae2e,c4,c1,27,p1,?,surb={'id': 'c66e1188-dcac-4119-8d7b-df600e9edb4d', 'route': ['p1', 'e5', 'i12', 'x7', 'p1', 'c4']}
1769445930.7743132,RECEIVED,f07d1814-5938-4702-9492-87122e371656,059e05de-0174-4468-a789-bc49d2efa657,c5,c1,27,p1,?,surb={'id': '0e22a6ba-2e97-49a4-b721-44139add42fb', 'route': ['p1', 'e6', 'i2', 'x7', 'p2', 'c5']}
1769445930.8254979,RECEIVED,67fa3b44-39dc-49a0-951d-428e07965516,2a3e17e8-6161-412c-b0f8-2dfaaa92c251,c4,c1,27,p1,?,surb={'id': '200505b4-7d7b-4690-b9b3-e9c1bad48011', 'route': ['p1', 'e5', 'i11', 'x2', 'p1', 'c4']}
1769445930.8753684,SENT,25eb6a51-74ab-4a51-bd9f-f85a5fa61409,68da88b1-51c2-4cf9-b39e-be3b3227cdd6,c1,c3,3359,?,p1,
1769445930.8755567,CREATED,92b82450-f9e6-43a0-83ba-da0f4d1dcef8,8b337593-ef7a-453a-810c-dc7dd658677a,c1,c3,27,?,?,surb={'id': 'd9fe741c-a792-4580-9ab6-d4ca5db10ae2', 'route': ['p3', 'e8', 'i2', 'x2', 'p1', 'c1']}
1769445931.6796465,RECEIVED,a1d92a0b-6293-4a63-a0d1-6169e0807d6e,752da6e0-138c-452c-b425-72635cb7ffd9,c4,c1,27,p1,?,surb={'id': '9c81832e-38f9-4d55-9e36-69eb1e935ce2', 'route': ['p1', 'e1', 'i3', 'x4', 'p1', 'c4']}
1769445931.8490882,RECEIVED,73cb61b2-8e40-4d2b-a1d5-c9500e72b8e5,6e90fa15-ea15-444f-8ced-1e6b4de85fa9,c5,c1,27,p1,?,surb={'id': '8218dd66-daf0-45b7-b819-df4b569afa8d', 'route': ['p1', 'e1', 'i10', 'x8', 'p2', 'c5']}
1769445931.8926344,RECEIVED,a28ae88d-23b5-4f21-a0f4-20dc8e37e43f,62f2610b-13ac-46c8-ba6d-2aaffad3f4b7,c3,c1,27,p1,?,surb={'id': '16bf7689-ab47-4aae-96ea-84c3a8c14cee', 'route': ['p1', 'e1', 'i9', 'x8', 'p3', 'c3']}
1769445932.2513776,RECEIVED,ebc6c056-d538-4c28-af76-02a41d5e2fc8,a5721ddc-894b-47eb-a7fe-b0e64014b7b7,c5,c1,27,p1,?,surb={'id': '35cfd86c-6ba4-438a-bec9-ffcfad840c13', 'route': ['p1', 'e1', 'i2', 'x3', 'p2', 'c5']}
1769445932.4165013,SENT,cc902fa4-340b-436a-a981-f760ebb05e44,01fc977b-2138-4490-bf57-96c8b0987c44,c1,c3,3366,?,p1,
1769445932.416656,CREATED,e2605cc3-31ad-436c-a700-dc640735e382,8b337593-ef7a-453a-810c-dc7dd658677a,c1,c3,27,?,?,surb={'id': 'd9fe741c-a792-4580-9ab6-d4ca5db10ae2', 'route': ['p3', 'e8', 'i2', 'x2', 'p1', 'c1']}
1769445932.5129492,SENT,f4ad131f-c605-41dc-bb57-224b281f2ddf,fab815e5-a620-4499-875d-5ff1469d392e,c1,c3,3376,?,p1,
1769445932.5131254,CREATED,cad00057-e8ec-4bbd-945b-9e292ad6502c,c9866abd-9499-4305-9dd6-29ddfc726ee1,c1,c3,26,?,?,surb={'id': '4a5e6d4e-873a-425a-91a2-4b5e32d5aaf2', 'route': ['p3', 'e1', 'i8', 'x10', 'p1', 'c1']}
1769445932.833722,RECEIVED,157281b7-39bf-40d1-ac07-ff799105e6cc,10d9d759-aab0-4000-8454-54f39594ac42,c4,c1,27,p1,?,surb={'id': 'd5ab3c23-2a5c-4e15-b9c4-055de1580425', 'route': ['p1', 'e6', 'i9', 'x3', 'p1', 'c4']}
1769445933.004486,RECEIVED,686f6f54-3ace-42bf-9c5b-09eb3f3da9f7,6072b06c-2503-46f5-9ba9-9fa7eee974d0,c4,c1,27,p1,?,surb={'id': '7d414189-5316-4ba8-b468-b937e00a260e', 'route': ['p1', 'e7', 'i8', 'x4', 'p1', 'c4']}
1769445933.1655686,RECEIVED,3c8b401e-6563-4e3e-8243-fe4514dda8f0,2ec03287-f98c-4aa2-a46d-bfa0e903b544,c5,c1,27,p1,?,surb={'id': '357266ac-dfa0-4de9-bd91-817b85379687', 'route': ['p1', 'e2', 'i12', 'x2', 'p2', 'c5']}
1769445933.19934,RECEIVED,e5cfbb19-db7c-4da6-a503-c020fe108487,d1973610-d74f-4c70-9300-899417e7e9f9,c4,c1,27,p1,?,surb={'id': '72fe0e2d-1b0c-466e-b7a3-413b4c22f63d', 'route': ['p1', 'e3', 'i4', 'x7', 'p1', 'c4']}
1769445933.288923,RECEIVED,d0f41374-6a21-4d8f-a316-e3c834e77223,97d64cb9-a554-4206-8e6c-c6572ab39c11,c4,c1,27,p1,?,surb={'id': '23549611-f39a-408f-bc9b-20eca662bd15', 'route': ['p1', 'e12', 'i11', 'x5', 'p1', 'c4']}
1769445933.347853,RECEIVED,89c0ac8d-4437-4f25-a27c-add8c5de41b1,6064f1c8-0aaf-48f8-b096-fb16009f7a51,c5,c1,27,p1,?,surb={'id': '2c9182bc-e255-4944-add4-c1a8d4600480', 'route': ['p1', 'e10', 'i4', 'x2', 'p2', 'c5']}
1769445933.458092,RECEIVED,ff48a118-3182-4928-a8c7-2c634d576508,6064f1c8-0aaf-48f8-b096-fb16009f7a51,c5,c1,27,p1,?,surb={'id': '2c9182bc-e255-4944-add4-c1a8d4600480', 'route': ['p1', 'e10', 'i4', 'x2', 'p2', 'c5']}
1769445933.459369,SENT,edc0670e-6368-4485-8acf-4ec29e29ff92,c361115b-70a4-4917-91f9-ac4baeb99b00,c1,c3,3380,?,p1,
1769445933.459529,CREATED,684a85a7-2814-4ecd-b097-83b7bea745ac,c9866abd-9499-4305-9dd6-29ddfc726ee1,c1,c3,26,?,?,surb={'id': '4a5e6d4e-873a-425a-91a2-4b5e32d5aaf2', 'route': ['p3', 'e1', 'i8', 'x10', 'p1', 'c1']}
1769445933.5693722,RECEIVED,56ad369d-4946-44cf-b88e-a8636329f668,953f0a7b-1254-404f-a25b-4e0a2f045398,c3,c1,27,p1,?,surb={'id': '1d5d10f7-85a5-4422-a0a2-5eccc72182f4', 'route': ['p1', 'e2', 'i1', 'x1', 'p3', 'c3']}
1769445933.6094408,RECEIVED,3df3ace7-3ca5-4cb7-b258-b978895c32df,759575af-17b5-4fd7-b4ab-d2dd97071cd8,c4,c1,26,p1,?,surb={'id': '450563c7-1497-41da-a185-180ef63c038f', 'route': ['p1', 'e7', 'i11', 'x9', 'p1', 'c4']}
1769445933.8858378,RECEIVED,fd72049f-96de-4ae5-b94a-a89ddabda0d2,ab5d6093-79fd-46d1-bec2-63b74934d4b9,c3,c1,27,p1,?,surb={'id': 'c273ce2d-9c34-45d0-befa-be94a7658359', 'route': ['p1', 'e7', 'i12', 'x11', 'p3', 'c3']}
1769445934.2913513,RECEIVED,974fa656-3f3a-4ae8-98e3-52e0a891137d,2a7833c0-adac-4e15-beb9-a37a5f056a7d,c5,c1,26,p1,?,surb={'id': '767db74d-af6f-43fe-b153-48b7e2099fef', 'route': ['p1', 'e8', 'i1', 'x3', 'p2', 'c5']}
1769445934.2984629,RECEIVED,be7a4863-c7a6-4855-97b8-450960ec49c6,0739bbb7-396a-4a3a-b136-e66400352e08,c5,c1,27,p1,?,surb={'id': 'e629c04e-f025-4dfe-8296-11b1eb6e959c', 'route': ['p1', 'e1', 'i12', 'x11', 'p2', 'c5']}
1769445934.31639,SENT,dd8fcca6-2502-4fc0-9fb9-75e2398104f9,5a156cc3-dadf-44ab-b964-57f04965ab45,c1,c3,3359,?,p1,
1769445934.316575,CREATED,9bb9b7af-b704-41a4-ba6c-6c059a1cfad9,4a600d6e-487c-4814-b300-a125d30f3e57,c1,c3,27,?,?,surb={'id': 'dd0e396c-c91d-49f1-a7c9-ea4ebf46654c', 'route': ['p3', 'e6', 'i12', 'x5', 'p1', 'c1']}
1769445934.3358433,SENT,af0af24d-a99a-4259-b8ce-65b581237d39,4f1784e0-ade1-4cf3-a717-2e3c2d7b1674,c1,c3,3399,?,p1,
1769445934.335995,CREATED,a1d9d20d-7813-4f20-a755-49a554124c6c,4a600d6e-487c-4814-b300-a125d30f3e57,c1,c3,27,?,?,surb={'id': 'dd0e396c-c91d-49f1-a7c9-ea4ebf46654c', 'route': ['p3', 'e6', 'i12', 'x5', 'p1', 'c1']}
1769445934.6316555,RECEIVED,0d3ee514-29ca-4f82-9af8-c2a089917fb7,953f0a7b-1254-404f-a25b-4e0a2f045398,c3,c1,27,p1,?,surb={'id': '1d5d10f7-85a5-4422-a0a2-5eccc72182f4', 'route': ['p1', 'e2', 'i1', 'x1', 'p3', 'c3']}
1769445934.9306402,RECEIVED,ac131714-2768-46ab-b99a-70679acd9684,2b2722d0-9e2f-4aca-8a7b-6971d5d81587,c5,c1,27,p1,?,surb={'id': '9a08c391-2a89-43fd-945d-136d20e858b8', 'route': ['p1', 'e5', 'i5', 'x8', 'p2', 'c5']}
1769445935.046176,RECEIVED,63fd668b-82ac-44a1-8499-e1fe36ad5a8f,49ffe0c7-04c3-497c-b8cb-35b54b228139,c5,c1,27,p1,?,surb={'id': '571120ad-cf86-42cc-98b2-227fc5ecc6f5', 'route': ['p1', 'e1', 'i12', 'x9', 'p2', 'c5']}
1769445935.1487644,SENT,a8253be4-c3e6-4ab7-8dfa-89204c12e236,e3dbaec0-9d73-4b1f-936e-43782ad74086,c1,c3,3394,?,p1,
1769445935.1489136,CREATED,b6153534-a95d-4e96-afab-07de0a661c15,0b63c9a0-c7e1-4fcb-b2c7-55fab1275b3d,c1,c3,27,?,?,surb={'id': 'deb7573c-1581-4a1d-a994-b9ac85e64f21', 'route': ['p3', 'e4', 'i7', 'x5', 'p1', 'c1']}
1769445935.4507737,RECEIVED,c59e22b9-6102-4667-8faf-966a8e023a95,c9aa5073-fb9b-4f18-bf72-f098a804fcc9,c3,c1,27,p1,?,surb={'id': '1b28bfc2-d4da-4837-af13-d94158e47953', 'route': ['p1', 'e1', 'i12', 'x5', 'p3', 'c3']}
1769445935.4571927,RECEIVED,6874821a-45d7-452d-ad57-7e0e47132fba,591424fd-087a-4797-bf4f-e1ef7bbd9bfd,c5,c1,27,p1,?,surb={'id': '111423f5-94f0-4d83-ba20-96b2469f8882', 'route': ['p1', 'e11', 'i5', 'x12', 'p2', 'c5']}
1769445935.560383,RECEIVED,e6fc56f3-2771-4763-939d-5138e21a2870,3080a4ec-128a-48e6-8698-ddd3aa541ad2,c3,c1,27,p1,?,surb={'id': 'e149d431-7dbf-4efb-ae26-f4dd78a15789', 'route': ['p1', 'e7', 'i5', 'x5', 'p3', 'c3']}
1769445935.6134586,RECEIVED,f7a4b36c-d6e2-4f9c-b719-2998a21cc828,3080a4ec-128a-48e6-8698-ddd3aa541ad2,c3,c1,27,p1,?,surb={'id': 'e149d431-7dbf-4efb-ae26-f4dd78a15789', 'route': ['p1', 'e7', 'i5', 'x5', 'p3', 'c3']}
1769445935.6682184,SENT,c9e81c78-113c-43d2-a838-fad257c84300,3cf8a3f1-b625-45e7-ac8a-1ddbe993e630,c1,c3,3375,?,p1,
1769445935.6683674,CREATED,97a850de-a966-42c6-9326-c6c8fa219da6,0b63c9a0-c7e1-4fcb-b2c7-55fab1275b3d,c1,c3,27,?,?,surb={'id': 'deb7573c-1581-4a1d-a994-b9ac85e64f21', 'route': ['p3', 'e4', 'i7', 'x5', 'p1', 'c1']}
1769445935.730662,RECEIVED,3f79b4cf-406a-4847-9c96-8aae09294fb0,e5d133c9-ff02-4b2d-9282-becba049b465,c3,c1,26,p1,?,surb={'id': '2056db5d-3c3f-435e-8fdd-587a9c8b34fe', 'route': ['p1', 'e7', 'i1', 'x1', 'p3', 'c3']}
1769445935.7691233,RECEIVED,9a76461d-2e0b-4664-8087-0bc2ea5e18b4,97d64cb9-a554-4206-8e6c-c6572ab39c11,c4,c1,27,p1,?,surb={'id': '23549611-f39a-408f-bc9b-20eca662bd15', 'route': ['p1', 'e12', 'i11', 'x5', 'p1', 'c4']}
1769445935.8596165,RECEIVED,369fd82a-acef-44d6-ac97-01e582d7fc24,0d84d3e8-70b6-4179-b095-324e3c637a74,c4,c1,27,p1,?,surb={'id': '5ac127f8-cdc0-4fd3-af49-e395eb7ee127', 'route': ['p1', 'e12', 'i5', 'x3', 'p1', 'c4']}
1769445935.957197,RECEIVED,c78157dc-be30-48e5-982c-33a3d557fef1,3645fc05-7c50-4b42-9704-8945733efda2,c4,c1,25,p1,?,surb={'id': '62d2321c-5d11-46ba-a637-cc3d9e6cf987', 'route': ['p1', 'e8', 'i4', 'x4', 'p1', 'c4']}
1769445935.9891248,RECEIVED,22785552-3f2c-4771-aa3b-fac7bf5182de,650f226f-a9dd-4312-ab56-723ad06ab435,c5,c1,27,p1,?,surb={'id': '9d289071-ed7b-48d3-88ac-ad763482eb72', 'route': ['p1', 'e4', 'i1', 'x8', 'p2', 'c5']}
1769445936.209345,RECEIVED,f549da23-25fe-471a-aa02-bae825755d94,f85c0099-f617-4d94-8372-cd2412671a01,c3,c1,27,p1,?,surb={'id': '6706337c-cc27-43c1-92f5-d1ac9591b178', 'route': ['p1', 'e8', 'i9', 'x7', 'p3', 'c3']}
1769445936.2243652,RECEIVED,060e935a-f239-4332-a179-9879012850fc,640e48dc-57b3-44c6-b693-8a6fe7f93fe0,c4,c1,27,p1,?,surb={'id': 'c20bf8ae-74a6-4afd-acdd-74ef27a00aa3', 'route': ['p1', 'e3', 'i7', 'x7', 'p1', 'c4']}
1769445936.2285988,SENT,fc81bde2-32ff-493c-a499-f30eb531e897,eaa8600e-1414-4079-8781-0d04885f3543,c1,c3,3380,?,p1,
1769445936.2287462,CREATED,535bdc14-6203-408a-a00d-ee8c5b32d612,f9e5ceca-de7b-4180-aedb-c3376026a68f,c1,c3,26,?,?,surb={'id': '54b1a715-7b2d-4886-b436-314ef8448cc4', 'route': ['p3', 'e11', 'i5', 'x11', 'p1', 'c1']}
1769445936.2377195,SENT,991af208-92f9-4db8-b785-bb235cd32531,b29c1e48-b0c2-4677-931d-a2d063f9d4c9,c1,c3,3401,?,p1,
1769445936.237867,CREATED,4c23687b-e2ed-4640-8b9d-dd44668ef718,f9e5ceca-de7b-4180-aedb-c3376026a68f,c1,c3,26,?,?,surb={'id': '54b1a715-7b2d-4886-b436-314ef8448cc4', 'route': ['p3', 'e11', 'i5', 'x11', 'p1', 'c1']}
1769445936.3181071,RECEIVED,bad26bfb-56e6-4921-a783-b4851e688ae9,49ffe0c7-04c3-497c-b8cb-35b54b228139,c5,c1,27,p1,?,surb={'id': '571120ad-cf86-42cc-98b2-227fc5ecc6f5', 'route': ['p1', 'e1', 'i12', 'x9', 'p2', 'c5']}
1769445936.4875224,RECEIVED,07a59681-abbb-438a-84d0-64695bb83b21,f85c0099-f617-4d94-8372-cd2412671a01,c3,c1,27,p1,?,surb={'id': '6706337c-cc27-43c1-92f5-d1ac9591b178', 'route': ['p1', 'e8', 'i9', 'x7', 'p3', 'c3']}
1769445936.556767,SENT,b1abd576-9cd0-4333-b1e2-112ae0844574,ca8228cf-f3e2-42ba-bdd6-a7e496a54610,c1,c3,3385,?,p1,
1769445936.5569177,CREATED,947c8ef8-3073-4556-9cf4-8f1d891d346b,5ce498db-5920-4255-bbd0-41940c5c5a96,c1,c3,27,?,?,surb={'id': '3c46b8a7-5c7e-4a43-9818-2cdda8ba315c', 'route': ['p3', 'e8', 'i4', 'x9', 'p1', 'c1']}
1769445937.0842972,RECEIVED,10fa1a15-15b0-4091-8477-1a1658bde840,0e9342c3-8fd5-4820-9ee3-bb0be0bf1345,c4,c1,26,p1,?,surb={'id': 'f6092c82-8723-492a-8c1b-1c38cbe3f35b', 'route': ['p1', 'e7', 'i9', 'x8', 'p1', 'c4']}
1769445937.4290056,SENT,4780fee5-04a8-43d9-bc82-2c18bb3a266d,32712aab-b82b-4f5c-a7fe-f2fa0e4eb6fe,c1,c3,3384,?,p1,
