timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769445729.9350026,SENT,87673801-cd3a-4390-bae9-7d28eda31747,0a1f9ad0-5c46-4b44-963f-e234b45523ad,c3,c1,3359,?,p3,
1769445729.9352894,CREATED,30c94c2b-f35f-4650-8709-cf6cba7a5421,48e8e3db-ecad-4971-bb2c-39ba60efba28,c3,c1,27,?,?,surb={'id': '5c0c1f6f-a945-4118-98cd-747e384fc121', 'route': ['p1', 'e6', 'i2', 'x6', 'p3', 'c3']}
1769445730.0419843,SENT,56a5279c-76ef-4dd9-a8bc-256334793622,86a5a6d8-5f5b-4b97-81f8-b125caaec1c8,c3,c1,3358,?,p3,
1769445730.0421648,CREATED,f3ad5a98-8652-411c-acd1-cfbd2537cf1f,48e8e3db-ecad-4971-bb2c-39ba60efba28,c3,c1,27,?,?,surb={'id': '5c0c1f6f-a945-4118-98cd-747e384fc121', 'route': ['p1', 'e6', 'i2', 'x6', 'p3', 'c3']}
1769445730.3073933,SENT,76b9db90-9d06-4578-9956-7e03dabf03ff,d594861c-88f9-43c4-8d35-98624ae38c3c,c3,c1,3383,?,p3,
1769445730.3075442,CREATED,c8acf359-c778-4755-b6e4-24fad5a161a4,95d4753e-031e-4a3f-a4bd-d180b867675a,c3,c1,25,?,?,surb={'id': 'f266c954-b081-4203-9044-9b13e7208af1', 'route': ['p1', 'e8', 'i4', 'x9', 'p3', 'c3']}
1769445730.3529186,SENT,0083aef1-3364-4acf-a6f0-19a48bcd2782,51f9e9ce-5d37-4b34-9421-00897a18a2a9,c3,c1,3357,?,p3,
1769445730.3530962,CREATED,91138bd8-afa5-46e0-b6d0-245c378cde8a,95d4753e-031e-4a3f-a4bd-d180b867675a,c3,c1,25,?,?,surb={'id': 'f266c954-b081-4203-9044-9b13e7208af1', 'route': ['p1', 'e8', 'i4', 'x9', 'p3', 'c3']}
1769445730.6386995,SENT,d1dfe6fb-afc7-4bf9-a0eb-30a51ccff0b8,4b313901-0682-439f-a1d7-2e6a064f788d,c3,c1,3375,?,p3,
1769445730.6388521,CREATED,9f5646b0-a80e-4a5d-9bd4-8620d25b99f4,90254552-d46b-4a0f-8659-632e7c092d5f,c3,c1,27,?,?,surb={'id': '2aae98fa-ce49-4ebb-901f-311bc851c33a', 'route': ['p1', 'e10', 'i11', 'x7', 'p3', 'c3']}
1769445730.6739597,SENT,95c40264-05f3-4712-89dc-679960498582,dd6c84ae-ac19-4da9-b881-222c0b2705a6,c3,c1,3395,?,p3,
1769445730.6741614,CREATED,3a238c54-36cd-4b5b-aa7f-df918e402e27,90254552-d46b-4a0f-8659-632e7c092d5f,c3,c1,27,?,?,surb={'id': '2aae98fa-ce49-4ebb-901f-311bc851c33a', 'route': ['p1', 'e10', 'i11', 'x7', 'p3', 'c3']}
1769445730.813135,SENT,41fcbfc9-1de2-41b9-87b5-0e75842eaedf,96f3b0dc-ac80-4032-b07e-52831273e268,c3,DROP,2036,?,p3,
1769445730.8135793,CREATED,0bdc3ce7-c7bf-4c28-acc6-1ec2948b1ded,c4922ff3-4e81-484c-bb8e-fd24305c2ac6,c3,DROP,27,?,?,
1769445731.1808608,SENT,37b35091-4eb1-44f4-9ef3-cd04a83cf7c9,f6389f46-9ed7-4a60-8a4d-88a775a9ca95,c3,c1,3382,?,p3,
1769445731.1809914,CREATED,d9915a14-7879-4cd1-8d61-8c243d6085d6,efc5ef46-c357-439c-8291-c30f9b41d00b,c3,c1,27,?,?,surb={'id': 'b6b4c55c-500d-4e92-bc9b-3487ee78e640', 'route': ['p1', 'e6', 'i7', 'x7', 'p3', 'c3']}
1769445731.188615,SENT,be5d7aeb-855e-4b98-873c-36ceed126a35,59f15af3-1eaf-407e-b828-2585a113d63c,c3,c1,3383,?,p3,
1769445731.1887474,CREATED,011570b9-a270-4a92-a1bc-4822ff6fd0bc,efc5ef46-c357-439c-8291-c30f9b41d00b,c3,c1,27,?,?,surb={'id': 'b6b4c55c-500d-4e92-bc9b-3487ee78e640', 'route': ['p1', 'e6', 'i7', 'x7', 'p3', 'c3']}
1769445731.3295536,RECEIVED,3c5290d9-9613-40d5-87a5-042be43a9b74,6c09ae5f-a499-450e-9d48-434370da7c36,c1,c3,27,p3,?,surb={'id': 'c165db0f-618f-414f-8757-a77626cc23ae', 'route': ['p3', 'e4', 'i12', 'x10', 'p1', 'c1']}
1769445731.4205441,SENT,3b503436-a80c-4056-a1d5-aad279cdfc74,b41eabaa-789d-4449-a211-3d2dd9b9b4e2,c3,c1,3384,?,p3,
1769445731.4206922,CREATED,247daa4d-6682-4657-b776-a2e026b4f529,5933e568-6e39-4256-b492-04a82b311bd8,c3,c1,27,?,?,surb={'id': '2fbb1655-95dd-4974-a6b2-a05c3351993b', 'route': ['p1', 'e7', 'i7', 'x3', 'p3', 'c3']}
1769445731.5341542,RECEIVED,c6171b82-2e20-4ed1-b515-7f549569f8f7,6c09ae5f-a499-450e-9d48-434370da7c36,c1,c3,27,p3,?,surb={'id': 'c165db0f-618f-414f-8757-a77626cc23ae', 'route': ['p3', 'e4', 'i12', 'x10', 'p1', 'c1']}
1769445731.9894767,RECEIVED,5575b93a-51fd-4db8-9e5e-6b22d896e5e9,77f2511f-a8e7-4c57-9d6d-daeb34186a65,c2,c3,27,p3,?,surb={'id': 'd888d982-f824-40d8-9333-a227760c37c0', 'route': ['p3', 'e5', 'i5', 'x8', 'p2', 'c2']}
1769445731.9973717,RECEIVED,139c6297-56d1-481a-991d-f23963d55f0d,15dd6f11-1059-4455-88be-d55f221598db,c2,c3,26,p3,?,surb={'id': '7b6bd458-79df-4746-baec-5b7315cbc5a0', 'route': ['p3', 'e3', 'i1', 'x4', 'p2', 'c2']}
1769445732.0361764,SENT,2fec39fd-428d-4d52-8d58-41a26dfe6f66,a90672e6-5a8d-4ab0-bdad-d4091578efb3,c3,c1,3379,?,p3,
1769445732.0363243,CREATED,4240c088-75be-4b75-bc0a-422682e6fe1f,5933e568-6e39-4256-b492-04a82b311bd8,c3,c1,27,?,?,surb={'id': '2fbb1655-95dd-4974-a6b2-a05c3351993b', 'route': ['p1', 'e7', 'i7', 'x3', 'p3', 'c3']}
1769445732.5632176,RECEIVED,7ed9312f-5489-4614-a1fc-8ec7d8b1e055,094a6c85-58de-4efe-84b7-9cb982731890,c1,c3,27,p3,?,surb={'id': 'd28802a5-5cbe-4e56-ade1-35f0f81da90a', 'route': ['p3', 'e9', 'i8', 'x3', 'p1', 'c1']}
1769445732.8776038,SENT,d4ed8489-c9b0-48af-8077-ddf6dab230f2,0ade3532-b2fd-4e2d-beb2-8afb5924876f,c3,c1,3380,?,p3,
1769445732.8777382,CREATED,5f6d58d5-dff4-45e4-afe6-61cb7e816c5a,d122871c-e78f-4672-9948-0bec24a360cb,c3,c1,26,?,?,surb={'id': '19db5336-f5ce-421b-994a-c809f7411258', 'route': ['p1', 'e10', 'i5', 'x2', 'p3', 'c3']}
1769445733.1014478,RECEIVED,1f0d4ee2-74a5-4a29-b0c3-bbdd017bbf59,99988d6c-b7a6-4585-980b-d1338517aaf8,c1,c3,27,p3,?,surb={'id': '7c0b681c-f89e-4a23-b970-ba4401b4ef6f', 'route': ['p3', 'e2', 'i10', 'x8', 'p1', 'c1']}
1769445733.120429,RECEIVED,a161dbcd-919f-43d3-b8a3-4c8aa9045007,962d48af-e3fa-4041-93d3-543e221bd274,c2,c3,27,p3,?,surb={'id': 'f912f2c8-1fea-434f-adff-b46b6fb7a135', 'route': ['p3', 'e1', 'i7', 'x10', 'p2', 'c2']}
1769445733.1877675,SENT,fc93749e-9a7e-4f01-86b0-1065eed23501,da8d445e-2354-4d4a-bcc0-198e1acb2bec,c3,c1,3368,?,p3,
1769445733.1879117,CREATED,44024dfb-71bb-4dd9-b7bc-467df60fe7f9,d122871c-e78f-4672-9948-0bec24a360cb,c3,c1,26,?,?,surb={'id': '19db5336-f5ce-421b-994a-c809f7411258', 'route': ['p1', 'e10', 'i5', 'x2', 'p3', 'c3']}
1769445733.2274065,RECEIVED,e79317f5-27da-4508-a2fb-d13ccb8eb2ef,77f2511f-a8e7-4c57-9d6d-daeb34186a65,c2,c3,27,p3,?,surb={'id': 'd888d982-f824-40d8-9333-a227760c37c0', 'route': ['p3', 'e5', 'i5', 'x8', 'p2', 'c2']}
1769445733.2813625,RECEIVED,448a55e0-e60d-4402-a030-3b7d3c2787f2,77d1752f-c060-4750-8eee-347d5f3f7f9d,c1,c3,27,p3,?,surb={'id': '2c8fb946-df38-4e21-9514-2c092b06add9', 'route': ['p3', 'e7', 'i3', 'x11', 'p1', 'c1']}
1769445733.4948487,RECEIVED,ebe8a317-4fc4-488d-b1c6-0b94f8d28dbc,99988d6c-b7a6-4585-980b-d1338517aaf8,c1,c3,27,p3,?,surb={'id': '7c0b681c-f89e-4a23-b970-ba4401b4ef6f', 'route': ['p3', 'e2', 'i10', 'x8', 'p1', 'c1']}
1769445733.4993587,RECEIVED,e99690f1-c8f1-40fe-9650-123269fe0c9c,094a6c85-58de-4efe-84b7-9cb982731890,c1,c3,27,p3,?,surb={'id': 'd28802a5-5cbe-4e56-ade1-35f0f81da90a', 'route': ['p3', 'e9', 'i8', 'x3', 'p1', 'c1']}
1769445733.6577995,SENT,b3b51c3a-cd5c-43e7-ae1a-08576e871f15,c8581b99-c5a9-492a-9c90-39d60d32f78b,c3,c1,3375,?,p3,
1769445733.657947,CREATED,0d1293e7-55c0-476e-ae25-d477a873f249,7964fb9d-4d56-4172-b033-725e348f1281,c3,c1,27,?,?,surb={'id': '67f9a097-5792-49b9-8706-54b1348fc84d', 'route': ['p1', 'e9', 'i10', 'x8', 'p3', 'c3']}
1769445733.7371712,RECEIVED,7df0eae9-f409-45b9-8556-b10203e9b1ec,e3b80f0d-eed2-487f-9dd3-f1dafe354a1f,c2,c3,27,p3,?,surb={'id': '445ccbfc-35db-46f7-bbbc-c404319fe710', 'route': ['p3', 'e5', 'i8', 'x5', 'p2', 'c2']}
1769445733.7563026,RECEIVED,ebf0ab87-5e90-475c-bd65-400433d1d319,a7f71a56-0edb-46b9-b68f-c790b404f55e,c1,c3,27,p3,?,surb={'id': '027ec0e8-fbb9-4569-9b12-e50e07d7cbe1', 'route': ['p3', 'e9', 'i5', 'x6', 'p1', 'c1']}
1769445733.8205101,SENT,8d8b63d9-60d9-47c7-b601-db5efb0d0205,e8493d06-b1b2-4b8d-88e2-e4f1eb7de2ac,c3,c1,3400,?,p3,
