timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738048.520965,SENT,d4a02e68-a77d-4faa-957f-8a31ff76cef7,5150270f-f3d3-4e2c-b19f-bd1b636fed9a,c3,c4,3383,?,p3,
1769738048.5211964,CREATED,d48444f5-f214-48e3-8be6-9a0b3f4b1bdc,cc5e14c7-f145-464d-9785-36f3caa643d2,c3,c4,27,?,?,surb={'id': '954ddc04-6a16-4437-a703-fa9663edefef', 'route': ['p1', 'e6', 'i10', 'x9', 'p3', 'c3']}
1769738059.5805974,CREATED,180b1a23-57d6-435d-8281-94a635f2137f,716ca9ee-b3c1-4413-a658-597607af7b37,c3,c4,27,?,?,surb={'id': '1a6c7c4b-fe86-46ce-9ff5-845c6a66f597', 'route': ['p1', 'e6', 'i12', 'x8', 'p3', 'c3']}
1769738059.8660183,RECEIVED,2ae68947-c48a-40db-922e-d756bd0de18b,91fb52e8-2c93-4c56-b232-2c096a849532,c5,c3,27,p3,?,surb={'id': 'dc3be838-e666-4ac2-8951-bf85fb5a5c03', 'route': ['p3', 'e9', 'i1', 'x6', 'p2', 'c5']}
1769738060.1493227,SENT,0feabd9b-8872-43c8-99dc-338752ef78c4,c3affd66-f27c-47bd-bbd7-afcb2f80d0c9,c3,c4,3387,?,p3,
1769738060.1494725,CREATED,b4087107-b31e-4a77-b025-2894092a9c1e,537d955b-2d93-4af5-86cc-99c1006430dd,c3,c4,27,?,?,surb={'id': '1287fbc6-b6ae-44e0-a4e4-e1ed7dcf83d0', 'route': ['p1', 'e2', 'i11', 'x7', 'p3', 'c3']}
1769738060.3319733,SENT,e9743a32-9d78-4514-8615-145a6efc088b,b473df19-a7c3-47af-b44e-e07d4629b1ad,c3,c4,3367,?,p3,
1769738060.3321574,CREATED,a6badacd-419a-42e0-9472-5f30c39b901b,77a35404-93ea-4b23-ab2c-edff8ed4163f,c3,c4,26,?,?,surb={'id': 'c832ca74-d525-43e6-98a9-898c6c941890', 'route': ['p1', 'e5', 'i5', 'x7', 'p3', 'c3']}
1769738060.5058165,SENT,d0d0438d-7036-4738-9465-d95cfa5524db,79035b40-f4cf-4317-9a40-3c4a6ae1e9e1,c3,c4,3400,?,p3,
1769738060.5059507,CREATED,fc0a4ee3-fe2c-4c05-81b6-575ceddb1b0b,e7edfaab-f344-4eee-baed-162d00ab03dc,c3,c4,27,?,?,surb={'id': '21e9683e-ab70-437e-b108-cecffb635da6', 'route': ['p1', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769738060.7725015,RECEIVED,50ed3163-2104-4898-8c4f-22aab5e5a9ed,0d5ef969-72d1-46c1-abcf-cbebd7527a52,c5,c3,27,p3,?,surb={'id': 'b71d6a1e-08e6-46b4-860e-2b7c404c034f', 'route': ['p3', 'e10', 'i9', 'x2', 'p2', 'c5']}
1769738060.8918228,RECEIVED,3d65a1e3-c309-44e4-b9c8-df8bafa72350,ec02c696-173f-43b0-9381-da6b27e7f04c,c5,c3,27,p3,?,surb={'id': '370323da-0635-4bb3-9bcb-906caaf4798e', 'route': ['p3', 'e1', 'i1', 'x8', 'p2', 'c5']}
1769738060.9488275,RECEIVED,2008c743-142a-4413-af6c-5853623b9e2a,8d9a6fcc-24d3-4d1d-a7c1-9e2830d21818,c5,c3,27,p3,?,surb={'id': '83d42149-2ebf-4380-b5e0-d8b2ce286ecb', 'route': ['p3', 'e10', 'i3', 'x3', 'p2', 'c5']}
1769738061.1913562,RECEIVED,e1df03b5-b1d7-4dc0-820a-171bb7a5231c,0503a7a2-7da4-48c3-8dc4-a7999150be03,c5,c3,27,p3,?,surb={'id': 'b9945797-3de5-4f71-8515-8a126b6b9593', 'route': ['p3', 'e4', 'i7', 'x11', 'p2', 'c5']}
1769738061.2367609,SENT,7963c34f-6570-4721-94e4-f5ab494af7c9,01135b19-21b9-47c9-8637-cfa7e13ace99,c3,c4,3399,?,p3,
1769738061.2369094,CREATED,9b025e51-50ed-4e27-87ed-1c0aab2db906,3ba978f8-7c78-43c5-9213-0c32f24ecc2a,c3,c4,27,?,?,surb={'id': '8d65b6e4-a883-4097-a38e-6275e4acf841', 'route': ['p1', 'e11', 'i8', 'x2', 'p3', 'c3']}
1769738061.2439954,SENT,dacf9f34-62ed-4ad3-9b48-22c21b680416,83bc12e4-dab1-42ff-9857-5ec2fadc284d,c3,c4,3379,?,p3,
1769738061.244172,CREATED,bc2bb37c-b164-4a33-9025-1b94856cff62,7965e37f-bcb8-4a96-94e7-9bb6f4552016,c3,c4,26,?,?,surb={'id': '0ef17695-bfbe-4cad-8129-9bb0ac70e464', 'route': ['p1', 'e10', 'i11', 'x8', 'p3', 'c3']}
1769738061.3366237,SENT,2dfac9b6-59fa-4685-a826-791d3f2d457a,fe24e5a7-c6bc-4980-8989-e7e4cf13dc75,c3,c4,3370,?,p3,
1769738061.3368037,CREATED,c6894460-883f-4c9c-afe9-5b09a7c08a73,d39d168a-c618-4b10-a5fa-e6c9b3f988fb,c3,c4,27,?,?,surb={'id': '99bf8aa8-cf40-4fad-8495-575765c73eff', 'route': ['p1', 'e4', 'i1', 'x3', 'p3', 'c3']}
1769738061.3665023,RECEIVED,a1689be6-ebe3-4a5a-a17c-134ca76033a5,de986811-e8b2-417d-a3f5-1a94956b2242,c5,c3,27,p3,?,surb={'id': '9582c282-5ce0-4711-95b0-5cdb2f81253c', 'route': ['p3', 'e7', 'i7', 'x10', 'p2', 'c5']}
1769738061.7206233,SENT,e16d6ce9-2cb4-4bdb-a078-6b58d875d6ae,2d5717a4-c44a-4c17-aaab-42dfe6aeba87,c3,c4,3375,?,p3,
1769738061.7207708,CREATED,db884ac7-f965-44b5-8174-18c64ce089e6,32530661-6e2d-43b0-ac37-6897f17cae54,c3,c4,27,?,?,surb={'id': '83351283-94e8-488a-a7da-5ebe11890b17', 'route': ['p1', 'e4', 'i1', 'x6', 'p3', 'c3']}
1769738061.7597036,SENT,5b0d8244-3bbf-47e0-98d6-156a97ea49df,ad73e9fc-0584-49a2-ba68-e31cd19e2ab4,c3,c4,3376,?,p3,
1769738061.759851,CREATED,84dc90cd-ed7a-4060-8d31-943705ecc1ca,596e58ff-6663-4651-863c-fb870bf61a38,c3,c4,27,?,?,surb={'id': '01b67bfc-1b7b-4acf-b4fd-9f197c178690', 'route': ['p1', 'e1', 'i4', 'x12', 'p3', 'c3']}
1769738061.8340032,RECEIVED,3578a7e2-0018-438d-a089-d975eb725f44,90e883be-2069-4ef5-b4ae-4cb557deb8d5,c5,c3,25,p3,?,surb={'id': 'd7945dfa-be32-4678-bbbe-c102c7dedc38', 'route': ['p3', 'e7', 'i12', 'x3', 'p2', 'c5']}
1769738061.8784375,SENT,afe1b9e3-a381-416b-8b7d-a24318d5918a,cac0b6e0-d5f2-482f-a5c4-c41714c49fd2,c3,c4,3388,?,p3,
1769738061.878489,CREATED,d7b6eabb-2c13-40d1-b7c9-543eea73e84d,7f27aed0-cf30-49d5-812e-dc4a0d35d3c4,c3,c4,27,?,?,surb={'id': '9db17acc-38ce-4677-ad1c-0932aed82fff', 'route': ['p1', 'e12', 'i11', 'x10', 'p3', 'c3']}
1769738062.2188985,SENT,25c45fe4-110b-4b95-a6de-a4110d332aa8,1137feff-c334-47da-8f43-2862389db34a,c3,c4,3384,?,p3,
1769738062.2190676,CREATED,30977eae-37a4-4ceb-92cf-85bdeea8d1f7,b3015d71-279d-4760-bead-51e45a9efa5b,c3,c4,26,?,?,surb={'id': '05c6bc77-8ba9-4cc8-84d4-04335a5788bb', 'route': ['p1', 'e10', 'i10', 'x8', 'p3', 'c3']}
1769738062.3430305,RECEIVED,8061827e-1264-4126-b988-7ca30f68851e,bd68f358-053e-44da-b1f0-f8a42455efd6,c5,c3,26,p3,?,surb={'id': '93017915-add7-4e69-acd2-91aa874cd4e5', 'route': ['p3', 'e3', 'i7', 'x3', 'p2', 'c5']}
1769738062.4894903,RECEIVED,14523483-098f-4a7e-bf0e-54b7e5343c71,576ae1a1-e658-4c3e-9db8-1039aba5462a,c5,c3,27,p3,?,surb={'id': '9909e72b-e2ea-46e7-9937-5739afdbd67c', 'route': ['p3', 'e11', 'i2', 'x7', 'p2', 'c5']}
1769738062.6285486,RECEIVED,0b9f502e-c552-43cf-97c7-5e98aabb617a,3be578c4-afe7-4663-8815-23ed47a3bf7a,c5,c3,26,p3,?,surb={'id': '30398e98-7dd1-4009-a5cd-8b926ce397d7', 'route': ['p3', 'e6', 'i3', 'x7', 'p2', 'c5']}
1769738062.6871371,RECEIVED,a5e1529f-9c91-48f2-8164-82af0d503201,f9d47f77-48cc-4f2f-9e01-6ae510933de7,c5,c3,27,p3,?,surb={'id': '5b9f54ff-05dc-43ec-9602-76d3560c1597', 'route': ['p3', 'e9', 'i4', 'x7', 'p2', 'c5']}
