timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738048.520965,SENT,d4a02e68-a77d-4faa-957f-8a31ff76cef7,5150270f-f3d3-4e2c-b19f-bd1b636fed9a,c3,c4,3383,?,p3,
1769738048.5211964,CREATED,d48444f5-f214-48e3-8be6-9a0b3f4b1bdc,cc5e14c7-f145-464d-9785-36f3caa643d2,c3,c4,27,?,?,surb={'id': '954ddc04-6a16-4437-a703-fa9663edefef', 'route': ['p1', 'e6', 'i10', 'x9', 'p3', 'c3']}
1769738049.0649655,SENT,ebabf13c-1d12-4efe-9aad-cf48bb7a324c,1dd1f749-c3e4-4359-ae93-ecf2e48eebc4,c3,DROP,2033,?,p3,
1769738049.0651095,CREATED,baaad1e2-3255-4839-a0a5-af128eaa87b3,c0cc587a-f45f-40d0-9cde-fe079724b0b7,c3,DROP,27,?,?,
1769738049.620957,SENT,6a4de8c1-4800-4ccb-8532-dc476a76b258,b8fcb4a8-ce0f-4481-90f5-8dc1d34cbe75,c3,c4,3380,?,p3,
1769738049.6211638,CREATED,7566d743-8271-446c-88f0-ea7acfa8f2b4,fd305545-8976-4aa8-8393-5f89aa13e051,c3,c4,27,?,?,surb={'id': '577de06e-1002-4ed4-a3d6-552c096ed950', 'route': ['p1', 'e6', 'i3', 'x7', 'p3', 'c3']}
1769738049.7408483,SENT,68061797-24da-4c44-8a88-36610f78462a,0d185b33-bf33-43f1-9fbb-0dcbbc4ec8fc,c3,c4,3373,?,p3,
1769738049.7409978,CREATED,a79674e9-750c-4ec6-bccd-8765c49c1f74,658c3fa1-8143-4954-a090-939e270cc5c3,c3,c4,27,?,?,surb={'id': 'cae357bf-3b97-4162-82e6-388ac9400a74', 'route': ['p1', 'e10', 'i6', 'x5', 'p3', 'c3']}
1769738049.7511253,SENT,c95c8220-ce79-420d-9fd3-d79c9702a77b,42c5f138-e0da-4081-88f0-c8008f69b1b5,c3,c4,3381,?,p3,
1769738049.7512913,CREATED,cd229573-a390-4f85-a203-a8f074af94ae,387e187a-b55b-4f6f-9bac-175c382c052c,c3,c4,26,?,?,surb={'id': '65ddcc1c-4900-4278-8d93-d30370c90a00', 'route': ['p1', 'e9', 'i5', 'x1', 'p3', 'c3']}
1769738050.2467995,SENT,1610fec8-303d-4889-a50d-ff7f4bec5a29,ac643607-8ddd-4f9c-b5e4-c7ae6792fd4e,c3,c4,3392,?,p3,
1769738050.2469292,CREATED,f8014034-1d0f-4a71-bc29-89d58fa01e13,c6b97ded-d38c-4f4d-a984-dc6266d339e6,c3,c4,27,?,?,surb={'id': 'c5cf6677-13ed-4ee6-9f67-25d3ab496894', 'route': ['p1', 'e12', 'i1', 'x11', 'p3', 'c3']}
1769738050.3853793,SENT,d5a148f1-cad5-4d93-aa4e-90a84a0cedb9,b8499652-6d1f-4c12-976e-7d03e737c642,c3,DROP,2024,?,p3,
1769738050.385503,CREATED,9d4074bc-9ac2-4361-801f-cd348b014abf,cef84a59-e57a-4bcc-803f-7b70688ea109,c3,DROP,26,?,?,
1769738051.0030756,SENT,1605e702-4810-4cef-a746-085029358ba6,71f8af91-f979-47da-aff0-fc4b06de1958,c3,c4,3380,?,p3,
1769738051.0032141,CREATED,4178ccda-1617-4796-af4f-3c1dde8081bc,6c77abf2-ae81-4096-89f5-f7db26780b80,c3,c4,26,?,?,surb={'id': '1a622c32-6ca5-46cc-92e3-520f5440e350', 'route': ['p1', 'e2', 'i7', 'x3', 'p3', 'c3']}
1769738051.013971,SENT,47f2bd6a-3881-470f-b971-764b0e2062ec,94a5c8ee-3ce8-466a-ac64-328e57467dc1,c3,DROP,2039,?,p3,
1769738051.0141134,CREATED,148ff6ce-2cf7-42b8-8b00-63a3e39dfe16,51f60a15-80ea-4a86-aee9-374413d04d17,c3,DROP,27,?,?,
1769738051.8583105,RECEIVED,37eee675-3f5f-4969-b4d4-756068d8cfe2,b5d865f8-e5b6-46d0-a578-97823e16c43e,c5,c3,27,p3,?,surb={'id': '46eb4e93-7087-48bc-8356-9731d9931099', 'route': ['p3', 'e11', 'i8', 'x5', 'p2', 'c5']}
1769738051.9791996,SENT,36b93207-c300-4d62-a668-ae89dbdebcf7,39f73ecc-13b7-4d76-9b24-dbe0d66fe279,c3,c4,3364,?,p3,
1769738051.979464,CREATED,a030200f-1e7b-4d6d-97a1-7c87a0ed49a5,ee76cd2f-8af0-4c44-90a7-c39826d31161,c3,c4,27,?,?,surb={'id': '31859ac7-46d9-4f3c-9ee3-d21d4031e1da', 'route': ['p1', 'e5', 'i11', 'x9', 'p3', 'c3']}
1769738052.3562825,RECEIVED,164062ec-d419-47e1-9aa9-fb99e2ba0e58,5c0f84e3-e71c-47d4-ae41-eb610c5c6b76,c5,c3,27,p3,?,surb={'id': '77e0abf6-e0fb-4bbe-9147-1a06117522f1', 'route': ['p3', 'e11', 'i3', 'x8', 'p2', 'c5']}
1769738052.4018219,SENT,cd684e4c-311f-49d3-895f-647e472cce99,ae8b57be-c117-4346-a387-7648115efb8b,c3,c4,3359,?,p3,
1769738052.401953,CREATED,91854471-c6b3-4b58-b5ab-e429cb96f00e,3b837be7-1745-4605-9886-1354384a6638,c3,c4,26,?,?,surb={'id': '22bb87d0-d162-4212-be22-7af7bb50851b', 'route': ['p1', 'e10', 'i4', 'x8', 'p3', 'c3']}
1769738052.4828427,SENT,37ff232f-5fd7-45b9-abc0-d14d9dfd8b20,b8ddb1cb-ec59-43c3-96bd-85407b2b52eb,c3,c4,3392,?,p3,
1769738052.482974,CREATED,655ac30c-8226-4dd7-b9ed-5eb15be04007,90b19318-2996-4f2a-a40c-b9a9874fd7b5,c3,c4,27,?,?,surb={'id': '95e51142-452f-4e18-99c6-c7e17fb77fd8', 'route': ['p1', 'e3', 'i5', 'x3', 'p3', 'c3']}
1769738052.517542,SENT,4c0ab2ef-7edd-4aa6-9c8f-2ed42f05cd05,b14590c9-4661-4c31-8134-95020f123d48,c3,c4,3379,?,p3,
1769738052.51768,CREATED,b98cd921-5f5f-4ff4-92f1-a8347310d9db,29333739-908f-4936-9786-aba38a2ed51c,c3,c4,26,?,?,surb={'id': '97fbe469-3f20-48b5-a4d5-023723357031', 'route': ['p1', 'e2', 'i12', 'x6', 'p3', 'c3']}
1769738052.5381398,RECEIVED,af8ba931-acf3-470e-8c69-932f47ec2b32,96dae1d4-ed68-42e7-89a1-f706854bf61a,c5,c3,27,p3,?,surb={'id': '69017920-0c2f-48b0-b5ce-b1c7dee68cde', 'route': ['p3', 'e4', 'i8', 'x11', 'p2', 'c5']}
1769738052.5727072,SENT,301ad49f-423c-4368-9de0-2c3a579eca63,a5fb33d8-7120-4cc0-8110-9aaa104508ec,c3,c4,3392,?,p3,
1769738052.5732274,CREATED,93c3885a-0cc3-4344-8f73-509457a01250,7a81bd59-8f03-4b43-9b16-4667bbd51ca7,c3,c4,27,?,?,surb={'id': '8f0ca6f4-1006-4f66-83da-6a3256ae495f', 'route': ['p1', 'e7', 'i12', 'x1', 'p3', 'c3']}
1769738052.676571,SENT,fb5780dd-a0ad-4f03-8bc4-f86a47c8b31c,01c4975e-a9bd-4ad7-98aa-53b2cbecead2,c3,c4,3397,?,p3,
1769738052.676701,CREATED,c49b07d9-cd19-447f-acbb-845f440ec71a,80baa297-6fbf-4972-8f41-2bc1d762eb0f,c3,c4,27,?,?,surb={'id': 'eb02f621-155a-4653-9dd2-98eaea77e707', 'route': ['p1', 'e10', 'i9', 'x11', 'p3', 'c3']}
1769738052.6988168,SENT,e63d9151-0b43-46b9-8668-2de19ea79cf3,a688eb2d-a539-4733-9033-06b3dcbf5c06,c3,c4,3384,?,p3,
1769738052.6989517,CREATED,2edcbe1e-eed4-4853-ac2a-2864873d32a5,86aba14c-d865-46bc-8eb5-2c634a393659,c3,c4,27,?,?,surb={'id': '452befde-f976-402e-80a5-ae3ee3a023b7', 'route': ['p1', 'e12', 'i1', 'x10', 'p3', 'c3']}
1769738052.723165,RECEIVED,e118e2fc-b0cc-4294-8856-f0ed566122ff,4da9ca65-b77c-4349-ba4f-fe0b946835d1,c5,c3,27,p3,?,surb={'id': 'b718b327-6272-4a7d-8d65-241ad0e0f10f', 'route': ['p3', 'e3', 'i7', 'x6', 'p2', 'c5']}
1769738052.7665157,SENT,c8d42b43-13d6-40a6-862d-21ca4258e249,8f3993d2-2d2a-44d6-9228-2b60f73939ac,c3,DROP,2020,?,p3,
1769738052.7666235,CREATED,14520840-852e-4c4f-b6e3-58f5bc6b976c,0a0a1836-9a83-4b36-bf5c-4877c6830f08,c3,DROP,27,?,?,
1769738052.904737,SENT,c7b62e15-0ae8-408a-bec7-3f116cbe0dc3,c88a5ab2-f680-4fb4-b032-764a0fccac7a,c3,DROP,2032,?,p3,
1769738052.9048555,CREATED,a5aaf89a-6a0c-45da-b268-70a04cb8314a,6d7f94c6-471f-4da2-90ca-d63435faef77,c3,DROP,27,?,?,
1769738053.0060241,RECEIVED,d8459bfb-1dbf-42ec-9a92-7934481e225c,d7277ebb-24ba-41ea-82d8-f111087b91b6,c5,c3,27,p3,?,surb={'id': '084a637a-93cf-4aa9-a3c1-85a28156bf84', 'route': ['p3', 'e11', 'i10', 'x2', 'p2', 'c5']}
1769738053.1537871,RECEIVED,bad210e7-0738-459d-b4a7-dd783a6e8ae3,8457ea38-7519-4f79-abb8-08adb854b76b,c5,c3,26,p3,?,surb={'id': '27029912-9722-4ef1-ae8d-ff79ec5a13bf', 'route': ['p3', 'e8', 'i12', 'x10', 'p2', 'c5']}
1769738053.2263844,RECEIVED,449e1f49-e1c5-403e-b28b-5de86fa28b4d,5872a7e8-d6db-48da-b864-56f49acdafc8,c5,c3,27,p3,?,surb={'id': '2abcae1a-b654-417a-bc2b-46879898aea2', 'route': ['p3', 'e11', 'i4', 'x1', 'p2', 'c5']}
1769738053.2563963,RECEIVED,dd3b4367-f6c1-41a4-ac2f-0a587bbde4d7,475dfb18-484d-4dbb-9889-0699b97c8841,c5,c3,27,p3,?,surb={'id': 'b79b516b-0126-4c53-8526-b85e5d626db3', 'route': ['p3', 'e9', 'i2', 'x9', 'p2', 'c5']}
1769738053.5490701,SENT,fea3e29f-c911-4ff2-a977-8aa11c3675bb,da5bafd7-20bb-425b-b551-02130fc6c4a1,c3,c4,3360,?,p3,
1769738053.549226,CREATED,e6a72e07-0a53-4d63-ae2a-e10eb769081e,bede2517-e7ef-43fa-b662-d7c6fa5ca013,c3,c4,27,?,?,surb={'id': 'd3c9a49f-0d64-4872-965f-9b13613a3d24', 'route': ['p1', 'e7', 'i7', 'x4', 'p3', 'c3']}
1769738053.9029174,RECEIVED,b5e3a18e-d5ea-49bb-b033-456b234962e9,d19c7bf2-8a7f-41c6-956c-4c0737636e09,c5,c3,27,p3,?,surb={'id': 'da481cfa-3d8a-4e0c-bf1d-58bc5cf93d18', 'route': ['p3', 'e3', 'i7', 'x4', 'p2', 'c5']}
1769738054.4609933,SENT,4ba3c1ce-c1db-4d1b-b1e7-8e7319a4220d,92f8ff4e-f62a-417d-b289-049a58beb345,c3,c4,3400,?,p3,
1769738054.4613664,CREATED,d53f0f36-75b1-47c2-88fb-f5de5a6e8e73,a7236254-9555-4ee6-bcff-e999939b7bc4,c3,c4,27,?,?,surb={'id': 'd736b713-7c02-485b-8af0-d8f170a397a7', 'route': ['p1', 'e7', 'i3', 'x10', 'p3', 'c3']}
1769738055.136769,SENT,68caa5bf-7935-4324-bd25-4267eda00ae9,88e449eb-44e8-4da9-827c-c263a8d9fd3f,c3,c4,3400,?,p3,
1769738055.136935,CREATED,22d46d64-b0d3-401b-af52-df3b16a2c4f6,6651e6e2-5a03-41f6-abb0-024ea50161dd,c3,c4,27,?,?,surb={'id': '34ebcb83-ae66-453f-bbe8-603bab9ba8d6', 'route': ['p1', 'e4', 'i3', 'x12', 'p3', 'c3']}
1769738055.2725794,RECEIVED,8cd63443-df4a-46fd-854c-7eea4dd28972,851bff55-3adc-4dd2-86bd-ef4b9d1d3a48,c5,c3,27,p3,?,surb={'id': '4209d174-cfd2-4bb6-b104-0b23aeb52e5a', 'route': ['p3', 'e2', 'i2', 'x3', 'p2', 'c5']}
1769738055.522845,SENT,9e7d1af0-5317-4e47-82b6-c19ebeef1730,296cef50-732f-454a-b64b-ad1065f5978b,c3,c4,3382,?,p3,
1769738055.522976,CREATED,d412cabf-04e4-494d-8067-f1824c0bf901,444cf6c1-8dc2-4eeb-af2a-7f58eaa4e6e1,c3,c4,27,?,?,surb={'id': '44ed2996-ff31-4d6e-ac3b-338dcf1a4de4', 'route': ['p1', 'e6', 'i4', 'x4', 'p3', 'c3']}
1769738055.695984,RECEIVED,10585567-1cfd-448d-980d-9464441fe691,35032423-2467-4328-9b85-ca1632af2e63,c5,c3,27,p3,?,surb={'id': '6c219fd0-95a7-4bbb-821e-bfe420f575a7', 'route': ['p3', 'e3', 'i9', 'x10', 'p2', 'c5']}
1769738055.929211,RECEIVED,93855b5e-9d31-4efb-b714-b682ad8b9779,ae1829e2-9ddc-4b34-a232-3d34698b641e,c5,c3,26,p3,?,surb={'id': '2d777a11-7d9d-4d4e-8089-44b4f2c8296c', 'route': ['p3', 'e6', 'i6', 'x8', 'p2', 'c5']}
1769738055.9958735,SENT,d9b8f989-67ea-47c3-9a05-5d12d2cad754,dd6c4f43-2f52-4fba-bff7-4b9da4b2c6e7,c3,c4,3373,?,p3,
1769738055.9960063,CREATED,5a81f475-3f6f-4bd6-a8f3-fcd868f606c0,4adbe12d-000b-4e2d-8b13-444ed4146365,c3,c4,27,?,?,surb={'id': 'e09014fc-c9cc-4a41-a8dd-90a5feb4d8dd', 'route': ['p1', 'e4', 'i10', 'x12', 'p3', 'c3']}
1769738056.1552453,RECEIVED,5e7fabcc-e2c8-481f-884d-dde94640182d,ac8e5348-fb0d-4fb0-a333-db94cb81f971,c5,c3,27,p3,?,surb={'id': '44ce757b-a335-4305-befe-3f9f1ccace7f', 'route': ['p3', 'e3', 'i2', 'x3', 'p2', 'c5']}
1769738056.5177867,RECEIVED,a17d279e-caf6-4614-9a0c-e891cc0ac730,db5bffcc-56d4-475e-804f-701b226f9967,c5,c3,26,p3,?,surb={'id': 'b79ec53d-8258-4874-aa15-3c78e74c3e17', 'route': ['p3', 'e1', 'i11', 'x11', 'p2', 'c5']}
1769738056.62842,RECEIVED,055ce013-a969-41bb-87f0-81e37c5d49ac,39f72237-4b89-4b84-8eb3-e34bd41c8d4b,c5,c3,27,p3,?,surb={'id': '76c4bd11-5e65-41e7-9156-84d2e6332803', 'route': ['p3', 'e6', 'i6', 'x2', 'p2', 'c5']}
1769738056.7329602,SENT,0d4bb904-385d-4d09-ba18-a19a5ad2632f,d839bdcc-a74c-4f42-8978-125475d737e8,c3,c4,3367,?,p3,
1769738056.733138,CREATED,b384267d-8e47-4a0d-bead-54026d1741b4,93ba7917-a778-4259-a36e-b21a85290022,c3,c4,27,?,?,surb={'id': 'f3fc9f2b-3bc3-406f-83c9-d97a93d828f4', 'route': ['p1', 'e6', 'i6', 'x4', 'p3', 'c3']}
1769738056.8457317,RECEIVED,d6182db3-8169-467e-a765-d7dad3110f03,af7b45fc-4572-4f46-8af9-7a08079c7246,c5,c3,27,p3,?,surb={'id': '72fc3c99-ccdf-4ab4-a19b-03315359a7fe', 'route': ['p3', 'e12', 'i9', 'x8', 'p2', 'c5']}
1769738057.1081831,RECEIVED,7e2df40f-839b-4b11-af4e-f89e30ad7ce8,1f72bd92-cb27-4d02-b786-9ddfa5abba5d,c5,c3,27,p3,?,surb={'id': '2ca164d0-7dd6-4a3e-b146-3f18c27b8835', 'route': ['p3', 'e11', 'i4', 'x5', 'p2', 'c5']}
1769738057.1288335,SENT,c462fa1a-3657-4532-941f-67d40e9ed8df,3ef594a5-bf93-4480-903c-8f9b76ebc872,c3,c4,3355,?,p3,
1769738057.1289818,CREATED,07347137-48c7-40d7-a1f8-f12c59ce6b87,bd6b3fb0-d91a-48fc-93a6-2d64b3b5d26e,c3,c4,26,?,?,surb={'id': '6b1761c8-cf5c-4c79-8fbb-6780cc840e22', 'route': ['p1', 'e8', 'i4', 'x5', 'p3', 'c3']}
1769738057.45354,SENT,585a408a-8354-4e77-ae52-bfcc65734fd4,c381a70f-d045-49b3-9c99-31bf7e348852,c3,c4,3379,?,p3,
1769738057.4536898,CREATED,27c25468-86b3-4cce-9b01-7a1996d2c492,64818b12-c980-4976-947d-032f426f0bf8,c3,c4,26,?,?,surb={'id': 'fc6d7b8a-3d75-4ec3-8a5d-871de80d3695', 'route': ['p1', 'e5', 'i10', 'x4', 'p3', 'c3']}
1769738057.9225106,RECEIVED,48da18f5-e87d-4338-bad1-af72d07288cd,173b0191-e13f-4920-8ab6-7defe6518782,c5,c3,26,p3,?,surb={'id': '4775187f-5ed9-4c54-813f-982e804cfba0', 'route': ['p3', 'e6', 'i3', 'x5', 'p2', 'c5']}
1769738058.0453677,SENT,572d7c6c-f3ad-4289-a9fe-73d534cefbd6,9fca37a1-0c3b-45ef-8061-6c3d391ea3f0,c3,c4,3392,?,p3,
1769738058.0454457,CREATED,5569d8c9-553b-4ba6-82df-07a9b0fd4170,e554ba74-320d-4a4e-a4a0-b529591fa861,c3,c4,27,?,?,surb={'id': 'd964e4be-9cdb-42c6-aaee-48f119d7c744', 'route': ['p1', 'e7', 'i4', 'x3', 'p3', 'c3']}
1769738058.1383147,RECEIVED,11014aef-799c-45fe-bfdb-a19ebcbd0ff5,af08c7bd-937b-44fc-991a-2bc5b46f7bba,c5,c3,25,p3,?,surb={'id': '32d73d7d-ada1-4254-939f-c010c009ace2', 'route': ['p3', 'e8', 'i12', 'x10', 'p2', 'c5']}
1769738058.1854153,SENT,7f4d4b10-29bf-46be-82ee-85ad18bd55c0,3690837b-1c60-4a2d-ad82-6ce99da2fc03,c3,c4,3383,?,p3,
1769738058.1855543,CREATED,ac1426a1-7965-4999-a245-c36c604beabc,781d8dab-82e0-4be2-9a18-4f7a79deee2b,c3,c4,27,?,?,surb={'id': 'c105ee19-f9b6-49d9-a00b-39430f8cc191', 'route': ['p1', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769738059.0887437,RECEIVED,b3c313f9-84f1-4e3d-b1c3-fb9a80f252d9,a323bda9-bc74-4c30-b560-323f7cb4a236,c5,c3,27,p3,?,surb={'id': '73956a51-ed7f-44e4-a0d0-527d0fb86b00', 'route': ['p3', 'e6', 'i7', 'x7', 'p2', 'c5']}
1769738059.320772,RECEIVED,839430b2-6744-4c04-9452-14b8adeb5842,2bc3d293-2e87-45ae-9e40-754af5d293ab,c5,c3,27,p3,?,surb={'id': '9cd7dee6-e9bb-4345-a5ce-de7ac5268819', 'route': ['p3', 'e10', 'i7', 'x9', 'p2', 'c5']}
1769738059.5804648,SENT,b6c318ed-ae43-4f87-8d05-ee6c1ac7f3fd,14c7169a-0da1-430e-ab50-56a51a4fe0fe,c3,c4,3359,?,p3,
