timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738048.5068173,SENT,ca4b9aad-c9a1-4386-a310-2e888e22f7f3,935ff8d3-52ea-404a-891c-8acad725e256,c2,DROP,2016,?,p2,
1769738048.5069454,CREATED,41e6edb1-cafb-436c-8aa9-6925cfb809ef,a5d34de2-913d-412e-9ae8-8a4131fed9ff,c2,DROP,27,?,?,
1769738049.2707198,SENT,35a9f4bb-0ebd-4f27-a511-489c5c9fc05a,db30a8b7-16ee-4e97-8789-9826db5034c3,c2,c1,3383,?,p2,
1769738049.2708528,CREATED,f943ac12-6de2-4794-868e-6e4a5e5cad33,31d36b29-2505-468c-8175-e47dbd2e7339,c2,c1,27,?,?,surb={'id': '74ad38b5-6817-4d91-9d04-3e2c57921ce9', 'route': ['p1', 'e2', 'i5', 'x9', 'p2', 'c2']}
1769738049.8250031,SENT,0118b117-4620-4bc2-ac31-b4ae293d0dca,14a8e5b1-3228-47f2-b008-2438c52a56e9,c2,c1,3400,?,p2,
1769738049.825194,CREATED,0af441e7-a3ff-4826-a435-76d9d46e9353,05f35ae5-e6c5-4758-993e-eb6f5a1ab9d7,c2,c1,27,?,?,surb={'id': '548ae7ac-8026-4587-ae6e-611bc8117934', 'route': ['p1', 'e11', 'i10', 'x6', 'p2', 'c2']}
1769738049.933532,SENT,f64ecf10-76f8-42c0-8eb8-37657e0f3c8e,be3d987d-8edd-4de9-b702-168f0db39c52,c2,DROP,2018,?,p2,
1769738049.9336517,CREATED,94554e3b-d45b-4d4a-a11f-029b439afdd5,745dedd6-4336-4f6c-b1af-6f31e2d652ab,c2,DROP,27,?,?,
1769738049.9502726,SENT,0ebfdfd7-589f-4146-a38e-6db8c7d62e43,55653343-674c-482d-9f5f-799681719ab4,c2,DROP,2027,?,p2,
1769738049.9503915,CREATED,8077a2b1-faad-4677-b4bd-65bcedf0cfe5,2082d35f-a250-4e8a-bd34-44848df5b792,c2,DROP,27,?,?,
1769738050.2382984,SENT,65332344-e201-479d-a88c-7e36b37eb3a3,1384c0ef-d735-4b2f-8f6e-9a4ec19f64cd,c2,c1,3360,?,p2,
1769738050.2384288,CREATED,a4514b9b-fee1-4a3d-aa7b-bf2c779eb336,d9d4c88e-27e3-4318-859f-90faac004510,c2,c1,26,?,?,surb={'id': '7c252aea-0022-4ec2-868c-04851d790278', 'route': ['p1', 'e11', 'i2', 'x10', 'p2', 'c2']}
1769738051.2957497,RECEIVED,e99b10d6-40ef-43b2-a3cc-60c8bb9d7054,f0e4afdd-d87d-47af-9192-5e8a9e21c2aa,c1,c2,27,p2,?,surb={'id': '1082f2ef-7117-4cee-a699-6e5cffdf75a5', 'route': ['p2', 'e6', 'i9', 'x8', 'p1', 'c1']}
1769738051.4602346,RECEIVED,c0a71b80-4468-4e66-8ed4-36eab5d135e3,8946cc11-a4ca-4ac5-b1a0-050e94696574,c1,c2,27,p2,?,surb={'id': '6cfb011e-0a4c-4428-b2e2-46228f173f11', 'route': ['p2', 'e1', 'i6', 'x4', 'p1', 'c1']}
