timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769482992.0631282,CREATED,affc8810-2caf-43ae-875d-23c0aadd1f43,7329a6c4-5c6c-471f-b86f-21ba42744228,c5,c3,26,?,?,surb={'id': '6b7e3eeb-34d9-4db8-b165-dcab2ac6baa2', 'route': ['p3', 'e8', 'i12', 'x6', 'p2', 'c5']}
1769482992.217265,RECEIVED,d950120c-1f3e-47ba-916a-7c4a305716f5,e50efd23-533c-424a-8cc4-667755882c77,c4,c5,27,p2,?,surb={'id': 'd7efb013-573d-4110-b1d6-2d613c09f2e7', 'route': ['p2', 'e11', 'i9', 'x12', 'p1', 'c4']}
1769482992.2536676,RECEIVED,a4c4bdf5-040c-4976-a3d4-dcfebb991342,5ceb0695-60b1-4a82-ae41-6aa7182cf5ab,c1,c5,27,p2,?,surb={'id': '425297cc-a6d3-4f3d-8ce9-703f4edaadd4', 'route': ['p2', 'e4', 'i9', 'x2', 'p1', 'c1']}
1769482992.2687147,RECEIVED,cbf3a43e-5241-4c0c-9ba8-36165f1ad659,04a650e1-49f1-45db-8348-f72e6d2cfab9,c4,c5,26,p2,?,surb={'id': '120550a4-ca88-4235-9e17-8597d45045f6', 'route': ['p2', 'e10', 'i11', 'x10', 'p1', 'c4']}
1769482992.3914444,RECEIVED,b9d31681-1979-43b1-b398-076547ca52d8,72fa0704-c860-49d8-8ca6-85fded13244e,c4,c5,27,p2,?,surb={'id': '1c467ded-e734-4f8c-87f8-f98b59aa70c8', 'route': ['p2', 'e12', 'i10', 'x11', 'p1', 'c4']}
1769482992.4245186,SENT,a0c66250-f0e4-49eb-be69-c2b3855710b6,94d3cd7e-cec1-49a2-a3c4-7f57f66a135f,c5,c3,3379,?,p2,
1769482992.4246516,CREATED,8178b61a-286b-499f-b67e-c810d14edb72,faabcd54-b53d-433f-8870-5fdd0281d7ad,c5,c3,27,?,?,surb={'id': '3060f56b-4cdf-45b1-afe0-4e613b9cf407', 'route': ['p3', 'e4', 'i11', 'x6', 'p2', 'c5']}
1769482992.444918,RECEIVED,f2646ca6-f5da-4345-a167-fd8a8054e002,fdf33353-db05-44ea-8f86-73006af16aaf,c3,c5,27,p2,?,surb={'id': '93f3b8dd-b196-4588-9f22-73fd1ae1e28e', 'route': ['p2', 'e5', 'i10', 'x5', 'p3', 'c3']}
1769482992.5524018,RECEIVED,b332fa46-749c-4456-965c-d4b584c432de,a040c246-afe7-40a8-8f0d-4d84dbb6deb5,c1,c5,27,p2,?,surb={'id': '9e5f4ee7-29ea-4b8d-9e48-af6fd2be9c23', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c1']}
1769482992.589453,RECEIVED,18e247b3-4626-46a6-9eea-3dc573a86352,dbc9f412-9219-416e-b88e-894368e8e2f2,c4,c5,26,p2,?,surb={'id': '6e053952-24b7-46dd-ae27-cbf8828b67d8', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c4']}
1769482992.7680793,RECEIVED,de1017d4-f27e-41eb-895c-591824fecf3c,7462335a-7f9e-41ff-b761-c17e396df196,c1,c5,27,p2,?,surb={'id': 'd72a19a1-128f-4955-8f36-acfeee9e92fa', 'route': ['p2', 'e10', 'i2', 'x5', 'p1', 'c1']}
1769482992.7945344,SENT,bfb8aa2d-fd4d-47ed-a4d6-a1882b132477,286c7968-3582-4ff5-ad07-1b0ce75cf330,c5,c3,3392,?,p2,
1769482992.7946956,CREATED,e7b03251-11e7-4f56-9ca9-2ad339b5ce1f,faabcd54-b53d-433f-8870-5fdd0281d7ad,c5,c3,27,?,?,surb={'id': '3060f56b-4cdf-45b1-afe0-4e613b9cf407', 'route': ['p3', 'e4', 'i11', 'x6', 'p2', 'c5']}
1769482992.8777752,RECEIVED,2548a036-3467-4603-a0b1-17f636892a8c,77e4819c-4e7f-4f6c-bd57-7c64ef047c70,c1,c5,27,p2,?,surb={'id': '703e3edd-a34e-453b-8d4f-70f3e12ad5bd', 'route': ['p2', 'e6', 'i3', 'x12', 'p1', 'c1']}
1769482993.2227628,SENT,38a7b077-3495-40c1-b225-7815937d1315,06b7d563-4265-469f-8651-b8c4d2cf35c2,c5,c3,3363,?,p2,
1769482993.222927,CREATED,81357458-5fb8-4bc8-b865-2899e8500964,33f2c473-53fb-46ec-90d0-5f6d9f9278a1,c5,c3,27,?,?,surb={'id': '8ed2c6ef-0ff5-43a3-9e89-93712c025ff8', 'route': ['p3', 'e11', 'i2', 'x1', 'p2', 'c5']}
1769482993.2465453,RECEIVED,e4bbed90-bb75-47cb-af5c-46783813b811,a040c246-afe7-40a8-8f0d-4d84dbb6deb5,c1,c5,27,p2,?,surb={'id': '9e5f4ee7-29ea-4b8d-9e48-af6fd2be9c23', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c1']}
1769482993.2558942,SENT,07bc727d-d24c-4ac8-a5f1-ea69e1479a4a,e5a9a82e-f1e2-4686-b496-6f803269f16f,c5,c3,3391,?,p2,
1769482993.2562222,CREATED,6a3a2899-52a2-4ff8-9ac6-5ccf7d98070d,33f2c473-53fb-46ec-90d0-5f6d9f9278a1,c5,c3,27,?,?,surb={'id': '8ed2c6ef-0ff5-43a3-9e89-93712c025ff8', 'route': ['p3', 'e11', 'i2', 'x1', 'p2', 'c5']}
1769482993.337183,SENT,63acc670-0da4-48ab-b26b-7c524ffbb492,19c9d5f1-70e3-42f6-9186-1400a0721bd4,c5,c3,3396,?,p2,
1769482993.3373463,CREATED,389809b9-d95b-4e29-b1c4-e396e24956d7,e7e7ecf2-c243-43b8-9f97-7f63a0457113,c5,c3,27,?,?,surb={'id': 'fb95b499-3313-4a58-984e-7247bb47cf7a', 'route': ['p3', 'e12', 'i10', 'x2', 'p2', 'c5']}
1769482993.5818233,SENT,6d9b4b72-d7fb-4c04-a3c7-fca50bc48013,b62f3190-1603-4d08-bafe-bd40ec190de0,c5,c3,3383,?,p2,
1769482993.5819564,CREATED,aeacfffd-4db2-4a8a-b312-2fb2c5095396,e7e7ecf2-c243-43b8-9f97-7f63a0457113,c5,c3,27,?,?,surb={'id': 'fb95b499-3313-4a58-984e-7247bb47cf7a', 'route': ['p3', 'e12', 'i10', 'x2', 'p2', 'c5']}
1769482993.5981433,RECEIVED,53b6faae-80ce-49ef-8306-b34cb9100c2e,72fa0704-c860-49d8-8ca6-85fded13244e,c4,c5,27,p2,?,surb={'id': '1c467ded-e734-4f8c-87f8-f98b59aa70c8', 'route': ['p2', 'e12', 'i10', 'x11', 'p1', 'c4']}
1769482993.6154048,RECEIVED,59245d19-cb88-465a-92d1-4b9f8cc4927c,5d92a629-b954-4913-a4eb-c854f49cae29,c1,c5,27,p2,?,surb={'id': 'a9a35b3f-5991-4c7e-8ca4-38304f061d95', 'route': ['p2', 'e12', 'i8', 'x3', 'p1', 'c1']}
1769482993.6956902,RECEIVED,48bee1ae-e37c-4c54-85ff-22c8199e014b,df2d8536-244b-4b77-a71b-eb14f6fbb1b0,c1,c5,27,p2,?,surb={'id': '55c8b7e5-854d-4874-9f3f-fa987d943e71', 'route': ['p2', 'e11', 'i3', 'x2', 'p1', 'c1']}
1769482993.7512624,RECEIVED,a227baa3-f3f8-4de2-90c2-e3ae1c2065f7,77e4819c-4e7f-4f6c-bd57-7c64ef047c70,c1,c5,27,p2,?,surb={'id': '703e3edd-a34e-453b-8d4f-70f3e12ad5bd', 'route': ['p2', 'e6', 'i3', 'x12', 'p1', 'c1']}
1769482993.782197,RECEIVED,36b05752-d7ef-4fdb-b405-fbdc33982e90,13371319-ac8c-4042-8632-36ac7a886ec1,c3,c5,27,p2,?,surb={'id': '6efc398e-7673-4b0d-9231-67f4c8b9bf8e', 'route': ['p2', 'e12', 'i2', 'x11', 'p3', 'c3']}
1769482993.8379793,SENT,32f49892-8f3b-4ffa-86e8-7507945436eb,2b5a67db-5bf3-4025-ad6b-460e4e6e1082,c5,c3,3376,?,p2,
1769482993.8381634,CREATED,1c45f702-62b7-4d60-a6ab-1c8f980ded2a,4576edd7-1503-4b52-b84e-6a62098bd28a,c5,c3,27,?,?,surb={'id': '973866c1-cb7a-4be9-aeff-cad9aa8b5af1', 'route': ['p3', 'e7', 'i7', 'x2', 'p2', 'c5']}
1769482994.002894,RECEIVED,7812cae9-2e4c-4d38-a3dc-db0a32184d8b,e5a6cdb2-d022-4e8b-b8c6-3d90ff9de4a0,c4,c5,27,p2,?,surb={'id': '72aa4014-d88a-4dc4-a998-df20b0fd9c27', 'route': ['p2', 'e12', 'i5', 'x9', 'p1', 'c4']}
1769482994.0657578,RECEIVED,a7dde872-7294-4699-b2b2-77fc99fbbd5d,f16a6828-ca9c-4aaf-9b92-9667a0fdf7db,c1,c5,26,p2,?,surb={'id': '0317c687-f27f-48ce-9162-0b49a99e3d67', 'route': ['p2', 'e5', 'i6', 'x11', 'p1', 'c1']}
1769482994.228089,RECEIVED,14cd3805-9d44-484b-b0f3-06098129b458,df2d8536-244b-4b77-a71b-eb14f6fbb1b0,c1,c5,27,p2,?,surb={'id': '55c8b7e5-854d-4874-9f3f-fa987d943e71', 'route': ['p2', 'e11', 'i3', 'x2', 'p1', 'c1']}
1769482994.2310987,RECEIVED,c761b8a9-83bc-4f38-bb76-0a422932e460,189ce141-7294-4401-8fb7-a6447835895e,c1,c5,27,p2,?,surb={'id': '54eef682-c7c0-44b4-9dfe-10cc91cc41e6', 'route': ['p2', 'e10', 'i5', 'x4', 'p1', 'c1']}
1769482994.2720313,RECEIVED,741e0a9f-7ce4-40dc-b2a5-a8b397e84ddb,5d92a629-b954-4913-a4eb-c854f49cae29,c1,c5,27,p2,?,surb={'id': 'a9a35b3f-5991-4c7e-8ca4-38304f061d95', 'route': ['p2', 'e12', 'i8', 'x3', 'p1', 'c1']}
1769482994.3624468,RECEIVED,ee71a058-5cd5-477d-b749-3431bd4b27e7,72c80ce7-c9aa-47d6-ae63-da628ef16177,c3,c5,27,p2,?,surb={'id': 'f12857e6-10c1-4ee8-969c-319f4eb5855a', 'route': ['p2', 'e9', 'i2', 'x11', 'p3', 'c3']}
1769482994.4118798,RECEIVED,6a586c47-b46f-4539-9354-f90bfa387f59,72c80ce7-c9aa-47d6-ae63-da628ef16177,c3,c5,27,p2,?,surb={'id': 'f12857e6-10c1-4ee8-969c-319f4eb5855a', 'route': ['p2', 'e9', 'i2', 'x11', 'p3', 'c3']}
1769482994.4947627,RECEIVED,cd8a27a5-9e51-4e83-b600-b2ae68f1e8b9,fa9570ca-1993-44c3-bc59-a38509852721,c3,c5,27,p2,?,surb={'id': '6afdb6a6-1772-499f-b229-0c48474ca011', 'route': ['p2', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769482994.8171077,RECEIVED,55f1319d-26f3-4c74-8bc9-6180527bf853,5360b512-5e00-4f9d-b26b-5ae26f001344,c3,c5,27,p2,?,surb={'id': '25758ad5-bd5e-49d5-a9cf-65b4045d9a29', 'route': ['p2', 'e8', 'i6', 'x12', 'p3', 'c3']}
1769482994.9756896,RECEIVED,c2dfcc90-aa5d-4d4d-90f8-8b0521f3807b,e5a6cdb2-d022-4e8b-b8c6-3d90ff9de4a0,c4,c5,27,p2,?,surb={'id': '72aa4014-d88a-4dc4-a998-df20b0fd9c27', 'route': ['p2', 'e12', 'i5', 'x9', 'p1', 'c4']}
1769482995.1457667,SENT,127d6289-956b-4231-8b0b-f3b8b0e39bf8,c24e84eb-7ffb-4f50-8cf9-ed33a3586bb7,c5,c3,3368,?,p2,
1769482995.1459155,CREATED,ab32cfcd-5bda-4a20-abcd-d6a0ac88b3c2,4576edd7-1503-4b52-b84e-6a62098bd28a,c5,c3,27,?,?,surb={'id': '973866c1-cb7a-4be9-aeff-cad9aa8b5af1', 'route': ['p3', 'e7', 'i7', 'x2', 'p2', 'c5']}
1769482995.2974062,RECEIVED,673a9582-5643-482e-a28a-8629f4833bc6,fa9570ca-1993-44c3-bc59-a38509852721,c3,c5,27,p2,?,surb={'id': '6afdb6a6-1772-499f-b229-0c48474ca011', 'route': ['p2', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769482995.4988744,RECEIVED,b4300f9d-8a6e-46ea-a0be-1c31e047ece3,5360b512-5e00-4f9d-b26b-5ae26f001344,c3,c5,27,p2,?,surb={'id': '25758ad5-bd5e-49d5-a9cf-65b4045d9a29', 'route': ['p2', 'e8', 'i6', 'x12', 'p3', 'c3']}
1769482995.5351806,RECEIVED,440ce8eb-0b33-484e-a3c4-8b1af4311fac,3fdcb492-af9c-4dd2-9019-0fbe0986eed4,c1,c5,27,p2,?,surb={'id': '7ce54cb6-e77c-4683-803a-8a194f45a838', 'route': ['p2', 'e11', 'i6', 'x12', 'p1', 'c1']}
1769482995.6036828,RECEIVED,2c27a044-1052-4887-87d6-c6de7c426d09,13371319-ac8c-4042-8632-36ac7a886ec1,c3,c5,27,p2,?,surb={'id': '6efc398e-7673-4b0d-9231-67f4c8b9bf8e', 'route': ['p2', 'e12', 'i2', 'x11', 'p3', 'c3']}
1769482995.6170416,RECEIVED,12904599-d96e-47a4-b0f8-363cd6a369b5,f16a6828-ca9c-4aaf-9b92-9667a0fdf7db,c1,c5,26,p2,?,surb={'id': '0317c687-f27f-48ce-9162-0b49a99e3d67', 'route': ['p2', 'e5', 'i6', 'x11', 'p1', 'c1']}
1769482995.7554388,RECEIVED,582ed377-9b62-4ff9-8c0e-aacf0222d1fa,50165f9e-96a3-4223-b160-1cc6d47f4848,c1,c5,27,p2,?,surb={'id': 'c6f9ba35-8ba9-4541-8254-294c30ca2d77', 'route': ['p2', 'e2', 'i7', 'x10', 'p1', 'c1']}
1769482995.7721071,RECEIVED,ce8e7ed9-ef10-4873-8036-581a31d82eb2,3fdcb492-af9c-4dd2-9019-0fbe0986eed4,c1,c5,27,p2,?,surb={'id': '7ce54cb6-e77c-4683-803a-8a194f45a838', 'route': ['p2', 'e11', 'i6', 'x12', 'p1', 'c1']}
1769482996.0750103,RECEIVED,bca4266b-e04e-401c-89cc-271ef254fa98,f7ada051-a702-49f3-8138-bccd2628b3ab,c1,c5,27,p2,?,surb={'id': '88c380b1-f5b0-4e86-b9f9-0f3d935a1c46', 'route': ['p2', 'e8', 'i10', 'x7', 'p1', 'c1']}
1769482996.082163,RECEIVED,ed2ded61-12d8-4339-bc0c-c40b3b267e81,28acda44-e3c3-4c22-8c53-57873c4bebe1,c4,c5,27,p2,?,surb={'id': '5329110b-4bc8-4150-af1d-28fc4f1fe695', 'route': ['p2', 'e10', 'i3', 'x1', 'p1', 'c4']}
1769482996.0907006,RECEIVED,c612a1fd-f7af-4b2e-bfd5-95d79f37b988,1c9db612-d2b3-4241-9759-fb68f635415c,c4,c5,27,p2,?,surb={'id': '8f62e374-c882-4121-9e03-5ff8defa5439', 'route': ['p2', 'e8', 'i1', 'x2', 'p1', 'c4']}
1769482996.2767975,RECEIVED,65cdd303-a46b-458f-81c6-d2916c880d44,f7ada051-a702-49f3-8138-bccd2628b3ab,c1,c5,27,p2,?,surb={'id': '88c380b1-f5b0-4e86-b9f9-0f3d935a1c46', 'route': ['p2', 'e8', 'i10', 'x7', 'p1', 'c1']}
1769482996.3497448,RECEIVED,47967c61-cb53-417d-a8ce-79d5f2bd2aa9,1c9db612-d2b3-4241-9759-fb68f635415c,c4,c5,27,p2,?,surb={'id': '8f62e374-c882-4121-9e03-5ff8defa5439', 'route': ['p2', 'e8', 'i1', 'x2', 'p1', 'c4']}
1769482996.557347,RECEIVED,b14bee9b-bb62-47ec-9368-37ecd19b2ea0,05905424-9efb-4a97-b789-7cffd7638dce,c4,c5,27,p2,?,surb={'id': '075f0b6f-1760-4e2c-beb9-6ed797e63eeb', 'route': ['p2', 'e1', 'i3', 'x10', 'p1', 'c4']}
1769482996.566232,SENT,ea5932f6-7c14-4b8e-bc9f-96228d398596,ff718bdc-c7b8-4d78-ae85-b00dda607b37,c5,c3,3396,?,p2,
1769482996.5663798,CREATED,0427038a-815c-49b9-9cf5-be9161aec750,8b6ec017-0aa3-4b32-8bdb-fb3c2c9908a3,c5,c3,27,?,?,surb={'id': 'd4bd3b5e-5454-48d1-8248-6ae352f7c004', 'route': ['p3', 'e11', 'i11', 'x2', 'p2', 'c5']}
1769482996.6281939,RECEIVED,7c024816-5feb-457b-87a4-deca900cf1f4,a638ca97-7041-4230-869a-745d2aebae4c,c1,c5,27,p2,?,surb={'id': '17e226e0-c549-4c29-aea7-0a196d725c45', 'route': ['p2', 'e1', 'i2', 'x4', 'p1', 'c1']}
1769482996.7211947,RECEIVED,83e79a8c-6900-47aa-ad51-b9ff175b82a5,56b254fd-9ed2-4750-b0a7-f1d215b43cf3,c1,c5,26,p2,?,surb={'id': '6bea5647-4398-48be-93e4-7fd30e045b5e', 'route': ['p2', 'e7', 'i12', 'x12', 'p1', 'c1']}
1769482996.752984,RECEIVED,c73709d8-c11a-4eed-b7e6-eaca14f38ace,ae054978-c0f8-4696-a668-8fdf2aadc040,c3,c5,27,p2,?,surb={'id': '03a9d63a-d05a-4b63-8112-e236bb61466e', 'route': ['p2', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769482996.7842875,RECEIVED,50a19826-e4ee-43bc-bd4a-941baedd0806,590b99f1-b2c8-4635-b7a8-1b87d51b4508,c4,c5,27,p2,?,surb={'id': 'a41c9922-da64-47cc-b397-f7146ab21275', 'route': ['p2', 'e1', 'i10', 'x6', 'p1', 'c4']}
1769482996.8253663,RECEIVED,cb7b835f-e2a1-42c6-b84b-5f70ec52ee70,a51331de-97f6-469e-9879-162d489a47ae,c1,c5,27,p2,?,surb={'id': '2a1d6a23-009e-46f7-b06e-ae131ec77477', 'route': ['p2', 'e9', 'i6', 'x11', 'p1', 'c1']}
1769482996.8829129,RECEIVED,ec426a38-59e6-41cf-a1d8-e03f0cb84836,3800584e-9a7e-4659-b5c0-480c6ff5f566,c4,c5,27,p2,?,surb={'id': 'e14f5a34-c62d-4fe2-b957-ac3ab662c9db', 'route': ['p2', 'e8', 'i1', 'x5', 'p1', 'c4']}
1769482997.014761,RECEIVED,a0cccf61-e084-41eb-ba64-b52a503ec66c,48fedf90-3845-4da5-90e6-bd9f5089d425,c3,c5,27,p2,?,surb={'id': 'be1e8072-43f4-4af6-88f3-db53c1047930', 'route': ['p2', 'e3', 'i8', 'x10', 'p3', 'c3']}
1769482997.1786013,SENT,3030a2b4-658b-425c-b9ee-45bd70aa675f,973bddd6-03de-410e-afbb-1ce2861dc6e0,c5,c3,3396,?,p2,
1769482997.1786993,CREATED,8bbeac7b-dc3a-474e-ab25-21b3e94152a2,8b6ec017-0aa3-4b32-8bdb-fb3c2c9908a3,c5,c3,27,?,?,surb={'id': 'd4bd3b5e-5454-48d1-8248-6ae352f7c004', 'route': ['p3', 'e11', 'i11', 'x2', 'p2', 'c5']}
1769482997.2030215,RECEIVED,64c6fd8b-1f5e-47b4-a39a-b3e1d54ff433,2bd34325-8a37-4508-8dff-c9763ad9595c,c4,c5,26,p2,?,surb={'id': 'd72424f9-9819-4977-931f-766711341213', 'route': ['p2', 'e11', 'i5', 'x4', 'p1', 'c4']}
1769482997.449084,RECEIVED,8b5e3885-33ca-45bf-9d0b-d00268ac915e,48fedf90-3845-4da5-90e6-bd9f5089d425,c3,c5,27,p2,?,surb={'id': 'be1e8072-43f4-4af6-88f3-db53c1047930', 'route': ['p2', 'e3', 'i8', 'x10', 'p3', 'c3']}
1769482997.4620295,RECEIVED,561d4b3c-3c33-40f3-b09d-a6f13a4358e1,0c9e7dc7-ab63-4de5-91e9-063a32757d84,c1,c5,27,p2,?,surb={'id': 'c2d4c9d4-c53e-4353-92ba-971787f64b53', 'route': ['p2', 'e8', 'i11', 'x10', 'p1', 'c1']}
1769482997.567285,RECEIVED,e74fa66b-71a7-4817-9bb5-541395c6fbcc,430d4027-3e16-4dad-b95b-2b3c5bcd3fcc,c4,c5,27,p2,?,surb={'id': '49e676d7-a3c2-4cf1-98e2-ea941e37c6d4', 'route': ['p2', 'e8', 'i10', 'x1', 'p1', 'c4']}
1769482997.6823452,RECEIVED,b3adff51-bb92-4319-8feb-230fb8726a8c,590b99f1-b2c8-4635-b7a8-1b87d51b4508,c4,c5,27,p2,?,surb={'id': 'a41c9922-da64-47cc-b397-f7146ab21275', 'route': ['p2', 'e1', 'i10', 'x6', 'p1', 'c4']}
1769482997.689257,RECEIVED,bb4cf4e1-0688-4e22-b542-cfb0e738ba7d,d3001b24-9b9a-45d4-8ce6-b9c4297ba91d,c3,c5,25,p2,?,surb={'id': '2bde4392-86f6-4af0-9f75-50dffde8ef3c', 'route': ['p2', 'e7', 'i11', 'x7', 'p3', 'c3']}
1769482997.7819188,SENT,ddf8a949-646f-4cf2-afa6-69339ae3bf9f,295a9708-1723-42fc-b558-19eb26d8c1bb,c5,c3,3384,?,p2,
1769482997.782103,CREATED,53f28caa-4e7c-41b4-8313-7af21a709d11,2e3d4c5a-492a-4d3f-98fe-5a61ebd7e2e0,c5,c3,27,?,?,surb={'id': 'ca15ac50-d553-4c3a-8d75-9fd48ce84654', 'route': ['p3', 'e12', 'i10', 'x4', 'p2', 'c5']}
1769482997.819631,SENT,e3af5e65-283c-4878-a682-fb2d700303f5,c05bffd7-c0b9-4da8-a73e-93cb990f7d29,c5,c3,3395,?,p2,
1769482997.8197796,CREATED,53285a5e-6f08-4caa-afcc-e02a7c8524a8,2e3d4c5a-492a-4d3f-98fe-5a61ebd7e2e0,c5,c3,27,?,?,surb={'id': 'ca15ac50-d553-4c3a-8d75-9fd48ce84654', 'route': ['p3', 'e12', 'i10', 'x4', 'p2', 'c5']}
1769482998.0007617,SENT,c3940c1a-1515-46d3-9939-49e3e4de74f0,71411512-5ee0-4db1-a240-8bfa6c1cce6f,c5,c3,3387,?,p2,
1769482998.0009055,CREATED,aa4b9774-0206-46c5-b721-1d4a3c283fae,646270f6-dcdf-4682-ad97-fabd368e0e55,c5,c3,27,?,?,surb={'id': 'd161e233-d69e-4b59-9166-dc131dd23156', 'route': ['p3', 'e9', 'i5', 'x6', 'p2', 'c5']}
1769482998.2323906,SENT,9e56d635-2726-4e3f-9219-585e07dfa657,d32c8176-499b-4706-b977-d7d89e197c0e,c5,c3,3359,?,p2,
1769482998.2325366,CREATED,e8ad6286-5f75-42a1-a5b1-c3409493593b,646270f6-dcdf-4682-ad97-fabd368e0e55,c5,c3,27,?,?,surb={'id': 'd161e233-d69e-4b59-9166-dc131dd23156', 'route': ['p3', 'e9', 'i5', 'x6', 'p2', 'c5']}
1769482998.4664688,RECEIVED,6bd2586c-5b71-45b5-a3ce-56d9b9b9847f,0f202c03-c6a4-4749-bda3-d6885f71e7df,c4,c5,27,p2,?,surb={'id': '4d103936-c816-49f6-b710-24d6035e9d34', 'route': ['p2', 'e12', 'i9', 'x1', 'p1', 'c4']}
1769482998.6270185,RECEIVED,e0f4175d-09b4-4a7b-af18-e09a847869d8,a51331de-97f6-469e-9879-162d489a47ae,c1,c5,27,p2,?,surb={'id': '2a1d6a23-009e-46f7-b06e-ae131ec77477', 'route': ['p2', 'e9', 'i6', 'x11', 'p1', 'c1']}
1769482998.6880367,RECEIVED,93c075ca-5167-420f-94cf-55cf9a20afa7,62f2d99c-23f6-4d56-83f4-866f61a99ef9,c3,c5,27,p2,?,surb={'id': '6378e525-79d3-4c43-92a0-3ec0e3b0942e', 'route': ['p2', 'e6', 'i1', 'x7', 'p3', 'c3']}
1769482998.8188157,RECEIVED,b9b82e28-5977-4974-bf28-08b93f37a234,0c9e7dc7-ab63-4de5-91e9-063a32757d84,c1,c5,27,p2,?,surb={'id': 'c2d4c9d4-c53e-4353-92ba-971787f64b53', 'route': ['p2', 'e8', 'i11', 'x10', 'p1', 'c1']}
1769482998.8867276,RECEIVED,84fe5af8-a5e6-42ce-b9ee-d3bcddaed4db,4ecdba3e-9c1d-47fd-a502-5f41862f05aa,c3,c5,26,p2,?,surb={'id': 'c6506a7d-84d9-479f-9b44-899098af6090', 'route': ['p2', 'e3', 'i7', 'x10', 'p3', 'c3']}
1769482998.9181259,RECEIVED,84ab2827-d64c-4e48-b9f3-da454384fbbf,0f202c03-c6a4-4749-bda3-d6885f71e7df,c4,c5,27,p2,?,surb={'id': '4d103936-c816-49f6-b710-24d6035e9d34', 'route': ['p2', 'e12', 'i9', 'x1', 'p1', 'c4']}
1769482998.9511442,SENT,8d8d6159-b1a8-475b-883d-a1c6ccebe9c6,0c735bfb-5b47-4464-9986-61d4c266262c,c5,c3,3363,?,p2,
1769482998.9512947,CREATED,789b6325-2576-4947-848a-2a298eee2e1f,3f76da77-5a49-4443-85bd-7767f61b340d,c5,c3,27,?,?,surb={'id': 'a541d27d-3a59-4b63-8c9a-8862509b75d3', 'route': ['p3', 'e1', 'i2', 'x5', 'p2', 'c5']}
1769482998.9612286,RECEIVED,1c4dd9ac-79de-447f-823e-bac26d2a5801,f9bdb745-55ba-4aec-ae16-3796a5cdf2df,c1,c5,27,p2,?,surb={'id': '4afca86c-064b-4b5c-b86d-cf53812433b6', 'route': ['p2', 'e6', 'i12', 'x9', 'p1', 'c1']}
1769482999.0618358,RECEIVED,6595f47d-2641-4054-bd31-1bbffc91d166,6f4de190-418b-4a6c-94ed-5e80ef6dc464,c1,c5,27,p2,?,surb={'id': '7f141db7-7988-4f79-aff4-0df93763a37b', 'route': ['p2', 'e3', 'i12', 'x5', 'p1', 'c1']}
1769482999.138005,RECEIVED,a3abfe10-db07-4fbb-b9dc-dc508629cac4,47c29d08-959a-46b3-b435-7c013c2509f9,c3,c5,27,p2,?,surb={'id': '04b34878-e280-4e61-a79f-a848883ddb40', 'route': ['p2', 'e10', 'i11', 'x9', 'p3', 'c3']}
1769482999.2599235,RECEIVED,daf6df50-dbf4-4937-9674-7d8187c0c715,4ecdba3e-9c1d-47fd-a502-5f41862f05aa,c3,c5,26,p2,?,surb={'id': 'c6506a7d-84d9-479f-9b44-899098af6090', 'route': ['p2', 'e3', 'i7', 'x10', 'p3', 'c3']}
1769482999.412016,RECEIVED,94c737f2-ef77-45cc-a1b6-034015a33299,1955bfc7-5017-49af-911b-05f9eeaf4746,c1,c5,27,p2,?,surb={'id': '74135fa4-7c23-4757-997e-7172a57608dd', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769482999.4423676,SENT,af0b83dd-1107-49e2-b08d-28304582a807,d6215581-5d39-4b6a-8a78-068ba6db3b6c,c5,c3,3383,?,p2,
1769482999.4425154,CREATED,bed6afa9-6c90-4bd9-b4bd-1fef06d7ae7d,3f76da77-5a49-4443-85bd-7767f61b340d,c5,c3,27,?,?,surb={'id': 'a541d27d-3a59-4b63-8c9a-8862509b75d3', 'route': ['p3', 'e1', 'i2', 'x5', 'p2', 'c5']}
1769482999.5947871,SENT,cbdf12bb-33b8-46b6-b35e-40dddfcb2b45,b1d7de94-3721-44b3-bd2a-6d59cfcdf28b,c5,c3,3389,?,p2,
1769482999.594952,CREATED,7ff58abb-72b5-455e-ba80-cc420b9fb6db,44649faf-8a31-4211-adb2-8896d6603cab,c5,c3,27,?,?,surb={'id': 'de24f440-9721-4f19-bf32-ff944c223d4b', 'route': ['p3', 'e10', 'i12', 'x1', 'p2', 'c5']}
1769482999.6659937,RECEIVED,0e887782-4d53-4c76-9b4a-d152ac814d98,56b254fd-9ed2-4750-b0a7-f1d215b43cf3,c1,c5,26,p2,?,surb={'id': '6bea5647-4398-48be-93e4-7fd30e045b5e', 'route': ['p2', 'e7', 'i12', 'x12', 'p1', 'c1']}
1769482999.7034874,RECEIVED,4483ce80-c301-4425-b966-d7ac9932b270,5000fdb1-e680-4110-b8af-e5050f34e1d3,c1,c5,27,p2,?,surb={'id': '0df8e752-703e-40dd-b649-3c027a43a12b', 'route': ['p2', 'e8', 'i8', 'x1', 'p1', 'c1']}
