timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769482918.7341573,RECEIVED,1b537a0b-9e16-47d4-b623-bd939917482a,7d921f7c-a257-4f05-ba03-dd7abe8c2839,c3,c5,27,p2,?,surb={'id': '0c5d10ec-7200-40c3-afe7-43c0a25bcfe3', 'route': ['p2', 'e11', 'i11', 'x7', 'p3', 'c3']}
1769482918.88449,RECEIVED,0fbf9557-aa92-4f50-9ebd-bc6bc5478866,3c205075-512c-466f-94e0-abe6c3144e2c,c1,c5,27,p2,?,surb={'id': 'e09704ef-8660-426d-b296-cf687ef73d27', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c1']}
1769482918.9153223,RECEIVED,44ed2a06-a571-4bf3-899d-592fc3865512,5a803b70-1eb8-42a6-9453-abbf3a3d56a2,c1,c5,27,p2,?,surb={'id': '3a62d771-54d6-4f02-82ea-930864212092', 'route': ['p2', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769482918.9986856,RECEIVED,c1d924d4-41bf-49aa-8a86-5ea3f26fee87,b278e7cd-1457-46b4-b60b-91b90dc8a325,c3,c5,27,p2,?,surb={'id': '5b24185f-c04b-469e-a516-9294884f4111', 'route': ['p2', 'e6', 'i7', 'x12', 'p3', 'c3']}
1769482919.2216415,SENT,8f50dae8-1e7f-4e47-a00c-b2348f5ef5c4,de46895a-daf9-462d-9f2d-c6ab78071fde,c5,c3,3397,?,p2,
1769482919.221796,CREATED,d0b69a83-acad-48cf-8f1e-4e889f8747ba,e6fee389-055a-4861-a8ed-9c33e2c74973,c5,c3,27,?,?,surb={'id': 'be21cb1e-bcd4-413a-9465-f83b081a57a1', 'route': ['p3', 'e10', 'i6', 'x9', 'p2', 'c5']}
1769482919.4200249,RECEIVED,1ad9d794-0907-41fa-bd94-7c1925bb7789,b2013d09-8f55-4099-abfe-841a3f66137f,c1,c5,27,p2,?,surb={'id': '593d6714-7bb7-44aa-b9d1-2c43ba76c412', 'route': ['p2', 'e6', 'i6', 'x5', 'p1', 'c1']}
1769482919.6735406,RECEIVED,1cde96b9-468b-47a6-801d-8ada5ed22b46,1d0021c9-5a75-464e-9356-daf02cb76d87,c1,c5,27,p2,?,surb={'id': 'bc011582-24a2-4364-816b-5109a70242cf', 'route': ['p2', 'e7', 'i6', 'x1', 'p1', 'c1']}
1769482919.7305167,RECEIVED,918007a1-4e76-4114-abae-d8a0697308aa,a0652a08-4b60-48e2-9955-27afa0715021,c3,c5,27,p2,?,surb={'id': '390684e6-86ce-4d5b-b67e-621545d270dc', 'route': ['p2', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769482919.7573426,SENT,57dee0f3-d36c-4a4c-8624-a6927029f445,fc0486d8-e7b3-4012-a16b-1e1a1c07c605,c5,c3,3382,?,p2,
1769482919.7575085,CREATED,7d202cbc-0ee0-494a-94f1-c0df581de63e,e6fee389-055a-4861-a8ed-9c33e2c74973,c5,c3,27,?,?,surb={'id': 'be21cb1e-bcd4-413a-9465-f83b081a57a1', 'route': ['p3', 'e10', 'i6', 'x9', 'p2', 'c5']}
1769482919.9844122,SENT,3d311d16-57e2-45cf-bb12-fe3db5665b02,ad2522f6-40ce-4129-ae54-38f5fd843bd9,c5,c3,3396,?,p2,
1769482919.9845417,CREATED,ab0d1f4d-4118-4450-a2b3-ceadcb7b026f,6723bcc6-7f3e-4238-a115-bb8bf8452242,c5,c3,27,?,?,surb={'id': '09445dee-0bfc-4a53-bb86-fb9a06136480', 'route': ['p3', 'e2', 'i7', 'x9', 'p2', 'c5']}
1769482920.0318532,SENT,856810d3-36ac-4451-b0a8-d33b914c86ba,55224254-d5a5-44e3-87d0-e28788f1f3d0,c5,c3,3371,?,p2,
1769482920.0320923,CREATED,7b3d48e9-75e8-43de-955a-a685fcba102c,6723bcc6-7f3e-4238-a115-bb8bf8452242,c5,c3,27,?,?,surb={'id': '09445dee-0bfc-4a53-bb86-fb9a06136480', 'route': ['p3', 'e2', 'i7', 'x9', 'p2', 'c5']}
1769482920.0527909,SENT,5bdc09fe-c234-470b-a594-749528e322a8,d8f72f96-4c9f-40dc-8a9b-84af23a42882,c5,c3,3356,?,p2,
1769482920.0529444,CREATED,2711d94c-f936-44c3-bfe5-843e971d7024,93d0091d-8328-46cb-8db9-149077aba635,c5,c3,25,?,?,surb={'id': '9eac9573-39b8-461a-9a22-72f02a0d9676', 'route': ['p3', 'e9', 'i3', 'x5', 'p2', 'c5']}
1769482920.513781,RECEIVED,2683b3da-dcfc-4b9a-8492-31dddd74292b,51657fbd-e3a9-4810-bfbb-adff6a350874,c1,c5,27,p2,?,surb={'id': '0946a9af-3b3b-456f-a7ec-8e3fd7960fcc', 'route': ['p2', 'e7', 'i8', 'x4', 'p1', 'c1']}
1769482920.604745,SENT,e2530aa9-30f8-4d81-948d-2e6a620dcc2a,fd4571f2-4201-4de3-86a5-e1bc744dbc82,c5,c3,3376,?,p2,
1769482920.6048965,CREATED,490f15ef-2201-4fc0-81b1-87c4250d89d5,93d0091d-8328-46cb-8db9-149077aba635,c5,c3,25,?,?,surb={'id': '9eac9573-39b8-461a-9a22-72f02a0d9676', 'route': ['p3', 'e9', 'i3', 'x5', 'p2', 'c5']}
1769482920.6963568,SENT,10377442-4df5-4066-b51a-edc6ff35ec53,f1e94a14-f37a-48a7-9cb8-4adf00b3e01e,c5,c3,3400,?,p2,
1769482920.6965098,CREATED,a1c8cb4e-4c89-4d39-8396-3b671c8952fe,9dc1b746-e978-4233-ab29-08ada69209e3,c5,c3,27,?,?,surb={'id': '68d1d56c-465b-4742-9acc-688c15a85012', 'route': ['p3', 'e11', 'i7', 'x5', 'p2', 'c5']}
1769482920.7529867,RECEIVED,cac72476-6fef-482e-bd58-c92a92cacd90,51657fbd-e3a9-4810-bfbb-adff6a350874,c1,c5,27,p2,?,surb={'id': '0946a9af-3b3b-456f-a7ec-8e3fd7960fcc', 'route': ['p2', 'e7', 'i8', 'x4', 'p1', 'c1']}
1769482920.8297935,RECEIVED,b0a4a4f5-541f-45f9-9c3e-f735272b5018,02b4b4ea-4101-4aa8-8f16-ddbdcda16f4b,c3,c5,27,p2,?,surb={'id': '36d0a73b-f9e4-4d15-9114-1d4601180f61', 'route': ['p2', 'e4', 'i12', 'x8', 'p3', 'c3']}
1769482921.062286,RECEIVED,94c43ad2-c4f8-4804-9687-4f207105e271,62a088ae-5552-4c72-900f-8b87f01c7a3d,c4,c5,27,p2,?,surb={'id': '47345ace-21fd-475e-980e-0b6afbb0995f', 'route': ['p2', 'e3', 'i8', 'x5', 'p1', 'c4']}
1769482921.1537526,RECEIVED,8d85f66d-a41b-4c7f-8721-34be324012c3,e7796074-e00e-4ef5-b481-edb35149778d,c3,c5,26,p2,?,surb={'id': '4f5affa9-5742-4055-96d7-46dcc3f0816d', 'route': ['p2', 'e8', 'i8', 'x7', 'p3', 'c3']}
1769482921.2447922,SENT,63fc8302-d4dd-4417-99b2-3d37cad73440,3f40b604-d83f-4e1b-967f-0e9c785b6d31,c5,c3,3376,?,p2,
1769482921.2449634,CREATED,f30d5a15-faf0-4e1f-a073-e1a924617250,9dc1b746-e978-4233-ab29-08ada69209e3,c5,c3,27,?,?,surb={'id': '68d1d56c-465b-4742-9acc-688c15a85012', 'route': ['p3', 'e11', 'i7', 'x5', 'p2', 'c5']}
1769482921.336805,SENT,6ae669f0-d746-44fc-8a0f-06aff65b8fae,205187e6-811b-4ac4-82ca-6c6267cb15d0,c5,c3,3392,?,p2,
1769482921.3370192,CREATED,dc233c46-0561-4b41-bd20-92e8018e1125,cd384408-b081-449a-ac81-108c93e6cbe8,c5,c3,27,?,?,surb={'id': '2b134883-ca06-484d-aefd-7d06df57996b', 'route': ['p3', 'e3', 'i3', 'x9', 'p2', 'c5']}
1769482921.3521264,RECEIVED,a8d9e51c-5f4c-4857-a115-b8ac14b849da,cacea2b7-ab05-46c2-bc80-c5cab3445dbf,c1,c5,26,p2,?,surb={'id': 'ebbc1efd-0006-4a97-bb57-58e358598682', 'route': ['p2', 'e12', 'i7', 'x3', 'p1', 'c1']}
1769482921.4098198,RECEIVED,e04015d5-f9d0-4273-b67a-067f26edafab,1571d711-c4ef-4cd3-9bd0-fd8f0d90a639,c3,c5,27,p2,?,surb={'id': '7dd3e7c2-a83f-4d5e-92c0-27e880cc8d14', 'route': ['p2', 'e5', 'i12', 'x3', 'p3', 'c3']}
1769482921.524529,RECEIVED,a5e36102-b760-47f4-a79e-8c4ecfcdbd3d,d49f644f-83cc-40ca-9097-c106f71fcf83,c4,c5,27,p2,?,surb={'id': '5cea380c-d6e4-40b7-b5d0-36deb539bf3e', 'route': ['p2', 'e1', 'i11', 'x8', 'p1', 'c4']}
1769482921.571914,RECEIVED,a86d3645-daef-4da9-8540-e92170673aa6,5c2cbbd9-3227-469b-825a-f946463d794f,c4,c5,27,p2,?,surb={'id': '02bb734a-6ddd-42c8-9e6a-9b52e0b13797', 'route': ['p2', 'e8', 'i6', 'x2', 'p1', 'c4']}
1769482921.838085,RECEIVED,2297d07e-56b4-41c2-8f99-bf2a9ccb2a57,d973282e-254f-4dd7-a2e7-35e865b38f8f,c3,c5,26,p2,?,surb={'id': 'f3cf73e8-77bf-4bd7-8a61-e54488dcb3e0', 'route': ['p2', 'e3', 'i4', 'x6', 'p3', 'c3']}
1769482921.8753002,RECEIVED,1f839443-61b2-495b-99d5-8baba5c50aca,4ff32bc5-e832-4121-8bd8-6765267eaf26,c4,c5,27,p2,?,surb={'id': 'e64ac99e-1834-44b5-8048-158ae7e569e2', 'route': ['p2', 'e11', 'i8', 'x1', 'p1', 'c4']}
1769482922.076693,RECEIVED,2e7e6362-ed43-4b54-9ba3-3c6ae9a86109,5c2cbbd9-3227-469b-825a-f946463d794f,c4,c5,27,p2,?,surb={'id': '02bb734a-6ddd-42c8-9e6a-9b52e0b13797', 'route': ['p2', 'e8', 'i6', 'x2', 'p1', 'c4']}
1769482922.302916,SENT,fc4ebec4-c2da-4cac-a97f-e33e1d847d51,f52a259d-dbd3-41a2-bf2b-253fdc06436a,c5,c3,3391,?,p2,
1769482922.3034055,CREATED,72c75e71-2fa0-4ddb-a8d1-eba3fea8a7eb,cd384408-b081-449a-ac81-108c93e6cbe8,c5,c3,27,?,?,surb={'id': '2b134883-ca06-484d-aefd-7d06df57996b', 'route': ['p3', 'e3', 'i3', 'x9', 'p2', 'c5']}
1769482922.3310852,SENT,21ea8595-744f-4f11-a4fb-0a0e6b9a65d3,9844d01a-ecf2-43f7-b2d4-a778331f7322,c5,c3,3372,?,p2,
1769482922.3312366,CREATED,1f3cba1a-34f0-4c79-8a74-2f0a8c5bf5ed,96a83f6f-9ea7-4a64-bc1a-41ff130b21a2,c5,c3,27,?,?,surb={'id': '13392c67-ed0e-48e0-8319-ae64f0cd0d27', 'route': ['p3', 'e2', 'i1', 'x2', 'p2', 'c5']}
1769482922.3824117,SENT,215d79b3-d8b5-4b52-8134-bc539ecc9363,aee8b94a-4c5b-4f31-a4ce-59791fbe0a42,c5,c3,3359,?,p2,
1769482922.3825638,CREATED,3f4eb3ff-58f1-4330-b63a-22304a2e4f3a,96a83f6f-9ea7-4a64-bc1a-41ff130b21a2,c5,c3,27,?,?,surb={'id': '13392c67-ed0e-48e0-8319-ae64f0cd0d27', 'route': ['p3', 'e2', 'i1', 'x2', 'p2', 'c5']}
1769482922.488555,RECEIVED,164bd915-3641-4d22-b49c-0a750ed21ecc,e9efe583-e617-462a-99c7-77b40404a4f1,c3,c5,26,p2,?,surb={'id': '0fbd1f27-901b-4825-b477-461b05bfaf3a', 'route': ['p2', 'e10', 'i6', 'x11', 'p3', 'c3']}
1769482922.804518,RECEIVED,a45fc958-6aad-42af-abee-6cbf466ef487,1571d711-c4ef-4cd3-9bd0-fd8f0d90a639,c3,c5,27,p2,?,surb={'id': '7dd3e7c2-a83f-4d5e-92c0-27e880cc8d14', 'route': ['p2', 'e5', 'i12', 'x3', 'p3', 'c3']}
1769482922.8834407,RECEIVED,c3e3d550-aa84-42c8-8427-69bd5ea3b376,87b8d89d-2878-4fa4-bfb0-ed90b4d7f721,c1,c5,26,p2,?,surb={'id': '4191b98e-ad21-4f2f-b24c-c8f8c0d0258a', 'route': ['p2', 'e10', 'i10', 'x1', 'p1', 'c1']}
1769482922.9039662,SENT,456e2f75-2318-4bd7-ad77-d8dfbaef8c97,20ce4cf4-77f1-4098-81ee-ee81793ccb4a,c5,c3,3384,?,p2,
1769482922.904178,CREATED,e0e1c8a6-57b3-4e8d-8a21-452107681ebc,50617896-c56c-4958-b51c-31db050dfcc2,c5,c3,27,?,?,surb={'id': '9968ad5f-625d-48cb-b087-c07e92f5e735', 'route': ['p3', 'e4', 'i8', 'x3', 'p2', 'c5']}
1769482922.9963248,SENT,74264dec-5c72-46b2-909c-64895321805f,45c7da57-d079-4f12-bff9-23a06d42b805,c5,c3,3379,?,p2,
1769482922.9964266,CREATED,e5dc7278-d9c6-46d9-a766-72f12553cf61,50617896-c56c-4958-b51c-31db050dfcc2,c5,c3,27,?,?,surb={'id': '9968ad5f-625d-48cb-b087-c07e92f5e735', 'route': ['p3', 'e4', 'i8', 'x3', 'p2', 'c5']}
1769482923.0124445,RECEIVED,c65c531f-72fa-44db-9d2a-a30b502d9da9,cacea2b7-ab05-46c2-bc80-c5cab3445dbf,c1,c5,26,p2,?,surb={'id': 'ebbc1efd-0006-4a97-bb57-58e358598682', 'route': ['p2', 'e12', 'i7', 'x3', 'p1', 'c1']}
1769482923.0195754,SENT,ff8aaf6c-ca1f-48c4-a6d4-2a17472e6af8,7ba9a341-76e2-426a-bf8a-6ca4aa95a73e,c5,c3,3371,?,p2,
1769482923.0196772,CREATED,235e5a57-6088-419f-8a9d-f093a15987a8,ca252cf4-1410-42e4-8d5f-8077aef574d5,c5,c3,27,?,?,surb={'id': '17ae4b55-a525-42cd-b406-2e8029e91714', 'route': ['p3', 'e2', 'i5', 'x4', 'p2', 'c5']}
1769482923.3284414,SENT,0d70a16c-06ca-4f45-b426-147c25a046ed,1b9d7213-b253-4c52-9728-645606a919ef,c5,c3,3368,?,p2,
1769482923.3285847,CREATED,d57e8e1c-50f3-4065-b0c3-562485c95e36,ca252cf4-1410-42e4-8d5f-8077aef574d5,c5,c3,27,?,?,surb={'id': '17ae4b55-a525-42cd-b406-2e8029e91714', 'route': ['p3', 'e2', 'i5', 'x4', 'p2', 'c5']}
1769482923.3431842,RECEIVED,8aa69415-83bd-4d02-a6d9-f97e211ac52c,87b8d89d-2878-4fa4-bfb0-ed90b4d7f721,c1,c5,26,p2,?,surb={'id': '4191b98e-ad21-4f2f-b24c-c8f8c0d0258a', 'route': ['p2', 'e10', 'i10', 'x1', 'p1', 'c1']}
1769482923.5439508,RECEIVED,358a7adc-2692-486b-9a86-3fd521d3c27f,34c3b174-6a66-4e05-b7e1-a5b5b4d29f60,c4,c5,27,p2,?,surb={'id': '7916a4f1-0b6e-45bc-8a6e-1e4a22954661', 'route': ['p2', 'e7', 'i12', 'x7', 'p1', 'c4']}
1769482923.561731,RECEIVED,9159096d-a4e5-4576-9288-3cd2ee26c22d,34c3b174-6a66-4e05-b7e1-a5b5b4d29f60,c4,c5,27,p2,?,surb={'id': '7916a4f1-0b6e-45bc-8a6e-1e4a22954661', 'route': ['p2', 'e7', 'i12', 'x7', 'p1', 'c4']}
1769482923.765417,RECEIVED,343dc079-ddb8-4143-a6b6-ce9f3480fb44,0fed26dc-9a38-44bb-a3cc-2edabdfeaff7,c4,c5,27,p2,?,surb={'id': 'fd858e18-b874-4742-ae71-1aedc9df1a29', 'route': ['p2', 'e2', 'i8', 'x5', 'p1', 'c4']}
1769482923.7685254,RECEIVED,bac563b4-336e-425e-8899-4e9ffb7a5d7a,4ff32bc5-e832-4121-8bd8-6765267eaf26,c4,c5,27,p2,?,surb={'id': 'e64ac99e-1834-44b5-8048-158ae7e569e2', 'route': ['p2', 'e11', 'i8', 'x1', 'p1', 'c4']}
1769482923.8247674,RECEIVED,738633bc-2464-4fa9-8875-e4d319d90244,8b8a7c0f-2096-4d38-8c3a-63cffc87b2eb,c1,c5,26,p2,?,surb={'id': 'a6e0a374-05ff-465b-832a-e6eae4e5517c', 'route': ['p2', 'e2', 'i7', 'x8', 'p1', 'c1']}
1769482923.9958224,RECEIVED,77eb82d7-430e-4bf5-a5ed-5a6c8819883c,70122884-0b18-4f2a-b542-2bf0918dfac6,c4,c5,27,p2,?,surb={'id': '713dee3a-826e-4f7d-a99e-c9a4e22fa223', 'route': ['p2', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769482924.0252109,RECEIVED,6b8c08a5-0ff7-4f6d-b7c9-9621039b5382,5b829fb0-3951-4225-90a8-6b9ced708a62,c4,c5,26,p2,?,surb={'id': 'abe6b137-b98b-4324-8505-fe3de6c3d3cd', 'route': ['p2', 'e8', 'i5', 'x9', 'p1', 'c4']}
1769482924.0596094,SENT,f37aeeff-4105-43e9-a2bf-bdfdfe664122,3a76df9b-1db8-402e-bbf3-216c18863e3f,c5,c3,3378,?,p2,
1769482924.05974,CREATED,e9457786-7911-48aa-b518-1010ba20e2a9,93889f5e-715b-4fff-9ffe-e964bf766c34,c5,c3,27,?,?,surb={'id': 'be514246-5e0a-4b8f-a5d1-9fbc5b2eee47', 'route': ['p3', 'e4', 'i7', 'x7', 'p2', 'c5']}
1769482924.1033537,SENT,48c94789-b4f2-40c4-804b-fd6c51b3121b,48e3290e-44d0-41eb-b46e-15df1fbb8853,c5,c3,3360,?,p2,
1769482924.1034865,CREATED,5eabacc2-5561-4960-9bc9-9592337205b2,93889f5e-715b-4fff-9ffe-e964bf766c34,c5,c3,27,?,?,surb={'id': 'be514246-5e0a-4b8f-a5d1-9fbc5b2eee47', 'route': ['p3', 'e4', 'i7', 'x7', 'p2', 'c5']}
1769482924.1921372,SENT,97321822-bf69-4a86-96aa-0ce1fcce9dcd,0bfacd81-82a1-4db8-8f55-79853d9a4f9d,c5,c3,3386,?,p2,
1769482924.1922789,CREATED,0c7e2b79-bdaa-4dd0-9c5e-c439fcb2a872,e553196f-8401-4853-bf93-9dedc07a0968,c5,c3,27,?,?,surb={'id': 'cb54053c-91f9-471f-a4d8-6d05da99b6a7', 'route': ['p3', 'e2', 'i1', 'x5', 'p2', 'c5']}
1769482924.2395098,RECEIVED,97a1c5f0-bc2a-4c48-907c-57e906a1f370,7582bbe8-4b2a-45cf-a134-9eac4c74e267,c4,c5,27,p2,?,surb={'id': '66b8ed48-92a8-4693-8350-e5f8fb843e4a', 'route': ['p2', 'e12', 'i9', 'x3', 'p1', 'c4']}
1769482924.2678185,RECEIVED,5a3a1061-0136-45cf-94f7-6c0eecf8dc0a,e7796074-e00e-4ef5-b481-edb35149778d,c3,c5,26,p2,?,surb={'id': '4f5affa9-5742-4055-96d7-46dcc3f0816d', 'route': ['p2', 'e8', 'i8', 'x7', 'p3', 'c3']}
1769482924.2764068,RECEIVED,4d34cca5-6f4a-4275-b490-5207a6619400,8b8a7c0f-2096-4d38-8c3a-63cffc87b2eb,c1,c5,26,p2,?,surb={'id': 'a6e0a374-05ff-465b-832a-e6eae4e5517c', 'route': ['p2', 'e2', 'i7', 'x8', 'p1', 'c1']}
1769482924.2880993,RECEIVED,f7aab6ac-f22f-4130-9ce2-3e4b40e81e0d,e9efe583-e617-462a-99c7-77b40404a4f1,c3,c5,26,p2,?,surb={'id': '0fbd1f27-901b-4825-b477-461b05bfaf3a', 'route': ['p2', 'e10', 'i6', 'x11', 'p3', 'c3']}
1769482924.4170911,SENT,9fcf8ae1-e50d-4a4a-967a-3f86979ee0c6,69e2adcd-b5d2-4ece-9193-37d5363094db,c5,c3,3377,?,p2,
1769482924.4172254,CREATED,2365047a-602a-4c32-acd8-798b99be28d5,e553196f-8401-4853-bf93-9dedc07a0968,c5,c3,27,?,?,surb={'id': 'cb54053c-91f9-471f-a4d8-6d05da99b6a7', 'route': ['p3', 'e2', 'i1', 'x5', 'p2', 'c5']}
1769482924.429759,SENT,dc419f89-c576-4436-aba8-a2eddfb37c77,7ac12cd4-3ed8-47e3-884d-01fd96c600e8,c5,c3,3364,?,p2,
1769482924.4298916,CREATED,c3fa2d94-f785-47cd-b9fe-2d07f1fee4a1,ae3d10da-0b3b-478b-a38b-0ae33a43807a,c5,c3,26,?,?,surb={'id': '1475e5d6-cabe-4628-a7cb-472ea300f8f6', 'route': ['p3', 'e3', 'i6', 'x8', 'p2', 'c5']}
1769482924.5172274,RECEIVED,db07dedd-bb7d-431b-b5f7-1cb353b6ed66,7582bbe8-4b2a-45cf-a134-9eac4c74e267,c4,c5,27,p2,?,surb={'id': '66b8ed48-92a8-4693-8350-e5f8fb843e4a', 'route': ['p2', 'e12', 'i9', 'x3', 'p1', 'c4']}
1769482924.5194538,RECEIVED,f8f72c46-5d2d-43c7-ad0f-007863a0f58b,5b2f0539-b5ca-4e09-94e7-cee9c3988925,c3,c5,26,p2,?,surb={'id': 'bad241f7-e44d-4508-b159-5461bf284a90', 'route': ['p2', 'e7', 'i10', 'x6', 'p3', 'c3']}
1769482924.5498044,RECEIVED,248624dc-48c1-4c7a-8743-9d0ccc361f59,0fed26dc-9a38-44bb-a3cc-2edabdfeaff7,c4,c5,27,p2,?,surb={'id': 'fd858e18-b874-4742-ae71-1aedc9df1a29', 'route': ['p2', 'e2', 'i8', 'x5', 'p1', 'c4']}
1769482924.6160913,RECEIVED,7d8acb0b-07c4-4dc3-9927-ea3739a801bf,53062429-1e39-4250-9078-c71ce7caf682,c1,c5,27,p2,?,surb={'id': 'abd7ba20-c50c-4199-8fc9-b0ede8e9e6be', 'route': ['p2', 'e10', 'i8', 'x2', 'p1', 'c1']}
1769482924.6821291,RECEIVED,ceef46eb-0be4-49c5-96d6-79a65f51ab91,50e26189-69a0-46f2-a603-9b2670ce3513,c1,c5,27,p2,?,surb={'id': '913f16c7-e234-4ab6-b3c8-fb8381805d06', 'route': ['p2', 'e3', 'i8', 'x8', 'p1', 'c1']}
1769482924.7532365,SENT,23057f0d-083e-4fa1-8c70-984a79316c73,06c8ae83-abc5-48fa-ba5c-75d4e77a0780,c5,c3,3381,?,p2,
1769482924.7533727,CREATED,13eeb5a5-0cfe-42fc-954e-f41fbd155de8,ae3d10da-0b3b-478b-a38b-0ae33a43807a,c5,c3,26,?,?,surb={'id': '1475e5d6-cabe-4628-a7cb-472ea300f8f6', 'route': ['p3', 'e3', 'i6', 'x8', 'p2', 'c5']}
1769482924.9970422,RECEIVED,bf9be949-c9d6-4979-9410-b21ff0bc287a,e5e708da-a9e1-4b12-b1cb-86a26d812ab0,c3,c5,27,p2,?,surb={'id': '6ef0b8c5-3d12-461e-bfa5-842eabb3faab', 'route': ['p2', 'e7', 'i2', 'x6', 'p3', 'c3']}
1769482925.1299508,RECEIVED,f8627571-75bd-403c-b9ad-6acde54caa6f,b98d7179-9d4f-4ed9-812a-13609365299e,c3,c5,27,p2,?,surb={'id': 'd21cc1a4-ee73-4248-af9e-8e139b51e800', 'route': ['p2', 'e10', 'i7', 'x7', 'p3', 'c3']}
1769482925.1596982,RECEIVED,a647a2da-7074-4311-97da-bd2c6b54dcf0,5b829fb0-3951-4225-90a8-6b9ced708a62,c4,c5,26,p2,?,surb={'id': 'abe6b137-b98b-4324-8505-fe3de6c3d3cd', 'route': ['p2', 'e8', 'i5', 'x9', 'p1', 'c4']}
1769482925.1930819,SENT,5d768cec-ce66-4d31-8737-0bf75826e3aa,e4714339-aeb2-47f6-bff1-cd74f094118d,c5,c3,3377,?,p2,
1769482925.1932216,CREATED,31cfaad4-3c83-4671-92ed-264f40bbae6e,5ef86a1f-55a1-44db-83c8-30233d1a04bc,c5,c3,27,?,?,surb={'id': '6fb56b70-8233-4c70-b72f-7b9fe4a1c17e', 'route': ['p3', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769482925.2362568,RECEIVED,e75126b8-eff3-452d-a51f-7cc5579b7bce,5b2f0539-b5ca-4e09-94e7-cee9c3988925,c3,c5,26,p2,?,surb={'id': 'bad241f7-e44d-4508-b159-5461bf284a90', 'route': ['p2', 'e7', 'i10', 'x6', 'p3', 'c3']}
1769482925.270934,RECEIVED,f5840134-7c27-4105-94a3-c6688bddb2aa,50e26189-69a0-46f2-a603-9b2670ce3513,c1,c5,27,p2,?,surb={'id': '913f16c7-e234-4ab6-b3c8-fb8381805d06', 'route': ['p2', 'e3', 'i8', 'x8', 'p1', 'c1']}
1769482925.321273,SENT,4d972fb9-4ce9-4397-b16f-9f5aa252f5ff,d3fc1370-8691-4c69-9408-e9a5f4f5248a,c5,c3,3373,?,p2,
1769482925.3214085,CREATED,6afdf221-d6e7-40af-bc7b-dd33fda05c06,5ef86a1f-55a1-44db-83c8-30233d1a04bc,c5,c3,27,?,?,surb={'id': '6fb56b70-8233-4c70-b72f-7b9fe4a1c17e', 'route': ['p3', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769482925.3543274,RECEIVED,5fad1d1f-1462-40fa-9922-78974ccd6826,70122884-0b18-4f2a-b542-2bf0918dfac6,c4,c5,27,p2,?,surb={'id': '713dee3a-826e-4f7d-a99e-c9a4e22fa223', 'route': ['p2', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769482925.400229,SENT,e1df470a-d40b-46d9-83bc-598af5542171,b264cb07-e495-4864-a7b6-8caaedd6203b,c5,c3,3388,?,p2,
1769482925.4003594,CREATED,f2bdc978-c9ad-4233-a7c4-9f5ec893986c,a0c3e270-adf4-4a23-a045-e98eaef49b4d,c5,c3,27,?,?,surb={'id': 'fde154f8-77ba-4703-8c4a-0fca1ea98b58', 'route': ['p3', 'e5', 'i11', 'x4', 'p2', 'c5']}
1769482925.4502788,RECEIVED,da06dcc1-3696-43b2-91b0-20406f1f451e,86745c86-1bdc-47cb-9e31-5d011541bf1d,c4,c5,27,p2,?,surb={'id': '451c2ac2-5ce0-4120-8a50-3b6652b806f5', 'route': ['p2', 'e5', 'i1', 'x7', 'p1', 'c4']}
1769482925.5483782,RECEIVED,42ba01b5-f44e-4d81-8a71-236e0a0fd7c7,e5e708da-a9e1-4b12-b1cb-86a26d812ab0,c3,c5,27,p2,?,surb={'id': '6ef0b8c5-3d12-461e-bfa5-842eabb3faab', 'route': ['p2', 'e7', 'i2', 'x6', 'p3', 'c3']}
1769482925.6541567,SENT,ccdabdd9-d997-4ca5-a672-59f637ae5ee7,8a0af2f6-b480-4745-aae1-20841760c1aa,c5,c3,3383,?,p2,
1769482925.6542454,CREATED,6f9ced67-c973-4376-a567-800c6551ccf0,a0c3e270-adf4-4a23-a045-e98eaef49b4d,c5,c3,27,?,?,surb={'id': 'fde154f8-77ba-4703-8c4a-0fca1ea98b58', 'route': ['p3', 'e5', 'i11', 'x4', 'p2', 'c5']}
1769482925.663869,SENT,7771972b-13f8-40d7-95ed-3b1e3c826c59,50470d27-f76f-4dbd-b718-3e56f5106979,c5,c3,3360,?,p2,
1769482925.6639974,CREATED,40904120-e2ae-4071-b853-4ee4d29a774f,c5514c84-dacd-4874-ae19-712d131132d0,c5,c3,27,?,?,surb={'id': 'cfe80777-b3d5-489a-a697-4e89543355b1', 'route': ['p3', 'e3', 'i8', 'x2', 'p2', 'c5']}
1769482925.7071586,SENT,35fbb106-e2ed-4dd1-ae4c-1dd5fe7ccaf3,0a0e4b9c-a0c3-486f-a720-b343144eaf03,c5,c3,3380,?,p2,
1769482925.707306,CREATED,222abfb0-881e-44b9-95be-3abba37a4498,c5514c84-dacd-4874-ae19-712d131132d0,c5,c3,27,?,?,surb={'id': 'cfe80777-b3d5-489a-a697-4e89543355b1', 'route': ['p3', 'e3', 'i8', 'x2', 'p2', 'c5']}
