timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769482742.5025334,SENT,234c014f-c07e-4fed-b2aa-0489900e0e04,07acb16e-4bd0-4cf8-b094-37a5fc124892,c4,c5,3380,?,p1,
1769482742.50269,CREATED,b810539f-373d-4fda-80fb-ccc5735c913c,268b5fb6-3098-4bab-a29a-4746e5560616,c4,c5,27,?,?,surb={'id': '1bdcc9b5-5ad3-4d8c-ba85-d3455f681dc8', 'route': ['p2', 'e3', 'i3', 'x2', 'p1', 'c4']}
1769483083.06262,RECEIVED,67c0ddd4-9794-4249-9610-be0f0d7fa67c,235ceb8c-ea5b-4ac6-b942-aec4a0ce1fbd,c2,c4,27,p1,?,surb={'id': '1025f4c1-4aad-440c-bfa5-e47fc6b50996', 'route': ['p1', 'e12', 'i6', 'x11', 'p2', 'c2']}
1769483083.2786973,SENT,dbaa313c-64f6-4b91-86e2-631a88742b35,5dc92ce9-65b4-4662-bc7f-76187becaa7b,c4,c5,3387,?,p1,
1769483083.2788427,CREATED,184688e4-9379-4b3e-bee3-f9e1aaf08ed9,47422262-4a8a-4eea-945a-50c605dd4fe6,c4,c5,27,?,?,surb={'id': '45496ecc-afca-42c5-9e41-b406846e0173', 'route': ['p2', 'e12', 'i7', 'x10', 'p1', 'c4']}
1769483083.371598,RECEIVED,83c92e99-94d4-4500-9173-9101da5706c7,657d8f86-eefb-48e6-852d-fe2b9535c8ec,c2,c4,26,p1,?,surb={'id': '5260a800-6fdd-44e8-97b9-b724164110bf', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769483083.6077967,SENT,09f335fd-28d2-4fd2-b962-45b9b13e9738,64b68081-6065-4430-9fee-dcd6110ab85e,c4,c5,3386,?,p1,
1769483083.6079707,CREATED,ed4d3289-2f16-4ea4-a7e8-bb050805338a,47422262-4a8a-4eea-945a-50c605dd4fe6,c4,c5,27,?,?,surb={'id': '45496ecc-afca-42c5-9e41-b406846e0173', 'route': ['p2', 'e12', 'i7', 'x10', 'p1', 'c4']}
1769483083.805011,SENT,e9f02e5b-a562-489c-9cbb-be285f08424a,1f2d6231-13da-4c23-9fd9-8795d52ae082,c4,c5,3399,?,p1,
1769483083.805106,CREATED,0416d97d-128c-4040-b63b-2aa00bba4d1c,50e85cb3-bf2e-4757-a462-0b19750e19bb,c4,c5,26,?,?,surb={'id': '9003d2ab-fe06-4778-9820-430dff31c077', 'route': ['p2', 'e9', 'i12', 'x11', 'p1', 'c4']}
1769483083.82015,RECEIVED,2d5f06da-73ec-4647-a492-e139c422736f,657d8f86-eefb-48e6-852d-fe2b9535c8ec,c2,c4,26,p1,?,surb={'id': '5260a800-6fdd-44e8-97b9-b724164110bf', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769483083.942977,RECEIVED,fc983108-a7fc-40eb-8d5c-c2711a09012e,235ceb8c-ea5b-4ac6-b942-aec4a0ce1fbd,c2,c4,27,p1,?,surb={'id': '1025f4c1-4aad-440c-bfa5-e47fc6b50996', 'route': ['p1', 'e12', 'i6', 'x11', 'p2', 'c2']}
1769483084.033206,SENT,4c9574f6-5ed6-4495-be59-c76528a12de9,1cc017bb-eb6b-4b72-85bb-da7b3c1d23c7,c4,c5,3363,?,p1,
1769483084.033297,CREATED,7880b3e3-f613-4823-906b-73f8a7f86b9c,50e85cb3-bf2e-4757-a462-0b19750e19bb,c4,c5,26,?,?,surb={'id': '9003d2ab-fe06-4778-9820-430dff31c077', 'route': ['p2', 'e9', 'i12', 'x11', 'p1', 'c4']}
1769483084.0776749,SENT,a2bfeb33-3d28-4f65-a937-e680134f6b32,02c127b9-f7bd-4b66-8b3d-857110d4d3f0,c4,c5,3375,?,p1,
1769483084.0777526,CREATED,fab9121b-8d89-4cf7-a9fb-aca8b23be71f,20714b23-e3e7-4f3f-938e-b57f9ef533a8,c4,c5,26,?,?,surb={'id': 'fe9ca414-c77b-4650-8333-ca9cecb13239', 'route': ['p2', 'e1', 'i10', 'x4', 'p1', 'c4']}
1769483084.2296169,RECEIVED,250974de-c745-4ad0-befe-b498103114ba,28cc6d8e-99f2-4072-8f92-76f419da0649,c2,c4,27,p1,?,surb={'id': '2e355dba-75bd-44d0-8dd1-bafc27dd70f2', 'route': ['p1', 'e7', 'i12', 'x10', 'p2', 'c2']}
1769483084.8489158,SENT,e328f0e8-7052-4939-8a9a-31abf5e5ff0b,c113bf38-0057-40c5-8ecf-afd912a57747,c4,c5,3388,?,p1,
1769483084.8497815,CREATED,4905fcef-4637-4e39-9695-3a56bc9fd50d,20714b23-e3e7-4f3f-938e-b57f9ef533a8,c4,c5,26,?,?,surb={'id': 'fe9ca414-c77b-4650-8333-ca9cecb13239', 'route': ['p2', 'e1', 'i10', 'x4', 'p1', 'c4']}
1769483084.974004,SENT,0bf93a25-94ae-476b-bc35-12a1f8f7f891,17b37b35-0a9f-4752-9a68-dd258d0f30be,c4,c5,3383,?,p1,
1769483084.9741867,CREATED,e108157d-c717-4e50-a1b2-7afec4ed3ac3,c0ec3de1-6676-4e6d-b07e-0c2e52982b00,c4,c5,27,?,?,surb={'id': '1bc7bd3a-acb4-4c7f-9efb-7bf629c2cef3', 'route': ['p2', 'e7', 'i6', 'x9', 'p1', 'c4']}
1769483085.2715998,RECEIVED,c06909e3-8c58-4a79-a88f-f042c0ae3d45,596bf846-34ed-40d9-8954-93769e12d5ce,c2,c4,25,p1,?,surb={'id': '27584f0e-6783-44e7-8cfd-9152f2def8bd', 'route': ['p1', 'e9', 'i1', 'x11', 'p2', 'c2']}
1769483085.4019763,RECEIVED,5031ed0f-d381-40c6-b487-393be4502b4f,28cc6d8e-99f2-4072-8f92-76f419da0649,c2,c4,27,p1,?,surb={'id': '2e355dba-75bd-44d0-8dd1-bafc27dd70f2', 'route': ['p1', 'e7', 'i12', 'x10', 'p2', 'c2']}
1769483085.4127524,SENT,2097571c-a2dd-4421-a7fa-0fe8658adac9,b9704a2b-0705-4584-ab75-5fe7f0a1e75d,c4,c5,3344,?,p1,
1769483085.4128358,CREATED,9d7bab44-f07d-4502-8c7f-b62dc4e84843,c0ec3de1-6676-4e6d-b07e-0c2e52982b00,c4,c5,27,?,?,surb={'id': '1bc7bd3a-acb4-4c7f-9efb-7bf629c2cef3', 'route': ['p2', 'e7', 'i6', 'x9', 'p1', 'c4']}
1769483085.4747832,RECEIVED,2c000983-675f-4862-b3b0-0414ee04bfc4,6c6cedc1-0147-4fb4-8206-ca98ec64ee4c,c2,c4,27,p1,?,surb={'id': 'b0290740-6ed7-4b2f-832e-2f112e8e63dd', 'route': ['p1', 'e4', 'i7', 'x7', 'p2', 'c2']}
1769483085.747618,SENT,e117ac2c-bbfd-41b4-accf-a45deec2e6e5,deeb6f5c-43a4-490d-84a6-70e70e9774e8,c4,c5,3377,?,p1,
1769483085.7477684,CREATED,ddeffebf-1c94-4608-8955-b5ca26798c29,74fc0026-2ad5-4733-92f2-3b371c9c1159,c4,c5,27,?,?,surb={'id': 'f3a7efb8-7e45-4a7d-a192-840c94a1e099', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c4']}
1769483085.9876485,SENT,50839621-8b4a-42db-879a-b8f686127bd8,8ee9efa7-38e3-49b2-9d54-afeaf7beaf96,c4,c5,3373,?,p1,
1769483085.9877968,CREATED,1e696eed-21b5-40e8-935b-c3e814faa763,74fc0026-2ad5-4733-92f2-3b371c9c1159,c4,c5,27,?,?,surb={'id': 'f3a7efb8-7e45-4a7d-a192-840c94a1e099', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c4']}
1769483086.0295713,SENT,dd6b2440-ecca-479a-9fd0-1b0e9b3193af,919a8153-ad6d-4aa4-8166-64a5c5147868,c4,c5,3379,?,p1,
1769483086.029724,CREATED,5e30a52a-555c-4737-b3f0-4376bcc2bbe8,50b7396e-5577-4ca5-9716-9ca594e6c50f,c4,c5,27,?,?,surb={'id': 'd11ba3b7-6b33-4786-a94c-e204796d5a2e', 'route': ['p2', 'e8', 'i9', 'x7', 'p1', 'c4']}
1769483086.037268,SENT,43372daf-c8bd-4927-961e-e6d04cdcded6,28346b75-ebb7-4c09-8931-d10c476cd2ba,c4,c5,3384,?,p1,
1769483086.0374343,CREATED,c7bdfd95-eddc-4af7-a79d-ce7b96f9ea0f,50b7396e-5577-4ca5-9716-9ca594e6c50f,c4,c5,27,?,?,surb={'id': 'd11ba3b7-6b33-4786-a94c-e204796d5a2e', 'route': ['p2', 'e8', 'i9', 'x7', 'p1', 'c4']}
1769483086.1696286,SENT,222d5c90-acc7-4804-b5df-255cb71892d0,029f8d27-6f3f-4087-a020-448626687181,c4,c5,3395,?,p1,
1769483086.1697261,CREATED,dba1cd2b-ea0b-4bb4-baa5-444e1da6ca44,0f0ee4ec-6bda-4651-9a95-11698cadd7b1,c4,c5,27,?,?,surb={'id': 'e8f6e2fc-ee46-434b-b68a-1cd27217adbf', 'route': ['p2', 'e10', 'i2', 'x5', 'p1', 'c4']}
1769483086.2414284,SENT,f039391c-6b06-47e8-a07a-b659fa134887,5c6f93ed-ee98-4ed1-8e59-e5cffe822071,c4,c5,3395,?,p1,
1769483086.2415285,CREATED,a01e4ca6-57a8-44fc-a947-9949b301be69,0f0ee4ec-6bda-4651-9a95-11698cadd7b1,c4,c5,27,?,?,surb={'id': 'e8f6e2fc-ee46-434b-b68a-1cd27217adbf', 'route': ['p2', 'e10', 'i2', 'x5', 'p1', 'c4']}
1769483086.616328,SENT,66927850-ffd2-49d1-87fd-c1e87e723287,c528c66c-79f0-4351-9713-9bf8f612e847,c4,c5,3392,?,p1,
1769483086.6164293,CREATED,0b3611c1-8a27-4052-9d83-2d6fbd4fb8d9,57a5ce0b-515c-4068-ae1a-aace620d3a02,c4,c5,27,?,?,surb={'id': '7d994f13-f009-4dc6-a714-f646520a6ca8', 'route': ['p2', 'e7', 'i7', 'x6', 'p1', 'c4']}
1769483087.0574892,SENT,91e30d70-7808-47a7-a7dc-2490e87e6f93,738704c5-d599-47b4-84c4-ddae629484d7,c4,c5,3359,?,p1,
1769483087.0576267,CREATED,51b9af9c-54d5-4b2c-b07c-4e058d86c1a2,57a5ce0b-515c-4068-ae1a-aace620d3a02,c4,c5,27,?,?,surb={'id': '7d994f13-f009-4dc6-a714-f646520a6ca8', 'route': ['p2', 'e7', 'i7', 'x6', 'p1', 'c4']}
1769483087.127676,SENT,952c6e11-f228-4dfd-8c9f-738734415314,0b8407e2-1237-44fa-a86b-9afb18d37b56,c4,c5,3391,?,p1,
1769483087.1278605,CREATED,e8fb4ec9-d8a2-4eec-9684-09bae628baaf,637e5663-3b3c-4d23-8f6f-62324a710718,c4,c5,26,?,?,surb={'id': '4f2c503e-41ca-4c1c-95f2-1046ba983a04', 'route': ['p2', 'e10', 'i7', 'x2', 'p1', 'c4']}
1769483087.1756647,RECEIVED,847756f9-d490-4de1-aba0-baa43a39756b,dc248e23-4647-46ee-b994-ab38487a2751,c2,c4,27,p1,?,surb={'id': 'dc0b722a-b98d-4970-a3ee-a238da0d5940', 'route': ['p1', 'e4', 'i7', 'x1', 'p2', 'c2']}
1769483087.515669,SENT,5f435d69-be15-48e4-86ad-94ccfe488eb6,f836fd68-953d-4d47-a2a2-4db84ff3d10c,c4,c5,3380,?,p1,
1769483087.5158014,CREATED,816e0d02-1154-486c-adab-c704a24cf0b1,637e5663-3b3c-4d23-8f6f-62324a710718,c4,c5,26,?,?,surb={'id': '4f2c503e-41ca-4c1c-95f2-1046ba983a04', 'route': ['p2', 'e10', 'i7', 'x2', 'p1', 'c4']}
1769483087.5397677,SENT,52db5fdc-249f-4987-ba10-8ab3b39b3f7a,2659c011-83f0-40f2-8288-1ace3de2bddb,c4,c5,3386,?,p1,
1769483087.5399163,CREATED,afbd310d-491f-478d-8023-2bd80d06f823,de5c3a69-aed6-489f-ba21-fc5bbd6be30b,c4,c5,27,?,?,surb={'id': '2b4b9429-1a23-43ac-9503-d1b64fc9431c', 'route': ['p2', 'e10', 'i3', 'x6', 'p1', 'c4']}
1769483087.8146343,SENT,d2ac18ee-2feb-452a-b2c0-20586609e4f5,75fcc592-8650-4230-8c55-cd0d3be41f71,c4,c5,3371,?,p1,
1769483087.8147302,CREATED,a0c53565-15d2-4ea8-a051-f4e09c9d327c,de5c3a69-aed6-489f-ba21-fc5bbd6be30b,c4,c5,27,?,?,surb={'id': '2b4b9429-1a23-43ac-9503-d1b64fc9431c', 'route': ['p2', 'e10', 'i3', 'x6', 'p1', 'c4']}
1769483088.2287846,RECEIVED,4b40703d-b540-46dd-a800-a20b6bc5394f,cc00bb09-7acc-447f-8a8a-f8cfd3c7ac3d,c2,c4,26,p1,?,surb={'id': '8734d8a0-d5fd-4ddb-9870-26b9023688a2', 'route': ['p1', 'e9', 'i7', 'x2', 'p2', 'c2']}
1769483088.4778585,RECEIVED,527600e1-24eb-4489-9032-a0a6d62a248c,c4a04b36-d6f3-4cfd-95e2-751e6cbbc3a0,c2,c4,27,p1,?,surb={'id': 'e7dfcf18-165a-40f6-a28b-7ca634318c32', 'route': ['p1', 'e2', 'i8', 'x1', 'p2', 'c2']}
1769483088.8474882,SENT,ffda6822-95fa-4d84-843d-88ba7ccd01c1,2a6e3769-4fe7-4b42-916f-a7fce1d86f54,c4,c5,3376,?,p1,
1769483088.8476105,CREATED,f49ebaf5-5575-4d95-9eca-d2ded64d8cd5,c44a2779-f287-4eb0-88ea-e579f68aa6c7,c4,c5,27,?,?,surb={'id': '23f2c563-93f5-437c-82d2-4490ca4e179e', 'route': ['p2', 'e11', 'i6', 'x5', 'p1', 'c4']}
1769483089.0461369,RECEIVED,22fc1c21-c962-4301-bd16-f67f67c06d8c,2c63a5e0-cff0-497f-beee-1082366583e7,c2,c4,27,p1,?,surb={'id': 'ac75d5a6-a174-464c-a7b5-c8d8db16b20a', 'route': ['p1', 'e7', 'i9', 'x4', 'p2', 'c2']}
1769483089.0943027,RECEIVED,be53d740-8c75-49b2-b250-6dce837d35db,c4a04b36-d6f3-4cfd-95e2-751e6cbbc3a0,c2,c4,27,p1,?,surb={'id': 'e7dfcf18-165a-40f6-a28b-7ca634318c32', 'route': ['p1', 'e2', 'i8', 'x1', 'p2', 'c2']}
1769483089.2669613,RECEIVED,e8918f74-7efb-4f2b-b81e-d95b53f71062,596bf846-34ed-40d9-8954-93769e12d5ce,c2,c4,25,p1,?,surb={'id': '27584f0e-6783-44e7-8cfd-9152f2def8bd', 'route': ['p1', 'e9', 'i1', 'x11', 'p2', 'c2']}
1769483089.3132977,SENT,716c5cce-43c6-4bf7-b800-4242159dc209,da4f3bf7-3d76-4737-92d6-6fd7c500f6f6,c4,c5,3374,?,p1,
1769483089.3133762,CREATED,65d3e809-7735-48a7-89ef-0bc04f9f4051,c44a2779-f287-4eb0-88ea-e579f68aa6c7,c4,c5,27,?,?,surb={'id': '23f2c563-93f5-437c-82d2-4490ca4e179e', 'route': ['p2', 'e11', 'i6', 'x5', 'p1', 'c4']}
1769483089.4675636,RECEIVED,abd11a9f-afd7-4272-b549-2de797c63c01,00139fe7-b32a-469b-a918-e44c8e2292d3,c2,c4,27,p1,?,surb={'id': '69e506d8-bd5e-4451-a543-6a802dbf8691', 'route': ['p1', 'e7', 'i2', 'x7', 'p2', 'c2']}
1769483089.5722997,RECEIVED,6ae72123-a3bd-4043-b5e5-1dde4f8e6e1f,b81ab032-5a0e-42fa-8c2d-b09e8c068276,c2,c4,26,p1,?,surb={'id': '74d0405e-afa5-470d-9875-5f2e8d0ede5d', 'route': ['p1', 'e1', 'i7', 'x11', 'p2', 'c2']}
1769483089.602828,SENT,2cc02d06-8108-41f3-8e0a-c6f52ba8d22d,1850af8a-4aff-4d8a-93d2-7b9a1cde6c7b,c4,c5,3355,?,p1,
1769483089.6029007,CREATED,2e053204-66ad-479d-9f5f-117de2920c20,9470233f-a6bc-4ee5-863a-efc870825b1d,c4,c5,24,?,?,surb={'id': '69bf8be9-02be-41ad-a77c-b16b791afd5c', 'route': ['p2', 'e3', 'i3', 'x10', 'p1', 'c4']}
1769483089.6804042,SENT,1bbe1b21-00fc-40d1-8423-f7f93c52bf33,0423af12-b7e8-4cec-addc-7cae6d45edb6,c4,c5,3360,?,p1,
1769483089.6804767,CREATED,714b55c6-e8ad-4e37-b5e5-ab8e0c98bfd8,9470233f-a6bc-4ee5-863a-efc870825b1d,c4,c5,24,?,?,surb={'id': '69bf8be9-02be-41ad-a77c-b16b791afd5c', 'route': ['p2', 'e3', 'i3', 'x10', 'p1', 'c4']}
1769483089.8081634,SENT,1a432bcf-bb17-416c-a840-8291856393b3,3b19ff6f-4d11-46f2-9555-7b7798893f6f,c4,c5,3375,?,p1,
1769483089.8082116,CREATED,de52a074-3c65-4f84-93fd-7ced92cddd9c,e95a0d2e-0ff9-4a5a-b582-07fcb96af8b3,c4,c5,27,?,?,surb={'id': '715683e5-2e63-4ee6-b00b-d2f9d46c5b8e', 'route': ['p2', 'e11', 'i4', 'x6', 'p1', 'c4']}
1769483090.2371175,RECEIVED,5740a53e-b8f6-4030-9848-99314c709199,737821e6-9666-468d-a4ec-3859a16d5139,c2,c4,26,p1,?,surb={'id': 'c0d46635-2d99-4621-8504-548b51e7cfee', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769483090.2591536,RECEIVED,503e42ae-4a04-4f6a-83e1-5b6d6de2ce15,cc00bb09-7acc-447f-8a8a-f8cfd3c7ac3d,c2,c4,26,p1,?,surb={'id': '8734d8a0-d5fd-4ddb-9870-26b9023688a2', 'route': ['p1', 'e9', 'i7', 'x2', 'p2', 'c2']}
1769483090.3336606,SENT,0c4a6838-b8bf-4253-b523-19aabd917851,acf55ed1-db92-4aa0-b679-4674baea76d6,c4,c5,3375,?,p1,
1769483090.3337216,CREATED,15eb2105-e949-4cec-82bf-5daa22e7c9dd,e95a0d2e-0ff9-4a5a-b582-07fcb96af8b3,c4,c5,27,?,?,surb={'id': '715683e5-2e63-4ee6-b00b-d2f9d46c5b8e', 'route': ['p2', 'e11', 'i4', 'x6', 'p1', 'c4']}
1769483090.6759872,RECEIVED,117b3f44-c96c-4e78-8093-215e77424ffa,f3568eb3-cbd2-4721-9c14-88ac40d0a7b0,c2,c4,27,p1,?,surb={'id': 'ac48819e-9880-432d-a232-6e5691b0e597', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769483090.8161693,RECEIVED,e299443f-1a0c-4994-8c48-a43bb6211482,2c63a5e0-cff0-497f-beee-1082366583e7,c2,c4,27,p1,?,surb={'id': 'ac75d5a6-a174-464c-a7b5-c8d8db16b20a', 'route': ['p1', 'e7', 'i9', 'x4', 'p2', 'c2']}
1769483090.9810007,SENT,07d6930d-1d97-4468-b8f2-7efceb8cf411,99e79bcc-2aed-409c-9737-944688a65f8f,c4,c5,3371,?,p1,
1769483090.9811845,CREATED,eadf1d45-0f23-4d64-95f2-d60204b5624b,aea82c28-501c-4a1c-a391-81750c9d4370,c4,c5,27,?,?,surb={'id': '7a42b765-f773-41f3-987f-0158d877cf35', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c4']}
1769483091.19761,SENT,d04559bc-7de6-4cb2-aeaf-5e8961077be9,2fd7af60-821e-460c-94a7-3a3f4e164300,c4,c5,3384,?,p1,
1769483091.1977448,CREATED,439b4ed1-983e-42e6-9b2c-2c65b90dba7f,aea82c28-501c-4a1c-a391-81750c9d4370,c4,c5,27,?,?,surb={'id': '7a42b765-f773-41f3-987f-0158d877cf35', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c4']}
1769483091.6533508,SENT,a74ba1f3-b460-46fb-b705-566fcb4aa7c6,16ce276c-363e-4e01-9d9b-bc63e0bdc4e8,c4,c5,3384,?,p1,
1769483091.6540391,CREATED,ddc74356-1571-4cdb-aaa1-0a25c59daddf,1ad2459f-f6b6-4991-b635-f791e5b6a118,c4,c5,27,?,?,surb={'id': '39d28f1f-41e1-4e51-93e9-16f1e3dbfd37', 'route': ['p2', 'e8', 'i6', 'x4', 'p1', 'c4']}
1769483091.9509363,SENT,f1b99f47-8c6e-42df-be2f-8a45cbb3358a,a8b14ce6-e7b6-42da-8026-5e840eb19698,c4,c5,3376,?,p1,
1769483091.951009,CREATED,68f947b7-c29e-46fc-aa84-c3d1f8c6f8c2,1ad2459f-f6b6-4991-b635-f791e5b6a118,c4,c5,27,?,?,surb={'id': '39d28f1f-41e1-4e51-93e9-16f1e3dbfd37', 'route': ['p2', 'e8', 'i6', 'x4', 'p1', 'c4']}
1769483092.000454,RECEIVED,efb65aa9-eb49-42cc-b555-8ecee6258dc9,b81ab032-5a0e-42fa-8c2d-b09e8c068276,c2,c4,26,p1,?,surb={'id': '74d0405e-afa5-470d-9875-5f2e8d0ede5d', 'route': ['p1', 'e1', 'i7', 'x11', 'p2', 'c2']}
1769483092.3366697,SENT,82d9b6db-c651-426b-bd29-00675709be7d,cfd13b6d-4887-4c73-b4e3-979207a64fb6,c4,c5,3389,?,p1,
1769483092.3367898,CREATED,a37f82d5-b204-4f53-8579-ab454be85897,a887feea-f871-4ceb-8cb5-17da3540918b,c4,c5,27,?,?,surb={'id': 'b175cba5-5f90-4fee-9a40-9a6eb35dc91b', 'route': ['p2', 'e6', 'i7', 'x10', 'p1', 'c4']}
1769483092.3763902,RECEIVED,957a8071-e883-4c09-b3f4-703c50193682,aac01955-e6bd-4044-a275-7cdd0638e763,c2,c4,27,p1,?,surb={'id': 'bf8531e0-d1f0-4b7a-8909-2514969c45ec', 'route': ['p1', 'e4', 'i11', 'x7', 'p2', 'c2']}
1769483092.4549694,SENT,dea0f070-26e8-4367-b00f-6f1b4d9a12eb,266b724a-68f4-4d7d-8fa7-1f32e608d4b9,c4,c5,3387,?,p1,
1769483092.4551032,CREATED,ec869d5e-6f4e-4135-84a4-7df4e59b6ec9,a887feea-f871-4ceb-8cb5-17da3540918b,c4,c5,27,?,?,surb={'id': 'b175cba5-5f90-4fee-9a40-9a6eb35dc91b', 'route': ['p2', 'e6', 'i7', 'x10', 'p1', 'c4']}
1769483092.4837415,RECEIVED,422a35b0-a110-4cae-9627-b22a9ead0e05,aac01955-e6bd-4044-a275-7cdd0638e763,c2,c4,27,p1,?,surb={'id': 'bf8531e0-d1f0-4b7a-8909-2514969c45ec', 'route': ['p1', 'e4', 'i11', 'x7', 'p2', 'c2']}
1769483092.7942505,RECEIVED,0c87a2cf-3764-42fa-9fa7-efc1a8feb5fb,38d03c50-f13f-46a4-a268-48ba7cfd4993,c2,c4,27,p1,?,surb={'id': '95f220fc-4d95-4a0d-8cd0-c13db8fba982', 'route': ['p1', 'e4', 'i10', 'x6', 'p2', 'c2']}
1769483092.800714,SENT,750f7045-2364-4c55-8cd0-df5fdf41f81d,919c6628-15d8-44f9-86ab-c04873dffa2d,c4,c5,3372,?,p1,
1769483092.8008235,CREATED,5b995411-28e8-4769-a3de-abdd7f6820d9,15ffd3be-05ae-4b5d-b52d-09b0e0130d73,c4,c5,26,?,?,surb={'id': '695758ae-9368-44a0-810f-769655245225', 'route': ['p2', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769483092.8232882,SENT,a530007c-d90f-48eb-ba54-43f39aee0ac0,dd9f8d0e-9aa8-498a-8c6f-9024502ff595,c4,c5,3376,?,p1,
1769483092.8233955,CREATED,418254ff-b08d-4571-af2f-2bfd9c344381,15ffd3be-05ae-4b5d-b52d-09b0e0130d73,c4,c5,26,?,?,surb={'id': '695758ae-9368-44a0-810f-769655245225', 'route': ['p2', 'e4', 'i11', 'x7', 'p1', 'c4']}
1769483092.8320293,RECEIVED,f0867d60-d436-46c4-92c6-848cfe3d6f2f,737821e6-9666-468d-a4ec-3859a16d5139,c2,c4,26,p1,?,surb={'id': 'c0d46635-2d99-4621-8504-548b51e7cfee', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769483093.149126,RECEIVED,b4e58b89-d28c-4b88-9e0f-93649ca81a4a,d6fc1feb-abb5-49a8-8183-d891d34dd5c6,c2,c4,27,p1,?,surb={'id': '8b433955-1dc0-4460-b326-e5c8950d5371', 'route': ['p1', 'e2', 'i4', 'x9', 'p2', 'c2']}
1769483093.2592146,SENT,309586ae-5ab7-49ff-ab79-8b2d1a9aa45e,70830cc0-8342-4367-8f52-529b6176d912,c4,c5,3379,?,p1,
1769483093.2593896,CREATED,b7d14736-eb33-49ce-b3bf-382e56c3947b,4a32c670-0370-4086-ad5a-da91706af67a,c4,c5,27,?,?,surb={'id': '4476cbf0-4aea-4be8-b0b7-4183460be36d', 'route': ['p2', 'e10', 'i2', 'x4', 'p1', 'c4']}
1769483093.323995,SENT,cf2b23a3-a9ec-4d4b-8b8b-a18f5b032549,b1476a46-0217-4082-b911-70ad52f7759a,c4,c5,3359,?,p1,
1769483093.3241856,CREATED,1482316f-1874-4341-bdf3-dd85da3bd261,4a32c670-0370-4086-ad5a-da91706af67a,c4,c5,27,?,?,surb={'id': '4476cbf0-4aea-4be8-b0b7-4183460be36d', 'route': ['p2', 'e10', 'i2', 'x4', 'p1', 'c4']}
1769483093.3716168,SENT,48604c8b-aea5-4554-bc18-c7c6e46cac91,8ecb935b-78cb-41df-ba88-ddef4c8c87c9,c4,c5,3369,?,p1,
1769483093.3717623,CREATED,e9960da6-4fee-440e-b3b4-985e401978b7,946c0273-8a47-46eb-bac8-98ee12f23833,c4,c5,26,?,?,surb={'id': '7bde2c04-dd98-45d8-9530-9f79e9339a5d', 'route': ['p2', 'e7', 'i12', 'x2', 'p1', 'c4']}
1769483093.6101706,RECEIVED,05d4e8e7-745a-445d-874e-5cb7d70a6325,d6fc1feb-abb5-49a8-8183-d891d34dd5c6,c2,c4,27,p1,?,surb={'id': '8b433955-1dc0-4460-b326-e5c8950d5371', 'route': ['p1', 'e2', 'i4', 'x9', 'p2', 'c2']}
1769483093.9060173,SENT,4172dd09-e6fb-4f09-a36e-d9261d28c0b5,50692336-9112-46b6-8afa-debc5ba8d1b9,c4,c5,3383,?,p1,
1769483093.906211,CREATED,3ee754d2-0e88-469f-a714-f50bf6a1b184,946c0273-8a47-46eb-bac8-98ee12f23833,c4,c5,26,?,?,surb={'id': '7bde2c04-dd98-45d8-9530-9f79e9339a5d', 'route': ['p2', 'e7', 'i12', 'x2', 'p1', 'c4']}
1769483094.2195945,SENT,9c9c9358-fc9a-4f39-b4c1-822bfd6cc75b,2685888c-4fd3-4875-9206-0d51318e4a4e,c4,c5,3379,?,p1,
1769483094.2196624,CREATED,b23e1290-bc3c-4d5f-b991-e6f21de235f8,3a287edd-7847-4b04-9c40-72bfe93c55d4,c4,c5,27,?,?,surb={'id': '1545f715-75d8-496c-b2c2-b2a6dba8028b', 'route': ['p2', 'e6', 'i11', 'x11', 'p1', 'c4']}
1769483094.2558384,RECEIVED,da9d01d9-9b85-40e6-bad6-1dc5a6d74095,f3568eb3-cbd2-4721-9c14-88ac40d0a7b0,c2,c4,27,p1,?,surb={'id': 'ac48819e-9880-432d-a232-6e5691b0e597', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769483094.3727796,RECEIVED,46ea3fd9-3154-4964-9426-d5e830e65505,c256cc40-20f7-458d-9ff5-ee5ec524cc0b,c2,c4,27,p1,?,surb={'id': '0d996d81-fdce-4651-affd-9dfb64438b7b', 'route': ['p1', 'e4', 'i2', 'x12', 'p2', 'c2']}
1769483094.559391,SENT,623b5946-66b8-47cc-983b-abd867ab0cce,bfe86694-75b2-444b-bf08-0ccd6f8b7f6b,c4,c5,3402,?,p1,
