timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769482742.008119,SENT,f47fdb35-29a5-4426-b81d-244187dc1213,4d04bf04-e82e-49d6-a193-862eb56b4a47,c3,DROP,2040,?,p3,
1769482742.00826,CREATED,6f342a7c-32b4-419c-b997-350811f82168,daa47165-85e7-4d54-b47b-9237bd2f35fd,c3,DROP,27,?,?,
1769482742.8998675,SENT,0f3b4d2e-39fb-4769-9086-d0c17689630f,af9a8dce-0b0c-459b-a5dc-c8d212384f04,c3,c5,3377,?,p3,
1769482742.9000175,CREATED,a6d8b16c-b63b-4b2c-b39d-60638ca159c0,44e35ce7-3410-4d59-9380-ad85fd9e5de5,c3,c5,27,?,?,surb={'id': '2ad45f1a-c42c-42d9-a80c-811c1700b907', 'route': ['p2', 'e8', 'i1', 'x4', 'p3', 'c3']}
1769483230.5656438,SENT,d1503b22-c953-46bb-82fa-6cdfb8e3070c,a1370566-f630-441f-be22-7d6117012a9e,c3,c5,3376,?,p3,
1769483230.5658212,CREATED,aa844ea4-6ab1-4f10-a576-993aaa74fc92,e618f7bd-486e-4662-aafb-cbed2c799786,c3,c5,27,?,?,surb={'id': '1255ef0d-e91b-4a67-ab73-046c318ccd66', 'route': ['p2', 'e1', 'i9', 'x3', 'p3', 'c3']}
1769483231.308579,RECEIVED,7b53ff6e-5784-4fad-b501-05030fd4cfb8,b2aebb51-2927-4222-836e-64d4cf9a8881,c5,c3,26,p3,?,surb={'id': '97afa3df-932a-40de-b600-dff29206aa75', 'route': ['p3', 'e6', 'i1', 'x3', 'p2', 'c5']}
1769483231.4225516,SENT,abdec898-8d2c-437b-8760-56b68226f8ec,88854f19-1fc8-4766-8b06-bd53eca8b959,c3,c5,3360,?,p3,
1769483231.4227028,CREATED,1b306c61-3ab2-4553-b314-d4651aa1877e,0770ab97-4919-4de8-9637-d0a70e2c0040,c3,c5,27,?,?,surb={'id': '24d9d91a-251a-449a-a7ab-270b93ca8812', 'route': ['p2', 'e3', 'i8', 'x5', 'p3', 'c3']}
1769483231.5282192,RECEIVED,f3e201d2-d87d-4b87-9fbd-7c9e4aea5436,b2aebb51-2927-4222-836e-64d4cf9a8881,c5,c3,26,p3,?,surb={'id': '97afa3df-932a-40de-b600-dff29206aa75', 'route': ['p3', 'e6', 'i1', 'x3', 'p2', 'c5']}
1769483231.5957973,SENT,97e4ac67-9f0d-4035-9982-595e69282e61,6165fe14-aa41-4a33-b038-b4ef0da69ddb,c3,c5,3384,?,p3,
1769483231.5959072,CREATED,67e99815-c8ab-416a-b414-cf613d1e4698,0770ab97-4919-4de8-9637-d0a70e2c0040,c3,c5,27,?,?,surb={'id': '24d9d91a-251a-449a-a7ab-270b93ca8812', 'route': ['p2', 'e3', 'i8', 'x5', 'p3', 'c3']}
1769483231.721483,SENT,42fdbdd9-cdf2-4395-9522-cb6cc508730b,b666491e-1b53-4473-b7fa-558ba0783ebc,c3,c5,3401,?,p3,
1769483231.7215824,CREATED,f69aa096-ff1d-467a-b8dc-4785502561ca,8062fac8-bcd0-4851-a48d-3ba8093c372b,c3,c5,27,?,?,surb={'id': '44e68719-59bd-4246-b256-83dfd8964626', 'route': ['p2', 'e12', 'i1', 'x10', 'p3', 'c3']}
1769483231.757907,RECEIVED,e7307f4b-b3d8-42f6-809f-03ad88f0872f,86d98bd8-2644-45e6-bc0e-fae3bca1f080,c5,c3,27,p3,?,surb={'id': 'd50d2079-7317-4ef4-abed-0e84d342ccee', 'route': ['p3', 'e12', 'i6', 'x6', 'p2', 'c5']}
1769483231.9714177,SENT,50188725-22dc-4afd-a7c7-5978427ccc12,e0610e21-8681-4126-ae07-087dfcb12e81,c3,c5,3398,?,p3,
1769483231.971527,CREATED,784f507a-b76a-4c22-90ff-74e3fd3a220a,8062fac8-bcd0-4851-a48d-3ba8093c372b,c3,c5,27,?,?,surb={'id': '44e68719-59bd-4246-b256-83dfd8964626', 'route': ['p2', 'e12', 'i1', 'x10', 'p3', 'c3']}
1769483231.9952528,SENT,601bd3b1-b1fc-4001-8ded-7c76330d4c14,a42d8355-3bec-4a85-9872-2ce761ea4be3,c3,c5,3400,?,p3,
1769483231.9953606,CREATED,603d5db4-db39-4fd9-b1ec-5c91d90cb208,38f5a545-a331-47c8-b4ba-e3f12a5cee7a,c3,c5,27,?,?,surb={'id': 'bf0407db-94e2-43c5-8827-52674cf45e71', 'route': ['p2', 'e10', 'i11', 'x1', 'p3', 'c3']}
1769483232.0056791,SENT,4d7d7594-8e82-4eb4-8daf-c21c0406ad89,c7e4222f-8ba6-4400-98d0-1ee522a13a4c,c3,c5,3400,?,p3,
1769483232.005779,CREATED,108701ce-b3da-40c4-8877-f06525a9d619,38f5a545-a331-47c8-b4ba-e3f12a5cee7a,c3,c5,27,?,?,surb={'id': 'bf0407db-94e2-43c5-8827-52674cf45e71', 'route': ['p2', 'e10', 'i11', 'x1', 'p3', 'c3']}
1769483232.1709228,RECEIVED,54ea6ec9-6ae6-4ed9-bddb-eff6fbdbdd41,7d4f1958-bbc6-4c3f-9b5f-5574a29a53c7,c5,c3,27,p3,?,surb={'id': 'c2142c7a-fc52-4af5-bc22-6929131b8960', 'route': ['p3', 'e7', 'i5', 'x1', 'p2', 'c5']}
1769483233.4705405,SENT,b77b5394-2c4d-4126-806a-5c8c04c02974,826fe6df-beb5-4783-a561-94c0ff801080,c3,c5,3391,?,p3,
1769483233.4706755,CREATED,f5efe794-29a0-49c3-81fa-2dacb07f2e89,cd4f7911-2209-404b-a588-cd907a434e8e,c3,c5,26,?,?,surb={'id': '0dc60efe-1934-476a-b86e-45a12a171851', 'route': ['p2', 'e12', 'i10', 'x1', 'p3', 'c3']}
1769483233.4862607,SENT,d6ee3834-0ecf-4c4e-ae67-7d917efef0cc,9502a78d-2e79-445e-81a7-78bab3fbd1d0,c3,c5,3369,?,p3,
1769483233.4863925,CREATED,358d9ace-8484-4a0c-98aa-d896845bf53b,cd4f7911-2209-404b-a588-cd907a434e8e,c3,c5,26,?,?,surb={'id': '0dc60efe-1934-476a-b86e-45a12a171851', 'route': ['p2', 'e12', 'i10', 'x1', 'p3', 'c3']}
1769483233.527394,RECEIVED,eab23e5d-489c-43c9-b0a3-7352d9c9ebab,1a00ea2e-8512-498d-99b3-c921494fa542,c5,c3,27,p3,?,surb={'id': '4585a783-44e8-4db0-925c-14dba1a9e93d', 'route': ['p3', 'e8', 'i7', 'x12', 'p2', 'c5']}
1769483233.5622754,RECEIVED,258d001e-4bc7-44d4-a32e-a199126ca3fa,1a00ea2e-8512-498d-99b3-c921494fa542,c5,c3,27,p3,?,surb={'id': '4585a783-44e8-4db0-925c-14dba1a9e93d', 'route': ['p3', 'e8', 'i7', 'x12', 'p2', 'c5']}
1769483233.799572,SENT,3228b9b2-5e90-42be-92e4-4bd13212058e,8a12f414-ef1c-4560-9957-93125693f0a2,c3,c5,3357,?,p3,
1769483233.7996824,CREATED,93b9bf3f-2305-49e6-989a-dfe05fed8563,1b1868ab-f983-41af-bfee-37a1a7b08345,c3,c5,27,?,?,surb={'id': '84234210-e4f4-432f-8a5f-ccd2c5b877ed', 'route': ['p2', 'e2', 'i1', 'x3', 'p3', 'c3']}
1769483233.9198966,RECEIVED,b0033a43-55c9-4de1-8455-ca853e110e49,86d98bd8-2644-45e6-bc0e-fae3bca1f080,c5,c3,27,p3,?,surb={'id': 'd50d2079-7317-4ef4-abed-0e84d342ccee', 'route': ['p3', 'e12', 'i6', 'x6', 'p2', 'c5']}
1769483234.1688087,SENT,7e2fe3b9-8153-4fe1-85b3-5fc3a507d5d7,9ae0fb16-dd9a-4bc4-a2e4-45533bd9d933,c3,c5,3382,?,p3,
1769483234.1688957,CREATED,6137680b-f30b-47dc-a5f9-6321af7133d8,1b1868ab-f983-41af-bfee-37a1a7b08345,c3,c5,27,?,?,surb={'id': '84234210-e4f4-432f-8a5f-ccd2c5b877ed', 'route': ['p2', 'e2', 'i1', 'x3', 'p3', 'c3']}
1769483234.1973524,SENT,138eac98-db1c-4065-8783-26fb1a6c748c,9cec4ba4-8cd9-4031-bfe7-ca5a83e9c8d1,c3,c5,3363,?,p3,
1769483234.1974387,CREATED,8807c806-288b-45c2-b2b3-0f9bf9dc44f1,c793becc-a445-403b-bf12-3d6b7274cb0f,c3,c5,27,?,?,surb={'id': '8a2bd1d8-2739-4fb9-b17e-cd4a404963f2', 'route': ['p2', 'e8', 'i10', 'x12', 'p3', 'c3']}
1769483234.2610373,RECEIVED,e5c0c014-dec6-4f35-9d26-351771823b16,987012a5-4d47-4195-ba3f-c7ed29017309,c5,c3,27,p3,?,surb={'id': '216aa67b-b94b-4f34-b0df-f8f49333d762', 'route': ['p3', 'e11', 'i11', 'x9', 'p2', 'c5']}
1769483234.3698857,RECEIVED,f121ee05-40a5-49f0-9cc1-f3091545654e,987012a5-4d47-4195-ba3f-c7ed29017309,c5,c3,27,p3,?,surb={'id': '216aa67b-b94b-4f34-b0df-f8f49333d762', 'route': ['p3', 'e11', 'i11', 'x9', 'p2', 'c5']}
1769483234.3785164,SENT,6c75a508-f163-49d3-9ed0-d85bcc8439e1,bf8df209-d930-4c69-9e41-482c718640b5,c3,c5,3383,?,p3,
1769483234.3786247,CREATED,0296e099-32e0-46f1-8b36-2f42561921c5,c793becc-a445-403b-bf12-3d6b7274cb0f,c3,c5,27,?,?,surb={'id': '8a2bd1d8-2739-4fb9-b17e-cd4a404963f2', 'route': ['p2', 'e8', 'i10', 'x12', 'p3', 'c3']}
1769483234.3955576,SENT,bab0a79f-3b0d-403c-87f1-03411f0ddd57,0adca50a-a0f7-491e-a1a7-27be43085d5f,c3,c5,3388,?,p3,
1769483234.3956654,CREATED,d01e0703-f6d3-4d7b-a767-b70073289f8b,d360bf6e-cd48-47d6-877a-7bd0a5276c1d,c3,c5,27,?,?,surb={'id': '1797cca6-bc1e-41e2-8ff7-f6c995ed3b4c', 'route': ['p2', 'e8', 'i12', 'x11', 'p3', 'c3']}
1769483235.1944606,SENT,43e37e59-bcdd-4dd9-9a04-e29639399c74,785c2395-0c8d-4fba-87ca-6398b321e048,c3,c5,3368,?,p3,
1769483235.194564,CREATED,12d59e7e-d27d-40cc-ac20-298f699971d2,d360bf6e-cd48-47d6-877a-7bd0a5276c1d,c3,c5,27,?,?,surb={'id': '1797cca6-bc1e-41e2-8ff7-f6c995ed3b4c', 'route': ['p2', 'e8', 'i12', 'x11', 'p3', 'c3']}
1769483235.2430947,SENT,475fb56d-7d2d-44f2-b2c3-960cb3c43501,56723a68-d091-436e-9c70-03013c5b6f4c,c3,c5,3393,?,p3,
1769483235.2432203,CREATED,af96deb2-f88d-4532-b537-28adaf0819d8,5acdad07-c368-45b2-a432-970f9e389f40,c3,c5,27,?,?,surb={'id': '026abb1c-13d0-4a6c-834b-8e6e701bfcb8', 'route': ['p2', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769483235.451414,RECEIVED,8972a340-411e-4a4a-af92-76e44b52f8f7,6994ae5b-6e36-45b2-98c9-6ff486b1ab8a,c5,c3,27,p3,?,surb={'id': '41db2806-9915-4eba-905f-eef1cd406dea', 'route': ['p3', 'e11', 'i2', 'x3', 'p2', 'c5']}
1769483235.8107917,RECEIVED,ed7b7183-ea5d-4350-ba79-6d347bed924a,5f4ceb10-ef75-4c50-926d-7ed2afe73929,c5,c3,27,p3,?,surb={'id': '3cc020b3-49b0-406e-8b47-8906cb42402c', 'route': ['p3', 'e9', 'i9', 'x10', 'p2', 'c5']}
1769483235.9809656,SENT,1d877f5d-8253-4444-8b25-d692155b04bb,22efa041-07e0-4752-bcd2-ad2e9ae73a7a,c3,c5,3382,?,p3,
1769483235.98115,CREATED,a90eeace-4d11-4c4a-921b-88799c997721,5acdad07-c368-45b2-a432-970f9e389f40,c3,c5,27,?,?,surb={'id': '026abb1c-13d0-4a6c-834b-8e6e701bfcb8', 'route': ['p2', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769483236.2903888,RECEIVED,53eaaacc-c3ef-4ecb-a2fb-be072ce7b4ea,ef818272-9efd-4c7b-a384-98760645fc3f,c5,c3,27,p3,?,surb={'id': 'd4105226-51ec-4d76-b34c-1a98e4cba9a4', 'route': ['p3', 'e8', 'i12', 'x3', 'p2', 'c5']}
1769483236.4866781,RECEIVED,a153a886-9f18-498e-8cd2-93f5307cae8e,ef818272-9efd-4c7b-a384-98760645fc3f,c5,c3,27,p3,?,surb={'id': 'd4105226-51ec-4d76-b34c-1a98e4cba9a4', 'route': ['p3', 'e8', 'i12', 'x3', 'p2', 'c5']}
1769483236.8873785,SENT,9beb2c11-c1e7-413c-87d9-272cc20bb0d2,19805a32-21d2-4f68-a557-8b1c58cc1757,c3,c5,3362,?,p3,
1769483236.887534,CREATED,0491e3da-61b6-4c99-ae4e-cc3ba3678980,356c2933-2472-46e2-9aeb-21c269c2cadd,c3,c5,26,?,?,surb={'id': 'db22b593-9eb8-478c-bd08-82d1bf721ff9', 'route': ['p2', 'e2', 'i4', 'x10', 'p3', 'c3']}
1769483236.950912,SENT,9fc344a7-0ec2-44d5-8d3b-33229ac8a894,e89616bf-65ee-4d5e-a0c4-eaa0b8ad4995,c3,c5,3383,?,p3,
1769483236.9511025,CREATED,f6194514-d11e-41c3-84a2-19ee37b5a531,356c2933-2472-46e2-9aeb-21c269c2cadd,c3,c5,26,?,?,surb={'id': 'db22b593-9eb8-478c-bd08-82d1bf721ff9', 'route': ['p2', 'e2', 'i4', 'x10', 'p3', 'c3']}
1769483237.0914712,RECEIVED,133976bd-e82d-401e-b4dc-e9f355e9311b,6994ae5b-6e36-45b2-98c9-6ff486b1ab8a,c5,c3,27,p3,?,surb={'id': '41db2806-9915-4eba-905f-eef1cd406dea', 'route': ['p3', 'e11', 'i2', 'x3', 'p2', 'c5']}
1769483237.6486595,RECEIVED,e9ed6adf-778b-4859-af69-4437cf042ba5,5917b39a-fb19-48a0-9e68-4925429cedd9,c5,c3,26,p3,?,surb={'id': 'f7d669b7-4e54-4f02-a838-6207b870fb82', 'route': ['p3', 'e8', 'i8', 'x10', 'p2', 'c5']}
1769483237.7756472,SENT,2738d2d3-00e9-48d7-8af2-cb54dee12bcc,05382dff-01ed-467a-9ea0-8e747059608e,c3,c5,3399,?,p3,
1769483237.775746,CREATED,a0676a3f-b885-4929-ac98-71b1f9101094,784b922a-f537-4648-a418-bbab579e20e2,c3,c5,27,?,?,surb={'id': '8ca55dc2-60dc-4f16-837f-09cc018398ef', 'route': ['p2', 'e8', 'i8', 'x10', 'p3', 'c3']}
1769483237.8754952,RECEIVED,2aaa327d-1917-4e68-b568-32eeaa390189,5f4ceb10-ef75-4c50-926d-7ed2afe73929,c5,c3,27,p3,?,surb={'id': '3cc020b3-49b0-406e-8b47-8906cb42402c', 'route': ['p3', 'e9', 'i9', 'x10', 'p2', 'c5']}
1769483237.9119096,SENT,7edd8d0f-8ceb-49e6-aefb-ba2587cb9111,fba1b2a9-0cee-41aa-b9ea-faa719d06218,c3,c5,3396,?,p3,
1769483237.912097,CREATED,4a47bb4f-a0f5-4c36-ae09-a75e77fda968,784b922a-f537-4648-a418-bbab579e20e2,c3,c5,27,?,?,surb={'id': '8ca55dc2-60dc-4f16-837f-09cc018398ef', 'route': ['p2', 'e8', 'i8', 'x10', 'p3', 'c3']}
1769483238.8074749,SENT,6df9cd90-2dc5-48bc-bcd3-43319cf0e38a,2b4638f7-5966-4232-9709-589e53206678,c3,c5,3376,?,p3,
1769483238.807552,CREATED,09db4838-a4dc-4a64-a820-06c396409315,6a29860e-afb0-4476-a889-c547f2b43660,c3,c5,27,?,?,surb={'id': '8e24f03d-37c5-40e9-89de-55cb4778bda2', 'route': ['p2', 'e9', 'i11', 'x3', 'p3', 'c3']}
1769483239.0973535,SENT,6d0b91cf-91fd-4df4-aa49-2c1758ffcd40,3dbb6b54-aa0d-4455-8ba6-a0784588d5dc,c3,c5,3389,?,p3,
1769483239.0975034,CREATED,7181d3dc-143e-43f9-8e5d-cee9f53e03f7,6a29860e-afb0-4476-a889-c547f2b43660,c3,c5,27,?,?,surb={'id': '8e24f03d-37c5-40e9-89de-55cb4778bda2', 'route': ['p2', 'e9', 'i11', 'x3', 'p3', 'c3']}
1769483239.1065722,SENT,95c45c22-c340-458a-9429-e121fef3f64a,0892698f-2208-4e53-ba05-7bb0c78dc82e,c3,c5,3399,?,p3,
1769483239.1066918,CREATED,87ee5e12-a954-4af4-a4e1-ba191b7692a3,28b11706-9f3e-4c16-9780-7a3ed53b53d6,c3,c5,26,?,?,surb={'id': '8e83aa85-fa27-4d81-9bba-07ce8b30053f', 'route': ['p2', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769483239.3228595,RECEIVED,8afd688c-deac-4a70-b7f5-101e39d9da00,5917b39a-fb19-48a0-9e68-4925429cedd9,c5,c3,26,p3,?,surb={'id': 'f7d669b7-4e54-4f02-a838-6207b870fb82', 'route': ['p3', 'e8', 'i8', 'x10', 'p2', 'c5']}
1769483239.5061245,RECEIVED,e79294e1-96d8-4cb6-9b42-393de16ad974,6ab6f918-4f6c-4733-892e-f9191bd333ab,c5,c3,27,p3,?,surb={'id': '66f20943-4333-4130-be64-5b0315e8e897', 'route': ['p3', 'e12', 'i8', 'x7', 'p2', 'c5']}
1769483239.5576186,RECEIVED,8c3afb14-dc47-42b2-af56-a108303bd642,6ab6f918-4f6c-4733-892e-f9191bd333ab,c5,c3,27,p3,?,surb={'id': '66f20943-4333-4130-be64-5b0315e8e897', 'route': ['p3', 'e12', 'i8', 'x7', 'p2', 'c5']}
1769483239.60229,SENT,db6c1076-8f6e-4a8f-a339-60d337dba948,ce1c64f7-ea7b-4962-8ad1-43faa530b039,c3,c5,3399,?,p3,
1769483239.602393,CREATED,83b5bdc1-16e4-4b61-a68f-e779c45e9f8e,28b11706-9f3e-4c16-9780-7a3ed53b53d6,c3,c5,26,?,?,surb={'id': '8e83aa85-fa27-4d81-9bba-07ce8b30053f', 'route': ['p2', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769483239.6113725,RECEIVED,a5e4404c-5e65-4ff4-a217-30c96fdd6fff,e4ae5db6-557a-440b-a1a3-49c941e3ae61,c5,c3,27,p3,?,surb={'id': 'fa9329a1-e9b2-4d1c-bdf0-c6258c734676', 'route': ['p3', 'e8', 'i9', 'x10', 'p2', 'c5']}
1769483239.7147639,RECEIVED,2e293cd0-8847-4288-9d55-5d333a989eb0,e4ae5db6-557a-440b-a1a3-49c941e3ae61,c5,c3,27,p3,?,surb={'id': 'fa9329a1-e9b2-4d1c-bdf0-c6258c734676', 'route': ['p3', 'e8', 'i9', 'x10', 'p2', 'c5']}
1769483239.9226453,RECEIVED,1c326885-f6ff-4f59-bbbf-4a824e9f94f3,716f1383-da2e-47a3-a8ca-0f8eab44b39e,c5,c3,26,p3,?,surb={'id': '5ccbfa6a-c553-49ea-9629-a8037b4562d2', 'route': ['p3', 'e10', 'i2', 'x2', 'p2', 'c5']}
1769483240.1349964,RECEIVED,3cbb4572-f443-4271-a64a-8d60b66ad24f,755b6783-0f5e-4454-a139-1faf44200f9c,c5,c3,26,p3,?,surb={'id': '6d2e2ec8-ac5f-460f-98ec-63604d2f4e6e', 'route': ['p3', 'e8', 'i10', 'x3', 'p2', 'c5']}
1769483240.15093,SENT,5ebbe04c-b25a-420c-a808-3617a7b51062,79c29a80-1624-446d-a4d4-d56e39e5e936,c3,c5,3375,?,p3,
1769483240.1511414,CREATED,489ad63f-764e-4fb3-b16b-2b3ab558177f,89b3bd64-0af9-47a8-80ad-9f7d1b189df5,c3,c5,26,?,?,surb={'id': '39116a29-f6ee-4b6c-b05c-fb3f2a973fca', 'route': ['p2', 'e3', 'i9', 'x10', 'p3', 'c3']}
1769483240.2895525,RECEIVED,8740cbc9-a864-4da7-ae46-01b1a297d278,a09ae5b7-cfb4-4066-9d41-b714ba1b3119,c5,c3,27,p3,?,surb={'id': '5f784648-5810-47da-b167-aa0f7ed1709c', 'route': ['p3', 'e3', 'i9', 'x10', 'p2', 'c5']}
1769483240.5643873,SENT,7155467c-86d0-4c4b-b6af-bc0a48435714,730147af-89f7-4c09-8301-64cd731ff49c,c3,c5,3380,?,p3,
1769483240.5645392,CREATED,9c094db4-a573-44b5-8785-aaa951ed1372,89b3bd64-0af9-47a8-80ad-9f7d1b189df5,c3,c5,26,?,?,surb={'id': '39116a29-f6ee-4b6c-b05c-fb3f2a973fca', 'route': ['p2', 'e3', 'i9', 'x10', 'p3', 'c3']}
1769483240.5843446,SENT,060a0c83-3dee-4db0-b92d-26733c5d2b53,be4dc039-9378-47e7-9120-5155cc663dfa,c3,c5,3400,?,p3,
1769483240.5844886,CREATED,a0cdf5fe-8ea5-4242-a1de-fdaf126e23ec,db95d812-1ce7-4086-ba9e-143ba16a6f81,c3,c5,27,?,?,surb={'id': '23ca92ea-5132-460d-b4bf-0cfc9c095f54', 'route': ['p2', 'e4', 'i1', 'x10', 'p3', 'c3']}
1769483240.595974,SENT,eaeab40d-30c6-4446-89f4-6dbf0b2fd6ef,0beda756-1021-4e07-abe7-7367117e2e0c,c3,c5,3375,?,p3,
1769483240.5961733,CREATED,a9e6f09e-4a50-48bd-88b3-991b67abdad4,db95d812-1ce7-4086-ba9e-143ba16a6f81,c3,c5,27,?,?,surb={'id': '23ca92ea-5132-460d-b4bf-0cfc9c095f54', 'route': ['p2', 'e4', 'i1', 'x10', 'p3', 'c3']}
1769483241.1662347,RECEIVED,93ff580e-44d7-4fb0-8e1c-ebed8f8b4bd0,035d1a53-b0b1-4ee2-9269-e23c05c153aa,c5,c3,24,p3,?,surb={'id': '3ae7c64b-76cd-453b-98a4-778e33864fc2', 'route': ['p3', 'e6', 'i6', 'x8', 'p2', 'c5']}
1769483241.3541405,SENT,ada59160-d5a8-4e27-add5-414c990a17ab,c244e3ec-6464-43c8-b4a3-c1f7526c05e6,c3,c5,3371,?,p3,
1769483241.3542914,CREATED,f8e9bc4a-c1d5-46c1-a3ab-b965efed4bb7,7b401163-89ba-4138-94d6-8bfca2164044,c3,c5,27,?,?,surb={'id': '52f211d3-f3b5-4c69-bebf-102be5095054', 'route': ['p2', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769483241.5977447,SENT,c9511a60-ad95-4d04-a3be-571cf995f06d,543f6bf5-4988-4737-9f2a-4e19abd2a283,c3,c5,3392,?,p3,
1769483241.5978928,CREATED,bd978d5c-0545-4fbd-8bc2-e37a200fa7bb,7b401163-89ba-4138-94d6-8bfca2164044,c3,c5,27,?,?,surb={'id': '52f211d3-f3b5-4c69-bebf-102be5095054', 'route': ['p2', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769483241.910135,SENT,403d9571-9478-4a73-8422-eb51b5504ef0,b2e78850-7b19-4bf9-b67e-2d0c12b87c64,c3,c5,3398,?,p3,
1769483241.9102879,CREATED,42dc976e-45c3-46be-a511-f590fefa7a78,f74c6567-1479-4cb7-917f-b102ef9e9235,c3,c5,27,?,?,surb={'id': '3cfe3c72-ede1-4ddb-b6d2-1d6f8a6fe20c', 'route': ['p2', 'e11', 'i1', 'x1', 'p3', 'c3']}
1769483241.9343495,RECEIVED,7ac6d9c5-f456-4825-9f0c-f727a68dce8e,82fe37a5-d851-4aa8-8998-eff5b5b83b7c,c5,c3,27,p3,?,surb={'id': '38801257-7be0-490e-8102-091b4c85ac4b', 'route': ['p3', 'e1', 'i12', 'x12', 'p2', 'c5']}
1769483241.9534194,SENT,a728e45d-873e-486b-8b22-aa011af2c85c,52fda2f2-5245-46d3-9339-921c27850632,c3,c5,3380,?,p3,
1769483241.953582,CREATED,a612e0dd-b595-4e5a-b694-b9e462197210,f74c6567-1479-4cb7-917f-b102ef9e9235,c3,c5,27,?,?,surb={'id': '3cfe3c72-ede1-4ddb-b6d2-1d6f8a6fe20c', 'route': ['p2', 'e11', 'i1', 'x1', 'p3', 'c3']}
1769483241.9801383,RECEIVED,00a5ae38-d574-4012-8c3f-7b187d2ce8d5,e111b309-06b2-42b9-9203-55aff578c26e,c5,c3,26,p3,?,surb={'id': 'f4b86e99-2fc3-4b6b-8209-75c1ddb2153f', 'route': ['p3', 'e4', 'i6', 'x12', 'p2', 'c5']}
1769483242.005251,RECEIVED,d2c7c123-6568-4ae8-9c13-932620ef90a2,755b6783-0f5e-4454-a139-1faf44200f9c,c5,c3,26,p3,?,surb={'id': '6d2e2ec8-ac5f-460f-98ec-63604d2f4e6e', 'route': ['p3', 'e8', 'i10', 'x3', 'p2', 'c5']}
1769483242.6722345,SENT,85c86be0-4ec6-4553-9b47-7cdf4c9dde6b,b5ecd334-9c65-45dd-9c39-d85a476078d5,c3,c5,3376,?,p3,
1769483242.67239,CREATED,e4d56ef4-bcbd-4a8f-8259-bf0b77cd3f3b,9af351d6-94ea-4c21-b72e-2d2979ed91b0,c3,c5,26,?,?,surb={'id': 'c99f1c73-2f8d-46e9-85ba-a85c85c75c22', 'route': ['p2', 'e4', 'i7', 'x11', 'p3', 'c3']}
1769483242.8586612,SENT,74b93c4b-f96c-4ece-87b8-e57a64c72204,f5279188-04d4-4437-811b-612f5218e5d3,c3,c5,3369,?,p3,
1769483242.858759,CREATED,139d3694-b43e-460f-9a98-2cb8abc70922,9af351d6-94ea-4c21-b72e-2d2979ed91b0,c3,c5,26,?,?,surb={'id': 'c99f1c73-2f8d-46e9-85ba-a85c85c75c22', 'route': ['p2', 'e4', 'i7', 'x11', 'p3', 'c3']}
1769483242.9902017,RECEIVED,08b0c02f-d939-44a5-9b67-408b9d0dbd8f,29f1f129-a03f-4979-b6bc-09d095b69930,c5,c3,27,p3,?,surb={'id': '298c22a6-36de-4cd0-835c-60268b0477a5', 'route': ['p3', 'e2', 'i2', 'x1', 'p2', 'c5']}
1769483243.0339594,RECEIVED,858f2389-43d7-400b-a885-8c9b8d580e3a,035d1a53-b0b1-4ee2-9269-e23c05c153aa,c5,c3,24,p3,?,surb={'id': '3ae7c64b-76cd-453b-98a4-778e33864fc2', 'route': ['p3', 'e6', 'i6', 'x8', 'p2', 'c5']}
1769483243.1402044,RECEIVED,f881c2e2-4ce6-4b9d-b5f6-4dc0ac21ff4d,403590f7-e83d-4944-a824-50927c9bc2e8,c5,c3,27,p3,?,surb={'id': '949f7fff-f587-41bc-a565-a37cca387eaa', 'route': ['p3', 'e6', 'i3', 'x5', 'p2', 'c5']}
1769483243.2479618,RECEIVED,9b578cc8-b2c9-4963-8601-ca0818d03e10,23f9e321-bd1c-4280-92ce-da32320c6a50,c5,c3,26,p3,?,surb={'id': '2ce33d68-7992-4236-bf99-16adde0aaf1b', 'route': ['p3', 'e3', 'i2', 'x3', 'p2', 'c5']}
1769483243.300935,RECEIVED,12eb0293-22f7-447c-a1c9-06bce5f34d5f,403590f7-e83d-4944-a824-50927c9bc2e8,c5,c3,27,p3,?,surb={'id': '949f7fff-f587-41bc-a565-a37cca387eaa', 'route': ['p3', 'e6', 'i3', 'x5', 'p2', 'c5']}
1769483243.447609,SENT,fc02e8a5-4596-404e-9b1c-1a39a6c47567,3db3c8b5-bb7c-410f-bdb8-ff6850ca2094,c3,c5,3372,?,p3,
1769483243.4477296,CREATED,9579f1bc-0bc1-4e96-984d-f69656f79df7,3756ed49-756c-428d-b895-7f9081e42463,c3,c5,27,?,?,surb={'id': '7677b10b-acd2-4a41-bc11-ec4066b6cc93', 'route': ['p2', 'e2', 'i8', 'x7', 'p3', 'c3']}
1769483243.5979915,SENT,2a04223a-00f3-406d-a55e-0d10710948d2,72ec2a0c-4bad-4abe-9a61-62d654f8fd2e,c3,c5,3401,?,p3,
