Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,6.1306987212072395,7.341854494967139,33.4314381270903
e11,6.54268940512233,7.6856517368316055,44.845998655010085
e12,6.046065775544163,7.570988772592459,36.56849315068493
e1,6.144972945682248,7.764546872688876,40.07133058984911
e2,6.147449054596759,7.738539369868158,38.0253164556962
e3,6.240694446491707,7.759748248216662,41.89407665505227
e4,5.962283472500251,7.283565516070487,30.665987780040734
e5,6.5051209192113815,7.773329515488445,44.17614424410541
e6,6.441129475067562,7.84157175053249,46.392952127659576
e7,6.485252861404394,7.716580674162618,43.41874578556979
e8,6.455938416132802,7.653429995903045,41.89214285714286
e9,5.975655878091486,7.54460374967453,34.673455056179776
i10,6.146815889981245,7.560407710771469,37.07409972299169
i11,6.141599523062216,7.684530299012888,38.66792452830189
i12,6.453024118501701,7.834726523018527,45.34068278805121
i1,6.514478584628555,7.829318767309479,46.388888888888886
i2,6.371816578950962,7.795599163963888,42.50407608695652
i3,6.569953426458136,7.8090364738001785,49.44951590594744
i4,6.4612304830226766,7.848610119097891,47.24055944055944
i5,6.10850023621213,7.185358467339382,32.31873315363882
i6,6.025304953866632,7.5895810348459705,35.12985179957657
i7,6.374845494995795,7.56233647849343,41.541782729805014
i8,6.105142135175857,7.466813049216196,34.721289456010744
i9,5.992989363894563,7.397042167240864,32.26744989633725
p1,5.189515422627013,6.096053791712233,14.431868339743994
p2,4.489792263741659,5.3106294310640285,9.276612903225807
p3,3.8851315780183677,4.860685768066471,6.467532467532467
x10,6.441387237586262,7.577696212795719,42.28919631093544
x11,5.906565906842349,7.293006813572431,30.720026791694576
x12,5.974953093456983,7.529175882652399,32.59652777777778
x1,6.482246555878532,7.822711609206335,46.13096085409253
x2,6.386483497553624,7.802475700361883,44.50336021505376
x3,6.399622618900051,7.830409783841255,44.49438202247191
x4,6.349547325931653,7.926387606472236,44.983459682977255
x5,6.40726912333646,7.568090292741211,39.22681883024251
x6,6.222565605113373,7.568313965563414,39.28185595567867
x7,6.130250307093339,7.609919240702074,37.56377204884667
x8,6.218505241817284,7.366803374069366,35.771929824561404
x9,6.25718399415654,7.569485901827278,38.44186046511628
